Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993)
1.0444747177408596e-10,0.3844244371778934,76.950000000000003,0.0,0.0,0.0,0.69027956662528711,9.49994934554352,0.00060092607557306517,0.0049031255002215685,0.0046391492889490318,4.6438422675444644e-05,3.687274947624638e-10,0.00060962606164560414,0.074629979286095674,2.1121568732704831e-06,2.2006099158032377e-13,5.3861227928723324e-09,7.4990861134899273e-07,0.22116101918787298,1.8626605224852583e-05,7.7715684368505814e-15,3.7988479476204667e-15,2.2026566159887603e-10,2.8057777456223583e-14,4.982334208599776e-05,5.5059047951356796e-05,0.00017096455818672786,0.00017098783546950268,1.5130301620392236e-08,7.7999395602134142e-09,2.087534093776907e-09,6.9194418012567811e-06,1.2183863794308329e-09,3.1167235701634054e-10,2.8059372193032015e-11,7.8105897961476771e-10,2.7519263231977973e-09,3.3885174595577458e-11,0.0027196368086458427,3.673859373158634e-15,1.4425511006137373e-15,1.3586720816027822e-05,1.5421600945212809e-06,7.5508617308722185e-07,3.5889585539199207e-05,5.4255171523329558e-05,3.3436286542394423e-11,1.2805324002828869e-10,4.4087588716514506e-11,4.2678539938431001e-11,1.3212425529750058e-12,6.598464080560352e-11,4.8668979343796909e-15,2.0101381397620822e-08,5.1765045177445027e-14,7.7950104432585072e-14,2.9471480142341807e-10,1.4578758375912999e-16,5.9098802634953499e-17,2.1133753957140832e-19,1.4148607586974953e-07,3.7180685240283949e-12,4.9339133864516934e-09,3.0664892984017103e-08,1.7404958670798314e-12,6.3062093761443535e-11,3.2976421850744723e-12,8.9100640685321524e-12,6.0166731557376788e-13,3.7904442679589539e-13,1.1783981277608211e-19,1.5824514381415052e-12,2.0473537811329982e-09,2.4879732571656889e-09,1.5626786717567606e-10,2.044009663755161e-10,1.9463188068564711e-09,2.0703877447039654e-06,9.5639084234533793e-10,1.8259272574947447e-10,9.5638904050077132e-10,6.0908068027995491e-09,3.8466175201190138e-21,2.2544898692124692e-21,1.2049829566523314e-19,6.0301494165749384e-15,5.7391585431200746e-12,2.7507340281645232e-21,2.9582381442030352e-15,9.7457010206730596e-12,1.7902914005348985e-12,6.4888141429859039e-12,1.8784221718807825e-11,5.884121897703075e-12,9.6343243377649203e-15,5.2744253535098511e-16,2.2414123328359229e-14,5.8340426098668373e-20,2.1710288217440701e-12,1.1240469625181791e-19,1.1642800340986165e-11,4.5558015803272462e-13,2.8010086567426665e-17,1.4944216315666953e-13,3.151388778707846e-17
1.0622548823817787e-10,0.38442446124415225,76.950000000000003,0.0,0.0,0.0,0.68596175712766472,9.4999487547231727,0.00060934281984217019,0.0049589902801659685,0.004687955300233069,4.6950223766237774e-05,3.7292862289640267e-10,0.00060586120306291237,0.075672647831443132,2.1363128030153814e-06,2.2248629916225532e-13,5.6061907007191031e-09,7.7304983855917282e-07,0.22427774577383303,1.9121474619422254e-05,7.8604488913449025e-15,3.8876487826908962e-15,2.2929814821740663e-10,2.9208718736997327e-14,5.1030659912062398e-05,5.5816880251704368e-05,0.00017697549420988241,0.00017699960154745332,1.5662627516814671e-08,8.0747594022796541e-09,2.1170183111691151e-09,7.1240096810005901e-06,1.2544281816203258e-09,3.2094657695870947e-10,3.0512840202336395e-11,8.0475682327235992e-10,2.8654054769067693e-09,3.7033877569783405e-11,0.00275825832188566,3.7853295869728461e-15,1.4863193854232875e-15,1.3516813572333069e-05,1.5353212624576129e-06,7.5052390470177712e-07,3.6145676340172344e-05,5.530682256802614e-05,3.653387795236182e-11,1.3378722041193117e-10,4.6743522832168294e-11,4.5224470704562126e-11,1.4241348969674437e-12,6.7963709042842921e-11,5.2717333433159014e-15,2.0447007767031767e-08,5.5652960814394141e-14,8.5322910882587138e-14,2.9982381820977763e-10,1.6130721355163546e-16,6.5495758153207525e-17,2.3545094392546808e-19,1.4714079630705506e-07,3.7820828187816948e-12,5.0670812858543159e-09,3.1830474394132213e-08,1.8066789392399713e-12,6.5547793718122569e-11,3.4230877188768335e-12,9.2568971437690708e-12,6.2607309925718398e-13,3.9372531509007112e-13,1.2242684266026166e-19,1.6421789659497101e-12,2.1245939810702616e-09,2.5556448588348411e-09,1.6177608139895659e-10,2.0728220481011904e-10,2.0029732119121978e-09,2.124109108829832e-06,9.6619600993189227e-10,1.9244463313497612e-10,9.6619412189945908e-10,6.3911708100320314e-09,4.0026501221852564e-21,2.3459400633775242e-21,1.3189656505611037e-19,6.6894636461514346e-15,5.9463537015820796e-12,2.8499940598374393e-21,3.0650471451843119e-15,1.0218473792458724e-11,1.8847582058040112e-12,6.8062792320932049e-12,1.9800433177183774e-11,6.2891186192181184e-12,1.0299289318264834e-14,5.6376999691724753e-16,2.369639362093631e-14,6.1373938399629326e-20,2.28003094217513e-12,1.1833613661244779e-19,1.2448140310045162e-11,4.818169839463464e-13,2.9623392948141897e-17,1.5968863075216406e-13,3.4260076939898908e-17
1.0800350470226977e-10,0.38442448570520454,76.950000000000003,0.0,0.0,0.0,0.68167165100705163,9.4999481716967864,0.00061770654813376048,0.005014153073021531,0.0047359990115133591,4.7454068376885659e-05,3.7707695869701616e-10,0.00060212049890453426,0.076708547251736661,2.1601651807864747e-06,2.2487390281436524e-13,5.830684160012652e-09,7.9646227916497511e-07,0.22737520804352715,1.9618785428770394e-05,7.9482124426438123e-15,3.9771529256250135e-15,2.3851022907595646e-10,3.0383078392092806e-14,5.2239579814834063e-05,5.6563419851671388e-05,0.00018306798357490924,0.00018309293320569999,1.620218227346241e-08,8.3533185310797707e-09,2.1463202832530467e-09,7.3307798739707526e-06,1.2908582838347901e-09,3.3032149672257472e-10,3.3123544860465283e-11,8.2871855093848217e-10,2.9812787447809985e-09,4.0405097246577939e-11,0.0027966424785353006,3.8980410856809648e-15,1.5305750438753127e-15,1.3446759408224115e-05,1.5285167220912913e-06,7.459873102061808e-07,3.6398851827971901e-05,5.6353373822505049e-05,3.9849302125241951e-11,1.3965616021782027e-10,4.9506850866420668e-11,4.7871343042426086e-11,1.5329852888596119e-12,6.9964499438311144e-11,5.7017775959551052e-15,2.0789667891998528e-08,5.9752869364920812e-14,9.324196726904502e-14,3.0488910176058718e-10,1.7814582292859502e-16,7.2451553390879716e-17,2.6179361945993589e-19,1.529033700511835e-07,3.845551484610341e-12,5.200297654750126e-09,3.301562903230448e-08,1.8739739456564522e-12,6.8087954822538697e-11,3.5506419270733708e-12,9.6097199731121157e-12,6.5103208571360703e-13,4.0871872991419058e-13,1.2709308981610973e-19,1.702887171979675e-12,2.2030993950475797e-09,2.6233478387158905e-09,1.6735928606283113e-10,2.1014563349428643e-10,2.0597123513027665e-09,2.1782799802160131e-06,9.7594032169838421e-10,2.0264502867144261e-10,9.7593834616391986e-10,6.6995979947740273e-09,4.1622194953344312e-21,2.4394631474139977e-21,1.44139413130748e-19,7.4057991008940294e-15,6.1565882294470574e-12,2.9507092736659214e-21,3.1734231386043386e-15,1.0703473725385819e-11,1.982415159196819e-12,7.1320405326834867e-12,2.0850507731502062e-11,6.7132156848245569e-12,1.099570932272115e-14,6.0181195322641581e-16,2.5024209213089783e-14,6.4508054876071402e-20,2.3919767753245034e-12,1.2446789116870851e-19,1.3291933454134163e-11,5.0902929672106009e-13,3.1296690369579962e-17,1.7041736962665372e-13,3.7188336620486679e-17
1.0978152116636167e-10,0.3844245105552281,76.950000000000003,0.0,0.0,0.0,0.6774090619489378,9.4999475963647679,0.0006260176005193366,0.0050686227433774525,0.0047832902598859608,4.7950059180084315e-05,3.8117316880854988e-10,0.00059840378664331934,0.077737720986954584,2.1837178399607484e-06,2.2722428908157705e-13,6.0595780116745481e-09,8.2014275781149757e-07,0.23045352984057615,2.0118419137183138e-05,8.0348731953016578e-15,4.0673550387214316e-15,2.4790083780520566e-10,3.1580736507660173e-14,5.344982226750173e-05,5.7298785645941905e-05,0.00018924080825136273,0.00018926661230351638,1.6748857934900533e-08,8.6355611212349549e-09,2.1754411816676155e-09,7.5397242811181656e-06,1.3276717315206765e-09,3.3979583141159756e-10,3.5897709152387719e-11,8.5294079548600343e-10,3.0995393604221366e-09,4.4009538061091679e-11,0.0028347907525874804,4.0119780297401087e-15,1.5753118567868619e-15,1.337661276035996e-05,1.5217471454099635e-06,7.4147654006378882e-07,3.6649225807900157e-05,5.7394756824612284e-05,4.3392937880142984e-11,1.4565985356368148e-10,5.2379703761445966e-11,5.0621035590190794e-11,1.6480189312544484e-12,7.1986735195879546e-11,6.1580685891900984e-15,2.112936498178147e-08,6.4071833050759353e-14,1.0173656068112016e-13,3.0991068725345456e-10,1.9638713429841602e-16,8.0003376061797228e-17,2.9052353561867114e-19,1.5877324911716514e-07,3.9084750886851817e-12,5.3335189912340648e-09,3.4220178555580406e-08,1.9423707557689227e-12,7.0682684323891106e-11,3.680285600994018e-12,9.96847790863581e-12,6.7654562857988873e-13,4.2402515142056188e-13,1.3183783149937093e-19,1.7645662582339057e-12,2.2828572511481305e-09,2.6910597510518668e-09,1.7301636175469509e-10,2.1299136692240836e-10,2.1165145944261464e-09,2.2328936387702772e-06,9.8562423304862169e-10,2.1319941209691553e-10,9.8562216873927015e-10,7.0160911613897177e-09,4.3253342937226427e-21,2.5350641934961044e-21,1.5727212650936519e-19,8.1827698795687781e-15,6.3698256955639807e-12,3.0528622250982221e-21,3.2833473417117604e-15,1.1200689462040116e-11,2.0833078568152218e-12,7.4660913450268223e-12,2.1934836293918144e-11,7.1568780329212522e-12,1.1724352930713734e-14,6.4161017586808715e-16,2.6398147495770335e-14,6.7744179025387107e-20,2.506865195638722e-12,1.3080282309254236e-19,1.41751560822955e-11,5.3723262323495674e-13,3.3030933880608029e-17,1.8164025318826118e-13,4.0306895361315835e-17
1.1333755409454548e-10,0.3844245613992144,76.950000000000003,0.0,0.0,0.0,0.66896569654750715,9.4999464683918546,0.00064248302644507032,0.0051755176064422021,0.0048756540850841872,4.8918883462946295e-05,3.8921183586050095e-10,0.00059104169362765569,0.079776063705413944,2.2299390901723523e-06,2.3181532438979596e-13,6.5304608728383799e-09,8.6829529869644341e-07,0.23655324319254201,2.1124194619600824e-05,8.2049418190691434e-15,4.2498318345672186e-15,2.6721322006973233e-10,3.4045440170062392e-14,5.5873205465961626e-05,5.8736477319766321e-05,0.00020182265624493409,0.00020185020509754049,1.7863145892534061e-08,9.2108763492333227e-09,2.2331444043187217e-09,7.9640251315042913e-06,1.4024291606750103e-09,3.5903768782655929e-10,4.1961638818042094e-11,9.0215358123898706e-10,3.3431929784152708e-09,5.1962186995709185e-11,0.0029103855208713943,4.2434659050030666e-15,1.6662044655403996e-15,1.3236234318290953e-05,1.5083151467951394e-06,7.3253292734347523e-07,3.7141988045374252e-05,5.9461781808945842e-05,5.1207568683311837e-11,1.5807049621735867e-10,5.8462445277568462e-11,5.6436310072090978e-11,1.8975551189785152e-12,7.6094453213244109e-11,7.1536390911089564e-15,2.1799894854884975e-08,7.3395490493503215e-14,1.2057426041517303e-13,3.1982308621555967e-10,2.3743005113082859e-16,9.7052302184304397e-17,3.5581569184535388e-19,1.7083269883633828e-07,4.0326915913526199e-12,5.5998134852882882e-09,3.6686750568437514e-08,2.0824293596882734e-12,7.6036207942417436e-11,3.9457646896879798e-12,1.0703580885666824e-11,7.2924105994746143e-13,4.5557855509917895e-13,1.4155991248625874e-19,1.890798031273234e-12,2.4460794139562754e-09,2.8264262032231276e-09,1.8454770800300995e-10,2.1863020210603693e-10,2.2302270293318087e-09,2.3434228745305163e-06,1.0048126313331245e-09,2.353918447304069e-10,1.004810385820535e-09,7.6732736078976904e-09,4.6622300637140603e-21,2.7325176946196059e-21,1.8639564686494514e-19,9.9337817349898773e-15,6.8051661885360134e-12,3.2614127454249727e-21,3.5077665195910975e-15,1.2231705132481032e-11,2.2949807423415907e-12,8.1590223602484869e-12,2.4207785950851197e-11,8.1047494048466174e-12,1.3281370691188199e-14,7.2664170673126816e-16,2.9286651355873018e-14,7.4528000203960301e-20,2.7454605772064193e-12,1.4409353817074863e-19,1.6063789243430892e-11,5.9667358366070982e-13,3.6686027619538729e-17,2.0561581952634268e-13,4.714875743385052e-17
1.1653798372991092e-10,0.3844246084319698,76.950000000000003,0.0,0.0,0.0,0.66145893459658434,9.4999454785578337,0.00065712512322073163,0.0052694391221388892,0.0049563042236837312,4.9764968503761598e-05,3.9627488044358893e-10,0.00058449625588098035,0.08158800015703524,2.2705506344993037e-06,2.358247266773631e-13,6.9690309177376344e-09,9.1251811702171678e-07,0.24197875006785435,2.2036202328260683e-05,8.3543698294010835e-15,4.4163945170827087e-15,2.8519362693856083e-10,3.634203825709594e-14,5.8056165596002738e-05,5.9993399050942389e-05,0.00021340911377531332,0.00021343827337930233,1.8889299177275804e-08,9.7407096592306791e-09,2.2844696246173264e-09,8.3530570982151546e-06,1.4709734677488369e-09,3.7668280041672599e-10,4.8041943195670686e-11,9.4730314954647961e-10,3.5705677284443504e-09,6.0029821330017643e-11,0.0029776287623770464,4.4558412178168243e-15,1.7495925823343004e-15,1.311002453163384e-05,1.4963510173785545e-06,7.2457293245854243e-07,3.7576890987482674e-05,6.1303889881681627e-05,5.9130268840637904e-11,1.6969814145927086e-10,6.4332603256060501e-11,6.2040192269477615e-11,2.1456181794804004e-12,7.9862037330792929e-11,8.1502220247884991e-15,2.2393317034806112e-08,8.2608057818644977e-14,1.3980988099928435e-13,3.2859585899191183e-10,2.800772521111791e-16,1.1484280679933275e-16,4.244883770104211e-19,1.8204756597050997e-07,4.1426366510274648e-12,5.8391029781998402e-09,3.8971215135770062e-08,2.2121491154890049e-12,8.1041797646057109e-11,4.1916500327729595e-12,1.1384925449244828e-11,7.7857412339570526e-13,4.8505038137257344e-13,1.5057101318999298e-19,2.0076294413143847e-12,2.5971355500736586e-09,2.9480839251348863e-09,1.9516757327355752e-10,2.2364576877103406e-10,2.3325877993741566e-09,2.4443478821795069e-06,1.0218800122923318e-09,2.5662962129727556e-10,1.0218775997571326e-09,8.2922996104654166e-09,4.9776293303737511e-21,2.9173721659102627e-21,2.1613469782459134e-19,1.1756236993017458e-14,7.2068873824778273e-12,3.4538551458119736e-21,3.7148554755275229e-15,1.3201212786314532e-11,2.4970013212446096e-12,8.8108942000568111e-12,2.6374377211735022e-11,9.0293730473672312e-12,1.4800539447526473e-14,8.0959215142889503e-16,3.2049633525108805e-14,8.0996123810792746e-20,2.9702300404791822e-12,1.5677822637069912e-19,1.7908175532973971e-11,6.5371204211497787e-13,4.0193417167120081e-17,2.2900235860349084e-13,5.4043613521725164e-17
1.1973841336527634e-10,0.38442465663734826,76.950000000000003,0.0,0.0,0.0,0.65403849182218565,9.4999445121622657,0.00067160173536644934,0.0053612476622979955,0.005034663683252236,5.0587144596556004e-05,4.031790205718168e-10,0.00057802607791305072,0.083378807759666537,2.3102484927529408e-06,2.3972082996546912e-13,7.4214203619938078e-09,9.5756154260555083e-07,0.24734412976975545,2.2954013107868148e-05,8.50043598044299e-15,4.5851357713857259e-15,3.0373458408057965e-10,3.8712013150679113e-14,6.0239494074219902e-05,6.1216006252575001e-05,0.00022523751286392045,0.00022526832093109196,1.9936898239157158e-08,1.0281636544977606e-08,2.3352260274720412e-09,8.7487126478680246e-06,1.5406856042830794e-09,3.9463077208362198e-10,5.4751441594164509e-11,9.9324635980266012e-10,3.8055497417126163e-09,6.9031228142085619e-11,0.003044130394867168,4.6719497297060828e-15,1.8344464890008216e-15,1.2984151941609866e-05,1.484507135768032e-06,7.1669773897393024e-07,3.8004178809274019e-05,6.3128504420082373e-05,6.7964726057076423e-11,1.8175760814546575e-10,7.0590164349718085e-11,6.8005621048727147e-11,2.4173823040121051e-12,8.3694958287895356e-11,9.2488575444845045e-15,2.2977287961375086e-08,9.264292138856935e-14,1.6140953247191103e-13,3.3722910045288211e-10,3.2873213726198625e-16,1.3522186540531983e-16,5.0371610359635252e-19,1.9360132107874954e-07,4.2508428450162878e-12,6.0778278303416785e-09,4.1315767524209672e-08,2.3452824073536939e-12,8.622523742541336e-11,4.4440088553203129e-12,1.2084655530269189e-11,8.2971842070926636e-13,5.1554043391906575e-13,1.5982527087560705e-19,2.1274558462194166e-12,2.7520533370178152e-09,3.0694707472531205e-09,2.0600991992953866e-10,2.2860574823754929e-10,2.4348620598419627e-09,2.5466069514781025e-06,1.0387583985291086e-09,2.790970959543425e-10,1.0387558154866363e-09,8.9373903605369017e-09,5.3046082923616469e-21,3.109013458459336e-21,2.4952897438296887e-19,1.3837901513459363e-14,7.6177943315370219e-12,3.6506954399408464e-21,3.9266802817018989e-15,1.4209970783924945e-11,2.7101955068806096e-12,9.4894141448721543e-12,2.8657736973797671e-11,1.0024530276210013e-11,1.6435920533467563e-14,8.9887458404595962e-16,3.4970585886863043e-14,8.7815997927799507e-20,3.2044755224743804e-12,1.7016452432205597e-19,1.9895430312299273e-11,7.1419520356345478e-13,4.3912654098110942e-17,2.5417325748211312e-13,6.1691476582892402e-17
1.2293884300064176e-10,0.3844247059836831,76.950000000000003,0.0,0.0,0.0,0.64670332972836497,9.499943568669087,0.00068591476509824965,0.0054509909445085202,0.0051107854136364355,5.1385964368894206e-05,4.0992784486455095e-10,0.00057163025384936942,0.085148729506822202,2.349053299707415e-06,2.4350625302321493e-13,7.8874479566621518e-09,1.0034082665733942e-06,0.2526500747467143,2.3877028221988984e-05,8.643216197073946e-15,4.7560246538097598e-15,3.2282894013925611e-10,4.1154483449977558e-14,6.242188761315266e-05,6.2405012196883487e-05,0.00023730122586261104,0.00023733371956536359,2.1005355642420892e-08,1.0833353211862996e-08,2.385420163859612e-09,9.1508404461272931e-06,1.6115388863447544e-09,4.1287468274405599e-10,6.2128445625920691e-11,1.0399650779020496e-09,4.0480827967839433e-09,7.9037961449694683e-11,0.0031098987853943141,4.8917061349590375e-15,1.9207326914172839e-15,1.2858786622038084e-05,1.4727849812337457e-06,7.0890737914597912e-07,3.8424292433227282e-05,6.4935453434750956e-05,7.7780008897538469e-11,1.9424651663062227e-10,7.7247061086284846e-11,7.4342893803685951e-11,2.714288812745826e-12,8.7591725156176067e-11,1.0456276401164215e-14,2.3551896136949109e-08,1.0354327429711346e-13,1.8557899414662667e-13,3.4572407525907527e-10,3.8401272339616749e-16,1.5847064485383889e-16,5.9471683338679256e-19,2.0549059483694752e-07,4.3573263825680639e-12,6.3158063662896426e-09,4.3719390415691029e-08,2.4817714433933665e-12,9.1586678288630069e-11,4.7027315688052894e-12,1.2802458685398325e-11,8.8267679900090628e-13,5.4704892282386902e-13,1.6931855333579157e-19,2.2502217363250464e-12,2.9107605102309699e-09,3.1904927939399854e-09,2.1706865612736294e-10,2.335107806801015e-10,2.5369579679790192e-09,2.6501639563862438e-06,1.0554501696094777e-09,3.0282412979345625e-10,1.0554474128119334e-09,9.6084790159011572e-09,5.6431851520288101e-21,3.3074522405998677e-21,2.8689668006662996e-19,1.6205091928761504e-14,8.0376927136909844e-12,3.8518405775808696e-21,4.1431407510411327e-15,1.5257801561589014e-11,2.9348140652076118e-12,1.019446577266235e-11,3.105992068128161e-11,1.1092856489210099e-11,1.8191871526762135e-14,9.9472579038426821e-16,3.8052534418407612e-14,9.4995351836893866e-20,3.4481608101817062e-12,1.8426817860676393e-19,2.2031182942091766e-11,7.7820760536367881e-13,4.784893826811706e-17,2.8119658753612675e-13,7.0146969429402727e-17
1.261392726360072e-10,0.38442475644000373,76.950000000000003,0.0,0.0,0.0,0.63945242333193841,9.499942647554569,0.0007000660917628528,0.0055387155899294365,0.005184721147067084,5.2161967733247111e-05,4.1652485943969165e-10,0.00056530788961193948,0.086898005473065476,2.3869852159791455e-06,2.4718355437371072e-13,8.366924338864921e-09,1.050041319109581e-06,0.25789726904856985,2.4804673680128835e-05,8.7827846590817425e-15,4.9290303226959829e-15,3.4246934693202584e-10,4.3668524679382157e-14,6.4602126671643744e-05,6.3561127917414708e-05,0.00024959376408869362,0.00024962798008952591,2.2094096264688743e-08,1.1395562228825344e-08,2.4350585052942942e-09,9.5592926155924649e-06,1.6835072395531877e-09,4.3140777040302385e-10,7.0211683742413436e-11,1.087441584091501e-09,4.2981066596185272e-09,9.0124132342126336e-11,0.0031749422250741091,5.1150270770132097e-15,2.0084184607595526e-15,1.273406944536396e-05,1.4611855565335416e-06,7.0120172160715549e-07,3.883762413963814e-05,6.6724613437905975e-05,8.8647558800711089e-11,2.0716220154384262e-10,8.4315064786222629e-11,8.1062101120139796e-11,3.037813906303776e-12,9.1550881024702231e-11,1.1779395518747438e-14,2.4117243843235329e-08,1.1535276439486203e-13,2.1253443675173031e-13,3.5408225773708589e-10,4.4657670418953304e-16,1.8489042740445808e-16,6.9880227839895364e-19,2.1771199131139849e-07,4.4621060213084327e-12,6.5528746809842483e-09,4.6181077052222741e-08,2.6215590307094973e-12,9.7126146863965661e-11,4.9677097187306046e-12,1.3538025597877976e-11,9.3745077685346826e-13,5.7957537985104674e-13,1.7904676971334862e-19,2.3758722725287714e-12,3.0731857031029899e-09,3.3110653338433846e-09,2.2833781760044579e-10,2.3836149850877074e-10,2.6387922525677676e-09,2.7549836160748508e-06,1.0719576426602976e-09,3.2783991606395441e-10,1.0719547090943018e-09,1.0305479347843314e-08,5.9933696180790031e-21,3.512694202571973e-21,3.2857208888400985e-19,1.8885692526457478e-14,8.466393468791792e-12,4.0572000273273558e-21,4.3641394092167164e-15,1.6344502474973954e-11,3.1711034839803954e-12,1.0925915207553302e-11,3.358292539692529e-11,1.2236960421852562e-11,2.0072706166012226e-14,1.0973801636651058e-15,4.1298416118997717e-14,1.0254178625390485e-19,3.701242963906269e-12,1.9910466713883055e-19,2.4321034941008205e-11,8.4583207983826486e-13,5.2007364659659021e-17,3.1013998279251904e-13,7.9466580439021493e-17
1.293397022713726e-10,0.3844248079759829,76.950000000000003,0.0,0.0,0.0,0.6322847609642378,9.4999417483070268,0.00071405757213498114,0.0056244671491202597,0.0052565214267756132,5.2915682186091481e-05,4.2297348987965817e-10,0.0005590581027460072,0.088626872851902933,2.4240639391979558e-06,2.5075523370761e-13,8.8596528145169054e-09,1.0974440639575317e-06,0.26308638843936472,2.5736399342678573e-05,8.9192138424857395e-15,5.104122057510296e-15,3.6264828841163504e-10,4.6253173303225676e-14,6.6779070838925443e-05,6.4685059724725065e-05,0.00026210877716204543,0.00026214475164262137,2.3202557238990634e-08,1.196797249924925e-08,2.4841474448955962e-09,9.9739246556492936e-06,1.7565651849476258e-09,4.5022342748836895e-10,7.9040227125391832e-11,1.1356585633624005e-09,4.5555574319277869e-09,1.0236636201435308e-10,0.0032392689262234734,5.3418311032762696e-15,2.0974718157689262e-15,1.2610116689188871e-05,1.4497094661098232e-06,6.9358049903324478e-07,3.9244523423209085e-05,6.8495903107555048e-05,1.006411370113833e-10,2.2050173491142688e-10,9.1805778870533378e-11,8.8173121012057026e-11,3.3894676117816917e-12,9.5571002215198555e-11,1.3225312974003856e-14,2.4673444830947326e-08,1.2811543798832427e-13,2.4250250446147609e-13,3.6230529696209758e-10,5.1712225969602655e-16,2.1480323877904228e-16,8.1738123288690506e-19,2.302620964443127e-07,4.5652026404277237e-12,6.7888853147127227e-09,4.8699832552981686e-08,2.7645886503524174e-12,1.0284355135441886e-10,5.2388361270379942e-12,1.4291050513363173e-11,9.9404060576938425e-13,6.1311869126257558e-13,1.8900587626537662e-19,2.5043533507775953e-12,3.2392585296283181e-09,3.431112101262759e-09,2.3981156708085469e-10,2.4315852647395651e-10,2.7402896133372837e-09,2.8610314753546058e-06,1.0882830784768604e-09,3.541729718514499e-10,1.0882799653605172e-09,1.102828764628799e-08,6.3551632984336524e-21,3.724740286777117e-21,3.7490567225398842e-19,2.1909171037221407e-14,8.9037127403710803e-12,4.2666857486913143e-21,4.5895814646782967e-15,1.746984862769122e-11,3.4193060328267264e-12,1.1683613075911979e-11,3.6228692616389164e-11,1.3459422517167456e-11,2.208269162773292e-14,1.2070695577097082e-15,4.4711083280082376e-14,1.1046277511516529e-19,3.9636730553081092e-12,2.1468920293698562e-19,2.6770556599940039e-11,9.1714977699896501e-13,5.6392924779397951e-17,3.4107060542525496e-13,8.97086329503163e-17
1.3254013190673804e-10,0.38442486056196423,76.950000000000003,0.0,0.0,0.0,0.62519934407630318,9.499940870426542,0.00072789104071025086,0.0057082901272326276,0.0053262356349051739,5.3647623099623056e-05,4.2927708322759197e-10,0.00055288002224980926,0.090335565993116998,2.4603087149017873e-06,2.5422373324700881e-13,9.3654300946346233e-09,1.1456001929487399e-06,0.26821810050831835,2.6671678057829281e-05,9.0525745606811532e-15,5.281269275324087e-15,3.8335810721448187e-10,4.8907430509590152e-14,6.8951654468604566e-05,6.5777507231594106e-05,0.00027484005190807944,0.0002748778205977932,2.4330187857170744e-08,1.2550299211729111e-08,2.5326932984384283e-09,1.0394595364222378e-05,1.8306878251900364e-09,4.6931519727236429e-10,8.8653417602094661e-11,1.1845990960704787e-09,4.8203678781641905e-09,1.1584373235547229e-10,0.0033028870201361085,5.5720386211392587e-15,2.1878615054970433e-15,1.2487023921601056e-05,1.4383569818739027e-06,6.860433314521476e-07,3.9645302146872684e-05,7.0249277735723035e-05,1.1383676921678122e-10,2.3426194788077431e-10,9.9730632836979062e-11,9.5685613852090771e-11,3.7707927191990299e-12,9.9650697515040359e-11,1.4801302886506685e-14,2.522062231536423e-08,1.4187568474891475e-13,2.7572038240020462e-13,3.7039498645957304e-10,5.9638880430147681e-16,2.4855245597944888e-16,9.5196281859234443e-19,2.4313748541967965e-07,4.6666388703484461e-12,7.023705995036034e-09,5.1274675003803714e-08,2.910804519332231e-12,1.0873868738554518e-10,5.516005009932435e-12,1.5061231600178371e-11,1.0524453307551394e-12,6.4767713005235484e-13,1.9919188112894569e-19,2.6356116547055398e-12,3.4089096516713973e-09,3.5505646512581115e-09,2.5148419331630082e-10,2.4790248176866939e-10,2.8413821440971542e-09,2.9682738855631694e-06,1.1044286867212147e-09,3.818511314300864e-10,1.1044253915007569e-09,1.1776784480929013e-08,6.7285600875774824e-21,3.9435869147863877e-21,4.2626420346611683e-19,2.530659137592761e-14,9.3494717944406766e-12,4.4802121531932123e-21,4.8193747668232469e-15,1.8633595452864159e-11,3.6796598256127385e-12,1.2467396292479488e-11,3.8999110933931383e-11,1.4762793524557477e-11,2.4226046184187599e-14,1.324023160718531e-15,4.8293307551549191e-14,1.1876566728752652e-19,4.2353968425070597e-12,2.3103673804180837e-19,2.9385283987886547e-11,9.9224018896969571e-13,6.1010508159933373e-17,3.7405511596708889e-13,1.0093325313125545e-16
