Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044)
5.777176138036042e-09,0.29168714767929704,76.950000000000003,0.0,0.0,0.0,0.99611018698059206,9.4996389477121728,0.00020692911677232047,0.0016235068667177811,0.0012679811566767487,0.00035376020319729992,6.8890026622353631e-10,4.1931466802877334e-08,0.00017233309161405707,4.5395397238429482e-06,5.8203550446874968e-12,6.5557675631161885e-07,1.609894427538962e-06,0.00021983993774075676,2.9981683544545564e-05,4.9570832941770086e-14,9.7813356180388481e-16,2.6938362971277699e-11,1.8298403807890596e-14,9.18139568614312e-09,4.852102386510092e-07,5.7258551256676596e-06,5.7293055186682661e-06,2.082566302546135e-09,1.3499579400020339e-09,1.4055942896324458e-18,9.4084395697571258e-08,6.8130335146248693e-11,2.1738416666436663e-11,2.9832828109545376e-12,8.2214903243122942e-10,8.1002018198504077e-13,2.9730605274262897e-12,2.3116334776870846e-06,8.3147653155881645e-15,2.3664547405346919e-15,1.5323542617526558e-10,1.6642207738113444e-11,6.4392071301205636e-13,6.2078903834944592e-10,2.0122159857905978e-09,2.9696873577258101e-12,6.1545836385679511e-12,1.1354605037076739e-10,7.9097025878832405e-11,3.3207530029101678e-11,1.4203897579704997e-14,5.3139461524971732e-12,4.3045397790119867e-12,5.1667786536437895e-12,8.8969249172457723e-13,1.5833309543647669e-13,1.512185025519874e-13,2.7461323902209734e-14,4.2759596664383137e-15,1.4512458739318834e-12,9.8204898832901224e-17,1.3349981360367033e-16,3.6204305600973856e-11,1.7981931789512036e-14,9.0342399909140585e-14,2.5258054725612756e-14,6.6749768809362274e-14,2.443005884359734e-14,2.7001250625891725e-17,2.430728553492774e-20,3.1125185516136151e-17,1.1995145218306218e-13,5.1610167671060695e-16,1.6451717050072935e-14,4.8599741155143279e-15,4.5615587496049518e-16,2.0888909683760448e-06,8.369407069341605e-14,2.9070774450150832e-09,8.3675444923642186e-14,5.9291146320892924e-15,5.7818139000713117e-22,3.2904367196229607e-22,3.4525674608784134e-19,1.2247427789092139e-16,1.2683894948890385e-13,7.6766410911088632e-23,2.7712063049035588e-17,8.0756041920067942e-20,1.9448254279250649e-14,4.4308308184839716e-19,6.1577393604519517e-16,2.7347977979373033e-16,2.7893467739981662e-17,1.0100651775847152e-19,1.9775376107668965e-17,1.2589181773033638e-22,1.2512017701090007e-19,2.5112134637975392e-22,3.3771242103729969e-18,1.4652154626060298e-15,2.0661710340011721e-20,6.0932253411600826e-19
6.077712628467545e-09,0.2916870871682502,76.950000000000003,0.0,0.0,0.0,0.99590713141432496,9.4996199506832877,0.000217631225444844,0.0017074659657720012,0.0013330589445529218,0.000372191863371138,7.2452520870461122e-10,4.1923447665490041e-08,0.00018127910431143209,4.7743454861010851e-06,6.1236079443466761e-12,7.6312634436181193e-07,1.8112089001020624e-06,0.00023125536731534395,3.3171601878425244e-05,5.213486320975849e-14,1.0920953054716477e-15,3.0445095445668132e-11,2.1309766549662445e-14,9.8164338243742294e-09,5.1118184153403231e-07,6.3584420572657341e-06,6.3622770266405453e-06,2.312649299518978e-09,1.4991209263741002e-09,1.4785873038737318e-18,1.0400859794188196e-07,7.5316934712723223e-11,2.4038686017320971e-11,3.86695109162783e-12,9.4179009132230539e-10,9.1320931038766881e-13,3.8639738480710301e-12,2.4316788177142166e-06,9.524733891715067e-15,2.7108220543448973e-15,1.5450264770722137e-10,1.6969935768352793e-11,6.440783786451002e-13,6.4843261991395563e-10,2.1222157677225448e-09,3.8593506097195613e-12,7.1149465021082436e-12,1.3876524404029452e-10,9.5148545442007188e-11,4.2032951288436774e-11,1.5703284651765321e-14,6.7924775856194154e-12,4.5692694548217118e-12,6.6529297003175685e-12,1.1672395998533979e-12,1.6808213781638025e-13,2.0671273655557961e-13,3.8522102503396866e-14,6.0637793717342557e-15,1.6134978809829706e-12,1.0424682880781482e-16,1.411255791082326e-16,4.0499304611555728e-11,2.0115248429963882e-14,1.0588877989624375e-13,2.8254599208253276e-14,7.4801395567135987e-14,2.8693338052463384e-14,3.1158473390329515e-17,2.7239327836509994e-20,3.5912688192380207e-17,1.3833444372093366e-13,5.45612118142812e-16,1.8269402054378837e-14,5.1123253854171197e-15,4.8246796047514246e-16,2.3106806852954653e-06,8.8022806686686631e-14,3.5571672252945553e-09,8.8001548267114755e-14,6.6205983906412538e-15,6.7907957999836592e-22,3.8646494409229258e-22,4.5296275423447293e-19,1.6420819424962564e-16,1.4481984782829251e-13,8.7674336401185313e-23,3.1640581335899922e-17,9.0057514679259541e-20,2.2710019060644637e-14,4.9419276407520796e-19,7.2059038384028313e-16,3.2431563135294789e-16,3.3091593490579993e-17,1.1978256740236374e-19,2.3217397428924487e-17,1.4698983483775511e-22,1.3959703337523148e-19,2.9323768122247368e-22,3.9764173524042285e-18,1.7617320945632818e-15,2.4843050675973727e-20,7.1854427640301574e-19
6.348195469855898e-09,0.2916870328284551,76.950000000000003,0.0,0.0,0.0,0.9957243263247314,9.4996028516294473,0.00022725783744264848,0.0017829831663753292,0.0013915687247190067,0.00038876315790121118,7.565680331133361e-10,4.1916228024675575e-08,0.00018932882751219199,4.9855413375488311e-06,6.396252571578593e-12,8.6940133561311523e-07,2.0049108093311744e-06,0.00024152739031721039,3.6179402499236998e-05,5.4441078144086013e-14,1.2013735324215304e-15,3.3827348302118951e-11,2.428675956155865e-14,1.0390151971358734e-08,5.3453239531251928e-07,6.9559510731337447e-06,6.960150076585905e-06,2.5299735935429326e-09,1.6400132452648296e-09,1.544269100287902e-18,1.1336023045987136e-07,8.2088899959633091e-11,2.6206944106258028e-11,4.8294923623347666e-12,1.0578035465204636e-09,1.0123940726201224e-12,4.8373339506825502e-12,2.5397005166616668e-06,1.0698012636034654e-14,3.0447471095162442e-15,1.5564294688862754e-10,1.7264838952688354e-11,6.442202617757119e-13,6.7331889517745314e-10,2.2212437030143946e-09,4.831276200090902e-12,8.0551161200223469e-12,1.6481985089187315e-10,1.1144127420716076e-10,5.1432954739246385e-11,1.7116213451646929e-14,8.3788521494310637e-12,4.8099646900673498e-12,8.2649430069781032e-12,1.472356328762733e-12,1.7694610544302321e-13,2.7000019863527328e-13,5.148688269787253e-14,8.1775614102443576e-15,1.7668993561269948e-12,1.0974054273218243e-16,1.4799970347853365e-16,4.4591661795713066e-11,2.2147913632496736e-14,1.2142236139853397e-13,3.11097651254535e-14,8.2485298743209624e-14,3.2958775228155921e-14,3.526814074200454e-17,3.0037461597296617e-20,4.0681126333477147e-17,1.5664222754360578e-13,5.7221380557796357e-16,1.9986298561820211e-14,5.3393995529828843e-15,5.0618633450409622e-16,2.5197504236769066e-06,9.1918153824474364e-14,4.2301051739994875e-09,9.1894339377096687e-14,7.2759614338857077e-15,7.8002884224196475e-22,4.4391528149905303e-22,5.7136758309162826e-19,2.1101376826144665e-16,1.6223967590289885e-13,9.8242762013732953e-23,3.5446516138863181e-17,9.8864203999290013e-20,2.5972698244325989e-14,5.4258708875298313e-19,8.2465306393098021e-16,3.7523489919775024e-16,3.8299509563638358e-17,1.3858944609702084e-19,2.6641517735503769e-17,1.6809190949049809e-22,1.5330676903165918e-19,3.3536573482628693e-22,4.5731702489844224e-18,2.0665774773119227e-15,2.9141840829434353e-20,8.2751921232745999e-19
6.6043906879199466e-09,0.29168698146311256,76.950000000000003,0.0,0.0,0.0,0.99555112985538241,9.499586654050427,0.00023637132946365113,0.0018544707332837766,0.001446934803320771,0.00040444396166089056,7.8690094079570276e-10,4.1909387653329968e-08,0.0001969518676650751,5.1854670488193744e-06,6.6542461090179388e-12,9.7871121487291093e-07,2.1996080430622698e-06,0.00025125518963770152,3.9147784448338619e-05,5.662422548305007e-14,1.3108990657791994e-15,3.7233939417002326e-11,2.7349966452634883e-14,1.0935151455461502e-08,5.5662846425677064e-07,7.5464929994907872e-06,7.5510525738880321e-06,2.7447635861865762e-09,1.7792632385428437e-09,1.6064709990224189e-18,1.2258411532652792e-07,8.8768348478374378e-11,2.8346195720343049e-11,5.9081397216716297e-12,1.175098902716614e-09,1.1119598712706804e-12,5.9311406964142335e-12,2.6419995654107325e-06,1.1884253086849173e-14,3.3823611577229836e-15,1.5672283832522136e-10,1.7544119203749666e-11,6.4435463681013008e-13,6.9689677276902476e-10,2.3150652990305399e-09,5.9233994366836936e-12,9.0138429393497507e-12,1.9269020051201769e-10,1.2859204921890842e-10,6.1758745735119011e-11,1.8509881017852551e-14,1.0132318743661299e-11,5.0400719430568356e-12,1.0065257611821164e-11,1.8169067311068591e-12,1.854201780649057e-13,3.4379449349114504e-13,6.6987665066739284e-14,1.0723475481038587e-14,1.9186415674616233e-12,1.1499289564459118e-16,1.5452068017110471e-16,4.8668640535395665e-11,2.4172940254152136e-14,1.3756413547398705e-13,3.3954202071932828e-14,9.01507289654797e-14,3.7396232786632153e-14,3.9500093291624355e-17,3.2828868282431626e-20,4.5630007691340018e-17,1.7564196534590045e-13,5.9744884715754521e-16,2.168317976620814e-14,5.5544423879415897e-15,5.2868600718536968e-16,2.7260256730270776e-06,9.5607293615533861e-14,4.9512733332776624e-09,9.5580890990574013e-14,7.9256084372256765e-15,8.8504927710040765e-22,5.0368252776941605e-22,7.0507524678103194e-19,2.6481250021105505e-16,1.7984013022195215e-13,1.0892142011585762e-22,3.9291915336726276e-17,1.0758611454014025e-19,2.9368799762284516e-14,5.9051834355405214e-19,9.3214057661937238e-16,4.2822489018814568e-16,4.3720313134129325e-17,1.5816115339845454e-19,3.0184306583327647e-17,1.9005525217436766e-22,1.6688698886358788e-19,3.792164667688996e-22,5.1909984362131551e-18,2.3918662300161301e-15,3.3728915509723413e-20,9.4055367035652238e-19
6.8605859059839955e-09,0.2916869301982143,76.950000000000003,0.0,0.0,0.0,0.99537788749651246,9.4995704545619137,0.000245480331026048,0.0019259183858499182,0.0015022488566295089,0.00042010991095024303,8.1721681858668644e-10,4.1902545266437236e-08,0.00020457347224798472,5.3852805211749639e-06,6.9119952484405999e-12,1.0967714284881478e-06,2.405494705503051e-06,0.00026098140499148493,4.2232280035065007e-05,5.8806147196321665e-14,1.4264237043362634e-15,4.0842974133254062e-11,3.0659598088747125e-14,1.148144562185143e-08,5.7870389569815506e-07,8.1609398522368264e-06,8.1658754522662143e-06,2.9682479254437312e-09,1.9241504705254607e-09,1.6686627694948595e-18,1.3216378324911826e-07,9.5705427021219226e-11,3.0568558971639815e-11,7.1700531584253607e-12,1.2997118033131351e-09,1.217085450170857e-12,7.2142539309847116e-12,2.7442824439234197e-06,1.3144495250460679e-14,3.7410367008475706e-15,1.5780256030150153e-10,1.7823355419852333e-11,6.4448899906420755e-13,7.2048064540396116e-10,2.4089108118385985e-09,7.2044560035774013e-12,1.004067986517174e-11,2.2391317369805872e-10,1.4751282130037791e-10,7.3614003458660142e-11,1.9957342584842861e-14,1.2156794712129559e-11,5.2722438915839377e-12,1.2165276147211907e-11,2.2227263032846797e-12,1.939703090493193e-13,4.3332599178676042e-13,8.6254027481498696e-14,1.3908961584703831e-14,2.0766538004514684e-12,1.2029269181956274e-16,1.610517269047396e-16,5.2943367170526041e-11,2.6296187327683484e-14,1.5517262265168557e-13,3.693660403301914e-14,9.8197865510859797e-14,4.2241842871650981e-14,4.4078859285797761e-17,3.5759275280588409e-20,5.1029166666412662e-17,1.9637048437606205e-13,6.2272283397081328e-16,2.344875393247304e-14,5.7694495456713443e-15,5.5122022392324152e-16,2.9403125721619882e-06,9.9296005607825756e-14,5.7606805303295584e-09,9.9266848531499379e-14,8.6034196198953155e-15,9.9972937755690102e-22,5.6894710047506938e-22,8.6255932651155496e-19,3.292394207302308e-16,1.985288243646516e-13,1.2026087695502281e-22,4.3375076998639791e-17,1.1667818249332464e-19,3.3081519181027978e-14,6.4048640880514563e-19,1.0486999639845172e-15,4.8607452702422478e-16,4.9639320157167066e-17,1.7952776673089253e-19,3.4031924584399319e-17,2.1406456261058173e-22,1.810458462937182e-19,4.2715530388057789e-22,5.8622631828717594e-18,2.7560397842842667e-15,3.8864327544930172e-20,1.0635917069256692e-18
7.1167811240480444e-09,0.29168687903296436,76.950000000000003,0.0,0.0,0.0,0.99520459968892527,9.49955425295434,0.00025458484313364469,0.0019973257303662934,0.001557510487949646,0.00043576089364594797,8.4751549943799591e-10,4.1895700882531361e-08,0.00021219364093166961,5.5849806535832846e-06,7.1694981451010816e-12,1.223911276675793e-06,2.622832264961367e-06,0.00027070603630941669,4.5432783581619012e-05,6.0986831260856103e-14,1.5480873152796764e-15,4.4659305840721996e-11,3.422501975665262e-14,1.202882729664756e-08,6.0075853108491945e-07,8.7992690691209454e-06,8.8045962739701177e-06,3.2004183644203764e-09,2.0746695942221001e-09,1.7308444112634508e-18,1.4209873546425979e-07,1.0289977319782715e-10,3.287394009647651e-11,8.6373071260770385e-12,1.4317413452886326e-09,1.3278579840503877e-12,8.7101910012926913e-12,2.8465491876468244e-06,1.4479740994133312e-14,4.1210588781167099e-15,1.5888211293450916e-10,1.8102547700917025e-11,6.4462334886583678e-13,7.4407051391336572e-10,2.5027802454982395e-09,8.6978998311427206e-12,1.1137277927250928e-11,2.5873958770636714e-10,1.6830030101846977e-10,8.7149569250003508e-11,2.1458522947560006e-14,1.4480229397090666e-11,5.5064768341789074e-12,1.4600670302199967e-11,2.697468973480695e-12,2.0259636201649722e-13,5.4105853925753058e-13,1.0999791442734468e-13,1.7859096993595659e-14,2.2409370545671782e-12,1.2563987064608542e-16,1.6759321732169014e-16,5.7418209419032057e-11,2.8518830517806509e-14,1.7432459518560528e-13,4.0058622403433227e-14,1.0663139676817369e-13,4.7517212185944076e-14,4.902109491280191e-17,3.8830389891986729e-20,5.6909050955226242e-17,2.189455968026947e-13,6.4803721182479697e-16,2.5282956226722223e-14,5.9844210243365121e-15,5.7379027286062722e-16,3.1625973385790905e-06,1.029842945211383e-13,6.6651916300575178e-09,1.0295221327207795e-13,9.3094422050799783e-15,1.1245805052000873e-21,6.4000001606489192e-22,1.0467900492881715e-18,4.0582763151748322e-16,2.1832171025392688e-13,1.3227075175156277e-22,4.7699486371996535e-17,1.2614046994475387e-19,3.7130343672473954e-14,6.9249162675543037e-19,1.1747186929411633e-15,5.490094433938448e-16,5.6079707256677993e-17,2.0277262033669514e-19,3.8197625368513758e-17,2.4024567130818441e-22,1.9578344027437069e-19,4.7943384968075483e-22,6.5891895177497895e-18,3.1625958966453332e-15,4.4597400951626018e-20,1.1970820637915155e-18
7.372976342112093e-09,0.2916868279665677,76.950000000000003,0.0,0.0,0.0,0.99503126687311116,9.4995380490187493,0.00026368486679399322,0.0020686923739601341,0.0016127193018548635,0.00045139679798544347,8.7779681665431199e-10,4.1888854520133338e-08,0.00021981237339025879,5.7845663473383402e-06,7.4267529601893822e-12,1.3604591655240592e-06,2.851881705040252e-06,0.0002804290834952686,4.8749188787114499e-05,6.3166265679011539e-14,1.6760295052980794e-15,4.8687779069760496e-11,3.8055573504662271e-14,1.2577120306508692e-08,6.2279221233884082e-07,9.4614579058735799e-06,9.4671924298183136e-06,3.4412665900199127e-09,2.2308152197177864e-09,1.7930159237131787e-18,1.5238847694841864e-07,1.1035102732716837e-10,3.5262244734355573e-11,1.0333614318642994e-11,1.5712797498870974e-09,1.4443616371366775e-12,1.0444328108524961e-11,2.9487998335150885e-06,1.5890922641582367e-14,4.5226930361189901e-15,1.599614968883175e-10,1.838169615269827e-11,6.4475768662587078e-13,7.6766637948772033e-10,2.5966736042261615e-09,1.042903595454605e-11,1.2305232328007948e-11,2.9742815798781135e-10,1.9105165844845265e-10,1.025239616869491e-10,2.3013347471458256e-14,1.7132069250155443e-11,5.7427671002243668e-12,1.7409782346431107e-11,3.249354545788884e-12,2.1129820172520845e-13,6.6970654378370317e-13,1.3903002327183096e-13,2.2716916285131064e-14,2.4114923294799209e-12,1.3103437324442825e-16,1.7414552711162447e-16,6.209554153132149e-11,3.0842048726876054e-14,1.950982293472404e-13,4.3321913125692062e-14,1.1545598411736025e-13,5.3244344475687729e-14,5.4343761986254988e-17,4.2043909581618852e-20,6.3301402335822152e-17,2.4349019771097755e-13,6.7339343444459297e-16,2.7185721292015641e-14,6.1993568214865977e-15,5.9639744915062859e-16,3.3928658633676476e-06,1.0667216500585096e-13,7.6719195481229774e-09,1.0663698653786849e-13,1.0043725223951364e-14,1.2601234183678344e-21,7.1713763868819954e-22,1.2609572396177394e-18,4.9625469118594299e-16,2.3923377355612589e-13,1.449600738895329e-22,5.2268417592114097e-17,1.3597303899355729e-19,4.1535449290483644e-14,7.4653433972713744e-19,1.3105866166883521e-15,6.172566836850232e-16,6.3064795879690801e-17,2.279795690133039e-19,4.2694744439261262e-17,2.687288556471456e-22,2.1109986977905065e-19,5.3631260110623458e-22,7.3740028051069347e-18,3.6152676216211822e-15,5.0980777835952354e-20,1.3414764743146797e-18
7.629171560176142e-09,0.2916867769982304,76.950000000000003,0.0,0.0,0.0,0.99485788948923504,9.4995218425467929,0.00027278040301838871,0.0021400179246027131,0.0016678749041982991,0.00046701751256980232,9.0806060389726223e-10,4.1882006197750627e-08,0.00022742966930125883,5.9840365060866463e-06,7.6837578608783305e-12,1.506742598798188e-06,3.0929035181630512e-06,0.0002901505464304401,5.2181388729605702e-05,6.5344438478835122e-14,1.8103896171195753e-15,5.2933229370631703e-11,4.2160577696856213e-14,1.3126174763997405e-08,6.4480478189694048e-07,1.0147483436345127e-05,1.0153641139707989e-05,3.690784222992503e-09,2.3925819142051146e-09,1.8551773060859237e-18,1.6303251599460715e-07,1.180588321308987e-10,3.7733377921976105e-11,1.2284374592109311e-11,1.718412793234445e-09,1.5666776566532689e-12,1.2443968898964127e-11,3.0510344199443627e-06,1.7378907328479383e-14,4.9461859684156809e-15,1.6104071288866522e-10,1.8660800885077135e-11,6.4489201276202091e-13,7.9126824340760674e-10,2.6905908926874291e-09,1.242508850178996e-11,1.3546084206774898e-11,3.4024538094262322e-10,2.1586445063075558e-10,1.1990338348856421e-10,2.4621742028451558e-14,2.0143260389936714e-11,5.9811110479786436e-12,2.0633713586871622e-11,3.887180902480071e-12,2.2007569400043928e-13,8.2224634233373307e-13,1.7426877446010102e-13,2.8645102376102867e-14,2.5883206250702728e-12,1.3647614242385686e-16,1.8070903408260726e-16,6.6977743547554863e-11,3.3267023725872242e-14,2.1757311223198488e-13,4.6728136171771049e-14,1.2467626303933157e-13,5.9445642193875382e-14,6.0064129391108643e-17,4.540152238339744e-20,7.023926022248681e-17,2.7013227894492666e-13,6.9879296375395981e-16,2.915698324876396e-14,6.4142569341604548e-15,6.1904305526195816e-16,3.6311037126296265e-06,1.1035962164659538e-13,8.7882241132359628e-09,1.1032116970755792e-13,1.0806319527818478e-14,1.4068883115139431e-21,8.0066170259838168e-22,1.5084750548176071e-18,6.0234931341460685e-16,2.6127909399220646e-13,1.5833731974465627e-22,5.7084946859295497e-17,1.4617595175048092e-19,4.6317709522217413e-14,8.0261489010619737e-19,1.456695968630182e-15,6.9104470179412896e-16,7.0618052178133603e-17,2.5523298766846144e-19,4.7536698991549666e-17,2.9964889504469845e-22,2.26995233799432e-19,5.9806105885740646e-22,8.2189287447538528e-18,4.118033237904562e-15,5.8070558369645491e-20,1.4972296607390978e-18
7.88536677824019e-09,0.2916867261271602,76.950000000000003,0.0,0.0,0.0,0.99468446797712806,9.4995056333307399,0.00028187145282186431,0.0022113019911186404,0.0017229769021226765,0.00048262292636659502,9.3830669518937731e-10,4.1875155933876922e-08,0.0002350455283455512,6.1833900358533064e-06,7.940511020370665e-12,1.6630881698011195e-06,3.3461576991224799e-06,0.00029987042497784191,5.5729275868131312e-05,6.7521337714347696e-14,1.9513067260622887e-15,5.740048319345709e-11,4.6549326592414e-14,1.3675863181698199e-08,6.6679608272825319e-07,1.0857322552677221e-05,1.086391945315421e-05,3.9489628179963383e-09,2.5599642020239571e-09,1.9173285575053008e-18,1.7403036381901291e-07,1.2602283244841557e-10,4.0287244087840444e-11,1.4516722871721957e-11,1.8732202072715801e-09,1.6948844630342002e-12,1.4738412786600382e-11,3.1532529868276442e-06,1.8944501057715998e-14,5.3917670697005565e-15,1.6211976136698291e-10,1.8939862010882604e-11,6.4502632764307826e-13,8.1487610690252389e-10,2.7845321161544498e-09,1.4715268390233169e-11,1.4861322340598346e-11,3.8746541729784607e-10,2.4283655680915274e-10,1.3946172234443268e-10,2.6283632937399752e-14,2.3546249821740157e-11,6.2215050627804334e-12,2.4316411922639216e-11,4.6203353920720101e-12,2.2892870566775222e-13,1.0019272269475182e-12,2.167497054514853e-13,3.5827760862355134e-14,2.7714229414464347e-12,1.4196512264456271e-16,1.8728411820292482e-16,7.206720060393872e-11,3.5794939809741806e-14,2.4183025141411931e-13,5.0278955058976718e-14,1.3429684414573427e-13,6.6143908985726483e-14,6.6199775151533807e-17,4.8904907275136662e-20,7.7756965345487904e-17,2.9900494333017682e-13,7.242372700411888e-16,3.1196675695220706e-14,6.6291213589722386e-15,6.4172840116491462e-16,3.8772961289267782e-06,1.1404666896578547e-13,1.002171090713341e-08,1.1400476421274407e-13,1.1597277800418073e-14,1.5654148740298289e-21,8.9087934562838496e-22,1.7929864043606413e-18,7.260980506882671e-16,2.844709014950599e-13,1.7241044697557789e-22,6.215196470833399e-17,1.5674927033782853e-19,5.1498703800728978e-14,8.607336203416223e-19,1.6134413546504526e-15,7.7060335879807419e-16,7.8763086773503069e-17,2.8461777045577573e-19,5.273698767039726e-17,3.3314512587123267e-22,2.4346963134499266e-19,6.6495783724277718e-22,9.1261933721339682e-18,4.6751262014414364e-15,6.5926441145456755e-20,1.6647993293533987e-18
8.141561996304238e-09,0.29168667535256554,76.950000000000003,0.0,0.0,0.0,0.99451100277627558,9.4994894211634637,0.0002909580172231873,0.0022825441831951288,0.001778024904070359,0.00049821292871273502,9.6853492491803331e-10,4.1868303746991436e-08,0.00024265995020738982,6.3826258450680042e-06,8.1970106179458655e-12,1.8298215532868509e-06,3.6119037386529327e-06,0.00030958871898518532,5.9392742044772454e-05,6.9696951465827548e-14,2.0989196365973328e-15,6.2094357768800936e-11,5.1231089945394031e-14,1.4226077178857395e-08,6.8876595831813281e-07,1.159095196551379e-05,1.1598004249865952e-05,4.2157938636733749e-09,2.7329565647105781e-09,1.9794696769977031e-18,1.8538153419342189e-07,1.3424267497059644e-10,4.2923747047366239e-11,1.7059576111519499e-11,2.0357760551173576e-09,1.8290577371734553e-12,1.7359023017739477e-11,3.2554555755290728e-06,2.0588452496030958e-14,5.8596494163496225e-15,1.6319864264550403e-10,1.9218879646526343e-11,6.4516063161801925e-13,8.3848997127582656e-10,2.8784972803820051e-09,1.7330840743073043e-11,1.6252384787878342e-11,4.3936997608023134e-10,2.7206611993210218e-10,1.6138054688839853e-10,2.7998946908505237e-14,2.7374985588291149e-11,6.463945554366188e-12,2.8504758541372507e-11,5.4588054891067132e-12,2.3785710445409386e-13,1.2122821197792096e-12,2.676352639246627e-13,4.4472272908278082e-14,2.9608002789826548e-12,1.4750125995950351e-16,1.938711615603609e-16,7.7366302282334861e-11,3.8426983474260476e-14,2.679520871028665e-13,5.3976036396049512e-14,1.4432231414123529e-13,7.3362352894054808e-14,7.276858904478278e-17,5.2555734528962533e-20,8.5890163650674582e-17,3.3024641966822736e-13,7.4972783179926674e-16,3.3304731708088807e-14,6.8439500921841944e-15,6.6445480416786554e-16,4.1314280327523025e-06,1.1773331142705116e-13,1.1380230083603431e-08,1.1768777153774765e-13,1.2416654570602479e-14,1.7362523661053392e-21,9.8810315236319082e-22,2.1183670865934223e-18,8.6965196113187319e-16,3.0882162877831256e-13,1.8718692662427664e-22,6.7472187493981413e-17,1.6769305689268294e-19,5.7100725978581391e-14,9.208908729634788e-19,1.7812197440010069e-15,8.5616391963779982e-16,8.7523654419526069e-17,3.1621932954503854e-19,5.8309190280455585e-17,3.6936149611429338e-22,2.6052316144827986e-19,7.3729077351901875e-22,1.0098023058394172e-17,5.2910451246687012e-15,7.4611863901406329e-20,1.844646163890312e-18
8.397757214368287e-09,0.29168662467365664,76.950000000000003,0.0,0.0,0.0,0.99433749432580865,9.499473205838477,0.00030004009724485486,0.0023537441113912119,0.0018330185197933469,0.00051378740931730252,9.9874512783937437e-10,4.1861449655558775e-08,0.00025027293457439834,6.5817428445908512e-06,8.4532548390066102e-12,2.0072674974251588e-06,3.8904006170256736e-06,0.00031930542828784045,6.3171678486723831e-05,7.1871267840092833e-14,2.2533668789239937e-15,6.7019660988658885e-11,5.6215112621573808e-14,1.4776724620513481e-08,7.1071425265950891e-07,1.2348348204212167e-05,1.235587224031942e-05,4.4912687827251187e-09,2.9115534410467805e-09,2.0416006635105757e-18,1.9708554310033797e-07,1.4271800798997694e-10,4.5642789998445571e-11,1.9943679352979476e-11,2.206149083941961e-09,1.9692705049471932e-12,2.0339294483529403e-11,3.3576422288781416e-06,2.2311456543158073e-14,6.3500307822285512e-15,1.6427735720511344e-10,1.949785391287313e-11,6.4529492505809004e-13,8.6210983802570149e-10,2.9724863914835106e-09,2.0305192032594524e-11,1.7720660479519206e-11,4.9624819916773084e-10,3.03651493312245e-10,1.8584909869873685e-10,2.9767610991151186e-14,3.1664916046159675e-11,6.7084289540279791e-12,3.3248653785282473e-11,6.4131887916712874e-12,2.4686075888247807e-13,1.4571378913258676e-12,3.2822498310245769e-13,5.4811223361643421e-14,3.1564536383580452e-12,1.5308450195281996e-16,2.0047054831328013e-16,8.2877441997357144e-11,4.1164343111520912e-14,2.9602250655567925e-13,5.7821049455428706e-14,1.5475723672537538e-13,8.1124590212446117e-14,7.9788775707749867e-17,5.6355666039717082e-20,9.4675810492734916e-17,3.6400007880518516e-13,7.7526613553364141e-16,3.5481083843127207e-14,7.0587431297699203e-15,6.8722358871778558e-16,4.3934840240259743e-06,1.214195534385617e-13,1.2871875167513994e-08,1.2137019321942915e-13,1.326450622502612e-14,1.9199597099211517e-21,1.0926512060375073e-21,2.4887296684541269e-18,1.0353332567658289e-15,3.3434296074904041e-13,2.0267377328963558e-22,7.3048168186860348e-17,1.7900737357012775e-19,6.3146792761530028e-14,9.8308699060085461e-19,1.9604304589871575e-15,9.4795904894178382e-16,9.6923653576090868e-17,3.5012359357485319e-19,6.4266967452838467e-17,4.0844661978447423e-22,2.781559231701696e-19,8.1535703671420404e-22,1.1136644510465675e-17,5.9705637825257589e-15,8.4194144622591082e-20,2.0372338174136609e-18
