Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805)
2.399076121052767e-12,0.227148985405644,76.950000000000003,0.0,0.0,0.0,0.99999825442789825,9.4999999946625149,7.7123114687383567e-08,7.674879594472207e-07,7.6518740591608693e-07,3.8175839165690286e-09,4.331886500162553e-13,3.31529181568573e-08,4.291967778051575e-08,1.5183048247638729e-09,6.4821141914291278e-17,1.9845576340857856e-17,2.6075448135155706e-13,5.3791152747892919e-08,7.1482606856826289e-12,1.7055144218288435e-17,4.4793157837698629e-20,1.3380305462981208e-20,3.6870568906060063e-25,1.7066278935829925e-15,1.3562247823971147e-12,4.3386087545128649e-15,4.340876610235532e-15,1.6879385708396101e-18,5.7990973981624256e-19,1.8994134950510723e-22,2.9853819309213815e-13,2.5765223959476338e-16,5.3989628597584939e-17,7.1092528647048943e-34,1.0482849453672114e-18,2.5307002193137336e-20,6.7436014581270634e-34,5.6315353607332205e-10,1.3669696594439591e-23,3.8849758071026368e-24,3.9794250366528788e-13,1.2022164994667546e-13,4.0951253676627609e-13,3.9801943927156897e-13,9.7379965919554295e-16,6.7435993700425903e-34,2.0226733771594856e-22,1.2434926086052122e-24,8.746587864785938e-25,1.5430781567991335e-28,8.0605955000648016e-21,5.4327193462564168e-32,5.8912034201122646e-18,2.8840005920607076e-29,2.0808757317476345e-33,2.1981664776427026e-20,2.1081693592357642e-37,6.5826679862819664e-38,1.1466407360106811e-40,1.3290486718220142e-22,1.182865718476432e-22,9.8040900633855359e-25,1.4188011890188991e-20,6.5607509845405553e-24,2.4243024769775572e-21,8.9614185085877504e-24,1.5236704484614539e-24,8.0699642401930873e-24,3.0982865263151978e-24,5.9864778775043146e-31,2.9800835187850381e-26,2.8761365942134591e-23,3.1298386302933974e-25,7.4120118642215615e-24,1.3892944218166588e-18,3.0795912784491874e-26,1.1673407790721425e-12,3.1262217458014993e-16,4.6375538573653328e-21,3.1262215669029418e-16,6.1509410455447669e-27,1.9740395083190822e-31,1.1226752110432711e-31,7.6288275498404392e-40,1.5046976040214861e-41,4.6113771379996259e-23
2.4753843864565476e-12,0.22714898540481027,76.950000000000003,0.0,0.0,0.0,0.99999819892565156,9.4999999943414526,7.9576191192537764e-08,7.9187215275423952e-07,7.8940214220318748e-07,4.0627651093026826e-09,4.4695244796062213e-13,3.3231852786901948e-08,4.4706490974290225e-08,1.5941135148646892e-09,6.8984340638168686e-17,2.1846264641193246e-17,2.7759837128452175e-13,5.6030562519595672e-08,7.6099924108320728e-12,1.7906713686690579e-17,4.7038148164704679e-20,1.4696708877341615e-20,4.0907635869903625e-25,1.841248201675922e-15,1.4435736373810968e-12,4.7651502106571516e-15,4.7676647834138719e-15,1.8653421052709062e-18,6.4922242158112166e-19,1.9999252818360826e-22,3.1133002478465765e-13,2.6971184613132728e-16,5.7262713341578209e-17,8.8489428099992723e-34,1.1541423697358333e-18,2.7048527545880125e-20,8.3938175237793909e-34,5.8659868394528532e-10,1.5054522605110578e-23,4.2776437041229742e-24,4.2000045680505812e-13,1.2684872925859462e-13,4.137284036559735e-13,4.2008513263446346e-13,1.0676967939256905e-15,8.393814841970211e-34,2.2341332322484283e-22,1.4118481230238296e-24,1.0026198329354099e-24,1.8272539797412409e-28,8.6601229589185759e-21,6.6447213634320263e-32,6.2706407093664359e-18,3.3777254374411618e-29,2.5451803780435412e-33,2.4083956782671346e-20,2.6631318223136157e-37,8.1770886744113349e-38,1.4524663767099293e-40,1.510385280405137e-22,1.2622255662277837e-22,1.10401476126713e-24,1.5582687362134883e-20,7.2795648080892437e-24,2.5809330129519746e-21,9.9482140703507804e-24,1.7247332953232376e-24,8.8627082017808179e-24,3.3697508436317079e-24,6.7764331897313545e-31,3.2006548145052949e-26,3.1701491900359911e-23,3.6453379684243612e-25,8.229868319734531e-24,1.4477866807504479e-18,3.5943020794402432e-26,1.2243343481537738e-12,3.1823062135979788e-16,5.0296714726774258e-21,3.1823060241974409e-16,7.011200960672215e-27,2.1679613478634802e-31,1.2329624665093219e-31,9.3395149753233935e-40,1.9275348896125559e-41,5.0644675653195247e-23
2.5516926518603283e-12,0.22714898540395476,76.950000000000003,0.0,0.0,0.0,0.99999814342358539,9.4999999940120361,8.202926734209857e-08,8.1625552139051674e-07,8.1360933929666675e-07,4.315479521093989e-09,4.6071578036747176e-13,3.3301543797727523e-08,4.6497299259721393e-08,1.6707436019498693e-09,7.3275457539908334e-17,2.3979982826040964e-17,2.9496911215720623e-13,5.8274979340826875e-08,8.0861643440602281e-12,1.8767510194650762e-17,4.9307805145986575e-20,1.6096655901804505e-20,4.5237453093059666e-25,1.9813620712830767e-15,1.5336294046486051e-12,5.2187211323656987e-15,5.2215000895857006e-15,2.0548009934798681e-18,7.2414711980703793e-19,2.1011726269425874e-22,3.241802343774388e-13,2.8183714573517619e-16,6.0588657095172432e-17,1.0941291687489593e-33,1.2662790727303512e-18,2.884263633448964e-20,1.0378555993870577e-33,6.1009626558104599e-10,1.6521783866766751e-23,4.6936271775274264e-24,4.4226954650899962e-13,1.3353539972973191e-13,4.1756755796275794e-13,4.4236240224640345e-13,1.1666816089550314e-15,1.0378552575616707e-33,2.4595149072471439e-22,1.5969042033545345e-24,1.1443504880334021e-24,2.1522739946021917e-28,9.2802678288742711e-21,8.0759045057974429e-32,6.6618427224870968e-18,3.9371960100332813e-29,3.0934698841941131e-33,2.6312260449190432e-20,3.3396846156571135e-37,1.0091227312150759e-37,1.8264442325959739e-40,1.7088610579525917e-22,1.3441503445404406e-22,1.2377715268873264e-24,1.7065731000434237e-20,8.0497502943849765e-24,2.7424698787535094e-21,1.1005995730461827e-23,1.9449208924881408e-24,9.7056229496589929e-24,3.6532847406487193e-24,7.6415253625379674e-31,3.430679453424923e-26,3.4835453642541914e-23,4.2228120487693317e-25,9.1067149566993928e-24,1.5064146435732196e-18,4.1724132603569145e-26,1.282406130730141e-12,3.2346413127308762e-16,5.4426312126572533e-21,3.2346411126960081e-16,7.9569056925714836e-27,2.3741562784020614e-31,1.3502296808845826e-31,1.1361138882668283e-39,2.4506965192612927e-41,5.5462363596747967e-23
2.628000917264109e-12,0.22714898540307774,76.950000000000003,0.0,0.0,0.0,0.99999808792167799,9.4999999936743187,8.4482343136066501e-08,8.4063811043048291e-07,8.3780900578489196e-07,4.5757185645268784e-09,4.7447867268182619e-13,3.3363073605246511e-08,4.8291634804112559e-08,1.7481500115851182e-09,7.7694346800490934e-17,2.6251360406239577e-17,3.1286669093840983e-13,6.0523816877780562e-08,8.5767760088764084e-12,1.9637027405286703e-17,5.1600794336112066e-20,1.7582707098004795e-20,4.987114844797575e-25,2.1269808032617655e-15,1.6263904061346589e-12,5.7001460151172713e-15,5.703207664007928e-15,2.2567111932242493e-18,8.0492765278672804e-19,2.203080252330748e-22,3.3708574383044462e-13,2.9402403414799922e-16,6.3964455311787185e-17,1.3443921517668608e-33,1.3847926778951502e-18,3.0688948126034355e-20,1.2752475746713027e-33,6.3364014242610171e-10,1.8072769910483516e-23,5.133289342847884e-24,4.6473027244193965e-13,1.4027568715063147e-13,4.2106048052149051e-13,4.6483175231926414e-13,1.2708001402296081e-15,1.2752471420855807e-33,2.6992188803749011e-22,1.799754435880228e-24,1.3008326898370002e-24,2.5224585082613514e-28,9.920805151197226e-21,9.7572183651497685e-32,7.0648031603690985e-18,4.5688315451770407e-29,3.7376073472480003e-33,2.8669792611433593e-20,4.1594373422671601e-37,1.2376757653667478e-37,2.2809677540916631e-40,1.9253843652715739e-22,1.4286386652361338e-22,1.3820509380799651e-24,1.8639839054730756e-20,8.8731075163343977e-24,2.9089136259247673e-21,1.2137274175069769e-23,2.1853870578777163e-24,1.0600234782169141e-23,3.9488271281461393e-24,8.5862872905229425e-31,3.6703092833091345e-26,3.8169410875646084e-23,4.8669683945014801e-25,1.0044645752255794e-23,1.5651624191388211e-18,4.8189887816813418e-26,1.3415529297242952e-12,3.283482592315362e-16,5.8769701240805554e-21,3.2834823815228006e-16,8.993229236156733e-27,2.5929976803440652e-31,1.4746892034216396e-31,1.3737828037035335e-39,3.0938845496222145e-41,6.0575554833493363e-23
2.7043091826678897e-12,0.22714898540217915,76.950000000000003,0.0,0.0,0.0,0.99999803241990959,9.4999999933283483,8.6935418574441914e-08,8.6501996247519604e-07,8.6200115024644085e-07,4.8434736619724959e-09,4.8824114895246472e-13,3.34173979080593e-08,5.0089084543457411e-08,1.8262901427081173e-09,8.2240862767089369e-17,2.8665057817559534e-17,3.3129109554255392e-13,6.2776557438143437e-08,9.0818269547438959e-12,2.0514786765968407e-17,5.3915854514280438e-20,1.9157422234696698e-20,5.4819926145554144e-25,2.2781143460247838e-15,1.7218549652773215e-12,6.2102488420633396e-15,6.2136121304915069e-15,2.4714684159878889e-18,8.918089664271786e-19,2.305580106873363e-22,3.5004383554604378e-13,3.0626888761940415e-16,6.7387282898009261e-17,1.6421742699277105e-33,1.5097752596792372e-18,3.2587116387845478e-20,1.557714928861856e-33,6.5722489455155377e-10,1.9708696950981127e-23,5.5969726740763179e-24,4.8736472677982929e-13,1.4706410609142364e-13,4.2423567840445497e-13,4.874752791758165e-13,1.3800941277587217e-15,1.5577143850990392e-33,2.9536433411073544e-22,2.0215299371275698e-24,1.4730851170433485e-24,2.9424308250668767e-28,1.0581506895051437e-20,1.1722829805396115e-31,7.4795157782385693e-18,5.2794653511884515e-29,4.4906897308911127e-33,3.1159734963255664e-20,5.1470003925527289e-37,1.5091829208244542e-37,2.830208900169481e-40,2.1608713572299397e-22,1.5156891522938696e-22,1.5372165236080168e-24,2.0307706306595882e-20,9.7514356749647874e-24,3.0802648049743955e-21,1.334455897682461e-23,2.4473168597949167e-24,1.1548068921259931e-23,4.2563081870772811e-24,9.615374630434469e-31,3.9196960710115315e-26,4.1709520037137231e-23,5.5826487654340433e-25,1.1045753677850924e-23,1.6240159766668455e-18,5.5392687923044705e-26,1.4017719101520687e-12,3.3290768177529138e-16,6.3332292915800226e-21,3.3290765960875758e-16,1.0125467056492069e-26,2.8248586707793249e-31,1.6065532336178307e-31,1.651832220028484e-39,3.8799159689594175e-41,6.5992962334257916e-23
2.7806174480716704e-12,0.22714898540125947,76.950000000000003,0.0,0.0,0.0,0.99999797691826353,9.4999999929741801,8.9388493657225087e-08,8.8940111778803396e-07,8.8618578125011344e-07,5.1187362455780369e-09,5.0200323190851971e-13,3.3465360509153699e-08,5.1889283776329562e-08,1.9051237319368963e-09,8.6914859952879012e-17,3.1225766365376068e-17,3.5024231477875809e-13,6.5032743942329333e-08,9.6013167556560755e-12,2.1400335984046656e-17,5.6251793667183233e-20,2.082336029249168e-20,6.0095066590508206e-25,2.4347714537326406e-15,1.820021407013726e-12,6.7498530845913843e-15,6.753537601859137e-15,2.6994681272426019e-18,9.8503702838032724e-19,2.408610752024278e-22,3.6305211019880909e-13,3.1856850671838674e-16,7.085448774050392e-17,1.9947622932921452e-33,1.6413136791651788e-18,3.4536826783247087e-20,1.8921697290155577e-33,6.8084573659976193e-10,2.1430712313194389e-23,6.085000251786049e-24,5.101564885529144e-13,1.5389562740753364e-13,4.2711972962951001e-13,5.1027656562535408e-13,1.4946013694421714e-15,1.8921690498440641e-33,3.2231844272310373e-22,2.2633996033957887e-24,1.6621634389795264e-24,3.4171284033260229e-28,1.1262142834380368e-20,1.4010344744888832e-31,7.9059743845254039e-18,6.0763588273503888e-29,5.3671330113514591e-33,3.3785234435159257e-20,6.3302919927742332e-37,1.8301659860718169e-37,3.4903096885244208e-40,2.41624525126372e-22,1.6053004416014393e-22,1.7036236397064672e-24,2.2072026082147363e-20,1.0686533077971893e-23,3.2565239635372588e-21,1.4630358545919914e-23,2.7319264119831933e-24,1.2550649512754418e-23,4.5756505006431239e-24,1.0733564996086824e-30,4.178991501338263e-26,4.546193432318454e-23,6.3748230242030332e-25,1.2112130641918278e-23,1.6829629281467766e-18,6.3386653259161786e-26,1.4630605568407434e-12,3.3716606088012603e-16,6.8119539316793078e-21,3.3716603761556801e-16,1.1359035284766398e-26,3.0701121035437465e-31,1.7460338212524789e-31,1.975629175055384e-39,4.8351033991101444e-41,7.1723292467837952e-23
2.856925713475451e-12,0.2271489854003185,76.950000000000003,0.0,0.0,0.0,0.99999792141672394,9.4999999926118512,9.1841568384416471e-08,9.1378161442292508e-07,9.103629073549424e-07,5.4014977572556194e-09,5.1576494303185541e-13,3.3507706392822141e-08,5.369191051188752e-08,1.9846127253375135e-09,9.1716193036849204e-17,3.3938208168865756e-17,3.6972033830271114e-13,6.7291972839844717e-08,1.0135245008790885e-11,2.2293247586374619e-17,5.8607485192692788e-20,2.2583079468351747e-20,6.570792623908924e-25,2.5969598258637005e-15,1.9208880577763778e-12,7.3197817028782526e-15,7.3238076804017556e-15,2.9411055467113343e-18,1.084858730924374e-18,2.5121167852920331e-22,3.7610844953051322e-13,3.3092006675112867e-16,7.4363583753430335e-17,2.4103095597641702e-33,1.7794899070686258e-18,3.6537795397774541e-20,2.286346054803501e-33,7.0449844362461784e-10,2.3239898692524336e-23,6.5976769640493493e-24,5.3309052082843306e-13,1.6076564663237793e-13,4.297373447697513e-13,5.3322057817673206e-13,1.6143560509507247e-15,2.2863452116009636e-33,3.5082364457167708e-22,2.5265703598354687e-24,1.8691605651193773e-24,3.951814086707057e-28,1.1962481312359968e-20,1.6661037954850449e-31,8.3441728397529512e-18,6.9672155747409369e-29,6.3827604094951226e-33,3.6549403568257824e-20,7.7408660898979175e-37,2.2079164125628482e-37,4.279587989722904e-40,2.6924356567412257e-22,1.6974711807109884e-22,1.8816194592088928e-24,2.3935490264390841e-20,1.1680197124701806e-23,3.4376916447418814e-21,1.5997180093508573e-23,3.0404626700700852e-24,1.3609499626059343e-23,4.9067700776321559e-24,1.1945757158717011e-30,4.4483471760734349e-26,4.9432803716228591e-23,7.2485830619608306e-25,1.3245867444305219e-23,1.7419923363351916e-18,7.2227579831334885e-26,1.5254166371217174e-12,3.4114595020593014e-16,7.3136934759352566e-21,3.4114592583330131e-16,1.2699470075027595e-26,3.3291305691483003e-31,1.8933428663464995e-31,2.351066893536584e-39,5.989669445097305e-41,7.7775245049919529e-23
2.9332339788792318e-12,0.22714898539935638,76.950000000000003,0.0,0.0,0.0,0.99999786591527762,9.4999999922414133,9.4294642756016236e-08,9.3816148834556671e-07,9.3453253711020543e-07,5.6917496486711437e-09,5.295263026255109e-13,3.3545093285738803e-08,5.5496680473043305e-08,2.0647211572073064e-09,9.6644716863613895e-17,3.6807136104815375e-17,3.8972515657117052e-13,6.9553887846769774e-08,1.0683611333238842e-11,2.3193117557637577e-17,6.0981864311245234e-20,2.4439137179852518e-20,7.1669937457742799e-25,2.764686230605735e-15,2.0244532454897034e-12,7.9208571464344982e-15,7.9252454583339873e-15,3.1967756486274865e-18,1.1915218018065405e-18,2.616048302900229e-22,3.8921098345870247e-13,3.4332107392794876e-16,7.7912243632193074e-17,2.8979108675312208e-33,1.9243813330262955e-18,3.8589766943311024e-20,2.7488710411322235e-33,7.2817928552812109e-10,2.5137278235473012e-23,7.1352906564725481e-24,5.5615307172153878e-13,1.6766995355737704e-13,4.3211144010340829e-13,5.5629356807755758e-13,1.7393890522909353e-15,2.7488700002420534e-33,3.8091920777916247e-22,2.8122874090742609e-24,2.0952068941313517e-24,4.552087410334535e-28,1.2682289908359822e-20,1.9720090922052346e-31,8.7941050554478458e-18,7.9601955996528292e-29,7.5548937282225334e-33,3.9455320884015131e-20,9.4142618344987834e-37,2.6505618153646872e-37,5.218758201657504e-40,2.9903779607812625e-22,1.7922000285972122e-22,2.0715430083884574e-24,2.5900789305293477e-20,1.2734224295790088e-23,3.6237683857646894e-21,1.7447529604345098e-23,3.3742032293815108e-24,1.4726141253386163e-23,5.2495772755721255e-24,1.3256970252727022e-30,4.7279146131861174e-26,5.3628275011929965e-23,8.2091368136343885e-25,1.4449053739595391e-23,1.8010945450269702e-18,8.1972896280408612e-26,1.5888381678447192e-12,3.448687353518758e-16,7.8390016445585764e-21,3.4486870986177156e-16,1.4152427103485835e-26,3.6022863945885034e-31,2.0486921190540726e-31,2.784599083040722e-39,7.3781966444496738e-41,8.4157513390934613e-23
3.0095422442830125e-12,0.22714898539837344,76.950000000000003,0.0,0.0,0.0,0.999997810413913,9.4999999918629072,9.6747716772024649e-08,9.6254077354803676e-07,9.5869467905543502e-07,5.9894833812331779e-09,5.4328732987839598e-13,3.3578101886655594e-08,5.7303342675069242e-08,2.1454150354622857e-09,1.0170028644322245e-16,3.9837333751065705e-17,4.1025676079893787e-13,7.1818174404434963e-08,1.124641536880036e-11,2.4099564052869526e-17,6.3373924672739226e-20,2.6394090069229705e-20,7.7992608382300577e-25,2.9379566140376303e-15,2.1307152995668107e-12,8.5539013546404318e-15,8.5586735182485577e-15,3.4668731619923243e-18,1.3052747223582142e-18,2.7203604009728456e-22,4.0235806097385637e-13,3.5576932657607598e-16,8.1498291444542657e-17,3.4676815246658804e-33,2.0760610607848179e-18,4.069251297009727e-20,3.289339864322808e-33,7.5188496904720395e-10,2.7123816435291931e-23,7.6981132298872694e-24,5.7933157973750693e-13,1.7460470315140129e-13,4.3426321866224671e-13,5.7948297668266406e-13,1.869728232104268e-15,3.289338586337535e-33,4.1264425689321481e-22,3.1218344793873658e-24,2.3414705624591459e-24,5.223895981225671e-28,1.3421336019438167e-20,2.3236837806328267e-31,9.2557649930719198e-18,9.0639296091790782e-29,8.9024478074932146e-33,4.2506031249824868e-20,1.1390375364901993e-36,3.1671362554683849e-37,6.331167416732323e-40,3.3110127662058069e-22,1.8894856554184911e-22,2.2737252445841135e-24,2.797061223759832e-20,1.3850410146451364e-23,3.8147547165526923e-21,1.8983911816760515e-23,3.7344561241110029e-24,1.5902095308543669e-23,5.603977632307387e-24,1.4672342986749529e-30,5.0178452462085293e-26,5.805449184551703e-23,9.261802385529219e-25,1.5723778007571212e-23,1.860261028883791e-18,9.2681621216713495e-26,1.6533233861878518e-12,3.4835460143604554e-16,8.3884365116232261e-21,3.4835457481964992e-16,1.5723681193492479e-26,3.8899516430491315e-31,2.2122931794946921e-31,3.2832754050538375e-39,9.0401149135691497e-41,9.08787843428671e-23
3.085850509686793e-12,0.2271489853973696,76.950000000000003,0.0,0.0,0.0,0.99999775491261922,9.4999999914763738,9.9200790432441959e-08,9.8691950215711915e-07,9.8284934172043126e-07,6.2946904260818576e-09,5.5704804292643115e-13,3.3607244898215439e-08,5.9111675521943607e-08,2.2266622333126305e-09,1.0688275695097193e-16,4.3033615329648581e-17,4.3131514291819088e-13,7.4084554786978564e-08,1.1823656774849087e-11,2.5012226180606194e-17,6.5782715149589794e-20,2.8450494007219139e-20,8.4687522777751387e-25,3.1167761965260656e-15,2.2396725509064451e-12,9.2197357572744518e-15,9.2249139335697671e-15,3.7517925708328054e-18,1.4263666523583628e-18,2.825012713804486e-22,4.1554822444520113e-13,3.6826288088739739e-16,8.5119695144800025e-17,4.1308406752241016e-33,2.2345981892050959e-18,4.2845830103863134e-20,3.9183947850585047e-33,7.7561258653374693e-10,2.9200425841342789e-23,8.2864016853666683e-24,6.026145836518511e-13,1.8156638788154429e-13,4.3621225690644052e-13,6.0277734535858575e-13,2.0053986907508375e-15,3.9183932240238464e-33,4.4603779045185039e-22,3.4565340724088302e-24,2.6091576924307692e-24,5.9735469331881004e-28,1.4179387365076964e-20,2.7265019570178395e-31,9.7291466629772622e-18,1.0287533399121295e-28,1.0446028127254053e-32,4.5704546240465205e-20,1.3713854691461394e-36,3.7676544259715666e-37,7.6430477600505546e-40,3.6552853780864803e-22,1.9893267422825638e-22,2.4884891691499806e-24,3.0147646686385357e-20,1.5030549302893357e-23,4.0106511587002847e-21,2.060883020891555e-23,4.1225596278375207e-24,1.7138881625347896e-23,5.9698726131710354e-24,1.6197132860011949e-30,5.3182904237431965e-26,6.2717594717542815e-23,1.0412002312004776e-24,1.707212752981901e-23,1.9194842608326715e-18,1.0441432109205174e-25,1.7188707238829927e-12,3.5162252330993687e-16,8.9625605626727715e-21,3.5162249555897242e-16,1.741912605252711e-26,4.1924981135153253e-31,2.3843574975319866e-31,3.8547781327253465e-39,1.1020228557860277e-40,9.7947738345021618e-23
3.162158775090574e-12,0.227148985396345,76.950000000000003,0.0,0.0,0.0,0.99999769941138728,9.499999991081852,1.0165386373726835e-07,1.0112977045366658e-06,1.0069965336252711e-06,6.6073622640777874e-09,5.7080845891034511e-13,3.3632974991177043e-08,6.0921483364120576e-08,2.3084323868998976e-09,1.1219198372721843e-16,4.6400825649653856e-17,4.5290029554005104e-13,7.6352783787206417e-08,1.2415335229257748e-11,2.5930762853007852e-17,6.8207336806276641e-20,3.0610904096701267e-20,9.1766339898346541e-25,3.3011495577278105e-15,2.3513233318901209e-12,9.9191812750342698e-15,9.9247882690060349e-15,4.0519281144587825e-18,1.5550473611219008e-18,2.9299689877864888e-22,4.2878018696435125e-13,3.8080002070962682e-16,8.8774559090921158e-17,4.8997990137646484e-33,2.4000580790852353e-18,4.504953832405917e-20,4.6478083542826505e-33,7.9935957078889059e-10,3.1367969582043432e-23,8.9003991165648343e-24,6.2599163709958024e-13,1.8855181148631414e-13,4.3797659487868923e-13,6.2616623009535198e-13,2.146423013259033e-15,4.6478064568159086e-33,4.8113869718908425e-22,3.8177477103808857e-24,2.8995126398956941e-24,6.8077184561120766e-28,1.4956212423649702e-20,3.1863046339261701e-31,1.0214244123385595e-17,1.1640622334148646e-28,1.2208031581454203e-32,4.9053844495474174e-20,1.6434518448322295e-36,4.4631898588172077e-37,9.1837855661570962e-40,4.0241453353490399e-22,2.0917219810177259e-22,2.7161499705052576e-24,3.2434578880386232e-20,1.6276435461266819e-23,4.2114582244661794e-21,2.2324786990209736e-23,4.5398820553819699e-24,1.843801895569397e-23,6.347160280731488e-24,1.7836715383959892e-30,5.629401409085291e-26,6.7623721019063569e-23,1.1665257955824251e-24,1.8496188371429649e-23,1.9787575951339837e-18,1.1723306875986404e-25,1.7854787844852006e-12,3.5469027413685285e-16,9.5619407455221818e-21,3.5469024524353493e-16,1.92447741079974e-26,4.5102973403009108e-31,2.565096372505494e-31,4.5074600040071553e-39,1.3369284913822087e-40,1.0537304946877298e-22
3.2384670404943546e-12,0.2271489853952998,76.950000000000003,0.0,0.0,0.0,0.99999764391020896,9.4999999906793793,1.0410693668650396e-07,1.0356754093843278e-06,1.0311362632803219e-06,6.9274903857909741e-09,5.8456859403028296e-13,3.3655691828945536e-08,6.2732593462446468e-08,2.3906967985663002e-09,1.176278222771884e-16,4.9943840049874624e-17,4.7501221191826249e-13,7.8622644911474269e-08,1.3021450427383121e-11,2.6854851699249404e-17,7.0646940035631434e-20,3.2877874676160719e-20,9.9240794347634639e-25,3.4910807115626457e-15,2.4656659763794025e-12,1.0653058320051567e-14,1.0659117581001621e-14,4.3676737877172021e-18,1.6915671642943856e-18,3.0351966896897673e-22,4.4205281236278695e-13,3.9337923090125656e-16,9.2461116641027651e-17,5.7882509974106535e-33,2.5725026058399919e-18,4.730347929882785e-20,5.4905708855694269e-33,8.2312365522636303e-10,3.3627264701737817e-23,9.5403356495076223e-24,6.4945322804011076e-13,1.9555806425091365e-13,4.395728277335206e-13,6.4964012099220251e-13,2.2928214932052395e-15,5.4905685898855089e-33,5.1798577095240196e-22,4.2068761829393987e-24,3.2138182413922344e-24,7.7334713995074633e-28,1.575158080895579e-20,3.7094268045404438e-31,1.071105147939272e-17,1.3133325920035361e-28,1.4212750443585617e-32,5.2556872072496828e-20,1.9607799279701047e-36,5.2659572673148395e-37,1.0986208069283547e-39,4.418545983961091e-22,2.196670073949493e-22,2.9570151922826107e-24,3.4834093663060215e-20,1.758986138850156e-23,4.4171764159168474e-21,2.4134283096645956e-23,4.987821565991096e-24,1.9801024967333172e-23,6.7357358938365829e-24,1.9596583309095334e-30,5.9513293799660182e-26,7.2779005056256106e-23,1.3027184065347026e-24,1.9998045366685621e-23,2.0380751642575917e-18,1.3120140286283254e-25,1.853146323321602e-12,3.5757444831329045e-16,1.0187148515041824e-20,3.5757441827028447e-16,2.1206756429165466e-26,4.8437205925046506e-31,2.7547209529214035e-31,5.2503832779000457e-39,1.614458674154479e-40,1.1316338546131526e-22
3.3147753058981353e-12,0.22714898539423392,76.950000000000003,0.0,0.0,0.0,0.99999758840907715,9.4999999902689876,1.06560009280149e-07,1.0600526438229798e-06,1.0552685391862494e-06,7.2550662914897482e-09,5.9832846359739832e-13,3.367574827089851e-08,6.4544853307010622e-08,2.473428345430637e-09,1.2319012827079154e-16,5.366756434126644e-17,4.9765088591486205e-13,8.0893947019408558e-08,1.3642002081106687e-11,2.778418803852189e-17,7.3100721852225355e-20,3.5253959322971713e-20,1.0712269593814952e-24,3.6865731724215589e-15,2.5826988197133231e-12,1.1422186796400631e-14,1.142872241818751e-14,4.6994233412423128e-18,1.8361768658563031e-18,3.1406666477639524e-22,4.5536509756594765e-13,4.0599917380335864e-16,9.6177722894765849e-17,6.8112716613639252e-33,2.7519903981934007e-18,4.960751478925558e-20,6.4609822944451865e-33,8.4690283869287614e-10,3.5979085313411587e-23,1.0206429330406062e-23,6.7299070318286018e-13,2.0258249980943184e-13,4.4101619685234164e-13,6.7319036670234539e-13,2.4446123386373667e-15,6.4609795292831773e-33,5.5661772440747781e-22,4.6253597934341718e-24,3.5533960608466709e-24,8.7582609500510873e-28,1.6565263594538649e-20,4.3027253395224555e-31,1.1219562881998825e-17,1.4776302467698497e-28,1.6486479540914846e-32,5.6216542796660258e-20,2.3295212616915704e-36,6.1893991378298287e-37,1.3086888284528124e-39,4.8394440883015406e-22,2.3041697336824062e-22,3.2113849218963005e-24,3.7348874503438874e-20,1.8972618924481178e-23,4.6278062241834678e-21,2.6039818189124831e-23,5.467805967835814e-24,2.12294162413962e-23,7.1354924424936952e-24,2.148234585697885e-30,6.2842254284015276e-26,7.8189578074492165e-23,1.4503483499487821e-24,2.1579782107781696e-23,2.0974317878151669e-18,1.4638428816834693e-25,1.9218722297820509e-12,3.6029049512880826e-16,1.0838759872655492e-20,3.6029046392919034e-16,2.3311322723143492e-26,5.1931388734044375e-31,2.9534422361080057e-31,6.0933600002875998e-39,1.941065051688952e-40,1.2132740778843298e-22
