Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282),S(4155),S(4335),S(4374),S(4387)
2.2939282105417306e-10,0.32356193783044923,76.950000000000003,0.0,0.0,0.0,0.77455148677359686,9.499872176917517,0.00077642302119426167,0.0076116351002279122,0.0071395353611844294,0.00011822078303856757,7.8178027946678477e-10,0.00022961414737178424,0.056161913952723623,4.6026573807165263e-06,6.2559593811139346e-13,4.7572487100011024e-08,2.2612261054159027e-06,0.15107126103452675,5.5958293403598511e-05,1.8578420725325677e-14,9.6590696551402526e-15,5.8875656112132823e-10,1.4141433833910875e-13,3.3093237226719276e-05,5.9856855966762047e-05,0.00030825707886280288,0.00030831968858150376,3.6448551210450838e-08,1.9294835906919469e-08,2.9156947283356718e-10,1.0083950266612785e-05,2.3714977694914032e-09,6.2347865321476816e-10,2.3331127551854886e-10,2.329669723135141e-09,3.490935070512429e-09,2.9656974605151814e-10,0.0018194377164947714,1.3629495798824765e-14,5.1697010673126627e-15,4.0603759014477499e-06,4.6576762516719364e-07,1.708296387399577e-07,1.3768701261383473e-05,2.7499168832047987e-05,2.9220309872761811e-10,3.5683394295664974e-10,3.5036895213445569e-10,3.3112285977840841e-10,1.8516472986072903e-11,6.1296920079133852e-11,1.2769805449190093e-13,1.5344227133642673e-08,1.0234555040312708e-12,1.3019583283644746e-12,2.4918586940398302e-10,5.5742798678172522e-15,2.9894037564633438e-15,2.01501307608731e-17,9.0455519464377199e-08,2.2565035743176131e-12,1.2823807798284672e-09,4.0281321340867441e-08,3.3089342499216781e-12,7.8300486018485341e-11,6.0784639264696764e-12,1.6820246451301069e-11,1.2565164072419735e-12,3.2983398600535839e-13,3.1502751068419586e-19,1.2740849471381405e-12,1.8574054893403612e-09,8.198176972682487e-10,1.493386628577458e-10,1.0374618360852201e-10,6.711798738266744e-10,4.8868866553812437e-06,5.164996124499714e-10,1.4479246401368495e-09,5.1649258347681843e-10,3.6204724100474365e-09,9.0293878691525257e-21,5.2744342198810287e-21,1.7115962177486037e-18,5.8582761328351869e-14,1.0831292225948054e-11,5.2266135145810468e-21,5.029766191932876e-15,3.3390020256490926e-12,4.5601117762887553e-12,2.8514016005125198e-12,2.2118740081998973e-11,9.4671690114282447e-12,2.8170008721799499e-14,1.1356098453436256e-15,4.5525757174808961e-14,1.3694428356184834e-19,9.5588323410888706e-13,2.6761937539729672e-19,8.7276871620388104e-12,1.0836721482790059e-12,5.6113249115510364e-17,1.7528517535285884e-13,2.5708644533948018e-16,1.0588769876183791e-07,1.0757475537470714e-08,5.072703413717069e-09,3.5456149592643954e-15,1.6616661004014069e-14,7.1703987979262804e-19,5.3189213813479446e-16,2.2597059284437566e-17
2.3380922853647397e-10,0.3235619757466677,76.950000000000003,0.0,0.0,0.0,0.77078229624286287,9.499870283546791,0.00078949163933357102,0.0077231855138179305,0.0072369320952097018,0.00011987728244175272,7.9323721540112071e-10,0.0002285162354429857,0.057104730551041663,4.6702316608733289e-06,6.3436173450506327e-13,4.9968176451309078e-08,2.3443368257057612e-06,0.15362738590261149,5.7781040738930656e-05,1.8851181287073273e-14,9.9560363322391862e-15,6.1502039482639073e-10,1.4857102546999927e-13,3.3934354549629026e-05,6.0798430560434795e-05,0.00032023110999132473,0.00032029638924419614,3.786482637188378e-08,2.004514448086724e-08,2.9650806034207065e-10,1.0437821178678435e-05,2.454743417703647e-09,6.4545965969413425e-10,2.5566499879298706e-10,2.4134650231831718e-09,3.6500433937409181e-09,3.2704559190219335e-10,0.0018503247212540372,1.4119734396986065e-14,5.355648074011669e-15,4.0451146885232169e-06,4.648893376094796e-07,1.7003520218047741e-07,1.3921480020737548e-05,2.8055338605317089e-05,3.221282564806477e-10,3.7428731170419257e-10,3.7565522838905787e-10,3.5462680774176126e-10,2.0213271444131736e-11,6.3464070469364966e-11,1.3996647202608806e-13,1.564224252289418e-08,1.1167407568582516e-12,1.4446306070336359e-12,2.5404638615616031e-10,6.2524742601714033e-15,3.3768442308005241e-15,2.2863198529371133e-17,9.4324862400643323e-08,2.3003928219587324e-12,1.3138163726199867e-09,4.1973244279864278e-08,3.4479478690791483e-12,8.1920964748755632e-11,6.333879835235404e-12,1.7534947448156548e-11,1.3157920806574161e-12,3.4479925585201968e-13,3.2841319081872587e-19,1.3271732328958181e-12,1.9347332187575378e-09,8.4000230974019327e-10,1.5514644258547381e-10,1.055017245975157e-10,6.8836430866783964e-10,5.0512594395134817e-06,5.2411484704581373e-10,1.5479217866898301e-09,5.2410751439028905e-10,3.799710161275248e-09,9.455345739619904e-21,5.5232536077450149e-21,1.8991662848853912e-18,6.5550489940707809e-14,1.12606346467387e-11,5.4337060801329864e-21,5.2291504911747055e-15,3.5008500098155881e-12,4.834583788702481e-12,2.9903099131306618e-12,2.3440851257040849e-11,1.0159870044526224e-11,3.0235208734883284e-14,1.2187290305436377e-15,4.8346300277287853e-14,1.45115188769253e-19,1.0031489287953997e-12,2.8372758072358151e-19,9.3576401155707979e-12,1.1527312972420809e-12,5.968940058860086e-17,1.8809417884787336e-13,2.8302448519554624e-16,1.053813910588253e-07,1.1213046652314079e-08,5.4043223795097934e-09,3.7774055136439e-15,1.7913847615949304e-14,7.896100552698772e-19,5.9759512220083138e-16,2.5388418126855052e-17
2.382256360187749e-10,0.32356201443017085,76.950000000000003,0.0,0.0,0.0,0.76703251102095138,9.4998684096596531,0.00080249572299264283,0.0078336420253948269,0.0073330868358866064,0.00012151270615010415,8.0458179076032988e-10,0.00022742397707496744,0.058042741555070117,4.7371432173148602e-06,6.4301600340362439e-13,5.2429394517929028e-08,2.4287602287079375e-06,0.15617128081085371,5.9621182073529631e-05,1.9121266794698038e-14,1.0256797006488152e-14,6.4183896689892345e-10,1.5592596158402471e-13,3.4774979604077478e-05,6.1728149509231834e-05,0.00033239082718306419,0.00033245883651865881,3.930307250624118e-08,2.0807103723945688e-08,3.0142301839174866e-10,1.0796689190687407e-05,2.5391649639693282e-09,6.6775281206122573e-10,2.7958259141932198e-10,2.498479087435976e-09,3.8127243777587154e-09,3.599031450999407e-10,0.001881064484974513,1.4617103158445426e-14,5.5442995157200074e-15,4.0299161399990579e-06,4.6401574381804887e-07,1.6924479500406552e-07,1.4073477256679549e-05,2.8608918902556945e-05,3.5437937569599161e-10,3.92170265558397e-10,4.0219932471206469e-10,3.7926373845561311e-10,2.2026744982607977e-11,6.5662101347524309e-11,1.5312227719513672e-13,1.5938481535499488e-08,1.2163776651293242e-12,1.5995525993399172e-12,2.5887792724768671e-10,6.9962807349379017e-15,3.8051529770724324e-15,2.5874162563774004e-17,9.8271089064157543e-08,2.3440233044909419e-12,1.3451319128059308e-09,4.3697240369119655e-08,3.5895973044292436e-12,8.5632475801197196e-11,6.594139717526375e-12,1.8263351982447702e-11,1.3765944366192762e-12,3.6013066160998323e-13,3.4205552533077622e-19,1.3812455528098613e-12,2.0134901362127776e-09,8.6011017708030578e-10,1.6104441667015584e-10,1.0724886476151153e-10,7.0548648654093694e-10,5.217778935852491e-06,5.3169385518851949e-10,1.6526479449550733e-09,5.3168621389525608e-10,3.9833175718785569e-09,9.8922744252308625e-21,5.7784814967534687e-21,2.1028416919240992e-18,7.3167399940078309e-14,1.1697197674895844e-11,5.6442795867582494e-21,5.431888168095145e-15,3.6665005022842282e-12,5.1197742608937018e-12,3.1325007464038115e-12,2.481202066716144e-11,1.0886262384591729e-11,3.2401062793010532e-14,1.3058923556350786e-15,5.1275539354190789e-14,1.5360196897779401e-19,1.0515514726153202e-12,3.0046483737372593e-19,1.001777501521969e-11,1.2246177645731673e-12,6.3411971082024156e-17,2.0153115762222573e-13,3.1096362924107505e-16,1.048776905138236e-07,1.1677371448828816e-08,5.7502336701609345e-09,4.0191859757619628e-15,1.9279519277750701e-14,8.6784678840127241e-19,6.6987636713814301e-16,2.8459252562205328e-17
2.426420435010758e-10,0.32356205387146203,76.950000000000003,0.0,0.0,0.0,0.76330202107100953,9.4998665550555721,0.00081543560418014535,0.0079430155507726665,0.0074280124619320086,0.0001231272727403806,8.1581512675912156e-10,0.00022633734016717227,0.058975971692216092,4.8033986635738288e-06,6.5155990144727733e-13,5.4956211971758308e-08,2.5144865225777259e-06,0.15870300889703548,6.1478251426334677e-05,1.9388703942632028e-14,1.0561328467995271e-14,6.6920897661502009e-10,1.6347949521628582e-13,3.5614935642011461e-05,6.2646134161305623e-05,0.00034473388835615026,0.00034480468883184751,4.0763012467148236e-08,2.1580566683971025e-08,3.0631446897481288e-10,1.116050449933532e-05,2.6247506870335165e-09,6.9035499873863812e-10,3.0513188143907321e-10,2.5846997645329061e-09,3.9789614815307424e-09,3.9527024569840609e-10,0.0019116577633746384,1.5121530983348596e-14,5.7356284246164984e-15,4.0147826160422946e-06,4.6314685260458822e-07,1.6845840514768705e-07,1.4224705137402266e-05,2.9159914681522923e-05,3.8908001532893e-10,4.1048119150448705e-10,4.3003510861731904e-10,4.0506157871795654e-10,2.3962255201778338e-11,6.7890705167728806e-11,1.6720863882980772e-13,1.6232956576246738e-08,1.3226517046899257e-12,1.7674869523072695e-12,2.6368069301588592e-10,7.8104149231909737e-15,4.2776687372597782e-15,2.9208436020592872e-17,1.0229382218148055e-07,2.3873968281339089e-12,1.3763247922010905e-09,4.5453101330527403e-08,3.7338654361286076e-12,8.9435094536554403e-11,6.8592121112154958e-12,1.9005370413603981e-11,1.4389252089053954e-12,3.7582836283996183e-13,3.5595283533670247e-19,1.436294814298086e-12,2.0936658179742862e-09,8.801395875996399e-10,1.6703144761875514e-10,1.0898764747090121e-10,7.2254461850700731e-10,5.3864207103634074e-06,5.3923682544212412e-10,1.7622212933837425e-09,5.3922887068243118e-10,4.1712777675270065e-09,1.034018638500461e-20,6.040125164726265e-21,2.3236251794878611e-18,8.1477258746728146e-14,1.2140925732115508e-11,5.858307213305757e-21,5.6379534106334216e-15,3.8359367723925224e-12,5.415876831297702e-12,3.277959711174545e-12,2.6232964982068355e-11,1.1647132263785694e-11,3.4669925588718784e-14,1.3971942342506379e-15,5.4315130445905049e-14,1.6241026488051122e-19,1.1010859515769734e-12,3.1784250956050918e-19,1.0708791533817626e-11,1.2993821427134915e-12,6.7283580835248098e-17,2.1561159675898185e-13,3.410109985205006e-16,1.0437658234574755e-07,1.2150393446202935e-08,6.110732805701809e-09,4.2711629022964128e-15,2.0715526016363641e-14,9.5206275549014662e-19,7.4924396803333702e-16,3.1831148981216555e-17
2.470584509833767e-10,0.323562094061142,76.950000000000003,0.0,0.0,0.0,0.75959071707695147,9.499864719536129,0.00082831161302483953,0.0080513168925547569,0.0075217217184100592,0.00012472119851944435,8.2693833305615396e-10,0.00022525629282970993,0.059904445550175586,4.8690045445904462e-06,6.5999457327068584e-13,5.7548676061259333e-08,2.6015059535662736e-06,0.16122263293160766,6.3351790809605094e-05,1.9653519149091954e-14,1.0869607488835613e-14,6.9712707812414335e-10,1.7123190546394202e-13,3.6454055920710798e-05,6.355250489341106e-05,0.00035725797540485816,0.00035733162860565013,4.2244371945447687e-08,2.236538791303119e-08,3.1118253337366353e-10,1.1529217807030054e-05,2.7114889846652839e-09,7.1326313974878877e-10,3.3238159718666179e-10,2.6721150265727608e-09,4.1487375237326542e-09,4.3327836766981743e-10,0.0019421053082757953,1.563294749444365e-14,5.9296081069844136e-15,3.9997160365369005e-06,4.6228266678812272e-07,1.6767601893381471e-07,1.4375174691545306e-05,2.9708331984800396e-05,4.2635714386520499e-10,4.2921837724484756e-10,4.5919647371211721e-10,4.3204813708992159e-10,2.6025282251239971e-11,7.014957750339125e-11,1.8226975875125465e-13,1.6525680627650592e-08,1.4358541506141236e-12,1.9492252594974332e-12,2.6845489349332048e-10,8.6998104218480814e-15,4.7979230987138072e-15,3.2892974448970653e-17,1.0639268532576263e-07,2.4305152841235704e-12,1.4073927610237319e-09,4.7240620369867998e-08,3.8807352662491214e-12,9.3328869977212644e-11,7.1290657781282428e-12,1.9760913759184581e-11,1.5027856699751838e-12,3.9189241835345413e-13,3.7010345427911731e-19,1.492313988796972e-12,2.1752499387100665e-09,9.0008906354796851e-10,1.7310640958151937e-10,1.1071811584375585e-10,7.3953714853314277e-10,5.5571605778096978e-06,5.4674394486874113e-10,1.8767598672984427e-09,5.4673567194062389e-10,4.3635735146486531e-09,1.079909076289652e-20,6.3081899530221755e-21,2.5625575497444899e-18,9.0525618727410913e-14,1.2591764197225702e-11,6.0757625996662006e-21,5.8473208512699576e-15,4.0091419034449107e-12,5.7230842653596291e-12,3.4266722514469764e-12,2.7704394590810756e-11,1.2443261045477295e-11,3.7044137253366446e-14,1.4927284953787471e-15,5.7466714568377379e-14,1.7154569221771923e-19,1.1517473866817901e-12,3.3587191024577859e-19,1.1431386218305302e-11,1.3770746097201068e-12,7.130682862624981e-17,2.3035095246850881e-13,3.7327684496814614e-16,1.0387805184249702e-07,1.2632056338480191e-08,6.4861138488380263e-09,4.5335418310205702e-15,2.2223715194373221e-14,1.0425805461105306e-18,8.3623373964867093e-16,3.5526871449830242e-17
2.5589126594797854e-10,0.3235621766485534,76.950000000000003,0.0,0.0,0.0,0.75222523326237045,9.4998611049678949,0.00085387332487471968,0.0082647456770559031,0.0077055414432880337,0.00012784798166863947,8.4885873761140584e-10,0.00022311084034960102,0.061747222086202772,4.9982934521570421e-06,6.7654075761150788e-13,6.2930620315683033e-08,2.7793854067732494e-06,0.16622581810805451,6.7146486926412247e-05,2.0175388046888544e-14,1.1497315238615326e-14,7.5459397601197462e-10,1.8733413745169163e-13,3.8129169266367084e-05,6.5330881031110859e-05,0.00038284007338038783,0.00038291961898945286,4.5270266260955737e-08,2.3968530832424365e-08,3.2084898523210301e-10,1.228114372578787e-05,2.8883774823030138e-09,7.5998512085852906e-10,3.9226144909623156e-10,2.8504818033649137e-09,4.4988347651822588e-09,5.1776169879918367e-10,0.0020025661852008446,1.667646863317072e-14,6.3254143700916155e-15,3.9697895682651187e-06,4.6056839796703677e-07,1.6612319615652209e-07,1.467387804935199e-05,3.0797459912437497e-05,5.0916571050471927e-10,4.6796422164816004e-10,5.2163158221113246e-10,4.8969798511348617e-10,3.0556393931973708e-11,7.4756925414406692e-11,2.1549819853157116e-13,1.7105930058270363e-08,1.6842378530332857e-12,2.357426527277624e-12,2.7791847846418607e-10,1.0725231600448047e-14,5.9967757973960865e-15,4.1428702938042001e-17,1.1481730099582858e-07,2.5159949063776579e-12,1.4691465478412596e-09,5.090981323860449e-08,4.1822126654289021e-12,1.0138996176457144e-10,7.6829931462268645e-12,2.1312222682816239e-11,1.6350985524376857e-12,4.2511934842289114e-13,3.9915801677857717e-19,1.6072342890279113e-12,2.3426026960310015e-09,9.3974333218817836e-10,1.8551568078234286e-10,1.1415428080910724e-10,7.7332020710065583e-10,5.9048390794115053e-06,5.6165137240973038e-10,2.1212038830791343e-09,5.6164244954487984e-10,4.7611012119964321e-09,1.1749897569258961e-20,6.8635950385065982e-21,3.0992246690735372e-18,1.1102908009381922e-13,1.3514558420617228e-11,6.5208534052959926e-21,6.2758629719695258e-15,4.3667903355170776e-12,6.371580411941017e-12,3.7337991632220132e-12,3.0801520780876126e-11,1.4144396114368255e-11,4.2117893959412666e-14,1.6968665203852206e-15,6.4112353242436422e-14,1.9082027931890844e-19,1.2564309452824628e-12,3.7393089215594959e-19,1.2974080473611113e-11,1.5414424741812261e-12,7.9818527345225949e-17,2.6186808830525122e-13,4.4492064525163285e-16,1.0288866545385471e-07,1.3621080550678488e-08,7.2826903449817272e-09,5.0903225579321114e-15,2.5464015788737489e-14,1.2438618142099629e-18,1.0353668707243258e-15,4.398696087566772e-17
2.638407994161202e-10,0.3235622534443863,76.950000000000003,0.0,0.0,0.0,0.74566083169868258,9.4998579151777509,0.00087666369592139741,0.0084532708123830607,0.007866944384619436,0.00013059361930854322,8.682213561628879e-10,0.00022119873378338936,0.063389698329117047,5.1124962365703455e-06,6.9107001159076615e-13,6.7998901321212639e-08,2.9438023998158117e-06,0.17068791120265689,7.0613605604471461e-05,2.0636362482539548e-14,1.2074835659406309e-14,8.0815433624891764e-10,2.0250775506280587e-13,3.9632427485552893e-05,6.6892886402100112e-05,0.00040646029860799541,0.00040654536367529438,4.8064131274873307e-08,2.5448775960722513e-08,3.2947001352013399e-10,1.2974143821844765e-05,3.051404934247095e-09,8.0305100456186576e-10,4.5267508838349519e-10,3.0149792008416575e-09,4.825841558451792e-09,6.0422208704181137e-10,0.0020564900272864433,1.763884746234175e-14,6.6904433687461183e-15,3.9430971754682356e-06,4.5904158532358463e-07,1.647391867091445e-07,1.4940209680678363e-05,3.1768934512928932e-05,5.938481024150333e-10,5.0427430979934297e-10,5.826968095913759e-10,5.4592443000365965e-10,3.5127869180069597e-11,7.9004065556167525e-11,2.4920177173410621e-13,1.7622305156670055e-08,1.9345161641258129e-12,2.7805610132625242e-12,2.8634026592424168e-10,1.2859590485354196e-14,7.2786080170218431e-15,5.0612662978594293e-17,1.2265606536865328e-07,2.5920744970475679e-12,1.5242812840640098e-09,5.4318315112770375e-08,4.4622722579714441e-12,1.089566904510017e-10,8.1975712152514673e-12,2.2753777478555826e-11,1.7594156539475722e-12,4.5627518964907884e-13,4.26156987183541e-19,1.7139104992830971e-12,2.4979355183308108e-09,9.7514795021129177e-10,1.9697368935329339e-10,1.1721882172090271e-10,8.0348895997870517e-10,6.2246875872026482e-06,5.7494729575517341e-10,2.3593643903391862e-09,5.7493777313320628e-10,5.1335251242260173e-09,1.2643246305461225e-20,7.3854365186229136e-21,3.6555278787069479e-18,1.3250200528300172e-13,1.4368861093263937e-11,6.9329024097138827e-21,6.672598380962183e-15,4.7013909937837973e-12,6.9951214717957905e-12,4.0211921280203096e-12,3.3768597605555082e-11,1.5803740248298382e-11,4.7067740625238644e-14,1.8959945932793857e-15,7.049261335782265e-14,2.0934202207934501e-19,1.3544494162849786e-12,4.1052532642237107e-19,1.4477425392783106e-11,1.699882656799258e-12,8.8023296992975168e-17,2.9264143682632831e-13,5.1815748701364081e-16,1.0200688773726601e-07,1.4540193464803793e-08,8.0534238843060814e-09,5.6290400135389591e-15,2.8645621355399517e-14,1.4500079616228583e-18,1.2466281023609748e-15,5.2962314280216702e-17
2.716085417470484e-10,0.32356233068967527,76.950000000000003,0.0,0.0,0.0,0.73930498586600091,9.4998548551795388,0.00089873785544240087,0.008634286077500641,0.008021034651412344,0.00013321501259160027,8.8681263749636855e-10,0.00021934737866560484,0.064980090684298067,5.2221495693757041e-06,7.0494179431657171e-13,7.3156486076568734e-08,3.1083622593440349e-06,0.1750110067665101,7.4046461810354798e-05,2.1078973260043452e-14,1.2650529792480973e-14,8.6215360399822586e-10,2.1795814387781124e-13,4.1096585317809507e-05,6.8384580612745289e-05,0.00043007323871037541,0.00043016389846559544,5.0857155668526282e-08,2.6928604679216677e-08,3.3782248905508357e-10,1.3665908797433782e-05,3.214142773164879e-09,8.460448155746508e-10,5.1809349732282384e-10,3.1792786641007157e-09,5.1561651113105481e-09,6.9909910632017864e-10,0.0021087357156685327,1.8600067734802875e-14,7.0550328513582963e-15,3.917240194510845e-06,4.5756427853150871e-07,1.6339910551651283e-07,1.5198205722330116e-05,3.2710247926264496e-05,6.8670786303057178e-10,5.4105876062157923e-10,6.4702196068633166e-10,6.0499569324548574e-10,4.0081081971799135e-11,8.3244386500845389e-11,2.8589198319014076e-13,1.8121603034849067e-08,2.2053641602766962e-12,3.2503778987473866e-12,2.9448349297821162e-10,1.5264525635712918e-14,8.7425379916308451e-15,6.1159779311793735e-17,1.3054824729184608e-07,2.6656468256386479e-12,1.5777428426427891e-09,5.7744923802079093e-08,4.7438211002864219e-12,1.1663536047857466e-10,8.7148884726118328e-12,2.4203393608049969e-11,1.8856779863841771e-12,4.8786200570971843e-13,4.5330693870821319e-19,1.8210803891825887e-12,2.6539739444023171e-09,1.0094786438750925e-09,2.0842850921375092e-10,1.2018789582801059e-10,8.3274719624979893e-10,6.5434365509289534e-06,5.8782970637969069e-10,2.6093762581832502e-09,5.8781958488575142e-10,5.5107320074290276e-09,1.3550573566147103e-20,7.915443425699749e-21,4.2732084917841649e-18,1.5655760079353e-13,1.5225100934462653e-11,7.3458800397694499e-21,7.0702338443945349e-15,5.0398767910449228e-12,7.6420073673360086e-12,4.3119729542957209e-12,3.6836208220155051e-11,1.7546974255305911e-11,5.226850489297926e-14,2.1051943691814347e-15,7.7101435940834689e-14,2.2854705490634035e-19,1.4536769785927328e-12,4.4848983910758069e-19,1.6055516157477947e-11,1.864597524165612e-12,9.6553028712726946e-17,3.2500344051755568e-13,5.9845189700717468e-16,1.0115312586532977e-07,1.5464497156860617e-08,8.8574445723770138e-09,6.1910241614545501e-15,3.2007915825359433e-14,1.6764345453006794e-18,1.4862448700289015e-15,6.3142348486743925e-17
2.793762840779766e-10,0.3235624100667402,76.950000000000003,0.0,0.0,0.0,0.73300632837306445,9.499851850351634,0.00092062098110178763,0.0088121952445897808,0.0081716106598009684,0.00013577677228150334,9.0508487542838365e-10,0.00021751268379591776,0.066556257739930111,5.329921129293681e-06,7.1849801041272684e-13,7.851645538475067e-08,3.2767276476997648e-06,0.17929790419853248,7.7521565238787205e-05,2.151398834540435e-14,1.323734543635111e-14,9.1777802324791793e-10,2.3402450782275335e-13,4.2555440604593732e-05,6.9842707783135743e-05,0.00045420095581017264,0.00045429741287454552,5.3711089537136992e-08,2.8440732493036144e-08,3.4610502641315947e-10,1.4371863413145588e-05,3.3802196189908108e-09,8.8992497353680021e-10,5.902261712314995e-10,3.3470387889692273e-09,5.4970478932679731e-09,8.0509248471302226e-10,0.0021605455242688864,1.9581533733015099e-14,7.427301435781285e-15,3.8916077797881384e-06,4.5610129754992106e-07,1.620710571061113e-07,1.5454018961046456e-05,3.3643762758332193e-05,7.9037426393113035e-10,5.7912083238755152e-10,7.1613498020263427e-10,6.6829698798522986e-10,4.5548875870486759e-11,8.7572400242085603e-11,3.2657241430484324e-13,1.861577463094806e-08,2.5039838744151787e-12,3.7812534023669743e-12,3.0254306966027527e-10,1.8020008508363018e-14,1.0442090699397334e-14,7.3468469330419578e-17,1.3866839165885513e-07,2.738472452407913e-12,1.6307927344647813e-09,6.1265395988811985e-08,5.0330836875495172e-12,1.2459521666028562e-10,9.2463816612223002e-12,2.569309869797363e-11,2.0166666274708501e-12,5.2057644870823273e-13,4.8120771878949796e-19,1.9311132413788584e-12,2.8141677318155357e-09,1.0435453913000365e-09,2.2013337812879964e-10,1.2313210528368897e-10,8.6178422578547468e-10,6.8682039248409911e-06,6.0060490597860244e-10,2.877123504899162e-09,6.005941736112664e-10,5.900983099500903e-09,1.4491864311065303e-20,8.4652897908877233e-21,4.9711677797020808e-18,1.8396346801014605e-13,1.6102294324804792e-11,7.7689582844465545e-21,7.4776004956160015e-15,5.3896702349818935e-12,8.3270897236599299e-12,4.6125160497307704e-12,4.0073957430331847e-11,1.9414749957354719e-11,5.7841493366946979e-14,2.3293445059264328e-15,8.4088930403939005e-14,2.4887607834710362e-19,1.5562868168067649e-12,4.886960425851385e-19,1.7745180259754635e-11,2.0393574434532698e-12,1.0560297100090516e-16,3.5971498953695002e-13,6.8808823805124774e-16,1.0030704695634957e-07,1.6414405667379288e-08,9.7133465691414204e-09,6.7892716858293126e-15,3.5630743425808267e-14,1.9296754863206553e-18,1.762647434093446e-15,7.4885221423955655e-17
2.871440264089048e-10,0.3235624915284806,76.950000000000003,0.0,0.0,0.0,0.72676429449299618,9.4998488997010782,0.00094231479027285982,0.0089870524344662431,0.0083187362568171198,0.00013827998191845857,9.2304362914531924e-10,0.0002156944844462708,0.068118327416640159,5.435843706259445e-06,7.3174439371227643e-13,8.4078187960723242e-08,3.4488472729003218e-06,0.18354892970182604,8.1036745382457594e-05,2.1941540093708342e-14,1.3835156328758543e-14,9.7500825076718498e-10,2.5070574832480676e-13,4.400842947712198e-05,7.1267876281862699e-05,0.00047883183210983902,0.00047893429274369363,5.662455811190373e-08,2.9984430451544837e-08,3.5431825586761476e-10,1.5091760268789898e-05,3.5495772460526379e-09,9.3467602173859445e-10,6.6947725722440263e-10,3.518199216205062e-09,5.848376687037853e-09,9.2307260729656556e-10,0.0022119233720237796,2.058289228600708e-14,7.8071151660559864e-15,3.8662008914652408e-06,4.5465253223107237e-07,1.6075493511515144e-07,1.5707681440962557e-05,3.4569536660328e-05,9.0568231772305324e-10,6.1844807587325145e-10,7.9021925872439226e-10,7.3597251186940648e-10,5.1565973100470951e-11,9.1986578875537952e-11,3.7152652728673605e-13,1.9104901810259375e-08,2.8321935751058665e-12,4.3787934556899979e-12,3.1052032862296607e-10,2.1162962829179733e-14,1.2406027226236543e-14,8.7762491637367365e-17,1.4701450671908992e-07,2.8105633237256325e-12,1.6834283862063099e-09,6.48786781620868e-08,5.3299734226134403e-12,1.3283558415312945e-10,9.7918916337250962e-12,2.7222440061121271e-11,2.1523719743396833e-12,5.5441524421824174e-13,5.0985084902213437e-19,2.0439737073497703e-12,2.9784651064784182e-09,1.0773464655385885e-09,2.3208265358038485e-10,1.2605167416796579e-10,8.9059790184854834e-10,7.1988683818015627e-06,6.1327385856470714e-10,3.163235038769399e-09,6.1326250398988064e-10,6.3041766983933835e-09,1.5467049533546437e-20,9.0349353045724153e-21,5.7567766315204393e-18,2.1504749165350682e-13,1.7000178602692918e-11,8.2020103583662876e-21,7.8945763483616618e-15,5.7506761567966067e-12,9.0513794631283744e-12,4.9227393553156085e-12,4.3485466692004718e-11,2.1411101577033149e-11,6.3798788703375085e-14,2.5689294455395223e-15,9.1463446618754051e-14,2.7035856304903104e-19,1.6622506611033321e-12,5.3120326482761559e-19,1.955006866282535e-11,2.2244183060684431e-12,1.1518637675638682e-16,3.9685878516617836e-13,7.8780164527338606e-16,9.9468575044745477e-08,1.7389622538032864e-08,1.0622658582480375e-08,7.4248510779943927e-15,3.9524008703841487e-14,2.2119208672739431e-18,2.0801184969143199e-15,8.837288385450587e-17
