Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282),S(4155),S(4335),S(4374),S(4387)
0.0,0.32356125191585594,76.950000000000003,0.0,0.0,0.0,1.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.039447045000548e-25,0.32356125191585594,76.950000000000003,0.0,0.0,0.0,0.99999999999999956,9.5,1.9364823471602493e-18,2.1418562960517699e-17,2.141817206423867e-17,4.1143789102233886e-32,4.1144539197843063e-32,5.2827905230197407e-16,2.5178176082917168e-28,2.0036981823895167e-32,4.2473070411453219e-47,1.3350550588889945e-51,2.4088165743472025e-35,6.7296867718130041e-28,7.5182393630344956e-34,4.1368667744541981e-47,2.8128284428935058e-51,9.3292615475406753e-53,7.9235910958330054e-68,1.3031919635533653e-45,4.3967026474829889e-33,9.9598897507462769e-47,9.9598897507462866e-47,9.3174378818181032e-62,1.493354933614387e-62,3.0453257228822618e-48,1.5491852894089171e-33,2.898513550395837e-48,2.3228003049403337e-49,3.8625618767902034e-109,1.0531579895215024e-61,3.1248964278950283e-50,3.5119348740900151e-109,7.9182460813248538e-30,1.0115454772707891e-76,1.0115454769990331e-76,1.8435525055153366e-43,5.4153524183729217e-44,3.8677510371518561e-31,1.8434079915475354e-43,2.3207825881083467e-57,3.5119348740900142e-109,1.3680035383174831e-64,8.9011410494960285e-60,1.6004031292849471e-78,9.9163042108767008e-94,3.0000234152840827e-51,3.7355909971849507e-109,7.0683840018213423e-37,3.0685838744291599e-76,1.062410647268473e-108,7.8068716000686023e-51,1.1852603174732398e-124,5.2671358074958328e-114,1.2121759759607968e-128,3.7064641578493198e-74,9.6848082115391402e-51,4.1729601553101578e-75,8.8988344374697741e-51,8.5472225621784334e-66,4.2816143022818571e-40,8.3248247889127238e-66,7.044885959053059e-67,8.224877229615755e-55,1.173298262977944e-53,3.9981088560885541e-80,1.5863927777805234e-54,6.1492822681446474e-57,1.9888643432169517e-87,1.0758107879257861e-64,1.0627939810856607e-47,1.7154353781880877e-88,3.9089627904623686e-22,3.6783611159274144e-46,7.4976027293703968e-42,3.6783611159274144e-46,1.1204136047539483e-76,1.1458262474001963e-69,8.4906076848849176e-70,7.6640270603302568e-125,2.0824158543286468e-126,2.9672671846091966e-54,1.3440251071014952e-66,7.7991704684731387e-68,6.6645308631300341e-92,2.091703461214422e-55,3.1763658922404928e-104,5.0872515995805689e-68,3.1770646101722121e-82,1.288108954291295e-96,2.9721315087436237e-97,7.6615486087697553e-84,1.309335398765831e-72,2.7396803915420083e-105,1.3093353989043136e-72,2.4193359751954612e-93,2.5814335325403828e-74,5.3296709888311974e-89,6.4272376992221045e-84,9.3433315234696901e-94,2.6638836966660154e-29,4.4941545134686899e-75,8.1632857617445599e-66,9.2587446179790137e-82,2.6058590074719147e-98,3.099438353973538e-101,3.2109720719703625e-112,6.6426170697438557e-115
1.4110451726001535e-24,0.32356125191585594,76.950000000000003,0.0,0.0,0.0,0.99999999999999845,9.5,5.4221505720486939e-18,5.9971976289449288e-17,5.9970881779868052e-17,2.4850848617746415e-31,2.4851301226712426e-31,1.479181346442377e-15,1.5207618354054944e-27,1.2102337021614552e-31,5.0424020494602401e-46,1.5850955774771224e-50,1.4549252109057331e-34,4.0647308101678309e-27,4.5410165752728174e-33,4.9112860133598419e-46,3.3393899267126936e-50,1.1075699309240352e-51,1.772601919783857e-66,1.5471494991280294e-44,2.655608399079661e-32,1.1824381112085705e-45,1.1824381112085728e-45,2.0842735843972147e-60,3.3405752522912182e-61,3.6154106981924486e-47,9.3570791480144413e-33,3.4411152870005492e-47,2.7576285220140311e-48,4.1158594145215031e-107,2.3558722962331199e-60,3.7098770391882163e-49,3.7422391344890676e-107,4.782620633111712e-29,4.1741707346545268e-75,4.1741707326088138e-75,2.1886655345420813e-42,6.4291063910752999e-43,2.3361216264330949e-30,2.1884939675595255e-42,5.1914978182818912e-56,3.7422391344890664e-107,3.060169195067076e-63,1.0567434737267652e-58,6.6045674536625596e-77,7.4652583674698929e-92,3.5616277986189522e-50,5.099410526394772e-107,4.2693039370999277e-36,6.8642994354371439e-75,1.4502840493291517e-106,9.2683179635955638e-50,2.9242249959748556e-122,7.1901040027974226e-112,2.9911189058705399e-126,1.5294828128324392e-72,1.1497804307790471e-49,1.7219836923722178e-73,1.0564696244163726e-49,1.9119794982501235e-64,2.5860950385781495e-39,1.8622300059708108e-64,1.575912809495924e-65,9.7645742469984957e-54,1.3929396977996287e-52,1.6498266491151797e-78,1.8833655057269803e-53,7.3004689356288683e-56,1.4971674355145602e-85,2.4065457001538897e-63,1.2617490143171891e-46,1.291336935429208e-86,1.0945095813342777e-21,4.3669503168062404e-45,4.5285520485933696e-41,4.3669503168062404e-45,4.6234181115868437e-75,2.5631670626439608e-68,1.8993145821270508e-68,1.8908369046247989e-122,3.7741925375668957e-124,3.5227396015664116e-53,3.0041376688457541e-65,1.744643237031391e-66,5.0168924870597062e-90,2.4832703491537544e-54,4.3357237897630057e-102,1.1379978338197289e-66,1.3110246071689892e-80,9.6965626959029719e-95,2.237346415366437e-95,3.1615594857446439e-82,2.9289309130976648e-71,3.7396502332989186e-103,2.9289309136691157e-71,1.8212157354968263e-91,5.7745945560865372e-73,2.1993151775311338e-87,2.6522176328521271e-82,4.045251805260823e-92,1.6089857526135349e-28,1.8545254436109765e-73,1.8260943717592156e-64,3.8206468905830083e-80,1.9616256185858497e-96,2.3700810363032538e-99,4.4517734352159444e-110,9.2094934988189823e-113
3.225246108800351e-24,0.32356125191585594,76.950000000000003,0.0,0.0,0.0,0.99999999999999634,9.5,1.2393487021825568e-17,1.3707880294731132e-16,1.3707630121112592e-16,1.196461387092534e-30,1.1964831325555611e-30,3.3809859347105808e-15,7.3218136048717687e-27,5.8267543143615206e-31,4.9506583908187587e-45,1.5563080370749572e-49,7.0048385982020036e-34,1.9569929132323854e-26,2.1863040067704009e-32,4.8219250263665905e-45,3.2786328308961921e-49,1.08741872598136e-50,3.5024844454429386e-65,1.5190005527099714e-43,1.2785611298879562e-31,1.1609247493469008e-44,1.1609247493469057e-44,4.1181733725701073e-59,6.600413763422179e-60,3.5496316625501065e-46,4.5050308215779993e-32,3.3785073942502828e-46,2.7074560354039386e-47,9.366733034535321e-105,4.6548066588910517e-59,3.6423792763272814e-48,8.5164606935985575e-105,2.3026259604365187e-28,1.6512604315355707e-73,1.6512604299180871e-73,2.1488448004109264e-41,6.3121347788026754e-42,1.1247420015938209e-29,2.1486763549301101e-41,1.0257524846664591e-54,8.5164606935985513e-105,6.0463786468058584e-62,1.0375170265534523e-57,2.6127941369785708e-75,5.9027679942776593e-90,3.4968272928355641e-49,8.0561112771780449e-105,2.0554860677294011e-35,1.3562699174563634e-73,2.2911765241174034e-104,9.0996895370217347e-49,9.2312454836817118e-120,1.1359014467542078e-109,9.4430521037161064e-124,6.0504819061042138e-71,1.1288612448428748e-48,6.8119962420498857e-72,1.0372481420313561e-48,3.7777492923586292e-63,1.2450934391034259e-38,3.6794526791606607e-63,3.1137381475410691e-64,9.5869168988360161e-53,1.3675964553029549e-51,6.5265137364074522e-77,1.8490994216134023e-52,7.1677305951007667e-55,1.1837652726555407e-83,4.7549287658496799e-62,1.2387926642675523e-45,1.0210212853948398e-84,2.5017361859296178e-21,4.2874977166543607e-44,2.1803028737803276e-40,4.2874977166543607e-44,1.8289782267448978e-73,5.0643843701657734e-67,3.7527238462985086e-67,5.9690275743137852e-120,1.7179334718480224e-121,3.4586466303754454e-52,5.9253491309526641e-64,3.447121038480079e-65,3.9667060356510078e-88,2.4380895543915052e-53,6.849380955657424e-100,2.2484919505912845e-65,5.1862829694000472e-79,7.6667805559515269e-93,1.7690025354352747e-93,1.2506814920165228e-80,5.7870739149365883e-70,5.9077308266901203e-101,5.7870739171971922e-70,1.4399805195863028e-89,1.1409759794550297e-71,8.7003728685179809e-86,1.0491909202317443e-80,1.6332166847671036e-90,7.7465737873136937e-28,7.336318229165598e-72,3.6080547553761438e-63,1.5114099145427351e-78,1.5509983921456758e-94,1.8864595721790054e-97,7.0801564252162554e-108,1.464689444643938e-110
6.853647981200745e-24,0.323561251915856,76.950000000000003,0.0,0.0,0.0,0.99999999999999223,9.5,2.6336159921379254e-17,2.9129245626303094e-16,2.9128714007363792e-16,5.2252612159792872e-30,5.2253557825097267e-30,7.1845951111965822e-15,3.1976283624885865e-26,2.544696691606585e-30,4.3787980048288066e-44,1.3765574060880221e-48,3.0591970494212958e-33,8.5467022000905435e-26,9.5481639910534958e-32,4.2649297093506178e-44,2.8999136069904851e-48,9.6180954850529265e-50,6.2325827429116791e-64,1.3435387867285324e-42,5.5838123623023925e-31,1.0268247937427589e-43,1.0268247937427675e-43,7.3280694831135045e-58,1.1745083633150028e-58,3.139609007175635e-45,1.9674653175254208e-31,2.9882515297247713e-45,2.3947142023088048e-46,1.5829364739579134e-102,8.2829797440241259e-58,3.2216432212456104e-47,1.4392442072621863e-102,1.0056172523150822e-27,5.8932311864646479e-72,5.8932311749035502e-72,1.9006288910488161e-40,5.5830117291348637e-41,4.9120438170801578e-29,1.9004799029286841e-40,1.825271740698964e-53,1.4392442072621841e-102,1.0759207745101882e-60,9.1767209186899791e-57,9.3250287406674642e-74,4.2191214997066572e-88,3.0929041401801943e-48,1.1524196370139342e-102,8.9768476823105698e-35,2.41340993280269e-72,3.2775078786939407e-102,8.0485723447684441e-48,2.6419081938394973e-117,1.6248970354364691e-107,2.7026143874694884e-121,2.1593740153092839e-69,9.9846498675917177e-48,2.4311530727160674e-70,9.1743423516513031e-48,6.7223030210890808e-62,5.4376501638965324e-38,6.5473894500123877e-62,5.5407306671521219e-63,8.4795194286360391e-52,1.2096235771490544e-50,2.3292403137212519e-75,1.6355074978286995e-51,6.339931132204182e-54,8.4610591915063709e-82,8.4611416838895566e-61,1.0956980825596952e-44,7.2978332200562616e-83,5.3161893951973322e-21,3.7922431759281981e-43,9.5219554671161016e-40,3.7922431759281981e-43,6.5274933777008258e-72,9.0117949087307336e-66,6.6777654776792589e-66,1.7082876717545953e-117,5.8333516381560874e-119,3.0591337766341573e-51,1.0507133744306774e-62,6.1339677077036403e-64,2.8352356111738554e-86,2.156462600373564e-52,9.7978161448230081e-98,4.0010712896124985e-64,1.8509475532858795e-77,5.4798941641078004e-91,1.2644090435681186e-91,4.4635934083069971e-79,1.0297788821332002e-68,8.4508163362252277e-99,1.0297788829399935e-68,1.0292378643242738e-87,2.0303537194906521e-70,3.1051734267225362e-84,3.7444878696279453e-79,5.8840429729916853e-89,3.3831322920883914e-27,2.6182798656281361e-70,6.4203406595659431e-62,5.3941146254001131e-77,1.1085887975656274e-92,1.3526252259492139e-95,1.0160158912426629e-105,2.1018572323819464e-108
1.4110451726001536e-23,0.32356125191585594,76.950000000000003,0.0,0.0,0.0,0.99999999999998401,9.5,5.4221505720486401e-17,5.997197628944524e-16,5.9970881779864751e-16,2.1814436981964668e-29,2.1814828422150225e-29,1.4791813463966965e-14,1.3349468958785649e-25,1.0623607762776312e-29,3.6806380519099517e-43,1.1570876001315808e-47,1.2771545477192011e-32,3.5680799263144821e-25,3.9861705102806078e-31,3.5849163216023998e-43,2.4375521152012078e-47,8.0845887889147069e-49,1.0512240811905339e-62,1.1293253045140936e-41,2.3311317436945784e-30,8.6310810997574611e-43,8.6310810997576044e-43,1.23598602756951e-56,1.9809800244465068e-57,2.6390305460802485e-44,8.2137804042309466e-31,2.5118054662091191e-44,2.0129015793249133e-45,2.3177676827034345e-100,1.3970456003705276e-56,2.7079852459674859e-46,2.1073705521294578e-100,4.1982540721998726e-27,1.9911896217856952e-70,1.9911896139669194e-70,1.5975931043718766e-39,4.6928577599221108e-40,2.050681599805487e-28,1.5974678708798072e-39,3.0785875779474279e-52,2.1073705521294512e-100,1.8146976460581877e-59,7.7135873991206331e-56,3.1507408820469565e-72,2.8534163673482e-86,2.599772291236005e-47,1.5594035901062713e-100,3.7476571977633914e-34,4.0705688727694518e-71,4.4349795755663815e-100,6.7653100186043904e-47,7.1512644993499471e-115,2.19873923523068e-105,7.3157072767994768e-119,7.2960367546628324e-68,8.3926998279821771e-47,8.2143167644526342e-69,7.7115875421557004e-47,1.1338146596543856e-60,2.2701119030685574e-37,1.1043129293494522e-60,9.3452521203503144e-62,7.1275470091337069e-51,1.0167615018325188e-49,7.8698003263847207e-74,1.3747425983016943e-50,5.3293541936260644e-53,5.7222184281381304e-80,1.4270952156108361e-59,9.2100025897787973e-44,4.9355281404256428e-81,1.0945095814040903e-20,3.1876088890157338e-42,3.9752289678441991e-39,3.1876088890157338e-42,2.2054924835567398e-70,1.5199687406533437e-64,1.126300693635318e-64,4.6240883787516709e-115,1.7128178889778026e-116,2.5713862658883675e-50,1.7599199598662891e-61,1.0345833094219399e-62,1.9174712166942687e-84,1.8126367522329334e-51,1.3257868974201768e-95,6.7483915388029878e-63,6.2539334475282109e-76,3.7060550766913127e-89,8.5512044838444692e-90,1.5081473304146527e-77,1.7368725976213862e-67,1.1435182499342317e-96,1.7368726003473588e-67,6.9607406601536606e-86,3.4246500502358242e-69,1.0492166880600695e-82,1.2651778215042789e-77,1.9972941371309058e-87,1.4123911335626185e-26,8.8465759049529088e-69,1.0828842939076879e-60,1.8225494166785978e-75,7.4973914061171218e-91,9.1620642174576506e-94,1.3769739392747187e-103,2.8485802656418845e-106
2.862405921560311e-23,0.32356125191585594,76.950000000000003,0.0,0.0,0.0,0.99999999999996747,9.5,1.0999219731869976e-16,1.2165743761572238e-15,1.2165521732486083e-15,8.9119092946666219e-29,8.9120664678153629e-29,3.0006250168701221e-14,5.4536936519449685e-25,4.3400904107688609e-29,3.0176004080872505e-42,9.4865356873954008e-47,5.2175930527016736e-32,1.4576770734364633e-24,1.6284807189904848e-30,2.9391079016093505e-42,1.9984524875599468e-46,6.6282343394338963e-48,1.7266450260320835e-61,9.2588911557538986e-41,9.5234338025464145e-30,7.0762817535340102e-42,7.0762817535342447e-42,2.0301107614771823e-55,3.2537656385470501e-56,2.163636685047365e-43,3.355597304089144e-30,2.0593298777869671e-43,1.6502983290058222e-44,3.1693512550764531e-98,2.2946515935540467e-55,2.2201699141303403e-45,2.8816509756977914e-98,1.7151237740989029e-26,6.5465958138592333e-69,6.5465957624247164e-69,1.3098033494143618e-38,3.8474883219305778e-39,8.3777034557298634e-28,1.3097006754314537e-38,5.0565893409763323e-51,2.8816509756977742e-98,2.9806463327160933e-58,6.3240658510707759e-55,1.0358985794254377e-70,1.8770797920106422e-84,2.1314503959156173e-46,2.0520953777295026e-98,1.5310402483285755e-33,6.6859224826564451e-70,5.8362063195773792e-98,5.5466098960057289e-46,1.8823377064026897e-112,2.8934283932088921e-103,1.925637677060535e-116,2.3987772569897885e-66,6.8808423746826071e-46,2.7006876333965473e-67,6.3224253815500639e-46,1.8622939827898984e-59,9.2741478433037331e-37,1.8138373023324424e-59,1.5349604669640741e-60,5.8435936663261932e-50,8.3360250926385118e-49,2.5873022959189465e-72,1.1270970399751426e-49,4.3697530419290982e-52,3.7642664100286799e-78,2.3440081768609799e-58,7.5509165651392371e-43,3.2467552625355596e-79,2.2202908652960609e-20,2.6133943541955065e-41,1.6240107422114447e-38,2.6133943541955065e-41,7.2511767524153038e-69,2.4965460265230474e-63,1.8499455089356804e-63,1.2171408157208933e-112,4.6907418097429995e-114,2.1081778173734651e-49,2.8512033440650981e-60,1.6993061909423778e-61,1.2613766118720815e-82,1.4861091243802422e-50,1.7446610150910154e-93,1.1084253366626963e-61,2.0561564895933562e-74,2.4379668156295876e-87,5.6252679282739136e-88,4.9584584592816003e-76,2.8528184480871937e-66,1.5048057230007686e-94,2.8528184570495942e-66,4.5790077022538502e-84,5.6255293422385826e-68,3.4499156012588597e-81,4.1596278726475085e-76,6.582150777381448e-86,5.7700786219243017e-26,2.9085606057936479e-67,1.7786407044413447e-59,5.9921437175963495e-74,4.9320344879368036e-89,6.0317815359710674e-92,1.8134345148512882e-101,3.7514976010980946e-104
5.765127419480626e-23,0.32356125191585594,76.950000000000003,0.0,0.0,0.0,0.9999999999999345,9.5,2.2153358051512276e-16,2.450283602682483e-15,2.4502388841482976e-15,3.6023362260605928e-28,3.6023975403955918e-28,6.0435123574943758e-14,2.2044701710420116e-24,1.7543339360186398e-28,2.4437164024878586e-41,7.6824555039151645e-46,2.1090345340387328e-31,5.8921637929855003e-24,6.5825794378241636e-30,2.380128381848171e-41,1.6183986261800274e-45,5.3677160166547338e-47,2.7989710413602827e-60,7.4980901104681093e-40,3.849524209592152e-29,5.7305564290010144e-41,5.7305564290013978e-41,3.290897026989807e-54,5.2744943139854601e-55,1.7521690833953982e-42,1.3563860816215675e-29,1.6676987262696772e-42,1.3364543735150194e-43,4.1917704364479526e-96,3.7197291160073203e-54,1.7979511581073614e-44,3.8112592754575724e-96,6.9328045191860603e-26,2.123372649461227e-67,2.1233726160887572e-67,1.0607127112044199e-37,3.115795795683641e-38,3.3864016844325297e-27,1.0606295631513479e-37,8.1969492242297671e-50,3.8112592754575275e-96,4.8317561496801054e-57,5.1213938912485851e-54,3.3599184701780548e-69,1.217915718663519e-82,1.7261037920895237e-45,2.6632290643709993e-96,6.1887094760107641e-33,1.083817133280437e-68,7.5742845408968495e-96,4.4917884992591304e-45,4.8860932782525367e-110,3.7551191260904828e-101,4.9985099725955182e-114,7.7803765331186735e-65,5.5722845369285827e-45,8.7596156019093866e-66,5.1200639939201683e-45,3.0188587967453115e-58,3.7487588391253437e-36,2.9403084300912072e-58,2.4882370628630115e-59,4.732293656365595e-49,6.7507292447532049e-48,8.3911017544946631e-71,9.127524040258218e-49,3.5394300855031253e-51,2.4423844813003318e-76,3.7997382646066775e-57,6.1149280005168352e-42,2.1066055916829142e-77,4.4718534335730286e-20,2.1163945044681293e-40,6.5645110795821883e-38,2.1163945044681293e-40,2.3519017982013764e-67,4.0469853682013702e-62,2.9988194651147102e-62,3.1594030809346398e-110,1.2416594807674074e-111,1.7072570546844342e-48,4.4989814637903466e-59,2.7546485589175981e-60,8.1842418320081344e-81,1.2034896989039377e-49,2.2642334814028782e-91,1.7968052360179218e-60,6.6690942875345108e-73,1.5818360520751734e-85,3.6498657622481175e-86,1.6082641157209477e-74,4.6245416114372891e-65,1.9529475764024572e-92,4.6245416405066223e-65,2.971016430282168e-82,9.1209481933441262e-67,1.1191798846230672e-79,1.3491653298136793e-74,2.1377078924914203e-84,2.3323580260661195e-25,9.4338466051942258e-66,2.8832532287305765e-58,1.9435374422665236e-72,3.2000722542806187e-87,3.9151380024275321e-90,2.3544046189603267e-99,4.8706173052315271e-102
1.157057041532126e-22,0.32356125191585594,76.950000000000003,0.0,0.0,0.0,0.99999999999986844,9.5,4.4461634690795386e-16,4.9177020557318608e-15,4.9176123059467461e-15,1.4484835528373386e-27,1.4485064237025702e-27,1.2129287037452479e-13,8.8640776005654683e-24,7.0540995976009228e-28,1.9668919851020999e-40,6.1835137221606996e-45,8.480335102670046e-31,2.3692131461945909e-23,2.6468262407121528e-29,1.9156741876577976e-40,1.3026279931332113e-44,4.3204048309448153e-46,4.5076606082853447e-59,6.0351152393169072e-39,1.5478767538518802e-28,4.6124503611944627e-40,4.6124503611950785e-40,5.2998882067640934e-53,8.4944104878523872e-54,1.4102981132192787e-41,5.4539687775603698e-29,1.342309020615437e-41,1.0756947484058725e-42,5.4536082594222819e-94,5.9905090671723765e-53,1.44714751002291e-43,4.9585528068790194e-94,2.7876502052449612e-25,6.8407277681026423e-66,6.8407275530517529e-66,8.5375386974242943e-37,2.5078635240124942e-37,1.3616572231113445e-26,8.5368694495606686e-37,1.3200934025437898e-48,4.9585528068789023e-94,7.7813943229555989e-56,4.122145612711775e-53,1.0824434918491848e-67,7.8482089046881978e-81,1.3893184993386408e-44,3.4325371505891653e-94,2.4884528613643063e-32,1.7454550061317949e-67,9.7622143823979403e-94,3.6153821608120254e-44,1.2595348188655725e-107,4.839833759608955e-99,1.2885161764387036e-111,2.5065519386491432e-63,4.4850593474021268e-44,2.822026848525593e-64,4.1210729377967793e-44,4.8617790225361409e-57,1.5073594415682918e-35,4.7352760802473684e-57,4.007229081593725e-58,3.8089616348506323e-48,5.4335741942380704e-47,2.7028216831192521e-69,7.3466254095931352e-48,2.8499532598329293e-50,1.5738630622454636e-74,6.1193613349255285e-56,4.9218260340188282e-41,1.3574884515449846e-75,8.9749785720990603e-20,1.7034584187390287e-39,2.6395610354107761e-37,1.7034584187390287e-39,7.576964927983024e-66,6.517470048920055e-61,4.8294356841798163e-61,8.1442943227948436e-108,3.2320027156266745e-109,1.3741490055784949e-47,6.8790605995088715e-58,4.4362765680039639e-59,5.27389361136921e-79,9.6867321091514596e-49,2.9182837807160278e-89,2.8936994401792619e-59,2.1485375608306566e-71,1.0193290009969652e-83,2.3519593038321247e-84,5.1812370784757603e-73,7.4476816044789069e-64,2.5170793046525574e-90,7.4476816981296334e-64,1.9145114346628153e-80,1.4694554638256443e-65,3.6069274668589137e-78,4.3465158266113274e-73,6.8933534775696877e-83,9.378308973336524e-25,3.0392393474162144e-64,4.643390439126018e-57,6.261364700799254e-71,2.0621141174374613e-85,2.523386574617692e-88,3.0350920599428958e-97,6.2787760957695321e-100
2.3181456407002524e-22,0.32356125191585594,76.950000000000003,0.0,0.0,0.0,0.99999999999973643,9.5,8.9078187969355644e-16,9.8525389618260575e-15,9.8523591495399205e-15,5.8090668968901375e-27,5.8091443151707916e-27,2.4300836392207085e-13,3.5548915725258035e-23,2.8290094403758576e-27,1.578269115252166e-39,4.9618824086538181e-44,3.4009936684356635e-30,9.5016043704166553e-23,1.0614957047219385e-28,1.5371112850485238e-39,1.0452768978088698e-43,3.466852787243549e-45,7.2357967892125123e-58,4.8427999001711511e-38,6.2076780877243034e-28,3.7012009328692359e-39,3.7012009328702238e-39,8.5074943120136148e-52,1.3635410057232272e-52,1.1316754178039185e-40,2.1872854140257751e-28,1.0771184520961871e-40,8.6317729022244365e-42,7.0375925585840563e-92,9.6160937461157016e-52,1.161244738245429e-42,6.3987497222170639e-92,1.1179724127350915e-24,2.1964141801050954e-64,2.1964140420009746e-64,6.8508371267859777e-36,2.0124025375511557e-36,5.4608544786427848e-26,6.8503000975306747e-36,2.1190422669265082e-47,6.3987497222167601e-92,1.2490861202862222e-54,3.3077658740855075e-52,3.4755006399939103e-66,5.0400655042149558e-79,1.1148405992218503e-43,4.4088224838106176e-92,9.9798089617635936e-32,2.8018448151323999e-66,1.2538792261493926e-91,2.9011164949804002e-43,3.2355894589571833e-105,6.2163837012905764e-97,3.3100423750087152e-109,8.0480126006421377e-62,3.598977625846898e-43,9.0609363742533659e-63,3.3069014964567955e-43,7.8042320419202721e-56,6.0451855436475829e-35,7.6011668086195402e-56,6.4324901430994508e-57,3.0564518318852016e-47,4.3601010929391913e-46,8.6750944301008692e-68,5.8952041933771155e-47,2.2886926351691706e-49,1.0107235061946504e-72,9.8229301740305753e-55,3.9494554144708314e-40,8.7176929199484293e-74,1.7981228857039532e-19,1.366918099982998e-38,1.0585820341203385e-36,1.366918099982998e-38,2.4328045341800546e-64,1.0461741654042816e-59,7.7520871329763004e-60,2.0921686562333084e-105,8.342927424378129e-107,1.10266803604066e-46,1.0026089773484657e-56,7.121206330432956e-58,3.3868564365665005e-77,7.772992468510576e-48,3.7483029380954658e-87,4.6450284592166123e-58,6.8985035190543666e-70,6.5460573220716049e-82,1.5104112995412754e-82,1.6635865654876883e-71,1.1955178085864272e-62,3.2329877635087071e-88,1.1955178386557108e-62,1.2294854340240974e-78,2.3605828524149289e-64,1.1589695064512748e-76,1.3955750774193114e-71,2.2155868464084726e-81,3.7611212983710357e-24,9.7583601549285383e-63,7.4536700106577125e-56,2.0103928545342344e-69,1.3242748128774928e-83,1.6206569075382811e-86,3.8987126925605786e-95,8.0653794075869371e-98
