Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971)
2.544430824993508e-09,0.22586319469167107,76.950000000000003,0.0,0.0,0.0,0.96099654366349629,9.4990478467453094,0.00082685031823420403,0.010440585636467395,0.0092887397934489392,0.00090122297067101896,2.9437363887397153e-09,2.8342238096204849e-06,0.0059676653918692892,1.8733171888806196e-05,8.2420589858389474e-12,6.6504466469626266e-06,1.9457228688267522e-05,0.01078627869313618,0.00034221461125610441,1.2137518022248106e-13,3.6024089827693545e-14,1.4070113399285015e-09,1.7820448105301383e-12,1.1955184930982568e-06,1.5918585195139324e-05,0.00025859505863880564,0.00025873130404780305,7.3475121333468113e-08,4.3298720901006085e-08,2.7802713778694684e-14,5.2040020502670535e-06,2.9404286234964664e-09,8.599223508302481e-10,2.8692235140080584e-09,1.6509967141536763e-08,3.9801822326643746e-10,3.4452854740150037e-09,0.00012053549126981851,1.7199055878471568e-13,5.6253765285391881e-14,2.2994328351799169e-08,2.832977113107601e-09,2.6914562666708765e-10,1.3918296727037514e-07,4.2363044233351123e-07,3.4165145360307132e-09,6.6466363767962008e-10,1.3967877984767653e-08,1.0585298744813927e-08,3.435359811225422e-09,4.6127486402739992e-12,1.8182811130931763e-10,7.7828735219202427e-10,5.102934038020768e-10,2.4431416354482423e-10,1.9354130452281579e-11,1.4968267103503923e-11,1.1092027190032926e-11,5.7872886516198893e-13,1.3164696070816733e-09,4.3383144256714545e-14,6.7216018775392955e-13,7.5498729142696868e-09,2.1068611894905969e-12,1.5031603768013052e-11,3.3773567572952716e-12,9.1073308834945853e-12,1.4395671787011531e-12,1.5060386428633607e-14,7.7658278606626079e-19,3.3198335382700126e-14,8.0400762014490655e-11,1.1170611397508375e-12,8.6219393886287723e-12,1.5973191728410772e-12,9.6675381800228697e-13,2.5252653787731619e-05,1.4652257895288658e-11,1.3858930087855647e-07,1.4645702804820011e-11,1.8042107466552094e-11,1.8400840651288435e-20,1.0605311409103698e-20,1.6681639827309409e-16,4.4888771422019833e-13
2.628709470652571e-09,0.22586316459804165,76.950000000000003,0.0,0.0,0.0,0.95973507839597882,9.499016990713864,0.00085354469544389878,0.010770887366546187,0.0095740618965386472,0.00092913986567953613,3.0368559234549554e-09,2.8306765992648348e-06,0.0061609927747153185,1.9325921926250069e-05,8.4973706058316416e-12,7.3125358093972632e-06,2.0985573710300109e-05,0.011136652192931281,0.00036459945758854275,1.2521570136769247e-13,3.8715992615460866e-14,1.522393152680725e-09,1.9605482514862202e-12,1.2415167436612036e-06,1.6424141628190089e-05,0.0002761150623783577,0.00027626265708108989,7.8453089488902467e-08,4.6232634255409276e-08,2.8705954793719179e-14,5.5462121283041876e-06,3.1337867418701782e-09,9.1666677249132923e-10,3.357229311124002e-09,1.766499203574401e-08,4.2872462648824751e-10,4.0636107901972025e-09,0.00012445221039947054,1.8402233828234854e-13,6.0189051343043051e-14,2.309560949706695e-08,2.8666831547481268e-09,2.6893783946068372e-10,1.4320953133933256e-07,4.3805987145946773e-07,4.0285088639332675e-09,7.1987017912820291e-10,1.5858281561772704e-08,1.1921061611614909e-08,3.9968364811300847e-09,4.916413961358964e-12,2.1226607786413238e-10,8.0864483009861567e-10,6.0029532391986388e-10,2.9041407810590137e-10,2.0109735064837419e-11,1.8084108493782187e-11,1.3769873109025612e-11,7.2123488959311949e-13,1.4081309942656478e-09,4.507698271844517e-14,6.958099822115566e-13,8.1043314236825258e-09,2.2615881676465029e-12,1.6352660417659858e-11,3.6253932018552393e-12,9.7778396020209533e-12,1.5670903957512881e-12,1.6336169378815722e-14,8.3375711270605152e-19,3.5795597773245309e-14,8.6679239636097146e-11,1.1563994133385441e-12,9.2061522174509987e-12,1.649200617549993e-12,1.0010634345816625e-12,2.6906634316660988e-05,1.5123434599090428e-11,1.5742433819540269e-07,1.5116357453222409e-11,1.9344272252416932e-11,2.0030868371797786e-20,1.1544776724947579e-20,1.9829331763887917e-16,5.3745252005173322e-13
2.7129881163116344e-09,0.22586313616562775,76.950000000000003,0.0,0.0,0.0,0.95847556351398622,9.4989861801593989,0.00088019535890610954,0.011100195618409246,0.009857995951395639,0.00095692054740084979,3.1296947592152677e-09,2.8271348936390337e-06,0.006354044357218233,1.991688521949004e-05,8.7514364986402695e-12,8.0156446826024734e-06,2.2583936773672133e-05,0.011486587294846763,0.00038765021395280081,1.2904464591491201e-13,4.1526628610041053e-14,1.643285568130682e-09,2.1502313630061229e-12,1.2874700040312417e-06,1.6927243895318844e-05,0.00029418109336728691,0.00029434074548869365,8.3586183067836785e-08,4.925798837471514e-08,2.9608065644952185e-14,5.8988662900030162e-06,3.3330453554683214e-09,9.7514972155486575e-10,3.9071159622393163e-09,1.8857707210768014e-08,4.6061861446858313e-10,4.7669313793696831e-09,0.0001283640908831001,1.9644667522530714e-13,6.4252732694825496e-14,2.3196774462106626e-08,2.9003483672959948e-09,2.687304347588727e-10,1.4723294642394335e-07,4.5247796488027604e-07,4.7243838437295753e-09,7.774059638460263e-10,1.7930178651589402e-08,1.3370793874380018e-08,4.626503738041974e-09,5.2293578862489223e-12,2.4649177481403226e-10,8.3921789067717165e-10,7.0252029003762505e-10,3.4314949630493131e-10,2.0870707361834807e-11,2.1700464303894466e-11,1.6972353645133691e-11,8.9221786229920644e-13,1.5028468425258636e-09,4.6782977311567422e-14,7.1944173497519416e-13,8.6799535991014477e-09,2.4222205892968949e-12,1.7743996725099792e-11,3.8828965894146242e-12,1.0473998670554341e-11,1.7014446738634354e-12,1.7676589813299364e-14,8.9311864646558494e-19,3.8512399118238204e-14,9.3245924029604329e-11,1.1957077074545267e-12,9.8085748154032654e-12,1.7010168129718192e-12,1.0353471743421036e-12,2.8609800206200744e-05,1.5594047309184576e-11,1.780853675614059e-07,1.558642770824502e-11,2.0691563946036452e-11,2.1748212105756339e-20,1.2534566562939991e-20,2.3430096513718987e-16,6.395093555654929e-13
2.7972667619706977e-09,0.2258631093840616,76.950000000000003,0.0,0.0,0.0,0.95721799866510959,9.4989554139526984,0.00090680237700769075,0.011428510709177202,0.010140544871448274,0.00098456530513556608,3.2222529871018234e-09,2.8235986920699258e-06,0.0065468205635634815,2.0506062348021196e-05,9.0042593100392676e-12,8.7608190822274169e-06,2.4253459109634424e-05,0.011836084689540111,0.00041136301627187229,1.3286201761877357e-13,4.4457933657914091e-14,1.7697820068100223e-09,2.3513877487424662e-12,1.3333759053857337e-06,1.7427897120968761e-05,0.00031279045152896983,0.00031296291152099986,8.8873633337412422e-08,5.2374330125757627e-08,3.050904811286218e-14,6.2619228396146627e-06,3.5381808462004225e-09,1.0353642425420229e-09,4.5241612840690414e-09,2.0087962995675284e-08,4.936986892476502e-10,5.5635699625674986e-09,0.00013227114331948632,2.0926200666069054e-13,6.8444298139564242e-14,2.3297823568708103e-08,2.9339728461518156e-09,2.6852341267297186e-10,1.5125321882128239e-07,4.6688474511859363e-07,5.5123119391349737e-09,8.3726991146325785e-10,2.0194169234690572e-08,1.4939625730193642e-08,5.329892683951099e-09,5.5515434310249505e-12,2.8482038939735502e-10,8.7000557059203301e-10,8.1816205782116684e-10,4.0318883138969728e-10,2.1637023360113021e-11,2.5874696704591835e-11,2.0779678789633634e-11,1.096119619387903e-12,1.6006138238887338e-09,4.8501077618641967e-14,7.4305548234385829e-13,9.2768799437509283e-09,2.58879761035283e-12,1.9207315945909153e-11,4.1499296907756797e-12,1.1195978319439288e-11,1.8427955754764787e-12,1.9083090946638745e-14,9.5468190289794554e-19,4.1351308009093578e-14,1.0010699257800831e-10,1.2349860824444867e-12,1.0429117137156729e-11,1.7527678614646637e-12,1.0696050896323065e-12,3.0361824942484711e-05,1.6064097202357698e-11,2.0068165808035132e-07,1.6055914844624899e-11,2.208394569186166e-11,2.355498810597044e-20,1.3575900623878308e-20,2.7529573615711383e-16,7.5653910277890591e-13
2.881545407629761e-09,0.2258630842430233,76.950000000000003,0.0,0.0,0.0,0.95596238346955797,9.4989246909784164,0.00093336581810386104,0.011755832974870694,0.010421711586122795,0.0010120744297180456,3.3145307035052398e-09,2.8200679938036095e-06,0.0067393218178159941,2.1093453925136641e-05,9.2558416998299102e-12,9.5490890688220331e-06,2.5995269903683178e-05,0.012185145067041528,0.00043573401353653058,1.3666782045290188e-13,4.7511823138375774e-14,1.9019749131885943e-09,2.5643068971147474e-12,1.3792325531461624e-06,1.7926106458076601e-05,0.00033194043991299088,0.0003321265029991724,9.4314672458813762e-08,5.5581206902375016e-08,3.1408903976301909e-14,6.6353400743432348e-06,3.74916959213938e-09,1.0973033788166043e-09,5.2138756328342194e-09,2.1355609685500807e-08,5.2796305139753431e-10,6.4623509296062396e-09,0.00013617337837853885,2.2246676929097313e-13,7.2763236363368665e-14,2.3398757139654602e-08,2.9675566873114554e-09,2.6831677330767932e-10,1.5527035484868935e-07,4.8128023477393711e-07,6.4009528784452627e-09,8.9946014172462589e-10,2.2661074829073384e-08,1.6632690064521227e-08,6.1127610607947267e-09,5.8829336068147763e-12,3.2758042460591585e-10,9.0100690739865259e-10,9.4848771937534906e-10,4.7123895156826599e-10,2.2408659098670312e-11,3.0668094739868249e-11,2.5281020184073687e-11,1.3378887028157861e-12,1.7014286161907655e-09,5.0231233334924595e-14,7.6665126074591443e-13,9.8952501429512033e-09,2.7613581578336742e-12,2.0744362642876803e-11,4.4265549098055932e-12,1.1943947784263872e-11,1.991312602878968e-12,2.0557151408298383e-14,1.0184613127332491e-18,4.4314943468412671e-14,1.0726874332071518e-10,1.2742345988694008e-12,1.1067689241637174e-11,1.8044538652808361e-12,1.1038372329900862e-12,3.2162379469987749e-05,1.6533585457229022e-11,2.2532501899818743e-07,1.652482014552347e-11,2.3521380705791701e-11,2.545336298520666e-20,1.4670027633487026e-20,3.2176028344424848e-16,8.9012463395857322e-13
2.9658240532888243e-09,0.22586306073224036,76.950000000000003,0.0,0.0,0.0,0.95470871752032094,9.4988940101350057,0.00095988575051744664,0.012082162770298825,0.010701499040642467,0.0010394482134970049,3.4065280100946492e-09,2.816542798005956e-06,0.006931548543914685,2.1679060597730444e-05,9.5061863416627644e-12,1.0381469055251047e-05,2.7810486337681857e-05,0.012533769116835423,0.00046075936781456818,1.4046205860863157e-13,5.0690192035362571e-14,2.039955759043207e-09,2.7892741926492448e-12,1.4250384358050564e-06,1.8421877087712716e-05,0.00035162836468219101,0.00035182887334584491,9.9908533483518605e-08,5.8878166623199197e-08,3.2307635012716715e-14,7.0190762857687422e-06,3.965987968323226e-09,1.1609601728211477e-09,5.9820012579849711e-09,2.2660497546324004e-08,5.6340963457141203e-10,7.4726119951696347e-09,0.00014007080680003718,2.3605939952676172e-13,7.7209035956886457e-14,2.3499575498666519e-08,3.0010999873556447e-09,2.6811051676129473e-10,1.5928436084355989e-07,4.9566445652256829e-07,7.3994644661407651e-09,9.639740664732812e-10,2.534193213912905e-08,1.845511809011828e-08,6.9810921201186234e-09,6.2234914211641323e-12,3.7511364004354019e-10,9.3222093958277275e-10,1.0948396082295297e-09,5.4804553078483913e-10,2.3185590639639478e-11,3.6145941820348064e-11,3.0575151487633232e-11,1.6230174179722028e-12,1.8052879030930521e-09,5.1973394272545548e-14,7.9022910674170419e-13,1.0535203065005348e-08,2.9399409301140738e-12,2.2356926751145318e-11,4.7128342838323966e-12,1.2718075306928796e-11,2.1471695958057591e-12,2.2100288729548534e-14,1.0844712219698177e-18,4.7405976635549514e-14,1.1473759877153715e-10,1.3134533175100243e-12,1.1724201291593337e-11,1.8560749265790141e-12,1.1380436571474336e-12,3.4011132257022977e-05,1.7002513254944722e-11,2.5212974471358099e-07,1.6993144902377162e-11,2.5003832275403497e-11,2.7445558798352839e-20,1.5818228271517819e-20,3.7420375661822243e-16,1.0419536892102389e-12
3.0501026989478876e-09,0.22586303884148798,76.950000000000003,0.0,0.0,0.0,0.95345700038333236,9.4988633703345862,0.0009863622425381293,0.012407500468947442,0.010979910195827312,0.0010666869503161707,3.4982450137864688e-09,2.813023103763092e-06,0.0071235011656669723,2.2262883046098755e-05,9.7552959228609836e-12,1.1258957914013564e-05,2.9700213632213231e-05,0.012881957527924159,0.0004864352542594688,1.4424473649370094e-13,5.3994915009656968e-14,2.1838150468458016e-09,3.026570928344764e-12,1.4707923515835048e-06,1.8915214218720187e-05,0.00037185153510082024,0.00037206738161543019,1.056544503498705e-07,6.226475772963442e-08,3.3205242998305656e-14,7.413089761272193e-06,4.1886123475584912e-09,1.2263276663134992e-09,6.834511432668108e-09,2.4002476820377861e-08,6.0003613601421884e-10,8.6042156038534289e-09,0.00014396343939237897,2.5003833353967159e-13,8.1781185432596289e-14,2.3600278971198235e-08,3.0346028434452264e-09,2.6790464312636859e-10,1.6329524316406326e-07,5.1003743311640471e-07,8.5175131251989531e-09,1.0308084708657666e-09,2.8247986764327993e-08,2.0412035258849152e-08,7.94109330544059e-09,6.5731798794104034e-12,4.2777498125229847e-10,9.6364670659692799e-10,1.2586371747788351e-09,6.3439334286937799e-10,2.3967794069195357e-11,4.2377576228230656e-11,3.6771107608046728e-11,1.9575800238646662e-12,1.9121883740959376e-09,5.3727510364795001e-14,8.1378905701769628e-13,1.1196876762127674e-08,3.1245843971820825e-12,2.4046847642248844e-11,5.0088294840588356e-12,1.3518528136767087e-11,2.3105451286742136e-12,2.3714062829393255e-14,1.1527258919696837e-18,5.0627132651071423e-14,1.225201102256586e-10,1.3526422993570677e-12,1.2398563553202121e-11,1.9076311474339031e-12,1.1722244150203619e-12,3.5907749361048921e-05,1.7470881779763224e-11,2.8121255991782545e-07,1.7460890414750398e-11,2.6531263760201892e-11,2.9533858119972255e-20,1.7021818098194287e-20,4.3316200302514003e-16,1.2138216959524582e-12
3.134381344606951e-09,0.2258630185605884,76.950000000000003,0.0,0.0,0.0,0.95220723159763299,9.4988327705028848,0.001012795362421702,0.012731846462867125,0.011256948027894507,0.0010937909354949938,3.5896818267140226e-09,2.8095089100818194e-06,0.0073151801067433565,2.2844921983746724e-05,1.0003173144243888e-11,1.2182539084461401e-05,3.1665545089159745e-05,0.013229710988878119,0.00051275786111851685,1.4801585873102322e-13,5.7427846471484301e-14,2.3336423131704211e-09,3.276474318998821e-12,1.516493348761111e-06,1.9406123087362023e-05,0.00039260726352374872,0.0003928393925240376,1.115516578799383e-07,6.5740529184005379e-08,3.4101729708156275e-14,7.8173387854611646e-06,4.4170191012235038e-09,1.2933989006036648e-09,7.7776093761533836e-09,2.538139773121649e-08,6.3784004356033323e-10,9.8675600860437953e-09,0.00014785128703133715,2.6440200731617458e-13,8.6479173242423486e-14,2.3700867884773234e-08,3.068065353313312e-09,2.6769915249009634e-10,1.6730300818950173e-07,5.2439918738231152e-07,9.7652841724922292e-09,1.0999595852176599e-09,3.1390686968084708e-08,2.2508557429941494e-08,8.9991947609455617e-09,6.9319619860565741e-12,4.8593249834612047e-10,9.9528324889758652e-10,1.4413788317779149e-09,7.3110650146074801e-10,2.4755245498476953e-11,4.9436444830410115e-11,4.3988862199662773e-11,2.3482720215532095e-12,2.022126724553531e-09,5.5493531670689864e-14,8.373311483818472e-13,1.1880408471410994e-08,3.3153268009085128e-12,2.5816018196518057e-11,5.3146018159940915e-12,1.434547253171098e-11,2.4816229084489429e-12,2.540007950767265e-14,1.2232394995580451e-18,5.3981192736542174e-14,1.3062296254603314e-10,1.3918016056032396e-12,1.3090686395707957e-11,1.9591226298444307e-12,1.2063795597006123e-12,3.7851894493773967e-05,1.7938692219573474e-11,3.126925648758414e-07,1.7928057990190494e-11,2.8103638591865308e-11,3.1720609129891802e-20,1.8282150485286848e-20,4.991977315635249e-16,1.4076345305966767e-12
3.218659990266014e-09,0.22586299987941083,76.950000000000003,0.0,0.0,0.0,0.95095941067553491,9.498802209579134,0.0010391851783893243,0.013055201162561014,0.011532615528259337,0.0011207604658094216,3.6808385661964651e-09,2.8060002158901359e-06,0.0075065857906720084,2.3425178157190505e-05,1.0249820719950894e-11,1.3153180679909767e-05,3.3707562134509677e-05,0.013577030187874912,0.00053972338974034783,1.5177543015740371e-13,6.0990820653476689e-14,2.4895261321183046e-09,3.5392575154334629e-12,1.5621406770212666e-06,1.9894608956973005e-05,0.00041389286538670068,0.0004141422764790076,1.1759939177668163e-07,6.9305030467885794e-08,3.4997096916344432e-14,8.2317816415945548e-06,4.6511846000714708e-09,1.362166916790508e-09,8.8177269824457258e-09,2.6797110488870615e-08,6.7681865954578858e-10,1.1273590567101716e-08,0.00015173436065882731,2.7914885671126509e-13,9.1302487795291813e-14,2.3801342568633112e-08,3.1014876152528712e-09,2.6749404493431566e-10,1.7130766231997965e-07,5.3874974222211919e-07,1.1153491830264117e-08,1.1714231486212519e-09,3.478167750702213e-08,2.4749787279265696e-08,1.0162047679024429e-08,7.2998007461462686e-12,5.4996725472208002e-10,1.0271296079855657e-09,1.6446437695561213e-09,8.3904864819320603e-10,2.5547921064592415e-11,5.740015023272868e-11,5.2360022760593504e-11,2.8024505021276102e-12,2.135099655687979e-09,5.7271408379974549e-14,8.6085541776441471e-13,1.2585934615830804e-08,3.5122061553268657e-12,2.7666388890607473e-11,5.630212219902479e-12,1.5199073759503627e-11,2.6605921738418742e-12,2.7159993951118104e-14,1.2960261371266016e-18,5.7470996466529301e-14,1.3905297942106507e-10,1.4309312976446313e-12,1.3800480291097365e-11,2.0105494757396181e-12,1.2405091444571532e-12,3.9843229086044898e-05,1.8405945766332948e-11,3.4669118085963943e-07,1.8394648944081217e-11,2.9720920274476269e-11,3.4008230715858421e-20,1.9600619557025371e-20,5.7290064118382718e-16,1.6254112229323713e-12
3.3029386359250774e-09,0.22586298278787154,76.950000000000003,0.0,0.0,0.0,0.94971353710278483,9.4987716865159584,0.0010655317586267857,0.013377564996872386,0.011806915703336829,0.0011475958394727296,3.7717153547070953e-09,2.8024970200377443e-06,0.0076977186408334142,2.400365234575555e-05,1.0495241377266468e-11,1.4171835594633598e-05,3.5827334361388038e-05,0.013923915812729101,0.0005673280545819456,1.5552345582220525e-13,6.4685651684004978e-14,2.6515541187610209e-09,3.8151896195728977e-12,1.6077337482432407e-06,2.038067711760982e-05,0.00043570565919749188,0.00043597340960806701,1.2379688862141362e-07,7.2957811580602307e-08,3.5891346396005634e-14,8.6563766130055299e-06,4.8910852150330535e-09,1.4326247559980544e-09,9.961523366294149e-09,2.8249465294948085e-08,7.1696912194757221e-10,1.2833809630750325e-08,0.00015561267128168322,2.9427731750118871e-13,9.6250617474365983e-14,2.3901703353369204e-08,3.1348697281042338e-09,2.6728932053525941e-10,1.7530921197598429e-07,5.5308912061272317e-07,1.2693388974968059e-08,1.2451944651702617e-09,3.8432793521149066e-08,2.7140810937646219e-08,1.1436522496451865e-08,7.6766591666380385e-12,6.2027322645188774e-10,1.0591848264489493e-09,1.8700937405046404e-09,9.591230911741893e-10,2.6345796931687976e-11,6.6350491572587152e-11,6.2028542794198417e-11,3.3281755233725204e-12,2.2511038746036475e-09,5.906109081850666e-14,8.8436190222050705e-13,1.3313590805287848e-08,3.7152602469233884e-12,2.9599971904532407e-11,5.9557212712685599e-12,1.6079496098957553e-11,2.8476480962855834e-12,2.8995514256120072e-14,1.3710998127409016e-18,6.1099444231579647e-14,1.4781712909013193e-10,1.4700314370851754e-12,1.4527855813807289e-11,2.0619117869830532e-12,1.2746132227409867e-12,4.1881412352507345e-05,1.887264361642054e-11,3.8333209574540165e-07,1.8860664599498133e-11,3.1383072384747108e-11,3.6399217598861941e-20,2.0978663144075366e-20,6.5488751544620905e-16,1.8692866033846066e-12
3.3872172815841407e-09,0.22586296727593316,76.950000000000003,0.0,0.0,0.0,0.94846961033872901,9.4987412002793032,0.0010918351712837762,0.013698938412872057,0.012079851574344016,0.0011742973561164104,3.8623123198429226e-09,2.7989993212964482e-06,0.0078885790804550295,2.4580345361382974e-05,1.0739437856445408e-11,1.5239441610743287e-05,3.8025919573310601e-05,0.014270368550914191,0.00059556808321508563,1.5925994098612107e-13,6.8514133660899056e-14,2.8198129326018619e-09,4.1045357003237307e-12,1.6532721051508803e-06,2.0864332885699256e-05,0.00045804296652824359,0.00045833017378810751,1.301433858715226e-07,7.6698423037890446e-08,3.6784479919398557e-14,9.0910819845216833e-06,5.1366973180169303e-09,1.5047654596113238e-09,1.1215883237987393e-08,2.973831234770245e-08,7.5828842305255192e-10,1.4560287738151512e-08,0.00015948622997044107,3.0978582543628829e-13,1.0132305065434156e-13,2.4001950570943868e-08,3.1682117912451625e-09,2.6708497936365707e-10,1.7930766359832798e-07,5.6741734560579943e-07,1.439677662538772e-08,1.32126845359855e-09,4.2356054485320196e-08,2.9686694845944809e-08,1.2829706949120212e-08,8.0625002577768336e-12,6.9725719296340362e-10,1.0914479480065637e-09,2.1194748124604442e-09,1.0922728958978888e-09,2.7148849292029565e-11,7.6373499166865814e-11,7.3151450435326194e-11,3.934252480350291e-12,2.3701360943013495e-09,6.0862529453908379e-14,9.0785063893027462e-13,1.4063511837691533e-08,3.92452663493895e-12,3.1618845252042704e-11,6.2911891812809875e-12,1.6986902841262777e-11,3.0429921830771487e-12,3.0908404971516846e-14,1.4484744502518349e-18,6.4869499890524528e-14,1.5692253053260633e-10,1.50910208573688e-12,1.5272723640464413e-11,2.1132096653770637e-12,1.3086918481856302e-12,4.396610135602567e-05,1.9338786970953658e-11,4.2274120978509428e-07,1.9326106287066996e-11,3.3090058572251102e-11,3.8896145486202082e-20,2.2417765753504191e-20,7.4580228460088874e-16,2.1415138934464104e-12
3.471495927243204e-09,0.2258629533336049,76.950000000000003,0.0,0.0,0.0,0.94722762981647668,9.4987107498483443,0.0011180954844731553,0.014019321875745549,0.012351426177102809,0.0012008653167711314,3.9526295942935317e-09,2.7955071183606695e-06,0.008079167532605994,2.5155258048431319e-05,1.0982412910538277e-11,1.6356921504933301e-05,4.0304363827659175e-05,0.014616389089578449,0.00062443971633223383,1.629848911198972e-13,7.247804072552812e-14,2.9943882810554546e-09,4.4075568102091633e-12,1.6987553961741107e-06,2.1345581603688045e-05,0.00048090211200853581,0.00048120995667358391,1.3663812185847483e-07,8.0526415870717298e-08,3.7676499257945881e-14,9.5358560438813373e-06,5.387997282708341e-09,1.578582069511572e-09,1.2587915118297291e-08,3.1263501847105459e-08,8.0077342595071256e-10,1.6465673404386987e-08,0.00016335504785813145,3.256728162939206e-13,1.0651927571875136e-13,2.4102084554880752e-08,3.2015139045820343e-09,2.6688102148513543e-10,1.8330302364829084e-07,5.8173444032730387e-07,1.6276013172208684e-08,1.3996396911180777e-09,4.6563658222281459e-08,3.2392482814640923e-08,1.4348903995215691e-08,8.4572870344639536e-12,7.8133861961992557e-10,1.1239180175514946e-09,2.3946190906513593e-09,1.2394809307802844e-09,2.7957054367084676e-11,8.7559463240515985e-11,8.5899592913918027e-11,4.6302754334364483e-12,2.492193033692549e-09,6.2675674901466571e-14,9.3132166519692935e-13,1.4835831700085309e-08,4.140042651683118e-12,3.37251569377782e-11,6.6366757973358964e-12,1.7921456291346054e-11,3.2468326830667378e-12,3.2900490664341178e-14,1.528163889411535e-18,6.878419361026428e-14,1.6637646011556912e-10,1.5481433056164499e-12,1.6034994549656973e-11,2.1644432126651468e-12,1.3427450746037301e-12,4.6096951071850276e-05,1.9804377036051574e-11,4.6504658156337563e-07,1.9790975344820282e-11,3.4841842559658282e-11,4.1501676257082361e-20,2.3919461557494656e-20,8.4631605668344173e-16,2.4444672396405382e-12
3.5557745729022673e-09,0.22586294095094234,76.950000000000003,0.0,0.0,0.0,0.94598759494306495,9.4986803342153632,0.0011443127662702315,0.014338715868680119,0.012621642561843546,0.0012273000238477432,4.0426673158088741e-09,2.7920204098479955e-06,0.0082694844201918472,2.57283912834717e-05,1.1224169305218092e-11,1.752518315509754e-05,4.266370147937593e-05,0.014961978115555968,0.00065393920775189812,1.6669831190296472e-13,7.6579127137233386e-14,3.1753649229453102e-09,4.7245100027091619e-12,1.7441833551042141e-06,2.1824428639695871e-05,0.00050428042331947427,0.00050461015172453339,1.4328033578609567e-07,8.4441341624267373e-08,3.8567406182254681e-14,9.9906570831452231e-06,5.6449614853656939e-09,1.6540676283108509e-09,1.4084949404716318e-08,3.2824883999928056e-08,8.4442087912508833e-10,1.8563203134338285e-08,0.00016721913613908059,3.4193672593089993e-13,1.1183878107711348e-13,2.4202105640296862e-08,3.2347761685400208e-09,2.6667744696022485e-10,1.8729529860763553e-07,5.9604042797709951e-07,1.8344023351510569e-08,1.4803024521826549e-09,5.106797497752758e-08,3.5263193275835559e-08,1.6001629616491114e-08,8.8609825176242485e-12,8.7294953279055154e-10,1.1565940811954787e-09,2.697446407908645e-09,1.4017698695375542e-09,2.8770388408627354e-11,1.0000295697208382e-10,1.0045839619517829e-10,5.4266713553100031e-12,2.6172714176134724e-09,6.4500477930321158e-14,9.5477501844518743e-13,1.5630683569813729e-08,4.3618454028590203e-12,3.5921129143982873e-11,6.9922406035578824e-12,1.8883317769280903e-11,3.4593849951796383e-12,3.4973659510895837e-14,1.6101818859936791e-18,7.2846624891089846e-14,1.7618635869521006e-10,1.5871551589428258e-12,1.6814579421737824e-11,2.2156125305334376e-12,1.3767729559845175e-12,4.8273614451520701e-05,2.0269415023025626e-11,5.1037837415038363e-07,2.0255273118055128e-11,3.6638388142968665e-11,4.4218563184421908e-20,2.5485337402932638e-20,9.5712711914219636e-16,2.7806441914353858e-12
