Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063)
1.3080541913978134e-16,0.23564080073172342,76.950000000000003,0.0,0.0,0.0,0.99999993596664771,9.4999999999999964,3.1998958132858714e-10,4.7050385582142191e-09,4.7050382569022246e-09,1.570889982063469e-15,5.5408828299895148e-16,5.4291808419329099e-08,3.2669394988934128e-12,7.8709433756807746e-16,8.6391259829511239e-24,5.3659996703097382e-27,2.5189341453807033e-25,8.1096823369255049e-12,2.2811060810653389e-17,3.3652904961114369e-24,1.0040464411201882e-26,5.6710181956670144e-35,1.5155608354489359e-35,1.013595993831034e-21,7.3337017246596104e-17,1.3330657681580093e-22,1.3330659496153205e-22,1.5682794309079801e-29,2.4552631777556353e-30,1.0104925206045564e-24,1.7241144388535238e-18,4.50354610860435e-25,3.5253073409235507e-26,8.004791082008092e-53,1.0433903768682274e-30,4.7509593275715499e-28,7.3072867179877518e-53,9.4469179153516589e-14,1.1533103801737058e-37,1.1283152088032074e-37,1.6169809506817715e-19,4.7694145218953439e-20,3.4399475736008174e-15,1.6168696763372882e-19,1.5147906834031942e-25,7.3072866443153165e-53,2.4122067963988008e-34,1.5177206551282486e-35,2.1598253342656669e-38,1.0190388167547204e-45,2.1548671133109104e-28,4.3873939760513987e-53,8.4029471739296293e-21,5.7568568595289109e-44,6.1697877671395779e-53,8.1814684972676474e-27,7.9126768277678469e-61,4.4857584664724289e-58,1.237643164135906e-64,1.3177538804242724e-34,7.3990364706901567e-27,1.1820702943091832e-35,8.7398947746041674e-27,1.0256885526693051e-33,4.8853694314419282e-24,1.0283604247659854e-33,8.050004876051538e-35,1.2741021285251676e-30,8.6546369304617124e-30,1.97060169021496e-42,1.3882960590655031e-30,2.0048346032928279e-30,4.6640427711408763e-40,7.6736395288756042e-33,1.2519202801298077e-23,4.0565191928446201e-41
1.9374938063079084e-16,0.2356408007317234,76.950000000000003,0.0,0.0,0.0,0.99999990515372128,9.4999999999999947,4.7396952376714574e-10,6.9691164060720526e-09,6.9691154445118963e-09,3.4463552598798107e-15,9.1518302767585037e-16,8.0408899054296062e-08,7.1668333315895554e-12,1.7267051143983526e-15,1.9279509291631519e-23,1.6580306125927277e-26,7.7840628083574816e-25,1.7790577919788912e-11,5.0045072632799366e-17,7.4302728448173625e-24,3.0819203798931862e-26,2.3411147505746782e-34,6.2533096343908962e-35,3.1312419557234517e-21,1.6089359472202295e-16,4.1183673033326329e-22,4.1183680521240955e-22,6.471464359287082e-29,1.0132833702138411e-29,3.1214475895510693e-24,3.7825312763655359e-18,1.3910152941775227e-24,1.089027365378242e-25,7.2674067679193291e-52,4.3060200552456095e-30,1.4677890356042143e-27,6.6341552696412303e-52,2.072413229263204e-13,6.058237991293528e-37,5.8976932491965533e-37,4.9950782014992341e-19,1.4733368312355206e-19,7.5460363004417894e-15,4.994735424476606e-19,6.2514257756488153e-25,6.6341551933333338e-52,9.9557775590881628e-34,6.2646869462312117e-35,1.1377341515063941e-37,6.6044280609441128e-45,6.6572197229952775e-28,3.3964860708208223e-52,1.8435161509273895e-20,3.0335191569632568e-43,4.776322152578319e-52,2.5275361091173516e-26,7.146433878445187e-60,3.4748223692345671e-57,1.1178842743470353e-63,6.9427262238114425e-34,2.2809001536537115e-26,6.2277992574759845e-35,2.7000980822289123e-26,4.2322186949349777e-33,1.0717977854919967e-23,4.243683046951946e-33,3.3223791646340874e-34,3.9361946708794947e-30,2.6732756080583951e-29,8.1450990898191544e-42,4.2849391040861196e-30,8.2568158555134586e-30,3.0231571348124719e-39,3.1668969379244116e-32,3.8647439502243277e-23,2.6293935274835322e-40
2.5669334212180034e-16,0.23564080073172336,76.950000000000003,0.0,0.0,0.0,0.99999987434086968,9.4999999999999893,6.2794946136306116e-10,9.2331937474336858e-09,9.2331917312033527e-09,6.0492600671995375e-15,1.2781036339282709e-15,1.0652060383301415e-07,1.2578888745694609e-11,3.0306666617551684e-15,3.4136375890215376e-23,3.7298462098005531e-26,1.7511627321653101e-24,3.1225185538105175e-11,8.7842575472787014e-17,1.3084197505415446e-23,6.8895169916619516e-26,6.5277006250750267e-34,1.7428495156779566e-34,7.0424897586082559e-21,2.8241136494055952e-16,9.2630795440565404e-22,9.2630816312158831e-22,1.8038083508714906e-28,2.8246817337114388e-29,7.0200179222276037e-24,6.6393695733729841e-18,3.1280278913299365e-24,2.4492827922858621e-25,4.2489876478155375e-51,1.2003591674575296e-29,3.3014349263843755e-27,3.8787487061551242e-51,3.6374022254551369e-13,2.0288723920012798e-36,1.9659630163392038e-36,1.1234098297731401e-18,3.3135809210164478e-19,1.3243881085932533e-14,1.1233329447176827e-18,1.7426558473429775e-24,3.8787486573481956e-51,2.7754942954773039e-33,1.7466698578425463e-34,3.8203520928001705e-37,2.6100599234526435e-44,1.4973459702501792e-27,1.5498480458013904e-51,3.2358633354933012e-20,1.0189216896495329e-42,2.179480905641154e-51,5.6848714046425291e-26,3.7065791203735565e-59,1.5870741979143578e-56,5.7987960843959709e-63,2.331634055126538e-33,5.1196492992916792e-26,2.0915139464024165e-34,6.0730897837935449e-26,1.1795894405045506e-32,1.881291991558615e-23,1.1829005031491622e-32,9.2620447533410887e-34,8.8533119991743093e-30,6.0117262319607728e-29,2.272611575164292e-41,9.6290628710459473e-30,2.2975751693972343e-29,1.1948837110779477e-38,8.8282012714120229e-32,8.6863519688826778e-23,1.0392599063182529e-39
3.1963730361280984e-16,0.23564080073172336,76.950000000000003,0.0,0.0,0.0,0.99999984352809301,9.4999999999999858,7.8192939411634467e-10,1.149727058721495e-08,1.1497267116984982e-08,9.3795963733687251e-15,1.6379956333370211e-15,1.3262692384820013e-07,1.9502798896902364e-11,4.6989179522802717e-15,5.3209673645839517e-23,7.0538570131616333e-26,3.311887097729675e-24,4.8412743503783079e-11,1.362035663945137e-16,2.0326798367348708e-23,1.2948214195593526e-25,1.4722742001321425e-33,3.9292688531947662e-34,1.3315962103550568e-20,4.3789024067148117e-16,1.7515493371667451e-21,1.7515498077657169e-21,4.0670442951437686e-28,6.3695469849338505e-29,1.3272636769888423e-23,1.0294632364134968e-17,5.9135229726507051e-24,4.631011187892065e-25,1.8001675133889241e-50,2.7067417087310578e-29,6.242788162970493e-27,1.6433085293680181e-50,5.639570054074764e-13,5.3336919300529898e-36,5.1446876823348602e-36,2.1240802428576443e-18,6.265127150128823e-19,2.0532950440369134e-14,2.1239352624326675e-18,3.9295663357539558e-24,1.6433085066433052e-50,6.2590137454497056e-33,3.9393386708505155e-34,1.0069843730186821e-36,7.9080743954480789e-44,2.8313143768866588e-27,5.321244627174607e-51,5.0173347649173362e-20,2.6865246425796272e-42,7.4830276059595882e-51,1.0749310547164535e-25,1.424907176944141e-58,5.455372720808643e-56,2.2295878749101676e-62,6.1467588067833889e-33,9.6608335152767854e-26,5.5136904557887428e-34,1.1483559636032179e-25,2.6594661301052228e-32,2.9170188852806175e-23,2.6671907911780149e-32,2.0886461883155871e-33,1.6740623898681785e-29,1.1365578840949311e-28,5.1278311745290948e-41,1.8191211683347461e-29,5.1720813921058919e-29,3.6207164145455298e-38,1.9907234899934833e-31,1.6413146866624857e-22,3.1491742136372763e-39
4.455252265948288e-16,0.23564080073172333,76.950000000000003,0.0,0.0,0.0,0.99999978190276428,9.4999999999999716,1.0898892450950585e-09,1.6025422756580077e-08,1.6025415185849798e-08,1.8222533746654024e-14,2.3543775738479533e-15,1.848234136382866e-07,3.7885046048352734e-11,9.1280635503422737e-15,1.0400539400015211e-22,1.8578673843699791e-25,8.7232461754554586e-24,9.4043887171459801e-11,2.6461600225451115e-16,3.9577042184126102e-23,3.3681664426506402e-25,5.1314259520143597e-33,1.3683962319361555e-33,3.5057419999345827e-20,8.5073098715165208e-16,4.6118070594727328e-21,4.6118086986991935e-21,1.4166180200379674e-27,2.2191487480595189e-28,3.4938952171830741e-23,2.0000442718260583e-17,1.5563678912839493e-23,1.2191702576989351e-24,1.7886602427667602e-49,9.4301290824772377e-29,1.6437862352480928e-26,1.6328041063445398e-49,1.0955113332878657e-12,2.3975726691392099e-35,2.2905464081802635e-35,5.5917923717573174e-18,1.6493363240451435e-18,3.988279289862626e-14,5.591412753704992e-18,1.3690209021916366e-23,1.6328040779766449e-49,2.1809145214503876e-32,1.3729480854264664e-33,4.5518651859012615e-36,4.5603744356328257e-43,7.454778717488349e-27,3.8522601424276084e-50,9.7476448156013076e-20,1.2151627841812256e-41,5.4172654335850045e-50,2.8301882176473508e-25,1.2755232622726053e-57,3.96221012543783e-55,1.9968483640840329e-61,2.7794060809200361e-32,2.5332609616881865e-25,2.4930981593722488e-33,3.0236044877104525e-25,9.2622611666079985e-32,5.6671682448507825e-23,9.2910260903189184e-32,7.2774935959985149e-33,4.4077623467351688e-29,2.9915133302951271e-28,1.7880045523069837e-40,4.7811463417061549e-29,1.7958521433585665e-28,2.0884701576367243e-37,6.9356660367707538e-31,4.3153419018193035e-22,1.816512395726046e-38
5.714131495768478e-16,0.2356408007317233,76.950000000000003,0.0,0.0,0.0,0.99999972027773509,9.4999999999999538,1.3978490767033785e-09,2.0553572911517237e-08,2.0553559651173481e-08,2.9975103058435282e-14,3.0674710025275288e-15,2.369983771845286e-07,6.231111490980462e-11,1.501365264594347e-14,1.7166630212008728e-22,3.8656663699698837e-25,1.8150764386522662e-23,1.5467790270439004e-10,4.352823580496532e-16,6.5178870583611632e-23,6.924230289361121e-25,1.3211137400322865e-32,3.5204989903539401e-33,7.2914424199402649e-20,1.3994151386270618e-15,9.5927872045913019e-21,9.5927914226256254e-21,3.64511383457591e-27,5.7113547913073305e-28,7.2659129238117009e-23,3.289998675078556e-17,3.2359988729079924e-23,2.5355928746996781e-24,8.8101048818315768e-49,2.4269675523595705e-28,3.4192950606508501e-26,8.0424308206796675e-49,1.8018331776462683e-12,7.4192207932619874e-35,7.0316170132723611e-35,1.162941915719587e-17,3.430168457141437e-18,6.5591303218839406e-14,1.162863380383436e-17,3.523315514744321e-23,8.042430663240304e-49,5.6135976640261798e-32,3.5346505856255704e-33,1.4151631395836169e-35,1.6751147300342908e-42,1.5506236535514583e-26,1.6390886215039295e-49,1.6034434330232312e-19,3.7799320822991517e-41,2.3049803335025769e-49,5.8867467587817129e-25,6.1825636024924845e-57,1.689389997302649e-54,9.6817120853106291e-61,8.6434096675666315e-32,5.2483525668358905e-25,7.7529156089044337e-33,6.289242916645499e-25,2.3830261354327113e-31,9.322240477440232e-23,2.3908616510516295e-31,1.8731391246959311e-32,9.1683184968842976e-29,6.2204169724872036e-28,4.6041081780883447e-40,9.9277402432900725e-29,4.6080374289352601e-28,7.6727765476202697e-37,1.7850086354184481e-30,8.9635780695466922e-22,6.6737326350665345e-38
6.973010725588668e-16,0.23564080073172322,76.950000000000003,0.0,0.0,0.0,0.99999965865300533,9.4999999999999325,1.7058088889414005e-09,2.5081721048234129e-08,2.508170051302671e-08,4.4637236602714526e-14,3.7815860037150362e-15,2.8915182370601479e-07,9.2778416681510557e-11,2.2355170301544584e-14,2.5619200332859974e-22,6.9842977974037145e-25,3.2794233998716403e-23,2.3030836385350612e-10,6.4820261060810899e-16,9.7130037966446501e-23,1.2360263642281926e-24,2.8480359945499144e-32,7.5841268378501353e-33,1.3168474952457056e-19,2.083941963315607e-15,1.7326359244197015e-20,1.7326368332642827e-20,7.853764362998489e-27,1.230834644263805e-27,1.3120749596404248e-22,4.8993290150138653e-17,5.8424099226042809e-23,4.5791312078271048e-24,3.257986178108464e-48,5.2301987126454865e-28,6.1761328277507582e-26,2.9740996652599992e-48,2.6828476816553646e-12,1.863776270090653e-34,1.7526689063853813e-34,2.1001646768554883e-17,6.1945534922208405e-18,9.7653998058107575e-14,2.1000236042827894e-17,7.5927815895298571e-23,2.9740996004651972e-48,1.2099055565157652e-31,7.6198410615433121e-33,3.5714314268217971e-35,4.8691122161258557e-42,2.8007017343164338e-26,5.4088289939433613e-49,2.3877690761352748e-19,9.5444155433118647e-41,7.6062101285945462e-49,1.0632223908810864e-24,2.2882900971428592e-56,5.586631180016536e-54,3.5845026649611185e-60,2.1819010059858178e-31,9.4415948716122117e-25,1.9570759282930272e-32,1.1359535688105534e-24,5.1339227132084996e-31,1.3882229920833525e-22,5.1517341773158433e-31,4.0370661843571454e-32,1.6559606820806145e-28,1.1231450393812676e-27,9.9259038739143527e-40,1.7900010377281115e-28,9.9013795785680444e-28,2.2306769179844196e-36,3.8468063113706083e-30,1.6167106596915013e-21,1.9402559436174016e-37
8.231889955408858e-16,0.23564080073172314,76.950000000000003,0.0,0.0,0.0,0.99999959702857466,9.4999999999999041,2.0137686818092194e-09,2.9609867167940758e-08,2.9609837771479543e-08,6.2208867255455795e-14,4.4960257520624348e-15,3.4128376233968582e-07,1.2928438563157063e-10,3.1152106125066353e-14,3.5758211184407251e-22,1.14675051933841e-24,5.3845078552954472e-23,3.2092890163169612e-10,9.0337673709333618e-16,1.3542831839601777e-22,2.0045525221962302e-24,5.4550213062184414e-32,1.4515826653325432e-32,2.1612345201207101e-19,2.90431073604761e-15,2.8439068440939675e-20,2.843908583928157e-20,1.5034285857199878e-26,2.356690523088764e-27,2.1531284716461055e-22,6.8280378366843889e-17,9.585529776188291e-23,7.5150263047361841e-24,1.0031743049293934e-47,1.0014157148199584e-27,1.0137771890161907e-25,9.1576219520356737e-48,3.7384806555150062e-12,4.0925955380435682e-34,3.8174066545815984e-34,3.4466111364176436e-17,1.0165954358690353e-17,1.360664345580015e-13,3.4463808948869414e-17,1.4537577927559522e-22,9.1576217281002307e-48,2.3168933174804006e-31,1.4594631141198423e-32,7.8804686351993248e-35,1.2238830640007667e-41,4.5969820057608615e-26,1.5318537049701381e-48,3.3277401738692259e-19,2.1071784174507028e-40,2.154183314423832e-48,1.7450907951003635e-24,7.2313712703140543e-56,1.5859889347456531e-53,1.1331711827828489e-59,4.8157643552289817e-31,1.5433596280252201e-24,4.3194666523012913e-32,1.8645255206150713e-24,9.8266615620061211e-31,1.9347130970722428e-22,9.8626136306214433e-31,7.730463366123761e-32,2.7180399473247923e-28,1.8428651188365475e-27,1.9010993779213757e-39,2.9327918721515789e-28,1.8900566568006194e-27,5.6080323106561836e-36,7.3655056067991964e-30,2.6497903490100707e-21,4.8779724155883795e-37
1.0749648415049237e-15,0.23564080073172294,76.950000000000003,0.0,0.0,0.0,0.99999947378061071,9.4999999999998384,2.6296882094346116e-09,3.8666153358985748e-08,3.8666101478452826e-08,1.0608036235487832e-13,5.9251847037889207e-15,4.4548315097017897e-07,2.204024892958969e-10,5.3110275376661785e-14,6.10954046047552e-22,2.550396859961549e-24,1.1975060371707381e-22,5.4711579146982605e-10,1.5404865243537221e-15,2.3105768463567924e-22,4.3425137525962778e-24,1.5903100574463886e-31,4.2242688982480122e-32,4.8023454479204101e-19,4.952571343364624e-15,6.3205882417253178e-20,6.3205933072657577e-20,4.3769088196955878e-26,6.8648610983225151e-27,4.7830121477606643e-22,1.1643600668262683e-16,2.1284236943714664e-22,1.6697085433724764e-23,7.361642030381248e-47,2.9169369289676092e-27,2.2533203647521029e-25,6.7201839506879632e-47,6.3733176051367548e-12,1.5633436377432556e-33,1.4252922876146615e-33,7.657446643187181e-17,2.2585937903119443e-17,2.3192350461663892e-13,7.6569412736095653e-17,4.234401344491639e-22,6.7201836957553622e-47,6.7509359718627513e-31,4.2548003222419872e-32,3.0531499308018279e-34,6.4599499658824903e-41,1.0216692959487107e-25,1.1340648654273596e-47,5.6746140322412156e-19,8.1773994216352538e-40,1.5947938701386161e-47,3.8781927530658549e-24,7.7671449677731892e-55,1.1830271782023985e-52,1.2186791385364432e-58,1.8673291078851813e-30,3.3997683073423575e-24,1.6747994704063277e-31,4.1439052747286837e-24,2.86002789593647e-30,3.2991646440014587e-22,2.8718430009520608e-30,2.2523025862876639e-31,6.0407810892534508e-28,4.0926875250012802e-27,5.5406567495894494e-39,6.4928270433643253e-28,5.4644804474413099e-27,2.9621056461811e-35,2.1455086337030835e-29,5.870671869001439e-21,2.5766331422557999e-36
1.2856365611067667e-15,0.23564080073172275,76.950000000000003,0.0,0.0,0.0,0.99999937065463762,9.4999999999997655,3.1450546082008417e-09,4.6243932785111231e-08,4.6243857209912186e-08,1.517320685200572e-13,7.120744951070114e-15,5.3260524605779366e-07,3.1518434737837035e-10,7.595285245164806e-14,8.7479514858927843e-22,4.3630990927721934e-24,2.0485660187821838e-22,7.8239739741177213e-10,2.203462053651257e-15,3.3056531691782123e-22,7.2713403374097264e-24,3.2523775008288195e-31,8.6273203912839677e-32,8.2096219821248715e-19,7.0839793559334383e-15,1.0806921347715265e-19,1.0806931697054646e-19,8.9418748025204898e-26,1.403079476103763e-26,8.1747094632195384e-22,1.6654706075602632e-16,3.6364089524757474e-22,2.8541471022402652e-23,2.5099947806996912e-46,5.9616259636422383e-27,3.8529979063614098e-25,2.2912862880704902e-46,9.1140983640982454e-12,3.7718168971835204e-33,3.3850530945793501e-33,1.3088938313240265e-16,3.8606208718336287e-17,3.3161071877228455e-13,1.3088083172502407e-16,8.6540594369370989e-22,2.2912861867301874e-46,1.3801112005171275e-30,8.7017107322302759e-32,7.4390521753131842e-34,1.8666973140944643e-40,1.7468316067712687e-25,3.8493898342679689e-47,8.1167516680869649e-19,1.9947380691381219e-39,5.413264171882593e-47,6.630534127162245e-24,3.056614429363314e-54,4.0320619490718561e-52,4.7988831447485242e-58,4.5524216883402316e-30,5.7706177932424667e-24,4.0828967221680835e-31,7.0852272430883363e-24,5.8416842728915874e-30,4.7190038789355219e-22,5.8679558576486306e-30,4.604140416640018e-31,1.0328412479126461e-27,6.9933206172655496e-27,1.1328022776091343e-38,1.1065970572269485e-27,1.1104330314158338e-26,8.563057628949904e-35,4.3851012379176304e-29,1.0011684157933686e-20,7.4489494697625587e-36
1.4963082807086097e-15,0.23564080073172258,76.950000000000003,0.0,0.0,0.0,0.99999926752950097,9.4999999999996856,3.660420952720925e-09,5.3821706569973635e-08,5.3821602850733121e-08,2.0553113494833293e-13,8.3162254415040208e-15,6.196672227690431e-07,4.268453505123368e-10,1.0286494706162876e-13,1.1858610393206708e-21,6.8809174999725534e-24,3.2305508676398419e-22,1.059578925039866e-09,2.984771656084258e-15,4.4782021157077914e-22,1.1228398860212292e-23,5.9631468638052464e-31,1.5796725319564479e-31,1.2937772931374574e-18,9.5958112293194132e-15,1.7033844730383459e-19,1.7033863687212305e-19,1.6377819111220867e-25,2.5709745862368549e-26,1.2879834889011212e-21,2.2560281129129326e-16,5.7273725699940574e-22,4.4975792542856102e-23,7.1474210378705117e-46,1.0923642997204864e-26,6.0735206660964102e-25,6.524631386366317e-46,1.2342968730635764e-11,7.9380825081784779e-33,7.0159571063820856e-33,2.0624893863615723e-16,6.0833533895647894e-17,4.4902451230112619e-13,2.0623560001396646e-16,1.5856702382656752e-21,6.5246310538943305e-46,2.5294629964974129e-30,1.5954826300824878e-31,1.5810135976382485e-33,4.5927657721808959e-40,2.7533280458025843e-25,1.0932200933810032e-46,1.0994767726106725e-18,4.2443111040237757e-39,1.5373602979343304e-46,1.0450425626211781e-23,9.9905894367683448e-54,1.1493828595938886e-51,1.5693395326462946e-57,9.6808739944635071e-30,9.0300931966165692e-24,8.6820914633774386e-31,1.1167705616606506e-23,1.0697271825879432e-29,6.3922616443748001e-22,1.0749267945846005e-29,8.4379099199582217e-31,1.627947040358188e-27,1.1016052850187789e-26,2.0763051849754669e-38,1.7386956587692475e-27,2.0231809582031873e-26,2.1077560679494131e-34,8.0351499234262332e-29,1.5739830234876789e-20,1.8335854691397698e-35
1.7069800003104526e-15,0.2356408007317223,76.950000000000003,0.0,0.0,0.0,0.99999916440520009,9.4999999999995914,4.1757872429952919e-09,6.1399474715702955e-08,6.1399338401234188e-08,2.6747725639937084e-13,9.5118253575317093e-15,7.0666912255464126e-07,5.5537385897910377e-10,1.3384424275476626e-13,1.5441499471988609e-21,1.0220152085630158e-23,4.7979301243592251e-22,1.3786314807591349e-09,3.8844152277421698e-15,5.8281226654226597e-22,1.6335725168399779e-23,1.0087912570362703e-30,2.6688563555262725e-31,1.9202514567336259e-18,1.2488063664508202e-14,2.5286292301204693e-19,2.5286324340534677e-19,2.7678887966257385e-25,4.3468566839357996e-26,1.9112216395309285e-21,2.9360337326276846e-16,8.4957547244336456e-22,6.6748838904165803e-23,1.7686388050372294e-45,1.846853742898328e-26,9.0166199330201529e-25,1.6145289397205178e-45,1.6059592134865557e-11,1.5096547445963853e-32,1.3150774794716671e-32,3.0608462949832045e-16,9.0279977706792073e-17,5.8414474239272403e-13,3.0606503532560379e-16,2.6808237041965723e-21,1.6145288476302278e-45,4.2776273291851865e-30,2.6992089891146119e-31,3.0352705180098663e-33,9.9832476053450355e-40,4.0872073459692937e-25,2.6793731617683456e-46,1.4308656723071893e-18,8.1575013606262126e-39,3.7679223176172472e-46,1.5512484845886487e-23,2.7486340637724627e-53,2.8282507419654471e-51,4.320227625596083e-57,1.8596160745110499e-29,1.3309284979890784e-23,1.6676980951374599e-30,1.6578144253557474e-23,1.8074846014379646e-29,8.3189354080743786e-22,1.8169164797263349e-29,1.4268624586391234e-30,2.4166222552237051e-27,1.6343008468143485e-26,3.5113687253699404e-38,2.5729531005646727e-27,3.4016545866214947e-26,4.5835343051029209e-34,1.3585336160490257e-28,2.3305718502253058e-20,3.9874501810606265e-35
2.1283234395141386e-15,0.23564080073172172,76.950000000000003,0.0,0.0,0.0,0.99999895815910411,9.4999999999993658,5.206519660808601e-09,7.6554994099469439e-08,7.6554779232551313e-08,4.1580944312784472e-13,1.1902986929496035e-14,8.8049285700623936e-07,8.6298687389420942e-10,2.079951778178483e-13,2.4023897386764275e-21,1.9829909628886145e-23,9.3071755975807748e-22,2.1422342035141193e-09,6.0387038631764512e-15,9.0596747613506364e-22,3.042049606371955e-23,2.4422900451698332e-30,6.4439728845343142e-31,3.7203874929855164e-18,1.9413817019417773e-14,4.9007813130308066e-19,4.9007890549215315e-19,6.6874320301308579e-25,1.0511734547598082e-25,3.7011988858309565e-21,4.5643939011384208e-16,1.6440707611344271e-21,1.2930203982626248e-22,8.5229113204273424e-45,4.4658614773991339e-26,1.747778005635439e-24,7.7802730113951306e-45,2.4954752958533668e-11,4.4718013708375421e-32,3.779873074397495e-32,5.9288777239918157e-16,1.7487171411526819e-16,9.0742403571880084e-13,5.9285060974155955e-16,6.4821748542755015e-21,7.7802724436479613e-45,1.0349176150759779e-29,6.5357402443574907e-31,9.1767569099826594e-33,3.7966842934733633e-39,7.921349783152702e-25,1.2895774402320926e-45,2.2244031845636942e-18,2.4724352354247537e-38,1.8135013441450443e-45,3.0061497034936025e-23,1.6866919929355292e-52,1.3745939911828263e-50,2.6553991206206142e-56,5.629376857831891e-29,2.5425547682696626e-23,5.0480066166086705e-30,3.2130320400885775e-23,4.3651031279550691e-29,1.2932520830007584e-21,4.39115723201316e-29,3.451656860664726e-30,4.6836115777887368e-27,3.1635242839237323e-26,8.4952480126518576e-38,4.9551640880787139e-27,8.1311147918778101e-26,1.7448667163929513e-33,3.2852397740150596e-28,4.4935882221447743e-20,1.5180632008916226e-34
2.5496668787178246e-15,0.23564080073172095,76.950000000000003,0.0,0.0,0.0,0.99999875191634491,9.4999999999990923,6.2372518616442098e-09,9.1710490955107889e-08,9.1710179706413004e-08,5.9672618584426597e-13,1.4294148462059677e-14,1.0540767806045277e-06,1.2379303905656048e-09,2.9838714356132661e-13,3.4495003642047514e-21,3.4128234129022785e-23,1.6013215781586842e-21,3.0729747053422519e-09,8.6663271288880259e-15,1.2999502053363516e-21,5.0310869157022887e-23,5.0307992238681424e-30,1.3239868782130957e-30,6.393727150195964e-18,2.7861213013136475e-14,8.4251995088432915e-19,8.4252154273495339e-19,1.3748750640680097e-24,2.1629956126200496e-25,6.3578627140601012e-21,6.5505602732386734e-16,2.8221445023991313e-21,2.2217921606827207e-22,2.9852950220676949e-44,9.1888447815801493e-26,3.0051269374197601e-24,2.7251742483471533e-44,3.5796891636470184e-11,1.0782362809850486e-31,8.8705893078090275e-32,1.0186853340553056e-15,3.0045836482883755e-16,1.3012877280386245e-12,1.0186228319873623e-15,1.333695461649806e-20,2.7251740131906517e-44,2.1305172483100504e-29,1.3465381357973036e-30,2.2551307353291271e-32,1.1131002075257708e-38,1.3617784390173615e-24,4.4943126927951534e-45,3.1922833874766204e-18,6.0900096487812868e-38,6.320263718277296e-45,5.1674339959984946e-23,6.9561281234259546e-52,4.8290985979206285e-50,1.0964486545206322e-55,1.385017863694914e-28,4.3094138798042053e-23,1.2418880880992576e-29,5.5236852389257779e-23,8.9704254183058538e-29,1.8559739970438142e-21,9.0305113143533506e-29,7.104790888181146e-30,8.0517027260432152e-27,5.4318711984665372e-26,1.7487812619316385e-37,8.4655948688710638e-27,1.6545082509471857e-25,5.1200917660366751e-33,6.7599893355596006e-28,7.6856543287258682e-20,4.454867964345247e-34
2.9710103179215105e-15,0.23564080073172008,76.950000000000003,0.0,0.0,0.0,0.99999854567691815,9.4999999999987708,7.2679838455055554e-09,1.0686596530123474e-07,1.068655398253688e-07,8.1022504140549957e-13,1.6685292108244242e-14,1.2274212241542303e-06,1.6801115161686124e-09,4.0500164315842938e-13,4.6854676623497838e-21,5.4055099648392769e-23,2.5353572098098053e-21,4.1706223958210217e-09,1.1767284194111251e-14,1.764679789051301e-21,7.6663748130983671e-23,9.2682088533724799e-30,2.4332040628216676e-30,1.0112425091091607e-17,3.7830225230884294e-14,1.3329973956230164e-18,1.3330003232452669e-18,2.52828232856162e-24,3.9809576316366673e-25,1.0051168332478451e-20,8.8945419776881137e-16,4.458382309283565e-21,3.5134783287576368e-22,8.552374367840238e-44,1.6910940791371082e-25,4.7552463745311415e-24,7.807174062524862e-44,4.8583322114678188e-11,2.2590022801422544e-31,1.8127535878213768e-31,1.6108072880692925e-15,4.7509999153100978e-16,1.7655751923148019e-12,1.610710576325706e-15,2.4543932810744421e-20,7.8071732939136168e-44,3.9229332544246461e-29,2.4813124411076658e-30,4.8108481043181717e-32,2.7451637346514982e-38,2.1545074028813633e-24,1.2751034513026068e-44,4.3345020182487433e-18,1.302088516373172e-37,1.7931585604511579e-44,8.1747386320684639e-23,2.2579934459117408e-51,1.3804197979842101e-49,3.5631907177135412e-55,2.9580035530158545e-28,6.7234469467678402e-23,2.6521277534371979e-29,8.7393080580668123e-23,1.6488989277084139e-28,2.5200572724299213e-21,1.6611217258843164e-28,1.3080453696563145e-29,1.2738810747731398e-26,8.5835328591922357e-26,3.2198252802920635e-37,1.3311509795801707e-26,3.0121142788021875e-25,1.2637947119417125e-32,1.2441583535724084e-27,1.2098267767170079e-19,1.0996679246381586e-33
