Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063)
1.1325039343026584e-08,0.23573230005986268,76.950000000000003,0.0,0.0,0.0,0.0082873503596605901,9.4997554004812113,0.0049388343750475412,0.035765943453772979,0.0036788076848746003,0.00010950001462502975,5.6406085025756898e-09,3.0436465128135981e-06,0.21232970998035408,3.3858821358837091e-05,6.3469781283006421e-13,5.8619233542947875e-05,0.00052610527800262148,0.68433816802154812,0.0042052549726706362,1.4765860546755063e-13,1.9733092869668415e-12,1.5410011832440323e-07,1.3133413590512702e-10,0.00018821843266057469,2.4774197172029999e-05,0.033371627425795629,0.034960536010815141,5.9418003841717284e-06,3.2120476261604476e-06,3.8831692242615324e-10,0.0020727552239473857,7.3388997833247953e-07,1.982177933353954e-07,1.8444997737337419e-05,1.0475985944006156e-06,1.0220556201893433e-06,0.00050043977201186707,0.0082457147523630307,8.730933368093034e-12,3.2236080336870212e-12,7.2909800009787909e-07,2.2495401925772651e-07,4.229141673197223e-09,3.5955377618009335e-05,0.00011585856636249236,0.0002709876514464391,2.6091105436252389e-07,2.7511504222882964e-05,4.2612826184834589e-06,1.9107876783657849e-05,8.9390051529031928e-09,2.9780525863615885e-07,2.806138234648129e-07,3.2613605501717161e-06,5.6121382649772709e-06,4.9407737589864977e-09,9.8781404938679767e-08,1.3734610842552486e-06,2.1388023970110289e-08,1.7107890437286887e-05,3.5483061957005905e-11,6.0799840930381365e-09,2.7533151509030791e-05,3.625518034394054e-09,5.6951767814200687e-08,6.5008176376997709e-09,1.8207928698863218e-08,1.6917648872875745e-09,1.7079875421300491e-10,4.4796161079165701e-16,5.003110222334682e-10,7.9839989111283472e-07,4.742161941371559e-09,9.8946178692613936e-09,4.5107909038801387e-10,4.7413061109341622e-09
1.1422093313603675e-08,0.2357325075092435,76.950000000000003,0.0,0.0,0.0,0.0079782263646583779,9.4997576552775005,0.0049359160114944524,0.035737444563877598,0.0035967963622073017,0.00010705892028147967,5.6361103511370627e-09,3.001278148151609e-06,0.2119787979532094,3.3831820411375739e-05,6.20548433793839e-13,5.8439686837363338e-05,0.00053080868597484585,0.6849940794873346,0.0042073816698999554,1.4754085409087736e-13,1.9909263204464917e-12,1.554866350222452e-07,1.3102168620930012e-10,0.00018840217419047016,2.4221943041199205e-05,0.033435790782009804,0.035045122616565123,5.9532210578437021e-06,3.2182218000620653e-06,3.8868912271154244e-10,0.002091411941625054,7.4049523968384234e-07,2.0000208677082694e-07,1.851962553802514e-05,1.0570367937422043e-06,1.0314079247411798e-06,0.00050797489505288371,0.0082549581632870659,8.8095879088937339e-12,3.25264861211597e-12,7.2927001944642208e-07,2.2514042104794289e-07,4.2108765958998609e-09,3.6024507009531865e-05,0.00011608456195318489,0.00027358071843599271,2.6330428642956288e-07,2.7801267184097357e-05,4.2669857679136374e-06,1.9343978610378569e-05,9.0195267771298296e-09,3.0149426568018058e-07,2.8312570515727306e-07,3.3207356076446983e-06,5.6839655798690015e-06,4.9850035360823412e-09,1.0005785000168744e-07,1.4035323289603513e-06,2.1857367252428987e-08,1.728606828717928e-05,3.5805198603543064e-11,6.0919103456821722e-09,2.7959554500338598e-05,3.6816639336782702e-09,5.7693173483301824e-08,6.6014916782484357e-09,1.848998246147247e-08,1.7138004559409658e-09,1.7300646174723071e-10,4.5490085464644023e-16,5.0707420640578994e-10,8.0919677648286529e-07,4.7514645578380267e-09,9.9136435825848876e-09,4.5151114346273633e-10,4.7506131805605705e-09
1.1519147284180766e-08,0.23573270985241418,76.950000000000003,0.0,0.0,0.0,0.0076812856745417492,9.4997598607181661,0.0049329286110235656,0.035708965506021539,0.0035166027244916132,0.00010467193053526514,5.6316153986355567e-09,2.9604286407750785e-06,0.21162520204295218,3.3804838638081015e-05,6.0671266266950232e-13,5.825697772476357e-05,0.00053550583624930063,0.6856407580808509,0.004209428728050621,1.4742318631208477e-13,2.0085196749406306e-12,1.5687129390975315e-07,1.3070180325412908e-10,0.00018858326063847381,2.3681927342101186e-05,0.033498151249529658,0.035127823482549496,5.9643208151982705e-06,3.2242224823072972e-06,3.890560834754159e-10,0.0021100488743256577,7.4709350000498981e-07,2.0178448903241902e-07,1.8592314418270287e-05,1.0664649908077672e-06,1.0407495883110685e-06,0.00051550568554528599,0.0082640954491775918,8.8881591382052105e-12,3.2816584304658357e-12,7.294546355456827e-07,2.2532616575939951e-07,4.193339716645462e-09,3.6093318465626511e-05,0.00011630944689012709,0.00027613887883025064,2.656947968873059e-07,2.8089508936985716e-05,4.2723864046080555e-06,1.9579263795778265e-05,9.0999636306396008e-09,3.0517056900023306e-07,2.8564202913118794e-07,3.3805513543143443e-06,5.7555601335837104e-06,5.0293115376433973e-09,1.0133023478721528e-07,1.4338872965601622e-06,2.2331155179179741e-08,1.746421391211364e-05,3.6127931225046677e-11,6.1037760544153993e-09,2.838892360450315e-05,3.7382003983520977e-09,5.8436884910411293e-08,6.7028660360110218e-09,1.8773998831013224e-08,1.735904622460831e-09,1.7522088762647474e-10,4.618883836539974e-16,5.1386261730079862e-10,8.2003400148142671e-07,4.760719932628799e-09,9.9321347078339604e-09,4.5193711737500662e-10,4.7598728086979639e-09
1.1616201254757857e-08,0.2357329072075008,76.950000000000003,0.0,0.0,0.0,0.0073960455025928436,9.4997620178528575,0.0049298750749022487,0.035680507267010601,0.0034381873145449449,0.00010233787095253094,5.6271238796325331e-09,2.9210380325639714e-06,0.2112690628130684,3.3777877364499701e-05,5.9318369114028598e-13,5.8071236610743822e-05,0.0005401968071316952,0.68627853387495075,0.0042113993394097497,1.4730560802896744e-13,2.0260912353914005e-12,1.5825411835600449e-07,1.3037477527789185e-10,0.00018876178733915865,2.3153884543079445e-05,0.033558752645166542,0.035208680408389391,5.9751074313615799e-06,3.2300538807318125e-06,3.8941799204815273e-10,0.0021286660048639265,7.536847522809325e-07,2.0356499831874832e-07,1.8663102850097119e-05,1.0758831769243312e-06,1.0500806189415937e-06,0.00052303112499339777,0.0082731305111342131,8.9666469708737661e-12,3.3106374575784558e-12,7.2965132833297355e-07,2.2551127176433354e-07,4.1765020932761557e-09,3.6161826495866058e-05,0.00011653327137037688,0.00027866209805975823,2.6808258777827771e-07,2.8376213313490485e-05,4.2774930887517464e-06,1.9813713797359627e-05,9.1803156331691301e-09,3.0883387715515704e-07,2.8816278200261266e-07,3.440805484965392e-06,5.8269157810871042e-06,5.07369752765572e-09,1.025984476606372e-07,1.4645240737932494e-06,2.2809357873084703e-08,1.7642325310449366e-05,3.645125763146459e-11,6.1155839439694949e-09,2.8821253803123775e-05,3.7951267673629893e-09,5.9182873644241961e-08,6.8049395256606044e-09,1.9059974489979005e-08,1.7580765405707843e-09,1.7744194848915299e-10,4.6892411618218043e-16,5.206759789378399e-10,8.309111252520377e-07,4.7699301915394221e-09,9.9501042393399571e-09,4.5235723000722883e-10,4.7690871291893237e-09
1.1713255225334948e-08,0.23573309969003123,76.950000000000003,0.0,0.0,0.0,0.0071220422958528208,9.4997641277117637,0.004926758189279499,0.035652070742546928,0.0033615114665623961,0.00010005559061009988,5.6226358590415033e-09,2.8830488952440969e-06,0.21091051518539786,3.3750937223633426e-05,5.7995484985642493e-13,5.788258997171616e-05,0.00054488167527985416,0.68690772393467026,0.00421329656745507,1.471881218365483e-13,2.0436396659820517e-12,1.5963513124147651e-07,1.3004088097122837e-10,0.00018893784586812069,2.263755442701603e-05,0.033617637781330291,0.035287734286014699,5.9855885487420325e-06,3.2357201211911857e-06,3.8977502833752052e-10,0.0021472633173190252,7.6026899170358814e-07,2.0534361322120563e-07,1.8732028872460452e-05,1.0852913440187922e-06,1.0594010251872423e-06,0.00053055022194852246,0.00828206709639801,9.0450513522749019e-12,3.3395856729692157e-12,7.2985959848064077e-07,2.2569575671074895e-07,4.1603361415009005e-09,3.6230045032389578e-05,0.00011675608359347538,0.00028115036340381407,2.704676612771379e-07,2.8661364922941917e-05,4.2823141400121893e-06,2.0047310818538235e-05,9.260582710000293e-09,3.1248391040683421e-07,2.9068795042297574e-07,3.5014956831035849e-06,5.8980266187513689e-06,5.1181612710798517e-09,1.038623813469391e-07,1.4954407506049074e-06,2.3291945504061353e-08,1.782040058030795e-05,3.6775175642515799e-11,6.1273366304941934e-09,2.9256540074185381e-05,3.8524423805942245e-09,5.9931111644797771e-08,6.9077109634961641e-09,1.9347906118429141e-08,1.7803153762253861e-09,1.7966956211129928e-10,4.7600797056653563e-16,5.2751401878842617e-10,8.4182771247250449e-07,4.779097375905882e-09,9.9675648700723347e-09,4.5277168991142541e-10,4.7782581909634524e-09
1.1810309195912039e-08,0.23573328741296198,76.950000000000003,0.0,0.0,0.0,0.006858830961580892,9.4997661913053264,0.0049235806297708018,0.0356236567441141,0.003286537295420896,9.7823961830933206e-05,5.6181514357344098e-09,2.8464060730872849e-06,0.21054968866498255,3.3724018673462425e-05,5.6701960180540884e-13,5.7691160473315694e-05,0.00054956051572281725,0.68752863283534127,0.0042151233520679324,1.4707072975165326e-13,2.0611648654991405e-12,1.6101435496344167e-07,1.2970039108849323e-10,0.00018911152419174909,2.2132682020867168e-05,0.033674848486951806,0.035365025117894425,5.995771624513162e-06,3.2412252351378018e-06,3.901273651890277e-10,0.0021658407969858077,7.6684621351968938e-07,2.0712033244349301e-07,1.8799130077088092e-05,1.0946894846320264e-06,1.0687108160712775e-06,0.00053806201159085334,0.0082909088044775467,9.1233722251160418e-12,3.3685030554509249e-12,7.3007896664061519e-07,2.2587963757554186e-07,4.1448154358755601e-09,3.6297987452987367e-05,0.00011697792984106923,0.00028360368310904427,2.7285001967980585e-07,2.8944949129379843e-05,4.2868576440559343e-06,2.0280037786437593e-05,9.340764791821687e-09,3.1612040037240441e-07,2.9321752108310588e-07,3.5626196205505714e-06,5.9688869772059309e-06,5.1627025339414166e-09,1.0512193280181834e-07,1.5266354203727774e-06,2.3778888292869551e-08,1.7998437915550698e-05,3.7099683090986175e-11,6.1390366259910228e-09,2.9694777392183481e-05,3.9101465772272855e-09,6.0681571277466824e-08,7.0111791646750682e-09,1.963779039408447e-08,1.8026203074358841e-09,1.8190364748831225e-10,4.8313986507207469e-16,5.3437646777105085e-10,8.5278333330473102e-07,4.7882234458739773e-09,9.9845290021844055e-09,4.531806974429391e-10,4.7873879614169293e-09
1.190736316648913e-08,0.23573347048668625,76.950000000000003,0.0,0.0,0.0,0.0066059841253658666,9.4997682096235927,0.0049203449658587204,0.035595266004869057,0.0032132276857040412,9.5641879878392247e-05,5.6136708400261506e-09,2.8110564473868011e-06,0.21018670755587593,3.3697122926183731e-05,5.5437154201679729e-13,5.7497067085187261e-05,0.00055423340188116518,0.68814155315986203,0.0042168825145426922,1.4695343724404953e-13,2.0786694416264944e-12,1.6239181144173059e-07,1.2935356908582561e-10,0.00018928290681096855,2.1639017522991241e-05,0.033730425628107082,0.035440592035019543,6.0056638979560983e-06,3.2465731431876543e-06,3.9047516866731739e-10,0.0021843984303285243,7.7341641159598562e-07,2.0889515447076513e-07,1.8864443596049756e-05,1.1040775919359808e-06,1.0780100010462974e-06,0.00054556555530791177,0.0082996590930283845,9.2016095136167723e-12,3.3973895774644292e-12,7.3030897281627036e-07,2.2606293074475257e-07,4.1299142980678678e-09,3.6365666603353667e-05,0.00011719885455332765,0.00028602208552731465,2.7522966539286157e-07,2.9226952029519225e-05,4.2911314589452336e-06,2.0511878330317512e-05,9.4208618143963236e-09,3.1974308968522934e-07,2.9575148071803788e-07,3.6241749570908228e-06,6.0394914143859031e-06,5.2073210822697638e-09,1.063770030862271e-07,1.558106180106508e-06,2.4270156514349509e-08,1.8176435601916839e-05,3.7424777822136979e-11,6.1506863427281899e-09,3.0135960728255778e-05,3.9682386944652091e-09,6.1434225307293774e-08,7.115342940759034e-09,1.9929623992283182e-08,1.8249905240873504e-09,1.8414412484547159e-10,4.9031971788421796e-16,5.4126306022251731e-10,8.6377756334421304e-07,4.7973102833861745e-09,1.0001008755858255e-08,4.5358444594976046e-10,4.7964783296536415e-09
1.2004417137066221e-08,0.2357336490191609,76.950000000000003,0.0,0.0,0.0,0.0063630914195581543,9.499770183637871,0.0049170536651167189,0.035566899187436406,0.0031415462805560587,9.3508262552453045e-05,5.6091940919076886e-09,2.7769491837097012e-06,0.20982169116815316,3.3670250440244661e-05,5.4200440000758511e-13,5.730042519239324e-05,0.00055890040558831671,0.68874676597566087,0.0042185767623880545,1.4683624610857941e-13,2.096151806063603e-12,1.637675221248152e-07,1.2900066931948609e-10,0.00018945207489920083,2.1156316228457945e-05,0.03378440912815759,0.035514473314631416,6.015272498443945e-06,3.251767692581298e-06,3.9081859824692523e-10,0.0022029362049309602,7.7997958240349017e-07,2.106680782195622e-07,1.892800609060382e-05,1.1134556596218668e-06,1.0872985899574054e-06,0.00055305994026996037,0.0083083212834926083,9.2797631790809188e-12,3.4262452243507807e-12,7.3054917530495644e-07,2.2624565195185031e-07,4.1156082926283065e-09,3.6433094817993336e-05,0.00011741890040229186,0.00028840561827285093,2.7760660092400358e-07,2.9507360431331656e-05,4.295143221411634e-06,2.0742816760609049e-05,9.5008737183806741e-09,3.2335173166604861e-07,2.9828981610920333e-07,3.6861593401770679e-06,6.109834708774098e-06,5.2520166832012108e-09,1.0762749724444834e-07,1.5898511306336884e-06,2.4765720500441513e-08,1.8354392013315666e-05,3.7750457691509012e-11,6.162288096833489e-09,3.0580085050305898e-05,4.0267180708442067e-09,6.2189046893485554e-08,7.2202011055999622e-09,2.0223403586170839e-08,1.8474252277839312e-09,1.8639091547376463e-10,4.9754744717100392e-16,5.481735338304327e-10,8.748099835692671e-07,4.8063596956572677e-09,1.0017015967333069e-08,4.5398312027034202e-10,4.8055311096191936e-09
1.2101471107643313e-08,0.2357338231159384,76.950000000000003,0.0,0.0,0.0,0.0061297588007587344,9.4997721143006757,0.0049137090972634729,0.035538556889345443,0.0030714574702160164,9.1422049883580725e-05,5.6047212213002168e-09,2.744035495265727e-06,0.20945475401674782,3.3643401275645216e-05,5.2991203148871953e-13,5.7101346703324342e-05,0.00056356159711259523,0.6893445412928374,0.0042202086939273136,1.4671915658364792e-13,2.1136111670143343e-12,1.6514150799616768e-07,1.2864193881015124e-10,0.00018961910643478216,2.0684338452991359e-05,0.033836837987803577,0.035586706397690113,6.0246043909402776e-06,3.2568126468905597e-06,3.9115780715118551e-10,0.00222145410945604,7.865357228093567e-07,2.1243910279248618e-07,1.8989853741304415e-05,1.1228236819152414e-06,1.0965765930076579e-06,0.0005605442790031736,0.0083168985665157732,9.3578331839674046e-12,3.4550699821006966e-12,7.3079915000721391e-07,2.2642781631722418e-07,4.1018741116735538e-09,3.650028394061064e-05,0.00011763810836227479,0.0002907543473987704,2.7998082887357709e-07,2.9786161833224253e-05,4.2989003529970332e-06,2.0972838048541348e-05,9.5808004492683819e-09,3.269460900042133e-07,3.0083251408699509e-07,3.7485704046922112e-06,6.1799118528324599e-06,5.296789105382882e-09,1.0887332418565094e-07,1.6218683767739437e-06,2.5265550643012672e-08,1.853230560826643e-05,3.8076720568909531e-11,6.1738441121723866e-09,3.1027145323145275e-05,4.0855840446020202e-09,6.2946009583737288e-08,7.3257524726730456e-09,2.0519125846869192e-08,1.8699236316893447e-09,1.8864394182490088e-10,5.0482297104036765e-16,5.5510762963205698e-10,8.8588018028992091e-07,4.8153734181042915e-09,1.0032562199275789e-08,4.5437689776804273e-10,4.8145480430924838e-09
1.2198525078220404e-08,0.23573399288014507,76.950000000000003,0.0,0.0,0.0,0.0059056078951229551,9.4997740025445143,0.0049103135380545353,0.035510239646865789,0.0030029263803620682,8.9382203836453175e-05,5.6002524726401955e-09,2.7122683021254891e-06,0.20908600601234634,3.3616576594772401e-05,5.1808841720519665e-13,5.6899940154255979e-05,0.00056821704518012514,0.68993513850400146,0.0042217808027226024,1.4660217401163909e-13,2.1310510672454751e-12,1.6651378958085743e-07,1.2827761846336076e-10,0.00018978407632806263,2.0222849455736383e-05,0.033887750304863969,0.035657327906077646,6.0336663089484869e-06,3.2617116566312149e-06,3.9149294262210141e-10,0.0022399521336087811,7.930848273263512e-07,2.1420822691318827e-07,1.9050022239650926e-05,1.132181653628368e-06,1.105844020726777e-06,0.00056801770896157118,0.0083253940071473902,9.43581945863185e-12,3.483863825600953e-12,7.3105849000289279e-07,2.2660943845874038e-07,4.0886889579392187e-09,3.6567245343917306e-05,0.00011785651777743066,0.00029306835659345123,2.8235235192601743e-07,3.0063344403811198e-05,4.3024100660636481e-06,2.1201927806362401e-05,9.6606419570772866e-09,3.3052593844660703e-07,3.0337956153501545e-07,3.8114057727525467e-06,6.2497180466190219e-06,5.3416381174350247e-09,1.1011439656863693e-07,1.6541560274886705e-06,2.5769617396300123e-08,1.8710174926480113e-05,3.840356433813628e-11,6.185356524434256e-09,3.1477136508642806e-05,4.1448359512848637e-09,6.3705087308717302e-08,7.4319958505990189e-09,2.0816787443364979e-08,1.8924849603444445e-09,1.9090312756625239e-10,5.1214620751310371e-16,5.6206509199488672e-10,8.9698774509658522e-07,4.8243531168147388e-09,1.0047658751994838e-08,4.5476595012330169e-10,4.8235308025428467e-09
1.2295579048797495e-08,0.23573415841262302,76.950000000000003,0.0,0.0,0.0,0.0056902753703146495,9.4997758492839459,0.0049068691730180291,0.035481947941795357,0.0029359188604415856,8.7387707886751965e-05,5.5957878365521636e-09,2.6816025903275279e-06,0.20871555264443881,3.3589776792152343e-05,5.0652766791581635e-13,5.6696310810769639e-05,0.00057286681699833129,0.69051880680599653,0.0042232954818158305,1.4648529987263736e-13,2.1484697902014042e-12,1.6788438695234756e-07,1.2790794044008555e-10,0.00018994705654340553,1.9771619360802934e-05,0.03393718329346098,0.035726373659532414,6.0424648981725301e-06,3.266468306488896e-06,3.9182414604389424e-10,0.0022584302680920564,7.9962689346573151e-07,2.1597544976439772e-07,1.9108546780752562e-05,1.1415295700253726e-06,1.1151008839419708e-06,0.0005754793920979246,0.0083338105498272988,9.5137219775106712e-12,3.5126267450042676e-12,7.3132680452461083e-07,2.2679053240883946e-07,4.0760311536162297e-09,3.6633989948030471e-05,0.0001180741664266203,0.00029534774639638009,2.8472117284215228e-07,3.0338896962249829e-05,4.3056793696741164e-06,2.1430072268124356e-05,9.7403981961583526e-09,3.3409106049599457e-07,3.0593094539127636e-07,3.8746630535606486e-06,6.3192486915859987e-06,5.3865634890746344e-09,1.1135063068989301e-07,1.6867121960204906e-06,2.6277891279191801e-08,1.8887998585577292e-05,3.8730986893212753e-11,6.1968273841834319e-09,3.193005356585874e-05,4.2044731281538865e-09,6.4466254376880492e-08,7.5389300509016059e-09,2.111638504270158e-08,1.9151084495172933e-09,1.9316839735928661e-10,5.1951707460889198e-16,5.6904566853354925e-10,9.0813227480858698e-07,4.8333003917390456e-09,1.0062316658530883e-08,4.5515044123795501e-10,4.8324809939065841e-09
1.2382927622316877e-08,0.23573430385526642,76.950000000000003,0.0,0.0,0.0,0.0055037271619758493,9.4997774766048,0.0049037292519806203,0.035456507599627818,0.0028768870932516432,8.5630612768335901e-05,5.5917731547938311e-09,2.6549095220172966e-06,0.20838077029148269,3.3565677952752254e-05,4.9634297181964825e-13,5.6511228356683492e-05,0.00057704681278347746,0.69103838212728474,0.0042246114906752726,1.4638020456584959e-13,2.1641273640917113e-12,1.6911650081668622e-07,1.2757083580064127e-10,0.00019009209476013189,1.9374097502341749e-05,0.033980438217853549,0.035787196538979021,6.0501638619522499e-06,3.2706304794587575e-06,3.9211897961515793e-10,0.0022750435765525648,8.0550873384391108e-07,2.1756432431667389e-07,1.9159841967901911e-05,1.1499340939439237e-06,1.1234230373505161e-06,0.00058218419014457762,0.008341320320682891,9.5837626172194348e-12,3.5384869262268406e-12,7.3157565032326355e-07,2.2695307649767629e-07,4.0650730379016982e-09,3.6693883403448018e-05,0.00011826942976828883,0.00029736969370823806,2.8685080367826836e-07,3.0585491872565138e-05,4.3084218265504218e-06,2.1634583164295228e-05,9.8121058723669045e-09,3.3728690796992353e-07,3.0823088773992435e-07,3.931953355207092e-06,6.3815870346298793e-06,5.427061422341878e-09,1.1245903834953969e-07,1.7162407745841316e-06,2.6738910557301139e-08,1.904799975796363e-05,3.9026160326507665e-11,6.2071172593933902e-09,3.2340176369192077e-05,4.2584754458040206e-09,6.515307019268867e-08,7.635760502603744e-09,2.1387675408514063e-08,1.9355221143136237e-09,1.9521228065949075e-10,5.2619151138182615e-16,5.7534774406303501e-10,9.1819362748744567e-07,4.8413264880338439e-09,1.0075142643195271e-08,4.5549271322253284e-10,4.8405095962155306e-09
1.247027619583626e-08,0.23573444602039775,76.950000000000003,0.0,0.0,0.0,0.0053237943364891922,9.4997790716741193,0.0049005529717407294,0.035431088574613218,0.0028190384318200908,8.3908733577155845e-05,5.5877619424754618e-09,2.6290432231995279e-06,0.20804475963230568,3.3541599701479342e-05,4.8636239724494343e-13,5.6324500465504858e-05,0.00058122231093804902,0.69155270707488647,0.0042258844528701928,1.4627519917009368e-13,2.1797692765767009e-12,1.7034728037943801e-07,1.2722973474265658e-10,0.00019023562588698441,1.8984542143011267e-05,0.034022550252668378,0.035846796451319732,6.0576593776051974e-06,3.2746826705254249e-06,3.9241083370525047e-10,0.0022916407621921629,8.1138486855098872e-07,2.1915165769292571e-07,1.9209858596189868e-05,1.1583304668512306e-06,1.1317366507569021e-06,0.00058887823663693599,0.0083487704616930815,9.6537353564988703e-12,3.564322037686084e-12,7.3183119832061691e-07,2.2711521318275184e-07,4.0545106943695355e-09,3.6753617104703863e-05,0.00011846413173497839,0.00029936378925360878,2.8897825018361312e-07,3.083075065468527e-05,4.3109799040040952e-06,2.1838308511356879e-05,9.8837444201364619e-09,3.4047051469074175e-07,3.1053432260275979e-07,3.989581697834645e-06,6.4436955356562399e-06,5.4676208555160461e-09,1.1356340595921612e-07,1.7459839587295469e-06,2.7203292388457402e-08,1.9207961982897252e-05,3.9321799368844428e-11,6.2173764539133836e-09,3.2752661364821552e-05,4.3127888105209921e-09,6.5841539659852242e-08,7.7331486884135768e-09,2.1660528803389267e-08,1.9559849774539972e-09,1.9726097860380006e-10,5.3290440265659208e-16,5.8166816085958147e-10,9.282843126978801e-07,4.8493286438492684e-09,1.0087629742090111e-08,4.5583152905497899e-10,4.8485141497954464e-09
1.2557624769355642e-08,0.23573458497688823,76.950000000000003,0.0,0.0,0.0,0.0051502409353511953,9.4997806351203788,0.0048973417520213509,0.035405691119884751,0.0027623494367008711,8.2221372634085397e-05,5.5837542504310479e-09,2.6039743626604993e-06,0.20770758906643796,3.3517542832373945e-05,4.765819028454009e-13,5.6136197464326573e-05,0.00058539335739722924,0.69206194370455676,0.0042271159198717361,1.4617028699284929e-13,2.195395474060723e-12,1.7157673936393314e-07,1.2688479279953268e-10,0.00019037769672027583,1.8602795494914728e-05,0.034063544766334927,0.0359051979082574,6.0649559500715819e-06,3.2786273111285867e-06,3.9269980026084028e-10,0.0023082218201742853,8.1725529543065318e-07,2.2073744926123853e-07,1.925862126911821e-05,1.1667186862996582e-06,1.1400417325682226e-06,0.00059556096982924596,0.0083561628873864008,9.723640172922418e-12,3.5901320709717287e-12,7.3209319503607358e-07,2.2727695167286115e-07,4.0443298106326265e-09,3.6813198142497555e-05,0.00011865829685726223,0.00030133013833954115,2.9110351450313111e-07,3.1074666434548206e-05,4.3133583117894306e-06,2.2041239492810513e-05,9.9553138146770871e-09,3.4364174195660586e-07,3.1284124057916104e-07,4.0475463114236094e-06,6.5055712371749612e-06,5.5082416222091696e-09,1.1466367963146522e-07,1.7759403823928134e-06,2.7671015423232408e-08,1.9367884402245709e-05,3.9617902512611947e-11,6.2276062993867207e-09,3.3167504872679941e-05,4.3674127375345234e-09,6.6531644812907243e-08,7.8310937389103602e-09,2.1934942793902262e-08,1.9764965045104944e-09,1.9931443853590822e-10,5.3965568857080972e-16,5.8800674161692807e-10,9.3840404717879632e-07,4.8573078979077383e-09,1.0099785478257801e-08,4.5616699587999609e-10,4.8564956974083553e-09
1.2644973342875024e-08,0.23573472079224997,76.950000000000003,0.0,0.0,0.0,0.0049828394499300006,9.4997821675621772,0.0048940969617987627,0.035380315464203664,0.0027067971136380256,8.0567845459583978e-05,5.5797499228330882e-09,2.5796749401308507e-06,0.20736932450703485,3.3493506403175957e-05,4.6699752186412711e-13,5.594638776880623e-05,0.00058955999716073834,0.69256624833725977,0.0042283073867722164,1.4606546374031296e-13,2.2110026128120628e-12,1.7280489121498987e-07,1.2653616041163272e-10,0.00019051835239943557,1.8228702763508813e-05,0.034103446593845517,0.03596242493579118,6.0720580631174672e-06,3.2824668165027952e-06,3.9298596796313866e-10,0.0023247867462317974,8.2312001540208927e-07,2.2232169907123906e-07,1.9306154252383132e-05,1.1750987500478937e-06,1.1483382913257824e-06,0.00060223184298072261,0.0083634994444471197,9.7934770793481887e-12,3.6159170302625139e-12,7.3236139579322751e-07,2.2743830076574648e-07,4.0345172462256652e-09,3.6872633352726197e-05,0.00011885194878545605,0.0003032688554913172,2.9322659881669512e-07,3.1317232719094739e-05,4.3155616401169054e-06,2.2243367655449152e-05,1.0026814033875679e-08,3.4680045676659771e-07,3.151516323067145e-07,4.1058454173690061e-06,6.5672112994030691e-06,5.5489235585909194e-09,1.1575980760514695e-07,1.8061086826031843e-06,2.8142058359279897e-08,1.9527766201563731e-05,3.991446826057385e-11,6.2378080791972954e-09,3.3584703211232323e-05,4.4223467444724097e-09,6.7223367921254448e-08,7.9295947892472182e-09,2.2210914945883299e-08,1.9970561680579795e-09,2.0137260842396073e-10,5.4644530926396387e-16,5.9436331108795712e-10,9.4855255097049334e-07,4.8652652521090759e-09,1.0111617210947578e-08,4.564992154007979e-10,4.8644552444175757e-09
