Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135)
7.375388206726819e-07,0.1574627967566176,76.950000000000003,0.0,0.0,0.0,0.95550120114369341,9.4859320139428878,0.0014854354444007053,0.0067516979144378606,0.0014129216841102005,0.0039141290139409471,1.2657966306376088e-08,2.0065564653514922e-10,9.0837307560661344e-05,8.5661710977897438e-05,1.4148911892448119e-10,0.010057957113030839,0.0093412296128348275,7.6823333208853433e-05,0.011214719925786265,1.9019202008174622e-12,3.2146843494655059e-12,2.737027196476204e-08,1.7130836569644467e-11,1.5472879756637472e-09,8.8493932055826925e-08,5.8388621601737785e-05,5.9100284507591009e-05,7.509151325587194e-08,5.4690365824982763e-08,3.0546658000816279e-22,1.0157886564839491e-06,2.6064802060476576e-09,9.4639038901531319e-10,7.8449591258081333e-08,5.2828211197131968e-07,1.6161352257070953e-12,1.0656011802624452e-07,9.5694109881924466e-07,1.3379555800933742e-11,3.1943337197226094e-12,2.861358185734883e-12,6.0530294730782018e-13,4.4943848005687987e-16,3.8822242231686591e-11,1.7591777783074188e-10,1.0593080410185434e-07,6.6817865420720897e-10,3.4899379200245459e-07,9.3263134704376455e-08,7.8223781008760665e-07,1.7150254237827051e-14,1.7310968507610704e-06,1.2620997322782353e-12,5.3001890327236928e-06,2.3753403679278099e-08,7.5627087198750933e-14,3.3620355523942226e-07,8.3599895983666151e-07,1.846611979581162e-06,9.2357441673097652e-13,9.7059869184178163e-18,3.9251112954338222e-19,4.3919240437992522e-10,1.1812271954525376e-12
7.481557872187674e-07,0.15746243575123142,76.950000000000003,0.0,0.0,0.0,0.95485614861589874,9.4857303140916276,0.0015037321674618951,0.0067616361959628368,0.0014106649864292118,0.0039077965714883504,1.2676357944877816e-08,2.005229528390843e-10,9.2113779241349239e-05,8.5786176557426267e-05,1.4126021184276721e-10,0.010265472409569461,0.0095403207431600037,7.7907796714763564e-05,0.011429736098878113,1.9046836713257994e-12,3.2831175046231977e-12,2.7954348540200631e-08,1.7484322353354278e-11,1.5693985130464263e-09,8.8352838680475702e-08,5.93888773153784e-05,6.0132858853729454e-05,7.6376458092575105e-08,5.5626214919140657e-08,3.0977865139881788e-22,1.0294005297695633e-06,2.6413577365663409e-09,9.5908763524099199e-10,8.2198642102978949e-08,5.3943434938389233e-07,1.6541974087380689e-12,1.1223245306942372e-07,9.745716776480158e-07,1.36617441678643e-11,3.2617054482366113e-12,2.9095275935314592e-12,6.1613319343586498e-13,4.5103158875248261e-16,3.9634800518104875e-11,1.7961859948674998e-10,1.1155833749725976e-07,6.8491585114715193e-10,3.5661726316603624e-07,9.5205601207870959e-08,8.0447796285124935e-07,1.7380078472922743e-14,1.7804496722479599e-06,1.2758001131894726e-12,5.5156950850704641e-06,2.4630944511894064e-08,7.6448075920559988e-14,3.4953599717004608e-07,8.7812220935616539e-07,1.9398724765689621e-06,9.5408943364029641e-13,9.8113477197391267e-18,4.007688407189109e-19,4.5071050385009375e-10,1.2121826843684193e-12
7.58772753764853e-07,0.15746207510063198,76.950000000000003,0.0,0.0,0.0,0.95421162249190272,9.4855288088321235,0.0015219486067637358,0.006771131052636349,0.0014083922788704481,0.0039014201096698878,1.2693917811190038e-08,2.0039036765316384e-10,9.3389373451433484e-05,8.5905013138573534e-05,1.4102971356969613e-10,0.010472835045846526,0.009739461763008302,7.899162779517067e-05,0.011644916650911455,1.9073221628218238e-12,3.3515651883645613e-12,2.8538574535385407e-08,1.7837548271864175e-11,1.5914961663194644e-09,8.8210721325484575e-08,6.0386512030884591e-05,6.1163779323781598e-05,7.7657984909289698e-08,5.6559574609185138e-08,3.1408820812849975e-22,1.0429126920287154e-06,2.6759781455654226e-09,9.7169171139516185e-10,8.6048521515053089e-08,5.5055751841020813e-07,1.6923626439061303e-12,1.1809880988995933e-07,9.9229658296990196e-07,1.3943185902400179e-11,3.3288989202244289e-12,2.9579538810558149e-12,6.2702131639842754e-13,4.5263140478245984e-16,4.0456993589293606e-11,1.8336332337260499e-10,1.1737753528424132e-07,7.0171092485756698e-10,3.6424527167007161e-07,9.7146714781493122e-08,8.268405493466622e-07,1.7608219251880067e-14,1.8300750091129871e-06,1.2893870297688725e-12,5.7357515375406188e-06,2.5520587608225472e-08,7.7262265179453089e-14,3.630775962379773e-07,9.2146917190260971e-07,2.0358493426724634e-06,9.852406415966436e-13,9.9158359399024379e-18,4.091245140638136e-19,4.6232653530776109e-10,1.2434004040632002e-12
7.693897203109385e-07,0.15746171480905177,76.950000000000003,0.0,0.0,0.0,0.95356763077558215,9.4853275005339004,0.0015400850579629988,0.006780203352158916,0.0014061076481426287,0.0038950109729589981,1.2710685079395544e-08,2.0025789259965188e-10,9.4664090910817421e-05,8.6018485842161534e-05,1.4079803420796549e-10,0.010680031051917753,0.0099386358518285187,8.0074826251867617e-05,0.011860247523721983,1.9098415616160819e-12,3.4200216203299648e-12,2.9122900387761707e-08,1.8190490515083341e-11,1.613580930981635e-09,8.8067837750069588e-08,6.1381504199782905e-05,6.2193035490025055e-05,7.8936066280538451e-08,5.749042492031752e-08,3.1839524941160514e-22,1.0563263841269549e-06,2.7103446341715125e-09,9.8420375776757619e-10,8.999941954225548e-08,5.6164958197190669e-07,1.7306225842521996e-12,1.2416192522145993e-07,1.0101149011361199e-06,1.4223829477414422e-11,3.3959018337227281e-12,3.006634561469324e-12,6.379667559025279e-13,4.5423786718511991e-16,4.1288888097738276e-11,1.871522528474703e-10,1.2339105475692464e-07,7.1855977738844688e-10,3.7187723895470778e-07,9.9086338943771601e-08,8.4932003313228547e-07,1.7834697518079453e-14,1.8799604703247615e-06,1.3028625280676783e-12,5.9603554608717209e-06,2.6422034382088804e-08,7.8069777598062549e-14,3.7682352488208717e-07,9.6604594317156298e-07,2.1345561644993557e-06,1.017035498897066e-12,1.001946731392205e-17,4.1757882656556244e-19,4.7403900054180376e-10,1.2748763122806313e-12
7.80006686857024e-07,0.15746135488048038,76.950000000000003,0.0,0.0,0.0,0.95292418121089317,9.4851263914288992,0.0015581418158696746,0.0067888726181767368,0.0014038147922029742,0.0038885794263076585,1.2726696399639539e-08,2.001255298419497e-10,9.5937932349913786e-05,8.6126842578400573e-05,1.4056554467087561e-10,0.010887047692538444,0.010137827370634034,8.1157391912312603e-05,0.012075715330495496,1.9122473725341473e-12,3.4884814382852619e-12,2.9707280017107315e-08,1.8543127376529949e-11,1.6356528030774079e-09,8.7924421231169418e-08,6.237383532394636e-05,6.322061978974544e-05,8.0210678620644452e-08,5.8418748678448206e-08,3.2269977454022213e-22,1.0696428125474206e-06,2.7444603119541776e-09,9.9662488267053942e-10,9.4051491058019713e-08,5.7270863004285564e-07,1.7689691353632594e-12,1.3042450593233399e-07,1.028025731769835e-06,1.4503626569113223e-11,3.4627026515552236e-12,3.0555671839980978e-12,6.4896895939910872e-13,4.5585091313917557e-16,4.2130549507696733e-11,1.9098568586349993e-10,1.2960152225963311e-07,7.354584348417674e-10,3.7951263504412207e-07,1.0102434920213331e-07,8.7191111073689011e-07,1.8059533716793438e-14,1.9300941860356281e-06,1.3162285656524779e-12,6.1895035842116397e-06,2.7334988832338784e-08,7.8870730476551318e-14,3.9076897149891455e-07,1.0118582860661771e-06,2.2360057837563032e-06,1.0494815139412923e-12,1.0122256894916595e-17,4.2613244315256668e-19,4.8584642827037408e-10,1.3066064391280932e-12
7.906236534031095e-07,0.1574609953186769,76.950000000000003,0.0,0.0,0.0,0.95228128129077494,9.48492548361952,0.0015761191744436626,0.0067971571278658783,0.0014015170527256137,0.0038821347443667559,1.2741986075568795e-08,1.9999328049079072e-10,9.7210898509304949e-05,8.6230315608409097e-05,1.4033258034273377e-10,0.011093873368281484,0.010337021774323303,8.2239324628382332e-05,0.012291307312849874,1.9145447519562159e-12,3.5569396393283036e-12,3.0291670566881609e-08,1.8895439086390395e-11,1.6577117791702735e-09,8.7780682589768721e-08,6.3363489677621364e-05,6.4246527251328095e-05,8.1481802057466432e-08,5.9344531405570346e-08,3.2700178294377913e-22,1.0828631492052205e-06,2.7783282048324083e-09,1.0089561650246158e-09,9.8204857081172262e-08,5.8373287310937794e-07,1.8073944473968672e-12,1.3688922943342714e-07,1.046028187334713e-06,1.4782531939698334e-11,3.5292905733135671e-12,3.1047493327464298e-12,6.6002738238355618e-13,4.5747048499940631e-16,4.2982042114975138e-11,1.9486391505544145e-10,1.3601153360724235e-07,7.5240304364688071e-10,3.8715097477868248e-07,1.0296063209561721e-07,8.9460870370000581e-07,1.8282747569754539e-14,1.9804647898537207e-06,1.3294870154087987e-12,6.4231923248977112e-06,2.825915788119981e-08,7.9665236069158428e-14,4.0490914790442014e-07,1.0589116445518767e-06,2.3402103282504666e-06,1.0825862442914178e-12,1.0224219087182209e-17,4.3478601687833965e-19,4.97747373138324e-10,1.3385868854997885e-12
8.01240619949195e-07,0.15746063612718675,76.950000000000003,0.0,0.0,0.0,0.95163893826560608,9.4847247790863349,0.0015940174267916845,0.006805074002863707,0.0013992174447039799,0.0038756852940873563,1.2756586250010885e-08,1.9986114586147064e-10,9.848299013941307e-05,8.6329122501292211e-05,1.4009944373542946e-10,0.011300497524225704,0.010536205530463505,8.332062427519398e-05,0.012507011301050463,1.9167385302584644e-12,3.6253915718805919e-12,3.087603216547033e-08,1.9247407654786664e-11,1.6797578563175462e-09,8.763681206021029e-08,6.435045405295751e-05,6.527075524309551e-05,8.2749419916978182e-08,6.0267760956463553e-08,3.3130127413432858e-22,1.0959885315445746e-06,2.8119512485518259e-09,1.0211986521510436e-09,1.0245960605490349e-07,5.9472063590753862e-07,1.8458909075404666e-12,1.43558744078837e-07,1.0641213927009492e-06,1.5060503240113165e-11,3.5956554882744154e-12,3.1541786255119103e-12,6.7114148825046764e-13,4.5909652441345523e-16,4.384342906550198e-11,1.9878722782486789e-10,1.426236544985402e-07,7.6938986691550844e-10,3.9479181432237621e-07,1.0489508431063984e-07,9.1740795069401468e-07,1.8504358253357909e-14,2.0310614012941948e-06,1.3426396693808993e-12,6.6614178158735538e-06,2.9194251681040381e-08,8.0453401780836108e-14,4.1923929619173922e-07,1.1072111569574644e-06,2.447181241659181e-06,1.1163572957468671e-12,1.0325367672681344e-17,4.4354018911715447e-19,5.0974041476268388e-10,1.3708138195605743e-12
8.118575864952805e-07,0.1574602773093524,76.950000000000003,0.0,0.0,0.0,0.95099715915125471,9.4845242796951936,0.0016118368651644175,0.006812639293512706,0.0013969186835673005,0.0038692386109986012,1.2770527055385708e-08,1.9972912819331909e-10,9.9754208000181377e-05,8.6423467005366841e-05,1.3986640703703141e-10,0.011506910565685665,0.010735366044104066,8.4401290749993574e-05,0.012722815677125372,1.918833231979721e-12,3.6938329251938582e-12,3.1460327704373071e-08,1.9599016727342575e-11,1.7017910320465842e-09,8.7492981014832062e-08,6.5334717526421005e-05,6.6293303243109439e-05,8.4013518323896769e-08,6.1188427231420934e-08,3.3559824767227676e-22,1.1090200628532925e-06,2.8453322859208421e-09,1.0333533587928124e-09,1.0681579508524594e-07,6.0567035143348234e-07,1.8844511327601561e-12,1.5043566955930629e-07,1.0823044847127629e-06,1.5337500836329082e-11,3.6617879339211994e-12,3.2038527126111708e-12,6.8231074726972547e-13,4.6072896937637802e-16,4.4714772372807538e-11,2.02755906419563e-10,1.4944042092199341e-07,7.8641528088207896e-10,4.0243474792755015e-07,1.0682761186465028e-07,9.4030419975352867e-07,1.8724384502302588e-14,2.0818736084621627e-06,1.3556882425445671e-12,6.9041759309218146e-06,3.0139983891338457e-08,8.1235330366822313e-14,4.3375469501441074e-07,1.1567616687402544e-06,2.556929312106293e-06,1.1508023214337296e-12,1.0425715838370203e-17,4.5239558975300317e-19,5.2182415682252163e-10,1.4032834738372204e-12
8.22474553041366e-07,0.15745991886832245,76.950000000000003,0.0,0.0,0.0,0.95035595073674595,9.4843239872037959,0.0016295777809538208,0.0068198680562597683,0.0013946232107090806,0.0038628014689163939,1.2783836748246419e-08,1.9959722840821448e-10,0.00010102455286076764,8.6513540469373821e-05,1.3963371524027999e-10,0.011713103780468175,0.010934491588191271,8.548132397110918e-05,0.012938709340667289,1.9208331051070064e-12,3.7622596658248876e-12,3.2044522632636176e-08,1.9950251454873365e-11,1.7238113043323521e-09,8.7349343549359931e-08,6.6316271243883725e-05,6.73141726282876e-05,8.5274086252085218e-08,6.2106522194497811e-08,3.3989270325283893e-22,1.1219588127424006e-06,2.8784740798728539e-09,1.0454212714724133e-09,1.11273451138896e-07,6.1658055522175792e-07,1.923067962453044e-12,1.5752259728700416e-07,1.100576611760184e-06,1.5613487732546816e-11,3.7276790775998165e-12,3.2537692757058785e-12,6.9353463686236514e-13,4.6236776421706528e-16,4.5596132934530865e-11,2.06770228008362e-10,1.564643395527363e-07,8.0347577143395055e-10,4.1007940494065686e-07,1.0875812935282545e-07,9.6329300064137268e-07,1.8942844305366569e-14,2.1328914510167763e-06,1.3686343764209116e-12,7.151462307878074e-06,3.109607192753637e-08,8.2011120215784137e-14,4.484506653240756e-07,1.2075677447292612e-06,2.6694646995754271e-06,1.1859290209076611e-12,1.0525276209372368e-17,4.6135283732604927e-19,5.3399722619050983e-10,1.4359921444744723e-12
8.330915195874515e-07,0.15745956080706708,76.950000000000003,0.0,0.0,0.0,0.94971531959157773,9.4841239032681184,0.0016472404646906665,0.0068267744258951072,0.0013923332166706399,0.0038563799444464109,1.2796541864912189e-08,1.9946544744068166e-10,0.00010229402549924572,8.6599522572948878e-05,1.3940158813070621e-10,0.011919069267176589,0.011133571239186112,8.6560723876961856e-05,0.013154681677121088,1.9227421385197763e-12,3.8306680355857606e-12,3.2628584767689505e-08,2.0301098370061769e-11,1.7458186715762546e-09,8.7206037944203464e-08,6.72951082244593e-05,6.8333366481312593e-05,8.6531115070957038e-08,6.3022039557004197e-08,3.4418464064947499e-22,1.1348058178041296e-06,2.9113793079078737e-09,1.0574033466665764e-09,1.1583257220100043e-07,6.2744987988609801e-07,1.9617344515543153e-12,1.6482209077128247e-07,1.1189369333582958e-06,1.5888429392034313e-11,3.7933206737583759e-12,3.3039260266551781e-12,7.0481264173198295e-13,4.640128532732601e-16,4.6487570548052417e-11,2.1083046475205521e-10,1.6369788814037131e-07,8.2056793073411439e-10,4.1772544703090725e-07,1.1068655925324675e-07,9.8637009735641669e-07,1.9159755102950094e-14,2.184105403450612e-06,1.3814796426957768e-12,7.4032723699820084e-06,3.2062237183421265e-08,8.2780865534038162e-14,4.6332257559104743e-07,1.2596336808693836e-06,2.7847969622104163e-06,1.2217451392696216e-12,1.0624060873581294e-17,4.704125391965601e-19,5.4625827210933267e-10,1.4689361879957264e-12
8.43708486133537e-07,0.157459203128388,76.950000000000003,0.0,0.0,0.0,0.94907527207271614,9.4839240294482732,0.0016648252060422503,0.0068333716825702724,0.0013900506621207767,0.0038499794766917493,1.2808667340689022e-08,1.9933378767769757e-10,0.0001035626267023163,8.6681581826125994e-05,1.3917022203795299e-10,0.012124799869130317,0.011332594817528479,8.7639490425133181e-05,0.01337072252836825,1.9245640746518619e-12,3.8990545597009943e-12,3.3212484119896609e-08,2.0651545273296375e-11,1.7678131325861806e-09,8.7063188011583834e-08,6.8271223180799875e-05,6.9350889413916382e-05,8.7784598111686918e-08,6.3934974470556602e-08,3.4847405965104781e-22,1.1475620823947088e-06,2.9440505567744774e-09,1.0693005090045301e-09,1.2049312839401099e-07,6.3827704991589086e-07,2.0004438640404717e-12,1.7233668598547237e-07,1.1373846197363663e-06,1.6162293561449359e-11,3.8587050220014991e-12,3.3543207064054328e-12,7.1614425264547016e-13,4.6566417480093006e-16,4.7389143925327441e-11,2.1493688387082866e-10,1.7114351588765e-07,8.3768845393872663e-10,4.2537256562631907e-07,1.1261283128626746e-07,1.0095314207946623e-06,1.9375133998957502e-14,2.2355063587127232e-06,1.3942255467518631e-12,7.6596013455093501e-06,3.3038205228600141e-08,8.354465650808597e-14,4.7836584653545763e-07,1.312963515486265e-06,2.9029350815464191e-06,1.2582584662937924e-12,1.07220814054156e-17,4.7957529171484736e-19,5.5860596540877561e-10,1.5021120182356161e-12
8.543254526796225e-07,0.15745884583492195,76.950000000000003,0.0,0.0,0.0,0.94843581433128077,9.4837243672138101,0.0016823322938102781,0.0068396723129142672,0.0013877772978678369,0.0038436049214644699,1.2820236606526623e-08,1.992022499184923e-10,0.00010483035726502947,8.6759876920610115e-05,1.3893979261667953e-10,0.01233028911347487,0.011531552832589468,8.8717623591488408e-05,0.013586822165438323,1.9263024364455739e-12,3.9674159750356962e-12,3.3796192729644374e-08,2.1001581131819318e-11,1.789794686557684e-09,8.6920904330066026e-08,6.9244612353460395e-05,7.0366747405230923e-05,8.9034530899461804e-08,6.484532367026444e-08,3.5276096018095466e-22,1.1602285794866674e-06,2.9764903407643275e-09,1.0811136573966976e-09,1.2525506305761151e-07,6.4906087672092617e-07,2.0391896662112744e-12,1.8006889172373774e-07,1.1559188514378054e-06,1.6435050237905496e-11,3.9238249592131576e-12,3.4049510838959678e-12,7.2752896660497137e-13,4.673216746262069e-16,4.8300910707001996e-11,2.1908974770831575e-10,1.7880364381905647e-07,8.5483413601125927e-10,4.3302047954486706e-07,1.1453688182406031e-07,1.0327730815900757e-06,1.9588997352303755e-14,2.2870856122105233e-06,1.406873530966285e-12,7.9204442858153963e-06,3.4023705982600256e-08,8.4302579589925092e-14,4.9357595539590388e-07,1.367561040082052e-06,3.0238874866939166e-06,1.2954768355670825e-12,1.0819348898489195e-17,4.8884168033862124e-19,5.7103899775918356e-10,1.5355161065115339e-12
8.64942419225708e-07,0.1574584889291565,76.950000000000003,0.0,0.0,0.0,0.94779695231894934,9.4835249179491115,0.001699762015928923,0.0068456880672318086,0.001385514683019045,0.0038372606013861426,1.28312717222083e-08,1.9907083460819478e-10,0.00010609721799051346,8.6834557321525033e-05,1.3871045634755388e-10,0.012535531155084973,0.011730436431777491,8.9795123369347958e-05,0.013802971263187717,1.9279605415658974e-12,4.0357492294985079e-12,3.4379684517812145e-08,2.1351195983147499e-11,1.8117633330562511e-09,8.677928538216287e-08,7.0215273360264605e-05,7.1380947653998145e-05,9.0280910769070054e-08,6.5753085209411066e-08,3.5704534224555661e-22,1.1728062516299349e-06,3.0087010973191942e-09,1.0928436636464955e-09,1.3011829379055512e-07,6.59800253917213e-07,2.0779655204055793e-12,1.8802118994782969e-07,1.1745388189329186e-06,1.6706671511539445e-11,3.9886738219879462e-12,3.4558149550023053e-12,7.3896628734855588e-13,4.689853000893395e-16,4.9222927475905805e-11,2.232893137928036e-10,1.8668066513913962e-07,8.7200186863318593e-10,4.4066893280461807e-07,1.1645865334661015e-07,1.0560913631314877e-06,1.9801360965497887e-14,2.338834846202188e-06,1.4194249780049933e-12,8.1857960819158935e-06,3.5018473867049605e-08,8.5054717668727705e-14,5.0894843976175607e-07,1.4234298096863798e-06,3.1476620775290554e-06,1.3334081236396942e-12,1.091587398792377e-17,4.9821227977086847e-19,5.8355608096583191e-10,1.5691449787389367e-12
8.755593857717935e-07,0.1574581324134401,76.950000000000003,0.0,0.0,0.0,0.94715869179409606,9.483325682958224,0.0017171146594630441,0.0068514300128297316,0.0013832642010529704,0.0038309503525516589,1.2841793473117072e-08,1.9893954434960854e-10,0.00010736320968971102,8.6905763373917947e-05,1.3848235152378763e-10,0.012740520724915041,0.011929237353512206,9.0871989768705978e-05,0.014019160876792686,1.9295415074377281e-12,4.1040515138715928e-12,3.4962935147471675e-08,2.1700380844441044e-11,1.8337190720005778e-09,8.6638418603819446e-08,7.1183205058782318e-05,7.2393498443523458e-05,9.1523736330093744e-08,6.6658258087380537e-08,3.6132720582848e-22,1.1852960119800484e-06,3.0406851767239291e-09,1.1044913689974067e-09,1.3508271345610039e-07,6.7049415284572464e-07,2.1167652792647528e-12,1.9619603612443225e-07,1.1932437222461017e-06,1.6977131375514789e-11,4.0532454012697651e-12,3.5069101415331809e-12,7.5045572398229529e-13,4.7065498922749786e-16,5.0155249769982497e-11,2.2753583489609462e-10,1.9477694558129072e-07,8.8918863721124478e-10,4.483176925990222e-07,1.1837809394064996e-07,1.0794827147533691e-06,2.0012240449609659e-14,2.3907461145875305e-06,1.4318812140476681e-12,8.455651479720471e-06,3.602224793731394e-08,8.5801150182518299e-14,5.2447890099440231e-07,1.4805731527850417e-06,3.274266246940342e-06,1.3720602491862785e-12,1.1011666869174667e-17,5.0768765412094503e-19,5.9615594630004055e-10,1.6029952119170919e-12
8.86176352317879e-07,0.15745777628997895,76.950000000000003,0.0,0.0,0.0,0.94652103832768175,9.4831266634690667,0.0017343905106065563,0.0068569085820865058,0.0013810270754565125,0.0038246775665368425,1.2851821432107344e-08,1.9880837992568297e-10,0.00010862833318112755,8.6973627639569571e-05,1.3825560083855123e-10,0.012945253082453527,0.01212794788377301,9.1948222815497018e-05,0.01423538241992307,1.931048276978886e-12,4.1723201788757065e-12,3.5545921895053525e-08,2.2049127635238422e-11,1.8556619036468164e-09,8.6498381341732985e-08,7.2148407419030683e-05,7.3404409018338964e-05,9.276300788847203e-08,6.7560842521371941e-08,3.6560655104775154e-22,1.1976987453250042e-06,3.0724448659015126e-09,1.1160575920987636e-09,1.4014819115103367e-07,6.8114161831545891e-07,2.1555829796257274e-12,2.0459585955216188e-07,1.2120327705968597e-06,1.7246405739504467e-11,4.1175339455490986e-12,3.5582344902508954e-12,7.6199679093107021e-13,4.7233068877234379e-16,5.1097932094692184e-11,2.3182955908982346e-10,2.0309482374603155e-07,9.0639151798146202e-10,4.5596654742959398e-07,1.2029515683827957e-07,1.102943745128907e-06,2.0221650689710935e-14,2.4428118281300872e-06,1.4442435117084131e-12,8.7300050940201894e-06,3.7034771994953166e-08,8.6541953404125665e-14,5.4016300726179786e-07,1.538994180829549e-06,3.403706902138572e-06,1.4114411721772582e-12,1.1106737330072618e-17,5.1726835700003087e-19,6.0883734386063584e-10,1.6370634352889233e-12
8.967933188639645e-07,0.1574574205608542,76.950000000000003,0.0,0.0,0.0,0.94588399730890327,9.4829278606379539,0.0017515898546809532,0.0068621336175869341,0.0013788043840154134,0.0038184452290716121,1.2861374076206737e-08,1.9867734114280205e-10,0.00010989258929058397,8.7038275454741349e-05,1.3803031258817025e-10,0.013149723971951875,0.012326560815941629,9.3023822550902303e-05,0.014451627644471145,1.9324836315973788e-12,4.2405527294782093e-12,3.6128623532238361e-08,2.2397429102350554e-11,1.8775918285737243e-09,8.6359241735249744e-08,7.3110881408223043e-05,7.441368947162608e-05,9.399872716006949e-08,6.8460839751305352e-08,3.6988337812112354e-22,1.2100153091757358e-06,3.1039823862550816e-09,1.127543128406343e-09,1.4531457313906744e-07,6.9174176456300858e-07,2.1944128367696611e-12,2.1322306367808311e-07,1.230905182055827e-06,1.7514472301093784e-11,4.1815341301823219e-12,3.6097858719306286e-12,7.7358900888407939e-13,4.7401234962317629e-16,5.2051027934972769e-11,2.3617072979971369e-10,2.1163661142867977e-07,9.2360767520811467e-10,4.636153053817131e-07,1.2220979999225253e-07,1.1264712158570665e-06,2.0429605980274921e-14,2.4950247401058272e-06,1.4565130929525779e-12,9.0088514213299466e-06,3.805579468227068e-08,8.7277200607068636e-14,5.5599649620982366e-07,1.5986957973518595e-06,3.5359904850834584e-06,1.4515588930599394e-12,1.1201094771140715e-17,5.2695493163550664e-19,6.2159904197214134e-10,1.6713463279732436e-12
9.0741028541005e-07,0.15745706522803277,76.950000000000003,0.0,0.0,0.0,0.94524757395062953,9.482729275553698,0.0017687129761339653,0.0068671144146833134,0.0013765970709742523,0.0038122559565074592,1.28704688697112e-08,1.9854643087351893e-10,0.00011115597885097559,8.7099824597555508e-05,1.3780658087338509e-10,0.013353929582157335,0.012525069413715144,9.409878903069494e-05,0.014667888621711032,1.9338501880355453e-12,4.3087468873528887e-12,3.6711020217227552e-08,2.2745278747130354e-11,1.8995088476686682e-09,8.622105953294301e-08,7.4070628886230852e-05,7.5421350642522743e-05,9.5230896555419416e-08,6.9358251548961155e-08,3.7415768719895839e-22,1.222246534893718e-06,3.1352998755545068e-09,1.138948744130524e-09,1.5058168375091973e-07,7.0229377142009826e-07,2.2332492394325289e-12,2.2208002640510063e-07,1.2498601832173514e-06,1.7781310325572915e-11,4.2452410048230235e-12,3.6615621804833751e-12,7.8523190336407091e-13,4.756999092244484e-16,5.3014589766828474e-11,2.4055958585841935e-10,2.2040459393775796e-07,9.4083435847612686e-10,4.7126379252999634e-07,1.241219856851082e-07,1.1500620352262087e-06,2.0636120603847744e-14,2.547377932364363e-06,1.4686911319983589e-12,9.2921848516792958e-06,3.9085069560134617e-08,8.8006962113184727e-14,5.7197517729303734e-07,1.6596807067122866e-06,3.6711229920894071e-06,1.4924214519490829e-12,1.1294748218261365e-17,5.3674791103191242e-19,6.3443982661617224e-10,1.7058406146343333e-12
9.180272519561356e-07,0.15745671029335845,76.950000000000003,0.0,0.0,0.0,0.94461177329462709,9.4825309092408112,0.0017857601585383603,0.0068718597591700204,0.0013744059591867582,0.003806112028299548,1.2879122292566219e-08,1.9841565004990738e-10,0.0001124185027020426,8.7158386644113815e-05,1.375844881114482e-10,0.013557866509278213,0.012723467376855343,9.5173122324626291e-05,0.014884157724784266,1.9351504235652029e-12,4.3769004950933055e-12,3.7293093393043922e-08,2.3092670767020556e-11,1.9214129621144331e-09,8.6083886832354795e-08,7.5027652508004007e-05,7.6427404022504883e-05,9.6459519794765463e-08,7.0253080619490502e-08,3.7842947856274645e-22,1.2343932287626079e-06,3.1663994174475374e-09,1.1502751860881204e-09,1.5594932625092605e-07,7.1279688068001381e-07,2.2720867442885598e-12,2.311691003892309e-07,1.2688970088866586e-06,1.8046900706815861e-11,4.3086500079252653e-12,3.7135613321048184e-12,7.969250043072323e-13,4.7739331440705807e-16,5.3988669068531694e-11,2.4499636155641415e-10,2.294010304031501e-07,9.5806890007631573e-10,4.7891185147061149e-07,1.2603168016952827e-07,1.1737132521887103e-06,2.0841208156763669e-14,2.5998648018439984e-06,1.4807787578443593e-12,9.5799996794279583e-06,4.0122355170278098e-08,8.8731305578122321e-14,5.8809493378641416e-07,1.7219514224736673e-06,3.809109992595207e-06,1.5340369278266371e-12,1.1387706354197198e-17,5.4664781805108217e-19,6.4735850088679982e-10,1.7405430676736174e-12
