Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83)
6.244231566443414e-11,0.5299519990470639,76.950000000000003,0.0,0.0,0.0,0.0056715494345083179,9.4999949476800065,0.00039042596459593049,0.001498682511218225,0.0014942464468740979,4.7457404032662321e-06,5.8165123631956902e-11,0.00013280304576697452,0.19684814984379786,3.0637968820487313e-07,1.7476737331377109e-14,1.4172494784355917e-10,1.759198323407675e-09,0.79395728182061776,1.8068517841596122e-06,9.178559077702764e-16,1.2309685891034826e-17,1.6377963974208923e-12,0.0
6.287358106942247e-11,0.5299519990469733,76.950000000000003,0.0,0.0,0.0,0.0054735167631069842,9.499994947665046,0.00039049801398406328,0.0014986858079126823,0.0014942497572945916,4.7457535485156194e-06,5.8165250529761441e-11,0.00012960116742720802,0.19682116532050289,3.0638038344805574e-07,1.7476785629355593e-14,1.4284104974864692e-10,1.7733829965999101e-09,0.79418542166221973,1.807397554301659e-06,9.1785798694182003e-16,1.2410053264702022e-17,1.6571828585724799e-12,0.0
6.33048464744108e-11,0.5299519990468884,76.950000000000003,0.0,0.0,0.0,0.0052824319627272241,9.4999949476510448,0.00039056732050459327,0.0014986888755813834,0.0014942528395468964,4.745765788093268e-06,5.8165376342427426e-11,0.00012651116085804712,0.19679273055643692,3.0638103040700203e-07,1.7476831077704406e-14,1.4395709272224553e-10,1.7875676599366371e-09,0.79440795522185814,1.8079242824679085e-06,9.1785995586863042e-16,1.2229405852064427e-17,1.6766110331965123e-12,0.0
6.373611187939913e-11,0.5299519990468089,76.950000000000003,0.0,0.0,0.0,0.0050980512452491232,9.49999494763793,0.00039063398039295626,0.0014986917299745427,0.0014942557093222176,4.7457771842995852e-06,5.8165481762478403e-11,0.0001235291008397068,0.19676289728778334,3.063816324023503e-07,1.7476872812560057e-14,1.4507307864972398e-10,1.8017523105353282e-09,0.79462507834827878,1.8084326366208759e-06,9.1786173352094553e-16,1.2220932598835543e-17,1.6960801583342117e-12,0.0
6.416737728438746e-11,0.5299519990467345,76.950000000000003,0.0,0.0,0.0,0.0049201393776816,9.4999949476256429,0.00039069808650786986,0.0014986943857578745,0.0014942583812313569,4.7457877951447099e-06,5.8165581844671055e-11,0.00012065119989863055,0.19673171543509435,3.0638219252609553e-07,1.7476911658833671e-14,1.4618900936279354e-10,1.8159369461945675e-09,0.79483698001855319,1.8089232612971061e-06,9.1786339929461701e-16,1.2396642903972068e-17,1.7155894849113779e-12,0.0
6.459864268937579e-11,0.5299519990466646,76.950000000000003,0.0,0.0,0.0,0.0047484693818697658,9.4999949476141285,0.00039075972844983086,0.0014986968565873491,0.0014942608688791499,4.7457976746441179e-06,5.8165687247370704e-11,0.00011787380347243262,0.19669923316700594,3.0638271365734184e-07,1.747694855229279e-14,1.4730488664052771e-10,1.8301215655086157e-09,0.79504384257922256,1.8093967784280713e-06,9.1786500416848122e-16,1.2194364642644652e-17,1.7351382774909708e-12,0.0
6.502990809436412e-11,0.5299519990465992,76.950000000000003,0.0,0.0,0.0,0.0045828222447477293,9.4999949476033283,0.00039081899267545136,0.0014986991551787948,0.001494263184933774,4.7458068730938887e-06,5.8165770762423388e-11,0.00011519338524463848,0.1966654969617164,3.0638319847697063e-07,1.7476982204464513e-14,1.484207122104062e-10,1.844306166182439e-09,0.79524584197897741,1.8098537881323742e-06,9.1786642861941405e-16,1.2145609681898619e-17,1.7547258140298749e-12,0.0
6.546117349935245e-11,0.5299519990465379,76.950000000000003,0.0,0.0,0.0,0.0044229866387662771,9.4999949475931977,0.00039087596260778444,0.0014987012933725915,0.0014942653411912799,4.74581543732695e-06,5.8165847713665252e-11,0.00011260654264325398,0.19663055166630705,3.0638364948129695e-07,1.7477013336248723e-14,1.4953648774937784e-10,1.8584907464755804e-09,0.79544314799316895,1.8102948694802499e-06,9.1786775382511679e-16,1.2415827778041563e-17,1.7743513856393719e-12,0.0
6.589243890434079e-11,0.5299519990464802,76.950000000000003,0.0,0.0,0.0,0.0042687586521377406,9.4999949475836889,0.00039093071874277569,0.001498703282194018,0.0014942673486356751,4.745823410951702e-06,5.8165937812582915e-11,0.0001101099924974053,0.19659444055398084,3.0638406899478573e-07,1.7477043372685742e-14,1.5065221488493745e-10,1.8726753057931726e-09,0.79563592444044384,1.8107205812313381e-06,9.1786907037420685e-16,1.219865925652469e-17,1.7940142963496425e-12,0.0
6.632370430932912e-11,0.5299519990464263,76.950000000000003,0.0,0.0,0.0,0.0041199415285530653,9.4999949475747592,0.00039098333875197885,0.0014987051319094659,0.0014942692174948658,4.7458308345741835e-06,5.816600428186068e-11,0.0001077005668464941,0.19655720537929161,3.0638445918188995e-07,1.7477070547246232e-14,1.5176789519621362e-10,1.8868598423114664e-09,0.79582432939176995,1.8111314625466347e-06,9.1787021220601799e-16,1.2076743193053808e-17,1.813713862878444e-12,0.0
6.675496971431745e-11,0.5299519990463754,76.950000000000003,0.0,0.0,0.0,0.0039763454160381554,9.4999949475663694,0.00039103389758166643,0.0014987068520786163,0.0014942709572927438,4.7458377460049101e-06,5.8166060473127799e-11,0.00010537520889650753,0.19651888643143509,3.0638482205807416e-07,1.7477095337085564e-14,1.5288353021506239e-10,1.9010443545245837e-09,0.79600851537212947,1.8115280336755391e-06,9.1787125281286759e-16,1.2462290495721047e-17,1.8334494144032995e-12,0.0
6.718623511930578e-11,0.5299519990463275,76.950000000000003,0.0,0.0,0.0,0.0038377871246283832,9.4999949475584842,0.00039108246754846127,0.001498708451603148,0.0014942725768976851,4.7458441804514704e-06,5.8166139467698483e-11,0.00010313096911831205,0.19647952258566986,3.0638515950007792e-07,1.7477119885127728e-14,1.5399912142716485e-10,1.9152288425827912e-09,0.79618862955513137,1.8119107966188632e-06,9.1787234267182873e-16,1.224705381457778e-17,1.8532202923375213e-12,0.0
6.761750052429411e-11,0.5299519990462825,76.950000000000003,0.0,0.0,0.0,0.0037040898925513517,9.4999949475510643,0.0003911291184316126,0.0014987099387721659,0.0014942740845677036,4.7458501706978527e-06,5.8166193478041283e-11,0.00010096500148294183,0.19643915135293308,3.0638547325547262e-07,1.7477141916707991e-14,1.5511467027312417e-10,1.9294133050763297e-09,0.79636481395079528,1.8122802357686233e-06,9.1787326184974044e-16,1.2007597838417129e-17,1.873025850110434e-12,0.0
6.804876592928244e-11,0.5299519990462404,76.950000000000003,0.0,0.0,0.0,0.0035750831606189827,9.4999949475440779,0.00039117391756203279,0.0014987113213042632,0.0014942754879924956,4.7458557472713989e-06,5.8166230076452458e-11,9.8874559829067614e-05,0.19639780892771469,3.0638576495155736e-07,1.747716143717292e-14,1.5623017814956152e-10,1.9435977405020768e-09,0.7965372055867419,1.8126368185254325e-06,9.1787405950911525e-16,1.252853537261469e-17,1.8928654529508986e-12,0.0
6.848003133427077e-11,0.5299519990462004,76.950000000000003,0.0,0.0,0.0,0.0034506023545404886,9.4999949475374983,0.00039121692990820892,0.0014987126063868272,0.0014942767943325833,4.7458609385982578e-06,5.8166301280268723e-11,9.6856994358002115e-05,0.19635553023425209,3.0638603610364544e-07,1.747718158933267e-14,1.5734564641020565e-10,1.9577821497096655e-09,0.79670593668302558,1.8129809958942921e-06,9.1787497227614924e-16,1.2347040637735995e-17,1.9127384776744241e-12,0.0
6.89112967392591e-11,0.5299519990461627,76.950000000000003,0.0,0.0,0.0,0.0033304886748779369,9.4999949475312988,0.00039125821815910061,0.0014987138007127789,0.0014942780102557656,4.7458657711481395e-06,5.8166347525626785e-11,9.4909748251760718e-05,0.19631234897110317,3.0638628812277627e-07,1.7477199611297344e-14,1.584610763669765e-10,1.9719665317133543e-09,0.79687113482083161,1.8133132030594996e-06,9.1787572170976097e-16,1.1932299771271584e-17,1.9326443124745317e-12,0.0
6.934256214424743e-11,0.5299519990461273,76.950000000000003,0.0,0.0,0.0,0.0032145888943759045,9.4999949475254528,0.00039129784280412681,0.0014987149105144719,0.0014942791419710528,4.7458702695690666e-06,5.8166364593041478e-11,9.3030354409854446e-05,0.19626829765415457,3.063865223228984e-07,1.7477214688697455e-14,1.5957646929105984e-10,1.9861508847657465e-09,0.7970329231052532,1.8136338599394228e-06,9.178763058313962e-16,1.2603756202557199e-17,1.952582356717221e-12,0.0
6.977382754923577e-11,0.5299519990460939,76.950000000000003,0.0,0.0,0.0,0.0031027551624061875,9.4999949475199319,0.00039133586221034634,0.0014987159415953822,0.0014942801952602654,4.7458744568128529e-06,5.8166430335618729e-11,9.1216432300644259e-05,0.19622340765812155,3.0638673992755493e-07,1.7477231297777616e-14,1.606918264139706e-10,2.0003352103723596e-09,0.79719142032235235,1.8139433717218605e-06,9.1787708020634567e-16,1.2509093487677737e-17,1.9725520207387036e-12,0.0
7.02050929542241e-11,0.5299519990460622,76.950000000000003,0.0,0.0,0.0,0.0029948448162776049,9.4999949475147165,0.0003913723326969303,0.0014987168993598687,0.0014942811755074557,4.7458783542519497e-06,5.8166474024480725e-11,8.9465684923231451e-05,0.1961777092565907,3.0638694207611237e-07,1.7477246302607348e-14,1.6180714892860512e-10,2.0145195080620762e-09,0.79734674109071413,1.8142421293806248e-06,9.1787770910977309e-16,1.1846876758340149e-17,1.9925527256474813e-12,0.0
7.063635835921243e-11,0.5299519990460323,76.950000000000003,0.0,0.0,0.0,0.002890720199169766,9.4999949475097853,0.0003914073086070192,0.0014987177888404755,0.0014942820877262974,4.7458819817882162e-06,5.8166470638492794e-11,8.777589587600224e-05,0.19613123166065738,3.0638712982955563e-07,1.7477257563799905e-14,1.6292243799027914e-10,2.0287037755748928e-09,0.79749899600767726,1.8145305101740249e-06,9.1787809869918965e-16,1.2672432742126394e-17,2.0125839031293678e-12,0.0
7.106762376420076e-11,0.5299519990460042,76.950000000000003,0.0,0.0,0.0,0.0027902484844581133,9.4999949475051189,0.00039144084237706058,0.0014987186147234436,0.0014942829365855951,4.7458853579541977e-06,5.8166532021443571e-11,8.6144926528079486e-05,0.19608400305620766,3.0638730417588564e-07,1.7477271263313422e-14,1.6403769471775153e-10,2.0428880150071734e-09,0.79764829179043606,1.8148088781259095e-06,9.1787876264870685e-16,1.2746687061792783e-17,2.0326449952553524e-12,0.0
7.149888916918909e-11,0.5299519990459773,76.950000000000003,0.0,0.0,0.0,0.0026933015062057726,9.4999949475006993,0.00039147298460371125,0.0014987193813728768,0.0014942837264330321,4.7458885000074462e-06,5.8166579316943545e-11,8.4570713290067241e-05,0.19603605063989138,3.0638746603514784e-07,1.7477284155940826e-14,1.6515292019423273e-10,2.0570722265914629e-09,0.79779473141218937,1.8150775844898256e-06,9.1787931979655273e-16,1.1750863768100843e-17,2.0527354542939481e-12,0.0
7.193015457417742e-11,0.5299519990459519,76.950000000000003,0.0,0.0,0.0,0.0025997555956056065,9.4999949474965106,0.00039150378410839336,0.0014987200928527214,0.0014942844613172808,4.7458914240183213e-06,5.8166553760490344e-11,8.3051264980600899e-05,0.19598740065383335,3.063876162641088e-07,1.7477292072565264e-14,1.6626811546837628e-10,2.0712564072652731e-09,0.79793841423351075,1.8153369681969026e-06,9.1787952532550602e-16,1.2712669932115771e-17,2.0728547425263896e-12,0.0
7.236141997916575e-11,0.5299519990459279,76.950000000000003,0.0,0.0,0.0,0.0025094914231634994,9.4999949474925369,0.00039153328799958382,0.0014987207529472458,0.0014942851450085932,4.745894144951731e-06,5.8166610234044336e-11,8.1584660285337498e-05,0.19593807841912594,3.0638775566061417e-07,1.7477303281239289e-14,1.6738328155525341e-10,2.0854405595967943e-09,0.79807943612911059,1.8155873562880788e-06,9.1788009516947121e-16,1.3075888472732266e-17,2.0930023320641299e-12,0.0
7.279268538415408e-11,0.529951999045905,76.950000000000003,0.0,0.0,0.0,0.0024223938464212275,9.4999949474887586,0.00039156154173291825,0.0014987213651807244,0.0014942857810179683,4.7458966767432832e-06,5.8166668719735209e-11,8.0169045305140184e-05,0.19588810836814638,3.0638788496764629e-07,1.7477314925992385e-14,1.6849841943731001e-10,2.0996246848313014e-09,0.79821788961014772,1.8158290643311459e-06,9.1788063208133152e-16,1.1649644903390493e-17,2.1131777046709887e-12,0.0
7.322395078914241e-11,0.5299519990458833,76.950000000000003,0.0,0.0,0.0,0.002338351763024403,9.4999949474851686,0.00039158858916918637,0.0014987219328351533,0.0014942863726150038,4.745899032370153e-06,5.8166618802863154e-11,7.8802631190324151e-05,0.19583751407574046,3.0638800487710181e-07,1.747731986101052e-14,1.6961353006530491e-10,2.1138087788012355e-09,0.79835386394225016,1.8160623968231555e-06,9.1788065773180137e-16,1.2694348684706711e-17,2.1333803515881853e-12,0.0
7.365521619413075e-11,0.5299519990458625,76.950000000000003,0.0,0.0,0.0,0.0022572579689477536,9.4999949474817527,0.00039161447263029095,0.0014987224589665836,0.001494286922844515,4.74590122391705e-06,5.8166667522689606e-11,7.7483691857941682e-05,0.19578631828931112,3.0638811603330653e-07,1.7477328770993029e-14,1.7072861435923007e-10,2.1279928443299522e-09,0.79848744525939364,1.8162876475787732e-06,9.1788113600215157e-16,1.351424549424823e-17,2.1536097733609554e-12,0.0
7.408648159911908e-11,0.5299519990458428,76.950000000000003,0.0,0.0,0.0,0.002179009021696651,9.4999949474784948,0.00039163923295324415,0.0014987229464212459,0.0014942874345420089,4.7459032626377107e-06,5.8166746668554539e-11,7.621056178919057e-05,0.19573454295785209,3.0638821903629301e-07,1.7477340031409536e-14,1.7184367320921085e-10,2.1421768841280046e-09,0.79861871667378348,1.8165051001049897e-06,9.1788170999601204e-16,1.1557714841390301e-17,2.1738654796700098e-12,0.0
7.451774700410741e-11,0.5299519990458239,76.950000000000003,0.0,0.0,0.0,0.0021035051083101485,9.4999949474753898,0.00039166290954226846,0.0014987233978498581,0.001494287910348092,4.7459051590120934e-06,5.8166670268445992e-11,7.4981633904132073e-05,0.19568220925996185,3.0638831444484932e-07,1.7477342293671181e-14,1.7295870747638807e-10,2.1563608926300454e-09,0.79874775838188283,1.816715027962649e-06,9.1788155671490586e-16,1.2577243514763659e-17,2.1941469891660934e-12,0.0
7.494901240909574e-11,0.529951999045806,76.950000000000003,0.0,0.0,0.0,0.0020306499179969131,9.4999949474724232,0.00039168554041906975,0.0014987238157205165,0.0014942883527218876,4.7459069227996314e-06,5.8166705190391492e-11,7.3795357511003543e-05,0.19562933763087526,3.0638840277935534e-07,1.747734884192706e-14,1.740737179937798e-10,2.170544872542748e-09,0.79887464776671591,1.8169176951153846e-06,9.1788192861229219e-16,1.4078597545530872e-17,2.2144538293052258e-12,0.0
7.538027781408407e-11,0.5299519990457888,76.950000000000003,0.0,0.0,0.0,0.0019603505192413956,9.4999949474695864,0.00039170716227134576,0.0014987242023319944,0.0014942887639535288,4.7459085630888567e-06,5.8166816765851014e-11,7.2650236327506979e-05,0.19557594778854584,3.0638848452443032e-07,1.7477360610866193e-14,1.7518870556712383e-10,2.1847288286599001e-09,0.79899945949658635,1.8171133562662846e-06,9.1788260553353953e-16,1.150303412447981e-17,2.2347855361889384e-12,0.0
7.58115432190724e-11,0.5299519990457724,76.950000000000003,0.0,0.0,0.0,0.0018925172412232693,9.4999949474668703,0.0003917278104995926,0.0014987245598253687,0.0014942891461757844,4.7459100883436031e-06,5.8166712699135225e-11,7.1544826571545874e-05,0.19552205875881382,3.0638856013139344e-07,1.7477360524514844e-14,1.763036709757007e-10,2.1989127537778731e-09,0.79912226562032773,1.8173022571826931e-06,9.1788227546049284e-16,1.2309390888868639e-17,2.2551416544080965e-12,0.0
7.624280862406073e-11,0.5299519990457565,76.950000000000003,0.0,0.0,0.0,0.0018270635593986967,9.4999949474642662,0.00039174751926226927,0.001498724890194013,0.0014942895013748952,4.7459115064459508e-06,5.8166723373897566e-11,7.0477735118971958e-05,0.19546768889968988,3.0638863002055208e-07,1.7477364347256075e-14,1.7741861497313705e-10,2.2130966498861182e-09,0.79924313565921334,1.8174846350097125e-06,9.1788250373930638e-16,1.478132116892588e-17,2.2755217368862972e-12,0.0
7.667407402904906e-11,0.5299519990457414,76.950000000000003,0.0,0.0,0.0,0.0017639059850973046,9.4999949474617669,0.00039176632151937616,0.0014987251952946372,0.0014942898314006543,4.7459128247363161e-06,5.8166881714038804e-11,6.9447617725989312e-05,0.1954128559247878,3.0638869458334006e-07,1.7477377562284715e-14,1.7853353828818917e-10,2.2272805246597268e-09,0.7993621366956406,1.817660718572701e-06,9.178833599809161e-16,1.1532607634382635e-17,2.2959253447282964e-12,0.0
7.706221289353855e-11,0.5299519990457282,76.950000000000003,0.0,0.0,0.0,0.001708960698656862,9.4999949474596033,0.00039178249479755733,0.0014987254497130279,0.0014942901083268817,4.7459139315184456e-06,5.8166785192234755e-11,6.8551051904263536e-05,0.19536312442235054,3.0638874843762644e-07,1.7477376233070053e-14,1.7953695217117893e-10,2.2400459850138376e-09,0.79946769317749322,1.8178139948350226e-06,9.1788302489178138e-16,1.2668581898591521e-17,2.3143083497016167e-12,0.0
7.745035175802805e-11,0.5299519990457155,76.950000000000003,0.0,0.0,0.0,0.0016557532032736718,9.4999949474575143,0.00039179798199212042,0.0014987256862447225,0.0014942903674333066,4.7459149676530678e-06,5.8166679414838528e-11,6.7682469857240538e-05,0.19531304369189964,3.0638879852150496e-07,1.7477372301888339e-14,1.8054035036998968e-10,2.2528114202505806e-09,0.79957183383915575,1.8179625072757772e-06,9.1788268142207023e-16,1.7481378884998563e-17,2.332709752489009e-12,0.0
7.783849062251754e-11,0.5299519990457034,76.950000000000003,0.0,0.0,0.0,0.0016042285279979748,9.4999949474554981,0.00039181280480481899,0.0014987259059942271,0.0014942906098206802,4.7459159375081192e-06,5.8166946830577985e-11,6.6840986502470794e-05,0.19526262539595013,3.0638884506790867e-07,1.7477390861938248e-14,1.8154373336720954e-10,2.2655768450930556e-09,0.79967460285008307,1.8181064065606055e-06,9.1788398770326767e-16,1.1484005774123893e-17,2.3511292495461257e-12,0.0
7.822662948700703e-11,0.5299519990456915,76.950000000000003,0.0,0.0,0.0,0.0015543334409022999,9.4999949474535406,0.00039182698425089223,0.0014987261099988203,0.001494290836521737,4.7459168451808142e-06,5.8166921442693006e-11,6.6025744757350807e-05,0.19521188082788671,3.063888882953764e-07,1.7477394861738947e-14,1.8254710163094761e-10,2.2783422470086007e-09,0.79977604298266536,1.8182458385891735e-06,9.1788390888432479e-16,7.4513192664341513e-18,2.3695665423364681e-12,0.0
7.853535646992105e-11,0.5299519990456824,76.950000000000003,0.0,0.0,0.0,0.0015157759474588423,9.4999949474520307,0.00039183781680678553,0.0014987262616712974,0.0014942910062865067,4.7459175253118306e-06,5.8166731505807126e-11,6.5395482989760321e-05,0.19517129274290601,3.0638892044563762e-07,1.7477384426735145e-14,1.8334517396867011e-10,2.2884958658728511e-09,0.79985580754937657,1.8183536476816673e-06,9.1788315868420965e-16,1.5005076546009234e-17,2.3842441394626293e-12,0.0
7.884408345283507e-11,0.5299519990456736,76.950000000000003,0.0,0.0,0.0,0.0014781915939479527,9.4999949474505598,0.00039184826516298758,0.0014987264044599741,0.0014942911672010219,4.745918170363789e-06,5.8166867010971567e-11,6.4780892037440211e-05,0.19513051050846747,3.0638895072337697e-07,1.7477393385971795e-14,1.8414323749482466e-10,2.2986494804232496e-09,0.79993477785943556,1.8184587890372287e-06,9.1788385649420899e-16,1.3893623117690634e-17,2.3989326639364307e-12,0.0
7.915281043574909e-11,0.5299519990456649,76.950000000000003,0.0,0.0,0.0,0.0014415558155355167,9.499994947449121,0.00039185833901739258,0.0014987265388041271,0.0014942913197024863,4.7459187820712426e-06,5.8166898194399319e-11,6.4181576384143512e-05,0.19508953933586384,3.0638897922110052e-07,1.7477398985668587e-14,1.8494129242635301e-10,2.3088030850605009e-09,0.80001297365125734,1.8185613299843783e-06,9.1788401718702979e-16,9.8444097700448778e-18,2.4136319721079722e-12,0.0
7.946153741866311e-11,0.5299519990456562,76.950000000000003,0.0,0.0,0.0,0.0014058446675573458,9.4999949474477159,0.00039186804782306823,0.0014987266651210868,0.0014942914642065712,4.7459193620828122e-06,5.8166727291208349e-11,6.3597150498920422e-05,0.19504838430474744,3.0638900602676426e-07,1.7477389891137439e-14,1.8573933897497123e-10,2.3189566670486459e-09,0.80009041416503146,1.8186613361519545e-06,9.1788332863254397e-16,1.5722910984220558e-17,2.4283419222156535e-12,0.0
7.973939170328574e-11,0.5299519990456486,76.950000000000003,0.0,0.0,0.0,0.0013744758902229177,9.499994947446476,0.00039187648125218235,0.0014987267722708006,0.0014942915877494039,4.7459198582900126e-06,5.8166842873078032e-11,6.3083587155175072e-05,0.19501119167265485,3.0638902877433153e-07,1.7477398243395996e-14,1.8645757387220747e-10,2.3280948877565191e-09,0.80015948037540041,1.818749227373528e-06,9.1788389769007123e-16,1.3326211791876828e-17,2.4415898605009111e-12,0.0
8.001724598790836e-11,0.5299519990456415,76.950000000000003,0.0,0.0,0.0,0.0013438205433975742,9.4999949474452627,0.00039188463301477211,0.0014987268735152015,0.0014942917054088915,4.745920331182217e-06,5.8166846862856498e-11,6.258151261683955e-05,0.19497385765029165,3.0638905027714307e-07,1.7477399985075048e-14,1.871758022938672e-10,2.337233096168738e-09,0.80022796335216118,1.8188351627794559e-06,9.178839621134699e-16,1.3122608969264902e-17,2.454846204697959e-12,0.0
8.029510027253099e-11,0.5299519990456342,76.950000000000003,0.0,0.0,0.0,0.0013138623981721644,9.4999949474440744,0.0003918925095178336,0.0014987269691171588,0.0014942918174470311,4.7459207817989253e-06,5.8166850517073698e-11,6.2090665583654662e-05,0.19493638568032776,3.0638907059063422e-07,1.7477401644352454e-14,1.878940243839057e-10,2.3463712941760178e-09,0.80029587613587594,1.8189191868510547e-06,9.1788402296407593e-16,1.3317852278176879e-17,2.4681108552853979e-12,0.0
8.054516912869134e-11,0.529951999045628,76.950000000000003,0.0,0.0,0.0,0.001287483059344842,9.4999949474430245,0.00039189936820154908,0.0014987270505425192,0.0014942919136822174,4.745921169129988e-06,5.8166857452900184e-11,6.1658291599283116e-05,0.19490254574433649,3.0638908789973158e-07,1.7477403300668436e-14,1.8854041896785226e-10,2.35459566422497e-09,0.80035652066502394,1.818993210272539e-06,9.1788409141250839e-16,1.3176048639864616e-17,2.4800560614729611e-12,0.0
8.07952379848517e-11,0.5299519990456217,76.950000000000003,0.0,0.0,0.0,0.001261644291327866,9.4999949474419889,0.00039190601346414232,0.0014987271277765609,0.0014942920057417226,4.7459215399157519e-06,5.8166833013927542e-11,6.123462285598912e-05,0.19486859919631425,3.0638910432538227e-07,1.7477403022202385e-14,1.891868086378097e-10,2.3628200256419847e-09,0.80041672275343878,1.8190657517395595e-06,9.1788401785507073e-16,1.3710621397407301e-17,2.4920078452780766e-12,0.0
8.104530684101205e-11,0.5299519990456154,76.950000000000003,0.0,0.0,0.0,0.0012363350144020315,9.4999949474409728,0.00039191244967977482,0.0014987272009874997,0.0014942920937932088,4.7459218948212736e-06,5.816685346816527e-11,6.0819480960166179e-05,0.19483454838652237,3.0638911990306461e-07,1.7477405374909312e-14,1.8983319349232322e-10,2.3710443798047798e-09,0.80047649130423126,1.8191368416202979e-06,9.1788414392501479e-16,1.3614909752986041e-17,2.503966136570453e-12,0.0
8.129537569717241e-11,0.5299519990456092,76.950000000000003,0.0,0.0,0.0,0.001211544375934448,9.4999949474399727,0.00039191868113295933,0.0014987272703368638,0.0014942921779975637,4.7459222344847626e-06,5.8166882162449103e-11,6.0412691174502482e-05,0.19480039561701926,3.0638913466682162e-07,1.7477408186659152e-14,1.9047957362799658e-10,2.3792687266817581e-09,0.80053583503807546,1.8192065096605577e-06,9.1788430408412268e-16,1.299169416671826e-17,2.5159308659674275e-12,0.0
8.154544455333276e-11,0.5299519990456033,76.950000000000003,0.0,0.0,0.0,0.0011872617457439471,9.4999949474389886,0.00039192471202039001,0.0014987273359796955,0.0014942922585091782,4.7459225595186475e-06,5.8166848453212168e-11,6.0014082343359445e-05,0.19476614314264448,3.0638914864932139e-07,1.7477407217467906e-14,1.9112594913952882e-10,2.3874930646005573e-09,0.80059476249693318,1.8192747849964617e-06,9.1788418340797779e-16,1.3584595702954235e-17,2.5279019648260425e-12,0.0
8.179551340949312e-11,0.5299519990455975,76.950000000000003,0.0,0.0,0.0,0.0011634767115466544,9.499994947438017,0.0003919305464527392,0.0014987273980646071,0.0014942923354762162,4.7459228705106075e-06,5.8166859781750523e-11,5.9623486819440887e-05,0.19473179317198477,3.0638916188191483e-07,1.747740888860163e-14,1.9177232011974977e-10,2.3957173952757813e-09,0.80065328204771158,1.8193416961669347e-06,9.17884263768063e-16,1.3750306309888266e-17,2.5398793652347249e-12,0.0
8.204558226565347e-11,0.5299519990455918,76.950000000000003,0.0,0.0,0.0,0.0011401790744822746,9.4999949474370613,0.00039193618845642468,0.0014987274567343411,0.0014942924090408682,4.7459231680246071e-06,5.8166898109937135e-11,5.9240740391762218e-05,0.19469734786832429,3.0638917439468956e-07,1.7477412146689939e-14,1.9241868665965583e-10,2.4039417193100537e-09,0.80071140188585832,1.819407271125962e-06,9.1788446215760185e-16,1.2957493026737421e-17,2.5518630000059014e-12,0.0
8.229565112181383e-11,0.5299519990455859,76.950000000000003,0.0,0.0,0.0,0.0011173588447319725,9.4999949474361198,0.00039194164197533875,0.0014987275121259767,0.0014942924793395901,4.7459234526018649e-06,5.8166852926050154e-11,5.8865682215094332e-05,0.19466280935057428,3.0638918621651988e-07,1.7477410366718439e-14,1.9306504884844473e-10,2.412166034343383e-09,0.80076913003888106,1.8194715372545974e-06,9.1788428513175264e-16,1.3637390742957853e-17,2.5638528026684655e-12,0.0
8.254571997797418e-11,0.5299519990455802,76.950000000000003,0.0,0.0,0.0,0.0010950062372326393,9.499994947435189,0.00039194691087254021,0.0014987275643708244,0.0014942925465033325,4.7459237247617467e-06,5.8166856822151502e-11,5.8498154740959346e-05,0.194628179694183,3.0638919737511339e-07,1.7477411470235174e-14,1.937114067735496e-10,2.4203903421855456e-09,0.80082647436978971,1.8195345213727102e-06,9.1788432807497769e-16,1.4051386134191979e-17,2.5758487074594908e-12,0.0
8.279578883413454e-11,0.5299519990455749,76.950000000000003,0.0,0.0,0.0,0.001073111667483058,9.4999949474342724,0.00039195199893190993,0.0014987276135950199,0.0014942926106577654,4.7459239850026637e-06,5.8166914786361537e-11,5.8138003650105844e-05,0.19459346093202595,3.0638920789706079e-07,1.7477415788101696e-14,1.943577605206726e-10,2.4286146441721046e-09,0.80088344258046751,1.8195962497504767e-06,9.1788461010773966e-16,1.2934960964146973e-17,2.5878506493171225e-12,0.0
8.304585769029489e-11,0.5299519990455691,76.950000000000003,0.0,0.0,0.0,0.0010516657474352084,9.4999949474333683,0.00039195690985977297,0.0014987276599197862,0.0014942926719234903,4.7459242338029261e-06,5.8166859266612041e-11,5.7785077786355112e-05,0.19455865505527775,3.0638921780788181e-07,1.7477413281412494e-14,1.9500411017381785e-10,2.4368389370521292e-09,0.80094004221496939,1.8196567481196395e-06,9.1788438215992033e-16,1.360994332871748e-17,2.5998585638734944e-12,0.0
8.329592654645525e-11,0.5299519990455639,76.950000000000003,0.0,0.0,0.0,0.0010306592814672143,9.4999949474324765,0.00039196164728648832,0.0014987277034611394,0.0014942927304162474,4.7459244716215232e-06,5.8166848829098787e-11,5.7439229091761874e-05,0.19452376401426702,3.0638922713206555e-07,1.747741341836662e-14,1.9565045581532404e-10,2.4450632225655012e-09,0.80099628066275852,1.8197160416845447e-06,9.1788435736060694e-16,1.4407168532911686e-17,2.6118723874464603e-12,0.0
