Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157)
7.666635564912355e-12,0.2002157987951514,76.950000000000003,0.0,0.0,0.0,0.99996095132855234,9.4999997358484247,1.0934144788428719e-06,1.4560921699642413e-05,1.4296781986614912e-05,2.6414564200423624e-07,5.9289767374051773e-12,1.4763638069895949e-06,7.3570379047992572e-06
7.7174481821875e-12,0.2002157987874412,76.950000000000003,0.0,0.0,0.0,0.99996069297280221,9.4999997324807648,1.1006611568115656e-06,1.4657424198802338e-05,1.4389916901724213e-05,2.6751326535961883e-07,5.9682814956730365e-12,1.4764834686439938e-06,7.4150222382597585e-06
7.768260799462645e-12,0.20021579877968634,76.950000000000003,0.0,0.0,0.0,0.99996043461739037,9.4999997290936129,1.1079078320118481e-06,1.4753926648113718e-05,1.4483032279702117e-05,2.7090037597853609e-07,6.0075669378595088e-12,1.4765982927238971e-06,7.4730111737147239e-06
7.81907341673779e-12,0.20021579877188697,76.950000000000003,0.0,0.0,0.0,0.99996017626230749,9.4999997256870099,1.1151545044437227e-06,1.4850429047539492e-05,1.45761281536803e-05,2.7430694072937456e-07,6.0468701833369819e-12,1.476708474249508e-06,7.5310045250324945e-06
7.869886034012935e-12,0.20021579876404313,76.950000000000003,0.0,0.0,0.0,0.99995991790754535,9.4999997222609824,1.1224011741071915e-06,1.494693139711401e-05,1.4669204556734125e-05,2.7773292653682795e-07,6.0861569446378128e-12,1.4768142003790558e-06,7.5890021135850508e-06
7.92069865128808e-12,0.2002157987561549,76.950000000000003,0.0,0.0,0.0,0.99995965955309585,9.4999997188155696,1.1296478410022575e-06,1.5043433696805661e-05,1.476226152188275e-05,2.8117830038180111e-07,6.1254588933753825e-12,1.4769156507257429e-06,7.6470037679455179e-06
7.971511268563225e-12,0.20021579874822235,76.950000000000003,0.0,0.0,0.0,0.99995940119895088,9.4999997153508016,1.1368945051289228e-06,1.5139935946643755e-05,1.4855299082089213e-05,2.8464302930131441e-07,6.1647467742214765e-12,1.4770129976619101e-06,7.7050093235978663e-06
8.02232388583837e-12,0.2002157987402456,76.950000000000003,0.0,0.0,0.0,0.99995914284510301,9.4999997118667121,1.1441411664871905e-06,1.5236438146601326e-05,1.4948317270260523e-05,2.8812708038840926e-07,6.2040476105612828e-12,1.4771064066109439e-06,7.763018622658298e-06
8.073136503113515e-12,0.20021579873222456,76.950000000000003,0.0,0.0,0.0,0.99995888449154502,9.4999997083633314,1.1513878250770629e-06,1.533294029670339e-05,1.5041316119247775e-05,2.9163042079205158e-07,6.2433364406729565e-12,1.4771960363274136e-06,7.8210315136078906e-06
8.12394912038866e-12,0.20021579872415957,76.950000000000003,0.0,0.0,0.0,0.99995862613827002,9.4999997048406968,1.1586344808985424e-06,1.5429442396926937e-05,1.5134295661846218e-05,2.9515301771703809e-07,6.2826363219024217e-12,1.477282039165914e-06,7.8790478510359916e-06
8.174761737663805e-12,0.20021579871605052,76.950000000000003,0.0,0.0,0.0,0.99995836778527103,9.4999997012988349,1.1658811339516313e-06,1.5525944447293329e-05,1.5227255930795374e-05,2.9869483842390035e-07,6.3219259559906803e-12,1.4773645613390746e-06,7.9370674953939924e-06
8.22557435493895e-12,0.20021579870789757,76.950000000000003,0.0,0.0,0.0,0.99995810943254193,9.499999697737783,1.173127784236332e-06,1.5622446447782925e-05,1.5320196958779126e-05,3.0225585022881064e-07,6.3612250163131107e-12,1.4774437431651617e-06,7.9950903127589876e-06
8.276386972214095e-12,0.20021579869970071,76.950000000000003,0.0,0.0,0.0,0.99995785108007651,9.4999996941575713,1.1803744317526466e-06,1.5718948398413965e-05,1.5413118778425798e-05,3.0583602050348719e-07,6.4005153304119313e-12,1.477519719305703e-06,8.0531161746069919e-06
8.32719958948924e-12,0.20021579869146008,76.950000000000003,0.0,0.0,0.0,0.9999575927278691,9.4999996905582371,1.1876210765005773e-06,1.58154502991697e-05,1.550602142230827e-05,3.0943531667510003e-07,6.4398136843344278e-12,1.4775926189935311e-06,8.1111449575952885e-06
8.378012206764385e-12,0.20021579868317568,76.950000000000003,0.0,0.0,0.0,0.99995733437591372,9.4999996869398071,1.1948677184801266e-06,1.5911952150065685e-05,1.5598904922944069e-05,3.1305370622617607e-07,6.4791045726713468e-12,1.4776625662516338e-06,8.1691765433535607e-06
8.42882482403953e-12,0.2002157986748477,76.950000000000003,0.0,0.0,0.0,0.99995707602420503,9.4999996833023186,1.2021143576912962e-06,1.600845395108764e-05,1.569176931279544e-05,3.1669115669450605e-07,6.5184023178954676e-12,1.4777296801031813e-06,8.2272108182834128e-06
8.479637441314675e-12,0.20021579866647612,76.950000000000003,0.0,0.0,0.0,0.99995681767273803,9.4999996796457999,1.2093609941340887e-06,1.6104955702248843e-05,1.5784614624269475e-05,3.203476356730496e-07,6.5576936902214232e-12,1.4777940747730882e-06,8.2852476733660346e-06
8.581262675864963e-12,0.20021579864960262,76.950000000000003,0.0,0.0,0.0,0.99995630097050903,9.4999996722758073,1.2238542587145499e-06,1.6297959054962531e-05,1.5970248141337073e-05,3.277175499093926e-07,6.6362839443356581e-12,1.4779151326936314e-06,8.4013287172856926e-06
8.682887910415252e-12,0.20021579863255576,76.950000000000003,0.0,0.0,0.0,0.99995578426918896,9.4999996648300886,1.2383475122215265e-06,1.649096220820978e-05,1.6155805732331278e-05,3.3516319075113211e-07,6.7148726432681234e-12,1.4780265683070174e-06,8.5174188845703948e-06
8.78451314496554e-12,0.20021579861533612,76.950000000000003,0.0,0.0,0.0,0.99995526756874298,9.4999996573089014,1.2528407546550338e-06,1.6683965161989433e-05,1.6341287654578266e-05,3.426843008724158e-07,6.7934612630932201e-12,1.4781291458002192e-06,8.6335174458629539e-06
8.886138379515828e-12,0.20021579859794422,76.950000000000003,0.0,0.0,0.0,0.9999547508691391,9.4999996497124979,1.2673339860150873e-06,1.6876967916301805e-05,1.6526694164508685e-05,3.5028062384290686e-07,6.8720498035780007e-12,1.4782235670106952e-06,8.7496237313139738e-06
8.987763614066117e-12,0.2002157985803807,76.950000000000003,0.0,0.0,0.0,0.99995423417034812,9.4999996420411392,1.2818272063017012e-06,1.7069970471147185e-05,1.6712025517665158e-05,3.5795190412027907e-07,6.9506382623012817e-12,1.478310476806592e-06,8.8657371254468365e-06
9.089388848616405e-12,0.20021579856264618,76.950000000000003,0.0,0.0,0.0,0.99995371747234241,9.4999996342950794,1.2963204155148906e-06,1.7262972826525874e-05,1.6897281968819798e-05,3.6569788693270515e-07,7.0292266396181571e-12,1.4783904744174484e-06,8.9818570563434443e-06
9.191014083166694e-12,0.2002157985447412,76.950000000000003,0.0,0.0,0.0,0.99995320077509764,9.4999996264745672,1.3108136136546692e-06,1.7455974982438143e-05,1.7082463771751637e-05,3.7351831850142684e-07,7.1078149357883188e-12,1.4784641042896579e-06,9.0979830043719725e-06
9.292639317716982e-12,0.20021579852666638,76.950000000000003,0.0,0.0,0.0,0.99995268407859028,9.4999996185798601,1.3253068007210499e-06,1.7648976938884249e-05,1.7267571179359065e-05,3.8141294592832023e-07,7.186403150213955e-12,1.4785318664946612e-06,9.2141144922530384e-06
9.39426455226727e-12,0.20021579850842222,76.950000000000003,0.0,0.0,0.0,0.99995216738279991,9.4999996106112121,1.3397999767140471e-06,1.784197869586445e-05,1.7452604443684417e-05,3.8938151717130718e-07,7.2649912832213675e-12,1.4785942220617543e-06,9.3302510799699615e-06
9.495889786817559e-12,0.2002157984900094,76.950000000000003,0.0,0.0,0.0,0.99995165068770686,9.4999996025688702,1.3542931416336731e-06,1.8034980253379004e-05,1.7637563815941787e-05,3.974237810165402e-07,7.3435793351942398e-12,1.4786515974080854e-06,9.4463923605406867e-06
9.597515021367847e-12,0.20021579847142837,76.950000000000003,0.0,0.0,0.0,0.99995113399329316,9.4999995944530866,1.3687862954799402e-06,1.8227981611428141e-05,1.7822449546505944e-05,4.05539487089491e-07,7.4221673056049622e-12,1.4787043861988678e-06,9.5625379582423253e-06
9.800765490468426e-12,0.2002157984337642,76.950000000000003,0.0,0.0,0.0,0.99995010060643941,9.4999995780021873,1.3977725699524499e-06,1.8613983729131106e-05,1.8192001079805039e-05,4.219902286690553e-07,7.579343002170711e-12,1.4787976299126724e-06,9.7948407442240413e-06
1e-11,0.20021579839543432,76.950000000000003,0.0,0.0,0.0,0.99994908764040003,9.4999995615940982,1.4261860711151533e-06,1.8992358182820748e-05,1.8553967754117951e-05,4.383981621155784e-07,7.7334127996094571e-12,1.4788750891820637e-06,1.0022566607621509e-05
1.0004015959569004e-11,0.20021579839543432,76.950000000000003,0.0,0.0,0.0,0.99994906722212096,9.4999995612605019,1.4267588001316726e-06,1.8999985048975143e-05,1.8561261029640103e-05,4.3873175585339747e-07,7.7365183732252288e-12,1.478876523325058e-06,1.0027156984933403e-05
1.0207266428669582e-11,0.20021579835644318,76.950000000000003,0.0,0.0,0.0,0.99994803384023911,9.499999544230004,1.4557449860177024e-06,1.9385985570961958e-05,1.8930231368575818e-05,4.5576209607953812e-07,7.8936934186951325e-12,1.4789432414039445e-06,1.0259484604532537e-05
1.041051689777016e-11,0.20021579831679537,76.950000000000003,0.0,0.0,0.0,0.99994700046070972,9.4999995269126511,1.4847311276106302e-06,1.9771985295093176e-05,1.9298914055786163e-05,4.7307929017513117e-07,8.0508681385678398e-12,1.4789996284983087e-06,1.0491821842733724e-05
1.0613767366870739e-11,0.20021579827649513,76.950000000000003,0.0,0.0,0.0,0.99994596708346106,9.4999995093103937,1.5137172249105456e-06,2.0157984221370355e-05,1.9667311037162562e-05,4.9068139225031525e-07,8.2080425328332615e-12,1.47904725127763e-06,1.0724167204272811e-05
1.0817017835971318e-11,0.2002157982355471,76.950000000000003,0.0,0.0,0.0,0.99994493370843285,9.4999994914251591,1.5427032779175357e-06,2.0543982349795015e-05,2.0035424245408549e-05,5.0856646960304914e-07,8.3652166014808494e-12,1.479087440325052e-06,1.095651941921175e-05
1.1020268305071896e-11,0.2002157981939556,76.950000000000003,0.0,0.0,0.0,0.99994390033557368,9.4999994732588693,1.5716892866316856e-06,2.0929979680368597e-05,2.0403255600118335e-05,5.2673260264059013e-07,8.5223903445002201e-12,1.4791213217556534e-06,1.1188877412761414e-05
1.1223518774172474e-11,0.20021579815172497,76.950000000000003,0.0,0.0,0.0,0.99994286696483992,9.4999994548134321,1.6006752510530796e-06,2.1315976213092519e-05,2.0770807007876688e-05,5.4517788477957621e-07,8.6795637618811194e-12,1.4791498531549948e-06,1.1421240270981047e-05
1.1426769243273053e-11,0.20021579810885953,76.950000000000003,0.0,0.0,0.0,0.99994183359619404,9.4999994360907358,1.6296611711818007e-06,2.1701971947968155e-05,2.1138080362344021e-05,5.6390042236097713e-07,8.8367368536132206e-12,1.4791738485802612e-06,1.165360721691659e-05
1.1630019712373631e-11,0.2002157980653637,76.950000000000003,0.0,0.0,0.0,0.99994080022960552,9.4999994170926669,1.658647047017931e-06,2.2087966884996862e-05,2.1505077544340013e-05,5.8289833456644678e-07,8.9939096196864407e-12,1.4791939983614042e-06,1.1885977591702048e-05
1.183327018147421e-11,0.20021579802124162,76.950000000000003,0.0,0.0,0.0,0.99993976686504682,9.4999993978210924,1.6876328785615515e-06,2.2473961024179933e-05,2.1871800421927883e-05,6.021697533340951e-07,9.1510820600908407e-12,1.4792108864953907e-06,1.2118350837958015e-05
1.2239771119675366e-11,0.2002157979311359,76.950000000000003,0.0,0.0,0.0,0.99993770014193339,9.4999993584648266,1.7456044087715841e-06,2.3245946909014366e-05,2.2604430672883057e-05,6.4152570155725194e-07,9.4654259638530717e-12,1.4792367779646573e-06,1.2583104131344243e-05
1.2646272057876523e-11,0.200215797838576,76.950000000000003,0.0,0.0,0.0,0.99993563342671188,9.4999993180366413,1.8035757618125359e-06,2.4017929602481513e-05,2.3335985807903532e-05,6.8195357434652556e-07,9.7797685648214299e-12,1.4792546421732654e-06,1.3047864120058254e-05
1.305277299607768e-11,0.20021579774359513,76.950000000000003,0.0,0.0,0.0,0.99993356671927913,9.4999992765510228,1.8615469376850351e-06,2.478990910459118e-05,2.406648032111579e-05,7.2343887758523087e-07,1.0094109862918769e-11,1.479266734050732e-06,1.3512628651948093e-05
1.3459273934278837e-11,0.20021579764622607,76.950000000000003,0.0,0.0,0.0,0.99993150001956155,9.4999992340222743,1.9195179363897083e-06,2.5561885415352935e-05,2.4795928510763192e-05,7.6596731303958298e-07,1.0408449858069408e-11,1.4792746817779296e-06,1.3977396173044823e-05
1.3865774872479994e-11,0.200215797546501,76.950000000000003,0.0,0.0,0.0,0.99992943332750539,9.4999991904644983,1.9774887579271749e-06,2.6333858534776169e-05,2.5524344481841488e-05,8.0952477572321401e-07,1.0722788550199076e-11,1.4792796512439008e-06,1.4442165570601222e-05
1.427227581068115e-11,0.20021579744445187,76.950000000000003,0.0,0.0,0.0,0.99992736664307313,9.4999991458916035,2.0354594022980533e-06,2.7105828462870086e-05,2.6251742148705856e-05,8.5409735129014926e-07,1.1037125939234887e-11,1.4792824745619792e-06,1.4906936050433116e-05
1.4678776748882306e-11,0.20021579734011008,76.950000000000003,0.0,0.0,0.0,0.99992529996623714,9.4999991003173303,2.0934298695029614e-06,2.7877795199643764e-05,2.6978135237651859e-05,8.9967131345392025e-07,1.1351462025105376e-11,1.4792837502202943e-06,1.5371707041333473e-05
1.5085277687083462e-11,0.20021579723350658,76.950000000000003,0.0,0.0,0.0,0.99992323329697774,9.4999990537552055,2.1514001595425124e-06,2.8649758745106179e-05,2.7703537289461453e-05,9.4623312144151446e-07,1.1665796807740414e-11,1.4792839122548424e-06,1.583647812905209e-05
1.549177862528462e-11,0.20021579712467208,76.950000000000003,0.0,0.0,0.0,0.99992116663528074,9.4999990062185962,2.2093702724173214e-06,2.9421719099266165e-05,2.842796166191004e-05,9.937694174863941e-07,1.1980130287071236e-11,1.4792832744328822e-06,1.6301249014125941e-05
1.5898279563485776e-11,0.20021579701363665,76.950000000000003,0.0,0.0,0.0,0.99991909998113548,9.499998957720674,2.267340208128002e-06,3.0193676262132451e-05,2.9151421532237494e-05,1.0422670243574055e-06,1.2294462463030383e-11,1.4792820613082518e-06,1.6766019482239313e-05
1.6304780501686933e-11,0.20021579690043004,76.950000000000003,0.0,0.0,0.0,0.99991703333453508,9.499998908274442,2.3253099666751657e-06,3.0965630233713686e-05,2.9873929899587413e-05,1.0917129429195932e-06,1.2608793335551722e-11,1.4792804332743618e-06,1.7230789380312614e-05
1.671128143988809e-11,0.20021579678508158,76.950000000000003,0.0,0.0,0.0,0.99991496669547397,9.4999988578927201,2.3832795480594262e-06,3.1737581014018423e-05,3.0595499587414963e-05,1.1420943497263483e-06,1.2923122904570404e-11,1.4792785060205038e-06,1.7695558597932916e-05
1.7117782378089247e-11,0.2002157966676204,76.950000000000003,0.0,0.0,0.0,0.99991290006394862,9.4999988065881595,2.4412489522813951e-06,3.2509528603055116e-05,3.1316143245862095e-05,1.1933985946441635e-06,1.3237451170022811e-11,1.4792763635995342e-06,1.8160327054881769e-05
1.7524283316290403e-11,0.20021579654807498,76.950000000000003,0.0,0.0,0.0,0.9999108334399559,9.4999987543732409,2.4992181793416856e-06,3.3281473000832128e-05,3.2035873354099896e-05,1.2456131985103471e-06,1.3551778131846597e-11,1.4792740666897545e-06,1.8625094693249964e-05
1.793078425449156e-11,0.20021579642647339,76.950000000000003,0.0,0.0,0.0,0.99990876682349406,9.4999987012602745,2.5571872292409084e-06,3.4053414207357745e-05,3.2754702222638801e-05,1.2987258508227122e-06,1.3866103789980634e-11,1.4792716586121393e-06,1.9089861471694486e-05
1.8743786130893874e-11,0.2002157961772129,76.950000000000003,0.0,0.0,0.0,0.99990463361315707,9.4999985923886108,2.6731247975585995e-06,3.5597287046687524e-05,3.4189704652925e-05,1.4075968885137132e-06,1.449475119494083e-11,1.4792666219710383e-06,2.0019392340959989e-05
1.9556788007296187e-11,0.20021579592005698,76.950000000000003,0.0,0.0,0.0,0.99990050043293055,9.4999984800683617,2.7890616572393624e-06,3.7141147121109128e-05,3.5621245733405714e-05,1.5199165110967607e-06,1.5123393384437895e-11,1.4792614118704643e-06,2.0948919511722216e-05
2.03697898836985e-11,0.2002157956552176,76.950000000000003,0.0,0.0,0.0,0.99989636728281028,9.4999983643921642,2.9049978082880901e-06,3.8684994430685927e-05,3.7049418104995921e-05,1.635592077720335e-06,1.5752030358024464e-11,1.4792561150702628e-06,2.1878442901203698e-05
2.1182791760100815e-11,0.20021579538290127,76.950000000000003,0.0,0.0,0.0,0.99989223416279427,9.4999982454501755,3.0209332507096771e-06,4.0228828975480127e-05,3.8474311921421721e-05,1.7545334347204878e-06,1.6380662115270772e-11,1.4792507770703959e-06,2.2807962466006321e-05
2.1995793636503128e-11,0.20021579510330878,76.950000000000003,0.0,0.0,0.0,0.99988810107288117,9.4999981233301369,3.1368679845090138e-06,4.1772650755552695e-05,3.9896014915925197e-05,1.8766528489161244e-06,1.7009288655763968e-11,1.479245417651444e-06,2.3737478187279124e-05
2.2808795512905442e-11,0.20021579481663568,76.950000000000003,0.0,0.0,0.0,0.99988396801307067,9.499997998117415,3.2528020096909925e-06,4.3316459770963499e-05,4.1314612466234817e-05,2.0018649426386204e-06,1.7637909979107513e-11,1.4792400447795045e-06,2.4666990057447162e-05
2.4434799265710066e-11,0.2002157942228032,76.950000000000003,0.0,0.0,0.0,0.99987570198375597,9.4999977387440389,3.4846679342224506e-06,4.6404039508033453e-05,4.4142821341213268e-05,2.2612370619571283e-06,1.8895136972837881e-11,1.4792292698028847e-06,2.6526002233962106e-05
2.5816756745399675e-11,0.2002157936975212,76.950000000000003,0.0,0.0,0.0,0.99986867669423241,9.4999975093120579,3.6817309637844986e-06,4.9028165460771493e-05,4.6537517450780227e-05,2.4906679736420966e-06,1.9963650845562758e-11,1.4792201076266241e-06,2.8105983847578303e-05
2.7198714225089284e-11,0.20021579315423643,76.950000000000003,0.0,0.0,0.0,0.99986165149168282,9.4999972720167669,3.8787919459406046e-06,5.1652254532184574e-05,4.8924313368879851e-05,2.7279621954543402e-06,2.1032149639109685e-11,1.4792109549069426e-06,2.9685954288104692e-05
2.8580671704778894e-11,0.20021579259376293,76.950000000000003,0.0,0.0,0.0,0.99985462637610623,9.4999970272139045,4.0758508807147966e-06,5.4276306722534958e-05,5.130356483353674e-05,2.97276398963154e-06,2.2100633351959299e-11,1.4792018057230579e-06,3.1265913561330066e-05
2.99626291844685e-11,0.2002157920168787,76.950000000000003,0.0,0.0,0.0,0.99984760134750283,9.4999967752431225,4.2729077681311016e-06,5.6900322032076814e-05,5.3675611498066996e-05,3.2247337031117747e-06,2.3169101982696517e-11,1.479192650499854e-06,3.2845861676531012e-05
3.134458666415811e-11,0.200215791424326,76.950000000000003,0.0,0.0,0.0,0.99984057640587187,9.4999965164287197,4.4699626082135492e-06,5.9524300461056542e-05,5.6040777661137585e-05,3.4835470374744583e-06,2.4237555530004118e-11,1.4791834896243959e-06,3.4425798633475991e-05
3.272654414384772e-11,0.20021579081681387,76.950000000000003,0.0,0.0,0.0,0.99983355155121212,9.4999962510803329,4.6670154009861678e-06,6.2148242009713093e-05,5.8399372959848614e-05,3.7488943558584363e-06,2.5305993992657727e-11,1.4791743292046098e-06,3.6005724426473342e-05
3.410850162353733e-11,0.20021579019501903,76.950000000000003,0.0,0.0,0.0,0.99982652678352346,9.4999959794936011,4.864066146472981e-06,6.4772146678278135e-05,6.0751693034202293e-05,4.0204800184931833e-06,2.6374417369519547e-11,1.4791651717914601e-06,3.7585639053226203e-05
3.5490459103226937e-11,0.2002157895595879,76.950000000000003,0.0,0.0,0.0,0.99981950210280501,9.4999957019507981,5.0611148446980167e-06,6.7396014466976557e-05,6.3098020159045235e-05,4.2980217507569541e-06,2.7442825659532322e-11,1.4791560150593111e-06,3.9165542516092131e-05
3.6872416582916546e-11,0.2002157889111374,76.950000000000003,0.0,0.0,0.0,0.999812477509056,9.4999954187214435,5.2581614956853035e-06,7.0019845376026501e-05,6.5438623848622452e-05,4.5812500386228944e-06,2.8511218861716107e-11,1.4791468568050134e-06,4.0745434817311717e-05
3.8254374062606155e-11,0.20021578825025682,76.950000000000003,0.0,0.0,0.0,0.99980545300227652,9.4999951300628602,5.4552060994588675e-06,7.264363940563986e-05,6.7773761432968316e-05,4.8699075522684891e-06,2.9579596975163097e-11,1.4791376976497583e-06,4.2325315956429963e-05
3.9636331542295764e-11,0.20021578757750863,76.950000000000003,0.0,0.0,0.0,0.99979842858246515,9.4999948362207522,5.6522486560427355e-06,7.5267396556022309e-05,7.0103678609016829e-05,5.1637485949654745e-06,3.0647959999031013e-11,1.4791285391714145e-06,4.3905185932078762e-05
4.1018289021985374e-11,0.20021578689342978,76.950000000000003,0.0,0.0,0.0,0.99979140424962176,9.4999945374296999,5.8492891654609312e-06,7.789111682737372e-05,7.2428609966419447e-05,5.462538577262168e-06,3.1716307932541634e-11,1.4791193816236052e-06,4.5485044744153934e-05
4.240024650167498e-11,0.2002157861985333,76.950000000000003,0.0,0.0,0.0,0.99978438000374581,9.4999942339136947,6.0463276277374832e-06,8.0514800219888219e-05,7.4748779489825737e-05,5.7660535147032426e-06,3.2784640774977747e-11,1.4791102241785448e-06,4.7064892393583395e-05
4.378220398136459e-11,0.20021578549330865,76.950000000000003,0.0,0.0,0.0,0.99977735584483685,9.499993925886594,6.2433640428964167e-06,8.3138446733754633e-05,7.7064401038203317e-05,6.0740795485098291e-06,3.3852958525674507e-11,1.4791010663703427e-06,4.8644728880949707e-05
4.51641614610542e-11,0.2002157847782234,76.950000000000003,0.0,0.0,0.0,0.99977033177289387,9.4999936135525864,6.4403984109617578e-06,8.5762056369156545e-05,7.9375678802607038e-05,6.3864124878106728e-06,3.4921261184019108e-11,1.4790919085075826e-06,5.0224554206096175e-05
4.654611894074381e-11,0.20021578405372398,76.950000000000003,0.0,0.0,0.0,0.999763307787917,9.4999932971066308,6.63743073195753e-06,8.838562912627251e-05,8.168280774318852e-05,6.702857372632702e-06,3.5989548749452151e-11,1.4790827509823463e-06,5.1804368368786477e-05
4.792807642043342e-11,0.20021578332023643,76.950000000000003,0.0,0.0,0.0,0.99975628388990523,9.4999929767348767,6.8344610059077587e-06,9.1009165005276257e-05,8.3985974006532251e-05,7.0232280565652209e-06,3.7057821221455503e-11,1.4790735937629141e-06,5.3384171369188739e-05
4.931003390012303e-11,0.2002157825781677,76.950000000000003,0.0,0.0,0.0,0.99974926007885845,9.4999926526150578,7.0314892328364707e-06,9.3632664006337044e-05,8.6285355324087554e-05,7.3473468083280587e-06,3.8126078599550466e-11,1.4790644366063065e-06,5.4963963207672743e-05
5.069199137981264e-11,0.20021578182790636,76.950000000000003,0.0,0.0,0.0,0.99974223635477588,9.4999923249168656,7.2285154127676921e-06,9.6256126129619547e-05,8.8581121392606116e-05,7.6750439313343142e-06,3.9194320883307876e-11,1.4790552794382434e-06,5.6543743884447236e-05
5.207394885950225e-11,0.20021578106982332,76.950000000000003,0.0,0.0,0.0,0.9997352127176572,9.4999919938023307,7.4255395457254457e-06,9.887955137528427e-05,9.0873434237354118e-05,8.0061574004782214e-06,4.026254807233221e-11,1.4790461223733947e-06,5.8123513399540639e-05
5.345590633919186e-11,0.20021578030427278,76.950000000000003,0.0,0.0,0.0,0.99972818916750161,9.4999916594261471,7.6225616317337541e-06,0.00010150293974348766,9.3162448558917345e-05,8.3405325153304626e-06,4.1330760166251413e-11,1.4790369654994177e-06,5.9703271753007169e-05
5.4837863818881466e-11,0.20021577953159292,76.950000000000003,0.0,0.0,0.0,0.99972116570430902,9.4999913219360259,7.8195816708166468e-06,0.00010412629123438218,9.544831206432364e-05,8.6780215690156917e-06,4.2398957164742379e-11,1.4790278087823652e-06,6.1283018945017067e-05
5.6219821298571076e-11,0.20021577875210658,76.950000000000003,0.0,0.0,0.0,0.99971414232807887,9.4999909814729957,8.0165996629981405e-06,0.00010674960584811655,9.773116578320516e-05,9.018483532050446e-06,4.3467139067515066e-11,1.4790186521576397e-06,6.2862754975769871e-05
5.7601778778260685e-11,0.2002157779661221,76.950000000000003,0.0,0.0,0.0,0.99970711903881071,9.4999906381717079,8.2136156083022657e-06,0.00010937288358483599,0.00010001114436966398,9.3617837504778617e-06,4.4535305874280509e-11,1.4790094956205026e-06,6.4442479845407932e-05
6.03656937376399e-11,0.20021577637582272,76.950000000000003,0.0,0.0,0.0,0.99969307272115848,9.4999899435627917,8.6076413583745028e-06,0.00011461932842779316,0.00010456298456841649,1.005639053097084e-05,4.667159419886743e-11,1.4789911828250896e-06,6.7601896101875962e-05
6.28532172010812e-11,0.20021577492514622,76.950000000000003,0.0,0.0,0.0,0.99968043133267692,9.4999893099381509,8.9622575333599108e-06,0.00011934100266845036,0.00010865103801467462,1.0690013247977772e-05,4.8594202060486347e-11,1.4789747018506709e-06,7.044533256283695e-05
6.534074066452249e-11,0.20021577345761069,76.950000000000003,0.0,0.0,0.0,0.99966779022594554,9.499988668949424,9.3168670768362579e-06,0.00012406255742968578,0.00011273160789129148,1.1331000055155276e-05,5.0516761007950765e-11,1.4789582213484119e-06,7.3288732863750379e-05
6.782826412796379e-11,0.20021577197456406,76.950000000000003,0.0,0.0,0.0,0.99965514940096178,9.499988021186466,9.6714699889436401e-06,0.00012878399271223307,0.00011680528406415558,1.1978761087348471e-05,5.2439271040539018e-11,1.4789417411491441e-06,7.6132097005581731e-05
7.031578759140508e-11,0.20021577047725145,76.950000000000003,0.0,0.0,0.0,0.9996425088577231,9.499987367192011,1.002606626982216e-05,0.00013350530851679814,0.00012087260925532381,1.2632753623206431e-05,5.4361732157622075e-11,1.4789252612658298e-06,7.8975424989122584e-05
7.280331105484638e-11,0.20021576896681448,76.950000000000003,0.0,0.0,0.0,0.99962986859622749,9.4999867074653981,1.0380655919611913e-05,0.00013822650484406103,0.00012493408281750312,1.3292478310702285e-05,5.6284144358700403e-11,1.4789087818083465e-06,8.1818716815072043e-05
7.529083451828768e-11,0.20021576744430603,76.950000000000003,0.0,0.0,0.0,0.99961722861647251,9.4999860424660909,1.0735238938453001e-05,0.00014294758169467806,0.00012899016420334699,1.3957475697838688e-05,5.8206507643536052e-11,1.4788923027830603e-06,8.4661972484227933e-05
7.777835798172897e-11,0.2002157659106936,76.950000000000003,0.0,0.0,0.0,0.99960458891845605,9.4999853726168269,1.1089815326485517e-05,0.00014766853906928305,0.00013304127615928782,1.4627323038817209e-05,6.0128822011914123e-11,1.4788758241262461e-06,8.7505191997455081e-05
8.026588144517027e-11,0.2002157643668677,76.950000000000003,0.0,0.0,0.0,0.99959194950217589,9.4999846983065801,1.1444385083849556e-05,0.00015238937696848934,0.00013708780765709711,1.5301631362479636e-05,6.2051087463654375e-11,1.4788593458296414e-06,9.0348375355565311e-05
8.275340490861157e-11,0.20021576281364786,76.950000000000003,0.0,0.0,0.0,0.99957931036762981,9.4999840198932439,1.179894821068521e-05,0.0001571100953928912,0.00014113011659057736,1.5980042775617784e-05,6.3973303998839008e-11,1.4788428679315619e-06,9.3191522559325939e-05
8.524092837205286e-11,0.20021576125178805,76.950000000000003,0.0,0.0,0.0,0.99956667151481604,9.4999833377061158,1.215350470713257e-05,0.00016183069434306499,0.00014516853225763574,1.6662227980900777e-05,6.5895471617530177e-11,1.4788263904402347e-06,9.6034633609533122e-05
8.772845183549416e-11,0.2002157596819818,76.950000000000003,0.0,0.0,0.0,0.99955403294373213,9.4999826520481818,1.2508054573331725e-05,0.00016655117381957061,0.0001492033576458144,1.7347883991346495e-05,6.781759031973061e-11,1.4788099133329591e-06,9.88777085070124e-05
