Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63)
1.728123649825165e-13,0.4351410047605057,76.950000000000003,0.0,0.0,0.0,0.99909515801737703,9.4999999956955943,1.4372759929132812e-06,1.240600751477395e-05,1.2403000359273004e-05,3.1074832570894494e-09,7.8916514177678456e-13,0.00063386529986886764,6.0606932626175251e-05,1.1961386008903364e-09,1.4237966318011339e-17,1.4823091975350747e-17,4.4570652432306526e-15,0.00018411788553854465,8.6622175222062583e-11,4.2797540832729879e-18,8.8953520483283007e-19,3.3555460929499605e-21,0.0,9.3076427898837927e-11,1.09660888675937e-09
1.7913229147266828e-13,0.43514100475896955,76.950000000000003,0.0,0.0,0.0,0.99906217209504722,9.4999999953868528,1.4898139381683153e-06,1.2859246671596855e-05,1.2856009005927028e-05,3.3362910022306581e-09,8.1785304029901504e-13,0.00064965222429559969,6.4628758528507832e-05,1.276043827684622e-09,1.5286334944890672e-17,1.6529519441310062e-17,4.9232817253680252e-15,0.00019633586497343116,9.3069453347805274e-11,4.5656541433964857e-18,9.4964404666280603e-19,3.8479900017830715e-21,0.0,1.0306665749142396e-10,1.1782461535149402e-09
1.8545221796282006e-13,0.4351410047573838,76.950000000000003,0.0,0.0,0.0,0.99902919211833729,9.499999995068185,1.5423501426757602e-06,1.3312453908289209e-05,1.3308976858139548e-05,3.5730355883360541e-09,8.4673687460440087e-13,0.00066503888365296174,6.874825178567182e-05,1.3579392615152671e-09,1.6371069541081915e-17,1.8363585051824531e-17,5.4181816201285478e-15,0.00020885055722298819,9.9747821214728688e-11,4.8586751780300598e-18,1.0112605573871312e-18,4.3908862170267755e-21,0.0,1.1370597949504901e-10,1.2628113502805322e-09
1.9177214445297185e-13,0.435141004755749,76.950000000000003,0.0,0.0,0.0,0.99899621796483828,9.4999999947396532,1.5948846067452069e-06,1.3765629278702666e-05,1.3761903941514281e-05,3.8176980024181636e-09,8.7569518438839265e-13,0.00068003539887799254,7.29629361354505e-05,1.4417774876508823e-09,1.7492082998452677e-17,2.0330090839229734e-17,5.9422965448120943e-15,0.00022165443999318815,1.0665724731576884e-10,5.1586475369382073e-18,1.0743623289416391e-18,4.9872718036755615e-21,0.0,1.2500971716263583e-10,1.3503042029337992e-09
1.9746007829410847e-13,0.4351410047542361,76.950000000000003,0.0,0.0,0.0,0.99896654610684787,9.4999999944355995,1.6421641365840051e-06,1.4173459910101921e-05,1.4169503480232596e-05,4.0446482394259818e-09,9.0154307157411645e-13,0.00069320684881926794,7.6835544078758669e-05,1.5188546929526183e-09,1.8531941661772519e-17,2.2217167053992113e-17,6.4394006714359867e-15,0.00023341912792908449,1.1307325958196912e-10,5.4344290559805626e-18,1.132394159296333e-18,5.5723056720799639e-21,0.0,1.3576350611074116e-10,1.4315506898576516e-09
2.031480121352451e-13,0.4351410047526839,76.950000000000003,0.0,0.0,0.0,0.99893687878405757,9.4999999941236606,1.6894422571305739e-06,1.4581264809766642e-05,1.4577070035256685e-05,4.2779827541795135e-09,9.274831288986357e-13,0.00070607729679781738,8.0781583180984215e-05,1.597435055770282e-09,1.9601052575911052e-17,2.4218953522473264e-17,6.9609393804794018e-15,0.00024540690058673153,1.1967638059865139e-10,5.7155888829935912e-18,1.191567109497104e-18,6.2054576349071115e-21,0.0,1.4707819367764288e-10,1.515168157036663e-09
2.0883594597638171e-13,0.43514100475109274,76.950000000000003,0.0,0.0,0.0,0.99890721591349818,9.4999999938038773,1.736718968597748e-06,1.49890440144529e-05,1.4984603624936696e-05,4.5176877778769173e-09,9.5342664880401678e-13,0.00071865360265985819,8.4799375062613223e-05,1.6774862903947843e-09,2.0699352644302592e-17,2.6338991460425657e-17,7.5072562797773625e-15,0.00025761265944942746,1.2646658746207271e-10,6.0020114995043395e-18,1.2518575083717147e-18,6.8890495125806327e-21,0.0,1.5896415591261065e-10,1.6011564054337637e-09
2.1452387981751833e-13,0.4351410047494628,76.950000000000003,0.0,0.0,0.0,0.99887755741409634,9.4999999934762993,1.7839942711944632e-06,1.5396797560078795e-05,1.5392104267526322e-05,4.7637495705084652e-09,9.7936420795362288e-13,0.00073094246944247149,8.8887279710336359e-05,1.7589768023768428e-09,2.1826778911251833e-17,2.8580834797119894e-17,8.0786818392640411e-15,0.0002700314225478395,1.3344385728819989e-10,6.2935838603563936e-18,1.3132455061176807e-18,7.6254349405781806e-21,0.0,1.7143152847022074e-10,1.6895152362568469e-09
2.2021181365865496e-13,0.43514100474779427,76.950000000000003,0.0,0.0,0.0,0.99884790320662664,9.4999999931409711,1.8312681651258576e-06,1.5804525481806034e-05,1.579957198118462e-05,5.0161544208082896e-09,1.0053021201000327e-12,0.00074295044733923611,9.3043694506784232e-05,1.8418756722862974e-09,2.2983268552908008e-17,3.0948050127499967e-17,8.6755339245938511e-15,0.00028265832151257256,1.4060816721228456e-10,6.590195335616313e-18,1.3757065301806904e-18,8.4169979341883367e-21,0.0,1.8449021269034146e-10,1.7802444509551614e-09
2.2589974749979158e-13,0.4351410047460873,76.950000000000003,0.0,0.0,0.0,0.99881825321366602,9.4999999927979317,1.878540650593373e-06,1.6212227814081537e-05,1.6207006783977689e-05,5.2748886462013998e-09,1.0312379974915235e-12,0.00075468393747312173,9.7267053307420194e-05,1.9261526402010795e-09,2.4168758876804875e-17,3.3444216665636956e-17,9.2981182793551962e-15,0.00029548859876998997,1.4795949438845402e-10,6.8917376550751791e-18,1.4392148608731067e-18,9.2661515581422031e-21,0.0,1.9814988138258392e-10,1.8733438512158087e-09
2.3158768134092817e-13,0.4351410047443423,76.950000000000003,0.0,0.0,0.0,0.99878860735955355,9.4999999924472309,1.9258117277948304e-06,1.6619904590641242e-05,1.6614408693880195e-05,5.5399385927397363e-09,1.0571721967450737e-12,0.00076614919522022696,0.00010155582562732768,2.0117780918991523e-09,2.5383187321667994e-17,3.6072926201193629e-17,9.9467289082755595e-15,0.00030851760507186676,1.5549781598934008e-10,7.1981048588432042e-18,1.5037484481773584e-18,1.01753368343326e-20,0.0,2.1241998392204024e-10,1.9688132389604663e-09
2.372756151820648e-13,0.43514100474255935,76.950000000000003,0.0,0.0,0.0,0.99875896557035282,9.4999999920889078,1.9730813969245099e-06,1.7027555844527491e-05,1.702177772877675e-05,5.8112906350361091e-09,1.0831048278690811e-12,0.00077735233335537882,0.00010590851587158214,2.0987230457341962e-09,2.6626491457081477e-17,3.8837783056657447e-17,1.0621648432411125e-14,0.00032174079715744411,1.6322310920572536e-10,7.5091932503908643e-18,1.569286523618438e-18,1.1147021739023689e-20,0.0,2.2730975107189338e-10,2.0666524163422269e-09
2.4865148286433804e-13,0.4351410047388804,76.950000000000003,0.0,0.0,0.0,0.99869969389932511,9.4999999913495632,2.0676165117284384e-06,1.7842781913069831e-05,1.7836417244648859e-05,6.3728466478047786e-09,1.1349652197995036e-12,0.00079899600834594661,0.00011479983744137438,2.2764586152329257e-09,2.9199477730594181e-17,4.4790418415438193e-17,1.2051490048274827e-14,0.00034875208110811672,1.7923451933673165e-10,8.145129838134918e-18,1.703288451694703e-18,1.3287890731192528e-20,0.0,2.589841390358647e-10,2.2694393497676071e-09
2.600273505466113e-13,0.43514100473505224,76.950000000000003,0.0,0.0,0.0,0.9986404376421012,9.4999999905802301,2.1621459964915849e-06,1.8657906270730367e-05,1.8650925472924468e-05,6.9594482503389235e-09,1.1868190990561999e-12,0.00081966113428483115,0.00012392972128924206,2.4591396408753294e-09,3.1887220860805316e-17,5.133120630657531e-17,1.3589690699134308e-14,0.00037648813385718138,1.959935426572847e-10,8.7987613022118951e-18,1.841048985273691e-18,1.5709001889419989e-20,0.0,2.9324270567441309e-10,2.4817030732260392e-09
2.714032182288845e-13,0.4351410047310766,76.950000000000003,0.0,0.0,0.0,0.99858119626535069,9.4999999897812231,2.2566698526487267e-06,1.9472929158355361e-05,1.9465302553583804e-05,7.5709874616125758e-09,1.2386665463997079e-12,0.0008393918028666269,0.00013328737963299878,2.6465556970377884e-09,3.468922608743944e-17,5.8489428007282953e-17,1.5238139340413995e-14,0.00040491618469433259,2.1349999731132411e-10,9.4693347382956666e-18,1.9824066628871592e-18,1.84309648628005e-20,0.0,3.3015192248691853e-10,2.7034420119570787e-09
2.8277908591115776e-13,0.4351410047269546,76.950000000000003,0.0,0.0,0.0,0.99852196925975689,9.4999999889528528,2.351188081585317e-06,2.0287850807049325e-05,2.0279548625299335e-05,8.2073567518332546e-09,1.2905075535639506e-12,0.00085823011962685527,0.00014286251064036084,2.8385052471312472e-09,3.7605000717736217e-17,6.6294561114527381e-17,1.6998577027966054e-14,0.00043400493910905011,2.3175370170050606e-10,1.0156129047086806e-17,2.1272097934886641e-18,2.1474726343446814e-20,0.0,3.6977521616673967e-10,2.9346545946128905e-09
2.94154953593431e-13,0.4351410047226882,76.950000000000003,0.0,0.0,0.0,0.99846275613894186,9.4999999880954196,2.4457006846396989e-06,2.1102671438586739e-05,2.1093663825475928e-05,8.8684490405226613e-09,1.3423421337485125e-12,0.00087621629293902121,0.00015264527665420058,3.0347952699095442e-09,4.0634054117656351e-17,7.4776278165455545e-17,1.8872606835029511e-14,0.00046372451264411818,2.5075447447431904e-10,1.0858453597241232e-17,2.2753099138394304e-18,2.4861543189501115e-20,0.0,4.1217310504627513e-10,3.1753392531694274e-09
3.0553082127570424e-13,0.4351410047182785,76.950000000000003,0.0,0.0,0.0,0.99840355643843526,9.4999999872092111,2.5402076631052081e-06,2.1917391265807003e-05,2.190764829028938e-05,9.5541576946077565e-09,1.3941703015136618e-12,0.00089338871915366192,0.00016262628336173097,3.235240900982559e-09,4.3775897703135065e-17,8.3964445265217157e-17,2.0861703183898596e-14,0.00049404636761658067,2.7050213452062422e-10,1.1575646942701774e-17,2.4265639853283012e-18,2.8612957297144464e-20,0.0,4.5740332962716833e-10,3.4254944228409731e-09
3.169066889579775e-13,0.4351410047137271,76.950000000000003,0.0,0.0,0.0,0.99834436971468854,9.4999999862945153,2.6347090182322093e-06,2.273201049299474e-05,2.2721502154723481e-05,1.0264376526531437e-08,1.4459920695418012e-12,0.00090978406437194871,0.00017279655978710858,3.4396650876870965e-09,4.7030044931425401e-17,9.3889120719706838e-17,2.2967220707919284e-14,0.00052494325234004637,2.9099650095657622e-10,1.2307075587823846e-17,2.5808368999331646e-18,3.2750771944126199e-20,0.0,5.0552097795087856e-10,3.6851185419977618e-09
3.2828255664025073e-13,0.43514100470903533,76.950000000000003,0.0,0.0,0.0,0.99828519554412598,9.4999999853516073,2.729204751230036e-06,2.354652931624433e-05,2.3535225552605616e-05,1.0998999792375957e-08,1.4978074503683949e-12,0.00092543734265058237,0.00018314753915718414,3.6478982581025208e-09,5.0396011292499746e-17,1.0458055367518776e-16,2.5190402610101094e-14,0.00055638914299940649,3.1223739311993885e-10,1.3052132803111093e-17,2.7379992606586328e-18,3.7297029704907436e-20,0.0,5.5657860549795316e-10,3.9542100520868031e-09
3.3965842432252397e-13,0.43514100470420447,76.950000000000003,0.0,0.0,0.0,0.99822603352224626,9.4999999843807554,2.8236948632688426e-06,2.4360947923808123e-05,2.4348818616640642e-05,1.175792218999151e-08,1.5496164559730223e-12,0.0009403819904851106,0.00019367104067780609,3.8597780048034848e-09,5.3873314300475388e-17,1.160691827668238e-16,2.7532388475557031e-14,0.00058835918829159705,3.3422463056080582e-10,1.3810237493680503e-17,2.8979262283677805e-18,4.2273992010836173e-20,0.0,6.1062634938155186e-10,4.2327673975559055e-09
3.510342920047972e-13,0.4351410046992357,76.950000000000003,0.0,0.0,0.0,0.99816688326276426,9.4999999833822173,2.9181793554813617e-06,2.5175266496429259e-05,2.5162281478443341e-05,1.2541038857130283e-08,1.6014190978488764e-12,0.00095464993779113686,0.0002043592521669779,4.0751487825287456e-09,5.7461473485064696e-17,1.2838563477592993e-16,2.9994221573395531e-14,0.00062082965666927586,3.5695803303370081e-10,1.4580833117519333e-17,3.0604985002200918e-18,4.7704120227258409e-20,0.0,6.6771203717171093e-10,4.520789025780759e-09
3.6241015968707045e-13,0.43514100469413064,76.950000000000003,0.0,0.0,0.0,0.99810774439679018,9.4999999823562451,3.0126582289645902e-06,2.5989485207660425e-05,2.5975614268569415e-05,1.3348245369589585e-08,1.6532153870383598e-12,0.00096827167572464891,0.00021520471346138224,4.293861618481804e-09,6.1160010383067148e-17,1.4156072329478838e-16,3.2576855716108666e-14,0.00065377788593380421,3.8043742049002672e-10,1.5363386648938838e-17,3.2256022162010023e-18,5.3610058055217453e-20,0.0,7.2788129087353274e-10,4.8182733869948265e-09
3.737860273693437e-13,0.4351410046888902,76.950000000000003,0.0,0.0,0.0,0.99804861657204591,9.4999999813030893,3.1071314847813995e-06,2.6803604224169471e-05,2.6788817116545276e-05,1.4179437739365667e-08,1.7050053341442736e-12,0.00098127632153538849,0.00022620030054882603,4.5157738345347844e-09,6.4968448529910329e-17,1.5562544739859135e-16,3.528116171378054e-14,0.00068718223503340566,4.0466261307084192e-10,1.6157387584617802e-17,3.3931280992542906e-18,6.0014615148228857e-20,0.0,7.9117762635661303e-10,5.1252189342218879e-09
3.8516189505161694e-13,0.4351410046835159,76.950000000000003,0.0,0.0,0.0,0.99798949945211579,9.499999980222988,3.201599123962073e-06,2.7617623706032141e-05,2.7601890150896497e-05,1.5034512412816712e-08,1.7567889493501741e-12,0.00099369168051571355,0.00023733921041132531,4.7407487811028416e-09,6.8886313451232867e-17,1.7061099032485762e-16,3.8107933431984827e-14,0.00072102203802007362,4.2963343109995719e-10,1.6962346991403389e-17,3.5629713583296482e-18,6.6940751907837383e-20,0.0,8.5764254833145566e-10,5.4416241232112275e-09
3.965377627338902e-13,0.4351410046780085,76.950000000000003,0.0,0.0,0.0,0.99793039271573203,9.4999999791161738,3.2960611475057696e-06,2.843154380701216e-05,2.8414833499175128e-05,1.5913366268833655e-08,1.8085662424381102e-12,0.0010055443051201764,0.00024861494656042653,4.9686555824068882e-09,7.2913132654503253e-17,1.8654871816064377e-16,4.105789346516244e-14,0.00075527756010933288,4.5534969507734317e-10,1.7777796594859403e-17,3.7350317908679885e-18,7.4411565415027827e-20,0.0,9.2731564098817475e-10,5.7674874123753196e-09
4.079136304161634e-13,0.4351410046723693,76.950000000000003,0.0,0.0,0.0,0.99787129605609259,9.4999999779828812,3.3905175563819332e-06,2.9245364674829334e-05,2.9227647287985754e-05,1.681589661701887e-08,1.8603372228055905e-12,0.0010168595513964079,0.00026002130523036489,5.1993688925937053e-09,7.704843562067475e-17,2.034701785374643e-16,4.4131698449960632e-14,0.00078992995573835009,4.8181122567283149e-10,1.8603287906662354e-17,3.9092134621128638e-18,8.2450276419211238e-20,0.0,1.0002346545130515e-09,6.102807262729958e-09
4.1928949809843666e-13,0.43514100466659944,76.950000000000003,0.0,0.0,0.0,0.9978122091802083,9.4999999768233216,3.4849683515316213e-06,3.0059086451416262e-05,3.0040331643010506e-05,1.7742001195873353e-08,1.9121018994819509e-12,0.0010276616328822948,0.00027155236219114133,5.4327686621265791e-09,8.129175379587929e-17,2.2140709933367992e-16,4.7329944045403239e-14,0.0008249612285072095,5.0901784372009711e-10,1.9438391388745585e-17,4.0854244107963324e-18,9.1080217299731545e-20,0.0,1.0764355877205471e-09,6.447582137836669e-09
4.306653657807099e-13,0.43514100466070016,76.950000000000003,0.0,0.0,0.0,0.99775313180828273,9.4999999756377242,3.5794135338687893e-06,3.0872709273164207e-05,3.0852886689033017e-05,1.8691578170992553e-08,1.9638602811439921e-12,0.0010379736720910384,0.00028320246015176682,5.6687399139843543e-09,8.5642620583160734e-17,2.4039138738424989e-16,5.0653169600803857e-14,0.00086035419291297761,5.3696937021090453e-10,2.0282695652537946e-17,4.2635765752028035e-18,1.0032482093441084e-19,0.0,1.1559527669872017e-09,6.8018105037473278e-09
4.4204123346298315e-13,0.43514100465467215,76.950000000000003,0.0,0.0,0.0,0.99769406367311508,9.4999999744262933,3.6738531042815078e-06,3.1686233271158603e-05,3.1665312549961385e-05,1.9664526133270568e-08,2.0156123761309614e-12,0.0010478177496786709,0.00029496619673053613,5.9071725293078503e-09,9.0100571334246827e-17,2.6045512719788297e-16,5.4101862527289514e-14,0.00089609243780626674,5.656656262896111e-10,2.1135806692005178e-17,4.4435856605315034e-18,1.1020761042535512e-19,0.0,1.2388189216324056e-09,7.1654908289508964e-09
4.534171011452564e-13,0.43514100464851674,76.950000000000003,0.0,0.0,0.0,0.99763500451953468,9.4999999731892331,3.7682870636331298e-06,3.2499658571404376e-05,3.2477609348850093e-05,2.0660744097112384e-08,2.0673581924588859e-12,0.0010572149513887771,0.00030683841296914904,6.1479610421311093e-09,9.4665143341357791e-17,2.8163057968160893e-16,5.7676462388273279e-14,0.00093216029149987656,5.9510643324791438e-10,2.1997347149196911e-17,4.6253709233884161e-18,1.2075218963261671e-19,0.0,1.3250652558913154e-09,7.5386215843222017e-09
4.647929688275296e-13,0.4351410046422348,76.950000000000003,0.0,0.0,0.0,0.99757595410385747,9.4999999719267496,3.8627154127634019e-06,3.3312985295041786e-05,3.3289777207921196e-05,2.1680131498654118e-08,2.1190977378343086e-12,0.0010661854128777236,0.000318814182365403,6.3910044428017425e-09,9.9335875829051464e-17,3.0395018087271983e-16,6.1377364725634645e-14,0.0009685427884527346,6.2529161251983322e-10,2.2866955610883342e-17,4.8088550201648789e-18,1.3198223446204027e-19,0.0,1.4147215176382767e-09,7.9212012430726675e-09
4.761688365098028e-13,0.4351410046358273,76.950000000000003,0.0,0.0,0.0,0.99751691219336946,9.4999999706390366,3.9571381524895267e-06,3.4126213558553083e-05,3.4101816248584326e-05,2.2722588193991299e-08,2.1708310196674333e-12,0.001074748362522134,0.00033088880039956731,6.6362059896996783e-09,1.0411230994610563e-16,3.2744654067800436e-16,6.5204924638309199e-14,0.0010052256374535186,6.5622098567691103e-10,2.374428593488358e-17,4.9939638919189274e-18,1.4392148485506305e-19,0.0,1.5078160640167424e-09,8.3132282807028968e-09
4.875447041920761e-13,0.43514100462929517,76.950000000000003,0.0,0.0,0.0,0.99745787856583201,9.4999999693262946,4.0515552836071803e-06,3.4939343473960318e-05,3.4913726591456167e-05,2.3788014457415287e-08,2.2225580450847093e-12,0.0010829221623005201,0.00034305777453194836,6.8834730288998838e-09,1.089939887574374e-16,3.5215244162022551e-16,6.9159460128158975e-14,0.0010421951912356509,6.8789437442363372e-10,2.4629006604817675e-17,5.180626618473553e-18,1.5659373743426424e-19,0.0,1.6043759241166025e-09,8.7147011749570752e-09
4.989205718743493e-13,0.43514100462263944,76.950000000000003,0.0,0.0,0.0,0.99739885300900988,9.4999999679887015,4.1459668068914775e-06,3.5752375149014879e-05,3.5725508356379e-05,2.4876310979657594e-08,2.2742788209408866e-12,0.0010907243468330943,0.00035531681465109007,7.132716821453796e-09,1.1398045723605867e-16,3.781008375918185e-16,7.3241255226330688e-14,0.0010794384174612111,7.2031160059304741e-10,2.5520800112118357e-17,5.3687752729844359e-18,1.7002283876328457e-19,0.0,1.7044268588277417e-09,9.1256184057790701e-09
5.102964395566225e-13,0.43514100461586114,76.950000000000003,0.0,0.0,0.0,0.99733983532022064,9.499999966626449,4.2403727230979013e-06,3.6565308687378833e-05,3.6537161662438406e-05,2.5987378866141985e-08,2.3259933538305593e-12,0.0010981716606610957,0.00036766182395271099,7.3838523779738663e-09,1.1907126225506756e-16,4.0532485261577728e-16,7.7450562912751309e-14,0.0011169428710133215,7.5347248614257413e-10,2.6419362364173384e-17,5.558344802171041e-18,1.8423267918154915e-19,0.0,1.8079934179945085e-09,9.5459784552701899e-09
5.216723072388958e-13,0.4351410046089609,76.950000000000003,0.0,0.0,0.0,0.9972808253059039,9.4999999652397129,4.3347730329631857e-06,3.7378144188798617e-05,3.73486866279804e-05,2.7121119635244518e-08,2.3777016500992112e-12,0.0011052800938456506,0.0003800888902297939,7.6367983002099114e-09,1.2426595257967597e-16,4.338577796136904e-16,8.1787607841197503e-14,0.0011546966675375244,7.8737685315001167e-10,2.7324402117484702e-17,5.7492729093030216e-18,1.9924718717523375e-19,0.0,1.9150989949938105e-09,9.9757798076485193e-09
5.444240426034423e-13,0.4351410045947984,76.950000000000003,0.0,0.0,0.0,0.99716282756965846,9.4999999623934848,4.5235568365284307e-06,3.9003521461185815e-05,3.8971352007293719e-05,2.9456227949203595e-08,2.4810995569717094e-12,0.0011185407045993234,0.00040517441930907879,8.1478127171604419e-09,1.3496519361961165e-16,4.9498437838720101e-16,9.0845681007897483e-14,0.001230907408384226,8.5741532042936718e-10,2.9152810224490316e-17,6.1349687451052216e-18,2.3178608145293571e-19,0.0,2.1400152979444218e-09,1.0863700368293348e-08
5.649006044315341e-13,0.43514100458164406,76.950000000000003,0.0,0.0,0.0,0.9970566540845841,9.499999959749875,4.6934430930864416e-06,4.0466026646195885e-05,4.0431313096773503e-05,3.1634387116539556e-08,2.5741364028347881e-12,0.0011294624154855862,0.00042799627676211012,8.6131688589111911e-09,1.4494530997334027e-16,5.5481220577011514e-16,9.943656802611535e-14,0.001300241217252029,9.229908649845201e-10,3.0817853208895282e-17,6.4861687069755952e-18,2.6406370976851954e-19,0.0,2.3547562070486751e-09,1.1695102964411436e-08
5.853771662596259e-13,0.4351410045681081,76.950000000000003,0.0,0.0,0.0,0.99695050282996056,9.4999999570295728,4.8633111957850815e-06,4.1928215580643515e-05,4.1890860171348748e-05,3.3884493529236974e-08,2.6671531304167844e-12,0.0011395037812764221,0.00045103075293301915,9.0832734419085239e-09,1.5525508275852624e-16,6.1940627032607045e-16,1.084437737962705e-13,0.0013702211490148133,9.9097252753258728e-10,3.2499886149637147e-17,6.8409156052686195e-18,2.9932184570213973e-19,0.0,2.5812797566077039e-09,1.2557071901205312e-08
6.058537280877177e-13,0.43514100455419513,76.950000000000003,0.0,0.0,0.0,0.99684437295672945,9.4999999542334947,5.0331611483457703e-06,4.3390088725012353e-05,4.3349993896477117e-05,3.6205987547625805e-08,2.7601497690115169e-12,0.0011487349156166584,0.0004742606935476515,9.5577630313792148e-09,1.6589194775173564e-16,6.889666836788574e-16,1.1786788186116209e-13,0.0014407950930624221,1.0613592743177283e-09,3.4197608674601801e-17,7.1989313885477179e-18,3.3770084430564814e-19,0.0,2.8196869086037215e-09,1.3449598410339384e-08
6.263302899158095e-13,0.4351410045399096,76.950000000000003,0.0,0.0,0.0,0.9967382636833686,9.4999999513625397,5.202992954351049e-06,4.4851646510198371e-05,4.4808714930992068e-05,3.8598313730879832e-08,2.8531263460304817e-12,0.0011572203464057086,0.00049767031098592849,1.0036301374575917e-08,1.7685335996829545e-16,7.6369523463728554e-16,1.2770934011349637e-13,0.001511915090353495,1.1341500725846221e-09,3.5909817669150307e-17,7.5599588397191764e-18,3.7934116198913561e-19,0.0,3.0700700639809256e-09,1.4372673742937537e-08
6.468068517439014e-13,0.4351410045252559,76.950000000000003,0.0,0.0,0.0,0.99663217429050122,9.4999999484175639,5.3728066172556356e-06,4.6312889339737439e-05,4.626702392732614e-05,4.1060920805415354e-08,2.9460828871445453e-12,0.0011650194616444889,0.00052124507519729656,1.0518577364314294e-08,1.8813679351749974e-16,8.4379536709344039e-16,1.3796848793495905e-13,0.0015835370020426537,1.2093438905280242e-09,3.7635399989640841e-17,7.9237600004343346e-18,4.2438331467162101e-19,0.0,3.3325137461914674e-09,1.5326289169032671e-08
6.672834135719932e-13,0.43514100451023774,76.950000000000003,0.0,0.0,0.0,0.99652610411593967,9.4999999453994022,5.5426021403966162e-06,4.7773817591863309e-05,4.7724921531718473e-05,4.3593261633541277e-08,3.0390194164148622e-12,0.0011721869193582685,0.00054497161340565504,1.1004303156598854e-08,1.99739741458965e-16,9.2947215815415571e-16,1.4864557983026913e-13,0.0016556202048080093,1.2869396972463203e-09,3.9373325728281027e-17,8.2901147257024759e-18,4.7296784465898352e-19,0.0,3.607095229664695e-09,1.6310435977051573e-08
6.87759975400085e-13,0.43514100449485965,76.950000000000003,0.0,0.0,0.0,0.99642005255012189,9.4999999423088699,5.7123795270028034e-06,4.9234431621411751e-05,4.9182408384408218e-05,4.619479318235251e-08,3.1319359564140588e-12,0.0011787730250382435,0.00056883761776141623,1.149321242823116e-08,2.116597156601029e-16,1.0209322964980528e-15,1.5974080602578765e-13,0.001728127310320172,1.3669364626986906e-09,4.1122641978838053e-17,8.6588193617876923e-18,5.2523529505046082e-19,0.0,3.8938851184779606e-09,1.7325105473332025e-08
7.082365372281768e-13,0.4351410044791253,76.950000000000003,0.0,0.0,0.0,0.9963140190319224,9.4999999391467487,5.8821387802033392e-06,5.0694731761577283e-05,5.0639485119814221e-05,4.8864976492870082e-08,3.224832528337956e-12,0.0011848240781040956,0.00059283176057314444,1.1985058768506556e-08,2.2389424665472474e-16,1.1183840609615809e-15,1.7125431023316777e-13,0.0018010239077362118,1.4493331576657203e-09,4.2882467082118604e-17,9.0296855048588462e-18,5.8132619099667196e-19,0.0,4.1929478775321622e-09,1.837028898167088e-08
7.287130990562686e-13,0.4351410044630385,76.950000000000003,0.0,0.0,0.0,0.99620800304479795,9.499999935913797,6.0518799030356043e-06,5.2154718325537401e-05,5.2096152366702741e-05,5.1603276649420939e-08,3.3177091521088969e-12,0.0011903826906931117,0.00061694361631000662,1.2479614191480382e-08,2.3644088350273963e-16,1.2220372993480878e-15,1.831862049719634e-13,0.0018742783267617197,1.5341287537131019e-09,4.4651985302847186e-17,9.4025388518057598e-18,6.413810266371446e-19,0.0,4.5043423212999555e-09,1.9445977842899916e-08
7.491896608843604e-13,0.4351410044466031,76.950000000000003,0.0,0.0,0.0,0.99610200411323857,9.4999999326107663,6.2216028984525172e-06,5.3614391607955406e-05,5.3552410748343912e-05,5.4409162749254944e-08,3.4105658464714072e-12,0.0011954880811879619,0.00064116358978486714,1.2976667758960472e-08,2.4929719365094159e-16,1.3321034074575284e-15,1.9553658475005274e-13,0.0019478614194881993,1.621322223158154e-09,4.6430441902723658e-17,9.7772181580490723e-18,7.0554025683775168e-19,0.0,4.8281220638447141e-09,2.0552163414487417e-08
7.696662227124522e-13,0.43514100442982245,76.950000000000003,0.0,0.0,0.0,0.99599602179949798,9.4999999292383723,6.3913077693292322e-06,5.5073751886371103e-05,5.5008260882658161e-05,5.7282107872395867e-08,3.5034026290806271e-12,0.0012001763446016305,0.00066548284999970128,1.3476024305488815e-08,2.6246076279487353e-16,1.4487953083339943e-15,2.0830553736197577e-13,0.0020217463594312279,1.7109125390389311e-09,4.8217138578399089e-17,1.0153574258944423e-17,7.739442930109092e-19,0.0,5.1643359333582042e-09,2.1688837070163409e-08
7.901427845405441e-13,0.4351410044127002,76.950000000000003,0.0,0.0,0.0,0.99589005570058586,9.4999999257973204,6.5609945184693191e-06,5.6532799422487233e-05,5.6463703382352964e-05,6.0221589051724821e-08,3.5962195165841327e-12,0.0012044807014346564,0.00068989326925815106,1.3977503258625865e-08,2.7592919474174782e-16,1.5723274317297826e-15,2.2149315350456316e-13,0.0020959084565689307,1.8028986750857429e-09,5.0011429240444821e-17,1.0531469152834594e-17,8.4673350249041068e-19,0.0,5.5130283536932194e-09,2.2855990199567106e-08
8.106193463686359e-13,0.4351410043952397,76.950000000000003,0.0,0.0,0.0,0.99578410544549834,9.4999999222882945,6.730663148610457e-06,5.79915344633585e-05,5.7918738855051031e-05,6.3227087243294516e-08,3.6890165246976542e-12,0.0012084317266213608,0.00071438736714966844,1.4480937547811038e-08,2.8970011127442755e-16,1.7029156937841546e-15,2.3509953489505029e-13,0.0021703249871791938,1.8972796056949017e-09,5.1812716109247649e-17,1.0910775174433774e-17,9.2404821095733188e-19,0.0,5.8742396953698148e-09,2.405361420791513e-08
