Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63)
2.1170239910008934e-12,0.43514100270052697,76.950000000000003,0.0,0.0,0.0,0.98905092117005888,9.4999995817029959,1.7518169976587395e-05,0.00015041906387052643,0.00014993309440180047,3.7060066280337625e-07,9.5687668622173555e-12,0.0012469633953011204,0.0023236451694190526,4.7686744760541546e-08,1.6980588213451937e-15,3.534947727074056e-14,1.9976037039655079e-12,0.0070599504488240462,1.282298324784275e-08,1.7062303879359607e-16,3.5772588759314527e-17,2.1653204723710959e-17,0.0,5.5297111034411045e-08,1.6306904254632948e-07
2.1538818022914587e-12,0.43514100263891575,76.950000000000003,0.0,0.0,0.0,0.98886165207718602,9.4999995693210604,1.7821455579988876e-05,0.00015300858260586833,0.00015250640988929404,3.8204359039036794e-07,9.7334983335823728e-12,0.0012467594488928882,0.002369200528733904,4.8625586339712518e-08,1.7504893283881427e-15,3.7354574845264419e-14,2.0742619786983278e-12,0.0071983813337587674,1.3269978718876125e-08,1.7398221246678675e-16,3.6470836375547418e-17,2.2880718133689086e-17,0.0,5.7443832600155197e-08,1.6876851837934963e-07
2.190739613582024e-12,0.4351410025766786,76.950000000000003,0.0,0.0,0.0,0.98867242024572988,9.4999995568132949,1.8124682931459971e-05,0.00015559711033434227,0.00015507851094326226,3.9361266942301438e-07,9.898166761828527e-12,0.0012465509892062466,0.0024147480813540754,4.9564106443003757e-08,1.8034978511141373e-15,3.9437122631273161e-14,2.1524926338935444e-12,0.0073367892696872142,1.3724515250954493e-08,1.7734023590011994e-16,3.7168584040127514e-17,2.4154543130854236e-17,0.0,5.9631479466319739e-08,1.7456495087463752e-07
2.227597424872589e-12,0.43514100251382437,76.950000000000003,0.0,0.0,0.0,0.98848322566035252,9.4999995441815166,1.8427852042466473e-05,0.00015818464744554148,0.00015764939980830787,4.0530608600225582e-07,1.0062772171739069e-11,0.0012463386489304752,0.0024602876742321938,5.0502300258795539e-08,1.8570760783850634e-15,4.1598749259614299e-14,2.232303821336709e-12,0.0074751737915668675,1.4186587024067805e-08,1.8069709187757799e-16,3.7865828382272512e-17,2.5475602155374166e-17,0.0,6.186001571999893e-08,1.804582941231337e-07
2.3013130474537197e-12,0.43514100238630027,76.950000000000003,0.0,0.0,0.0,0.9881049481717048,9.4999995185530803,1.9034015588926262e-05,0.00016335675137036726,0.00016278754982683013,4.2905879805248612e-07,1.0391794035424156e-11,0.0012459044257578241,0.0025513424741724173,5.2377692959243904e-08,1.9659089603087253e-15,4.6165779432227079e-14,2.3967004749076817e-12,0.0077518710537962093,1.5133313031736195e-08,1.8740724397116371e-16,3.9258795859361999e-17,2.8263132673506294e-17,0.0,6.6439612214313431e-08,1.9253552966428626e-07
2.3676571077767373e-12,0.43514100226950636,76.950000000000003,0.0,0.0,0.0,0.98776462567934842,9.4999994950811057,1.9579363713287085e-05,0.00016800826088417468,0.00016740776117432662,4.5084377166816495e-07,1.0687698437621737e-11,0.0012455050726740563,0.0026332634346813801,5.4064394267184983e-08,2.0657258361148313e-15,5.0562998632929545e-14,2.5501449419106428e-12,0.0080008150582432051,1.6011078651845962e-08,1.9344225856369325e-16,4.0510720252265845e-17,3.0942788952607066e-17,0.0,7.0700728554531028e-08,2.0373601758041694e-07
2.4321427853594094e-12,0.43514100215419715,76.950000000000003,0.0,0.0,0.0,0.98743395152415703,9.4999994719074827,2.0109255258500928e-05,0.00017252640536728211,0.00017189482271014246,4.7237870865944461e-07,1.0975118861195379e-11,0.0012451110610800715,0.0027128634751611516,5.5702788008785834e-08,2.1643970673467625e-15,5.5107002345558016e-14,2.7043206146673411e-12,0.0082427085815399443,1.6887568592433882e-08,1.9930442876126389e-16,4.1725981299475173e-17,3.3707932874117506e-17,0.0,7.4968915554600696e-08,2.1492300822124313e-07
2.4966284629420815e-12,0.4351410020371714,76.950000000000003,0.0,0.0,0.0,0.98710339113572632,9.4999994483888663,2.0638968757523041e-05,0.00017704152530028798,0.00017637821686566612,4.9425969614302066e-07,1.1262346877279178e-11,0.0012447126597641505,0.002792437353438653,5.7340125310123061e-08,2.264653873849001e-15,5.9926092003027345e-14,2.8634986388816466e-12,0.0084845249718582868,1.7787007722119246e-08,2.0516281901759609e-16,4.2939662998843256e-17,3.6636469841338819e-17,0.0,7.9361540290796249e-08,2.2640573138099367e-07
2.5611141405247537e-12,0.43514100191847216,76.950000000000003,0.0,0.0,0.0,0.98677294446037045,9.4999994245339874,2.1168504271600017e-05,0.00018155362274448729,0.00018085795466151307,5.1647800925596161e-07,1.1549382616984943e-11,0.0012443109092430775,0.0028719848242977045,5.8976398135416672e-08,2.3664562790094495e-15,6.5029185314435454e-14,3.02772303668867e-12,0.0087262634836413975,1.8709365027250442e-08,2.1101740058060675e-16,4.4151760630721532e-17,3.9733515399247714e-17,0.0,8.3878407997929695e-08,2.3818394463671654e-07
2.625599818107426e-12,0.4351410017981424,76.950000000000003,0.0,0.0,0.0,0.9864426114473156,9.4999994003513741,2.1697861861950357e-05,0.00018606269975774586,0.0001853340469114332,5.3902512775754861e-07,1.1836226211206834e-11,0.0012439066105282607,0.0029515057011180899,6.0611600355634848e-08,2.4697652437783621e-15,7.0425235883846374e-14,3.1970378474153743e-12,0.0089679235493330123,1.9654609528369373e-08,2.168681515205717e-16,4.5362270920179693e-17,4.3004223795912913e-17,0.0,8.8519323800275902e-08,2.5025740628639368e-07
2.690085495690098e-12,0.43514100167622305,76.950000000000003,0.0,0.0,0.0,0.9861123920480076,9.4999993758493524,2.2227041589765946e-05,0.00019056875839495351,0.00018980650422714321,5.6189273123596249e-07,1.2122877790650426e-11,0.0012435003823302038,0.0030309998418794407,6.2245727320894901e-08,2.5745426447057483e-15,7.6123230754016875e-14,3.3714871128179651e-12,0.0092095047368605937,2.0622710280167412e-08,2.2271505520017247e-16,4.657119171002484e-17,4.6453787930109686e-17,0.0,9.3284092798953696e-08,2.626258753353624e-07
2.75457117327277e-12,0.435141001552755,76.950000000000003,0.0,0.0,0.0,0.98578228621562003,9.4999993510360472,2.2756043516213033e-05,0.0001950718007083565,0.00019427533702303336,5.8507269443274327e-07,1.2409337485853793e-11,0.0012430927019169626,0.0031104671391644747,6.3878775545909006e-08,2.6807512525184311e-15,8.2132188041344386e-14,3.551114865527833e-12,0.0094510067192675479,2.1613636371443542e-08,2.2855809914901887e-16,4.7778521725921576e-17,5.0087439282327341e-17,0.0,9.8172520134246709e-08,2.7528911148309066e-07
2.819056850855442e-12,0.43514100142777756,76.950000000000003,0.0,0.0,0.0,0.98545229390467681,9.4999993259193989,2.3284867702433023e-05,0.00019957182874781552,0.00019874055552075978,6.0855708267787543e-07,1.2695605427203943e-11,0.0012426839361013356,0.0031899075125774155,6.5510742466858065e-08,2.7883547112039804e-15,8.8461154655804901e-14,3.735965119526047e-12,0.0096924292516822174,2.2627356925063911e-08,2.3439727419374256e-16,4.8984260390434583e-17,5.3910447834275485e-17,0.0,1.0318441103279051e-07,2.8824687511027744e-07
2.8835425284381143e-12,0.4351410013013291,76.950000000000003,0.0,0.0,0.0,0.98512241507074738,9.4999993005071577,2.381351420954313e-05,0.00020406884456101651,0.00020320216975372901,6.323381474293905e-07,1.2981681744950196e-11,0.0012422743666146898,0.003269320902535833,6.7141626241547909e-08,2.8973175175735301e-15,9.5119204100409505e-14,3.9260818619914366e-12,0.0099337721524589296,2.3663841097922271e-08,2.4023257374295374e-16,5.0188407671039107e-17,5.7928121980331831e-17,0.0,1.0831957084615395e-07,3.0149892726625212e-07
2.9480282060207864e-12,0.4351410011734477,76.950000000000003,0.0,0.0,0.0,0.98479264967019942,9.4999992748068927,2.434198309863687e-05,0.00020856285019364297,0.00020766018957147771,6.5640832191578596e-07,1.3267566569215094e-11,0.0012418642104925185,0.0033487072652829391,6.8771425587524916e-08,3.0076050012957002e-15,1.0211543434818035e-13,4.1215090464300974e-12,0.010175035288026593,2.4723058080901104e-08,2.4606399320801826e-16,5.1390963957756732e-17,6.2145808431775039e-17,0.0,1.1357780508177344e-07,3.1504502965667179e-07
3.0125138836034586e-12,0.43514100104416975,76.950000000000003,0.0,0.0,0.0,0.98446299766001499,9.4999992488259881,2.4870274430784464e-05,0.00021305384768950656,0.00021211462464394706,6.8076021688095461e-07,1.355326003000275e-11,0.0012414536352893509,0.0034280665691649908,7.0400139658286157e-08,3.119183305400207e-15,1.094589657958014e-13,4.3222905870421657e-12,0.010416218561580298,2.5804977098833559e-08,2.5189152956013649e-16,5.25919299690763e-17,6.6568892114084825e-17,0.0,1.1895891942595999e-07,3.2888494463151098e-07
3.0769995611861307e-12,0.43514100091353125,76.950000000000003,0.0,0.0,0.0,0.98413345899765681,9.499999222571665,2.5398388267033111e-05,0.00021754183909064616,0.00021656548446565471,7.053866164297122e-07,1.3838762257205067e-11,0.0012410427701464661,0.0035073987919233725,7.2027767950449202e-08,3.2320193672424102e-15,1.171589392919246e-13,4.5284703541020866e-12,0.010657321904855329,2.6909567410465928e-08,2.5771518099819654e-16,5.3791306681548047e-17,7.1202796058418022e-17,0.0,1.2446271976054843e-07,3.4301843517333957e-07
3.141485238768803e-12,0.4351410007815673,76.950000000000003,0.0,0.0,0.0,0.98380403364096514,9.4999991960509718,2.5926324668407206e-05,0.00022202682643740484,0.00022101277835976792,7.3028047397072053e-07,1.4124073380606664e-11,0.0012406317143179172,0.00358670391860855,7.3654310231112773e-08,3.3460808999141183e-15,1.2522451423712101e-13,4.7400921700742835e-12,0.01089834527179025,2.8036798308420641e-08,2.6353494668886976e-16,5.4989095274814158e-17,7.6052981288733235e-17,0.0,1.3008901217565053e-07,3.5744526488587829e-07
3.2704565939341475e-12,0.43514100051379945,76.950000000000003,0.0,0.0,0.0,0.98314552267738464,9.4999991422378329,2.6981665410516314e-05,0.00023098779712100908,0.00022989670482465851,7.8084319974102816e-07,1.4694122834630913e-11,0.00123980931492699,0.0037452328515167142,7.6904136864289406e-08,3.5777550013846159e-15,1.4248918809743026e-13,5.1798369808853252e-12,0.011380151976101411,3.0359059202947509e-08,2.7516282120854393e-16,5.7379913599082895e-17,8.642422895884047e-17,0.0,1.4170829870365079e-07,3.8717799927758572e-07
3.399427949099492e-12,0.4351410002411303,76.950000000000003,0.0,0.0,0.0,0.98248746443679469,9.4999990874396989,2.8036297144857013e-05,0.00023993677603124044,0.00023876647534566922,8.3239525937119464e-07,1.5263409428338792e-11,0.0012389868608171646,0.0039036533388342545,8.0149621147902926e-08,3.8139621503864178e-15,1.613265657854753e-13,5.6418745263872577e-12,0.011861638581065091,3.2771514799524214e-08,2.8677515880845112e-16,5.9764396957726592e-17,9.7727078678699715e-17,0.0,1.5381523223296315e-07,4.1808126864140431e-07
3.528399304264837e-12,0.43514099996381217,76.950000000000003,0.0,0.0,0.0,0.9818298585890014,9.4999990317072438,2.9090220358818016e-05,0.00024887377943478965,0.00024762215873352244,8.848859825098148e-07,1.5831934196460268e-11,0.001238164608060821,0.0040619653924653812,8.3390766294942213e-08,4.0544701794919363e-15,1.8181041195264584e-13,6.126553376049974e-12,0.01234280511765818,3.5273920654947795e-08,2.9837197098463749e-16,6.2142558567046928e-17,1.1000657416623607e-16,0.0,1.6640826977483267e-07,4.5015320306102662e-07
3.6573706594301815e-12,0.43514099968208514,76.950000000000003,0.0,0.0,0.0,0.98117270480532437,9.4999989750887774,3.0143435539433382e-05,0.00025779882357477164,0.00025646382141688895,9.3826704937892049e-07,1.6399698172233127e-11,0.0012373427088137547,0.0042201690496855787,8.6627576545739818e-08,4.2990576914098212e-15,2.0401462806696864e-13,6.634221104951551e-12,0.012823651693930018,3.7866032864554287e-08,3.0995327290899227e-16,6.4514412391060583e-17,1.2330835522714668e-16,0.0,1.7948587221629855e-07,4.8339194154766291e-07
3.786342014595526e-12,0.43514099939617884,76.950000000000003,0.0,0.0,0.0,0.98051600275813866,9.4999989176303696,3.1195943173383743e-05,0.00026671192467114037,0.00026529152755127167,9.9249238224490806e-07,1.6966702387428819e-11,0.0012365212491982612,0.004378264363872857,8.9860056801905986e-08,4.5475135617135642e-15,2.2801320670216531e-13,7.1652242487601254e-12,0.013304178466846202,4.0547608061077198e-08,3.2151908211946071e-16,6.6879972867828923e-17,1.3767865358362812e-16,0.0,1.9304650436817097e-07,5.1779563173367598e-07
3.91531336976087e-12,0.43514099910631177,76.950000000000003,0.0,0.0,0.0,0.97985975212053333,9.4999988593759621,3.2247743746997269e-05,0.00027561309892100178,0.00027410533912302921,1.0475180417322105e-06,1.7532947872372008e-11,0.001235700277582437,0.0045362513975887586,9.3088212356741539e-08,4.7996364637591864e-15,2.538801891141912e-13,7.7199082644952309e-12,0.01378438562127028,4.3318403413509981e-08,3.3306941755546004e-16,6.9239254702753812e-17,1.5316428863768388e-16,0.0,2.070886349983093e-07,5.5336242957975842e-07
4.044284724926214e-12,0.43514099881269225,76.950000000000003,0.0,0.0,0.0,0.97920395256608161,9.4999988003674485,3.3298837746250441e-05,0.00028450236249883732,0.00028290531604873277,1.1033021277863429e-06,1.809843565595428e-11,0.0012348798234924625,0.0046941302179511566,9.631204871291617e-08,5.0552344149059764e-15,2.8168962590576355e-13,8.2986174972046544e-12,0.014264273355907478,4.6178176625972404e-08,3.4460429890553042e-16,7.1592272732667824e-17,1.6981266317618382e-16,0.0,2.2161073685056286e-07,5.9009049909511695e-07
4.1732560800915585e-12,0.4351409985155192,76.950000000000003,0.0,0.0,0.0,0.97854860376873909,9.4999987406447737,3.4349225656768505e-05,0.00029337973155662953,0.00029169151626989306,1.1598046852492168e-06,1.8663166765641737e-11,0.0012340599060555119,0.0048519008945685964,9.9531571491792557e-08,5.3141243438702578e-15,3.115155407000703e-13,8.9016951520047731e-12,0.014743841877029677,4.9126685936580797e-08,3.5612374628289666e-16,7.3939041856571728e-17,1.8767175902041657e-16,0.0,2.3661128664768637e-07,6.279780120705566e-07
4.302227435256903e-12,0.43514099821498214,76.950000000000003,0.0,0.0,0.0,0.97789370540281217,9.4999986802460334,3.5398907963825845e-05,0.0003022452222239321,0.00030046399584321193,1.2169876138956969e-06,1.9227142227479101e-11,0.0012332405366034149,0.0050095634989032935,1.0274678639666972e-07,5.576131678520212e-15,3.4343189667798002e-13,9.5294832697322778e-12,0.015223091396540427,5.2163690116321907e-08,3.6762778009395227e-16,7.62795770079111e-17,2.0679013262964436e-16,0.0,2.5208876508532745e-07,6.6702314782403667e-07
4.431198790422247e-12,0.4351409979112619,76.950000000000003,0.0,0.0,0.0,0.97723925714293125,9.4999986192075543,3.6447885152346254e-05,0.00031109885060792974,0.00030922280902663231,1.2748145826588762e-06,1.9790363066093143e-11,0.0012324217208366131,0.005167118103741734,1.0595769918596167e-07,5.8410899528630733e-15,3.7751256575210086e-13,1.0182322705046331e-11,0.015702022130366693,5.5288948467929134e-08,3.7911642094229271e-16,7.8613893134834838e-17,2.272169106702634e-16,0.0,2.6804165682536546e-07,7.072240929579279e-07
4.560170145587591e-12,0.43514099760453046,76.950000000000003,0.0,0.0,0.0,0.97658525866401613,9.4999985575639734,3.7496157706903399e-05,0.00031994063279349979,0.00031796800836144404,1.3332509477891423e-06,2.0352830304696268e-11,0.0012316034616609199,0.0053245647825006471,1.0916431564485522e-07,6.1088404320566243e-15,4.1383130016313013e-13,1.0860553106548667e-11,0.016180634296350617,5.850222082476105e-08,3.9058968952730681e-16,8.0942005178613503e-17,2.4900178555742975e-16,0.0,2.8446845049030581e-07,7.4857904112725824e-07
4.6891415007529355e-12,0.43514099729495265,76.950000000000003,0.0,0.0,0.0,0.97593170964125342,9.4999984953483185,3.8543726111720996e-05,0.00032877058484326348,0.00032669964475062053,1.3922636747720734e-06,2.0914544965089442e-11,0.0012307857610662173,0.0054819036087673896,1.1236664156610846e-07,6.3792317546433511e-15,4.524617063418798e-13,1.1564512898627921e-11,0.016658928112853317,6.1803267549682537e-08,4.0204760657547354e-16,8.3263928058920491e-17,2.7219501097150363e-16,0.0,3.0136763865623111e-07,7.9108619281846086e-07
4.81811285591828e-12,0.4351409969826849,76.950000000000003,0.0,0.0,0.0,0.97527860975009284,9.4999984325920881,3.9590590850673169e-05,0.00033758872279762454,0.00033541776753352455,1.4518212638647895e-06,2.1475508067664387e-11,0.0012299686204318178,0.0056391346562252769,1.1556468274432149e-07,6.6521195913640649e-15,4.9347722090973106e-13,1.229453926488507e-11,0.017136903798528037,6.5191849533948567e-08,4.1349019281986269e-16,8.5579676669597999e-17,2.9684739735127251e-16,0.0,3.187377178433629e-07,8.3474375513822999e-07
4.947084211083624e-12,0.4351409966678768,76.950000000000003,0.0,0.0,0.0,0.97462595866624924,9.4999983693253061,4.063675240728476e-05,0.00034639506267480013,0.00034412242455714452,1.5118936790935217e-06,2.2035720631405228e-11,0.0012291520403144276,0.0057962579987054993,1.187584449756001e-07,6.9273663198305387e-15,5.3695108868381468e-13,1.3050968133215377e-11,0.017614561572477927,6.8667728196090214e-08,4.2491746899893134e-16,8.7889265878597266e-17,3.2301030736765551e-16,0.0,3.3657718850585658e-07,8.7954994161204876e-07
5.076055566248968e-12,0.43514099635067066,76.950000000000003,0.0,0.0,0.0,0.97397375606569903,9.4999983055766091,4.1682211264731503e-05,0.0003551896204708558,0.00035281366224403261,1.5724522805393951e-06,2.2595183673890493e-11,0.0012283360206484799,0.0059532737101381621,1.2194793405504137e-07,7.2048407142644823e-15,5.8295634254558916e-13,1.3834134162487241e-11,0.018091901654107227,7.223066548080328e-08,4.3632945584752749e-16,9.0192710526122754e-17,3.5073565138234143e-16,0.0,3.5488455502225221e-07,9.2550297199190073e-07
5.3339982765796576e-12,0.43514099570960163,76.950000000000003,0.0,0.0,0.0,0.9726706950196673,9.4999981767414035,4.3771022813089991e-05,0.00037274345369332654,0.00037015605855372433,1.6949200858597316e-06,2.371186525839241e-11,0.001226705661946029,0.0062669825354279033,1.2831411590995682e-07,7.7659778544043883e-15,6.8285197624720761e-13,1.5482009925684266e-11,0.019045629617558773,7.9616766320903292e-08,4.5910764438949355e-16,9.4781225340364044e-17,4.110839939574639e-16,0.0,3.928970126979878e-07,1.0208424735387297e-06
5.566146715877278e-12,0.43514099512573684,76.950000000000003,0.0,0.0,0.0,0.97149947064573872,9.4999980594024649,4.5648554815551473e-05,0.00038850176889633514,0.00038571875987278168,1.8065429172676143e-06,2.4714325501388068e-11,0.0012252402533942325,0.0065489531210238434,1.3402912341061175e-07,8.2774242453545815e-15,7.8214309954385484e-13,1.7059870113111804e-11,0.01990290047603473,8.6559620129112729e-08,4.7955593212857647e-16,9.8890022500371861e-17,4.712728437584451e-16,0.0,4.2869350437108176e-07,1.1105524928188276e-06
5.7982951551748985e-12,0.43514099453603394,76.950000000000003,0.0,0.0,0.0,0.9703296943301416,9.4999979408901485,4.7523817571144349e-05,0.00040422215791847407,0.00040123864593960746,1.919352873455275e-06,2.5714373056856503e-11,0.001223776656688714,0.0068305761300860328,1.3973037572551779e-07,8.7943099463547068e-15,8.9076025705892466e-13,1.8729504144032234e-11,0.020759145418432001,9.3780865570003964e-08,4.9995500383494371e-16,1.0297914061357683e-16,5.3735583992737034e-16,0.0,4.659828970742603e-07,1.2039508659844342e-06
6.030443594472519e-12,0.4351409939411104,76.950000000000003,0.0,0.0,0.0,0.96916136419238263,9.4999978213288188,4.9396813885165181e-05,0.00041990471325221128,0.00041671594386198505,2.0332255552422513e-06,2.6712013808740123e-11,0.001222314869741638,0.0071118519922687183,1.4541790639800039e-07,9.3160649704797979e-15,1.0091196385276138e-12,2.0492816502528264e-11,0.021614365719765823,1.0127913318466674e-07,5.2030497952656097e-16,1.0704866505998965e-16,6.0965492554117787e-16,0.0,5.0475660898430909e-07,1.3010274134276194e-06
6.2625920337701395e-12,0.4351409933415356,76.950000000000003,0.0,0.0,0.0,0.96799447835463182,9.4999977008326031,5.1267546559268326e-05,0.00043554952716005516,0.00043215087022756738,2.1480468007460619e-06,2.7707253626373806e-11,0.0012208548900688749,0.0073927811367664378,1.5109174889254847e-07,9.8421662372712105e-15,1.1376341228202531e-12,2.2351697649137999e-11,0.022468562653662462,1.0905305894979041e-07,5.4060597893931523e-16,1.1109868087734907e-16,6.8849742836423323e-16,0.0,5.4500609870613004e-07,1.4017720083130009e-06
6.49474047306776e-12,0.43514099273782947,76.950000000000003,0.0,0.0,0.0,0.96682903494171335,9.4999975795062372,5.3136018391471012e-05,0.00045115669167514877,0.00044754363194559281,2.2637118466592301e-06,2.8700098364519713e-11,0.0012193967151601715,0.0076733639922242514,1.5675193659134732e-07,1.0372133729776276e-14,1.2767131218807315e-12,2.4308023928226939e-11,0.023321737492086558,1.1710128425705462e-07,5.6085812151461309e-16,1.1512927275997157e-16,7.7421597447376038e-16,0.0,5.8672286509115818e-07,1.506174574175844e-06
6.72688891236538e-12,0.43514099213047114,76.950000000000003,0.0,0.0,0.0,0.96566503208109788,9.4999974574458186,5.5002232176158608e-05,0.00046672629860186008,0.00046289442701907585,2.3801245588547348e-06,2.9690553863402392e-11,0.001217940342707884,0.0079536009866825394,1.6239850279203954e-07,1.0905526969245035e-14,1.4267624552910005e-12,2.6363657497838585e-11,0.024173891505173607,1.2542245589259928e-07,5.8106152639136697e-16,1.1914052505776962e-16,8.6714840209778703e-16,0.0,6.2989844705638315e-07,1.6142250827138894e-06
6.959037351663001e-12,0.4351409915198989,76.950000000000003,0.0,0.0,0.0,0.96450246790290162,9.4999973347395272,5.68661907040897e-05,0.00048225843951636694,0.00047820344525425601,2.4971967255567445e-06,3.0678625948743966e-11,0.001216485770491041,0.0082334925476061707,1.6803148070870479e-07,1.1441941776496025e-14,1.5881842507051709e-12,2.8520446279114424e-11,0.02502502596131867,1.3401522601657167e-07,6.0121631240949991e-16,1.2313252177681197e-16,9.6763767573118502e-16,0.0,6.7452442340364501e-07,1.7259135517540241e-06
7.191185790960621e-12,0.4351409909065155,76.950000000000003,0.0,0.0,0.0,0.96334134053988107,9.4999972114682585,5.8727896762401162e-05,0.00049775320576724035,0.00049347086891031553,2.6148474100745484e-06,3.1664320431799043e-11,0.0012150329962059092,0.0085130391019267362,1.7365090347362704e-07,1.1981007306195874e-14,1.7613768681414456e-12,3.0780223923920221e-11,0.025875142127304775,1.4287825214275243e-07,6.2132259811627257e-16,1.2710534658244983e-16,1.0760318005954073e-15,0.0,7.2059241263966259e-07,1.8412300433854128e-06
7.423334230258242e-12,0.43514099029069,76.950000000000003,0.0,0.0,0.0,0.96218164812743212,9.499997087706241,6.0587353134613329e-05,0.00051321068847602689,0.00050869687329588536,2.7330023565980929e-06,3.2647643109390056e-11,0.0012135820174665531,0.0087922410760431762,1.7925680413765633e-07,1.2522383324262805e-14,1.9467348443091425e-12,3.3144809798147108e-11,0.026724241268304978,1.5201019711825853e-07,6.413805017675739e-16,1.3105908280078714e-16,1.1926837375120729e-15,0.0,7.6809407279712375e-07,1.9601646622409417e-06
7.655482669555862e-12,0.4351409896727615,76.950000000000003,0.0,0.0,0.0,0.96102338880358218,9.4999969635215642,6.2444562600635106e-05,0.0005286309785378305,0.00052388162731710573,2.8515934443025139e-06,3.3628599763943026e-11,0.0012121328319047401,0.0090710988957981402,1.8484921566954754e-07,1.3065757706617939e-14,2.1446488540638954e-12,3.56160089786098e-11,0.027572324647810603,1.614097291033227e-07,6.6139014132555439e-16,1.3499381341771702e-16,1.317951318251097e-15,0.0,8.1702110125672453e-07,2.082707553913695e-06
7.887631108853483e-12,0.4351409890530407,76.950000000000003,0.0,0.0,0.0,0.95986656070898657,9.499996838976676,6.429952793676897e-05,0.0005440141666218925,0.00053902529398140763,2.970558185606245e-06,3.4607196163522777e-11,0.0012106854372098247,0.0093496129864689935,1.9042817095570018e-07,1.3610844140244852e-14,2.3555056864743056e-12,3.819561226175907e-11,0.028419393527604083,1.7107552155114951e-07,6.8135163445770094e-16,1.3890962108065308e-16,1.4521971613996632e-15,0.0,8.6736523456990371e-07,2.2088489034968627e-06
8.119779548151103e-12,0.43514098843181254,76.950000000000003,0.0,0.0,0.0,0.95871116198692463,9.4999967141288657,6.6152251915716219e-05,0.00055936034317216902,0.00055412803086018548,3.0898392654210987e-06,3.5583438061868414e-11,0.0012092398310868495,0.0096277837727788383,1.9599370280066211e-07,1.4157380012070932e-14,2.5796882335897949e-12,4.0885396182896773e-11,0.029265449167792567,1.8100625318784763e-07,7.0126509853863443e-16,1.4280658810065967e-16,1.595788588788659e-15,0.0,9.1911824828224507e-07,2.3385789342382589e-06
8.351927987448724e-12,0.4351409878093384,76.950000000000003,0.0,0.0,0.0,0.95755719078329549,9.4999965890306601,6.8002737306581895e-05,0.00057466959840790622,0.00056918999051352981,3.209384118237823e-06,3.6557331198429415e-11,0.0012077960112169173,0.009905611678907,2.0154584392772052e-07,1.4705124471207765e-14,2.8175754901797966e-12,4.3687123044738167e-11,0.030110492826839842,1.9120060799243761e-07,7.2113065065222115e-16,1.4668479645208235e-16,1.7490975425091465e-15,0.0,9.7227195675766579e-07,2.4718879063006327e-06
8.584076426746344e-12,0.43514098718585803,76.950000000000003,0.0,0.0,0.0,0.95640464524661506,9.4999964637302305,6.9850986874879983e-05,0.00058994202232421614,0.00058421132088014944,3.3291445399182383e-06,3.7528881298400733e-11,0.0012063539752660605,0.010183097128487617,2.0708462697908681e-07,1.5253856650214314e-14,3.0695425628171504e-12,4.6602540954169424e-11,0.030954525761562209,2.0165727517693582e-07,7.409484075922443e-16,1.5054432777463168e-16,1.912500502549571e-15,0.0,1.0268182130034652e-06,2.608766115619026e-06
8.816224866043965e-12,0.43514098656159117,76.950000000000003,0.0,0.0,0.0,0.95525352352800974,9.4999963382717461,7.1697003382538419e-05,0.0006051777046926478,0.00059919216563550197,3.4490763311944249e-06,3.8498094072758414e-11,0.0012049137209120199,0.010460240544603878,2.1261008451586377e-07,1.5803374031639234e-14,3.3359606868116386e-12,4.9633383866075041e-11,0.031797549227111047,2.1237494916651368e-07,7.6071848586227826e-16,1.5438526337579988e-16,2.0863784050808374e-15,0.0,1.0827489084961805e-06,2.749203892846822e-06
9.048373305341585e-12,0.4351409859367394,76.950000000000003,0.0,0.0,0.0,0.95410382378121372,9.4999962126956952,7.3540789587904056e-05,0.00062037673506176044,0.00061413266452078322,3.5691389702220801e-06,3.9464975218295795e-11,0.0012034752458498124,0.010737042349787415,2.1812224901815899e-07,1.6353490947686973e-14,3.6171972496990743e-12,5.2781371633258794e-11,0.032639564476971125,2.2335232957973145e-07,7.804410016760928e-16,1.582076842296478e-16,2.2711165614113774e-15,0.0,1.1400559730081821e-06,2.8931916023830591e-06
9.280521744639206e-12,0.43514098531148726,76.950000000000003,0.0,0.0,0.0,0.95295554416256412,9.499996087039186,7.5382348245747917e-05,0.00063553920275769189,0.00062903295364512399,3.6892953118521673e-06,4.0429530417658629e-11,0.0012020385477783644,0.011013502966022356,2.2362115288538616e-07,1.6904037202304895e-14,3.9136158201915361e-12,5.6048210061667792e-11,0.03348057276297299,2.3458812120884727e-07,8.001160709587417e-16,1.6201167097876676e-16,2.4671045776297051e-15,0.0,1.1987313744350138e-06,3.0407196414744951e-06
9.512670183936826e-12,0.435140984686004,76.950000000000003,0.0,0.0,0.0,0.95180868283099695,9.4999959613362339,7.7221682107270025e-05,0.00065066519688472709,0.00064389316576312174,3.8095113114965347e-06,4.1391765339380557e-11,0.0012006036243919387,0.011289622814748178,2.291068284365606e-07,1.7454856805958115e-14,4.2255761816431457e-12,5.9435590970239242e-11,0.034320575335301744,2.4608103400020041e-07,8.1974380934761123e-16,1.6579730393788568e-16,2.6747362749487947e-15,0.0,1.2587671186235097e-06,3.1917784393864917e-06
