Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57)
7.572851634979505e-10,0.2182734597902073,76.950000000000003,0.0,0.0,0.0,0.99999404912571177,9.4999983509370463,4.1548345110397317e-07,2.7231325660388873e-06,1.1545680722491022e-06,1.6088137249772922e-06,5.9035188844318995e-12,2.0727531521858857e-11,8.6065142465090567e-09,4.0243327668622292e-08
7.68457395266483e-10,0.2182734597075319,76.950000000000003,0.0,0.0,0.0,0.99999396133335616,9.4999983178135778,4.2161266531350633e-07,2.7633027871094806e-06,1.162810260308621e-06,1.6413394756444616e-06,5.9905434440561568e-12,2.0727529709069788e-11,8.7337781875756656e-09,4.084095830015819e-08
7.796296270350155e-10,0.21827345962470204,76.950000000000003,0.0,0.0,0.0,0.99999387354102698,9.4999982846283046,4.277418674507041e-07,2.8034730011185327e-06,1.1709906376468275e-06,1.6739270298579557e-06,6.0775636315283653e-12,2.0727527987193597e-11,8.8610421173618619e-09,4.1438588822619299e-08
7.896846356266948e-10,0.2182734595500293,76.950000000000003,0.0,0.0,0.0,0.99999379452795334,9.4999982547110875,4.3325813905235397e-07,2.8396261875484938e-06,1.1783024935958401e-06,1.7033063061706965e-06,6.1560184710667265e-12,2.0727526456740276e-11,8.9755796445806183e-09,4.1976456199571568e-08
7.99739644218374e-10,0.2182734594752423,76.950000000000003,0.0,0.0,0.0,0.99999371551490113,9.4999982247481078,4.3877440087544744e-07,2.8757793683325288e-06,1.185568590869872e-06,1.7327313353463751e-06,6.2343955526210664e-12,2.0727524877556123e-11,9.0901171627792448e-09,4.2514323488166025e-08
8.097946528100533e-10,0.21827345940034584,76.950000000000003,0.0,0.0,0.0,0.99999363650187034,9.4999981947412913,4.4429065292000097e-07,2.9119325433669694e-06,1.1927908375767299e-06,1.7622002092770393e-06,6.3127983977005997e-12,2.0727523294718123e-11,9.2046546719146468e-09,4.3052190688402339e-08
8.198496614017326e-10,0.21827345932534456,76.950000000000003,0.0,0.0,0.0,0.99999355748886098,9.4999981646924549,4.4980689518603129e-07,2.9480857127528247e-06,1.1999710621724383e-06,1.7917110995065196e-06,6.3911258530956318e-12,2.0727521721189953e-11,9.3191921719744349e-09,4.3590057800279988e-08
8.299046699934118e-10,0.21827345925024275,76.950000000000003,0.0,0.0,0.0,0.99999347847587283,9.4999981346033522,4.5532312767355519e-07,2.9842388763230556e-06,1.2071110170813051e-06,1.8212622536103603e-06,6.4695448119171025e-12,2.0727520153098357e-11,9.43372966296231e-09,4.4127924823797912e-08
8.399596785850911e-10,0.21827345917504465,76.950000000000003,0.0,0.0,0.0,0.99999339946290622,9.4999981044756687,4.6083935038258918e-07,3.020392034259273e-06,1.2142123817733772e-06,1.8508519921183663e-06,6.5478735162889073e-12,2.0727518582093564e-11,9.5482671448862591e-09,4.4665791758954154e-08
8.500146871767704e-10,0.21827345909975424,76.950000000000003,0.0,0.0,0.0,0.99999332044996103,9.4999980743110122,4.6635556331315009e-07,3.056545186364597e-06,1.2212767656470711e-06,1.8804787056319727e-06,6.6263086998447275e-12,2.0727517009315725e-11,9.6628046177451938e-09,4.5203658605747813e-08
8.600696957684496e-10,0.21827345902437545,76.950000000000003,0.0,0.0,0.0,0.99999324143703727,9.4999980441109209,4.718717664652545e-07,3.0926983328713571e-06,1.2283057109195543e-06,1.9101408519338612e-06,6.7046178816136686e-12,2.0727515436905053e-11,9.7773420815370759e-09,4.5741525364177459e-08
8.691192035009609e-10,0.2182734589564619,76.950000000000003,0.0,0.0,0.0,0.99999317032542423,9.4999980169017633,4.7683634094158198e-07,3.1252361597383156e-06,1.2346026796420201e-06,1.9368658606581517e-06,6.7751906445045714e-12,2.072751402243346e-11,9.880425791197071e-09,4.6225605371212351e-08
8.781687112334722e-10,0.21827345888848246,76.950000000000003,0.0,0.0,0.0,0.99999309921382851,9.4999979896661344,4.8180090749738536e-07,3.1577739820184212e-06,1.2408731743639952e-06,1.9636173386742278e-06,6.8457131317313734e-12,2.0727512607860133e-11,9.9835094935131316e-09,4.6709685306670729e-08
8.872182189659835e-10,0.21827345882043928,76.950000000000003,0.0,0.0,0.0,0.9999930281022501,9.4999979624050326,4.8676546613267683e-07,3.1903117996151135e-06,1.2471181926049433e-06,1.9903942884625156e-06,6.9162817933641062e-12,2.0727511193198265e-11,1.0086593188485251e-08,4.719376517055193e-08
8.962677266984948e-10,0.21827345875233495,76.950000000000003,0.0,0.0,0.0,0.99999295699068902,9.4999979351194188,4.9173001684746856e-07,3.2228496126274475e-06,1.2533386927927484e-06,2.0171957515950168e-06,6.986797463294422e-12,2.0727509778490215e-11,1.0189676876113393e-08,4.7677844962854964e-08
9.053172344310061e-10,0.2182734586841717,76.950000000000003,0.0,0.0,0.0,0.99999288587914525,9.4999979078102132,4.9669455964177273e-07,3.2553874209581991e-06,1.2595355968821602e-06,2.044020806116872e-06,7.0573572535022566e-12,2.0727508363793819e-11,1.02927605563975e-08,4.8161924683579193e-08
9.143667421635173e-10,0.21827345861595168,76.950000000000003,0.0,0.0,0.0,0.99999281476761903,9.4999978804783058,5.016590945156015e-07,3.2879252246830663e-06,1.2657097945343168e-06,2.070868562366828e-06,7.1278853551936623e-12,2.0727506949110279e-11,1.0395844229337574e-08,4.8646004332723693e-08
9.234162498960286e-10,0.21827345854767724,76.950000000000003,0.0,0.0,0.0,0.99999274365611002,9.4999978531245546,5.0662362146896686e-07,3.3204630237617198e-06,1.2718621394728935e-06,2.0977381666210971e-06,7.1984219835970758e-12,2.0727505534424608e-11,1.0498927894933632e-08,4.913008391028774e-08
9.324657576285399e-10,0.21827345847935034,76.950000000000003,0.0,0.0,0.0,0.99999267254461832,9.499997825749773,5.1158814050188118e-07,3.3530008181974689e-06,1.2779934522381285e-06,2.1246287983393261e-06,7.2689637156369479e-12,2.0727504119736593e-11,1.0602011553185673e-08,4.9614163416270496e-08
9.415152653610513e-10,0.21827345841097287,76.950000000000003,0.0,0.0,0.0,0.99999260143314395,9.4999977983547534,5.1655265161435653e-07,3.3855386079997691e-06,1.2841045230032354e-06,2.1515396673481874e-06,7.3395009827959892e-12,2.0727502705050473e-11,1.0705095204093696e-08,5.0098242850671113e-08
9.505647730935627e-10,0.21827345834254683,76.950000000000003,0.0,0.0,0.0,0.99999253032168711,9.4999977709402561,5.2151715480640509e-07,3.4180763931625839e-06,1.290196112970768e-06,2.1784700124450117e-06,7.4100397066235296e-12,2.0727501290365654e-11,1.0808178847657707e-08,5.0582322213488784e-08
9.686637885585852e-10,0.21827345820555621,76.950000000000003,0.0,0.0,0.0,0.99999238809882529,9.4999977160557432,5.3144613742927045e-07,3.4831519495737679e-06,1.3023237558515266e-06,2.2323862255636677e-06,7.55111705472765e-12,2.0727498460996902e-11,1.1014346112753692e-08,5.1550480724371951e-08
9.867628040236078e-10,0.21827345806839218,76.950000000000003,0.0,0.0,0.0,0.99999224587603264,9.4999976611017711,5.4137508837057455e-07,3.5482274874316404e-06,1.31438191939216e-06,2.2863718991826072e-06,7.6921942143298117e-12,2.0727495631627539e-11,1.1220513348473645e-08,5.2518638948913255e-08
9.999999999999999e-10,0.21827345793106753,76.950000000000003,0.0,0.0,0.0,0.99999214185765739,9.4999976208687151,5.4863687046347234e-07,3.5958221998036895e-06,1.3231599588176891e-06,2.3258967633764929e-06,7.795374699255861e-12,2.0727493562293954e-11,1.137129921700787e-08,5.3226727015793518e-08
1.0048618194886304e-09,0.21827345793106753,76.950000000000003,0.0,0.0,0.0,0.99999210365330948,9.4999976060834648,5.5130400763041449e-07,3.6133030067351237e-06,1.3263757310103288e-06,2.3404219058832307e-06,7.8332713304191633e-12,2.0727492802260144e-11,1.1426680554817576e-08,5.3486796887105794e-08
1.022960834953653e-09,0.2182734577935942,76.950000000000003,0.0,0.0,0.0,0.99999196143065572,9.4999975510055741,5.6123289520888777e-07,3.6783785074832758e-06,1.3383099389071687e-06,2.394531497463454e-06,7.9743484050590404e-12,2.0727489972894785e-11,1.1632847731785502e-08,5.4454954538942526e-08
1.0410598504186755e-09,0.21827345765598313,76.950000000000003,0.0,0.0,0.0,0.99999181920807156,9.4999974958724991,5.711617511060916e-07,3.7434539896751493e-06,1.3501889415417473e-06,2.4486962754632555e-06,8.1154254379522817e-12,2.0727487143530686e-11,1.1839014879377437e-08,5.5423111904416139e-08
1.059158865883698e-09,0.2182734575182445,76.950000000000003,0.0,0.0,0.0,0.99999167698555669,9.4999974406883094,5.8109057532212329e-07,3.8085294533097905e-06,1.3620168135038912e-06,2.5029121652918471e-06,8.256502429117266e-12,2.0727484314167905e-11,1.2045181997593396e-08,5.6391268983519143e-08
1.0772578813487206e-09,0.2182734573803878,76.950000000000003,0.0,0.0,0.0,0.9999915347631112,9.4999973854567834,5.9101936785708012e-07,3.8736048983862397e-06,1.3737973269044545e-06,2.5571753948374083e-06,8.3975793785580729e-12,2.072748148480662e-11,1.2251349086433386e-08,5.7359425776243781e-08
1.0953568968137432e-09,0.2182734572424216,76.950000000000003,0.0,0.0,0.0,0.9999913925407351,9.4999973301814116,6.009481287110591e-07,3.9386803249035329e-06,1.3855339772209223e-06,2.6114824686214772e-06,8.5386562862398862e-12,2.0727478655446751e-11,1.2457516145897434e-08,5.8327582282582126e-08
1.1134559122787657e-09,0.21827345710435397,76.950000000000003,0.0,0.0,0.0,0.99999125031842839,9.499997274865434,6.1087685788415783e-07,4.0037557328606952e-06,1.3972300031596251e-06,2.6658301479367462e-06,8.6797331522170755e-12,2.0727475826088261e-11,1.2663683175985547e-08,5.9295738502525907e-08
1.1315549277437883e-09,0.21827345696619255,76.950000000000003,0.0,0.0,0.0,0.99999110809619107,9.4999972195118509,6.208055553764733e-07,4.06883112225675e-06,1.4088884043187714e-06,2.7202154331840207e-06,8.8208099764739016e-12,2.0727472996731245e-11,1.2869850176697737e-08,6.0263894436066592e-08
1.1496539432088109e-09,0.2182734568279442,76.950000000000003,0.0,0.0,0.0,0.99999096587402314,9.4999971641234389,6.3073422118810304e-07,4.1339064930907173e-06,1.4205119578945738e-06,2.7746355471660959e-06,8.9618867589514376e-12,2.0727470167375673e-11,1.3076017148034024e-08,6.1232050083195521e-08
1.1858519741388562e-09,0.21827345655121178,76.950000000000003,0.0,0.0,0.0,0.99999068142989556,9.4999970532522298,6.5059145776969396e-07,4.2640571790684354e-06,1.443664618220048e-06,2.883570165406765e-06,9.2440401987492136e-12,2.0727464508668755e-11,1.3488351002578938e-08,6.31683605181816e-08
1.2220500050689015e-09,0.21827345627420286,76.950000000000003,0.0,0.0,0.0,0.99999039698604564,9.4999969422701778,6.7044856762970892e-07,4.3942077907858991e-06,1.4667063598804903e-06,2.9926156269062868e-06,9.5261934715798721e-12,2.0727458849967405e-11,1.3900684739620403e-08,6.5104669807408815e-08
1.2582480359989468e-09,0.21827345599695655,76.950000000000003,0.0,0.0,0.0,0.99999011254247339,9.4999968311930481,6.9030555076892602e-07,4.5243583282350964e-06,1.4896529516943989e-06,3.101756162838071e-06,9.8083465774406828e-12,2.0727453191271832e-11,1.4313018359158534e-08,6.7040977950797707e-08
1.2944460669289922e-09,0.21827345571950682,76.950000000000003,0.0,0.0,0.0,0.9999898280991788,9.49999672003438,7.1016240718812284e-07,4.6545087914079585e-06,1.5125179248249082e-06,3.2109782420308285e-06,1.0090499516319417e-11,2.0727447532581955e-11,1.4725351861193438e-08,6.8977284948264853e-08
1.3306440978590375e-09,0.21827345544188242,76.950000000000003,0.0,0.0,0.0,0.99998954365616188,9.499996608805775,7.3001913688807811e-07,4.7846591802963555e-06,1.5353128845812034e-06,3.3202702591671628e-06,1.0372652288203282e-11,2.072744187389774e-11,1.5137685245725242e-08,7.0913590799723038e-08
1.3668421287890828e-09,0.2182734551641083,76.950000000000003,0.0,0.0,0.0,0.99998925921342263,9.4999964975171878,7.4987573986957005e-07,4.9148094948921238e-06,1.5580477825067358e-06,3.4296222626953618e-06,1.065480489307897e-11,2.0727436215219227e-11,1.5550018512754048e-08,7.2849895505081402e-08
1.4030401597191282e-09,0.21827345488620578,76.950000000000003,0.0,0.0,0.0,0.99998897477096127,9.4999963861771448,7.6973221613337644e-07,5.0449597351870496e-06,1.5807311544321277e-06,3.5390257167764971e-06,1.0936957330932677e-11,2.0727430556546402e-11,1.5962351662279981e-08,7.4786199064245688e-08
1.4392381906491735e-09,0.21827345460819306,76.950000000000003,0.0,0.0,0.0,0.99998869032877757,9.4999962747929825,7.8958856568027551e-07,5.175109901172882e-06,1.6033703240664308e-06,3.648473297693171e-06,1.1219109601750155e-11,2.0727424897879263e-11,1.6374684694303147e-08,7.6722501477118487e-08
1.4754362215792188e-09,0.2182734543300859,76.950000000000003,0.0,0.0,0.0,0.99998840588687166,9.4999961633709731,8.0944478851104566e-07,5.3052599928413421e-06,1.6259715748510951e-06,3.7579587219955512e-06,1.1501261705516723e-11,2.0727419239217814e-11,1.678701760882367e-08,7.865880274359949e-08
1.5116342525092642e-09,0.2182734540518978,76.950000000000003,0.0,0.0,0.0,0.99998812144524352,9.4999960519165132,8.2930088462646448e-07,5.4354100101841197e-06,1.6485402965002344e-06,3.8674765999611115e-06,1.1783413642217326e-11,2.0727413580562059e-11,1.7199350405841655e-08,8.0595102863585706e-08
1.5478322834393095e-09,0.2182734537736402,76.950000000000003,0.0,0.0,0.0,0.99998783700389315,9.4999959404342231,8.491568540273105e-07,5.5655599531928766e-06,1.6710811117793876e-06,3.9770223088158725e-06,1.2065565411836555e-11,2.0727407921911987e-11,1.7611683085357221e-08,8.2531401836971716e-08
1.5840303143693548e-09,0.21827345349532307,76.950000000000003,0.0,0.0,0.0,0.99998755256282057,9.4999958289280659,8.6901269671436171e-07,5.6957098218592551e-06,1.6935979861462647e-06,4.0865918830936542e-06,1.2347717014358671e-11,2.0727402263267616e-11,1.8024015647370484e-08,8.4467699663649857e-08
1.6202283452994002e-09,0.21827345321695485,76.950000000000003,0.0,0.0,0.0,0.99998726812202576,9.499995717401454,8.8886841268839622e-07,5.8258596161748763e-06,1.7160943215986655e-06,4.1961819207881703e-06,1.2629868449767671e-11,2.0727396604628927e-11,1.843634809188156e-08,8.6403996343510476e-08
1.6564263762294455e-09,0.2182734529385428,76.950000000000003,0.0,0.0,0.0,0.99998698368150896,9.4999956058572916,9.0872400195019215e-07,5.9560093361313428e-06,1.7385730366301385e-06,4.3057895033973636e-06,1.2912019718047241e-11,2.0727390945995932e-11,1.8848680418890555e-08,8.8340291876441977e-08
1.6926244071594908e-09,0.21827345266009326,76.950000000000003,0.0,0.0,0.0,0.99998669924126993,9.4999954942980924,9.2857946450052758e-07,6.0861589817202419e-06,1.7610366347009313e-06,4.4154121274524593e-06,1.319417081918087e-11,2.0727385287368624e-11,1.9261012628397594e-08,9.0276586262331162e-08
1.7288224380895362e-09,0.21827345238161153,76.950000000000003,0.0,0.0,0.0,0.99998641480130879,9.4999953827259969,9.4843480034018063e-07,6.2163085529331472e-06,1.7834872632145729e-06,4.5250476455413911e-06,1.3476321753151808e-11,2.0727379628747019e-11,1.9673344720402786e-08,9.221287950106339e-08
1.7650204690195815e-09,0.2182734521031022,76.950000000000003,0.0,0.0,0.0,0.99998613036162554,9.4999952711428524,9.682900094699292e-07,6.3464580497616214e-06,1.8059267642692055e-06,4.6346942155574584e-06,1.3758472519943127e-11,2.0727373970131104e-11,2.0085676694906248e-08,9.4149171592522578e-08
1.8012184999496268e-09,0.21827345182456925,76.950000000000003,0.0,0.0,0.0,0.99998584592222017,9.4999951595502381,9.8814509189055191e-07,6.4766074721972129e-06,1.8283567181326602e-06,4.744350257224264e-06,1.4040623119537712e-11,2.0727368311520876e-11,2.0498008551908095e-08,9.6085462536591492e-08
1.8374165308796721e-09,0.21827345154601605,76.950000000000003,0.0,0.0,0.0,0.9999855614830927,9.4999950479495094,1.0080000476028261e-06,6.6067568202314649e-06,1.8507784804280369e-06,4.8540144149101323e-06,1.4322773551918311e-11,2.0727362652916345e-11,2.0910340291408433e-08,9.8021752333151812e-08
1.8736145618097175e-09,0.21827345126744552,76.950000000000003,0.0,0.0,0.0,0.99998527704424334,9.4999949363418263,1.0278548766075307e-06,6.7369060938559105e-06,1.8731932140200379e-06,4.9636855257417733e-06,1.4604923817067507e-11,2.072735699431751e-11,2.1322671913407388e-08,9.9958040982084212e-08
1.9098125927397626e-09,0.2182734509888601,76.950000000000003,0.0,0.0,0.0,0.99998499260567175,9.4999948247281889,1.047709578905443e-06,6.8670552930620733e-06,1.8956019164197017e-06,5.0733625921995536e-06,1.4887073914967788e-11,2.0727351335724365e-11,2.1735003417905072e-08,1.0189432848326857e-07
1.9460106236698077e-09,0.21827345071026188,76.950000000000003,0.0,0.0,0.0,0.99998470816737839,9.4999947131094569,1.0675641544973413e-06,6.9972044178414713e-06,1.9180054433205592e-06,5.1830447585813409e-06,1.516922384560151e-11,2.0727345677136917e-11,2.2147334804901592e-08,1.0383061483658395e-07
1.982208654599853e-09,0.21827345043165283,76.950000000000003,0.0,0.0,0.0,0.99998442372936269,9.499994601486355,1.0874186033840041e-06,7.1273534681856221e-06,1.9404045287727168e-06,5.2927312908284219e-06,1.5451373608950944e-11,2.0727340018555156e-11,2.2559666074397072e-08,1.0576690004190873e-07
2.018406685529898e-09,0.21827345015303448,76.950000000000003,0.0,0.0,0.0,0.99998413929162511,9.4999944898595192,1.1072729255662088e-06,7.257502444086031e-06,1.9627998024677329e-06,5.4024215592406227e-06,1.5733523204998263e-11,2.0727334359979094e-11,2.2971997226391626e-08,1.077031840991207e-07
2.0908027473899886e-09,0.218273449595775,76.950000000000003,0.0,0.0,0.0,0.99998357041698416,9.4999942665967243,1.1469811898203572e-06,7.5178001725216381e-06,2.0075809930659551e-06,5.6218112260462929e-06,1.6297821895114902e-11,2.0727323042844054e-11,2.37966591778784e-08,1.1157574876871462e-07
2.1631988092500793e-09,0.21827344903849205,76.950000000000003,0.0,0.0,0.0,0.99998300154345543,9.4999940433245325,1.1866889472660109e-06,7.7780976030802852e-06,2.052352478739792e-06,5.8412102953047877e-06,1.686211991580747e-11,2.0727311725731813e-11,2.4621320659362841e-08,1.1544830884437834e-07
2.23559487111017e-09,0.21827344848119226,76.950000000000003,0.0,0.0,0.0,0.99998243267103903,9.4999938200454963,1.2263961979093948e-06,8.0383947356939148e-06,2.0971168141214035e-06,6.0606162123148972e-06,1.7426417266931162e-11,2.0727300408642346e-11,2.5445981670845855e-08,1.1932086432511837e-07
2.3079909329702606e-09,0.2182734479238797,76.950000000000003,0.0,0.0,0.0,0.99998186379973508,9.499993596761497,1.2661029417567325e-06,8.2986915702944367e-06,2.1418758800913139e-06,6.2800270961270076e-06,1.7990713948340467e-11,2.0727289091575664e-11,2.6270642212328369e-08,1.2319341520993654e-07
2.3803869948303513e-09,0.21827344736655832,76.950000000000003,0.0,0.0,0.0,0.99998129492954368,9.4999933734739166,1.305809178814248e-06,8.5589881068137289e-06,2.1866310565734137e-06,6.4994415667481048e-06,1.8555009959889389e-11,2.0727277774531779e-11,2.7095302283811302e-08,1.2706596149783104e-07
2.452783056690442e-09,0.2182734468092305,76.950000000000003,0.0,0.0,0.0,0.99998072606046529,9.4999931501837658,1.345514909088166e-06,8.819284345183651e-06,2.2313833556704543e-06,6.7188586120062938e-06,1.9119305301431459e-11,2.0727266457510693e-11,2.7919961885295572e-08,1.3093850318779703e-07
2.5251791185505326e-09,0.21827344625189818,76.950000000000003,0.0,0.0,0.0,0.99998015719249944,9.4999929268917906,1.3852201325847103e-06,9.0795802853360457e-06,2.2761335225145839e-06,6.9382774867002633e-06,1.968359997281996e-11,2.0727255140512393e-11,2.874462101678209e-08,1.3481104027882759e-07
2.5975751804106233e-09,0.2182734456945626,76.950000000000003,0.0,0.0,0.0,0.99997958832564671,9.4999927035985401,1.4249248493101046e-06,9.3398759272027506e-06,2.3208821071790561e-06,7.1576976406875807e-06,2.0247893973907893e-11,2.0727243823536895e-11,2.9569279678271778e-08,1.3868357276991421e-07
2.669971242270714e-09,0.21827344513722494,76.950000000000003,0.0,0.0,0.0,0.9999790194599073,9.4999924803044173,1.4646290592705734e-06,9.6001712707155779e-06,2.3656295149264287e-06,7.3771186686365e-06,2.0812187304548078e-11,2.0727232506584207e-11,3.0393937869765555e-08,1.4255610066004679e-07
2.7423673041308046e-09,0.21827344457988573,76.950000000000003,0.0,0.0,0.0,0.99997845059528101,9.4999922570097244,1.5043327624723405e-06,9.8604663158063497e-06,2.4103760432698989e-06,7.5965402729646295e-06,2.1376479964593208e-11,2.0727221189654317e-11,3.1218595591264344e-08,1.4642862394821461e-07
2.8147633659908953e-09,0.21827344402254575,76.950000000000003,0.0,0.0,0.0,0.99997788173176816,9.4999920337146815,1.544035958921629e-06,1.0120761062406875e-05,2.4551219106736479e-06,7.8159622351385861e-06,2.1940771953895858e-11,2.072720987274724e-11,3.2043252842769048e-08,1.5030114263340587e-07
2.887159427850986e-09,0.21827344346520527,76.950000000000003,0.0,0.0,0.0,0.99997731286936886,9.4999918104194432,1.5837386486246629e-06,1.0381055510448959e-05,2.4998672781623352e-06,8.0353843940645067e-06,2.2505063272308502e-11,2.0727198555862971e-11,3.2867909624280608e-08,1.5417365671460825e-07
2.9595554897110766e-09,0.21827344290786466,76.950000000000003,0.0,0.0,0.0,0.99997674400808323,9.4999915871241356,1.6234408315876659e-06,1.0641349659864412e-05,2.5446122646318342e-06,8.2548066307773067e-06,2.3069353919683583e-11,2.0727187239001518e-11,3.3692565935799915e-08,1.5804616619080921e-07
3.0319515515711673e-09,0.218273442350524,76.950000000000003,0.0,0.0,0.0,0.99997617514791137,9.4999913638288369,1.6631425078168616e-06,1.0901643510585027e-05,2.5893569576201215e-06,8.4742288576697982e-06,2.3633643895873461e-11,2.0727175922162874e-11,3.4517221777327924e-08,1.6191867106099554e-07
3.104347613431258e-09,0.2182734417931836,76.950000000000003,0.0,0.0,0.0,0.9999756062888534,9.4999911405336164,1.7028436773184733e-06,1.1161937062542609e-05,2.634101421364709e-06,8.6936510104352549e-06,2.4197933200730482e-11,2.0727164605347054e-11,3.5341877148865528e-08,1.6579117132415378e-07
3.249139737151439e-09,0.2182734406785037,76.950000000000003,0.0,0.0,0.0,0.99997446857408012,9.4999906939435945,1.7822444961638381e-06,1.1682523269895866e-05,2.7235898339356787e-06,9.1324949204953165e-06,2.5326509795855175e-11,2.0727141971783887e-11,3.6991186481973212e-08,1.7353615802533226e-07
3.3939318608716198e-09,0.21827343956382575,76.950000000000003,0.0,0.0,0.0,0.99997333086376405,9.4999902473543045,1.8616432881735477e-06,1.2203108281378572e-05,2.8130777506579398e-06,9.5713381120905719e-06,2.645508370387591e-11,2.0727119338312024e-11,3.8640493935130332e-08,1.8128112628623522e-07
3.5387239845918007e-09,0.21827343844915012,76.950000000000003,0.0,0.0,0.0,0.99997219315790642,9.4999898007658956,1.941040053397386e-06,1.2723692096445109e-05,2.9025653111445564e-06,1.0010180445054226e-05,2.7583654923610801e-11,2.0727096704931489e-11,4.0289799508344247e-08,1.8902607609875139e-07
3.6835161083119816e-09,0.21827343733447646,76.950000000000003,0.0,0.0,0.0,0.99997105545650833,9.4999893541784424,2.0204347918851383e-06,1.3244274714549852e-05,2.9920525939835886e-06,1.0449021840244485e-05,2.8712223453877754e-11,2.0727074071642316e-11,4.1939103201622322e-08,1.9677100745476877e-07
3.8283082320321625e-09,0.21827343621980547,76.950000000000003,0.0,0.0,0.0,0.99996991775957056,9.4999889075919768,2.0998275036865872e-06,1.3764856135147191e-05,3.0815396320301792e-06,1.0887862264252481e-05,2.98407892934947e-11,2.0727051438444511e-11,4.3588405014971903e-08,2.0451592034617512e-07
3.973100355752344e-09,0.21827343510513697,76.950000000000003,0.0,0.0,0.0,0.99996878006709455,9.4999884610065148,2.1792181888515139e-06,1.4285436357691508e-05,3.1710264400810399e-06,1.1326701701727766e-05,3.0969352441279432e-11,2.0727028805338106e-11,4.5237704948400354e-08,2.1226081476485771e-07
4.117892479472525e-09,0.2182734339904712,76.950000000000003,0.0,0.0,0.0,0.99996764237908098,9.4999880144220743,2.2586068474296992e-06,1.4806015381637192e-05,3.2605130302198097e-06,1.1765540140032982e-05,3.2097912896049901e-11,2.0727006172323108e-11,4.6887003001915055e-08,2.2000569070270423e-07
4.407476726912887e-09,0.2182734317611471,76.950000000000003,0.0,0.0,0.0,0.99996536701644601,9.4999871212562681,2.4173780850249629e-06,1.5847169831550257e-05,3.4394855844491486e-06,1.264321398923027e-05,3.4355025721819253e-11,2.0726960906567474e-11,5.0185593469232625e-08,2.3549538710343784e-07
4.697060974353249e-09,0.21827342953183335,76.950000000000003,0.0,0.0,0.0,0.99996309167167452,9.4999862280946061,2.5761412168706006e-06,1.6888319480521595e-05,3.6184573290396533e-06,1.3520883773093178e-05,3.6612127761345737e-11,2.072691564117777e-11,5.3484176416983554e-08,2.5098500948347608e-07
4.986645221793611e-09,0.21827342730252988,76.950000000000003,0.0,0.0,0.0,0.99996081634477441,9.499985334937092,2.7348962433648187e-06,1.7929464324186475e-05,3.7974282705855955e-06,1.4398549480597807e-05,3.8869219005172295e-11,2.0726870376154178e-11,5.6782751845226811e-08,2.6647455777791881e-07
5.2762294692339724e-09,0.21827342507323683,76.950000000000003,0.0,0.0,0.0,0.99995854103575454,9.4999844417837327,2.8936431649058043e-06,1.8970604358180264e-05,3.9763984067082535e-06,1.5276211109693323e-05,4.1126299443842105e-11,2.0726825111496878e-11,6.008131975402141e-08,2.8196403192186744e-07
5.855397964114696e-09,0.21827342061468183,76.950000000000003,0.0,0.0,0.0,0.99995399047138911,9.4999826554894824,3.2111126947207053e-06,2.1052869979696533e-05,4.3343362565758058e-06,1.7031522121047295e-05,4.5640427867885361e-11,2.0726734583281838e-11,6.6678433013500731e-08,3.1294275749869646e-07
7.013734953876143e-09,0.21827341169769665,76.950000000000003,0.0,0.0,0.0,0.9999448895575922,9.499979082950972,3.8459545124295197e-06,2.5217343314642265e-05,5.0502022547454198e-06,2.0542095044442525e-05,5.4668554638013902e-11,2.0726553531254919e-11,7.9872569301675021e-08,3.7489931599104851e-07
8.17207194363759e-09,0.21827340278087828,76.950000000000003,0.0,0.0,0.0,0.99993578893082502,9.4999755104793202,4.4806666954746596e-06,2.9381739206049242e-05,5.7660552810320352e-06,2.4052602302332117e-05,6.3696507466555938e-11,2.0726372485108247e-11,9.3066585285292104e-08,4.3685468080744568e-07
9.330408933399038e-09,0.21827339386422748,76.950000000000003,0.0,0.0,0.0,0.99992668859162903,9.4999719380747738,5.1152492693293277e-06,3.354605737462707e-05,6.4818952915104387e-06,2.7563043655197486e-05,7.2724285748379181e-11,2.0726191444853046e-11,1.0626048096814449e-07,4.9880884779509681e-07
9.999999999999999e-09,0.21827337603143063,76.950000000000003,0.0,0.0,0.0,0.99992142815903917,9.4999698730327076,5.4820184924436741e-06,3.5953257592574108e-05,6.8956895341173507e-06,2.9592267675904002e-05,7.7942825128131246e-11,2.072608679497919e-11,1.1388732117477379e-07,5.3462167462211975e-07
1.1647082912921933e-08,0.21827337603143063,76.950000000000003,0.0,0.0,0.0,0.99990848877811578,9.4999647934679423,6.3840256913283713e-06,4.1874459426271839e-05,7.9135360698898522e-06,3.4583727707373348e-05,9.0779316251647821e-11,2.0725829382061931e-11,1.3264791144677434e-07,6.2271357167510874e-07
1.3963756892444827e-08,0.2182733581993109,76.950000000000003,0.0,0.0,0.0,0.99989029012138309,9.4999576491323925,7.6522839821204736e-06,5.0202547235654677e-05,9.3451242044297793e-06,4.1604145319281162e-05,1.0883364130766358e-10,2.0725467342971354e-11,1.5903486076804656e-07,7.4661345441494733e-07
