Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54)
6.288013828283704e-21,0.2660267001950414,76.950000000000003,0.0,0.0,0.0,0.99999999993212407,9.5,7.4235228419759068e-14,1.0696453115989631e-12,1.0696453116022365e-12,2.2138778115070361e-23,2.2134694071669749e-23,6.566233278705457e-11,2.7884559291906311e-19,1.003507313063442e-23,2.6463067243729681e-34,1.2810347592687545e-38,3.681421172105242e-36,8.9828084838833527e-19,7.2838171885470719e-25,2.3895542560471629e-34,3.2821983726140411e-38,2.9151137476540344e-49,0.0,3.8105287782432567e-32,6.9684753156002126e-24,2.0276914506648883e-33,2.0276914506827042e-33,1.5218545190587655e-44,2.5970608860582841e-45,7.4666725491310355e-34,2.10751039456849e-25
1.257604897830118e-20,0.2660267001950414,76.950000000000003,0.0,0.0,0.0,0.99999999986424803,9.5,1.4847070855357058e-13,2.1392942499501417e-12,2.1392942499632178e-12,8.8555337514965449e-23,8.8522670695471336e-23,1.3132488583764917e-10,1.1153851908641346e-18,4.0140393998459195e-23,2.1115896761996007e-33,1.0248310308837253e-37,2.9451485907733243e-35,3.5931324753657183e-18,2.9135342844788586e-24,1.899243620137295e-33,2.6257613675909379e-37,4.6642017685292288e-48,0.0,3.0484320226632997e-31,2.7873972140322378e-23,1.6221579729331639e-32,1.6221579729616694e-32,2.4349748168713028e-43,4.1553105372677035e-44,5.9733555618732949e-33,8.4300630346870923e-25
2.515211927833613e-20,0.2660267001950414,76.950000000000003,0.0,0.0,0.0,0.99999999972849585,9.5,2.9694166880099606e-13,4.2785921258775565e-12,4.2785921259297335e-12,3.5422179925025038e-22,3.5396055425616962e-22,2.6264998477539167e-10,4.4615462975326219e-18,1.605617753075662e-22,1.6806002052565669e-32,8.1986633346961703e-37,2.356123536420784e-34,1.4372547729112589e-17,1.1654151953393148e-23,1.4999178834739689e-32,2.1006040165732311e-36,7.4627386542817646e-47,0.0,2.4387491646613529e-30,1.1149603026162279e-22,1.2977283026884109e-31,1.297728302734019e-31,3.8959654060409128e-42,6.6485071398049788e-43,4.7786912181862449e-32,3.3720295157507701e-24
5.030425987840603e-20,0.2660267001950414,76.950000000000003,0.0,0.0,0.0,0.99999999945699147,9.5,5.9388358921505635e-13,8.5571878746333088e-12,8.5571878748409715e-12,1.4168880880273254e-21,1.4147995642813076e-21,5.2530015399709283e-10,1.7846195423841111e-17,6.4224747075320261e-22,1.3308076189020418e-31,6.5589402127846933e-36,1.8849006987502508e-33,5.7490223883807395e-17,4.6616637423276866e-23,1.1699013683521836e-31,1.6804713499060955e-35,1.1940394528241508e-45,0.0,1.9510006647380964e-29,4.4598440400197523e-22,1.0381834108931862e-30,1.0381834109661592e-30,6.2335480246936831e-41,1.0637618958226466e-41,3.8229552974638963e-31,1.3488126751468874e-23
1.0060854107854582e-19,0.2660267001950413,76.950000000000003,0.0,0.0,0.0,0.99999999891398272,9.5,1.1877674297200154e-12,1.7114379359753958e-11,1.7114379360576276e-11,5.6675540753365504e-21,5.6508688374051168e-21,1.0506003778253849e-09,7.1384795487210467e-17,2.5689903892498865e-21,1.0434027833115942e-30,5.2471616042067159e-35,1.5079213133879532e-32,2.2996093996626665e-16,1.864666087424389e-22,8.9120385441766497e-31,1.3443566032445285e-34,1.9104641459600156e-44,0.0,1.5608009280271874e-28,1.7839381783563034e-21,8.3054703461976137e-30,8.3054703473651826e-30,9.9736757500526871e-40,1.702019415404171e-40,3.0583645518377463e-30,5.395252506049854e-23
1.5091282227868563e-19,0.2660267001950413,76.950000000000003,0.0,0.0,0.0,0.99999999837097397,9.5,1.7816512699018126e-12,2.5671570832489198e-11,2.5671570834224406e-11,1.2043553420942268e-20,1.1995881716959371e-20,1.5759004870385913e-09,1.5169269152019984e-16,5.4591046316723183e-21,2.9493639424916358e-30,1.5003618432937942e-34,4.4766419880857708e-32,4.8866700100606504e-16,3.9624158027635616e-22,2.4787565414433715e-30,3.8439855754679268e-34,7.2276748139789385e-44,0.0,4.4629152787055279e-28,3.7908689766659968e-21,2.3748456499184837e-29,2.3748456503482272e-29,3.6709744217117579e-39,6.2645617307852815e-40,8.7450106258176225e-30,1.1464912800406674e-22
2.515213846789652e-19,0.2660267001950414,76.950000000000003,0.0,0.0,0.0,0.99999999728495659,9.5,2.9694189489727599e-12,4.2785953728461387e-11,4.2785953733171974e-11,3.3296885133854529e-20,3.3078324721818127e-20,2.626500247004863e-09,4.1938562073561994e-16,1.5092816783113546e-20,1.3103256369903521e-29,6.895127023132715e-34,2.0969535794241955e-31,1.3510203523892393e-15,1.0954915230136682e-21,1.0531835176358316e-29,1.766505288316124e-33,5.7041548504166992e-43,0.0,2.0509898356677446e-27,1.0480638644167777e-20,1.0913909301597022e-28,1.0913909304903501e-28,2.824476198560832e-38,4.8200051557322818e-39,4.0188805024941016e-29,3.1697115717347595e-22
3.4031954183977094e-19,0.2660267001950414,76.950000000000003,0.0,0.0,0.0,0.99999999632642633,9.5,4.0177549794203845e-12,5.789128494469531e-11,5.7891284952895016e-11,5.8652092897214011e-20,5.8169146828729428e-20,3.5537700994027916e-09,7.3874301350404964e-16,2.6585825672282263e-20,2.8475461444925086e-29,1.5255319014968517e-33,4.7572061936309893e-31,2.3798070250636576e-15,1.9296961634850053e-21,2.2360815408720438e-29,3.9082905448749403e-33,1.5621912144978508e-42,0.0,4.5377611287612657e-27,1.8461528663693296e-20,2.4146740163432156e-28,2.4146740172318034e-28,7.5905397752206273e-38,1.2953357497282525e-38,8.8916662853331481e-29,5.5834119025133496e-22
4.2911769900057667e-19,0.2660267001950414,76.950000000000003,0.0,0.0,0.0,0.9999999953678963,9.5,5.0660910087940863e-12,7.2996616119874063e-11,7.2996616132450297e-11,9.1070148934123316e-20,9.0164702177953107e-20,4.4810395709155057e-09,1.1470592808771252e-15,4.1280279690844914e-20,5.2451532527587624e-29,2.864058474703401e-33,9.0926315556513732e-31,3.6951682586752201e-15,2.9962736351526284e-21,4.0224936483651877e-29,7.3373603432974123e-33,3.55046432175348e-42,0.0,8.519250134951375e-27,2.8665544640575488e-20,4.5333400579969168e-28,4.533340059984193e-28,1.6975821910337652e-37,2.8969475236687557e-38,1.6693324214574786e-28,8.6694634193257967e-22
5.179158561613824e-19,0.2660267001950414,76.950000000000003,0.0,0.0,0.0,0.99999999440936616,9.5,6.11442703716499e-12,8.8101947256745027e-11,8.8101947274498042e-11,1.3008329616886992e-19,1.2857928235786033e-19,5.4083086867683233e-09,1.638442842474773e-15,5.8964153133177058e-20,8.572611588342856e-29,4.763464718238262e-33,1.5379278495294369e-30,5.2781247544451363e-15,4.2798343990296217e-21,6.4366812321764481e-29,1.2203201932654954e-32,6.8809837977226565e-42,0.0,1.4169076906719972e-26,4.0945453850120308e-20,7.5397775313435048e-28,7.5397775351403062e-28,3.2433235517730506e-37,5.5347780258897613e-38,2.7764058772204992e-28,1.2383337838733329e-21
6.955121704829939e-19,0.2660267001950414,76.950000000000003,0.0,0.0,0.0,0.99999999249230576,9.5,8.2110990916294245e-12,1.1831260944357046e-10,1.1831260947341333e-10,2.2308714902019886e-19,2.1990506011597742e-19,7.2628461107649384e-09,2.809857050106555e-15,1.0112091694901178e-19,1.7677007777501914e-28,1.0098825308012489e-32,3.3761298998688685e-30,9.051750642953191e-15,7.3397285027294468e-21,1.2846540311791391e-28,2.5870804213193127e-32,1.8088845524092862e-41,0.0,3.0039155522699267e-26,7.0219659457648918e-20,1.5984710229805983e-27,1.5984710239531185e-27,8.3075128475886761e-37,1.4176895347761598e-37,5.8861187412159225e-28,2.1236882848012499e-21
8.731084848046052e-19,0.2660267001950414,76.950000000000003,0.0,0.0,0.0,0.99999999057524536,9.5,1.0307771142379948e-11,1.4852327148876169e-10,1.4852327153341779e-10,3.4051621119102923e-19,3.3476364600585293e-19,9.1173822175605407e-09,4.288914387323147e-15,1.5434911845800662e-19,3.1196091999319642e-28,1.8292026370929548e-32,6.3001312144425686e-30,1.3816426555239191e-14,1.1203229808224072e-20,2.2009977620817557e-28,4.6858637408107982e-32,3.9045898647137425e-41,0.0,5.4409779618014983e-26,1.0718202724872668e-19,2.8953034359709187e-27,2.8953034380205661e-27,1.7508600067120545e-36,2.9878700103136464e-37,1.0661496615502954e-27,3.2415598157271592e-21
1.0507047991262167e-18,0.2660267001950413,76.950000000000003,0.0,0.0,0.0,0.99999998865818496,9.5,1.2404443189169222e-11,1.7873393338308223e-10,1.7873393344526008e-10,4.8399718195139237e-19,4.7452607438719095e-19,1.0971916919431431e-08,6.0961034450433573e-15,2.1938609977170435e-19,5.013858422046199e-28,3.017563742248222e-32,1.0633222672456291e-29,1.9638155000628649e-14,1.5923857964801904e-20,3.4379648641466854e-28,7.7298814244977433e-32,7.5207258741454639e-41,0.0,8.97573100312958e-26,1.523445831275856e-19,4.7762496533518042e-27,4.7762496572165353e-27,3.3013492072728059e-36,5.6338062674845237e-37,1.7587776597940357e-27,4.6074338721584539e-21
1.4058974277694396e-18,0.2660267001950413,76.950000000000003,0.0,0.0,0.0,0.99999998482406449,9.5,1.6597787270642564e-11,2.3915525671190734e-10,2.3915525681617568e-10,8.5057118384849579e-19,8.2892461779231406e-19,1.468098202986727e-08,1.0713218467640301e-14,3.8554648478161759e-19,1.0830785555955927e-27,6.9304313584390962e-32,2.5180321295459016e-29,3.4511856093953185e-14,2.7984409666533935e-20,6.9987146198496169e-28,1.7752046499489631e-31,2.3503306508414728e-40,0.0,2.0614341998470227e-25,2.6772866316267805e-19,1.096950032948933e-26,1.096950034112334e-26,9.9380636860441159e-36,1.6959486210118881e-36,4.0393394756775787e-27,8.0970535222247875e-21
1.7610900564126625e-18,0.2660267001950414,76.950000000000003,0.0,0.0,0.0,0.99999998098994403,9.5,2.079113133601938e-11,2.9957657943047294e-10,2.9957657958503505e-10,1.3230069647236193e-18,1.281717167115436e-18,1.8390041431411791e-08,1.6663691999892705e-14,5.9969167974076374e-19,1.9625759252037262e-27,1.3280042896828738e-31,4.9059728989726489e-29,5.3680874897468389e-14,4.3527892169732819e-20,1.2062080099074156e-27,3.4014270737401748e-31,5.6260743253245234e-40,0.0,3.9500704243412456e-25,4.1643416698096025e-19,2.1019499694148848e-26,2.1019499721412588e-26,2.3289365251620147e-35,3.9743762936018483e-36,7.7400808032782506e-27,1.2594430693304332e-20
2.4714753136991084e-18,0.2660267001950414,76.950000000000003,0.0,0.0,0.0,0.99999997332170321,9.5,2.9177819418443301e-11,4.2041922304435937e-10,4.2041922331508535e-10,2.5857275379729449e-18,2.4736753431071256e-18,2.5808143093647775e-08,3.2568026211980174e-14,1.172055690111174e-18,4.7827956622603095e-27,3.6422780697559426e-31,1.3682803896564293e-28,1.0491553377611493e-13,8.5072327433357727e-20,2.6953750824135851e-27,9.3276762765029048e-31,2.2551196058000512e-39,0.0,1.0833528589922652e-24,8.1389246508242467e-19,5.7648479994847145e-26,5.7648480101437633e-26,9.1052202034469671e-35,1.5538276954529526e-35,2.1228048637959725e-26,2.4614969999051878e-20
3.892245828272e-18,0.2660267001950413,76.950000000000003,0.0,0.0,0.0,0.99999995798522268,9.5,4.5951195389963442e-11,6.6210450303386916e-10,6.6210450354417911e-10,6.3826227482465389e-18,5.9480874178465692e-18,4.0644277851837592e-08,8.0390913346626938e-14,2.8931023882604516e-18,1.521396802247445e-26,1.4457728163768442e-30,5.4938795837458947e-28,2.5897349537558732e-13,2.0999300557300865e-19,7.6182102150381453e-27,3.7013850202856279e-30,1.5209198344528131e-38,0.0,4.3001039107934965e-24,2.0090166389655193e-18,2.2882198712448226e-25,2.2882198783040881e-25,6.0301925494670113e-34,1.0290728191371196e-34,8.425931719346084e-26,6.0759755760957929e-20
6.733786857417783e-18,0.2660267001950414,76.950000000000003,0.0,0.0,0.0,0.99999992731226528,9.5,7.9497946559655358e-11,1.1454750344636327e-09,1.1454750350769406e-09,1.9062472083928764e-17,1.6853923994891435e-17,7.0316273092095368e-08,2.4009612865243356e-13,8.6405634897975003e-18,5.7000344192990934e-26,7.708335891910424e-30,2.9449118672487551e-27,7.7345226085245816e-13,6.2716971957680878e-19,2.5304514929597894e-26,1.9721396634283755e-29,1.5131530443662585e-37,0.0,2.2924674078983758e-23,6.0001729216345545e-18,1.2198988737763839e-24,1.2198988807401869e-24,5.9486351649151217e-33,1.0151673652105081e-33,4.4919995435600032e-25,1.8146658711016471e-19
1.2416868915709348e-17,0.2660267001950414,76.950000000000003,0.0,0.0,0.0,0.99999986596636625,9.5,1.4659144580563019e-10,2.1122159858198892e-09,2.1122159824402133e-09,6.4766475039495846e-17,5.1799553150106385e-17,1.2965916648111421e-07,8.1574127833215517e-13,2.9356852084274467e-17,2.2752759782531225e-25,4.959249241556843e-29,1.8980472448557371e-26,2.6278513522128539e-12,2.1308679827060106e-18,9.2074715698245617e-26,1.2670955293542388e-28,1.8910308933190548e-36,0.0,1.474639624274831e-22,2.038614874205088e-17,7.8471209802898263e-24,7.8471210670624213e-24,7.4122809825508881e-32,1.2649784831002253e-32,2.8894649688707677e-24,6.1655090940421526e-19
2.378303303229248e-17,0.2660267001950414,76.950000000000003,0.0,0.0,0.0,0.99999974327463081,9.5,2.8077843192391247e-10,4.0456974579254911e-09,4.0456974143568865e-09,2.3755163407618209e-16,1.5882070845675509e-16,2.4834056503015363e-07,2.9919383713474371e-12,1.0767378177189378e-16,9.1951207981597284e-25,3.5455361568039999e-28,1.3573461813888533e-25,9.638312431079633e-12,7.8156509343007318e-18,3.5119931885748505e-25,9.0345126156478082e-28,2.6683708811665934e-35,0.0,1.053918576613312e-21,7.4772812573717429e-17,5.6084018647910724e-23,5.6084019871207869e-23,1.0449560833455723e-30,1.7834103422511764e-31,2.0650403526307711e-23,2.2614093246866876e-18
3.514919714887561e-17,0.2660267001950413,76.950000000000003,0.0,0.0,0.0,0.99999962058297842,9.5,4.1496540154397568e-10,5.9791783701885372e-09,5.9791782291942618e-09,5.1883928592114637e-16,3.010501385459313e-16,3.6701611280190662e-07,6.5346322647219223e-12,2.3516826184618848e-16,2.0796672791086228e-24,1.0900099757784876e-27,4.1723270326883784e-25,2.1050843844400897e-11,1.7070282032583031e-17,7.7775909736543303e-25,2.7723077519817451e-27,1.0959752364843027e-34,0.0,3.2392360938919652e-21,1.6331241055295853e-16,1.7237721549375669e-22,1.7237722051728881e-22,4.2911478412730674e-30,7.3238424031736732e-31,6.3468353759881015e-23,4.9391939468376341e-18
4.6515361265458745e-17,0.2660267001950414,76.950000000000003,0.0,0.0,0.0,0.99999949789140918,9.5,5.4915235466582509e-10,7.9126587371369832e-09,7.9126584269530729e-09,9.0862890417973744e-16,4.6396231005761133e-16,4.8568581006831379e-07,1.1443759284249467e-11,4.1183807711833958e-16,3.7079874361630467e-24,2.4455096144196003e-27,9.3589294091912463e-25,3.6865240481906587e-11,2.9894760765570289e-17,1.3717455730151965e-24,6.2087468863766212e-27,3.0468163106587874e-34,0.0,7.2655649455254053e-21,2.860049216630392e-16,3.8664427772758504e-22,3.8664429169173255e-22,1.1928258353346926e-29,2.0358891627827918e-30,1.4235656531886694e-22,8.6499138960109178e-18
