Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54)
4.0171084261155e-13,0.26602669994494416,76.950000000000003,0.0,0.0,0.0,0.99569890229617664,9.499999917557469,4.7322870434691496e-06,6.8020872224626308e-05,6.7955474700214706e-05,6.3618365537214733e-08,6.5399338250915325e-12,0.0019836367040440956,0.00051560328476714498,1.8817590245313856e-08,2.7445521125658822e-16,8.5331611789868768e-15,3.260550696409641e-13,0.0016610394968394565,2.2168981599276173e-09,6.4067793190325105e-17,2.9346488562903162e-17,8.5406477006776806e-19,0.0,2.9520011238501376e-09,2.1041938389321999e-08,2.2896760870400758e-10,2.2899175828371325e-10,1.8526961341260211e-14,5.6226183643848054e-15,3.4537898885482576e-11,6.6700620027457235e-10
4.1218589946139303e-13,0.26602669993274286,76.950000000000003,0.0,0.0,0.0,0.99558738442354888,9.4999999135282707,4.8554138564995144e-06,6.9786466178870448e-05,6.971750663254078e-05,6.6870802988138194e-08,6.7096968593551185e-12,0.0020022213486024397,0.00053675078692156882,1.9594177580410679e-08,2.8848655898297361e-16,9.3052896187918748e-15,3.4798799326087309e-13,0.00172916895633108,2.3336723576835639e-09,6.6711825309001767e-17,3.0560600123615823e-17,9.3713005032882597e-19,0.0,3.1608619236959233e-09,2.2145250265460008e-08,2.4728106570456808e-10,2.4730740893860277e-10,2.0173442966714272e-14,6.1697910679942709e-15,3.6538234947458657e-11,7.022498490140284e-10
4.2266095631123604e-13,0.2660266999202924,76.950000000000003,0.0,0.0,0.0,0.99547588909206175,9.4999999094161609,4.9785268506211789e-06,7.1551656326059805e-05,7.1479038671744854e-05,7.0198838905161801e-08,6.8794210670544173e-12,0.0020199706453562049,0.00055809097886018867,2.0378075399522882e-08,3.0284404736424923e-16,1.0123282149737508e-14,3.7071362559204045e-13,0.001797919326284743,2.4534254092912397e-09,6.9380747359671068e-17,3.1786010600339159e-17,1.0256916827526506e-18,0.0,3.3781337214296004e-09,2.3276309971588065e-08,2.6654208956823731e-10,2.6657075855926692e-10,2.1915732710815041e-14,6.7532583188058081e-15,3.8584437378339442e-11,7.3838948696165123e-10
4.3313601316107905e-13,0.26602669990759464,76.950000000000003,0.0,0.0,0.0,0.99536441586999402,9.499999905221852,5.1016260285981242e-06,7.331644311147045e-05,7.3240071330988571e-05,7.3602091788015396e-08,7.0491064910024112e-12,0.0020369216112590179,0.00057961519358583238,2.1168962054948265e-08,3.1752603056353238e-16,1.0988427393038675e-14,3.9423455887223058e-13,0.0018672626881461464,2.5761559652490472e-09,7.2073464231677863e-17,3.3022207728855416e-17,1.1199443374521719e-18,0.0,3.6038894607343624e-09,2.4435084988089139e-08,2.8677420065915007e-10,2.8680533153378874e-10,2.3756556436310428e-14,7.3743182024063285e-15,4.0675292842557058e-11,7.7542414924951762e-10
4.4361107001092206e-13,0.2660266998946519,76.950000000000003,0.0,0.0,0.0,0.99525296434468691,9.4999999009460208,5.2247113931421222e-06,7.5080826965104081e-05,7.500060512007939e-05,7.7080181957929287e-08,7.218753172543299e-12,0.0020531096229843555,0.00060131514816456552,2.1966529653603034e-08,3.3253087060210626e-16,1.1902004614940744e-14,4.18553136947364e-13,0.0019371723605233449,2.7018626766934377e-09,7.4788927644576362e-17,3.4268701206688942e-17,1.2200832346208308e-18,0.0,3.8381986920397852e-09,2.5621542852214098e-08,3.0800089177789078e-10,3.0803462468829709e-10,2.5698636965274661e-14,8.0342734410394998e-15,4.2809593657667371e-11,8.1335288791362503e-10
4.5408612686076507e-13,0.2660266998814664,76.950000000000003,0.0,0.0,0.0,0.99514153412169637,9.4999998965893422,5.3477829469150502e-06,7.684480830234251e-05,7.6760640545546201e-05,8.0632731548892314e-08,7.3883611516153631e-12,0.0020685684896089205,0.00062318292670724773,2.2770483468919881e-08,3.478569373217094e-16,1.2865283674010361e-14,4.4367147544616914e-13,0.0020076228443661392,2.8305441954097677e-09,7.7526134145824264e-17,3.5525021738144494e-17,1.3263040854598194e-18,0.0,4.0811277229280781e-09,2.6835651158473777e-08,3.3024562821035033e-10,3.3028210733538408e-10,2.7744694054576917e-14,8.7344309790838375e-15,4.4986140314013573e-11,8.5217477259743668e-10
4.645611837106081e-13,0.2660266998680401,76.950000000000003,0.0,0.0,0.0,0.99503012482398878,9.4999998921524806,5.4708406925310871e-06,7.8608387524574364e-05,7.8520178110711781e-05,8.42593644989548e-08,7.5579304668115446e-12,0.0020833305220753166,0.00064521096410519911,2.3580541377891183e-08,3.6350260834701081e-16,1.3879525003243962e-14,4.6959148065201957e-13,0.0020785897705746462,2.962199173841903e-09,8.0284123194091425e-17,3.6790720164364971e-17,1.4388030379498208e-18,0.0,4.3327397618756042e-09,2.807737755888719e-08,3.5353184777681985e-10,3.5357122132279291e-10,2.9897444376881437e-14,9.476101596259986e-15,4.7203743723250931e-11,8.9188889110025478e-10
4.855112974102942e-13,0.2660266998404732,76.950000000000003,0.0,0.0,0.0,0.9948073675788236,9.4999998830407506,5.7169147695230428e-06,8.2134341163114276e-05,8.2037761657808751e-05,9.173338519712856e-08,7.8969532535573343e-12,0.0021108862256503701,0.00068971921808230687,2.5217900849871393e-08,3.9574631250475707e-16,1.6065889254018588e-14,5.2384317117903892e-13,0.0022219808307835679,3.2344241229678089e-09,8.5858810588475157e-17,3.9348549646456199e-17,1.6834217402353166e-18,0.0,4.8622510052612183e-09,3.0643555538095137e-08,4.0332235056029672e-10,4.0336797367849527e-10,3.453387591610207e-14,1.1089242282495723e-14,5.1757427743198476e-11,9.7399027353946037e-10
5.043663997400116e-13,0.26602669981485966,76.950000000000003,0.0,0.0,0.0,0.99460695417015432,9.4999998745722802,5.9383342402405413e-06,8.5306327965341177e-05,8.5201889154061793e-05,9.8709632892249515e-08,8.2019418927718288e-12,0.0021335989386588069,0.00073025548632907084,2.6709809619717965e-08,4.2584257533817739e-16,1.8220360780440713e-14,5.7542682846394876e-13,0.0023525759604576132,3.4895823044813417e-09,9.0938284836270926e-17,4.1678544982195135e-17,1.927024713717729e-18,0.0,5.3690823905028298e-09,3.3047246265745672e-08,4.5193024299497377e-10,4.5198203799987093e-10,3.9098745234676745e-14,1.2696259662513767e-14,5.5984507601786789e-11,1.0509241897755441e-09
5.23221502069729e-13,0.2660266997884964,76.950000000000003,0.0,0.0,0.0,0.99440660341346765,9.4999998658536366,6.1597090112183298e-06,8.8477017578486789e-05,8.8364411271161559e-05,1.0592014370100608e-07,8.5068058055642156e-12,0.002154494647876383,0.0007712078016957573,2.8217629557380501e-08,4.5694947673817657e-16,2.0559125647504184e-14,6.2962970948238015e-13,0.0024845119575969874,3.7543535691550523e-09,9.6071931680015547e-17,4.4032771815549492e-17,2.1940343722700444e-18,0.0,5.9049019834160924e-09,3.5539919172864128e-08,5.0427579563320017e-10,5.0433430534565479e-10,4.4051408174223192e-14,1.4458304280501654e-14,6.0326782904716882e-11,1.1307356180958159e-09
5.420766043994464e-13,0.26602669976139415,76.950000000000003,0.0,0.0,0.0,0.99420631364531775,9.4999998568882003,6.3810390962344036e-06,9.1646411910776372e-05,9.1525330837132987e-05,1.1336278853192915e-07,8.8115451754040058e-12,0.002173715715952131,0.00081254283264030152,2.9740105153459137e-08,4.8905783155459694e-16,2.3089201260956463e-14,6.8645743493614331e-13,0.0026176814529710254,4.0287300827267169e-09,1.012554764996451e-16,4.640923284678214e-17,2.4856048124321234e-18,0.0,6.4699831091391734e-09,3.8121387678891437e-08,5.6049471120314515e-10,5.6056050191575705e-10,4.9407595652330033e-14,1.6383116959604468e-14,6.4777909939240007e-11,1.2134199242551349e-09
5.609317067291638e-13,0.26602669973356347,76.950000000000003,0.0,0.0,0.0,0.99400608333190743,9.4999998476792467,6.6023245087109705e-06,9.4814512765010482e-05,9.4684650651224376e-05,1.210354565532526e-07,9.1161601756234606e-12,0.0021913933488354248,0.00085422985990482277,3.1276075916726225e-08,5.22158533411786e-16,2.5817513060670513e-14,7.4591455833972965e-13,0.0027519854921601188,4.3127040182639918e-09,1.0648496818249531e-16,4.8806082401264186e-17,2.8028917547451895e-18,0.0,7.0645760167257818e-09,4.0791465793110992e-08,6.20722408006668e-10,6.2079606946815764e-10,5.5183005770088502e-14,1.8478455719836243e-14,6.9331760671476117e-11,1.298972671201514e-09
5.797868090588813e-13,0.2660266997050141,76.950000000000003,0.0,0.0,0.0,0.99380591105890914,9.4999998382299395,6.8235652617422332e-06,9.7981321846567527e-05,9.7842373484869309e-05,1.2893605503589673e-07,9.4206509701873937e-12,0.0022076484716496169,0.00089624057143424852,3.2824469172456137e-08,5.5624255403119901e-16,2.8750897456854045e-14,8.0800475812972887e-13,0.0028873328749380403,4.6062675561970321e-09,1.1175675460385265e-16,5.1221614843595503e-17,3.1470521088861155e-18,0.0,7.6889096916190817e-09,4.3549968106315618e-08,6.8509402081762872e-10,6.851761662133024e-10,6.1393303835900172e-14,2.0752091837954347e-14,7.398243446025841e-11,1.3873896148368402e-09
5.986419113885987e-13,0.26602669967575593,76.950000000000003,0.0,0.0,0.0,0.99360579552209438,9.4999998285433449,7.0447613681199512e-06,0.00010114684077079178,0.000100998502082583,1.3706250919788586e-07,9.725017714403219e-12,0.0022225925351235195,0.00093854887355447386,3.438429341212565e-08,5.9130094256019698e-16,3.1896105066115546e-14,8.7273100588021526e-13,0.0030236395470302486,4.9094128843317942e-09,1.1706745998474946e-16,5.3654253972414431e-17,3.5192436198251127e-18,0.0,8.3431935244262376e-09,4.6396709781375623e-08,7.5374440176564233e-10,7.5383566769443143e-10,6.8054122413029875e-14,2.3211806376365143e-14,7.8724265935238008e-11,1.4786666984234589e-09
6.174970137183161e-13,0.2660266996457984,76.950000000000003,0.0,0.0,0.0,0.99340573551869304,9.4999998186224364,7.2659128403570246e-06,0.00010431107106982368,0.00010415303916279944,1.4541276205015006e-07,1.0029260555577748e-11,0.0022363282592174757,0.00098113071685608684,3.5954632143112664e-08,6.2732482490683131e-16,3.5259804114239602e-14,9.4009571377889529e-13,0.0031608280392424375,5.222132197847463e-09,1.2241396395208805e-16,5.6102543237232486e-17,3.9206245841072944e-18,0.0,9.0276188497272851e-09,4.9331506543125178e-08,8.2680812120480548e-10,8.2690916765331188e-10,7.5181061385499152e-14,2.5865387120889632e-14,8.3551829662557984e-11,1.5728000460786649e-09
6.363521160480335e-13,0.26602669961515074,76.950000000000003,0.0,0.0,0.0,0.99320572993944589,9.4999998084701023,7.4870196907091687e-06,0.00010747401419889729,0.00010730598741865245,1.5398477424372826e-07,1.0333379633623148e-11,0.0022489503168390329,0.0010239639361058104,3.7534638216497037e-08,6.6430540308064677e-16,3.8848583976696925e-14,1.0101008627119143e-12,0.0032988269517758412,5.5444176992795388e-09,1.277933822265665e-16,5.8565136612955392e-17,4.3523536301878048e-18,0.0,9.7423603609091379e-09,5.2354174667705924e-08,9.0441946856635774e-10,9.0453097888029017e-10,8.278968803718482e-14,2.87206258953468e-14,8.845994196745095e-11,1.66978595550588e-09
6.55207218377751e-13,0.26602669958382175,76.950000000000003,0.0,0.0,0.0,0.99300577776128707,9.4999997980891422,7.7080819311948995e-06,0.00011063567154215813,0.00011045734951870547,1.6277652391833271e-07,1.0637375081615971e-11,0.0022605459638471259,0.00106702810273422,3.91235285850383e-08,7.022339545393677e-16,4.2668958765565345e-14,1.0827481135603352e-12,0.003437570479053798,5.8762615984911785e-09,1.3320304877522382e-16,6.1040790217197635e-17,4.8155895524464286e-18,0.0,1.0487577413852283e-08,5.5464530971661117e-08,9.8671245319464303e-10,9.8683513404797552e-10,9.0895537136521945e-14,3.1785316196046797e-14,9.3443660506856312e-11,1.7696208902777178e-09
6.740623207074684e-13,0.26602669955182023,76.950000000000003,0.0,0.0,0.0,0.99280587804059162,9.4999997874822899,7.9290995736139329e-06,0.00011379604441804146,0.00011360712810763499,1.7178600655225833e-07,1.0941247026314188e-11,0.0022711956199037765,0.0011103043888322621,4.0720579456124244e-08,7.4110183154140819e-16,4.6727370916651601e-14,1.1580389036868879e-12,0.0035769979716210295,6.2176561126348673e-09,1.3864049930872304e-16,6.3528354629737614e-17,5.3114911910431558e-18,0.0,1.1263415228904375e-08,5.86623928009624e-08,1.0738208051659158e-09,1.0739553865280432e-09,9.9514111023160017e-14,3.5067251104737989e-14,9.8498282026933336e-11,1.8723014718690406e-09
6.929174230371858e-13,0.2660266995191548,76.950000000000003,0.0,0.0,0.0,0.99260602990695079,9.4999997766521975,8.1500726295642008e-06,0.00011695513408424544,0.00011675532580687145,1.8101123481361758e-07,1.124499558863601e-11,0.0022809734042332588,0.0011537754417059666,4.2325121808153479e-08,7.8090046050406688e-16,5.1030194728393102e-14,1.2359745303587345e-12,0.0037170535320534439,6.5685934661061952e-09,1.4410345601602845e-16,6.6026767693749292e-17,5.8412173511111193e-18,0.0,1.2070005999542094e-08,6.1947578020119055e-08,1.1658779760901044e-09,1.1660252111912465e-09,1.0866087969584988e-13,3.8574221446146215e-14,1.0361933864723085e-10,1.977824471605175e-09
7.117725253669032e-13,0.2660266994858334,76.950000000000003,0.0,0.0,0.0,0.99240623255743377,9.4999997656014568,8.3710011104574782e-06,0.00012011294174232704,0.00011990194521519977,1.9045023841288997e-07,1.1548620884101364e-11,0.0022899476294210475,0.0011974252682559279,4.3936537245967065e-08,8.2162134136740063e-16,5.558373982732405e-14,1.3165562224561232e-12,0.0038576856425159519,6.9290658904911385e-09,1.4958981345344489e-16,6.8535047860112617e-17,6.4059267564250837e-18,0.0,1.290746991420312e-08,6.5319905001454479e-08,1.2630171398958366e-09,1.2631778051909034e-09,1.1835128090171806e-13,4.2314014165296754e-14,1.0880259291718962e-10,2.0861868026214272e-09
7.306276276966206e-13,0.2660266994518644,76.950000000000003,0.0,0.0,0.0,0.99220648525130117,9.49999975433259,8.5918850275338297e-06,0.00012326946854194763,0.0001230469889093233,2.0010106395677405e-07,1.1852123023239844e-11,0.0022981812563679766,0.001241239128452095,4.555425417100817e-08,8.6325604696374968e-16,6.0394254535361122e-14,1.3997852017223214e-12,0.0039988468216185201,7.2990656245080521e-09,1.5509762550518579e-16,7.1052288133622544e-17,7.006778032925996e-18,0.0,1.3775916097735095e-08,6.8779192614620174e-08,1.3653711935991244e-09,1.3655460887302516e-09,1.286007202262079e-13,4.6294410900626875e-14,1.1404403187690567e-10,2.1973855119163236e-09
7.494827300263381e-13,0.2660266994172558,76.950000000000003,0.0,0.0,0.0,0.9920067873051337,9.4999997428480665,8.8127243918748906e-06,0.00012642471558479523,0.00012619045944439343,2.0996177480332701e-07,1.2155502111968673e-11,0.0023057323134707606,0.001285203437184784,4.7177744242196768e-08,9.0579622239277895e-16,6.5467929120337725e-14,1.4856627347508672e-12,0.0041404933082540875,7.6785849139455079e-09,1.6062509333375139e-16,7.3577650417334927e-17,7.6449297176439029e-18,0.0,1.4675443478816773e-08,7.2325260216406222e-08,1.4730727580561285e-09,1.4732627058140403e-09,1.3942457118247506e-13,5.0523186729543888e-14,1.1933986034458418e-10,2.3114177725680985e-09
7.683378323560555e-13,0.26602669938201495,76.950000000000003,0.0,0.0,0.0,0.99180713808834209,9.4999997311502913,9.033519214416124e-06,0.00012957868392820886,0.00012933235935450778,2.2003045091837656e-07,1.2458758251940816e-11,0.0023126542829769942,0.0013293056738016113,4.8806519104403458e-08,9.4923358440200477e-16,7.0810898912838985e-14,1.5741901768247973e-12,0.0042825847701947438,8.0676160115969744e-09,1.661705542414119e-16,7.6110360234737681e-17,8.3215402888799318e-18,0.0,1.560614158945213e-08,7.5957927640897114e-08,1.5862541787004521e-09,1.5864600249848162e-09,1.5083817529943898e-13,5.5008109064825702e-14,1.2468649363091249e-10,2.4282808761746317e-09
7.871929346857729e-13,0.26602669934614964,76.950000000000003,0.0,0.0,0.0,0.99160753701902926,9.4999997192416199,9.2542695059581064e-06,0.00013273137458852865,0.00013247269115317941,2.3030518873319118e-07,1.2761891540866478e-11,0.0023189964571425606,0.0013735342987150503,5.0440127363844297e-08,9.9355992077280101e-16,7.6429247277972481e-14,1.66536900858908e-12,0.0044250840354641162,8.4661511771932373e-09,1.7173247137234716e-16,7.8649701947123332e-17,9.037768214127663e-18,0.0,1.6568091301975361e-08,7.9677015190005684e-08,1.7050475262655403e-09,1.7052701400444321e-09,1.6285684220838224e-13,5.9756936683695787e-14,1.3008054984183609e-10,2.5479722255594034e-09
8.060480370154903e-13,0.2660266993096673,76.950000000000003,0.0,0.0,0.0,0.99140798356017457,9.499999707124358,9.4749752771769493e-06,0.00013588278854419165,0.00013561145733377916,2.4078410100339498e-07,1.3064902072811918e-11,0.002324804266524485,0.0014178786765343201,5.207815179196804e-08,1.0387670897117311e-15,8.2329008434928568e-14,1.7592008664058084e-12,0.0045679568447262505,8.8741826773332851e-09,1.7730942419274986e-16,8.1195014317487335e-17,9.7947720127853794e-18,0.0,1.7561365508394752e-08,8.3482343624404015e-08,1.8295845974927951e-09,1.8298248707613976e-09,1.7549584972826267e-13,6.4777418874416746e-14,1.3551884189757351e-10,2.6704893277704567e-09
8.249031393452077e-13,0.2660266992725753,76.950000000000003,0.0,0.0,0.0,0.99120847721611904,9.4999996948007581,9.6956365386338832e-06,0.00013903292673859288,0.00013874866036995317,2.5146531666911597e-07,1.3367789938474206e-11,0.0023301195825395087,0.0014623290052228348,5.3720206740959925e-08,1.0848470192471792e-15,8.8516170121018791e-14,1.8556875671438618e-12,0.0047111716230842961,9.2917027854142872e-09,1.8290009969143923e-16,8.3745686327611173e-17,1.0593710331104345e-17,0.0,1.8586029746483566e-08,8.7373734154858362e-08,1.9599969158260563e-09,1.9602557635646932e-09,1.8877044394976272e-13,7.0077294687149065e-14,1.4099836937459258e-10,2.7958297873882967e-09
8.437582416749252e-13,0.2660266992348804,76.950000000000003,0.0,0.0,0.0,0.9910090175293238,9.499999682273037,9.9162533007840898e-06,0.00014218179008272867,0.00014188430271601753,2.623469807163541e-07,1.3670555225434405e-11,0.0023349809962914668,0.0015068762508121888,5.5365935754956618e-08,1.1317917066313205e-15,9.4996676098943029e-14,1.9548311280836222e-12,0.0048546992697781743,9.718703781561235e-09,1.8850328424676837e-16,8.6301153384819518e-17,1.1435742027067922e-17,0.0,1.9642142776763078e-08,9.1351008433971373e-08,2.0964157320930832e-09,2.0966940922246782e-09,2.0269583931793115e-13,7.5664292276946345e-14,1.4651631026459732e-10,2.9239913001525581e-09
8.626133440046426e-13,0.26602669919658994,76.950000000000003,0.0,0.0,0.0,0.99080960407738539,9.4999996695433619,1.0136825573984883e-05,0.0001453293794576392,0.00014501838680733132,2.7342725403955773e-07,1.3973198018393819e-11,0.0023394240755451622,0.001551512087233028,5.7015009362026392e-08,1.179593217747255e-15,1.0177642850761802e-13,2.0566337825542682e-12,0.0049985129643649812,1.0155177952556655e-08,1.9411785610899479e-16,8.8860893848910341e-17,1.2322026263129049e-17,0.0,2.0729757114263315e-08,9.5413988548329286e-08,2.2389720251746579e-09,2.2392708585216992e-09,2.1728721871330248e-13,8.1546128327869556e-14,1.5207001273224774e-10,3.0549716469127212e-09
8.8146844633436e-13,0.26602669915771054,76.950000000000003,0.0,0.0,0.0,0.99061023647028235,9.4999996566138556,1.0357353368503183e-05,0.00014847569571666604,0.0001481509150606503,2.8470431330539495e-07,1.4275718399390922e-11,0.0023434816015771394,0.0015962288408576438,5.8667123033099792e-08,1.2282436865212506e-15,1.088612900582701e-13,2.161097991855319e-12,0.0051425879880770365,1.0601117591770869e-08,1.9974277845110456e-16,9.1424425729407892e-17,1.3253722604994286e-17,0.0,2.1848919518642284e-08,9.9562497011048901e-08,2.3877965026619302e-09,2.3881167929030104e-09,2.3255973353151202e-13,8.7730507548518476e-14,1.576569869390258e-10,3.1887686879037325e-09
9.003235486640774e-13,0.2660266991182491,76.950000000000003,0.0,0.0,0.0,0.9904109143478389,9.4999996434866123,1.0577836694522457e-05,0.00015162073968753799,0.00015128188987446222,2.9617635081770882e-07,1.45781164480004e-11,0.0023471837874810796,0.0016410194393848743,6.0321995295211547e-08,1.2777353143401987e-15,1.1625708607896966e-13,2.2682264539497098e-12,0.005286901559167544,1.1056514999093074e-08,2.0537709294496328e-16,9.3991303664670678e-17,1.4231991124905178e-17,0.0,2.2999671445928564e-08,1.0379635675471454e-07,2.5430196015026158e-09,2.5433623551286084e-09,2.4852850376150816e-13,9.4225122230594431e-14,1.6327489698671496e-10,3.3253803573429696e-09
9.191786509937949e-13,0.26602669907821236,76.950000000000003,0.0,0.0,0.0,0.99021163737738715,9.4999996301636855,1.0798275562149099e-05,0.00015476451217429904,0.00015441131362930541,3.0784157438364491e-07,1.4880392241520203e-11,0.0023505584793720915,0.0016858773647291405,6.197936598744797e-08,1.3280603694740835e-15,1.2396960641203988e-13,2.3780221093595462e-12,0.0054314326811545927,1.152136248086354e-08,2.1101991382334096e-16,9.6561116199552795e-17,1.525799250809063e-17,0.0,2.4182049464875888e-08,1.0811539112469336e-07,2.7047714886366485e-09,2.7051377349065741e-09,2.6520861806244297e-13,1.0103765186317884e-13,1.6892155302288882e-10,3.4648046583416137e-09
9.380337533235123e-13,0.26602669903760673,76.950000000000003,0.0,0.0,0.0,0.99001240525161116,9.4999996166470879,1.1018669981418302e-05,0.00015790701395908965,0.00015753918868807162,3.1969820718093851e-07,1.5182545855143096e-11,0.0023536313418237365,0.0017307966096013097,6.3638994648850501e-08,1.3792111865033647e-15,1.3200460716966518e-13,2.4904881446484928e-12,0.0055761620029573956,1.1995652349807166e-08,2.1667042239126862e-16,9.9133483191154218e-17,1.6332888161241527e-17,0.0,2.5396085640689956e-08,1.1251942387281417e-07,2.8731820616218521e-09,2.873572852518488e-09,2.8261513383928376e-13,1.0817576279622765e-13,1.7459490354264708e-10,3.6070396581212571e-09
9.568888556532297e-13,0.26602669899643855,76.950000000000003,0.0,0.0,0.0,0.98981321768656261,9.499999602938809,1.1239019962299487e-05,0.00016104824580379269,0.00016066551739629458,3.3174448762635323e-07,1.5484577362112592e-11,0.0023564260287739867,0.0017757716374919327,6.5300659028288006e-08,1.4311801657514706e-15,1.4036781235354522e-13,2.6056279938329522e-12,0.0057210716899924611,1.2479376924968577e-08,2.2232786195259216e-16,1.0170805339662846e-16,1.745784032200849e-17,0.0,2.6641807888685517e-08,1.1700827915139515e-07,3.0483809492501968e-09,3.0487973594354611e-09,3.0076307731717107e-13,1.1564710794747053e-13,1.802930279141439e-10,3.7520834835252013e-09
9.757439579829471e-13,0.26602669895471426,76.950000000000003,0.0,0.0,0.0,0.98961407441982818,9.4999995890407956,1.1459325514701294e-05,0.00016418820845155502,0.00016379030208242464,3.4397866924525583e-07,1.5786486833871232e-11,0.0023589643410421128,0.0018207973457894649,6.696415370704306e-08,1.483959772722162e-15,1.4906491534477256e-13,2.723445338025917e-12,0.0058661453053683007,1.2972528531648878e-08,2.2799153312027438e-16,1.0428450233072278e-16,1.863401216866307e-17,0.0,2.7919240300236993e-08,1.2158178150760449e-07,3.2304975121551474e-09,3.2309406389253091e-09,3.1966744361457581e-13,1.2345932654756259e-13,1.8601412914917552e-10,3.8999343168129182e-09
9.945990603126645e-13,0.2660266989124401,76.950000000000003,0.0,0.0,0.0,0.98941497520884525,9.4999995749549715,1.1679586648476181e-05,0.00016732690262819268,0.00016691354505809185,3.5639902054231992e-07,1.6088274340196614e-11,0.0023612663715071409,0.0018658690317874672,6.8629288825574186e-08,1.5375425375416188e-15,1.5810158027037393e-13,2.8439441035822095e-12,0.0060113677003862352,1.3475099501344235e-08,2.3366078948147452e-16,1.0686253024088532e-16,1.9862567929193495e-17,0.0,2.9228403443196647e-08,1.262397558781382e-07,3.4196608434106164e-09,3.4201318066513494e-09,3.3934319681532589e-13,1.3162004391896282e-13,1.9175652693425228e-10,4.0505903917253495e-09
1e-12,0.2660266988696222,76.950000000000003,0.0,0.0,0.0,0.98935795242723468,9.4999995708858229,1.1742671048319014e-05,0.0001682257305879009,0.00016780789698580487,3.5999082127715077e-07,1.6174697238595855e-11,0.0023618848787739476,0.0018787874206826569,6.9106534827438748e-08,1.5530379621457627e-15,1.6075343846138283e-13,2.8789549323209895e-12,0.0060529912752129815,1.362079259102584e-08,2.3528566058455684e-16,1.0760124355764312e-16,2.0224296145556562e-17,0.0,2.9609254793803612e-08,1.2758954606614752e-07,3.4751620785285143e-09,3.4756412248751228e-09,3.4512343121075402e-13,1.3402291539797526e-13,1.9340510566956749e-10,4.0942616065673574e-09
1.013454162642382e-12,0.2660266988696222,76.950000000000003,0.0,0.0,0.0,0.98921591982934454,9.499999560683225,1.189980337342467e-05,0.00017046432904349043,0.00017003524861835658,3.6900382487334664e-07,1.638993994932305e-11,0.002363350638913657,0.0019109823613546583,7.0295888906579695e-08,1.5919210544055346e-15,1.6748344325316412e-13,2.9671284589819383e-12,0.0061567249136189345,1.3987082171686335e-08,2.3933503359042662e-16,1.094418601813631e-16,2.1144672989223609e-17,0.0,3.056931463877896e-08,1.3098202758419809e-07,3.615999769121987e-09,3.616499711263311e-09,3.5980527003956786e-13,1.4013687128457029e-13,1.9751865093259355e-10,4.2040499898081829e-09
1.0323092649720994e-12,0.26602669882626656,76.950000000000003,0.0,0.0,0.0,0.98901690807391807,9.4999995462274267,1.2119975699299267e-05,0.00017360048839240179,0.00017315541504195003,3.8179138031819127e-07,1.6691483728059149e-11,0.0023652342111945453,0.0019561333400595201,7.1963791767089559e-08,1.6470879810309695e-15,1.7721611355167301e-13,3.093002810660855e-12,0.0063022040778956488,1.4508468886384766e-08,2.4501371326439565e-16,1.120222363144939e-16,2.2481493998243744e-17,0.0,3.1941988216751918e-08,1.3580842232675417e-07,3.8196428490096728e-09,3.8201729349807883e-09,3.8106856551372214e-13,1.4901740560261671e-13,2.0329903436351694e-10,4.3603114369799578e-09
1.0511643673018168e-12,0.26602669878237933,76.950000000000003,0.0,0.0,0.0,0.98881793975069865,9.4999995315894061,1.2340103635808045e-05,0.00017673538135615861,0.00017627404659150442,3.9475999955478611e-07,1.6992905741896286e-11,0.0023669328191315221,0.0020013182865572642,7.3632847512854318e-08,1.7030360381127192e-15,1.8730517459689625e-13,3.2215717979717327e-12,0.0064477933345750763,1.5039251995171446e-08,2.5069631815996072e-16,1.1460342233887871e-16,2.3874198973728628e-17,0.0,3.3346435750634043e-08,1.40718766182075e-07,4.0307183769856171e-09,4.03127979416968e-09,4.0314795463947898e-13,1.5826922942471286e-13,2.090963078625034e-10,4.5193731003318984e-09
1.0700194696315342e-12,0.2660266987379663,76.950000000000003,0.0,0.0,0.0,0.98861901468214208,9.4999995167709841,1.2560187192617992e-05,0.0001798690086032962,0.00017939114551377439,4.0790800973424986e-07,1.7294206055102854e-11,0.0023684609611109219,0.0020465338080617903,7.5302917608802151e-08,1.7597580087845921e-15,1.977561849325158e-13,3.3528402874385825e-12,0.0065934817545345121,1.5579423853747006e-08,2.5638237660820039e-16,1.171851999584871e-16,2.5323957402792538e-17,0.0,3.4782666274464311e-08,1.4571288559751039e-07,4.2493543817231426e-09,4.2499483399119783e-09,4.2605827806188544e-13,1.6789991077430086e-13,2.1490919362252225e-10,4.6812333851465136e-09
