Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H11(22),C7H9(5),C7H9O2(68),S(66),C7H10(18),C7H10(153),C7H10(19),C7H9O2(67),C7H10(146),S(105),C7H10(65),C7H8(58),S(109),C7H11(46),C2H4(115),C5H7(210),S(340),S(339),S(204),C5H8(336),S(200),C7H8(273),S(400),S(399),S(388),C7H10(238),C7H10(187),S(106),OH(D)(275),S(808),S(826),S(929)
3.4094639817773716e-12,0.5205708704508112,76.950000000000003,0.0,0.0,0.0,0.99989616868101594,9.4999999528129973,2.04331915831588e-06,1.2038484134424337e-05,1.2073437362440334e-05,1.2520496750076041e-12,4.0604811881598609e-08,9.0260143539811957e-06,2.2996832024017955e-05,9.0572209605241347e-08,6.5809397645291985e-09,4.5513377969375778e-05,3.2197588240379137e-16,1.1013842769520731e-09,4.3229796514849162e-15,7.7355961033410829e-16,9.1255316405019684e-10,1.8061600320981775e-11,1.8058957308247494e-11,1.8085477169110504e-15,8.3439326190968349e-16,3.7626080277609574e-17,7.1755429302135823e-20,6.7143511252360938e-19,4.828447056819221e-21,7.6555974307978694e-27,7.0798883530661689e-27,7.0800171180614781e-27,4.1696698001125646e-11,2.1066464051218153e-11,1.727645136651238e-22,2.5487850905824182e-21,2.3747975911696734e-21,1.2226904664593638e-24,2.9528116080575259e-28
3.487226645566105e-12,0.5205708704390618,76.950000000000003,0.0,0.0,0.0,0.99989380596285049,9.4999999508379886,2.0899200728360068e-06,1.231213563078287e-05,1.2348748951011915e-05,1.2806006728333405e-12,4.2400921646059466e-08,9.0262619717437005e-06,2.3589224910956687e-05,9.0606907348598665e-08,6.7598122294251102e-09,4.6685799603305556e-05,3.3621817380941301e-16,1.1376033439921857e-09,4.5907420543690854e-15,8.3037839332504644e-16,9.5418002345035376e-10,1.9318614097394868e-11,1.9315778154397517e-11,1.9378337150623523e-15,8.9803060091043661e-16,3.864877265899464e-17,7.8681336896429656e-20,6.8970383643424723e-19,5.2398423516337952e-21,8.9587368513956242e-27,8.285133180239564e-27,8.2852873134485813e-27,4.3833000218492235e-11,2.2145737943607254e-11,1.8566848411562372e-22,2.7969984342820706e-21,2.6099552391782801e-21,1.3743715808059318e-24,3.3940736018129512e-28
3.5649893093548385e-12,0.5205708704271013,76.950000000000003,0.0,0.0,0.0,0.99989144325632784,9.499999948827428,2.1365208592191945e-06,1.258574935865468e-05,1.2624059191178339e-05,1.3091515308154757e-12,4.4232534201148157e-08,9.02646132024988e-06,2.4181632178035016e-05,9.0637299100261562e-08,6.9387311424704218e-09,4.7858250101032781e-05,3.5074198616099109e-16,1.1741617163833974e-09,4.8690451831451977e-15,8.9002287632609736e-16,9.9671396032222782e-10,2.0632304500092243e-11,2.0629266464309955e-11,2.0731089896682647e-15,9.6484068873714116e-16,3.9671730606289312e-17,8.6103827081977132e-20,7.0797729687079896e-19,5.6763526145150123e-21,1.0447262587563589e-26,9.6618572789542727e-27,9.6620410455702531e-27,4.6023326330654787e-11,2.3252301120419462e-11,1.9922475660853801e-22,3.0632379787018019e-21,2.8624719380632326e-21,1.5408951036632519e-24,3.8892636687638225e-28
3.642751973143572e-12,0.5205708704149307,76.950000000000003,0.0,0.0,0.0,0.99988908056077885,9.4999999467815268,2.1831215174660188e-06,1.2859325519845549e-05,1.2899368089124361e-05,1.3377022495904147e-12,4.6099447884398325e-08,9.0266210959112788e-06,2.4774050952687734e-05,9.0663915947086007e-08,7.1176903277973302e-09,4.9030723777467257e-05,3.6554572036728356e-16,1.2110584329528691e-09,5.1580906456541227e-15,9.5257073115674272e-16,1.0401536196896298e-09,2.2003892324157803e-11,2.2000642823767966e-11,2.2145061900594569e-15,1.0349001528699936e-15,4.069491880919464e-17,9.4046847651319014e-20,7.2625485969412842e-19,6.1389496182286365e-21,1.2142595898091912e-26,1.1229878139558647e-26,1.1230096404307359e-26,4.8267662079663347e-11,2.4386146181362901e-11,2.1345154170213656e-22,3.348390554195779e-21,3.1332152239829298e-21,1.7233441531773026e-24,4.4435753470061183e-28
3.720514636932305e-12,0.5205708704025511,76.950000000000003,0.0,0.0,0.0,0.99988671787562544,9.499999944700491,2.2297220475770277e-06,1.3132864315016841e-05,1.3174675650227833e-05,1.3662528297020498e-12,4.8001462176711755e-08,9.0267484275390339e-06,2.5366478880155708e-05,9.0687223466484574e-08,7.2966844160969399e-09,5.0203215972307916e-05,3.8062778640372102e-16,1.2482926507022747e-09,5.4580804552674606e-15,1.0181001858525315e-15,1.0844976491107302e-09,2.3434596541417551e-11,2.3431125995607991e-11,2.3621577673647006e-15,1.108285507140832e-15,4.1718306568945505e-17,1.0253497578267711e-19,7.4453597345221485e-19,6.6286231748016723e-21,1.4068085539872085e-26,1.3010796875375189e-26,1.3011055170987152e-26,5.0565992971306126e-11,2.5547265606874921e-11,2.2836718203789005e-22,3.6533671241165562e-21,3.4230765804413033e-21,1.9228553799277455e-24,5.06257435305438e-28
3.798277300721038e-12,0.5205708703899642,76.950000000000003,0.0,0.0,0.0,0.99988435520036656,9.4999999425845196,2.2763224495527438e-06,1.3406365943692022e-05,1.3449981879165252e-05,1.3948032716543264e-12,4.9938377695875595e-08,9.0268491603175333e-06,2.5958914029684383e-05,9.070762981760309e-08,7.4757087391188667e-09,5.1375722864400406e-05,3.9598660325954587e-16,1.2858636302118279e-09,5.7692170237616596e-15,1.0866900198100148e-15,1.1297446986706189e-09,2.4925634303848001e-11,2.4921932923127861e-11,2.5161959748818906e-15,1.1850731517532731e-15,4.2741867194799967e-17,1.1159342226957228e-19,7.6282015897419683e-19,7.1463811587789858e-21,1.6249133898167187e-26,1.5028114986169128e-26,1.5028419587943446e-26,5.2918304318716315e-11,2.6735651780156519e-11,2.439901511899275e-22,3.979102956266322e-21,3.7329716094258046e-21,2.1406204289332846e-24,5.7522165450903584e-28
3.876039964509771e-12,0.5205708703771708,76.950000000000003,0.0,0.0,0.0,0.99988199253456866,9.499999940433824,2.3229227233936676e-06,1.3679830604263172e-05,1.3725286780003372e-05,1.423353575866561e-12,5.1909996190116537e-08,9.0269280871405607e-06,2.6551354818109342e-05,9.072549282485577e-08,7.6547592381010283e-09,5.2548241320505339e-05,4.1162059888867367e-16,1.3237707228620393e-09,6.0917031548800925e-15,1.1584195589696158e-15,1.175893420973901e-09,2.647822094697463e-11,2.6474278733484709e-11,2.676752868447974e-15,1.2653393733410282e-15,4.3765577480932469e-17,1.2124803574184639e-19,7.811069996351886e-19,7.6932495298245071e-21,1.8713328388678704e-26,1.7307356006077721e-26,1.7307714012931874e-26,5.5324581277895822e-11,2.7951297005122387e-11,2.6033905252347895e-22,4.3265577928493284e-21,4.0638402010272138e-21,2.3778874119975755e-24,6.5188663566577897e-28
3.953802628298504e-12,0.520570870364172,76.950000000000003,0.0,0.0,0.0,0.99987962987785595,9.4999999382485978,2.3695228691002787e-06,1.39532584939974e-05,1.4000590356278731e-05,1.4519037426840084e-12,5.391612053169159e-08,9.0269891374109685e-06,2.7143799947492417e-05,9.0741126180876235e-08,7.8338323842638851e-09,5.3720768771874157e-05,4.2752821015871151e-16,1.3620133596439986e-09,6.4257420384831007e-15,1.233368671036153e-15,1.2229424711373235e-09,2.8093569993260316e-11,2.8089376741083026e-11,2.8439603068077747e-15,1.349160345056343e-15,4.4789417251811796e-17,1.3152530687811403e-19,7.9939613299143919e-19,8.2702723547302237e-21,2.1490578229630744e-26,1.9876192127272176e-26,1.9876611549688569e-26,5.7784808876706685e-11,2.9194193521050182e-11,2.7743261806223759e-22,4.696716018937205e-21,4.4166467015530928e-21,2.6359623903035787e-24,7.3693157034497933e-28
4.031565292087237e-12,0.5205708703509697,76.950000000000003,0.0,0.0,0.0,0.99987726722990256,9.4999999360290417,2.4161228866730442e-06,1.4226649809043273e-05,1.4275892611066844e-05,1.4804537724489841e-12,5.5956554710515138e-08,9.0270355321334406e-06,2.7736248353891838e-05,9.0754804885749339e-08,8.0129251096642154e-09,5.4893303112860147e-05,4.4370788279816418e-16,1.4005910413473553e-09,6.7715372451850787e-15,1.3116177607366949e-15,1.2708905067824378e-09,2.977289315548388e-11,2.9768438450952731e-11,3.0179499519817476e-15,1.4366121266816246e-15,4.5813368966366387e-17,1.4245237260967854e-19,8.1768724421026098e-19,8.8785118288872521e-21,2.4613256677741158e-26,2.2764575886605272e-26,2.2765065741901641e-26,6.0298972038686658e-11,3.046433351461435e-11,2.9528970736456689e-22,5.0905868294604189e-21,4.79238008014836e-21,2.9162108671527876e-24,8.3108033653497526e-28
4.10932795587597e-12,0.5205708703375643,76.950000000000003,0.0,0.0,0.0,0.99987490459042538,9.4999999337753529,2.4627227761124129e-06,1.4500004744437185e-05,1.4551193547042405e-05,1.5090036654414846e-12,5.8031103827822109e-08,9.0270699116833304e-06,2.8328699165157912e-05,9.0766770019591747e-08,8.1920347470116332e-09,5.6065842617391896e-05,4.6015807134860408e-16,1.439503329950907e-09,7.1292927214059346e-15,1.3932477651154529e-15,1.3197361880282938e-09,3.1517400340108876e-11,3.151267356211732e-11,3.1988532696326505e-15,1.5277706647594227e-15,4.6837417374433796e-17,1.5405702031594111e-19,8.3598005965957066e-19,9.5190482972626302e-21,2.8116348823806543e-26,2.6004877004226251e-26,2.6005447419594107e-26,6.2867055602668399e-11,3.1761709129799837e-11,3.1392930640847982e-22,5.5092043947380637e-21,5.1920540939353435e-21,3.2200592907539486e-24,9.351034846111935e-28
4.187090619664703e-12,0.5205708703239573,76.950000000000003,0.0,0.0,0.0,0.99987254195917952,9.4999999314877304,2.5093225374188262e-06,1.4773323494109673e-05,1.4826493166531655e-05,1.5375534218708961e-12,6.013957408986711e-08,9.0270944407598712e-06,2.8921151666265115e-05,9.0777232928397186e-08,8.3711589773149377e-09,5.7238385870362223e-05,4.7687723911509407e-16,1.4787498410716152e-09,7.4992127847785842e-15,1.4783401488654435e-15,1.3694781774841673e-09,3.3328299650642346e-11,3.3323289970952325e-11,3.3868015294311412e-15,1.622711792737528e-15,4.7861549217495743e-17,1.6636769201132817e-19,8.5427434113444e-19,1.0192980274916095e-20,3.2037605044918386e-26,2.9632024464348187e-26,2.9632686788120372e-26,6.5489044338895537e-11,3.3086312476045159e-11,3.3337052648533082e-22,5.9536280245571459e-21,5.6167074516845691e-21,3.5489965669729894e-24,1.0498202713241119e-27
4.264853283453436e-12,0.5205708703101499,76.950000000000003,0.0,0.0,0.0,0.99987017933595101,9.4999999291663642,2.555922170592711e-06,1.50466062508917e-05,1.5101791471557916e-05,1.5661030419744016e-12,6.2281772801659253e-08,9.0271108942174997e-06,2.9513605270960488e-05,9.0786378892502309e-08,8.5502957843830108e-09,5.8410931711517499e-05,4.9386385811316846e-16,1.5183302373469467e-09,7.8815021198655761e-15,1.5669768996966582e-15,1.4201151402423188e-09,3.5206797390984035e-11,3.5201493774533818e-11,3.5819258054203092e-15,1.7215112311265322e-15,4.8885752967804641e-17,1.7941348852375809e-19,8.7256988177087708e-19,1.0901424467086734e-20,3.6417700210465971e-26,3.3683653928490423e-26,3.3684420850116711e-26,6.8164922962201587e-11,3.4438135634901964e-11,3.5363260310215411e-22,6.4249423308121274e-21,6.0674039760272701e-21,3.9045755819588574e-24,1.1761007420679877e-27
4.342615947242169e-12,0.5205708702961432,76.950000000000003,0.0,0.0,0.0,0.99986781672055491,9.4999999268114532,2.6025216756344866e-06,1.5319853206520927e-05,1.5377088463881134e-05,1.5946525259458692e-12,6.4457508360732627e-08,9.0271207272009347e-06,3.0106059498596807e-05,9.0794370340959088e-08,8.7294434152928149e-09,5.9583479189608189e-05,5.1111640902224859e-16,1.5582442226363669e-09,8.2763657741428545e-15,1.6592405237404735e-15,1.4716457438707863e-09,3.7154098068765724e-11,3.7148489273977285e-11,3.7843569763791446e-15,1.8242445876673622e-15,4.9910018603002121e-17,1.9322417366467248e-19,8.9086650192882827e-19,1.164551578887653e-20,4.1300398737646548e-26,3.8200260570200309e-26,3.820114624942761e-26,7.0894676142779282e-11,3.5817170665476425e-11,3.7473489489258834e-22,6.9242573887157925e-21,6.5452327642207836e-21,4.2884147345577883e-24,1.3148678616779868e-27
4.420378611030902e-12,0.5205708702819385,76.950000000000003,0.0,0.0,0.0,0.99986545411282979,9.4999999244231841,2.649121052544562e-06,1.5593064551647896e-05,1.565238414503224e-05,1.6232018738987498e-12,6.666659025095182e-08,9.0271251326202691e-06,3.0698513955147521e-05,9.0801349669054268e-08,8.9086003460254482e-09,6.075602752481559e-05,5.2863338113784336e-16,1.5984915369387365e-09,8.6840091542093679e-15,1.7552140409900292e-15,1.5240686584062092e-09,3.917140439868092e-11,3.9165478977766813e-11,3.994225726184949e-15,1.930987357506553e-15,5.0934337409911201e-17,2.0783017839065769e-19,9.0916404506044865e-19,1.2426407384554951e-20,4.6732725590952465e-26,4.3225357419110287e-26,4.3226377624881883e-26,7.3678288515005162e-11,3.7223409608888436e-11,3.9669688253632149e-22,7.4527088965928095e-21,7.0513083474783663e-21,4.7021994784268108e-24,1.4670996939916968e-27
4.4981412748196354e-12,0.5205708702675366,76.950000000000003,0.0,0.0,0.0,0.99986309151263575,9.4999999220017521,2.6957203013233431e-06,1.5866240475842236e-05,1.5927678516343075e-05,1.6517510860010543e-12,6.8908829036352947e-08,9.0271250883800161e-06,3.1290968317606193e-05,9.080744170894491e-08,9.0877652515794555e-09,6.1928576077876761e-05,5.4641327231796832e-16,1.6390719519354585e-09,9.1046380221845104e-15,1.8549809807762989e-15,1.5773825563466828e-09,4.1259917305804936e-11,4.125366360507449e-11,4.2116625441746943e-15,2.041814923377554e-15,5.1958701812611534e-17,2.2326260495668216e-19,9.274623752105091e-19,1.3245270646504658e-20,5.2765143319491505e-26,4.8805639301627044e-26,4.8806811561234339e-26,7.651574468469111e-11,3.8656844491935625e-11,4.1953816768699128e-22,8.01145833426724e-21,7.5867708488748592e-21,5.147683873757708e-24,1.6338316304063928e-27
4.5759039386083685e-12,0.520570870252939,76.950000000000003,0.0,0.0,0.0,0.99986072891985045,9.4999999195473457,2.7423194219712258e-06,1.6139381167598779e-05,1.6202971578972374e-05,1.6803001623982559e-12,7.1184036355019284e-08,9.0271213961752152e-06,3.1883422321171414e-05,9.0812755896151586e-08,9.2669369799777617e-09,6.3101124324722342e-05,5.64454588937635e-16,1.679985267082282e-09,9.5384584922664521e-15,1.9586253772795868e-15,1.6315861126446478e-09,4.3420835928905314e-11,4.3414242089070454e-11,4.4367977255053327e-15,2.1568025557868136e-15,5.2983105224529944e-17,2.3955323106097545e-19,9.4576137453240153e-19,1.4103295233824722e-20,5.9451735225815814e-26,5.4991152465392674e-26,5.4992496224430563e-26,7.9407029235040629e-11,4.0117467330103107e-11,4.4327847190847784e-22,8.6016931200550832e-21,8.1527861398394116e-21,5.6266921485245691e-24,1.816158667663888e-27
4.6536666023971015e-12,0.5205708702381465,76.950000000000003,0.0,0.0,0.0,0.99985836633436775,9.4999999170601512,2.7889184144886039e-06,1.6412486814343666e-05,1.6478263333928391e-05,1.7088491031328e-12,7.3492024912991682e-08,9.0271147132839753e-06,3.2475875748745267e-05,9.0817388168862877e-08,9.4461145296686963e-09,6.4273671835692668e-05,5.8275584584336378e-16,1.7212313061830945e-09,9.9856770274298982e-15,2.0662317650761887e-15,1.6866780046998066e-09,4.5655357623742684e-11,4.5648411580223093e-11,4.6697613715130661e-15,2.2760254132037212e-15,5.4007541919820877e-17,2.5673451398157141e-19,9.6406094017931487e-19,1.5001689090605068e-20,6.6850394759633864e-26,6.1835469974386692e-26,6.1837006768083598e-26,8.2352126731529897e-11,4.1605270130029718e-11,4.6793763561952727e-22,9.2246267663726764e-21,8.7505459952462448e-21,6.1411202691695024e-24,2.0152377350940911e-27
4.8091919299745684e-12,0.5205708702079819,76.950000000000003,0.0,0.0,0.0,0.99985364118495224,9.499999911988148,2.8821160151333891e-06,1.6958593717195957e-05,1.7028842924210141e-05,1.7659465780859128e-12,7.820560187459724e-08,9.0270944222341934e-06,3.3660780199877536e-05,9.0824932512139386e-08,9.8044837298979502e-09,6.6618763312049599e-05,6.2013228194054326e-16,1.8047209564710838e-09,1.0921135869968171e-14,2.2936711284463537e-15,1.7995215178746413e-09,5.0349990756351715e-11,5.0342303292075079e-11,5.1596934959466104e-15,2.5274768779184075e-15,5.6056495931454621e-17,2.9390230202301338e-19,1.0006614257363864e-18,1.6924507920527955e-20,8.4035737927512005e-26,7.7733552660338525e-26,7.7735549418164181e-26,8.8403698757650268e-11,4.4662383608325363e-11,5.2009249120591857e-22,1.0573576081383366e-20,1.0046196933454647e-20,7.2841881190218361e-24,2.4686037781270074e-27
4.949164724794289e-12,0.5205708701801788,76.950000000000003,0.0,0.0,0.0,0.99984938857464234,9.4999999073130752,2.9659934175112181e-06,1.7449971934415317e-05,1.7524360090895859e-05,1.8173338424895319e-12,8.2558075697930993e-08,9.0270703936156244e-06,3.4727190762428275e-05,9.083013092712274e-08,1.012702831031679e-08,6.8729340207707802e-05,6.5464534281393553e-16,1.8809981901602576e-09,1.1810948477813709e-14,2.51277470642479e-15,1.904105569553058e-09,5.4838858564205111e-11,5.4830460507119063e-11,5.6287069780173934e-15,2.7690193684286608e-15,5.7900624868080775e-17,3.3073902876157055e-19,1.0336030199977878e-18,1.8805600866512121e-20,1.0260368148235964e-25,9.4911136340451157e-26,9.4913645624650933e-26,9.4033998781425212e-11,4.7506660901440594e-11,5.703757964099951e-22,1.1912174208630541e-20,1.1333340835063048e-20,8.4546302728127434e-24,2.9468846867334699e-27
5.08382843158251e-12,0.5205708701528511,76.950000000000003,0.0,0.0,0.0,0.99984529728468163,9.4999999027177662,3.0466890061849671e-06,1.7922607982529731e-05,1.8001078586074438e-05,1.8667716036192935e-12,8.6843016413687289e-08,9.0270437210124368e-06,3.5753149374704888e-05,9.0834017172550617e-08,1.0437346851677145e-08,7.0759858224739584e-05,6.8862289967985382e-16,1.9553979436518912e-09,1.2711012972884666e-14,2.7369394565631547e-15,2.0074201153548161e-09,5.9399959926463346e-11,5.9390838349456932e-11,6.105762814516595e-15,3.0154447854280697e-15,5.9674852173623338e-17,3.6940579372476513e-19,1.0652958754317863e-18,2.0757223808328266e-20,1.2367334463200193e-25,1.1440360211786803e-25,1.1440670943141264e-25,9.9615078484552312e-11,5.0326055548799795e-11,6.2185657273922327e-22,1.3318851202797599e-20,1.2687271239895741e-20,9.7199121232041056e-24,3.47803942417996e-27
5.218492138370732e-12,0.5205708701249611,76.950000000000003,0.0,0.0,0.0,0.99984120601534088,9.4999998980277347,3.1273842106183108e-06,1.8395142528107629e-05,1.8477793171787388e-05,1.9162089592670229e-12,9.1222673425181357e-08,9.0270145934160279e-06,3.6779104108304065e-05,9.0837035834624235e-08,1.0747670890653124e-08,7.2790369777210939e-05,7.2335151359574006e-16,2.0307933105958499e-09,1.3655326053528397e-14,2.9746778169257385e-15,2.1133729455097173e-09,6.4205109875966372e-11,6.4195224600138835e-11,6.6088293538226605e-15,3.2760350422762132e-15,6.1449110911654703e-17,4.1143064662725723e-19,1.0969892046898288e-18,2.2854931994100261e-20,1.4833913163517713e-25,1.3722356274833123e-25,1.3722738907255162e-25,1.0535723369933123e-10,5.3226802707978971e-11,6.7649013387831608e-22,1.4849328612855812e-20,1.4161700172243574e-20,1.1134219518596659e-23,4.0872153213097813e-27
5.3531558451589535e-12,0.520570870096514,76.950000000000003,0.0,0.0,0.0,0.99983711476643189,9.4999998932439116,3.2080790308131612e-06,1.8867576501766444e-05,1.8954503849795228e-05,1.9656459096080363e-12,9.569611677339943e-08,9.0269837200913469e-06,3.7805054729007467e-05,9.0839363566999941e-08,1.1057998700003253e-08,7.4820874401573288e-05,7.588238104107564e-16,2.1071839560617613e-09,1.464497368755556e-14,3.2264485218539135e-15,2.2219572905282514e-09,6.9260454039704507e-11,6.924976383243757e-11,7.1385743592723748e-15,3.5511758959140798e-15,6.322339120677173e-17,4.5701077326390542e-19,1.1286828313756525e-18,2.5105751681624416e-20,1.7709674908345505e-25,1.6382980527029027e-25,1.6383449193936588e-25,1.1126038403760487e-10,5.6208860754374508e-11,7.3438420166034218e-22,1.6511006486952214e-20,1.5763906866635718e-20,1.2710635237042701e-23,4.783419104453728e-27
5.487819551947175e-12,0.5205708700675158,76.950000000000003,0.0,0.0,0.0,0.99983302353780679,9.4999998883672241,3.2887734667714207e-06,1.9339910825005982e-05,1.9431210621486554e-05,2.0150824547851782e-12,1.0026242561108505e-07,9.0269516042996416e-06,3.8831001070643338e-05,9.0841141008552817e-08,1.1368328924230789e-08,7.6851371768948851e-05,7.9503248822592348e-16,2.1845696100870249e-09,1.5681044740172373e-14,3.4927144496045041e-15,2.3331664023530677e-09,7.457212228054649e-11,7.4560584858202703e-11,7.6956638806083973e-15,3.8412521122153394e-15,6.4997685308961324e-17,5.0634981213640658e-19,1.1603766173047243e-18,2.7516874966855238e-20,2.1049477789472993e-25,1.9473007078170661e-25,1.9473578224926481e-25,1.1732444911949388e-10,5.9272188068562961e-11,7.956474823774921e-22,1.8311531929533479e-20,1.7501415848726744e-20,1.4463021999220029e-23,5.5764300138188848e-27
5.622483258735397e-12,0.5205708700379718,76.950000000000003,0.0,0.0,0.0,0.99982893232934711,9.4999998833985799,3.369467518494977e-06,1.9812146410297879e-05,1.9907913487960812e-05,2.0645185949113971e-12,1.0492068811343063e-07,9.0269186083116485e-06,3.9856943013611432e-05,9.0842480340103271e-08,1.1678660496877904e-08,7.8881861642629472e-05,8.3197031668616783e-16,2.2629500540450951e-09,1.6764630933442419e-14,3.773942558534871e-15,2.4469935542536766e-09,8.0146228747113649e-11,8.0133800777725844e-11,8.2807622594072062e-15,4.1466474691042312e-15,6.6771987120781853e-17,5.5965791752646387e-19,1.1920704539660082e-18,3.0095660022336029e-20,2.4913873579183793e-25,2.3048481803689274e-25,2.3049174493320866e-25,1.235493485833603e-10,6.2416743041335123e-11,8.6038965165751964e-22,2.0258801307152916e-20,1.9381999130247564e-20,1.6406048403431079e-23,6.4768443986267435e-27
5.757146965523618e-12,0.5205708700078873,76.950000000000003,0.0,0.0,0.0,0.99982484114095982,9.499999878338885,3.4501611859857114e-06,2.0284284161174027e-05,2.0384612450088911e-05,2.1139543300759001e-12,1.0967000138968934e-07,9.0268849908790617e-06,4.0882880472505573e-05,9.084347096266819e-08,1.1988992579901791e-08,8.0912343853580375e-05,8.6963013627944617e-16,2.3423251104023878e-09,1.7896826806771344e-14,4.0706038242005577e-15,2.5634320407219786e-09,8.5988871923396794e-11,8.5975509029349165e-11,8.8945321344790025e-15,4.4677447596727389e-15,6.8546291850747952e-17,6.1715182234093493e-19,1.2237642563150938e-18,3.2849631328409055e-20,2.9369534495639021e-25,2.7171117736628135e-25,2.7171953986891523e-25,1.2993500209154239e-10,6.5642484076592755e-11,9.2872133955626712e-22,2.2360962418486738e-20,2.1413678367707484e-20,1.8555215101203692e-23,7.4961217779528481e-27
5.89181067231184e-12,0.5205708699772678,76.950000000000003,0.0,0.0,0.0,0.99982074997257064,9.4999998731890312,3.5308544692454984e-06,2.0756324972314167e-05,2.0861307508560356e-05,2.1633896603491151e-12,1.1450947139566145e-07,9.0268509332507113e-06,4.1908813387520036e-05,9.0844183978084818e-08,1.2299324516581797e-08,8.2942818283432719e-05,9.0800485764280046e-16,2.4226946346356175e-09,1.9078729678027735e-14,4.3831731773164222e-15,2.6824751773685801e-09,9.2106134678127898e-11,9.2091791438828539e-11,9.5376344472409254e-15,4.8049257952878582e-15,7.0320595744078399e-17,6.7905490073903806e-19,1.2554579579359242e-18,3.5786479897728263e-20,3.4489700209084003e-25,3.1908709237585689e-25,3.1909714391704594e-25,1.3648132933432964e-10,6.8949369593356709e-11,1.0007541158546414e-21,2.4626416630545455e-20,2.3604726986859023e-20,2.092688119946051e-23,8.6466323228489542e-27
6.026474379100062e-12,0.5205708699461183,76.950000000000003,0.0,0.0,0.0,0.99981665882412118,9.4999998679499082,3.6115473682762064e-06,2.1228269729632666e-05,2.1337998663922279e-05,2.2128245857867192e-12,1.1943821284701756e-07,9.0268165621028038e-06,4.2934741716875377e-05,9.0844675919991259e-08,1.2609655792469453e-08,8.4973284849493251e-05,9.4708746087505129e-16,2.5040585085014253e-09,2.0311439605163107e-14,4.7121294425425236e-15,2.8041163008198684e-09,9.8504084313916905e-11,9.8488714268461657e-11,1.021072844706458e-14,5.1585714086846615e-15,7.2094895859429059e-17,7.4559723054926784e-19,1.2871515070257793e-18,3.8914063493436608e-20,4.035464498552513e-25,3.7335564848968093e-25,3.7336767982443035e-25,1.4318825003346451e-10,7.2337358027535504e-11,1.0766004755510128e-21,2.7063820982639416e-20,2.59636722745045e-20,2.3538290878169527e-23,9.9417057289402874e-27
6.161138085888283e-12,0.5205708699144447,76.950000000000003,0.0,0.0,0.0,0.99981256769556459,9.499999862622392,3.6922398830797011e-06,2.1700119310364386e-05,2.1814685916611268e-05,2.2622591064329331e-12,1.2445534913345963e-07,9.0267819678116829e-06,4.396066543078251e-05,9.0844991810740323e-08,1.2919986003655198e-08,8.7003743492798977e-05,9.8687099485613427e-16,2.5864166345219718e-09,2.1596059348385058e-14,5.0579552780913707e-15,2.9283487686158363e-09,1.0518877261615216e-10,1.0517232826598022e-10,1.0914471696597866e-14,5.5290614570465321e-15,7.3869189887458715e-17,8.1701565547527492e-19,1.3188448631381741e-18,4.2240406841012302e-20,4.7052165496672386e-25,4.3532959325879309e-25,4.3534393691881426e-25,1.5005568394492855e-10,7.580640783333222e-11,1.1563738245482846e-21,2.9682090258236158e-20,2.849929743778426e-20,2.6407600222106085e-23,1.13956814980707e-26
6.295801792676505e-12,0.5205708698822515,76.950000000000003,0.0,0.0,0.0,0.99980847658686445,9.4999998572073476,3.7729320136578429e-06,2.2171874583149769e-05,2.229136926697749e-05,2.3116932223230328e-12,1.2956001223372733e-07,9.0267472157182901e-06,4.4986584507721974e-05,9.0845167542094589e-08,1.323031483255534e-08,8.9034194170753276e-05,1.0273485765731382e-15,2.6697689316903679e-09,2.2933694332916118e-14,5.4211371161628442e-15,3.0551659591086783e-09,1.1216623590166235e-10,1.1214866871320328e-10,1.164952007706076e-14,5.9167748250740788e-15,7.5643476012391925e-17,8.9355384708766448e-19,1.3505379946957842e-18,4.5773701833714857e-20,5.4678089996197342e-25,5.0589605494821557e-25,5.0591309010823975e-25,1.5708355086065256e-10,7.9356477484108255e-11,1.2401884655370173e-21,3.2490399024465597e-20,3.1220643630699949e-20,2.9553904267961322e-23,1.3023960661050367e-26
6.4304654994647265e-12,0.5205708698495446,76.950000000000003,0.0,0.0,0.0,0.999804385497991,9.4999998517056401,3.85362376001249e-06,2.264353640811902e-05,2.2768048715302906e-05,2.3611269334852328e-12,1.347513426314456e-07,9.0267123523574329e-06,4.6012498932386216e-05,9.0845231703122693e-08,1.3540642029768609e-08,9.1064636853053428e-05,1.0685133904530157e-15,2.754115332173322e-09,2.4325452612295928e-14,5.8021651041995581e-15,3.1845612713621374e-09,1.1944249506714049e-10,1.1942375547445298e-10,1.2416527793515197e-14,6.3220894280415584e-15,7.7417752808284124e-17,9.7546236660192509e-19,1.3822308771264687e-18,4.9522307731707461e-20,6.333680931168182e-25,5.8602146359144151e-25,5.8604162137564531e-25,1.6427177060945338e-10,8.2987525472855615e-11,1.3281595840728777e-21,3.5498183639580628e-20,3.4137011948184517e-20,3.2997264264263345e-23,1.484305895417834e-26
