Time (s),Volume (m^3),N2,Ne,He,Ar,C7H10(1),O2(2),C7H10(146),C7H10(153),C7H9(5),C5H7(210),C2H4(115),C7H11(22),C7H10(21),C7H10(65),C7H10(18),C7H10(238),S(66),C7H11(46),C7H10(187),C7H12(16),C7H8(58),C5H8(336),S(388),C7H9O2(68),s(399),OH(22),H2O(23),S(118),S(196),S(362),S(361),C7H10(38),S(410),S(340),S(358),S(336),C7H8(308),S(197),S(793),S(853),S(958),S(950),S(1019),S(954),HO2(43),OO(1086),C5H8O(834),S(873)
8.992929899626776e-13,0.36835264089863484,76.950000000000003,0.0,0.0,0.0,0.99999728835961021,9.4999999982283043,1.9798229072967447e-07,1.370055389197949e-07,9.9070924001747043e-07,3.6617764422156389e-15,3.6624914507641039e-15,9.9007536714999721e-07,7.2775537767041979e-08,3.5230930038719345e-12,3.210443693118969e-07,5.3995531039539391e-15,1.201236859482865e-09,1.9307567038937195e-12,3.7365154205743265e-15,2.7895894542081045e-16,1.2407764078804812e-13,1.3197712337262256e-24,1.1005464539208057e-34,2.5982478640503217e-13,1.1005460199833098e-34,1.0752798467748372e-25,6.4201168297905514e-31,5.6949540554873978e-10,1.584317990187128e-17,5.7095720198750678e-19,1.4405002670637593e-19,2.7146253375548814e-10,1.1697445131436299e-34,5.1039381489181081e-18,2.3171481805352322e-18,1.9828876711170186e-20,6.0133605422003393e-21,4.6135936439699211e-26,6.1385070123377316e-26,4.8889043317786207e-30,3.9861798889221738e-34,5.2064982384661707e-35,1.1971112151060896e-39,7.2215941569926459e-40,7.0440116898302126e-13,1.1157316592975953e-21,1.8416792971778726e-44,1.5434162502802788e-30
9.062649431927647e-13,0.36835264089852376,76.950000000000003,0.0,0.0,0.0,0.99999726739615868,9.4999999982019343,2.004004455463151e-07,1.3867892384554045e-07,9.9838658298964648e-07,3.7475428383770288e-15,3.7482771732439325e-15,9.9774177045475981e-07,7.3339743799590554e-08,3.5776411712670643e-12,3.2198071948371615e-07,5.5118982772111264e-15,1.2198715580905549e-09,1.9607687747566922e-12,3.8142585876265503e-15,2.8340293072953965e-16,1.2600876323790658e-13,1.3615113494136479e-24,1.1616454426994909e-34,2.6177952890274541e-13,1.1616449811187334e-34,1.1094011879135779e-25,6.6748265915224827e-31,5.7722212658680885e-10,1.6088962481819781e-17,5.8602592053124337e-19,1.48307584861815e-19,2.7262167582733923e-10,1.2346850190036501e-34,5.1731876516625345e-18,2.3724787358059983e-18,2.0099558260531548e-20,6.154243680088051e-21,4.7379300156715779e-26,6.355355633196562e-26,5.1025326393720079e-30,4.1937520989247403e-34,5.4776459325927516e-35,1.2695180123833259e-39,7.6221175163147756e-40,7.1180096946529657e-13,1.1362422771025878e-21,1.959632267126509e-44,1.6089047067228348e-30
9.132368964228517e-13,0.36835264089841196,76.950000000000003,0.0,0.0,0.0,0.99999724643317756,9.4999999981753849,2.0282559644919196e-07,1.403571501234081e-07,1.0060638885911613e-06,3.8346371646662464e-15,3.8353911838664668e-15,1.0054080307372732e-06,7.3903949813070312e-08,3.6326049693994587e-12,3.2290477169472314e-07,5.6256089442766703e-15,1.2386487096186514e-09,1.9910116704211338e-12,3.8929466739775772e-15,2.878835931468728e-16,1.2795479543700183e-13,1.4042390006245945e-24,1.2256285937117586e-34,2.6385039317620338e-13,1.2256281029591898e-34,1.1443341739530994e-25,6.9375875894427223e-31,5.8498576507371587e-10,1.6336625606089788e-17,6.0136261251882984e-19,1.5265518346259078e-19,2.7377109115746672e-10,1.3026910155843973e-34,5.2427680262489027e-18,2.4286987010502308e-18,2.0371546118126537e-20,6.2973092929855468e-21,4.8645623643202319e-26,6.5780237783943785e-26,5.3236761637954256e-30,4.4103555432871013e-34,5.7605927543861829e-35,1.3456800736677502e-39,8.0415294498525208e-40,7.1923059755650049e-13,1.156987698848576e-21,2.0841524187121327e-44,1.6766001536922906e-30
9.202088496529387e-13,0.36835264089829955,76.950000000000003,0.0,0.0,0.0,0.99999722547066094,9.499999998148656,2.0525765155214703e-07,1.4204015416732789e-07,1.0137411573040785e-06,3.9230695940099332e-15,3.923843659126845e-15,1.0130741480197521e-06,7.446815580748156e-08,3.6879843404790989e-12,3.2381668746415473e-07,5.7406890164078138e-15,1.257568291864028e-09,2.0214853763610444e-12,3.9725823860731292e-15,2.9240096873337175e-16,1.2991573735286136e-13,1.4479698415184057e-24,1.2926084484572942e-34,2.6580768275419738e-13,1.292607926932494e-34,1.1800918027331437e-25,7.2085906076566959e-31,5.9278606864896978e-10,1.6586165789037803e-17,6.1696971025730239e-19,1.5709395868591655e-19,2.7491086136555116e-10,1.3738821194056893e-34,5.3126770134008732e-18,2.4858156418300729e-18,2.0644831413795145e-20,6.4425741273815575e-21,4.9935136389953593e-26,6.8066184529283133e-26,5.5525357451604171e-30,4.6363065419386707e-34,6.055752062126403e-35,1.4257601366905519e-39,8.4805665295519502e-40,7.266900532119787e-13,1.1779692051035889e-21,2.2155513425285542e-44,1.7465576202083148e-30
9.271808028830257e-13,0.36835264089818615,76.950000000000003,0.0,0.0,0.0,0.99999720450860274,9.4999999981217478,2.0769652017583903e-07,1.4372787322635814e-07,1.0214183891544215e-06,4.0128502986902594e-15,4.0136447748798007e-15,1.0207401223244074e-06,7.5032361782824547e-08,3.7437792271978928e-12,3.2471662618988245e-07,5.8571423533316041e-15,1.27663028262701e-09,2.0521898780517361e-12,4.0531683946990534e-15,2.9695509354818477e-16,1.3189158895349138e-13,1.4927196554366765e-24,1.3627010327581475e-34,2.6787601784849187e-13,1.3627004787860334e-34,1.216687182266376e-25,7.4880294741625314e-31,6.0062278667721316e-10,1.6837585985230063e-17,6.3284964609558867e-19,1.6162505072737948e-19,2.760410673863806e-10,1.448381650330935e-34,5.3829123642098897e-18,2.5438371346381204e-18,2.0919405338011394e-20,6.590054929132935e-21,5.1248068252058585e-26,7.0412477266663454e-26,5.7893159007933994e-30,4.8719298299169373e-34,6.3635482147268108e-35,1.5099266167985855e-39,8.9399881423490188e-40,7.3417933638755954e-13,1.1991880789334835e-21,2.3541528929051174e-44,1.8188330163742401e-30
9.341527561131127e-13,0.36835264089807207,76.950000000000003,0.0,0.0,0.0,0.99999718354699674,9.4999999980946601,2.101421128318928e-07,1.4542024537371692e-07,1.0290955846107742e-06,4.103989450345043e-15,4.1048047063397192e-15,1.0284059536734472e-06,7.5596567739099539e-08,3.7999895727249863e-12,3.2560474517627466e-07,5.974972763921682e-15,1.2958346597113898e-09,2.0831251609698304e-12,4.1347073354496706e-15,3.0154600364881426e-16,1.338823502073751e-13,1.5385043550413999e-24,1.4360259369670267e-34,2.6983574257934193e-13,1.4360253487949737e-34,1.2541335308973777e-25,7.7761010865622394e-31,6.08495670236284e-10,1.7090882598984663e-17,6.4900485241513772e-19,1.6624960375831202e-19,2.7716178947559754e-10,1.5263167168163289e-34,5.453471850375327e-18,2.6027707668912871e-18,2.1195259141468925e-20,6.7397684434652204e-21,5.2584649447928889e-26,7.2820207360304194e-26,6.0342248616695569e-30,5.1175587106806196e-34,6.6844167722920314e-35,1.5983537574230251e-39,9.4205770172646162e-40,7.4169844703955398e-13,1.2206456058999167e-21,2.5002935731889329e-44,1.8934831392026422e-30
9.411247093431997e-13,0.36835264089795733,76.950000000000003,0.0,0.0,0.0,0.99999716258583737,9.4999999980673984,2.1259434120725774e-07,1.4711720949595767e-07,1.0367727437055627e-06,4.1964972199678523e-15,4.1973336280806959e-15,1.0360716420890748e-06,7.6160773676306747e-08,3.8566153207034328e-12,3.2648119966169198e-07,6.0941840068661854e-15,1.3151814009244087e-09,2.1142912105932616e-12,4.2172018091899783e-15,3.0617373509134819e-16,1.3588802108346834e-13,1.5853399824559864e-24,1.5127063973941433e-34,2.7190165846659451e-13,1.5127057731890151e-34,1.2924441774616016e-25,8.073005437810014e-31,6.1640447210564783e-10,1.7346058696972001e-17,6.6543776162099783e-19,1.7096876588360533e-19,2.7827310721539838e-10,1.6078183024551595e-34,5.5243532534293676e-18,2.6626241369317661e-18,2.1472384134669301e-20,6.8917314149732038e-21,5.3945110558367278e-26,7.5290476856751556e-26,6.2874746089040599e-30,5.3735352109323289e-34,7.0188046986540442e-35,1.691221783279686e-39,9.9231397609650948e-40,7.4924738512474791e-13,1.242343074062277e-21,2.6543229301319484e-44,1.9705656784117152e-30
9.480966625732867e-13,0.36835264089784164,76.950000000000003,0.0,0.0,0.0,0.99999714162511844,9.4999999980399537,2.1505311814877127e-07,1.4881870528228696e-07,1.0444498668943795e-06,4.2903837779081123e-15,4.2912417140365858e-15,1.0437371875934907e-06,7.6724979594446462e-08,3.9136564152455987e-12,3.2734614284562191e-07,6.2147797913268708e-15,1.3346704840767745e-09,2.1456880124012743e-12,4.3006543825117783e-15,3.108383239302343e-16,1.3790860155119742e-13,1.63324270940338e-24,1.5928693789617129e-34,2.7386371132337438e-13,1.5928687168068058e-34,1.3316325614442897e-25,8.3789456419975843e-31,6.2434894675462593e-10,1.7603110569672981e-17,6.8215080613332257e-19,1.7578368909995942e-19,2.7937509952018382e-10,1.6930213538268942e-34,5.5955543756374106e-18,2.7234048540209501e-18,2.1750771687513246e-20,7.045960587621474e-21,5.5329682525675011e-26,7.7824398501623316e-26,6.5492809103004725e-30,5.6402102369530799e-34,7.3671705658898113e-35,1.7887170563278418e-39,1.0448507401198885e-39,7.5682615060040278e-13,1.2642817739757019e-21,2.8166039575288177e-44,2.0501392221926332e-30
9.550686158033737e-13,0.3683526408977255,76.950000000000003,0.0,0.0,0.0,0.99999712066483459,9.4999999980123331,2.1751835764792483e-07,1.5052467321402266e-07,1.0521269542156709e-06,4.3856592938712178e-15,4.3865391375010786e-15,1.0514025902088917e-06,7.728918549351895e-08,3.9711128009298613e-12,3.2819972591545706e-07,6.3367637775895931e-15,1.3543018869826446e-09,2.1773155518744217e-12,4.3850675881838131e-15,3.1553980621850555e-16,1.3994409158045474e-13,1.6822288373470483e-24,1.6766456590952015e-34,2.759273131764143e-13,1.6766449569870926e-34,1.3717122331393561e-25,8.6941279601766432e-31,6.3232885033098068e-10,1.7862041399725844e-17,6.9914641837928408e-19,1.8069552925456637e-19,2.8046784464216284e-10,1.7820648696607099e-34,5.6670730285449054e-18,2.7851205383403397e-18,2.2030413228894511e-20,7.202472704744971e-21,5.6738596652795816e-26,8.0423095756312838e-26,6.8198633569561688e-30,5.9179437324509024e-34,7.7299847608234627e-35,1.8910322345144076e-39,1.0997535938842635e-39,7.6443474342424918e-13,1.2864629986929626e-21,2.9875135092528074e-44,2.1322632629481009e-30
9.620405690334608e-13,0.36835264089760833,76.950000000000003,0.0,0.0,0.0,0.99999709970497996,9.4999999979845349,2.1998997482583061e-07,1.5223505455419044e-07,1.0598040061125014e-06,4.4823339369186364e-15,4.4832360711277372e-15,1.0590678499574709e-06,7.7853391373524422e-08,4.0289844227961241e-12,3.2904209807292162e-07,6.4601395777062309e-15,1.3740755874596385e-09,2.2091738144945689e-12,4.470443925596002e-15,3.2027821800755998e-16,1.4199449114159709e-13,1.7323147976290701e-24,1.7641699128604077e-34,2.7789159181841352e-13,1.7641691687057128e-34,1.4126968538082266e-25,9.0187618262183383e-31,6.4034394064930851e-10,1.8122847359844511e-17,7.1642703078537445e-19,1.8570544600422141e-19,2.8155142017690932e-10,1.8750919913231279e-34,5.7389070445799372e-18,2.8477788209855222e-18,2.2311300246296734e-20,7.3612845090495306e-21,5.817208460249508e-26,8.308770281465461e-26,7.0994453999246631e-30,6.2071048379259083e-34,8.1077296935161553e-35,1.998366433330398e-39,1.1571106907942828e-39,7.7207316355448693e-13,1.3088880437625291e-21,3.1674427218382694e-44,2.2169982030023032e-30
9.690125222635478e-13,0.36835264089749054,76.950000000000003,0.0,0.0,0.0,0.999997078745549,9.499999997956559,2.2246788591838482e-07,1.5394979133725698e-07,1.067481022628974e-06,4.5804178754680114e-15,4.581342686930072e-15,1.0667329668614186e-06,7.8417597234463089e-08,4.0872712263425486e-12,3.2987340656015098e-07,6.5849107561281845e-15,1.3939915633288262e-09,2.2412627857448908e-12,4.5567858611978226e-15,3.250535953473801e-16,1.4405980020544094e-13,1.7835171516111004e-24,1.8555807993554783e-34,2.7995298022046426e-13,1.85558001096751e-34,1.4546001958386476e-25,9.3530598727097924e-31,6.4839397717977673e-10,1.8385531752631981e-17,7.3399507577007592e-19,1.9081460277485813e-19,2.8262590306887215e-10,1.9722500946394153e-34,5.811054264878772e-18,2.9113873439670243e-18,2.2593424285392799e-20,7.5224127426124386e-21,5.9630378396572675e-26,8.5819364619551911e-26,7.3882543869347009e-30,6.5080720515540791e-34,8.5009000077466413e-35,2.1109253902066173e-39,1.2170127944511427e-39,7.7974141094977798e-13,1.3315582072304081e-21,3.3567974467594285e-44,2.3044053602824266e-30
9.759844754936348e-13,0.36835264089737196,76.950000000000003,0.0,0.0,0.0,0.99999705778653625,9.4999999979284055,2.249520082616266e-07,1.5566882635899799e-07,1.0751580041960727e-06,4.679921277293275e-15,4.6808691562815827e-15,1.0743979409429202e-06,7.898180307633527e-08,4.145973157521148e-12,3.3069379668542812e-07,6.711080830331552e-15,1.4140497924147395e-09,2.2735824511098743e-12,4.6440958289309537e-15,3.2986597428631913e-16,1.4614001874326091e-13,1.8358525908124298e-24,1.9510210493669354e-34,2.8191938678823034e-13,1.9510202144622644e-34,1.4974361429034533e-25,9.6972379568876938e-31,6.5647872103667897e-10,1.8650090628969857e-17,7.5185298573688306e-19,1.9602416672150274e-19,2.8369136961683844e-10,2.0736908830584115e-34,5.8835125516351883e-18,2.9759537602043507e-18,2.2876776949647217e-20,7.6858741468829547e-21,6.1113710415107572e-26,8.8619236879569167e-26,7.6865215991659716e-30,6.8212333915920677e-34,8.9100027934856504e-35,2.2289216317755734e-39,1.2795533363436712e-39,7.8743948556924719e-13,1.3544747896382533e-21,3.5559986925565743e-44,2.3945469739719866e-30
9.829564287237218e-13,0.36835264089725267,76.950000000000003,0.0,0.0,0.0,0.99999703682793595,9.4999999979000744,2.2744226027728904e-07,1.5739210316649943e-07,1.0828349508632098e-06,4.7808543095247417e-15,4.7818256499158347e-15,1.0820627722241591e-06,7.9546008899141149e-08,4.2050901627345727e-12,3.3150341184858287e-07,6.8386532714340973e-15,1.4342502525453586e-09,2.3061327960753127e-12,4.7323762306562207e-15,3.3471539087131411e-16,1.4823514672678506e-13,1.8893379370509138e-24,2.0506375542988072e-34,2.8397865793342321e-13,2.0506366704937213e-34,1.541218690119295e-25,1.0051515186608898e-30,6.6459793496732106e-10,1.8916527415560724e-17,7.7000319306765906e-19,2.0133530868864354e-19,2.8474789547935236e-10,2.1795704821704358e-34,5.9562797751587032e-18,3.041485733526782e-18,2.3161349899920939e-20,7.8516854626828661e-21,6.2622313395733298e-26,9.1488486085489649e-26,7.9944822880813783e-30,7.1469865603052991e-34,9.3355578013671112e-35,2.3525746440266536e-39,1.3448284744293085e-39,7.9516738737247508e-13,1.3776390940251595e-21,3.7654830769619843e-44,2.48748621013613e-30
9.899283819538088e-13,0.36835264089713265,76.950000000000003,0.0,0.0,0.0,0.99999701586974332,9.4999999978715692,2.2993856145853959e-07,1.5911956604828953e-07,1.0905118630497184e-06,4.8832271386492216e-15,4.8842223379264964e-15,1.0897274607273142e-06,8.0110214702880939e-08,4.2646221888317863e-12,3.3230239356605722e-07,6.9676315048041129e-15,1.4545929215521232e-09,2.3389138061283129e-12,4.8216294365749461e-15,3.3960188114767842e-16,1.5034518412819355e-13,1.9439901425810145e-24,2.1545814563839479e-34,2.8594709885277036e-13,2.154580521190812e-34,1.5859619442053401e-25,1.041611394635805e-30,6.7275138334073592e-10,1.9184838037248271e-17,7.8844813011631136e-19,2.0674920317101081e-19,2.8579555568008664e-10,2.290049535587928e-34,6.0293538270180859e-18,3.1079909386674695e-18,2.3447134854079133e-20,8.0198634302070036e-21,6.4156420432942505e-26,9.4428289526840315e-26,8.3123757123156716e-30,7.4857391094216387e-34,9.7780976591592946e-35,2.4821110453816392e-39,1.412937152538617e-39,8.029251163194988e-13,1.401052425925816e-21,3.9857032891792062e-44,2.5832871673191312e-30
9.969003351838958e-13,0.36835264089701186,76.950000000000003,0.0,0.0,0.0,0.99999699491195271,9.49999999784289,2.3244083235590819e-07,1.608511600246015e-07,1.0981887408099892e-06,4.987049930510115e-15,4.9880693897674169e-15,1.0973920064745607e-06,8.0674420487554904e-08,4.3245691831048889e-12,3.3309088149564138e-07,7.098018910661289e-15,1.4750777772699221e-09,2.371925466757288e-12,4.911857785644761e-15,3.4452548115930809e-16,1.524701309201139e-13,1.9998262902346967e-24,2.2630082401866163e-34,2.8800434473789944e-13,2.2630072510101245e-34,1.6316801236419211e-25,1.0791259923292248e-30,6.8093883213671804e-10,1.9455026049112104e-17,8.0719022920277103e-19,2.1226702827476353e-19,2.8683442461317069e-10,2.4052933021984751e-34,6.1027326062833201e-18,3.17547706126418e-18,2.3734123586601422e-20,8.1904247890237894e-21,6.5716264977419267e-26,9.7439835308385023e-26,8.6404451746204024e-30,7.8379086071129393e-34,1.0238168090238911e-34,2.6177647627176727e-39,1.4839811606842189e-39,8.1071267237080543e-13,1.4247160933722578e-21,4.2171285624705874e-44,2.6820148821142792e-30
1e-12,0.36835264089689035,76.950000000000003,0.0,0.0,0.0,0.99999698559444383,9.4999999978300789,2.3355521496873142e-07,1.6162232281895801e-07,1.1016017974921368e-06,5.0336768472925686e-15,5.0347072220559804e-15,1.1007995455713081e-06,8.092526106542391e-08,4.3513542960616797e-12,3.3343810205115507e-07,7.1564413190082927e-15,1.4842308054139035e-09,2.3866762045385953e-12,4.952286208296554e-15,3.4672639372555086e-16,1.5341965005427786e-13,2.0250352147589788e-24,2.3126951834859024e-34,2.8890152755014369e-13,2.3126941694463153e-34,1.6523228195838117e-25,1.0961493205234324e-30,6.8458975243735637e-10,1.9575750875083288e-17,8.1561885296575112e-19,2.1475388541302574e-19,2.872934921691673e-10,2.4581041458809275e-34,6.1354534328844312e-18,3.2057977682609026e-18,2.3862100503652695e-20,8.2670245128863595e-21,6.6418083343149916e-26,9.8802092269954176e-26,8.7896342922990642e-30,7.9989003113082405e-34,1.0448486879079403e-34,2.6801027283546312e-39,1.5165366647706171e-39,8.1418452476761047e-13,1.4353174694046859e-21,4.3237435363170697e-44,2.7268654176537953e-30
1.0038722884139828e-12,0.36835264089689035,76.950000000000003,0.0,0.0,0.0,0.99999697395455867,9.4999999978140295,2.3494899456340005e-07,1.6258683083776274e-07,1.1058655845521134e-06,5.0923328503075192e-15,5.0933769742526668e-15,1.1050564094880707e-06,8.1238626253163256e-08,4.384931093284885e-12,3.3386901346088485e-07,7.2298188246696817e-15,1.4957047975371026e-09,2.4051677634519636e-12,5.0030635859899509e-15,3.4948622694848128e-16,1.5460998707561934e-13,2.0568635935594421e-24,2.3760778254054178e-34,2.8997473053248562e-13,2.3760767795387375e-34,1.6783875588291589e-25,1.1177182133322671e-30,6.8916004893469523e-10,1.9727087245607374e-17,8.2623192260726059e-19,2.1788996567907836e-19,2.8786457604847282e-10,2.5254717547998778e-34,6.1764140335137347e-18,3.2439517978534491e-18,2.4022307928194941e-20,8.3633862780757528e-21,6.7302080835398228e-26,1.0052432236658745e-25,8.978938058865048e-30,8.2039228065066721e-34,1.0716328134071223e-34,2.7597772103648489e-39,1.558065196205317e-39,8.1853005548733148e-13,1.4486314068920625e-21,4.4602451572092744e-44,2.783735334706344e-30
1.0108442416440698e-12,0.3683526408967681,76.950000000000003,0.0,0.0,0.0,0.99999695299755642,9.4999999977849949,2.3746297070479079e-07,1.6432652494271147e-07,1.1135423943351466e-06,5.1990860625983277e-15,5.2001552595566071e-15,1.1127206697900129e-06,8.1802831999706219e-08,4.4457078675385373e-12,3.3463692547518686e-07,7.3630345385229077e-15,1.5164739601954583e-09,2.4386406817033737e-12,5.0952491153064191e-15,3.5448415455605796e-16,1.5676475256822475e-13,2.1151193969591156e-24,2.4939546609856556e-34,2.9203003914037967e-13,2.4939535556064633e-34,1.7260986922455442e-25,1.1574112947233246e-30,6.9741480290290883e-10,2.0001025314615674e-17,8.4557564256483663e-19,2.236192005981361e-19,2.8888608313683875e-10,2.6507596801268954e-34,6.2503960361316374e-18,3.3134228558712734e-18,2.4311679765409949e-20,8.5387646356800468e-21,6.891410216804902e-26,1.0368296048604455e-25,9.3281058670942391e-30,8.5842198157299749e-34,1.121315036869916e-34,2.9083974721056164e-39,1.6352969258312129e-39,8.2637726563045775e-13,1.4727996795100574e-21,4.7155568545531254e-44,2.888515454386842e-30
1.0178161948741569e-12,0.3683526408966451,76.950000000000003,0.0,0.0,0.0,0.99999693204094042,9.4999999977557845,2.3998268442010172e-07,1.660701894976372e-07,1.1212191705563353e-06,5.3073197312963285e-15,5.3084144132139422e-15,1.1203847874025521e-06,8.236703772718402e-08,4.5068994544642237e-12,3.35394751765571e-07,7.4976693005216417e-15,1.5373852430902428e-09,2.4723442070038618e-12,5.1884166212613277e-15,3.5951930002128578e-16,1.5893442737188468e-13,2.1746111758319554e-24,2.6168078205501931e-34,2.9400228425247828e-13,2.6168066527165998e-34,1.77482807860648e-25,1.1982288116836272e-30,7.0570286478744105e-10,2.0276835915702919e-17,8.6522382126019583e-19,2.2945592174350298e-19,2.8989901841528597e-10,2.7813367802793201e-34,6.3246765633087283e-18,3.3838979536473182e-18,2.4602231040258145e-20,8.7165765995289775e-21,7.0552563490884977e-26,1.0691697031589241e-25,9.6882042566409492e-30,8.9792482694883243e-34,1.1729221135244536e-34,3.0638824862032442e-39,1.7157870485925001e-39,8.3425430276200843e-13,1.4972222267465607e-21,4.9835854608993424e-44,2.99642312504228e-30
1.0247881481042439e-12,0.3683526408965214,76.950000000000003,0.0,0.0,0.0,0.99999691108470634,9.4999999977264018,2.4250806035225249e-07,1.6781777235474443e-07,1.1288959132790976e-06,5.4170440196723137e-15,5.4181646021197762e-15,1.1280487623478501e-06,8.2931243435596882e-08,4.5685058030888292e-12,3.3614262479614684e-07,7.6337263161435266e-15,1.5584386240701524e-09,2.5062783248470806e-12,5.2825683218874906e-15,3.6459169938199327e-16,1.6111901146098924e-13,2.2353565367114074e-24,2.7448110991578915e-34,2.9605573972736062e-13,2.7448098658042497e-34,1.8245903850227893e-25,1.2401946801165055e-30,7.1402400690153875e-10,2.055452287413029e-17,8.8517889082272862e-19,2.3540132128690091e-19,2.9090345381215451e-10,2.9173877755610284e-34,6.3992535704160208e-18,3.4553848204055564e-18,2.4893953749833492e-20,8.896838906690529e-21,7.2217699673194916e-26,1.1022758338618483e-25,1.0059493077295608e-29,9.3894675021811113e-34,1.2265140764424361e-34,3.2264972334866247e-39,1.7996493596658638e-39,8.4216116684424553e-13,1.5219003666190447e-21,5.2648713232798523e-44,3.1075271906155859e-30
1.0317601013343309e-12,0.3683526408963969,76.950000000000003,0.0,0.0,0.0,0.99999689012884851,9.4999999976968414,2.4503902413388916e-07,1.6956922205113756e-07,1.1365726228902133e-06,5.5282690903541626e-15,5.5294159925296787e-15,1.1357125946480646e-06,8.3495449124944978e-08,4.6305268628636859e-12,3.3688067529126382e-07,7.7712087486056234e-15,1.5796340809873435e-09,2.540443020727992e-12,5.3777064059725892e-15,3.6970138867440165e-16,1.6331850481036242e-13,2.2973732174040908e-24,2.8781431113986902e-34,2.9802976234646708e-13,2.8781418093312903e-34,1.8754003911591846e-25,1.2833331592703474e-30,7.223780031147937e-10,2.0834081709918541e-17,9.0544328332181309e-19,2.4145659482336427e-19,2.9189946065221446e-10,3.0591025087396372e-34,6.4741250348656277e-18,3.5278911962585353e-18,2.518683994593575e-20,9.0795682936088498e-21,7.3909745937497219e-26,1.1361604212424611e-25,1.0442236408530983e-29,9.8153477225563948e-34,1.2821523805085237e-34,3.3965149285187489e-39,1.8870008150786912e-39,8.5009785783986805e-13,1.5468354196404205e-21,5.5599738558588441e-44,3.2218974605409344e-30
1.0387320545644179e-12,0.3683526408962717,76.950000000000003,0.0,0.0,0.0,0.9999968691733625,9.4999999976671106,2.4757550237438569e-07,1.7132448779982552e-07,1.144249299457179e-06,5.6410051053269566e-15,5.6421787500597301e-15,1.1433762843253499e-06,8.405965479522856e-08,4.6929625836615056e-12,3.3760903225836125e-07,7.9101197194194347e-15,1.6009715916974143e-09,2.5748382801428668e-12,5.4738330334432669e-15,3.7484840393331314e-16,1.6553290739525793e-13,2.3606790871305989e-24,3.0169873908344073e-34,3.0008144516164965e-13,3.0169860167270471e-34,1.9272729893926998e-25,1.3276688543652536e-30,7.3076462884260818e-10,2.1115516390443925e-17,9.2601943076233089e-19,2.4762294133477868e-19,2.9288710966173096e-10,3.2066760507364178e-34,6.5492889395780412e-18,3.601424832207962e-18,2.5480881734696459e-20,9.2647814961047897e-21,7.5628937859014847e-26,1.1708359987099934e-25,1.0836702596782806e-29,1.0257370189907024e-33,1.3398999254758922e-34,3.574217213876203e-39,1.9779615973619307e-39,8.5806437571200781e-13,1.5720287088206581e-21,5.8694720776950805e-44,3.3396047151521406e-30
1.045704007794505e-12,0.3683526408961458,76.950000000000003,0.0,0.0,0.0,0.99999684821824308,9.4999999976372003,2.5011742264701547e-07,1.7308351948084458e-07,1.1519259433566717e-06,5.755262225933067e-15,5.7564630396865902e-15,1.1510398314018568e-06,8.4623860446447825e-08,4.7558129157723929e-12,3.3832782301051695e-07,8.0504623089386695e-15,1.6224511340594211e-09,2.609464088589285e-12,5.5709503357441935e-15,3.8003278119192724e-16,1.6776221919135733e-13,2.4252921466634453e-24,3.1615324907943229e-34,3.0205716706058206e-13,3.1615310411837659e-34,1.9802231849710857e-25,1.3732267192233896e-30,7.3918366103552714e-10,2.1398822291365488e-17,9.4690976508040298e-19,2.5390156315379622e-19,2.938664709734861e-10,3.3603088077560978e-34,6.6247432898400271e-18,3.6759934901390234e-18,2.5776071276207589e-20,9.4524952493763799e-21,7.7375511365170578e-26,1.2063152089727016e-25,1.1243164292786014e-29,1.0716027391810428e-33,1.3998210792242001e-34,3.7598943575671094e-39,2.0726551820749465e-39,8.6606072042422675e-13,1.5974815596651144e-21,6.1939651619329578e-44,3.4607207110648493e-30
1.052675961024592e-12,0.36835264089601905,76.950000000000003,0.0,0.0,0.0,0.99999682726348582,9.4999999976071177,2.5266471347629148e-07,1.748462676324977e-07,1.1596025546599958e-06,5.8710506128722549e-15,5.8722790257475501e-15,1.1587032358997326e-06,8.5188066078602986e-08,4.8190778099008213e-12,3.3903717318870196e-07,8.1922395568998019e-15,1.6440726859358613e-09,2.6443204315661335e-12,5.669060416212139e-15,3.8525455648202373e-16,1.7000644017476635e-13,2.4912305284678276e-24,3.3119720865346177e-34,3.0410715417883171e-13,3.3119705578159168e-34,2.0342660961711664e-25,1.4200320589030288e-30,7.4763487816884325e-10,2.1684003527073441e-17,9.6811671813932839e-19,2.6029366592812696e-19,2.9483761413175893e-10,3.52020662986618e-34,6.7004860957266105e-18,3.7516049428209249e-18,2.6072400784152668e-20,9.6427262879993624e-21,7.9149702735101547e-26,1.24261080420068e-25,1.1661898488966541e-29,1.1191823223414288e-33,1.4619817012202729e-34,3.9538454536149366e-39,2.1712084052932949e-39,8.7408689194051382e-13,1.6231953001761099e-21,6.5340729965876092e-44,3.5853181865326948e-30
