Time (s),Volume (m^3),N2,Ne,He,Ar,C7H10(1),O2(2),C7H10(146),C7H10(153),C7H9(5),C5H7(210),C2H4(115),C7H11(22),C7H10(21),C7H10(65),C7H10(18),C7H10(238),S(66),C7H11(46),C7H10(187),C7H12(16),C7H8(58),C5H8(336),S(388),C7H9O2(68),s(399),OH(22),H2O(23),S(118),S(196),S(362),S(361),C7H10(38),S(410),S(340),S(358),S(336),C7H8(308),S(197),S(793),S(853),S(958),S(950),S(1019),S(954),HO2(43),OO(1086),C5H8O(834),S(873)
6.655935224349337e-12,0.3683526405956637,76.950000000000003,0.0,0.0,0.0,0.99998000635859141,9.4999999262826904,2.5938678311702013e-06,1.7949785968243312e-06,7.3259952495455077e-06,1.4653913227808849e-12,1.46588585240604e-12,7.2734321827945319e-06,5.3862591644626599e-07,1.8829446046536371e-10,3.9233019613567137e-07,6.4658326577190042e-13,6.3077275159641406e-08,1.0396607115972393e-10,4.4741626253356305e-13,1.9779257226155927e-14,6.7959394160077489e-12,4.7540284086293816e-21,1.3086472827732786e-28,1.9212847355174419e-12,1.3086434543138157e-28,4.1254634367027725e-22,1.7614753521693604e-26,1.0621139500377483e-08,8.3198369249757325e-16,3.2906018180104649e-16,1.6546468932508606e-16,4.0946179143063215e-10,1.390791439729791e-28,9.5190822382529847e-17,1.260323481792847e-15,3.7535185180793229e-19,2.4196114228104011e-18,3.6759035995462286e-23,3.7553777550585646e-22,2.3034297225592169e-25,1.4399347752636435e-28,1.889354600154539e-29,3.3421478857722795e-33,9.5418146350776449e-34,1.6969487363267767e-11,2.6558690939505375e-19,2.0487158546278367e-37,3.4946403434075768e-26
6.8153120896569445e-12,0.36835264058184786,76.950000000000003,0.0,0.0,0.0,0.99997952797500733,9.4999999230018357,2.6613217541441957e-06,1.8416572425409447e-06,7.5013676335021691e-06,1.5726403998905154e-12,1.5731727442573834e-12,7.4461187274536916e-06,5.5152314134020042e-07,1.9737639589905787e-10,3.9233035400708949e-07,6.80361990650697e-13,6.6057664436872337e-08,1.0895338473152345e-10,4.7078945558814489e-13,2.0867340633857922e-14,7.1253764043894182e-12,5.249812240594695e-21,1.5434363667717624e-28,1.9672778273466771e-12,1.5434317430018954e-28,4.5614930917403868e-22,1.9928818350647805e-26,1.0920821273347738e-08,8.7129497057661758e-16,3.5366181541574496e-16,1.7867730163964758e-16,4.0948461989084708e-10,1.6403137680337348e-28,9.7876693508627117e-17,1.362213338024992e-15,3.860313159361114e-19,2.597108363987188e-18,3.9794043697997323e-23,4.1607283500606024e-22,2.612432048363561e-25,1.6717562890965845e-28,2.1938046738976906e-29,3.9734342356420488e-33,1.1301541028274768e-33,1.7709130971275683e-11,2.8631368159453404e-19,2.4881949804550357e-37,3.9061387520288693e-26
6.974688954964552e-12,0.3683526405677569,76.950000000000003,0.0,0.0,0.0,0.99997904959162542,9.4999999196556768,2.7287756954241929e-06,1.8883358987506389e-06,7.67673978412778e-06,1.6849717878033488e-12,1.6855438263867351e-12,7.6187397482895948e-06,5.644203562802329e-07,2.0667188936361507e-10,3.9233042363124894e-07,7.1500498512024695e-13,6.9103282073289232e-08,1.1405512401009557e-10,4.9476062843422869e-13,2.1990304934062583e-14,7.4626167480154444e-12,5.7844902933100711e-21,1.8133934645078297e-28,2.0132708579405111e-12,1.8133879045950386e-28,5.0323639803443136e-22,2.2484544983801097e-26,1.1220560491152945e-08,9.114666141217377e-16,3.7945443089201943e-16,1.9257836800347367e-16,4.0950341427156826e-10,1.9272100300035719e-28,1.0056307948477446e-16,1.4698390972062838e-15,3.9671735875373371e-19,2.7830561628473687e-18,4.3003438477420724e-23,4.5991419361672971e-22,2.954373938108033e-25,1.9342445732988597e-28,2.5385789676552716e-29,4.7051345338115713e-33,1.3334734489339922e-33,1.8464367109874172e-11,3.0819649023386444e-19,3.0086426356060289e-37,4.354457776341206e-26
7.134065820272159e-12,0.3683526405533921,76.950000000000003,0.0,0.0,0.0,0.99997857120844424,9.4999999162444588,2.7962296418705024e-06,1.9350145563606293e-06,7.8521117098022535e-06,1.8025006856400107e-12,1.8031143428673475e-12,7.7912954773737768e-06,5.7731756126636923e-07,2.1618093989426494e-10,3.9233042810563087e-07,7.5051210465196521e-13,7.2213896041537868e-08,1.1927112825754935e-10,5.1932967847245724e-13,2.314856739015259e-14,7.8076609364666616e-12,6.3601710348771919e-21,2.122793299718497e-28,2.0592638294960639e-12,2.122786642002784e-28,5.5400158838859421e-22,2.5301023176005955e-26,1.1520348773080574e-08,9.524955626800088e-16,4.0646561734523873e-16,2.0718524982015506e-16,4.0951888152145504e-10,2.2560229271598618e-28,1.0324990519873569e-16,1.5833926858499968e-15,4.0740968598167356e-19,2.9776491668024777e-18,4.6393169574289535e-23,5.0724960971020248e-22,3.331909877793361e-25,2.2306227656442577e-28,2.927923206858654e-29,5.5503821739531041e-33,1.5676372347373715e-33,1.9235196054026205e-11,3.3127607551001101e-19,3.6226501883451943e-37,4.8419045901710589e-26
7.293442685579767e-12,0.3683526405387544,76.950000000000003,0.0,0.0,0.0,0.99997809282546279,9.4999999127684145,2.8636835838149152e-06,1.9816932086804283e-06,8.0274834176888488e-06,1.9253421307454277e-12,1.9259993759337663e-12,7.9637861459526926e-06,5.9021475629861483e-07,2.2590354662043722e-10,3.9233038442547639e-07,7.8688320459332809e-13,7.5389275139181866e-08,1.2460123705850049e-10,5.4449650301857951e-13,2.4342544942486464e-14,8.1605094608940212e-12,6.979029957786526e-21,2.4763149645193991e-28,2.1052567438913528e-12,2.4763070240129204e-28,6.08645282523834e-22,2.839839403108042e-26,1.1820178955065255e-08,9.943787666792149e-16,4.3472292512600003e-16,2.2251528418196951e-16,4.0953160461033558e-10,2.6317248566572172e-28,1.0593710644248928e-16,1.7030684653619917e-15,4.1810804610464103e-19,3.1810815779869148e-18,4.9969263027537553e-23,5.5827317424658337e-22,3.7478433391954277e-25,2.5643699282272498e-28,3.3664211831354319e-29,6.5236765739566259e-33,1.8364994628960398e-33,2.002161807798375e-11,3.5559385079339811e-19,4.3444237382833046e-37,5.370872604197182e-26
7.612196416194981e-12,0.3683526405086638,76.950000000000003,0.0,0.0,0.0,0.9999771360600952,9.4999999056228077,2.998591428008e-06,2.0750504793257006e-06,8.3782262036391261e-06,2.1874220052074169e-12,2.1881725135129543e-12,8.3085732224726969e-06,6.1600911650145551e-07,2.4598942556017128e-10,3.9233019864006187e-07,8.6221676668330912e-13,8.1933408019941387e-08,1.3560312826652747e-10,5.9662306461705689e-13,2.6839311492070074e-14,8.8896214898288893e-12,8.3553242265126513e-21,3.3366332805671719e-28,2.19724240737235e-12,3.3366221122424718e-28,7.3040239496268392e-22,3.5521843280569945e-26,1.241994147524426e-08,1.0806957968835225e-15,4.9508591271474763e-16,2.5541403749782137e-16,4.095506478388539e-10,3.5460158784627844e-28,1.1131242450633729e-16,1.9615761390775452e-15,4.3952203866674854e-19,3.6152407051375639e-18,5.7705022693402141e-23,6.7219325793081314e-22,4.7068916697708042e-25,3.3592534570586511e-28,4.4110186038213601e-29,8.9198998154171531e-33,2.4956869935391967e-33,2.1641242458515657e-11,4.0811298947038828e-19,6.1772039611692777e-37,6.5633843009299323e-26
7.930950146810196e-12,0.36835264047749344,76.950000000000003,0.0,0.0,0.0,0.99997617929551752,9.499999898220727,3.1334991904530728e-06,2.1684076847012643e-06,8.7289681810533922e-06,2.472128486741493e-12,2.4729806725371511e-12,8.6531028114308166e-06,6.4180343688879899e-07,2.6692952055065719e-10,3.9232993228402056e-07,9.4100451295640731e-13,8.8733847483265695e-08,1.4705952072728347e-10,6.5113949093333177e-13,2.9483933707695811e-14,9.6499567935257215e-12,9.9321478386174356e-21,4.4409582629657201e-28,2.2892278586259237e-12,4.4409427736550337e-28,8.7024249366316638e-22,4.403836985132177e-26,1.3019808970427152e-08,1.1703935243048122e-15,5.607630241185934e-16,2.9141283938993996e-16,4.0956346572190157e-10,4.7196140788155416e-28,1.1668868341003361e-16,2.2469652136856161e-15,4.6095796512980661e-19,4.0870842617938519e-18,6.6260446197914395e-23,8.0335687841833395e-22,5.8571168060832104e-25,4.3523952100778959e-28,5.7165320129977222e-29,1.2041364254469253e-32,3.3500789344501754e-33,2.3323242429679855e-11,4.6609866871887192e-19,8.6595567118365821e-37,7.9529107259754137e-26
8.24970387742541e-12,0.3683526404452509,76.950000000000003,0.0,0.0,0.0,0.99997522253172588,9.4999998905640197,3.2684068498335339e-06,2.2617648100558539e-06,9.0797093785592107e-06,2.7803760831643551e-12,2.7813387176824214e-12,8.9973767333936321e-06,6.6759771746068878e-07,2.8872382667186963e-10,3.9232962283032609e-07,1.0232452846740475e-12,9.5788773308896725e-08,1.5896914263697284e-10,7.0804495947414729e-13,3.2279735650731089e-14,1.0441519352951973e-11,1.1729398875215521e-20,5.8442764667690138e-28,2.3812131051544147e-12,5.8442552607204172e-28,1.0300082474437308e-21,5.4150522155391115e-26,1.3619752806543771e-08,1.2634479401427773e-15,6.3197327451924656e-16,3.3064951414586637e-16,4.0957205695648415e-10,6.2109516108808709e-28,1.2206562652038228e-16,2.5608769149832849e-15,4.8241482139567177e-19,4.5981606509846161e-18,7.5686464957634212e-23,9.5355290997490253e-22,7.2268245816063237e-25,5.5823413398472973e-28,7.3337949505171999e-29,1.6064982516590527e-32,4.4463347456400953e-33,2.5067620155995387e-11,5.299064084026058e-19,1.198184129466195e-36,9.5618263444771817e-26
8.568457608040624e-12,0.3683526404119439,76.950000000000003,0.0,0.0,0.0,0.99997426576871784,9.4999998826545173,3.4033143944030644e-06,2.3551218472609212e-06,9.4304498170904048e-06,3.1130767448104127e-12,3.1141589551449797e-12,9.3413967960054759e-06,6.933919582171685e-07,3.1137233949933742e-10,3.9232929092913472e-07,1.1089379230772586e-12,1.0309637819627444e-07,1.7133072726666856e-10,7.6733864774612021e-13,3.5230036370800154e-14,1.126431317039244e-11,1.3768124072024942e-20,7.6110251627523938e-28,2.4731981524422731e-12,7.6109964750240482e-28,1.2116527573042622e-21,6.6081084792166962e-26,1.4219752043220124e-08,1.3598352060086022e-15,7.0893506627832133e-16,3.7326150016036975e-16,4.0957778271344583e-10,8.0885029394025909e-28,1.2744306615903119e-16,2.9049901915557282e-15,5.0389187379700868e-19,5.1500159661515981e-18,8.6035200238967114e-23,1.1246791858267044e-21,8.8471966892461433e-25,7.0932042906297889e-28,9.3210054302005654e-29,2.1201364889090367e-32,5.8398392694147411e-33,2.687437778762892e-11,5.9990247923028587e-19,1.6379548807997152e-36,1.1414000007975588e-25
8.887211338655839e-12,0.36835264037758003,76.950000000000003,0.0,0.0,0.0,0.99997330900649295,9.4999998744940246,3.5382218183658314e-06,2.4484787923057138e-06,9.7811895118931948e-06,3.4711398747271253e-12,3.4723511428403541e-12,9.6851647940801234e-06,7.1918615915828167e-07,3.3487505495589797e-10,3.9232894677071878e-07,1.1980812695411054e-12,1.1065486767285791e-07,1.841430129342714e-10,8.2901973336260473e-13,3.8338149957092198e-14,1.2118342268712257e-11,1.6070544020299707e-20,9.8162538574941458e-28,2.565183004482238e-12,9.8162154761137847e-28,1.4172420505913886e-21,8.0074270705937535e-26,1.4819791427674581e-08,1.4595316527157138e-15,7.9186619138198302e-16,4.1938585129663657e-16,4.0958156070769584e-10,1.0432018942211053e-27,1.3282086562274272e-16,3.2810213113506675e-15,5.2538858858647372e-19,5.7441939959763861e-18,9.7359950448182733e-23,1.3187449885928498e-21,1.0752462536498585e-24,8.9352147327296506e-28,1.1744460399807197e-28,2.7699612763689201e-32,7.5959242809195516e-33,2.8743517459944005e-11,6.764638962721944e-19,2.2141728426104665e-36,1.3534832311422045e-25
9.205965069271053e-12,0.368352640342167,76.950000000000003,0.0,0.0,0.0,0.99997235224505021,9.499999866084341,3.6731291189481543e-06,2.5418356432708343e-06,1.0131928474066374e-05,3.8554723388155662e-12,3.8568225005478112e-12,1.0028682509691864e-05,7.4498032028407223e-07,3.5923196920131855e-10,3.9232859523295514e-07,1.2906741656995988e-12,1.1846246000307901e-07,1.9740474297664687e-10,8.9308739413012321e-13,4.1607385589213895e-14,1.3003610690749727e-11,1.8660078262012636e-20,1.2546872859866723e-27,2.6571676641792994e-12,1.2546822035431374e-27,1.6489575492033965e-21,9.6396939057396891e-26,1.5419859854514306e-08,1.5625137790788768e-15,8.8098383387245021e-16,4.6915923828830294e-16,4.0958400916618547e-10,1.3333853477338943e-27,1.3819892537930097e-16,3.6907234622630135e-15,5.4690457780063397e-19,6.382236229169457e-18,1.0971517854779152e-22,1.5378735142847074e-21,1.2980074826487383e-24,1.1165304594731703e-27,1.4679332127184982e-28,3.5852570506065785e-32,9.7912052026610187e-33,3.0675041293181377e-11,7.5997841255358209e-19,2.9620565285172334e-36,1.5951292552157349e-25
9.524718799886267e-12,0.3683526403057121,76.950000000000003,0.0,0.0,0.0,0.99997139548438851,9.4999998574272357,3.808036294450735e-06,2.635192398980369e-06,1.0482666711723675e-05,4.2669784759163974e-12,4.268477720000221e-12,1.0371951712265924e-05,7.7077444159458306e-07,3.8444307855277508e-10,3.9232823930514884e-07,1.3867154535287331e-12,1.26517386097926e-07,2.1111466572193923e-10,9.5954080810582477e-13,4.5041047587588735e-14,1.3920122498814796e-11,2.1561370279795142e-20,1.5902991922041875e-27,2.7491521336555709e-12,1.590292526333586e-27,1.9090985120154333e-21,1.153398386194293e-25,1.6019949203390078e-08,1.6687582507215942e-15,9.7650457226640128e-16,5.2271795017657943e-16,4.0958554995047469e-10,1.6900385630247025e-27,1.4357717264997885e-16,4.1358863567009593e-15,5.6843955840576215e-19,7.0656818592254053e-18,1.2315649959838345e-22,1.7843043100562878e-21,1.5570888835490849e-24,1.3847721867929936e-27,1.8210487466923483e-28,4.6002561549216319e-32,1.2515039568277282e-32,3.2668951392245418e-11,8.508445127244816e-19,3.924222013731865e-36,1.8691955294028257e-25
9.843472530501482e-12,0.3683526402682228,76.950000000000003,0.0,0.0,0.0,0.99997043872450819,9.4999998485244816,3.9429433436521639e-06,2.7285490585891052e-06,1.0833404230815002e-05,4.7065601078399982e-12,4.7082189749180648e-12,1.0714974158668272e-05,7.9656852308985811e-07,4.105083794339682e-10,3.9232788113656692e-07,1.4862039753718251e-12,1.3481788942517094e-07,2.2527153446206654e-10,1.0283791536150121e-12,4.864243546338968e-14,1.4867881774283043e-11,2.4800312379276133e-20,1.99993540008927e-27,2.8411364144656862e-12,1.999926735497467e-27,2.2000844509984269e-21,1.3721887720898557e-25,1.662005351775092e-08,1.7782418988920034e-15,1.0786443819599787e-15,5.8019789578322501e-16,4.0958647366228837e-10,2.125354299906696e-27,1.4895555404911722e-16,4.6183358402131557e-15,5.8999332343231959e-19,7.7960677891455981e-18,1.377406684284191e-22,2.0603956851697945e-21,1.8569345459397305e-24,1.7054678615090319e-27,2.2433351981803404e-28,5.8547645084102308e-32,1.5871116483589081e-32,3.4725249846586305e-11,9.4947140680745462e-19,5.151906924877795e-36,2.1787036528735393e-25
1e-11,0.3683526402297066,76.950000000000003,0.0,0.0,0.0,0.99996996889749923,9.4999998440632858,4.0091908638816665e-06,2.7743928214090243e-06,1.1005637424128272e-05,4.9329733687567494e-12,4.9347145860899405e-12,1.088332923686799e-05,8.0923497141793657e-07,4.2362074667081115e-10,3.9232770483698142e-07,1.5363205740840479e-12,1.3898331677822637e-07,2.3238666768221411e-10,1.0630558438370221e-12,5.04733422986656e-14,1.5344730192538093e-11,2.6522652229259879e-20,2.2321049212794559e-27,2.8863062224500989e-12,2.2320950964071553e-27,2.3550366049992487e-21,1.4914075628860109e-25,1.6914745343810909e-08,1.8331838949080492e-15,1.1312899837727982e-15,6.0990082675360383e-16,4.0958676418270837e-10,2.3720770603631604e-27,1.5159670325952294e-16,4.8694630690335131e-15,6.005843625475585e-19,8.1723831871092744e-18,1.4533833241323377e-22,2.2075810916439546e-21,2.0205513880515972e-24,1.8845751272887067e-27,2.4792297613016799e-28,6.5722306949784947e-32,1.7786353946160628e-32,3.5757858515730018e-11,1.0008716844906979e-18,5.8701733394216577e-36,2.3446292024532737e-25
1.0162226261116696e-11,0.3683526402297066,76.950000000000003,0.0,0.0,0.0,0.9999694819654088,9.4999998393778196,4.0778502658737609e-06,2.821905621627407e-06,1.1184141035693098e-05,5.1751165493404562e-12,5.176945930987364e-12,1.105775159329475e-05,8.2236256476994088e-07,4.374278683439966e-10,3.9232752192244781e-07,1.5891385739366183e-12,1.433622259202445e-07,2.3987410742539789e-10,1.0996016092491307e-12,5.2414843967996052e-14,1.5846892617261419e-11,2.8404070463380683e-20,2.4966867978662093e-27,2.933120507745421e-12,2.4966756293751259e-27,2.52445752099404e-21,1.6237641718079159e-25,1.7220168438181766e-08,1.8909417192873103e-15,1.1876186376203309e-15,6.4173460520155548e-16,4.0958697873850755e-10,2.6532430093136786e-27,1.5433403050540644e-16,5.1399335041823362e-15,6.1156572205767068e-19,8.5749286361321561e-18,1.5352556743212225e-22,2.3686270951382754e-21,2.202365803081055e-24,2.086703316575519e-27,2.7454820294524323e-28,7.3948425832213366e-32,1.9979185184736174e-32,3.6843938730153455e-11,1.0562790240233344e-18,6.7063479548673276e-36,2.5268429434426251e-25
1.048097999173191e-11,0.3683526401901707,76.950000000000003,0.0,0.0,0.0,0.99996852520709001,9.499999829988985,4.2127570608932278e-06,2.9152620879414577e-06,1.153487712952847e-05,5.6735446180344121e-12,5.6755557557823892e-12,1.1400285748159586e-05,8.4815656663487478e-07,4.6520154183555177e-10,3.9232716205579787e-07,1.6955180922988368e-12,1.521486638977466e-07,2.5492114774960948e-10,1.1732073538682212e-12,5.6361563141977805e-14,1.6857159146297346e-11,3.2401108700484455e-20,3.09542425596093e-27,3.0251044143205258e-12,3.0954099728996218e-27,2.8848848836910026e-21,1.9118259642999892e-25,1.7820290787477276e-08,2.006834870886612e-15,1.3036421155639174e-15,7.0746323128508358e-16,4.0958719863518199e-10,3.2895064196566198e-27,1.5971257354310561e-16,5.7025763025021204e-15,6.3315664502215203e-19,9.4037967362581914e-18,1.7057019449284481e-22,2.7116014996008521e-21,2.5986002824481619e-24,2.5375006876784656e-27,3.3394213238085057e-28,9.2735442801701918e-32,2.4976929024890756e-32,3.9025020101390992e-11,1.1716980066934593e-18,8.6603244646249023e-36,2.9169739740533415e-25
1.0799733722347125e-11,0.36835264014962227,76.950000000000003,0.0,0.0,0.0,0.99996756844955192,9.4999998203597009,4.3476637286346162e-06,3.0086184574787174e-06,1.1885612514630513e-05,6.2027386442656604e-12,6.2049431286341475e-12,1.1742578342983283e-05,8.7395052868470334e-07,4.9382939649773244e-10,3.9232680167236386e-07,1.8053413739152971e-12,1.6117548396358195e-07,2.7041142345471674e-10,1.2491955666099852e-12,6.0485878363613987e-14,1.7898685498115254e-11,3.6821214088331665e-20,3.812972344545072e-27,3.1170881347909574e-12,3.8129542130552456e-27,3.2841610463450398e-21,2.2403667435452606e-25,1.8420418249526681e-08,2.125898674791954e-15,1.4269289961218114e-15,7.7751855112814192e-16,4.0958722331973388e-10,4.0520220927501904e-27,1.6509116240404441e-16,6.3081961721534468e-15,6.5476601334236388e-19,1.0284202149117255e-17,1.8893465102929408e-22,3.0920476944828977e-21,3.0512713169365258e-24,3.0678935794375824e-27,4.0384282316721669e-28,1.1551716260297295e-31,3.102199119816949e-32,4.1268496003259118e-11,1.2961697042168261e-18,1.1099881216309943e-35,3.3526320707413375e-25
1.111848745296234e-11,0.36835264010806884,76.950000000000003,0.0,0.0,0.0,0.99996661169279433,9.4999998104916763,4.4825702689792093e-06,3.1019747301570481e-06,1.2236347192688447e-05,6.7635904809158561e-12,6.7660002504449394e-12,1.2084631085279859e-05,8.9974445091946986e-07,5.2331142894364392e-10,3.923264409830707e-07,1.9186072626318506e-12,1.704409789277156e-07,2.8634370741628042e-10,1.3275654268952763e-12,6.4791070396946557e-14,1.8971475827376753e-11,4.1695520914433972e-20,4.6682936634377952e-27,3.209071669594058e-12,4.6682708064941317e-27,3.725210175483681e-21,2.6136840252696327e-25,1.9020549128363668e-08,2.2481106130775799e-15,1.55769286599207e-15,8.5203496754298075e-16,4.0958711467237676e-10,4.960939251193193e-27,1.7046978188810439e-16,6.9587596576423917e-15,6.7639376984210288e-19,1.1217672662452697e-17,2.0868013016342608e-22,3.5128226186870686e-21,3.566447712911787e-24,3.6890057829772359e-27,4.8572262360275636e-28,1.4298860661668141e-31,3.8294159542779333e-32,4.3574368463277197e-11,1.4301461671213234e-18,1.4126244686209741e-35,3.8375307724429359e-25
1.1755994914192768e-11,0.36835264002197465,76.950000000000003,0.0,0.0,0.0,0.99996469818162093,9.4999997900461786,4.7523829673417348e-06,3.2886869848426785e-06,1.2937814432156376e-05,7.9838226680363559e-12,7.9866802107796071e-12,1.2768023781833035e-05,9.5133217594399136e-07,5.8483801372513318e-10,3.923257189354311e-07,2.15546223866946e-12,1.8968122529352374e-07,3.1952941572966187e-10,1.4914468091787077e-12,7.3957185167528172e-14,2.1210865125308843e-11,5.2938158249647018e-20,6.8800082684672839e-27,3.39303818335189e-12,6.8799726411685863e-27,4.7449859393169787e-21,3.5134473633665724e-25,2.0220816624905463e-08,2.5018896191215487e-15,1.8425029662870365e-15,1.0149868387617191e-15,4.0958664476924104e-10,7.3112204954793619e-27,1.8122707229126092e-16,8.4027544753256681e-15,7.1970429859571971e-19,1.3249908809865595e-17,2.5256431739813013e-22,4.4874407227807345e-21,4.8108911890635673e-24,5.2538416733857156e-27,6.9210104899843514e-28,2.1527182600616397e-31,5.7364422631179606e-32,4.8373311091063243e-11,1.7284750618437993e-18,2.2433747916415828e-35,4.9708156060745189e-25
1.2329751629300154e-11,0.3683526399411232,76.950000000000003,0.0,0.0,0.0,0.99996297602423456,9.4999997708456245,4.9952139594661057e-06,3.4567276823145979e-06,1.356913253885531e-05,9.1991980354261991e-12,9.2025028755578195e-12,1.3382273795998391e-05,9.9776099229898564e-07,6.4313319434730476e-10,3.9232506930802425e-07,2.3803938427497707e-12,2.0779683546621482e-07,3.5089600941347007e-10,1.6470770615363625e-12,8.2858106980446618e-14,2.3333280335696648e-11,6.4950683832587773e-20,9.5829048090492776e-27,3.5586074131265239e-12,9.5828527500992513e-27,5.8377179816498256e-21,4.526224634288021e-25,2.1301059720395985e-08,2.740834699901782e-15,2.126533989908173e-15,1.17824119096627e-15,4.0958607012797719e-10,1.0183422340663022e-26,1.9090865470389968e-16,9.8764808624423139e-15,7.5874635850047963e-19,1.5275684400622966e-17,2.9741901317439035e-22,5.533885833418003e-21,6.2151764508324601e-24,7.1093650710299687e-27,9.3694730794312294e-28,3.0545504371765928e-31,8.1068584951306966e-32,5.2905775711349411e-11,2.0342312286924453e-18,3.3324110225307443e-35,6.2001979967868677e-25
1.290350834440754e-11,0.3683526398571245,76.950000000000003,0.0,0.0,0.0,0.9999612538693764,9.49999975089756,5.2380445380954022e-06,3.6247680654590411e-06,1.4200448366290499e-05,1.0530902596585721e-11,1.0534698783618898e-11,1.3995772694424833e-05,1.0441896796538561e-06,7.0419585883432599e-10,3.9232442000674831e-07,2.6164615309613534e-12,2.2665975079079323e-07,3.8367584473860406e-10,1.8104111031287878e-12,9.2395886191328656e-14,2.5557056244362737e-11,7.8983165580535119e-20,1.3146692710173374e-26,3.7241760442844741e-12,1.314661794882586e-26,7.1174365907178799e-21,5.7663507750413708e-25,2.2381302221121035e-08,2.9896367746852745e-15,2.4380852728587532e-15,1.3580227770711636e-15,4.095854337855643e-10,1.3970397122085012e-26,2.0059023178634027e-16,1.1527951127567464e-14,7.9784762441114033e-19,1.7497047721091186e-17,3.4774856915427694e-22,6.761522517867752e-21,7.9384301075896492e-24,9.4907545612491948e-27,1.2513436480491627e-27,4.2665866162492556e-31,1.1282492664353653e-31,5.7640436014043349e-11,2.3783016133208023e-18,4.8634219983186246e-35,7.6553760083019253e-25
1.3477265059514926e-11,0.36835263977001875,76.950000000000003,0.0,0.0,0.0,0.99995953171704788,9.4999997302115222,5.4808747034541695e-06,3.7928081344314904e-06,1.4831761915922763e-05,1.1984049330009575e-11,1.1988382908665713e-11,1.4608530005244473e-05,1.0906182380088558e-06,7.680259877216373e-10,3.9232377064993788e-07,2.8636585745578888e-12,2.4626044493975108e-07,4.1786193721584887e-10,1.9814441584911767e-12,1.025894955379345e-13,2.7882217703708111e-11,9.5269081040286006e-20,1.7787702778423588e-26,3.8897440771775407e-12,1.7787597101338283e-26,8.6061797482574063e-21,7.2718096006762924e-25,2.3461542626064655e-08,3.2481701907144647e-15,2.7783812933076052e-15,1.5551020936373461e-15,4.0958477041165356e-10,1.8902000056880557e-26,2.1027179008570893e-16,1.3369837397091565e-14,8.3700805812433625e-19,1.9922827286325818e-17,4.0394782203718144e-22,8.1919407723297775e-21,1.0034524776777437e-23,1.2514034862209745e-26,1.6506856961508188e-27,5.8746208936222488e-31,1.5483565436445195e-31,6.2577303275746376e-11,2.7637087525915473e-18,6.9840792169083557e-35,9.3648932091811151e-25
1.4051021774622312e-11,0.3683526396798454,76.950000000000003,0.0,0.0,0.0,0.999957809567248,9.4999997087969099,5.7237044556759023e-06,3.9608478893244185e-06,1.5463073188462436e-05,1.3563725971024064e-11,1.3568644971387029e-11,1.5220555135200256e-05,1.1370466673642391e-06,8.3462356156750963e-10,3.9232312101598611e-07,3.1219782488513896e-12,2.6658951295078674e-07,4.5344735124973539e-10,2.1601714551128495e-12,1.1345786299423945e-13,3.0308789739537681e-11,1.1405796718001977e-19,2.3763435884714456e-26,4.0553115119612171e-12,2.3763288660043449e-26,1.0327522665088199e-20,9.0849629874414412e-25,2.454178018448215e-08,3.5163108960451977e-15,3.1486404809455355e-15,1.7702458239024538e-15,4.0958408965126491e-10,2.5251825828336853e-26,2.1995332287344771e-16,1.5415146437930974e-14,8.7622764790925119e-19,2.2561828125500249e-17,4.6642216599314906e-22,9.8482511915760978e-21,1.2563602091078299e-23,1.6314262951288728e-26,2.1529074105963544e-27,7.9829787415222527e-31,2.0977399310254033e-31,6.7716388617953803e-11,3.1935870699647084e-18,9.8818838698893249e-35,1.1359427086065157e-24
1.46247784897297e-11,0.3683526395866439,76.950000000000003,0.0,0.0,0.0,0.9999560874199771,9.4999996866630099,5.9665337946708636e-06,4.1288873300758179e-06,1.6094382184268796e-05,1.5274995188287708e-11,1.5280549616027592e-11,1.5831857371192876e-05,1.1834749677202593e-06,9.0398856093636514e-10,3.923224712756715e-07,3.3914138332154025e-12,2.8763766968020066e-07,4.9042519966097553e-10,2.3465882234393305e-12,1.2501987260210118e-13,3.2836797547927351e-11,1.3561586560675893e-19,3.1378084106836569e-26,4.2208783486994523e-12,3.1377881720184733e-26,1.2306617455576368e-20,1.1252849721636651e-24,2.5622014496427565e-08,3.793936419146948e-15,3.5500752593050151e-15,2.0042168645199717e-15,4.09583395982201e-10,3.3343073284681682e-26,2.296348265650363e-16,1.7677213185111702e-14,9.1550639446434476e-19,2.5422831866484324e-17,5.3558734874839464e-22,1.1755124437703242e-20,1.559250360844926e-23,2.1047668980369411e-26,2.778769177541494e-27,1.0717493747406624e-30,2.8085921703461693e-31,7.3057703008916377e-11,3.6711827750199521e-18,1.3792542685409492e-34,1.3671848253506667e-24
