Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242)
4.022289480896626e-11,0.2001852856666021,76.950000000000003,0.0,0.0,0.0,0.99680381856141576,9.4999742618021354,3.5508533220924134e-05,0.00056382207743566266,0.00053903873838141508,2.485087970097523e-05,1.3668540438757217e-10,1.8628768946429942e-05,0.00064269618324742396,8.3851491361070482e-07,1.7994061404102147e-13,1.7878066086994e-10,1.9743707312492392e-08,0.0013536848070473167,5.6342230916797649e-07,4.429340502894409e-15,3.4907012076859531e-16,4.1717422872896745e-13,1.2371559928726128e-16,2.2448188011248813e-08,6.0083803495127236e-07,1.8259998124770326e-07,1.8267328428366504e-07,4.7105507849932962e-11,2.6179921307984988e-11,4.8512153799036388e-14,2.1581738364156024e-08,1.1094734099072207e-11,2.9081003196193899e-12,2.4989585800617639e-17,9.8085811826001327e-12,4.6990685285916177e-13,2.3263401524668029e-17,1.5458383054659112e-05,1.0519699810923676e-16,3.6533133864617559e-17,9.0324775475832406e-08,1.5024371487632687e-08,3.8079485944162424e-09,1.014043373981345e-07,2.6169897287599604e-08,2.3255227034150272e-17,6.0979815686809148e-14,2.3410790739374494e-14,2.3151927343103683e-14,1.4828860586524768e-16,3.7835877413086953e-14,9.2280268393250169e-19,3.5739018198575252e-11,1.5151728116390533e-17,5.4415831259565237e-19,7.0042172026308726e-13,1.0289315500167442e-21,4.4723465481918147e-22,2.6733568454736367e-24,2.4927025548687054e-12,2.9345782598310118e-15,4.3768162124688859e-14,6.4482064186439939e-12,1.4204385021798678e-15,2.3869285435074087e-14,2.3994061167766086e-15,5.1023762059072222e-15,8.8812648995665134e-16,5.4184430793490481e-17,2.3492929920808211e-22,6.1619270753495863e-17,1.2064272039482101e-13,4.5905490793771692e-14,1.7463787015288451e-14,4.7565596433275638e-13,2.129853447741118e-14,4.8378671818001962e-08,5.479669365784228e-12,2.9926995470899354e-13,5.4796638483383887e-12,1.0147153515288286e-14,8.8819813109579686e-24,5.146605309677041e-24,4.7982590721016516e-25,2.1469948844254271e-22,6.4737568621671771e-15,3.2794772501845853e-24,2.3374118111754841e-18,3.0362171732825683e-18,5.4121885284107639e-16,4.0427728623006688e-18,9.1283776808600702e-17,4.1149734901205463e-18,5.0958821341235905e-20,1.0745598635851088e-21,2.4453824623153821e-19,1.5342704340898971e-23,9.1332253786516897e-19,2.9293089351787507e-23,7.9856205436713533e-19,1.5962213964178494e-17,5.4134538271439829e-22,4.8430404321956429e-20,7.0158601467911015e-23,6.716104440725013e-09,3.1809916993909571e-13
4.1199406056823686e-11,0.2001852838435745,76.950000000000003,0.0,0.0,0.0,0.99672638887613108,9.4999734505997839,3.6369071852678115e-05,0.00057746427395550799,0.00055187558029426377,2.5639341737306299e-05,1.399926269778952e-10,1.86273656048424e-05,0.00065841453580201968,8.5905768171585727e-07,1.8564972268117466e-13,1.9335123977203091e-10,2.0720033488120199e-08,0.0013867962967242691,5.9104910287255634e-07,4.5378548762416703e-15,3.5902889379208518e-16,4.4721993565676346e-13,1.3381462230693377e-16,2.3526006267216535e-08,6.2630931012298944e-07,1.9524328380472089e-07,1.953216856555795e-07,5.0374606512713898e-11,2.8008395247306149e-11,4.9707090421933498e-14,2.2509074013062512e-08,1.1572371700927138e-11,3.0353253975742463e-12,2.9287770801423205e-17,1.0406647208917265e-11,4.9865118895131351e-13,2.7271918124855127e-17,1.5837432707234102e-05,1.1161185641195446e-16,3.8760766922695563e-17,9.1867983243964061e-08,1.5129650515820795e-08,3.8099993994104556e-09,1.0342935850764559e-07,2.7360121433833382e-08,2.7262093909954463e-17,6.5989285854278162e-14,2.5960380994323062e-14,2.5672952668451393e-14,1.6852515702021547e-16,3.954109877455938e-14,1.0706597758463148e-18,3.7340854707204138e-11,1.7223655711678092e-17,6.3357751544548269e-19,7.3310936385804117e-13,1.2267151572218309e-21,5.3294853617977731e-22,3.2480765420360271e-24,2.6736075836839268e-12,3.066156566807898e-15,4.6574871173512497e-14,6.9074624472409923e-12,1.5218136230906743e-15,2.5071806831024647e-14,2.5708548563128384e-15,5.5033899668266253e-15,9.4274862401503363e-16,5.6831386069001264e-17,2.5339319139089005e-22,6.5981851134540988e-17,1.2923241059549131e-13,4.8957164707203205e-14,1.8681454551679302e-14,4.8729691200445196e-13,2.2991562905034625e-14,5.055182547733642e-08,5.5602023050633068e-12,3.2698199082366034e-13,5.5601964961078883e-12,1.1097560945006705e-14,9.4282468064693716e-24,5.4631352293889066e-24,5.5869433885533487e-25,2.577522770163685e-22,6.9320396650046146e-15,3.5107523636122063e-24,2.5029245078436728e-18,3.3162707969084438e-18,5.8154521156939827e-16,4.432712238333718e-18,1.0010182126348533e-16,4.6184079406248948e-18,5.7366416244172033e-20,1.2063285790468236e-21,2.7285368651874393e-19,1.6483818497997709e-23,1.0084759513823904e-18,3.147598711994985e-23,8.9522443271262963e-19,1.7524273895979586e-17,5.9434318012730999e-22,5.4296685488906542e-20,8.0597915592721756e-23,6.715598503390183e-09,3.4117643346010202e-13
4.2175917304681114e-11,0.20018528201888183,76.950000000000003,0.0,0.0,0.0,0.99664896670092307,9.4999726380937908,3.7229538543489235e-05,0.00059110430699781309,0.00056470811817681255,2.6429062327200689e-05,1.4329932456044215e-10,1.8625962399995789e-05,0.00067413158803075149,8.7959718875499538e-07,1.9136794428307933e-13,2.0870144278497396e-10,2.17202237500605e-08,0.0014199052672330215,6.1933411622377385e-07,4.6463520234520939e-15,3.6905466467638584e-16,4.7862453023063533e-13,1.4445503145021469e-16,2.4627417972205643e-08,6.5214836692442929e-07,2.0841527608244778e-07,2.0849899098044255e-07,5.378073030125341e-11,2.9914021534245111e-11,5.0901936130724565e-14,2.3455423955914291e-08,1.2059820503680375e-11,3.1652488675243256e-12,3.4191841912747865e-17,1.1025916765163999e-11,5.2846323513510356e-13,3.1846904015421329e-17,1.6216483194880133e-05,1.182541652260323e-16,4.1067379767291676e-17,9.3384925264593311e-08,1.5229875323417556e-08,3.8120058527919652e-09,1.0543516911442178e-07,2.8571270089470679e-08,3.1835149690269612e-17,7.1282169825602065e-14,2.871495970556574e-14,2.8396442184157986e-14,1.9093039669281322e-16,4.1282963956372197e-14,1.2376754572683812e-18,3.8971095931965934e-11,1.951842443387727e-17,7.3499311292559746e-19,7.6640610416546218e-13,1.4563542264799757e-21,6.3243983005000005e-22,3.927977723964719e-24,2.8626281155517173e-12,3.2000692590238107e-15,4.9481002940551458e-14,7.3870277093525497e-12,1.6276811522467558e-15,2.6305759465254382e-14,2.749910626255342e-15,5.9242491209307314e-15,9.9920669893881615e-16,5.9544115482492759e-17,2.7277082420416007e-22,7.0536061468070912e-17,1.382015269652685e-13,5.2121460867873553e-14,1.995041097224375e-14,4.9893697217229415e-13,2.4766345016698396e-14,5.2772297823674343e-08,5.6407089809879297e-12,3.5656814295784512e-13,5.6407028711787144e-12,1.21103737506236e-14,9.992873197928131e-24,5.7903042482664782e-24,6.4814642175452781e-25,3.0806721891409548e-22,7.4103272312419364e-15,3.7520780942715416e-24,2.6756641211741143e-18,3.6141736074429418e-18,6.2382635935765353e-16,4.8487191584999956e-18,1.0952638008103357e-16,5.1689931164564905e-18,6.439115318949522e-20,1.3504669615832804e-21,3.0360711152964586e-19,1.7680044833433863e-23,1.1106284480643723e-18,3.3764711424726483e-23,1.0008212654857393e-18,1.9196107437536429e-17,6.5106691469844296e-22,6.0704967365834569e-20,9.2290704407704796e-23,6.7150926153537558e-09,3.6528813246072744e-13
4.315242855253854e-11,0.200185280192837,76.950000000000003,0.0,0.0,0.0,0.99657155203492731,9.4999718244134339,3.8089933300267101e-05,0.00060474217688741348,0.00057753648195339464,2.7219912181161007e-05,1.4660549721456013e-10,1.8624559331868439e-05,0.00068984734005861522,9.0013343522101707e-07,1.9709434268464573e-13,2.2485156256139672e-10,2.2744299219754245e-08,0.0014530117189275027,6.4827714230436497e-07,4.7548319471293608e-15,3.7914749438548265e-16,5.1141371177422955e-13,1.5565096123817897e-16,2.5752312967798565e-08,6.7834739898362963e-07,2.2212345621431709e-07,2.2221270144964059e-07,5.7325828656146965e-11,3.1897907559814508e-11,5.20966909381881e-14,2.4420784653965295e-08,1.2557078678916743e-11,3.2978720176612022e-12,3.9769080127321308e-17,1.1666602208188191e-11,5.5935775024581316e-13,3.7051497724999081e-17,1.6595533840627336e-05,1.2512620277636018e-16,4.3453763416759093e-17,9.4876046321276609e-08,1.5325316891629389e-08,3.8139689795264455e-09,1.074220490506042e-07,2.9803026262184749e-08,3.7037493812380385e-17,7.6867410964145613e-14,3.1685343779371818e-14,3.1333041628945641e-14,2.1567549034643454e-16,4.3061466219523957e-14,1.4257640451475581e-18,4.0629362176293979e-11,2.2053738797224228e-17,8.4966694123946508e-19,8.003037969699727e-13,1.7220278180762635e-21,7.4751543593301324e-22,4.7290853550407543e-24,3.0599044554601135e-12,3.3362851410740536e-15,5.2487028912730594e-14,7.8872565945014357e-12,1.7381196747358022e-15,2.7571297937113879e-14,2.9367066894842583e-15,6.3653565752140239e-15,1.0575122764886605e-15,6.2322857510990384e-17,2.930807486402307e-22,7.5285207984136916e-17,1.4755665375399994e-13,5.5398987288186901e-14,2.1271390716058393e-14,5.1057614496255613e-13,2.6624074144631004e-14,5.5040082725104138e-08,5.7211898638392891e-12,3.881106573260685e-13,5.7211834436822825e-12,1.3187952292595712e-14,1.0575976112322357e-23,6.1281793655985296e-24,7.4929567881610298e-25,3.6664731743583948e-22,7.9089502945482509e-15,4.0036193407887516e-24,2.8557501736376256e-18,3.9305580054974239e-18,6.681086323958373e-16,5.2917702704077054e-18,1.1958273368388933e-16,5.7698363922375418e-18,7.2074904948880568e-20,1.5077921148022518e-21,3.3693707219627368e-19,1.8932676050894161e-23,1.2200799340571193e-18,3.6161771041013616e-23,1.1159291537897478e-18,2.0982499030026988e-17,7.1167904760813932e-22,6.769021234929442e-20,1.0535302324800713e-22,6.7145867766077805e-09,3.9045209136180004e-13
4.412893980039597e-11,0.20018527836572614,76.950000000000003,0.0,0.0,0.0,0.99649414487727872,9.4999710096763472,3.8950256129920541e-05,0.00061837788394907998,0.0005903607899140741,2.8011773635322843e-05,1.4991114501959385e-10,1.8623156400445578e-05,0.00070556179201059117,9.2066642160675044e-07,2.0282806590290875e-13,2.4182185509521292e-10,2.379228099862454e-08,0.0014861156521611026,6.7787797425198461e-07,4.8632946498766499e-15,3.8930744382575222e-16,5.4561292647964821e-13,1.6741652186793011e-16,2.6900581600081834e-08,7.0489876797792505e-07,2.3637516320704612e-07,2.3647015906298168e-07,6.1011809644204263e-11,3.396113721043369e-11,5.3291354857082431e-14,2.5405152572748694e-08,1.3064144400432314e-11,3.4331960924722599e-12,4.6092277714518678e-17,1.2328910548268629e-11,5.9134932680550184e-13,4.2954041917027964e-17,1.6974583988852506e-05,1.322301899264344e-16,4.5920688973074088e-17,9.6341783887840451e-08,1.5416231345169034e-08,3.8158897723361435e-09,1.0939027433789284e-07,3.1055077623989529e-08,4.293742554928806e-17,8.2754000040026108e-14,3.4882627339739432e-14,3.449366584556351e-14,2.4294041505796864e-16,4.4876598831929108e-14,1.6369755696924371e-18,4.2315278884788912e-11,2.4848227558126194e-17,9.7895823872140846e-19,8.3479440833080771e-13,2.0283429510514368e-21,8.8016788227507502e-22,5.669392455192492e-24,3.2655747798822822e-12,3.4747734399452594e-15,5.5593378162926974e-14,8.4084987487440887e-12,1.8532067237414562e-15,2.886857818498061e-14,3.1313745250709665e-15,6.8271097966662461e-15,1.117676762113871e-15,6.5167852738584583e-17,3.1434126521806535e-22,8.0232551897346206e-17,1.5730428519429586e-13,5.8790301199864913e-14,2.2645112634425637e-14,5.2221443050132984e-13,2.8565888763254418e-14,5.7355173791349423e-08,5.8016454090636233e-12,4.2169352726526264e-13,5.8016386689142791e-12,1.4332675221142051e-14,1.1177669613398623e-23,6.4768266748639671e-24,8.6334160873702589e-25,4.34604489907389e-22,8.4282341946125937e-15,4.2655382951884964e-24,3.0433002384611629e-18,4.2660593461892224e-18,7.1443838035231595e-16,5.7628477757150537e-18,1.3029652238009995e-16,6.4241648391238872e-18,8.0461210286830072e-20,1.6791526968344273e-21,3.7298581615016264e-19,2.0243004697974635e-23,1.3371331157011259e-18,3.8669675472524475e-23,1.2411457960850579e-18,2.2888314768994178e-17,7.7634481408049349e-22,7.5288669831876281e-20,1.1990860354686776e-22,6.7140809871468639e-09,4.1668586104159627e-13
4.6081962296110826e-11,0.20018527470932965,76.950000000000003,0.0,0.0,0.0,0.99633935308356392,9.4999693774504159,4.0670686035485515e-05,0.00064564281088739096,0.00061599765932454479,2.9598112873368035e-05,1.5652086639963759e-10,1.8620350947653558e-05,0.00073698679618673126,9.6172261610797671e-07,2.143144567168089e-13,2.7830380442284926e-10,2.5960047790330207e-08,0.0015523159646565342,7.3905222857343418e-07,5.0801684029911532e-15,4.0982894523936622e-16,6.1834199127254389e-13,1.9271285847815339e-16,2.9266803667765541e-08,7.5902877906217281e-07,2.6653773838725373e-07,2.6664490799057774e-07,6.8813850176721896e-11,3.8329848399535682e-11,5.5680410080100291e-14,2.74308959559484e-08,1.4107691188493758e-11,3.7119517819663148e-12,6.1297050876376524e-17,1.3719198004607649e-11,6.586812261834531e-13,5.7154071267382373e-17,1.7732680271719241e-05,1.4714261800624565e-16,5.1099153525700472e-17,9.9198822540035586e-08,1.558543388776596e-08,3.819608174093272e-09,1.1327184623119839e-07,3.3618839537849341e-08,5.7130944166420449e-17,9.5467406215911705e-14,4.2003652425427104e-14,4.1531989191055828e-14,3.0579501027402806e-16,4.8616728210047344e-14,2.1376803614015267e-18,4.5768590764090475e-11,3.1294005609356758e-17,1.287346738398405e-18,9.0552279344289825e-13,2.7836621786049476e-21,1.2071878034935287e-21,8.0505714353373049e-24,3.7026396320532409e-12,3.7584462740049317e-15,6.2108559047288564e-14,9.515398113636949e-12,2.0976313592807508e-15,3.1558994188691835e-14,3.5448426543011317e-15,7.8141166340427755e-15,1.2436274124811434e-15,7.1057575239279824e-17,3.5978604407760219e-22,9.0734655346062158e-17,1.780025961892974e-13,6.5916276581038213e-14,2.5553582443598595e-14,5.4548834032774891e-13,3.2706060236362603e-14,6.2127247694738283e-08,5.9624822381971759e-12,4.9532503637913052e-13,5.9624748285237281e-12,1.6833153367688247e-14,1.2437277960971581e-23,7.2066983784491767e-24,1.135377436486149e-24,6.0369597436833519e-22,9.5300593198381906e-15,4.8211447797163116e-24,3.441253105803455e-18,4.9969672749593008e-18,8.1342577104776383e-16,6.7930355965060865e-18,1.5380071894295989e-16,7.9067907931234724e-18,9.9524067251559778e-20,2.0675343483951427e-21,4.538268823338932e-19,2.3041923840247617e-23,1.5952682692523089e-18,4.402806065470488e-23,1.5244023239011756e-18,2.7078084667618441e-17,9.1851183213572852e-22,9.2476706749189547e-20,1.5403473143963611e-22,6.7130695560590965e-09,4.7243169250723212e-13
4.7839682542254196e-11,0.20018527141732548,76.950000000000003,0.0,0.0,0.0,0.9962000661390914,9.4999679058102284,4.221882702902165e-05,0.00067017385151720791,0.00063905795435255331,3.1028300541914931e-05,1.6246782145323222e-10,1.8617826507535343e-05,0.00076526485493923159,9.9866204662574753e-07,2.2467018273506314e-13,3.1414503776405856e-10,2.7993008764426337e-08,0.001611887636300457,7.9635667940882806e-07,5.2752959113154432e-15,4.2852845583904736e-16,6.8887065535348399e-13,2.1756877543274336e-16,3.1475251566091018e-08,8.0887744923790724e-07,2.9561340383694764e-07,2.9573231192905896e-07,7.6335830842477458e-11,4.2543453576137364e-11,5.7830249069505112e-14,2.9319034325023228e-08,1.5080406830537537e-11,3.9720806925743142e-12,7.8386087218842447e-17,1.5046378855021149e-11,7.2317501045958918e-13,7.3123271925162107e-17,1.8414959053692213e-05,1.6137822522805421e-16,5.604256989644014e-17,1.0168758865226209e-07,1.5724526722491114e-08,3.8228193002195975e-09,1.1670415442987294e-07,3.5992594754157485e-08,7.30925080579697e-17,1.0803115416751896e-13,4.9305525241579474e-14,4.8747627085052949e-14,3.7297548970638328e-16,5.2108053047703538e-14,2.6909415702775059e-18,4.8967481324705756e-11,3.818822078118528e-17,1.6306925068792971e-18,9.7112773046913365e-13,3.6585842739965262e-21,1.5859180229209903e-21,1.0897326337735318e-23,4.1260491305159086e-12,4.0212232229963112e-15,6.8318812530386709e-14,1.0586885703092414e-11,2.3342682669600723e-15,3.409051567447582e-14,3.945168754262742e-15,8.7769098224868738e-15,1.3634523564384175e-15,7.6587365620243165e-17,4.0411594793914919e-22,1.0089619988341069e-16,1.980367921697792e-13,7.2723417298811538e-14,2.8358487545720576e-14,5.6643182603203624e-13,3.6730121197906409e-14,6.6583832654978743e-08,6.1071530175794799e-12,5.6944976517537163e-13,6.1071449708254798e-12,1.9337413862632376e-14,1.3635624301088591e-23,7.9010722172746991e-24,1.4382638215177587e-24,8.0164986126405344e-22,1.0595517872683583e-14,5.3582553492570323e-24,3.8260781004074655e-18,5.7265882923046829e-18,9.0998206606084858e-16,7.8260047215890422e-18,1.7746724049451558e-16,9.4589380021034788e-18,1.1955485412527563e-19,2.474249361927876e-21,5.3738334823720667e-19,2.5771240798483219e-23,1.856675179828892e-18,4.925488811342718e-23,1.8203373167154233e-18,3.1307757353341372e-17,1.062038676729459e-21,1.1043343604795557e-19,1.9126470481895944e-22,6.7121594365868109e-09,5.2643230464420487e-13
4.9597402788397566e-11,0.20018526812532364,76.950000000000003,0.0,0.0,0.0,0.99606080350821169,9.4999664321455892,4.3766735086084722e-05,0.00069469788963265062,0.00066210651754556216,3.2460366203886067e-05,1.6841307722854809e-10,1.8615302510108177e-05,0.00079353870338890907,1.0355909221412546e-06,2.3503950697002189e-13,3.5295706856397658e-10,3.01037534497666e-08,0.0016714511536026799,8.5578920663870513e-07,5.4703676642783132e-15,4.474463789961789e-16,7.6435229092310933e-13,2.4448868976695618e-16,3.3757747525223391e-08,8.5975615244912628e-07,3.2655731219570847e-07,3.2668871622250944e-07,8.4342146193266977e-11,4.7029966553382852e-11,5.9979793777484288e-14,3.1268701314914867e-08,1.6084870621490044e-11,4.2409780678048063e-12,9.9307553166391411e-17,1.6446606493381038e-11,7.9144302234842785e-13,9.2684774676315727e-17,1.9097226912340314e-05,1.7639741161339389e-16,6.1258074392549725e-17,1.0410059303966487e-07,1.5852337969854581e-08,3.8259073690651252e-09,1.2008014417987017e-07,3.8427455462085709e-08,9.2644288052036682e-17,1.217129842311014e-13,5.7527704907390127e-14,5.6871077344451018e-14,4.5154459771272827e-16,5.5717955829858035e-14,3.3578120649549447e-18,5.2250362022905228e-11,4.6256603504531724e-17,2.047515038965271e-18,1.038533664202125e-12,4.7599267684968604e-21,2.0626221388871991e-21,1.4585811663636137e-23,4.5787100405842051e-12,4.2909029296894868e-15,7.485899233941181e-14,1.1731683873695218e-11,2.5871256037999926e-15,3.6727362230157616e-14,4.3729651475176084e-15,9.8125355264255536e-15,1.4894723393391226e-15,8.2335646926865527e-17,4.5179927554342301e-22,1.1174862888416531e-16,2.1943971540040626e-13,7.9905749060540429e-14,3.1344778994175266e-14,5.8737243899259627e-13,4.1041926655066544e-14,7.1193580598731122e-08,6.2517481737007921e-12,6.5157125011144859e-13,6.251739456246029e-12,2.2096930311920852e-14,1.4895926049492493e-23,8.6313457057748483e-24,1.8059835534591206e-24,1.0532230040854481e-21,1.1732738161400935e-14,5.9313922038801124e-24,4.2368286044073521e-18,6.52813345980148e-18,1.013893695321417e-15,8.9652571871787267e-18,2.0367824091780247e-16,1.1240152604194612e-17,1.4261691376535388e-19,2.9411107687993176e-21,6.3212549063991746e-19,2.8707594610961868e-23,2.1475277173604974e-18,5.4879917645785762e-23,2.1592962181351267e-18,3.6003656950483568e-17,1.221391850072091e-21,1.3100043549323116e-19,2.3564122759055644e-22,6.7112494767147522e-09,5.8415997240723629e-13
5.1355123034540936e-11,0.20018526483426838,76.950000000000003,0.0,0.0,0.0,0.99592156518588038,9.4999649568401434,4.5314410246938512e-05,0.00071921492712571054,0.00068514373606189268,3.389392612626887e-05,1.7435663418734489e-10,1.8612778955266233e-05,0.00082180834226414676,1.0725092455230198e-06,2.4541965087966178e-13,3.9485682078393098e-10,3.2292404208503564e-08,0.0017310065186050348,9.1734860582565787e-07,5.6653836770328653e-15,4.6658306790023817e-16,8.4492651125282451e-13,2.7355409298460369e-16,3.6113669983648812e-08,9.1162589854708568e-07,3.5940694238857106e-07,3.5955161508270408e-07,9.2842540315161945e-11,5.1794922487941895e-11,6.2129044277754824e-14,3.3279876464362729e-08,1.7121071989353668e-11,4.5186497221400208e-12,1.2472522053678221e-16,1.7920911458106576e-11,8.6356484817054061e-13,1.164636304385729e-16,1.9779480686902244e-05,1.9221123300026171e-16,6.6749505690386674e-17,1.0644013671829905e-07,1.59699223072437e-08,3.8288771709401323e-09,1.2340129258056505e-07,4.0921760437113586e-08,1.1641087604779091e-16,1.3656670841925623e-13,6.6744850368737858e-14,6.5975633365293929e-14,5.428987114195655e-16,5.9446397539641192e-14,4.1559157498232921e-18,5.5615225388630171e-11,5.5644310181966018e-17,2.5499291226564734e-18,1.1076975358831257e-12,6.1345894476014225e-21,2.6576385206275845e-21,1.9319528799263491e-23,5.061355272786095e-12,4.5673204627778389e-15,8.173024247057646e-14,1.2951668508369179e-11,2.8566193406238351e-15,3.9470486131839435e-14,4.8289372278145654e-15,1.0923124313785783e-14,1.6217504808748837e-15,8.8303889655615872e-17,5.0293412434303409e-22,1.2330941297299926e-16,2.422461435051192e-13,8.7464896838008356e-14,3.4516127815566912e-14,6.083101799367735e-13,4.5646270592411571e-14,7.5956447483162604e-08,6.3962699041346531e-12,7.4224237129292247e-13,6.3962604814587853e-12,2.5126089004953115e-14,1.6218814454277501e-23,9.3978846164602872e-24,2.249228715311036e-24,1.3700890085252652e-21,1.2943431785761635e-14,6.5414080935845165e-24,4.6741231681980163e-18,7.4053775032664975e-18,1.1254315431953008e-15,1.0216659690296383e-17,2.3259526215404287e-16,1.3273724189312217e-17,1.6902650158763707e-19,3.4742463320842441e-21,7.3901100460174642e-19,3.1858521001355288e-23,2.4696686969253276e-18,6.0917815672997926e-23,2.5455414259288755e-18,4.1196970781950933e-17,1.3976304088003019e-21,1.5443669713982677e-19,2.8820535969940862e-22,6.7103396764053779e-09,6.4570767956894257e-13
5.3112843280684306e-11,0.20018526154500207,76.950000000000003,0.0,0.0,0.0,0.99578235116705194,9.4999634802175201,4.6861852551838545e-05,0.00074372496588782759,0.00070816993700766344,3.5328656582636389e-05,1.8029849279110703e-10,1.8610255842932451e-05,0.00085007377229317214,1.109417019637856e-06,2.5580827041892212e-13,4.3996090586631566e-10,3.4559083210276613e-08,0.0017905537333438744,9.8103367310760079e-07,5.8603439647223101e-15,4.8593887518867302e-16,9.3073048877245066e-13,3.0484627116512749e-16,3.8542402494483922e-08,9.6444916354000359e-07,3.9419835437498962e-07,3.943570831776947e-07,1.018463883712373e-10,5.6843646975178267e-11,6.4278000643833509e-14,3.53525393545616e-08,1.8189000384074219e-11,4.8051010908916752e-12,1.5538569458176417e-16,1.9470277814500512e-11,9.3961861515406675e-13,1.4516350159902223e-16,2.0461717379656983e-05,2.0883024663375456e-16,7.2520529350492615e-17,1.0870845230888746e-07,1.6078232919629591e-08,3.8317332501242774e-09,1.2666903986257819e-07,4.3473892436831886e-08,1.4509539722000213e-16,1.526464430041302e-13,7.7034492484363865e-14,7.6137359246605461e-14,6.4854364674366592e-16,6.329333923001427e-14,5.1047684726342734e-18,5.9060112613602864e-11,6.6508068536123869e-17,3.1514887262478764e-18,1.1785773305166483e-12,7.8369220516073087e-21,3.3945597942561104e-21,2.5340936408928002e-23,5.5746977785905002e-12,4.8503148889412544e-15,8.893336193377449e-14,1.424867059072503e-11,3.1431554914568955e-15,4.232085058341901e-14,5.3137735042607874e-15,1.211075515718107e-14,1.7603494315159871e-15,9.4493581496093693e-17,5.5761621619487506e-22,1.3559559697568587e-16,2.6649000282638347e-13,9.5402073159231689e-14,3.7876066055056344e-14,6.2924504958941028e-13,5.0547456278220235e-14,8.0872387905263298e-08,6.5407202934480039e-12,8.4203426260959167e-13,6.5407101301257971e-12,2.8439382766940796e-14,1.7604916070938559e-23,1.0201052002746338e-23,2.7799618428392858e-24,1.7658808844764897e-21,1.4229259243039908e-14,7.1891301643464799e-24,5.1385618749797335e-18,8.3621046171864011e-18,1.2448666864255423e-15,1.1586101393928852e-17,2.6438303318392778e-16,1.5584278352389146e-17,1.9911854438710494e-19,4.0801361208971147e-21,8.5903290823095615e-19,3.5231555970768462e-23,2.8249565839531891e-18,6.7383259022431591e-23,2.9835638839530295e-18,4.6919657903577116e-17,1.591839627637419e-21,1.8101528799809401e-19,3.5010464535808997e-22,6.7094300356304447e-09,7.1116584497006829e-13
