Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242)
3.4157933296073196e-09,0.20019019699222634,76.950000000000003,0.0,0.0,0.0,0.76862360077111269,9.4976998671899757,0.0026237012652143687,0.036778907592482792,0.030778951771578099,0.00192138363692937,8.9138373116726606e-09,1.4496099889459941e-05,0.047992178621855355,5.535773966302864e-05,1.3912385796498959e-11,8.5509029429686997e-05,0.00023769069254398284,0.10241204089977041,0.0028799961170339586,2.9241971642569177e-13,7.0019434673162912e-13,3.4272425326208935e-08,6.2270934991827105e-11,1.8204253338588962e-05,0.00010334649782695069,0.0041789370190472366,0.0041877287463904208,1.0841250311093757e-06,6.125195631867339e-07,3.6955306864427037e-12,9.6458924943005532e-05,4.9756130863138366e-08,1.4020187297190429e-08,6.7933169255291863e-07,1.4829990852811933e-07,1.9040493156375754e-08,1.4624091542830207e-06,0.0011779517248406896,1.5904613336322115e-12,5.5225747650848448e-13,1.9979182833437256e-07,3.1599722858053087e-08,3.1802695106370626e-09,2.4910198132760211e-06,7.9101490223530146e-06,1.4052164282430881e-06,1.5211243503159472e-08,1.0642926491549444e-06,6.7940011843037798e-07,3.807963739353132e-07,1.8566188253332084e-10,1.2918750763657558e-08,1.4395298469925687e-08,7.7307005263451371e-08,5.756827182881667e-08,3.0211721176470626e-10,2.4609464618222812e-09,7.0499304501184858e-09,2.3879952994784892e-10,9.4131079255694835e-08,1.1872990210040648e-12,5.2580103213758064e-11,2.9333503613419283e-07,6.4957013261869978e-11,7.5566170085967721e-10,1.1008003260859187e-10,3.0808210785575478e-10,4.6907753271312337e-11,1.2661491300923732e-12,1.4184997580912594e-17,2.9484106558585607e-12,5.80676308114931e-09,5.9994518664352217e-11,4.0691924059392044e-10,3.5995170722867427e-11,5.1582953043226019e-11,0.00022763172911957087,2.4849605725163947e-10,7.1597886690551629e-06,2.482775811182004e-10,2.3004788772698625e-09,4.6911554942601031e-19,2.7182588689879319e-19,5.0838991308434207e-14,3.8063974530199764e-10,2.1036646176611929e-10,1.0500657362352567e-19,7.60098468115492e-14,5.2922752407301633e-13,6.4278808105407981e-10,8.2547228142960959e-13,2.2910073441794871e-10,1.6770018597728641e-10,2.3593496660791162e-12,4.4233688651211749e-14,1.854093910556519e-12,1.7425202632286598e-17,2.6647259001508865e-13,3.4793444637777225e-17,2.0670956942999076e-11,7.5702160632494182e-11,2.5712237340547641e-15,1.4441496911982263e-12,1.8465449035928181e-12,5.2261809930411584e-09,1.0817809176679519e-08
3.48184199224083e-09,0.20019046432378898,76.950000000000003,0.0,0.0,0.0,0.76484833376335548,9.4976637710653833,0.002667428143932408,0.037304602607064238,0.031143335581628035,0.0019442295014993677,9.0411997700843221e-09,1.4427775245673633e-05,0.048793673128303079,5.6148852126561382e-05,1.4077808503677596e-11,8.9680586221886133e-05,0.00024804796256627792,0.10415030481702117,0.0029733366622661066,2.9659866021697005e-13,7.3015738554312644e-13,3.580532295040934e-08,6.5346840027138087e-11,1.8536542920680456e-05,0.00010459764263070738,0.0043232186620092037,0.0043327068987925261,1.1215507756801705e-06,6.3366645374259954e-07,3.7582615261449689e-12,9.9845722924339021e-05,5.1502916789349548e-08,1.4512977029323339e-08,7.3316851166731039e-07,1.5357308798193527e-07,1.9768781436650205e-08,1.5982358815022719e-06,0.0011979793966568086,1.647005832044724e-12,5.7189146328930472e-13,2.0015998468356372e-07,3.1847150527072692e-08,3.1678362576152689e-09,2.5313279018998862e-06,8.0494595366164167e-06,1.5344770077355094e-06,1.5806307951649793e-08,1.1384282948841871e-06,7.214064964754516e-07,4.1252810169532881e-07,1.9218609899665937e-10,1.4006178442776021e-08,1.4708414041263309e-08,8.4541011968385944e-08,6.288149344200672e-08,3.0869147151093625e-10,2.6987130747731604e-09,7.9086092281852043e-09,2.6815215695788619e-10,9.7718258723251839e-08,1.2132274213532711e-12,5.3554085049921285e-11,3.0537049603823304e-07,6.7621897248085216e-11,7.9273705655696609e-10,1.1459616570432184e-10,3.2071383109791313e-10,4.9214555001854355e-11,1.3270985163746717e-12,1.4766598915710935e-17,3.078508475859567e-12,6.0625823023547965e-09,6.1106364884208141e-11,4.2096975016164993e-10,3.6605941648249988e-11,5.2542922269762662e-11,0.00023526840763913202,2.5268415114086707e-10,7.6611751098784543e-06,2.5245831320926499e-10,2.3910384916434339e-09,4.921854363266697e-19,2.8519357951497635e-19,5.553115540495833e-14,4.1789116941138829e-10,2.1857963501964674e-10,1.0910153021628251e-19,7.8977449078433101e-14,5.4969309419120576e-13,6.8689534016867381e-10,8.5741279318034739e-13,2.4239542004866498e-10,1.7785404599372742e-10,2.5022404049617119e-12,4.6911769084455445e-14,1.9622692878216612e-12,1.861995161019915e-17,2.7680136613840822e-13,3.7180736676094242e-17,2.1906987803083168e-11,8.0398486324244506e-11,2.7307351548791421e-15,1.5340222417518005e-12,2.0274221826744903e-12,5.2015483680618592e-09,1.1207074435472881e-08
3.54789065487434e-09,0.20019073633792145,76.950000000000003,0.0,0.0,0.0,0.76109609575556103,9.4976279069377956,0.0027109177772603999,0.037824488767025634,0.031500805268688328,0.0019666416596420704,9.1671530938434761e-09,1.4359869072546583e-05,0.049590880338391395,5.6931211800184942e-05,1.4240090822316425e-11,9.3955113100882871e-05,0.0002586396275572526,0.10588037930269896,0.0030675304915473889,3.0073136858821364e-13,7.6078988445776286e-13,3.7373983196297151e-08,6.8500789527786253e-11,1.8867259660669594e-05,0.00010582515260656596,0.0044691854652474357,0.0044794130947699738,1.159413338004856e-06,6.5506019104897618e-07,3.8206968221301844e-12,0.00010327787818438527,5.3273082547955688e-08,1.5012372449256758e-08,7.8990039657920579e-07,1.5891798681793585e-07,2.0508401450278922e-08,1.7434618441765634e-06,0.0012179145434800523,1.7043189092611575e-12,5.9179232397296942e-13,2.0052744065966792e-07,3.209353048533782e-08,3.155482322831385e-09,2.5714727459987179e-06,8.1882009310706374e-06,1.6725402922880413e-06,1.6410898937219498e-08,1.2159816000405619e-06,7.6494403765355447e-07,4.4612654728158388e-07,1.9879782861916287e-10,1.5158271478143468e-08,1.502240927682229e-08,9.2282848519662612e-08,6.8548210529734875e-08,3.1528420757677389e-10,2.9531334670626631e-09,8.8500812154656347e-09,3.0036290565019162e-10,1.0136668382319342e-07,1.2392335320956894e-12,5.4525752510070625e-11,3.1765763296760225e-07,7.0342488065079664e-11,8.3107925845935946e-10,1.192067054751319e-10,3.3360887813336301e-10,5.1600217589476897e-11,1.3900690292697571e-12,1.5360324445498997e-17,3.2120966689701027e-12,6.3252355635415647e-09,6.2215570647133567e-11,4.3518438568676343e-10,3.7213827972494525e-11,5.3500626056759501e-11,0.00024298442714176761,2.5685295159821475e-10,8.1859122463660838e-06,2.5661969531190305e-10,2.4832661755192749e-09,5.1604399571285787e-19,2.9901826316046961e-19,6.0535496398068922e-14,4.5787150523518893e-10,2.2694594783562286e-10,1.1327259610312988e-19,8.2000384251914776e-14,5.7051409064537104e-13,7.3313682665781826e-10,8.8990839574119506e-13,2.5618473026784849e-10,1.8840299635550438e-10,2.6506919979633091e-12,4.9694038268453013e-14,2.074490578279561e-12,1.9872468977906044e-17,2.8731007278723169e-13,3.9683526856388834e-17,2.3190301715932974e-11,8.5291869822386994e-11,2.8969397019516795e-15,1.6276274341037555e-12,2.2219386455413517e-12,5.1770666115147201e-09,1.1601725499797642e-08
3.6139393175078503e-09,0.20019101294607888,76.950000000000003,0.0,0.0,0.0,0.75736671450269022,9.4975922712679584,0.0027541715996851298,0.03833862539104331,0.031851448172017766,0.001988625600614261,9.2917116821012977e-09,1.4292378223029486e-05,0.05038382618406597,5.770490812371305e-05,1.4399272499115054e-11,9.8332088368394856e-05,0.00026946551026774747,0.10760231450021955,0.0031625531296873917,3.0481831399305125e-13,7.9209137582193439e-13,3.8978390321180837e-08,7.1732466146040064e-11,1.9196413231183271e-05,0.00010702932609165339,0.0046168029182351907,0.0046278145870059639,1.197703758232799e-06,6.7669571204540226e-07,3.8828383840061986e-12,0.00010675480001175819,5.5066323069651769e-08,1.5518287372795442e-08,8.4960405857726618e-07,1.6433367029668627e-07,2.125922788072693e-08,1.8985129556708124e-06,0.0012377577724154243,1.762390529131995e-12,6.1195657370331219e-13,2.0089419674024747e-07,3.2338869215621042e-08,3.1432070962499736e-09,2.6114554050688822e-06,8.3263769172542958e-06,1.8197921431678033e-06,1.7024911819983539e-08,1.297024552155753e-06,8.1002319967828742e-07,4.8165362559687606e-07,2.0549593620032052e-10,1.6377203519722258e-08,1.5337272879611195e-08,1.0055615530190716e-07,7.4582405494817655e-08,3.2189518267661194e-10,3.2249114970290024e-09,9.8802123357293879e-09,3.3563659068797832e-10,1.0507605592945696e-07,1.265316519842552e-12,5.5495140902562036e-11,3.3019682512733187e-07,7.3118868624553268e-11,8.7072643376192547e-10,1.2391179243504674e-10,3.4676761424962818e-10,5.4067111589193538e-11,1.4551197844382603e-12,1.5966190989196335e-17,3.3492369005848848e-12,6.5948419107005231e-09,6.332217626369008e-11,4.4955978613336009e-10,3.7818847368482e-11,5.445609923127954e-11,0.00025077768069424862,2.6100258287168958e-10,8.7345061550316633e-06,2.6076185438670992e-10,2.5771584249736805e-09,5.4071493505597176e-19,3.1331367497198818e-19,6.5864362404372101e-14,5.0071293839542759e-10,2.354651536992135e-10,1.1751964126439725e-19,8.5078563260478086e-14,5.9168880411502876e-13,7.8157344502791906e-10,9.2295642110875933e-13,2.7047707101863499e-10,1.9935410321841586e-10,2.8048038764809463e-12,5.2582358549740119e-14,2.1908268811413117e-12,2.1184402076512773e-17,2.9799785056486289e-13,4.2305110070207415e-17,2.4521708535821283e-11,9.0387067949141755e-11,3.0699989424923567e-15,1.7250472619783797e-12,2.4308248111854184e-12,5.1527345888149867e-09,1.2001691911275248e-08
3.6799879801413605e-09,0.20019129406087033,76.950000000000003,0.0,0.0,0.0,0.75366001922298931,9.4975568606024936,0.0027971910351050171,0.038847071191556136,0.032195350645950971,0.0020101867515332156,9.4148897868438461e-09,1.4225299576888787e-05,0.051172536405490812,5.8470029622852288e-05,1.4555392830832374e-11,0.00010281094867295288,0.00028052537994015497,0.10931616017531126,0.0032583805558626293,3.0885996405646552e-13,8.2406123770367135e-13,4.0618520070205109e-08,7.5041519370210976e-11,1.9524013232488515e-05,0.00010821045805952137,0.0047660368958241861,0.0047778790418257812,1.2364131766957172e-06,6.9856801028252283e-07,3.9446880077505699e-12,0.0001102759042712741,5.6882336684538617e-08,1.6030636576022757e-08,9.123553758232029e-07,1.6981921408573459e-07,2.2021136498237931e-08,2.0638234320313554e-06,0.0012575096860722263,1.8212107673498255e-12,6.3238076645914704e-13,2.0126025343752747e-07,3.2583173156338102e-08,3.1310099731763161e-09,2.6512769307558146e-06,8.4639911790391931e-06,1.9766250026095335e-06,1.7648242853874407e-08,1.3816281490406569e-06,8.5665344911956569e-07,5.1917135955273909e-07,2.1227929931484547e-10,1.766515266781518e-08,1.565299370998099e-08,1.0938506580997467e-07,8.0998162506928136e-08,3.2852416282895179e-10,3.5147576045869721e-09,1.1005126212018299e-08,3.7418717011315529e-10,1.0884607829802211e-07,1.2914755679865405e-12,5.6462284916369868e-11,3.4298843945873322e-07,7.595111934348905e-11,9.1171805912423956e-10,1.287115628702274e-10,3.6019039328647952e-10,5.6617691891227151e-11,1.5223120140412745e-12,1.6584214838634384e-17,3.4899933339571956e-12,6.8715252329361659e-09,6.4426221337322664e-11,4.6409262799804303e-10,3.8421017376261985e-11,5.54093760095785e-11,0.00025864608688424846,2.6513316832949945e-10,9.3074565195823747e-06,2.6488491645635166e-10,2.6727118067849119e-09,5.6622280524785499e-19,3.2809404080061783e-19,7.1530191414286974e-14,5.4655052889789528e-10,2.4413700543767682e-10,1.2184253545157356e-19,8.8211896794887042e-14,6.1321553608709184e-13,8.3226658148910194e-10,9.5655421815069776e-13,2.8528082234604966e-10,2.1071441142269191e-10,2.9646751696953262e-12,5.5578586615486075e-14,2.3113470804237184e-12,2.2557411250607513e-17,3.0886384551533384e-13,4.5048807216814569e-17,2.5902014112645719e-11,9.5688908940878524e-11,3.2500768693080498e-15,1.8263640569738481e-12,2.6548350083878452e-12,5.1285511750456103e-09,1.2406903916563975e-08
3.74603664277487e-09,0.2001915795960434,76.950000000000003,0.0,0.0,0.0,0.74997584058557898,9.4975216715716897,0.002839977496919421,0.039349884280640825,0.032532598069973058,0.0020313304780181485,9.5367015143194365e-09,1.4158630040479204e-05,0.051957036552667937,5.9226663918067907e-05,1.4708490668931088e-11,0.00010739109080615535,0.00029181895399745672,0.11102196571924777,0.0033549891957100181,3.1285678162162473e-13,8.5669869875343188e-13,4.2294339942379449e-08,7.8427566849036739e-11,1.9850069192912679e-05,0.00010936884015453534,0.0049168536544101906,0.0049295745345307711,1.2755328329109615e-06,7.2067213535885511e-07,4.0062474758272416e-12,0.00011384061333970443,5.8720825088927952e-08,1.6549335785925617e-08,9.7822933785121985e-07,1.7537370415821406e-07,2.2794004154693098e-08,2.2398356261337295e-06,0.0012771708825887725,1.8807698103601429e-12,6.5306149467606545e-13,2.0162561129734226e-07,3.2826448701708904e-08,3.1188903542085443e-09,2.690938366917983e-06,8.6010473728567118e-06,2.1434377001962766e-06,1.8280789182836339e-08,1.4698623698735577e-06,9.048432794589489e-07,5.5874183512756737e-07,2.1914680818890759e-10,1.9024299875963746e-08,1.5969560785016979e-08,1.1879419766049187e-07,8.7809655716646899e-08,3.3517091734363753e-10,3.8233881891007963e-09,1.2231207134604244e-08,4.1623785771599668e-10,1.1267645605310712e-07,1.3177098767811309e-12,5.7427218631795581e-11,3.5603283182528632e-07,7.8839318185457102e-11,9.5409496534469986e-10,1.3360614890896961e-10,3.7387755782725657e-10,5.9254498027527008e-11,1.5917090739998239e-12,1.7214411767365443e-17,3.634432711803845e-12,7.1554144249281581e-09,6.5527744776586015e-11,4.7877962493647745e-10,3.9020355404194164e-11,5.6360490007671646e-11,0.00026658758986904948,2.6924483046420446e-10,9.9052564081637214e-06,2.6898900661074377e-10,2.7699229572716467e-09,5.9259300366621736e-19,3.4337407698805302e-19,7.7545500883623002e-14,5.9552216124144304e-10,2.5296125526426051e-10,1.2624114820800662e-19,9.1400295324046842e-14,6.3509259877645918e-13,8.8527809077266542e-10,9.9069915248174391e-13,3.0060433880560706e-10,2.2249094482884635e-10,3.1304047093174217e-12,5.8684573582370037e-14,2.4361198483399421e-12,2.3993169491275548e-17,3.1990720908339965e-13,4.7917964489142695e-17,2.733202031711397e-11,1.0120229617082078e-10,3.4373400272349979e-15,1.9316604870498107e-12,2.894747724902319e-12,5.1045152548752332e-09,1.2817292460853862e-08
3.81208530540838e-09,0.2001918694664695,76.950000000000003,0.0,0.0,0.0,0.74631401069811765,9.4974867008873041,0.0028825323881172065,0.039847122175843137,0.032863274858714889,0.0020520620848264153,9.6571608264551385e-09,1.4092366546517576e-05,0.052737351987043234,5.9974897733382206e-05,1.485860442418437e-11,0.000112071873447034,0.00030334589969166883,0.11271978015205372,0.0034523559135568927,3.1680922479635968e-13,8.9000284294814772e-13,4.4005809450227485e-08,8.1890195682370695e-11,2.0174590569310282e-05,0.00011050476072599249,0.0050692198281557235,0.0050828695447800347,1.3150540645996192e-06,7.4300319236592698e-07,4.067518557302222e-12,0.00011744835604192637,6.0581493312352631e-08,1.7074301671077279e-08,1.0472999927028932e-06,1.8099623669206986e-07,2.3577708778317238e-08,2.4269998576977032e-06,0.0012967419556573249,1.9410579542788448e-12,6.7399538887055782e-13,2.0199027089810951e-07,3.3068702201923689e-08,3.1068476451900985e-09,2.7304407496903078e-06,8.7375491279223662e-06,2.3206352560160058e-06,1.892244883686376e-08,1.5617961482263221e-06,9.5460022968861049e-07,6.004271575518039e-07,2.260973655770246e-10,2.0456827393338718e-08,1.6286963277926572e-08,1.2880864330273453e-07,9.5031137654331291e-08,3.4183521880900202e-10,4.1515249949753597e-09,1.3565102775484546e-08,4.6202122651390358e-10,1.16566896173477e-07,1.3440186634174614e-12,5.8389975530962812e-11,3.6933034719722943e-07,8.178354070162941e-11,9.978993405210332e-10,1.3859567859121244e-10,3.8782943938884865e-10,6.1980154383179012e-11,1.6633764488867535e-12,1.7856797039409974e-17,3.7826244364859053e-12,7.446643546711489e-09,6.6626784807126961e-11,4.9361752739551199e-10,3.9616878730079569e-11,5.7309474251689444e-11,0.0002746001594109977,2.7333769089692378e-10,1.0528392063982257e-05,2.7307424901227043e-10,2.8687885811485691e-09,6.1985177628890824e-19,3.5916899159169806e-19,8.3922877488372329e-14,6.4776849288932339e-10,2.6193765482174276e-10,1.3071534888943328e-19,9.4643669110736346e-14,6.5731831504724969e-13,9.40670283115326e-10,1.0253886063407384e-12,3.1645594986294792e-10,2.3469070664592613e-10,3.3020910342280789e-12,6.1902165083453874e-14,2.5652136486158314e-12,2.549336208364226e-17,3.311270980748578e-13,5.0915952668800141e-17,2.8812525065744531e-11,1.0693221199266031e-10,3.6319576436880829e-15,2.0410195549868056e-12,3.1513659662229386e-12,5.0806257224766586e-09,1.3232789181420024e-08
3.87813396804189e-09,0.20019216358812852,76.950000000000003,0.0,0.0,0.0,0.74267436309454293,9.4974519453404582,0.0029248571013645421,0.040338841805965281,0.033187464471868947,0.0020723868164845001,9.7762815422625399e-09,1.4026506053858183e-05,0.053513507883098679,6.0714816905106313e-05,1.5005772071244727e-11,0.00011685261885575791,0.00031510583571254749,0.11440965212568238,0.0035504580047853711,3.2071774699928786e-13,9.2397261422098606e-13,4.5752880373191283e-08,8.5428963678721065e-11,2.0497586747570602e-05,0.00011161850486196899,0.0052231024252686643,0.0052377329520195155,1.3549683067191373e-06,7.6555634134162082e-07,4.1285030079582681e-12,0.00012109856758747433,6.2464049684784238e-08,1.7605451832378694e-08,1.1196403966371626e-06,1.8668591796990778e-07,2.4372129368248172e-08,2.6257742394286154e-06,0.0013162234945492467,2.00206560381642e-12,6.9517911726646012e-13,2.0235423284983089e-07,3.3309939963314003e-08,3.0948812571625482e-09,2.7697851075470545e-06,8.873500046458428e-06,2.5086286808667725e-06,1.957312072790062e-08,1.657497346965966e-06,1.0059309033820226e-06,6.4428940863477806e-07,2.3312988663962149e-10,2.1964917247179535e-08,1.6605190517422126e-08,1.3945396044663088e-07,1.0267692782552219e-07,3.4851684307891124e-10,4.4998945057340152e-09,1.501372664871438e-08,5.1177930330172838e-10,1.2051710747886294e-07,1.3704011620984817e-12,5.9350588508104865e-11,3.8288131983484728e-07,8.4783860071506451e-11,1.0431747317315521e-09,1.4368027593755835e-10,4.0204635861033759e-10,6.4797370314863139e-11,1.7373817545051063e-12,1.8511385417942253e-17,3.9346406486518053e-12,7.745351980545007e-09,6.7723378983429755e-11,5.0860312225074379e-10,4.0210604502281758e-11,5.8256361188027834e-11,0.00028268179090012763,2.7741187038160249e-10,1.1177342708929952e-05,2.7714076690104911e-10,2.96930545039886e-09,6.480262188785876e-19,3.7549448507111685e-19,9.0674967053066612e-14,7.0343290119543534e-10,2.7106595522562649e-10,1.3526500668434394e-19,9.7941928227215206e-14,6.7989101833467307e-13,9.9850591141053452e-10,1.0606199784686571e-12,3.3284396028479681e-10,2.4732067975240671e-10,3.4798323950141368e-12,6.5233201353117821e-14,2.6986967397343367e-12,2.7059686258952367e-17,3.4252267461718947e-13,5.4046166430153642e-17,3.034432234568448e-11,1.128837217018583e-10,3.8341017632074124e-15,2.1545245968187848e-12,3.4255176247638015e-12,5.0568814814458505e-09,1.3653326401233768e-08
3.9441826306754e-09,0.20019246187809475,76.950000000000003,0.0,0.0,0.0,0.73905673272289096,9.4974174017995647,0.0029669530190919572,0.04082509951680921,0.033505249424025468,0.0020923098579137618,9.8940773392326493e-09,1.3961045547269431e-05,0.054285529229931004,6.1446506390504217e-05,1.5150031153174904e-11,0.0001217326145179204,0.00032709833375742139,0.11609162992716593,0.0036492731883288514,3.2458279700558e-13,9.5860682097930736e-13,4.7535497004927414e-08,8.9043400580208349e-11,2.0819067043152065e-05,0.00011271035442289699,0.0053784688243354245,0.0053941340309581042,1.3952670905100979e-06,7.8832679673151803e-07,4.1892025704085691e-12,0.00012479068950749719,6.4368205804059829e-08,1.81427047938588e-08,1.1953225663518718e-06,1.9244186427947498e-07,2.5177145988987551e-08,2.8366244995418098e-06,0.0013356160841403496,2.0637832712089066e-12,7.1660938542374825e-13,2.0271749779311893e-07,3.3550168248528268e-08,3.0829906063187633e-09,2.8089724613641912e-06,9.0089037039146887e-06,2.7078347737793791e-06,2.023270464561935e-08,1.757032734968363e-06,1.0588409881673425e-06,6.903906052448444e-07,2.4024329882127017e-10,2.3550749765734007e-08,1.6924231987098038e-08,1.5075616222573225e-07,1.1076140151363744e-07,3.5521556925968783e-10,4.8692273472957548e-09,1.6584260316474361e-08,5.6576365425743889e-10,1.2452680061649155e-07,1.396856624110133e-12,6.0309089879649746e-11,3.9668607347045664e-07,8.7840347143353674e-11,1.089966045275039e-09,1.4886006101780123e-10,4.1652862544029571e-10,6.7708940178719325e-11,1.8137947382122158e-12,1.9178191173914126e-17,4.0905563042340025e-12,8.0516845846470566e-09,6.8817564200330262e-11,5.2373323244939949e-10,4.0801549740837723e-11,5.9201182693298998e-11,0.00029083050536438338,2.8146748880932882e-10,1.1852580359828301e-05,2.8118868260022975e-10,3.071470403163281e-09,6.7714427726140731e-19,3.9236675044951309e-19,9.7814464662191534e-14,7.626614288782433e-10,2.8034590710698347e-10,1.3988999063418067e-19,1.0129498257070431e-13,7.028090525675389e-13,1.0588481585269853e-09,1.0963906839876317e-12,3.4977665052153383e-10,2.6038782700997945e-10,3.6637267584045148e-12,6.867951731012342e-14,2.8366371781103953e-12,2.8693850851188159e-17,3.5409310612052087e-13,5.7312023653490233e-17,3.192820223934565e-11,1.1906197761116071e-10,4.0439473858842818e-15,2.272259280239958e-12,3.7180558602666451e-12,5.0332814447214138e-09,1.4078837122631044e-08
4.01023129330891e-09,0.20019276425452198,76.950000000000003,0.0,0.0,0.0,0.73546095593319527,9.4973830672083057,0.0030088215135806494,0.04130595107687586,0.033816711294429175,0.0021118363350509563,1.0010561754720015e-08,1.389598203721202e-05,0.055053440832816859,6.2170050276390103e-05,1.5291418785940978e-11,0.00012671111474067258,0.00033932292006303669,0.11776576148173869,0.0037487795992982745,3.2840481899237422e-13,9.9390414051337858e-13,4.935359639463405e-08,9.2733009255535463e-11,2.113904070163028e-05,0.00011378058807487041,0.0055352867707074149,0.0055520424470904038,1.4359420425568337e-06,8.1130982685805902e-07,4.2496189742094702e-12,0.00012852416959212428,6.6293676503519914e-08,1.8685979993534435e-08,1.274417433650875e-06,1.9826320181478034e-07,2.5992639764749785e-08,3.0600238009253757e-06,0.0013549203049364324,2.1262015751557281e-12,7.3828293586972369e-13,2.0308006639824923e-07,3.3789393276711696e-08,3.0711751139564525e-09,2.8480038244812265e-06,9.1437636491873918e-06,2.9186759171233567e-06,2.0901101253097258e-08,1.860467965580183e-06,1.1133352755374932e-06,7.3879265895140347e-07,2.474365417296185e-10,2.521650214203924e-08,1.724407732480114e-08,1.6274170711303812e-07,1.1929897879968668e-07,3.6193117969689357e-10,5.2602577011069346e-09,1.8284155341373829e-08,6.2423546160831988e-10,1.2859568804772348e-07,1.4233843178893151e-12,6.1265511394107746e-11,4.1074492148908836e-07,9.095307047434841e-11,1.1383195455095197e-09,1.5413515001896423e-10,4.3127653932274042e-10,7.0717743270138885e-11,1.8926872770525058e-12,1.9857228094616909e-17,4.2504492496957065e-12,8.3657918435870847e-09,6.9909376704304712e-11,5.3900471665840522e-10,4.1389731338558806e-11,6.0143970084086763e-11,0.00029904434946787206,2.8550466521270504e-10,1.2554569656903218e-05,2.8521811752133357e-10,3.1752803426455942e-09,7.0723474672487665e-19,4.0980247296482688e-19,1.0535410496325597e-13,8.2560272813472332e-10,2.8977726065494574e-10,1.4459016965336729e-19,1.0470274187873911e-13,7.2607077209139053e-13,1.1217606247942916e-09,1.1326981542809482e-12,3.6726227708166798e-10,2.7389909157048189e-10,3.8538718116098037e-12,7.2242942638870191e-14,2.9791028211987061e-12,3.0397575958226375e-17,3.6583756523890077e-13,6.0716964747257984e-17,3.3564950948860431e-11,1.2547222323659798e-10,4.2616726095398164e-15,2.3943076029872335e-12,4.0298594922395741e-12,5.0098245345046334e-09,1.4509255021037735e-08
4.0762799559424195e-09,0.20019307063663017,76.950000000000003,0.0,0.0,0.0,0.73188687046546141,9.4973489385836718,0.0030504639470480591,0.041781451683020138,0.034121930736656314,0.0021309713154635491,1.01257481873159e-08,1.3831312559618507e-05,0.055817267314764524,6.2885531787657765e-05,1.5429971662867719e-11,0.00013178734220193979,0.00035177907690027915,0.11943209435593306,0.0038489557817358859,3.3218425258383171e-13,1.029863123298316e-12,5.1207108582544624e-08,9.6497266861568024e-11,2.1457516899253463e-05,0.00011482948132267981,0.0056935243729395136,0.0057114282522657163,1.476984883861525e-06,8.3450075339732843e-07,4.3097539359721891e-12,0.00013229846182824385,6.8240179819858683e-08,1.923519777433024e-08,1.3569948024918946e-06,2.0414906657786198e-07,2.6818492873721199e-08,3.2964525571883622e-06,0.0013741367330989873,2.1893112397644509e-12,7.6019654773260107e-13,2.0344193936423724e-07,3.4027621223690542e-08,3.0594342064320553e-09,2.8868802027625217e-06,9.2780834048362956e-06,3.1415798695528333e-06,2.1578212082403016e-08,1.9678675567668595e-06,1.1694176809360254e-06,7.8955733683446569e-07,2.5470856701501839e-10,2.6964347038778555e-08,1.7564716321993825e-08,1.7543748860712993e-07,1.2830411380752182e-07,3.6866345996196102e-10,5.6737227277099626e-09,2.0121134985959633e-08,6.8746559137985276e-10,1.3272348403480022e-07,1.4499835290884436e-12,6.2219884241766195e-11,4.2505816710786212e-07,9.4122096370435636e-11,1.1882828523301635e-09,1.59505655312844e-10,4.4629038938174029e-10,7.382674367800012e-11,1.9741333737619341e-12,2.0548509492181167e-17,4.4144002954305836e-12,8.687830015135134e-09,7.09988521045381e-11,5.5441446891752179e-10,4.1975166062121582e-11,6.1084754126511602e-11,0.00030732139549757164,2.8952351777026436e-10,1.3283767704108895e-05,2.8922919216962217e-10,3.2807322360340252e-09,7.3832727056009962e-19,4.2781882922504523e-19,1.1330665266903486e-13,8.9240800348349166e-10,2.9935976565884783e-10,1.4936541254917324e-19,1.0816511574439647e-13,7.4967454159226299e-13,1.1873073156557276e-09,1.1695398368740202e-12,3.8530907289849208e-10,2.8786139717620956e-10,4.0503649665687215e-12,7.5925301868908469e-14,3.126161330536687e-12,3.217259260753039e-17,3.7775522983189241e-13,6.4264451979378841e-17,3.5255350820359404e-11,1.3211979759008698e-10,4.4874587755244371e-15,2.520753891199621e-12,4.3618334052123487e-12,4.9865096821799855e-09,1.4944514438751258e-08
