Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282),S(4155),S(4335),S(4374),S(4387),S(4887),C7H10(297),C7H10(987),C7H10(986),S(4381),S(4372),S(4886),S(3690),S(1588),S(206),S(2669),C7H9(279),S(6788)
0.0,0.1599867537805916,76.950000000000003,0.0,0.0,0.0,1.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1677474143777637e-20,0.1599867537805916,76.950000000000003,0.0,0.0,0.0,0.99999999999999922,9.5,3.8410523615381481e-17,3.9434499526114057e-16,3.9434497073832693e-16,4.3628377345708953e-26,4.3625987994156722e-26,2.9496347836721384e-18,3.7759978421399269e-26,3.4071346575645447e-26,7.3153146432220754e-38,1.8438743773415565e-42,7.9263237157502098e-31,3.0526705607833404e-26,2.3256188341103997e-29,1.1424595601663846e-37,4.5723822310342741e-43,6.0890848851480179e-47,5.4941364373608881e-59,1.1725467466470445e-42,4.3126779165665721e-31,9.0117758178426923e-42,9.0117758187103602e-42,7.7861599152403269e-52,8.9049146660868269e-53,1.6400697547706313e-51,3.6401986407609712e-31,6.2902516239060916e-41,3.5970333612292764e-42,2.7509672360681851e-94,2.1651489307116385e-52,3.7283873365208837e-47,2.6773099897497243e-94,2.9527944174268346e-28,1.1977042774806468e-62,1.1976958829664065e-62,1.5255594831422736e-39,4.7141671748301068e-40,1.1916876147581794e-31,1.5255481926966889e-39,2.8785096375386121e-50,2.6773099897497222e-94,1.6344274959697352e-56,1.427434001546237e-58,1.2837068135481e-66,5.8024441656149303e-78,1.3982196112251915e-47,1.572146796982215e-88,2.0418332478310483e-37,1.6347068671104844e-70,4.2380117741926859e-91,9.2287660520289562e-48,4.1132183116341884e-102,1.7188062044456858e-95,6.6443938018474745e-105,7.7356890277052195e-66,5.1142848294283943e-50,1.7788027087252368e-68,3.852671917824519e-48,2.1312027989789494e-58,7.0767004938021446e-41,3.3287025129016374e-58,2.0033318870136845e-59,7.8293114545386546e-51,3.5450878050731849e-53,1.1103886491455324e-69,1.0415743224879315e-52,2.5176751374302153e-58,2.277148079385821e-76,4.6549706822738718e-59,1.3680197971967035e-43,2.174345233198085e-77,2.4556884165976373e-23,1.0630416553985397e-41,6.415153741106974e-40,1.0630416553985262e-41,2.5307664480625026e-71,2.8370512037132334e-62,1.31275570693718e-62,1.4296537579242961e-103,2.311243192122133e-110,5.291215082240945e-50,2.9164926784996075e-60,8.1541995948109746e-60,4.7803434040254647e-84,5.2565224395601978e-51,6.1195936748268542e-92,1.7206125185421043e-65,9.9646757348808562e-77,2.9115725960729197e-86,8.6094639275240201e-87,1.7003853766160794e-76,1.8496434584356191e-64,5.84332193849024e-93,1.8496498627051547e-64,1.0077301238292847e-86,6.5243137148153661e-71,2.187999142694809e-82,1.0536040148175149e-79,2.7574047093079439e-87,1.3258441693863825e-27,1.1056506240977878e-66,1.4089400629485796e-57,2.3236236485051579e-69,3.0785192200634688e-89,9.8213955590468518e-86,4.3722855106691722e-93,5.218443518634662e-96,5.597215190004876e-101,1.7701797873425376e-53,5.0532148664524953e-54,5.0532148664524953e-54,1.808536028557828e-96,4.8143071631295323e-99,1.8156422992239334e-102,4.923257574230468e-88,1.7991193245115528e-91,1.1397122879339691e-41,6.3045488284778833e-52,2.9623643015357349e-49,6.3045830817699072e-52
6.069692760257739e-20,0.1599867537805916,76.950000000000003,0.0,0.0,0.0,0.99999999999999778,9.5,1.0754946612306725e-16,1.1041659864794637e-15,1.1041659179259534e-15,2.6351539913080433e-25,2.6348701828123607e-25,8.2589771621197824e-18,2.2807026431558041e-25,2.0579093202298117e-25,8.6844127616404007e-37,2.1890476710578672e-41,4.7874995234350629e-30,1.8438129754641726e-25,1.4046737755354595e-28,1.3561595542682799e-36,5.4283204369492267e-42,7.2289615742323615e-46,1.2290163257478614e-57,1.3920474677149253e-41,2.604857461274642e-30,1.0698780248784883e-40,1.0698780250725818e-40,1.7417327341337657e-50,1.9919937740844605e-51,1.947090722750886e-50,2.1986799275109602e-30,7.4677861451855528e-40,4.2703978770753485e-41,2.9313690644241355e-92,4.8433514113943623e-51,4.4263412903777783e-46,2.8528815526873702e-92,1.7834877862918514e-27,4.9423513462063757e-61,4.9422881549812013e-61,1.8111441318208052e-38,5.596659002182e-39,7.1977928175822106e-31,1.8111307278002493e-38,6.4391106247454029e-49,2.8528815526873675e-92,3.6561487346338679e-55,2.2714022058804183e-57,5.2972520310452091e-65,4.3679350746171095e-76,1.6599662826672327e-46,2.1459725989880378e-86,1.2332672814106714e-36,4.8456754007791041e-69,5.7848651023260842e-89,1.0956391047732847e-46,1.0147272941241209e-99,2.3461619791746756e-93,1.6391660495056089e-102,3.1921535949741676e-64,6.0716787476871593e-49,7.3402787696337252e-67,4.5738920992995788e-47,4.7674153362976585e-57,4.2743270973434939e-40,7.4461742119821836e-57,4.4813732937068474e-58,9.2949585603881132e-50,4.2087413417642157e-52,4.5819763301675903e-68,1.236556273924679e-51,4.2506936218719781e-57,1.7141801395542737e-74,1.0412982769853655e-57,1.6241116963435826e-42,1.636792728566706e-75,6.8759281969994956e-23,1.2620429287133679e-40,3.8747531584227804e-39,1.2620429287133375e-40,1.0443278147345244e-69,6.3460392009714173e-61,2.9364552185104064e-61,3.5269380161134549e-101,4.3713207138532731e-108,6.2817305431759434e-49,6.089425240014861e-59,1.8240601458913697e-58,3.5985229967230619e-82,6.2405434389555321e-50,8.3532147419448693e-90,3.8489413781865338e-64,4.1119513876927942e-75,2.1917592006395205e-84,6.4809892887602186e-85,7.016687864938069e-75,4.1375542274928746e-63,7.9761052073306334e-91,4.1375806546641669e-63,7.5859405102222774e-85,2.0479908279877292e-69,1.2581480100548635e-80,4.3477267835967582e-78,1.5855757160057412e-85,8.0080718003586411e-27,4.5624980552587252e-65,3.151742562603944e-56,9.5884736878653371e-68,2.3174325949784231e-87,7.3936755650342662e-84,5.9684451094523323e-91,7.126301538717364e-94,1.3808964419351424e-98,2.1015573723270245e-52,5.9991764861965828e-53,5.9991764861965828e-53,2.4687723342774563e-94,6.5738365887505102e-97,4.479395396241915e-100,3.7061054274336619e-86,2.4557889760391686e-89,1.3530664203111964e-40,1.4102914388145653e-50,3.5169188233045431e-48,1.410305573381296e-50
1.3873583452017688e-19,0.1599867537805916,76.950000000000003,0.0,0.0,0.0,0.99999999999999478,9.5,2.4582735113843522e-16,2.5238079679093007e-15,2.5238078117357581e-15,1.2687132126540494e-24,1.2684345148414499e-24,1.8877660990366537e-17,1.0980600922492364e-24,9.907947390110472e-25,8.5257116025560185e-36,2.1492199897331785e-40,2.3049749352230919e-29,8.877165342023588e-25,6.7628995655849495e-28,1.3311288493064708e-35,5.3295323106813924e-41,7.0974373377409694e-45,2.4283290541147402e-56,1.3667203951880275e-40,1.2541267376402056e-29,1.0504125886587751e-39,1.0504125890422708e-39,3.4413699679587547e-49,3.9358439441580456e-50,1.9116650268109804e-49,1.0585696874703031e-29,7.3319154864063853e-39,4.1927016847831447e-40,6.6711101298246365e-90,9.5696456062016565e-50,4.3458077972752881e-45,6.4924909170598369e-90,8.5867255383679896e-27,1.9551372687664299e-59,1.9550873063900285e-59,1.7781918651969919e-37,5.494832428875541e-38,3.465427020381071e-30,1.7781787050425888e-37,1.2722596240062361e-47,6.4924909170598255e-90,7.2239329350976649e-54,3.4517500059179138e-56,2.0955401405544058e-63,3.4535947862186099e-74,1.6297646555282257e-45,3.390110621026191e-84,5.9376510805036688e-36,1.4715248577238644e-67,9.1386687014545527e-87,1.0757049681613903e-45,3.2031922482356284e-97,3.7063608118225881e-91,5.1743596914999892e-100,1.2627840930068349e-62,5.9612097715702524e-48,2.9037409225475967e-65,4.4906743826371638e-46,9.4196089937745679e-56,2.0579045022282332e-39,1.4712384757810809e-55,8.8544384339322806e-57,9.1258454362459376e-49,4.1321949542923513e-51,1.8125199868166275e-66,1.2140566689227487e-50,6.8458990690726334e-56,1.3553505217150963e-72,2.0574297280208579e-56,1.5945595142663691e-41,1.294162632787199e-73,1.5716410279907617e-22,1.239080967347691e-39,1.8655271560393119e-38,1.2390809673476306e-39,4.1312565765209315e-68,1.2537273604225986e-59,5.8013925001066436e-60,1.1133458394609314e-98,1.9855165977136453e-105,6.1674402923371502e-48,1.0497995824626403e-57,3.6040281744939849e-57,2.8452435762059393e-80,6.1270025515514964e-49,1.3196030374911707e-87,7.6048595556177701e-63,1.626647116130913e-73,1.732958136304161e-82,5.1243228887255665e-83,2.7757319388450508e-73,8.1750052588360216e-62,1.2600289819880129e-88,8.1751098001191277e-62,5.9979744734015542e-83,6.591375852762391e-68,8.0835646458848207e-79,1.7199177549617057e-76,1.018730568736052e-83,3.8555143707422722e-26,1.8048786805328425e-63,6.2273121870229643e-55,3.7930835373694016e-66,1.8323245615206763e-85,5.8460570626321333e-82,9.4288342880997755e-89,1.1267869293685398e-91,4.3591512486404025e-96,2.0633213393877774e-51,5.8900266182440637e-52,5.8900266182440637e-52,3.9001426551594688e-92,1.0392295075988331e-94,1.4140352253314335e-97,2.9303061396239603e-84,3.8795445453274611e-87,1.3284486182514485e-39,2.7864510275356944e-49,3.4529315958861004e-47,2.7865069411633094e-49
2.9481364835537587e-19,0.1599867537805916,76.950000000000003,0.0,0.0,0.0,0.99999999999998879,9.5,5.2238312116915699e-16,5.3630919267426306e-15,5.3630915970935744e-15,5.5408039171269899e-24,5.5383390313072631e-24,4.0115024932268281e-17,4.7955164303190926e-24,4.3270608145509508e-24,7.5396569192822906e-35,1.9009607455218537e-39,1.0066431105394392e-28,3.8768909418362228e-24,2.9535359151789988e-27,1.1767344503683747e-34,4.7138667081960058e-40,6.277602943979071e-44,4.3210814402776212e-55,1.208848599245389e-39,5.4771009489002244e-29,9.2907803831147429e-39,9.2907803899388489e-39,6.1237325289900477e-48,7.0036237435476326e-49,1.6908457277441779e-48,4.623051475382505e-29,6.4849940207045034e-38,3.7083966718551929e-39,1.1273881184023046e-87,1.7028670877646195e-48,3.8438171958955256e-44,1.0972022611357466e-87,3.7500482617060775e-26,6.9776903619166923e-58,6.9773332664307473e-58,1.5727902411978548e-36,4.8601160473397941e-37,1.5134426886294723e-29,1.5727786011769133e-36,2.2639175697731174e-46,1.0972022611357423e-87,1.2854599643087057e-52,5.2262865220778975e-55,7.4788332900601986e-62,2.4684849406806635e-72,1.4415082314255014e-44,4.8494423142764954e-82,2.5931282204172077e-35,4.4564805875755812e-66,1.3072566547505196e-84,9.5144885888759965e-45,9.1671246350560299e-95,5.3018279970803031e-89,1.4808352636175823e-97,4.5067858408306454e-61,5.272621773964352e-47,1.0363242502874422e-63,3.971950630364862e-45,1.676168972771584e-54,8.9874096129794245e-39,2.6179900103548992e-54,1.5756000036444976e-55,8.0717069473271516e-48,3.6549290017733262e-50,6.4682947565215429e-65,1.0738165046498671e-49,1.0809332734436726e-54,9.6874763605718676e-71,3.6610855810512075e-55,1.4103645313236761e-40,9.250131058269666e-72,3.339738453414115e-22,1.0959526140617769e-38,8.1472498815276839e-38,1.0959526140616702e-38,1.4744158382295239e-66,2.230429616186669e-58,1.0321308729320233e-58,3.1862321849171272e-96,6.7238672230910186e-103,5.4550310856955585e-47,1.4856292149862229e-56,6.4131494997001548e-56,2.0336606324888471e-78,5.4192643658900518e-48,1.8876486495553824e-85,1.3532441233172729e-61,5.8053882950169554e-72,1.238646072659411e-80,3.6626510687704309e-81,9.9063901123453875e-72,1.4546610919904384e-60,1.8024299297614419e-86,1.4546984006149333e-60,4.2871005171986018e-81,2.0827309111956701e-66,5.1097765155237375e-77,6.1382662766673304e-75,6.4396094301144769e-82,1.6837802727162177e-25,6.4414825359998745e-62,1.1081169303368085e-53,1.3537093175307748e-64,1.3096693984614922e-83,4.1785151518161383e-80,1.3487606157960282e-86,1.6146576288190461e-89,1.2475301113252322e-93,1.8249840900075455e-50,5.2096610755229839e-51,5.2096610755229839e-51,5.5790811264303644e-90,1.4886074355698261e-92,4.0467775396132282e-95,2.0944603267183339e-82,5.549561528244906e-85,1.1749977287834045e-38,4.9581719820387135e-48,3.0540786089450819e-46,4.9583715244028529e-48
6.069692760257738e-19,0.1599867537805916,76.950000000000003,0.0,0.0,0.0,0.9999999999999768,9.5,1.0754946612305433e-15,1.1041659828311051e-14,1.1041659158762041e-14,2.3131765616692666e-23,2.3111054024156783e-23,8.2589737957723647e-17,2.0020333096243439e-23,1.8064626149417008e-23,6.3354535324494311e-34,1.5978720522160705e-38,4.2025368218459494e-28,1.6185253280049786e-23,1.2330431021191268e-26,9.880514103774137e-34,3.9622145352140787e-39,5.2767035193989397e-43,7.2881341845778313e-54,1.0161098966953754e-38,2.2865818267382056e-28,7.8094607098416533e-38,7.8094607213515011e-38,1.0328565055659809e-46,1.1812634224577082e-47,1.4212571440467368e-47,1.9300326007864296e-28,5.4510245308031416e-37,3.1171300302484476e-38,1.6507445385795629e-85,2.8721335059959925e-47,3.2309589745521028e-43,1.6065457944104133e-85,1.5655710165367023e-25,2.3575662378215106e-56,2.357324753841068e-56,1.3220244167127773e-35,4.085218684329921e-36,6.3183224944299181e-29,1.3220146325512587e-35,3.8184263484875038e-45,1.6065457944104013e-85,2.1681150900956688e-51,8.049015963205619e-54,2.5269283130944959e-60,1.6694372814556885e-70,1.2116742737409893e-43,6.561999034857228e-80,1.0825799841053932e-34,1.3719260416435171e-64,1.7689079178125398e-82,7.9975008913549039e-44,2.4813882864774594e-92,7.1741428582265707e-87,4.0083749704682936e-95,1.5227404750818512e-59,4.4319550210509014e-46,3.501503666614985e-62,3.3386638230309231e-44,2.8271035653527157e-53,3.7520665890822083e-38,4.415621964508745e-53,2.6574796784552778e-54,6.7847560559495747e-47,3.0722710895445794e-49,2.1851795307532587e-63,9.0260264593302814e-49,1.7083746576136527e-53,6.551641646023621e-69,6.1749536129168375e-54,1.1854874513826198e-39,6.2558649994382815e-70,6.8759373396274703e-22,9.212134185391264e-38,3.4013186806927462e-37,9.2121341853894599e-38,4.9817159269321334e-65,3.7602214218385381e-57,1.7401787435894916e-57,8.6244897201224211e-94,1.9712763637700397e-100,4.5852823033538834e-46,1.7741557467874808e-55,1.0816626004138051e-54,1.3753649869168116e-76,4.5552182265286975e-47,2.5542616409276581e-83,2.2824440015582111e-60,1.9615096853563953e-70,8.3769701773665787e-79,2.4770517922423975e-79,3.347145312954484e-70,2.4533722923282635e-59,2.4389483955824903e-84,2.4534983401620095e-59,2.899367021744978e-79,6.5832814236801175e-65,3.230270407531709e-75,2.073982778805872e-73,4.0709741614754453e-80,7.0292493944649379e-25,2.1764305035827357e-60,1.8690011656075452e-52,4.5737747249589985e-63,8.8573061429888138e-82,2.8258829027663167e-78,1.8250298954330365e-84,2.1924776444124369e-87,3.3767848807120825e-91,1.534008639820714e-49,4.3790327511775514e-50,4.3790327511775514e-50,7.5493299447247256e-88,2.0197454933319873e-90,1.0953721525800478e-92,1.4164845674745127e-80,7.5093619090518247e-83,9.8765633973780613e-38,8.3621123419762031e-47,2.5671366144039154e-45,8.3627864869874064e-47
1.2312805313665699e-18,0.15998675378059163,76.950000000000003,0.0,0.0,0.0,0.99999999999995293,9.5,2.181717741353088e-15,2.2398795567111909e-14,2.2398794245910292e-14,9.4500810025617199e-23,9.4331140740992298e-23,1.6753910457539315e-16,8.1789560475082002e-23,7.3799884254697159e-23,5.1907758689399779e-33,1.3100320537073336e-37,1.7168734117638127e-27,6.6122014333568651e-23,5.0373833879028281e-26,8.0832351159474205e-33,3.2483407537737003e-38,4.326160335503461e-42,1.1970778178321286e-52,8.3306797321963618e-38,9.3414328352382128e-28,6.4026676952380335e-37,6.4026677141429777e-37,1.6964682961791081e-45,1.9402284260865032e-46,1.1652315386797991e-46,7.8848097801610314e-28,4.4690731898834542e-36,2.5556101829592352e-37,2.2572535136247071e-83,4.7174854973615598e-46,2.6489337567739868e-42,2.1968154699178259e-83,6.3958658789271492e-25,7.7509145374451867e-55,7.7493262365322189e-55,1.0838745902957948e-34,3.3493063123159337e-35,2.5812386053736779e-28,1.083866568612063e-34,6.2717717036037315e-44,2.196815469917793e-83,3.5611321736807591e-50,1.2594602031919964e-52,8.3079846301936853e-59,1.0982112365648549e-68,9.934033623714085e-43,8.6352188993932489e-78,4.4226924551705151e-34,4.2911380289261585e-63,2.3277825860289467e-80,6.5568343233994977e-43,6.5314198077519691e-90,9.440766431625457e-85,1.055069858235493e-92,5.006433566973115e-58,3.6335823958351816e-45,1.1512166437401205e-60,2.7372382996769802e-43,4.643524777217285e-52,1.5328416229845551e-37,7.2526695717516814e-52,4.3649182787843345e-53,5.5625529485961068e-46,2.51896963223052e-48,7.1823475345734622e-62,7.4000026385902293e-48,2.7121938339767961e-52,4.3098843548389253e-67,1.014237218030035e-52,9.7191961229601127e-39,4.1153128515667205e-68,1.3948351253518617e-21,7.5526512288762594e-37,1.3895514890777191e-36,7.5526512288732977e-37,1.6378779171747833e-63,6.1705184691940447e-56,2.8560802570236568e-56,2.270048175290982e-91,5.3942986088602633e-98,3.759291440164522e-45,1.8352164452742443e-54,1.7766051625193805e-53,9.0476012766063211e-75,3.734643103402281e-46,3.3612613434115959e-81,3.7489211041890146e-59,6.4490159340497226e-69,5.5106518219621607e-77,1.6294862221462178e-77,1.1004681408528489e-68,4.0292566371797982e-58,3.2095157690373643e-82,4.0296709919190916e-58,1.9072989769069881e-77,2.0900092105796429e-63,2.050885405774459e-73,6.8188103992188716e-72,2.5846650651379969e-78,2.8715128433817457e-24,7.1556216621431828e-59,3.0698400163192872e-51,1.503689265806851e-61,5.8266392703809161e-80,1.858880810006455e-76,2.4015140476091667e-82,2.905183266215253e-85,8.8877997435781244e-89,1.2576722236153135e-48,3.5901935065255569e-49,3.5901935065255569e-49,9.9344722390593359e-86,2.6721752389918808e-88,2.8830526665681055e-90,9.3181090573680032e-79,9.8818947617577873e-81,8.0974025663078543e-37,1.3732924375074921e-45,2.1046929117265433e-44,1.3735140398654889e-45
2.4799030420481616e-18,0.1599867537805916,76.950000000000003,0.0,0.0,0.0,0.99999999999990508,9.5,4.3941639015972647e-15,4.5113066787824014e-14,4.5113064275452072e-14,3.819873816611861e-22,3.806156390461595e-22,3.3743760007897746e-16,3.3060621612442176e-22,2.9831086781312426e-22,4.1981094898218943e-32,1.0608979312586697e-36,6.9398767915154698e-27,2.6727554023216184e-22,2.0361908930531508e-25,6.5179941124087452e-32,2.6303928038671287e-37,3.5034367791922705e-41,1.9405133968456153e-51,6.7463953995518237e-37,3.7759564922804168e-27,5.1850462636396387e-36,5.185046294285313e-36,2.750042975636928e-44,3.1451929407670602e-45,9.43633193450702e-46,3.1871636352233578e-27,3.619161526477512e-35,2.0695972065099521e-36,2.9854338245783303e-81,7.6472394656546754e-45,2.1451726156394461e-41,2.9054987269575393e-81,2.5853091822325285e-24,2.5138300469667479e-53,2.5127998421726963e-53,8.7774828705108801e-34,2.7123505797626514e-34,1.0433760590154765e-27,8.7774179082372193e-34,1.0166795860887384e-42,2.9054987269574522e-81,5.7727377799314797e-49,1.9910344155587942e-51,2.6946730804691575e-57,7.1255644265766185e-67,8.0448312880165028e-42,1.1206841050354077e-75,1.7877229893799826e-33,1.3562753563952758e-61,3.0210107866762618e-78,5.3098942770763383e-42,1.6953941857242803e-87,1.2252288130546414e-82,2.7386990601256317e-90,1.6238221585900251e-56,2.9425658332679425e-44,3.7339361064691228e-59,2.2166865168515546e-42,7.5273494934344465e-51,6.1959908753890661e-37,1.1756880952648419e-50,7.075720390474388e-52,4.5046996230230937e-45,2.0401474766107601e-47,2.3282519632751459e-60,5.9925857479157144e-47,4.3206938857632753e-51,2.7963943732303323e-65,1.6441197497981392e-51,7.870620146265687e-38,2.6701500729798459e-66,2.8093243647141484e-21,6.1163118059209585e-36,5.6168040492824261e-36,6.1163118059161582e-36,5.3124094211056725e-62,9.9843867178976046e-55,4.6228141646534173e-55,5.8921765727335075e-89,1.4273246020366052e-95,3.0443716372822825e-44,1.7058194408586026e-53,2.8798598132317269e-52,5.870380736405773e-73,3.0244107906189506e-45,4.3622601616574295e-79,6.0771625901977696e-58,2.0917236651571399e-67,3.5755002715673515e-75,1.0572647230287517e-75,3.5693419920328817e-67,6.5302544740592094e-57,4.1653241245016979e-80,6.5315980154434161e-57,1.2375187161717372e-75,6.6582793383670674e-62,1.3066353168898517e-71,2.2116705057255933e-70,1.6467358929496333e-76,1.1605781141237387e-23,2.3209050630614433e-57,4.9763429209592988e-50,4.8767403597127331e-60,3.7805320229387374e-78,1.2059974945504736e-74,3.1163710327376331e-80,3.8222652244559123e-83,2.3068087085556887e-86,1.0184943751337209e-47,2.9074283613949472e-48,2.9074283613949472e-48,1.2892920796726074e-83,3.5050752169885297e-86,7.4828997330456124e-88,6.0459076712824707e-77,1.2824784779058406e-78,6.5574852034779302e-36,2.225560102630363e-44,1.7044336169230095e-43,2.2262785937107753e-44
4.977148063411346e-18,0.1599867537805916,76.950000000000003,0.0,0.0,0.0,0.99999999999980949,9.5,8.8190562220819649e-15,9.0541608205301744e-14,9.0541603755516784e-14,1.5359544464321241e-21,1.5249503316622231e-21,6.7723364016880755e-16,1.3293509286336535e-21,1.1994943652057775e-21,3.3701589046742227e-31,8.5390296594066578e-36,2.7904939004749998e-26,1.0747014734726192e-21,8.1874339204378119e-25,5.2016998570137562e-31,2.1168506903634133e-36,2.8198706738125595e-40,3.125132713915327e-50,5.4300778354400631e-36,1.5182954851101085e-26,4.1733762633174208e-35,4.1733763126711635e-35,4.4288425611228781e-43,5.065233216631355e-44,7.5951564590988104e-45,1.2815424332556287e-26,2.9130002626105849e-34,1.6657883760899317e-35,3.8841311665133426e-79,1.2315618234031615e-43,1.7266173311286619e-40,3.7801334153705637e-79,1.039539789205806e-23,8.0976043735021347e-52,8.090970139644028e-52,7.0648583752283719e-33,2.1831284579693385e-33,4.1953543202882263e-27,7.0648060869746238e-33,1.6373258680284142e-41,3.780133415370336e-79,9.2967810159588806e-48,3.1658031364739991e-50,8.6812365466242993e-56,4.5916798476729142e-65,6.4751693233681376e-41,1.4444048732014337e-73,7.1883554029192663e-33,4.3122020462567863e-60,3.8936598478717479e-76,4.273864614497195e-41,4.3703691425152707e-85,1.5791489954523555e-80,7.0597895777483311e-88,5.2313428377446697e-55,2.3684275103277607e-43,1.2029324336063035e-57,1.7841821144601907e-41,1.2122550539597494e-49,2.491380643934355e-36,1.8934065464607869e-49,1.1395228795172877e-50,3.625774199101147e-44,1.6424432299614436e-46,7.4922494014092051e-59,4.8231479165313057e-46,6.8971825266408301e-50,1.8019783824630355e-63,2.647796160951396e-50,6.3345785595383649e-37,1.7206274712534723e-64,5.6383286697611942e-21,4.9229060837023624e-35,2.2585040747896069e-35,4.9229060836946285e-35,1.7114580837062949e-60,1.6020953974555079e-53,7.4224055028693451e-54,1.5187222841579943e-86,3.7145390146696681e-93,2.4503750885156726e-43,1.4806943531331556e-52,4.6376236287281085e-51,3.7828354780997109e-71,2.434308887266455e-44,5.622327478901371e-77,9.7870827724905896e-57,6.7387716060480537e-66,2.3040402103927509e-73,6.8129529798121749e-74,1.1499110398155862e-65,1.0512446650985615e-55,5.3685053240060606e-78,1.0516772419707269e-55,7.9744975347207986e-74,2.1255969969588435e-60,8.3421016925974126e-70,7.1252278521243583e-69,1.0513766542361637e-74,4.6655619892046692e-23,7.4770811658718335e-56,8.014246752971826e-49,1.5708236135015712e-58,2.4361725880581431e-76,7.7699964608434284e-73,4.015710187713683e-78,5.0600617019751087e-81,5.9452019404226134e-84,8.1977095015222324e-47,2.3401457767698527e-47,2.3401457767698527e-47,1.6616879694419521e-81,4.6131694629469983e-84,1.9285238372549936e-85,3.8959601493269702e-75,1.6529351634937199e-76,5.2780324327452012e-35,3.5822452288895864e-43,1.3718744115102681e-42,3.5845581999666173e-43
