Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990)
1.7703235817607355e-08,0.3022438594207641,76.950000000000003,0.0,0.0,0.0,2.0489599617293422e-05,9.4999931560529607,0.0011705252003405351,0.0059512300341800486,3.0358368718886949e-10,3.5666987264800489e-12,5.4560073610788521e-10,1.6186207679650868e-06,0.031962850562938988,3.1026616507899442e-06,1.6355039782803197e-20,5.2145952219104735e-07,3.9064138863342975e-05,0.93293200405434606,0.00015249233543226888,1.1108480330162662e-14,1.9295267174443057e-13,2.5062082172109742e-08,0.0,0.00040562621022546493,5.8461121082135395e-11,0.0099642223208075559,0.01001072007675999,1.0830161608002456e-06,5.5520475880046011e-07,1.4533254494147901e-08,0.0039731735240323626,8.5912057839774588e-07,2.2010538325508486e-07,3.3346300449178401e-07,5.0182133026492616e-07,4.4971422355191369e-06,2.2096304511917675e-05,0.013367539990805005,2.9611459431191839e-12,1.1752892750492737e-12,2.210009802942094e-06,7.1282029709681038e-07
1.778080916071745e-08,0.30224385941774773,76.950000000000003,0.0,0.0,0.0,2.0378687420595453e-05,9.4999931578497154,0.0011688238858998635,0.0059376606733063456,2.8728740092299826e-10,3.375112108119044e-12,5.4435671552827892e-10,1.6081383244202622e-06,0.03169447742612904,3.0955872920577559e-06,1.5476522417942195e-20,5.214595214794771e-07,3.9208276206924372e-05,0.93318858029522334,0.00015249558824364934,1.1083151956118067e-14,1.9366441666003019e-13,2.5154802771613609e-08,0.0,0.0004057385212016689,5.8190697365434756e-11,0.0099642168899643693,0.010010720169260431,1.0830155707238551e-06,5.5520445628800164e-07,1.4537251546047024e-08,0.0039864412161506038,8.6198946734537745e-07,2.2084041484897202e-07,3.3346263968924915e-07,5.0349731473202369e-07,4.5122222858682893e-06,2.2099066994827976e-05,0.013381185121179126,2.9710355903065092e-12,1.1792145104401613e-12,2.2122674377063352e-06,7.1354809972179692e-07
1.785838250382754e-08,0.3022438594149586,76.950000000000003,0.0,0.0,0.0,2.0268749316095351e-05,9.4999931596423615,0.0011671249924180148,0.0059241226530698252,2.7216375050120499e-10,3.1973128197141126e-12,5.4311556821493855e-10,1.5977530873036774e-06,0.031428595557855252,3.0885292726985739e-06,1.4661226633429915e-20,5.2145952073835472e-07,3.9352176395505589e-05,0.9334426891996892,0.0001524988268791298,1.1057882082040466e-14,1.9437499069636199e-13,2.5247370899084932e-08,0.0,0.00040584975240048405,5.7938490334771545e-11,0.0099642116002663476,0.010010720260400056,1.0830149959875993e-06,5.552041616399704e-07,1.454121016078229e-08,0.0039996780730665342,8.6485168876073527e-07,2.2157373816917074e-07,3.3346228436541313e-07,5.0516940407226771e-07,4.5272672887825964e-06,2.2101758203667769e-05,0.013394803689988535,2.9809022531356903e-12,1.1831306232593914e-12,2.214520669492152e-06,7.1427448474956536e-07
1.7935955846937634e-08,0.3022438594123909,76.950000000000003,0.0,0.0,0.0,2.0159776352064875e-05,9.4999931614309094,0.0011654285169717198,0.0059106159008358297,2.5812541227948735e-10,3.032274132864502e-12,5.4187728750870138e-10,1.5874641540703576e-06,0.03116518182434368,3.0814875548440904e-06,1.3904444382640915e-20,5.2145951996980456e-07,3.9495839556976932e-05,0.93369435365948228,0.00015250205143901732,1.1032670572349185e-14,1.9508439448366611e-13,2.5339786636188681e-08,0.0,0.00040595991384004027,5.7703156490875514e-11,0.0099642064481278454,0.010010720350270241,1.0830144362018559e-06,5.5520387465649995e-07,1.4545130694970938e-08,0.0040128841670874571,8.6770725827884911e-07,2.2230535722147987e-07,3.334619382796229e-07,5.0683760741960478e-07,4.542277326446675e-06,2.2104379977480179e-05,0.013408395941998132,2.9907459855040496e-12,1.1870376348989021e-12,2.2167695388739579e-06,7.1499946524337851e-07
1.8013529190047727e-08,0.30224385941003873,76.950000000000003,0.0,0.0,0.0,2.0051759659705392e-05,9.49999316321537,0.0011637344566362709,0.005897140344138861,2.4509160199052285e-10,2.879046207714772e-12,5.4064186676601214e-10,1.5772706305569351e-06,0.030904213306647599,3.0744621007153122e-06,1.3201820190110588e-20,5.2145951917578953e-07,3.9639265820884989e-05,0.93394359635379798,0.00015250526202265687,1.1007517291784333e-14,1.957926286603599e-13,2.5432050065658578e-08,0.0,0.00040606901544545173,5.7483452804960926e-11,0.0099642014300513424,0.010010720438955609,1.0830138909863144e-06,5.5520359514266545e-07,1.4549013501910891e-08,0.0040260595703483573,8.7055619149764507e-07,2.2303527600221828e-07,3.334616011971294e-07,5.0850193388616249e-07,4.5572524808492928e-06,2.210693410786269e-05,0.013421962119694996,3.0005668411806704e-12,1.1909355666997456e-12,2.2190140860485781e-06,7.1572305414492487e-07
1.809110253315782e-08,0.30224385940789644,76.950000000000003,0.0,0.0,0.0,1.9944690452378239e-05,9.4999931649957574,0.0011620428084855739,0.0058836959106822002,2.3298758452812384e-10,2.7367503290787802e-12,5.3940929935901638e-10,1.5671716309030172e-06,0.030645667298652434,3.0674528726205135e-06,1.2549324721513774e-20,5.2145951835812279e-07,3.9782455318419639e-05,0.93419043975126304,0.00015250845872844199,1.0982422105398123e-14,1.9649969387299921e-13,2.552416127128875e-08,0.0,0.00040617706704968094,5.7278229188586407e-11,0.0099641965426255068,0.010010720526534561,1.0830133599702798e-06,5.5520332290852391e-07,1.4552858931634543e-08,0.0040392043548123186,8.7339850397778841e-07,2.2376349849816562e-07,3.3346127288895767e-07,5.1016239256239055e-07,4.5721928337838534e-06,2.2109422340190755e-05,0.013435502463309573,3.0103648738065719e-12,1.1948244399524299e-12,2.2212543508387558e-06,7.1644526427546243e-07
1.8168675876267913e-08,0.3022438594059582,76.950000000000003,0.0,0.0,0.0,1.9838560024842454e-05,9.4999931667720769,0.0011603535695922048,0.0058702825283374971,2.2174422048776531e-10,2.6045735746083689e-12,5.3817957867495115e-10,1.5571662774739478e-06,0.030389521305099389,3.0604598329550866e-06,1.194323033445766e-20,5.2145951751847914e-07,3.992540818240115e-05,0.9344349061118894,0.00015251164165382502,1.0957384878553769e-14,1.9720559077619192e-13,2.5616120337925407e-08,0.0,0.00040628407839439436,5.7086421528104578e-11,0.0099641917825232761,0.010010720613079735,1.0830128427922975e-06,5.5520305776861587e-07,1.455666733092e-08,0.004052318592270945,8.7623421124276079e-07,2.2449002868653547e-07,3.3346095313177989e-07,5.1181899251710343e-07,4.5870984668488708e-06,2.2111846374809843e-05,0.013449017210836689,3.0201401368946267e-12,1.1987042758963063e-12,2.2234903726966403e-06,7.1716610833693274e-07
1.8246249219378006e-08,0.3022438594042187,76.950000000000003,0.0,0.0,0.0,1.9733359752499345e-05,9.4999931685443411,0.0011586667370274625,0.005856900125144387,2.112975467066939e-10,2.4817638830522223e-12,5.3695269811651173e-10,1.547253700785521e-06,0.030135753039627337,3.053482944203512e-06,1.1380088464068235e-20,5.2145951665840538e-07,4.006812454726738e-05,0.93467701748901288,0.00015251481089532709,1.0932405476934767e-14,1.9791032003252548e-13,2.5707927351458591e-08,0.0,0.0004063900591308104,5.6907045241363258e-11,0.009964187146499966,0.010010720698658432,1.0830123390994836e-06,5.5520279954205893e-07,1.4560439043311971e-08,0.0040654023543447689,8.7906332877926633e-07,2.2521487053514869e-07,3.3346064170778895e-07,5.1347174279743877e-07,4.6019694614484449e-06,2.2114207868196809e-05,0.013462506598056331,3.0298926838304492e-12,1.2025750957201573e-12,2.2257221907072276e-06,7.1788559891306266e-07
1.83238225624881e-08,0.30224385940267284,76.950000000000003,0.0,0.0,0.0,1.9629081090644268e-05,9.4999931703125604,0.0011569823078614243,0.0058435486293101019,2.0158838825470385e-10,2.3676254921600721e-12,5.357286511021232e-10,1.5374330394273857e-06,0.029884340422832924,3.0465221689369784e-06,1.0856708703787596e-20,5.2145951577933151e-07,4.0210604549061104e-05,0.93491679573121145,0.00015251796654854857,1.0907483766534863e-14,1.9861388231254121e-13,2.5799582398813944e-08,0.0,0.00040649501882053919,5.6739189317500618e-11,0.009964182631391403,0.01001072078333301,1.0830118485479797e-06,5.5520254805272815e-07,1.4564174409184092e-08,0.0040784557124836814,8.8188587203702706e-07,2.2593802800236917e-07,3.3346033840457404e-07,5.1512065242900726e-07,4.6168058987927284e-06,2.2116508434091259e-05,0.013475970858554256,3.0396225678725722e-12,1.2064369205627466e-12,2.2279498435917816e-06,7.1860374847047644e-07
1.8401395905598192e-08,0.302243859401315,76.950000000000003,0.0,0.0,0.0,1.9525715573725278e-05,9.4999931720767421,0.0011553002791629956,0.0058302279692090692,1.9256199951743955e-10,2.2615147184038441e-12,5.3450743106510782e-10,1.5277034399876191e-06,0.029635261580348661,3.0395774698126498e-06,1.0370139453134114e-20,5.2145951488257836e-07,4.0352848325417287e-05,0.93515426248420608,0.00015252110870817872,1.0882619613654204e-14,1.9931627829464675e-13,2.5891085567944608e-08,0.0,0.00040659896693641439,5.6582010803614745e-11,0.0099641782341121001,0.010010720867161274,1.0830113708026779e-06,5.5520230312863348e-07,1.4567873765748236e-08,0.00409147873796734,8.8470185642877828e-07,2.2665950503703053e-07,3.3346004301499891e-07,5.1676573041596947e-07,4.6316078598984085e-06,2.211874964459789e-05,0.013489410223742405,3.0493298421522122e-12,1.2102897715119641e-12,2.2301733697112126e-06,7.1932056935978435e-07
1.8556542591818378e-08,0.3022438593991439,76.950000000000003,0.0,0.0,0.0,1.9321690503868178e-05,9.4999931755930422,0.0011519434114390537,0.005803678870538149,1.7635879004555543e-10,2.0710392810519817e-12,5.32073445733382e-10,1.5085140527710018e-06,0.029144018734657974,3.025736151060986e-06,9.4967173910020333e-21,5.2145951304082222e-07,4.0636627760242438e-05,0.9356223471024312,0.00015252735292092565,1.0833063447239083e-14,2.0071757411766583e-13,2.6073636628433095e-08,0.0,0.00040680386589897726,5.6296625217026316e-11,0.0099641697810819805,0.010010721032489163,1.0830104524300796e-06,5.5520183230957643e-07,1.4575165784115685e-08,0.0041174340752388582,8.9031421008268964e-07,2.2809743355740561e-07,3.3345947517387826e-07,5.2004442736520176e-07,4.6611086764961816e-06,2.2123060086037896e-05,0.013516215183088725,3.0686767733176749e-12,1.2179686358312196e-12,2.234608193316602e-06,7.2075027396284679e-07
1.8696174609416545e-08,0.302243859397784,76.950000000000003,0.0,0.0,0.0,1.9141107565046851e-05,9.4999931787440133,0.001148930410659874,0.005779889424803889,1.6364125170547724e-10,1.9215429803508125e-12,5.2989246163477329e-10,1.4915466357801912e-06,0.028709666369079366,3.013333571758169e-06,8.8112045025700363e-21,5.214595113340863e-07,4.0891222773498073e-05,0.93603593102849236,0.00015253292749593144,1.0788658409328085e-14,2.0197475858414972e-13,2.6237414062440623e-08,0.0,0.00040698490862551054,5.6069059801303236e-11,0.0099641625469250351,0.010010721178887683,1.0830096664953287e-06,5.552014293870104e-07,1.458160876796821e-08,0.0041406908527090577,8.9534305092141252e-07,2.2938586156963883e-07,3.3345898920729883e-07,5.229822402856848e-07,4.6875423115130227e-06,2.2126751444167712e-05,0.013540256782268849,3.086012216407109e-12,1.2248491335319159e-12,2.2385857986012676e-06,7.2203258562449163e-07
1.883580662701471e-08,0.30224385939695864,76.950000000000003,0.0,0.0,0.0,1.8963355100346955e-05,9.4999931818820613,0.0011459251417633637,0.0057561987805253689,1.5245435995430862e-10,1.7900429617254558e-12,5.277205355171703e-10,1.4748613449737887e-06,0.028282544413961639,3.000982502380098e-06,8.2082132769812579e-21,5.2145950958646251e-07,4.1145054628283064e-05,0.93644235328943104,0.00015253845978369955,1.0744437792744879e-14,2.0322817514901741e-13,2.6400700824954259e-08,0.0,0.00040716281720304355,5.5865589938877399e-11,0.0099641556499577236,0.01001072132326773,1.0830089172076331e-06,5.5520104525198338e-07,1.4587940184519148e-08,0.0041638504531807379,9.0035087906265259e-07,2.3066890596513151e-07,3.3345852588806568e-07,5.2590777773226555e-07,4.7138654946953864e-06,2.2130273147878973e-05,0.013564221222326365,3.103275224399778e-12,1.2317008814907398e-12,2.2425506136368983e-06,7.2331077928847047e-07
1.8975438644612878e-08,0.30224385939664195,76.950000000000003,0.0,0.0,0.0,1.8788386505477692e-05,9.4999931850072432,0.0011429275876198371,0.0057326065259767607,1.4260058674449736e-10,1.6742167517821474e-12,5.255576296340437e-10,1.4584534828618758e-06,0.027862532464898067,2.9886827282795301e-06,7.6770940494381997e-21,5.214595078026882e-07,4.1398124183212181e-05,0.93684173303236817,0.00015254395030478909,1.0700400828990403e-14,2.0447782804505692e-13,2.656349746500833e-08,0.0,0.00040733764377401995,5.5683170394903698e-11,0.0099641490747994273,0.01001072146584072,1.0830082028940163e-06,5.552006790472309e-07,1.4594161889836639e-08,0.0041869132862560453,9.0533778307585655e-07,2.3194658943613951e-07,3.3345808418345009e-07,5.2882109144607135e-07,4.7400786915989112e-06,2.2133632995485526e-05,0.013588109776875945,3.1204661026116011e-12,1.2385240008881256e-12,2.2465028495492535e-06,7.2458492292841625e-07
1.9115070662211045e-08,0.30224385939680903,76.950000000000003,0.0,0.0,0.0,1.8616155950262167e-05,9.4999931881196229,0.0011399377310913536,0.0057091122511565623,1.339082229482995e-10,1.5720454496639665e-12,5.2340370639740081e-10,1.4423184301777214e-06,0.027449512122619601,2.9764340357002632e-06,7.2085891827258197e-21,5.2145950598687551e-07,4.1650432312628224e-05,0.93723418742059805,0.00015254939957095196,1.0656546752749528e-14,2.0572372158290521e-13,2.6725804541787483e-08,0.0,0.00040750943961269804,5.5519152735992468e-11,0.0099641428067595468,0.010010721606791364,1.083007521958751e-06,5.5520032995451118e-07,1.4600275709180191e-08,0.004209879759782955,9.1030385115005304e-07,2.3321893457735536e-07,3.3345766310701426e-07,5.3172223294695488e-07,4.7661823657855778e-06,2.2136838426837265e-05,0.013611923698276289,3.1375851550497694e-12,1.2453186123861548e-12,2.2504427139405178e-06,7.2585508338353559e-07
1.9254702679809212e-08,0.30224385939743587,76.950000000000003,0.0,0.0,0.0,1.8446618365752137e-05,9.4999931912192448,0.0011369555550326249,0.005685715547780355,1.2622798490419928e-10,1.4817738277133031e-12,5.2125872837618888e-10,1.42645164457777e-06,0.027043366959591131,2.9642362117807989e-06,6.7946501087302824e-21,5.2145950414259743e-07,4.1901979906374601e-05,0.93761983166663365,0.00015255480808530291,1.0612874801909592e-14,2.0696586014979586e-13,2.6887622624479885e-08,0.0,0.00040767825513961383,5.5371233201451928e-11,0.009964136831808041,0.010010721746281178,1.0830068728778946e-06,5.5519999719211076e-07,1.4606283437410144e-08,0.0042327502798629518,9.1524917109655223e-07,2.3448596388665416e-07,3.3345726171663809e-07,5.3461125353418417e-07,4.7921769788324451e-06,2.2139896539810354e-05,0.013635664217984896,3.1546326844193857e-12,1.2520848361296588e-12,2.2543704109481051e-06,7.2712132637753112e-07
