Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990)
1.2597805277876544e-12,0.3022093643695138,76.950000000000003,0.0,0.0,0.0,0.99344234421194166,9.4999996480914408,1.0401811888988797e-05,0.00012883630708833099,0.00012851074874088093,2.9861847983615985e-07,1.1812694527849464e-11,0.0012242959306377136,0.0012438380352161715,5.3277265162733389e-08,1.3693070173461641e-15,8.4509657173344954e-14,1.3613414189901943e-12,0.0037761445860314494,9.4028401193037421e-09,1.9074883193444553e-16,5.7573118393872575e-17,8.5020139723962093e-18,0.0,1.6662868429632018e-08,8.0354318601203533e-08,2.2858364675894065e-09,2.2861436085483025e-09,2.1885579892882384e-13,8.8285159669200414e-14,4.8187708459841941e-11,2.4083324249016301e-09,4.7776313509587596e-13,8.8640743953360505e-14,7.7994017265581836e-23,4.4524549435971884e-14,2.0767740409969298e-14,7.0704846051942438e-23,4.5164909343626911e-05,2.6097193896133717e-19,1.0400807158651462e-19,1.9705405021832192e-10,1.8972986082096936e-10
1.2832708137002495e-12,0.3022093643297881,76.950000000000003,0.0,0.0,0.0,0.99332075889519744,9.4999996364669421,1.0595116914745351e-05,0.00013122229602114543,0.00013088457835764463,3.090054102008824e-07,1.2031463926022144e-11,0.0012248062430701258,0.0012723483364039121,5.4514565522415014e-08,1.4169360731904929e-15,8.9412048912855859e-14,1.4192139968213863e-12,0.0038627049296144252,9.7551563534329978e-09,1.9517874665815343e-16,5.8905675079604799e-17,9.0377527777487379e-18,0.0,1.7398498428426258e-08,8.3325320413179491e-08,2.4149339432192242e-09,2.4152595308481645e-09,2.3174486724710175e-13,9.38427613550207e-14,4.9517606105759722e-11,2.498413257542347e-09,4.9641748173310456e-13,9.2373359126181656e-14,8.8679905631835756e-23,4.7153601650614276e-14,2.193735626586327e-14,8.0397828340106955e-23,4.6200224460889218e-05,2.7642029204315629e-19,1.1015558807496959e-19,2.0570680997437207e-10,1.9791237269229583e-10
1.3067610996128445e-12,0.3022093642895646,76.950000000000003,0.0,0.0,0.0,0.99319918976027233,9.4999996246936291,1.0788398196071411e-05,0.00013360769844873992,0.00013325761871480027,3.1954058736549871e-07,1.2250179547344249e-11,0.001225256189632962,0.0013008697001246998,5.5752428579868326e-08,1.4652449127771835e-15,9.4495819453215828e-14,1.4783682104966349e-12,0.0039492991583493977,1.0113892804284565e-08,1.9961067601983569e-16,6.0238533987321863e-17,9.5959333776516361e-18,0.0,1.8150643351024099e-08,8.6348304771148924e-08,2.5487592143970309e-09,2.5491039718446487e-09,2.4512688533538931e-13,9.9630561899041771e-14,5.0849713569486826e-11,2.5901321485017624e-09,5.154263313786432e-13,9.618593984425411e-14,1.005936272088604e-22,4.9879686407042108e-14,2.314973347433167e-14,9.1205446295211032e-23,4.7235944992324088e-05,2.9244030638275923e-19,1.1653023218109702e-19,2.1455078536590454e-10,2.0626622398843911e-10
1.3302513855254396e-12,0.30220936424884814,76.950000000000003,0.0,0.0,0.0,0.99307763673880378,9.4999996127729212,1.0981655736119711e-05,0.00013599251459456093,0.00013562987131868283,3.3022267299656153e-07,1.2468841412299237e-11,0.0012256512960980381,0.0013294007860305641,5.6990780381352537e-08,1.5142273991962746e-15,9.9764019026432493e-14,1.5388094268058373e-12,0.0040359232035421695,1.0479046304555071e-08,2.0404435524182702e-16,6.157161439204652e-17,1.0177041884051719e-17,0.0,1.891930199919506e-08,8.9423170743621237e-08,2.687394203354726e-09,2.6877588673431161e-09,2.5901079911868922e-13,1.0565318883680722e-13,5.2183829488838908e-11,2.6834886041345289e-09,5.3478957199147216e-13,1.0007859993663638e-13,1.1385007865047146e-22,5.2704191448762441e-14,2.4405621768405527e-14,1.0323212145222558e-22,4.8272022274863148e-05,3.0904018459450345e-19,1.2313525646555241e-19,2.2358582555278874e-10,2.1479086457610152e-10
1.3537416714380347e-12,0.30220936420764405,76.950000000000003,0.0,0.0,0.0,0.99295609976849308,9.4999996007062109,1.1174889538030265e-05,0.00013837674467540552,0.0001380013376637268,3.4105034028287593e-07,1.268744954075636e-11,0.0012259965825782079,0.0013579403764693411,5.8229553280509789e-08,1.5638774483724436e-15,1.0521969274714384e-13,1.6005431042777715e-12,0.0041225733689450655,1.0850613688587439e-08,2.0847954212880411e-16,6.2904842474686822e-17,1.0781566220743583e-17,0.0,1.9704472420479077e-08,9.2549817602600669e-08,2.8309206732663442e-09,2.8313059940649963e-09,2.7340553714858823e-13,1.1191526101334826e-13,5.3519769057178332e-11,2.778482138722777e-09,5.5450709370020686e-13,1.0405145193362879e-13,1.2857253965627497e-22,5.5628486166986487e-14,2.5705770291356148e-14,1.1658990716209784e-22,4.9308412100100887e-05,3.2622802081121933e-19,1.299738704744157e-19,2.3281177084835995e-10,2.2348573731316146e-10
1.3772319573506297e-12,0.30220936416595745,76.950000000000003,0.0,0.0,0.0,0.99283457879254899,9.4999995884948714,1.1368099604931523e-05,0.00014076038890198652,0.00014037201923259321,3.5202227383640733e-07,1.2906003952027706e-11,0.0012262966097996931,0.0013864873652568992,5.9468685400970922e-08,1.6141890286114455e-15,1.108658806971644e-13,1.6635747882267009e-12,0.004209246296674728,1.122859179234413e-08,2.1291601514385191e-16,6.4238150736893926e-17,1.1409996156998667e-17,0.0,2.0506151977615855e-08,9.5728144822228277e-08,2.9794202285680218e-09,2.9798269699677751e-09,2.8832001063867276e-13,1.1842138856185606e-13,5.4857362728342598e-11,2.8751122737891473e-09,5.7457878861605513e-13,1.0810460705820573e-13,1.4489311695914016e-22,5.8653921850505301e-14,2.7050927603082322e-14,1.3139889397672774e-22,5.0345074306652635e-05,3.4401180216192297e-19,1.370492413249651e-19,2.4222845355589371e-10,2.3235027889923647e-10
1.4007222432632248e-12,0.30220936412379323,76.950000000000003,0.0,0.0,0.0,0.99271307375918638,9.4999995761402669,1.1561285939941362e-05,0.00014314344747944939,0.00014274191749629359,3.6313716959404401e-07,1.3124504664919895e-11,0.0012265555211398819,0.0014150407474768582,6.0708120144749528e-08,1.6651561601496027e-15,1.1670561798701301e-13,1.7279101059358258e-12,0.0042959389362488649,1.1612977453382113e-08,2.1735357164839405e-16,6.5571477470679511e-17,1.2062823339272856e-17,0.0,2.1324337411620258e-08,9.8958052077495569e-08,3.1329743152758789e-09,3.1334032545628868e-09,3.0376311349968118e-13,1.2517617288743682e-13,5.6196455014258816e-11,2.9733785374690205e-09,5.9500455066163502e-13,1.1223817521789197e-13,1.6295320314774132e-22,6.1781831931195831e-14,2.8441841685949387e-14,1.4778762866364492e-22,5.1381972409817187e-05,3.6239941022368477e-19,1.4436449428120234e-19,2.5183569872850031e-10,2.413839206476457e-10
1.4242125291758199e-12,0.3022093640811563,76.950000000000003,0.0,0.0,0.0,0.99259158462116504,9.4999995636437422,1.1754448546168039e-05,0.00014552592060784525,0.00014511103391431088,3.743937347202066e-07,1.3342951697766897e-11,0.0012267770808184763,0.0014435996102136791,6.194780574251963e-08,1.7167729147062542e-15,1.2274193479720365e-13,1.7935547619935602e-12,0.004382648516456299,1.200376751082947e-08,2.2179202629188031e-16,6.6904766254055982e-17,1.2740541321050053e-17,0.0,2.2159024899085925e-08,1.0223943924302385e-07,3.2916642213019128e-09,3.2921161492316402e-09,3.1974372237440766e-13,1.3218420665527246e-13,5.753690336980419e-11,3.073280463937038e-09,6.1578427541437909e-13,1.1645226499735265e-13,1.8290395052976465e-22,6.5013532225249488e-14,2.987925995012891e-14,1.6589354704374796e-22,5.2419073265126937e-05,3.8139862244818225e-19,1.5192271331935013e-19,2.6163332485945331e-10,2.505860891859753e-10
1.447702815088415e-12,0.3022093640380515,76.950000000000003,0.0,0.0,0.0,0.99247011133537677,9.4999995510066224,1.1947587426711018e-05,0.00014790780848256293,0.00014747936993471695,3.8579068751029751e-07,1.3561345068474716e-11,0.0012269647085940089,0.0014721631241337123,6.3187694842208285e-08,1.7690334150420308e-15,1.2897785640184105e-13,1.8605145337944784e-12,0.0044693725198009949,1.2400958805363565e-08,2.2623120953893842e-16,6.8237965498641588e-17,1.3443645590884753e-17,0.0,2.3010210104245109e-08,1.0557220639190346e-07,3.455571076768019e-09,3.4560467975392556e-09,3.3627069667237098e-13,1.3945007378259983e-13,5.887857715960227e-11,3.1748175928833761e-09,6.369178599633459e-13,1.2074698365188586e-13,2.0490676023963149e-22,6.8350321170222797e-14,3.1363929238483662e-14,1.8586342084400399e-22,5.3456346762684537e-05,4.0101711356352884e-19,1.5972694168355563e-19,2.7162114450931865e-10,2.5995620709178317e-10
1.47119310100101e-12,0.30220936399448367,76.950000000000003,0.0,0.0,0.0,0.99234865386246529,9.499999538230222,1.2140702584661755e-05,0.00015028911129472445,0.00014984692699428805,3.9732675729498135e-07,1.3779684794565585e-11,0.001227121511285339,0.0015007305358366457,6.4427744132640023e-08,1.8219318345201305e-15,1.3541640317684804e-13,1.9287952672133718e-12,0.0045561086592846769,1.2804548179190638e-08,2.3067096632198581e-16,6.9571028048813442e-17,1.4172633598710519e-17,0.0,2.3877888226264498e-08,1.0895625379458895e-07,3.624775854318214e-09,3.6252761855471262e-09,3.533528786042615e-13,1.4697834943400086e-13,6.0221356701612108e-11,3.277989469035591e-09,6.584052027783389e-13,1.2512243710194346e-13,2.2913378679286196e-22,7.1793480058014959e-14,3.2896595831038286e-14,2.0785381875554675e-22,5.4493765549470131e-05,4.2126245695199395e-19,1.6778018243203693e-19,2.8179896487566533e-10,2.6949369346937764e-10
1.5181736728262003e-12,0.3022093639059781,76.950000000000003,0.0,0.0,0.0,0.99210578621465884,9.4999995122647771,1.2526861745116149e-05,0.00015504996247659439,0.00015457970992221643,4.2081121978061021e-07,1.4216203381190698e-11,0.0012273536666944211,0.0015578743791777659,6.6908168281929947e-08,1.9296193747654769e-15,1.4891342914797551e-13,2.0693433202423625e-12,0.0047296092313254103,1.3630908541082837e-08,2.3955164553340183e-16,7.2236574406986588e-17,1.5710260577151617e-17,0.0,2.5662701936343906e-08,1.158777914238493e-07,3.9794022807149595e-09,3.9799543392476722e-09,3.8921814842315512e-13,1.6284038320163278e-13,6.2909804007464642e-11,3.4892356645666155e-09,7.0244076330777097e-13,1.3411596537402753e-13,2.850060520474664e-22,7.9003948461894569e-14,3.610890325801668e-14,2.5857435024314063e-22,5.6568941929689809e-05,4.6366349539340167e-19,1.8464551557437733e-19,3.0272381267342993e-10,2.8906843366115335e-10
1.5604561874688717e-12,0.30220936382478686,76.950000000000003,0.0,0.0,0.0,0.99188725908221298,9.4999994884324295,1.2874323889132114e-05,0.00015933272946843101,0.00015883656469768139,4.4241049138770655e-07,1.4608886813391265e-11,0.0012274829016520599,0.001609310933084009,6.9140734561881051e-08,2.0286624123711534e-15,1.6178393023591427e-13,2.2004141613021062e-12,0.0048857823233604313,1.4396482649637368e-08,2.4754491756390737e-16,7.4634703497379025e-17,1.7187678653407881e-17,0.0,2.7325383802363634e-08,1.2228155727602256e-07,4.3174940622434512e-09,4.3180956056698417e-09,4.234840554963128e-13,1.7805936957722031e-13,6.5332182046458536e-11,3.6849435972144066e-09,7.4328162676676496e-13,1.4248728895505273e-13,3.448638892555622e-22,8.5869666115125756e-14,3.9171606017472833e-14,3.1292144796297991e-22,5.8436871174356186e-05,5.0404221331798626e-19,2.0070526043556845e-19,3.2220395142982196e-10,3.0725221881031804e-10
1.602738702111543e-12,0.3022093637421683,76.950000000000003,0.0,0.0,0.0,0.99166878270978986,9.499999464168603,1.3221709219728107e-05,0.00016361360367000101,0.00016309091748014054,4.6444123503509075e-07,1.5001396694801556e-11,0.0012275490417396511,0.0016607511987708878,7.1373297538462e-08,2.1296839593245343e-15,1.7535768416280669e-13,2.3358585429989841e-12,0.0050419676680979282,1.5182737493088772e-08,2.5553817777580193e-16,7.7031821901828231e-17,1.8756788466772691e-17,0.0,2.9041410947877537e-08,1.2884992907050162e-07,4.6740032329262191e-09,4.6746571178072187e-09,4.5968556688034038e-13,1.9419931253201617e-13,6.7756695403131259e-11,3.885941218351515e-09,7.8526713952092654e-13,1.511217792014714e-13,4.1515375750478173e-22,9.3099189188532155e-14,4.2401400862830797e-14,3.7674963902341142e-22,6.0304947414670849e-05,5.4656522254976197e-19,2.1761672806750321e-19,3.4229649887923434e-10,3.2596913540386833e-10
1.6450212167542144e-12,0.3022093636581485,76.950000000000003,0.0,0.0,0.0,0.99145035696492789,9.4999994394804759,1.3569017754721829e-05,0.00016789258608273171,0.00016734277625472875,4.8689642687867387e-07,1.5393733117190885e-11,0.0012275621117985927,0.0017121927464087802,7.3605711589781327e-08,2.2326518078800414e-15,1.8965212576490894e-13,2.4757125305347123e-12,0.0051981578895435206,1.5989654708236899e-08,2.6353090479650776e-16,7.9427771694749348e-17,2.0420564959638367e-17,0.0,3.0810743391629804e-08,1.3558233219190796e-07,5.049396371639365e-09,5.0501055318523988e-09,4.9787363293373578e-13,2.1128657820116329e-13,7.0182940091987358e-11,4.0922260055581413e-09,8.2839674581414372e-13,1.6002000526906001e-13,4.9734081258851961e-22,1.0069939952598642e-13,4.5802620214768965e-14,4.5139240349241436e-22,6.2173082433896192e-05,5.9127319986043915e-19,2.3539604795186287e-19,3.6300019489058813e-10,3.4521572877188978e-10
1.6873037313968858e-12,0.3022093635727539,76.950000000000003,0.0,0.0,0.0,0.99123198173428262,9.4999994143750861,1.3916249511887909e-05,0.00017216967768502543,0.00017159214889639823,5.0976915156301219e-07,1.5785896170242181e-11,0.0012275305425800062,0.0017636335329662336,7.5837852766802635e-08,2.3375342477690453e-15,2.0468463583863679e-13,2.6200126257627637e-12,0.0053543467858394285,1.6817215946719054e-08,2.715226548495867e-16,8.1822418676666812e-17,2.2182005239459125e-17,0.0,3.2633338807503382e-08,1.424781940233307e-07,5.4441384284887969e-09,5.4449058749584229e-09,5.3809902615059686e-13,2.2934744121168796e-13,7.2610572382327754e-11,4.3037954632113062e-09,8.7266989722169116e-13,1.6918252225776893e-13,5.930489487373304e-22,1.0867701627085049e-13,4.9379590834064463e-14,5.3832800516556054e-22,6.4041202058588224e-05,6.3820586035565464e-19,2.5405896823915932e-19,3.8431375358829021e-10,3.6498853851334376e-10
1.7295862460395571e-12,0.30220936348600946,76.950000000000003,0.0,0.0,0.0,0.99101365692057397,9.4999993888593401,1.4263404508964097e-05,0.00017644487943564144,0.00017583904317175077,5.3305260054746845e-07,1.6177885941843038e-11,0.0012274614253353156,0.0018150718404347092,7.8069615564782713e-08,2.4443000585209555e-15,2.204725400382009e-13,2.7687957148388766e-12,0.005510529141743944,1.7665402874803785e-08,2.7951305019504184e-16,8.4215648818453378e-17,2.4044128842789836e-17,0.0,3.4509152906493188e-08,1.4953694393167073e-07,5.8586927304650655e-09,5.8595215508944152e-09,5.8041234178175351e-13,2.4840808488175127e-13,7.5039299996339122e-11,4.5206471184860106e-09,9.180860515498062e-13,1.7860987129271595e-13,7.0407311736157504e-22,1.1703859966658055e-13,5.3136633861175199e-14,6.3919076896090061e-22,6.5909243915748515e-05,6.8740197994550814e-19,2.7362086465745652e-19,4.0623586794991127e-10,3.8528410306727918e-10
1.7718687606822285e-12,0.3022093633979406,76.950000000000003,0.0,0.0,0.0,0.99079538244002086,9.4999993629400361,1.4610482763656488e-05,0.00018071819227657223,0.00018008346674081924,5.5674007045858743e-07,1.6569702518308325e-11,0.0012273607257950688,0.0018665062239075869,8.03009101760166e-08,2.5529185019029076e-15,2.370331077965045e-13,2.9220990215146318e-12,0.0056667005710238213,1.8534197173210379e-08,2.8750176929253136e-16,8.6607365252523519e-17,2.6009977963851245e-17,0.0,3.6438139757741672e-08,1.5675801325377975e-07,6.2935209870571648e-09,6.294414345660238e-09,6.2486399845104908e-13,2.6849460144521169e-13,7.7468874551828925e-11,4.7427785179757865e-09,9.6464467190428715e-13,1.8830257963406525e-13,8.323922473367777e-22,1.2579055475187961e-13,5.7078064850424497e-14,7.5578291343315645e-22,6.7777155547750053e-05,7.3889941719081467e-19,2.9409674917377508e-19,4.2876521366942239e-10,4.060989635309592e-10
1.8141512753248999e-12,0.3022093633085717,76.950000000000003,0.0,0.0,0.0,0.99057715822018466,9.4999993366238513,1.4957484293643871e-05,0.00018498961713549184,0.00018432542715880312,5.8082496146770876e-07,1.6961345984668418e-11,0.0012272334640483474,0.0019179354679332349,8.2531660150367087e-08,2.6633593144897944e-15,2.5438355120487601e-13,3.0799600652770002e-12,0.0058228573839628102,1.9423580536950422e-08,2.9548853842659297e-16,8.8997485730511503e-17,2.8082617652011317e-17,0.0,3.8420252058408345e-08,1.6414083528328196e-07,6.7490832958281616e-09,6.7500444330629668e-09,6.7150423876712623e-13,2.8963299229614895e-13,7.989908507053599e-11,4.9701872248359698e-09,1.0123452259022346e-12,1.982611608112015e-13,9.8018276577358761e-22,1.3493913495734331e-13,6.1208193799646491e-14,8.9008693773811797e-22,6.9644892827666887e-05,7.9273513456625959e-19,3.155012784245047e-19,4.5190045240376313e-10,4.2742966684580194e-10
1.8564337899675712e-12,0.3022093632179273,76.950000000000003,0.0,0.0,0.0,0.99035898419817381,9.4999993099173459,1.530440911658138e-05,0.00018925915492782006,0.00018856493187776021,6.0530077569402492e-07,1.7352816424847621e-11,0.0012270838641808464,0.0019693585502060071,8.4761800420991975e-08,2.7755927003387015e-15,2.7254102392900372e-13,3.242416624209149e-12,0.0059789964771446652,2.0333534675189671e-08,3.0347312463782204e-16,9.1385940445496422e-17,3.0265135980535256e-17,0.0,4.0455441358162481e-08,1.716848452580131e-07,7.2258381479533113e-09,7.2268703802558812e-09,7.2038312993082958e-13,3.1184916824964338e-13,8.232975245365396e-11,5.2028708163924174e-09,1.061187185011866e-12,2.0848611477895431e-13,1.1498327415807783e-21,1.4449044560517689e-13,6.5531325175800272e-14,1.0442785839685726e-21,7.1512418641018189e-05,8.4894521914983277e-19,3.3784876191850314e-19,4.7564023447251678e-10,4.4927276842279076e-10
1.8987163046102424e-12,0.30220936312603114,76.950000000000003,0.0,0.0,0.0,0.99014086031913784,9.4999992828269786,1.5651257250103553e-05,0.00019352680655847823,0.00019280198824825952,6.3016111563229389e-07,1.7744113921758535e-11,0.0012269154799712868,0.0020207746110665744,8.6991275624680161e-08,2.889589323770452e-15,2.9152262014044275e-13,3.4095067017983854e-12,0.0061351152408705492,2.1264041311126522e-08,3.1145532970790501e-16,9.3772670185394731e-17,3.2560644190478766e-17,0.0,4.2543658247751437e-08,1.7938948034796912e-07,7.7242424337231739e-09,7.725349153242458e-09,7.7155056433855078e-13,3.3516894981310896e-13,8.4760724758506971e-11,5.4408268821214638e-09,1.1111700239950139e-12,2.1897792809219862e-13,1.343956655210631e-21,1.544504473180653e-13,7.0051757937376852e-14,1.2207403783727418e-21,7.337970177842971e-05,9.0756490277462545e-19,3.6115317002715319e-19,4.9998320112461744e-10,4.7162483432431483e-10
1.9409988192529135e-12,0.3022093630329068,76.950000000000003,0.0,0.0,0.0,0.98992278653499388,9.4999992553590857,1.599802871182691e-05,0.00019779257292338787,0.00019703660352099757,6.5539968260478842e-07,1.8135238557518129e-11,0.0012267313010298592,0.0020721829277479081,8.9220038666994512e-08,3.005320302283081e-15,3.1134537350994014e-13,3.5812684974093847e-12,0.0062912114809820204,2.2215082181885119e-08,3.1943498502396844e-16,9.6157624786944548e-17,3.4972276812652398e-17,0.0,4.4684852518222372e-08,1.8725417964368774e-07,8.2447514480132608e-09,8.2459361223468841e-09,8.2505626018172151e-13,3.5961806746466582e-13,8.7191873153816174e-11,5.6840530219361476e-09,1.1622932204341312e-12,2.2973707409555829e-13,1.5654108051779219e-21,1.6482495934126559e-13,7.4773785554177777e-14,1.4220757616218959e-21,7.5246716000593712e-05,9.686285816671154e-19,3.8542814177096235e-19,5.2492798645136954e-10,4.9448244308383018e-10
1.9832813338955847e-12,0.30220936293857725,76.950000000000003,0.0,0.0,0.0,0.98970476280335129,9.4999992275199165,1.6344723519352139e-05,0.00020205645491075278,0.00020126878484838116,6.8101027523703944e-07,1.8526190413569149e-11,0.0012265338425629104,0.0021235828925942877,9.1448049494855605e-08,3.1227571995611997e-15,3.3202625625915822e-13,3.7577403800232307e-12,0.0064472833527441991,2.3186639038420963e-08,3.2741194718399117e-16,9.8540761781066233e-17,3.750319177013453e-17,0.0,4.6878973295575357e-08,1.9527838414500889e-07,8.7878188957214637e-09,8.7890850676523817e-09,8.809497620426223e-13,3.852221619366498e-13,8.9623088454133694e-11,5.932546844730395e-09,1.2145562543302726e-12,2.4076401312504923e-13,1.8173093604547146e-21,1.7561966278166865e-13,7.9701696024887263e-14,1.6511238169153112e-21,7.7113439247475515e-05,1.0321698355941765e-18,4.1068699241147365e-19,5.5047321900336506e-10,5.1784218722246355e-10
2.025563848538256e-12,0.30220936284306554,76.950000000000003,0.0,0.0,0.0,0.98948678908660526,9.4999991993156048,1.6691341690265939e-05,0.00020631845340214971,0.00020549853928607806,7.0698678795709355e-07,1.8916969570680053e-11,0.0012263252208818591,0.0021749739947394004,9.3675274051004841e-08,3.2418720185807749e-15,3.5358217828734878e-13,3.9389608650163001e-12,0.006603329305229149,2.4178693645437894e-08,3.3538609425155389e-16,1.0092204523196916e-16,4.0156570463363507e-17,0.0,4.9125969154025662e-08,2.0346153675017506e-07,9.3538968971740755e-09,9.3552481844080969e-09,9.3928044148660551e-13,4.1200678450331663e-13,9.2054278161756832e-11,6.1863059671487336e-09,1.2679586077631173e-12,2.5205919271922378e-13,2.1030410705919703e-21,1.8684010376647435e-13,8.4839771892722879e-14,1.9109746072533739e-21,7.897985297310807e-05,1.0982214465345307e-18,4.3694272085468278e-19,5.7661752314960065e-10,5.4170067450188156e-10
2.067846363180927e-12,0.3022093627463939,76.950000000000003,0.0,0.0,0.0,0.98926886535117853,9.4999991707521936,1.7037883242142517e-05,0.0002105785692734555,0.00020972587379453712,7.3332320951794948e-07,1.9307576109123539e-11,0.0012261072167050013,0.002226355804746442,9.5901683385723196e-08,3.3626371948485879e-15,3.76029986372373e-13,4.1249685936544365e-12,0.0067593480346904815,2.5191227781315089e-08,3.4335732257744313e-16,1.0330144479249026e-16,4.2935617839739467e-17,0.0,5.1425788210949491e-08,2.1180308224523585e-07,9.9434359935011663e-09,9.9448760884053557e-09,1.0000974976508472e-12,4.3999739727165376e-13,9.4485363949099868e-11,6.4453280125496859e-09,1.3224997646044563e-12,2.6362304783779742e-13,2.4262866440805767e-21,1.9849169652417671e-13,9.0192290259438186e-14,2.2049851319899087e-21,8.0845941587926934e-05,1.1668154168906301e-18,4.6420801687233581e-19,6.0335952021584669e-10,5.6605452895146373e-10
2.110128877823598e-12,0.3022093626485843,76.950000000000003,0.0,0.0,0.0,0.98905099156688403,9.4999991418356249,1.7384348192544975e-05,0.00021483680339563381,0.00021395079524047912,7.6001362154281661e-07,1.9698010108779238e-11,0.0012258813282730516,0.0022777279617198732,9.812725290168398e-08,3.4850255897336042e-15,3.9938646345168806e-13,4.3158023150062223e-12,0.0069153384454407147,2.6224223238042661e-08,3.513255440964116e-16,1.0567893487483443e-16,4.5843562449600887e-17,0.0,5.3778378206545247e-08,2.2030246729372052e-07,1.0556885151982228e-08,1.0558417821324192e-08,1.0634499578297335e-12,4.6921937347408183e-13,9.6916279517649644e-11,6.709610610131712e-09,1.3781792102766535e-12,2.7545600108599038e-13,2.791036804903345e-21,2.1057972639056025e-13,9.5763522797946536e-14,2.5367959122766558e-21,8.2711691990842016e-05,1.2379829872569754e-18,4.9249526814741963e-19,6.3069782943881167e-10,5.9090039170729704e-10
2.1524113924662693e-12,0.30220936254965874,76.950000000000003,0.0,0.0,0.0,0.98883316770638896,9.49999911257175,1.7730736559026286e-05,0.00021909315663540634,0.00021817331039836006,7.8705219709281043e-07,2.0088271649050795e-11,0.001225648816079946,0.0023290901624516934,1.0035196171023575e-07,3.6090104838789992e-15,4.2366832798074579e-13,4.5115008699722876e-12,0.0070712996169044976,2.7277661821164656e-08,3.5929068401968476e-16,1.0805449392029985e-16,4.88836564902499e-17,0.0,5.6183686570913581e-08,2.2895914042654614e-07,1.1194691771362798e-08,1.1196320856050845e-08,1.1293866780569849e-12,4.9969799776203341e-13,9.9346968775269038e-11,6.9791513941937193e-09,1.4349964315483226e-12,2.8755846294291549e-13,3.2016110365538748e-21,2.2310935274237558e-13,1.0155773576380581e-13,2.9103482144033801e-21,8.4577093175176071e-05,1.3117546537607061e-18,5.2181656715008138e-19,6.5863106876868607e-10,6.1623492169644006e-10
2.1946939071089405e-12,0.3022093624496387,76.950000000000003,0.0,0.0,0.0,0.98861539374476148,9.4999990829663172,1.8077048359130302e-05,0.00022334762985582504,0.00022239342595180858,8.1443319925672989e-07,2.0478360809022912e-11,0.0012254107406048877,0.0023804421522659242,1.025757920819835e-07,3.7345655707529104e-15,4.4889223336656858e-13,4.7121031771854628e-12,0.0072272307758267955,2.8351525349728488e-08,3.6725267887008801e-16,1.1042810382456382e-16,5.2059175839460517e-17,0.0,5.8641660480635949e-08,2.3777255203213591e-07,1.1857301687142818e-08,1.1859031101966991e-08,1.197956343684602e-12,5.3145846649982171e-13,1.0177738428390245e-10,7.253948003508575e-09,1.492950916361192e-12,2.9993083199252772e-13,3.6626770229533968e-21,2.3608561186108724e-13,1.0757919000574917e-13,3.3299019201905913e-21,8.6442135896259452e-05,1.3881601849886528e-18,5.5218371784963983e-19,6.871578555451267e-10,6.4205479619218122e-10
2.2369764217516116e-12,0.30220936234854495,76.950000000000003,0.0,0.0,0.0,0.98839766965909115,9.4999990530249985,1.8423283610392474e-05,0.00022760022391675984,0.00022661114849503714,8.4215097976257583e-07,2.0868277667579947e-11,0.0012251679940954632,0.002431783717306586,1.0479872897832207e-07,3.8616649502892268e-15,4.7507476747289861e-13,4.9176482205724935e-12,0.0073831312728628064,2.9445795656239923e-08,3.7521147480601044e-16,1.1279974943336474e-16,5.5373420079685023e-17,0.0,6.1152246906426695e-08,2.4674215434672884e-07,1.2545159176837193e-08,1.254699291021117e-08,1.2692074699587102e-12,5.6452588805848592e-13,1.0420748593900661e-10,7.5339980807930077e-09,1.5520421536835715e-12,3.1257349515591108e-13,4.1792707957808946e-21,2.4951341972882363e-13,1.1383214097540364e-13,3.8000540536791254e-21,8.8306812391433006e-05,1.4672286385134659e-18,5.836082422676828e-19,7.1627680706566972e-10,6.6835671125978458e-10
2.2792589363942828e-12,0.30220936224639866,76.950000000000003,0.0,0.0,0.0,0.98817999542816726,9.4999990227533573,1.8769442330340534e-05,0.00023185093967531366,0.0002308264845342298,8.7019997761048901e-07,2.1258022303243399e-11,0.0012249213272784215,0.0024831146780564446,1.0702075965265555e-07,3.9902831225902091e-15,5.0223245219504702e-13,5.1281750383974009e-12,0.007539000562903961,3.0560454586622994e-08,3.8316702618972478e-16,1.1516941807218587e-16,5.8829712514040135e-17,0.0,6.3715392653174361e-08,2.5586740144486363e-07,1.3258706965209085e-08,1.3260649078912955e-08,1.3431884025923509e-12,5.9892528310935768e-13,1.0663723984810735e-10,7.8192992722600348e-09,1.612269633386618e-12,3.2548682792392826e-13,4.7568175976616896e-21,2.6339757475849147e-13,1.2032083873631489e-13,4.3257579733078259e-21,9.017111614473592e-05,1.5489883770304462e-18,6.1610138687679083e-19,7.4598654106242573e-10,6.9513738210899143e-10
