Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68)
1.0822469318906574e-17,0.25168866874761936,76.950000000000003,0.0,0.0,0.0,0.9999999999991237,9.5,5.5922888918842079e-14,4.1016083095181019e-13,4.1016082079594214e-13,1.0155868076591086e-20
2.1647287773762553e-17,0.25168866874761936,76.950000000000003,0.0,0.0,0.0,0.99999999999824729,9.5,1.1185791651509059e-13,8.2041069182038517e-13,8.204106511903014e-13,4.0630083738693194e-20
4.329692468347451e-17,0.25168866874761936,76.950000000000003,0.0,0.0,0.0,0.99999999999649447,9.5,2.2372797170621513e-13,1.6409104135546585e-12,1.6409102510211099e-12,1.6253354872885829e-19
8.659619850289843e-17,0.25168866874761936,76.950000000000003,0.0,0.0,0.0,0.99999999999298872,9.5,4.4746808208297448e-13,3.2819098570116991e-12,3.2819092068511566e-12,6.5016054314545572e-19
1.7319474614174624e-16,0.25168866874761936,76.950000000000003,0.0,0.0,0.0,0.99999999998597722,9.5,8.949483028145338e-13,6.5639087438797574e-12,6.5639061431855309e-12,2.6006942279034314e-18
3.4639184141944186e-16,0.25168866874761936,76.950000000000003,0.0,0.0,0.0,0.99999999997195421,9.5,1.7899087441898154e-12,1.312790651743178e-11,1.3127896114555895e-11,1.0402875886561384e-17
6.927860319748331e-16,0.25168866874761936,76.950000000000003,0.0,0.0,0.0,0.99999999994390831,9.5,3.5798296265890304e-12,2.625590206379946e-11,2.6255860452139058e-11,4.161166040407118e-17
1.3855744130856158e-15,0.25168866874761936,76.950000000000003,0.0,0.0,0.0,0.99999999988781652,9.5,7.1596713899820676e-12,5.2511893153589315e-11,5.2511726706962728e-11,1.6644662659019889e-16
2.0783627941963984e-15,0.25168866874761936,76.950000000000003,0.0,0.0,0.0,0.99999999983172472,9.5,1.0739513151969712e-11,7.876788424043369e-11,7.8767530541731426e-11,3.5369870227909306e-16
2.771151175307181e-15,0.25168866874761936,76.950000000000003,0.0,0.0,0.0,0.99999999977563292,9.5,1.4319354912551965e-11,1.0502387532433255e-10,1.0502327195673275e-10,6.0336759982373733e-16
4.156727937528746e-15,0.25168866874761936,76.950000000000003,0.0,0.0,0.0,0.99999999966344932,9.5,2.1479038430418094e-11,1.5753585748521741e-10,1.5753460829225534e-10,1.2491929620828077e-15
5.5423046997503114e-15,0.25168866874761936,76.950000000000003,0.0,0.0,0.0,0.99999999955126573,9.5,2.8638721943116098e-11,2.1004783963527067e-10,2.1004571509042049e-10,2.124544850207025e-15
8.313458224193441e-15,0.25168866874761936,76.950000000000003,0.0,0.0,0.0,0.99999999932689843,9.4999999999999982,4.2958088951541771e-11,3.1507180389980988e-10,3.150671749782084e-10,4.6289216015279123e-15
1.1084611748636572e-14,0.25168866874761936,76.950000000000003,0.0,0.0,0.0,0.99999999910253112,9.4999999999999947,5.72774559375971e-11,4.2009576811746416e-10,4.200876413372245e-10,8.1267802397593184e-15
1.6626918797522832e-14,0.25168866874761936,76.950000000000003,0.0,0.0,0.0,0.99999999865379652,9.499999999999984,8.5916189842287531e-11,6.3014369641147006e-10,6.3012557983203553e-10,1.811657943460812e-14
2.7711532895295355e-14,0.2516886687476193,76.950000000000003,0.0,0.0,0.0,0.99999999775632731,9.499999999999952,1.4319365738191881e-10,1.0502395524341272e-09,1.0501894774871922e-09,5.00749469348379e-14
4.9880761090840394e-14,0.25168866874761886,76.950000000000003,0.0,0.0,0.0,0.999999995961389,9.4999999999998401,2.5774859138189314e-10,1.8904312622174147e-09,1.8902693475068993e-09,1.619147105151484e-13
9.421921748193048e-14,0.25168866874761775,76.950000000000003,0.0,0.0,0.0,0.99999999237151227,9.4999999999994245,4.8685845506456316e-10,3.5708146727356157e-09,3.5702374201318513e-09,5.7725260376481156e-13
1.3855767387302058e-13,0.25168866874761575,76.950000000000003,0.0,0.0,0.0,0.99999998878163554,9.499999999998753,7.1596831299079732e-10,5.2511980711891814e-09,5.2499499846747599e-09,1.2480865144210052e-12
1.8289613026411067e-13,0.25168866874761314,76.950000000000003,0.0,0.0,0.0,0.99999998519175903,9.4999999999978257,9.450781651605601e-10,6.9315814575780342e-09,6.9294071112663218e-09,2.1743463117117524e-12
2.2723458665520076e-13,0.2516886687476097,76.950000000000003,0.0,0.0,0.0,0.99999998160188242,9.4999999999966462,1.1741880115738402e-09,8.6119648319021443e-09,8.6086088734930276e-09,3.3559584091173738e-12
3.1591149943738094e-13,0.2516886687476007,76.950000000000003,0.0,0.0,0.0,0.99999997442212929,9.4999999999935181,1.6324076871309458e-09,1.1972731544356119e-08,1.1966246579239906e-08,6.4849651162104604e-12
4.045884122195611e-13,0.2516886687475888,76.950000000000003,0.0,0.0,0.0,0.99999996724237628,9.4999999999893685,2.0906273396620979e-09,1.5333498208551038e-08,1.5322863695275097e-08,1.063451327594339e-11
4.932653250017413e-13,0.2516886687475739,76.950000000000003,0.0,0.0,0.0,0.99999996006262337,9.4999999999841975,2.5488469691672921e-09,1.8694264824486859e-08,1.8678460846387599e-08,1.5803978099262163e-11
6.706191505661017e-13,0.2516886687475353,76.950000000000003,0.0,0.0,0.0,0.99999994570311801,9.4999999999708038,3.4652861590998306e-09,2.5415797911581135e-08,2.5386597684754787e-08,2.9200226826347397e-11
8.47972976130462e-13,0.2516886687474851,76.950000000000003,0.0,0.0,0.0,0.99999993134361309,9.4999999999533351,4.3817252569285691e-09,3.2137330805638723e-08,3.2090661929188632e-08,4.6668876450088174e-11
1e-12,0.25168866874742307,76.950000000000003,0.0,0.0,0.0,0.99999991903470065,9.4999999999351221,5.1672932882623576e-09,3.7899003051623321e-08,3.7834122159079364e-08,6.4880892543956618e-11
1.0253268016948224e-12,0.25168866874742307,76.950000000000003,0.0,0.0,0.0,0.99999991698410873,9.4999999999317986,5.2981642626535166e-09,3.8858863506659385e-08,3.8790658377586559e-08,6.8205129072826159e-11
1.3800344528235431e-12,0.25168866874726403,76.950000000000003,0.0,0.0,0.0,0.99999988826510133,9.4999999998765414,7.1310419977920759e-09,5.2301928329589054e-08,5.2178467029458217e-08,1.2346130013083576e-10
1.7347421039522639e-12,0.25168866874705836,76.950000000000003,0.0,0.0,0.0,0.99999985954609583,9.499999999805075,8.9639193645155805e-09,6.5744992380368319e-08,6.5550061922976715e-08,1.9493045739160782e-10
2.2250667302433348e-12,0.2516886687466974,76.950000000000003,0.0,0.0,0.0,0.99999981984682662,9.4999999996796536,1.1497568390242345e-08,8.4327802435206874e-08,8.4007452425795936e-08,3.2035000941094145e-10
2.7153913565344055e-12,0.25168866874624773,76.950000000000003,0.0,0.0,0.0,0.9999997801475613,9.4999999995234283,1.4031216711983987e-08,1.0291061101457454e-07,1.0243403447982587e-07,4.7657653474867264e-10
3.2057159828254766e-12,0.2516886687457097,76.950000000000003,0.0,0.0,0.0,0.99999974044829953,9.4999999993364934,1.6564864329740688e-08,1.2149341811846653e-07,1.2082990843714644e-07,6.6350968132008238e-10
3.696040609116548e-12,0.25168866874508367,76.950000000000003,0.0,0.0,0.0,0.99999970074904121,9.4999999991189537,1.9098511243512616e-08,1.4007622374687798e-07,1.3919517429476195e-07,8.8104945211602272e-10
4.186365235407619e-12,0.25168866874436974,76.950000000000003,0.0,0.0,0.0,0.99999966104978666,9.4999999988709067,2.1632157453299951e-08,1.586590278998042e-07,1.5752993174165485e-07,1.1290961581492872e-09
4.67668986169869e-12,0.2516886687435683,76.950000000000003,0.0,0.0,0.0,0.99999962135053577,9.4999999985924521,2.4165802959102876e-08,1.7724183057724026e-07,1.758342802054828e-07,1.407550371757461e-09
5.167014487989761e-12,0.2516886687426797,76.950000000000003,0.0,0.0,0.0,0.99999958165128855,9.4999999982836894,2.6699447760921556e-08,1.9582463177918149e-07,1.9410831866226761e-07,1.7163131169139104e-09
5.657339114280832e-12,0.25168866874170415,76.950000000000003,0.0,0.0,0.0,0.99999954195204499,9.4999999979447178,2.9233091858756175e-08,2.1440743150562305e-07,2.1235214583773424e-07,2.0552856678888421e-09
6.1476637405719034e-12,0.25168866874064183,76.950000000000003,0.0,0.0,0.0,0.99999950225280509,9.4999999975756317,3.1766735252606911e-08,2.3299022975656028e-07,2.3056586001219372e-07,2.4243697443665442e-09
6.6379883668629746e-12,0.25168866873949314,76.950000000000003,0.0,0.0,0.0,0.99999946255356886,9.4999999971765341,3.4300377942473947e-08,2.5157302653198829e-07,2.4874955930334329e-07,2.8234672286450548e-09
7.128312993154046e-12,0.2516886687382584,76.950000000000003,0.0,0.0,0.0,0.9999994228543363,9.4999999967475208,3.6834019928357448e-08,2.7015582183190241e-07,2.6690334134594926e-07,3.2524804859531808e-09
7.618637619445117e-12,0.25168866873693785,76.950000000000003,0.0,0.0,0.0,0.99999938315510739,9.4999999962886896,3.9367661210257599e-08,2.8873861565629784e-07,2.8502730367548703e-07,3.7113119808109433e-09
8.108962245736188e-12,0.25168866873553175,76.950000000000003,0.0,0.0,0.0,0.99999934345588215,9.4999999958001382,4.1901301788174559e-08,3.0732140800516997e-07,3.0312154330057543e-07,4.1998647045945684e-09
8.599286872027259e-12,0.25168866873404044,76.950000000000003,0.0,0.0,0.0,0.99999930375666057,9.4999999952819589,4.4434941662108527e-08,3.2590419887851405e-07,3.2118615694386571e-07,4.7180419346483978e-09
9.08961149831833e-12,0.2516886687324641,76.950000000000003,0.0,0.0,0.0,0.99999926405744266,9.4999999947342531,4.6968580832059675e-08,3.4448698827632514e-07,3.3922124112653602e-07,5.2657471497891834e-09
9.579936124609401e-12,0.25168866873080303,76.950000000000003,0.0,0.0,0.0,0.99999922435822841,9.4999999941571147,4.9502219298028168e-08,3.6306977619859875e-07,3.5722689201000651e-07,5.8428841885922828e-09
1e-11,0.25168866872905754,76.950000000000003,0.0,0.0,0.0,0.99999919034769014,9.4999999936393458,5.167280111516771e-08,3.7898975434414794e-07,3.7262909833468784e-07,6.3606560094602506e-09
1.0070260750900473e-11,0.25168866872905754,76.950000000000003,0.0,0.0,0.0,0.9999991846590176,9.4999999935506434,5.2035857060014198e-08,3.8165256264533011e-07,3.7520320546528415e-07,6.4493571800460405e-09
1.0560585377191544e-11,0.2516886687272279,76.950000000000003,0.0,0.0,0.0,0.99999914495981057,9.4999999929149297,5.4569494118017937e-08,4.0023534761651452e-07,3.9315027710568218e-07,7.0850705108323962e-09
1.1264419284026023e-11,0.25168866872445506,76.950000000000003,0.0,0.0,0.0,0.99999908797379899,9.4999999919514799,5.8206388881308569e-08,4.269099060216467e-07,4.1886138329658331e-07,8.0485227250633061e-09
1.1968253190860502e-11,0.2516886687215101,76.950000000000003,0.0,0.0,0.0,0.99999903098779497,9.4999999909282522,6.1843282194043453e-08,4.5358446138638842e-07,4.4451271324063322e-07,9.0717481457552814e-09
1.2672087097694982e-11,0.25168866871839396,76.950000000000003,0.0,0.0,0.0,0.99999897400179849,9.4999999898455325,6.5480174056223093e-08,4.8025901371072582e-07,4.7010454605565619e-07,1.0154467655069835e-08
1.3375921004529461e-11,0.2516886687151073,76.950000000000003,0.0,0.0,0.0,0.99999891701580956,9.4999999887035962,6.9117064467848011e-08,5.0693356299464533e-07,4.9563715962981503e-07,1.1296403364830423e-08
1.407975491136394e-11,0.2516886687116511,76.950000000000003,0.0,0.0,0.0,0.99999886002982818,9.4999999875027186,7.2753953428918763e-08,5.3360810923813288e-07,5.21110830566146e-07,1.2497278671987104e-08
1.478358881819842e-11,0.25168866870802603,76.950000000000003,0.0,0.0,0.0,0.99999880304385413,9.4999999862431803,7.6390840939435825e-08,5.602826524411748e-07,5.4652583418681268e-07,1.3756818254362558e-08
1.6191256631867378e-11,0.2516886687002725,76.950000000000003,0.0,0.0,0.0,0.9999986890719289,9.4999999835492037,8.3664611608811079e-08,6.1363172972586737e-07,5.9718093430009578e-07,1.6450795425771904e-08
1.7598924445536337e-11,0.2516886686918531,76.950000000000003,0.0,0.0,0.0,0.99999857510003376,9.4999999806238424,9.0938376475977953e-08,6.669807948486128e-07,6.4760463685619449e-07,1.9376157992418633e-08
1.9006592259205295e-11,0.25168866868277395,76.950000000000003,0.0,0.0,0.0,0.9999984611281687,9.4999999774692494,9.8212135540940631e-08,7.2032984780930278e-07,6.9779909841337487e-07,2.2530749395928138e-08
2.0414260072874254e-11,0.2516886686730411,76.950000000000003,0.0,0.0,0.0,0.99999834715633396,9.4999999740875669,1.0548588880370332e-07,7.7367888860782795e-07,7.4776645542405925e-07,2.5912433183768824e-08
2.1821927886543213e-11,0.2516886686626608,76.950000000000003,0.0,0.0,0.0,0.99999823318452918,9.4999999704809053,1.1275963626427018e-07,8.2702791724408051e-07,7.9750882443920577e-07,2.9519092804875086e-08
2.322959570021217e-11,0.2516886686516391,76.950000000000003,0.0,0.0,0.0,0.9999981192127545,9.4999999666513677,1.200333779226454e-07,8.8037693371795237e-07,8.4702830229170604e-07,3.3348631426246627e-08
2.6044931327550085e-11,0.25168866862769507,76.950000000000003,0.0,0.0,0.0,0.99999789126929572,9.4999999583319426,1.3458084383283767e-07,9.8707493017812462e-07,9.454068742744422e-07,4.1668055903682399e-08
2.8860266954888e-11,0.2516886686012562,76.950000000000003,0.0,0.0,0.0,0.9999976633259573,9.4999999491456748,1.4912828653431369e-07,1.0937728779874881e-06,1.0429185584551364e-06,5.0854319532351782e-08
3.1675602582225913e-11,0.25168866857236877,76.950000000000003,0.0,0.0,0.0,0.99999743538273955,9.4999999391086547,1.6367570602710686e-07,1.2004707771451935e-06,1.1395794378885572e-06,6.0891339256636436e-08
3.449093820956383e-11,0.25168866854107824,76.950000000000003,0.0,0.0,0.0,0.99999720743964216,9.4999999282366652,1.7822310231125069e-07,1.3071686276503957e-06,1.2354052972337448e-06,7.176333041665033e-08
4.012160946423966e-11,0.25168866847146537,76.950000000000003,0.0,0.0,0.0,0.99999675155380918,9.4999999040494476,2.0731782525372444e-07,1.5205641826999346e-06,1.4246136351570169e-06,9.5950547542917607e-08
4.518921359344791e-11,0.2516886684010338,76.950000000000003,0.0,0.0,0.0,0.99999634125697157,9.4999998795777856,2.3350299652870604e-07,1.7126200158445821e-06,1.5921978062709852e-06,1.2042220957359743e-07
5.025681772265616e-11,0.251688668323485,76.950000000000003,0.0,0.0,0.0,0.99999593096052442,9.4999998526332341,2.5968809260818456e-07,1.9046756913421953e-06,1.7573089314533341e-06,1.4736675988886144e-07
5.532442185186441e-11,0.25168866823905506,76.950000000000003,0.0,0.0,0.0,0.99999552066446795,9.499999823297772,2.8587311349235555e-07,2.0967312091880064e-06,1.9200289836064113e-06,1.7670222558159592e-07
6.039202598107265e-11,0.25168866814797186,76.950000000000003,0.0,0.0,0.0,0.99999511036880184,9.4999997916506445,3.1205805918141424e-07,2.2887865693772857e-06,2.0804372183164732e-06,2.083493510608125e-07
6.54596301102809e-11,0.2516886680504561,76.950000000000003,0.0,0.0,0.0,0.9999947000735262,9.4999997577684852,3.3824292967555581e-07,2.480841771905336e-06,2.2386102639898678e-06,2.4223150791546779e-07
7.052723423948915e-11,0.2516886679467209,76.950000000000003,0.0,0.0,0.0,0.99999428977864124,9.499999721725386,3.6442772497497562e-07,2.6728968167674891e-06,2.394622208964015e-06,2.7827460780347359e-07
7.55948383686974e-11,0.2516886678369726,76.950000000000003,0.0,0.0,0.0,0.99999387948414675,9.4999996835929768,3.9061244507986902e-07,2.8649517039591042e-06,2.5485446857549639e-06,3.1640701820413981e-07
8.066244249790565e-11,0.2516886677214103,76.950000000000003,0.0,0.0,0.0,0.99999346919004284,9.4999996434405123,4.1679708999043129e-07,3.057006433475562e-06,2.7004469524538518e-06,3.5655948102170965e-07
8.57300466271139e-11,0.2516886676002269,76.950000000000003,0.0,0.0,0.0,0.9999930588963295,9.4999996013349612,4.4298165970685773e-07,3.2490610053122653e-06,2.8503959714203996e-06,3.9866503389186523e-07
9.079765075632215e-11,0.25168866747360863,76.950000000000003,0.0,0.0,0.0,0.99999264860300674,9.4999995573410612,4.6916615422934363e-07,3.4411154194646311e-06,2.9984564853717193e-06,4.4265893409291149e-07
9.58652548855304e-11,0.25168866734173573,76.950000000000003,0.0,0.0,0.0,0.99999223831007433,9.4999995115214109,4.953505735580845e-07,3.6331696759280936e-06,3.1446910909631953e-06,4.8847858496489778e-07
9.999999999999999e-11,0.2516886672047824,76.950000000000003,0.0,0.0,0.0,0.99999190354532408,9.4999994728259693,5.1671483462590524e-07,3.7898699205348705e-06,3.2626958950753298e-06,5.2717402545953974e-07
1.0093285901473865e-10,0.2516886672047824,76.950000000000003,0.0,0.0,0.0,0.99999182801753261,9.4999994639365308,5.2153491769327522e-07,3.8252237746980986e-06,3.2891603099314979e-06,5.360634647665994e-07
1.060004631439469e-10,0.25168866706291687,76.950000000000003,0.0,0.0,0.0,0.99999141772538147,9.4999994146449378,5.4771918663511155e-07,4.017277715770098e-06,3.4319226578749872e-06,5.8535505789510891e-07
1.1106806727315515e-10,0.25168866691630215,76.950000000000003,0.0,0.0,0.0,0.99999100743362113,9.4999993637032087,5.7390338038378862e-07,4.2093314991395517e-06,3.5730347107496935e-06,6.3629678838985755e-07
1.161356714023634e-10,0.2516886667650956,76.950000000000003,0.0,0.0,0.0,0.99999059714225125,9.4999993111660377,6.0008749893950157e-07,4.4013851248019299e-06,3.7125511691611341e-06,6.8883395564079451e-07
1.2120327553157164e-10,0.2516886666094495,76.950000000000003,0.0,0.0,0.0,0.99999018685127194,9.4999992570863228,6.2627154230244597e-07,4.5934385927527016e-06,3.8505249205270777e-06,7.4291367222562094e-07
1.2627087966077989e-10,0.251688666449511,76.950000000000003,0.0,0.0,0.0,0.99998977656068322,9.4999992015151911,6.5245551047281705e-07,4.7854919029873328e-06,3.9870070991811402e-06,7.9848480380619113e-07
1.3133848378998813e-10,0.2516886662854223,76.950000000000003,0.0,0.0,0.0,0.99998936627048529,9.4999991445020839,6.7863940345081015e-07,4.9775450555012994e-06,4.1220471444838324e-06,8.5549791101746449e-07
1.3640608791919638e-10,0.2516886661173211,76.950000000000003,0.0,0.0,0.0,0.99998895598067794,9.4999990860948031,7.0482322123662031e-07,5.1695980502900647e-06,4.2556928570065344e-06,9.1390519328352907e-07
1.4147369204840463e-10,0.25168866594534034,76.950000000000003,0.0,0.0,0.0,0.99998854569126128,9.4999990263395588,7.310069638304432e-07,5.3616508873490971e-06,4.3879904528527367e-06,9.7366043449635743e-07
1.4654129617761288e-10,0.25168866576960863,76.950000000000003,0.0,0.0,0.0,0.9999881354022353,9.4999989652810459,7.5719063123247384e-07,5.5537035666738531e-06,4.5189846161788776e-06,1.0347189504949715e-06
1.5160890030682113e-10,0.2516886655902504,76.950000000000003,0.0,0.0,0.0,0.99998772511359979,9.4999989029624583,7.8337422344290757e-07,5.7457560882597859e-06,4.6487185499745626e-06,1.097037538285221e-06
1.5667650443602938e-10,0.2516886654073857,76.950000000000003,0.0,0.0,0.0,0.99998731482535508,9.4999988394255688,8.0955774046193996e-07,5.9378084521023435e-06,4.7772340251596359e-06,1.1605744269427038e-06
1.6174410856523763e-10,0.2516886652211309,76.950000000000003,0.0,0.0,0.0,0.99998690453750105,9.4999987747107646,8.3574118228976594e-07,6.1298606581969603e-06,4.9045714280537168e-06,1.2252892301432382e-06
1.7187931682365413e-10,0.2516886648388967,76.950000000000003,0.0,0.0,0.0,0.99998608396296507,9.499998641902307,8.8810784037258076e-07,6.5139645971240683e-06,5.1558669092912804e-06,1.3580976878327843e-06
1.8100100425622897e-10,0.2516886644843806,76.950000000000003,0.0,0.0,0.0,0.99998534544721884,9.4999985187246221,9.3523757549514803e-07,6.8596576026145223e-06,5.3783822310497213e-06,1.4812753715647967e-06
1.901226916888038e-10,0.25168866412051977,76.950000000000003,0.0,0.0,0.0,0.99998460693273872,9.4999983922999949,9.8236706700124448e-07,7.2053500969301818e-06,5.5976500953085399e-06,1.6077000016216377e-06
1.9924437912137865e-10,0.25168866374786386,76.950000000000003,0.0,0.0,0.0,0.99998386841952469,9.4999982628195916,1.0294963148920094e-06,7.5510420800440029e-06,5.8138616766617028e-06,1.7371804033822969e-06
2.083660665539535e-10,0.25168866336693113,76.950000000000003,0.0,0.0,0.0,0.99998312990757654,9.4999981304633359,1.0766253191685816e-06,7.8967335519287813e-06,6.0271968929571555e-06,1.8695366589716239e-06
2.1748775398652833e-10,0.25168866297820874,76.950000000000003,0.0,0.0,0.0,0.99998239139689471,9.49999799540055,1.1237540798320997e-06,8.2424245125571546e-06,6.2378250689609094e-06,2.0045994435962426e-06
2.2660944141910317e-10,0.25168866258215544,76.950000000000003,0.0,0.0,0.0,0.99998165288747887,9.4999978577905964,1.1708825968837032e-06,8.5881149619015755e-06,6.445905560441146e-06,2.142209401460429e-06
2.3573112885167803e-10,0.2516886621792027,76.950000000000003,0.0,0.0,0.0,0.99998091437932946,9.4999977177834367,1.218010870324531e-06,8.9338048999343307e-06,6.6515883417610412e-06,2.2822165581732878e-06
2.4485281628425287e-10,0.25168866176975685,76.950000000000003,0.0,0.0,0.0,0.99998017587244614,9.4999975755202293,1.2651389001557222e-06,9.2794943266275089e-06,6.8550145580534614e-06,2.4244797685740458e-06
2.539745037168277e-10,0.2516886613542002,76.950000000000003,0.0,0.0,0.0,0.99997943736682937,9.4999974311338011,1.3122666863784151e-06,9.6251832419530174e-06,7.0563170448282492e-06,2.5688661971247635e-06
2.6309619114940255e-10,0.25168866093289255,76.950000000000003,0.0,0.0,0.0,0.99997869886247881,9.4999972847491687,1.3593942289937495e-06,9.9708716458825635e-06,7.2556208170709526e-06,2.7152508288116079e-06
2.722178785819774e-10,0.2516886605061725,76.950000000000003,0.0,0.0,0.0,0.9999779603593949,9.4999971364839855,1.4065215280028642e-06,1.0316559538387672e-05,7.4530435297471062e-06,2.8635160086405638e-06
2.8133956601455223e-10,0.2516886600743588,76.950000000000003,0.0,0.0,0.0,0.99997722185757743,9.4999969864489895,1.4536485834068982e-06,1.0662246919439668e-05,7.6486959112019219e-06,3.0135510082377427e-06
2.9046125344712707e-10,0.25168865963775133,76.950000000000003,0.0,0.0,0.0,0.9999764833570266,9.4999968347483801,1.50077539520699e-06,1.1007933789009673e-05,7.842682170972358e-06,3.1652516180373118e-06
2.995829408797019e-10,0.25168865919663236,76.950000000000003,0.0,0.0,0.0,0.99997574485774221,9.4999966814802335,1.5479019634042791e-06,1.1353620147068625e-05,8.0351003835269779e-06,3.3185197635416448e-06
3.0870462831227675e-10,0.25168865875126745,76.950000000000003,0.0,0.0,0.0,0.99997500635972469,9.4999965267368527,1.5950282879999046e-06,1.1699305993587262e-05,8.2260428494193292e-06,3.4732631441679323e-06
3.178263157448516e-10,0.2516886583019068,76.950000000000003,0.0,0.0,0.0,0.99997426786297372,9.4999963706051034,1.6421543689950047e-06,1.2044991328536143e-05,8.4155964352116543e-06,3.6293948933244872e-06
3.269480031774264e-10,0.2516886578487855,76.950000000000003,0.0,0.0,0.0,0.99997352936748973,9.4999962131667388,1.6892802063907192e-06,1.239067615188561e-05,8.6038428934048048e-06,3.7868332584808052e-06
3.3606969061000126e-10,0.25168865739212515,76.950000000000003,0.0,0.0,0.0,0.9999727908732724,9.4999960544986983,1.7364058001881869e-06,1.2736360463605848e-05,8.7908591635269275e-06,3.9455013000789187e-06
3.451913780425761e-10,0.25168865693213416,76.950000000000003,0.0,0.0,0.0,0.99997205238032216,9.499995894673388,1.7835311503885466e-06,1.3082044263666836e-05,8.9767176554833493e-06,4.1053266081834829e-06
3.5431306547515094e-10,0.25168865646900845,76.950000000000003,0.0,0.0,0.0,0.99997131388863869,9.4999957337589613,1.8306562569929374e-06,1.3427727552038388e-05,9.1614865162202388e-06,4.2662410358181472e-06
3.634347529077258e-10,0.25168865600293283,76.950000000000003,0.0,0.0,0.0,0.99997057539822243,9.4999955718195448,1.8777811200024979e-06,1.3773410328690126e-05,9.345229880692894e-06,4.4281804479972315e-06
3.725564403403006e-10,0.2516886555340809,76.950000000000003,0.0,0.0,0.0,0.99996983690907326,9.4999954089155079,1.9249057394183671e-06,1.4119092593591506e-05,9.5280081080636514e-06,4.5910844855278518e-06
