Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600)
1.5005668670817373e-07,0.33658559062865845,76.950000000000003,0.0,0.0,0.0,5.7983320945488153e-05,9.4999524803546507,0.0012740334752283733,0.010332838758036561,5.3403807980998201e-10,1.1101430819289357e-11,1.1404714708378465e-09,1.8345879386303842e-07,0.013341098826634869,6.8451172530598519e-06,6.4308170430097094e-20,3.3323939567066794e-09,0.0018654941017503784,0.91411701698611758,0.0022310191922915693,2.9836040710189955e-14,4.9022519089327096e-12,5.503756314986472e-07,6.0833811011383161e-12,0.0002519740808347443,2.495089859528621e-10,0.026212409150960975,0.028083492575079291,3.2667577718675447e-06,1.7657387119129169e-06,5.228724447130311e-10,0.014043502675561556,3.480407413841688e-06,9.4002950357418995e-07,7.997078750301439e-06,4.9615780431841663e-06,7.020990610308479e-06,0.000769594185328872,0.013469126057346476,2.8954139105470781e-11,1.0692245273603039e-11,1.1260895586043567e-06,3.6122656870388512e-07,4.5390856773253434e-09,0.00020790703616299004,0.000672970231796792,0.00015543419973809255,1.254273399529678e-06,2.4747567136149098e-05,1.268600552093849e-06,2.3225352573078269e-05,6.1194250423994378e-08,2.5360792759590542e-07
1.5099882787698593e-07,0.33658559063734467,76.950000000000003,0.0,0.0,0.0,5.7377525717684144e-05,9.4999524854544113,0.0012620595510882398,0.010269330695325945,5.2467399725446413e-10,1.090676729521283e-11,1.1334618649033184e-09,1.8136969844012952e-07,0.013121899921395905,6.8030455472590897e-06,6.3180527044619021e-20,3.1441610744579382e-09,0.0018728301544447745,0.91433027748933182,0.0022310761720308477,2.9652661363595614e-14,4.9215288091416726e-12,5.525413208171641e-07,6.0830220251703762e-12,0.00025203301676655638,2.4942399256421931e-10,0.026212402832023213,0.028083492834270238,3.2667569859993701e-06,1.7657382871153739e-06,5.2299442979088208e-10,0.01409231500479494,3.4925046055553933e-06,9.4329690632286284e-07,7.9970748551488787e-06,4.9788252754388418e-06,7.0454247678473337e-06,0.00076959757623733217,0.013489576163866685,2.9054788304009707e-11,1.0729413220137014e-11,1.1277701626589882e-06,3.6177202871110855e-07,4.5449219694491771e-09,0.00020915474423125266,0.00067701219921940513,0.00015543410239447287,1.2586395700897449e-06,2.4747755399776997e-05,1.2686001670822229e-06,2.3225539182343561e-05,6.1406953331385047e-08,2.5360996732921788e-07
1.5194096904579814e-07,0.33658559064665916,76.950000000000003,0.0,0.0,0.0,5.678008832505061e-05,9.4999524905293757,0.0012501980262337115,0.010206231819013437,5.1552602655553005e-10,1.0716596470595433e-11,1.126497422338109e-09,1.7932199722905148e-07,0.012907096286044998,6.7612449125551547e-06,6.207890887506685e-20,2.9665616628519592e-09,0.0018801242485084035,0.91453904452433843,0.0022311323972799535,2.9470463544380944e-14,4.9406954585361198e-12,5.5469462367614621e-07,6.0826832338390262e-12,0.00025209071108522413,2.4934084450197371e-10,0.026212396913204421,0.028083493090640812,3.2667562500607502e-06,1.7657378893458874e-06,5.2311384459631191e-10,0.014140802226399756,3.5045212256994073e-06,9.4654254697292325e-07,7.9970712065525645e-06,4.9959576344372345e-06,7.0696961807687455e-06,0.00076960075926329639,0.013509957472766598,2.9154767139732522e-11,1.0766333613638822e-11,1.1294456357843754e-06,3.6231570737681946e-07,4.5507574627156463e-09,0.00021040392237186716,0.00068105893119410231,0.00015543401117864365,1.2629766592907997e-06,2.4747933029214635e-05,1.2685998038731758e-06,2.3225715250805695e-05,6.1618239562759422e-08,2.5361189185255506e-07
1.5288311021461034e-07,0.336585590656557,76.950000000000003,0.0,0.0,0.0,5.6190877865053331e-05,9.4999524955796364,0.0012384478516568886,0.010143539362427963,5.0658854650003842e-10,1.0530801431479825e-11,1.1195778376775348e-09,1.7731486090654563e-07,0.012696599365743553,6.7197135152236898e-06,6.100263868967188e-20,2.798995005845958e-09,0.0018873766122655994,0.91474340716433877,0.00223118787995084,2.9289439258612461e-14,4.9597524568892698e-12,5.5683560747297134e-07,6.0823635815110044e-12,0.00025214718840363962,2.4925949561500144e-10,0.026212391369786966,0.028083493344252065,3.266755560825013e-06,1.7657375167964698e-06,5.2323074009367733e-10,0.01418896664923803,3.5164578463710473e-06,9.4976658009914181e-07,7.9970677892815377e-06,5.012975935983826e-06,7.0938060049061227e-06,0.00076960374719216708,0.013530270848069431,2.9254080373720723e-11,1.080300821235424e-11,1.1311160384866666e-06,3.6285762666947332e-07,4.5565920257311475e-09,0.00021165456823261065,0.00068511042010103247,0.00015543392571228703,1.2672848736790873e-06,2.4748100625197835e-05,1.2685994612339228e-06,2.3225881373926007e-05,6.1828119176638952e-08,2.5361370767434501e-07
1.5382525138342254e-07,0.33658559066699645,76.950000000000003,0.0,0.0,0.0,5.560976570385527e-05,9.4999525006052679,0.0012268079880196332,0.010081250579168239,4.9785609553675538e-10,1.0349268637436217e-11,1.1127028078230836e-09,1.7534747686499115e-07,0.012490322393840859,6.6784495360869653e-06,5.9951058766099146e-20,2.6408943241171932e-09,0.0018945874730831192,0.91494345269832367,0.0022312426317378483,2.9109580576972464e-14,4.9787004016194843e-12,5.5896433932246871e-07,6.0820619869576094e-12,0.00025220247284167167,2.4917990102914119e-10,0.026212386178575967,0.02808349359516352,3.2667549154408102e-06,1.7657371679244754e-06,5.2334516620922e-10,0.014236810563824889,3.5283150352477171e-06,9.5296915901184307e-07,7.997064589043381e-06,5.0298809893969953e-06,7.1177553869184459e-06,0.0007696065520226556,0.013550517137634494,2.9352732728869823e-11,1.0839438760397664e-11,1.132781430155242e-06,3.633978081485442e-07,4.56242552974154e-09,0.00021290667945838659,0.00068916665831084253,0.00015543384564039269,1.2715644181512137e-06,2.4748258754525118e-05,1.268599138001349e-06,2.3226038113527241e-05,6.2036602154475689e-08,2.5361542093456509e-07
1.5476739255223474e-07,0.3365855906779375,76.950000000000003,0.0,0.0,0.0,5.5036625434262688e-05,9.4999525056063572,0.0012152774055668558,0.010019362742936399,4.8932336690318451e-10,1.0171887835226691e-11,1.1058720319532675e-09,1.7341904887551384e-07,0.012288180355725166,6.6374511699835702e-06,5.8923530407604298e-20,2.4917248578346545e-09,0.0019017570573687632,0.91513926666699963,0.0022312966641221607,2.8930879632741977e-14,4.9975398877141163e-12,5.6108088605650539e-07,6.0817774296642559e-12,0.00025225658803609309,2.4910201710158757e-10,0.026212381317805591,0.028083493843433231,3.2667543113371591e-06,1.7657368414197737e-06,5.234571718575575e-10,0.014284336242497973,3.5400933556016606e-06,9.5615043580071331e-07,7.9970615924263901e-06,5.0466735976237832e-06,7.1415454643519184e-06,0.00076960918501519282,0.013570697173494007,2.9450728890555895e-11,1.0875626987883494e-11,1.1344418690860565e-06,3.6393627297045702e-07,4.5682578487966444e-09,0.00021416025369139219,0.00069322763818526389,0.00015543377062982269,1.2758154959878565e-06,2.4748407951974913e-05,1.268598833078076e-06,2.3226185999691991e-05,6.2243698400783857e-08,2.5361703742744127e-07
1.5570953372104694e-07,0.33658559068934385,76.950000000000003,0.0,0.0,0.0,5.4471332834479332e-05,9.4999525105829878,0.0012038550840405241,0.0099578731473755448,4.8098520412030909e-10,9.998551763761922e-12,1.0990852112324316e-09,1.7152879670493814e-07,0.012090089953405974,6.5967166229072394e-06,5.7919432306453334e-20,2.3509820577446248e-09,0.001908885590570129,0.91533093289798728,0.0022313499883761419,2.8753328604860069e-14,5.0162715073555877e-12,5.6318531422359886e-07,6.0815089475197525e-12,0.00025230955715030824,2.4902580139049022e-10,0.026212376767051963,0.028083494089117821,3.2667537457824717e-06,1.7657365357294643e-06,5.2356680500630262e-10,0.01433154593958548,3.5517933659881063e-06,9.5931056139820665e-07,7.9970587868453408e-06,5.0633545572024221e-06,7.1651773657363465e-06,0.0007696116567373634,0.013590811772182883,2.9548073507498341e-11,1.0911574611568645e-11,1.136097412504878e-06,3.6447304190069111e-07,4.5740888604519402e-09,0.00021541528857124733,0.00069729335207772579,0.00015543370036796489,1.2800383088587826e-06,2.4748548722114544e-05,1.268598545428746e-06,2.3226325532557132e-05,6.2449417735873898e-08,2.5361856261974102e-07
1.5665167488985915e-07,0.33658559070118044,76.950000000000003,0.0,0.0,0.0,5.39137658276551e-05,9.4999525155352469,0.0011925400125943981,0.0098967791059028747,4.7283659626887885e-10,9.8291562315023181e-12,1.0923420491479821e-09,1.6967595584376979e-07,0.011895969570812636,6.5562441151164137e-06,5.6938160900954216e-20,2.2181898784497891e-09,0.0019159732971735005,0.91551853354030988,0.002231402615567589,2.8576919735516593e-14,5.0348958503720834e-12,5.6527769008860364e-07,6.081255632478864e-12,0.00025236140288388195,2.4895121262254353e-10,0.026212372507149539,0.028083494332272495,3.2667532163993425e-06,1.7657362495462954e-06,5.236741126447753e-10,0.01437844189157165,3.563415620667492e-06,9.6244968549956522e-07,7.9970561604906153e-06,5.0799246583474543e-06,7.1886522106837271e-06,0.00076961397710654329,0.013610861735061477,2.9644771191196086e-11,1.0947283334466043e-11,1.1377481165895864e-06,3.6500813532156221e-07,4.5799184446972263e-09,0.00021667178173521577,0.00070136379233386517,0.00015543363456146887,1.2842330568252136e-06,2.47486815410069e-05,1.2685982740765164e-06,2.3226457184006562e-05,6.2653769905128325e-08,2.5362000166820769e-07
1.5759381605867135e-07,0.33658559071341504,76.950000000000003,0.0,0.0,0.0,5.3363804442217643e-05,9.499952520463216,0.001181331189709483,0.0098360779515473621,4.6487267351295766e-10,9.6636000972469081e-12,1.0856422514769631e-09,1.6785977720292647e-07,0.011705739239794875,6.5160318812296873e-06,5.5979130265260912e-20,2.092899168107031e-09,0.0019230204007028621,0.9157021490981867,0.0022314545565638869,2.8401645332064846e-14,5.0534135042420835e-12,5.6735807963242374e-07,6.0810166271592382e-12,0.00025241214748187755,2.48878210647476e-10,0.026212368520113549,0.028083494572951118,3.2667527211645536e-06,1.7657359818919452e-06,5.2377914079906993e-10,0.014425026317260623,3.5749606697036502e-06,9.6556795659945721e-07,7.9970537022804645e-06,5.0963846850976632e-06,7.2119711099416997e-06,0.00076961615542991176,0.013630847848631627,2.9740826516510772e-11,1.0982754845838882e-11,1.1393940364918784e-06,3.6554157323617779e-07,4.5857464839736279e-09,0.00021792973081838466,0.00070543895129206863,0.0001554335729350603,1.2883999383774373e-06,2.4748806857820799e-05,1.2685980180997564e-06,2.3226581399264924e-05,6.2856764581100372e-08,2.5362135943951526e-07
1.5853595722748355e-07,0.33658559072601724,76.950000000000003,0.0,0.0,0.0,5.2821330772964907e-05,9.4999525253669859,0.0011702276231101937,0.0097757670367932901,4.5708870311297819e-10,9.5017849045944317e-12,1.0789855258486257e-09,1.6607952672637489e-07,0.011519320606811004,6.4760781659842684e-06,5.5041770102638822e-20,1.974686149099716e-09,0.0019300271237190432,0.91588185846414394,0.0022315058220360763,2.8227497742115579e-14,5.0718250535298077e-12,5.6942654855173477e-07,6.0807911235931163e-12,0.00025246181274400723,2.4880675641154924e-10,0.026212364789068538,0.028083494811206207,3.2667522577477591e-06,1.7657357314207092e-06,5.2388193461760618e-10,0.014471301417939232,3.5864290584808761e-06,9.6866552208915214e-07,7.9970514018161309e-06,5.1127354152563321e-06,7.2351351654827113e-06,0.0007696182004420021,0.01365077088484593,2.983624402289214e-11,1.1017990822089137e-11,1.1410352263590692e-06,3.66073375280591e-07,4.5915728642914949e-09,0.00021918913345376809,0.00070951882128407592,0.00015543351523042767,1.2925391504429394e-06,2.4748925096350334e-05,1.2685977766289239e-06,2.3226698598404671e-05,6.3058411352448044e-08,2.5362264052564907e-07
1.5947809839629575e-07,0.3365855907389585,76.950000000000003,0.0,0.0,0.0,5.228622894290487e-05,9.4999525302466292,0.0011592283296812276,0.009715843733417379,4.4948008511817019e-10,9.3436149751858172e-12,1.0723715821590085e-09,1.6433448514524985e-07,0.011336636900289887,6.4363812279466589e-06,5.4125526175248122e-20,1.8631509845438656e-09,0.0019369936878189816,0.91605773895145581,0.0022315564224628208,2.805446937419614e-14,5.0901310804280319e-12,5.714831622587771e-07,6.0805783592741683e-12,0.00025251042003359569,2.4873681193217192e-10,0.026212361298178971,0.028083495047089017,3.2667518241329892e-06,1.7657354969865171e-06,5.2398253832939639e-10,0.014517269377537141,3.5978213281880514e-06,9.7174252815095022e-07,7.9970492493398407e-06,5.1289776204520192e-06,7.2581454706104236e-06,0.00076962012033994205,0.013670631601410597,2.9931028213526496e-11,1.1052992926284582e-11,1.1426717393552104e-06,3.6660356073225909e-07,4.5973974739404076e-09,0.00022044998727251431,0.00071360339463547246,0.00015543346120517782,1.2966508883799099e-06,2.4749036656448374e-05,1.2685975488436224e-06,2.322680917776893e-05,6.3258719734451996e-08,2.5362384925748992e-07
1.6042023956510795e-07,0.33658559075221206,76.950000000000003,0.0,0.0,0.0,5.1758385065834939e-05,9.4999525351022456,0.0011483323353851441,0.0096563054323298564,4.420423482102174e-10,9.1889974871841167e-12,1.0658001326420465e-09,1.6262394771591747e-07,0.011157612898653017,6.3969393407153275e-06,5.3229860731782831e-20,1.7579164257764893e-09,0.0019439203136351099,0.9162298663259334,0.0022316063681342983,2.7882552706435642e-14,5.1083321649085185e-12,5.7352798588118529e-07,6.0803776137566273e-12,0.00025255799028636418,2.4866834025124218e-10,0.026212358032584662,0.028083495280649528,3.2667514187891365e-06,1.7657352779224761e-06,5.2408099524001338e-10,0.014562932362785266,3.6091380160611131e-06,9.7479911977749308e-07,7.9970472356953033e-06,5.1451120663302256e-06,7.281003110006212e-06,0.00076962192281652346,0.013690430742081837,3.0025183555715261e-11,1.1087762807920868e-11,1.1443036276812541e-06,3.6713214851170895e-07,4.6032202032221388e-09,0.00022171228990410121,0.00071769266366618193,0.00015543341063185587,1.3007353460178423e-06,2.4749141915379069e-05,1.2685973339698277e-06,2.3226913511309113e-05,6.3457699174455255e-08,2.5362498972253367e-07
1.6136238073392016e-07,0.3365855907657529,76.950000000000003,0.0,0.0,0.0,5.1237687209637514e-05,9.4999525399339149,0.0011375386751806343,0.0095971495434243118,4.347711462060733e-10,9.0378420237111195e-12,1.0592708912361447e-09,1.6094722382050727e-07,0.010982174898983458,6.3577507868653428e-06,5.2354250053321874e-20,1.6586265362548045e-09,0.001950807220834859,0.91639831483707079,0.0022316556691559988,2.7711740251290816e-14,5.1264288839041834e-12,5.755610842618179e-07,6.080188208520472e-12,0.00025260454401903736,2.4860130541133373e-10,0.026212354978342626,0.028083495511936511,3.2667510397156532e-06,1.7657350730583129e-06,5.2417734784501917e-10,0.014608292523373581,3.6203796546781687e-06,9.7783544091617794e-07,7.9970453522906806e-06,5.1611395124752302e-06,7.3037091598075002e-06,0.00076962361509123911,0.013710169036956042,3.0118714482624121e-11,1.1122302104133293e-11,1.1459309425953857e-06,3.6765915719448105e-07,4.6090409461244015e-09,0.00022297603897641997,0.00072178662069105756,0.00015543336329702521,1.304792715671787e-06,2.4749241229094002e-05,1.2685971312772632e-06,2.3227011951850388e-05,6.3655359035946465e-08,2.5362606577816858e-07
1.6230452190273236e-07,0.33658559077955774,76.950000000000003,0.0,0.0,0.0,5.072402536027786e-05,9.4999525447417277,0.001126846392941492,0.0095383734954187938,4.2766225414867116e-10,8.8900606571622909e-12,1.0527835740652822e-09,1.5930363674164581e-07,0.010810250686328406,6.3188138620970362e-06,5.1498184815653246e-20,1.5649454875490872e-09,0.001957654628120269,0.91656315724856074,0.002231704335452442,2.7542024578154612e-14,5.1444218119256812e-12,5.7758252195864267e-07,6.0800095034161782e-12,0.00025265010133777589,2.4853567243898391e-10,0.026212352122369324,0.028083495740997558,3.2667506851487614e-06,1.7657348813314919e-06,5.2427163778057594e-10,0.01465335199210613,3.631546772481291e-06,9.8085163433724331e-07,7.9970435910638249e-06,5.1770607124305491e-06,7.3262646877240954e-06,0.00076962520393940737,0.013729847202753817,3.0211625392137628e-11,1.1156612439179315e-11,1.1475537344331427e-06,3.6818460502098273e-07,4.6148595988412765e-09,0.00022424123211595858,0.00072588525802036691,0.00015543331900040431,1.308823188125393e-06,2.4749334933436203e-05,1.2685969400769275e-06,2.3227104832288171e-05,6.3851708609674564e-08,2.5362708106162385e-07
1.6324666307154456e-07,0.3365855907936043,76.950000000000003,0.0,0.0,0.0,5.0217291386501262e-05,9.4999525495257657,0.0011162545413762677,0.0094799747356994826,4.2071156438998085e-10,8.7455681651611604e-12,1.0463378996861729e-09,1.5769252345314031e-07,0.010641769503622615,6.2801268782360457e-06,5.0661171266443038e-20,1.4765564233520283e-09,0.0019644627532277256,0.91672446486819792,0.0022317523767708112,2.7373398332850451e-14,5.1623115214522067e-12,5.7959236324467739e-07,6.079840892921024e-12,0.00025269468194643864,2.4847140729570318e-10,0.026212349452386676,0.028083495967879086,3.2667503540119846e-06,1.7657347023761811e-06,5.2436390578929891e-10,0.014698112885054158,3.642639894249517e-06,9.838478416200311e-07,7.9970419444496732e-06,5.1928764139451259e-06,7.3486707530803628e-06,0.00076962669571950548,0.01374946594309804,3.0303920646840805e-11,1.1190695423832031e-11,1.1491720526261833e-06,3.6870850989559394e-07,4.6206760590223731e-09,0.00022550786694801756,0.00072998856796023255,0.00015543327755405682,1.3128269526725011e-06,2.4749423345276129e-05,1.2685967597187672e-06,2.322719246671071e-05,6.4046757124344208e-08,2.5362803900578434e-07
1.6418880424035676e-07,0.336585590807872,76.950000000000003,0.0,0.0,0.0,4.9717379005204735e-05,9.4999525542861161,0.0011057621819486063,0.0094219507301771602,4.1391508355546464e-10,8.604281481922426e-12,1.0399335882016544e-09,1.5611323420046548e-07,0.010476662022220234,6.24168815488509e-06,4.9842728274131827e-20,1.3931603876667423e-09,0.0019712318129277906,0.91688230757717648,0.0022317998026845096,2.720585418938635e-14,5.1800985817896549e-12,5.8159067210792069e-07,6.0796818071867298e-12,0.00025273830515467883,2.484084768549685e-10,0.026212346956875038,0.028083496192626407,3.2667500445870547e-06,1.7657345351848852e-06,5.2445419186920002e-10,0.014742577301709095,3.6536595401169732e-06,9.8682420336106859e-07,7.9970404053496084e-06,5.2085873588857234e-06,7.3709284068781613e-06,0.00076962809639882139,0.013769025948786026,3.039560457648875e-11,1.122455265699817e-11,1.1507859457210677e-06,3.6923088939789767e-07,4.6264902281626207e-09,0.00022677594109678061,0.00073409654281320449,0.00015543323878163115,1.316804197141264e-06,2.4749506763583516e-05,1.2685965895894727e-06,2.3227275151461067e-05,6.4240513724764899e-08,2.5362894285119352e-07
1.6513094540916896e-07,0.33658559082234196,76.950000000000003,0.0,0.0,0.0,4.922418374746752e-05,9.4999525590228799,0.0010953683847982659,0.0093642989631325304,4.0726892903489609e-10,8.4661197337689943e-12,1.0335703617769934e-09,1.5456513228658649e-07,0.010314860313022573,6.2034960236369854e-06,4.9042387400571932e-20,1.3144753135483095e-09,0.0019779620230251484,0.91703675385879657,0.0022318466225966353,2.7039384872133083e-14,5.1977835597147626e-12,5.8357751225132427e-07,6.0795317089970434e-12,0.00025278098988587713,2.4834684889654862e-10,0.026212344625025256,0.028083496415283741,3.2667497552503272e-06,1.7657343786931316e-06,5.2454253522282741e-10,0.014786747325132769,3.6646062260810737e-06,9.8978085901894406e-07,7.997038967102736e-06,5.2241942831959293e-06,7.3930386919245255e-06,0.00076962941157752496,0.013788527898055979,3.0486681476614871e-11,1.1258185725243489e-11,1.1523954613985268e-06,3.697517607948154e-07,4.6323020100193336e-09,0.00022804545218546503,0.00073820917487874872,0.00015543320251764714,1.3207551078656772e-06,2.4749585470438653e-05,1.2685964291103979e-06,2.3227353166144041e-05,6.4432987482292194e-08,2.5362979565253054e-07
1.6607308657798117e-07,0.3365855908369957,76.950000000000003,0.0,0.0,0.0,4.8737602925243536e-05,9.4999525637361266,0.0010850722286628043,0.0093070169370614037,4.0076932521898257e-10,8.3310046417646353e-12,1.0272479451639007e-09,1.5304759393088681e-07,0.010156297818189776,6.1655488338248908e-06,4.8259695086449093e-20,1.2402350689715244e-09,0.0019846535983586502,0.91718787082659203,0.0022318928457433869,2.6873983191651248e-14,5.2153670202381233e-12,5.8555294709283094e-07,6.0793900892576284e-12,0.00025282275468491269,2.4828649205423337e-10,0.02621234244669295,0.028083496635894226,3.2667494853562979e-06,1.7657342328318884e-06,5.246289741777844e-10,0.014830625022105248,3.6754804648240162e-06,9.9271794684436831e-07,7.9970376234589526e-06,5.2396979172064617e-06,7.4150026428737986e-06,0.00076963064651126021,0.013807972456847778,3.0577155607826543e-11,1.1291596201629507e-11,1.154000646491059e-06,3.7027114103701121e-07,4.6381113090965389e-09,0.00022931639783655851,0.0007423264564536343,0.00015543316860682668,1.3246798697248236e-06,2.4749659731986506e-05,1.2685962777356091e-06,2.3227426774568196e-05,6.4624187413341504e-08,2.5363060029262964e-07
1.6701522774679337e-07,0.3365855908518162,76.950000000000003,0.0,0.0,0.0,4.8257535598690042e-05,9.4999525684259609,0.0010748728007999385,0.0092501021725381206,3.9441260089214137e-10,8.1988598743795935e-12,1.0209660644998121e-09,1.5156000782251948e-07,0.010000909323424763,6.1278449414014058e-06,4.7494209209016662e-20,1.1701885566029645e-09,0.0019913067528014665,0.91733572425189025,0.0022319384811973863,2.6709641980953325e-14,5.2328495250649438e-12,5.8751703976540699e-07,6.0792564692890906e-12,0.00025286361772577974,2.482273757907378e-10,0.026212340412361035,0.028083496854499977,3.2667492334491665e-06,1.7657340967678031e-06,5.2471354637879522e-10,0.014874212443273294,3.6862827644007418e-06,9.9563560417088871e-07,7.9970363685536187e-06,5.2550989855543677e-06,7.4368212862699249e-06,0.00076963180613234513,0.013827360279058298,3.0667031199220409e-11,1.1324785647815601e-11,1.1556015470000265e-06,3.707890467685746e-07,4.6439180339210999e-09,0.00023058877567188728,0.00074644837983248093,0.00015543313690346498,1.3285786661811651e-06,2.4749729799336963e-05,1.2685961349500336e-06,2.322749622563639e-05,6.4814122450650029e-08,2.5363135949408791e-07
1.6795736891560557e-07,0.33658559086678835,76.950000000000003,0.0,0.0,0.0,4.7783882544112362e-05,9.4999525730924592,0.001064769196910567,0.0091935522080656591,3.88195186149359e-10,8.0696109741909787e-12,1.0147244477958999e-09,1.5010177490186293e-07,0.0098486309308176215,6.0903827125218732e-06,4.67454985346143e-20,1.1040988644346801e-09,0.0019979216992613274,0.91748037859081666,0.0022319835378709339,2.6546354112970026e-14,5.2502316331773646e-12,5.8946985311709123e-07,6.079130398552835e-12,0.00025290359681904965,2.4816947040624928e-10,0.02621233851310005,0.028083497071142091,3.2667489979246984e-06,1.7657339693370979e-06,5.247962887467127e-10,0.014917511623296,3.6970136286415968e-06,9.9853396724629381e-07,7.9970351968838154e-06,5.2703982070539309e-06,7.4584956406855547e-06,0.00076963289506966782,0.01384669200679128,3.0756312446882745e-11,1.135775561378322e-11,1.1571982081141639e-06,3.7130549434248297e-07,4.6497220955320917e-09,0.00023186258331272451,0.00075057493730825635,0.00015543310727084177,1.332451679240582e-06,2.4749795909414231e-05,1.26859600026771e-06,2.3227561754193712e-05,6.5002801450855662e-08,2.5363207582242821e-07
1.6889951008441777e-07,0.3365855908818964,76.950000000000003,0.0,0.0,0.0,4.7316546222536364e-05,9.4999525777357157,0.0010547605210624472,0.0091373645999209309,3.8211360869595906e-10,7.9431860046690689e-12,1.008522825874983e-09,1.4867230830831375e-07,0.0096994000322392013,6.0531605333135519e-06,4.6013146209701248e-20,1.041742464396886e-09,0.0020044986496808707,0.91762189701075247,0.0022320280245191945,2.6384112560001974e-14,5.2675139021473587e-12,5.9141144971112322e-07,6.0790114488562358e-12,0.00025294270941918109,2.4811274698247644e-10,0.02621233674052877,0.028083497285860699,3.2667487785526544e-06,1.7657338507636089e-06,5.2487723733344315e-10,0.014960524580987422,3.7076735584780587e-06,1.0014131710737237e-06,7.9970341032860875e-06,5.2855962950772863e-06,7.4800267167704471e-06,0.00076963391766735772,0.013865968270601986,3.0845003512086282e-11,1.139050763586689e-11,1.1587906742263207e-06,3.7182049981439615e-07,4.6555234048190235e-09,0.00023313781838004427,0.0007547061211726192,0.00015543307958066721,1.3362990894843008e-06,2.474985828575821e-05,1.2685958732301509e-06,2.3227623581818445e-05,6.5190233224132119e-08,2.5363275169818835e-07
1.6984165125322997e-07,0.33658559089712664,76.950000000000003,0.0,0.0,0.0,4.6855430748881982e-05,9.4999525823558209,0.0010448458856145305,0.0090815369220254051,3.7616449162250662e-10,7.8195148190961103e-12,1.0023609307995022e-09,1.4727103290195703e-07,0.0095531552832729405,6.0161767955836945e-06,4.529674592794787e-20,9.829084562448844e-10,0.0020110378150380768,0.91776034141626084,0.0022320719497433083,2.6222910312557066e-14,5.2846968861343605e-12,5.9334189182606848e-07,6.0788992179093281e-12,0.0002529809726316847,2.4805717735109809e-10,0.026212335086784819,0.028083497498694973,3.2667485741539442e-06,1.7657337404306261e-06,5.2495642756337679e-10,0.015003253319460664,3.7182630502599451e-06,1.0042733498053251e-06,7.9970330829155183e-06,5.3006939575063969e-06,7.5014155172675592e-06,0.00076963487800230936,0.013885189689736642,3.0933108525884941e-11,1.1423043239393246e-11,1.1603789889487099e-06,3.7233407894954873e-07,4.6613218768437649e-09,0.00023441447849460159,0.00075884192371642465,0.000155433053712563,1.3401210761259022e-06,2.4749917139280644e-05,1.2685957534047904e-06,2.3227681917567609e-05,6.5376426498004894e-08,2.5363338940905417e-07
1.7078379242204218e-07,0.3365855909124669,76.950000000000003,0.0,0.0,0.0,4.6400441861710716e-05,9.4999525869528672,0.0010350244111419439,0.0090260667658010833,3.7034455080281031e-10,7.6985287927578209e-12,9.962384962197054e-10,1.4589738501678032e-07,0.0094098365776738042,5.9794298986126391e-06,4.4595900296109549e-20,9.2739785416818757e-10,0.0020175394053467952,0.91789577247448784,0.0022321153219934395,2.6062740385083079e-14,5.3017811362528515e-12,5.9526124145594656e-07,6.0787933282664309e-12,0.00025301840322014264,2.480027341205865e-10,0.026212333544492317,0.028083497709683134,3.2667483830091516e-06,1.7657336369625451e-06,5.2503389422110376e-10,0.015045699826269288,3.7287825959020095e-06,1.0071146365803561e-06,7.9970321312260973e-06,5.315691896484065e-06,7.5226630371615627e-06,0.00076963577990062505,0.01390435687236684,3.1020631587789466e-11,1.1455363938859933e-11,1.16196319513065e-06,3.728462472426815e-07,4.6671174297111099e-09,0.00023569256127699097,0.00076298233723024248,0.00015543302955357518,1.343917816961559e-06,2.4749972668978506e-05,1.2685956403835097e-06,2.3227736958691744e-05,6.5561389918592602e-08,2.5363399110994276e-07
