Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209)
5.93320425686448e-11,0.2830876204691449,76.950000000000003,0.0,0.0,0.0,0.00015559660554678552,9.499987780882309,0.00028947347829871021,0.0020672526422889255,0.0013802873679219455,7.0850132185454344e-06,1.4148495552857633e-10,5.8265127739637009e-05,0.18335386897176559,7.3243073378740835e-07,2.5040921409014176e-14,1.0680821946096777e-09,1.0254852811263697e-06,0.79891842167792815,3.1718803683437726e-06,2.1238351943859861e-15,1.1405517149433782e-14,1.2287058928584757e-09,3.2863216300719564e-14,0.00060608328777099257,6.5720158497839176e-05,0.00064790946959357996,0.00064799741927803968,5.4801213717842867e-08,2.6157637156784338e-08,1.164229274411886e-06,3.4592209107771426e-05,5.8245913252638252e-09,1.3879393945248796e-09,1.9250254432191895e-10,1.0364920189927592e-09,7.0832075473274408e-08,5.7645569533373196e-10,0.011137805512621031,5.8346664145151397e-15,2.5505985464759019e-15,7.527502210531545e-06,1.7699248469775884e-06,5.319952214767819e-07,0.00033786481570252701,0.00090351333479598065,5.2493018079988597e-10,8.492622355335302e-10,1.5799386345045697e-10,1.4884339565957932e-10,6.3311511925231827e-12,1.417567013441414e-09,1.2549535884992006e-14,1.2927616344849482e-07,4.8965307690171072e-14,1.432692926569587e-12,1.3921839712245474e-09,1.4042093867283336e-15,1.4334672084143523e-16,3.0565306109483023e-19,1.5177062027953165e-05,4.9260361338811073e-11,1.5259262823956069e-06,4.3888852380779952e-07,1.8637545090260786e-11,1.633906597825174e-09,3.8810283339151614e-11,1.0225248193200563e-10,8.106864957310832e-12,2.9223389683249087e-11,4.6928196324231767e-19,9.8996180486671066e-11,8.8510412314739088e-08,3.6262051984028377e-07,4.4022421115595948e-09,4.6630775296889904e-09,2.9353558623689076e-07,4.2832002314125953e-06,1.0904422008308209e-08,3.5391748606915412e-10,1.0904515790925816e-08,2.0813073715127324e-06,3.7848648453166594e-20,2.2455512363768402e-20,3.7569271078237144e-18,4.0731624927898429e-13,5.2952563148156838e-11,2.5302364345546162e-20,3.8747049477070139e-14,2.5845478272965742e-08,5.2201036498727646e-11,8.1512312184245107e-09,2.5007289773701611e-09,1.4111174722443059e-09,8.4332416711453162e-13,1.2046708067621012e-13,1.6871855282445825e-12,5.1396585443454644e-18
5.961118513255031e-11,0.28308763023466266,76.950000000000003,0.0,0.0,0.0,0.00015003605838804663,9.4999877860880986,0.0002894717250896833,0.0020670817582731792,0.00137743109884706,7.070351767379127e-06,1.4147325309542047e-10,5.8095449187679218e-05,0.18329272161632468,7.3237016453015819e-07,2.4989101472921242e-14,1.0698507010299662e-09,1.0305360051074387e-06,0.79898312191787846,3.1719178429220883e-06,2.1236596219124418e-15,1.1445681978299538e-14,1.2373667835493387e-09,3.2922659410109531e-14,0.00060674796210829184,6.5584709342635941e-05,0.00065091149509111784,0.00065099987775376689,5.5055376053829605e-08,2.6279141663200234e-08,1.1643237124347173e-06,3.4754422806819557e-05,5.8519234294784742e-09,1.3944683055933747e-09,1.9456876866357413e-10,1.0413793558653226e-09,7.1332504828840064e-08,5.8514989645669736e-10,0.01113922299121952,5.8621792883813839e-15,2.5626254156925103e-15,7.469535875545164e-06,1.7670857919289605e-06,5.2966513670743709e-07,0.00033767014095506444,0.00090374813644429532,5.3257665155972949e-10,8.5542494451495022e-10,1.5910135155390065e-10,1.4984626373688315e-10,6.4026315007461345e-12,1.4243401903856292e-09,1.2697717881794552e-14,1.2936851853067704e-07,4.9510413686546394e-14,1.4539411355014424e-12,1.3931799653597792e-09,1.4269635235974743e-15,1.4553360109886279e-16,3.1061830127293773e-19,1.5277040416095271e-05,4.9297475715093578e-11,1.5290843991870852e-06,4.4147100869044789e-07,1.8747247726106829e-11,1.6456579901080641e-09,3.9038841406128063e-11,1.0286851682129195e-10,8.1664000771402342e-12,2.9432239562173783e-11,4.7210922052534375e-19,9.9558153330060357e-11,8.9011873255611706e-08,3.6338050735759248e-07,4.4227246652066394e-09,4.6634551105341679e-09,2.9422884897270602e-07,4.2922883079463844e-06,1.0905134341569549e-08,3.5547817469214073e-10,1.0905228132061981e-08,2.0999885899718799e-06,3.8126601005049595e-20,2.2620420944988951e-20,3.8126556324017186e-18,4.1481669436520453e-13,5.3262152635078016e-11,2.5450281422316175e-20,3.8973617818018696e-14,2.6109525244870801e-08,5.276822133099637e-11,8.2351039614398564e-09,2.5254280184059166e-09,1.4298220729338393e-09,8.5451761274460233e-13,1.2206531399881815e-13,1.7044613903866327e-12,5.1955243011626509e-18
5.989032769645582e-11,0.28308763998005093,76.950000000000003,0.0,0.0,0.0,0.00014470322877155345,9.4999877912733446,0.00028946990545736744,0.0020669108879599906,0.0013745807400489234,7.0557206544712025e-06,1.4146156581174637e-10,5.7932039735208634e-05,0.18323154959078983,7.3230960017517081e-07,2.4937390373121084e-14,1.0716096251475463e-09,1.0355863020325521e-06,0.7990476251336539,3.1719542411043259e-06,2.1234840163949025e-15,1.1520282431436928e-14,1.2460354971446327e-09,3.2981824290432744e-14,0.00060740353696832176,6.5449515921734794e-05,0.00065390733250870656,0.00065399614762668551,5.5309014480655186e-08,2.6400395720575463e-08,1.164417857664547e-06,3.4916620751189616e-05,5.8792528770976779e-09,1.4009965815915549e-09,1.9664214488584049e-10,1.0462662169986348e-09,7.1833549196081852e-08,5.9392137787035361e-10,0.011140635811656915,5.8896894945542231e-15,2.5746511228601895e-15,7.4135933441466062e-06,1.7643551626563334e-06,5.2741861997244307e-07,0.00033748068717972634,0.00090397704322532678,5.4028545793114378e-10,8.6159568191007076e-10,1.6021069764854319e-10,1.5085032828779318e-10,6.4745313951924213e-12,1.4311127808942087e-09,1.2846813725096847e-14,1.2946078531467852e-07,5.0059292353517682e-14,1.4753804297238097e-12,1.3941749770098101e-09,1.4499459224438003e-15,1.4774307297843305e-16,3.1563828000526664e-19,1.5377029063334779e-05,4.9334557038765567e-11,1.5321992350792899e-06,4.4405429889458912e-07,1.8856984572130118e-11,1.6574264530617239e-09,3.9267470768093574e-11,1.0348474609544265e-10,8.2260258224359302e-12,2.9641388784998564e-11,4.7493736863452047e-19,1.0012008578889115e-10,8.9513291899221902e-08,3.6413009654728021e-07,4.4431650028113993e-09,4.6638315379656079e-09,2.9491280678245727e-07,4.3013673218270772e-06,1.0905865729374413e-08,3.5704081153177469e-10,1.0905959527680579e-08,2.118705671668348e-06,3.8404976605171555e-20,2.2785580501199694e-20,3.8688854205574964e-18,4.2240666906663404e-13,5.3571832291878098e-11,2.5598241478893133e-20,3.9200252153451361e-14,2.6374444717907351e-08,5.3338600850658396e-11,8.3192573615223679e-09,2.5502345772179876e-09,1.4486602431496981e-09,8.6579111256833785e-13,1.2367497179347153e-13,1.721815084059647e-12,5.2516452090621601e-18
6.016947026036133e-11,0.28308764970534783,76.950000000000003,0.0,0.0,0.0,0.00013958878058578712,9.4999877964380737,0.00028946802212361558,0.0020667400313789355,0.0013717362793189795,7.0411198171961783e-06,1.4144985819147631e-10,5.7774642595296255e-05,0.18317035478639446,7.322490407332874e-07,2.4885787020622266e-14,1.07335900598127e-09,1.0406361721511769e-06,0.7991119387745429,3.1719896069992478e-06,2.1233083241865386e-15,1.1577823706583451e-14,1.2547119197812669e-09,3.3040714273868596e-14,0.00060805014529376818,6.5314578806611355e-05,0.00065689699355325672,0.00065698624060546559,5.5562129988950157e-08,2.6521399802008307e-08,1.1645117211920796e-06,3.5078802964815737e-05,5.9065796721771775e-09,1.4075242235038338e-09,1.9872261015088788e-10,1.051152603141005e-09,7.2335201752816394e-08,6.0277028262939436e-10,0.01114204414227613,5.9171970233516725e-15,2.5866756476005053e-15,7.3596051273068617e-06,1.7617289439940642e-06,5.2525256512328422e-07,0.00033729632370010194,0.00090420021109749481,5.4805662743931895e-10,8.6777435898368689e-10,1.6132189199115353e-10,1.5185557892284188e-10,6.5468509671442583e-12,1.4378847852530721e-09,1.2996823663076948e-14,1.2955296711963174e-07,5.0611950837599894e-14,1.4970112999454007e-12,1.3951690430633138e-09,1.4731573076460276e-15,1.499752442078111e-16,3.2071328755238101e-19,1.5477027317820729e-05,4.9371603705338796e-11,1.5352713105026599e-06,4.4663839220500063e-07,1.8966755534054866e-11,1.6692117980369817e-09,3.9496171228037745e-11,1.0410116914329435e-10,8.2857411951516926e-12,2.9850834041334075e-11,4.7776640467975634e-19,1.0068197758502817e-10,9.00146680619213e-08,3.6486941196189283e-07,4.463563204029885e-09,4.6642068556170148e-09,2.955875660959407e-07,4.3104373115178215e-06,1.0906615459046979e-08,3.5860539344016109e-10,1.0906709265108006e-08,2.1374581150649408e-06,3.868377078147538e-20,2.2950988435904025e-20,3.9256177599668981e-18,4.3008658084341067e-13,5.3881601904845278e-11,2.5746244300678579e-20,3.942695232622999e-14,2.6640229095306161e-08,5.3912176034800594e-11,8.4036889813126123e-09,2.5751485875894632e-09,1.4676320176272129e-09,8.7714468755939405e-13,1.2529605704550877e-13,1.7392465501219525e-12,5.3081263716109714e-18
6.044861282426684e-11,0.2830876594105916,76.950000000000003,0.0,0.0,0.0,0.00013468376049293924,9.4999878015823143,0.00028946607769868884,0.0020665691885574751,0.0013688977044722611,7.0265491930459528e-06,1.4143815508802011e-10,5.7623011508984792e-05,0.18310913901652778,7.3218848621458681e-07,2.4834287749490424e-14,1.0750988821662238e-09,1.0456856156660523e-06,0.79917606998115853,3.172023982903787e-06,2.1231328034684464e-15,1.1610198444469285e-14,1.2633959391075779e-09,3.3099326685535942e-14,0.00060868791813916507,6.517989851824972e-05,0.00065988048995665571,0.00065997016842374919,5.5814723571487162e-08,2.6642154381642706e-08,1.164605313648521e-06,3.5240969470915691e-05,5.9339038186512961e-09,1.4140512322850275e-09,2.0081010196209046e-10,1.0560385150181125e-09,7.2837455747088792e-08,6.1169675156006787e-10,0.011143448144991958,5.9447018683288173e-15,2.5986990058431503e-15,7.3075040524555993e-06,1.7592032684506021e-06,5.2316398082537592e-07,0.0003371169228722002,0.00090441779204088006,5.5589018543245533e-10,8.7396088791475024e-10,1.6243492487825131e-10,1.5286200530504538e-10,6.6195903053457644e-12,1.4446562037241682e-09,1.3147747938236906e-14,1.2964506713503468e-07,5.1168396226277389e-14,1.518834232749935e-12,1.396162199039233e-09,1.4965983977365737e-15,1.5223022222255936e-16,3.2584361364776571e-19,1.5577034545215311e-05,4.940862089333471e-11,1.5383011420985382e-06,4.4922328647742954e-07,1.907656052062903e-11,1.6810138383003981e-09,3.9724942595267767e-11,1.0471778537377063e-10,8.3455452073735471e-12,3.0060572054394142e-11,4.8059633026178158e-19,1.0124382845584529e-10,9.0516001572892168e-08,3.655985772632766e-07,4.4839193486983558e-09,4.664581105314027e-09,2.9625323274803067e-07,4.3194983145564968e-06,1.090738284404785e-08,3.6017191718436558e-10,1.0907476657806977e-08,2.1562454247570541e-06,3.8962978730267416e-20,2.3116641845841937e-20,3.9828539274813319e-18,4.3785683388505907e-13,5.4191461267759397e-11,2.589429026466626e-20,3.9653718184928831e-14,2.6906870828350321e-08,5.448894785843371e-11,8.4883963987181119e-09,2.6001699853532859e-09,1.4867374299312577e-09,8.8857835798467529e-13,1.2692857263966318e-13,1.7567557311226613e-12,5.3649500830455893e-18
6.072775538817235e-11,0.2830876690958204,76.950000000000003,0.0,0.0,0.0,0.00012997958223534412,9.4999878067060806,0.00028946407468583089,0.0020663983595211734,0.0013660650033474723,7.0120087196304991e-06,1.4142647548933354e-10,5.747691031364642e-05,0.18304790401992632,7.3212793662844028e-07,2.4782896792450937e-14,1.0768292919658264e-09,1.0507346326984545e-06,0.79924002559814833,3.1720574093774782e-06,2.1229572658850579e-15,1.1687510941424459e-14,1.2720874442632503e-09,3.3157663363448009e-14,0.00060931698469530646,6.5045475529453798e-05,0.00066285783347351101,0.00066294794283789423,5.6066796222988765e-08,2.6762659934575384e-08,1.1646986452244933e-06,3.5403120292018215e-05,5.9612253203375806e-09,1.4205776088614876e-09,2.0290455816268758e-10,1.0609239533338738e-09,7.3340304496439881e-08,6.2070092327413958e-10,0.011144847975536059,5.9722040601719555e-15,2.6107212125484318e-15,7.2572251895641192e-06,1.7567744108224465e-06,5.2114998634482228e-07,0.0003369423600240831,0.00090462993415254438,5.6378615510019609e-10,8.8015518178679576e-10,1.6354978664571625e-10,1.5386959713896552e-10,6.692749496008834e-12,1.4514270365466155e-09,1.3299586787418327e-14,1.297370884359053e-07,5.1728635548946421e-14,1.5408497106211173e-12,1.3971544791370577e-09,1.5202699054371395e-15,1.5450811416770216e-16,3.3102954749998714e-19,1.567705012824485e-05,4.9445609380308797e-11,1.5412892426639964e-06,4.5180897963596014e-07,1.9186399443510091e-11,1.6928323890172269e-09,3.9953784685174144e-11,1.0533459421513555e-10,8.4054368811158729e-12,3.0270599580697824e-11,4.8342713861518024e-19,1.018056381534145e-10,9.1017292274212372e-08,3.6631771520873807e-07,4.5042335168174952e-09,4.6649543271486941e-09,2.9690991196041204e-07,4.328550367592284e-06,1.0908167223024072e-08,3.6174037945048843e-10,1.0908261044426585e-08,2.1750671114245562e-06,3.924259584440541e-20,2.3282537980514362e-20,4.040595189195748e-18,4.4571782911048816e-13,5.450141018159514e-11,2.6042378945582773e-20,3.9880549584770496e-14,2.7174362416500637e-08,5.5068917294528041e-11,8.5733772069587226e-09,2.6252987083519835e-09,1.5059765124947341e-09,9.0009214342753081e-13,1.2857252136336657e-13,1.7743425712699148e-12,5.4220077726326349e-18
6.100689795207786e-11,0.2830876787610725,76.950000000000003,0.0,0.0,0.0,0.00012546801158535038,9.4999878118094099,0.00028946201548565636,0.002066227544293892,0.0013632381638070601,6.9974983346785348e-06,1.4141477028961124e-10,5.7336112529038003e-05,0.1829866514637353,7.3206739198356368e-07,2.4731613763851398e-14,1.0785502732834251e-09,1.0557832234945545e-06,0.79930381218638014,3.1720899253138158e-06,2.1227815808278368e-15,1.1751811239835782e-14,1.2807863258594849e-09,3.3215728971892143e-14,0.00060993747231344417,6.4911310267055702e-05,0.0006658290358789985,0.00066591957562482076,5.6318348939944111e-08,2.688291693676728e-08,1.1647917256881772e-06,3.5565255449989194e-05,5.98854418094127e-09,1.4271033541321828e-09,2.0500591693441328e-10,1.0658089187713886e-09,7.3843741387180967e-08,6.2978293418275974e-10,0.011146243783692646,5.9997035898719128e-15,2.6227422394029318e-15,7.2087057794258043e-06,1.754438783002524e-06,5.1920780748841771e-07,0.00033677251339625015,0.00090483678173982696,5.7174455749192508e-10,8.863571545784799e-10,1.646664676684091e-10,1.5487834417199059e-10,6.76632862281874e-12,1.4581972839378019e-09,1.3452340441817548e-14,1.2982903398689879e-07,5.2292675777834682e-14,1.5630582119674094e-12,1.3981459162858674e-09,1.5441725376940641e-15,1.568090268992793e-16,3.3627137779485359e-19,1.5777073466261566e-05,4.9482565851278543e-11,1.5442361211003235e-06,4.5439546967048208e-07,1.9296272217155371e-11,1.704667267234445e-09,4.0182697319005399e-11,1.0595159511427471e-10,8.4654152482964318e-12,3.0480913409772194e-11,4.8625882599694021e-19,1.0236740644408984e-10,9.1518540020313491e-08,3.670269476380981e-07,4.5245057885372971e-09,4.6653265595509167e-09,2.9755770832425451e-07,4.3375935064207591e-06,1.0908967958893342e-08,3.633107768475796e-10,1.0909061787886486e-08,2.1939226917831587e-06,3.9522617879086188e-20,2.3448674403497639e-20,4.0988428005113312e-18,4.5366996416832606e-13,5.4811448454240842e-11,2.6190509994601446e-20,4.0107446384556859e-14,2.744269640750532e-08,5.5652085313754102e-11,8.6586290146068722e-09,2.6505346963979963e-09,1.5253492966561314e-09,9.116860628103897e-13,1.3022790590997366e-13,1.7920070163995421e-12,5.4794241363011291e-18
6.128604051598337e-11,0.28308768840638643,76.950000000000003,0.0,0.0,0.0,0.00012114115191225083,9.4999878168923235,0.00028945990240035777,0.0020660567428977764,0.0013604171737372785,6.9830179760380791e-06,1.4140306457611006e-10,5.7200400960328031e-05,0.18292538294644328,7.3200685228806258e-07,2.4680433154809651e-14,1.0802618636734108e-09,1.0608313882682649e-06,0.79936743603462801,3.1721215680086986e-06,2.1226061075463301e-15,1.1774334070600622e-14,1.2894924759594671e-09,3.3273520530591521e-14,0.0006105495065292717,6.4777403114024942e-05,0.00066879410896680911,0.00066888507857995963,5.6569382720433707e-08,2.7002925864958976e-08,1.1648845644027057e-06,3.5727374966056874e-05,6.0158604040595271e-09,1.4336284689697399e-09,2.0711411679609624e-10,1.0706934119936201e-09,7.4347759873677068e-08,6.3894291851023949e-10,0.011147635713525212,6.0272004414079279e-15,2.6347621011242761e-15,7.1618851640770241e-06,1.7521929289760425e-06,5.1733477269137724e-07,0.00033660726408278401,0.0009050384754116387,5.7976541153493059e-10,8.9256672115422169e-10,1.6578495835980514e-10,1.5588823620441319e-10,6.8403277669395071e-12,1.464966946094431e-09,1.3606009127000496e-14,1.2992090663403428e-07,5.2860523828898154e-14,1.5854602111466036e-12,1.3991365421922725e-09,1.5683069957134491e-15,1.5913306698588594e-16,3.4156939269756762e-19,1.587710397481593e-05,4.9519496136871903e-11,1.5471422823650704e-06,4.5698275463425244e-07,1.9406178758721931e-11,1.71651829186384e-09,4.0411680323650835e-11,1.0656878753600324e-10,8.5254793507297492e-12,3.0691510363855903e-11,4.8909139620702209e-19,1.0292913310801778e-10,9.2019744676753607e-08,3.6772639546161408e-07,4.5447362441426586e-09,4.6656978393567976e-09,2.9819672578379827e-07,4.3466277660175414e-06,1.0909784437961109e-08,3.6488310591140426e-10,1.0909878274494029e-08,2.2128116885353192e-06,3.9803040140678182e-20,2.3615048270276755e-20,4.1575980061992499e-18,4.6171363343758175e-13,5.5121575900224193e-11,2.6338683980511937e-20,4.0334408447698902e-14,2.7711865397494689e-08,5.6238452884891908e-11,8.744149445622801e-09,2.6758778912345861e-09,1.5448558126961722e-09,9.2336013441684491e-13,1.3189472888190783e-13,1.8097490139441278e-12,5.5372107651920126e-18
6.156518307988888e-11,0.2830876980318004,76.950000000000003,0.0,0.0,0.0,0.00011699143034097025,9.4999878219548499,0.00028945773763774154,0.0020658859553534356,0.0013576020210482405,6.9685675816769569e-06,1.4139139377831803e-10,5.7069567317399606e-05,0.1828641000006975,7.3194631754947569e-07,2.4629360155004835e-14,1.0819641003518679e-09,1.0658791271038689e-06,0.79943090317077936,3.1721523732260636e-06,2.1224306524094955e-15,1.1852954680169082e-14,1.2982057880590952e-09,3.3331038537471071e-14,0.00061115321108669003,6.4643754411483531e-05,0.0006717530645471894,0.00067184446351529028,5.6819898563962592e-08,2.7122687196590044e-08,1.1649771703428455e-06,3.5889478860835927e-05,6.0431739931855289e-09,1.4401529542214442e-09,2.0922909660223299e-10,1.0755774336441227e-09,7.4852353477637575e-08,6.4818100830773351e-10,0.011149023903594612,6.0546946526790297e-15,2.6467808229821761e-15,7.1167047193023254e-06,1.7500335199971502e-06,5.1552830924747705e-07,0.00033644649597327646,0.00090523515216779334,5.8784873405243415e-10,8.9878379725494618e-10,1.6690524917163823e-10,1.5689926307792495e-10,6.9147470070196369e-12,1.4717360231935284e-09,1.3760593062917279e-14,1.3001270912123793e-07,5.3432186562696008e-14,1.6080561784901904e-12,1.4001263873851237e-09,1.5926739749960557e-15,1.6148034071019915e-16,3.4692387985486967e-19,1.5977141085239353e-05,4.9556402040925212e-11,1.5500082274275253e-06,4.5957083264154686e-07,1.9516118987965682e-11,1.7283852836651715e-09,4.0640733531431508e-11,1.0718617096239956e-10,8.5856282398871235e-12,3.0902387297604662e-11,4.9192484218516373e-19,1.034908179383189e-10,9.2520906120450998e-08,3.6841617864874155e-07,4.564924964039619e-09,4.6660682018742991e-09,2.9882706762082511e-07,4.3556531805705661e-06,1.0910616069069473e-08,3.6645736310806081e-10,1.0910709913093132e-08,2.2317336303206998e-06,4.0083858080888926e-20,2.3781656840813314e-20,4.216862040467856e-18,4.6984922802862793e-13,5.543179234044729e-11,2.648690048549046e-20,4.0561435644208598e-14,2.7981862031061301e-08,5.6828020974950018e-11,8.8299361393850383e-09,2.7013282364973329e-09,1.564496089873562e-09,9.3511437591320108e-13,1.3357299279373018e-13,1.8275685129024961e-12,5.5952078010590481e-18
6.184432564379439e-11,0.2830877076373531,76.950000000000003,0.0,0.0,0.0,0.00011301158447824772,9.4999878269970157,0.00028945552331509719,0.0020657151816801623,0.0013547926936739625,6.9541470896832448e-06,1.41379692322456e-10,5.6943411849762011e-05,0.18280280409600344,7.3188578777481623e-07,2.4578395697259967e-14,1.0836570202067874e-09,1.0709264402404263e-06,0.79949421937257936,3.1721823752608048e-06,2.1222549662438491e-15,1.1927863485802204e-14,1.3069261570679136e-09,3.3388289090159628e-14,0.00061174870796135313,6.451036446063053e-05,0.00067470591444507137,0.00067479774225747313,5.7069897471301054e-08,2.724220140972204e-08,1.1650695521109922e-06,3.6051567154350676e-05,6.0704849517124217e-09,1.4466768107101942e-09,2.1135079554153648e-10,1.0804609843479511e-09,7.5357515787414884e-08,6.5749733346683529e-10,0.011150408487168896,6.0821862181992106e-15,2.658798367648513e-15,7.0731077891689164e-06,1.7479573499399484e-06,5.1378593967648168e-07,0.0003362900956955397,0.00090542694548640431,5.959945397814904e-10,9.0500829948893146e-10,1.6802733059355651e-10,1.5791141467312376e-10,6.9895864191976328e-12,1.4785045153934029e-09,1.3916092463916436e-14,1.3010444409737208e-07,5.400767078524414e-14,1.6308465803275295e-12,1.4011154812590855e-09,1.617274165371966e-15,1.6385095407048952e-16,3.5233512639717511e-19,1.6077184244236975e-05,4.9593278069706878e-11,1.5528344532275128e-06,4.621597018653984e-07,1.9626092827141894e-11,1.7402680652293997e-09,4.0869856779899122e-11,1.0780374489216366e-10,8.6458609768608363e-12,3.1113541097797588e-11,4.947591585809538e-19,1.0405246074070304e-10,9.3022024239395723e-08,3.6909641621770633e-07,4.5850720287422524e-09,4.6664376809462684e-09,2.9944883643998746e-07,4.3646697835110532e-06,1.0911462282776723e-08,3.6803354483746086e-10,1.0911556134243836e-08,2.2506880516662412e-06,4.0365067703741254e-20,2.3948497858407678e-20,4.2766361270240995e-18,4.7807713578449605e-13,5.5742097601937356e-11,2.6635158949194606e-20,4.0788527847155065e-14,2.8252679001325916e-08,5.7420790548753484e-11,8.9159867507162045e-09,2.726885677676207e-09,1.5842701564598672e-09,9.4694880436949539e-13,1.3526270007513406e-13,1.8454654638096063e-12,5.653553661152702e-18
6.21234682076999e-11,0.283087717223083,76.950000000000003,0.0,0.0,0.0,0.00010919464968304631,9.4999878320188547,0.00028945326146290846,0.0020655444218958445,0.0013519891795724041,6.9397564382656683e-06,1.4136798137419274e-10,5.682174299643083e-05,0.18274149664131348,7.3182526297060815e-07,2.4527531807362597e-14,1.0853406598078523e-09,1.0759733279149049e-06,0.7995573901779377,3.1722116069991205e-06,2.1220795314469271e-15,1.1938511131729198e-14,1.315653479290359e-09,3.3445269382206471e-14,0.00061233611738398871,6.43772335245808e-05,0.00067765267049829105,0.00067774492664606498,5.7319380444332587e-08,2.7361468982965165e-08,1.1651617179525106e-06,3.6213639866057275e-05,6.0977932829370702e-09,1.453200039235425e-09,2.1347915313546302e-10,1.08534406471223e-09,7.5863240457310619e-08,6.6689202173308117e-10,0.011151789592425135,6.109675108905422e-15,2.6708147456318993e-15,7.0310396225364269e-06,1.7459613308176324e-06,5.1210527822390566e-07,0.00033613795255911635,0.00090561398540938201,6.0420284139075518e-10,9.1124014532275592e-10,1.6915119315278769e-10,1.5892468092365698e-10,7.0648460771071605e-12,1.485272422834567e-09,1.4072507538758977e-14,1.3019611410195741e-07,5.4586983248847477e-14,1.6538318790098246e-12,1.4021038521178441e-09,1.6421082510350195e-15,1.6624501278211862e-16,3.5780341894069683e-19,1.6177232913490328e-05,4.9630130537153859e-11,1.5556214526374034e-06,4.6474936053542274e-07,1.9736100200915975e-11,1.7521664609619886e-09,4.1099049911642176e-11,1.0842150883999955e-10,8.7061766324141317e-12,3.1324968683044216e-11,4.9759435190294156e-19,1.0461406133315665e-10,9.3523098931157726e-08,3.6976722622586229e-07,4.6051775188601424e-09,4.6668063090107166e-09,3.0006213415496903e-07,4.3736776075431861e-06,1.0912322530566415e-08,3.6961164743667258e-10,1.0912416389431384e-08,2.2696744929358671e-06,4.0646664436230526e-20,2.4115568548460335e-20,4.3369214791345011e-18,4.8639774128247806e-13,5.6052491517603615e-11,2.6783460168917538e-20,4.1015684932977133e-14,2.8524309049989873e-08,5.8016762569376936e-11,9.0022989499043005e-09,2.7525501620782237e-09,1.604178039773528e-09,9.5886343628000026e-13,1.3696385307386493e-13,1.8634398187068667e-12,5.7123082286573931e-18
6.24026107716054e-11,0.2830877267890287,76.950000000000003,0.0,0.0,0.0,0.00010553394685887543,9.4999878370203934,0.00028945095402841276,0.0020653736760171053,0.0013491914667254972,6.9253955657539158e-06,1.4135632038100646e-10,5.6704377050163103e-05,0.18268017898750968,7.3176474314292202e-07,2.447677449149093e-14,1.0870150554158229e-09,1.0810197901701292e-06,0.79962042089480745,3.172240099976395e-06,2.1219041783185391e-15,1.2015739865831169e-14,1.3243876524072566e-09,3.3501978043717636e-14,0.00061291555786349846,6.4244361830121004e-05,0.0006805933445558854,0.00068068602853181938,5.7568348485908889e-08,2.7480490395408154e-08,1.1652536757704422e-06,3.6375697014865113e-05,6.1250989900636711e-09,1.4597226405739899e-09,2.1561410923671842e-10,1.0902266753267498e-09,7.636952120688933e-08,6.7636519871936769e-10,0.011153167342643572,6.1371613699222154e-15,2.6828299967853534e-15,6.9904473114890017e-06,1.7440424884637629e-06,5.1048402748834467e-07,0.00033598995849959385,0.00090579639862605919,6.1247364949812541e-10,9.1747925307234493e-10,1.702768274138149e-10,1.5993905180553019e-10,7.1405260518826524e-12,1.492039745640617e-09,1.4229838490632164e-14,1.3028772158255014e-07,5.5170130652911787e-14,1.6770125329338978e-12,1.4030915272138631e-09,1.6671769105770062e-15,1.6866262227902099e-16,3.6332904358955632e-19,1.6277286569269728e-05,4.9666963047466247e-11,1.5583697144272278e-06,4.6733980693572088e-07,1.9846141036274985e-11,1.7640802970662915e-09,4.1328312774099291e-11,1.090394623360207e-10,8.7665742867023486e-12,3.1536667003493989e-11,5.0043041512970491e-19,1.051756195451227e-10,9.4024130103248013e-08,3.7042872576080854e-07,4.6252415150864411e-09,4.6671741171586738e-09,3.0066706197545207e-07,4.3826766846725951e-06,1.0913196284084967e-08,3.7119166718313443e-10,1.0913290150303826e-08,2.2886925002798589e-06,4.0928643740399459e-20,2.4282866139394842e-20,4.3977192996915305e-18,4.9481142583602636e-13,5.6362973926000329e-11,2.6931803789140444e-20,4.1242906784727214e-14,2.8796744967374201e-08,5.8615937998402567e-11,9.088870422719655e-09,2.7783216387906783e-09,1.6242197662130342e-09,9.7085828758321585e-13,1.3867645405856879e-13,1.8814915311128582e-12,5.7712493200696655e-18
