Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844)
4.724448159702409e-10,0.19882808790577294,76.950000000000003,0.0,0.0,0.0,0.99880812149281895,9.4999080751848908,3.8612913450608382e-05,0.00048614690939915897,0.00039687841854113359,9.0385856365433681e-05,2.3542137309044934e-10,2.0263674505251235e-07,7.1470706770749055e-05,1.5324599713178607e-06,1.1887015642710808e-12,6.0755446165242344e-09,4.7644910027121671e-09,0.00010346066520733406,1.6341362042651399e-06,1.369868169822731e-14,1.0582865649259442e-16,5.96123819277622e-14,3.8601738987340645e-16,1.7029318385042386e-09,1.8903848069186739e-07,2.3036637461567494e-07,2.3053165954956162e-07,1.0175178895311338e-10,6.3530133207705703e-11,6.0348656814019371e-18,6.838471605521062e-09,6.0113272950497975e-12,1.822738467067795e-12,5.1947887461376603e-16,1.3113638219261245e-11,4.9736354444492586e-14,4.932505124889296e-16,1.1116453204729736e-06,1.7854955666307613e-16,5.3515437890451057e-17,7.7610172820046981e-10,7.3982455186769564e-11,6.00040011672192e-12,1.0111690226790566e-09,1.0777349660062405e-09,4.9313357944850609e-16,7.2025079048762288e-14,2.9379467055891493e-13,2.8226975329370923e-13,1.204267239429824e-14,1.9591654323290147e-15,7.0683584052905146e-16,2.4180989071188995e-12,1.681432911110943e-15,6.8880511345056818e-17,7.5873770659909851e-14,1.5803831393864356e-18,3.4481618032341503e-19,1.8840951294781499e-20,1.1987960752701799e-13,7.9279710805441523e-17,3.6150691196085488e-16,1.9635479998690846e-12,1.0466188778530644e-15,2.6149760932251549e-15,1.5447185025815695e-15,3.7924826359469573e-15,5.196730042195996e-16,1.9206497553948533e-18,8.0258840748160815e-22,4.424354953172208e-18
4.896158744963977e-10,0.19882807967564492,76.950000000000003,0.0,0.0,0.0,0.99876479099944115,9.4999044342083927,4.0014800698110232e-05,0.00050379318423837249,0.00041096567881757003,9.3970354205984974e-05,2.4396667179155119e-10,2.0262836739782968e-07,7.4069533198738578e-05,1.5882049071544906e-06,1.2358427730009162e-12,6.7834276321873919e-09,5.3200037759200273e-09,0.00010722293381360419,1.754977216364875e-06,1.4196986492526627e-14,1.1011416972908333e-16,6.8159992774380219e-14,4.3104624766971599e-16,1.8189453125934625e-09,1.983637305661846e-07,2.5149892406975233e-07,2.5167938428187338e-07,1.1108909673205861e-10,6.9367384318661396e-11,6.2545114319168302e-18,7.3437481773030932e-09,6.4556215348670405e-12,1.9578566184105298e-12,6.43405425296397e-16,1.4548051442466981e-11,5.4140478811097259e-14,6.1114013399487523e-16,1.1520931749022912e-06,1.9808007042802345e-16,5.9369135080197127e-17,7.829431913043768e-10,7.4182206968710856e-11,6.0021122073471634e-12,1.031389051240087e-09,1.1345083300373925e-09,6.1098961262724284e-16,8.1002891715942225e-14,3.4026334018969142e-13,3.2646590499710615e-13,1.4430794481833752e-14,2.1050331813877949e-15,8.6833717135808345e-16,2.5521782223076902e-12,2.0207050221659921e-15,8.5461919037275913e-17,8.0132593665868732e-14,2.0315033359248378e-18,4.4401615376263593e-19,2.4875362728672161e-20,1.3133013144777708e-13,8.3676280253864723e-17,3.8260619384802101e-16,2.1555589573868121e-12,1.1490171140851862e-15,2.8512640829965021e-15,1.6958641975012641e-15,4.1719891779135184e-15,5.7060832176742839e-16,2.0787483270588744e-18,8.8290188152927147e-22,4.8258907249384754e-18
5.067869330225545e-10,0.19882807144896122,76.950000000000003,0.0,0.0,0.0,0.99872145971331194,9.4999007937243825,4.1416582523328685e-05,0.00052143784698012073,0.00042505079628744517,9.755431101450554e-05,2.5251118398482511e-10,2.026199895601514e-07,7.6668238897536659e-05,1.6439447126840969e-06,1.2829768663955454e-12,7.5441300054991659e-09,5.9170819807990657e-09,0.00011098504371599221,1.8801207796522928e-06,1.469524542693429e-14,1.1444599575321962e-16,7.7538872697716413e-14,4.7944153826551967e-16,1.9381084925794644e-09,2.0773070855409189e-07,2.7365118483797655e-07,2.7384755331652022e-07,1.2087711660482044e-10,7.5486776610890527e-11,6.4741479170400443e-18,7.8669731907829448e-09,6.9157024210119146e-12,2.0978062754508169e-12,7.9053340356530925e-16,1.6079846581693352e-11,5.8754805338980348e-14,7.5116128353347615e-16,1.1925398678492339e-06,2.189365118529895e-16,6.5620236706074128e-17,7.8925761561559582e-10,7.4379072762085557e-11,6.0036789211643695e-12,1.0512320717245411e-09,1.1916800463447091e-09,7.5096932081773201e-16,9.0700711561333149e-14,3.920275794698257e-13,3.7561309026238835e-13,1.7180705730711966e-14,2.2561212122833928e-15,1.0585970452194242e-15,2.6876809685673539e-12,2.412656341482892e-15,1.0521420268167422e-16,8.443763811096091e-14,2.5878669821343357e-18,5.66652452088625e-19,3.2512607484153797e-20,1.4337040618803204e-13,8.8119537443876663e-17,4.0389763371896325e-16,2.3579836353984193e-12,1.2569718492847531e-15,3.1012064579672601e-15,1.8552124516373644e-15,4.5725963245316959e-15,6.2470794444479094e-16,2.2443846403130846e-18,9.6768079191902909e-22,5.2507129726965587e-18
5.239579915487113e-10,0.19882806322572844,76.950000000000003,0.0,0.0,0.0,0.99867812763711061,9.4998971537343468,4.2818258928502129e-05,0.00053908089538059025,0.00043913377145429468,0.00010113772341788201,2.610549085843633e-10,2.0261161143703232e-07,7.9266823865496383e-05,1.6996793808297579e-06,1.3301038000937664e-12,8.359537740640156e-09,6.5572189952290463e-09,0.0001147469949697665,2.0095661299390835e-06,1.5193458438196464e-14,1.1882576121127879e-16,8.7792906857822537e-14,5.3132407048928494e-16,2.060364472960467e-09,2.1713493749403919e-07,2.9682746076998989e-07,2.9704047362167193e-07,1.3111775229405312e-10,8.188950611570879e-11,6.6937751400143724e-18,8.4081409489206759e-09,7.3915649261395569e-12,2.2425874191599164e-12,9.6408210877394656e-16,1.7711759287941397e-11,6.3581654579895322e-14,9.1639837715574461e-16,1.2329853561258084e-06,2.4115612838313724e-16,7.2279906393258501e-17,7.9508962464631698e-10,7.4573410278286459e-11,6.0051126139624314e-12,1.0707319013348185e-09,1.2492145094662645e-09,9.1615567721627441e-16,1.0114573839729951e-13,4.4947314888035743e-13,4.3005958628585083e-13,2.0331432395132123e-14,2.4124278692165799e-15,1.2813716384621623e-15,2.8245144536376081e-12,2.8631909351423181e-15,1.2859727657118255e-16,8.8785886238657499e-14,3.2689090565497353e-18,7.1714319250034375e-19,4.2096745262005461e-20,1.5600436038267321e-13,9.2606442025479115e-17,4.253640466746869e-16,2.5709282271541403e-12,1.3705397951926852e-15,3.3652399300000342e-15,2.0228469989831333e-15,4.9945293416242153e-15,6.8207760611799455e-16,2.4177155704122114e-18,1.0569728107254958e-21,5.6995681012249854e-18
5.411290500748681e-10,0.19882805500596018,76.950000000000003,0.0,0.0,0.0,0.99863479477351569,9.4998935142388241,4.4219829915872628e-05,0.00055672232719684172,0.00045321460386994717,0.00010472058899527168,2.6959784450821889e-10,2.0260323321910053e-07,8.1865288100860947e-05,1.7554089045156657e-06,1.3772235422581477e-12,9.2315360356616344e-09,7.2419076754659214e-09,0.00011850878762901166,2.1433125025293335e-06,1.5691625463056986e-14,1.2325509078981484e-16,9.8966303513754964e-14,5.868146375991906e-16,2.1856573724303213e-09,2.2657240417440317e-07,3.2103159294677226e-07,3.2126198906522309e-07,1.4181270278070895e-10,8.8576640249910125e-11,6.9133931039725353e-18,8.9672457909059854e-09,7.8832040547884897e-12,2.3922000182384159e-12,1.1675681925929072e-15,1.9446485304138648e-11,6.862333337878969e-14,1.1102231544979695e-15,1.2734296002345464e-06,2.6477562402219136e-16,7.9359144889257996e-17,8.0048006354057887e-10,7.4765514765241095e-11,6.0064245689386382e-12,1.0899193177534275e-09,1.3070793053078476e-09,1.1099187817569606e-15,1.1236504690921418e-13,5.1299912132123604e-13,4.9016442126703349e-13,2.392461572268503e-14,2.5739515069622715e-15,1.5407377772450751e-15,2.9625928617393394e-12,3.3786372339862823e-15,1.5611781132410955e-16,9.317454417176642e-14,4.0967670736013607e-18,9.0054300601341652e-19,5.4029255972578124e-20,1.6923557069384762e-13,9.7134179200574841e-17,4.4698978803350972e-16,2.7944920302425072e-12,1.48977398008898e-15,3.6438083355980195e-15,2.1988461348357869e-15,5.4379987847540109e-15,7.4282485461639343e-16,2.5989005714880754e-18,1.1508224969519158e-21,6.1732147220131477e-18
5.583001086010249e-10,0.1988280467896622,76.950000000000003,0.0,0.0,0.0,0.99859146112520536,9.4998898752377468,4.5621295487685992e-05,0.00057436214018680512,0.00046729329248562299,0.00010830290592715107,2.7813999067116576e-10,2.0259485486111706e-07,8.4463631601974491e-05,1.8111332766703634e-06,1.4243360689592477e-12,1.0162009285711464e-08,7.9726403579312608e-09,0.00012227042174695171,2.2813591322198811e-06,1.6189746438300917e-14,1.2773561028999146e-16,1.1110356537352521e-13,6.4603401712061572e-16,2.3139323154401566e-09,2.3603951105762218e-07,3.4626700777095175e-07,3.4651552853982912e-07,1.5296348358076925e-10,9.5549131181359108e-11,7.1330018120288918e-18,9.5442820916014895e-09,8.3906148428854235e-12,2.5466440292826566e-12,1.4048195582761002e-15,2.1286681036637027e-11,7.3882135665735152e-14,1.3363084402040196e-15,1.3138725640493645e-06,2.8983116711506966e-16,8.6868792396491616e-17,8.0546631952457066e-10,7.4955633843400963e-11,6.0076251060343257e-12,1.108822333424435e-09,1.3652449238567481e-09,1.3359296046026207e-15,1.2438558667731152e-13,5.83017861640777e-13,5.5629727820865208e-13,2.8004585977148295e-14,2.7406904907104662e-15,1.8411060972848666e-15,3.1018367422207708e-12,3.9657626419497528e-15,1.8833205833117764e-16,9.7601025264141473e-14,5.0965399191657261e-18,1.1226082455718344e-18,6.8776025128782599e-20,1.8306729342588538e-13,1.017001429502763e-16,4.6876061499011581e-16,3.0287679589066732e-12,1.6147240224592066e-15,3.9373626320119164e-15,2.3832831198697174e-15,5.9032015921755544e-15,8.0705905104785835e-16,2.7881016750848944e-18,1.2492715278271723e-21,6.6724236465751449e-18
5.754711671271817e-10,0.1988280385768405,76.950000000000003,0.0,0.0,0.0,0.99854812669485693,9.4998862367306369,4.7022655646191688e-05,0.00059200033210928319,0.00048136983583255664,0.00011188467281480313,2.866813459876633e-10,2.0258647619502411e-07,8.7061854367237099e-05,1.8668524902253513e-06,1.4714413618019676e-12,1.1152841084287818e-08,8.750908859839899e-09,0.00012603189737590313,2.423705253300665e-06,1.6687821300752167e-14,1.3226894499688969e-16,1.2424946343171391e-13,7.0910297061635831e-16,2.4451354140974687e-09,2.4553303321643052e-07,3.725367598884964e-07,3.7280414891559933e-07,1.6457144573504201e-10,1.0280782775804062e-10,7.3526012672629824e-18,1.0139244260991867e-08,8.9137923572610091e-12,2.7059193969471949e-12,1.6799892362686769e-15,2.3234964118386797e-11,7.936034304289405e-14,1.5986419148555086e-15,1.3543142145238765e-06,3.1635839801696581e-16,9.4819530870829079e-17,8.1008261445618264e-10,7.5143977651024242e-11,6.0087236851465015e-12,1.127466444339212e-09,1.4236844985586818e-09,1.5981737382929831e-15,1.3723418235933478e-13,6.5995500619384461e-13,6.28838399560907e-13,3.2618435655041806e-14,2.9126431959085959e-15,2.1872341105691974e-15,3.242172537204829e-12,4.6317881367435575e-15,2.2584873134421291e-16,1.0206293472216485e-13,6.2965608493189596e-18,1.3898663772035871e-18,8.6874883195715586e-20,1.9750249321167447e-13,1.0630192054152435e-16,4.906635609126052e-16,3.2738430172878553e-12,1.7454363837877187e-15,4.2463608934045601e-15,2.5762265533903588e-15,6.3903220944295909e-15,8.748913689942805e-16,2.985483488689805e-18,1.3523589124620525e-21,7.1979778798562527e-18
5.926422256533385e-10,0.19882803036749974,76.950000000000003,0.0,0.0,0.0,0.99850479148514815,9.4998825987167113,4.8423910393642858e-05,0.00060963690072395168,0.00049544423214507166,0.00011546588855733428,2.9522190937777062e-10,2.0257809742319895e-07,8.9659956394908178e-05,1.9225665381128493e-06,1.5185394063081322e-12,1.2205914223970784e-08,9.5782044795199912e-09,0.00012979321456700797,2.570350099555086e-06,1.7185849987226142e-14,1.3685671753405283e-16,1.384490130168328e-13,7.7614224347479918e-16,2.5792137503911251e-09,2.5505007975982404e-07,3.9984357064232906e-07,4.0013057352149482e-07,1.7663779282201677e-10,1.1035348619528585e-10,7.572191472634117e-18,1.0752126743641283e-08,9.4527316951786781e-12,2.8700260541045544e-12,1.9975692283166205e-15,2.5293913964035859e-11,8.5060225238780556e-14,1.9015398875190251e-15,1.394754521423785e-06,3.4439243665239353e-16,1.0322188628714388e-16,8.1436027257627814e-10,7.533072636032549e-11,6.0097289450143868e-12,1.1458748563426875e-09,1.482373569220999e-09,1.9009651506709111e-15,1.5093753397599198e-13,7.4424944241565394e-13,7.0817849267746073e-13,3.7816091922312568e-14,3.0898080081056704e-15,2.5842391750698794e-15,3.3835321443925368e-12,5.3844028630077743e-15,2.6933194239047379e-16,1.0655805537081386e-13,7.7286846235225925e-18,1.7096896167045869e-18,1.0894371328569433e-19,2.1254386911479438e-13,1.1093727818686674e-16,5.1268682093582711e-16,3.5297987374481213e-12,1.8819546025356487e-15,4.5712683070676148e-15,2.777740718807288e-15,6.8995329487993977e-15,9.4643479366313241e-16,3.191213194267268e-18,1.4601211896041175e-21,7.7506726137015686e-18
6.098132841794953e-10,0.1988280221616434,76.950000000000003,0.0,0.0,0.0,0.99846145549875498,9.4998789611949981,4.9825059732296391e-05,0.00062727184379135872,0.00050951647946616892,0.00011904655224616945,3.0376167975772348e-10,2.0256971856080059e-07,9.2257937683328764e-05,1.97827541326907e-06,1.5656301905285404e-12,1.3323110696681744e-08,1.0456017996438546e-08,0.00013355437337057288,2.7212929042603557e-06,1.7683832434573594e-14,1.415005519596206e-16,1.5374745184413863e-13,8.472725645588532e-16,2.7161153587359828e-09,2.6458805922914662e-07,4.2818986256906299e-07,4.2849722666699731e-07,1.8916359622039256e-10,1.1818677966330591e-10,7.7917724310778043e-18,1.1382924018157465e-08,1.0007427983856911e-11,3.0389639220038586e-12,2.3624043168313018e-15,2.7466072317078298e-11,9.098404047213286e-14,2.2496610667768936e-15,1.4351934570889922e-06,3.7396788996626902e-16,1.120862308725253e-16,8.1832796570310956e-10,7.5516036110612053e-11,6.0106487835375405e-12,1.1640686911371213e-09,1.541289866131419e-09,2.2489599354532875e-15,1.6552221726523872e-13,8.3635328840188803e-13,7.9471863606644964e-13,4.3650388284137874e-14,3.2721833227984194e-15,3.0376113635161079e-15,3.5258525122006808e-12,6.2317787179252744e-15,3.1950419017229023e-16,1.1108433447244437e-13,9.4285889125566653e-18,2.0903729194252916e-18,1.3568914689510152e-19,2.2819387840090894e-13,1.1560414776472928e-16,5.3481964779198103e-16,3.7967115849994076e-12,2.0243195108179906e-15,4.9125571696419637e-15,2.9878859035614617e-15,7.4309960046592746e-15,1.0218041210203125e-15,3.405460546841199e-18,1.5725926107681339e-21,8.3313152203649275e-18
6.269843427056521e-10,0.19882801395927374,76.950000000000003,0.0,0.0,0.0,0.99841811873835407,9.4998753241644174,5.1226103664412782e-05,0.00064490515907292452,0.00052358657572830361,0.00012262666308434546,3.123006560419968e-10,2.0256133936663363e-07,9.4855798230948827e-05,2.0339791086340524e-06,1.6127137039819814e-12,1.4506311693700821e-08,1.1385839671081913e-08,0.00013731537383612628,2.8765329001878497e-06,1.8181768579698183e-14,1.4620207235528873e-16,1.7019021989671169e-13,9.2261464589047602e-16,2.8557892088304354e-09,2.7414464853674463e-07,4.5757779036661368e-07,4.5790626463211004e-07,2.0214980881005925e-10,1.2630830689388047e-10,8.0113441455208846e-18,1.2031630596660918e-08,1.0577876380000934e-11,3.2127329104258182e-12,2.7797058354405819e-15,2.975394378918956e-11,9.7134035745721622e-14,2.6480203262428408e-15,1.4756309962136553e-06,4.0511885926837625e-16,1.2142278530752584e-16,8.2201193786889984e-10,7.5700043683809378e-11,6.0114904520836378e-12,1.1820671739000971e-09,1.6004131133859537e-09,2.6471700564505231e-15,1.8101468408909743e-13,9.3673187249630347e-13,8.888701864285691e-13,5.0177135501060029e-14,3.4597675452791198e-15,3.5532262286164368e-15,3.6690752646985484e-12,7.1825849292863356e-15,3.7714939909991088e-16,1.1563987151575121e-13,1.143609006750489e-17,2.5412164203032486e-18,1.6791586602719599e-19,2.4445475819843297e-13,1.2030061451716468e-16,5.5705225689263236e-16,4.0746533348786131e-12,2.1725694351321451e-15,5.2707068833739973e-15,3.2067186955045677e-15,7.9848631051337044e-15,1.1011159569046672e-15,3.6283978730676651e-18,1.6898053098878415e-21,8.9407252460852355e-18
6.441554012318089e-10,0.19882800576039253,76.950000000000003,0.0,0.0,0.0,0.99837478120662071,9.4998716876238252,5.2627042192256297e-05,0.0006625368443309459,0.00053765451879789563,0.00012620622034206175,3.208388371528249e-10,2.0255296003521906e-07,9.7453538036051913e-05,2.0896776171483562e-06,1.6597899370707493e-12,1.575739760529798e-08,1.2369159244606132e-08,0.00014107621601203569,3.0360693196034684e-06,1.8679658359490229e-14,1.5096289919969905e-16,1.8782294099860075e-13,1.0022891824008592e-15,2.9981851888224971e-09,2.8371776512867955e-07,4.8800926865241144e-07,4.8835960344564939e-07,2.1559727725290733e-10,1.3471859989503514e-10,8.2309066187617418e-18,1.2698241024263298e-08,1.1164072069352506e-11,3.3913329178348092e-12,3.2550653989067136e-15,3.2159996391830997e-11,1.0351244707885057e-13,3.1020024628578094e-15,1.5160671156409645e-06,4.3787894747238377e-16,1.3124162089579425e-16,8.2543621097615746e-10,7.5882869989772134e-11,6.0122605718553461e-12,1.1998878040209076e-09,1.6597248498965084e-09,3.1009770837278441e-15,1.974412628859868e-13,1.0458637128852465e-12,9.9105468647775015e-13,5.7455191758676856e-14,3.6525590904851712e-15,4.1373574624368137e-15,3.8131463543813791e-12,8.2460026259475014e-15,4.431160075638622e-16,1.2022290691101609e-13,1.3795473396320091e-17,3.0726124378198797e-18,2.0653653187070548e-19,2.6132854521615802e-13,1.2502490566071214e-16,5.7937573990320552e-16,4.3636914192347458e-12,2.3267403821871488e-15,5.6462039524058003e-15,3.4342922572797844e-15,8.5612768292613871e-15,1.1844887161183422e-15,3.8602000697891735e-18,1.8117894603766863e-21,9.5797344046936288e-18
6.613264597579657e-10,0.19882799756500086,76.950000000000003,0.0,0.0,0.0,0.99833144290623033,9.4998680515720206,5.402787531809481e-05,0.0006801668973285943,0.00055172030649367615,0.00012978522333838315,3.293762220083079e-10,2.0254458067121713e-07,0.0001000511570969642,2.1453709317558409e-06,1.7068588808394044e-12,1.7078248020067387e-08,1.3407465938309558e-08,0.00014483689994582795,3.1999013942679837e-06,1.917750171086433e-14,1.5578465466100605e-16,2.0669140594504455e-13,1.0864168515229194e-15,3.1432540887792147e-09,2.9330554205606029e-07,5.1948599682505867e-07,5.1985894376489291e-07,2.2950675299252148e-10,1.4341813086071935e-10,8.4504598535610224e-18,1.3382749878552827e-08,1.1766010266230556e-11,3.5747638315303823e-12,3.7944685905216877e-15,3.4686662060224717e-11,1.1012149969047009e-13,3.6173759461202286e-15,1.5565017941831895e-06,4.7228126623139474e-16,1.4155266170271876e-16,8.2862277296581702e-10,7.6064622595381469e-11,6.0129651886259625e-12,1.2175465103677783e-09,1.7192082665739522e-09,3.6161459198625672e-15,2.1482815915900299e-13,1.1642404971978695e-12,1.1017037735376562e-12,6.5546532099786489e-14,3.8505563828506978e-15,4.7966894480584796e-15,3.9580157408200167e-12,9.4317394006518514e-15,5.1832010393532097e-16,1.248318115278144e-13,1.6555838055865942e-17,3.6961371468559573e-18,2.5258235910702719e-19,2.7881709368284681e-13,1.2977537984589181e-16,6.0178198609865312e-16,4.6638892493921759e-12,2.4868662108888187e-15,6.0395419790909585e-15,3.6706565802604765e-15,9.1603711788543373e-15,1.2720426215009826e-15,4.1010446026555372e-18,1.9385734204853573e-21,1.024918657128335e-17
6.784975182841225e-10,0.1988279893730993,76.950000000000003,0.0,0.0,0.0,0.99828810383985778,9.4998644160077692,5.5428603044199949e-05,0.00069779531582991612,0.00056578393659745588,0.00013336367143051687,3.3791280952246344e-10,2.0253620096505091e-07,0.0001026486554121839,2.201059045405013e-06,1.7539205268342405e-12,1.8470741724070081e-08,1.4502248452985879e-08,0.00014859742568439175,3.3680283554374021e-06,1.9675298570803793e-14,1.6066896182914837e-16,2.2684155705654203e-13,1.1751183128037603e-15,3.2909475844540066e-09,3.0290630564521686e-07,5.5200948133513055e-07,5.5240579316250586e-07,2.4387890210749413e-10,1.5240731836042297e-10,8.6700038527009679e-18,1.4085151769083348e-08,1.2383686213077603e-11,3.7630255277954506e-12,4.4043086057816233e-15,3.7336337169808175e-11,1.169634081472767e-13,4.2003066570285752e-15,1.5969350124564255e-06,5.0835844297087001e-16,1.5236568666330416e-16,8.3159174997308681e-10,7.6245397648207686e-11,6.0136098648436504e-12,1.2350577924799635e-09,1.7788480582129743e-09,4.1988385150757706e-15,2.3320145598863752e-13,1.292367062108557e-12,1.2212590889037975e-12,7.4516317128535981e-14,4.0537578561599295e-15,5.5383297018468846e-15,4.103637093249337e-12,1.0750043865185194e-14,6.0374860873173329e-16,1.2946507701210443e-13,1.9771456649601373e-17,4.4246470219772478e-18,3.0721435446985272e-19,2.969220916705203e-13,1.3455051740195151e-16,6.2426361081670765e-16,4.9753065138309802e-12,2.6529787915130606e-15,6.4512216603200839e-15,3.9158587195723245e-15,9.7822722141927151e-15,1.3638997029993255e-15,4.3511115047345441e-18,2.0701838678313018e-21,1.0949937775917179e-17
6.956685768102793e-10,0.19882798118468809,76.950000000000003,0.0,0.0,0.0,0.9982447640101767,9.4998607809298168,5.6829225372846993e-05,0.00071542209759983702,0.00057984540686656274,0.00013694156400141425,3.4644859861973934e-10,2.0252782107014051e-07,0.00010524603298003167,2.2567419510450551e-06,1.8009748669404864e-12,1.9936756699941577e-08,1.5654994968250229e-08,0.00015235779327348845,3.5404494338633143e-06,2.0173048876277616e-14,1.6561743899364798e-16,2.4831947403006797e-13,1.2685142076583804e-15,3.4412182213461547e-09,3.1251855547856143e-07,5.8558105565090093e-07,5.8600148610673184e-07,2.5871431414451903e-10,1.6168653288811529e-10,8.8895386188334544e-18,1.4805441336873041e-08,1.3017095180030589e-11,3.9561178720410504e-12,5.0913998511746083e-15,4.0111383045285826e-11,1.2404037648835678e-13,4.8573716155089517e-15,1.6373667527222409e-06,5.4614262782041938e-16,1.6369033165971889e-16,8.3436156393968292e-10,7.6425281467613793e-11,6.0141996801985084e-12,1.2524348490675076e-09,1.8386302886804347e-09,4.8556275700126218e-15,2.5258711456066896e-13,1.4307613729399701e-12,1.3501721879621425e-12,8.4432960996645501e-14,4.2621619534022737e-15,6.3698212050400588e-15,4.2499675152279157e-12,1.2211720197847576e-14,7.0046250134764805e-16,1.3412130682189476e-13,2.3502149597642236e-17,5.2723801483055462e-18,3.7173523761506309e-19,3.1564507595486446e-13,1.3934891130565506e-16,6.4681389034613219e-16,5.29799945405537e-12,2.8251081530638661e-15,6.8817507838599155e-15,4.1699430116708685e-15,1.0427098642547007e-14,1.4601837967385744e-15,4.6105833750760143e-18,2.2066459239446857e-21,1.1682856197331423e-17
7.128396353364361e-10,0.19882797299976715,76.950000000000003,0.0,0.0,0.0,0.99820142341986118,9.4998571463368915,5.8229742306314894e-05,0.00073304724040416241,0.00059390471504560912,0.00014051890044804109,3.5498358822066726e-10,2.0251944120436671e-07,0.00010784328979880953,2.3124196416275177e-06,1.8480218932271941e-12,2.1478170126012827e-08,1.6867193141870826e-08,0.00015611800275799686,3.7171638597932566e-06,2.0670752564262722e-14,1.7063170620727038e-16,2.7117136097577853e-13,1.3667251589570157e-15,3.5940193990469988e-09,3.2214094644105889e-07,6.2020189816386446e-07,6.2064720187989258e-07,2.7401351004048728e-10,1.7125610183862817e-10,9.1090641545486098e-18,1.5543613253911426e-08,1.366623246448063e-11,4.1540407189511161e-12,5.8629914973513805e-15,4.3014126462387066e-11,1.313545983324034e-13,5.5955726955268548e-15,1.677796998750241e-06,5.856655004468422e-16,1.7553609156927385e-16,8.3694907691905117e-10,7.6604351881033932e-11,6.0147392609139618e-12,1.2696896949694075e-09,1.8985422681810153e-09,5.5935102253715925e-15,2.7301097470440937e-13,1.5799545032666066e-12,1.4889044510577093e-12,9.5368198680696133e-14,4.4757671266294674e-15,7.2991546237121682e-15,4.3969672896952421e-12,1.3828142683209956e-14,8.0960008983958047e-16,1.3879920792700198e-13,2.7813674342420834e-17,6.255062497815627e-18,4.4760206236551528e-19,3.3498744554731106e-13,1.4416925881896912e-16,6.6942670265231072e-16,5.632021120026875e-12,3.0032826197197916e-15,7.331644224715529e-15,4.4329512758066436e-15,1.1094962363104416e-14,1.5610205440951193e-15,4.8796453773501782e-18,2.3479832695893823e-21,1.2448822156674878e-17
7.300106938625929e-10,0.19882796481833578,76.950000000000003,0.0,0.0,0.0,0.9981580820715843,9.4998535122277179,5.9630153846886304e-05,0.00075067074200957427,0.00060796185887319627,0.00014409568017470492,3.6351777723821959e-10,2.0251106100574573e-07,0.00011044042586705743,2.3680921101092073e-06,1.8950615978600033e-12,2.309685837541726e-08,1.8140330109093137e-08,0.00015987805418230078,3.898170862971057e-06,2.1168409571820994e-14,1.7571338583030584e-16,2.9544353454114821e-13,1.4698717706068157e-15,3.7493053558677371e-09,3.3177227262365685e-07,6.5587304824293572e-07,6.563439806442369e-07,2.8977694922549308e-10,1.8111631396953098e-10,9.328580462489785e-18,1.629966222266798e-08,1.4331093390632792e-11,4.3567939126244772e-12,6.7267809862452507e-15,4.6046860142434203e-11,1.3890825697025764e-13,6.4223503273754707e-15,1.7182257356941177e-06,6.2695827678907702e-16,1.8791232228299623e-16,8.3936972315686632e-10,7.6782679302212253e-11,6.015232874938216e-12,1.286833267567769e-09,1.9585724415304693e-09,6.4199217378756663e-15,2.9449875543913227e-13,1.7404906145197074e-12,1.6379269951075883e-12,1.0739715255855766e-13,4.6945718368145187e-15,8.3347804164661714e-15,4.544599642932129e-12,1.5611270244121752e-14,9.3238032233643296e-16,1.4349758312424414e-13,3.2778129448454676e-17,7.3900192690682982e-18,5.3643955633065468e-19,3.5495047401619053e-13,1.4901035374681543e-16,6.9209647341559603e-16,5.9774216066594658e-12,3.1875289371644739e-15,7.8014239415193064e-15,4.7049230005540937e-15,1.1785968971493616e-14,1.6665373907693292e-15,5.1584852384982129e-18,2.4942182515336408e-21,1.3248728111320949e-17
