Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281)
2.484969325522396e-06,0.26281851581087284,76.950000000000003,0.0,0.0,0.0,0.32900478503769726,9.3567834193019603,0.011469724926023914,0.014060543035853013,0.0054706011803291339,0.0017719952097058473,6.6782079066099138e-09,1.3718150154711978e-08,0.032801364305038196,4.4054068535970046e-05,2.9778735174405397e-11,0.097738230171918433,0.17115476604263793,0.047154973210572722,0.22632892298879928,4.9028406009580584e-13,9.7168894092516617e-11,3.0136931092702492e-06,2.5774662713121218e-09,2.6072906976410909e-06,2.0724353964798153e-06,0.0079914944407010434,0.039785543977246075,3.2342274840918421e-06,2.1038290701047139e-06,2.4545299166131664e-16,0.00024017254563758175,1.9353212580914063e-07,6.289490903071574e-08,0.0001198812630499983,7.1224757069684769e-06,6.0490250982636435e-09,0.011392946631091741,0.0011001282097600521,7.9385202078541813e-11,2.248468319695326e-11,1.1431393197248539e-08,2.9011455701401219e-09,2.4998793573346926e-12,7.147734293484306e-05,0.00028604672938486634,0.0043815278353005766,1.0357446072049414e-07,0.00033979097786800952,2.8677342754488749e-05,0.0011630871257341418,4.9592142677998734e-10,0.00026111414632324357,5.7015141521398986e-07,0.01915385068213413,0.00012119904325155201,2.1287758793575173e-08,9.3029831342922407e-05,0.014521348272972993,0.0032885987236549144,3.5332044510094463e-05,1.5937002015907901e-10,1.7834910933162384e-11,0.00099666119526966462,5.5725744249622074e-07,0.00017990549481808088,7.7908910048736829e-07,1.9417114780121434e-06,5.8308924777750164e-05,3.7315302925786779e-08,7.4401381123665696e-13,1.8746364944059497e-07,0.00074992329361508103,7.1061807563199621e-11,2.1106211814146171e-11,1.0780309580791067e-12,6.3695645284614118e-11,0.00070404025695709207,4.2069789171932157e-11,0.019755754314606928,4.1985615216303417e-11,1.7092397795500106e-07,1.4109836141259129e-12
2.509629504365799e-06,0.26281857254583685,76.950000000000003,0.0,0.0,0.0,0.32670480723335604,9.3563065194344368,0.011402844044519937,0.013933249208507085,0.0054166844100581929,0.001754451559071922,6.6174095591666407e-09,1.3643546686668177e-08,0.032968592092396734,4.3653000619113434e-05,2.9483910604165578e-11,0.097785859804820741,0.17197192695298935,0.047457983941106681,0.22702511641738107,4.8582051760875807e-13,9.7627797326943969e-11,3.0280840262546487e-06,2.5787613468864243e-09,2.6240580243451924e-06,2.0520117408218678e-06,0.0079836755923178016,0.039992535258448425,3.2308977269135351e-06,2.1016631003278311e-06,2.4703023585102803e-16,0.00024171014720732892,1.9476116257108307e-07,6.3294324798788407e-08,0.0001196475896553707,7.1676975453060541e-06,6.0908973327043541e-09,0.011497026206598451,0.0011088039089777299,7.9885143330634239e-11,2.262628415505088e-11,1.1521045213229418e-08,2.9239844738210243e-09,2.5171705317261361e-12,7.3526643888335635e-05,0.00029424629740844652,0.004385089745855093,1.04290054923304e-07,0.00034137165544957003,2.8704287436167893e-05,0.0011744424859896094,5.0153521936440839e-10,0.00026365507662994339,5.7804993168918738e-07,0.019422416580658908,0.00012238476554485937,2.1582667370266949e-08,9.3936239990922415e-05,0.014728298892984205,0.0033355192388272907,3.6755263045039462e-05,1.6127406839450205e-10,1.8349711711213582e-11,0.0010209165453852022,5.7078998235672907e-07,0.00018200747353241698,7.9800864042286439e-07,1.9888646911235741e-06,5.8987225059495471e-05,3.7751287332075985e-08,7.6208170762250407e-13,1.8967246344459747e-07,0.00075876006639243206,7.3113416832261713e-11,2.1085561576372059e-11,1.0849026892642695e-12,6.5538302894845721e-11,0.00070513764643498138,4.2398709961549164e-11,0.019880687567710588,4.2314549698583679e-11,1.7808581283373281e-07,1.4273974064689238e-12
2.5342896832092023e-06,0.2628186438153949,76.950000000000003,0.0,0.0,0.0,0.32443446651259866,9.3558362893759703,0.011336050410235122,0.013807425514467548,0.0053634957953780753,0.0017371463346418181,6.5573199245232712e-09,1.3569931607982046e-08,0.033134166899694374,4.3256607855066575e-05,2.9193092834022914e-11,0.097827364424541638,0.17278093858560387,0.047759351957065904,0.22770832758258294,4.8140900556842428e-13,9.8082091577986415e-11,3.042331415154078e-06,2.5798951262306568e-09,2.6407344013858944e-06,2.0318638808800751e-06,0.0079758330932907448,0.040197490279245247,3.2275608792649967e-06,2.099492518040213e-06,2.4859892931267001e-16,0.00024325913150808796,1.9599937340402387e-07,6.3696722166766151e-08,0.00011941339323842587,7.2132578955111042e-06,6.1330603406898742e-09,0.011600484491586073,0.0011174468457415879,8.0388858719341754e-11,2.2768954081479581e-11,1.1610362656664925e-08,2.9467374492579012e-09,2.5344156403890393e-12,7.5603155860711342e-05,0.00030255470792076207,0.0043882671709216748,1.0501062987656667e-07,0.00034292776822347358,2.8729510496862677e-05,0.0011857924614058141,5.0710545831648268e-10,0.00026619474476695609,5.8592517200529514e-07,0.019691131171609449,0.00012356991609445807,2.1876706887891001e-08,9.4842174233370947e-05,0.014935354889530079,0.003382466790930079,3.8215417004474421e-05,1.6316322921679484e-10,1.8871512158092593e-11,0.0010454155049189964,5.844577124583148e-07,0.0001840918509069225,8.1711718680042365e-07,2.0364889703659059e-06,5.9659790619679574e-05,3.818362093847301e-08,7.8033010441291459e-13,1.9186291877228104e-07,0.00076752339705469695,7.519294126855888e-11,2.1064848875152419e-11,1.0917368786548286e-12,6.7406204986508558e-11,0.00070624422146133448,4.2726378286108184e-11,0.020004679469407774,4.264222810862616e-11,1.8544930933029837e-07,1.443672427634061e-12
2.5589498620526054e-06,0.2628187292370754,76.950000000000003,0.0,0.0,0.0,0.32219318959429905,9.3553725925229809,0.011269365290095314,0.013683045859629473,0.0053110211860338706,0.0017200748891329162,6.4979263262535721e-09,1.3497285190817936e-08,0.033298109349780253,4.2864806635126025e-05,2.8906203765732579e-11,0.09786289338875559,0.17358194734506538,0.048059099000973014,0.22837880869636673,4.7704859348317919e-13,9.853186011195703e-11,3.0564378545632222e-06,2.5808715436875052e-09,2.6573210331334686e-06,2.0119864699386801e-06,0.0079679684369995379,0.040400436454700442,3.2242174582801223e-06,2.0973176600612938e-06,2.5015918522106319e-16,0.0002448194044948042,1.972466799059431e-07,6.410207566690948e-08,0.00011917872150975944,7.2591539167635663e-06,6.1755118783395379e-09,0.011703322990909426,0.0011260574787227485,8.0896315483482672e-11,2.2912683697073974e-11,1.1699350201416057e-08,2.9694056985298435e-09,2.5516152613800149e-12,7.7706609175564543e-05,0.0003109708818099607,0.0043910715183500641,1.05736152180212e-07,0.00034445963427748294,2.8753054302739067e-05,0.0011971375010098317,5.1263173364475286e-10,0.00026873325255341249,5.9377647304598566e-07,0.019959977432270782,0.00012475454184295416,2.2169852587173865e-08,9.5747670745314288e-05,0.015142502043356524,0.0034294382206197086,3.9712835827581858e-05,1.6503735730343177e-10,1.9400249924848426e-11,0.0010701555472443351,5.982592185659469e-07,0.00018615847241077176,8.3641276240981135e-07,2.0845793879715877e-06,6.0326572763610918e-05,3.8612271692648473e-08,7.9875711341432677e-13,1.9403484858558573e-07,0.00077621261796638464,7.730013303842082e-11,2.1044077654659756e-11,1.0985340273371074e-12,6.9299134580969489e-11,0.00070735988896076065,4.3052811783404835e-11,0.020127741872763352,4.2968668226543342e-11,1.9301701513411365e-07,1.4598074992874744e-12
2.5836100408960085e-06,0.26281882843904913,76.950000000000003,0.0,0.0,0.0,0.31998041806118255,9.3549152959051778,0.011202808875104426,0.013560084823877822,0.005259246811313489,0.0017032326892828223,6.4392162075130177e-09,1.3425588227049542e-08,0.033460439681744669,4.2477514131190658e-05,2.8623167216787084e-11,0.097892592069702647,0.17437509583232391,0.048357246382568907,0.22903680572742399,4.7273835954695787e-13,9.8977184275920692e-11,3.0704058563171892e-06,2.5816944286580005e-09,2.6738190999745352e-06,1.9923742895266359e-06,0.0079600830890246763,0.040601400669463029,3.2208679501187345e-06,2.0951388426650718e-06,2.5171111449844051e-16,0.00024639087090437377,1.9850300330922359e-07,6.4510359704831579e-08,0.00011894362116753183,7.3053827330865205e-06,6.2182501092155275e-09,0.011805543259430765,0.0011346362532856698,8.1407480737947301e-11,2.3057463687661236e-11,1.1788012380784353e-08,2.9919903884429206e-09,2.5687699420966892e-12,7.9836729015518037e-05,0.00031949371940742828,0.0043935138957128632,1.0646658686516507e-07,0.00034596756658474508,2.8774960101279603e-05,0.0012084780518681376,5.1811366330540675e-10,0.00027127070128918433,6.016032016593268e-07,0.020228938752142354,0.00012593868951414915,2.2462080827720985e-08,9.6652766029373474e-05,0.015349726470415999,0.0034764304441685634,4.1247839682706538e-05,1.6689631712632982e-10,1.9935861352369383e-11,0.0010951341502624696,6.1219308954530378e-07,0.00018820719446741528,8.5589339437573111e-07,2.1331310268665855e-06,6.0987526309800359e-05,3.9037209814495988e-08,8.1736085053063348e-13,1.9618809770841248e-07,0.00078482710815373216,7.9434739084529851e-11,2.1023251785744627e-11,1.1052946271045459e-12,7.1216869988254052e-11,0.00070848455743056568,4.3378027636265577e-11,0.020249886381284766,4.3293887354372331e-11,2.0079144811112392e-07,1.4758015281087654e-12
2.6082702197394116e-06,0.2628189410604313,76.950000000000003,0.0,0.0,0.0,0.31779560787744926,9.35446427008225,0.011136400323976775,0.013438517628738116,0.0052081592860232402,0.0016866152797968775,6.3811776807064289e-09,1.3354822011217119e-08,0.033621177760759902,4.2094651888992596e-05,2.8343908314643155e-11,0.097916601995588798,0.17516052297824353,0.048653814990276274,0.22968255859910655,4.6847743062776497e-13,9.9418143346011458e-11,3.0842378677235015e-06,2.5823675093222623e-09,2.6902297589474058e-06,1.973022248581565e-06,0.0079521784866961407,0.040800409291460504,3.2175130460701062e-06,2.0929565145881324e-06,2.5325482587494658e-16,0.00024797343441897016,1.9976826755746873e-07,6.4921549536880765e-08,0.00011870813790076801,7.3519414382642222e-06,6.2612734049632947e-09,0.011907146900657018,0.0011431836018424429,8.1922322748055639e-11,2.3203285064902443e-11,1.187635359207027e-08,3.014492651882527e-09,2.5858802320039455e-12,8.1993235690976704e-05,0.00032812210158584138,0.0043956051185428816,1.0720189887121485e-07,0.00034745187300395112,2.8795268062111196e-05,0.0012198145584175885,5.2355089202687628e-10,0.00027380719176594301,6.0940475373570796e-07,0.020497998922008254,0.00012712240554684003,2.2753369053511982e-08,9.7557496383524794e-05,0.015557014613563723,0.003523440451565771,4.282073942521294e-05,1.6873998262369964e-10,2.047828153729349e-11,0.0011203487972885476,6.2625791810665623e-07,0.00019023788398979063,8.7555711519808946e-07,2.1821389833177211e-06,6.1642609503583757e-05,3.9458407699635366e-08,8.3613943677764523e-13,1.9832252223251442e-07,0.00079336629173148857,8.1596501388261568e-11,2.1002375064306206e-11,1.1120191613411338e-12,7.3159185039318554e-11,0.00070961813686609839,4.3702042549730003e-11,0.020371124355882956,4.3617902191830058e-11,2.0877509581762993e-07,1.4916535036999781e-12
2.6329303985828148e-06,0.26281906674873956,76.950000000000003,0.0,0.0,0.0,0.31563822892585713,9.3540193889376138,0.011070157804764365,0.013318320125157263,0.0051577455050742871,0.0016702183846875067,6.3237991708164325e-09,1.3284968323793472e-08,0.033780343087540604,4.1716143584255073e-05,2.8068355201251447e-11,0.097935060964569498,0.17593836415529213,0.048948825302212777,0.23031630137967657,4.6426495730618092e-13,9.985481396098349e-11,3.0979362727739301e-06,2.5828944156122893e-09,2.7065541443531273e-06,1.9539254166868725e-06,0.0079442560401082486,0.04099748818541208,3.2141532040972882e-06,2.0907709748411972e-06,2.5479042594346864e-16,0.00024956699784815816,2.0104239040771846e-07,6.5335618462317849e-08,0.00011847231639962692,7.3988271010478897e-06,6.3045788087264194e-09,0.012008135565398557,0.0011516999441850593,8.2440807187095558e-11,2.3350138106117603e-11,1.1964378115820091e-08,3.0369135892036332e-09,2.6029466544828496e-12,8.4175844879774689e-05,0.00033685489068397366,0.0043973557182735426,1.0794205290942292e-07,0.00034891285645011839,2.8814017303859892e-05,0.0012311474631261283,5.2894309079654458e-10,0.00027634282422133003,6.1718055310829599e-07,0.020767142123231188,0.00012830573621096391,2.3043695751666388e-08,9.8461897882244471e-05,0.015764353233363306,0.0035704653044479049,4.4431836562826033e-05,1.7056823681366565e-10,2.1027444392154827e-11,0.0011457969780450715,6.4045229957319611e-07,0.00019225041817812959,8.9540196102985426e-07,2.231598363000366e-06,6.2291783853962645e-05,3.9875839877125339e-08,8.5509099677628491e-13,2.0043798905798472e-07,0.00080182963605467204,8.3785157209623728e-11,2.0981451214526774e-11,1.1187081003478045e-12,7.5125849302175545e-11,0.00071076053879822365,4.4024872577757768e-11,0.020491466921581103,4.3940728984289404e-11,2.1697041504475967e-07,1.5073624946413166e-12
2.6551245595418775e-06,0.26281919075752164,76.950000000000003,0.0,0.0,0.0,0.31371961430288542,9.3536241480438029,0.011010695743293716,0.013211293996912427,0.0051129386156994984,0.0016556462543574611,6.272713039526386e-09,1.3222865538460643e-08,0.033922263009236578,4.1379144172954958e-05,2.7823467626305273e-11,0.097947038941727058,0.17663204431512283,0.049213018842864893,0.23087659013382472,4.6051444242610375e-13,1.0024421322959527e-10,3.110152525771093e-06,2.5832465755247203e-09,2.7211732469538273e-06,1.9369524739322738e-06,0.0079371117247011725,0.041173230254143815,3.2111254560179068e-06,2.0888014587779144e-06,2.5616561725818606e-16,0.00025101052893542283,2.0219660807178419e-07,6.5710720347665059e-08,0.00011825982399416365,7.4413013067222477e-06,6.3437934433846106e-09,0.012098500960236834,0.0011593384790273707,8.2910529529394923e-11,2.3483180005361077e-11,1.2043332846849137e-08,3.0570237816361882e-09,2.6182693234718391e-12,8.6162272262648712e-05,0.00034480271433633716,0.0043986485065516416,1.0861230057093693e-07,0.00035020804690478335,2.8829590429394877e-05,0.001241344361999135,5.3375731739860381e-10,0.0002786242422201852,6.2415629967360345e-07,0.021009429228770901,0.00012937044237268302,2.3304150711115208e-08,9.9275607734240794e-05,0.01595099045581376,0.0036127979926523102,4.5914724403119631e-05,1.7220039930940449e-10,2.1527400411764703e-11,0.0011688979431231502,6.5333685375651437e-07,0.00019404608255854709,9.1341556676665888e-07,2.2764937404249932e-06,6.2870959417174504e-05,4.0248289747192969e-08,8.7229374869881052e-13,2.0232559878240611e-07,0.00080938139684546032,8.577772061761641e-11,2.0962582474926113e-11,1.1246980946212493e-12,7.6916471977719887e-11,0.00071179617188725551,4.4314419554420033e-11,0.020599018665838978,4.4230270447307073e-11,2.2452918691645203e-07,1.5213776258166419e-12
2.6773187205009403e-06,0.2628193248306508,76.950000000000003,0.0,0.0,0.0,0.31182243277368393,9.3532336975394799,0.010951394041526955,0.013105341502366035,0.0050686581038650175,0.0016412463292298732,6.2221438895845609e-09,1.31614748972333e-08,0.034062938230170786,4.1045555108647909e-05,2.7581473993939963e-11,0.097954724766823709,0.17731978059885392,0.049475980799169324,0.23142749845907534,4.5680188178538004e-13,1.0063025355958104e-10,3.1222640941277729e-06,2.5834857113844384e-09,2.7357241648556916e-06,1.9201788901142208e-06,0.0079299550645583073,0.041347447968454229,3.2080945364121983e-06,2.0868298790161332e-06,2.5753439787781469e-16,0.00025246281881329327,2.0335787952520296e-07,6.6088114732503775e-08,0.00011804712419950584,7.4840357929391241e-06,6.383234154008261e-09,0.012188370865882644,0.00116695251783539,8.3383151534827936e-11,2.3617043191326712e-11,1.2122037351607078e-08,3.0770697210178524e-09,2.6335572048767438e-12,8.8169395517527816e-05,0.00035283331839205636,0.0043996809891862559,1.0928641323338387e-07,0.00035148480126099505,2.8843958965614465e-05,0.0012515390196580355,5.3853461833086782e-10,0.00028090511832683891,6.3111035951596903e-07,0.021251760082710763,0.00013043490705219539,2.3563795953785518e-08,0.0001000891063518684,0.01613764887073102,0.0036551383373736373,4.7428995346049302e-05,1.7381991789578467e-10,2.2032713817897054e-11,0.0011921842236675662,6.6632419547810518e-07,0.00019582687361107177,9.3157287745395987e-07,2.3217472777896164e-06,6.3445296497933979e-05,4.0617654650463979e-08,8.8963373828251069e-13,2.0419767087146718e-07,0.00081687099989500298,8.7791653577168638e-11,2.0943681131760116e-11,1.1306599648774176e-12,7.8726453981078674e-11,0.00071283881839565391,4.4603030715572872e-11,0.020705861744983466,4.4518873601845997e-11,2.3226312428532481e-07,1.5352756733803075e-12
2.699512881460003e-06,0.2628194687306073,76.950000000000003,0.0,0.0,0.0,0.30994632510096937,9.3528479521003778,0.010892264038898414,0.013000446267593994,0.0050248950847303049,0.0016270157165796818,6.1720839704847971e-09,1.3100784068464125e-08,0.034202382244434421,4.0715325289616043e-05,2.7342325692039729e-11,0.097958211604668111,0.17800166474105877,0.049737725288249074,0.23196918552176257,4.5312670666951297e-13,1.0101298673836887e-10,3.1342725932555568e-06,2.5836142774368088e-09,2.7502076799990431e-06,1.9036013284515961e-06,0.0079227870308724059,0.041520159187804287,3.2050607699163612e-06,2.0848564476821722e-06,2.5889684128486894e-16,0.00025392379533828636,2.0452614372733963e-07,6.6467781801375128e-08,0.00011783424754776221,7.5270283866274316e-06,6.4228985494389198e-09,0.012277746578804434,0.0011745423417229696,8.3858647753073743e-11,2.3751720455445587e-11,1.220049449643475e-08,3.0970521442282348e-09,2.6488106462942461e-12,9.019699870830757e-05,0.00036094583885910321,0.0044004602830425791,1.0996436450494456e-07,0.0003527433303733967,2.8857149382072679e-05,0.0012617317538210172,5.4327480414537491e-10,0.00028318552446912723,6.3804236731335213e-07,0.021494123925259335,0.00013149916347896001,2.3822617839258043e-08,0.00010090241961613508,0.016324319455262238,0.0036974843383558945,4.8974849681331908e-05,1.7542672494194071e-10,2.2543334202482911e-11,0.0012156540060529436,6.7941331031451181e-07,0.00019759272152650018,9.4987247484919605e-07,2.3673554405792644e-06,6.4014773375649681e-05,4.0983920107128974e-08,9.0710961119233977e-13,2.0605412928940764e-07,0.00082429814090636763,8.9826755655898542e-11,2.0924749749991328e-11,1.1365940347521012e-12,8.0555619280558185e-11,0.00071388841690111398,4.4890716775509289e-11,0.020812003804010906,4.4806549304882602e-11,2.4017395262291333e-07,1.5490561117295807e-12
2.721707042419066e-06,0.26281962222584426,76.950000000000003,0.0,0.0,0.0,0.30809094011660393,9.3524668283879162,0.010833316520528422,0.012896592288724881,0.0049816408949069297,0.0016129515689123934,6.1225252162090513e-09,1.3040781002398205e-08,0.034340608329105023,4.03884015124786e-05,2.7105974867627634e-11,0.097957590457373192,0.178677786415228,0.049998266183736574,0.23250180708161441,4.4948832496963729e-13,1.0139246401038454e-10,3.1461796027619315e-06,2.5836346709899168e-09,2.7646245608315178e-06,1.8872165019137693e-06,0.0079156085770885117,0.041691381472412505,3.2020244328638848e-06,2.0828813444545307e-06,2.6025301969483141e-16,0.00025539338612087971,2.0570134097219965e-07,6.6849702152288527e-08,0.00011762122393218813,7.570276908071104e-06,6.4627853139392357e-09,0.012366629423182904,0.0011821082243414624,8.4336993326127982e-11,2.3887204757140732e-11,1.2278707062667051e-08,3.1169717677613367e-09,2.6640299598052304e-12,9.2244863459252726e-05,0.00036913940198316452,0.0044009933372053528,1.1064612612778474e-07,0.00035398384211606692,2.8869187540466651e-05,0.0012719228809029482,5.479777002763933e-10,0.00028546553216690369,6.449519739274452e-07,0.021736510228083757,0.00013256324471262336,2.4080603331564402e-08,0.0001017155732660767,0.016510993375026893,0.0037398340378433466,5.055248151685639e-05,1.7702075799361291e-10,2.305921052357146e-11,0.0012393054827810905,6.926031881043161e-07,0.00019934356230070369,9.683129466682288e-07,2.4133147088374477e-06,6.4579370169574836e-05,4.1347072841758482e-08,9.2472001867162396e-13,2.0789490415441997e-07,0.00083166254020509295,9.1882823892718538e-11,2.0905790847932721e-11,1.1425006242417466e-12,8.2403789552663605e-11,0.00071494490694103119,4.5177488315787744e-11,0.020917452348715816,4.5093308216469295e-11,2.4826337622315887e-07,1.5627184597818287e-12
2.7439012033781286e-06,0.26281978509074133,76.950000000000003,0.0,0.0,0.0,0.30625593453031885,9.3520902449970595,0.010774561734476143,0.012793763916304417,0.0049388870883210175,0.0015990510801958398,6.0734601316600404e-09,1.2981453924131889e-08,0.034477629548320746,4.0064734313241487e-05,2.6872374364548991e-11,0.097952950216277493,0.17934823328379601,0.050257617120506158,0.2330255155710948,4.4588618619212572e-13,1.0176873532294309e-10,3.1579866668166048e-06,2.5835492337644761e-09,2.7789755625702362e-06,1.8710211993077028e-06,0.0079084206388621656,0.041861132089201322,3.1989859663361157e-06,2.0809048557149316e-06,2.616030040810084e-16,0.00025687151857650882,2.068834136296141e-07,6.7233857040829174e-08,0.00011740808261619969,7.6137791726346472e-06,6.5028931088485216e-09,0.012455020750266175,0.0011896504320362596,8.4818164266695784e-11,2.4023489302383178e-11,1.2356677755425195e-08,3.1368292891473833e-09,2.6792154667744681e-12,9.4312769059861964e-05,0.00037741312469550598,0.0044012869364327785,1.1133167041561964e-07,0.00035520654136826266,2.8880098709811058e-05,0.00128211271570441,5.5264314643853152e-10,0.00028774521267263791,6.5183884598222463e-07,0.021978908689781595,0.00013362718365598659,2.43377399832144e-08,0.00010252859294197035,0.016697661980488679,0.0037821855197697029,5.2162078776932724e-05,1.7860195963228322e-10,2.3580291132777298e-11,0.0012631368528135129,7.0589282268974231e-07,0.00020107933750610659,9.8689288622451334e-07,2.4596215766019898e-06,6.5139068837453533e-05,4.1707100735534847e-08,9.4246361732600178e-13,2.0971993157001992e-07,0.00083896394206682122,9.3959652907202153e-11,2.0886806896601222e-11,1.148380048311936e-12,8.4270784278477588e-11,0.00071600822899191144,4.5463355611048738e-11,0.021022214748642121,4.5379160615759021e-11,2.5653307803541389e-07,1.5762622809423576e-12
2.7660953643371913e-06,0.26281995710488765,76.950000000000003,0.0,0.0,0.0,0.30444097266581444,9.3517181223481582,0.010716009415457247,0.012691945844092653,0.0048966253831036009,0.001585311526823899,6.0248814297503146e-09,1.2922791324220258e-08,0.034613458758905487,3.974427562298329e-05,2.6641478412274906e-11,0.097944377735620189,0.18001309106835106,0.050515791501206622,0.23354046020339062,4.4231975537197922e-13,1.0214184928101328e-10,3.1696952951786468e-06,2.5833602538302616e-09,2.7932614275640892e-06,1.8550122906181879e-06,0.0079012241345104567,0.042029428019587853,3.1959457406126959e-06,2.0789272225105262e-06,2.6294686420742507e-16,0.00025835811999802924,2.0807230220525286e-07,6.7620227134651738e-08,0.00011719485223961199,7.6575329926971845e-06,6.5432200632784997e-09,0.012542921937464091,0.001197169224066615,8.5302135807887003e-11,2.4160567076260671e-11,1.2434409211850316e-08,3.1566253875873135e-09,2.6943674791626508e-12,9.6400492632284302e-05,0.00038576611526095329,0.0044013477059195406,1.1202096991955738e-07,0.00035641163006959302,2.8889907586281114e-05,0.0012923015713660585,5.5727099621234989e-10,0.00029002463683289604,6.5870266529971464e-07,0.022221309229592631,0.00013469101305090895,2.4594015914109473e-08,0.00010334150413837104,0.01688431680205502,0.0038245369086471496,5.3803823202465226e-05,1.8017027727619797e-10,2.4106523816498299e-11,0.0012871463219759917,7.1928121146097266e-07,0.00020279999412754719,1.0056108917918455e-06,2.5062725503922548e-06,6.5693853062776677e-05,4.2063992792142694e-08,9.6033906854372021e-13,2.1152915338769337e-07,0.00084620211376514498,9.6057035063893657e-11,2.0867800321269015e-11,1.1542326152892128e-12,8.6156420891376398e-11,0.00071707832443434897,4.5748328599182198e-11,0.021126298241037959,4.5664116510138819e-11,2.6498471944127436e-07,1.5896871803776993e-12
2.788289525296254e-06,0.2628201380520238,76.950000000000003,0.0,0.0,0.0,0.30264572633904624,9.3513503826659861,0.010657668795571951,0.012591123112621377,0.0048548476663335723,0.001571730270085512,5.9767816224388592e-09,1.2864781954534391e-08,0.034748108612911194,3.9426976072746518e-05,2.6413242666922227e-11,0.097931957855516338,0.18067244357357887,0.050772802499209672,0.2340467870220537,4.387884830768072e-13,1.0251185352408094e-10,3.1813069638503142e-06,2.5830699662212102e-09,2.8074828854573015e-06,1.8391867161829517e-06,0.0078940199653665753,0.042196285963176428,3.1929039590872021e-06,2.0769485777761747e-06,2.6428466864408149e-16,0.0002598531176043844,2.0926794509570935e-07,6.8008792431949504e-08,0.00011698156082262847,7.7015361788329659e-06,6.5837642917487474e-09,0.012630334387940576,0.0012046648526911558,8.578888231320418e-11,2.429843081761997e-11,1.251190399875204e-08,3.1763607237080144e-09,2.7094862789265592e-12,9.8507809183206481e-05,0.00039419747347092294,0.0044011821134489169,1.1271399633439807e-07,0.00035759930729931496,2.8898638300063955e-05,0.0013024897599261923,5.6186111681236799e-10,0.00029230387511614605,6.6554312861617516e-07,0.022463701984489309,0.00013575476551025835,2.4849419801055894e-08,0.00010415433220917894,0.017070949547237205,0.0038668863689494473,5.547789035062182e-05,1.8172566307320883e-10,2.463785580760005e-11,0.001311332103260409,7.3276735570864338e-07,0.00020450548446506833,1.0244655670969794e-06,2.553264150277942e-06,6.6243708189985613e-05,4.2417739117777691e-08,9.7834503890511766e-13,2.1332251707826437e-07,0.00085337684505619644,9.8174760518792251e-11,2.0848773502644549e-11,1.1600586276398359e-12,8.8060514818849098e-11,0.00071815513560907101,4.6032416969886646e-11,0.021229709932630073,4.5948185725266493e-11,2.7361994015241313e-07,1.6029928034473538e-12
2.810483686255317e-06,0.2628203277227781,76.950000000000003,0.0,0.0,0.0,0.30086987460932713,9.3509869499757947,0.010599548626827934,0.012491281088068172,0.0048135460478708038,0.0015583046822334116,5.9291535786102788e-09,1.2807414819664843e-08,0.034881591563004771,3.9112788594738183e-05,2.6187622968203562e-11,0.097915773478793322,0.1813263727591663,0.051028663064864782,0.23454463900288172,4.3529184547948533e-13,1.0287879489792439e-10,3.192823116658628e-06,2.5826805549586915e-09,2.8216406535359484e-06,1.8235414675799175e-06,0.0078868090151933325,0.042361722345156567,3.1898610298798675e-06,2.0749691861848013e-06,2.656164848012537e-16,0.00026135643858066145,2.1047028490728037e-07,6.8399534259990378e-08,0.00011676823577149838,7.7457865415398588e-06,6.6245247259528799e-09,0.012717259529729002,0.0012121375633883469,8.6278379924137735e-11,2.4437073768967705e-11,1.2589164605564946e-08,3.1960359400387312e-09,2.7245721475065545e-12,0.00010063449176913502,0.00040270629134044397,0.0044007964739582218,1.1341072115656008e-07,0.0003587697692423939,2.8906314436376941e-05,0.0013126775915100731,5.6641338839745266e-10,0.00029458299763312584,6.7235994706805993e-07,0.022706077303249819,0.000136818473444887,2.5103940858599032e-08,0.00010496710237437821,0.01725755209648621,0.0039092321041567114,5.7184449599049186e-05,1.8326807372287282e-10,2.5174233825134335e-11,0.0013356924171081623,7.4635026187708541e-07,0.0002061957658609153,1.043455523072023e-06,2.6005929141260068e-06,6.6788621230943354e-05,4.2768330864621417e-08,9.9648020181001085e-13,2.1509997551813223e-07,0.00086048794732640119,1.00312617377186e-10,2.0829728774753982e-11,1.1658583848942899e-12,8.9982879620714907e-11,0.00071923860573381313,4.6315630233615223e-11,0.021332456803424119,4.6231377755404947e-11,2.8244035800710021e-07,1.6161788358579978e-12
