Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895)
3.1701763111392474e-13,0.38020946085131085,76.950000000000003,0.0,0.0,0.0,0.95484687577731631,9.4999999037987202,1.3280930828350337e-05,0.00014006903926181292,0.00013985574778473535,7.5725132846913596e-08,7.1657239232226867e-12,0.020941334008837697,0.0047205593547614026,2.046788696043099e-08,2.6835932470516828e-16,5.3416694168904823e-14,3.7116564275554839e-12,0.018963481851278913,5.4858582643965324e-09,5.9477267060311001e-17,5.1841381453679879e-17,2.8326503679687956e-17,0.0,9.7034045362467433e-08,1.6276181082494745e-07,2.8207027033603439e-09,2.8208670849903536e-09,1.2533718658311304e-13,3.9044443336335888e-14,1.3359403021746365e-08,7.5329772313494716e-09,7.3696220031904845e-13,1.0517998675039572e-13,2.3753786436635883e-23,3.2786265001956718e-14,1.1240400533297143e-13,2.12663943136725e-23,0.00023415809003048281,1.3450278687816328e-19,5.948387857487498e-20
3.201242078411443e-13,0.38020946084429674,76.950000000000003,0.0,0.0,0.0,0.95441600666993076,9.4999999021026724,1.3408066633584819e-05,0.00014137850615520198,0.00014116106242216729,7.7117936855609006e-08,7.2326617832614104e-12,0.02100761397220029,0.0047919657732099757,2.0771034021838652e-08,2.7329523822669363e-16,5.5178107026808186e-14,3.8014385881765574e-12,0.019250372144667738,5.5906064177500681e-09,6.0358177543963999e-17,5.258986125385519e-17,2.9322829535913268e-17,0.0,9.9562502418997112e-08,1.6588862524205544e-07,2.9034474364612396e-09,2.9036172780049188e-09,1.2942036939033006e-13,4.0421174192512388e-14,1.3645462548477359e-08,7.6796766757810494e-09,7.5322083055265733e-13,1.0776247431953833e-13,2.5415481220466698e-23,3.3821678939714261e-14,1.1570451603403595e-13,2.2755400892176667e-23,0.00023770063321843497,1.3878667288669533e-19,6.1369442700887195e-20
3.232307845683639e-13,0.38020946083723883,76.950000000000003,0.0,0.0,0.0,0.95398534597283258,9.4999999003949771,1.3535145052130646e-05,0.00014268678931524706,0.00014246515482619197,7.8521598420466312e-08,7.2996657829497503e-12,0.02107255637660577,0.0048635952883705922,2.1074970907146186e-08,2.7826962958452836e-16,5.6977246878608214e-14,3.8923471048796943e-12,0.019538159787073704,5.6962817818661511e-09,6.1241383170128324e-17,5.3339699952358705e-17,3.0343071385883798e-17,0.0,1.0212880787793957e-07,1.6904358269689539e-07,2.9877737468237769e-09,2.9879491696029194e-09,1.3359156143034675e-13,4.183121760894765e-14,1.3933956949652097e-08,7.8276659967536735e-09,7.6964833344986443e-13,1.1037897587250585e-13,2.7175471614368518e-23,3.4877297075659195e-14,1.1906727327238963e-13,2.4332592650780363e-23,0.00024125425882632535,1.4315496723532345e-19,6.3291956900029234e-20
3.2633736129558347e-13,0.3802094608301374,76.950000000000003,0.0,0.0,0.0,0.95355489336350618,9.4999998986757053,1.3662166111729588e-05,0.00014399388986743864,0.00014376802617561518,7.9936070778588514e-08,7.3664469601482203e-12,0.021136184413044219,0.0049354433849869168,2.1379677761322811e-08,2.8328233305679313e-16,5.8814452209398e-14,3.9843808740236322e-12,0.019826826646838467,5.8028826212795212e-09,6.2126826242272925e-17,5.4090844346200152e-17,3.1387525555020764e-17,0.0,1.0473307375677972e-07,1.7222663850981204e-07,3.073695793890524e-09,3.0738769205679774e-09,1.3785167682562648e-13,4.3275000518293243e-14,1.4224859756147883e-08,7.9769413745669825e-09,7.8624421413660683e-13,1.1302951070059134e-13,2.9038529855751793e-23,3.5953240094887652e-14,1.2249278518313638e-13,2.6002258182810934e-23,0.00024481874298009742,1.4760818348194968e-19,6.525164366160336e-20
3.2944393802280305e-13,0.38020946082299295,76.950000000000003,0.0,0.0,0.0,0.9531246485234337,9.4999998969449173,1.3789129840081476e-05,0.000145299808934631,0.00014506967764743993,8.1361307318894112e-08,7.4333711638982948e-12,0.021198520878779589,0.0050075056247476588,2.1685135085678602e-08,2.8833318345959635e-16,6.0690058773600429e-14,4.0775387302490407e-12,0.020116354901276688,5.9104072029819328e-09,6.3014450099351595e-17,5.4843242237988259e-17,3.2456488026710321e-17,0.0,1.073754097031394e-07,1.7543774807625935e-07,3.1612277149857329e-09,3.161414669564032e-09,1.4220162830284456e-13,4.4752949878617301e-14,1.4518144534828884e-08,8.1274990166657049e-09,8.0300797889587374e-13,1.1571409650013053e-13,3.1009607223005255e-23,3.7049626416289089e-14,1.2598155801936523e-13,2.7768847394168784e-23,0.00024839386562059893,1.5214682560484322e-19,6.7248721309040359e-20
3.325505147500226e-13,0.3802094608158058,76.950000000000003,0.0,0.0,0.0,0.95269461113808684,9.4999998952026772,1.3916036264844106e-05,0.00014660454763851125,0.00014637011041685499,8.2797261583680654e-08,7.4999816982717167e-12,0.021259588178424393,0.0050797776460764195,2.1991323736647754e-08,2.9342201615263773e-16,6.2604399562628803e-14,4.1718194476137297e-12,0.020406727035832194,6.0188537964540245e-09,6.3904199112272805e-17,5.5596842431000403e-17,3.3550254423001602e-17,0.0,1.1005592300146148e-07,1.78676866868e-07,3.2503836250582799e-09,3.2505765328782347e-09,1.4664232717437641e-13,4.6265492655266805e-14,1.4813784896802435e-08,8.2793351582876394e-09,8.1993913533612636e-13,1.1843274939507591e-13,3.3093841043148886e-23,3.8166572184226318e-14,1.2953409614332628e-13,2.9636977835464037e-23,0.00025197941049316333,1.5677138796598103e-19,6.9283403984327144e-20
3.356570914772422e-13,0.3802094608085763,76.950000000000003,0.0,0.0,0.0,0.9522647808968836,9.4999998934490542,1.4042885413633511e-05,0.00014790810709775637,0.000147669325657237,8.4243887269070071e-08,7.5668488919286119e-12,0.021319408328123065,0.0051522551633140156,2.2298224921751445e-08,2.9854866704070677e-16,6.4557804793284556e-14,4.2672217412216837e-12,0.020697925840794568,6.1282206736793631e-09,6.4796018672161088e-17,5.6351594717274485e-17,3.4669119987338267e-17,0.0,1.1277471859841465e-07,1.8194395043374208e-07,3.3411776165860531e-09,3.3413766043253188e-09,1.511746833299711e-13,4.7813055801946636e-14,1.5111754505603251e-08,8.4324460628986406e-09,8.3703719255308705e-13,1.2118548397253746e-13,3.5296560707820797e-23,3.9304191277972561e-14,1.3315090203208843e-13,3.161144014301282e-23,0.00025557516510706909,1.6148235534942613e-19,7.1355901665072087e-20
3.3876366820446177e-13,0.3802094608013048,76.950000000000003,0.0,0.0,0.0,0.95183515749311831,9.4999998916841104,1.4169677314024505e-05,0.00014921048843036412,0.00014896732454016445,8.5701138224426123e-08,7.6332594189666001e-12,0.021378002962547236,0.0052249339653512861,2.2605820193011845e-08,3.0371297257172009e-16,6.6550601915654913e-14,4.3637442693123107e-12,0.020989934405809173,6.2385061091421153e-09,6.5689855171227993e-17,5.7107449858911409e-17,3.5813379569322342e-17,0.0,1.1553189914522955e-07,1.8523895439926028e-07,3.4336237596290477e-09,3.4338289553006697e-09,1.5579960523783691e-13,4.9396066241266934e-14,1.54120270852217e-08,8.5868280224347305e-09,8.5430166128337227e-13,1.2397231332983669e-13,3.7623292773623793e-23,4.0462595337397916e-14,1.3683247629644635e-13,3.3697202656834042e-23,0.00025918092066775549,1.6628020306838947e-19,7.3466420211439583e-20
3.415595872589594e-13,0.38020946079472473,76.950000000000003,0.0,0.0,0.0,0.95144867302555225,9.4999998900860376,1.4283741099751008e-05,0.00015038162525253065,0.00015013448451593538,8.702171067925244e-08,7.6932913334613135e-12,0.021429707873722004,0.0052905135687797119,2.2883234427093443e-08,3.0839290756371594e-16,6.8378067625443896e-14,4.4515711881287373e-12,0.02125342073803595,6.3385469443838623e-09,6.6495989049529688e-17,5.7788622546872204e-17,3.686516841543589e-17,0.0,1.1804626365350733e-07,1.8822829330170013e-07,3.5182494873778349e-09,3.5184603807421526e-09,1.6004192828742163e-13,5.0851435879019786e-14,1.5684219789440653e-08,8.7268554980871825e-09,8.6998156216732818e-13,1.2650962035997059e-13,3.9828125692430842e-23,4.152302048390054e-14,1.4020168224508152e-13,3.5673815363110269e-23,0.00026243448206508471,1.7067293341464595e-19,7.5398561350774602e-20
3.4435550631345707e-13,0.3802094607881111,76.950000000000003,0.0,0.0,0.0,0.95106235563273089,9.4999998884788948,1.4397758556622114e-05,0.0001515518095071462,0.00015130066104125959,8.8350818916990917e-08,7.7531101598540632e-12,0.021480452582898615,0.0053562498942780609,2.3161183228660621e-08,3.1310309231494421e-16,7.0237938565282015e-14,4.5403033108522658e-12,0.021517537602501722,6.4393291617990255e-09,6.7303676323082855e-17,5.8470614882652815e-17,3.7937979267207488e-17,0.0,1.205918729554473e-07,1.9124017960809739e-07,3.6042350618322273e-09,3.6044517586316823e-09,1.6436062456202155e-13,5.2336174732367801e-14,1.5958237618871649e-08,8.8679068855533837e-09,8.8579550748577861e-13,1.2907456113125341e-13,4.2142368951977234e-23,4.2600448348947072e-14,1.4362411691156883e-13,3.7748637605119537e-23,0.00026569583094021506,1.751367475386288e-19,7.7361807167903172e-20
3.471514253679547e-13,0.3802094607814642,76.950000000000003,0.0,0.0,0.0,0.9506762050987535,9.4999998868627245,1.4511729704657347e-05,0.00015272104200445154,0.00015246585496658132,8.9688429606274456e-08,7.8130228025404253e-12,0.021530252105417428,0.0054221400197554158,2.3439653831155059e-08,3.1784340870316994e-16,7.2130447803264741e-14,4.629939550712121e-12,0.021782273265079956,6.5408515086132591e-09,6.811287989367401e-17,5.9153392891107736e-17,3.9032026203494765e-17,0.0,1.2316879733364364e-07,1.9427458112828785e-07,3.6915906942310769e-09,3.6918133011785571e-09,1.687563534204177e-13,5.3850593890035358e-14,1.6234061572448442e-08,9.0099795409602661e-09,9.0174314449231266e-13,1.3166714231109587e-13,4.4570477471972277e-23,4.3694955822236094e-14,1.4710014148332929e-13,3.9925675399032972e-23,0.00026896482241015751,1.7967197292445559e-19,7.9356299467734323e-20
3.4994734442245237e-13,0.3802094607747844,76.950000000000003,0.0,0.0,0.0,0.9502902212101777,9.49999988523758,1.462565456384962e-05,0.00015388932355402026,0.00015363006714116126,9.1034509518106257e-08,7.8727225110269887e-12,0.021579121214941353,0.0054881810703507842,2.3718633685657747e-08,3.2261373896897615e-16,7.4055826554545029e-14,4.7204787872325733e-12,0.022047616181296012,6.6431127337398244e-09,6.8923563295528203e-17,5.9836923204706446e-17,4.0147523001568646e-17,0.0,1.2577710561702564e-07,1.9733146572443237e-07,3.7803265807590011e-09,3.7805552055368175e-09,1.7322977326201417e-13,5.5395004374682859e-14,1.6511672708111474e-08,9.153070840135879e-09,9.1782412188283426e-13,1.3428736966713471e-13,4.7117052993000388e-23,4.4806618341611163e-14,1.5063011593049316e-13,4.2209067149627073e-23,0.00027224131393356377,1.842789309126167e-19,8.138217738509989e-20
3.5274326347695e-13,0.38020946076807177,76.950000000000003,0.0,0.0,0.0,0.94990440375591356,9.4999998836034969,1.4739533154166258e-05,0.00015505665496358577,0.00015479329841311585,9.2389025522846657e-08,7.9325065912084334e-12,0.021627074453802606,0.0055543702164109945,2.399811045141714e-08,3.2741396570502477e-16,7.6014304238827719e-14,4.8119198683500954e-12,0.022313554988207328,6.7461115877343182e-09,6.9735690667779557e-17,6.0521173043465648e-17,4.1284683136791126e-17,0.0,1.2841686524324377e-07,2.0041080130967747e-07,3.8704529029697129e-09,3.8706876542285896e-09,1.7778154155278278e-13,5.6969717133978486e-14,1.6791052145425698e-08,9.2971781781894271e-09,9.3403808983066219e-13,1.369352481165356e-13,4.9786843775097551e-23,4.5935509947385772e-14,1.5421439904931477e-13,4.4603083393818277e-23,0.00027552516521047192,1.8895793692903519e-19,8.3439577484509377e-20
3.5553918253144767e-13,0.3802094607613265,76.950000000000003,0.0,0.0,0.0,0.94951875252716489,9.4999998819605267,1.4853365495549512e-05,0.00015622303704021948,0.0001559555496294347,9.3751944589054849e-08,7.9921198580781041e-12,0.021674126138785318,0.0056207046723605542,2.4278071990498223e-08,3.322439718520107e-16,7.800610850342804e-14,4.9042616118249128e-12,0.022580078499865382,6.8498468227797526e-09,7.0549226738927101e-17,6.1206110198718633e-17,4.2443719777471812e-17,0.0,1.3108814229359491e-07,2.0351255584773821e-07,3.961979827937487e-09,3.9622208152955525e-09,1.8241231483398857e-13,5.8575043031194177e-14,1.7072181068931694e-08,9.4422989694237853e-09,9.5038470004060326e-13,1.3961078175745341e-13,5.2584746865989606e-23,4.7081703309983993e-14,1.5785334848320791e-13,4.7112128861204704e-23,0.00027881623812627394,1.9370930060127962e-19,8.5528633810843397e-20
3.583351015859453e-13,0.380209460754549,76.950000000000003,0.0,0.0,0.0,0.94913326731739722,9.4999998803087191,1.4967151607916806e-05,0.00015738847058929657,0.00015711682163598649,9.5123233783292827e-08,8.0517979664563169e-12,0.021720290364469416,0.0056871816960480763,2.4558506364637774e-08,3.3710364069791257e-16,8.0031465227959669e-14,4.9975028062322211e-12,0.022847175704691209,6.9543171926871898e-09,7.1364136817691952e-17,6.1891703022208535e-17,4.3624845777476543e-17,0.0,1.3379100151327143e-07,2.0663669735294257e-07,4.0549175082679241e-09,4.0551648423096921e-09,1.8712274872204797e-13,6.0211292835838794e-14,1.7355040731741256e-08,9.5884306474046186e-09,9.6686360580990421e-13,1.423139738906265e-13,5.551581165665623e-23,4.824526974361326e-14,1.6154732073205005e-13,4.9740745695745227e-23,0.00028211439671931222,1.9853332581573404e-19,8.7649477914370461e-20
3.6113102064044296e-13,0.3802094607477393,76.950000000000003,0.0,0.0,0.0,0.9487479479223071,9.4999998786481079,1.5080891511160953e-05,0.00015855295641544487,0.00015827711527752379,9.6502860270056625e-08,8.1113253068950521e-12,0.021765581006187557,0.0057537985881683656,2.4839401832454032e-08,3.4199285587779954e-16,8.2090598526808987e-14,5.091642211865695e-12,0.023114835763154835,7.0595214528984099e-09,7.2180386784912973e-17,6.2577920417610209e-17,4.4828273668805335e-17,0.0,1.3652550632927836e-07,2.0978319389032438e-07,4.1492760820903295e-09,4.1495298743656751e-09,1.9191349790728138e-13,6.1878777214587631e-14,1.7639612459012425e-08,9.7355706650375131e-09,9.8347446208650542e-13,1.4504482703903067e-13,5.8585243621381273e-23,4.9426279218069829e-14,1.6529667115987044e-13,5.2493616844445384e-23,0.00028541950715222649,2.034303107669073e-19,8.9802238872337597e-20
3.639269396949406e-13,0.3802094607408978,76.950000000000003,0.0,0.0,0.0,0.94836279413978941,9.499999876978741,1.5194585225150405e-05,0.00015971649532169185,0.00015943643139768832,9.7890791311581912e-08,8.1708971414583507e-12,0.021810011723231992,0.0058205526916356208,2.5120746846435096e-08,3.4691150137309511e-16,8.4183730754396353e-14,5.1866785616660471e-12,0.023383048005258342,7.1654583604864446e-09,7.2997943084791751e-17,6.3264731832156979e-17,4.6054215654758425e-17,0.0,1.3929171886985348e-07,2.1295201357564201e-07,4.2450656730686234e-09,4.2453260360917354e-09,1.9678521615389504e-13,6.3577806722525891e-14,1.7925877651219409e-08,9.8837164946109927e-09,1.0002169255222335e-12,1.4780334296811914e-13,6.1798407930820104e-23,5.0624800372381831e-14,1.6910175400401838e-13,5.5375569332305713e-23,0.00028873143768087811,2.0840054801454736e-19,9.1987043313945724e-20
3.6672285874943826e-13,0.3802094607340249,76.950000000000003,0.0,0.0,0.0,0.94797780576990409,9.4999998753006665,1.5308232769729503e-05,0.00016087908811025743,0.00016059477083901806,9.9286994267564962e-08,8.2303357750254401e-12,0.02185359596222106,0.0058874413909254797,2.5402530049787172e-08,3.5185946151063201e-16,8.6311082512422695e-14,5.2826105621622479e-12,0.023651801927893866,7.2721266741547198e-09,7.3816772715737174e-17,6.3952107247793033e-17,4.7302883603554017e-17,0.0,1.4208969998484409e-07,2.1614312457534488e-07,4.3422963904247751e-09,4.342563437673119e-09,2.0173855630080613e-13,6.5308691794659655e-14,1.8213817787250941e-08,1.0032865627814047e-08,1.0170906545217558e-12,1.5058952270633842e-13,6.516083300259279e-23,5.1840900529720425e-14,1.7296292238533484e-13,5.8391577481702541e-23,0.00029205005862172805,2.1344432454614796e-19,9.4204015447662127e-20
3.695187778039359e-13,0.3802094607271205,76.950000000000003,0.0,0.0,0.0,0.9475929826148427,9.4999998736139268,1.5421834164718755e-05,0.00016204073558185147,0.00016175213444295385,1.0069143659486829e-07,8.289803134833216e-12,0.021896346960454116,0.0059544621114193006,2.5684740273297008e-08,3.5683662096156865e-16,8.847287265768471e-14,5.3794368943974885e-12,0.023921087192210519,7.3795251542358775e-09,7.4636843221245226e-17,6.4640017172154669e-17,4.8574489042205134e-17,0.0,1.4491950926601403e-07,2.1935649510652217e-07,4.4409783289645319e-09,4.4412521748777952e-09,2.067741702626561e-13,6.7071742737663883e-14,1.8503414427371982e-08,1.0183015575741007e-08,1.034095309288265e-12,1.534033665652722e-13,6.8678214083079307e-23,5.3074645712554868e-14,1.7688052831847577e-13,6.154676616065352e-23,0.00029537524231932727,2.1856192184051537e-19,9.6453277088986862e-20
3.7231469685843356e-13,0.38020946072018486,76.950000000000003,0.0,0.0,0.0,0.94720832447889525,9.4999998719185612,1.5535389429915079e-05,0.0001632014385363316,0.00016290852304984627,1.0210408584723752e-07,8.3491520440159079e-12,0.021938277749190875,0.0060216123187632293,2.5967366532266231e-08,3.6184286474042335e-16,9.0669318309927486e-14,5.4771562148286422e-12,0.024190893621040765,7.4876525626907769e-09,7.5458122680992909e-17,6.532843262969511e-17,4.9869243150586079e-17,0.0,1.4778120506689281e-07,2.2259209343684735e-07,4.54112156910164e-09,4.5414023290806693e-09,2.1189270903077075e-13,6.8867269721859282e-14,1.879464921606182e-08,1.0334163868888519e-08,1.0512305518662647e-12,1.5624487415917261e-13,7.235641689293771e-23,5.4326100657664687e-14,1.8085492272206801e-13,6.4846414089294933e-23,0.00029870686311453962,2.2375361593075783e-19,9.8734947687961059e-20
3.751106159129312e-13,0.38020946071321826,76.950000000000003,0.0,0.0,0.0,0.9468238311684174,9.4999998702146158,1.5648898585092057e-05,0.00016436119777212205,0.00016406393749896148,1.0352490967502718e-07,8.4085165008228022e-12,0.021979401156859556,0.0060888895182411714,2.6250398023513679e-08,3.668780782040669e-16,9.290063485976183e-14,5.5757671562005113e-12,0.024461211196382577,7.5965076631075482e-09,7.6280579702125245e-17,6.6017325153035625e-17,5.118735675569036e-17,0.0,1.5067484452219516e-07,2.2584988788451809e-07,4.642736176880833e-09,4.6430239672865693e-09,2.1709482267408105e-13,7.0695582773414571e-14,1.9087503884730194e-08,1.0486308057144849e-08,1.0684960461815472e-12,1.5911404442390305e-13,7.620148133314905e-23,5.5595328831024858e-14,1.8488645542871462e-13,6.8295957201702841e-23,0.00030204479731345377,2.2901967746676353e-19,1.0104914435644702e-19
3.7790653496742886e-13,0.3802094607062212,76.950000000000003,0.0,0.0,0.0,0.94643950249179931,9.4999998685021314,1.5762361650000192e-05,0.00016552001408675984,0.00016521837862848822,1.0495387582492912e-07,8.4677746421844638e-12,0.022019729812209943,0.0061562912541585435,2.6533824122430938e-08,3.719421470507941e-16,9.5167035976763064e-14,5.6752683283976837e-12,0.024732030056924835,7.7060892207007027e-09,7.7104183410700814e-17,6.6706666774501376e-17,5.2529040326091698e-17,0.0,1.5360048356690677e-07,2.2912984681818802e-07,4.7458322040004847e-09,4.7461271421528965e-09,2.2238116034006082e-13,7.2556991766770643e-14,1.9381960254312098e-08,1.0639445709770709e-08,1.0858914580783985e-12,1.6201087563536484e-13,8.021962524344957e-23,5.6882392442646936e-14,1.889754751949237e-13,7.1900992055739047e-23,0.00030538892315682998,2.3436037177751911e-19,1.0339598189533203e-19
3.807024540219265e-13,0.3802094606991936,76.950000000000003,0.0,0.0,0.0,0.94605533825943411,9.4999998667811543,1.5875778644367105e-05,0.00016667788827641459,0.00016637184727554346,1.0639095213970159e-07,8.5270374246592647e-12,0.022059276147418948,0.0062238151092352898,2.6817634380084354e-08,3.7703495731933185e-16,9.7468733617794532e-14,5.7756583192759476e-12,0.025003340495610094,7.8163960023101541e-09,7.7928903443269018e-17,6.739643001779861e-17,5.3894503966609583e-17,0.0,1.5655817695508274e-07,2.3243193865689085e-07,4.8504196878353547e-09,4.85072189201235e-09,2.2775237025570365e-13,7.4451806417281296e-14,1.9678000237743893e-08,1.0793574415371637e-08,1.1034164553541254e-12,1.649353654274483e-13,8.4417248209946034e-23,5.818735246140935e-14,1.9312232971099066e-13,7.5667279288048632e-23,0.00030873912079000618,2.3977595893340628e-19,1.0577557282171672e-19
3.8349837307642415e-13,0.38020946069213574,76.950000000000003,0.0,0.0,0.0,0.94567133828368755,9.4999998650517252,1.5989149587897857e-05,0.00016783482113634206,0.0001675243442761787,1.0783610655789774e-07,8.5862039660483045e-12,0.022098052401149648,0.0062914587040080131,2.7101818520362328e-08,3.8215639538790622e-16,9.9805938035545093e-14,5.8769356954734489e-12,0.025275132957233708,7.9274267764002402e-09,7.8754709938581644e-17,6.808658788982057e-17,5.528395741317438e-17,0.0,1.5954797827836427e-07,2.3575613186995565e-07,4.9565086514593822e-09,4.9568182408957227e-09,2.3320909972853699e-13,7.6380336274063949e-14,1.9975605842324112e-08,1.0948691781862335e-08,1.1210707077910076e-12,1.678875108095216e-13,8.8800935422169725e-23,5.9510268629871284e-14,1.9732736561083289e-13,7.9600747114456217e-23,0.00031209527223325577,2.4526669380845262e-19,1.0818802739607781e-19
3.862942921309218e-13,0.38020946068504796,76.950000000000003,0.0,0.0,0.0,0.94528750237886761,9.4999998633138869,1.6102474500275073e-05,0.00016899081346048817,0.00016867587046538613,1.0928930711359508e-07,8.6453661391219232e-12,0.022136070621563357,0.0063592196962412636,2.7386366437168394e-08,3.8730634797325683e-16,1.0217885778725808e-13,5.9790990032020962e-12,0.025547398036079968,8.0391803130586834e-09,7.9581573529435222e-17,6.8777113872584678e-17,5.6697610027885876e-17,0.0,1.6256993998421075e-07,2.3910239497691541e-07,5.0641091036684897e-09,5.0644261985547063e-09,2.3875199514766716e-13,7.8342890713055633e-14,2.0274759171962499e-08,1.1104795436423365e-08,1.1388538871857929e-12,1.7086730818346495e-13,9.3377461580520784e-23,6.0851199479056263e-14,2.0159092848176895e-13,8.3707494876634496e-23,0.00031545726135260015,2.5083282614247673e-19,1.1063345364937916e-19
3.8909021118541945e-13,0.3802094606779303,76.950000000000003,0.0,0.0,0.0,0.94490383036119374,9.4999998615676766,1.6215753401159289e-05,0.00017014586604186525,0.00016982642667710449,1.1075052193612564e-07,8.7044404257889541e-12,0.022173342669284692,0.006427095780348036,2.7671268191659885e-08,3.924847021297055e-16,1.0458769974363513e-13,6.0821467690192508e-12,0.025820126473595023,8.1516553839955591e-09,8.0409465334647868e-17,6.9467981915303524e-17,5.8135670794259472e-17,0.0,1.6562411339384749e-07,2.4247069654740813e-07,5.1732310390033355e-09,5.173555760484623e-09,2.4438170198484981e-13,8.033977893026752e-14,2.0575442429320716e-08,1.1261883025450689e-08,1.1567656673768376e-12,1.7387475336026025e-13,9.815379485468793e-23,6.2210202343195586e-14,2.0591336287423551e-13,8.7993796635587788e-23,0.0003188249738310761,2.5647460060308628e-19,1.1311195741011327e-19
3.918861302399171e-13,0.3802094606707832,76.950000000000003,0.0,0.0,0.0,0.94452032204876923,9.4999998598131423,1.6328986310189094e-05,0.00017129997967222572,0.00017097601374422498,1.1221971924980711e-07,8.7635028973727258e-12,0.022209880220320357,0.0064950846868192993,2.7956514009531616e-08,3.9769134524818024e-16,1.0703266909790445e-13,6.1860775005803504e-12,0.026093309156096218,8.2648507625421983e-09,8.1238356951165053e-17,7.0159166426589181e-17,5.9598348312655661e-17,0.0,1.6871054871993302e-07,2.4586100520107186e-07,5.2838844377719949e-09,5.2842169079471187e-09,2.5009886479558383e-13,8.237130993523424e-14,2.0877637917847678e-08,1.14199522144984e-08,1.1748057242689885e-12,1.7690984157614609e-13,1.0313710089330208e-22,6.3587333374425146e-14,2.1029501231144144e-13,9.2466104812200217e-23,0.00032219829714045324,2.6219225684749935e-19,1.1562364233126124e-19
3.9468204929441475e-13,0.38020946066360684,76.950000000000003,0.0,0.0,0.0,0.94413697726155055,9.4999998580503213,1.6442173246981386e-05,0.0001724531551423749,0.00017212463249859688,1.1369686737367451e-07,8.8224844129660508e-12,0.022245694768932383,0.0065631841816624209,2.8242094278343632e-08,4.0292616505528566e-16,1.0951396937504412e-13,6.2908896873726969e-12,0.026366937112517058,8.3787652236501026e-09,8.2068220446295107e-17,7.0850642266787328e-17,6.1085850795888096e-17,0.0,1.71829295083951e-07,2.4927328960743287e-07,5.3960792660726169e-09,5.3964196079927929e-09,2.5590412722022825e-13,8.4437792544651743e-14,2.1181328043712662e-08,1.1579000688214939e-08,1.1929737358563049e-12,1.7997256750835188e-13,1.0833474688499674e-22,6.4982647557431217e-14,2.1473621929895666e-13,9.7131053875020266e-23,0.00032557712051339073,2.6798602958417086e-19,1.1816860991716212e-19
3.974779683489124e-13,0.3802094606564012,76.950000000000003,0.0,0.0,0.0,0.94375379582132068,9.4999998562792562,1.6555314231131594e-05,0.00017360539324190168,0.00017327228377103369,1.15181934721213e-07,8.8814479618057413e-12,0.022280797630466725,0.0066313920658483396,2.852799954489236e-08,4.081890496123367e-16,1.1203180244115164e-13,6.3965818014309962e-12,0.026641001512187314,8.4933975438898076e-09,8.2899028350069465e-17,7.1542384740438867e-17,6.2598386065006045e-17,0.0,1.7498040053333148e-07,2.5270751848578874e-07,5.5098254758159975e-09,5.5101738134837919e-09,2.6179813198513898e-13,8.6539535376199187e-14,2.1486495317639202e-08,1.1739026150273187e-08,1.2112693822427058e-12,1.8306292529042085e-13,1.137543056710707e-22,6.6396198724040283e-14,2.1923732533423446e-13,1.0199546407547431e-22,0.00032896133491602862,2.7385614863420135e-19,1.2074695955028347e-19
4.0027388740341005e-13,0.3802094606491668,76.950000000000003,0.0,0.0,0.0,0.94337077755165932,9.499999854499988,1.6668409282213884e-05,0.00017475669475943892,0.00017441896839131822,1.1667488980009117e-07,8.9403363064284282e-12,0.022315199944137783,0.0066997061747673297,2.8814220512624376e-08,4.1347988731443091e-16,1.1458636851294999e-13,6.5031522980349233e-12,0.026915493662647675,8.608746501449748e-09,8.3730753647727876e-17,7.2234369588866497e-17,6.4136161545246743e-17,0.0,1.7816391205830557e-07,2.5616366060508542e-07,5.625133004748126e-09,5.6254894631163246e-09,2.6778152090382601e-13,8.8676846842540221e-14,2.1793122356642575e-08,1.1900026323294704e-08,1.2296923456606369e-12,1.8618090852713411e-13,1.1940355990997675e-22,6.7828039567747831e-14,2.2379867091606708e-13,1.0706634523072718e-22,0.00033235083302100474,2.798028389925068e-19,1.2335878851788325e-19
4.030698064579077e-13,0.3802094606419036,76.950000000000003,0.0,0.0,0.0,0.94298792227791661,9.4999998527125573,1.6781458419781397e-05,0.00017590706048244148,0.00017556468718820853,1.181757012118954e-07,8.999201604821761e-12,0.022348912675769664,0.0067681243776932373,2.9100748039092135e-08,4.1879856688949156e-16,1.1717786616742156e-13,6.6105996163891887e-12,0.027190405007498374,8.7248108761350862e-09,8.4563369772324559e-17,7.2926572982884585e-17,6.569938426215325e-17,0.0,1.8137987560849788e-07,2.5964168478378853e-07,5.7420117764726514e-09,5.742376481443152e-09,2.7385493487812661e-13,9.0850035145498413e-14,2.2101191885673772e-08,1.206199894876846e-08,1.2482423104878329e-12,1.8932651030904528e-13,1.2529050629386775e-22,6.9278221658182279e-14,2.2842059555397079e-13,1.1235090055441481e-22,0.00033574550918089198,2.8582632088873181e-19,1.2600419203855526e-19
