Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895)
6.035507302162559e-10,0.38021630994952466,76.950000000000003,0.0,0.0,0.0,1.1717569976041577e-05,9.4999993700635574,0.00028904372229930669,0.0013559843108834225,2.0527306948142022e-05,7.9270103120662078e-08,6.9371522974033142e-11,3.0629644674982913e-05,0.097673237595601689,3.5953409863759064e-07,2.809232078681107e-16,8.1085040549734575e-10,3.1392852087898542e-08,0.8860663626801909,1.856292297667685e-06,1.0447649464474506e-15,2.5833210841512151e-16,5.5022283687352574e-11,0.0,0.00071474175489231811,9.6483211452406128e-07,0.001575682545390451,0.0015758941534734488,9.9649913051821076e-08,4.7653040711042346e-08,1.2245634799415365e-06,0.00024023192766329485,3.0242946130641496e-08,7.2280143775056371e-09,1.080119056959807e-09,5.478042315855339e-09,7.8549753729190873e-07,3.1072445560284516e-08,0.012016284066632004,2.2987624333549421e-14,1.0037545966602547e-14
6.098260141334871e-10,0.38021631413571083,76.950000000000003,0.0,0.0,0.0,1.1645936324420844e-05,9.4999993737009465,0.00028896648986079617,0.0013536676514545242,1.9614315113443584e-05,7.5744410588158223e-08,6.9253003025468518e-11,3.0441324449716763e-05,0.096965514882269246,3.5891984124029265e-07,2.6842859997484905e-16,8.1108476416618052e-10,3.1686739720805322e-08,0.88675357202215777,1.856393988783044e-06,1.0429799847451948e-15,2.6074025636076719e-16,5.5555867858743484e-11,0.0,0.00071531065138244747,9.2192140206783319e-07,0.00157664139523588,0.0015768536250359328,9.9710570132292214e-08,4.7682061043581552e-08,1.2255133993124185e-06,0.0002425403069055788,3.0533570416414945e-08,7.2974912055916509e-09,1.0815019195463141e-09,5.5307116675976165e-09,7.9343427810478024e-07,3.1337082518510131e-08,0.012036564883284665,2.3208642498249566e-14,1.0134053324567212e-14
6.161012980507184e-10,0.3802163181357225,76.950000000000003,0.0,0.0,0.0,1.1574844689400348e-05,9.4999993771851727,0.00028888925970293924,0.001351354965825479,1.8741930405711814e-05,7.2375530307556698e-08,6.9134686409915106e-11,3.0254429603309156e-05,0.096263150573984033,3.5830663766410619e-07,2.5648971484307235e-16,8.1130833446204825e-10,3.1980352709276742e-08,0.88743548186430632,1.8564953863178715e-06,1.0411980853265983e-15,2.6314615721494299e-16,5.6088953920185072e-11,0.0,0.00071587516260054017,8.8091922825734246e-07,0.0015775575856188631,0.0015777704242991508,9.9768528563405176e-08,4.7709790254129069e-08,1.2264559932853939e-06,0.00024484472632412631,3.0823696169377044e-08,7.3668488541111849e-09,1.082824106683717e-09,5.583290671082599e-09,8.0135740414531901e-07,3.1597356628121533e-08,0.012056789217323817,2.3429281537506557e-14,1.0230395137788038e-14
6.223765819679496e-10,0.38021632195784083,76.950000000000003,0.0,0.0,0.0,1.1504290966275476e-05,9.4999993805230432,0.00028881203197034363,0.001349046247176024,1.7908346742066414e-05,6.9156487735600675e-08,6.9016572776846669e-11,3.0068949342911792e-05,0.095566104097343563,3.5769448609214262e-07,2.4508183558180311e-16,8.1152161735594787e-10,3.2273691153490045e-08,0.88811213233598663,1.8565964920952871e-06,1.0394192429110488e-15,2.65549811785395e-16,5.6621542161638484e-11,0.0,0.00071643532175311338,8.417407070378432e-07,0.0015784330142065213,0.0015786464491978345,9.9823908391829849e-08,4.7736285776924301e-08,1.2273913173308079e-06,0.00024714519270851358,3.1113324244109197e-08,7.4360875273586738e-09,1.084088245009931e-09,5.6357794811846363e-09,8.0926693875746785e-07,3.1853310326932311e-08,0.012076957494306215,2.3649542101050017e-14,1.0326571689972726e-14
6.286518658851808e-10,0.38021632560997837,76.950000000000003,0.0,0.0,0.0,1.143427108145294e-05,9.4999993837210397,0.00028873480680647701,0.0013467414886979079,1.7111838368759407e-05,6.6080618536250509e-08,6.889866177630077e-11,2.9884872957389064e-05,0.094874335186163783,3.5708338471131774e-07,2.3418134462298458e-16,8.1172509018430876e-10,3.2566755139321582e-08,0.8887835632626937,1.856697307918801e-06,1.0376434522314601e-15,2.6795122075959384e-16,5.7153632841601454e-11,0.0,0.00071699116179524652,8.0430472783090615e-07,0.0015792694942573151,0.001579483513252292,9.9876824325956117e-08,4.7761602491896768e-08,1.2283194264983875e-06,0.00024944171283671743,3.1402455493773047e-08,7.5052074292841723e-09,1.0852968506044461e-09,5.6881782525118811e-09,8.1716290524529862e-07,3.2104987228580928e-08,0.012097070136566301,2.3869424837525737e-14,1.0422583264352621e-14
6.34927149802412e-10,0.3802163290996961,76.950000000000003,0.0,0.0,0.0,1.1364780992213773e-05,9.4999993867853849,0.00028865758435367553,0.0013444406835948549,1.6350756288377191e-05,6.3141554783556107e-08,6.8780953059174157e-11,2.9702189816701072e-05,0.094187803879152751,3.5647333171187532e-07,2.2376567483953576e-16,8.1191920779562076e-10,3.2859544739099209e-08,0.88944981416836577,1.8567978355726858e-06,1.0358707080285361e-15,2.7035038470610309e-16,5.7685226188728488e-11,0.0,0.0007175427154324862,7.685337876125955e-07,0.0015800687583754072,0.0015802833493229061,9.9927385970288337e-08,4.7785792837737821e-08,1.2292403754212344e-06,0.00025173429347513464,3.1691090769994379e-08,7.574208763487529e-09,1.086452333360502e-09,5.7404871394112844e-09,8.2504532687307681e-07,3.2352432011805756e-08,0.012117127563240614,2.408893039443324e-14,1.0518430143652135e-14
6.412024337196432e-10,0.38021633243421826,76.950000000000003,0.0,0.0,0.0,1.1295816686477945e-05,9.4999993897219959,0.00028858036475315268,0.0013421438250825262,1.5623524845949913e-05,6.0333211778185526e-08,6.8663446277024478e-11,2.9520889371318391e-05,0.093506470517602247,3.5586432528751081e-07,2.1381326283742125e-16,8.1210440363878041e-10,3.3152060012320118e-08,0.89011092427766858,1.8568980768223404e-06,1.0341010050518364e-15,2.7274730410003744e-16,5.8216322403376012e-11,0.0,0.00071809001512273412,7.3435383046030547e-07,0.0015808324620980364,0.0015810476131976449,9.9975698053895288e-08,4.7808906920338995e-08,1.230154218319277e-06,0.00025402294137860177,3.1979230922981222e-08,7.6430917332194415e-09,1.0875570012102291e-09,5.7927062959671951e-09,8.3291422686532742e-07,3.2595690315452205e-08,0.012137130190291997,2.4308059418187878e-14,1.0614112610132388e-14
6.474777176368744e-10,0.38021633562044843,76.950000000000003,0.0,0.0,0.0,1.1227374182571386e-05,9.4999993925365462,0.00028850314814500707,0.0013398509063884882,1.492863846690036e-05,5.7649775450320184e-08,6.8546141081887146e-11,2.9340961151584917e-05,0.092830295743096328,3.552563636357238e-07,2.0430350428436501e-16,8.1228109079633712e-10,3.3444301006335328e-08,0.89076693251826211,1.8569980334146416e-06,1.0323343380654338e-15,2.7514197931529778e-16,5.8746921659076164e-11,0.0,0.00071863309307812267,7.0169409423607015e-07,0.0015815621873233382,0.0015817778870200123,1.000218606495489e-07,4.7830992617318026e-08,1.2310610090012005e-06,0.00025630766329041527,3.2266876801558581e-08,7.7118565413893505e-09,1.0886130642051428e-09,5.844835875998176e-09,8.4076962840690172e-07,3.2834808638975008e-08,0.012157078430533631,2.4526812554142919e-14,1.0709630945588656e-14
6.537530015541057e-10,0.38021633866498217,76.950000000000003,0.0,0.0,0.0,1.1159449528994616e-05,9.499999395234445,0.00028842593466823211,0.0013375619207521756,1.4264658540079079e-05,5.5085690322836008e-08,6.8429037126682643e-11,2.916239476710449e-05,0.092159240495237923,3.5464944495728801e-07,1.9521671126572374e-16,8.1244966296562371e-10,3.3736267757002451e-08,0.89141787752304791,1.8570977070782832e-06,1.0305707018409489e-15,2.7753441061912727e-16,5.9277024103942342e-11,0.0,0.00071917198126687678,6.7048696408893678e-07,0.001582259445585703,0.0015824756825645306,1.0006596937690622e-07,4.7852095676592161e-08,1.2319608008682961e-06,0.00025858846594235086,3.2554029253001139e-08,7.7805033905585464e-09,1.0896226384546936e-09,5.8968760330630452e-09,8.486115546430438e-07,3.3069834248205202e-08,0.01217697269365289,2.4745190446497172e-14,1.0804985431301784e-14
6.600282854713369e-10,0.3802163415741228,76.950000000000003,0.0,0.0,0.0,1.1092038804192732e-05,9.4999993978208703,0.00028834872446072314,0.0013352768614248623,1.3630210439432727e-05,5.2635648009846542e-08,6.8312134065024395e-11,2.8985179906179524e-05,0.09149326600939188,3.5404356745624327e-07,1.8653407154733639e-16,8.1261049539058433e-10,3.4027960289308205e-08,0.89206379763240318,1.8571970995241043e-06,1.0288100911571931e-15,2.7992459820420068e-16,5.9806629862009528e-11,0.0,0.00071970671141516026,6.4066783247311243e-07,0.0015829256811854577,0.0015831424443665432,1.0010811560159328e-07,4.7872259810701659e-08,1.2328536469182696e-06,0.00026086535605468285,3.2840689123160086e-08,7.8490324829392875e-09,1.0905877499257258e-09,5.9488269204605551e-09,8.5644002867945553e-07,3.3300815086159052e-08,0.012196813386234996,2.4963193738366191e-14,1.0900176348092352e-14
6.663035693885681e-10,0.3802163443538923,76.950000000000003,0.0,0.0,0.0,1.1025138116327794e-05,9.4999994003007622,0.00028827151765928636,0.0013329957216696242,1.3023980678139622e-05,5.0294576226799125e-08,6.8195431550894714e-11,2.8809306335190631e-05,0.090832333814445762,3.5343872934043584e-07,1.7823760959077932e-16,8.1276394574694625e-10,3.431937861796215e-08,0.89270473089639346,1.8572962124454072e-06,1.0270525008087119e-15,2.8231254218015884e-16,6.0335739034512881e-11,0.0,0.00072023731500890826,6.1217496539208305e-07,0.0015835622741793376,0.001583779552712808,1.0014838662816738e-07,4.7891526788342177e-08,1.2337395997467929e-06,0.00026313834033620421,3.3126857256550828e-08,7.9174440204058343e-09,1.0915103381058984e-09,6.000688691223944e-09,8.6425507358236396e-07,3.3527799688673096e-08,0.012216600911786522,2.5180823071832339e-14,1.0995203976329923e-14
6.725788533057993e-10,0.3802163470100453,76.950000000000003,0.0,0.0,0.0,1.0958743603053011e-05,9.4999994026788492,0.00028819431439964751,0.0013307184947613088,1.2444714189320755e-05,4.8057628289373335e-08,6.8078929239184658e-11,2.8634763897982766e-05,0.090176405730587245,3.5283492882098007e-07,1.7031014934849827e-16,8.1291035498322143e-10,3.4610522747962827e-08,0.89334071507697255,1.8573950475182644e-06,1.0252979255977628e-15,2.8469824255834183e-16,6.086435170110687e-11,0.0,0.00072076382329564707,5.849493745917916e-07,0.00158417054323796,0.0015843883264990855,1.0018686587592874e-07,4.7909936520373099e-08,1.2346187115510693e-06,0.00026540742548424544,3.3412534496124019e-08,7.9857382044867505e-09,1.0923922595342486e-09,6.0524614981277347e-09,8.7205671237858844e-07,3.3750837104656903e-08,0.012236335670758708,2.5398079087812957e-14,1.1090068595859635e-14
6.788541372230305e-10,0.3802163495480805,76.950000000000003,0.0,0.0,0.0,1.0892851431287933e-05,9.4999994049596399,0.00028811711481645897,0.0013284451739865044,1.1891211727696626e-05,4.5920173079437995e-08,6.7962626785545621e-11,2.8461542515326456e-05,0.089525443867098306,3.5223216411204963e-07,1.627352787412998e-16,8.1305004811988921e-10,3.4901392675137684e-08,0.89397178765016294,1.857493606401819e-06,1.0235463603315299e-15,2.8708169929210873e-16,6.1392467921027914e-11,0.0,0.00072128626728629869,5.5893469543827594e-07,0.0015847517483762025,0.0015849700259606202,1.0022363305184636e-07,4.7927527141694453e-08,1.2354910341341202e-06,0.00026767261818469408,3.3697721683387633e-08,8.0539152363609869e-09,1.093235291202205e-09,6.1041454936893395e-09,8.7984496805560474e-07,3.3969976820761901e-08,0.012256018060570577,2.5614962426135666e-14,1.1184770486066095e-14
6.851294211402617e-10,0.3802163519732517,76.950000000000003,0.0,0.0,0.0,1.0827457796996056e-05,9.4999994071474507,0.00028803991904330909,0.0013261757526435082,1.1362327386810516e-05,4.3877785457293109e-08,6.7846523845861407e-11,2.8289632184318864e-05,0.088879410620166438,3.5163043343161449e-07,1.5549731563237617e-16,8.1318333500896038e-10,3.5191988386657879e-08,0.89459798580822192,1.8575918907385715e-06,1.0217977998343143e-15,2.8946291227011557e-16,6.1920087734203337e-11,0.0,0.00072180467775697212,5.3407707022694494e-07,0.0015853070935621274,0.0015855258552811889,1.0025876432137035e-07,4.7944335091467468e-08,1.2363566189060204e-06,0.00026993392511201442,3.3982419658573256e-08,8.121975316872751e-09,1.0940411338284015e-09,6.15574083016092e-09,8.8761986356161306e-07,3.4185268690271935e-08,0.012275648475631897,2.5831473725633005e-14,1.1279309925903649e-14
6.91404705057493e-10,0.38021635429057954,76.950000000000003,0.0,0.0,0.0,1.0762558924964398e-05,9.499999409246394,0.00028796272721272928,0.0013239102240422966,1.0856966226678238e-05,4.1926237100349886e-08,6.7730620076936732e-11,2.8119022977765913e-05,0.08823826867071205,3.51029735000963e-07,1.4858127536302652e-16,8.1331051105601481e-10,3.5482309861529303e-08,0.89521934646178936,1.85768990215466e-06,1.0200522389389222e-15,2.9184188128717885e-16,6.2447211162308747e-11,0.0,0.00072231908525074279,5.103250366819046e-07,0.0015858377292098874,0.0015860569650860987,1.0029233246035344e-07,4.7960395188294456e-08,1.2372155168869868e-06,0.00027219135292926618,3.4266629260337194e-08,8.1899186465237228e-09,1.0948114150107329e-09,6.2072476595363454e-09,8.9538142180560381e-07,3.439676286602785e-08,0.012295227307366012,2.6047613623961228e-14,1.1373687193790074e-14
6.976799889747242e-10,0.38021635650486063,76.950000000000003,0.0,0.0,0.0,1.069815106858382e-05,9.4999994112604185,0.00028788553945620295,0.0013216485815044953,1.0374082006952809e-05,4.0061487749280597e-08,6.7614915136453743e-11,2.794970504366293e-05,0.087601980982232541,3.5043006704422473e-07,1.4197283978685846e-16,8.1343185790666939e-10,3.5772357071060673e-08,0.89583590624202114,1.8577876422601328e-06,1.0183096724800862e-15,2.9421860609411885e-16,6.2973838209776411e-11,0.0,0.00072282952007941587,4.8762942141449938e-07,0.001586344754561742,0.0015865644548243071,1.0032440700434222e-07,4.7975740701086181e-08,1.2380677787122483e-06,0.00027444490828812406,3.4550351325854995e-08,8.2577454254645766e-09,1.0955476922591366e-09,6.2586661335558292e-09,9.0312966565742273e-07,3.4604509737205415e-08,0.012314754944232387,2.6263382757669004e-14,1.1467902567676932e-14
7.039552728919554e-10,0.3802163586206787,76.950000000000003,0.0,0.0,0.0,1.0634230509631636e-05,9.499999413193283,0.00028780835590417253,0.0013193908183633497,9.9126750209112164e-06,3.8279676843513398e-08,6.7499408682160012e-11,2.7781668604623157e-05,0.086970510798662748,3.4983142778928059e-07,1.356583275684023e-16,8.1354764409932894e-10,3.606212997930996e-08,0.89644770150270359,1.8578851126492103e-06,1.0165700953110631e-15,2.9659308639674715e-16,6.3499968864757057e-11,0.0,0.00072333601232527718,4.6594323812049604e-07,0.0015868292199641197,0.0015870493750445918,1.0035505440086041e-07,4.7990403419396427e-08,1.2389134546331004e-06,0.00027669459782889632,3.4833586691098132e-08,8.3254558535142874e-09,1.0962514559125576e-09,6.3099964036947308e-09,9.108646179478374e-07,3.4808559869772221e-08,0.012334231771749105,2.6478781762359505e-14,1.1561956325113906e-14
7.102305568091866e-10,0.3802163606424136,76.950000000000003,0.0,0.0,0.0,1.0570793558056459e-05,9.4999994150485794,0.00028773117668604812,0.0013171369279636966,9.4717900257788487e-06,3.6577115528757264e-08,6.7384100372709469e-11,2.7614903957253279e-05,0.086343821642251337,3.4923381546744491e-07,1.2962466584704447e-16,8.1365812568596918e-10,3.63516285435101e-08,0.89705476832235598,1.8579823149005432e-06,1.0148335022953333e-15,2.9896532180765412e-16,6.4025603100036573e-11,0.0,0.00072383859184283286,4.452215903051503e-07,0.00158729212904246,0.0015875127295704847,1.0038433814070542e-07,4.8004413719348131e-08,1.2397525945192739e-06,0.00027894042818054493,3.511633619046217e-08,8.3930501301535446e-09,1.0969241319436018e-09,6.3612386211697727e-09,9.1858630146860197e-07,3.5008963950456098e-08,0.012353658172515105,2.6693811272450613e-14,1.1655848743100986e-14
7.165058407264178e-10,0.3802163625742505,76.950000000000003,0.0,0.0,0.0,1.0507836551763596e-05,9.4999994168297484,0.00028765400193021487,0.0013148869036619347,9.0505142651069256e-06,3.4950279020010258e-08,6.7268989867817704e-11,2.7449401471647923e-05,0.085721877311453615,3.4863722831265387e-07,1.2385936325585153e-16,8.1376354682260073e-10,3.6640852714474789e-08,0.8976571425063129,1.8580792505774564e-06,1.0130998882944195e-15,3.0133531190610221e-16,6.4550740873910773e-11,0.0,0.00072433728826053136,4.2542157833476999e-07,0.0015877344407793225,0.0015879554775784703,1.004123188854544e-07,4.8017800624737683e-08,1.2405852478644611e-06,0.00028118240596070336,3.5398600656798072e-08,8.4605284545097058e-09,1.0975670846543701e-09,6.4123929369478933e-09,9.2629473897252469e-07,3.52057727340634e-08,0.01237303452623232,2.6908471921217588e-14,1.1749580098157422e-14
7.22781124643649e-10,0.38021636442018775,76.950000000000003,0.0,0.0,0.0,1.0445355856402424e-05,9.4999994185400674,0.000287576831764041,0.0013126407388259992,8.6479755791085715e-06,3.3395799304238699e-08,6.7154076827068991e-11,2.7285151590852606e-05,0.085104641878839926,3.4804166456249551e-07,1.1835048399312264e-16,8.1386414033097115e-10,3.6929802436985492e-08,0.89825485958879381,1.8581759212281933e-06,1.0113692481895814e-15,3.0370305624882763e-16,6.5075382131018953e-11,0.0,0.00072483213098247803,4.0650221062234472e-07,0.0015881570715000496,0.0015883785355837495,1.0043905460444094e-07,4.8030591868664753e-08,1.2414114637874051e-06,0.00028342053777569647,3.5680380921837505e-08,8.527891025380972e-09,1.0981816192669112e-09,6.4634595017320217e-09,9.3398995317353042e-07,3.5399036993992313e-08,0.012392361209727578,2.7122764341053233e-14,1.1843150666438644e-14
7.290564085608803e-10,0.3802163661840466,76.950000000000003,0.0,0.0,0.0,1.038334786515643e-05,9.4999994201826787,0.00028749966631388523,0.0013103984268353313,8.2633405990414942e-06,3.1910458167619753e-08,6.7039360910890089e-11,2.7122144830231852e-05,0.084492079689020297,3.4744712245817356e-07,1.1308662307637123e-16,8.1396012823297565e-10,3.7218477650160447e-08,0.8988479548349565,1.8582723283861486e-06,1.0096415768753274e-15,3.0606855429634127e-16,6.5599526803139212e-11,0.0,0.00072532314919013165,3.8842431876337074e-07,0.0015885608967701277,0.001588782779337689,1.0046460068863774e-07,4.8042813951644354e-08,1.2422312910332764e-06,0.00028565483022055874,3.5961677815754159e-08,8.5951380412330224e-09,1.0987689844117053e-09,6.5144384659651264e-09,9.4167196674672802e-07,3.5588807475791823e-08,0.012411638596974394,2.7336689163163638e-14,1.1936560723538432e-14
7.353316924781115e-10,0.380216367869478,76.950000000000003,0.0,0.0,0.0,1.0321808998533569e-05,9.4999994217605739,0.00028742250570510514,0.0013081599610808531,7.8958130218990429e-06,3.0491180532913137e-08,6.6924841781042142e-11,2.6960371776969554e-05,0.083884155356584389,3.4685360024331381e-07,1.0805688284855295e-16,8.1405172225917036e-10,3.7506878287806377e-08,0.89943646324293214,1.8583684735700961e-06,1.0079168692393344e-15,3.0843180548193552e-16,6.6123174809946315e-11,0.0,0.00072581037184399181,3.7115047644617918e-07,0.0015889467532081627,0.0015891690456408712,1.0048901005756741e-07,4.8054492194049001e-08,1.2430447779798574e-06,0.00028788528987905434,3.6242492167080378e-08,8.6622697001749603e-09,1.0993303745176086e-09,6.5653299798446183e-09,9.4934080232847509e-07,3.5775134853623232e-08,0.012430867059114578,2.7550247017552922e-14,1.2029810544542172e-14
7.416069763953427e-10,0.38021636947997056,76.950000000000003,0.0,0.0,0.0,1.0260735704158254e-05,9.4999994232766216,0.00028734535006206369,0.0013059253349649413,7.5446319618378494e-06,2.9135028093167475e-08,6.6810519098934636e-11,2.6799823089573351e-05,0.083280833764057288,3.4626109616501561e-07,1.0325085034423573e-16,8.1413912433269631e-10,3.7795004278754e-08,0.90002041954584977,1.8584643582844086e-06,1.0061951201896664e-15,3.1079280924328089e-16,6.6646326059734728e-11,0.0,0.00072629382768527083,3.546449219688894e-07,0.0015893154402181913,0.0015895381340755084,1.0051233328375328e-07,4.806565078997376e-08,1.2438519726389806e-06,0.00029011192332369426,3.6522824803322671e-08,8.7292861999882261e-09,1.0998669321065368e-09,6.616134193305481e-09,9.5699648251644176e-07,3.5958069689486515e-08,0.012450046964479662,2.7763438533419842e-14,1.212290040422068e-14
7.478822603125739e-10,0.38021637101885764,76.950000000000003,0.0,0.0,0.0,1.0200124456566398e-05,9.4999994247335557,0.00028726819950813774,0.0013036945419013994,7.209070374928972e-06,2.7839193228580272e-08,6.6696392526673468e-11,2.6640489497237441e-05,0.082682080059870766,3.4566960847423798e-07,9.8658575658925451e-17,8.1422252702986233e-10,3.8082855547177627e-08,0.90059985821384203,1.8585599840192727e-06,1.0044763246524543e-15,3.1315156491576123e-16,6.7168980450107841e-11,0.0,0.00072677354523755519,3.3887348420257296e-07,0.001589667721644964,0.0015898908086608059,1.0053461869252843e-07,4.8076312858858427e-08,1.2446529226566388e-06,0.00029233473711575661,3.6802676550478505e-08,8.7961877381295125e-09,1.1003797499961702e-09,6.6668512560202362e-09,9.6463902986967632e-07,3.6137662395079599e-08,0.012469178678612193,2.7976264338790684e-14,1.2215830576776151e-14
7.541575442298051e-10,0.3802163724893244,76.950000000000003,0.0,0.0,0.0,1.0139971757000765e-05,9.4999994261339911,0.00028719105416572497,0.0013014675753154324,6.8884335539713766e-06,2.6600993193918653e-08,6.6582461728084385e-11,2.6482361799338076e-05,0.082087859656349849,3.4507913542421205e-07,9.4270551510428624e-17,8.1430211401856208e-10,3.8370432012900151e-08,0.90117481345603512,1.8586553522509002e-06,1.0027604775410843e-15,3.1550807180715651e-16,6.7691137868635019e-11,0.0,0.00072724955280845224,3.2380351184735551e-07,0.0015900043273556163,0.0015902277994346949,1.0055591244890899e-07,4.8086500490270742e-08,1.2454476753197058e-06,0.00029455373780530483,3.7082048232766622e-08,8.8629745116949755e-09,1.100869873413934e-09,6.7174813174202693e-09,9.7226846690867e-07,3.6313963196163991e-08,0.012488262564286846,2.8188725060397457e-14,1.230860133585594e-14
7.604328281470364e-10,0.38021637389441443,76.950000000000003,0.0,0.0,0.0,1.0080274133207349e-05,9.4999994274804305,0.00028711391415625138,0.0012992444286436229,6.5820576902515922e-06,2.5417864564467427e-08,6.6468726366413642e-11,2.6325430864985606e-05,0.081498138227714637,3.444896752713636e-07,9.0077693487230578e-17,8.1437806047563048e-10,3.8657733591683509e-08,0.90174531922252732,1.8587504644417285e-06,1.0010475737888824e-15,3.1786232926275725e-16,6.8212798193478142e-11,0.0,0.0007277218784912271,3.0940380583499242e-07,0.0015903259547509546,0.0015905498039652198,1.0057625867175812e-07,4.8096234790708086e-08,1.2462362775581666e-06,0.00029676893193120618,3.7360940673474897e-08,8.9296467174527924e-09,1.1013383020253634e-09,6.768024526677259e-09,9.7988481611542106e-07,3.6487022099314985e-08,0.012507298981531384,2.8400821324256581e-14,1.2401212954854261e-14
7.667081120642676e-10,0.3802163752370357,76.950000000000003,0.0,0.0,0.0,1.0021028139235258e-05,9.4999994287752578,0.00028703677960017907,0.0012970250953339021,6.2893084992719421e-06,2.4287357929004719e-08,6.6355186105329758e-11,2.6169687632387838e-05,0.080912881708097212,3.4390122627626647e-07,8.6071321112368357e-17,8.1445053348420303e-10,3.8944760195505725e-08,0.902311409206349,1.8588453220406216e-06,9.9933760835442552e-16,3.2021433651760449e-16,6.8733961293989034e-11,0.0,0.00072819055016642401,2.9564455473797557e-07,0.0015906332702095398,0.0015908574887946987,1.005956995231933e-07,4.8105535929943968e-08,1.2470187759436948e-06,0.00029898032602115068,3.7639354694478287e-08,8.9962045518566894e-09,1.1017859918799035e-09,6.8184810326965865e-09,9.8748809993349976e-07,3.6656888860940314e-08,0.012526288287647458,2.8612553755254041e-14,1.2493665706600712e-14
7.729833959814988e-10,0.38021637651996704,76.950000000000003,0.0,0.0,0.0,9.9622303552370525e-06,9.4999994300207504,0.00028695965061701289,0.0012948095688455293,6.0095799076022702e-06,2.3207132818818501e-08,6.6241840610744241e-11,2.6015123108327573e-05,0.080332056289573656,3.4331378670170495e-07,8.2243140083384356e-17,8.1451969241206648e-10,3.9231511732825043e-08,0.9028731168454095,1.8589399264830583e-06,9.9763057617667646e-16,3.2256409276944916e-16,6.9254627031278654e-11,0.0,0.00072865559550347795,2.8249727305144773e-07,0.0015909269104675706,0.0015911514908196569,1.006142752754059e-07,4.8114423179112332e-08,1.2477952166966555e-06,0.00030118792659167027,3.7917291115688241e-08,9.0626482109956062e-09,1.1022138572772224e-09,6.8688509841467715e-09,9.9507834076811087e-07,3.6823612958455534e-08,0.012545230837231245,2.8823922976846129e-14,1.2585959863297773e-14
7.7925867989873e-10,0.38021637774586364,76.950000000000003,0.0,0.0,0.0,9.903877387269351e-06,9.4999994312190932,0.00028688252732530833,0.0012925978426490646,5.742292798136526e-06,2.217495286226614e-08,6.6128689547785014e-11,2.5861728367766293e-05,0.079755628420210944,3.4272735481326104e-07,7.8585225050706052e-17,8.1458568927194748e-10,3.9517988108831537e-08,0.90343047532442866,1.8590342791913264e-06,9.9592647221220011e-16,3.2491159729477132e-16,6.9774795258760297e-11,0.0,0.00072911704196231388,2.6993474222015221e-07,0.0015912074839373408,0.0015914324186093803,1.0063202441606174e-07,4.8122914950910354e-08,1.2485656456896593e-06,0.00030339174014815649,3.819475075616879e-08,9.1289778906273734e-09,1.1026227725569139e-09,6.9191345294410319e-09,1.0026555609861603e-06,3.6987243563509275e-08,0.012564126982193948,2.9034929611871163e-14,1.2678095696967955e-14
7.855339638159612e-10,0.3802163789172624,76.950000000000003,0.0,0.0,0.0,9.8459658670973463e-06,9.4999994323723733,0.0002868054098426783,0.0012903899102263442,5.4868938111565694e-06,2.118868115484512e-08,6.6015732581538499e-11,2.5709494553218704e-05,0.079183564802128487,3.4214192888096966e-07,7.509000300078949e-17,8.1464866906463196e-10,3.9804189225687046e-08,0.90398351757685502,1.8591283815747007e-06,9.9422529145305481e-16,3.2725684925203615e-16,7.0294465822666865e-11,0.0,0.00072957491679493118,2.5793095428832541e-07,0.0015914755719670726,0.0015917008536658281,1.0064898373152826e-07,4.8131028841765062e-08,1.249330108444431e-06,0.00030559177318487948,3.8471734433735155e-08,9.1951937862086719e-09,1.1030135738144074e-09,6.9693318167209963e-09,1.0102197829163178e-06,3.7147829517156076e-08,0.01258297707178211,2.9245574282124254e-14,1.2770073479093278e-14
7.918092477331924e-10,0.3802163800365877,76.950000000000003,0.0,0.0,0.0,9.7884924520001344e-06,9.4999994334825715,0.00028672829828580061,0.0012881857650704587,5.2428541987210532e-06,2.0246275835189024e-08,6.5902969380017063e-11,2.5558412874197475e-05,0.078615832389574619,3.4155750717714382e-07,7.1750237844912632e-17,8.1470877010576618e-10,4.0090114982753811e-08,0.90453227628676636,1.8592222350296229e-06,9.9252702886412344e-16,3.295998477395599e-16,7.0813638562544227e-11,0.0,0.00073002924704698008,2.4646105805587328e-07,0.0015917317300447511,0.0015919573516275036,1.0066518835316631e-07,4.8138781664195524e-08,1.2500886501386371e-06,0.00030778803218500729,3.8748242964002634e-08,9.2612960928276156e-09,1.1033870605459392e-09,7.0194429938950775e-09,1.0177710288490793e-06,3.7305419306878766e-08,0.012601781452597799,2.9455857607781232e-14,1.2861893480422181e-14
