Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596)
1.1216241446294455e-05,0.13891609472260194,76.950000000000003,0.0,0.0,0.0,0.55830654526685919,9.3595304674062021,0.0041851427560479658,0.0040809239013730823,0.00066538321889862576,0.002148393245316653,8.7409395362271947e-09,1.0478705275006811e-10,0.00090738493453230052,5.91897326936298e-05,7.9181551087762482e-11,0.13633802740931261,0.1391806443616776,0.00077851333292632604,0.15102124367852046,1.3374638958079745e-12,5.2248777952999235e-11,3.9049673753156e-07,2.1711913977396454e-10,1.5468186976353027e-08,3.9862345983746451e-08,0.00026639053362858227,0.00062477409205500796,3.8927728273189273e-07,2.8430848810234387e-07,2.5930679521949459e-21,2.4578842827079423e-06,7.1665776862341396e-09,2.6151896080037217e-09,5.6000428084957718e-06,2.2746681627156102e-06,8.2699995839556097e-12,9.2652669537391952e-05,2.0119893356604758e-05,6.4917264057379171e-11,1.5432879700067516e-11,5.3332061890156476e-11,1.1931535339008777e-11,1.8675755640820099e-15,1.742586320354917e-09,7.9589895030021746e-09,8.0602273981908137e-05,4.4006585253486681e-09,6.4113487211726566e-06,1.177508422028036e-06,6.8340669416086216e-05,3.9382328854172147e-14,0.00017910680816247946,4.8676549273210863e-10,0.0016720909152954798,3.3366196522059494e-06,2.9511324283609547e-11,6.3341663517483364e-05,0.0013631987777272291
1.1359446660064965e-05,0.13891457093203502,76.950000000000003,0.0,0.0,0.0,0.55516906961207546,9.358533038385497,0.0041661176281594693,0.0040582918160432116,0.00066161847326023915,0.0021360548009617818,8.6916328149865719e-09,1.0422445154027146e-10,0.00091605390249911722,5.8855849591519876e-05,7.8726803259662934e-11,0.13730808052806479,0.14022835102569275,0.00078611283253378903,0.15213978992257432,1.3299194016169478e-12,5.2637048521557048e-11,3.9343651216695179e-07,2.1866407401677461e-10,1.5619326584085516e-08,3.963697070428841e-08,0.00026631218312791414,0.00063083779050164275,3.8912558490143249e-07,2.8419769582398404e-07,2.6183803259382159e-21,2.4588691326871844e-06,7.1687638664151589e-09,2.6159877117867152e-09,5.5989067403948878e-06,2.2754061784916705e-06,8.283948779069858e-12,9.4393866110150249e-05,2.0344474453224078e-05,6.4932118392033847e-11,1.5436411043583655e-11,5.3925089614559442e-11,1.2064555614789284e-11,1.8851098332059019e-15,1.779590891346956e-09,8.1280733611877049e-09,8.193336919595666e-05,4.4076881299928365e-09,6.4894234041058883e-06,1.1859376024951216e-06,6.9282839584446825e-05,3.9398600509218071e-14,0.00018155913286935257,4.8689320511110873e-10,0.0017087152523137137,3.3838058384280552e-06,2.9519067201250009e-11,6.4234720322814669e-05,0.0013955580208362078
1.1488331352458425e-05,0.13891321509543728,76.950000000000003,0.0,0.0,0.0,0.55237502705376584,9.3576449402218493,0.0041489151314522037,0.0040381348542702011,0.00065826565483499244,0.0021250681775582185,8.6477263781924895e-09,1.0372350748977524e-10,0.00092381271538774447,5.8558534804331351e-05,7.8321878377178545e-11,0.13817119970958663,0.14116175659467756,0.00079291751988785778,0.15313585361712254,1.3232012129140091e-12,5.2982898989460595e-11,3.9605556704401249e-07,2.2003870436135749e-10,1.5754658621004814e-08,3.9436253575112966e-08,0.00026623090731347669,0.00063626587493804899,3.8897370854948851e-07,2.8408677313668273e-07,2.6410453431604325e-21,2.4597364125600847e-06,7.1706818461985464e-09,2.6166878871128749e-09,5.5973168939069859e-06,2.2760513918460039e-06,8.296333388292956e-12,9.5959440844471748e-05,2.0545593996630044e-05,6.4945000763321289e-11,1.5439473589256184e-11,5.4456168402081694e-11,1.2183679768967949e-11,1.9008174338565762e-15,1.8131663120255643e-09,8.2814890655527535e-09,8.3124195833064418e-05,4.4139262598238827e-09,6.5595785899352175e-06,1.1934385133606704e-06,7.0130416432946633e-05,3.941294250122908e-14,0.00018376500259143443,4.8700473292338145e-10,0.0017418985029221186,3.4262542380201106e-06,2.952582888207488e-11,6.5038017793514759e-05,0.0014249047319040728
1.1583780292031464e-05,0.1389122203712796,76.950000000000003,0.0,0.0,0.0,0.55032368889478633,9.3569930072088621,0.0041361331952136249,0.004023334597290853,0.00065580397979885538,0.0021170027376189665,8.615492841282038e-09,1.0335576765642794e-10,0.00092953254131168564,5.8340263683684412e-05,7.8024617135125319e-11,0.13880442831603965,0.14184727836152447,0.00079793582608590058,0.15386711681839399,1.3182691118535574e-12,5.3236865554190804e-11,3.9797908108156199e-07,2.2104720515672225e-10,1.5854462840809359e-08,3.9288883856814008e-08,0.00026616452401658056,0.00064026809683387809,3.8885241201965779e-07,2.8399818436754801e-07,2.6577602913235022e-21,2.4603678744217618e-06,7.1720743569725281e-09,2.6171962252123874e-09,5.5958123503336776e-06,2.2765184952030884e-06,8.3054061475648377e-12,9.7117878527142051e-05,2.0693930813543982e-05,6.4954268679231335e-11,1.5441676864963679e-11,5.4847870583819315e-11,1.227154058945154e-11,1.9124057362851465e-15,1.8381964513301228e-09,8.3958592703272788e-09,8.4001670232979533e-05,4.4184943850168159e-09,6.611465349145365e-06,1.1989421287128905e-06,7.0757883219408553e-05,3.9423392386990875e-14,0.00018539787619666829,4.8708540995851198e-10,0.0017666070007311533,3.4576788722313928e-06,2.9530720148068912e-11,6.5632645785318488e-05,0.0014467732188307534
1.1679229231604503e-05,0.13891123352858065,76.950000000000003,0.0,0.0,0.0,0.54828736096047204,9.356345925051615,0.0041233200299383996,0.0040086414742923175,0.00065336024072830282,0.0021089969546466574,8.5834966139192669e-09,1.0299075638117165e-10,0.00093523028093665296,5.8123599517972761e-05,7.7729554620455589e-11,0.13943263291731725,0.14252797921910915,0.00080293633954576235,0.15459300218993463,1.3133733218918797e-12,5.3489015425961427e-11,3.9988906770077049e-07,2.2204770565966916e-10,1.5953913063765147e-08,3.9142587063129239e-08,0.00026609313840358451,0.00064425538931016314,3.8872399907638522e-07,2.8390439812449819e-07,2.674415975525295e-21,2.4609907037038688e-06,7.173444782209266e-09,2.617696492547816e-09,5.594043103226181e-06,2.2769770817312395e-06,8.3143976951593912e-12,9.8275423260797251e-05,2.0841754440828677e-05,6.4963321905144e-11,1.5443829102095472e-11,5.5238219410573786e-11,1.2359097571155736e-11,1.9239565384723094e-15,1.8633664846355321e-09,8.5108689754488614e-09,8.4875344890665441e-05,4.4230201897734684e-09,6.6632950420740254e-06,1.2044025550308247e-06,7.1385156481594604e-05,3.9433705642704339e-14,0.0001870301232117043,4.8716457109301546e-10,0.0017914283209385957,3.4890936460537356e-06,2.9535519507199513e-11,6.6227041214906828e-05,0.0014687555768236734
1.1774678171177541e-05,0.13891025448160252,76.950000000000003,0.0,0.0,0.0,0.54626587535422932,9.3557036405977563,0.0041104796343765723,0.0039940542782804598,0.00065093423957341085,0.0021010501640626933,8.551734987232278e-09,1.0262844297662506e-10,0.00094090609366246638,5.790852396335571e-05,7.7436666339401596e-11,0.14005586823601984,0.14320391233499702,0.0008079191915261047,0.15531356831707541,1.3085134285274661e-12,5.3739368972493696e-11,4.0178567609367008e-07,2.2304029301116885e-10,1.6053011902283376e-08,3.8997351319957734e-08,0.00026601697984465853,0.00064822786085753405,3.8858880404941565e-07,2.8380565858534262e-07,2.6910128329612346e-21,2.4616053927849344e-06,7.1747945248458144e-09,2.6181892016285964e-09,5.5920209246724087e-06,2.2774276698468948e-06,8.3233105877119783e-12,9.943203194637139e-05,2.0989068258622355e-05,6.4972174924293294e-11,1.5445933743770227e-11,5.5627223784957029e-11,1.2446352714524961e-11,1.9354700711915719e-15,1.888675969828495e-09,8.6265161595223714e-09,8.574519040407662e-05,4.4275050940464513e-09,6.71506788819436e-06,1.209820262700609e-06,7.2012237035600743e-05,3.9443890135784514e-14,0.00018866174726109208,4.8724231486064337e-10,0.001816361569959732,3.5204986001935784e-06,2.9540232933392542e-11,6.682120539796108e-05,0.0014908509062500849
1.1860582216793275e-05,0.13890937993483474,76.950000000000003,0.0,0.0,0.0,0.54445909180887486,9.355129643330061,0.0040989031754920559,0.0039810153877897544,0.00064876584528247882,0.0020939479479991602,8.5233479102446034e-09,1.0230464260937898e-10,0.00094599570792898078,5.771629935268074e-05,7.7174905842211206e-11,0.14061257586537018,0.14380821902696669,0.00081238876505066956,0.15595757760204912,1.3041698799934129e-12,5.3963167893508109e-11,4.034813067846624e-07,2.2392692687142921e-10,1.6141902558966457e-08,3.8867536818108028e-08,0.00026594453879315538,0.00065179050206151483,3.8846159577792002e-07,2.8371275215716492e-07,2.7059000651871601e-21,2.4621520412941672e-06,7.1759927188300422e-09,2.6186265826978729e-09,5.5899940931380176e-06,2.2778267687987408e-06,8.3312671175342513e-12,0.00010047214548242176,2.1121217586361807e-05,6.4979982901660557e-11,1.5447789946075071e-11,5.5976185532899831e-11,1.2524625916278771e-11,1.9458005733769578e-15,1.911573374812247e-09,8.7311420097785945e-09,8.6524754884652401e-05,4.4315076616296993e-09,6.7616141806879432e-06,1.2146600583508605e-06,7.2576445487685265e-05,3.945295228821055e-14,0.00019012967923338764,4.8731115001789729e-10,0.0018388964633652158,3.5487546981898366e-06,2.9544406249973916e-11,6.7355756534745516e-05,0.0015108325576066177
1.194648626240901e-05,0.1389085115734688,76.950000000000003,0.0,0.0,0.0,0.54266407783502557,9.3545594521332003,0.0040873104715027061,0.0039680604830457751,0.00064661152238457381,0.0020868925138719939,8.4951467804368309e-09,1.0198298133029833e-10,0.00095106780280218106,5.7525333893521971e-05,7.6914869548105069e-11,0.14116534081849541,0.14440874393294495,0.0008168442315573441,0.15659736655742709,1.2998547835172272e-12,5.4185542464170592e-11,4.0516632583468774e-07,2.2480728236165801e-10,1.6230512550518716e-08,3.8738564066543279e-08,0.00026586856547948404,0.00065534130264604076,3.8832938035273566e-07,2.8361618875328025e-07,2.7207403098299778e-21,2.4626928032884935e-06,7.1771761775825495e-09,2.6190585786391896e-09,5.5877795673352575e-06,2.2782201322846283e-06,8.3391637954185737e-12,0.00010151143900446193,2.125295912908597e-05,6.4987649523679845e-11,1.5449612543759429e-11,5.632407186522231e-11,1.2602657683101453e-11,1.9561012385130289e-15,1.9345830618722482e-09,8.8362811366023508e-09,8.7301177226928211e-05,4.4354791502464339e-09,6.808113934756824e-06,1.2194659605543027e-06,7.314049916161827e-05,3.9461921446905043e-14,0.0001915971121447339,4.8737897840606714e-10,0.0018615206662212502,3.5770029076098911e-06,2.9548518527532492e-11,6.7890122388524637e-05,0.0015309043527856835
1.2032390308024744e-05,0.13890764933752334,76.950000000000003,0.0,0.0,0.0,0.54088071628096157,9.3539930298590956,0.004075704124295287,0.0039551887222172878,0.00064447113341574154,0.0020798833973318547,8.4671297088604086e-09,1.0166343772950026e-10,0.00095612249085205356,5.7335614794682163e-05,7.6656540342955534e-11,0.14171420134765877,0.14500552420435237,0.00082128568374385043,0.15723297613204584,1.2955678500661462e-12,5.4406506908340319e-11,4.0684083749274524e-07,2.2568142039523034e-10,1.6318843721857182e-08,3.861042483713664e-08,0.00026578920961360111,0.0006588803392607892,3.8819237578631516e-07,2.8351612759912088e-07,2.7355338756467539e-21,2.4632279919595003e-06,7.1783457929792566e-09,2.619485515256773e-09,5.5853850707072007e-06,2.2786080888796566e-06,8.3470023307747979e-12,0.00010254988520860776,2.1384295311309949e-05,6.4995183968969929e-11,1.5451403718869549e-11,5.6670889167359595e-11,1.268044944985906e-11,1.9663722318802161e-15,1.9577047147145366e-09,8.9419320938662769e-09,8.8074440292586404e-05,4.4394204737848598e-09,6.8545675461822182e-06,1.2242382981200306e-06,7.3704398681587551e-05,3.9470802618210111e-14,0.00019306404861535559,4.8744586249912922e-10,0.0018842335468009952,3.6052432595847802e-06,2.9552573553756193e-11,6.8424303919822381e-05,0.0015510656558912867
1.2118294353640478e-05,0.1389067931678996,76.950000000000003,0.0,0.0,0.0,0.53910889158599107,9.3534303398455823,0.0040640866435382233,0.0039423992751005804,0.00064234454259914562,0.0020729201405120753,8.4392948303457908e-09,1.0134599068867474e-10,0.00096115988353650357,5.7147129426074913e-05,7.6399901351549954e-11,0.14225919520648603,0.14559859650418436,0.0008257132133916861,0.15786444673974254,1.2913087942480286e-12,5.4626075260425511e-11,4.0850494463727236e-07,2.2654940109145776e-10,1.6406897899660834e-08,3.8483111015988912e-08,0.00026570661577743278,0.00066240768780839656,3.8805079256365654e-07,2.8341272242241744e-07,2.75028106834284e-21,2.4637579075690942e-06,7.1795024193363988e-09,2.6199077046320447e-09,5.5828180724047171e-06,2.2789909531203606e-06,8.3547843638407493e-12,0.00010358745799268297,2.1515228544326073e-05,6.5002595019737538e-11,1.5453165559212759e-11,5.701664378997624e-11,1.2758002643601086e-11,1.9766137181302802e-15,1.9809380189041154e-09,9.0480934439429602e-09,8.8844528192901192e-05,4.4433325122374826e-09,6.900975096104971e-06,1.2289773955709759e-06,7.4268144673943426e-05,3.9479600601967535e-14,0.00019453049126084445,4.8751186210612769e-10,0.0019070344798018438,3.6334757855310318e-06,2.9556574954762112e-11,6.8958302088454958e-05,0.0015713158371442027
1.2204198399256212e-05,0.13890594300619274,76.950000000000003,0.0,0.0,0.0,0.53734848975418359,9.3528713459088593,0.0040524604493572466,0.0039296913228002561,0.00064023161596358906,0.002066002291768297,8.4116403054530366e-09,1.0103061937625059e-10,0.00096618009121577167,5.6959865331825456e-05,7.6144935928006143e-11,0.14280035965784593,0.14618799701472951,0.00083012691137771314,0.15849181826783726,1.287077334607256e-12,5.4844261367933005e-11,4.1015874879780305e-07,2.2741128378816529e-10,1.6494676892597787e-08,3.8356614594867659e-08,0.00026562092358318459,0.00066592342345404387,3.8790483387555877e-07,2.8330612162358383e-07,2.7649821906104329e-21,2.46428283795661e-06,7.1806468748541915e-09,2.620325445652282e-09,5.5800857942737891e-06,2.2793690261215444e-06,8.3625114742562989e-12,0.000104624132417233,2.1645761225955826e-05,6.5009891075931159e-11,1.5454900061721555e-11,5.7361342048385072e-11,1.2835318683412654e-11,1.9868258611300905e-15,2.0042826618491291e-09,9.1547637576329397e-09,8.9611426246173306e-05,4.4472161129806801e-09,6.9473365417900088e-06,1.2336835732118179e-06,7.4831737767608984e-05,3.948831999877087e-14,0.00019599644269255255,4.8757703448852157e-10,0.0019299228460784288,3.6617005170492e-06,2.9560526202211622e-11,6.9492117853275795e-05,0.0015916542728052366
1.2290102444871946e-05,0.13890509879478227,76.950000000000003,0.0,0.0,0.0,0.53559939832834025,9.3523160123358604,0.0040408278749764839,0.0039170640573853209,0.00063813222133305184,0.0020591294055577296,8.3841643197058479e-09,1.007173032426185e-10,0.00097118322316679605,5.6773810225108692e-05,7.5891627651322361e-11,0.14333773148167384,0.14677376144523482,0.00083452686768571086,0.1591151300855505,1.2828731935080939e-12,5.5061078894507276e-11,4.1180235017644869e-07,2.2826712705415004e-10,1.6582182491554241e-08,3.8230927673037021e-08,0.00026553226782925863,0.00066942762063499999,3.8775469584882135e-07,2.8319646844384102e-07,2.7796375421670542e-21,2.4648030590506177e-06,7.1817799431163415e-09,2.6207390245586928e-09,5.5771952178088018e-06,2.2797425961644433e-06,8.3701851842234471e-12,0.00010565988466711234,2.1775895740314981e-05,6.5017080172108659e-11,1.5456609136463557e-11,5.7704990221899998e-11,1.2912398980274176e-11,1.9970088239337215e-15,2.0277383327850192e-09,9.2619416140928548e-09,9.0375120935803202e-05,4.4510720920218507e-09,6.9936519574417342e-06,1.2383571471964438e-06,7.5395178594522775e-05,3.9496965219122871e-14,0.00019746190551655249,4.8764143447142793e-10,0.0019528980323258282,3.6899174859148123e-06,2.9564430620054895e-11,7.0025752171958217e-05,0.0016120803450999984
1.237600649048768e-05,0.13890426047676596,76.950000000000003,0.0,0.0,0.0,0.53386150636585405,9.3517643038772214,0.0040291911691300213,0.0039045166817796421,0.00063604622829437996,0.002052301042357864,8.3568650833259199e-09,1.0040602201570049e-10,0.0009761693875964412,5.6588951986341755e-05,7.5639960322381404e-11,0.14387134698215925,0.14735592503898495,0.00083891317141700965,0.15973442105172783,1.2786960970938477e-12,5.5276541322735446e-11,4.1343584766777129e-07,2.291169887006265e-10,1.6669416469847309e-08,3.8106042455187298e-08,0.00026544077864264128,0.00067292035306943711,3.8760056775652435e-07,2.8308390111879572e-07,2.7942474197909677e-21,2.4653188353560691e-06,7.1829023745168633e-09,2.6211487154676052e-09,5.5741530905043037e-06,2.280111939218176e-06,8.3778069603043311e-12,0.00010669469201642071,2.1905634457608746e-05,6.5024169992392952e-11,1.5458294610196974e-11,5.8047594553296365e-11,1.2989244936940342e-11,2.0071627687711475e-15,2.0513047227600098e-09,9.369625600768906e-09,9.1135599872035306e-05,4.4549012351972472e-09,7.0399214757235273e-06,1.2429984295896473e-06,7.5958467789154804e-05,3.9505540490771165e-14,0.00019892688233313883,4.8770511454169874e-10,0.0019759594310680127,3.7181267240706603e-06,2.9568291390477132e-11,7.0559206000801039e-05,0.0016325934421499923
1.2461910536103414e-05,0.13890342799601263,76.950000000000003,0.0,0.0,0.0,0.5321347044079936,9.3512161857383376,0.0040175524991044138,0.003892048409626531,0.0006339735081635062,0.0020455167685459112,8.3297408309115915e-09,1.0009675569531202e-10,0.00098113869165835591,5.6405278661009021e-05,7.538991795950712e-11,0.1444012419969001,0.14793452258232853,0.00084328591080405526,0.16034972952466989,1.2745457752377183e-12,5.5490661957676814e-11,4.1505933888411324e-07,2.2996092579580416e-10,1.6756380583495725e-08,3.7981951249204911e-08,0.00026534658165839405,0.00067640169376767913,3.8744263228266718e-07,2.8296855307171959e-07,2.8088121173663618e-21,2.4658304205579465e-06,7.1840148880271651e-09,2.6215547810159628e-09,5.5709659339057659e-06,2.2804773195883173e-06,8.3853782163276653e-12,0.00010772853278430362,2.2034979733888994e-05,6.5031167889060756e-11,1.5459958230789694e-11,5.838916124817006e-11,1.3065857947796187e-11,2.0172878570271738e-15,2.0749815246165495e-09,9.4778143133119343e-09,9.189285174375595e-05,4.4587042997128745e-09,7.0861451827670557e-06,1.2476077284457447e-06,7.6521605988087843e-05,3.9514049868022999e-14,0.00020039137573596243,4.8776812496997519e-10,0.0019991064406735398,3.7463282636058871e-06,2.9572111561298486e-11,7.1092480294455577e-05,0.0016531929578848228
1.2547814581719149e-05,0.13890260129705725,76.950000000000003,0.0,0.0,0.0,0.53041888445503715,9.3506716235720919,0.0040059139531804198,0.0038796584650894286,0.0006319139339571228,0.0020387761562918622,8.3027898209846581e-09,9.9789484548598291e-11,0.00098609124146671633,5.6222778456596227e-05,7.5141484794523098e-11,0.14492745190435938,0.14850958841202114,0.00084764517322149233,0.16096109337013476,1.2704219614735239e-12,5.5703453929748742e-11,4.166729201762001e-07,2.3079899467676097e-10,1.6843076571440112e-08,3.7858646464581453e-08,0.00026524979816341086,0.0006798717150413758,3.8728106573383913e-07,2.8285055306814228e-07,2.8233319259202651e-21,2.4663380579860491e-06,7.1851181725539437e-09,2.6219574728574479e-09,5.5676400501308302e-06,2.2808389904279363e-06,8.3929003157601511e-12,0.00010876138629954515,2.2163933910878483e-05,6.5038080897159154e-11,1.546160167069411e-11,5.8729696474470456e-11,1.3142239398752747e-11,2.0273842492246888e-15,2.0987684329760896e-09,9.5865063555078771e-09,9.2646866279905564e-05,4.462482015369768e-09,7.1323231295121032e-06,1.2521853478726808e-06,7.7084593829826155e-05,3.9522497239397396e-14,0.00020185538831147371,4.8783051390725903e-10,0.0020223384652713269,3.7745221367383051e-06,2.9575894051829022e-11,7.1625576005680605e-05,0.0016738782919702522
1.2633718627334883e-05,0.13890178032518125,76.950000000000003,0.0,0.0,0.0,0.52871393994286331,9.3501305834719748,0.0039942775429096756,0.003867346082617123,0.00062986738036059598,0.0020320787834649315,8.2760103354583683e-09,9.9484189105738391e-11,0.00099102714210925666,5.6041439738983136e-05,7.4894645269304493e-11,0.1454500116309074,0.14908115642215372,0.00085199104519668707,0.16156854996889852,1.2663243929141886e-12,5.5914930197473855e-11,4.1827668665258728e-07,2.3163125096065824e-10,1.6929506155752311e-08,3.7736120610555754e-08,0.00026515054523004711,0.00068333048851219554,3.871160382366516e-07,2.8273002536004674e-07,2.8378071336575936e-21,2.4668419810361014e-06,7.1862128881735695e-09,2.6223570321134951e-09,5.564181528018644e-06,2.2811971942041829e-06,8.4003745734863228e-12,0.00010979323286764053,2.2292499315823947e-05,6.5044915747896439e-11,1.5463226530130609e-11,5.906920636211181e-11,1.321839066716021e-11,2.0374521050157137e-15,2.1226651442246036e-09,9.6957003392114464e-09,9.3397634213616764e-05,4.4662350856670848e-09,7.1784554033892693e-06,1.2567315880925722e-06,7.7647431954580486e-05,3.9530886334559868e-14,0.00020331892263880964,4.8789232747329037e-10,0.002045654914609805,3.8027083758040846e-06,2.957964165822692e-11,7.215849408512383e-05,0.0016946488497395326
1.2719622672950617e-05,0.13890096502633534,76.950000000000003,0.0,0.0,0.0,0.52701976571973874,9.3495930319652967,0.0039826452053500832,0.0038551105067995942,0.00062783372370401095,0.0020254242335424003,8.2494006793004656e-09,9.9180850155684981e-11,0.00099594649766020248,5.5861251030164062e-05,7.4649384032418347e-11,0.14596895565777632,0.14964926007100032,0.00085632361242017911,0.1621721362242271,1.2622528102002323e-12,5.6125103550191567e-11,4.1987073219887478e-07,2.3245774955581458e-10,1.7015671041843811e-08,3.7614366294508127e-08,0.00026504893584706948,0.00068677808512044431,3.8694771393113768e-07,2.8260708982711782e-07,2.8522380259959681e-21,2.4673424135802549e-06,7.1872996673352114e-09,2.6227536898128479e-09,5.5605962491987538e-06,2.2815521631481394e-06,8.4078022578429044e-12,0.0001108240537385261,2.2420678261362133e-05,6.5051678881550041e-11,1.5464834340156096e-11,5.9407697002619009e-11,1.3294313121728361e-11,2.0474915831684359e-15,2.1466713564981485e-09,9.8053948842801133e-09,9.4145147247083573e-05,4.4699641888486895e-09,7.2245421069531087e-06,1.26124674550146e-06,7.8210121004119198e-05,3.9539220730694281e-14,0.00020478198128958932,4.8795360984160774e-10,0.0020690552040095803,3.8308870132432893e-06,2.9583357058655502e-11,7.2691235481155299e-05,0.0017155040421251756
1.2805526718566351e-05,0.13890015534716546,76.950000000000003,0.0,0.0,0.0,0.52533625802202388,9.3490589360060774,0.0039710188053921061,0.0038429509922423403,0.00062581284193771063,0.0020188120955128715,8.2229591802392247e-09,9.8879448741705833e-11,0.0010008494111938325,5.5682201006260715e-05,7.4405685935557818e-11,0.14648431802833603,0.15021393238818256,0.00086064295975665425,0.16277188856969194,1.258206957454875e-12,5.6333986610863294e-11,4.2145514949780952e-07,2.3327854467329176e-10,1.7101572918684386e-08,3.749337622061761e-08,0.00026494507905573883,0.00069021457513410991,3.8677625117088655e-07,2.8248186212291089e-07,2.8666248856022568e-21,2.4678395703882338e-06,7.1883791160898306e-09,2.6231476673405698e-09,5.5568898944236445e-06,2.2819041197165144e-06,8.415184592757057e-12,0.00011185383107304755,2.2548473045388168e-05,6.5058376460656637e-11,1.5466426565799766e-11,5.9745174448777077e-11,1.3370008122448373e-11,2.0575028415528343e-15,2.1707867696676893e-09,9.915588618504767e-09,9.4889398015067416e-05,4.4736699789785769e-09,7.2705833080997512e-06,1.2657311127318519e-06,7.877266162161406e-05,3.9547503859162164e-14,0.00020624456682739528,4.880144033266669e-10,0.0020925387543411313,3.8590580815862831e-06,2.9587042818565213e-11,7.3223801139716849e-05,0.0017364432855876424
1.2891430764182085e-05,0.13889935123498715,76.950000000000003,0.0,0.0,0.0,0.52366331445004854,9.3485282629679656,0.003959400138057111,0.0038308668033672456,0.00062380461459874076,0.0020122419637828436,8.1966841883099204e-09,9.8579966156957033e-11,0.0010057359847980263,5.5504278494445206e-05,7.4163536030099026e-11,0.14699613235535233,0.15077520598181005,0.00086494917125591532,0.16336784297696363,1.2541865822144998e-12,5.654159183888337e-11,4.2303003004932585e-07,2.340936898384536e-10,1.7187213459020361e-08,3.7373143187961596e-08,0.00026483908008400182,0.00069364002815789922,3.8660180272097783e-07,2.8235445381941358e-07,2.8809679924291231e-21,2.4683336575360767e-06,7.1894518152867179e-09,2.6235391768752097e-09,5.5530679498526716e-06,2.2822532770401362e-06,8.4225227593733998e-12,0.00011288254790989716,2.2675885950936588e-05,6.5065014382867622e-11,1.5468004609119225e-11,6.0081644714315327e-11,1.3445477020522496e-11,2.0674860371341582e-15,2.195011085323931e-09,1.002628017754023e-08,9.563038004892872e-05,4.4773530869950749e-09,7.3165790708625405e-06,1.2701849787151026e-06,7.9335054451315959e-05,3.9555739012253245e-14,0.00020770668180739569,4.8807474846854129e-10,0.0021161049919219683,3.8872216134466889e-06,2.9590701395828634e-11,7.3756192004160567e-05,0.0017574660020441069
1.297733480979782e-05,0.13889855263778053,76.950000000000003,0.0,0.0,0.0,0.52200083394487762,9.3480009806373889,0.0039477909306873194,0.0038188572142131547,0.00062180892278496569,0.0020057134380808694,8.170574075400675e-09,9.8282383940218677e-11,0.001010606319587364,5.5327472469866616e-05,7.3922919563568801e-11,0.14750443182798678,0.15133311304536851,0.00086924233016350081,0.16396003496332931,1.2501914353592085e-12,5.6747931532798011e-11,4.2459546418987513e-07,2.3490323790211233e-10,1.7272594319585976e-08,3.7253660088733519e-08,0.00026473104047400033,0.00069705451314198215,3.8642451594617477e-07,2.8222497254449176e-07,2.8952676237503883e-21,2.4688248727911821e-06,7.1905183217015176e-09,2.6239284218008872e-09,5.5491357130799432e-06,2.2825998393424714e-06,8.4298178979713687e-12,0.00011391018813419657,2.2802919246081638e-05,6.5071598292954033e-11,1.5469569812054467e-11,6.0417113773644027e-11,1.35207211583048e-11,2.077441325962375e-15,2.219344006762548e-09,1.0137468204837715e-08,9.6368087742469008e-05,4.4810141217002588e-09,7.3625294895486461e-06,1.2746086287415585e-06,7.9897300138380835e-05,3.9563929349362586e-14,0.0002091683287761111,4.8813468411212732e-10,0.0021397533484127577,3.9153776415080617e-06,2.9594335145542829e-11,7.4288409015091589e-05,0.0017785716187992363
1.314914290102929e-05,0.13889697178344604,76.950000000000003,0.0,0.0,0.0,0.51870686447169567,9.3469564612700093,0.0039246074789367454,0.0037950589785630839,0.00061785467779267597,0.0019927796297555152,8.1188420817227718e-09,9.7692847969941578e-11,0.001020298672387556,5.4977166511159521e-05,7.3446228898617387e-11,0.14851061688819803,0.1524389543219537,0.00087778981922479284,0.1651332715129547,1.2422758467775782e-12,5.7156862723491821e-11,4.2769834887547572e-07,2.3650575081824844e-10,1.7442583549485403e-08,3.7016915717501766e-08,0.00026450922778125025,0.00070385085156855157,3.8606199091212523e-07,2.8196020262551473e-07,2.9237375557780988e-21,2.4697994391974788e-06,7.1926348688910835e-09,2.6247008895715323e-09,5.5409606441385694e-06,2.2832859534805099e-06,8.444283458440242e-12,0.00011596217834472099,2.3055856002227189e-05,6.5084625455391811e-11,1.5472666779148445e-11,6.1085071973565509e-11,1.3670540477913386e-11,2.0972688029255412e-15,2.2683344886100017e-09,1.036132827661976e-08,9.7833661808022281e-05,4.488272300999298e-09,7.4542945987005352e-06,1.2833664042196718e-06,8.1021352669353365e-05,3.9580187580465865e-14,0.00021209022882100745,4.8825347423238106e-10,0.0021872941713113672,3.9716673172487943e-06,2.960153709455483e-11,7.5352325224338487e-05,0.0018210292889681492
