Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282),S(4155),S(4335),S(4374),S(4387),S(4887),C7H10(297),C7H10(987),C7H10(986),S(4381),S(4372),S(4886),S(3690),S(1588),S(206),S(2669),C7H9(279),S(6788),C7H8O(364),S(4083),C6H7(1171),CH2O(6985),C6H7(7018),S(7026),S(7027),S(1436),C7H8(3538),C6H6(7011),S(4021),C7H8(8697),C7H10(194),S(4081),S(8888),S(3479),S(8086),S(9026),S(9133),S(9134),S(9132),S(1976),S(1202),S(9091),S(9284),S(6877),C5H7(508)
0.0,0.29826749458469104,76.950000000000003,0.0,0.0,0.0,1.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3871875589309582e-26,0.29826749458469104,76.950000000000003,0.0,0.0,0.0,0.99999999999999944,9.5,3.3257424877421822e-19,4.4368955465413379e-18,4.4365046680862488e-18,2.8213985428876416e-34,2.8216470753383366e-34,6.1640937758798008e-16,9.0460394808259806e-30,1.2217009368217522e-34,1.7788035334915038e-50,9.0826206061678493e-55,3.7564103813613068e-37,3.2865679732470838e-29,1.3669576785911669e-35,1.540488419206632e-50,2.6085072614174298e-54,2.4985707213378225e-55,2.0000246306015463e-71,1.0930278747480537e-47,2.2351098164589757e-34,3.6656057187230295e-49,3.6656057187230295e-49,1.0093259788531545e-65,1.7969175997642208e-66,8.2630577557045856e-49,7.4243831267617321e-35,4.0886136381357118e-51,3.6395089192837588e-52,1.5622868109557078e-115,1.7570859491008099e-65,3.5924178955266862e-52,1.3976575762517958e-115,4.0149250935320099e-31,5.587100689716168e-82,5.5871006896723697e-82,9.6897488424469847e-46,2.7928117248587604e-46,6.601816185303933e-32,9.6885532111940147e-46,7.8127024935757272e-61,1.3976575762517956e-115,4.7428341382079192e-68,4.7928019220216193e-61,2.5994886475847424e-83,7.0600960732994485e-100,2.4692890126454461e-53,8.3143710132963807e-117,1.41481542853575e-37,7.2799059108023604e-79,1.0959111964539519e-115,7.6025202949233039e-53,3.650896944227671e-133,4.7195492390346813e-121,2.6771300785901922e-137,2.3355764124802109e-78,3.2545980033905587e-52,6.6001587680860969e-79,1.1408857221012451e-52,3.6277356882476819e-69,1.0215263529456873e-40,3.1414333307527962e-69,2.9460609530429419e-70,6.4964045658204566e-57,4.6997757611011394e-55,1.1288669831438546e-84,3.1976088803178221e-56,8.7581626538489049e-58,9.6859925859500746e-93,9.7282231399985251e-68,6.6373611980540692e-50,8.0410422347847286e-94,3.9087845508901559e-22,1.8443706769847788e-48,7.3894588317531751e-43,1.8443706769847788e-48,3.4056491137618656e-80,4.9087847086796363e-73,4.0957798657336653e-73,3.8943326581497744e-133,1.6416290556560845e-133,1.856327243890925e-56,8.9607114447378403e-70,2.2349553378816552e-71,1.9730912676367629e-96,1.2502090750533053e-57,2.8955901331202743e-110,2.2966782675841295e-70,1.0746919987998065e-85,1.3512483743298785e-101,2.959168652847226e-102,1.1386606562221684e-87,4.9739847231225619e-76,2.4038485944481457e-111,4.9739847231360048e-76,1.3468535213958996e-97,1.1491262826837176e-76,1.4489763813409852e-92,4.4265486074715719e-87,7.8115784778593722e-97,1.2564730768353106e-30,2.5983036626974105e-79,2.2269157206847485e-69,1.2681693090832151e-86,5.5656565940928571e-103,4.5596080313456717e-107,2.0390839889771667e-119,5.3056708902663131e-122,2.9924324547406234e-133,3.5722139984103362e-50,9.3331724215337114e-51,9.3331724215337114e-51,1.839654730430923e-122,1.7262799554859323e-124,1.1502817564624551e-134,2.6341439285698509e-103,7.5138793560554893e-120,1.2508041872941599e-53,3.9772493434670025e-70,1.1489840805592113e-52,3.9772493434882684e-70,2.7039747643714513e-69,2.8154665315248671e-113,4.614872937190631e-127,3.721178325519476e-120,2.1231824228345299e-141,2.9348319339235213e-143,1.2707070814578184e-143,1.2583029359285768e-126,1.4549672080951315e-75,8.1559133579207914e-147,9.4873568423979014e-92,5.065964151835725e-94,5.3158116893720916e-45,2.7508200987586422e-94,1.0026981282283478e-107,3.3299463525503864e-112,3.72117786403147e-120,7.1233277968400666e-133,1.9614111153619072e-149,2.0887884807590706e-150,1.7459642510992834e-150,7.7675257083539021e-97,3.2221633059218909e-64,6.006118914174124e-150,8.4288677820097908e-164,1.444658444205994e-68,5.0651051490772294e-68
3.884125165006683e-26,0.29826749458469104,76.950000000000003,0.0,0.0,0.0,0.99999999999999822,9.5,9.3120789656781028e-19,1.2423307530315724e-17,1.2422213070641475e-17,1.7041247199041171e-33,1.704274832081784e-33,1.7259462572462004e-15,5.4638078464185108e-29,7.3790736584028732e-34,2.111795524418028e-49,1.0790585591467048e-53,2.268871870342233e-36,1.9850870558411001e-28,8.256424378690625e-35,1.8288677856548829e-49,3.0968198207292144e-53,2.9663031603722662e-54,4.4770264867612164e-70,1.2976426929008059e-46,1.3500063291412184e-33,4.3518071092679722e-48,4.3518071092679722e-48,2.2578218416547634e-64,4.0196327939681862e-65,9.8099021675710839e-48,4.4843274085638164e-34,4.8540021111931266e-50,4.3208249889728282e-51,1.664737830529839e-113,3.9305309847012716e-64,4.2649185255689392e-51,1.4893126057242092e-113,2.4250147564931651e-30,2.3055327434828351e-80,2.3055327434498645e-80,1.1503669825751966e-44,3.3156260797519995e-45,3.9874969759231678e-31,1.1502250372328449e-44,1.7476702970027578e-59,1.4893126057242089e-113,1.0609530253804708e-66,5.6900144704355044e-60,1.0734001448195384e-81,5.3181540432245305e-98,2.9315399158124923e-52,1.1356473371923208e-114,8.5454851883558858e-37,1.6284858404453958e-77,1.4968884959089082e-113,9.0257120941325447e-52,9.0125776288771446e-131,6.4463607860909625e-119,6.6194962741213512e-135,9.6378214622382906e-77,3.8638587495990659e-51,2.7235739960950011e-77,1.354459529278592e-51,8.115099625178023e-68,6.1700191717919113e-40,7.0272607035590848e-68,6.5902205095188221e-69,7.7125315005419339e-56,5.5795737835774017e-54,4.6582988138537272e-83,3.7962012627096482e-55,1.0397692046463168e-56,7.2913734563272546e-91,2.176164603524969e-66,7.8798752143250591e-49,6.0530958899311316e-92,1.0944596742494612e-21,2.1896368677159363e-47,4.4632331343925637e-42,2.1896368677159363e-47,1.4053506426112283e-78,1.0980754905252451e-71,9.1620955673706298e-72,9.613521260766687e-131,2.9277641627904444e-131,2.2038317039471999e-55,2.0043038068941366e-68,4.9995056926197018e-70,1.4852938579187654e-94,1.4842482139032985e-56,3.9524662622404871e-108,5.1375774174549697e-69,4.4347466244234132e-84,1.0171860490359999e-99,2.2275883010132904e-100,4.6987150803991102e-86,1.112660486618429e-74,3.2812414852554962e-109,1.1126604866239761e-74,1.0138777134428508e-95,2.5705498466825084e-75,5.9792423292667848e-91,1.8266276772092856e-85,4.0301289459217235e-95,7.5890973840609312e-30,1.0721972816622473e-77,4.9815213905430053e-68,5.2331361626487542e-85,4.1896873652445851e-101,3.6199961497341201e-105,2.9343819217986763e-117,7.6352248510068155e-120,7.7812928511759459e-131,4.2409324589123103e-49,1.1080342298843677e-49,1.1080342298843677e-49,2.6473895202544202e-120,2.4842354316934594e-122,2.9911048432254192e-132,1.9829178011947686e-101,1.0263093947867733e-117,1.4849547311555239e-52,8.8969476912593895e-69,1.3640739004398148e-51,8.8969476913471461e-69,6.0486833889079624e-68,2.6427411736423783e-111,7.8433099650784428e-125,5.0793908301407e-118,6.5165352802414606e-139,9.0076743446630586e-141,3.9000923511053e-141,1.3408194263364089e-124,3.2547034458205149e-74,2.5032374311643802e-144,3.9149843655966413e-90,2.0904842931224012e-92,6.3109316376040149e-44,1.1351337528008351e-92,7.5480621330981601e-106,4.5453603612549084e-110,5.079390045807947e-118,1.7573188553273374e-130,8.7294260163198022e-147,9.2963297514333284e-148,7.7705615297789998e-148,5.8471994758066272e-95,7.2078504288143844e-63,2.6730740075757825e-147,6.7608388459955994e-161,3.2316431533508413e-67,1.1330437614279778e-66
8.878000377158133e-26,0.29826749458469104,76.950000000000003,0.0,0.0,0.0,0.999999999999996,9.5,2.1284751921549919e-18,2.8396131497864414e-17,2.8393629875751847e-17,8.2046269627169887e-33,8.2053496737453274e-33,3.9450200165620625e-15,2.6305882810236232e-28,3.5527063242768924e-33,2.073373303954136e-48,1.0597634317691502e-52,1.0923641388998739e-35,9.5573396662004413e-28,3.9751129293430838e-34,1.7955930979828527e-48,3.0404760638289301e-52,2.9123340327913764e-53,8.8487919476472609e-69,1.2740332908060726e-45,6.499699346262658e-33,4.2726300257435375e-47,4.2726300257435375e-47,4.4610754835862786e-63,7.9421170348210608e-64,9.6314201200449231e-47,2.1590106132619071e-33,4.7656880566060579e-49,4.2422115963145142e-50,3.7885538014370146e-111,7.7660668746534731e-63,4.1873222990248392e-50,3.3893270342446248e-111,1.1675402171988547e-29,9.1204582563929372e-79,9.1204582561322519e-79,1.129437125075281e-43,3.2553013464943716e-44,1.9198081466857713e-30,1.1292977622964372e-43,3.4531019992435665e-58,3.3893270342446241e-111,2.0962643922757534e-65,5.586490009002946e-59,4.2477091828850335e-80,4.2063539661586078e-96,2.8782032731389719e-51,1.79466754519386e-112,4.1142832661818963e-36,3.2176136312111053e-76,2.3655382392067774e-111,8.8614976557613565e-51,2.8459952533151972e-128,1.0187206986497177e-116,2.0916581209689713e-132,3.8126263258785978e-75,3.7935594326707974e-50,1.0774187879154062e-75,1.3298163976811915e-50,1.6034069348087239e-66,2.9705986343660007e-39,1.3884682955517084e-66,1.3021165179671821e-67,7.5722091619199831e-55,5.4780586271336943e-53,1.8427745868229925e-81,3.7271329108870817e-54,1.0208518555148905e-55,5.7650697462969809e-89,4.2997345414652414e-65,7.7365082124371563e-48,4.7860009085389863e-90,2.501622112571223e-21,2.1497984610922362e-46,2.1488546282939245e-41,2.1497984610922362e-46,5.5594273852273796e-77,2.1696120686310027e-70,1.810275619943219e-70,3.035761466069727e-128,1.3337561617031507e-128,2.1637350354789312e-54,3.959425171585059e-67,9.8781807598175713e-69,1.1743771918880876e-92,1.4572436978821754e-55,6.2439279938858464e-106,1.0150987221051162e-67,1.7543416627013254e-82,8.0425842302241074e-98,1.7612870878572172e-98,1.8587649588162321e-84,2.1984296222074252e-73,5.1835573551167302e-107,2.1984296222293699e-73,8.0164262154788175e-94,5.0789746947104632e-74,2.365329433955748e-89,7.2259574396503933e-84,1.7343490385980253e-93,3.6538237074005657e-29,4.2415058201872752e-76,9.8426468095631139e-67,2.0701766243127429e-83,3.3126598192364755e-99,2.925822185736944e-103,4.7397464847603736e-115,1.2332760739889116e-117,2.5118535441992859e-128,4.1637726365457213e-48,1.0878745774536145e-48,1.0878745774536145e-48,4.2761833690590878e-118,4.0126495016353472e-120,9.6554871346248759e-130,1.5678334806926027e-99,1.6218804040919556e-115,1.4579373607097544e-51,1.7578869373572587e-67,1.3392558442995652e-50,1.7578869373919745e-67,1.1951179086153227e-66,2.2767800222339967e-109,1.3513287113088981e-122,8.0241948441393705e-116,2.2446762121393734e-136,3.1027703310342904e-138,1.3434201073866332e-138,3.0513913274291959e-122,6.4307455445026944e-73,8.6226150456077321e-142,1.5487288819377534e-88,8.2697479828454346e-91,6.1961101050746604e-43,4.4904774369836566e-91,5.9680273431588808e-104,7.1805553593387197e-108,8.0241934928051114e-116,5.5473346112805373e-128,5.5075882008794068e-144,5.8652603223603812e-145,4.9026193607253784e-145,4.6232048050272467e-93,1.42414978206546e-61,1.6865015908995852e-144,8.5272508352593378e-158,6.38518229257327e-66,2.238703538377975e-65
1.8865750801461031e-25,0.29826749458469104,76.950000000000003,0.0,0.0,0.0,0.99999999999999145,9.5,4.5230097833293432e-18,6.0341779432961491e-17,6.0336463485972267e-17,3.5831761494670231e-32,3.5834917636298503e-32,8.3831675351914831e-15,1.1488470140643089e-27,1.5515601897628379e-32,1.833875092052936e-47,9.37482726341902e-52,4.7706411843289213e-35,4.1739413260216515e-27,1.7360362518107536e-33,1.5881815134320998e-47,2.6892666460645399e-51,2.5759264708704631e-52,1.5748339971202576e-67,1.1268680177497104e-44,2.8385894669028551e-32,3.7790928717746393e-46,3.7790928717746409e-46,7.9382454686841204e-62,1.4132572917773092e-62,8.5188820238120891e-46,9.4289665709832246e-33,4.2151971163620456e-48,3.7521881154192495e-49,6.4024884383235299e-109,1.3819301064095996e-61,3.7036391535699535e-49,5.7278128509664331e-109,5.0989548687830322e-29,3.2550267684487098e-77,3.2550267682623821e-77,9.9897434666020175e-43,2.8792771758582915e-43,8.3843065553296715e-30,9.9885108186055129e-43,6.1446105091195609e-57,5.7278128509664322e-109,3.730190483076596e-64,4.9411872557850477e-58,1.5162136573638456e-78,3.0070013365548592e-94,2.5457382004757738e-50,2.5676221519353014e-110,1.7968155942403363e-35,5.7255716612338456e-75,3.3843640848708485e-109,7.8378943232515198e-50,8.1461746593671462e-126,1.4574787623473037e-114,5.9889042797426591e-130,1.3606992543793987e-73,3.3553603574049327e-49,3.8452311243298115e-74,1.1762075440574589e-49,2.8531769707813302e-65,1.2973384682409641e-38,2.4707051463552614e-65,2.3170467719038023e-66,6.6975332511775443e-54,4.845280818652671e-52,6.5767165753971357e-80,3.2966068512285839e-53,9.0293241178395798e-55,4.1206307951469867e-87,7.6511478826001172e-64,6.8428539007150277e-47,3.4208333285122375e-88,5.3159469892182288e-21,1.9014723931416619e-45,9.3846127165325264e-41,1.9014723931416619e-45,1.9841201448222338e-75,3.8607085429074703e-69,3.2212884940108613e-69,8.6893479874324588e-126,4.5335657259970491e-126,1.9137991353610939e-53,7.042936416708745e-66,1.7577694872798048e-67,8.3939571158205571e-91,1.2889155480170453e-54,8.9317354228829507e-104,1.8063139394693915e-66,6.2611207821824727e-81,5.7485029167108643e-96,1.2588943642837588e-96,6.6338001087631957e-83,3.9119880509937556e-72,7.4149097956578347e-105,3.9119880510720744e-72,5.7298062615375898e-92,9.0377690070430494e-73,8.4416972499448012e-88,2.5788928837783648e-82,6.4239728221089263e-92,1.59572080754311e-28,1.5137632995399084e-74,1.7514464107017014e-65,7.3883133260671022e-82,2.3677507238779255e-97,2.112931073027006e-101,6.8507884617392946e-113,1.7825665425580475e-115,7.26384716451667e-126,3.6828097437982532e-47,9.6221274396969467e-48,9.6221274396969467e-48,6.1807583547850361e-116,5.7998487897755333e-118,2.7922003258050812e-127,1.1206218149148731e-97,2.3204164272590776e-113,1.2895290849321202e-50,3.1280658813300052e-66,1.1845566276927968e-49,3.1280658814539029e-66,2.126648463475496e-65,1.6898144774797853e-107,2.0077692620455347e-120,1.1478355247299616e-113,6.6732463267748633e-134,9.2242928416423799e-136,3.9938826139203877e-136,5.1567165368085219e-120,1.144316810302686e-71,2.5634358253124647e-139,5.5273033723301752e-87,2.951414321847192e-89,5.4803892191544082e-42,1.6026203575167118e-89,4.2656986607994596e-102,1.0271550332061739e-105,1.1478353239514478e-113,1.587576855639563e-125,3.152914959532491e-141,3.3576706059806715e-142,2.8065899917616399e-142,3.3044734808469194e-91,2.5341984451535803e-60,9.6546726103196632e-142,9.7639335709961632e-155,1.1362090730650134e-64,3.9836533330724571e-64
3.884125165006683e-25,0.29826749458469104,76.950000000000003,0.0,0.0,0.0,0.99999999999998246,9.5,9.3120789656780034e-18,1.242330753031544e-16,1.2422213070641189e-16,1.4959055074387752e-31,1.4960372594995346e-31,1.7259462572441103e-14,4.7962101327286208e-27,6.4774583670218467e-32,1.541482320522903e-46,7.8806383719179044e-51,1.9916487841978214e-34,1.7425383394136734e-26,7.2476096118901171e-33,1.3349618411469581e-46,2.260490656326315e-50,2.1652214099798562e-51,2.6563787082193933e-66,9.4720046780968208e-44,1.1850552246865099e-31,3.1765552661537797e-45,3.1765552661537803e-45,1.338901126125492e-60,2.3836649886087587e-61,7.160633642152975e-45,3.9364079338053136e-32,3.543127160971428e-47,3.153940197298558e-48,9.3746533959947762e-107,2.330827111614222e-60,3.1131318695730353e-48,8.3867797204481347e-107,2.1287132845883142e-28,1.0997999777341653e-75,1.0997999776081517e-75,8.3969813108701525e-42,2.4202059557712013e-42,3.5002829414424561e-29,8.3959451959565326e-42,1.03637837387747e-55,8.3867797204481262e-107,6.2915114658069737e-63,4.1533657987169529e-57,5.1233230706400692e-77,2.0337894949914553e-92,2.1398463497322111e-49,3.4746292609949603e-108,7.5013514020959522e-35,9.6570138819294094e-74,4.5798835589144359e-107,6.5882224472510824e-49,2.2052022353819382e-123,1.9723300609180471e-112,1.6214755686887678e-127,4.5974952471488279e-72,2.820382555860691e-48,1.2992166903446924e-72,9.8867331260131123e-49,4.8122999903123111e-64,5.4161327233175059e-38,4.1672053551753604e-64,3.9080380474910149e-65,5.6296802542656638e-53,4.0727504781360096e-51,2.2221137299978469e-78,2.7709966938980213e-52,7.5896994970072026e-54,2.7867846020872014e-85,1.290477921928224e-62,5.7518310163986146e-46,2.3135112365405554e-86,1.0944596742526169e-20,1.598302118739523e-44,3.9178910727801942e-40,1.598302118739523e-44,6.7038935357930457e-74,6.511648537571581e-68,5.4331730381802276e-68,2.3522414393166832e-123,1.3319551652440599e-123,1.6086634883187143e-52,1.1870011427894248e-64,2.9647351612448457e-66,5.6768372620296156e-89,1.0834111810961558e-53,1.2085935906718367e-101,3.0466124753107253e-65,2.1154912039003491e-79,3.887715306165003e-94,8.5139086815764014e-95,2.2414111253780166e-81,6.5981396359239409e-71,1.0033450421610366e-102,6.5981396361885591e-71,3.8750707492185457e-90,1.5243534976358848e-71,2.8522617579741704e-86,8.7134961953780106e-81,2.2092827205415671e-90,6.6618202530412089e-28,5.1146640615432868e-73,2.9540703684377921e-64,2.4963440885538347e-80,1.6013109610946515e-95,1.4362238818551723e-99,9.317453817622123e-111,2.4243897697235309e-113,1.9762786569595837e-123,3.0956234955932228e-46,8.0879778897288612e-47,8.0879778897288612e-47,8.406175559362279e-114,7.8881173424004272e-116,7.5967538755510594e-125,7.5787707606501206e-96,3.1400986355300706e-111,1.0839268958409129e-49,5.2759403160489501e-65,9.9569122046636633e-49,5.2759403164675706e-65,3.5869034711234045e-64,1.1635335744034005e-105,2.7663954851500385e-118,1.5531899039807991e-111,1.8394278594758426e-131,2.5426037655031284e-133,1.1008823275482055e-133,7.5505691832776285e-118,1.9300575574368095e-70,7.0659092184070262e-137,1.8675508861368574e-85,9.9721619899906054e-88,4.6065973568039441e-41,5.414897766406459e-88,2.8848971296760954e-100,1.3898900168699997e-103,1.5531896273369531e-111,4.2973119483439982e-123,1.7070567297642834e-138,1.817915889850401e-139,1.5195488602208082e-139,2.2348170152199973e-89,4.2742960839798005e-59,5.227249724296263e-139,1.0573342224566076e-151,1.9163826735324977e-63,6.719013609238485e-63
7.879225334727842e-25,0.298267494584691,76.950000000000003,0.0,0.0,0.0,0.99999999999996447,9.5,1.8890217330375151e-17,2.5201566704353539e-16,2.5199346514728614e-16,6.111262099834213e-31,6.1118002630461167e-31,3.5012052646903445e-14,1.9594083357003333e-26,2.6462530971873926e-31,1.2638000212985367e-45,6.4612348439441063e-50,8.1365351424443285e-34,7.1188376927557742e-26,2.9608850101354045e-32,1.0944816901540486e-45,1.8532868128836132e-49,1.7751793290690661e-50,4.3632626256663898e-65,7.7657217095134312e-43,4.8413372668424703e-31,2.6043319265782756e-44,2.6043319265782781e-44,2.199149120119387e-59,3.9151769014810898e-60,5.8707200870847711e-44,1.6081510827859188e-31,2.9048697132743887e-46,2.5857907267771095e-47,1.2819045553291576e-104,3.8283905298742814e-59,2.5523335941776714e-47,1.1468211862401342e-104,8.69648834957412e-28,3.6159017044997729e-74,3.6159017036708139e-74,6.8843526028821735e-41,1.9842310652228013e-41,1.4299797929967573e-28,6.8835031332766522e-41,1.7022545911404477e-54,1.1468211862401322e-104,1.0333826474798868e-61,3.4051805149996525e-56,1.6844973558739387e-75,1.3379437231102889e-90,1.7543753215795698e-48,4.5725857119129451e-106,3.0645468108250757e-34,1.5861675640003999e-72,6.0270919717407588e-105,5.4014228058868538e-48,5.804670193626175e-121,2.5955713774797199e-110,4.2684840415557842e-125,1.5115558500154763e-70,2.3123200193589075e-47,4.2715402260517445e-71,8.1057411479606549e-48,7.9042171844428271e-63,2.212666941534031e-37,6.8446473091807957e-63,6.4189642281055079e-64,4.6155520034004307e-52,3.3390869071760546e-50,7.3057569748626188e-77,2.2718305061880961e-51,6.2225081673614005e-53,1.833239992841982e-83,2.1196138618272679e-61,4.715698578187183e-45,1.5219049651492932e-84,2.2201896249197754e-20,1.3103846422852259e-43,1.6005863409491055e-39,1.3103846422852259e-43,2.2040935220527235e-72,1.0695399933636869e-66,8.9240002691262427e-67,6.1917159123193046e-121,3.6488173521181688e-121,1.318879519076821e-51,1.946725652384997e-63,4.8695864047490727e-65,3.7344131634073958e-87,8.882459432092724e-53,1.5904412126529582e-99,5.004070139101917e-64,6.9552722363345721e-78,2.5574689822499162e-92,5.6007335043955487e-93,7.3692693885018533e-80,1.0837464164087341e-69,1.3203456628274287e-100,1.0837464164957349e-69,2.5491509703497119e-88,2.5037606368564973e-70,9.3776326725881789e-85,2.8648069090240132e-79,7.3268839337596388e-89,2.7215709430608224e-27,1.6815896412039089e-71,4.8520694506778035e-63,8.2074331947306466e-79,1.0533958357113409e-93,9.4717050467818658e-98,1.229228763984854e-108,3.1984377996613944e-111,5.2151083998393121e-121,2.5379791713766197e-45,6.6310129290296768e-46,6.6310129290296768e-46,1.109006064879421e-111,1.0406599195633589e-113,2.004671497533857e-122,4.9855685454175965e-94,4.1323459501156518e-109,8.8866875731398961e-49,8.6657478100094899e-64,8.1632781966719389e-48,8.665747811385824e-64,5.8914997221101247e-63,7.7217762660701164e-104,3.6728448101290333e-116,2.0439149081696283e-109,4.8849603957148786e-129,6.7523815272194989e-131,2.9236083079732346e-131,1.0324765413012489e-115,3.1701253336904267e-69,1.876490372987714e-134,6.1400987171575907e-84,3.2786287168180644e-86,3.7767668318046742e-40,1.7803037211436799e-86,1.8977857163088748e-98,1.8290171162125689e-101,2.0439145408738363e-109,1.1311255510340229e-120,8.9869995116663779e-136,9.5706305066087553e-137,7.9998424344523486e-137,1.4701372778938161e-87,7.0205441528332279e-58,2.7519466634901442e-136,1.1133211656682539e-148,3.1476642958105815e-62,1.1036000029108495e-61
