Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516)
7.393557178683909e-10,0.3610994387480695,76.950000000000003,0.0,0.0,0.0,0.13696395148414836,9.4999065044250628,0.0019167414634445651,0.011146955069981843,0.007489240127481615,8.7575441490321665e-05,9.1990994451729745e-10,0.00010127881287689254,0.20821902081375335,5.3116707076005591e-06,4.2496647708299935e-13,2.7034344576531367e-07,1.4490372882607209e-06,0.63007443713536893,0.00018066569385498629,1.9934755748702936e-14,5.8190408142189778e-15,6.9687092708793113e-10,0.0,0.00023529041626428498,9.276427790396897e-05,0.0034847093958308845,0.0034850465947569311,3.3719892604844425e-07
7.535651121823094e-10,0.36109975041292325,76.950000000000003,0.0,0.0,0.0,0.13190097085892669,9.4999071543543128,0.0019278692280310684,0.011162722458868899,0.0074316212799721568,8.6904560449104545e-05,9.2121042695568895e-10,9.7779039219067921e-05,0.20928664801240823,5.3191916195602928e-06,4.2171097591687471e-13,2.7653208649124766e-07,1.4904558620252644e-06,0.63402694849748586,0.00018239182602723428,1.9962981810105627e-14,5.9495765252318302e-15,7.1849987252699251e-10,0.0,0.00023711040344644141,9.2068345758852295e-05,0.0035595332298118429,0.0035598776696797335,3.4443986789217475e-07
7.677745064962279e-10,0.36110005976768356,76.950000000000003,0.0,0.0,0.0,0.12702643820522749,9.499907811849436,0.001938566968600258,0.011177338382904809,0.0073734331513384942,8.6226780487735067e-05,9.224158886940548e-10,9.4409282275796633e-05,0.21030528219298647,5.3261630134892677e-06,4.1842199721629393e-13,2.8265826529581601e-07,1.531947517460204e-06,0.6378427339017041,0.0001840564398425937,1.99891455245786e-14,6.0809955639433682e-15,7.4018442657638103e-10,0.0,0.00023886666779543458,9.1363889553933836e-05,0.0036337900795066053,0.0036341417054409327,3.5162593432953748e-07
7.819839008101464e-10,0.36110036678140023,76.950000000000003,0.0,0.0,0.0,0.12233325897218336,9.4999084758243821,0.0019488506910670389,0.011190886676170872,0.0073147637636732342,8.5543148985905119e-05,9.2353324840176248e-10,9.1164646877370947e-05,0.21127675672621449,5.3326249012711048e-06,4.1510462347093974e-13,2.8872124423271152e-07,1.5735043852512981e-06,0.64152687127398988,0.0001856615823201092,2.0013397057141861e-14,6.2132545782370565e-15,7.6191919650010644e-10,0.0,0.00024056158040851281,9.0652109282285368e-05,0.0037074735358967048,0.0037078322924017281,3.5875650502473902e-07
7.961932951240649e-10,0.36110067142732677,76.950000000000003,0.0,0.0,0.0,0.11781461151042728,9.499909145277714,0.0019587357990639583,0.01120344504366279,0.0072556942499564341,8.4854631427849959e-05,9.2456891891892115e-10,8.8040426201820083e-05,0.21220283600081544,5.3386143694826749e-06,4.1176353976629209e-13,2.9472042475309677e-07,1.615119185167289e-06,0.6450842474373788,0.00018720924929355873,2.0035875594109068e-14,6.3463126499640444e-15,7.8369918403712535e-10,0.0,0.00024219742332870497,8.9934111499774498e-05,0.0037805781232073091,0.0037809439542572905,3.6583104998273253e-07
8.104026894379834e-10,0.36110097368259225,76.950000000000003,0.0,0.0,0.0,0.11346393615507622,9.4999098192863034,0.001968237117087419,0.011215085512099736,0.0071962993648352737,8.4162117474937342e-05,9.255288444592791e-10,8.5032094237000712e-05,0.21308521807334191,5.3441657945274472e-06,4.0840306325159396e-13,3.0065533592404345e-07,1.6567851848752843e-06,0.64851956545907607,0.00018870138463075443,2.0056710150478914e-14,6.4801303873044108e-15,8.0551975867313673e-10,0.0,0.00024377639286625192,8.9210916254636719e-05,0.0038530992260977898,0.0038534720752202893,3.7284912250106202e-07
8.246120837519019e-10,0.3611012735279006,76.950000000000003,0.0,0.0,0.0,0.10927492477537096,9.4999104969995383,0.001977368912719539,0.01122587484729432,0.0071366479575185717,8.3466426587347793e-05,9.2641853504843471e-10,8.2135298565105065e-05,0.21392553721227284,5.3493110417784973e-06,4.0502717041985114e-13,3.0652562350851717e-07,1.6984961614384292e-06,0.65183735170392454,0.00019013987977394779,2.0076020317331768e-14,6.6146694964098877e-15,8.2737663252734662e-10,0.0,0.00024530060281246433,8.8483463502389952e-05,0.0039250330222510817,0.0039254128326037243,3.7981035264421437e-07
8.388214780658204e-10,0.36110157094724976,76.950000000000003,0.0,0.0,0.0,0.10524151076900501,9.4999111776339635,0.0019861449179649411,0.011235874940584744,0.0070768034096152779,8.2768313228746344e-05,9.2724309842782253e-10,7.9345853454141743e-05,0.21472536634086156,5.3540796501323995e-06,4.0163952236320839e-13,3.1233103985214093e-07,1.7402463653485757e-06,0.6550419626067403,0.00019152657355775519,2.0093916954459399e-14,6.749894172843325e-15,8.4926583678606592e-10,0.0,0.00024677208754557824,8.7752619044677128e-05,0.0039963764199626899,0.0039967631344038895,3.8671444120080696e-07
8.530308723797389e-10,0.36110186592767307,76.950000000000003,0.0,0.0,0.0,0.10135785948027459,9.4999118604682842,0.0019945783497400406,0.011245143166648822,0.0070168240405409079,8.206847168569891e-05,9.2800726958390408e-10,7.6659733242555268e-05,0.21548621938302689,5.358499002774953e-06,3.9824348815975961e-13,3.1807143452425786e-07,1.7820304869503397e-06,0.65813759117546455,0.00019286325226584308,2.0110502831240198e-14,6.8857701040711532e-15,8.7118369961368579e-10,0.0,0.00024819280502866927,8.7019180027707641e-05,0.0040671270003583507,0.0040675205615124397,3.935611540902424e-07
8.672402666936574e-10,0.3611021584589985,76.950000000000003,0.0,0.0,0.0,0.097618359022254825,9.4999125448387769,0.0020026819295506995,0.011253732714847564,0.0069567634829228705,8.1367540530380135e-05,9.2871543808192577e-10,7.4073066003036472e-05,0.21620955351638729,5.3625944852218984e-06,3.948421665297963e-13,3.2374674566331152e-07,1.8238436251174843e-06,0.661128273236543,0.00019415164989201636,2.0125873219781454e-14,7.0222635863593107e-15,8.9312682546991812e-10,0.0,0.00024956463970055552,8.6283880033305763e-05,0.0041372829638963715,0.0041376833142135533,4.0035031718430769e-07
8.814496610075759e-10,0.36110244853362794,76.950000000000003,0.0,0.0,0.0,0.094017611484267793,9.499913230135018,0.0020104679023924348,0.011261692896080814,0.0068966710302493083,8.0666106752983681e-05,9.2937167340500096e-10,7.1582127472104155e-05,0.21689677133634253,5.3663896319023029e-06,3.9143840588775622e-13,3.2935699197907863e-07,1.8656812580475774e-06,0.66401789343339834,0.00019539344857546457,2.0140116445047386e-14,7.1593434465539632e-15,9.1509207576126479e-10,0.0,0.0002508894052615709,8.5547393793091329e-05,0.0042068430808368017,0.0042072501626483098,4.0708181151103596e-07
8.956590553214944e-10,0.36110273614632965,76.950000000000003,0.0,0.0,0.0,0.090550424506920135,9.4999139157959132,0.0020179480549057192,0.011269069426984156,0.006836591958831211,7.9964709588825424e-05,9.2997974841034937e-10,6.918333523392816e-05,0.21754922293492313,5.3699062618211338e-06,3.8803482291364529e-13,3.3490226536678768e-07,1.9075392160461704e-06,0.66681019098834993,0.0001965902791836313,2.0153314393986252e-14,7.2969800603274582e-15,9.3707655075525785e-10,0.0,0.00025216884735670194,8.4810341553980204e-05,0.0042758066453840657,0.0042762204009528801,4.1375556881575942e-07
9.098684496354129e-10,0.3611030212940496,76.950000000000003,0.0,0.0,0.0,0.08721180320791716,9.4999146013060809,0.0020251337328174258,0.011275904693155876,0.0067765678259895847,7.9263844062964111e-05,9.3054316103514549e-10,6.687324314665771e-05,0.21816820789795421,5.3731646040400812e-06,3.8463381975455277e-13,3.4038272409062301e-07,1.9494136561772606e-06,0.66950876523783964,0.00019774372201939748,2.0165542986478023e-14,7.4351437923203678e-15,9.5907757268770553e-10,0.0,0.00025340464615881492,8.4073293121016398e-05,0.0043441734332317775,0.0043445938047992298,4.2037156745217516e-07
9.240778439493314e-10,0.3611033039757338,76.950000000000003,0.0,0.0,0.0,0.083996942442715397,9.4999152861924188,0.002032035857698033,0.011282237992975298,0.0067166367462366573,7.8563964273065394e-05,9.3106515443555924e-10,6.4648535999502088e-05,0.21875497722392281,5.376183414174081e-06,3.8123759995390076e-13,3.4579858649656565e-07,1.9913010386625069e-06,0.67211708095039691,0.00019885530763205766,2.0176872612550039e-14,7.573807557960361e-15,9.8109266999525806e-10,0.0,0.00025459841885477896,8.3336771601565359e-05,0.0044119436622585221,0.004412370592087096,4.2692982857595152e-07
9.3828723826325e-10,0.3611035841921663,76.950000000000003,0.0,0.0,0.0,0.080901219384882803,9.499915970020993,0.0020386649430629497,0.011288105763458019,0.0066568336470877714,7.7865486430013471e-05,9.3154873563292304e-10,6.250602439091816e-05,0.21931073516778526,5.3789800822598757e-06,3.7784818320613055e-13,3.5115012521690396e-07,2.0331981049175126e-06,0.67463847343633621,0.00019992651771403393,2.0187368537185291e-14,7.7129460384447204e-15,1.003119562607688e-09,0.0,0.0002557517220373955,8.2601256873101231e-05,0.0044791179561417972,0.0044795513865544187,4.3343041262249912e-07
9.524966325771685e-10,0.36110386194581684,76.950000000000003,0.0,0.0,0.0,0.077920186411798653,9.4999166523941128,0.0020450311098449657,0.011293541789484447,0.006597190506017505,7.7168791674488651e-05,9.3199669275497841e-10,6.0442639818080314e-05,0.21983664101280584,5.3815707324127596e-06,3.7446741902581404e-13,3.564376618310647e-07,2.0751018571192526e-06,0.67707615345778904,0.00020095878606748527,2.0197091274354784e-14,7.8525331461458252e-15,1.0251561482364814e-09,0.0,0.00025686605400618301,8.1867188795161112e-05,0.0045456973106746583,0.0045461371840907023,4.3987341604782685e-07
9.667060268910871e-10,0.3611041372407018,76.950000000000003,0.0,0.0,0.0,0.075049564282057335,9.4999173329476516,0.0020511441012636862,0.01129857739763643,0.0065377365699595662,7.647422868604841e-05,9.3241161105164913e-10,5.8455429967152196e-05,0.22033381077338068,5.3839703154504128e-06,3.7109699940712318e-13,3.6166156194965562e-07,2.1170095392044833e-06,0.67943321194727468,0.00020195349962695639,2.0206096934645309e-14,7.992545310031979e-15,1.0472004895988271e-09,0.0,0.00025794285698014938,8.1134970184487272e-05,0.0046116830625856659,0.0046121293215539722,4.4625896830835487e-07
9.809154212050057e-10,0.36110441008225497,76.950000000000003,0.0,0.0,0.0,0.072285235591622934,9.499918011348548,0.0020570132971165942,0.011303241635784021,0.0064784985586443626,7.5782116099967545e-05,9.3279588773064179e-10,5.6541554196247337e-05,0.2208033188316666,5.3861926947501148e-06,3.6773847055122363e-13,3.6682223069074742e-07,2.1589186192045289e-06,0.68171262454265169,0.00020291199952596838,2.0214437547449181e-14,8.1329611796293215e-15,1.0692508025188314e-09,0.0,0.00025898351922568584,8.0404969570937559e-05,0.0046770768606777015,0.0046775294479067661,4.5258722906676061e-07
9.951248155189243e-10,0.3611046804772066,76.950000000000003,0.0,0.0,0.0,0.069623238496426113,9.4999186872924852,0.0020626477275153474,0.011307561439478961,0.006419500852970942,7.509274474619045e-05,9.3315174565332363e-10,5.4698279203027896e-05,0.22124619951071087,5.388250725412403e-06,3.6439324373304414e-13,3.7192010851945368e-07,2.2008267728272588e-06,0.68391725594594055,0.00020383558219699626,2.02221613580873e-14,8.2737577338323156e-15,1.0913054448506014e-09,0.0,0.00025998937710265517,7.9677523750414759e-05,0.0047418806391148474,0.0047423394975004566,4.5885838560839548e-07
9.999999999999999e-10,0.3611049484334734,76.950000000000003,0.0,0.0,0.0,0.068732805695747037,9.4999189185892394,0.0020645283602317233,0.011308968736353514,0.0063993184100849219,7.4856904302482143e-05,9.3326766665913805e-10,5.4081649695862111e-05,0.22139219525511181,5.3889211317310926e-06,3.6324881007950016e-13,3.7365478605960773e-07,2.2152046847201047e-06,0.68465692526394617,0.00020414464120227009,2.0224677400025406e-14,8.3221482945505907e-15,1.0988730235366487e-09,0.0,0.00026032669660609352,7.9428584876737563e-05,0.0047639789918318227,0.0047644399887057575,4.6099687393654426e-07
1.009334209832843e-09,0.3611049484334734,76.950000000000003,0.0,0.0,0.0,0.067059760689698517,9.4999193605017531,0.002068056086089831,0.011311561786131213,0.0063607656695206455,7.4406379723617898e-05,9.334812460774247e-10,5.2922974867451995e-05,0.22166344858666101,5.3901563279137412e-06,3.6106260536548111e-13,3.7695566742379993e-07,2.2427318682023258e-06,0.68604986411318281,0.00020472550049564111,2.0229313104248451e-14,8.4149143143589118e-15,1.113362906170615e-09,0.0,0.00026096171703169285,7.895294014985235e-05,0.0048060965926991798,0.0048065616653496243,4.6507265044593791e-07
1.0235436041467615e-09,0.3611052139600554,76.950000000000003,0.0,0.0,0.0,0.064591133622912522,9.4999200307232758,0.0020732467426815403,0.011315265837872682,0.0063023132222372906,7.3723262321802083e-05,9.3378630047410994e-10,5.1213110262723071e-05,0.22205602474251857,5.3919205565287235e-06,3.5774772632342518e-13,3.8192940740171988e-07,2.2846319517107992e-06,0.68811310428218708,0.00020558296484100716,2.0235934272733096e-14,8.5564132670714808e-15,1.1354217981894947e-09,0.0,0.00026190177738566733,7.8231499018170512e-05,0.0048697271539909631,0.0048701983842500641,4.7123025910360886e-07
1.0377529984606801e-09,0.3611054770669415,76.950000000000003,0.0,0.0,0.0,0.062213826959734458,9.4999206977267558,0.0020782277555469065,0.011318695073945234,0.0062441618722220904,7.3043611801319131e-05,9.3406868140511038e-10,4.9566249828070279e-05,0.22242485096579606,5.3935536622261995e-06,3.544496705860315e-13,3.8684185323575011e-07,2.3265252348251625e-06,0.69010953284470766,0.00020640914436536855,2.0242063335523352e-14,8.6982342270617749e-15,1.1574808458359989e-09,0.0,0.00026281075030819555,7.7513455456078059e-05,0.0049327749721366412,0.0049332523036047134,4.773314680709842e-07
1.0519623927745987e-09,0.3611057377650206,76.950000000000003,0.0,0.0,0.0,0.059924443252912456,9.4999213613029827,0.0020830068830902894,0.011321869413385961,0.0061863282665205492,7.2367627043334987e-05,9.343300326634388e-10,4.7980049694651244e-05,0.22277081589233241,5.3950651512165149e-06,3.5116940323993213e-13,3.9169355153363097e-07,2.368410081890272e-06,0.69204161106932804,0.00020720516806715548,2.0247735969547214e-14,8.8403588139449421e-15,1.1795388789686849e-09,0.0,0.00026368978346202101,7.6799041296630335e-05,0.0049952428932790241,0.0049957262698319283,4.8337655290451257e-07
1.0661717870885174e-09,0.3611059960660013,76.950000000000003,0.0,0.0,0.0,0.057719712834502314,9.4999220212622504,0.0020875915951455121,0.01132480732872569,0.0061288274667132677,7.1695488077991391e-05,9.3457187870134165e-10,4.6452254158435978e-05,0.22309477509842587,5.3964638395637815e-06,3.4790779789373161e-13,3.9648506801455835e-07,2.410284998780283e-06,0.69391170868104057,0.00020797212596212843,2.0252985261579004e-14,8.9827728692217233e-15,1.2015948246732892e-09,0.0,0.00026453998170997844,7.6088466847561769e-05,0.0050571339424333355,0.0050576233082398059,4.8936580647106655e-07
1.080381181402436e-09,0.3611062519823355,76.950000000000003,0.0,0.0,0.0,0.055596488910292285,9.4999226774328953,0.0020919890838240005,0.011327525951364338,0.0060716730680622161,7.10273575004923e-05,9.3479563326406989e-10,4.498069229534195e-05,0.22339755234335001,5.3977579031750407e-06,3.4466564355350613e-13,4.0121698502228391e-07,2.4521486223707177e-06,0.69572210730325867,0.00020871107022834412,2.025784189586447e-14,9.1254583765245771e-15,1.2236477001063629e-09,0.0,0.00026536240873116783,7.5381922505591396e-05,0.0051184513067214594,0.0051189466062587872,4.9529953732947862e-07
1.0945905757163546e-09,0.36110650552715023,76.950000000000003,0.0,0.0,0.0,0.053551742849719121,9.499923329659941,0.002096206273946816,0.01133004116923568,0.0060148773099080854,7.0363381783198307e-05,9.3500260745746209e-10,4.3563274710578236e-05,0.22367994076423134,5.3989549242894361e-06,3.4144365098865682e-13,4.0588989924760768e-07,2.4939997107688113e-06,0.69747500376775895,0.000209423016341166,2.0262334328653513e-14,9.268398545865423e-15,1.2456966058480707e-09,0.0,0.00026615808857487417,7.4679580252140954e-05,0.0051791983198645345,0.0051796994979327595,5.011780682274505e-07
1.1087999700302732e-09,0.3611067567141814,76.950000000000003,0.0,0.0,0.0,0.051582559662977083,9.4999239778038511,0.0021002498330771422,0.011332367717328864,0.0059584511779626828,6.970369249141357e-05,9.3519401728824932e-10,4.2197990416470817e-05,0.22394270402518246,5.4000619351498468e-06,3.382424586280827e-13,4.1050441964408032e-07,2.5358371342490003e-06,0.69917251329780616,0.0002101089441951459,2.0266488952024165e-14,9.4115825782038506e-15,1.2677407197293547e-09,0.0,0.00026692800715467506,7.3981595039203873e-05,0.0052393784478415193,0.0052398854495762266,5.0700173470970552e-07
1.1230093643441918e-09,0.3611070055577161,76.950000000000003,0.0,0.0,0.0,0.049686133657408586,9.4999246217393392,0.0021041261811690789,0.011334519261593571,0.0059024044990926188,6.9048407409915557e-05,9.3537099051110964e-10,4.0882903835662359e-05,0.22418657742250472,5.4010854577683943e-06,3.3506263803167084e-13,4.1506116552191248e-07,2.5776598668439953e-06,0.70081667256949909,0.00021076979921010635,2.0270330243126435e-14,9.5549946386792412e-15,1.2897792911008302e-09,0.0,0.00026767311368509276,7.3288106073453603e-05,0.0052989952756280472,0.005299508046511886,5.1277088384011283e-07
1.1372187586581104e-09,0.36110725207253597,76.950000000000003,0.0,0.0,0.0,0.047859764265633084,9.4999252613543312,0.00210784149984793,0.011336508476714611,0.0058467460291462721,6.8397631586779962e-05,9.3553457303843546e-10,3.961615192230548e-05,0.22441226894769681,5.4020315407590743e-06,3.3190469895501241e-13,4.1956076480620178e-07,2.6194669785451203e-06,0.70240944265616145,0.00021140649341919775,2.027388090250529e-14,9.6986187626067846e-15,1.3118116355128747e-09,0.0,0.00026839432206305307,7.2599238006077941e-05,0.0053580524949363153,0.0053585709808093279,5.1848587301359699e-07
1.151428152972029e-09,0.3611074962738675,76.950000000000003,0.0,0.0,0.0,0.046100852038217621,9.4999258965489286,0.002111401741336531,0.011338347118205533,0.0057914835343350892,6.7751458300608912e-05,9.3568573499386855e-10,3.8395941395512204e-05,0.22462046030993657,5.4029057943345111e-06,3.2876909403744244e-13,4.2400385244661192e-07,2.6612576280687933e-06,0.7039527118603951,0.0002120199065370929,2.0277161985351301e-14,9.8424474172472763e-15,1.3338371297783185e-09,0.0,0.00026909251219632872,7.1915102035272231e-05,0.0054165538928824756,0.0054170780399513266,5.2414706885336213e-07
1.1656375472859476e-09,0.36110773817733405,76.950000000000003,0.0,0.0,0.0,0.044406894794022829,9.4999265272345159,0.0021148126370415634,0.011340046089240073,0.0057366238666425578,6.7109969956784309e-05,9.3582537613662685e-10,3.7220546083550801e-05,0.22481180791962799,5.4037134220021288e-06,3.2565622315724121e-13,4.2839106896660048e-07,2.7030310561489658e-06,0.70544829843822499,0.00021261088700682599,2.0280193020437912e-14,9.986466971889873e-15,1.355855207391042e-09,0.0,0.00026976853128105629,7.1235796927809515e-05,0.0054745033415134724,0.0054750330963596744,5.2975484620427766e-07
1.1798469415998662e-09,0.3611079777989129,76.950000000000003,0.0,0.0,0.0,0.042775483921670694,9.4999271533328677,0.0021180797058132205,0.011341615502607099,0.0056821730336991142,6.6473238917933653e-05,9.359543309373434e-10,3.6088304372191687e-05,0.22498694383454423,5.4044592496334387e-06,3.2256643746230812e-13,4.3272305914118542e-07,2.7447865793180055e-06,0.70689795321957638,0.00021318025302407534,2.0282992119350569e-14,1.0130661417394048e-14,1.3778653542755079e-09,0.0,0.00027042319503033313,7.056140996563199e-05,0.0055319047881302302,0.0055324400977174257,5.3530958719621902e-07
1.1940563359137848e-09,0.3611082151548947,76.950000000000003,0.0,0.0,0.0,0.041204300825876818,9.4999277747753883,0.0021212082618910092,0.01134306473814535,0.0056281362635289814,6.5841328273445193e-05,9.3607337346638077e-10,3.4997616751002866e-05,0.22514647667003246,5.4051477535652404e-06,3.1950004309610441e-13,4.3700047079307369e-07,2.7865235841411876e-06,0.70830336212915523,0.0002137287935379584,2.0285576081844142e-14,1.0275026396642284e-14,1.3998671048439458e-09,0.0,0.0002710572888558237,6.9892017822967265e-05,0.0055887622463487684,0.0055893030580291356,5.4081168037005937e-07
1.2082657302277034e-09,0.3611084502618469,76.950000000000003,0.0,0.0,0.0,0.039691113512672266,9.4999283915023458,0.0021242034225479943,0.011344402495991029,0.0055745180645448145,6.521429255251382e-05,9.3618322168788483e-10,3.3946943457606402e-05,0.22529099247468362,5.4057830859677702e-06,3.1645730466487371e-13,4.4122395369773923e-07,2.8282415218723152e-06,0.70966614861162169,0.00021425726922763,2.0287960490993467e-14,1.041955075966591e-14,1.4218600383394507e-09,0.0,0.00027167156900422267,6.922768737906726e-05,0.0056450797878450313,0.0056456260493649157,5.4626151988700425e-07
1.222475124541622e-09,0.3611086831365787,76.950000000000003,0.0,0.0,0.0,0.038233773307806813,9.4999290034622135,0.0021270701154452354,0.011345636845945133,0.0055213222811384393,6.459217838484507e-05,9.3628454145124822e-10,3.2934802214351757e-05,0.22542105557281586,5.406369097647331e-06,3.1343844844678234e-13,4.4539415858876094e-07,2.8699399035002808e-06,0.71098787596480206,0.00021476641345417432,2.029015979895801e-14,1.0564217454813513e-14,1.4438437754447417e-09,0.0,0.00027226676365035081,6.8568476471289993e-05,0.0057008615347333086,0.0057014131942381002,5.5165950479328532e-07
1.2366845188555406e-09,0.36110891379610943,76.950000000000003,0.0,0.0,0.0,0.036830211702880179,9.4999296106110211,0.0021298130857077212,0.011346775273242442,0.0054685521451902711,6.397502511284538e-05,9.3637795047272379e-10,3.1959766050275883e-05,0.22553720937506411,5.4069093606345767e-06,3.1044366535093683e-13,4.4951173625538991e-07,2.9116182951584237e-06,0.712270049584523,0.00021525693318745555,2.0292187411641705e-14,1.0709025145977281e-14,1.4658179751376956e-09,0.0,0.00027284357394858662,6.7914434592897491e-05,0.0057561116525317113,0.0057566686585700357,5.5700603832669077e-07
1.2508939131694592e-09,0.3611091422576405,76.950000000000003,0.0,0.0,0.0,0.035478437323988844,9.499930212911778,0.0021324369027326128,0.011347824720987401,0.0054162103237961941,6.3362865358861927e-05,9.3646402173772574e-10,3.1020461209703103e-05,0.22563997715831344,5.4074071886430212e-06,3.0747311367775502e-13,4.5357733672493599e-07,2.9532763138706314e-06,0.71351411912449747,0.00021572950990773985,2.0294055765358473e-14,1.0853965777021301e-14,1.4877823317760714e-09,0.0,0.00027340267504426545,6.7265603539619852e-05,0.0058108343436715799,0.0058113966451988752,5.623015272975193e-07
1.2651033074833778e-09,0.3611093685385272,76.950000000000003,0.0,0.0,0.0,0.0341765330179057,9.4999308103339164,0.0021349459667402023,0.01134879162950151,0.0053642989634887419,6.2755725550763029e-05,9.3654328659618148e-10,3.0115565143430726e-05,0.2257298628161658,5.4078656547973228e-06,3.0452692167601268e-13,4.5759160852312804e-07,2.9949136236098678e-06,0.71472148057457063,0.00021618480048202852,2.02957763936202e-14,1.0999020115276986e-14,1.5097365723950492e-09,0.0,0.00027394471704661645,6.6622018008737378e-05,0.0058650338415109238,0.0058656013878924367,5.6754638151539347e-07
1.2793127017972964e-09,0.36110959265625403,76.950000000000003,0.0,0.0,0.0,0.032922653051028233,9.4999314028528126,0.0021373445150775325,0.011349681972805045,0.0053128197312090628,6.2153626408898669e-05,9.3661623804509554e-10,2.9243804573989353e-05,0.22580735158108223,5.4082876097634179e-06,3.0160518988978741e-13,4.6155519800613375e-07,3.0365299316465118e-06,0.71589347826048289,0.00021662343801515511,2.0297359995071151e-14,1.1144189525468723e-14,1.5316804542023488e-09,0.0,0.00027447032596473705,6.5983706154156845e-05,0.0059187144048148651,0.0059192871458280992,5.7274101323776337e-07
1.293522096111215e-09,0.3611098146284121,76.950000000000003,0.0,0.0,0.0,0.031715020416538536,9.499931990449296,0.0021396366282842552,0.011350501292444389,0.0052617738522672932,6.1556583397268027e-05,9.3668333343872098e-10,2.8403953637332779e-05,0.22587291071929266,5.4086756984608691e-06,2.9870799335548574e-13,4.6546874875841738e-07,3.078124985165634e-06,0.71703140676818766,0.00021704603267579516,2.0298816496005575e-14,1.1289470097013225e-14,1.5536137622567437e-09,0.0,0.00027498010460805104,6.5350690100701467e-05,0.0059718803126687465,0.0059724581985054308,5.7788583668662437e-07
1.3077314904251336e-09,0.3611100344726779,76.950000000000003,0.0,0.0,0.0,0.030551924245415765,9.4999325731092359,0.0021418262359298979,0.011351254728860545,0.0052111621455114832,6.0964607141516561e-05,9.3674499682482478e-10,2.7594832098998859e-05,0.22592699019952511,5.4090323736826279e-06,2.9583538364229745e-13,4.6933290105105763e-07,3.1196985681336816e-06,0.71813651279563362,0.00021745317249761327,2.0300155101816153e-14,1.1434839148386658e-14,1.5755363073167901e-09,0.0,0.00027547463345263198,6.4722986420598613e-05,0.0060245358597921361,0.0060251188410597387,5.8298126760702583e-07
1.3219408847390522e-09,0.36111025220679377,76.950000000000003,0.0,0.0,0.0,0.029431717317130558,9.4999331508231268,0.0021439171222313426,0.011351947050474737,0.0051609850559091106,6.0377703816183599e-05,9.3680162169343175e-10,2.6815303634475174e-05,0.22597002333656271,5.4093599105472213e-06,2.929873907100121e-13,4.7314829135557206e-07,3.1612504983964257e-06,0.71920999693481269,0.00021784542415584387,2.0301384351154808e-14,1.1580300110709179e-14,1.597447923847503e-09,0.0,0.00027595447147471942,6.4100606574928591e-05,0.0060766853522242628,0.006077273379947087,5.8802772282674789e-07
1.3361502790529708e-09,0.36111046784855,76.950000000000003,0.0,0.0,0.0,0.028352813666029208,9.4999337235857197,0.0021459129314589805,0.011352582680658981,0.0051112426847302094,5.9795875503444135e-05,9.3685357316889967e-10,2.6064274176555513e-05,0.22600242741059642,5.409660420422152e-06,2.9016402465603347e-13,4.7691555190868384e-07,3.202780624991492e-06,0.72025301538675535,0.00021822333371966226,2.0302512167856485e-14,1.1725854829361355e-14,1.61934846817359e-09,0.0,0.0002764201569527038,6.3483557322596644e-05,0.0061283331033535459,0.0061289261289734212,5.9302561987938002e-07
1.3503596733668894e-09,0.3611106814157684,76.950000000000003,0.0,0.0,0.0,0.027313686279586701,9.4999342913957001,0.0021478171731396508,0.011353165722749038,0.0050619348175073124,5.9219120525431029e-05,9.3690118968087544e-10,2.5340690330591439e-05,0.22602460426330032,5.4099358612420202e-06,2.8736527734802009e-13,4.8063531032381591e-07,3.2442888256598167e-06,0.7212666816120431,0.00021858742738074246,2.0303545900084782e-14,1.1871475828248169e-14,1.6412378167686448e-09,0.0,0.00027687220823880034,6.2871841099200598e-05,0.0061794834302658485,0.0061800814056425183,5.9797537667123716e-07
1.364569067680808e-09,0.36111089292628684,76.950000000000003,0.0,0.0,0.0,0.026312864884870127,9.4999348542553292,0.0021496332270641576,0.011353699983238165,0.0050130609499345301,5.8647433752067768e-05,9.3694478530686993e-10,2.4643537845395585e-05,0.22603694087152598,5.4101880488307904e-06,2.8459112389037729e-13,4.843081892454329e-07,3.2857750045414708e-06,0.72225206791932151,0.00021893821215844374,2.030449236281472e-14,1.2017167446452651e-14,1.6631158646704666e-09,0.0,0.00027731112450158637,6.2265456367994164e-05,0.0062301406503881343,0.0062307435277992604,6.0287741112783865e-07
1.3787784619947266e-09,0.36111110239794564,76.950000000000003,0.0,0.0,0.0,0.025348933819709041,9.4999354121701902,0.0021513643481068535,0.01135418899328461,0.0049646203118562529,5.8080806886196916e-05,9.369846516070211e-10,2.3971840142149055e-05,0.22603980989946895,5.4104186688188846e-06,2.8184152401021368e-13,4.8793480604266163e-07,3.3272390900425713e-06,0.72321020699418459,0.00021927617658210145,2.0305357882051133e-14,1.216293958592449e-14,1.6849825240133601e-09,0.0,0.00027773738644052841,6.1664397944983333e-05,0.0062803090784055932,0.0062809168105464877,6.0773214089864207e-07
