Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383)
1.9326671205693436e-09,0.20911012240280333,76.950000000000003,0.0,0.0,0.0,0.99940093183423884,9.499891896949606,2.7777420393535147e-05,0.00027353110317072704,0.00016831685506560492,0.00010656082725193744,2.157419248625994e-10,7.1859032613814233e-09,9.3248969566316077e-06,1.434302725570665e-06,2.2693140753671059e-12,1.4139095974997071e-08,6.4554577216364957e-08,1.03362284562715e-05,1.4956887830517599e-06,1.9746754952621798e-14,5.9897595906050962e-17,4.4655554853177423e-13,1.5328347418752002e-16,1.1567523360538085e-10,2.9536270845670624e-08,6.7310960492725921e-08,6.7381734478808325e-08,4.2292105372363434e-11,2.8480730058030691e-11,5.5758562611799422e-21,1.633653921393829e-09,2.0450978877457537e-12,6.7818864292522357e-13,1.8494815004992517e-16,5.8707793406233429e-12,2.7702166738555045e-15,1.7768123235500351e-16,1.0598304281444903e-07,9.143455405140988e-17,2.4547938180105574e-17,1.6364197190088611e-11,1.39573123909778e-12,5.2377081724040295e-14,2.3735373422687979e-11,4.3770996680922001e-11,1.7766225225914768e-16,1.6900400702906372e-14,2.1163166309910187e-13,1.9079428345916438e-13,2.0306886472549211e-14,1.1803160602114494e-16,4.221374995822838e-15,1.3355721505685159e-13,3.9640593180749231e-15,1.0760407840300424e-16,5.7453447573680527e-15,1.0100246249048895e-17,1.1681528588357258e-18,2.2615492330313625e-19,3.6853396506143823e-15,2.101964128182998e-18,6.6430491428712133e-19,2.2466028105671528e-13,2.2171062910705698e-16,4.3151573426853394e-16,2.9414877795256795e-16,7.108642340360102e-16,2.3276884480434129e-16,1.1661644189030595e-19,4.7941597143044094e-22,7.1234415831824644e-20,3.3241496816636131e-16,3.6037091547241517e-18,7.0066111387517914e-17,1.6417888723619421e-16,3.0653626783545517e-18,9.3474222834010244e-08,3.6939428802503471e-15,9.4493700559514581e-12,3.6937616669917846e-15,6.7424418455904071e-18,7.2195066235622408e-24,4.0862739488995263e-24,3.3347412922489562e-23,1.3338424238755257e-21,9.1962398103475025e-16,5.7911778433321039e-25,1.7532599284675261e-19,4.4126865588346827e-23,1.1283688737713688e-16,3.4081032661483894e-22,3.8760075952702542e-19,6.9818729570915998e-20,1.8798454526592768e-20,4.4478819188570402e-23,2.2157634265252463e-20,7.7854387785199147e-25,9.0672869750870683e-23,1.5521921581216182e-24,4.5310928792343038e-22,1.8082594387378556e-18
1.9590649536461435e-09,0.20911011870676127,76.950000000000003,0.0,0.0,0.0,0.9993927344623279,9.4998903466049054,2.8156415064702897e-05,0.00027726376584675784,0.00017053908536602354,0.00010808843488823438,2.1868595277183418e-10,7.1858463561866439e-09,9.4522681865222878e-06,1.4538930589022038e-06,2.3018459335949538e-12,1.4732244058407925e-08,6.6484865772906384e-08,1.0477416434556321e-05,1.5368056388931045e-06,2.00164647650864e-14,6.1265137620606585e-17,4.6193173558763812e-13,1.5972172993072768e-16,1.1852629143023973e-10,3.0013024573016895e-08,6.9419900097790672e-08,6.9492892304523688e-08,4.3617323917833959e-11,2.9373644302976685e-11,5.6520415156843216e-21,1.6775590540206136e-09,2.1000663131168561e-12,6.9643121050152547e-13,1.9959947470880336e-16,6.1070490346371192e-12,2.8516201747544733e-15,1.9177252302791607e-16,1.0743094483982879e-07,9.5114340318258612e-17,2.5535867973075188e-17,1.6388194547254417e-11,1.3981717481119557e-12,5.2379006037178922e-14,2.3920378097088239e-11,4.4514703579704863e-11,1.9175173736400301e-16,1.7610057691659824e-14,2.2350697806329406e-13,2.0122890520447808e-13,2.1686432356148982e-14,1.2121195786600298e-16,4.5470088943368109e-15,1.3597769594195206e-13,4.2448547891143296e-15,1.1631409051109318e-16,5.8501845430662352e-15,1.1067764190901699e-17,1.2820016458385622e-18,2.5037782468695033e-19,3.8053108482718765e-15,2.1400630291303443e-18,6.7784103938667847e-19,2.3222376500103702e-13,2.2917673975596238e-16,4.505467413020938e-16,3.0405415075165386e-16,7.3505131030292036e-16,2.4364030791703008e-16,1.2066876514738389e-19,4.9572804465788265e-22,7.3837446474932909e-20,3.4446131257907171e-16,3.6775628612171561e-18,7.2261835204084287e-17,1.664214942958032e-16,3.1313972872312711e-18,9.6021769578727089e-08,3.7437793317278929e-15,9.9687938963212376e-12,3.7435927713515523e-15,6.9985679600176813e-18,7.5566935141936e-24,4.2771232801904468e-24,3.6046736205846359e-23,1.4585250195705364e-21,9.5133290987982955e-16,5.9936036303141694e-25,1.8137133793243257e-19,4.5746851788104649e-23,1.1692665224291244e-16,3.5341430936061034e-22,4.0565270025090007e-19,7.3809430917302567e-20,1.9889288593973564e-20,4.7021457739209986e-23,2.3296597562876779e-20,8.0675611072610665e-25,9.4073200649104759e-23,1.6084511827664551e-24,4.7736537502331313e-22,1.8995069831951136e-18
1.9854627867229434e-09,0.20911011501089335,76.950000000000003,0.0,0.0,0.0,0.99938453669468807,9.499888796265008,2.8535398677835323e-05,0.00028099633103420855,0.00017276123726647278,0.0001096159876585516,2.2162990292868208e-10,7.1857903417109298e-09,9.5796383203698847e-06,1.4734828749481061e-06,2.3343766234035156e-12,1.5341723784087676e-08,6.8447637893874583e-08,1.061860327924373e-05,1.5784794385466822e-06,2.0286167455772769e-14,6.264967813768216e-17,4.776108464241584e-13,1.6633763459801134e-16,1.2140402777856511e-10,3.0489895993110112e-08,7.1562612411823871e-08,7.1637858377892285e-08,4.4963766972380623e-11,3.0280867281311958e-11,5.7282261578307658e-21,1.7220431672811757e-09,2.1557596761735648e-12,7.1491469695934285e-13,2.1517460117834546e-16,6.3494959527933898e-12,2.9343046830000233e-15,2.067537734154692e-16,1.0887883628259619e-07,9.8890333483035805e-17,2.6549626821302769e-17,1.6411413376539458e-11,1.400610201709547e-12,5.2380879652312383e-14,2.410506196264728e-11,4.5258767908047489e-11,2.0673103986534994e-16,1.8339196358455196e-14,2.3587302623529106e-13,2.1207662639216076e-13,2.3138590048500384e-14,1.2443435730913164e-16,4.8924871353051185e-15,1.3840219947910773e-13,4.5413089583727525e-15,1.2559118647537635e-16,5.9552009055779495e-15,1.2112358725526795e-17,1.4051520872588585e-18,2.7679687365883109e-19,3.9273035530358317e-15,2.178225294643644e-18,6.9139980344765676e-19,2.3992374104606436e-13,2.3677762115175024e-16,4.70194698836194e-16,3.1413832361495127e-16,7.5968231162240834e-16,2.5488585971867952e-16,1.2481955407836601e-19,5.1233950655292527e-22,7.6501162856809135e-20,3.5678315821314034e-16,3.7515423736446518e-18,7.4492729238256008e-17,1.6866408269569479e-16,3.1975656427772477e-18,9.8603497875807241e-08,3.7936154508175781e-15,1.0509329651536125e-11,3.7934234539561542e-15,7.2600054227039152e-18,7.9054830571433727e-24,4.4745397660901446e-24,3.8921805772009837e-23,1.5928006312205227e-21,9.8370009002006682e-16,6.2003347851955087e-25,1.8754218027001193e-19,4.7398730795595325e-23,1.2110576081813631e-16,3.6626846667327964e-22,4.2426347046632612e-19,7.7962467793173211e-20,2.1025212946072214e-20,4.9667540132888919e-23,2.447507695295243e-20,8.3558435617329724e-25,9.7542107955225364e-23,1.6659392159780644e-24,5.0251518958840173e-22,1.9940393922685614e-18
2.0118606197997433e-09,0.20911011131519938,76.950000000000003,0.0,0.0,0.0,0.99937633853149599,9.4998872459298305,2.8914371233013962e-05,0.00028472879851564341,0.00017498331057610219,0.0001111434854316478,2.2457377516943008e-10,7.185733306316931e-09,9.7070073590066675e-06,1.4930721725674731e-06,2.3669061419889035e-12,1.5967756047136642e-08,7.0443061854011864e-08,1.0759788991537444e-05,1.6207101584464694e-06,2.0555863009089429e-14,6.4051301185078215e-17,4.9359461799636804e-13,1.7313360412900083e-16,1.24308192431111e-10,3.0966875858796917e-08,7.3739105439407824e-08,7.3816640712173453e-08,4.6331439560574886e-11,3.1202402390264727e-11,5.8044101896821082e-21,1.7671061479106596e-09,2.2121778348405921e-12,7.3363906059811604e-13,2.317170515780547e-16,6.5981958833766132e-12,3.018274315505011e-15,2.2266702603756767e-16,1.1032671711193751e-07,1.0276371388611079e-16,2.7589531614672148e-17,1.6433896251996927e-11,1.4030467174708913e-12,5.2382675453947362e-14,2.4289446007469778e-11,4.6003167569810333e-11,2.2264219334364528e-16,1.9088073632766903e-14,2.4874301112591788e-13,2.2334763215415309e-13,2.4666094340725894e-14,1.2769879613801826e-16,5.2587005081283785e-15,1.4083060884058616e-13,4.8540653517854585e-15,1.3546345269552032e-16,6.0603886633446765e-15,1.3238949749774116e-17,1.5382212350681306e-18,3.0557575541521525e-19,4.0513186981222357e-15,2.2164490857752139e-18,7.0497994586918209e-19,2.4776045533152666e-13,2.4451351638857433e-16,4.9047260152560126e-16,3.2440161904952162e-16,7.8475822546666505e-16,2.6651390975127526e-16,1.2907040079715384e-19,5.292510230774279e-22,7.9226397255764779e-20,3.6938414378902336e-16,3.8256406870172348e-18,7.6758801835406512e-17,1.7090665245698495e-16,3.2638603193093278e-18,1.0121940604375351e-07,3.8434512081448638e-15,1.1071541159607032e-11,3.8432536849701499e-15,7.5267637478030527e-18,8.2661360809214996e-24,4.6786710367364478e-24,4.198132599765697e-23,1.7372506955555419e-21,1.0167316364094439e-15,6.4114127957651194e-25,1.9383968569373746e-19,4.9082540696997523e-23,1.2537499280331602e-16,3.7937310610744013e-22,4.4344161172916342e-19,8.2281693233129043e-20,2.2207317613100681e-20,5.2419521953221055e-23,2.5693768678666237e-20,8.6503398002897834e-25,1.0107968106950271e-22,1.7246669829344697e-24,5.2857640407606361e-22,2.0919314199826703e-18
2.0356186695688632e-09,0.20911010798922328,76.950000000000003,0.0,0.0,0.0,0.99936895984657148,9.4998858506321326,2.9255437078191697e-05,0.00028808793553059675,0.00017698310920187993,0.00011251818629636937,2.2722319341890561e-10,7.1856827040761851e-09,9.8216385565936572e-06,1.5107020962271865e-06,2.3961817050189504e-12,1.6545520053500034e-08,7.2266999808658706e-08,1.0886855163769972e-05,1.659193953660937e-06,2.0798582891532253e-14,6.5327443458082562e-17,5.0824192984472603e-13,1.7940592894961512e-16,1.2694433205102559e-10,3.1396243364381338e-08,7.5726837741344297e-08,7.5806463789732064e-08,4.7580499948991258e-11,3.2044023434586608e-11,5.8729752950311797e-21,1.8081576685367103e-09,2.2635737604442118e-12,7.5069690343075406e-13,2.4746947478559254e-16,6.8274346600416354e-12,3.0949491646435852e-15,2.3782171431169359e-16,1.1162980074370173e-07,1.0633399592739663e-16,2.8548062094636386e-17,1.6453534734727065e-11,1.4052380067636913e-12,5.2384252623483762e-14,2.4455151430266947e-11,4.6673396952037543e-11,2.3779485530804247e-16,1.9779151794642183e-14,2.6076792304091109e-13,2.3386194761454469e-13,2.6107584444171526e-14,1.3067272797765702e-16,5.6067796356659241e-15,1.4301942557345064e-13,5.15003140511118e-15,1.4488140996223569e-16,6.1552001446168608e-15,1.432726168827112e-17,1.6670015558966027e-18,3.3363806102166648e-19,4.1646622360480401e-15,2.2509016671166003e-18,7.1721937172655928e-19,2.5493060757049808e-13,2.5159145466513308e-16,5.0927216540780046e-16,3.3379199440850976e-16,8.0770774840378204e-16,2.7731321721440472e-16,1.3298304144553656e-19,5.447284743673934e-22,8.1732406596887187e-20,3.8096676066952203e-16,3.8924252931353309e-18,7.8828351169597822e-17,1.729249492942524e-16,3.3236277491563442e-18,1.0360294578558469e-07,3.8883031069900877e-15,1.1596536743298515e-11,3.8881005329392012e-15,7.7714029820656882e-18,8.6010850091502317e-24,4.8682536710670652e-24,4.4900052056204267e-23,1.8764579484629613e-21,1.0470331410089462e-15,6.6051339948926147e-25,1.9961670597504461e-19,5.0625299970122901e-23,1.2929500396061927e-16,3.9138168161169836e-22,4.6119409445919794e-19,8.6314288620207546e-20,2.3311601815840628e-20,5.4988889802554295e-23,2.6825547755022182e-20,8.9207437156472527e-25,1.0432227526556348e-22,1.7785908433099095e-24,5.5282536898217476e-22,2.1829693651501591e-18
2.0593767193379832e-09,0.20911010466338792,76.950000000000003,0.0,0.0,0.0,0.99936158084152094,9.4998844553381225,2.9596493966552496e-05,0.00029144699306908487,0.00017898284387537865,0.0001138928424114351,2.2987254829087605e-10,7.185631791339519e-09,9.9362688667446618e-06,1.5283315982055822e-06,2.4254563150602867e-12,1.7137031522267006e-08,7.4117644699494454e-08,1.101392041884168e-05,1.6981288179335143e-06,2.1041296968508317e-14,6.6617558153428101e-17,5.2313868229300031e-13,1.8582782447978331e-16,1.296014987276257e-10,3.1825685859232603e-08,7.7741943359204902e-08,7.7823688988494347e-08,4.8846763124044228e-11,3.2897241946079561e-11,5.9415399056940807e-21,1.8496778976211652e-09,2.315556551982167e-12,7.679497926779861e-13,2.6407546729511204e-16,7.061854693057153e-12,3.1726712901371373e-15,2.537989966892755e-16,1.1293287571805875e-07,1.0998497315425607e-16,2.9528257135587666e-17,1.6472637476870049e-11,1.4074278828835745e-12,5.2385780725659364e-14,2.4620643277541479e-11,4.7343867069570385e-11,2.5376997415038121e-16,2.0486613010356245e-14,2.7322172074968581e-13,2.4473501338466237e-13,2.7614454544083795e-14,1.3368069909700742e-16,5.9730826039018409e-15,1.4521123983934902e-13,5.460231336628353e-15,1.54826830471448e-16,6.2501430854598543e-15,1.5490097828137372e-17,1.8048372223908861e-18,3.638854683157693e-19,4.2796452597970443e-15,2.2854014684297456e-18,7.2947432840113597e-19,2.6221188333926797e-13,2.5877911517328232e-16,5.2860226120837757e-16,3.4332793800742672e-16,8.3101913011778325e-16,2.8843548526157531e-16,1.3697921328799241e-19,5.6044996778673054e-22,8.4289558878213855e-20,3.9278122991985915e-16,3.9592962042912322e-18,8.0926406543645284e-17,1.7494323103505071e-16,3.3834869659778219e-18,1.0601416861152215e-07,3.9331547256406091e-15,1.2139973972641671e-11,3.9329470272335822e-15,8.0203655973651711e-18,8.9460508116891567e-24,5.0635059023572394e-24,4.7982245618207352e-23,2.0248594786389961e-21,1.0778822583905418e-15,6.802440347608773e-25,2.05498130007144e-19,5.2193976760650863e-23,1.332892213676026e-16,4.0359357961407224e-22,4.794192772835676e-19,9.0487469107914951e-20,2.4454982145318307e-20,5.7647842442592904e-23,2.7990969136145511e-20,9.1962638100184221e-25,1.0762061434261001e-22,1.8335354810527822e-24,5.7783981276093467e-22,2.2768458713774169e-18
2.083134769107103e-09,0.20911010133769287,76.950000000000003,0.0,0.0,0.0,0.99935420151647292,9.4998830600477362,2.993754189815592e-05,0.00029480597097263512,0.0001809825144574777,0.00011526745368123221,2.3252183965675553e-10,7.1855811120193027e-09,1.0050898289172263e-05,1.5459606776710571e-06,2.4547299700809354e-12,1.7742451439445328e-08,7.5995119172623854e-08,1.1140984756634137e-05,1.7375147340171689e-06,2.1284005228514561e-14,6.7921710892962826e-17,5.3828613473072605e-13,1.9240105197440598e-16,1.3227951482794805e-10,3.2255197819880168e-08,7.9784426909142186e-08,7.9868320929670389e-08,5.0130231982022713e-11,3.3762059883179126e-11,6.0101040212266196e-21,1.8916667527857666e-09,2.3681261060507451e-12,7.8539769800613864e-13,2.8156959924696702e-16,7.3015109360214278e-12,3.2514436838071078e-15,2.706322836854312e-16,1.1423594200685907e-07,1.1371750141818912e-16,3.0530346510786907e-17,1.6491230951968523e-11,1.4096164136572658e-12,5.2387268969877779e-14,2.4785934190155085e-11,4.8014564575241698e-11,2.7060095297833249e-16,2.1210643999292382e-14,2.861143763020685e-13,2.5597445121253678e-13,2.9188828220017279e-14,1.3672270352400628e-16,6.3583120882317069e-15,1.4740597860074061e-13,5.785170179367504e-15,1.6532219131537605e-16,6.3452142465548666e-15,1.6731547457358812e-17,1.9522454630471541e-18,3.9645784388147422e-19,4.3962683372614515e-15,2.3199473401261697e-18,7.417440346030447e-19,2.6960445028527475e-13,2.6607666347613529e-16,5.4847261708867583e-16,3.5300966949510427e-16,8.5469305484053003e-16,2.9988702338162288e-16,1.4106010833045455e-19,5.7641596478867219e-22,8.6898491002995003e-20,4.0483034273622829e-16,4.0262490780468043e-18,8.3052972770425643e-17,1.7696149767667674e-16,3.4434333553171857e-18,1.0845307327415072e-07,3.9780060715955059e-15,1.270227911295341e-11,3.9777931750106138e-15,8.2736574975303162e-18,9.3012291822615833e-24,5.264538494155146e-24,5.1234872659904566e-23,2.1829335965169664e-21,1.1092835049339364e-15,7.0033624130721222e-25,2.1148481885164988e-19,5.378859429224576e-23,1.3735821941914846e-16,4.1600898765735586e-22,4.9812337259989255e-19,9.4804081940062061e-20,2.5638264524580143e-20,6.0398194455601286e-23,2.9190539269651668e-20,9.4769396111671323e-25,1.1097475282200957e-22,1.8895087972110173e-24,6.0363266032184363e-22,2.3736175045262387e-18
2.106892818876223e-09,0.2091100980121381,76.950000000000003,0.0,0.0,0.0,0.99934682187155599,9.4998816647609061,3.0278580873061603e-05,0.00029816486908278714,0.00018298212080906402,0.00011664202001016415,2.3517106739525047e-10,7.1855301541435683e-09,1.0165526824076371e-05,1.5635893337920926e-06,2.4840026680408292e-12,1.8361940775642708e-08,7.7899545865472477e-08,1.1268048177567516e-05,1.777351684642671e-06,2.152670766015782e-14,6.9239963691397211e-17,5.5368554456251905e-13,1.9912737270243297e-16,1.3497820426662296e-10,3.2684774076634365e-08,8.1854292652864104e-08,8.1940363879657742e-08,5.1430909196309442e-11,3.4638479053683579e-11,6.078667642210922e-21,1.9341241517236537e-09,2.4212823193854176e-12,8.0304058909990909e-13,2.999874017721206e-16,7.5464582453220949e-12,3.3312693343827293e-15,2.8835591983955152e-16,1.1553899958882255e-07,1.1753243505926679e-16,3.1554559587736676e-17,1.6509340287370736e-11,1.4118036661774772e-12,5.2388713080028004e-14,2.495103604644503e-11,4.8685476929561023e-11,2.8832212861448398e-16,2.195143128942931e-14,2.9945597565392042e-13,2.6758794665225547e-13,3.0832872438298515e-14,1.397987352914581e-16,6.7631886765860652e-15,1.496035724475889e-13,6.125365054188717e-15,1.7639064996620308e-16,6.4404105494860405e-15,1.8055874795293403e-17,2.1097671438990417e-18,4.3150233458412166e-19,4.5145320034175041e-15,2.3545381897379377e-18,7.5402775029266617e-19,2.771084725506556e-13,2.7348426167214612e-16,5.6889304473311534e-16,3.628374039239969e-16,8.7873019622447852e-16,3.1167419964997046e-16,1.4522692884617779e-19,5.9262691969154752e-22,8.9559850067392609e-20,4.1711693720801573e-16,4.0932798009563645e-18,8.5208054293340411e-17,1.7897974922663183e-16,3.5034625426625458e-18,1.1091965851894855e-07,4.02285714089743e-15,1.3283883443835513e-11,4.0226389719762019e-15,8.5312842791602994e-18,9.6668176316988281e-24,5.4714632385008251e-24,5.4665110018452304e-23,2.3511774125414429e-21,1.1412414149355839e-15,7.2079308461119818e-25,2.1757763698613989e-19,5.5409174450547285e-23,1.4150257463427073e-16,4.2862808248015421e-22,5.1731258830731052e-19,9.9266986271868743e-20,2.6862258380921081e-20,6.3241768019445237e-23,3.0424764234728077e-20,9.7628107926169161e-25,1.1438474208559313e-22,1.9465187220754147e-24,6.3021684885164286e-22,2.4733415341762674e-18
2.130650868645343e-09,0.20911009468672362,76.950000000000003,0.0,0.0,0.0,0.99933944190689872,9.4998802694775737,3.061961089132918e-05,0.00030152368724109269,0.00018498166279103375,0.00011801654130264866,2.3782023137779675e-10,7.1854793800459189e-09,1.0280154471207245e-05,1.5812175657372156e-06,2.5132744069086339e-12,1.8995660486429883e-08,7.9831047406986487e-08,1.1395110681562075e-05,1.8176396525191884e-06,2.1769404251936846e-14,7.0572382157318079e-17,5.6933816739285706e-13,2.060085479365384e-16,1.3769739245109992e-10,3.3114409781035736e-08,8.3951544530115964e-08,8.4039821782557662e-08,5.2748797237852304e-11,3.5526501128561628e-11,6.1472307682860027e-21,1.9770500121874292e-09,2.4750250887479411e-12,8.2087843566595786e-13,3.1936535494959129e-16,7.7967513828798367e-12,3.4121512275850741e-15,3.0700517223574847e-16,1.1684204843879188e-07,1.2143062694272836e-16,3.2601125337966017e-17,1.6526989353153489e-11,1.4139897016788187e-12,5.2390120611230314e-14,2.5115960013265063e-11,4.9356592329292978e-11,3.0696876011619671e-16,2.27091612226141e-14,3.1325671549066039e-13,2.7958324683251547e-13,3.2548796717074462e-14,1.4290878843695624e-16,7.1884505856563916e-15,1.5180395531702042e-13,6.4813449900003712e-15,1.8805603750695383e-16,6.5357290643055006e-15,1.9467519498559489e-17,2.2779669083289918e-18,4.6917344886205909e-19,4.6344367632236961e-15,2.3891729775051329e-18,7.6632477351368338e-19,2.8472411105423412e-13,2.8100206867351565e-16,5.898734368723394e-16,3.7281135211951438e-16,9.0313121820138404e-16,3.2380343898734175e-16,1.4948088707172299e-19,6.0908328025792181e-22,9.2274293222510453e-20,4.2964389772437073e-16,4.160384471008155e-18,8.7391655220171386e-17,1.8099798568285326e-16,3.5635703753224135e-18,1.134139230844708e-07,4.0677079393700058e-15,1.3885223125413889e-11,4.0674844236131009e-15,8.793251256169341e-18,1.0043015433934506e-23,5.68439292535797e-24,5.8280343294088422e-23,2.5301068117332693e-21,1.1737605393988171e-15,7.4161763904594643e-25,2.2377745207352085e-19,5.7055737896946939e-23,1.4572286567543018e-16,4.4145103093501763e-22,5.3699312806133247e-19,1.0387905247761376e-19,2.8127776442232538e-20,6.6180392460671968e-23,3.1694149752794274e-20,1.0053917174899631e-24,1.1785063064206849e-22,2.0045732153903574e-24,6.5760532676898538e-22,2.576075926955798e-18
2.154408918414463e-09,0.20911009136144892,76.950000000000003,0.0,0.0,0.0,0.99933206162262966,9.4998788741976732,3.0960631953018373e-05,0.00030488242528911591,0.00018698114026429304,0.00011939101746311644,2.4046933148264325e-10,7.1854284490978202e-09,1.0394781230685748e-05,1.5988453726750318e-06,2.5425451846454178e-12,1.9643771512430479e-08,8.178974641767704e-08,1.1522172268947379e-05,1.858378620334476e-06,2.2012094992453076e-14,7.1919028536097748e-17,5.852452571607671e-13,2.1304633895861306e-16,1.4043690625555284e-10,3.3544100382097745e-08,8.6076186182366679e-08,8.6166698283886252e-08,5.4083898390017045e-11,3.6426127652017264e-11,6.2157933998582155e-21,2.020444251996557e-09,2.5293543110270381e-12,8.389112074286213e-13,3.3974089267074757e-16,8.0524450171246647e-12,3.4940923461567548e-15,3.2661623545179815e-16,1.1814508853697517e-07,1.2541292848015762e-16,3.3670272342756264e-17,1.6544200852684804e-11,1.416174580343199e-12,5.2391489816906016e-14,2.5280716610768159e-11,5.002789965560132e-11,3.2657703371858856e-16,2.3484019956360764e-14,3.2752690211992845e-13,2.9196815940669536e-13,3.4338853061500101e-14,1.4605285700271765e-16,7.6348536921723477e-15,1.5400706429505962e-13,6.853650957063307e-15,2.0034286373480215e-16,6.6311670007390331e-15,2.0971100199353653e-17,2.4574337411345606e-18,5.0963327009461543e-19,4.7559830937211735e-15,2.4238507132527852e-18,7.7863443814619609e-19,2.9245152369321629e-13,2.8863024040584465e-16,6.1142376633089453e-16,3.8293172094490605e-16,9.2789677559697161e-16,3.3628122248816644e-16,1.5382320508944509e-19,6.2578548810912141e-22,9.5042487712537299e-20,4.4241415518877014e-16,4.2275593851690042e-18,8.9603779347775549e-17,1.8301620705126333e-16,3.6237529096019041e-18,1.1593586570241716e-07,4.1125584657642052e-15,1.4506739155412469e-11,4.1123295283357271e-15,9.0595634773245839e-18,1.0430023605172877e-23,5.9034413308238299e-24,6.2088168431753944e-23,2.7202567538701393e-21,1.2068454451848988e-15,7.6281298739187841e-25,2.300851348001387e-19,5.8728304150718894e-23,1.5001967339975215e-16,4.544779906511583e-22,5.5717119144409558e-19,1.0864316170057517e-19,2.9435634604600532e-20,6.9215903972808452e-23,3.2999201192516595e-20,1.0350298729205951e-24,1.2137246431928749e-22,2.0636802671117605e-24,6.8581105297075495e-22,2.6818793522882456e-18
2.178166968183583e-09,0.2091100880363142,76.950000000000003,0.0,0.0,0.0,0.99932468101887739,9.4998774789211406,3.1301644058188913e-05,0.00030824108306843305,0.00018898055308975932,0.00012076544839601041,2.431183675818519e-10,7.1853776473877396e-09,1.050940710234351e-05,1.6164727537742005e-06,2.5718149992196825e-12,2.0306434779266132e-08,8.3775765509584619e-08,1.1649232939730919e-05,1.8995685707548558e-06,2.2254779870216141e-14,7.3279968123936761e-17,6.0140806624340995e-13,2.202425070515606e-16,1.4319657400974603e-10,3.3973841607971658e-08,8.8228220971074019e-08,8.8320996748859115e-08,5.5436214760109994e-11,3.7337360049253848e-11,6.2843555367424763e-21,2.0643067890304528e-09,2.5842698831491122e-12,8.5713887413312106e-13,3.6115241592301091e-16,8.3135937230635791e-12,3.5770956698613014e-15,3.4722624469075204e-16,1.1944811986139556e-07,1.2948018962504894e-16,3.476222879191172e-17,1.6560996368457227e-11,1.4183583579218688e-12,5.2392825378894027e-14,2.5445315739251934e-11,5.0699388434225534e-11,3.4718407595748338e-16,2.4276193463864414e-14,3.4227695142735577e-13,3.0475055211760812e-13,3.6205336288611261e-14,1.4923093503564228e-16,8.1031717225988675e-15,1.5621283946671619e-13,7.242836007744361e-15,2.1327632821536279e-16,6.7267217015364978e-15,2.2571419570291894e-17,2.6487817494030227e-18,5.5305173830886821e-19,4.8791714456477231e-15,2.4585704540318589e-18,7.909561121982026e-19,3.0029086549728841e-13,2.9636892996019365e-16,6.3355408586083624e-16,3.9319871350297791e-16,9.5302751460037892e-16,3.491140873004187e-16,1.5825511480737708e-19,6.4273397904184707e-22,9.7865111000265872e-20,4.5543068763314361e-16,4.294801029914818e-18,9.1844430181121535e-17,1.8503441333135003e-16,3.6840064010658089e-18,1.1848548509762251e-07,4.1574087231401027e-15,1.5148877372812265e-11,4.1571742888645559e-15,9.3302257396355995e-18,1.0828044900163442e-23,6.1287232150199507e-24,6.6096395147023879e-23,2.9221817368715731e-21,1.2405007143626132e-15,7.8438222046146558e-25,2.3650155875180532e-19,6.0426891652070537e-23,1.5439358092406691e-16,4.677091105431996e-22,5.7785297409027634e-19,1.1356220553723426e-19,3.0786651839374283e-20,7.2350145410417325e-23,3.4340423572351373e-20,1.0651995581777269e-24,1.2495028641183757e-22,2.1238478982526067e-24,7.1484699625456081e-22,2.7908111944301662e-18
