Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271)
6.67494496085196e-10,0.2948596500508738,76.950000000000003,0.0,0.0,0.0,0.99954881950176977,9.4999623511062818,2.434892230223999e-05,0.00018922392993923578,0.00015261624200115637,3.7127599808746696e-05,7.9103869197414183e-11,4.3411533980151446e-08,2.0586273894997583e-05,5.2027906177283485e-07,6.0859477237980561e-13,9.3512671605023628e-10,7.1227523338031327e-10,2.630975746864919e-05,4.0235509367356287e-07,5.6625115958808329e-15,1.335718971598394e-17,5.4480676322184794e-15
6.847364551478585e-10,0.294859646412816,76.950000000000003,0.0,0.0,0.0,0.99953715977160706,9.4999612721250806,2.4977461840597133e-05,0.00019410939903817087,0.00015644969296682384,3.8193043200131289e-05,8.114620088735666e-11,4.3411059632041797e-08,2.1118384057090983e-05,5.3373811680368493e-07,6.2605949795236203e-13,1.0118226329096465e-09,7.7105963807081523e-10,2.6989830246137236e-05,4.2340320098701854e-07,5.808994633577764e-15,1.3725423013133072e-17,5.996212965997341e-15
7.01978414210521e-10,0.2948596427748017,76.950000000000003,0.0,0.0,0.0,0.99952549977276473,9.4999601931568467,2.5605980526063273e-05,0.00019899474949877158,0.00016028303983332107,3.9258469877987304e-05,8.3188482567864934e-11,4.3410585271858415e-08,2.1650487493128609e-05,5.4719684229676499e-07,6.4352394955725685e-13,1.0925914584712848e-09,8.329945252116405e-10,2.7669895590778278e-05,4.4498755688612849e-07,5.9554740847158016e-15,1.4095386182264236e-17,6.5821530013308952e-15
7.192203732731835e-10,0.29485963913683877,76.950000000000003,0.0,0.0,0.0,0.99951383950537698,9.4999591142037865,2.6234478358917747e-05,0.00020387998119620029,0.00016411628473610466,4.0323877536528469e-05,8.5230714186791352e-11,4.3410110899607142e-08,2.2182584202974007e-05,5.6065523790842031e-07,6.609880893980577e-13,1.1775378306887709e-09,8.9816195710541935e-10,2.834995350238323e-05,4.6710813597153897e-07,6.1019499455547401e-15,1.4467122892330284e-17,7.2073122276015532e-15
7.537042913985083e-10,0.29485963186108727,76.950000000000003,0.0,0.0,0.0,0.99949051816550283,9.499956956349445,2.7491411467909358e-05,0.00021365008780225062,0.00017178247465037761,4.2454629114588851e-05,8.9315027031321388e-11,4.340916211892422e-08,2.3246757443542696e-05,5.8757103811291772e-07,6.9591532427120375e-13,1.360381713788068e-09,1.0385226657496891e-09,2.9710047025729002e-05,5.1295786203538187e-07,6.3948908813753907e-15,1.5216091590428793e-17,8.5810214793873948e-15
7.881882095238333e-10,0.29485962458559317,76.950000000000003,0.0,0.0,0.0,0.99946719575305831,9.4999547985712933,2.8748261169808117e-05,0.00022341971785785417,0.00017944827142137639,4.4585287860283652e-05,9.339913900382263e-11,4.3408213290039585e-08,2.4310903777706905e-05,6.1448551466830346e-07,7.3084103743839205e-13,1.5611911815275567e-09,1.1927981125932095e-09,3.1070110814663752e-05,5.6095217570988662e-07,6.6878174111220619e-15,1.5972678378896345e-17,1.0128870979493251e-14
8.226721276491583e-10,0.29485961731037846,76.950000000000003,0.0,0.0,0.0,0.99944387226911768,9.4999526408747439,3.000502746685145e-05,0.00023318887036472433,0.0001871136799315415,4.6715847529134143e-05,9.7483049687226802e-11,4.3407264412999809e-08,2.5375023204377642e-05,6.4139866482606987e-07,7.6576512654017344e-13,1.7808029831873526e-09,1.3616445339696584e-09,3.2430144867678102e-05,6.1109087330739862e-07,6.9807295048810787e-15,1.6737232469104639e-17,1.1862483941383844e-14
8.571560457744832e-10,0.2948596100354417,76.950000000000003,0.0,0.0,0.0,0.99942054771475508,9.4999504832628183,3.1261710361278017e-05,0.00024295754432475224,0.00019477870267763981,4.8846304262582617e-05,1.0156675866452239e-10,4.3406315487851494e-08,2.6439115722467049e-05,6.6831048583808483e-07,8.0068752832709993e-13,2.0200537258278769e-09,1.5457180584629387e-09,3.3790149183264165e-05,6.6337375092133991e-07,7.2736271327428602e-15,1.7510103014724148e-17,1.3793564619189623e-14
8.916399638998082e-10,0.294859602760798,76.950000000000003,0.0,0.0,0.0,0.99939722209104487,9.4999483257370283,3.2518309855327752e-05,0.00025272573874000518,0.00020244334063815553,5.097665572059579e-05,1.0565026551876603e-10,4.3405366514641226e-08,2.7503181330888409e-05,6.9522097495665742e-07,8.3560820444136614e-13,2.2797798788684811e-09,1.7456747095304382e-09,3.5150123759915477e-05,7.1780060442627579e-07,7.5665102648026214e-15,1.8291639113101268e-17,1.5933887928467007e-14
9.261238820251332e-10,0.29485959548644597,76.950000000000003,0.0,0.0,0.0,0.9993738953990613,9.4999461682979973,3.3774825951241834e-05,0.00026249345261272522,0.00021010759391526071,5.3106900439689834e-05,1.0973356983307803e-10,4.3404417493415585e-08,2.8567220028556169e-05,7.2213012943452564e-07,8.7052713089355926e-13,2.5608177774190347e-09,1.962170407402547e-09,3.6510068596127098e-05,7.7437122947798416e-07,7.8593788711602493e-15,1.9082189806275779e-17,1.8295290303959458e-14
9.606078001504581e-10,0.2948595882123881,76.950000000000003,0.0,0.0,0.0,0.9993505676398784,9.4999440109459155,3.5031258651262718e-05,0.00027226068494532862,0.0002177714621629634,5.5237037404780187e-05,1.1381667119064989e-10,4.340346842422119e-08,2.9631231814385905e-05,7.4903794652488636e-07,9.0544429104442407e-13,2.8640036242730931e-09,2.195860970196464e-09,3.786998369039549e-05,8.3308542151352385e-07,8.1522329219206245e-15,1.9882104081561162e-17,2.0889661660253787e-14
9.95091718275783e-10,0.2948595809386234,76.950000000000003,0.0,0.0,0.0,0.99932723881457053,9.4999418536806992,3.6287607957634078e-05,0.00028202743474040575,0.00022543494478374253,5.7367065852545749e-05,1.1789956917474219e-10,4.3402519307104577e-08,3.0695216687294352e-05,7.7594442348139958e-07,9.4035967238161032e-13,3.1901734907772718e-09,2.4474021143871233e-09,3.9229869041218599e-05,8.9394297575130135e-07,8.4450723871936669e-15,2.0691730871798462e-17,2.3728938386637396e-14
9.999999999999999e-10,0.29485957366515025,76.950000000000003,0.0,0.0,0.0,0.99932391821065414,9.4999415466325772,3.6466424138895432e-05,0.00028341754953486369,0.0002265256981303707,5.7670235411815213e-05,1.184806934687497e-10,4.3402384210262195e-08,3.0846657194614676e-05,7.7977405809921027e-07,9.4532922139529909e-13,3.2385160768327788e-09,2.4846945883375059e-09,3.9423426426516085e-05,9.0277939691314606e-07,8.4867526174030474e-15,2.0807779268696742e-17,2.4153672954298134e-14
1.029575636401108e-09,0.29485957366515025,76.950000000000003,0.0,0.0,0.0,0.99930390892421239,9.4999396965021052,3.7543873872600872e-05,0.00029179370100072111,0.00023309804099530898,5.9496985204667198e-05,1.2198226336868696e-10,4.3401570142112398e-08,3.175917464619939e-05,8.0284955755819064e-07,9.7527326542531617e-13,3.5401633171316687e-09,2.7174494549563647e-09,4.0589724647095815e-05,9.5694368719114069e-07,8.7378972370943578e-15,2.1511419055433394e-17,2.6825097262877825e-14
1.064059554526433e-09,0.29485956639196775,76.950000000000003,0.0,0.0,0.0,0.99928057796987801,9.4999375394097445,3.88000563984093e-05,0.00030155948272921339,0.00024076074988378164,6.1626795014651533e-05,1.2606475335588753e-10,4.3400620929291232e-08,3.282310569002003e-05,8.2975334600985728e-07,1.0101850628566355e-12,3.9148089124270322e-09,3.0066585053777286e-09,4.1949550506528005e-05,1.0220873506143498e-06,9.0307074417428296e-15,2.2341517456506765e-17,3.019015014851139e-14
1.1330273907770827e-09,0.2948595518464696,76.950000000000003,0.0,0.0,0.0,0.99923391287357877,9.4999332254818754,4.1312171291542203e-05,0.00032108958860335799,0.00025608500174119245,6.5886084518137767e-05,1.3422911904403101e-10,4.3398722360348285e-08,3.4950887028089919e-05,8.8355687505858572e-07,1.0800032464568957e-12,4.7414099895678058e-09,3.6451832811803418e-09,4.4669112980068039e-05,1.158802711443944e-06,9.6162837957894907e-15,2.4034339934603453e-17,3.7775134876948354e-14
1.2019952270277327e-09,0.29485953730211667,76.950000000000003,0.0,0.0,0.0,0.99918724353426869,9.4999289118931465,4.382395265502752e-05,0.0003406177443898489,0.00027140769219489758,7.0144931645783114e-05,1.4239266290784461e-10,4.3396823600648547e-08,3.7078560692879143e-05,9.3735498867388628e-07,1.1498141786417516e-12,5.6766605668659045e-09,4.3682185142284809e-09,4.7388556449874792e-05,1.3040874121228382e-06,1.020180121039826e-14,2.5772987807560574e-17,4.658052613669175e-14
1.2709630632783826e-09,0.29485952275889094,76.950000000000003,0.0,0.0,0.0,0.99914056996054468,9.4999245986395042,4.6335400506880132e-05,0.00036014394211850745,0.00028672881296980767,7.4403333798151364e-05,1.5055538161716665e-10,4.3394924650564874e-08,3.9206126675781095e-05,9.9114766490974031e-07,1.2196178168012965e-12,6.7272423769799895e-09,5.1810046415966499e-09,5.0107880904007718e-05,1.4579398030419126e-06,1.0787259446717346e-14,2.7560249700395096e-17,5.670327370807374e-14
1.3399308995290325e-09,0.29485950821678253,76.950000000000003,0.0,0.0,0.0,0.99909389216100331,9.4999202857167493,4.8846514865134989e-05,0.0003796681738219803,0.00030204835565955857,7.8661288510876971e-05,1.5871727184300926e-10,4.3393025510470098e-08,4.1333584968207593e-05,1.0449348818278683e-06,1.2894141205397002e-12,7.8998350271045596e-09,6.0887804556375687e-09,5.2827086330549603e-05,1.6203582311023675e-06,1.1372658265979178e-14,2.9398913356686364e-17,6.8240562940025999e-14
1.4088987357796825e-09,0.2948594936757728,76.950000000000003,0.0,0.0,0.0,0.99904721014424258,9.4999159731205456,5.13572957478471e-05,0.00039919043153575348,0.00031736631171624767,8.2918793464948051e-05,1.6687833025755809e-10,4.3391126180737099e-08,4.3460935561588724e-05,1.0987166174977227e-06,1.3592030518437695e-12,9.2011159867441227e-09,7.0967830953840875e-09,5.5546172717606622e-05,1.7913410397179252e-06,1.1957997429500341e-14,3.12917656340141e-17,8.1289753331345335e-14
1.5468344082809821e-09,0.29485946459700196,76.950000000000003,0.0,0.0,0.0,0.99895383349345612,9.4999073488905843,5.6377857158963774e-05,0.00043822899315042397,0.00034799742987757804,9.1432444701545568e-05,1.8319793834746664e-10,4.3387326953848078e-08,4.7715313617027035e-05,1.2062635574096156e-06,1.4987586431367407e-12,1.2216441942448903e-08,9.4344090842150993e-09,6.0983988325807596e-05,2.1589931548450834e-06,1.3128495835013594e-14,3.5251179021542462e-17,1.1231389089330778e-13
1.6847700807822818e-09,0.2948594355224687,76.950000000000003,0.0,0.0,0.0,0.99886044007697683,9.4998987259150862,6.1397084885072274e-05,0.00047725956330371509,0.00037862209926648816,9.994426883708648e-05,1.9951417928820017e-10,4.3383526972881299e-08,5.1969260773903783e-05,1.3137883093580066e-06,1.638284284627911e-12,1.5826596742161342e-08,1.2235746300143506e-08,6.6421327633927414e-05,2.5608828260675133e-06,1.4298752755498145e-14,3.9460766815241206e-17,1.5055645010775523e-13
1.8227057532835814e-09,0.29485940645203024,76.950000000000003,0.0,0.0,0.0,0.99876702996360467,9.4998901041600199,6.6414979071336176e-05,0.00051628207838313534,0.00040924025222735983,0.00010845424673146701,2.1582702650029281e-10,4.3379726240820659e-08,5.6222776964320279e-05,1.4212906981821834e-06,1.777779662573101e-12,2.0084921833476822e-08,1.5542631387562523e-08,7.1858190547656689e-05,2.9969966753713996e-06,1.5468766284574009e-14,4.3942791475055744e-17,1.9679881182666933e-13
1.960641425784881e-09,0.29485937738561346,76.950000000000003,0.0,0.0,0.0,0.99867360322214604,9.4998814835912331,7.143153986324043e-05,0.00055529647482296853,0.000439851820991674,0.00011696235942067106,2.3213645342374847e-10,4.337592476065035e-08,6.047586212067136e-05,1.5287705488497079e-06,1.9172444661145561e-12,2.5044723155864933e-08,1.9396873624344658e-08,7.7294576973060131e-05,3.4673212691564154e-06,1.6638534517257277e-14,4.8719500798954359e-17,2.5182253823721001e-13
2.0985770982861805e-09,0.2948593483230629,76.950000000000003,0.0,0.0,0.0,0.99858015992141491,9.4998728641742556,7.6446767406591445e-05,0.00059430268910470538,0.00047045673753169295,0.00012546858826376002,2.4844243351810321e-10,4.3372122535354891e-08,6.4728516175645488e-05,1.6362276864568808e-06,2.0566783896904073e-12,3.0759270734648296e-08,2.3840254635644006e-08,8.2730486816576392e-05,3.9718431183075388e-06,1.7808055549965196e-14,5.3813127770908132e-17,3.1640911306562186e-13
2.2365127707874804e-09,0.2948593192642885,76.950000000000003,0.0,0.0,0.0,0.99848670013023177,9.4998642458747593,8.146066184751696e-05,0.00063330065775749045,0.00050105493396648501,0.00013397291453755416,2.647449402627642e-10,4.3368319567919101e-08,6.8980739062224702e-05,1.7436619362308954e-06,2.1960811263906896e-12,3.7281798249551164e-08,2.8914528091259247e-08,8.8165919985018241e-05,4.5105486782672423e-06,1.8977327480539562e-14,5.9245890399705641e-17,3.9133974621018764e-13
2.3744484432887802e-09,0.2948592902091693,76.950000000000003,0.0,0.0,0.0,0.99839322391742302,9.4998556286586417,8.6473223332466056e-05,0.00067229031735857635,0.00053164634267249074,0.00014247531932678491,2.8104394715709238e-10,4.3364515861328103e-08,7.3232530713684675e-05,1.8510731235304808e-06,2.3354523661567182e-12,4.4665502592567856e-08,3.4661419396248716e-08,9.3600876385572509e-05,5.0834243491080395e-06,2.0146348408253804e-14,6.5039991554580447e-17,4.773952437769228e-13
2.51238411579008e-09,0.29485926115758515,76.950000000000003,0.0,0.0,0.0,0.9982997313518196,9.4998470124917649,9.1484452008209162e-05,0.000711271604533762,0.00056223089603604033,0.00015097578377227074,2.9733942772060743e-10,4.3360711418567198e-08,7.7483891063594807e-05,1.9584610738471635e-06,2.4747917998491866e-12,5.2963543446498066e-08,4.1122625394823405e-08,9.9035355925800148e-05,5.690456475605425e-06,2.1315116433826617e-14,7.1217618807690654e-17,5.7535595042498572e-13
2.65031978829138e-09,0.2948592321094217,76.950000000000003,0.0,0.0,0.0,0.99820622250225854,9.499838397339909,9.6494348021838048e-05,0.00075024445595783037,0.00059280852636546099,0.0001594742891594923,3.1363135549319059e-10,4.3356906242621999e-08,8.1734820045818089e-05,2.0658256128066569e-06,2.6140991207000876e-12,6.222904286916899e-08,4.833981407782073e-08,0.00010446935851363628,6.3316313473111728e-06,2.2483629659437172e-14,7.7800944278528836e-17,6.8600172986411623e-13
2.9261911332939793e-09,0.29485917402290507,76.950000000000003,0.0,0.0,0.0,0.99801915622663107,9.4998211699446635,0.0001065101426527262,0.00082816459849937533,0.00065394274766333827,0.0001764653477305642,3.4620444692802577e-10,4.3349293703122027e-08,9.0235383644124843e-05,2.2804837598352394e-06,2.8926161940103223e-12,8.3874714874311547e-08,6.5208665337348541e-08,0.00011533593246574552,7.7163542088797634e-06,2.4819884126870553e-14,9.227330010079885e-17,9.4846543525355486e-13
3.2020624782965786e-09,0.2948591159487055,76.950000000000003,0.0,0.0,0.0,0.99783202564131246,9.4998039461997781,0.00011652060840828892,0.00090605023937807806,0.00071504846636110157,0.00019344834535547478,3.7876301019478766e-10,4.3341678266716635e-08,9.8734220985383415e-05,2.4950461723508982e-06,3.1710011324618367e-12,1.1002672616012059e-07,8.5600728528303945e-08,0.00012620059751286539,9.2374821485636124e-06,2.7155096657688146e-14,1.0863412080504439e-16,1.2710149018833425e-12
3.477933823299178e-09,0.2948590578858706,76.950000000000003,0.0,0.0,0.0,0.99764483129712322,9.4997867258329816,0.00012652574647682306,0.00098390087380089732,0.00077612514360127249,0.00021042313211350078,4.1130683436414679e-10,4.3334059957296671e-08,0.00010723133155107215,2.7095114603121009e-06,3.449251478557298e-12,1.4110865487832585e-07,1.0984827812737804e-07,0.00013706335293194906,1.0894903502286649e-05,2.9489252123227051e-14,1.2706021070914989e-16,1.6598699087120716e-12
3.753805168301777e-09,0.2948589998335372,76.950000000000003,0.0,0.0,0.0,0.99745757374491495,9.4997695085721805,0.00013652555805176265,0.0010617159978009996,0.0008371722411981003,0.00022738955854585154,4.4383570885029066e-10,4.3326438798754578e-08,0.00011572671482736944,2.9238782359409291e-06,3.727364782371363e-12,1.7754343611791343e-07,1.382830981515509e-07,0.0001479241980059384,1.2688505729558708e-05,3.1822335419460693e-14,1.4772811156855964e-16,2.1212412505378195e-12
4.029676513304376e-09,0.2948589417907375,76.950000000000003,0.0,0.0,0.0,0.99727025353555609,9.4997522941454733,0.00014652004433167711,0.0011394951082516803,0.00089818922164536014,0.00024434747566977083,4.7634942341644454e-10,4.3318814814983893e-08,0.00012422037030515378,3.1381451137594833e-06,4.0053386017818391e-12,2.1975334854697077e-07,1.7123647277173755e-07,0.00015878313202376406,1.4618175415911224e-05,3.4154331467394963e-14,1.7081409758473112e-16,2.6613305846600509e-12
4.305547858306976e-09,0.29485888375658975,76.950000000000003,0.0,0.0,0.0,0.99708287121991612,9.4997350822815214,0.00015650920652026984,0.001217237702880337,0.00095917554852516555,0.0002612967345917873,5.0884776818112046e-10,4.3311188029878416e-08,0.00013271229748000409,3.3523107106309677e-06,4.2831704961300881e-12,2.6816000091660981e-07,2.0903917684087316e-07,0.00016964015428034572,1.6683798275355648e-05,3.6485225213515402e-14,1.9649417036716607e-16,3.2863302341891926e-12
4.857290548312174e-09,0.29485876771056324,76.950000000000003,0.0,0.0,0.0,0.99670792247318074,9.4997006651587892,0.00017647156346396156,0.0013726113399350429,0.0010810541007323573,0.00029516868345443574,5.7379751058992991e-10,4.3295926151235875e-08,0.00014969096492671721,3.7803325409117881e-06,4.8383987666463718e-12,3.8524653038609154e-07,3.0051306963959135e-07,0.00019134846071940071,2.1222442026935512e-05,4.1143645716057553e-14,2.5633918965796321e-16,4.8157818553290196e-12
5.409033238317373e-09,0.29485865168815323,76.950000000000003,0.0,0.0,0.0,0.99633273191109095,9.4996662550423849,0.00019641263861506849,0.0015278329083937879,0.0012028036260608008,0.00032900421878668504,6.3868326434648552e-10,4.3280653353958294e-08,0.00016666271322613458,4.2079327099358468e-06,5.3930301473433921e-12,5.321619869776246e-07,4.1534043157350911e-07,0.00021304911180223757,2.6303505360886106e-05,4.5797477024070864e-14,3.2866554038631622e-16,6.7589406797165138e-12
5.960775928322572e-09,0.29485853568211595,76.950000000000003,0.0,0.0,0.0,0.99595730393905235,9.4996318497769447,0.00021633244178783021,0.0016828984222357955,0.0013244198676853911,0.00036280215954602815,7.0350336377233079e-10,4.3265369829139164e-08,0.00018362753851206327,4.6351002407339565e-06,5.9470452785973147e-12,7.1225376025498224e-07,5.561481689123559e-07,0.00023474210210379812,3.1926042870614514e-05,5.0446599668559367e-14,4.1487091310643357e-16,9.1649902693381683e-12
6.51251861832777e-09,0.2948584196851674,76.950000000000003,0.0,0.0,0.0,0.99558164296100127,9.4995974472147626,0.00023623098287841381,0.0018378039104276131,0.0014458985854240694,0.000396561328974176,7.6825614942338202e-10,4.3250075767812683e-08,0.00020058543699346862,5.0618241974189882e-06,6.5004248710111088e-12,9.2885724550558458e-07,7.2555414324061514e-07,0.0002564274262948069,3.8089095449070415e-05,5.5090894627647958e-14,5.1634816059615829e-16,1.2082947757246145e-11
7.064261308332969e-09,0.29485830369014965,76.950000000000003,0.0,0.0,0.0,0.99520575337891481,9.4995630452161421,0.00025610827186482298,0.0019925454173569603,0.001567235556330837,0.00043028055468880721,8.3293996827218513e-10,4.323477136093255e-08,0.0002175364049544421,5.4880936863866699e-06,7.0531497069185079e-12,1.1852954244913486e-06,9.2616687707330778e-07,0.0002781050791417363,4.4791690372928467e-05,5.9730243339651474e-14,6.344851412925108e-16,1.5561658267517176e-11
7.616003998338167e-09,0.2948581876898254,76.950000000000003,0.0,0.0,0.0,0.99482963959232384,9.499528641649027,0.00027596431880679684,0.0021471190032623438,0.0016884265746210238,0.00046395866943593924,8.975531738867931e-10,4.3219456799350701e-08,0.00023448043875416149,5.9138978574946363e-06,7.6052006527168718e-12,1.4848784506548441e-06,1.1605852624885896e-06,0.00029977505550676022,5.2032841388140901e-05,6.4364527715906937e-14,7.7066456433252867e-16,1.9649789361267568e-11
8.167746688343365e-09,0.29485807167704886,76.950000000000003,0.0,0.0,0.0,0.994453305997827,9.4994942343894664,0.0002957991338456999,0.0023015207446589279,0.0018094674523717036,0.00049759451106120374,9.6209412660998919e-10,4.3204132273796336e-08,0.00025141753482684284,6.339225905243337e-06,8.1565586583963305e-12,1.8309032378467711e-06,1.4313982721823855e-06,0.00032143735034769806,5.9811548796846129e-05,6.8993630153626163e-14,9.2626383588101553e-16,2.4395825651620273e-11
8.719489378348565e-09,0.2948579556446971,76.950000000000003,0.0,0.0,0.0,0.99407675698860776,9.4994598213220964,0.00031561272720440249,0.0024557467347609331,0.0019303540202682222,0.0005311869224297604,1.0265611937358721e-09,4.3188797974854833e-08,0.00026834768968168416,6.7640670699399661e-06,8.7072047562270094e-12,2.2266530519973786e-06,1.7411846725832822e-06,0.0003430919587179483,6.8126799545657402e-05,7.361743354856343e-14,1.1026549065547011e-15,2.9848063478459605e-11
9.822974758358962e-09,0.2948577234928584,76.950000000000003,0.0,0.0,0.0,0.99332303027879298,9.4993909693460292,0.00035517629017940179,0.0027636559199260675,0.0021716476444843128,0.00059823685268270053,1.1552671761716575e-09,4.3158100818308492e-08,0.00030218716214913221,7.6122459473123142e-06,9.8062857971424555e-12,3.1803901766946581e-06,2.4879399867628814e-06,0.00038637809673737288,8.6362812615294835e-05,8.2848677360622853e-14,1.523272069541221e-15,4.3063355740154274e-11
9.999999999999999e-09,0.2948575144182902,76.950000000000003,0.0,0.0,0.0,0.99320203840989352,9.4993799197847615,0.0003615153327407762,0.0028129829024581728,0.0022102956577147691,0.00060897603994140273,1.1758856890336636e-09,4.3153172799992322e-08,0.00030761322917303719,7.748122990732527e-06,9.9823223279248973e-12,3.3548663453787542e-06,2.6245739636609198e-06,0.00039331935433161233,8.9487125830336634e-05,8.4327509420389536e-14,1.5997277500171355e-15,4.5489904518300579e-11
1.0816111600368319e-08,0.2948575144182902,76.950000000000003,0.0,0.0,0.0,0.99264398350720484,9.4993289616651015,0.00039071102293042489,0.0030401342808616754,0.0023882427359326218,0.00065842176105956125,1.2708336407879004e-09,4.3130441860707515e-08,0.00033261891491783991,8.3738348340536317e-06,1.0792835544430557e-11,4.2414572792928097e-06,3.3189600067679869e-06,0.00042530928555474767,0.00010459976940386482,9.1137509923698203e-14,1.9865818728326331e-15,5.7852794081605319e-11
1.1809248442377677e-08,0.29485730517074416,76.950000000000003,0.0,0.0,0.0,0.99196430690819615,9.4992669026809686,0.00042617716013419727,0.0033159832562571255,0.0026042739196606734,0.0007184482111564324,1.386135660258896e-09,4.3102754192554206e-08,0.00036302812727118247,9.1336810993037202e-06,1.1776787846945778e-11,5.5140287558321204e-06,4.3158625822274483e-06,0.00046421549763674114,0.00012455877080928785,9.9407376482932665e-14,2.538328524734007e-15,7.5672265064012462e-11
1.2802385284387035e-08,0.29485709570975177,76.950000000000003,0.0,0.0,0.0,0.99128402591676767,9.4992047803952548,0.00046157476433830263,0.0035911807196565104,0.0028197176143557835,0.00077830966008010443,1.5011639866525566e-09,4.3075038917426248e-08,0.00039341478155162319,9.8917237981645825e-06,1.2758035453720673e-11,7.0167068286621154e-06,5.493281263345259e-06,0.00050309670757814145,0.00014623343791418544,1.0765761373813408e-13,3.1862964199561018e-15,9.6795933208509113e-11
1.3795522126396394e-08,0.2948568859952412,76.950000000000003,0.0,0.0,0.0,0.99060316589459185,9.499142582918525,0.00049690389893306507,0.0038657047521031183,0.0030345504725994574,0.0008379996298250623,1.615909458497841e-09,4.3047297135763559e-08,0.00042377886088144147,1.0647902555492776e-05,1.3736472177425626e-11,8.767919322062223e-06,6.8657205610665147e-06,0.00054195289096815456,0.00016961725910082237,1.1588756459009346e-13,3.9382010369512788e-15,1.2149557503881858e-10
1.4788658968405752e-08,0.29485667598749904,76.950000000000003,0.0,0.0,0.0,0.98992175212142697,9.499080298474281,0.00053216462814770118,0.0041395336493715096,0.0032487493892688151,0.00089751171025573772,1.7303630038147117e-09,4.301952994449536e-08,0.00045412034916031391,1.1402157585867631e-05,1.4711992943253753e-11,1.0785912667986844e-05,8.4475510187336544e-06,0.00058078402438741005,0.00019470359193452042,1.2409657835791113e-13,4.8016863168713082e-15,1.500404862841021e-10
1.578179581041511e-08,0.29485646564720414,76.950000000000003,0.0,0.0,0.0,0.98923980978665738,9.4990179154033605,0.00056735701704616222,0.0044126459290314071,0.0034622915102463909,0.00095683956150713692,1.8445156430735304e-09,4.2991738436673345e-08,0.0004844392310626313,1.2154429713094066e-05,1.568449382827177e-11,1.3088745075311404e-05,1.0253004394932884e-05,0.00061959008540463112,0.00022148566508690628,1.3228401099125882e-13,5.7843221016743893e-15,1.8269739120172647e-10
1.677493265242447e-08,0.2948562549354694,76.950000000000003,0.0,0.0,0.0,0.98855736398096472,9.4989554221687627,0.00060248113152267869,0.0046850203373443415,0.0036751542414237169,0.0010159769158209048,1.9583584920890611e-09,4.2963923701108995e-08,0.00051473549203455893,1.2904660389274837e-05,1.6653872091517073e-11,1.5694279860311533e-05,1.2296168956032107e-05,0.00065837105257297455,0.00024995658029667499,1.4044922527795331e-13,6.8936016306117864e-15,2.1973035418298337e-10
1.7768069494433827e-08,0.29485604381381925,76.950000000000003,0.0,0.0,0.0,0.9878744396881407,9.4988928073594412,0.0006375370382970092,0.0049566358559843243,0.0038873152565668209,0.0010749175802333389,2.0718827648375669e-09,4.2936086822017618e-08,0.00054500911829084115,1.3652791713376272e-05,1.7620026218059448e-11,1.86201789481545e-05,1.4590984884889407e-05,0.00069712690542604431,0.00028010931436750524,1.4859159104601841e-13,8.1369390985141042e-15,2.6140069339696046e-10
1.8761206336443185e-08,0.2948558322442034,76.950000000000003,0.0,0.0,0.0,0.98719106177704086,9.4988300596941304,0.00067252480490939681,0.005227471708578982,0.0040987525051171111,0.0011336554390347041,2.185079776196949e-09,4.2908228878669882e-08,0.0005752600968113549,1.4398766449286203e-05,1.8582855959313819e-11,2.1883896550349972e-05,1.7151239808890226e-05,0.0007358576244735829,0.00031193672120096127,1.5671048536022174e-13,9.5216672775563042e-15,3.0796689649224452e-10
1.9754343178452544e-08,0.29485562018904676,76.950000000000003,0.0,0.0,0.0,0.98650725499368808,9.49876716802593,0.00070744449971524694,0.0054975073670703338,0.0043094442205822234,0.0011921844553456885,2.2979409446191722e-09,4.2880350945047659e-08,0.00060548841533742195,1.5142528043425732e-05,1.9542262358881975e-11,2.5502673016780314e-05,1.9990564446519686e-05,0.0007745631911968546,0.000345431533862871,1.6480529271375339e-13,1.1055035202134055e-14,3.5968453865576249e-10
2.0747480020461902e-08,0.29485540761123613,76.950000000000003,0.0,0.0,0.0,0.98582304395352927,9.4987041213459236,0.00074229619187952749,0.0057667225578910157,0.0045193689279013566,0.0012504986734186798,2.4104577947211245e-09,4.2852454089507028e-08,0.00063569406236787954,1.5884020641824471e-05,2.0498147790274916e-11,2.9493528867413612e-05,2.3122428375805033e-05,0.0008132435880437212,0.00038058636668160861,1.7287540521406482e-13,1.2744205918580825e-14,4.1680620300468545e-10
2.174061686247126e-08,0.294855194474114,76.950000000000003,0.0,0.0,0.0,0.98513845313385062,9.4986409087864843,0.00077707995137089869,0.006035097267948349,0.0047285054503123577,0.0013085922211216318,2.5226219597897867e-09,4.2824539374450333e-08,0.0006658770271549192,1.6623189106630118e-05,2.1450415997627803e-11,3.3873259014130164e-05,2.6560135931405485e-05,0.00085189879842341605,0.00041739371737698448,1.8092022276255531e-13,1.4596254303310649e-14,4.7958140321274318e-10
