Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170)
6.938598343612956e-10,0.21052673835300698,76.950000000000003,0.0,0.0,0.0,0.99940265210188184,9.4999305771249443,2.4279172333201223e-05,0.00026271784451020015,0.00019523554821529327,6.8393993954599013e-05,1.5581258506425106e-10,3.9846093650994806e-08,1.9594019554360331e-05,1.0253375932955845e-06,1.1340968242837759e-12,3.3293684058672148e-09,2.4537333185822375e-09,2.4882130756950203e-05,7.9648978045842101e-07,1.1275097059088599e-14,3.6636990560271425e-17,1.8551087865958058e-14,8.9233144944590605e-17,2.6294720618624407e-10,5.2178130733288216e-08,6.157916352602462e-08,6.1630598120032445e-08,3.121832705562778e-11,2.0215964888672675e-11,1.4737486055712673e-19,1.7591037753600668e-09,1.7757781831188933e-12,5.6261984360708909e-13,5.1980566756012762e-17,3.3185890004986802e-12,6.1055161068088831e-15,4.9528573757769428e-17,2.6132644867301474e-07,4.6640790481188559e-17,1.3250950557674749e-17,1.1189088896765504e-10,1.0362849700161603e-11,5.9350692557133432e-13,1.3789688022452313e-10,1.5082691892597904e-10,4.9522620257757661e-17,1.2934391899380242e-14,6.7004729456079988e-14,6.3878126668715747e-14,3.2310742260084083e-15,2.5689858964081176e-16,2.7429381289449619e-16,3.7185783818168811e-13,4.8191070088188501e-16,1.3405161248259033e-17,1.3551529944379737e-14,4.3497098294801098e-19,6.6885347790056899e-20,5.2868196425042232e-21,1.0406181733921777e-14,8.6470647870091296e-18,1.5367774704039406e-17,3.0665886266097092e-13,2.1310113894739239e-16,4.0194602528333318e-16,2.9878924924157188e-16,7.1211868356850378e-16,1.1879648631896552e-16,2.1887547817493192e-19,2.6423538398183396e-22
7.114114802997055e-10,0.21052673372402494,76.950000000000003,0.0,0.0,0.0,0.99938753029649718,9.4999286504260798,2.4892874971776901e-05,0.00026935911439641714,0.00019999662603326809,7.0294449666414172e-05,1.5975135837778656e-10,3.9845518943295009e-08,2.0089934603142406e-05,1.051306493306361e-06,1.1656098398285183e-12,3.5960238049996303e-09,2.6517459357039831e-09,2.5511900468537595e-05,8.3727746415364638e-07,1.1560663372619461e-14,3.7669128856879424e-17,2.0372939393831528e-14,9.6387579388120314e-17,2.7549578072338542e-10,5.3957422770116016e-08,6.5458900343904441e-08,6.5513577876064023e-08,3.318574797472693e-11,2.1491433530213633e-11,1.511074966796046e-19,1.8490965934684627e-09,1.8666463476302708e-12,5.9145519575960545e-13,6.033682682647474e-17,3.5733449358512806e-12,6.4647413719696618e-15,5.7498800215853832e-17,2.6794297520368511e-07,5.022125747501245e-17,1.4268177651823209e-17,1.1264231354191314e-10,1.0383148155575164e-11,5.9361861915595995e-13,1.3978442671247125e-10,1.5632856174363579e-10,5.7491702054807519e-17,1.4029033130275363e-14,7.4246061909759918e-14,7.0700150491345678e-14,3.6643741872117073e-15,2.7012217100454794e-16,3.1691835299827332e-16,3.8617595827801938e-13,5.4794941596314381e-16,1.5576206636436775e-17,1.4079886481284332e-14,5.1832238557285054e-19,7.9763524588104348e-20,6.4222327223008282e-21,1.1090926877115631e-14,8.9800698070677257e-18,1.597185077435021e-17,3.2735237267871383e-13,2.2748842016680662e-16,4.2834527664602386e-16,3.1896241992485066e-16,7.6115965592605722e-16,1.2730612744836666e-16,2.3136737249244168e-19,2.8243229012664644e-22
7.289631262381155e-10,0.21052672909555933,76.950000000000003,0.0,0.0,0.0,0.99937240792809723,9.4999267238113241,2.5506555152591658e-05,0.00027600016676757592,0.00020475744168806266,7.2194808168645375e-05,1.6369000126419417e-10,3.9844944212698198e-08,2.0585841681424041e-05,1.077274533504123e-06,1.1971212434614979e-12,3.8765152945537195e-09,2.8601354293867876e-09,2.6141660850654404e-05,8.7908271315646504e-07,1.1846220231239558e-14,3.8709074103687758e-17,2.231726942839263e-14,1.0391388476140803e-16,2.8829311836382619e-10,5.5742636447198788e-08,6.9468939910038555e-08,6.952696938302162e-08,3.5219264593429728e-11,2.280980292399742e-11,1.548400775060662e-19,1.9413279093064173e-09,1.9597753093045893e-12,6.2100992409008038e-13,6.97616818731032e-17,3.8406216284004886e-12,6.8351336613615854e-15,6.6489778072336471e-17,2.745594441755815e-07,5.3977698140256273e-17,1.5335399344423831e-17,1.1335483987323759e-10,1.0403268834362269e-11,5.9372430112880202e-13,1.4164636467982538e-10,1.6185719060594921e-10,6.648135374955422e-17,1.5184020420652126e-14,8.2057802390006897e-14,7.804888794256727e-14,4.1425092222555999e-15,2.836766756041338e-16,3.647787046042857e-16,4.006018308580498e-13,6.2103431570199131e-16,1.8029594571642072e-17,1.4612310795797098e-14,6.148922743213236e-19,9.4701972758928134e-20,7.7627016422627333e-21,1.1800260976655507e-14,9.3155816479822452e-18,1.6579491544622099e-17,3.4883050908592691e-13,2.4242150211380149e-16,4.5592262756895556e-16,3.3990091727795098e-16,8.1210166024312803e-16,1.3622619840223493e-16,2.4428255389539044e-19,3.0133458380870339e-22
7.465147721765254e-10,0.2105267244676145,76.950000000000003,0.0,0.0,0.0,0.99935728499705034,9.4999247972820644,2.6120212875781293e-05,0.00028264100125052386,0.00020951799638105873,7.4095067726844303e-05,1.6762851350233134e-10,3.9844369459219248e-08,2.1081740788933478e-05,1.1032417124308376e-06,1.2286310064223793e-12,4.1711904876223407e-09,3.0791660644218743e-09,2.6771411905770944e-05,9.2190546366461205e-07,1.2131767618915663e-14,3.9757020028558526e-17,2.4388564728313802e-14,1.118214445971296e-16,3.0133651362329198e-10,5.7533345790648688e-08,7.3609699390864017e-08,7.3671190157531134e-08,3.7319088645910492e-11,2.4171210926017693e-11,1.5857260305115761e-19,2.0357972732381871e-09,2.0551646127867721e-12,6.5128394192816366e-13,8.035783442443622e-17,4.1207009848329441e-12,7.2167555789624587e-15,7.6599847943555144e-17,2.811758534285826e-07,5.7914074520729277e-17,1.6453741255224514e-17,1.1403068321878419e-10,1.0423228564975401e-11,5.9382431511972912e-13,1.4348433863836311e-10,1.6741108822067121e-10,7.6589893050819204e-17,1.640095743408311e-14,9.0468977395292248e-14,8.595006815088669e-14,4.6688071459166295e-15,2.9756203703705533e-16,4.1835346326654004e-16,4.1513048569479923e-13,7.017138974966932e-16,2.0793423481598355e-17,1.5148614767646852e-14,7.2635960424454921e-19,1.1196647514202634e-19,9.3385610093798402e-21,1.2534300338729273e-14,9.653484675259253e-18,1.7190469890052891e-17,3.7109901301708026e-13,2.5790438199362832e-16,4.8471068249025394e-16,3.6161034662232569e-16,8.6495918726552579e-16,1.4556872366879912e-16,2.5762795306098708e-19,3.2094764188999705e-22
7.640664181149353e-10,0.2105267198401938,76.950000000000003,0.0,0.0,0.0,0.99934216150372535,9.4999228708393009,2.6733848141481823e-05,0.00028928161747216087,0.00021427829092654803,7.5995226993648738e-05,1.7156689487108254e-10,3.9843794682873022e-08,2.1577631925399144e-05,1.1292080286286471e-06,1.2601391063694248e-12,4.4803969417423529e-09,3.3091020699914184e-09,2.740115363632832e-05,9.6574565181837467e-07,1.2417305519616487e-14,4.081316033306348e-17,2.6591332853842177e-14,1.201196426004221e-16,3.1462329038115621e-10,5.9329154973731015e-08,7.7881565925426766e-08,7.7946627663699429e-08,3.9485416623304639e-11,2.5575785468318822e-11,1.6230507332935196e-19,2.1325042366802981e-09,2.1528138037849456e-12,6.8227716268662604e-13,9.223466576915979e-17,4.4138636710496674e-12,7.6096695977430277e-15,8.7933775102347348e-17,2.8779220092700397e-07,6.2034331218404805e-17,1.7624324048733768e-17,1.1467193268703096e-10,1.0443041837338824e-11,5.9391898493045115e-13,1.452998872015965e-10,1.7298864735360285e-10,8.7922060149099548e-17,1.7681445009336701e-14,9.9509319546237078e-14,9.4429969102292762e-14,5.2467494524259031e-15,3.1177818905731713e-16,4.7815027911901852e-16,4.2975721263217773e-13,7.9056429139840316e-16,2.3897762574081903e-17,1.5688620120244048e-14,8.5456568978915307e-19,1.3184925245732474e-19,1.1183681084961015e-20,1.3293153859258196e-14,9.9936693050689602e-18,1.7804573251529493e-17,3.9416336137480241e-13,2.7394087300562632e-16,5.1474253966868453e-16,3.8409605524387693e-16,9.19746057589425e-16,1.5534592486631482e-16,2.7141060628096812e-19,3.4127659257023897e-22
7.816180640533452e-10,0.21052671521329983,76.950000000000003,0.0,0.0,0.0,0.99932703744849072,9.4999209444837422,2.7347460949829509e-05,0.00029592201505943921,0.00021903832584703044,7.7895284913498175e-05,1.7550514514936029e-10,3.9843219883674e-08,2.2073515090549634e-05,1.1551734806398799e-06,1.2916455257995045e-12,4.8044821595578158e-09,3.55020764008303e-09,2.8030886044738842e-05,1.0106032137006064e-06,1.2702833917312783e-14,4.1877688692786636e-17,2.89301007650538e-14,1.2881786265458756e-16,3.2815080156174274e-10,6.1129696175801332e-08,8.2284898750220826e-08,8.235364143973581e-08,4.1718430852363142e-11,2.7023645261259259e-11,1.6603748835495149e-19,2.2314483520966068e-09,2.2527224290654517e-12,7.1398949986086946e-13,1.0550846198785419e-16,4.7203891174881937e-12,8.0139380644913036e-15,1.0060296975920495e-16,2.944084847522379e-07,6.6342395468237681e-17,1.8848263455476426e-17,1.1528055841851834e-10,1.0462721219987746e-11,5.9400861571657271e-13,1.4709444992432983e-10,1.7858836374920224e-10,1.0058923785776903e-16,1.9027081161783154e-14,1.0920926679941219e-13,1.0351541363612647e-13,5.8799742402450525e-15,3.2632506557473523e-16,5.447067247142679e-16,4.4447754796743123e-13,8.8818992977350635e-16,2.7374733684206449e-17,1.623215790525625e-14,1.0015251416405997e-18,1.5467084691228914e-19,1.3335772583187943e-20,1.4076923498745266e-14,1.0336031687426802e-17,1.8421602698320689e-17,4.1802878065463998e-13,2.9053461397053875e-16,5.4605179107352791e-16,4.073631458935533e-16,9.7647545672508859e-16,1.6557022072848401e-16,2.8563765543767092e-19,3.6232632839742468e-22
8.16721355930165e-10,0.21052670596109932,76.950000000000003,0.0,0.0,0.0,0.99929678765376684,9.4999170920359912,2.8574619195012434e-05,0.00030920215283898779,0.00022855761781374222,8.1695093579431174e-05,1.8338125155028544e-10,3.9842070216776268e-08,2.3065257505820415e-05,1.2071017862728517e-06,1.354653271159527e-12,5.4986786251552691e-09,4.0669840755618852e-09,2.9290322904626187e-05,1.1033702026947942e-06,1.3273862139584941e-14,4.4032684151563236e-17,3.4033833233248662e-14,1.4745190534208052e-16,3.5591758223407093e-10,6.4743631968954167e-08,9.1487272047212728e-08,9.1563707677770851e-08,4.6385182308967538e-11,3.0049653081090954e-11,1.7350215270473156e-19,2.4360462539140418e-09,2.4593161747997495e-12,7.7957117784839275e-13,1.367479733471169e-16,5.3746398671763252e-12,8.8567871183367237e-15,1.3042735055457485e-16,3.0764085425435594e-07,7.5537569174916707e-17,2.1460650487499003e-17,1.1640726364943517e-10,1.0501720765203674e-11,5.94173893976264e-13,1.5062591767488153e-10,1.8984872799277989e-10,1.3040869204624841e-16,2.1920177158338194e-14,1.3071325041640899e-13,1.2361292533338462e-13,7.3276239758543535e-15,3.5641072851507281e-16,7.0040357498070826e-16,4.7418234628281002e-13,1.1123301945195143e-15,3.558582334122449e-17,1.732919878156331e-14,1.3606987474644062e-18,2.105663678391689e-19,1.8732910247726955e-20,1.5719586863135498e-14,1.1026901234064148e-17,1.9663707207897431e-17,4.6818256207327315e-13,3.2540758217570297e-16,6.1263931237070142e-16,4.5626073596669393e-16,1.0958116011718013e-15,1.8741075682561263e-16,3.1545403690843363e-19,4.066066190873386e-22
8.483143186193028e-10,0.21052669763593565,76.950000000000003,0.0,0.0,0.0,0.99926956092048191,9.499913625134587,2.9678984812901729e-05,0.00032115352536971921,0.00023712409412482088,8.5114567966514706e-05,1.9046929676433187e-10,3.984103543855874e-08,2.3957798414947313e-05,1.253834291204907e-06,1.4113543817650414e-12,6.1778258544727987e-09,4.5729324616231414e-09,3.0423784220403249e-05,1.1903392685486281e-06,1.3787754878591155e-14,4.6002809641949299e-17,3.913807894740108e-14,1.6568476194174778e-16,3.8170502471001093e-10,6.8009173933724006e-08,1.0022212205754974e-07,1.0030586007022284e-07,5.0814898584301412e-11,3.2922119833478194e-11,1.8022016179570412e-19,2.6278309568865411e-09,2.6529732858549603e-12,8.4105320003880394e-13,1.7095709803504819e-16,6.0119443194949167e-12,9.6548064778552618e-15,1.6309742602102267e-16,3.1954975195963044e-07,8.4494572407999475e-17,2.4005371168154158e-17,1.173272848653975e-10,1.0536459735387136e-11,5.9430812799316491e-13,1.5374509768913313e-10,2.0004562653202785e-10,1.6307312754619104e-16,2.4762745263545543e-14,1.526424523205282e-13,1.4405174729947969e-13,8.8593805352734428e-15,3.8461824308981335e-16,8.6968469192100342e-16,5.0119663015596902e-13,1.3507345598178088e-15,4.4617431228648239e-17,1.8327095881023776e-14,1.7722614757928441e-18,2.7479011347457932e-19,2.5108912264398846e-20,1.7284092974515399e-14,1.1655197043230001e-17,2.0789862065681666e-17,5.1610838133981138e-13,3.587322948476855e-16,6.772838691595134e-16,5.0298751531863864e-16,1.2099779904327525e-15,2.0872492284027709e-16,3.438824228001592e-19,4.4896864489794592e-22
8.799072813084407e-10,0.21052668931249965,76.950000000000003,0.0,0.0,0.0,0.99924233237234195,9.4999101585194108,3.0783277671096951e-05,0.00033310418372585379,0.00024568973003056941,8.8533704921057914e-05,1.9755691380820437e-10,3.9840000586525931e-08,2.4850313492800635e-05,1.3005639735113872e-06,1.4680498971247952e-12,6.9105821727483377e-09,5.1191773997259854e-09,3.1557215368655164e-05,1.2806036286195192e-06,1.4301616578670894e-14,4.8003123305581763e-17,4.4754124266158906e-14,1.8535963615969624e-16,4.0823257394641405e-10,7.1285411711395035e-08,1.0938742880434319e-07,1.094788293214881e-07,5.546296516076526e-11,3.5936319752248824e-11,1.8693799208307742e-19,2.8268571195162527e-09,2.8539439631304911e-12,9.0486381781940376e-13,2.1184035044533017e-16,6.6968339073605993e-12,1.0490578430775431e-14,2.0215345869737406e-16,3.3145841819333565e-07,9.4120362540426432e-17,2.674009583413683e-17,1.1816748359724027e-10,1.0570901903203172e-11,5.944300385929609e-13,1.5681477787216376e-10,2.1029497076543935e-10,2.0212214025360251e-16,2.7841118343103677e-14,1.772143008407559e-13,1.6689416498427772e-13,1.0634293520669216e-14,4.1389628424664701e-16,1.0706858262995598e-15,5.2845475564346472e-13,1.6283351326281205e-15,5.5458612178915643e-17,1.9334187938062269e-14,2.2850839248846785e-18,3.5503237161776616e-19,3.3277502474165275e-20,1.8930640057807137e-14,1.2289165650042976e-17,2.1922939655316322e-17,5.6670082193262009e-13,3.9391203333446412e-16,7.4661215986515234e-16,5.5231543708045163e-16,1.3306175400301212e-15,2.3168981852048393e-16,3.7386654576749006e-19,4.9373256958172531e-22
9.115002439975785e-10,0.21052668099078997,76.950000000000003,0.0,0.0,0.0,0.99921510201149655,9.4999066921903008,3.1887497770400773e-05,0.00034505412573364547,0.00025425452428681203,9.1952502579883109e-05,2.046441013935725e-10,3.9838965660763787e-08,2.5742802737804195e-05,1.347290824698079e-06,1.5247397863439013e-12,7.6989722734618947e-09,5.7072584236132734e-09,3.2690616362448155e-05,1.3741629080676238e-06,1.4815447146417746e-14,5.0034753738456047e-17,5.0908917909487741e-14,2.0653126083434978e-16,4.3548580165803847e-10,7.457098151691121e-08,1.1898450841425529e-07,1.1908393266661329e-07,6.0330049948914621e-11,3.9092687720127561e-11,1.9365564364432028e-19,3.0331221689862115e-09,3.0622256009686849e-12,9.7100252961509413e-13,2.6035534951692836e-16,7.4308942898499314e-12,1.1364462378853281e-14,2.4851455209871793e-16,3.4336684518607591e-07,1.0443722498697752e-16,2.9671155789225586e-17,1.1893585621978542e-10,1.0605082925237408e-11,5.9454086144272929e-13,1.5984052509015987e-10,2.2059093139801492e-10,2.4847457003135726e-16,3.1164514345348207e-14,2.0463171082878231e-13,1.9231579306220644e-13,1.2679619096169449e-14,4.4424447208710042e-16,1.3077368724897409e-15,5.5593804981683335e-13,1.9497684239726195e-15,6.8382072550118624e-17,2.0349768198686187e-14,2.9187783051015248e-18,4.5446602662678084e-19,4.3644173162105298e-20,2.0659624323981768e-14,1.2928372620744608e-17,2.306216931235797e-17,6.1998288604681986e-13,4.3096281120146878e-16,8.2083793102488239e-16,6.042669571503524e-16,1.4577881803408338e-15,2.5638499392469322e-16,4.0545187229625549e-19,5.4091988848846075e-22
9.430932066867164e-10,0.21052667267081215,76.950000000000003,0.0,0.0,0.0,0.99918786984009533,9.4999032261466851,3.2991645111618242e-05,0.00035700334921989036,0.00026281847522720525,9.5370959502610533e-05,2.1173085823242332e-10,3.9837930661357429e-08,2.6635266148383736e-05,1.3940148362728602e-06,1.5814240255382276e-12,8.5450202902242666e-09,6.3387147078208336e-09,3.3823987214569747e-05,1.4710167314512047e-06,1.5329246488448315e-14,5.2098829271214858e-17,5.7629528144626034e-14,2.2925437017903438e-16,4.6345056021117694e-10,7.7864688333759207e-08,1.2901450868374372e-07,1.2912231886988812e-07,6.5416735408771101e-11,4.2391602987670301e-11,2.0037311655524838e-19,3.2466235430768895e-09,3.2778156044198071e-12,1.0394688346764349e-12,3.1755020189066457e-16,8.2156985733494736e-12,1.227681656023692e-14,3.0318718225998815e-16,3.5527502595037371e-07,1.1546726870846468e-16,3.2804832206486955e-17,1.19639597603482e-10,1.0639032741375326e-11,5.9464170795057475e-13,1.6282727823125898e-10,2.3092833344335486e-10,3.0313659215216066e-16,3.47421218739798e-14,2.3510493915663173e-13,2.2049765638045324e-13,1.5024482018360333e-14,4.7566242829107088e-16,1.5855495456862498e-15,5.8362956177155636e-13,2.3200213177769978e-15,8.368893532986006e-17,2.1373195087482119e-14,3.695797362918678e-18,5.7674164144604646e-19,5.6685395699289031e-20,2.2471397827908039e-14,1.3572423585220652e-17,2.4206866938097665e-17,6.7597582551765939e-13,4.6989942309873331e-16,9.0018010383578522e-16,6.5886282211465408e-16,1.5915434025276918e-15,2.8289206601813758e-16,4.3868497555561646e-19,5.9055044977594632e-22
9.746861693758541e-10,0.21052666435256462,76.950000000000003,0.0,0.0,0.0,0.99916063586028803,9.499899760387752,3.4095719695556722e-05,0.00036895185201192782,0.00027138158095281549,9.8789074482147194e-05,2.1881718303706098e-10,3.9836895588392017e-08,2.7527703722966926e-05,1.4407359997456997e-06,1.6381025946919642e-12,9.4507497969614159e-09,7.0150850677526915e-09,3.495732793753431e-05,1.5711647227268716e-06,1.5843014511402238e-14,5.4196477969209096e-17,6.4943128284799389e-14,2.5358369957235086e-16,4.9211297716229291e-10,8.1165484933025249e-08,1.3947842997723517e-07,1.3959498914055976e-07,7.0723529158542739e-11,4.5833396080048117e-11,2.0709041089005813e-19,3.4673586900727134e-09,3.5007113891475022e-12,1.1102622330694872e-12,3.8456774797260757e-16,9.0528074083080605e-12,1.3227998064631759e-14,3.6726937041963941e-16,3.6718295420142095e-07,1.272324275718481e-16,3.6147356514685687e-17,1.2028518164610833e-10,1.0672776927661662e-11,5.9473357789746331e-13,1.6577941948572989e-10,2.4130258228917778e-10,3.6720588653723378e-16,3.8583100275812293e-14,2.6885157001281925e-13,2.5162611904245246e-13,1.769992677039672e-14,5.0814977610326539e-16,1.9092329933445938e-15,6.115139032959043e-13,2.7444436467313042e-15,1.017104437669174e-16,2.2403886176929919e-14,4.6417142813486368e-18,7.260381318328599e-19,7.2957604447457352e-20,2.4366273437967705e-14,1.4220960530091706e-17,2.5356425211787201e-17,7.3469930357817915e-13,5.1073555740589186e-16,9.8486277230142802e-16,7.1612222721233495e-16,1.7319326688043792e-15,3.1129471800118484e-16,4.7361353499461979e-19,6.4264260664081371e-22
9.999999999999999e-10,0.2105266560360482,76.950000000000003,0.0,0.0,0.0,0.99913881335691646,9.4998969836565852,3.4980305879111625e-05,0.00037852505671748498,0.00027824214980022647,0.00010152758829587094,2.2449478125994955e-10,3.9836066184161322e-08,2.824274981657964e-05,1.4781692255529928e-06,1.6835121392798231e-12,1.0220895468440825e-08,7.5904739079965892e-09,3.5865394355729668e-05,1.6537851018621521e-06,1.6254647976544498e-14,5.5902204106269889e-17,7.1249428545917118e-14,2.7427352106012308e-16,5.1557298370670174e-10,8.3814738864307604e-08,1.4817635568641285e-07,1.4830018744013271e-07,7.5134727853357129e-11,4.8694428818159793e-11,2.1247250762597397e-19,3.6494408670421284e-09,3.6845767160930857e-12,1.1686643259212537e-12,4.4618712028565283e-16,9.7623279699724472e-12,1.4018389952392575e-14,4.2620637892639294e-16,3.7672398408145021e-07,1.3720439489099541e-16,3.8980427846620179e-17,1.207644325321041e-10,1.0699681069611145e-11,5.9480132003896358e-13,1.6812247813994439e-10,2.4963876407082193e-10,4.2613065630520425e-16,4.1856888404920128e-14,2.984044874387921e-13,2.7882305890872001e-13,2.0104358748700847e-14,5.3495167826817287e-16,2.2053921238225708e-15,6.3398589834831395e-13,3.1274465559317846e-15,1.1835266352160088e-16,2.3234610497990748e-14,5.540921453012097e-18,8.6834807657941164e-19,8.8759369138023033e-20,2.5944697626432142e-14,1.4743617298229341e-17,2.6280649832095781e-17,7.8373417919920896e-13,5.4483479011256379e-16,1.0567228200889007e-15,7.6393537446602971e-16,1.8492376980187526e-15,3.3547792198694179e-16,5.0285632736275092e-19,6.8616923865904632e-22
1.0062791320649919e-09,0.2105266560360482,76.950000000000003,0.0,0.0,0.0,0.99913340007422458,9.4998962949125705,3.5199721523025943e-05,0.00038089963193764135,0.00027994383944643321,0.00010220684643042562,2.259030745201065e-10,3.9835860441953775e-08,2.8420115459983336e-05,1.487454306628659e-06,1.6947754757629796e-12,1.0418183807084733e-08,7.7379079590851339e-09,3.60906385435883e-05,1.6746065052498245e-06,1.6356751121942097e-14,5.6328827632064458e-17,7.2876983863985992e-14,2.795739853241811e-16,5.2145944990442011e-10,8.4472453516301765e-08,1.5037714351707792e-07,1.5050281543813994e-07,7.6250873259296166e-11,4.9418354841808457e-11,2.1380752672135848e-19,3.6953250686689821e-09,3.7309103813346963e-12,1.183382225665625e-12,4.6264979973454966e-16,9.9437690852292018e-12,1.4218362844393721e-14,4.4195485476438078e-16,3.79090624286097e-07,1.3975446169967085e-16,3.9704910781660343e-17,1.2087843365671218e-10,1.0706337662034068e-11,5.9481737074377122e-13,1.6870083746785564e-10,2.5170959819238478e-10,4.4187580589288426e-16,4.2696579731488649e-14,3.0609650021242787e-13,2.8589281440548215e-13,2.0738967913067861e-14,5.4170614031967256e-16,2.2843092266696604e-15,6.3957710440273286e-13,3.2287607523144172e-15,1.2280969256092341e-16,2.3441312719279649e-14,5.7855179537517285e-18,9.0711676740178535e-19,9.3106916430787782e-20,2.6344529241083036e-14,1.4873658437596888e-17,2.6510304919224476e-17,7.9617154152807495e-13,5.534838983695004e-16,1.0751152013665034e-15,7.760629595644689e-16,1.8790017844305474e-15,3.4167869861426514e-16,5.1028633593626558e-19,6.972133553491231e-22
1.0378720947541296e-09,0.21052664772126187,76.950000000000003,0.0,0.0,0.0,0.99910616248405437,9.4998928297201459,3.630365059483798e-05,0.00039284668682546041,0.00028850524862392206,0.00010562427432709727,2.3298853139450487e-10,3.9834825222127978e-08,2.9312501357864472e-05,1.5341697484359272e-06,1.7514426518320309e-12,1.1449344772288562e-08,8.5087214769417292e-09,3.7223919044715581e-05,1.7813417017741008e-06,1.6870456226753888e-14,5.8497005793060713e-17,8.1458441277677256e-14,3.0727996443494174e-16,5.5147664041694242e-10,8.7784789634230495e-08,1.6171140741117666e-07,1.6184655651349812e-07,8.1999152351185774e-11,5.3146729733941748e-11,2.2052446412020014e-19,3.9305201478791989e-09,3.96841001759018e-12,1.2588283141314015e-12,5.5314136816852866e-16,1.0890119629925934e-11,1.5248265722307577e-14,5.2853725909135038e-16,3.9099803111928484e-07,1.5305495880913665e-16,4.3483628094756139e-17,1.2142459551580646e-10,1.0739734375761668e-11,5.9489389576623591e-13,1.7159498319591384e-10,2.6214575815620294e-10,5.2843954060508496e-16,4.7091661348546827e-14,3.4707192452037555e-13,3.2349457596063925e-13,2.4176639685380571e-14,5.7633114727407707e-16,2.7167283730340988e-15,6.6780648213741025e-13,3.7790860293205182e-15,1.4738338469969887e-16,2.4484994680930234e-14,7.1599233924663872e-18,1.1253785162736796e-18,1.1787959883825743e-19,2.8406412453141534e-14,1.5530222233352454e-17,2.76680272590153e-17,8.6040945192469091e-13,5.981562188546374e-16,1.1711718250800182e-15,8.3870152824184965e-16,2.0327932355229515e-15,3.7413182142635325e-16,5.4875326917836505e-19,7.5427846058281934e-22
1.0694650574432674e-09,0.2105266394082046,76.950000000000003,0.0,0.0,0.0,0.99907892309192758,9.4998893648094302,3.7407506911807251e-05,0.00040479301450436171,0.00029706580634993453,0.00010904135720385169,2.4007355237352459e-10,3.9833789928999611e-08,3.0204861415043755e-05,1.5808823166838292e-06,1.8081041068427572e-12,1.2546254580924934e-08,9.3290633547892764e-09,3.8357169452642557e-05,1.8913699344528189e-06,1.7384129732547138e-14,6.070213971833178e-17,9.0714917777831409e-14,3.3675637434554436e-16,5.8215147011935848e-10,9.110178818819504e-08,1.7348188060741639e-07,1.7362687187500624e-07,8.7968700737251766e-11,5.7018738445760338e-11,2.2724122315610789e-19,4.1729414069428734e-09,4.2132077448553796e-12,1.336600000918356e-12,6.5749488088382356e-16,1.1893382898026134e-11,1.6318060397151924e-14,6.2841425899286622e-16,4.0290517012695521e-07,1.6715533554063918e-16,4.7489592938261021e-17,1.2192838407039068e-10,1.0772984180721915e-11,5.9496388111321302e-13,1.7446491946460025e-10,2.7260784463906932e-10,6.2829428099359104e-16,5.1777417255909796e-14,3.9201732098578614e-13,3.6463336910320613e-13,2.8050044850669636e-14,6.1202442482462037e-16,3.2128837427993313e-15,6.9619052190563636e-13,4.4019334545282662e-15,1.7586361339385087e-16,2.5534496250686154e-14,8.8016977012652155e-18,1.386924876415824e-18,1.4813332224043142e-19,3.0552142871543625e-14,1.6190384025391422e-17,2.8829167053725307e-17,9.2742875906386802e-13,6.4476346424545032e-16,1.2732722447614316e-15,9.0405328192057769e-16,2.1933464946298845e-15,4.087439641115911e-16,5.8906533059444212e-19,8.1385256882461327e-22
