Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067)
6.461973195888365e-09,0.33835539542137527,76.950000000000003,0.0,0.0,0.0,0.82144447164176759,9.4986982445688639,0.0032720628343811458,0.027068286822890492,0.022651828340894829,0.001082289449589197,4.384660537279874e-09,6.6975481525146725e-06,0.039450459526751726,2.7561606485806565e-05,8.6952001902206229e-12,3.8637802620252679e-05,0.00014008253947853845,0.078449265344389452,0.0019050538583277659,1.593955373696896e-13,2.0184199603646736e-13,1.5448735096124257e-08,1.8180155252156408e-11,1.2010625918893415e-05,5.6675898766378042e-05,0.0034183094907687442,0.0034244262790650536,5.7726804183252345e-07,3.3250550989775531e-07,8.5223133958704309e-13,7.2579274961070742e-05,2.4371539340808253e-08,7.0029579416479091e-09,4.6447883675002041e-07,1.0127704566947494e-07,1.1527188466990542e-08,1.0925818139513702e-06,0.00089059229298517003,6.6953301418386932e-13,2.2626920921810981e-13,9.1688211329410787e-08,1.5980134559323689e-08,1.0296401174680577e-09,1.3813001691792774e-06,4.581256889096601e-06,1.0460878327168149e-06,8.5783500813533388e-09,4.6796398750418167e-07,2.3023291747044658e-07,2.2557613668819206e-07,9.8297317539830121e-11,6.098559858957371e-09,6.4723121472873458e-09,3.4269040049167953e-08,3.4867222466497098e-08,1.4676717579010088e-10,1.370967546885375e-09,3.4589990517184332e-09,9.3648710678932075e-11,6.4712918880602728e-08,4.4769215693641624e-13,1.6262596254594638e-11,1.953761709058035e-07,3.0008966498146711e-11,4.1870349351616808e-10,4.9595136058491568e-11,1.3809480609469174e-10,1.9932262943032508e-11,5.4359348054634354e-13,8.4001498597957952e-18,1.416727516712682e-12,3.0692676757322904e-09,2.2035750668712234e-11,2.045557495743273e-10,1.1612267439141903e-11,1.9065790721687304e-11,0.00014795188928048454,9.0820882557657518e-11,3.749213650687204e-06,9.0759765000774453e-11,1.2635770863660592e-09,2.2236000215172539e-19,1.2853287987020335e-19,2.7373168219654111e-14,2.566109963096246e-10,1.0165852629520014e-10,5.1553300188647769e-20,3.4145323832217087e-14,3.9425175135629561e-13,3.3484952176407993e-10,7.4984357909384984e-13,2.5329251568970846e-10
6.594327482771005e-09,0.33835582002382025,76.950000000000003,0.0,0.0,0.0,0.81821412079764955,9.4986752987640042,0.0033314992019392344,0.02751086760292977,0.022957908013162217,0.0010969560703669781,4.4563356952222187e-09,6.6726408088104861e-06,0.040172964266848306,2.801219921425962e-05,8.813032997418792e-12,4.069723518672635e-05,0.00014662962449719005,0.079909022748970368,0.0019735927553265684,1.6200142575186369e-13,2.1115051758771697e-13,1.6182204655313096e-08,1.9158780631887408e-11,1.2245268657239442e-05,5.7452390194977449e-05,0.0035449859723272873,0.0035516370392577258,5.9865872814075928e-07,3.4482711751275295e-07,8.6809017275719579e-13,7.5346007207736381e-05,2.5300507586082363e-08,7.2701415077860323e-09,5.0352763684484253e-07,1.0518557510675171e-07,1.1990675498678912e-08,1.2010264577947038e-06,0.00090718596244092201,6.953693996236252e-13,2.3500063205333159e-13,9.2170532978269951e-08,1.6163592346148561e-08,1.0269893048820477e-09,1.4066100278631961e-06,4.6698310333841421e-06,1.1488473139725439e-06,8.9296038680375019e-09,5.0314558892125896e-07,2.4485593688875605e-07,2.4512420156170413e-07,1.0204616060908574e-10,6.6308865266609271e-09,6.6404420983729578e-09,3.7705677625727914e-08,3.8139167973763871e-08,1.5058073464126519e-10,1.5045034212156596e-09,3.9038360988497264e-09,1.0577470566356437e-10,6.7342635840428614e-08,4.593681380235475e-13,1.6593603441674513e-11,2.0430955878283959e-07,3.1381002030192166e-11,4.3964363572304096e-10,5.1862684250791534e-11,1.443978370878402e-10,2.093097530428013e-11,5.7024165943667539e-13,8.7835560695139422e-18,1.4860969750622903e-12,3.2195114263505773e-09,2.2484402187181364e-11,2.1213658684920588e-10,1.1828301955389035e-11,1.9455050494686381e-11,0.00015335754153604611,9.2505842781720824e-11,4.0341906659866508e-06,9.2442485422534726e-11,1.3163637687923145e-09,2.3350142064862343e-19,1.3497306061854114e-19,2.9941875366682832e-14,2.8306548616414048e-10,1.0602043608130555e-10,5.3761405216580125e-20,3.5610415622699851e-14,4.1052502636197492e-13,3.5983670306395361e-10,7.8080594461550563e-13,2.6937737479890825e-10
6.726681769653646e-09,0.3383562519541052,76.950000000000003,0.0,0.0,0.0,0.81499929379614278,9.4986524639832339,0.0033906556663625587,0.027949526112819058,0.02325876438612931,0.001111372276544855,4.5273749369017466e-09,6.6478536764361995e-06,0.040892308846297493,2.8458794212850475e-05,8.9288539536425812e-12,4.2814923593634847e-05,0.00015334194193021973,0.08136335288831277,0.0020429648758408534,1.6458419428055307e-13,2.2069169629800791e-13,1.6934506392703708e-08,2.0165595669922004e-11,1.2479036922312349e-05,5.8215665194137055e-05,0.0036733425809883603,0.0036805640073648074,6.2033299222257733e-07,3.5731208443664173e-07,8.83890043862925e-13,7.8155532180139108e-05,2.6243838589976654e-08,7.541460697160394e-09,5.4481925695268647e-07,1.0915543295782739e-07,1.2461955636302103e-08,1.3175327049516698e-06,0.00092371923950403264,7.2161102218681566e-13,2.4386900495823048e-13,9.2651344928931098e-08,1.6346405306191521e-08,1.0243525160954578e-09,1.4318524039599636e-06,4.7581676460853049e-06,1.259117211411186e-06,9.2868942185362325e-09,5.4010187653409626e-07,2.6001675317838921e-07,2.6585902763678914e-07,1.0585303098796539e-10,7.1957792602419157e-09,6.8097405011057596e-09,4.1402351368845366e-08,4.1629063853793817e-08,1.5442080266409097e-10,1.647309047250796e-09,4.3939187255796159e-09,1.1914328198040888e-10,7.0021524729544141e-08,4.7112752832772238e-13,1.6924481627060917e-11,2.1346723049324865e-07,3.2787476932417265e-11,4.6125232911704329e-10,5.4187150406900559e-11,1.5085841220142256e-10,2.196160131721163e-11,5.9771218995426157e-13,9.176545509543119e-18,1.557541258576089e-12,3.3742449539295679e-09,2.2932879637153948e-11,2.1981797630979508e-10,1.2043531410128254e-11,1.9844166436365355e-11,0.0001588310483754898,9.4184689715331076e-11,4.3338370978455364e-06,9.4119068724544545e-11,1.3702134620154817e-09,2.4499886092233377e-19,1.4161903604136232e-19,3.2681689215719976e-14,3.115675901577067e-10,1.1047751574523463e-10,5.6017472923294803e-20,3.7107473419264223e-14,4.2710764111841362e-13,3.8616809845172188e-10,8.1235710377291166e-13,2.8612722929156358e-10
6.859036056536286e-09,0.3383566910850768,76.950000000000003,0.0,0.0,0.0,0.81179990250272249,9.4986297385263079,0.0034495335685867908,0.028384292947284596,0.023554455538930034,0.0011255408561891577,4.5977832239510093e-09,6.6231860682280317e-06,0.041608508332590083,2.890142267309868e-05,9.04268545843946e-12,4.4990799774595164e-05,0.00016021990082421548,0.082812281968323548,0.0021131531260977702,1.6714402334385709e-13,2.3046611452830048e-13,1.77056904129212e-08,2.120058329362623e-11,1.2711934944764722e-05,5.8965870620990315e-05,0.0038033483815952461,0.0038111778850241024,6.4228560612611904e-07,3.6995739908452282e-07,8.9963123760730839e-13,8.1007395371166394e-05,2.7201379547862113e-08,7.8168715152437759e-09,5.8841946086808301e-07,1.1318596754699783e-07,1.2940954127019402e-08,1.4424987259191388e-06,0.00094019244790650969,7.4825356863467021e-13,2.5287287027175813e-13,9.3130654832485465e-08,1.6528576854940843e-08,1.0217296681551878e-09,1.4570276636421232e-06,4.8462680182742721e-06,1.3772560028279643e-06,9.6501634995072001e-09,5.7887639707941899e-07,2.7571862432444022e-07,2.8782066182046116e-07,1.0971731351187068e-10,7.7943472476597861e-09,6.9801964971783108e-09,4.5372326264691545e-08,4.5345258680048643e-08,1.5828713351150029e-10,1.799758575818734e-09,4.932631771994464e-09,1.3384821863188782e-10,7.2749408786002777e-08,4.8296962685191764e-13,1.7255243368764989e-11,2.2285047226594397e-07,3.4228588354694756e-11,4.835446308281719e-10,5.6568860358858666e-11,1.5747741286350854e-10,2.3024858573804924e-11,6.2602270610039697e-13,9.5791717961711045e-18,1.631093392585109e-12,3.5335393078906553e-09,2.3381200041414005e-11,2.2759806658021517e-10,1.2257959687259021e-11,2.0233153324553611e-11,0.00016437092925090051,9.5857455451242201e-11,4.6485334011643184e-06,9.5789547766723445e-11,1.4251258256175449e-09,2.568603282733225e-19,1.4847543351910225e-19,3.5599164012833776e-14,3.4222317347506091e-10,1.1502992494526451e-10,5.8321577009323091e-20,3.8636550848625427e-14,4.4399848245135318e-13,4.1388909032613434e-10,8.4449493771147257e-13,3.0355531955661844e-10
6.991390343418927e-09,0.33835713729098543,76.950000000000003,0.0,0.0,0.0,0.8086158592967716,9.4986071207347731,0.0035081342420939569,0.028815198487976614,0.023845039011388205,0.0011394645714167889,4.6675654835437658e-09,6.5986373009742793e-06,0.042321577708726618,2.9340115569735104e-05,9.1545497028898199e-12,4.722476903193438e-05,0.00016726387236683929,0.084255836044531768,0.002184140657250136,1.696810920769157e-13,2.4047430109502718e-13,1.8495802420206139e-08,2.2263713182748658e-11,1.2943966930967926e-05,5.9703151969776465e-05,0.0039349727330308028,0.0039434496997280341,6.6451139163500237e-07,3.8276007852165449e-07,9.1531403705768655e-13,8.390114613486992e-05,2.8172978953851944e-08,8.0963303413913415e-09,6.3439353098760923e-07,1.1727653272864075e-07,1.342759675367598e-08,1.576331793442111e-06,0.00095660590967759879,7.7529276234834665e-13,2.6201078270851804e-13,9.3608470304457414e-08,1.6710110390359184e-08,1.0191206786149126e-09,1.482136171199512e-06,4.9341334343617524e-06,1.5036294109036224e-06,1.0019354485803704e-08,6.1951229387037122e-07,2.9196447406714478e-07,3.1104920024288175e-07,1.1363839827423541e-10,8.427701252221105e-09,7.1517993294596982e-09,4.9629196522451136e-08,4.9296140076643437e-08,1.621794831315351e-10,1.9622284405657852e-09,5.5235185486271142e-09,1.499877416705627e-10,7.55261121361524e-08,4.9489374082820993e-13,1.758590100094136e-11,2.3246055196260881e-07,3.5704530621902665e-11,5.0653611703660889e-10,5.9008135269802781e-11,1.6425570779368328e-10,2.412148944966184e-11,6.5519146197786071e-13,9.9914877726437197e-18,1.7067872995072701e-12,3.6974674572725906e-09,2.3829380119356945e-11,2.3547502388205528e-10,1.2471590648544772e-11,2.0622025674235016e-11,0.00016997571704020442,9.7524171926543344e-11,4.9786575813838631e-06,9.7453955238010609e-11,1.4811005670585359e-09,2.6909410448282121e-19,1.5554704024901221e-19,3.8700884662144582e-14,3.7514069251105138e-10,1.1967781958877794e-10,6.0673789356095362e-20,4.0197700277647666e-14,4.6119644278112236e-13,4.4304568957044585e-10,8.7721733822551893e-13,3.2167486668309008e-10
7.1237446303015675e-09,0.3383575904474688,76.950000000000003,0.0,0.0,0.0,0.80544707706966689,9.4985846089909796,0.0035664590129557004,0.029242272904373014,0.024130571807934993,0.0011531461585849224,4.736726608443371e-09,6.574206695535606e-06,0.043031531873709415,2.9774903661492915e-05,9.2644686710961526e-12,4.9516710951866685e-05,0.00017447419074580859,0.085694041022976689,0.0022559108621462492,1.7219557836452204e-13,2.5071673248436259e-13,1.9304883817876352e-08,2.3354942211980518e-11,1.3175137063152896e-05,6.0427653381726195e-05,0.004068185285893971,0.0040773508017965089,6.8700521987472481e-07,3.9571716823698293e-07,9.3093872366041143e-13,8.6836337664181263e-05,2.9158486593335652e-08,8.3797939266869162e-09,6.8280621793157398e-07,1.2142648785563045e-07,1.3921809833314758e-08,1.719448149812203e-06,0.00097295994514197772,8.0272436311947369e-13,2.712813092881444e-13,9.4084798924564937e-08,1.6891009292842992e-08,1.0165254655513146e-09,1.5071782890484457e-06,5.0217651721275431e-06,1.6386102347915658e-06,1.0394410359455634e-08,6.6205228502064061e-07,3.087569002786569e-07,3.3558475998799198e-07,1.1761568059671581e-10,9.0969528218918099e-09,7.3245383417586162e-09,5.4186881867612049e-08,5.3490127978797666e-08,1.6609760976213851e-10,2.1350970403215212e-09,6.1702830622635838e-09,1.6766458973222922e-10,7.8351459790068892e-08,5.068991857605535e-13,1.7916466636352026e-11,2.4229871926646291e-07,3.7215495262986455e-11,5.3024289176433279e-10,6.1505291682011816e-11,1.7119415313443861e-10,2.5252261526826152e-11,6.8523734224011306e-13,1.0413545517155297e-17,1.7846578410423133e-12,3.8661043824880222e-09,2.4277436290345086e-11,2.4344703189503488e-10,1.2684428133841916e-11,2.1010797740446426e-11,0.00017564395818065457,9.9184870916094638e-11,5.3245849940516091e-06,9.911232365525828e-11,1.5381374410012659e-09,2.8170875252960929e-19,1.6283880597165823e-19,4.199346143476943e-14,4.1043116115325991e-10,1.2442135188078177e-10,6.307418004980604e-20,4.1790972829598761e-14,4.7870042009386599e-13,4.7368452859223949e-10,9.1052220770359474e-13,3.4049907212125743e-10
7.256098917184208e-09,0.33835805043154044,76.950000000000003,0.0,0.0,0.0,0.80229346922284572,9.4985622017170694,0.003624509199876386,0.029665546154692579,0.024411110401518776,0.0011665883284802791,4.805271457228812e-09,6.5498935767566564e-06,0.043738385643032486,3.0205817492090179e-05,9.3724641417321406e-12,5.1866480297715785e-05,0.00018185115399262157,0.087126922661092385,0.0023284473721398675,1.7468765884818616e-13,2.6119383404549067e-13,2.0132971806024194e-08,2.4474214883638077e-11,1.3405449499551234e-05,6.1139517654928144e-05,0.0042029559802143996,0.0042128528613717556,7.0976201092765027e-07,4.0882574192110629e-07,9.4650557724683261e-13,8.9812526968513693e-05,3.0157753535475378e-08,8.6672193917865411e-09,7.3372169218265173e-07,1.2563519774757987e-07,1.4423520215635821e-08,1.87227286866951e-06,0.00098925487291829902,8.3054416694133394e-13,2.8068302926463143e-13,9.4559648236515238e-08,1.7071276925192919e-08,1.0139439475518584e-09,1.5321543777408528e-06,5.1091645027528576e-06,1.7825781771388465e-06,1.0775274708607647e-08,7.0653864277177579e-07,3.2609818332005025e-07,3.6146745167129276e-07,1.2164856099915504e-10,9.8032135221832126e-09,7.4984029785819445e-09,5.9059623608537179e-08,5.7935668066602085e-08,1.7004127392565829e-10,2.3187444291174246e-09,6.8767920930274085e-09,1.8698607546382378e-10,8.1225277637013007e-08,5.1898528546865343e-13,1.8246952168825227e-11,2.5236620587050664e-07,3.8761671039992249e-11,5.5468159518214689e-10,6.4060641564882194e-11,1.782935925821992e-10,2.6417967993517293e-11,7.161798719639298e-13,1.0845396350819622e-17,1.8647408600878227e-12,4.039527166516254e-09,2.472538467703081e-11,2.5151229162036334e-10,1.2896475961156348e-11,2.1399483521158286e-11,0.00018137421279321828,1.0083958403557539e-10,5.6866881528312785e-06,1.0076468536352596e-10,1.596236248640334e-09,2.9471312104942051e-19,1.7035584554863196e-19,4.5483524813832836e-14,4.4820811538993808e-10,1.2926067037219267e-10,6.5522817405192978e-20,4.3416418400404951e-14,4.9650931791294046e-13,5.0585285431463151e-10,9.4440745907399457e-13,3.6004111735183783e-10
7.388453204066849e-09,0.33835851712157256,76.950000000000003,0.0,0.0,0.0,0.79915494966584844,9.4985398973740285,0.0036822861142360185,0.030085047986817513,0.024686710737506661,0.0011797937665079725,4.8732048544830964e-09,6.5256972733587225e-06,0.044442153749169801,3.0632887391248808e-05,9.4785576895745938e-12,5.4273907881627624e-05,0.0001893950248112747,0.088554506568588737,0.0024017340539399094,1.7715750893307078e-13,2.7190598116257462e-13,2.0980099477477993e-08,2.5621463750598692e-11,1.3634908374537091e-05,6.1838886254175014e-05,0.0043392550432040855,0.0043499278654351723,7.3277673345415554e-07,4.2208290124794197e-07,9.6201487604019622e-13,9.2829274851257342e-05,3.1170632125665858e-08,8.9585642247528862e-09,7.8720349769833678e-07,1.2990203265892088e-07,1.4932655281404841e-08,2.0352397115756984e-06,0.0010054910099180675,8.587480057990955e-13,2.9021453405534001e-13,9.50330257478161e-08,1.7250916632588921e-08,1.0113760436985774e-09,1.5570647959733414e-06,5.1963326908524196e-06,1.9359196668311218e-06,1.1161891526415617e-08,7.5301317389290091e-07,3.4399029436177911e-07,3.8873735285992225e-07,1.2573644516932752e-10,1.0547594192486547e-08,7.673382784888583e-09,6.4261980486172695e-08,6.264122537342724e-08,1.7401023842310205e-10,2.5135520139689494e-09,7.6470771220158524e-09,2.0806414282030486e-10,8.4147392440909102e-08,5.311513721314277e-13,1.8577369275700072e-11,2.6266422566522524e-07,4.034324397702253e-11,5.7986941143112704e-10,6.6674492362773741e-11,1.8555485751796858e-10,2.7619428020586603e-11,7.4803922594371187e-13,1.128709084561859e-17,1.9470732223208076e-12,4.2178150854083726e-09,2.5173241108657827e-11,2.596690212463983e-10,1.3107737926720907e-11,2.1788096760135581e-11,0.00018716505479808031,1.024883427454053e-10,6.0653365457737892e-06,1.0241107253660413e-10,1.6553968370354478e-09,3.0811634853464697e-19,1.7810344139013355e-19,4.9177720476584061e-14,4.8858757632130576e-10,1.3419592000788852e-10,6.801976798921098e-20,4.5074085674806083e-14,5.146220452704596e-13,5.3959852112266969e-10,9.788710157505571e-13,3.8031416356306997e-10
7.52080749094949e-09,0.3383589903972842,76.950000000000003,0.0,0.0,0.0,0.7960314328143433,9.498517694460725,0.0037397910601329899,0.030500807939225189,0.024957428237577212,0.0011927651328799032,4.9405315908060759e-09,6.5016171181037702e-06,0.045142850842061252,3.1056143475476653e-05,9.5827706869676878e-12,5.6738801415210864e-05,0.0001971060313922149,0.089976818208329187,0.0024757550064994425,1.7960530278979633e-13,2.8285350040526186e-13,2.1846295912055707e-08,2.6796609829623772e-11,1.3863517798768805e-05,6.2525899320787695e-05,0.0044770529870449983,0.0044885481148460894,7.5604440431723107e-07,4.3548577565886481e-07,9.7746689667219858e-13,9.5886145887175139e-05,3.2196975977958164e-08,9.2537862788680064e-09,8.4331450745419764e-07,1.3422636824683454e-07,1.5449142940812157e-08,2.2087909796196198e-06,0.0010216686713448446,8.8733174745667348e-13,2.9987442716919047e-13,9.5504938929570532e-08,1.7429931742560419e-08,1.0088216735899169e-09,1.5819099005961659e-06,5.2832709945062999e-06,2.0990276777436421e-06,1.1554205209902804e-08,8.0151720112256006e-07,3.6243490365279955e-07,4.1743448232890142e-07,1.2987874393263278e-10,1.1331204225693859e-08,7.8494674058378501e-09,6.980882431662749e-08,6.7615278069786399e-08,1.7800426832860881e-10,2.719902260502359e-09,8.4853361090663387e-09,2.3101542021324715e-10,8.7117631835846207e-08,5.4339678632703108e-13,1.8907729420240813e-11,2.7319397492573696e-07,4.196039738903848e-11,6.0582407595826531e-10,6.9347147042630239e-11,1.929787671375838e-10,2.8857487114626742e-11,7.8083623740775107e-13,1.1738678832322925e-17,2.0316928573921531e-12,4.4010496979847938e-09,2.5621021124354623e-11,2.679154560158675e-10,1.3318217805261527e-11,2.2176650949780602e-11,0.00019301507202147428,1.0413117834220467e-10,6.4608964596680687e-06,1.0405151717571336e-10,1.7156190984490866e-09,3.219278672734338e-19,1.8608704573193969e-19,5.3082704414258249e-14,5.3168801165041524e-10,1.3922724217452349e-10,7.0565096644535164e-20,4.6764022142356125e-14,5.3303751667894361e-13,5.749699837686495e-10,1.0139108115787619e-12,4.0133135133562348e-10
7.65316177783213e-09,0.33835947013972595,76.950000000000003,0.0,0.0,0.0,0.79292283358812898,9.4984955915129881,0.0037970253344266573,0.030912855341928183,0.025223317803603956,0.0012055050628026539,5.0072564230508391e-09,6.4776524477168912e-06,0.045840491489596964,3.147561564906407e-05,9.6851243053630731e-12,5.9260946339535569e-05,0.00020498436821176844,0.091393882897204515,0.0025504945579435316,1.8203121336160325e-13,2.9403667065935391e-13,2.2731586269138801e-08,2.7999563005207293e-11,1.4091281859329499e-05,6.3200695682416532e-05,0.0046163206067116611,0.0046286862214023842,7.795600882155994e-07,4.4903152215108257e-07,9.9286191418888629e-13,9.898270839970643e-05,3.3236639967453089e-08,9.5528437704465534e-09,9.0211688087507825e-07,1.3860758553903985e-07,1.5972911631784519e-08,2.3933773603108148e-06,0.0010377881706937733,9.1629129524477077e-13,3.0966132413493672e-13,9.5975395216308433e-08,1.7608325564967831e-08,1.0062807573308919e-09,1.6066900466221543e-06,5.3699806652915393e-06,2.2723015437729227e-06,1.195216055877732e-08,8.5209154562289712e-07,3.81433388725251e-07,4.475987751462861e-07,1.3407487322160538e-10,1.2155150870910591e-08,8.0266465865327431e-09,7.5715335436247363e-08,7.2866311423013709e-08,1.8202313098365265e-10,2.9381784064829629e-09,9.3959351205186132e-09,2.5596126950199223e-10,9.0135824321600971e-08,5.5572087707395796e-13,1.9238043854047233e-11,2.839566324983662e-07,4.3613311910634409e-11,6.3256388236662386e-10,7.2078904141528159e-11,2.0056612858156941e-10,3.0133017447917184e-11,8.1459240615701018e-13,1.2200209408391568e-17,2.1186387996779158e-12,4.589314934609083e-09,2.6068739976393661e-11,2.7624984809565818e-10,1.3527919350050389e-11,2.2565159333957535e-11,0.0001989228662940547,1.0576812196149442e-10,6.8737308122912374e-06,1.0568605110981488e-10,1.7769029696885431e-09,3.3615740703054665e-19,1.9431228276308993e-19,5.720513818996665e-14,5.7763029572803875e-10,1.4435477474810533e-10,7.3158866512979342e-20,4.8486274113443416e-14,5.5175465210312681e-13,6.1201629023999615e-10,1.0495247907820678e-12,4.2310580033525636e-10
7.78551606471477e-09,0.3383599562312675,76.950000000000003,0.0,0.0,0.0,0.78982906740912062,9.4984735871027048,0.0038539902267797259,0.031321219317422523,0.025484433821529092,0.0012180161666648902,5.0733840745594798e-09,6.4538026027136539e-06,0.046535090178099509,3.1891333605187485e-05,9.7856395168557849e-12,6.1840106634913536e-05,0.00021303019681728186,0.092805725807003789,0.0026259372625355016,1.8443541237268444e-13,3.0545572423731226e-13,2.3635991878593661e-08,2.9230222424093695e-11,1.4318204619866739e-05,6.386341286281835e-05,0.0047570289778276894,0.004770315104922959,8.03318897323123e-07,4.6271732506970418e-07,1.0082002020550793e-12,0.00010211853443818476,3.4289480222665855e-08,9.8556952766453805e-09,9.6367202311178593e-07,1.4304507090145035e-07,1.6503890318250751e-08,2.5894577700102146e-06,0.0010538498197514116,9.4562258784879905e-13,3.1957385242931341e-13,9.6444402005841618e-08,1.7786101391991304e-08,1.0037532155078295e-09,1.6314055872355821e-06,5.4564629483135386e-06,2.4561467704162787e-06,1.2355702774212062e-08,9.0477651041687491e-07,4.0098684252321365e-07,4.7927005857892831e-07,1.3832425404519584e-10,1.3020538559035303e-08,8.2049101717579818e-09,8.1996997958679465e-08,7.840281193269734e-08,1.8606659599086835e-10,3.1687641832781053e-09,1.0383409807109698e-08,2.8302783082587145e-10,9.3201799259182621e-08,5.6812300187220015e-13,1.9568323619454498e-11,2.9495335998662417e-07,4.5302165524744618e-11,6.6010768878120691e-10,7.4870057814104434e-11,2.0831773706457465e-10,3.1446918165203035e-11,8.4932990612700588e-13,1.2671730945847776e-17,2.2079512285371148e-12,4.7826971849261198e-09,2.6516412633424032e-11,2.8467046644889247e-10,1.3736846292935809e-11,2.2953634910797295e-11,0.0002048870535410192,1.0739920458470229e-10,7.3041989923786212e-06,1.0731470599667201e-10,1.8392484314523657e-09,3.5081499846980724e-19,2.0278495060417203e-19,6.1551684334567358e-14,6.2653766822424056e-10,1.4957865214133173e-10,7.5801139058822199e-20,5.0240886735224284e-14,5.7077237693193147e-13,6.5078707459326638e-10,1.0857109079084892e-12,4.4565060901313743e-10
7.917870351597411e-09,0.3383604485555828,76.950000000000003,0.0,0.0,0.0,0.7867500501993151,9.4984516798369398,0.0039106870197004769,0.031725928781643972,0.025740830165226956,0.0012303010302242359,5.13891923513005e-09,6.4300669276129813e-06,0.047226661312804008,3.2303326826676385e-05,9.8843370956184035e-12,6.4476025610876088e-05,0.00022124364659820928,0.094212371965280928,0.0027020678976811983,1.8681807032898896e-13,3.1711084796803273e-13,2.4559530330067463e-08,3.0488476880608462e-11,1.4544290120731745e-05,6.4514187091607695e-05,0.0048991494545553016,0.0049134079903519539,8.2731599092996699e-07,4.7654039590157801e-07,1.023482032173078e-12,0.00010529319975497705,3.5355354117860712e-08,1.0162299733248644e-08,1.0280405461213424e-06,1.4753821600571141e-07,1.7042008488363007e-08,2.797499192141022e-06,0.0010698539285958709,9.7532159909259806e-13,3.2961065140423645e-13,9.6911966659089542e-08,1.7963262498110461e-08,1.0012389692160014e-09,1.6560568738009377e-06,5.5427190822372436e-06,2.6509748431586789e-06,1.2764777457588196e-08,9.5961186477981595e-07,4.2109608144558878e-07,5.1248802880961278e-07,1.4262631245804792e-10,1.3928468250955298e-08,8.3842481057119655e-09,8.8669594853274252e-08,8.4233261641417557e-08,1.901344352081608e-10,3.412043545266588e-09,1.1452466732395282e-08,3.1234606328329351e-10,9.6315386866399479e-08,5.8060252673966182e-13,1.9898579551896731e-11,3.0618530193658245e-07,4.7027133591160293e-11,6.8847492373242039e-10,7.7720897879710974e-11,2.1623437600438259e-10,3.2800115667269036e-11,8.850715923756493e-13,1.3153291099123455e-17,2.2996715080301576e-12,4.9812853844567494e-09,2.6964053783701828e-11,2.9317559670814915e-10,1.3945002344653986e-11,2.3342090435483578e-11,0.00021090626386419001,1.0902445702835586e-10,7.7526567071356279e-06,1.0893751332131221e-10,1.9026555076812376e-09,3.6591097631742494e-19,2.1151102313587103e-19,6.6129001880162065e-14,6.7853569149745618e-10,1.5489900535068523e-10,7.8491974091940238e-20,5.2027904007359125e-14,5.9008962195052491e-13,6.9133254975775035e-10,1.122467127777486e-12,4.6897885431375963e-10
