Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067)
1.026110256157756e-12,0.3383466038947111,76.950000000000003,0.0,0.0,0.0,0.99996796521716524,9.4999999884093107,5.8204235708533244e-07,5.2644137384071963e-06,5.2585175241016645e-06,8.6530640796241728e-09,8.5286194785759704e-13,7.4854323470121753e-06,4.5011913717237578e-06,2.8893623139813752e-09,6.9518215252207109e-17,7.1615839619849744e-17,2.1926764792124923e-12,8.8305966689965037e-06,6.2503700277034013e-11,1.6709810176279433e-17,4.3782085102092564e-19,8.4870801725193858e-19,2.6769594166612475e-23,2.0135339285111972e-12,1.1395896611058607e-10,6.5752503300487325e-13,6.5763853692357283e-13,8.57090111306563e-17,2.7774553074040861e-17,6.1494454410909221e-17,2.3797867895887915e-11,6.9491937567267374e-15,1.2756645910346742e-15,4.6880993831418597e-30,8.8318629158953578e-17,2.7648276506115023e-17,4.3359947314083768e-30,9.9426613921393619e-08,5.767107640806756e-22,1.965177890863005e-22,2.9722789121265166e-10,8.7841146857445128e-11,7.2968155584878379e-10,2.9760973847323417e-10,9.8617523615811334e-13,4.3359732392039831e-30,6.4490412862276067e-20,1.3175034684701549e-22,1.0495654764209163e-22,1.5590590987800677e-26,4.7843988132505923e-18,1.7064868294436806e-30,4.3506768612040649e-15,1.2575985838302495e-27,1.0108955103767977e-30,1.58634253314118e-17,2.9682400048449032e-35,1.9224248282818871e-35,5.8309358059216477e-39,1.0116506296392619e-18,2.897802881793029e-19,3.7233999237463321e-20,1.5766165370840228e-17,1.8696562305896557e-21,2.2377332449515348e-18,2.7460743040072487e-21,5.394875757194618e-22,2.4680488528811961e-21,3.5736680327698622e-21,3.2823075410770823e-29,1.8405973702794514e-22,2.1239999276813623e-19,5.4694932269208331e-21,2.0354494918949559e-20,1.268123752021201e-15,5.3101295256126537e-22,4.6944554657190499e-11,2.247193648974728e-13,3.3324137102392506e-19,2.2471936635821613e-13,5.8067842444959567e-22,2.753236499982725e-29,1.5914841692481896e-29,7.4773237675985604e-37,8.6580684183638135e-37,1.1165282831160156e-20,6.3539797077574712e-30,3.6345408290112881e-24,3.1616904798297634e-26,8.3893127181495171e-22,4.0064375554218509e-27,3.0934581269722214e-24
1.056153698526757e-12,0.33834660389223625,76.950000000000003,0.0,0.0,0.0,0.99996703008715959,9.4999999877677972,5.9908362860715768e-07,5.418497609686499e-06,5.4122186099332699e-06,9.1606678188059166e-09,8.7779851161853193e-13,7.5289067674168221e-06,4.6909139328656291e-06,3.0214463656447352e-09,7.3596303326064895e-17,7.8331642357383792e-17,2.3229455366776077e-12,9.2028015400383683e-06,6.6216771968995839e-11,1.7473684123580396e-17,4.5795968399947001e-19,9.2538756958928467e-19,2.9420616335641297e-23,2.1669692996876662e-12,1.2070545695515742e-10,7.1687739742444087e-13,7.1700233074272453e-13,9.4095976473413951e-17,3.0814815489104932e-17,6.4986725806964888e-17,2.483767234444693e-11,7.2873883500769232e-15,1.3516745445153825e-15,5.736012896264404e-30,9.6802556617814888e-17,2.9520577752036675e-17,5.3052282042308475e-30,1.0361757334515331e-07,6.3237333284622224e-22,2.1542568546195086e-22,3.1574566468688866e-10,9.3281440261436227e-11,7.4646336927310454e-10,3.161657234693505e-10,1.0836158735602516e-12,5.3052011370221223e-30,7.1040402192852374e-20,1.4829192473148042e-22,1.188436696373548e-22,1.8186567073300313e-26,5.1367092670091449e-18,2.0503941133192651e-30,4.6082504766722161e-15,1.4566823918517363e-27,1.2147341060805858e-30,1.7231364752646077e-17,3.6739022098638589e-35,2.3385808285610475e-35,7.2445205941931788e-39,1.1478307720884372e-18,3.0722760226001271e-19,4.2067371717922878e-20,1.7189274925372744e-17,2.0525909968457727e-21,2.3707042624679627e-18,3.0230332674582728e-21,6.0474453701076252e-22,2.6898516785092318e-21,3.8421713797437487e-21,3.6793224818568792e-29,1.9822240704256006e-22,2.318970508654699e-19,6.3604802668693538e-21,2.2526321160285759e-20,1.3229854982635172e-15,6.191240161631407e-22,4.8730408179516345e-11,2.3261672966502804e-13,3.5797937010962846e-19,2.3261673118962324e-13,6.5944720413550333e-22,3.0006711176505485e-29,1.734511413973085e-29,9.0004167067553031e-37,1.086601752511636e-36,1.217565220558037e-20,6.9333719263925603e-30,3.9669523513397775e-24,3.6880714399090007e-26,9.1471631667284317e-22,4.8121862642311431e-27,3.4717067704895042e-24
1.086197140895758e-12,0.3383466038897018,76.950000000000003,0.0,0.0,0.0,0.99996609500927214,9.4999999871108916,6.1612488171657977e-07,5.5725798988852523e-06,5.5659051167078145e-06,9.6823623659716127e-09,9.0283619315028632e-13,7.5691735085685746e-06,4.8816940516732513e-06,3.1548165544527949e-09,7.7787625983230586e-17,8.5464376084151067e-17,2.456973193094607e-12,9.5770812020279169e-06,7.0036949897847623e-11,1.8244995153363452e-17,4.7827828431640937e-19,1.0065476950836185e-18,3.2245654460763696e-23,2.3267489333468959e-12,1.2764452979069257e-10,7.7969156110437382e-13,7.7982868310453082e-13,1.0301622709120478e-16,3.4080919749870534e-17,6.8532870530572674e-17,2.5886218156247976e-11,7.6290524699210744e-15,1.429160716619376e-15,6.9785057147363227e-30,1.0578074920230377e-16,3.1450203836902574e-17,6.4544375624696782e-30,1.0783191045348146e-07,6.9129562552765268e-22,2.3543743390546625e-22,3.3467130721282603e-10,9.883816312069763e-11,7.6262034800129724e-10,3.3513194377403586e-10,1.1870110631199917e-12,6.4544036941514381e-30,7.8017616282554132e-20,1.6636163788971335e-22,1.3408452165402411e-22,2.1120558837490824e-26,5.5023172895569001e-18,2.4505943728836765e-30,4.8731796972577681e-15,1.6803826130339969e-27,1.4519640948278739e-30,1.8672031012299657e-17,4.5195085174465469e-35,2.8289473266853857e-35,8.9451897875071779e-39,1.2972296126277886e-18,3.2518157472444258e-19,4.7342493182705973e-20,1.8695389722332374e-17,2.2471566102028882e-21,2.5075183466420398e-18,3.3182787551585237e-21,6.7570430820692039e-22,2.9244819023853084e-21,4.1212959841209057e-21,4.1110309165669626e-29,2.1306730187156354e-22,2.5255039180781713e-19,7.3615198785382475e-21,2.4853315676824548e-20,1.3781722731826456e-15,7.184332792400724e-22,5.0528894599844704e-11,2.4032281234684854e-13,3.8379606143232104e-19,2.4032281393368297e-13,7.459778601277728e-22,3.2624154926813435e-29,1.8858103504605688e-29,1.0775506742889017e-36,1.3549941738522276e-36,1.3245235779875022e-20,7.5466933440740385e-30,4.3190498498724031e-24,4.2816799704019923e-26,9.9492854324715174e-22,5.7477849238948301e-27,3.8836103671430327e-24
1.1162405832647592e-12,0.33834660388710847,76.950000000000003,0.0,0.0,0.0,0.99996515997973412,9.4999999864386986,6.3316611641445761e-07,5.7266606728932439e-06,5.719577074880644e-06,1.0218117299568179e-08,9.2777385579401749e-13,7.6064693436859571e-06,5.0734536497406538e-06,3.2894062074243697e-09,8.2091883484360051e-17,9.3027577434590067e-17,2.5947594465269641e-12,9.9532824784126103e-06,7.3964232784552424e-11,1.9023359679513986e-17,4.9880029885197654e-19,1.0923151451185339e-18,3.5250678712498167e-23,2.4929062062961652e-12,1.3477606835373622e-10,8.4606491860551425e-13,8.4621501406064925e-13,1.1248624534174178e-16,3.7581868571611994e-17,7.212981098941237e-17,2.6943129511021206e-11,7.9740201389453988e-15,1.5080635081482041e-15,8.4447734177477841e-30,1.1526237067604033e-16,3.3436478604414857e-17,7.810628502008216e-30,1.1206790086771244e-07,7.5353858195988453e-22,2.565729002346382e-22,3.5398900224553974e-10,1.0450648433191685e-10,7.781639792106211e-10,3.5449263434732569e-10,1.2964881082009565e-12,7.810586382360304e-30,8.5434343171368764e-20,1.8605300538144484e-22,1.5076661911022539e-22,2.4425007807818179e-26,5.8812019090396235e-18,2.9142935223180418e-30,5.1454605189809105e-15,1.9309401192171952e-27,1.7268647098020827e-30,2.0186925118516481e-17,5.5276143600369472e-35,3.4041045262222401e-35,1.0980634322702039e-38,1.4606395264330912e-18,3.4364192828587576e-19,5.3082640039483358e-20,2.0286845898792765e-17,2.4537125998024376e-21,2.6481761348216362e-18,3.6324051859976388e-21,7.5268349131087442e-22,3.1722916163223518e-21,4.411057092743338e-21,4.5793588407507271e-29,2.2860953292195487e-22,2.7439310221741245e-19,8.481931485509883e-21,2.7341221788020118e-20,1.4336600887883052e-15,8.2993934182996965e-22,5.2339638568423345e-11,2.4783288310492189e-13,4.1070730250906128e-19,2.4783288475223648e-13,8.4075377224815476e-22,3.5388626164624747e-29,2.0456079874185426e-29,1.2835205483972129e-36,1.6794791075215642e-36,1.4375720201454295e-20,8.1948673885750536e-30,4.6913998824819581e-24,4.948560253041627e-26,1.0796931286395988e-21,6.8291506305482909e-27,4.331106044070764e-24
1.1462840256337602e-12,0.3383466038844562,76.950000000000003,0.0,0.0,0.0,0.9999642249950601,9.4999999857513,6.5020733270158697e-07,5.88073999486909e-06,5.8732345148403579e-06,1.0767902263621043e-08,9.5266494050085952e-13,7.6410132449411937e-06,5.2661205187401259e-06,3.4251521270437182e-09,8.6508846669445267e-17,1.0103486234938272e-16,2.7363042965726058e-12,1.0331263708734928e-05,7.799861939540054e-11,1.9808411680303638e-17,5.1951559510966894e-19,1.1828166332174284e-18,3.8441694491987648e-23,2.6654719309406583e-12,1.4209995648838404e-10,9.1609480565593602e-13,9.1625868485830907e-13,1.2252250433565789e-16,4.132670224522677e-17,7.5774601675151723e-17,2.800805884269809e-11,8.3221373693176429e-15,1.5883254581509938e-15,1.0167416084180967e-29,1.2525620918441271e-16,3.5478730878363085e-17,9.4039560797173503e-30,1.1632394985467887e-07,8.1916064537410289e-22,2.7885189176489144e-22,3.7368321908859562e-10,1.1028166278839984e-10,7.9310695470135672e-10,3.7423231401284553e-10,1.4121694167636371e-12,9.4039040012577544e-30,9.3302718070238176e-20,2.0746254215544752e-22,1.6898043610288435e-22,2.8134421799187735e-26,6.2733361350288818e-18,3.4493781367229161e-30,5.4250889632581708e-15,2.2107310226308393e-27,2.0441201508563586e-30,2.1777522681908073e-17,6.723624421832025e-35,4.0757896856980917e-35,1.340482117612823e-38,1.6388692498268377e-18,3.6260838801750788e-19,5.9311304349829556e-20,2.1965978316098485e-17,2.6726183104597989e-21,2.7926782695260681e-18,3.9660067920599455e-21,8.3600656436533819e-22,3.4336322504966287e-21,4.7114651664877704e-21,5.0862801197753029e-29,2.4486420368760088e-22,2.9745825060247626e-19,9.7314470173439981e-21,2.9995792438341266e-20,1.4894267544199658e-15,9.5469144973993798e-22,5.4162293000784667e-11,2.5514335682376591e-13,4.3872882491629935e-19,2.5514335852967092e-13,9.4427054548701204e-22,3.830404482476235e-29,2.2141309540477522e-29,1.5215240602822769e-36,2.0697722307645868e-36,1.5568791745928541e-20,8.8788126378288937e-30,5.0845688865401916e-24,5.6950686910176847e-26,1.1691352131250042e-21,8.0735491439190951e-27,4.8161848524512658e-24
1.1763274680027613e-12,0.33834660388174564,76.950000000000003,0.0,0.0,0.0,0.999963290052022,9.4999999850488024,6.6724853057870626e-07,6.0348179247284251e-06,6.0268774669090358e-06,1.1331686967592534e-08,9.7752862369085116e-13,7.6730080185202325e-06,5.4596277812443445e-06,3.5619943920045166e-09,9.1038277468241457e-17,1.0949992599540386e-16,2.8816077442789291e-12,1.0710893690857126e-05,8.2140108539441246e-11,2.0599804422695855e-17,5.4039984692854155e-19,1.278178835106306e-18,4.1824742158333877e-23,2.8444745908358778e-12,1.4961607814542941e-10,9.8987849921207589e-13,9.9005699799496308e-13,1.3314146578055005e-16,4.5324494318765096e-17,7.9464437949177686e-17,2.9080684242841053e-11,8.6732624204208735e-15,1.6698914330920473e-15,1.218271848781045e-29,1.3577068311064945e-16,3.7576298708785265e-17,1.1267983941813151e-29,1.2059858041770225e-07,8.8821780011221438e-22,3.0229338435213192e-22,3.9373876613351672e-10,1.1615906325345375e-10,8.0746287829424514e-10,3.9433583870172595e-10,1.5341725179341167e-12,1.1267919902937952e-29,1.0163472163606433e-19,2.3068977722485698e-22,1.8881942379191331e-22,3.228544335362325e-26,6.6786876300807817e-18,4.0644570158218048e-30,5.712061076709261e-15,2.5222709296357981e-27,2.4088444026379091e-30,2.3445274336313384e-17,8.1360517239747061e-35,4.8569853358994764e-35,1.6278598765461816e-38,1.8327433158277123e-18,3.8208068122716125e-19,6.6052170804765353e-20,2.3735120568030359e-17,2.9042328568279936e-21,2.9410253971811568e-18,4.3196774594739871e-21,9.2600583056944198e-22,3.7088545756089573e-21,5.0225263493353985e-21,5.6338162229905528e-29,2.6184640975691747e-22,3.2177888747389643e-19,1.1120208965081417e-20,3.2822787886984978e-20,1.5454517093437969e-15,1.0937898921772225e-21,5.5996536481514279e-11,2.6225180995689955e-13,4.6787625082219593e-19,2.622518117193894e-13,1.0570358177873635e-21,4.1374323835018654e-29,2.3916054479362841e-29,1.7954648566898358e-36,2.5369416514822979e-36,1.6826136286457438e-20,9.5994443303577761e-30,5.4991231685294036e-24,6.5278768127240456e-26,1.2633799005581543e-21,9.4996543005253566e-27,5.340891741634921e-24
1.2063709103717624e-12,0.33834660387897697,76.950000000000003,0.0,0.0,0.0,0.9999623551476241,9.4999999843312786,6.8428971004650275e-07,6.1888945189472598e-06,6.1805059613424921e-06,1.1909441186240333e-08,1.0027384518755334e-12,7.7026418598927508e-06,5.6539133778600899e-06,3.6998761653219714e-09,9.5680036693025655e-17,1.1843654272068052e-16,3.0306697920778162e-12,1.1092050674804803e-05,8.6388699066030058e-11,2.1397205447368931e-17,5.6142789905076944e-19,1.3785283887747132e-18,4.5405897004505402e-23,3.0299405647452217e-12,1.5732431738169028e-10,1.067513217517201e-12,1.067707197272722e-12,1.4435958004309128e-16,4.9584347504538591e-17,8.3196662781268329e-17,3.0160706992356686e-11,9.0272646657379082e-15,1.7527087863134965e-15,1.453095120725876e-29,1.4681384815983446e-16,3.9728533304967774e-17,1.3439962906873211e-29,1.248904219688525e-07,9.6076361821141255e-22,3.2691618990717765e-22,4.1414083973323053e-10,1.2213417092224873e-10,8.2124599155347234e-10,4.147884503342355e-10,1.662610087398262e-12,1.3439884570851376e-29,1.1044217907226901e-19,2.5583727175764142e-22,2.1038002845047343e-22,3.6916918692735574e-26,7.0972193477851514e-18,4.7689042802442829e-30,6.0063729309578129e-15,2.8682192252055523e-27,2.8266069796321898e-30,2.5191606152962768e-17,9.7967975525872917e-35,5.7620134344958102e-35,1.9670357769832581e-38,2.0431014954937965e-18,4.0205853642659047e-19,7.3329094061980985e-20,2.5596604988748933e-17,3.1489151258523588e-21,3.0932181669069626e-18,4.6940106557762023e-21,1.0230213677319663e-21,3.9983087049745879e-21,5.3442429276924016e-21,6.2240358569313428e-29,2.7957123858001682e-22,3.4738804549435693e-19,1.2658768356805047e-20,3.5827973622811637e-20,1.60171587900347e-15,1.2483863778411432e-21,5.7842070794711786e-11,2.6915694530452813e-13,4.9816510853699932e-19,2.6915694712149668e-13,1.1795690685476292e-21,4.4603365141228073e-29,2.5782573089814133e-29,2.1095974629278111e-36,3.0935542959440765e-36,1.8149439262972581e-20,1.0357672412239972e-29,5.9356288936047168e-24,7.4539740309007371e-26,1.3625522587765779e-21,1.1127606417995283e-26,5.9073255333089746e-24
1.2364143527407635e-12,0.3383466038761505,76.950000000000003,0.0,0.0,0.0,0.99996142027909141,9.4999999835988245,7.0133087110561392e-07,6.3429698320655476e-06,6.3341200283304617e-06,1.2501134759477379e-08,1.027660167060178e-12,7.7300891285693699e-06,5.8489198117440676e-06,3.8387435529922653e-09,1.0043370549069341e-16,1.2785856666762166e-16,3.1834904436910729e-12,1.1474621861550439e-05,9.0744389862996908e-11,2.2200309469657856e-17,5.826169271234523e-19,1.4839918945318215e-18,4.9191269837927956e-23,3.2218942382541922e-12,1.6522455835940277e-10,1.1490961201534779e-12,1.1493064678514468e-12,1.5619328898500182e-16,5.4115391863904877e-17,8.6968752535016908e-17,3.1247850333720611e-11,9.384022218725791e-15,1.8367271607523188e-15,1.7256703258740059e-29,1.5839342139822568e-16,4.1934798983217313e-17,1.5961138716038906e-29,1.2919820468674757e-07,1.036849419812731e-21,3.527363760988437e-22,4.3487501454997505e-10,1.282025883508941e-10,8.3447111497418475e-10,4.3557576724787067e-10,1.7975901453171881e-12,1.5961043365342915e-29,1.1973676848746607e-19,2.8301063595977596e-22,2.3376170770181212e-22,4.2069967924821451e-26,7.5288898423969868e-18,5.572905872765541e-30,6.3080206222977895e-15,3.2513834296703536e-27,3.3034607129219013e-30,2.7017920034021356e-17,1.1741460818140894e-34,6.8066389647267276e-35,2.3656767682650073e-38,2.2707981012801835e-18,4.2254168346844081e-19,8.1166072394770293e-20,2.7552762660566549e-17,3.4070238395103015e-21,3.2492572299229983e-18,5.0895995977529043e-21,1.1274009786017936e-21,4.3023440957762192e-21,5.676613593047526e-21,6.8590548716565158e-29,2.9805376948650915e-22,3.7431873958537301e-19,1.4358080698233093e-20,3.9017120353395574e-20,1.6582015987938537e-15,1.4196842585962084e-21,5.9698619693744704e-11,2.7585834390281869e-13,5.2961084370501866e-19,2.7585834577207466e-13,1.3124013558996998e-21,4.7995073762699804e-29,2.7743117653109406e-29,2.4685488809649934e-36,3.7538403045565699e-36,1.9540385644758995e-20,1.1154408764891956e-29,6.3946520727098453e-24,8.4806695373638846e-26,1.4667773200170567e-21,1.2979073986288347e-26,6.517638895087914e-24
1.2664577951097645e-12,0.3383466038732667,76.950000000000003,0.0,0.0,0.0,0.99996048544385663,9.4999999828515147,7.1837201375663186e-07,6.4970439150388017e-06,6.4877196979967896e-06,1.3106737592230883e-08,1.0524373487960919e-12,7.7555110985796026e-06,6.0445939011250758e-06,3.97854546678113e-09,1.0529908231316643e-16,1.3777993230098576e-16,3.3400697041265215e-12,1.1858502917503975e-05,9.5207179854841306e-11,2.3008819572163488e-17,6.0396297383084186e-19,1.5946959150611378e-18,5.318700718714785e-23,3.4203581118868426e-12,1.7331668534542948e-10,1.2347243080968821e-12,1.2349519363015068e-12,1.6865902558591516e-16,5.8926783035297495e-17,9.0778305407091944e-17,3.234185827937138e-11,9.7434216700419711e-15,1.9218983210415301e-15,2.0409213601696436e-29,1.7051680281714254e-16,4.4194473125864282e-17,1.8877058740419264e-29,1.3352075405099496e-07,1.1165244159920408e-21,3.7977065718823004e-22,4.5592723433978728e-10,1.3436003252247859e-10,8.4715359070604299e-10,4.5668377505921448e-10,1.9392162473097354e-12,1.8876943226407479e-29,1.2953002834848277e-19,3.1231854621858807e-22,2.5906694739018521e-22,4.7788055219961012e-26,7.9736535683677148e-18,6.4875063256540553e-30,6.6170002713593272e-15,3.6747235553696465e-27,3.8459696946031283e-30,2.8925594104035561e-17,1.4009647879922763e-34,8.008173412433689e-35,2.8323513471336104e-38,2.5167013138829746e-18,4.4352985431531792e-19,8.9587223270479336e-20,2.9605923421879607e-17,3.6789175475857317e-21,3.4091432389970577e-18,5.5070372915553761e-21,1.2395001412640236e-21,4.621309550291128e-21,6.0196336750800558e-21,7.5410356852836558e-29,3.173090739028618e-22,4.0260396701019681e-19,1.6229501082257235e-20,4.2396003829202739e-20,1.7148925253227639e-15,1.6089386875314374e-21,6.1565927709555408e-11,2.8235631022935515e-13,5.6222883011359681e-19,2.8235631214863505e-13,1.4560750690698523e-21,5.1553339371176688e-29,2.9799937687221079e-29,2.8773403114203875e-36,4.5338568250898942e-36,2.1000659896544334e-20,1.199055814778182e-29,6.8767585508962153e-24,9.6155938197070153e-26,1.5761800813292279e-21,1.5077316244890639e-26,7.17403831366872e-24
1.2934968932418654e-12,0.33834660387062243,76.950000000000003,0.0,0.0,0.0,0.99995964411864768,9.4999999821662975,7.3370902640408266e-07,6.6357095775926098e-06,6.625947115830904e-06,1.3663647737298112e-08,1.0750537733666082e-12,7.776782842280229e-06,6.2212306682991302e-06,4.1051261249538982e-09,1.0977335586789478e-16,1.4714768018096771e-16,3.4842046541874794e-12,1.2205035844360692e-05,9.9315259798198811e-11,2.3740864565699938e-17,6.2328869078278199e-19,1.6989147474482551e-18,5.6968141250958316e-23,3.6045590197545686e-12,1.8076356660024465e-10,1.3153286029585068e-12,1.3155725850251323e-12,1.8043214545342499e-16,6.3504317171785886e-17,9.4237047521112265e-17,3.3332138475985447e-11,1.0069053429766467e-14,1.9994998655055678e-15,2.3656065534845053e-29,1.8189867117899909e-16,4.6273341538120704e-17,2.1880255288324251e-29,1.374227738059186e-07,1.1913397033399713e-21,4.0515343150873325e-22,4.7513485642141084e-10,1.3997440710541861e-10,8.581168303517759e-10,4.7594390179010696e-10,2.0724441712677413e-12,2.1880118534435626e-29,1.3877975121725978e-19,3.406130084242296e-22,2.8357346635482467e-22,5.3455308809900754e-26,8.3850950335654902e-18,7.4150663052528521e-30,6.9013475924703271e-15,4.0926528579904267e-27,4.3962225615970604e-30,3.0713183897141495e-17,1.6363849400236017e-34,9.2393500425866399e-35,3.3183969038943267e-38,2.754309140186079e-18,4.6285078348493083e-19,9.7685740092394982e-20,3.1538630363823023e-17,3.9357042275804891e-21,3.5563303261683495e-18,5.9019017711840147e-21,1.3472895530154084e-21,4.9214314224125759e-21,6.337450675249012e-21,8.1967953288767636e-29,3.3531201940254714e-22,4.292460557910162e-19,1.8070635182244716e-20,4.5604000607511117e-20,1.7660772803044431e-15,1.7956997722505839e-21,6.3255508212608632e-11,2.880313684967376e-13,5.9259995048861855e-19,2.8803137045905397e-13,1.5951080965408742e-21,5.4901390236039694e-29,3.1735247684614118e-29,3.2923508521800827e-36,5.3531229814772934e-36,2.2375573834415121e-20,1.2777534411397114e-29,7.3308581320287202e-24,1.0736127941255842e-25,1.6791727820910531e-21,1.7197279580406289e-26,7.8060683784358058e-24
1.3205359913739664e-12,0.33834660386793214,76.950000000000003,0.0,0.0,0.0,0.99995880281687177,9.4999999814691716,7.4904602414179652e-07,6.7743743167720293e-06,6.7641629180494963e-06,1.423177821010422e-08,1.0973616715442081e-12,7.7966363929402116e-06,6.3983349310823409e-06,4.2323909126992498e-09,1.1433768662637732e-16,1.5694151847275645e-16,3.6313840877513629e-12,1.2552485952659444e-05,1.0351008850989434e-10,2.4476869266686408e-17,6.427242743611042e-19,1.8075730934435575e-18,6.0929209024900784e-23,3.7940640866921148e-12,1.8836569763860459e-10,1.3993588874535989e-12,1.3996200019737766e-12,1.927424741579838e-16,6.8323071440053524e-17,9.7722712383982466e-17,3.4327626147250691e-11,1.0396669958818526e-14,2.0779657654451882e-15,2.7335688204060981e-29,1.9373173800197554e-16,4.839454739742119e-17,2.5283762159756645e-29,1.4133513559819685e-07,1.2691334842412823e-21,4.3154358290423399e-22,4.9457934400296409e-10,1.4565457414990418e-10,8.6866482381816577e-10,4.9544309771328014e-10,2.2112051030058142e-12,2.5283600825777293e-29,1.4845085047197987e-19,3.7081056063592233e-22,3.0980256562636113e-22,5.9652536694752453e-26,8.8070640969352024e-18,8.4512505115891126e-30,7.1916278822409259e-15,4.5480309598951111e-27,5.0109743551905216e-30,3.2568744739153598e-17,1.9050898637949545e-34,1.0628007297793824e-34,3.8749643461315597e-38,3.0080296541338312e-18,4.8258037333504231e-19,1.0629476269262186e-19,3.3553492691974229e-17,4.2042080903292504e-21,3.7066344453529435e-18,6.3153756442786066e-21,1.4618957702560222e-21,5.2341820043666658e-21,6.6638799560544629e-21,8.8940247806769625e-29,3.539640887627746e-22,4.5703606051856251e-19,2.0069525829089923e-20,4.8974580486908666e-20,1.817405718060395e-15,1.9990527056756108e-21,6.4953451561114932e-11,2.935436835145872e-13,6.2394412844761628e-19,2.9354368551802187e-13,1.7437820316916887e-21,5.8390326658068691e-29,3.3751992690627482e-29,3.7563975612024133e-36,6.2986509461617552e-36,2.3809234544066025e-20,1.3597823201475262e-29,7.8045256274070492e-24,1.1956787643781935e-25,1.7865517134280035e-21,1.95566259115351e-26,8.4789432650929464e-24
1.3475750895060673e-12,0.33834660386519594,76.950000000000003,0.0,0.0,0.0,0.99995796153702365,9.4999999807601867,7.6438300697012337e-07,6.9130381640651196e-06,6.9023671264767751e-06,1.4811107205860377e-08,1.1198851965394988e-12,7.8151663323215705e-06,6.5758755001651999e-06,4.3603078242559816e-09,1.1899204975958464e-16,1.6717177267359246e-16,3.7816080108868065e-12,1.2900792054279462e-05,1.0779166527441208e-10,2.5216643103583487e-17,6.6226332214272335e-19,1.9207631392800883e-18,6.5074765419299998e-23,3.9888864041565138e-12,1.9612299430587203e-10,1.4868858266543119e-12,1.4871648708987647e-12,2.0560196984120698e-16,7.3389762652725075e-17,1.0123380478085704e-16,3.5328171162681372e-11,1.0726205246044384e-14,2.1572654010902339e-15,3.1495076589532982e-29,2.060207801100214e-16,5.0557671515623854e-17,2.9131051904235957e-29,1.4525715061414299e-07,1.3499375223272317e-21,4.5895220191580659e-22,5.1425129704005366e-10,1.513976726469106e-10,8.7880921739011781e-10,5.1517198966856916e-10,2.3555656100665333e-12,2.9130862209658171e-29,1.5855145614244704e-19,4.0299687027539338e-22,3.3783532071432604e-22,6.6416575376835717e-26,9.2395207415804748e-18,9.6060877844800056e-30,7.4878383621340716e-15,5.043349992448828e-27,5.6961882450239805e-30,3.4493233421224528e-17,2.2109361597861875e-34,1.2190424053938292e-34,4.5105027685704191e-38,3.278522425907867e-18,5.0271843169131929e-19,1.1543204523230278e-19,3.5652206304762035e-17,4.4846900986668804e-21,3.8600560724947316e-18,6.7478905193495038e-21,1.5835936869018279e-21,5.5598142185712908e-21,6.9989123510520756e-21,9.6343961827551847e-29,3.7327625247243305e-22,4.859979999786675e-19,2.2235262579491045e-20,5.2511959618820735e-20,1.868868256071327e-15,2.220020653695677e-21,6.6659608017539058e-11,2.9889486717164178e-13,6.5627246639275625e-19,2.9889486921424905e-13,1.9025150987110926e-21,6.2022964605856012e-29,3.5851804685950565e-29,4.2740498868122813e-36,7.3866927724513536e-36,2.5302868849573046e-20,1.4452075711499956e-29,8.2981731584484286e-24,1.3283808352070067e-25,1.8984079266401269e-21,2.2175850641178574e-26,9.1943832126893621e-24
