Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282)
8.471879249626183e-10,0.3894920208861921,76.950000000000003,0.0,0.0,0.0,0.68176732952750541,9.4997698518707612,0.0017197338938818004,0.012860641557792827,0.011349819364953682,0.00020291585802476901,1.2261992054417408e-09,8.7883992320455853e-05,0.081837963534622082,7.3571110196573362e-06,1.1751036533771775e-12,4.3606693807964754e-07,1.0459717487499195e-05,0.20601207134767915,0.00021644879796778091,3.2059685122647983e-14,2.5671064922995078e-14,2.7036978877493491e-09,8.5452327620174616e-13,5.0287135204449221e-05,7.4729063501750037e-05,0.0012761639479573973,0.0012765328843067113,1.3737756471672075e-07,7.422391605591683e-08,1.1826367867647319e-10,3.4906195265944731e-05,7.4723537961775613e-09,2.0121337236547054e-09,9.3359522064810458e-09,1.0429886292038837e-08,1.336973473869267e-08,1.7162009991620401e-08,0.0024465238909721146,5.2590168143666062e-14,1.9422333712466417e-14,1.4447833431922068e-06,1.9190960913570512e-07,4.5036441971987557e-08,1.1058815904264498e-05,3.0662639997940439e-05,1.6583242421033749e-08,1.9474740748121598e-09,6.4851065887933677e-09,5.4016069629726435e-09,9.8672317639188426e-10,1.5040569532216281e-10,8.6115099441295387e-12,1.7342267535586992e-08,5.3166116005512974e-11,1.3252159513652106e-10,3.0483605078453949e-10,1.0391172922072833e-12,8.3164937375329699e-13,7.2251908106981869e-15,2.5906225562304654e-07,2.1417999041311132e-12,8.5009844395333931e-10,1.4725879559810411e-07,1.1716903331130492e-11,3.3035208185831011e-10,2.1012418816931221e-11,5.8991958658663993e-11,5.841110216172783e-12,1.0365431327734608e-12,1.4475069141121723e-18,3.167201446314881e-12,5.0541251420513555e-09,6.503702990658793e-10,3.800028607619886e-10,8.2467002704106169e-11,5.4963836180096287e-10,1.9168109462549732e-05,4.3196219438528665e-10,2.8658058512001198e-08,4.3194038097215125e-10,1.0226303028347962e-08,4.6168023589590529e-20,2.6901653945755294e-20,1.541370748439969e-16,5.242090545307294e-12,3.5824707151681875e-11,1.7412378088318111e-20,1.5387747298327185e-14,6.0493385372897662e-12,4.0253008544703062e-11,6.2421694749051064e-12,1.4068609554957211e-10,9.6092899561399534e-11,3.2977688391838429e-13,1.0504982496343504e-14,3.2765338072979125e-13,8.2771235787980414e-19,2.0964075680939734e-12,1.644545451977794e-18,6.3828202718359804e-11,9.4341779021168518e-12,4.2906316050258879e-16,1.614951785844733e-12,1.1414096080964477e-14,3.7596048156689267e-08,3.0233425053545158e-08,7.0781933864424956e-08,3.83975744269201e-14
8.723164744092531e-10,0.38949230628584824,76.950000000000003,0.0,0.0,0.0,0.67417416222733684,9.4997654255033268,0.0017611484708059408,0.013110446164221527,0.011529704300402021,0.00020617134877261591,1.2500153544521216e-09,8.6932144637910604e-05,0.083795988914757008,7.5000956970620481e-06,1.1939564879279247e-12,4.6726487096089191e-07,1.1045734218845509e-05,0.21103028278502903,0.00022639663916423162,3.2682761726048323e-14,2.7020109013191771e-14,2.8670338073048776e-09,9.1642843343844693e-13,5.174134612887333e-05,7.5987117996374474e-05,0.0013436615409717252,0.0013440606794604055,1.4464414839758447e-07,7.8150942622242497e-08,1.2114538597321359e-10,3.6744399707678054e-05,7.8658840072686265e-09,2.1183001740595276e-09,1.0511043924559694e-08,1.0986174996018673e-08,1.4175945919893144e-08,1.9659751038388012e-08,0.0025062134833076797,5.5395064649366393e-14,2.0458220987774859e-14,1.4363089918688769e-06,1.9214165594643996e-07,4.4577043729689939e-08,1.1288746400305521e-05,3.1458299968388307e-05,1.8975736938427457e-08,2.0688558688743154e-09,7.1805284607822026e-09,5.9480399972856234e-09,1.119840052731845e-09,1.5834523539542043e-10,9.7971312481576904e-12,1.7814632262214616e-08,6.0453232129534894e-11,1.5324196523642869e-10,3.1314946712656466e-10,1.2127452546232903e-12,9.9270402594522945e-13,8.6494071348036856e-15,2.7441923406302319e-07,2.200339170172615e-12,8.7346413688603054e-10,1.5605976261389885e-07,1.2417199920454703e-11,3.5199836003364124e-10,2.2268357153370878e-11,6.252665980269235e-11,6.2269384639987936e-12,1.1036266057089737e-12,1.5342391447399022e-18,3.3552437516567889e-12,5.3538931488167804e-09,6.6826964008067054e-10,4.0010837173762854e-10,8.4475762124873497e-11,5.6494209287707171e-10,2.0148653362599162e-05,4.4207759880105149e-10,3.1678660608380044e-08,4.4205469655814969e-10,1.086660528293008e-08,4.9217602705917059e-20,2.8678613746391802e-20,1.7823745294099304e-16,6.0821333774467869e-12,3.7878943357914162e-11,1.8410421150788844e-20,1.6270111727277464e-14,6.4233536384944397e-12,4.3996237476099236e-11,6.6287088369666564e-12,1.531296767600566e-10,1.0549797854855375e-10,3.6207623125388165e-13,1.1533241677889329e-14,3.5699541130591578e-13,9.0444426628269589e-19,2.2268259418759581e-12,1.7974746302896746e-18,7.0004735145871405e-11,1.0303604358217063e-11,4.6860507074365182e-16,1.7760664293373467e-12,1.3104228421438644e-14,3.7188855478411269e-08,3.1970205774548298e-08,7.7638019103423318e-08,4.2116808942723803e-14
8.974450238558879e-10,0.3894925971482263,76.950000000000003,0.0,0.0,0.0,0.6666709770296787,9.4997611026308473,0.0018020865283648539,0.013354608035050506,0.011703042103006052,0.00020930864446852931,1.2732934364279345e-09,8.5991575759208658e-05,0.08573065184447913,7.6398499781431155e-06,1.212124844491188e-12,4.9948179579456526e-07,1.1644898383592728e-05,0.21599413369367895,0.00023642089674689659,3.3291761405924182e-14,2.8397681230193451e-14,3.0344148930181547e-09,9.8043259426071413e-13,5.3179917494277622e-05,7.71999643439961e-05,0.001412264237155647,0.0014126954104841658,1.5202970634328155e-07,8.2142288911413507e-08,1.2399587644758028e-10,3.8616968813445908e-05,8.2667711897249977e-09,2.2264561959107944e-09,1.1784564402434286e-08,1.1553034028172357e-08,1.5001014922901167e-08,2.2422712412599045e-08,0.0025652593882592818,5.8253252960053112e-14,2.1513789598914884e-14,1.4279406597232326e-06,1.9237267101525787e-07,4.4123111147104116e-08,1.1516266829710167e-05,3.2245546226470658e-05,2.1618557707442402e-08,2.1932025121647507e-09,7.9246043109953176e-09,6.5283765697054414e-09,1.2657790257142856e-09,1.6643368060146597e-10,1.1099440785428593e-11,1.8283902008276559e-08,6.8457493966461771e-11,1.7635417167024077e-10,3.2140837574265312e-10,1.4079583085435035e-12,1.1782416875103115e-12,1.029424570914943e-14,2.9016133706639037e-07,2.2585068350463323e-12,8.9658539586930775e-10,1.6508983070669094e-07,1.3135726088146658e-11,3.7428046517646976e-10,2.3556990927702723e-11,6.6153509967364141e-11,6.6242074803609578e-12,1.1726436867365174e-12,1.6232324689139048e-18,3.5481144481710201e-12,5.6613464468540375e-09,6.8598177115479342e-10,4.2054322555913022e-10,8.6462755207084639e-11,5.800861259311106e-10,2.1145647072009779e-05,4.5208404420450328e-10,3.4905833806605995e-08,4.5206004817795004e-10,1.1524194333182632e-08,5.2357609439175329e-20,3.0508264831253376e-20,2.0511987465517528e-16,7.0217223520248649e-12,3.9982632357358686e-11,1.9432463262784587e-20,1.7173718087096615e-14,6.8072259295983834e-12,4.7963558466437797e-11,7.0254534341809928e-12,1.6625494403067072e-10,1.1548025116885653e-10,3.9635915812734972e-13,1.2624609860462215e-14,3.8796484474369369e-13,9.857561489456935e-19,2.3607067078642961e-12,1.9595588510324669e-18,7.6556688873763954e-11,1.1222998453773551e-11,5.104195718813101e-16,1.9475272709003623e-12,1.4979604273250545e-14,3.6786487781360123e-08,3.3745631679126852e-08,8.491503148544289e-08,4.6064379197614682e-14
9.225735733025228e-10,0.38949289328160475,76.950000000000003,0.0,0.0,0.0,0.65925659127681135,9.4997568807208435,0.0018425537062599332,0.013593255876103254,0.011869996732066393,0.00021233070491960787,1.2960457248094275e-09,8.5062137155496439e-05,0.087642229103994287,7.776447550079221e-06,1.2296258635713644e-12,5.3269945230656433e-07,1.225698554953574e-05,0.2209042677971241,0.0002465145433094078,3.3887005264912787e-14,2.9803324369747037e-14,3.2057737412476199e-09,1.0465041364560787e-12,5.4602997551383474e-05,7.8368733542419697e-05,0.0014819319566674472,0.001482397077535041,1.5952992263041325e-07,8.6195621836137233e-08,1.2681551976582287e-10,4.0523110161544673e-05,8.6748456471032428e-09,2.3365558970015716e-09,1.3160392280119676e-08,1.2130219551257303e-08,1.5844543160171618e-08,2.5468727645597071e-08,0.0026236692323821737,6.1163503372698416e-14,2.2588585401054742e-14,1.4196768731098142e-06,1.9260264484648126e-07,4.3674571936537143e-08,1.1741405720734068e-05,3.3024479255504383e-05,2.4528012499507131e-08,2.3204515598872579e-09,8.7188670304580367e-09,7.1432591735870615e-09,1.4252780804764345e-09,1.7466759878996576e-10,1.2525327709052011e-11,1.8750154227872597e-08,7.7221601403206468e-11,2.0203601865592553e-10,3.2961414069611829e-10,1.626513757555843e-12,1.3909842659943163e-12,1.2184764376156911e-14,3.0628410904277589e-07,2.3163123539622832e-12,9.1946515965002699e-10,1.7434712158792145e-07,1.3872332291122672e-11,3.9719114182369467e-10,2.4878051922601074e-11,6.987174534041511e-11,7.0327868236705133e-12,1.2435715482463605e-12,1.7144681447016368e-18,3.74577145639022e-12,5.9764183104140949e-09,7.0350894322794321e-10,4.4129547891853858e-10,8.842823972163182e-11,5.950723825243002e-10,2.2158607222270353e-05,4.6198281844087047e-10,3.8345771887937328e-08,4.6195772491213364e-10,1.2198886824049098e-08,5.5587012781528381e-20,3.2390006442199678e-20,2.3499115473154835e-16,8.0685328790483736e-12,4.2135268575185239e-11,2.0478257753997517e-20,1.8098349212394889e-14,7.2008421733809255e-12,5.2161226783915797e-11,7.4322860673565565e-12,1.8007728076149988e-10,1.2605471413180636e-10,4.3267723617501908e-13,1.3780726748146121e-14,4.2059888750079518e-13,1.0717755547660591e-18,2.4980102382633034e-12,2.1310536441710482e-18,8.3493757456724148e-11,1.2193551449295735e-11,5.5456084498494363e-16,2.1296491541767667e-12,1.7053572367948431e-14,3.6388881526927339e-08,3.5558963678058463e-08,9.2623575487077525e-08,5.0246037094766038e-14
9.477021227491576e-10,0.3894931944990491,76.950000000000003,0.0,0.0,0.0,0.65192984036848567,9.4997527573029821,0.0018825555703055198,0.01382651533573598,0.012030728197385919,0.00021524041860814452,1.3182842014870377e-09,8.4143682571541725e-05,0.089530993855852267,7.9099603496101362e-06,1.246476272624578e-12,5.6689885161150653e-07,1.2881773218369243e-05,0.22576132034338384,0.00025667084154793016,3.4468806777858628e-14,3.1236583743412689e-14,3.3810434320462785e-09,1.1146098374081572e-12,5.6010740180626488e-05,7.9494529318866646e-05,0.0015526256194320176,0.0015531266819250502,1.6714058900618333e-07,9.0308666512972733e-08,1.2960468072693965e-10,4.2462049772290389e-05,9.0899416326529748e-09,2.4485544533302742e-09,1.4642322034463529e-08,1.2717493405550843e-08,1.6706139980778267e-08,2.8816088309549884e-08,0.0026814505418595383,6.4124614819184477e-14,2.3682164824594933e-14,1.4115161824408707e-06,1.9283156853523849e-07,4.3231354923031879e-08,1.1964191229698009e-05,3.3795198209106826e-05,2.7720770450399668e-08,2.4505417899992349e-09,9.5648200403278165e-09,7.7932853146167072e-09,1.5990856606630316e-09,1.83043637671392e-10,1.4081785571576932e-11,1.9213464486486078e-08,8.6788939796366474e-11,2.304705265912195e-10,3.3776809278759069e-10,1.8702300498637e-12,1.6338427888909264e-12,1.4347813144173572e-14,3.2278314748067078e-07,2.3737649511047726e-12,9.4210632671386326e-10,1.8382979868077132e-07,1.4626872306695022e-11,4.207231886286378e-10,2.6231277876150639e-11,7.3680619083657467e-11,7.4525469668162321e-12,1.3163875566631491e-12,1.8079278466695107e-18,3.9481734743308171e-12,6.2990432583122979e-09,7.2085337639873511e-10,4.6235348642375007e-10,9.0372470047051453e-11,6.099027578676318e-10,2.3187062074663538e-05,4.7177519250024861e-10,4.2004532179675316e-08,4.71748998927062e-10,1.2890501603513844e-08,5.8904788953153308e-20,3.4323242032783222e-20,2.6806417533867643e-16,9.2304947201913217e-12,4.4336357823921045e-11,2.1547563511820014e-20,1.9043792829128385e-14,7.6040904839892254e-12,5.6595464447709816e-11,7.8490909360389177e-12,1.9461191394288483e-10,1.3723620352576333e-10,4.7108148415518826e-13,1.5003214471687679e-14,4.5493436488072703e-13,1.1626293609183138e-18,2.6386973783281238e-12,2.312213180005138e-18,9.0825521496084412e-11,1.3216440330609887e-11,6.0108242187898607e-16,2.3227461678610425e-12,1.9339930548218845e-14,3.599597414765641e-08,3.7409473115346091e-08,1.0077400678207508e-07,5.4667399538290658e-14
9.728306721957924e-10,0.38949350061829097,76.950000000000003,0.0,0.0,0.0,0.64468957743289956,9.4997487299674948,0.0019220976135521171,0.014054509081418053,0.012185392657422319,0.00021804060446529324,1.3400205641027682e-09,8.3236067984204326e-05,0.091397215699766637,8.0404586068747617e-06,1.2626923963301661e-12,6.0206035698967351e-07,1.35190409194945e-05,0.23056591823602762,0.00026688333355046539,3.5037471982843394e-14,3.2697007457605297e-14,3.5601575641708772e-09,1.1847150285164956e-12,5.7403303312207699e-05,8.0578428808968937e-05,0.001624307121113396,0.0016248462019961259,1.7485760230085663e-07,9.4479204863566045e-08,1.3236371933792254e-10,4.4433031660933403e-05,9.5118972535754209e-09,2.5624080832051766e-09,1.6234058051958493e-08,1.3314622971153025e-08,1.7585422588924125e-08,3.2483525135000156e-08,0.0027386107440359377,6.7135414171895073e-14,2.4794094618714512e-14,1.4034571617327004e-06,1.9305943374864958e-07,4.2793390023941376e-08,1.2184651146664705e-05,3.4557800931572822e-05,3.1213841207520733e-08,2.5834131944428688e-09,1.0463936279979137e-08,8.4790077008873499e-09,1.787959664254802e-09,1.9155852288324492e-10,1.5775902786855292e-11,1.9673906509707563e-08,9.7203520387219194e-11,2.6184568620195753e-10,3.4587153041316339e-10,2.1409844008866748e-12,1.9099214938193829e-12,1.6812076660569824e-14,3.396541022499986e-07,2.4308736255798716e-12,9.6451175592499273e-10,1.9353606611515357e-07,1.5399203152597709e-11,4.4486947037953451e-10,2.7616412338405987e-11,7.7579400924017517e-11,7.8833595228077042e-12,1.3910693069248074e-12,1.9035936558480142e-18,4.1552799529087168e-12,6.6291570125642289e-09,7.3801726041434397e-10,4.837058934386179e-10,9.2295697221789726e-11,6.2457912123686005e-10,2.4230551249240167e-05,4.8146242077248281e-10,4.5888031960337812e-08,4.8143512573194714e-10,1.3598859692350111e-08,6.2309923185720614e-20,3.6307380307465234e-20,3.0455760010360574e-16,1.0515783954868769e-11,4.6585417028340166e-11,2.2640144847069866e-20,2.0009841436427512e-14,8.0168603091311906e-12,6.1272459768029602e-11,8.2757536200772638e-12,2.098739184106726e-10,1.4903939917597666e-10,5.1162238294867138e-13,1.6293678065259821e-14,4.9100773141693281e-13,1.2584437632024323e-18,2.7827294401277572e-12,2.5032902503950912e-18,9.8561449986548806e-11,1.4292828055587347e-11,6.5003719636476646e-16,2.5271316405790555e-12,2.1852919116837111e-14,3.5607704030902689e-08,3.9296441626473173e-08,1.0937642998182231e-07,5.9333947208544191e-14
9.979592216424273e-10,0.38949381146161854,76.950000000000003,0.0,0.0,0.0,0.63753467300469047,9.4997447963635651,0.001961185257389469,0.014277356874293042,0.012334142514888747,0.00022073401359862794,1.3612662331588333e-09,8.233915156180072e-05,0.093241160726455247,8.1680108880927028e-06,1.2782901665951475e-12,6.3816375970995614e-07,1.4168570295532656e-05,0.23531868016256965,0.00027714583047236364,3.5593299667177522e-14,3.4184146673972153e-14,3.7430502872081915e-09,1.256783740733701e-12,5.8780847645549037e-05,8.1621483218063202e-05,0.0016969393096788867,0.0016975185695878852,1.8267696190392112e-07,9.8705074250320259e-08,1.3509299088749284e-10,4.6435317401862109e-05,9.9405543776996753e-09,2.6780740220027765e-09,1.7939209312251741e-08,1.3921381033767806e-08,1.8482015947799167e-08,3.649018890979947e-08,0.0027951571689232109,7.0194755566846768e-14,2.5923951601395429e-14,1.3954984081520928e-06,1.9328623270743307e-07,4.2360608228928341e-08,1.2402812900984135e-05,3.5312383977913738e-05,3.5024553985991552e-08,2.7190069673444128e-09,1.1417657313947036e-08,9.200934543922976e-09,1.9926664543539272e-09,2.0020905610474823e-10,1.7614853221937103e-11,2.0131552230657412e-08,1.0850992137618735e-10,2.9635420674211881e-10,3.5392572039963354e-10,2.4407103171362062e-12,2.2225215524855564e-12,1.9608113310391529e-14,3.5689267491516746e-07,2.4876471572059005e-12,9.8668426715813492e-10,2.0346416774803089e-07,1.6189185009027974e-11,4.696229279609239e-10,2.9033204531566621e-11,8.1567376754882009e-11,8.325097432127812e-12,1.467594650936274e-12,2.0014480499497739e-18,4.3670510729220899e-12,6.966696459847354e-09,7.5500275515436829e-10,5.0534162909934089e-10,9.4198168995415421e-11,6.3910331638323528e-10,2.5288625459999432e-05,4.9104574129749185e-10,5.0002045366837943e-08,4.9101734443129626e-10,1.4323784254358816e-08,6.5801411203222012e-20,3.8341836084479407e-20,3.4469558122737159e-16,1.1932814678628899e-11,4.8881973957331768e-11,2.3755771363121829e-20,2.0996292191423824e-14,8.4390424125346444e-12,6.6198366948271093e-11,8.7121610614665474e-12,2.2587822097208059e-10,1.6147882887146814e-10,5.5434989010801928e-13,1.7653705928881701e-14,5.2885508094115994e-13,1.3593442676598319e-18,2.9300681964013172e-12,2.7045362525242541e-18,1.0671090164540448e-10,1.542386379392433e-11,7.0147743512629109e-16,2.7431181355992765e-12,2.4607213893428516e-14,3.5224010503732209e-08,4.1219160998701785e-08,1.1844069691922595e-07,6.4251023632167144e-14
9.999999999999999e-10,0.38949412685576346,76.950000000000003,0.0,0.0,0.0,0.63695731154646296,9.4997444809466796,0.0019643399164103186,0.014295232781548626,0.012345967894211175,0.00022094814912542568,1.3629704668504136e-09,8.2266775236775167e-05,0.093389943991324664,8.1782425681903911e-06,1.2795302443506436e-12,6.4113657074017962e-07,1.4221852617011756e-05,0.23570241158195501,0.00027798129720285749,3.5637885706731198e-14,3.43060818468668e-14,3.7580675572422207e-09,1.2627217798344782e-12,5.8892068438055473e-05,8.1704431490393209e-05,0.0017028786563807745,0.0017034612768132397,1.8331637372717691e-07,9.9050636737687275e-08,1.3531334848262353e-10,4.6599282402549424e-05,9.9756566353134744e-09,2.6875459514288323e-09,1.8082777719350204e-08,1.397107394054333e-08,1.8555580243264742e-08,3.6831070648248201e-08,0.0027997227774076354,7.0445312443985057e-14,2.6016485710235828e-14,1.394856409624335e-06,1.9330460481509072e-07,4.2325685973890233e-08,1.2420430515701882e-05,3.5373317145843883e-05,3.5348516301301014e-08,2.7301367783816505e-09,1.1497552929050277e-08,9.2611687603915898e-09,2.0100100706779534e-09,2.0091745640026186e-10,1.7770780063362531e-11,2.0168598637226897e-08,1.0946867915115818e-10,2.9930031001902198e-10,3.5457770531182702e-10,2.4663842661570805e-12,2.2496175962621216e-12,1.9850731096619882e-14,3.5830869074755554e-07,2.4922434845388548e-12,9.8847483401790762e-10,2.0428015095201703e-07,1.6254113003447383e-11,4.7165968851807591e-10,2.9149649647310617e-11,8.1895149020725121e-11,8.3614483669578407e-12,1.4738898188241635e-12,2.0094907156610988e-18,4.3844533574662573e-12,6.9944333582360707e-09,7.5637444023193914e-10,5.0711085245379115e-10,9.4351771667986793e-11,6.4027625231372016e-10,2.5375182328961245e-05,4.9181951194780308e-10,5.0346452010609827e-08,4.9179102561389264e-10,1.4383379949204514e-08,6.6088728299432728e-20,3.8509252934625732e-20,3.481222916912958e-16,1.2053942509787081e-11,4.907055670046198e-11,2.3847380230858115e-20,2.1077295022193505e-14,8.4737392596190517e-12,6.6609532301074024e-11,8.7480276805753671e-12,2.2721102851558331e-10,1.6251745154000101e-10,5.5791745380343497e-13,1.7767260789678548e-14,5.3200777509868673e-13,1.3677658640152315e-18,2.9421781232146801e-12,2.7213342388721083e-18,1.0739118548406657e-10,1.5518153186848754e-11,7.057657795395341e-16,2.7611780027815832e-12,2.4841951441257609e-14,3.5193048502537638e-08,4.1376860129254093e-08,1.191974092642648e-07,6.4661515681602111e-14
1.023087771089062e-09,0.38949412685576346,76.950000000000003,0.0,0.0,0.0,0.63046401470990765,9.4997409541978293,0.0019998238526295893,0.014495175641736868,0.012477126509823751,0.00022332333097391349,1.3820323589357232e-09,8.1452793624324358e-05,0.095063091570504715,8.2926841370997269e-06,1.2932851322934569e-12,6.751883500318874e-07,1.4830145179788132e-05,0.24002021672027105,0.00028745240259223033,3.6136581548397618e-14,3.5697555845734104e-14,3.9296563308886544e-09,1.3307788414807357e-12,6.0143535636458212e-05,8.2624718464935888e-05,0.0017704859625498491,0.0017711076470933987,1.9059476730337046e-07,1.0298416614619244e-07,1.3779284601835501e-10,4.8468185703994666e-05,1.0375758542552401e-08,2.7955104975735283e-09,1.9761284657200478e-08,1.4537545653931625e-08,1.9395552670702687e-08,4.085563119887158e-08,0.002851097050678938,7.3301519744192204e-14,2.707132241586169e-14,1.3876385415631427e-06,1.9351195816793029e-07,4.1932941580409455e-08,1.2618703566676371e-05,3.6059042633591564e-05,3.917053657508689e-08,2.8572654905564894e-09,1.2427392552790326e-08,9.9595299632440163e-09,2.2139798865370927e-09,2.0899211321960489e-10,1.9605886935088001e-11,2.0586471836179945e-08,1.2075322978026233e-10,3.3419325919483858e-10,3.619318988181278e-10,2.7713950328541789e-12,2.5751444222085974e-12,2.2768390872677405e-14,3.7449461805857099e-07,2.5440941121605719e-12,1.0086266419412672e-09,2.1361238620877855e-07,1.699668114267733e-11,4.9497658645617771e-10,3.0481409213719004e-11,8.5643848247643916e-11,8.7776351154773871e-12,1.545941720580626e-12,2.1014738938379828e-18,4.5834477234879188e-12,7.3115996155758748e-09,7.718119911233025e-10,5.272498995056905e-10,9.6080129879170242e-11,6.53477161954906e-10,2.6360846256239602e-05,5.0052637601156456e-10,5.4352200785410083e-08,5.0049687797300822e-10,1.5065100567072628e-08,6.9378260429265135e-20,4.0426030999310837e-20,3.887074607852549e-16,1.3490230462021405e-11,5.1225566962895153e-11,2.4894217828514048e-20,2.2002946797136546e-14,8.870528856667448e-12,7.1379305747402851e-11,9.158201546460476e-12,2.4263960440345673e-10,1.7456887246251516e-10,5.9931345396144557e-13,1.9084870276689854e-14,5.6851215633913598e-13,1.4654556834421948e-18,3.0806758745055679e-12,2.9162011751241703e-18,1.152831262241951e-10,1.6610683160222356e-11,7.554547883313247e-16,2.9710174453765214e-12,2.7617918999202596e-14,3.4844833811684563e-08,4.3176933033411743e-08,1.2797640545419161e-07,6.9423834535158088e-14
1.048216320535697e-09,0.38949444663179683,76.950000000000003,0.0,0.0,0.0,0.62347650695771606,9.4997372012328771,0.0020380186805703444,0.014708079547993184,0.012614489810229465,0.00022581117705286252,1.402329828227063e-09,8.0576856604532731e-05,0.096863267462289432,8.4145437157837875e-06,1.307692468750347e-12,7.1311298371825777e-07,1.5503551666262589e-05,0.24467113053947706,0.00029779736972938896,3.6667602450471314e-14,3.7236792934372532e-14,4.119911031796331e-09,1.4066621634295321e-12,6.1491530698021808e-05,8.358913580870425e-05,0.00184491176431794,0.0018455782050818853,1.9860721568588161e-07,1.0731442483740779e-07,1.4046363079802639e-10,5.0530931996945134e-05,1.0817358866734259e-08,2.9146767062718136e-09,2.1703688612117439e-08,1.5162900039561669e-08,2.0325672902674546e-08,4.5599784949396881e-08,0.0029064375290582915,7.6454613405460686e-14,2.8235803293199886e-14,1.3798762040854546e-06,1.937366034046738e-07,4.1510323154368962e-08,1.2832349867704768e-05,3.6797870933908807e-05,4.3669694358317107e-08,2.9981323171875961e-09,1.349451857934781e-08,1.0755214483367431e-08,2.4526803542109891e-09,2.1790464252526155e-10,2.1756321074759117e-11,2.1038733811809861e-08,1.3397898419364639e-10,3.7556421569446812e-10,3.6989127177612193e-10,3.1350768748522895e-12,2.9714948251394e-12,2.6327318721009335e-14,3.9245573461428957e-07,2.6002228484757917e-12,1.0303416240954779e-09,2.2397904196871824e-07,1.7821557832685277e-11,5.2092356167872452e-10,3.1960786546028004e-11,8.9808132473092541e-11,9.2408485972575769e-12,1.6260889461320243e-12,2.2036544302362911e-18,4.8044314817584594e-12,7.6638055902685701e-09,7.8844706994091819e-10,5.4942018108073269e-10,9.7941821195192353e-11,6.6770245191806479e-10,2.7446785769884802e-05,5.0990553098880291e-10,5.8943978685297685e-08,5.0987493339187474e-10,1.5822635992929583e-08,7.3039490963076131e-20,4.2559394073403084e-20,4.3682746763100081e-16,1.5196895611950363e-11,5.3615744725928113e-11,2.6055264052871235e-20,2.3029611393277802e-14,9.3112129857178191e-12,7.6821361197988552e-11,9.6137646879530045e-12,2.6017271132542062e-10,1.8832376583404295e-10,6.4656202728974729e-13,2.0588727571637357e-14,6.1001435900686882e-13,1.5769021168270112e-18,3.2345151504534067e-12,3.1385335869737607e-18,1.2428726580327541e-10,1.7854408440838175e-11,8.1202029994911085e-16,3.2111405859767953e-12,3.090055940681088e-14,3.4470115102760724e-08,4.5169069410431983e-08,1.3799289875343246e-07,7.4857447453322246e-14
