Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534)
2.1150488981736205e-09,0.30513419307846396,76.950000000000003,0.0,0.0,0.0,0.068888545889201402,9.4998339285838362,0.0029700153917197047,0.018475387503757289,0.0087574203318516158,0.00014910741482775244,1.9719210379821872e-09,2.7696737375673735e-05,0.22227057806630676,1.1580533634819009e-05,7.7635563457700094e-13,2.8998122318675025e-06,1.5809787237248975e-05,0.65896326047881093,0.00068136089122190877,4.6109197859177894e-14,5.8269285388341024e-14,6.3613622396469648e-09,1.0291320012212949e-11,0.00021953808555899402,8.4545807242378612e-05,0.0098718891232552914,0.0098922002446785121,1.2178169256026844e-06,6.4313780194323518e-07,1.5947623203072105e-09,0.00037076776214621835,9.0968622598987042e-08,2.3996475213963743e-08,6.4475711269695016e-07,8.7419371886366053e-08,2.5096864784137963e-07,4.7254520267519901e-06,0.0080140071721797636,5.3873102287171917e-13,2.0534955654971229e-13,1.3416322577939782e-06,3.3610297377665238e-07,2.6982772751284516e-08,4.9383694382480583e-05,0.00015330805285107337,3.854874208389236e-06,2.8895046506218759e-08,3.8944694438933919e-07,2.0790399690710886e-07,1.8153265616221794e-07
2.142293529850669e-09,0.3051345726691207,76.950000000000003,0.0,0.0,0.0,0.066608217833903346,9.4998355526715947,0.002976644803152375,0.018475151146967191,0.0086585531742467241,0.00014742481358891708,1.9718936951700194e-09,2.6916188755899838e-05,0.22259924274783524,1.1580376090829597e-05,7.6759485662627937e-13,2.9241889040069311e-06,1.6076440744722565e-05,0.66086936395458462,0.00068400512460190877,4.610857058009065e-14,5.9221404156959577e-14,6.4721744611813752e-09,1.0388773891421113e-11,0.00022023973273055459,8.3593969108020433e-05,0.0099786998454377933,0.0099997020665405639,1.2309926780462072e-06,6.5009682848867921e-07,1.599376434149995e-09,0.00037653300039666948,9.2383086640877233e-08,2.4369783553098637e-08,6.5981391577040102e-07,8.878230181814567e-08,2.5511687154082392e-07,4.9084860661841515e-06,0.0080378047792114063,5.47129648596512e-13,2.0855087992692611e-13,1.3305486491376293e-06,3.3552262009277616e-07,2.6375948284044403e-08,4.9548860566821201e-05,0.00015388430286283767,3.9922658161646814e-06,2.9376551563375912e-08,3.9997432113787765e-07,2.1180670992820328e-07,1.8815722243578283e-07
2.1695381615277174e-09,0.3051349479667548,76.950000000000003,0.0,0.0,0.0,0.064403980095548402,9.4998371643314314,0.0029830168061055146,0.018474515299599426,0.008560478584276783,0.00014575564293269668,1.9718237391108537e-09,2.6161523205400278e-05,0.22290748803807114,1.1579968091543862e-05,7.5890400751490841e-13,2.9479570080684664e-06,1.6342928113316805e-05,0.66272160024771654,0.00068656188639378251,4.6106946085054275e-14,6.0173491355247549e-14,6.5829254225830948e-09,1.0484157197965591e-11,0.0002209212508159498,8.2649576418395099e-05,0.010084286890516098,0.010105991485003256,1.2440174565233788e-06,6.5697611675416213e-07,1.6038601463908062e-09,0.00038229830877318588,9.3797566120739522e-08,2.4743096233977135e-08,6.7487242028706709e-07,9.0145251797464964e-08,2.592655183788761e-07,5.0951745888121069e-06,0.0080609519662977989,5.5552838695189776e-13,2.1175224623095479e-13,1.3198477108957415e-06,3.3496646469466149e-07,2.5789333234968505e-08,4.9710784768352241e-05,0.00015444848884375249,4.1317534478437788e-06,2.9858113479262314e-08,4.1058871947656423e-07,2.1568337303078003e-07,1.9489486228858606e-07
2.196782793204766e-09,0.30513531900410684,76.950000000000003,0.0,0.0,0.0,0.062273268232170359,9.4998387632597208,0.0029891400014573299,0.018473506278794839,0.0084632126650243944,0.00014410018156383103,1.9717139785437981e-09,2.543186847262523e-05,0.22319600704840503,1.1579326145008838e-05,7.5028453837124091e-13,2.9711253794885691e-06,1.6609241196168029e-05,0.66452175496110621,0.00068903404499003084,4.6104390102715892e-14,6.1125499735623822e-14,6.6936110797049793e-09,1.0577493293707961e-11,0.00022158330833875627,8.1712798626305542e-05,0.010188660006036823,0.010211078131223216,1.2568924642797146e-06,6.6377630214336658e-07,1.6082177796335591e-09,0.00038806356584410553,9.5212031280487522e-08,2.5116405385833882e-08,6.899280055328067e-07,9.1508192822508574e-08,2.6341445253404734e-07,5.2855005185935372e-06,0.0080834703066889422,5.6392705945275227e-13,2.149535874285229e-13,1.3095164999612496e-06,3.344336793548344e-07,2.5222246296998833e-08,4.9869574928726649e-05,0.0001550010132859246,4.2732996858602219e-06,3.0339715970560524e-08,4.212879553283739e-07,2.1953304477410864e-07,2.0174433306097155e-07
2.2240274248818143e-09,0.30513568581475226,76.950000000000003,0.0,0.0,0.0,0.060213605870186683,9.4998403491860319,0.0029950227003358531,0.018472148673704832,0.0083667696463859131,0.00014245867598670309,1.9715670377630882e-09,2.4726382269241411e-05,0.22346546953159574,1.1578465675213024e-05,7.4173773266644949e-13,2.9937028762846116e-06,1.6875372581043132e-05,0.66627155354443446,0.00069142437875157811,4.6100964045421548e-14,6.2077385162538904e-14,6.8042277385980637e-09,1.0668805914051693e-11,0.00022222655124526993,8.0783786169203389e-05,0.010291829146828883,0.010314971840734958,1.269618930116335e-06,6.7049803356522714e-07,1.6124535108619403e-09,0.00039382865785273104,9.6626454244865235e-08,2.5489703635939247e-08,7.0497621328167724e-07,9.2871097727270634e-08,2.675635467765085e-07,5.4794456932309859e-06,0.0081053806468211458,5.7232549892388071e-13,2.1815483979736624e-13,1.2995425200323527e-06,3.3392346483362514e-07,2.4674029578924394e-08,5.0025335362093967e-05,0.00015554226510464811,4.4168665646857861e-06,3.0821343783716416e-08,4.3206987660263425e-07,2.2335484312498116e-07,2.0870436467173891e-07
2.2512720565588628e-09,0.30513604843301,76.950000000000003,0.0,0.0,0.0,0.058222601573523311,9.4998419218707664,0.0030006729340613827,0.018470465459548651,0.0082711620184239658,0.00014083134279648096,1.9713853687930707e-09,2.4044251204382733e-05,0.22371652268292966,1.1577401093644259e-05,7.3326471814378753e-13,3.0156983648274235e-06,1.7141315539721526e-05,0.66797266335919392,0.00069373557840307642,4.6096725294131973e-14,6.3029106428227861e-14,6.9147720315524102e-09,1.0758119112369084e-11,0.00022285160368319169,7.9862671818747147e-05,0.01039380445137765,0.010417682630008272,1.2821981054752206e-06,6.7714197189395438e-07,1.6165713764385249e-09,0.00039959347821287333,9.8040808897650951e-08,2.5862984076852278e-08,7.2001274427949181e-07,9.4233941060825588e-08,2.7171268194073234e-07,5.6769909105455895e-06,0.0081267031312707624,5.8072354875598781e-13,2.2135594364263003e-13,1.2899137055812355e-06,3.3343504981423974e-07,2.4144047771748599e-08,5.0178166879020673e-05,0.00015607262010549204,4.5624156218051611e-06,3.1302982631711203e-08,4.4293236325053943e-07,2.2714794343770017e-07,2.1577366169372681e-07
2.2785166882359112e-09,0.3051364068938584,76.950000000000003,0.0,0.0,0.0,0.056297945830888096,9.4998434811029782,0.0030060984637360045,0.018468478104084508,0.0081764006557450974,0.00013921837081605517,1.971171262753378e-09,2.3384689759152462e-05,0.22394979191296593,1.1576145866087908e-05,7.248664779449509e-13,3.0371207068914603e-06,1.740706398069412e-05,0.6696266956703526,0.00069597024941132695,4.609172746438708e-14,6.3980625079104779e-14,7.0252408947002521e-09,1.0845457208627851e-11,0.00022345906875241388,7.8949571939529922e-05,0.010494596219871926,0.010519220674672557,1.2946312617308836e-06,6.8370878853811095e-07,1.6205752769262858e-09,0.00040535792703811984,9.9455070766138894e-08,2.6236240235863184e-08,7.3503345468820545e-07,9.5596698974672417e-08,2.7586174643058016e-07,5.8781159736464275e-06,0.008147457226821208,5.8912106221141153e-13,2.245568430322349e-13,1.2806184064369431e-06,3.3296768988015668e-07,2.3631687346589695e-08,5.0328166906047377e-05,0.00015659244143472931,4.7099079468498013e-06,3.1784619134725458e-08,4.5387332727157282e-07,2.3091157645969859e-07,2.229509053546655e-07
2.3057613199129597e-09,0.3051367612328586,76.950000000000003,0.0,0.0,0.0,0.054437408156305614,9.4998450266983543,0.0030113067894934511,0.018466206667004416,0.0080824949335058811,0.0001376199230891385,1.9709268604687198e-09,2.2746939299709829e-05,0.22416588159293449,1.1574712574985311e-05,7.165438609875259e-13,3.0579787478867811e-06,1.7672612404968523e-05,0.67123520756741906,0.00069813091434098697,4.6086020654593131e-14,6.4931905252220047e-14,7.1356315470830404e-09,1.0930844741928948e-11,0.00022404952922897557,7.8044587663082585e-05,0.010594214893811465,0.010619596289295907,1.3069196876745968e-06,6.9019916411142444e-07,1.6244689817391889e-09,0.00041112191070255603,1.0086921691333976e-07,2.6609466046477892e-08,7.5003435250503832e-07,9.6959349117607994e-08,2.8001063575482209e-07,6.082799734903102e-06,0.0081676617456767284,5.9751790177625804e-13,2.2775748554992968e-13,1.2716453729564724e-06,3.3252066653297404e-07,2.3136355782805159e-08,5.0475429601044734e-05,0.00015710208001373872,4.85930422892332e-06,3.2266240764453028e-08,4.6489071267527729e-07,2.3464502636607958e-07,2.3023475546445573e-07
2.333005951590008e-09,0.3051371114860803,76.950000000000003,0.0,0.0,0.0,0.052638834298251641,9.4998465584972784,0.0030163051594220558,0.018463669892727852,0.0079894528356098966,0.00013603613873919279,1.9706541623740236e-09,2.2130267127351163e-05,0.22436537577381074,1.1573112977650632e-05,7.0829759164383927e-13,3.0782813061837121e-06,1.7937955864782005e-05,0.67279970381755771,0.00070022001518255659,4.6079651677819636e-14,6.5882913521226103e-14,7.2459414710897212e-09,1.1014306426686062e-11,0.00022462354826320642,7.7147805982848941e-05,0.010692671037070313,0.010718819908614393,1.319064687178261e-06,6.9661378719850711e-07,1.6282561336282919e-09,0.00041688534143082169,1.0228322583738134e-07,2.6982655821807105e-08,7.6501159396878006e-07,9.8321870537621662e-08,2.8415925209120079e-07,6.2910201387316971e-06,0.0081873348678549104,6.0591393855581521e-13,2.3095782206484104e-13,1.2629837417593428e-06,3.3209328624891976e-07,2.2657480825092286e-08,5.0620045964523576e-05,0.00015760187495798562,5.010564802152853e-06,3.2747835791838626e-08,4.7598249540248317e-07,2.383476288259272e-07,2.3762385227012924e-07
2.3602505832670566e-09,0.30513745769003603,76.950000000000003,0.0,0.0,0.0,0.050900143552940223,9.499848076363083,0.0030211005781730117,0.018460885297037273,0.0078972810556199608,0.0001344671347031952,1.9703550377622048e-09,2.1533965564068877e-05,0.22454883888005084,1.1571358060624019e-05,7.0012827876813644e-13,3.0980371634472394e-06,1.8203089925035979e-05,0.67432163865329664,0.00070223991564838969,4.6072664278212662e-14,6.683361875132411e-14,7.3561683941790628e-09,1.109586711219517e-11,0.00022518167005303874,7.6259300775445988e-05,0.010789975318318231,0.010816902070113809,1.3310675770258458e-06,7.0295335320910985e-07,1.6319402530094972e-09,0.00042264813691552424,1.0369707737762336e-07,2.7355804229731482e-08,7.799614799643726e-07,9.9684243590339099e-08,2.8830750387726817e-07,6.5027542632061886e-06,0.0082064941627887304,6.1430905171032909e-13,2.3415780651640838e-13,1.2546230220020904e-06,3.3168487957233241e-07,2.219450976837412e-08,5.0762103947048376e-05,0.000158092153981162,5.1636496895023347e-06,3.3229393238026253e-08,4.8714668320979217e-07,2.4201876910284454e-07,2.4511681823983538e-07
2.4147398466211536e-09,0.30513813809805596,76.950000000000003,0.0,0.0,0.0,0.047594441149557479,9.4998510698538183,0.0030301094123434871,0.018454637026670738,0.0077155693130859298,0.00013137383368875202,1.9696843801178313e-09,2.0399763491666898e-05,0.22486983536537558,1.156742265171909e-05,6.8402242867060168e-13,3.1359436687554974e-06,1.873271446218183e-05,0.67724339846891912,0.00070608119234802651,4.6056995004831463e-14,6.87340062257821e-14,7.5763652743622501e-09,1.1253385344137221e-11,0.00022625230774305828,7.450735518263711e-05,0.010981171399794468,0.011009684590613441,1.3546523478969361e-06,7.1541012366208727e-07,1.6390128887601323e-09,0.00043417151820693387,1.0652423386539136e-07,2.8101957255177515e-08,8.0976509095826294e-07,1.0240847206219884e-07,2.9660257662507106e-07,6.9366678933605179e-06,0.0082433386181430743,6.3109606102575802e-13,2.4055654918226619e-13,1.2387641386582264e-06,3.3092242445476421e-07,2.1314162250293309e-08,5.1038881930722714e-05,0.00015904542039988842,5.4751311893919762e-06,3.4192354956060818e-08,5.0968446317088597e-07,2.4926444109482461e-07,2.6040876869071711e-07
2.463780183639841e-09,0.3051387369900165,76.950000000000003,0.0,0.0,0.0,0.044804652116525179,9.4998537153867026,0.0030375888436994778,0.01844831933799633,0.0075550491504727422,0.00012864118507416677,1.9690067698425055e-09,1.9442031561127096e-05,0.22510918953806874,1.1563445745940464e-05,6.6979438272511256e-13,3.1682768621616668e-06,1.9208625180971164e-05,0.6797410361012215,0.00070932386521483292,4.6041160506970092e-14,7.0443048481316458e-14,7.7742402436692943e-09,1.1388901131598557e-11,0.00022716660689604492,7.2959414524567331e-05,0.011149417127722383,0.011179392343428596,1.3754060330232322e-06,7.2637160204378636e-07,1.6450588462135962e-09,0.00044453966297318284,1.0906795868979796e-07,2.8773306487444311e-08,8.3646051100066139e-07,1.0485959707383056e-07,3.040660918759505e-07,7.3389607993541065e-06,0.0082749058146588707,6.4620014541162773e-13,2.4631380750183321e-13,1.2254221880704551e-06,3.3029485133364034e-07,2.057107259072528e-08,5.1280055912564858e-05,0.00015987388338609734,5.7612977252207871e-06,3.505879562778909e-08,5.3019674983341656e-07,2.5567272860846523e-07,2.7451263232381959e-07
2.5128205206585287e-09,0.30513932334410554,76.950000000000003,0.0,0.0,0.0,0.042179623338051662,9.4998563145356272,0.0030445093706670599,0.018441422956884813,0.007397403237633513,0.00012595738897240293,1.9682674688169117e-09,1.8540348513198405e-05,0.22530455222209347,1.1559106256770959e-05,6.5582069652150552e-13,3.1989728034867177e-06,1.9683808338176232e-05,0.68212125726042339,0.00071237574627610906,4.6023882342531872e-14,7.2150715805163118e-14,7.9718204585850247e-09,1.1518646662564051e-11,0.00022803706236585442,7.1438933158022292e-05,0.011314099928024205,0.011345568760321756,1.3957201538206004e-06,7.3710091793897313e-07,1.650820562518015e-09,0.00045490468410453128,1.1161091268750892e-07,2.9444452686636446e-08,8.6301600516710729e-07,1.0730998718085059e-07,3.1152724992059226e-07,7.7522462369309134e-06,0.0083050556702976945,6.6129967402672965e-13,2.520693292805002e-13,1.2129077193812294e-06,3.2971935280061591e-07,1.9871739340296172e-08,5.151417972849822e-05,0.00016067613004470244,6.0527433708004877e-06,3.5924973503350044e-08,5.5091408102342251e-07,2.6197159224926773e-07,2.8893097012749212e-07
2.5618608576772162e-09,0.30513989738242187,76.950000000000003,0.0,0.0,0.0,0.039709559987411547,9.49985886713886,0.0030509040713190077,0.018434015109296435,0.0072426349852604127,0.00012332251464304878,1.9674736508710232e-09,1.7691383131882188e-05,0.22545858842959199,1.1554446347454202e-05,6.4210173067280731e-13,3.2280804135889268e-06,2.0158252375633469e-05,0.68439092951119229,0.00071524807862023633,4.6005328389216605e-14,7.3856893227322675e-14,8.1690995209431763e-09,1.1642767456617443e-11,0.00022886624306843952,6.994597927605026e-05,0.011475283915774055,0.011508277136512752,1.4156026230304999e-06,7.4760225032961774e-07,1.6563146627059761e-09,0.00046526625739050468,1.1415301649499193e-07,3.0115374863540728e-08,8.8941476322291947e-07,1.0975956507109408e-07,3.1898569763002584e-07,8.1763642683091888e-06,0.0083338711548520406,6.7639417158993772e-13,2.5782293335506099e-13,1.2011713902227864e-06,3.2919278756773781e-07,1.921356099765551e-08,5.1741668876595033e-05,0.0001614537076339473,6.3492289011385693e-06,3.6790846227874262e-08,5.718259625228417e-07,2.6815900380987501e-07,3.0365531594551012e-07
2.610901194695904e-09,0.3051404593269627,76.950000000000003,0.0,0.0,0.0,0.037385256793384246,9.4998613731697343,0.0030568040577845837,0.018426155307410149,0.00709074026582651,0.00012073650165425922,1.9666316665063564e-09,1.6892004743992332e-05,0.22557380465908847,1.1549503342220511e-05,6.2863717052935316e-13,3.2556477312270864e-06,2.0631948809940029e-05,0.68655651234931458,0.00071795145258729835,4.5985647257647755e-14,7.5561480866954305e-14,8.3660725106826656e-09,1.1761408167118009e-11,0.00022965656502439306,6.8480544181070683e-05,0.011633033284626757,0.011667580835300777,1.4350613629304698e-06,7.5787978326811972e-07,1.6615567839515722e-09,0.00047562409316965126,1.1669419922099559e-07,3.0786054269888539e-08,9.1564121503196096e-07,1.1220826169124316e-07,3.2644112258190464e-07,8.6111487903284241e-06,0.0083614303077281914,6.9148321368104472e-13,2.6357445794899248e-13,1.1901668385019693e-06,3.2871220587848332e-07,1.8594092727190382e-08,5.196291420190379e-05,0.00016220807138293418,6.6505147585507422e-06,3.7656376324432992e-08,5.9292221557269791e-07,2.742333178645804e-07,3.1867713629995039e-07
2.6599415317145914e-09,0.3051410094004694,76.950000000000003,0.0,0.0,0.0,0.035198061684999046,9.499863832718594,0.0030622385946486425,0.018417896240131192,0.0069417084377273166,0.00011819917747853286,1.9657471379503162e-09,1.6139270848293682e-05,0.22565255843930951,1.1544310284964233e-05,6.1542611779447948e-13,3.2817218466285197e-06,2.1104891837273739e-05,0.68862408178481538,0.00072049584178275584,4.5964970515809396e-14,7.7264392340306764e-14,8.562735798128913e-09,1.1874712222625212e-11,0.00023041030059793731,6.7042552654198473e-05,0.011787412139022574,0.011823543122452557,1.4541042846377958e-06,7.679376949422416e-07,1.6665616350819281e-09,0.00048597793241106412,1.1923439748505541e-07,3.1456474144022474e-08,9.4168096870126082e-07,1.1465601530925696e-07,3.3389324865154681e-07,9.0564281367245975e-06,0.008387806534985871,7.0656642096341207e-13,2.6932375847030039e-13,1.1798504974587088e-06,3.2827483742524737e-07,1.8011036688829966e-08,5.2178283376861162e-05,0.00016294059004354086,6.9563616197780885e-06,3.8521530665659862e-08,6.1419297092962533e-07,2.8019324281956343e-07,3.3398785339783934e-07
2.708981868733279e-09,0.30514154782480996,76.950000000000003,0.0,0.0,0.0,0.033139841797022479,9.4998662459769125,0.0030672352099823134,0.018409284558806468,0.0067955232458720366,0.00011571027296238733,1.964825043023664e-09,1.5430415548448722e-05,0.2256970672793959,1.1538896432152796e-05,6.0246717107027296e-13,3.306348849939676e-06,2.1577077984905782e-05,0.69059935339433132,0.00072289063744304064,4.5943414651619367e-14,7.8965553324796731e-14,8.7590868784256395e-09,1.198282152333008e-11,0.00023112958715735984,6.5631872068036757e-05,0.011938484349141769,0.011976227023188901,1.4727392702202271e-06,7.7778014822308484e-07,1.6713430523830003e-09,0.00049632754325413847,1.2177355456846979e-07,3.2126619486314101e-08,9.6752075053116244e-07,1.1710277068648856e-07,3.4134183208165407e-07,9.5120256465852225e-06,0.0084130688878795209,7.2164345408269866e-13,2.7507070556706366e-13,1.1701814228736329e-06,3.2787808008265757e-07,1.7462232996903882e-08,5.2388122290081721e-05,0.00016365255109572352,7.2665309172305421e-06,3.9386280002465451e-08,6.3562866253912832e-07,2.8603781346035589e-07,3.4957886625724894e-07
2.7580222057519665e-09,0.30514207482110617,76.950000000000003,0.0,0.0,0.0,0.03120295162992593,9.4998686132232866,0.0030718197996061746,0.018400361573613966,0.0066521636165357365,0.00011326943598500972,1.9638697894728252e-09,1.4762838719445522e-05,0.22570941707388248,1.1533287689710551e-05,5.8975849697390932e-13,3.3295737923116252e-06,2.2048505803671292e-05,0.69248770396765102,0.00072514468117947746,4.5921082812430999e-14,8.066490027454116e-14,8.9551242253444083e-09,1.2085876185062842e-11,0.00023181643520448143,6.4248320430885749e-05,0.012086313425695805,0.012125695198866913,1.4909741572542602e-06,7.87411282506201e-07,1.6759140520020605e-09,0.0005066727179493186,1.2431161966369325e-07,3.2796476860613742e-08,9.931483469041108e-07,1.1954847834575556e-07,3.487866579739217e-07,9.9777602010606835e-06,0.0084372823244110509,7.3671400915700044e-13,2.8081518340841003e-13,1.1611211313389971e-06,3.2751948938027005e-07,1.6945651252873821e-08,5.2592756350918725e-05,0.00016434516563460915,7.5807853177105966e-06,4.0250598543588997e-08,6.572200209126811e-07,2.9176636494335453e-07,3.6544157009314149e-07
2.807062542770654e-09,0.3051425906090253,76.950000000000003,0.0,0.0,0.0,0.029380203288813016,9.4998709348111277,0.0030760167248062428,0.01839116386624438,0.0065116043534302268,0.00011087624342036611,1.9628852803680649e-09,1.4134095881777189e-05,0.2256915699801712,1.1527506997400314e-05,5.7729789242060329e-13,3.3514406583618788e-06,2.2519175598222651e-05,0.69429419179426433,0.0007272662961041571,4.5898066335491373e-14,8.2362379285453745e-14,9.1508471629906321e-09,1.2184014326927686e-11,0.00023247273599074126,6.2891673438356436e-05,0.012230962412989753,0.0122720098417958,1.5088167256372822e-06,7.9683520674349181e-07,1.6802868790578514e-09,0.00051701327016839143,1.2684854721439867e-07,3.3466034219686532e-08,1.0185525483098933e-06,1.2199309392785746e-07,3.5622753717055868e-07,1.0453446728810649e-05,0.0084605079544481064,7.5177781381196096e-13,2.865570881732167e-13,1.1526334491879351e-06,3.2719676868733817e-07,1.6459382631756521e-08,5.2792491712500441e-05,0.00016501957294982314,7.8988891597145875e-06,4.1114463582074661e-08,6.7895806626678797e-07,2.9737850824341675e-07,3.8156737400904419e-07
2.8561028797893416e-09,0.3051430954065423,76.950000000000003,0.0,0.0,0.0,0.027664838608595862,9.4998732111578548,0.0030798489040757414,0.018381723831631773,0.0063738167500973532,0.00010853021165654946,1.961874971927198e-09,1.354188871774957e-05,0.22564537181462183,1.1521574668660908e-05,5.6508283939454478e-13,3.3719923479029544e-06,2.2989089189432793e-05,0.69602357570902462,0.00072926331638784546,4.5874446101043507e-14,8.4057945066597475e-14,9.3462557527363575e-09,1.2277371895610809e-11,0.00023310026866523717,6.1561670678190395e-05,0.012372493797443648,0.012415232585384317,1.5262746863070545e-06,8.0605599348279441e-07,1.6844730537467388e-09,0.000527349032628076,1.293842963324351e-07,3.4135280750988124e-08,1.0437230956425025e-06,1.2443657762306996e-07,3.6366430346927532e-07,1.0938896682217077e-05,0.0084828032698475147,7.6683462367801727e-13,2.9229632671496374e-13,1.1446843710868041e-06,3.2690776004115292e-07,1.6001632470856217e-08,5.2987616420325217e-05,0.00016567684482410135,8.2206088525827248e-06,4.1977855161530292e-08,7.0083410151054197e-07,3.0287410701093888e-07,3.9794771712770739e-07
2.905143216808029e-09,0.30514358942958675,76.950000000000003,0.0,0.0,0.0,0.026050503027877276,9.4998754427353695,0.0030833378992938163,0.018372070157507064,0.006238769129126201,0.00010623080586198259,1.9608419247018413e-09,1.2984056183016299e-05,0.22557255900036174,1.1515508691451498e-05,5.5311055319514705e-13,3.3912706653589224e-06,2.3458249704750104e-05,0.69768033298241294,0.00073114311529316495,4.5850293730171326e-14,8.5751560017126698e-14,9.5413506934162695e-09,1.2366082521150564e-11,0.00023370070698721908,6.0258021091970569e-05,0.012510969429503279,0.012555424427557292,1.5433556716133695e-06,8.1507767378038442e-07,1.6884834146518146e-09,0.00053767985498536506,1.3191883028149345e-07,3.4804206740085023e-08,1.0686506287361632e-06,1.2687889366768128e-07,3.7109681113224313e-07,1.1433918485746221e-05,0.0085042223606169899,7.8188421928858637e-13,2.9803281537941445e-13,1.1372419275810485e-06,3.2665043556910928e-07,1.557071332405386e-08,5.3178401491507363e-05,0.0001663179895705891,8.5457132398298717e-06,4.2840755777543083e-08,7.2283970514525908e-07,3.082532558025287e-07,4.1457408326020934e-07
2.9541835538267167e-09,0.30514407289181167,76.950000000000003,0.0,0.0,0.0,0.024531221087576532,9.499877630061615,0.0030865039967123316,0.018362228249596768,0.0061064273173971895,0.00010397744815501745,1.9597888489633077e-09,1.2458566171112358e-05,0.2254747650966967,1.1509324995018025e-05,5.4137802497358135e-13,3.4093163156386638e-06,2.3926661393138171e-05,0.69926867613253341,0.00073291263173374925,4.5825672646959863e-14,8.7443193413237089e-14,9.7361332331897036e-09,1.2450277399993143e-11,0.0002342756256323223,5.8980407789828321e-05,0.012646450457267845,0.012692645665775489,1.5600672271347235e-06,8.2390423287694185e-07,1.6923281594417068e-09,0.00054800560197150222,1.3445211601930329e-07,3.5472803449560589e-08,1.0933266370733994e-06,1.2932000989764049e-07,3.7852493265689287e-07,1.1938317957844322e-05,0.0085248161180474045,7.9692640333004937e-13,3.0376647895639064e-13,1.1302760609483262e-06,3.264228894599754e-07,1.516503844859699e-08,5.3365101929263676e-05,0.00016694395582633878,8.8739739289035668e-06,4.3703150110638695e-08,7.449667241232928e-07,3.1351625963562221e-07,4.3143801421027069e-07
3.0032238908454043e-09,0.3051445460043642,76.950000000000003,0.0,0.0,0.0,0.023101373460512151,9.4998797736932197,0.0030893662830340793,0.018352220608006137,0.0059767550639061671,0.00010176952478134492,1.9587181448768071e-09,1.1963507699089032e-05,0.22535352693293903,1.1503037685993574e-05,5.2988205910327969e-13,3.4261689055782508e-06,2.4394329462127526e-05,0.7007925687177361,0.00073457839540889936,4.5800639018556624e-14,8.913282066418542e-14,9.9306050918928272e-09,1.2530085202277047e-11,0.00023482650611489217,5.7728492286145381e-05,0.012778997270618679,0.012826955842448457,1.5764168047905081e-06,8.3253960655795454e-07,1.6960168831016341e-09,0.00055832615174057111,1.369841237925056e-07,3.6141063011854044e-08,1.1177434126192599e-06,1.317598973535644e-07,3.8594855678482006e-07,1.245189870745154e-05,0.0085446324255273581,8.1196099820829587e-13,3.0949724975221066e-13,1.1237585088690287e-06,3.2622333045167167e-07,1.4783115699400527e-08,5.3547957676143927e-05,0.00016755563611537197,9.205165589149298e-06,4.4565024787788707e-08,7.6720726669865367e-07,3.1866361482123619e-07,4.4853112179221504e-07
3.052264227864092e-09,0.3051450089757063,76.950000000000003,0.0,0.0,0.0,0.021755675417000898,9.4998818742189801,0.003091942716871294,0.018342067160090972,0.0058497144064349402,9.9606392414275711e-05,1.957631938030195e-09,1.1497083581862814e-05,0.22521029036991855,1.1496659257212592e-05,5.1861930598356208e-13,3.4418669501284612e-06,2.486125993460726e-05,0.70225574016989611,0.00073614655056956305,4.5775242586588128e-14,9.0820422641746902e-14,1.0124768392750847e-08,1.2605632000468694e-11,0.00023535474234918113,5.6501918217881253e-05,0.01290866945468162,0.01295841369957872,1.5924117571051191e-06,8.4098767812272688e-07,1.6995586138420361e-09,0.00056864139440959693,1.3951482677854964e-07,3.6808978334535783e-08,1.1418940047764906e-06,1.3419852993157121e-07,3.9336758672458736e-07,1.297446250630967e-05,0.0085637163377655558,8.2698784389784032e-13,3.1522506676983603e-13,1.1176626954240497e-06,3.2605007480189185e-07,1.4423541805459033e-08,5.3727194509584609e-05,0.00016815387019492248,9.5390662198523991e-06,4.5426368169446325e-08,7.8955369529984139e-07,3.236959910249748e-07,4.6584509864286604e-07
