Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534)
6.552655827019394e-13,0.3051002906777615,76.950000000000003,0.0,0.0,0.0,0.99912519860384297,9.4999999476312222,2.7348204569273017e-06,3.2233932887776781e-05,3.2200228006954852e-05,4.07245095072199e-08,3.4407071088190181e-12,0.00031211486572498682,0.00013236122161068532,1.1640788619778918e-08,2.1203822765427966e-16,1.7666454395308361e-15,4.1248792475933823e-14,0.00035865227883477812,8.1777891327548845e-10,4.6349009508520868e-17,7.8031466279623132e-18,6.3164846699283752e-20,5.0108119068404816e-21,3.7956573871423781e-10,4.6991388264124618e-09,4.831041814514906e-11,4.8316452663549755e-11,4.5483137300452728e-15,1.4862046705562508e-15,5.2741715089395188e-13,1.2274582638979749e-10,2.4933932735977241e-14,4.0795418719062726e-15,1.7924863608538889e-26,6.9967085408446424e-16,2.8327171455125165e-16,1.6300985060083955e-26,4.2282073174611728e-06,4.2435258002828049e-21,1.6336815287055406e-21,3.6697425489589928e-08,1.061280047527444e-08,1.3308511021197445e-07,3.6824111472046953e-08,1.8498472598666501e-10,1.6300373854025011e-26,3.9603765641643738e-19,3.5951011514117754e-20,3.0935548096001109e-20,4.6515112761819925e-24
6.714185887538749e-13,0.3051002906693545,76.950000000000003,0.0,0.0,0.0,0.99910371995385716,9.4999999452178976,2.8022062698266743e-06,3.3027670913945182e-05,3.2992193930918957e-05,4.2701913205045305e-08,3.5254355127969229e-12,0.00031394577638166625,0.00013716769995800499,1.2076623796048967e-08,2.2233391468920822e-16,1.9114755398411807e-15,4.3823041241333022e-14,0.00037167629166694188,8.5856651266044501e-10,4.808433558527019e-17,8.0963040762513708e-18,6.8880199381634136e-20,5.4371741927325166e-21,4.0411567100681006e-10,4.9322362905580187e-09,5.1960537641083768e-11,5.1967080273280251e-11,4.921914539157205e-15,1.6207176572114501e-15,5.535699953629474e-13,1.288689617208822e-10,2.6295633450827926e-14,4.3291771905997303e-15,2.1247655170229177e-26,7.6155464163397979e-16,3.0442767777094056e-16,1.9323198842363215e-26,4.3817755118519702e-06,4.6207991612356798e-21,1.7784624866405383e-21,3.8738615225938991e-08,1.1198444882167865e-08,1.3625896152251098e-07,3.887622019686718e-08,2.0081967335476703e-10,1.9322456428078585e-26,4.3619160816666574e-19,3.9891392723812758e-20,3.4448904708558206e-20,5.3138225220275922e-24
6.875715948058104e-13,0.3051002906607831,76.950000000000003,0.0,0.0,0.0,0.9990822431435662,9.4999999427572828,2.8695906196677749e-06,3.3821371596669837e-05,3.3784075725965741e-05,4.4723552070577816e-08,3.6101599304277205e-12,0.00031567270574868559,0.00014200148041935086,1.2515510724398361e-08,2.3285992053469497e-16,2.0640934200474908e-15,4.6483912067264299e-14,0.00038477429472712584,9.0034536421729134e-10,4.9831812592371736e-17,8.3915196021471867e-18,7.4946722090083702e-20,5.8873776031741642e-21,4.2954153155349228e-10,5.1709057210751535e-09,5.5789462549804194e-11,5.579654157414281e-11,5.3155465215426995e-15,1.7634778169522968e-15,5.8012327985742764e-13,1.3514063653367932e-10,2.7693816249208355e-14,4.5868320061834421e-15,2.5084539247145188e-26,8.2708925705384841e-16,3.2658920230401273e-16,2.2813092750083278e-26,4.5362182780821955e-06,5.0204483681584899e-21,1.9318021492785226e-21,4.0826567191501255e-08,1.1797086375261338e-08,1.3936738417423576e-07,4.0975693180054773e-08,2.1752241781594588e-10,2.2812195127927369e-26,4.7929097901532134e-19,4.4150505502283027e-20,3.8257077575052407e-20,6.0503240564661059e-24
7.037246008577459e-13,0.3051002906520485,76.950000000000003,0.0,0.0,0.0,0.99906076809683053,9.4999999402497117,2.9369735065724048e-06,3.461503509155044e-05,3.4575873572184872e-05,4.6789250226185534e-08,3.6948803783213381e-12,0.00031730153568980575,0.00014686101196518842,1.2957297401902038e-08,2.4361532945041905e-16,2.2247021352597305e-15,4.9231827429974002e-14,0.00039794208540044299,9.4311537855962713e-10,5.1590835311292089e-17,8.6886900025920807e-18,8.137601208713923e-20,6.3620707681108083e-21,4.5584799149083012e-10,5.4151422507854327e-09,5.9801414582941635e-11,5.9809059067996836e-11,5.7297323228376042e-15,1.9147527322008325e-15,6.0706038426849591e-13,1.4156082082136345e-10,2.9128473029033598e-14,4.852523590571015e-15,2.9500064458267082e-26,8.963831049193031e-16,3.4977798275103803e-16,2.682940417042581e-26,4.6914861248329205e-06,5.4431417805998049e-21,2.0939552257389157e-21,4.2960241669841943e-08,1.2408404308198788e-08,1.4241014417141984e-07,4.312150427221176e-08,2.3511247734416124e-10,2.6828323675315187e-26,5.2547264546770203e-19,4.8745259474710603e-20,4.237632154969078e-20,6.8671569090180787e-24
7.198776069096814e-13,0.3051002906431519,76.950000000000003,0.0,0.0,0.0,0.99903929474181785,9.4999999376954989,3.0043549306573769e-06,3.5408661546551125e-05,3.5367587648857678e-05,4.8898832483406646e-08,3.7795968722725201e-12,0.00031883781535236986,0.00015174483130243877,1.3401839343847135e-08,2.5459922928435468e-16,2.3935044047694613e-15,5.2067201241361377e-14,0.00041117569879958575,9.8687646648020443e-10,5.3360828458194076e-17,8.9877171816507785e-18,8.8179719253605966e-20,6.8619011379401822e-21,4.8303944569116992e-10,5.6649410189648394e-09,6.40006117644577e-11,6.4008851569135116e-11,6.164994133681363e-15,2.074810543536847e-15,6.3436518313449434e-13,1.4812948556748469e-10,3.0599595885805184e-14,5.1262679524299881e-15,3.4565090781654229e-26,9.6954438832552595e-16,3.7401566663492498e-16,3.1436616037473789e-26,4.8475323618045641e-06,5.8895465383689842e-21,2.2651759549656009e-21,4.513859726242453e-08,1.303207795200295e-08,1.4538715739835924e-07,4.5312625332152184e-08,2.536089368157795e-10,3.1435320884379386e-26,5.7487631157270954e-19,5.3692999120299245e-20,4.6823327186290833e-20,7.7707960682367714e-24
7.360306129616169e-13,0.3051002906340944,76.950000000000003,0.0,0.0,0.0,0.99901782301075837,9.4999999350949604,3.0717348920347983e-06,3.6202251102378951e-05,3.6159218134466582e-05,5.1052124340242282e-08,3.8643094273016371e-12,0.0003202867799881127,0.00015665155791148058,1.38489992118739e-08,2.658107114586791e-16,2.5707026387125447e-15,5.4990440220237448e-14,0.0004244713943172627,1.0316285389440353e-09,5.5141245203333273e-17,9.2885078974405268e-18,9.536954501030157e-20,7.3875150614457832e-21,5.1112002839256558e-10,5.9202971712809036e-09,6.8391268435573915e-11,6.8400134209153346e-11,6.6218536897870141e-15,2.2439198894150537e-15,6.6202205034161157e-13,1.5484660272299587e-10,3.2107177122384062e-14,5.4080799549730132e-15,4.0357239245025576e-26,1.0466810911774375e-15,3.9932385861669271e-16,3.6705366494718812e-26,5.0043129412107358e-06,6.3603284501448408e-21,2.4457180637987643e-21,4.7360593087874727e-08,1.3667787139991529e-08,1.4829847639490852e-07,4.7548028425897059e-08,2.7303044769996374e-10,3.6703820280249868e-26,6.2764449936141168e-19,5.9011503080948654e-20,5.1615219960196323e-20,8.7680593065352083e-24
7.521836190135523e-13,0.305100290624877,76.950000000000003,0.0,0.0,0.0,0.99899635283971433,9.4999999324484019,3.1391133908123349e-06,3.6995803892843664e-05,3.6950765206704123e-05,5.3248951978460568e-08,3.9490180576924769e-12,0.00032165336870918366,0.00016157988936393245,1.4298646460511199e-08,2.7724887095572868e-16,2.7564989654731177e-15,5.8001945136847768e-14,0.00043782564293942986,1.0773715070817333e-09,5.6931565763695253e-17,9.5909735213091059e-18,1.0295724141645598e-19,7.9395578678336751e-21,5.4009362794442617e-10,6.1812058597296544e-09,7.2977595259649129e-11,7.298711844177199e-11,7.1008322721381501e-15,2.4223498504597872e-15,6.9001586115981691e-13,1.617121451811854e-10,3.3651209255088742e-14,5.6979734229425616e-15,4.6961362229575421e-26,1.1279009622872072e-15,4.2572412442093423e-16,4.271287736280808e-26,5.161786308241657e-06,6.8561518934323299e-21,2.6358347293232505e-21,4.9625190783718251e-08,1.431521285394953e-08,1.5114427804508031e-07,4.9826687828778146e-08,2.933952286290919e-10,4.2711038519795184e-26,6.839225398585002e-19,6.4718983527893009e-20,5.6769559544069566e-20,9.8661159897693503e-24
7.683366250654878e-13,0.3051002906155006,76.950000000000003,0.0,0.0,0.0,0.99897488416836489,9.4999999297561111,3.2064904270934652e-06,3.7789320045199551e-05,3.7742229042481418e-05,5.5489142260911559e-08,4.0337227770288494e-12,0.00032294224123963986,0.00016652859690532786,1.4750657001196541e-08,2.8891280630402231e-16,2.9510952595483513e-15,6.1102111940606055e-14,0.00045123511527626377,1.1241052821830877e-09,5.8731296065249918e-17,9.8950298102801904e-18,1.1095461042831732e-19,8.518673951769577e-21,5.6996390071894358e-10,6.4476622425727527e-09,7.7763799227004805e-11,7.777401204761038e-11,7.6024507072784308e-15,2.6103698979910066e-15,7.1833199194114883e-13,1.687260867509928e-10,3.5231685016924832e-14,5.9959612397622936e-15,5.4470034825931232e-26,1.21331150111259e-15,4.5323799448433929e-16,4.9543401814787853e-26,5.319913259989517e-06,7.3776797248195394e-21,2.8357785450986611e-21,5.1931356324311251e-08,1.4974037755655672e-08,1.539248521213099e-07,5.2147581844311318e-08,3.1472106676942671e-10,4.9541223016631929e-26,7.4385856462683598e-19,7.0834085587592664e-20,6.230433913995037e-20,1.1072495872692919e-23
7.844896311174233e-13,0.3051002906059665,76.950000000000003,0.0,0.0,0.0,0.99895341693979955,9.4999999270183864,3.2738660009777115e-06,3.8582799680470393e-05,3.8533609817936638e-05,5.7772522728853141e-08,4.1184235982299133e-12,0.00032415779371936887,0.00017149652128766184,1.5204912882913942e-08,3.0080161956434257e-16,3.1546931696278851e-15,6.4291332780285517e-14,0.00046469667027017851,1.1718297756908588e-09,6.0539966471371034e-17,1.0200596690232543e-17,1.1937350330274397e-19,9.1255068604482355e-21,6.0073428423559693e-10,6.7196614842751018e-09,8.2754083659698624e-11,8.2765019138913109e-11,8.1272293676675713e-15,2.8082498464608085e-15,7.469563177768238e-13,1.7588840212912198e-10,3.6848597358584495e-14,6.3020554357445101e-15,6.2984067679515864e-26,1.3030199449837736e-15,4.8188696734078606e-16,5.7288691659679315e-26,5.4786568123558921e-06,7.9255731995792699e-21,3.0458014909109525e-21,5.4278061667843525e-08,1.564394666760974e-08,1.5664059063032208e-07,5.4509694452666277e-08,3.3702531991766095e-10,5.7286119171090375e-26,8.0760349780717388e-19,7.7375886827622097e-20,6.8237984869292431e-20,1.2395097881439214e-23
8.006426371693588e-13,0.3051002905962755,76.950000000000003,0.0,0.0,0.0,0.99893195110032773,9.4999999242355084,3.3412401125608723e-06,3.9376242913758231e-05,3.9324907708442818e-05,6.0098921599287661e-08,4.2031205335823792e-12,0.00032530417361410866,0.00017648256883765739,1.566130198862675e-08,3.1291441631585966e-16,3.367494146674126e-15,6.7569996925233458e-14,0.00047820734454254171,1.2205448991947977e-09,6.23571305741459e-17,1.0507598048892391e-17,1.282258201317916e-19,9.760699381846304e-21,6.3240800954331195e-10,6.9971987554432192e-09,8.7952648216247728e-11,8.7964340164229741e-11,8.6756881720874702e-15,3.0162598095043858e-15,7.7587520838016727e-13,1.8319906687130702e-10,3.8501939447665322e-14,6.6162672681621563e-15,7.2613041761191e-26,1.3971332576805479e-15,5.1169251275654721e-16,6.6048484634037067e-26,5.6379820744890506e-06,8.5004918997483581e-21,3.2661549057186218e-21,5.6664286244464041e-08,1.6324627006559369e-08,1.5929197790985793e-07,5.6912016800732656e-08,3.6032491925427662e-10,6.6045457604640357e-26,8.7531104861705684e-19,8.4363896802792474e-20,7.4589355222061942e-20,1.3842198884216112e-23
8.167956432212943e-13,0.30510029058642885,76.950000000000003,0.0,0.0,0.0,0.9989104865992936,9.4999999214077597,3.4086127619352242e-06,4.0169649854536937e-05,4.0116122888615564e-05,6.2468167762309467e-08,4.2878135947718253e-12,0.00032638529378210037,0.0001814857077474258,1.6119717746724494e-08,3.2525030564232438e-16,3.5896994718193697e-15,7.0938491595535747e-14,0.0004917643423429784,1.2702505644258769e-09,6.4182364045465407e-17,1.0815961540063868e-17,1.3752350949545499e-19,1.0424893633417454e-20,6.649881129022352e-10,7.2802692327645557e-09,9.3363688896302006e-11,9.3376171913047878e-11,9.2483465860876565e-15,3.2346701593325315e-15,8.0507552243530044e-13,1.9065805736303411e-10,4.0191704666441702e-14,6.9386072939195144e-15,8.3475865497736524e-26,1.495758119234534e-15,5.4267607462907641e-16,7.5931012100012271e-26,5.7978561303254037e-06,9.1030936698986146e-21,3.4970894634972114e-21,5.9089018296792331e-08,1.7015769173189201e-08,1.6187958142866464e-07,5.9353548544999565e-08,3.8463637268967277e-10,7.5927461797149971e-26,9.4713770427476367e-19,9.1818056661301737e-20,8.1377740565432837e-20,1.5422462451419328e-23
8.329486492732298e-13,0.30510029057642735,76.950000000000003,0.0,0.0,0.0,0.99888902338890773,9.4999999185354049,3.4759839491897269e-06,4.096302060693114e-05,4.0907255532320326e-05,6.4880090778462895e-08,4.3725027929134142e-12,0.00032740484574503054,0.00018650496457495335,1.6580058856742002e-08,3.3780840011831883e-16,3.8215102839221841e-15,7.43972027084753e-14,0.00050536502606721644,1.3209466832507329e-09,6.6015263544940403e-17,1.1125618397798643e-17,1.4727856822076598e-19,1.1118731150587038e-20,6.9847744680470517e-10,7.5688680989479346e-09,9.8991398045268588e-11,9.90047075203808e-11,9.8457236224608913e-15,3.4637514892134904e-15,8.3454460062753113e-13,1.9826535078997757e-10,4.1917886608477542e-14,7.2690854354899899e-15,9.5701354695306387e-26,1.5990009168426455e-15,5.7485907366263327e-16,8.7053527547229816e-26,5.9582479268335909e-06,9.7340345598848614e-21,3.7388551517128958e-21,6.1551256083356706e-08,1.7717066901119538e-08,1.6440404324504834e-07,6.1833299057746995e-08,4.0997576874360704e-10,8.704937652413508e-26,1.0232427233160946e-18,9.9758738810337023e-20,8.8622862712143607e-20,1.7144947606375055e-23
8.491016553251653e-13,0.30510029056627186,76.950000000000003,0.0,0.0,0.0,0.99886756142408162,9.4999999156187211,3.5433536744102072e-06,4.175635526998136e-05,4.1698305812679541e-05,6.733452087611133e-08,4.4571881385793173e-12,0.00032836631220825596,0.00019153942094255082,1.7042229028644952e-08,3.5058781579554713e-16,4.0631276066487397e-15,7.7946515548094765e-14,0.00051900690731132169,1.3726331676663085e-09,6.7855445681834508e-17,1.1436503258719897e-17,1.5750304123639538e-19,1.1842852974493634e-20,7.3287869037277992e-10,7.8629905426652606e-09,1.04839964358889e-10,1.0485413647131017e-10,1.046833784174023e-14,3.7037745788107683e-15,8.6427025755005111e-13,2.0602092510836866e-10,4.3680479074343014e-14,7.6077110407309306e-15,1.0942883568750397e-25,1.7069677367880789e-15,6.0826290983369916e-16,9.9542856294501317e-26,6.1191281685821531e-06,1.0393968773919412e-20,3.9917012521798439e-21,6.4050008954836363e-08,1.8428217568162537e-08,1.6686607208195542e-07,6.4350288506386329e-08,4.3635878090270776e-10,9.9538017489865686e-26,1.1037881292736248e-18,1.0820674664024748e-19,9.6344874548185906e-20,1.9019117567919041e-23
8.652546613771007e-13,0.3051002905559633,76.950000000000003,0.0,0.0,0.0,0.99884610066227775,9.4999999126579553,3.6107219376795405e-06,4.2549653937895955e-05,4.2489273902079388e-05,6.9831288948816368e-08,4.5418696418253138e-12,0.00032927297887279107,0.00019658821042206317,1.7506136735010764e-08,3.6358767218919184e-16,4.3147523749653672e-15,8.1586815364170892e-14,0.00053268763843197385,1.4253099297946969e-09,6.9702546028341981e-17,1.1748553993506012e-17,1.6820902151278143e-19,1.2597899738504734e-20,7.6819435916760597e-10,8.1626317584945966e-09,1.1091357288776988e-10,1.1092864460548546e-10,1.1116707352710539e-14,3.9550103621608575e-15,8.942407726620072e-13,2.1392475901548398e-10,4.5479476066656265e-14,7.9544929371318586e-15,1.2480877213822085e-25,1.8197643572744073e-15,6.4290896465874707e-16,1.1353596678610494e-25,6.2804692182728947e-06,1.1083548625380516e-20,4.2558763240779285e-21,6.6584298312359762e-08,1.9148922472597437e-08,1.6926643597905994e-07,6.6903548815165149e-08,4.6380067240476431e-10,1.135303425509026e-25,1.1889387046898694e-18,1.171833143061475e-19,1.0456435971915675e-19,2.1054848486008153e-23
8.814076674290362e-13,0.30510029054550275,76.950000000000003,0.0,0.0,0.0,0.99882464106336333,9.499999909653372,3.678088739077813e-06,4.3342916700290708e-05,4.3280159972176387e-05,7.2370226552727913e-08,4.6265473122177363e-12,0.00033012794557914053,0.00020165051559626942,1.7971694975466772e-08,3.7680709226433568e-16,4.5765854609472623e-15,8.5318487906442236e-14,0.00054640500458414038,1.478976881878175e-09,7.155621818166886e-17,1.2061711547437731e-17,1.7940865007862943e-19,1.3384511753104309e-20,8.044268144439098e-10,8.4677869468646869e-09,1.1721640504186857e-10,1.1723241412158038e-10,1.1791349812929662e-14,4.2177298980911649e-15,9.2444488045494639e-13,2.2197683192040757e-10,4.7314871784619544e-14,8.3094394810028549e-15,1.4200341592792776e-25,1.9374962420869405e-15,6.7881860327650883e-16,1.2918056387611366e-25,6.4422450029022454e-06,1.1803424496815899e-20,4.5316281889278664e-21,6.9153158456517368e-08,1.9878887077048353e-08,1.7160595548472866e-07,6.9492124517860576e-08,4.9231630140224151e-10,1.2917404492338531e-25,1.2788619854375282e-18,1.2671010656558746e-19,1.1330233237431157e-19,2.3262438171543961e-23
8.975606734809717e-13,0.305100290534891,76.950000000000003,0.0,0.0,0.0,0.99880318258947554,9.4999999066052183,3.7454540786824807e-06,4.4136143642416327e-05,4.4070964193903711e-05,7.4951165903984475e-08,4.7112211588567824e-12,0.00033093413682077553,0.00020672556528650665,1.8438821052779139e-08,3.9024520242241238e-16,4.8488276988249901e-15,8.9141919899496742e-14,0.00056015691620914503,1.5336339362744252e-09,7.3416132872502953e-17,1.2375919788088116e-17,1.9111411610539379e-19,1.4203329088812868e-20,8.4157827188100494e-10,8.7784513140009889e-09,1.2375263859493505e-10,1.2376962358170809e-10,1.2492782429256096e-14,4.492204342893649e-15,9.5487175996801343e-13,2.301771239151978e-10,4.9186660618178743e-14,8.672558602063975e-15,1.6118748255068441e-25,2.0602685350034238e-15,7.1601317635643232e-16,1.4663570449303246e-25,6.6044309252322125e-06,1.2554244804652287e-20,4.8192039173393435e-21,7.1755637335184216e-08,2.0617821222379933e-08,1.7388549735300736e-07,7.2115073509524802e-08,5.2192012646099063e-10,1.4662816876616802e-25,1.3737282553216595e-18,1.3680921867073895e-19,1.2258023696710444e-19,2.5652614821566285e-23
9.137136795329072e-13,0.30510029052412896,76.950000000000003,0.0,0.0,0.0,0.99878172520489217,9.4999999035137392,3.8128179565685201e-06,4.4929334845374799e-05,4.4861686737477238e-05,7.7573939876124076e-08,4.7958911903988948e-12,0.00033169431166290197,0.00021181263193711638,1.8907436360016755e-08,4.0390113248772612e-16,5.1316799092054891e-15,9.3057499463317837e-14,0.00057394140194765735,1.5892810054519369e-09,7.5281977117580597e-17,1.2691125360323394e-17,2.0333765705206086e-19,1.5054991656857818e-20,8.7965080981991642e-10,9.0946200718732629e-09,1.3052644768891139e-10,1.3054444791579581e-10,1.3221521958380852e-14,4.7787049250836792e-15,9.8551102377724297e-13,2.3852561574656463e-10,5.1094837141912997e-14,9.0438578438551173e-15,1.8254885144771242e-25,2.188186054883309e-15,7.5451402184453584e-16,1.6607243607578398e-25,6.7670037802705647e-06,1.3336655968166879e-20,5.118849817364737e-21,7.4390797197721484e-08,2.1365439313868519e-08,1.7610596871290302e-07,7.4771467704822046e-08,5.5262621235342061e-10,1.6606374753067561e-25,1.4737105409402435e-18,1.4750317631339023e-19,1.3241994811079141e-19,2.8236545740948248e-23
9.298666855848427e-13,0.30510029051321746,76.950000000000003,0.0,0.0,0.0,0.99876026887591152,9.49999990037918,3.8801803728085676e-06,4.5722490386325087e-05,4.5652327772401535e-05,8.0238381997505372e-08,4.8805574150806105e-12,0.00033241107310015441,0.000216911029147845,1.9377466178242058e-08,4.1777401569404061e-16,5.4253429224175047e-15,9.7065616484111572e-14,0.00058775660195357232,1.6459180019855863e-09,7.715345341416796e-17,1.3007277549278949e-17,2.1609155886320223e-19,1.5940139287363261e-20,9.1864637703455816e-10,9.4162884381447448e-09,1.3754200283829022e-10,1.3756105842592074e-10,1.3978084707361353e-14,5.077502922086502e-15,1.0163527065707174e-12,2.4702228878814432e-10,5.3039396108746712e-14,9.4233444003482488e-15,2.0628929170193787e-25,2.3213532913712895e-15,7.9434246655737073e-16,1.8767445817084799e-25,6.9299416764769087e-06,1.4151302382317127e-20,5.4308114243063523e-21,7.705771516263325e-08,2.2121460481759486e-08,1.7826831167923144e-07,7.7460393610007231e-08,5.8444823610845136e-10,1.8766446546711699e-25,1.5789846067811307e-18,1.5881493562092396e-19,1.4284377048749898e-19,3.1025846061693215e-23
9.460196916367782e-13,0.30510029050215715,76.950000000000003,0.0,0.0,0.0,0.99873881357073691,9.4999998972017732,3.9475413274730505e-06,4.6515610338678433e-05,4.6442887467475518e-05,8.2944326448739152e-08,4.9652198407384465e-12,0.00033308687688495616,0.00022202010934582839,1.9848839484208336e-08,4.3186298867118913e-16,5.730017600943082e-15,1.011666629396906e-13,0.00060160076158610298,1.703544838552382e-09,7.9030278974382953e-17,1.3324328149859671e-17,2.2938815621386779e-19,1.6859411804873962e-20,9.5856680006331876e-10,9.7434516361228897e-09,1.448034709344333e-10,1.448236227906074e-10,1.4762986534155626e-14,5.3888696387055436e-15,1.0473872534091024e-12,2.5566712501344114e-10,5.5020332443562981e-14,9.811025149109666e-15,2.3262521351647297e-25,2.4598744011566427e-15,8.355198276342978e-16,2.1163880757912325e-25,7.0932239614272757e-06,1.4998826394061792e-20,5.7553334918388748e-21,7.975548370529549e-08,2.2885608718183465e-08,1.8037349837617091e-07,8.018095281513679e-08,6.1739949328342009e-10,2.1162734267545147e-25,1.6897289505348477e-18,1.7076788320135867e-19,1.5387443880902381e-19,3.4032587460900302e-23
9.621726976887137e-13,0.3051002904909492,76.950000000000003,0.0,0.0,0.0,0.99871735925937,9.4999998939817534,4.0149008206303106e-06,4.730869477228414e-05,4.7233365990797937e-05,8.5691608060130225e-08,5.0498784748273404e-12,0.00033372403985648848,0.00022713926158926385,2.0321488767568449e-08,4.461671914317516e-16,6.0459048609069942e-15,1.0536103318336628e-13,0.00061547222545868909,1.7621614279273815e-09,8.0912184997389751e-17,1.3642231342123134e-17,2.4323983279544297e-19,1.7813449101067996e-20,9.9941379012592408e-10,1.0076104894711731e-08,1.5231501524985207e-10,1.5233630506908883e-10,1.5576742848155561e-14,5.713076387237787e-15,1.0786055077598617e-12,2.6446010696949025e-10,5.7037641236781679e-14,1.0206906681328975e-14,2.6178844589857113e-25,2.6038532047352943e-15,8.7806741385776181e-16,2.3817656743985011e-25,7.2568311516849419e-06,1.5879868281840058e-20,6.0926599843214049e-21,8.2483211071939298e-08,2.3657612992274816e-08,1.8242252634642699e-07,8.2932262412671899e-08,6.5149290442578674e-10,2.3816344408826997e-25,1.8061247986041272e-18,1.8338583623546307e-19,1.655351178275166e-19,3.726930687842861e-23
9.944787097925846e-13,0.30510029046809317,76.950000000000003,0.0,0.0,0.0,0.99867445350646467,9.499999887414786,4.1496154226868161e-06,4.8894757345868645e-05,4.881408019111381e-05,9.1309525317820446e-08,5.2191843963317917e-12,0.00033489106174453508,0.0002374055095774976,2.1270361777124132e-08,4.7541786318784967e-16,6.7121211768783998e-15,1.1403133566330195e-13,0.0006432909080715776,1.8823635166694012e-09,8.4690229132451141e-17,1.4280423461066901e-17,2.7265820553125284e-19,1.9828378339198277e-20,1.0838937775024005e-09,1.0757862537049163e-08,1.6810496755964401e-10,1.6812866153314292e-10,1.7292878335689456e-14,6.4010951614303231e-15,1.1415584319642122e-12,2.8249044097860778e-10,6.1181357349522381e-14,1.1023297183128015e-14,3.2960617279084693e-25,2.9085974790174268e-15,9.6735846186463672e-16,2.9989136956927592e-25,7.5849477754236209e-06,1.7745056359640246e-20,6.8066981187013554e-21,8.802505597451487e-08,2.5224130920949413e-08,1.8635619915976623e-07,8.8523680553716287e-08,7.2315603594043346e-10,2.998742895651794e-25,2.0566095315550528e-18,2.1071418122311228e-19,1.9084131767775592e-19,4.4485206158035567e-23
1e-12,0.30510029044702525,76.950000000000003,0.0,0.0,0.0,0.99866712102850341,9.499999886275619,4.1726383670157527e-06,4.9165810749317041e-05,4.9084201354672214e-05,9.2286044574725815e-08,5.248118277604559e-12,0.00033507709900287993,0.00023916356277816421,2.1432979963420933e-08,4.8050228225086589e-16,6.8306660612224916e-15,1.1555088391871334e-13,0.00064805474909598176,1.9033028138896726e-09,8.5337711655557646e-17,1.4389794435854627e-17,2.7792035415864184e-19,2.0187282705252073e-20,1.0987042462080133e-09,1.0876571606743849e-08,1.7090772415601457e-10,1.7093184647097559e-10,1.759822861303349e-14,6.5240863460674634e-15,1.1523826683327699e-12,2.8563120876210249e-10,6.1904095947985492e-14,1.1166111419524251e-14,3.4258371718837382e-25,2.9629655326379553e-15,9.8318809932320729e-16,3.1170141914089675e-25,7.6411376501931188e-06,1.8077866535742019e-20,6.9340937980883646e-21,8.8983335026744597e-08,2.5494745650862233e-08,1.8700702107136631e-07,8.9490756995625984e-08,7.3587284838862967e-10,3.1168356769236415e-25,2.1018629227139635e-18,2.1567497748123682e-19,1.9544187118883759e-19,4.582358714710894e-23
1.0235541206860685e-12,0.30510029044702525,76.950000000000003,0.0,0.0,0.0,0.99863584146006734,9.4999998813610329,4.2708535668299682e-06,5.0322092821827044e-05,5.0236447036224442e-05,9.6505380167320776e-08,5.3715468261790178e-12,0.0003358298963703884,0.00024667412948469131,2.2128100033841071e-08,5.0247099502586485e-16,7.352080280694249e-15,1.2215778795321222e-13,0.00066840633666767342,1.9939294779725775e-09,8.8105410091467415e-17,1.4857297359807325e-17,3.0115836072850323e-19,2.1767133360741088e-20,1.1631096539540863e-09,1.1390172671798007e-08,1.8321287731367243e-10,1.8323888550402384e-10,1.8941244042344387e-14,7.0669463068513335e-15,1.1987602128860522e-12,2.99224235753467e-10,6.5035049570031958e-14,1.178615647954872e-14,4.0298198297471439e-25,3.2025671928432519e-15,1.0526202135130004e-15,3.6666742599926406e-25,7.8811901317486339e-06,1.954473711771454e-20,7.4955546495838001e-21,9.3106563277258041e-08,2.6658250588218281e-08,1.8971482733135938e-07,9.3652594353511829e-08,7.9168119852265023e-10,3.666459306743958e-25,2.3032477189907695e-18,2.3783176582590364e-19,2.1601273081994293e-19,5.1901645219596477e-23
