Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663)
2.8368228753855167e-12,0.43736531401774875,76.950000000000003,0.0,0.0,0.0,0.65913074856270415,9.499997455182589,0.00010010969904333036,0.00077897720474630696,0.0007683763685910729,1.8326961664697584e-06,3.4596218200217674e-11,0.017763329917790026,0.063130300320581492,1.719503761224166e-07,6.4886643422641902e-15,1.4382982417030974e-11,7.2662577294956449e-09,0.25438923545806114,2.1164255731217052e-07,4.9929212132419324e-16,3.1618527128344364e-16,6.1122245951551539e-13,4.2198214140812112e-16,1.4872345829481786e-05,7.8343885522501312e-06,1.3440852225031619e-06,1.3441958874524373e-06,7.1015577086170199e-11,3.1959819599113751e-11,3.4246864700320505e-07,7.1160026471015316e-07,7.6339241373677381e-11,1.7055599426564718e-11,4.2889926181338841e-17,1.1993792958013074e-11,1.9133805672017118e-10,4.0325729525880543e-17,0.003207082827783632,4.3684051851808752e-17,1.9094715098788272e-17,0.00024463590780086594,5.6126857224150561e-05,0.00010513144672425254,0.00027274335454035035,2.5809140053631754e-05,4.0214965227075551e-17,7.5674592332789201e-13,4.549370123918469e-14,4.4473538150702952e-14,6.4587636999963172e-17,2.0283582945846854e-11,1.6537637716592493e-20,7.9288912112866423e-09,1.8948570440514212e-18,6.3667105779996328e-19,7.4693459988129154e-11,4.1851977587674684e-23,2.0528168245370066e-22,4.4400533773009969e-26,8.639150504795949e-09,2.9815522382105187e-12,2.5772709748948583e-09,6.3399618807040173e-10,1.7217037642755373e-14,6.9434381890813661e-12,3.4986548652453155e-14,4.0768626510032573e-14,1.2490296740394136e-14,1.2703596216541279e-13,1.8841634990491329e-22,1.4784196184481598e-13,1.3242535246187892e-10,4.8421630065352683e-10,7.6893057256938353e-12,9.4395098084021642e-10,1.1932947404541789e-10,4.967347432879519e-07,2.1114670914385336e-08,4.5313542715764046e-12,2.1114668778573241e-08,2.379716310338891e-10,5.8424059329139908e-23,3.4659500970515053e-23,1.6374112388792346e-24,1.7114286334823466e-21,5.3520938709430958e-14,2.5706661704267915e-23,3.8809375748292708e-17,8.0650371228253487e-13,5.7876214625726629e-15
2.894249897570775e-12,0.4373653141786477,76.950000000000003,0.0,0.0,0.0,0.65360081426884464,9.4999974041380266,0.00010173644883586984,0.00078898760204492672,0.00077803342566626897,1.8726299486837986e-06,3.5040806567966445e-11,0.017614759037485571,0.064238782097858008,1.743752447767202e-07,6.6300500246128402e-15,1.4994246693029204e-11,7.5256831448842384e-09,0.25886808559888896,2.1812109697033466e-07,5.0633321074689646e-16,3.1952556112222524e-16,6.4617328669802077e-13,4.3999422365364129e-16,1.5462117491267433e-05,8.0866995655525103e-06,1.4184612009790421e-06,1.4185781521158678e-06,7.5008133720494705e-11,3.3800168756510491e-11,3.4890763062209027e-07,7.3045946683348874e-07,7.8392563338736897e-11,1.7538651831619941e-11,4.8752759465597698e-17,1.2352617878065043e-11,1.9810353575682699e-10,4.5890905729382588e-17,0.0032651660447470367,4.4992169322346717e-17,1.9666210748707884e-17,0.00024884764342099331,5.6813229751047939e-05,0.00010444048536730879,0.00027816906034411966,2.6980253560476719e-05,4.576216000621484e-17,7.9258707601239464e-13,4.8569677046731971e-14,4.74936346896254e-14,7.0541756449092025e-17,2.098353066245688e-11,1.8402639142799405e-20,8.1909146650701823e-09,2.0572459584042319e-18,7.1069108639602608e-19,7.7412756636757983e-11,4.7673705350505389e-23,2.2787063561812347e-22,5.0218443544307243e-26,9.2471479302357104e-09,3.080149946171052e-12,2.7524299053101407e-09,6.6946516332889926e-10,1.8186678370653511e-14,7.1961017195844116e-12,3.6976315600169477e-14,4.3632018392120108e-14,1.3087723809031494e-14,1.3169621619080857e-13,2.0164970236637328e-22,1.5609667003200066e-13,1.3983150362704635e-10,5.199006480596193e-10,8.142553533555699e-12,9.607483336245483e-10,1.2980374856567335e-10,5.0556817612967687e-07,2.1027512413829422e-08,4.6945181273388679e-12,2.1027510744165465e-08,2.5570528519618302e-10,6.1218558577770858e-23,3.6317310123921673e-23,1.8284247221686316e-24,1.9801493265648196e-21,5.6477561461512407e-14,2.7123028430755239e-23,4.0959304015006715e-17,8.8269562467622126e-13,6.1389992922942188e-15
2.9516769197560332e-12,0.43736531435380666,76.950000000000003,0.0,0.0,0.0,0.64811744210664446,9.4999973536418878,0.00010334954453200154,0.00079883038445578388,0.00078751941517764431,1.9121192792096233e-06,3.5477950706622931e-11,0.017467439117406811,0.065337850338970618,1.7675951177181277e-07,6.7698621249884419e-15,1.5614204791497096e-11,7.7883440140786856e-09,0.26330945115947385,2.2462662705686954e-07,5.1325640518440702e-16,3.2278428507474626e-16,6.8232134100437412e-13,4.582648291902255e-16,1.6061127435728864e-05,8.3406775594647077e-06,1.4952024326932961e-06,1.4953258760596961e-06,7.9129935534405861e-11,3.5701781259016917e-11,3.5529271854543915e-07,7.4942185361868107e-07,8.0457335652366141e-11,1.8024601159432057e-11,5.5265499273492644e-17,1.2713748910678549e-11,2.0497764768400086e-10,5.2081402719793547e-17,0.0033228268505144979,4.6308703001349659e-17,2.0241381053191137e-17,0.00025297555182796267,5.7472888599424553e-05,0.00010375049113460089,0.00028352934052760452,2.8173233040881032e-05,5.1932224504066759e-17,8.2927148513972414e-13,5.1774374863440413e-14,5.0640662176271632e-14,7.6893293544942586e-17,2.1689376927689115e-11,2.042911421053997e-20,8.4550443251819003e-09,2.2292175985473396e-18,7.9142252054617808e-19,8.0158821544562073e-11,5.4152825220515965e-23,2.5234235562455661e-22,5.6639698937742353e-26,9.8823675823803086e-09,3.1795418493186013e-12,2.934963342951296e-09,7.0609085882092207e-10,1.9188172404606799e-14,7.4522331399203816e-12,3.9032162866928721e-14,4.6624957832238188e-14,1.3698594827145578e-14,1.3641974042175961e-13,2.1548176210306467e-22,1.64619755936523e-13,1.4747886579740984e-10,5.5723877620124384e-10,8.6113310442958069e-12,9.7740510209761994e-10,1.4091737664070544e-10,5.1433899252825007e-07,2.0939943344430257e-08,4.8593855153679242e-12,2.0939942138680346e-08,2.7433049571090348e-10,6.4075942691456882e-23,3.8012425099804371e-23,2.0368170350865077e-24,2.2841618137412176e-21,5.9528242970518331e-14,2.8584342039142886e-23,4.3177837024343715e-17,9.641345701987229e-13,6.5040283515529599e-15
3.0091039419412915e-12,0.4373653145433294,76.950000000000003,0.0,0.0,0.0,0.64268023724981382,9.4999973036992049,0.00010494910109586577,0.00080850835738881038,0.00079683721842305688,1.9511577097065524e-06,3.5907775209851072e-11,0.017321359609714204,0.066427584312129612,1.7910385674529401e-07,6.9080778126483934e-15,1.6242559217095866e-11,8.0541844742359442e-09,0.26771364779938384,2.3115688994010334e-07,5.2006367805722062e-16,3.2596422861224029e-16,7.1967924110317278e-13,4.767851832146915e-16,1.6669255073805196e-05,8.596235781931699e-06,1.5743240856597221e-06,1.5744542287216828e-06,8.3381847510967159e-11,3.7665096092864508e-11,3.6162436444740839e-07,7.6848525656903008e-07,8.2533318107434594e-11,1.8513386671208182e-11,6.2483600575360508e-17,1.3077137701822698e-11,2.1196092944299358e-10,5.8951712117809909e-17,0.0033800680860477002,4.7633476419115803e-17,2.0820148962749891e-17,0.00025702051726943432,5.8106420330426839e-05,0.00010306192250117314,0.0002888245925560308,2.9387756564762016e-05,5.8779378401171702e-17,8.6680091863507786e-13,5.5109576996058837e-14,5.39163836012865e-14,8.3658545661770992e-17,2.2400942119481912e-11,2.2626805554176341e-20,8.7211966392879166e-09,2.411066275029908e-18,8.7930427729482561e-19,8.2930668404618734e-11,6.1346698269553662e-23,2.7880279446289828e-22,6.3710338292975927e-26,1.0545308689114421e-08,3.2796965051685995e-12,3.1249811006497198e-09,7.4388228045246908e-10,2.0221771388676912e-14,7.7117891452096506e-12,4.1154624100649558e-14,4.9749849478597593e-14,1.4322800676459674e-14,1.4120569517402664e-13,2.2992364210922228e-22,1.7341327755953179e-13,1.5536929391922291e-10,5.9625951006341183e-10,9.095757922721842e-12,9.9392247013369127e-10,1.5269164036704062e-10,5.2304766203762298e-07,2.0852092463144291e-08,5.0259051045162752e-12,2.0852091718897985e-08,2.9387096278471638e-10,6.6995701263036598e-23,3.9744543104080949e-23,2.2637288144832076e-24,2.6272187071079603e-21,6.2673628213800544e-14,3.0090909950113993e-23,4.5465448285590919e-17,1.0510478126136307e-12,6.8829473117921177e-15
3.0665309641265497e-12,0.4373653147473107,76.950000000000003,0.0,0.0,0.0,0.63728880826647516,9.499997254314211,0.00010653523251681781,0.00081802427917346894,0.0008059896675816318,1.9897396586059257e-06,3.633040258278805e-11,0.017176510039957557,0.067508062616604178,1.8140894793280573e-07,7.0446773260418861e-15,1.6879015464591243e-11,8.3231496238521773e-09,0.27208098851417623,2.3770969774457392e-07,5.2675696972677946e-16,3.2906809962589552e-16,7.5825929710880559e-13,4.9554659754017605e-16,1.728638096256507e-05,8.853289488697826e-06,1.6558405267620638e-06,1.6559775783370639e-06,8.7764689902164756e-11,3.9690530275734553e-11,3.6790301824126404e-07,7.8764754736588688e-07,8.4620274946249466e-11,1.9004948822091699e-11,7.0465818327289133e-17,1.3442736901588402e-11,2.190539091049532e-10,6.6559695301551667e-17,0.0034368925766515889,4.8966316773518611e-17,2.1402439028483195e-17,0.00026098344208494239,5.871440665352402e-05,0.00010237517264255827,0.00029405523834493899,3.0623504520673301e-05,6.6361187755883863e-17,9.0517725606447124e-13,5.8577004047870943e-14,5.7322500290160617e-14,9.0854018407823845e-17,2.3118054103649373e-11,2.5005774586146783e-20,8.9892898250752623e-09,2.6030844720723197e-18,9.7479270134365128e-19,8.5727331544765113e-11,6.9316222069637429e-23,3.07360748107808e-22,7.1478593527108537e-26,1.1236463065683555e-08,3.3805831371260965e-12,3.3225903275235505e-09,7.8284806888412976e-10,2.1287716820133631e-14,7.9747273345078534e-12,4.3344211616604046e-14,5.300904893215629e-14,1.4960230437253016e-14,1.4605325988889975e-13,2.4498622870683049e-22,1.8247920777325137e-13,1.6350456619610551e-10,6.3699100764469072e-10,9.5959480430784222e-12,1.0103016116223796e-09,1.6514782379360686e-10,5.3169465114981864e-07,2.0764070734470559e-08,5.1940265269507526e-12,2.0764070449168746e-08,3.143504611897867e-10,6.9977315459146956e-23,4.1513356343986627e-23,2.5103461736369301e-24,3.0133793018890117e-21,6.5914333135573246e-14,3.1643025731654342e-23,4.7822590050215824e-17,1.1436663868506518e-12,7.2759937034938684e-15
3.123957986311808e-12,0.4373653149658383,76.950000000000003,0.0,0.0,0.0,0.63194276708916686,9.4999972054903541,0.00010810805181780709,0.0008273808618519564,0.00081497954658289393,2.0278603551593984e-06,3.6745953277274966e-11,0.017032880010931142,0.068579363187596193,1.8367544235855188e-07,7.179643774671139e-15,1.7523282278885671e-11,8.5951855061329435e-09,0.2764117836547742,2.4428293049226299e-07,5.3333818804014e-16,3.3209853063529348e-16,7.9807351614000501e-13,5.145404783890695e-16,1.7912386795135767e-05,9.1117559041571812e-06,1.7397653403295277e-06,1.7399095105157415e-06,9.227923926332815e-11,4.177847936264467e-11,3.7412912608868401e-07,8.069066371388828e-07,8.6717974779464317e-11,1.949922922611031e-11,7.9274312329873855e-17,1.3810500124979769e-11,2.2625710504933512e-10,7.4966702117490089e-17,0.00349330313218742,5.0307054786281728e-17,2.1988177339490397e-17,0.00026486524272879012,5.929742344810961e-05,0.00010169057830436832,0.00029922172034341129,3.1880159710713675e-05,7.4738682291939438e-17,9.4440248037689502e-13,6.2178315572859607e-14,6.0860652550806528e-14,9.8496417360090923e-17,2.3840547858775817e-11,2.7576400835739068e-20,9.2592438377169101e-09,2.8055626091942888e-18,1.0783617587545164e-18,8.8547865553530586e-11,7.8125954535852697e-23,3.381278105392757e-22,7.9994919972320433e-26,1.1956315169587055e-08,3.4821716222452329e-12,3.5278955452512934e-09,8.2299650729948589e-10,2.2386240265080591e-14,8.2410061965591981e-12,4.5601416850161955e-14,5.6404862413358274e-14,1.5610771648311867e-14,1.509616327210474e-13,2.6068018000557576e-22,1.9181943613729642e-13,1.7188638572566227e-10,6.7946076786181553e-10,1.0112009621794362e-11,1.0265436905393682e-09,1.7830719941137118e-10,5.40280423292604e-07,2.0675973741648599e-08,5.3637003627922529e-12,2.0675973912607347e-08,3.3579283819105254e-10,7.3020259236149624e-23,4.3318552749399722e-23,2.7779012122366328e-24,3.447027048056198e-21,6.9250945334501228e-14,3.3240969426930594e-23,5.0249693815298155e-17,1.2422250250974447e-12,7.6834039206195803e-15
3.1813850084970662e-12,0.4373653151989929,76.950000000000003,0.0,0.0,0.0,0.62664172898513282,9.4999971572303785,0.00010966767106368275,0.00083658077195896449,0.00082380959195890529,2.0655157866865954e-06,3.7154545718630304e-11,0.016890459205426516,0.069641563301279255,1.8590398602296751e-07,7.3129629511815818e-15,1.8175071887968639e-11,8.8702390926544967e-09,0.28070634094751185,2.5087453429141687e-07,5.3980920873527811e-16,3.3505808033055053e-16,8.3913360778165995e-13,5.3375833337982754e-16,1.8547155390713233e-05,9.3715541829302118e-06,1.8261113463499439e-06,1.8262628464570864e-06,9.6926229467385955e-11,4.3929317941983915e-11,3.8030313041453777e-07,8.2626047575232198e-07,8.8826190506838664e-11,1.9996170624327099e-11,8.8974751497937936e-17,1.4180381917380522e-11,2.3357102529360199e-10,8.4237689856726206e-17,0.0035493025472569202,5.1655524576434538e-17,2.2577291467712923e-17,0.00026866684634725219,5.9856039952510922e-05,0.00010100842746965374,0.00030432449815201928,3.3157407429295726e-05,8.3976472902408491e-17,9.844786697658718e-13,6.5915110780789061e-14,6.4532420372886381e-14,1.0660263989807538e-16,2.4568265119518999e-11,3.0349381029386533e-20,9.5309803379063818e-09,3.0187888141549992e-18,1.190503221123281e-18,9.1391344911789138e-11,8.7844238133247629e-23,3.7121832517084816e-22,8.9312023883804398e-26,1.2705342157458876e-08,3.5844324792111019e-12,3.7409986843258727e-09,8.6433552903054213e-10,2.3517563570113888e-14,8.5105850956136761e-12,4.7926710801208721e-14,5.9939546501184211e-14,1.6274310550172402e-14,1.5593003013536753e-13,2.7701592469691349e-22,2.0143577068146479e-13,1.8051638210595915e-10,7.2369563863267707e-10,1.0644045347647856e-11,1.0426498610200933e-09,1.921910151767029e-10,5.488054388305847e-07,2.0587883771958824e-08,5.5348781249951541e-12,2.0587884396390046e-08,3.5822201149473753e-10,7.6124000477380858e-23,4.5159816647282786e-23,3.0676725014086515e-24,3.9328875571482777e-21,7.2684024735226373e-14,3.4885007874581766e-23,5.274717081519289e-17,1.3469620835635762e-12,8.1054132249814581e-15
3.2388120306823245e-12,0.43736531544684626,76.950000000000003,0.0,0.0,0.0,0.62138531252689588,9.4999971095363467,0.0001112142013694255,0.00084562663128823787,0.00083248249367983362,2.1027026488414134e-06,3.7556296347419707e-11,0.016749237388205225,0.070694739579940907,1.880952140874763e-07,7.4446231564521865e-15,1.8834100210733531e-11,9.1482582673106691e-09,0.28496496551459383,2.5748251957171731e-07,5.4617187612546639e-16,3.3794923571011162e-16,8.8145098945162937e-13,5.5319177776423773e-16,1.9190570684654085e-05,9.6326053721523112e-06,1.9148906183274974e-06,1.9150496608092777e-06,1.0170635269934241e-10,4.6143400121885108e-11,3.8642546992543657e-07,8.457070511067763e-07,9.0944699239726147e-11,2.0495716855621488e-11,9.9636417429986925e-17,1.4552337723818113e-11,2.4099616695203806e-10,9.4441342392315228e-17,0.0036048936013604823,5.3011563547723633e-17,2.3169710418898258e-17,0.00027238918783204885,6.0390818096119185e-05,0.00010032896599261239,0.00030936404560033749,3.445493552806513e-05,9.4142869265680285e-17,1.0254079896932965e-12,6.9788929287689793e-14,6.8339324173311489e-14,1.1518976714295263e-16,2.5301054037681318e-11,3.3335727922108955e-20,9.804422660451597e-09,3.2430487070425414e-18,1.3117268403605997e-18,9.4256863630224474e-11,9.8543324354098896e-23,4.0674933385028705e-22,9.9484887606929592e-26,1.3484013943578392e-08,3.6873368565224239e-12,3.9619991202104285e-09,9.068727250427539e-10,2.4681899070084644e-14,8.7834242573165419e-12,5.0320544470387102e-14,6.3615307939964994e-14,1.6950732312595417e-14,1.6095768651272627e-13,2.9400366116143377e-22,2.113299396556166e-13,1.8939611301240175e-10,7.697218250915304e-10,1.1192152509398933e-11,1.0586212674353328e-09,2.0682048205410611e-10,5.5727015506902428e-07,2.0499871621480766e-08,5.7075122444564535e-12,2.0499872696509982e-08,3.8166196721306845e-10,7.9288002057717141e-23,4.7036829393455694e-23,3.3809855441399713e-24,4.4760471419964711e-21,7.6214104244312422e-14,3.6575395021576645e-23,5.5315412501776784e-17,1.4581194699311248e-12,8.5422557505462957e-15
3.2962390528675827e-12,0.43736531570946585,76.950000000000003,0.0,0.0,0.0,0.61617313956310793,9.4999970624097116,0.00011274775290830723,0.0008545210176461466,0.00084100089597334766,2.1394182987315543e-06,3.7951319654941951e-11,0.016609204407230418,0.071738967997220279,1.9024975105639593e-07,7.5746150338561337e-15,1.950008704144335e-11,9.4291918105402046e-09,0.28918795989494378,2.6410495936463946e-07,5.5242800365284157e-16,3.4077441429615045e-16,9.2503679167419473e-13,5.7283253996863461e-16,1.9842517718649056e-05,9.8948323744610667e-06,2.0061145007915288e-06,2.006281299179683e-06,1.0662026043133602e-10,4.8421060007110972e-11,3.9249657963175394e-07,8.6524438845532697e-07,9.3073282225226523e-11,2.0997812829705648e-11,1.1133230717048731e-16,1.4926323861417076e-11,2.4853301580592751e-10,1.0565018937669474e-16,0.003660079059033804,5.4375012287741221e-17,2.376536458866295e-17,0.00027603320728736698,6.0902311955139686e-05,9.9652403334688904e-05,0.00031434084822361258,3.5772434468808758e-05,1.0530999747251764e-16,1.0671926851061104e-12,7.3801251906778729e-14,7.2282825582885118e-14,1.2427505600761792e-16,2.6038768860372024e-11,3.6546768889479759e-20,1.0079495783418489e-08,3.4786251953334089e-18,1.4425605142174032e-18,9.7143534892615702e-11,1.1029949837573584e-22,4.4484052359177835e-22,1.1057079239819512e-25,1.4292793259724933e-08,3.7908565208802155e-12,4.1909937093349538e-09,9.5061535128207116e-10,2.5879449792032682e-14,9.0594847546780202e-12,5.2783349287302473e-14,6.7434303509769589e-14,1.7639921247135193e-14,1.6604385376444267e-13,3.116533568699725e-22,2.2150359324721206e-13,1.9852706574552824e-10,8.1756489789982537e-10,1.1756423120935676e-11,1.0744590444685634e-09,2.2221676206428575e-10,5.6567502626005974e-07,2.041199815632638e-08,5.8815560553495111e-12,2.0411999679008108e-08,4.0613675784144215e-10,8.2511722838003051e-23,4.894926996257386e-23,3.7192132114558465e-24,5.0819718868168501e-21,7.9841690391046532e-14,3.8312372228885445e-23,5.795479101360062e-17,1.5759425715026577e-12,8.9941645076729859e-15
3.353666075052841e-12,0.4373653159869108,76.950000000000003,0.0,0.0,0.0,0.61100483518967796,9.4999970158513172,0.00011426843491997853,0.00086326646559249784,0.00084936739812821384,2.1756607107363945e-06,3.833972820469441e-11,0.016470350194253452,0.072774323883423947,1.9236821095601169e-07,7.7029314111605884e-15,2.0172756212501515e-11,9.7129893838297066e-09,0.29337562406536632,2.7073998762787652e-07,5.5857937420233847e-16,3.4353596544187841e-16,9.69901863261735e-13,5.9267246648927717e-16,2.0502882630977815e-05,1.0158159911669269e-05,2.0997936264626987e-06,2.0999683953025674e-06,1.1166856437863111e-10,5.0762612166625534e-11,3.9851689087261794e-07,8.8487054973388183e-07,9.5211724771932883e-11,2.1502404502054644e-11,1.2413923506185248e-16,1.5302297494548986e-11,2.5618204596995488e-10,1.1794072540100158e-16,0.0037148616699661631,5.5745714476959916e-17,2.4364185722801072e-17,0.00027959984785683206,6.1391067315312784e-05,9.8978917519157019e-05,0.00031925540108696345,3.7109597365923152e-05,1.1755391756597719e-16,1.1098350728693251e-12,7.7953501475245787e-14,7.6364328269462963e-14,1.338759313624616e-16,2.6781269624578793e-11,3.9994144289373383e-20,1.035612629781504e-08,3.7257982797299068e-18,1.5835504426961565e-18,1.0005049070493499e-10,1.2319320381186051e-22,4.8561417119553885e-22,1.2262933889991749e-25,1.5132135716131403e-08,3.8949638457915207e-12,4.4280768248832237e-09,9.9557033588633504e-10,2.7110409655356105e-14,9.3387284941306976e-12,5.531553753082846e-14,7.1398639956430186e-14,1.8341761005612139e-14,1.7118780095536306e-13,3.2997474806021395e-22,2.3195830526706117e-13,2.0791065875020909e-10,8.6724980162178046e-10,1.2336944043979081e-11,1.0901643171947697e-09,2.3840095682374702e-10,5.7402050361096304e-07,2.0324315661843184e-08,6.0569637806785503e-12,2.0324317629174219e-08,4.316705002450241e-10,8.5794618592638056e-23,5.0896815498084673e-23,4.0837761547185352e-24,5.7565272447723029e-21,8.3567263953512368e-14,4.0096168570192368e-23,6.0665659634251113e-17,1.7006801840549964e-12,9.4613713872863633e-15
3.411093097238099e-12,0.43736531627923475,76.950000000000003,0.0,0.0,0.0,0.60588002772116922,9.4999969698614724,0.0001157763557184848,0.00087186546716879366,0.00085758455528246941,2.2114284348744079e-06,3.8721632673494806e-11,0.016332664764970667,0.073800881930877291,1.9445119751077672e-07,7.8295671544779347e-15,2.0851835737093177e-11,9.9996015144871806e-09,0.29752825546185535,2.7738579761272216e-07,5.6462774078506755e-16,3.462361722192256e-16,1.0160567764062098e-12,6.1270352618755469e-16,2.1171552646845744e-05,1.0422514489110856e-05,2.1959379330827982e-06,2.1961208878704209e-06,1.1685183743689186e-10,5.3168352092021873e-11,4.044868313428417e-07,9.0458363290488181e-07,9.7359816177188961e-11,2.2009438850448333e-11,1.3813793358606328e-16,1.5680216612221057e-11,2.6394371964112211e-10,1.3139352901983954e-16,0.003769244169101967,5.7123516805992839e-17,2.4966106881226365e-17,0.00028309005386183427,6.185762132651899e-05,9.8308659409133113e-05,0.00032410820691031135,3.8466120019870602e-05,1.3095474089781896e-16,1.1533375344351234e-12,8.2247043712603361e-14,8.0585178793275911e-14,1.4400997832118749e-16,2.7528421867470519e-11,4.3689805602773278e-20,1.0634242377806556e-08,3.9848448705690091e-18,1.7352612754958666e-18,1.0297688155025404e-10,1.3730916747202672e-22,5.2919508590839283e-22,1.3572246527378535e-25,1.6002489863315191e-08,3.999631800363246e-12,4.6733403923251263e-09,1.0417442862633785e-09,2.8374963668282117e-14,9.6211182016817106e-12,5.7917502741649463e-14,7.5510373977413783e-14,1.9056134765268128e-14,1.7638881393536689e-13,3.4897733967156578e-22,2.4269557480384125e-13,2.1754824310675284e-10,9.1880086313702082e-10,1.2933797108391375e-11,1.1057382011599988e-09,2.55394096562121e-10,5.8230703529400685e-07,2.0236869008029544e-08,6.2336905180484171e-12,2.0236871416960346e-08,4.5828737365215682e-10,8.9136142876269779e-23,5.2879141826650836e-23,4.4761431944321655e-24,6.5059981595559607e-21,8.7391280570341844e-14,4.1927001123747276e-23,6.3448353240221629e-17,1.8325844414056055e-12,9.9441071649894666e-15
3.4685201194233574e-12,0.43736531658648503,76.950000000000003,0.0,0.0,0.0,0.60079834866246173,9.4999969244399782,0.00011727162270021214,0.00088032047261415818,0.0008656548791965323,2.2467205575776404e-06,3.909714188863819e-11,0.016196138218950457,0.074818716199273702,1.9649930431660176e-07,7.9545190301057223e-15,2.1537057933175867e-11,1.0288979580681239e-08,0.30164614900089437,2.8404064027331735e-07,5.705748271247109e-16,3.4887725368775913e-16,1.0635118316820407e-12,6.3291781402873408e-16,2.1848416068803022e-05,1.0687824360646936e-05,2.294556679914498e-06,2.2947480370351971e-06,1.2217061460108941e-10,5.5638556646977178e-11,4.1040682512081798e-07,9.243817713137564e-07,9.9517349655775642e-11,2.2518863852856386e-11,1.534131530989518e-16,1.606004000729692e-11,2.7181848691789856e-10,1.4609338154693933e-16,0.0038232292767269643,5.8508268899581406e-17,2.5571062404864738e-17,0.0002865047692076078,6.230250223574369e-05,9.7641756403170902e-05,0.0003288997744520446,3.9841700942902388e-05,1.4559674720695561e-16,1.1977025087639045e-12,8.668318810655255e-14,8.4946667490319494e-14,1.5469493465048986e-16,2.8280096351755058e-11,4.7646013362919742e-20,1.0913773751452834e-08,4.2560386145834694e-18,1.8982762506449121e-18,1.0592187604944517e-10,1.5273652404578192e-22,5.7571055027550703e-22,1.4991446300304403e-25,1.6904297254588e-08,4.104833938287479e-12,4.9268739246554429e-09,1.0891434960381803e-09,2.967328812070414e-14,9.9066174091662842e-12,6.0589620127176813e-14,7.9771512259902585e-14,1.9782925401352201e-14,1.8164619497913408e-13,3.6867040552126885e-22,2.5371682784793745e-13,2.2744110399441318e-10,9.7224180006578536e-10,1.354705923013259e-11,1.1211818024609781e-09,2.7321712960343183e-10,5.9053506645753346e-07,2.0149696656478967e-08,6.411692225643325e-12,2.0149699503923543e-08,4.860116176523623e-10,9.2535747831422962e-23,5.4895923937404092e-23,4.8978316859548885e-24,7.3371097070263165e-21,9.1314171338543272e-14,4.3805075257587968e-23,6.6303188738583475e-17,1.971910745696909e-12,1.0442601505116121e-14
3.5259471416086157e-12,0.4373653169087036,76.950000000000003,0.0,0.0,0.0,0.59575943268068032,9.4999968795861491,0.00011875434235176281,0.00088863389106914306,0.00087358083901160747,2.2815366647383896e-06,3.9466362843143202e-11,0.016060760739421198,0.075827900121003891,1.9851311501125388e-07,8.0777855713317249e-15,2.222815953020476e-11,1.0581075796741064e-08,0.30572959710068021,2.9070282271669077e-07,5.764223278601282e-16,3.5146136601019752e-16,1.1122770629619492e-12,6.5330755430644592e-16,2.2533362267245979e-05,1.0954019494319411e-05,2.3956584639171961e-06,2.3958584405856172e-06,1.2762539386638427e-10,5.817348450790288e-11,4.1627729269690725e-07,9.4426313305764069e-07,1.0168412226996874e-10,2.3030628466455087e-11,1.7005376036361864e-16,1.6441727257228418e-11,2.7980678567907737e-10,1.6212938552947138e-16,0.0038768196985410849,5.9899823246131051e-17,2.6178987884873882e-17,0.00028984493601958859,6.272622918679321e-05,9.6978315629554874e-05,0.00033363061711532083,4.1236041378149059e-05,1.6156850132785022e-16,1.2429324855084488e-12,9.1263188822613589e-14,8.9450029380010379e-14,1.6594868330687652e-16,2.9036168805416843e-11,5.1875334881989098e-20,1.1194651671958132e-08,4.5396497317852449e-18,2.0731973244797416e-18,1.0888466062763816e-10,1.6956894063034251e-22,6.2529025932910686e-22,1.65271990377428e-25,1.7837992509074495e-08,4.210544387035293e-12,5.188764557307218e-09,1.1377739518713862e-09,3.1005550773449471e-14,1.0195190440608865e-11,6.3332246958973224e-14,8.4184011567630877e-14,2.0522015647845311e-14,1.8695926243399869e-13,3.8906298870564915e-22,2.6502341888515181e-13,2.3759046212778526e-10,1.0275957291860597e-09,1.417680252690933e-11,1.1364962178245045e-09,2.918909122976667e-10,5.9870503923795754e-07,2.0062831530810764e-08,6.5909257084093092e-12,2.0062834813655143e-08,5.1486753019722039e-10,9.5992884939200335e-23,5.6946836426831086e-23,5.3504078625301505e-24,8.2570482524907668e-21,9.5336343397786882e-14,4.5730584908376302e-23,6.9230465494736959e-17,2.1189176984020905e-12,1.0957082964725209e-14
