Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663)
7.765576250911672e-11,0.43736800435328316,76.950000000000003,0.0,0.0,0.0,3.1627544274718611e-05,9.4999943741246966,0.00029352036019475729,0.0013509559650071265,0.00079895249183179785,2.671911117238786e-06,5.9998944265694559e-11,5.3204740443536733e-05,0.18022293757423011,3.1083176127985245e-07,9.4599086881893628e-15,2.6190988249706058e-10,5.7091187336912985e-07,0.80351601736340861,1.3743027664359232e-06,9.0256192338242421e-16,4.0839288051359857e-15,7.5436850688644733e-10,8.0563015969421031e-15,0.00063203319413089761,3.7727543944956412e-05,0.00054022230871466161,0.00054027128285956188,2.9649474481970811e-08,1.4164218396906921e-08,1.1314611986735985e-06,2.9154514370486965e-05,3.1852052754722698e-09,7.5980966432851095e-10,9.3893883844052755e-11,5.7236769970549573e-10,6.6893955077425534e-08,3.5795812575924178e-10,0.011217918926660957,2.0870595361265712e-15,9.1168673471226912e-16,6.0003860993565888e-06,1.689309367862441e-06,4.6262834411121461e-07,0.00032940480356112215,0.00090455675692178387,3.1586810299571082e-10,5.3026911802453499e-10,5.4311724459698211e-11,5.0028370971318143e-11,2.8085845933357923e-12,1.1883167705297252e-09,3.7280394800178786e-15,8.7328619555993626e-08,1.3890917566774308e-14,7.6907512566190474e-13,9.4247756519526203e-10,5.2821308912686764e-16,3.5747369877026699e-17,5.4783984897700248e-20,2.1227100840764001e-05,3.319332751292181e-11,1.6174890795158732e-06,3.9537154792365028e-07,1.0910698975315833e-11,1.5542813302056926e-09,2.2709452315297441e-11,6.0219947521954509e-11,5.0614022448160218e-12,2.7526896203605075e-11,2.7830629926576217e-19,8.6265461701822295e-11,7.7268301735598782e-08,3.8682720148160037e-07,3.6244164667050513e-09,3.0031642096642293e-09,3.1656984903789976e-07,2.5765301477381778e-06,7.0501764247379507e-09,1.3169823879828691e-10,7.0502359033915979e-09,3.2543800396426674e-06,2.3675004301637235e-20,1.4044961954386913e-20,2.0096004057783589e-18,2.9766472061238161e-13,3.0823763697494607e-11,1.4727180396857367e-20,2.2499455196642613e-14,4.8683462652858573e-08,3.9783046633352257e-11
7.799892533824882e-11,0.4373680149083634,76.950000000000003,0.0,0.0,0.0,3.1048658723024415e-05,9.4999943761667289,0.00029351634444137935,0.0013508224462527333,0.00079694809814265417,2.6652078250875288e-06,5.9993011619947277e-11,5.3169617236489647e-05,0.18014915475375451,3.1080103346119355e-07,9.4361758806114108e-15,2.6217410321673314e-10,5.7351524470756412e-07,0.80358833231444371,1.3743096079103143e-06,9.0247257633924105e-16,4.1020781288107379e-15,7.5898764697975561e-10,8.0659950418650224e-15,0.0006323844029828688,3.7632917836783981e-05,0.00054232603677574357,0.00054237521484340066,2.9765022407946274e-08,1.421948508392625e-08,1.1315630599453472e-06,2.9282509392911653e-05,3.1991964281655263e-09,7.6315346450440913e-10,9.4718975392710477e-11,5.7489127533084056e-10,6.7310247068903597e-08,3.6265568787378404e-10,0.011219487351202527,2.096261628168857e-15,9.1570640082339773e-16,5.9927109543777775e-06,1.6890573099664382e-06,4.6225945900894012e-07,0.00032936722158596903,0.00090462337135033331,3.1981479824578575e-10,5.3363912629033595e-10,5.4641584608081233e-11,5.0314998711008849e-11,2.8365531095782497e-12,1.1936114585391534e-09,3.7664714782745967e-15,8.7400201494353829e-08,1.4034537970075181e-14,7.7895716334584067e-13,9.4325056545632448e-10,5.3551289805004773e-16,3.6237020892807035e-17,5.5578582122925487e-20,2.1347452957673215e-05,3.3221967537569449e-11,1.6190013874137982e-06,3.9749434403728833e-07,1.0969293888673976e-11,1.5641649082350617e-09,2.2831456164265701e-11,6.0548782067350695e-11,5.094125769729339e-12,2.7701058206925116e-11,2.7982600660070432e-19,8.6703540570896533e-11,7.7659928307206329e-08,3.8719344141479257e-07,3.6385765293274009e-09,3.0034344310187361e-09,3.1690802021286771e-07,2.5810242264496414e-06,7.0510833700318584e-09,1.3218790034772345e-10,7.0511428536487406e-09,3.2785277490179793e-06,2.3828070554486871e-20,1.4135767001813726e-20,2.0354257224837136e-18,3.0235637631526682e-13,3.0988099589518687e-11,1.4805691377170432e-20,2.2619422507826291e-14,4.9074094071476528e-08,4.0181200272484517e-11
7.834208816738092e-11,0.43736802543696945,76.950000000000003,0.0,0.0,0.0,3.0497732221775135e-05,9.4999943781971865,0.00029351232038339636,0.0013506889407293413,0.00079494873302502259,2.6585213502920068e-06,5.9987081777767356e-11,5.3135253270482175e-05,0.1800753972615492,3.1077030870654668e-07,9.4125022587350444e-15,2.6243616098957357e-10,5.7611835668993869e-07,0.80366059928403333,1.3743163912033357e-06,9.0238343973932826e-16,4.1209636700757464e-15,7.636086082267776e-10,8.0756254609190205e-15,0.00063273031405614054,3.753852782620953e-05,0.00054442448817927321,0.00054447386982815998,2.9880280506774853e-08,1.4274613146688427e-08,1.1316648530318806e-06,2.9410490168443318e-05,3.2131860229707197e-09,7.6649689229493681e-10,9.5545666508467381e-11,5.7741456987471415e-10,6.7726820234615292e-08,3.6738759040231653e-10,0.011221054794190034,2.1054626952080873e-15,9.1972562101171575e-16,5.9853583067084834e-06,1.6888206689127196e-06,4.6190241988052576e-07,0.00032933109333247671,0.00090468843180107001,3.2378672888740339e-10,5.3701155067498234e-10,5.4971790082869905e-11,5.0601742043197558e-11,2.8646592600392068e-12,1.1989055928860379e-09,3.8051000093240845e-15,8.7471778844820371e-08,1.4179030904057295e-14,7.8891166962874124e-13,9.4402351342015705e-10,5.4287127584034182e-16,3.6731055841841632e-17,5.6380771002469401e-20,2.146779185309728e-05,3.325060567894431e-11,1.620486967220073e-06,3.9961808078862886e-07,1.1027914765454745e-11,1.5740564962642354e-09,2.2953514077273528e-11,6.0877762528525722e-11,5.126877062069614e-12,2.7875359475731094e-11,2.8134638838595444e-19,8.714158316801434e-11,7.8051519387136573e-08,3.8755321352852284e-07,3.6527010753401809e-09,3.0037044729369591e-09,3.1724027376922761e-07,2.5855134866062059e-06,7.051991869900814e-09,1.3267797933706695e-10,7.052051358474347e-09,3.3026960134030877e-06,2.3981266602283936e-20,1.4226649035061845e-20,2.0614404544509891e-18,3.0709317769290514e-13,3.115250486457608e-11,1.4884235519255538e-20,2.2739440470334364e-14,4.9465239126119665e-08,4.0581424699094155e-11
7.868525099651301e-11,0.43736803593916723,76.950000000000003,0.0,0.0,0.0,2.9973397049216526e-05,9.4999943802160942,0.00029350828842483978,0.0013505554484367836,0.00079295438386369713,2.6518516506612313e-06,5.9981152558387693e-11,5.3101611803583427e-05,0.18000166536310377,3.1073958701583001e-07,9.3888880245346484e-15,2.6269606514434558e-10,5.7872120938370553e-07,0.80373281929833684,1.3743231190975689e-06,9.0229431474623087e-16,4.1398909007268108e-15,7.6823135356600774e-10,8.0851930754497093e-15,0.00063307102257323367,3.7444373391719639e-05,0.00054651767609251221,0.00054656726098216565,2.9995249501687796e-08,1.4329602931095624e-08,1.1317665794098372e-06,2.9538456704302771e-05,3.2271740606808884e-09,7.6983994789105855e-10,9.6373934711556591e-11,5.7993758348229693e-10,6.8143670449308811e-08,3.7215384764372385e-10,0.011222621283731816,2.11466273751183e-15,9.2374439367123431e-16,5.9783141974855681e-06,1.6885987484959885e-06,4.6155669257020731e-07,0.00032929637116219215,0.00090475199008619746,3.2778385602629259e-10,5.4038635600997701e-10,5.5302338227367004e-11,5.0888598276492968e-11,2.8929029817720267e-12,1.2041991734242228e-09,3.8439249907927628e-15,8.7543351965066242e-08,1.4324397359740392e-14,7.9893872562244664e-13,9.4479641307256406e-10,5.5028830821104591e-16,3.7229490459748237e-17,5.7190583158891181e-20,2.1588117327236184e-05,3.3279242073858029e-11,1.6219462872638872e-06,4.01742757644273e-07,1.1086561590928161e-11,1.5839559807485971e-09,2.3075626023608149e-11,6.120688881830357e-11,5.1596557297260033e-12,2.8049798032698972e-11,2.8286744411879766e-19,8.7579589579183811e-11,7.8443075092451426e-08,3.879066310142735e-07,3.6667901933575684e-09,3.0039743392675703e-09,3.1756671180220895e-07,2.5899979415653558e-06,7.0529018442367949e-09,1.3316847454853281e-10,7.0529613377605993e-09,3.3268844561049269e-06,2.4134590698530487e-20,1.4317607031598322e-20,2.0876448137792968e-18,3.1187523173393999e-13,3.1316979498382357e-11,1.4962812781166571e-20,2.2859509066424246e-14,4.9856889582167619e-08,4.0983720825615644e-11
7.902841382564511e-11,0.4373680464150227,76.950000000000003,0.0,0.0,0.0,2.947435236168077e-05,9.499994382223484,0.00029350424894998719,0.0013504219693748301,0.00079096503807509562,2.6451986841099593e-06,5.9975222067648967e-11,5.3068657890266591e-05,0.17992795931029507,3.1070886838894586e-07,9.3653333337199648e-15,2.6295382496138084e-10,5.8132380285554033e-07,0.8038049933310133,1.3743297942393249e-06,9.02205028987685e-16,4.1581963413272958e-15,7.7285584653695747e-10,8.0946981777494665e-15,0.0006334066220475428,3.7350454009252088e-05,0.00054860561365353334,0.00054865540144454839,3.0109930114314296e-08,1.438445478228485e-08,1.1318682404803487e-06,2.9666409007585823e-05,3.2411605420753423e-09,7.7318263148040953e-10,9.7203757674067764e-11,5.8246031629622007e-10,6.8560793639586007e-08,3.7695447297723704e-10,0.011224186846646281,2.1238617553854069e-15,9.277627172896824e-16,5.9715652639150069e-06,1.6883908837885579e-06,4.6122176699849525e-07,0.00032926300895248344,0.00090481409630548105,3.3180614000712113e-10,5.4376350756891299e-10,5.5633226396355689e-11,5.1175564733028986e-11,2.9212842111070984e-12,1.2094922000080007e-09,3.8829463392796307e-15,8.7614921196742763e-08,1.4470638320151098e-14,8.090384110908593e-13,9.4556926822078489e-10,5.5776407960527172e-16,3.7732340427540445e-17,5.8008050142749418e-20,2.1708429187230026e-05,3.3307876853024553e-11,1.6233798085189227e-06,4.038683740802415e-07,1.1145234350624819e-11,1.5938632496090586e-09,2.3197791973101207e-11,6.1536160851202023e-11,5.1924613856425545e-12,2.8224371926024738e-11,2.8438917331762068e-19,8.8017559891485636e-11,7.8834595540668599e-08,3.8825380529079238e-07,3.6808439717980276e-09,3.0042440336623297e-09,3.1788743486128968e-07,2.5944776045552288e-06,7.0538132165274854e-09,1.3365938476350496e-10,7.0538727149953839e-09,3.3510927070648869e-06,2.4288041108710253e-20,1.4408639974195956e-20,2.1140390090437779e-18,3.1670264368586878e-13,3.1481523466983721e-11,1.5041423125158378e-20,2.2979628278605724e-14,5.0249037315721132e-08,4.1388089564009896e-11
7.937157665477721e-11,0.4373680568646017,76.950000000000003,0.0,0.0,0.0,2.8999360919186828e-05,9.4999943842193826,0.00029350020232432969,0.0013502885035431818,0.00078898068310718182,2.6385624086584284e-06,5.9969293229444095e-11,5.3036358293455972e-05,0.17985427934205411,3.1067815282578178e-07,9.3418375667778692e-15,2.6320944967333582e-10,5.8392613716978329e-07,0.80387712230584507,1.3743364191453354e-06,9.0211584890338011e-16,4.176822772230375e-15,7.774820512703899e-10,8.1041410236486558e-15,0.00063373720431361615,3.7256769152412466e-05,0.00055068831397108613,0.00055073830432511052,3.0224323064674102e-08,1.4439169044624317e-08,1.1319698375728112e-06,2.9794347085267502e-05,3.2551454679201319e-09,7.7652494324740821e-10,9.8035113218986394e-11,5.8498276845664694e-10,6.8978185783248064e-08,3.817894788696795e-10,0.011225751508521382,2.1330597496656354e-15,9.3178059460011518e-16,5.9650987142263129e-06,1.6881964397406652e-06,4.6089715608047169e-07,0.00032923096205017755,0.00090487479890160509,3.358535404224845e-10,5.4714297106189159e-10,5.5964451956039659e-11,5.1462638748501429e-11,2.9498028836521907e-12,1.2147846724922201e-09,3.9221639703560523e-15,8.7686486866205086e-08,1.4617754760405745e-14,8.1921080446062634e-13,9.4634208250153937e-10,5.6529867320661503e-16,3.8239621371942939e-17,5.8833203432956217e-20,2.1828727246926618e-05,3.333651013744212e-11,1.6247879846880791e-06,4.0599492958155788e-07,1.1203933030324375e-11,1.6037781922136123e-09,2.3320011896104678e-11,6.1865578543356561e-11,5.2252936477547838e-12,2.8399079229103266e-11,2.8591157572862701e-19,8.8455494192989891e-11,7.9226080849691661e-08,3.8859484602431256e-07,3.6948624988833609e-09,3.004513559585933e-09,3.182025419657311e-07,2.5989524886796267e-06,7.0547259136957349e-09,1.341507087628783e-10,7.0547854171017346e-09,3.375320402752979e-06,2.4441615928280003e-20,1.44997467148318e-20,2.1406232453235434e-18,3.2157551706303877e-13,3.1646136746734617e-11,1.5120066580608302e-20,2.3099798089617949e-14,5.0641674312326055e-08,4.1794531825771585e-11
8.005790231304141e-11,0.4373680776851927,76.950000000000003,0.0,0.0,0.0,2.811688955005842e-05,9.4999943881768143,0.00029349208899373454,0.0013500216115693332,0.00078502689558255579,2.6253397636615031e-06,5.9957441294547017e-11,5.2973597179212184e-05,0.1797069985537878,3.1061673089009722e-07,9.2950220863316648e-15,2.6371433047829653e-10,5.891300285827218e-07,0.80402124854155499,1.3743495277043906e-06,9.0193787666123734e-16,4.2153895609453521e-15,7.8673945544992108e-10,8.1228408608818431e-15,0.00063438367633255374,3.7070100899510788e-05,0.00055483805516348228,0.00055488844963265025,3.0452248850587091e-08,1.4548186176364425e-08,1.1321728448023948e-06,3.0050180591145518e-05,3.2831106559610763e-09,7.8320845203654167e-10,9.9702334097066858e-11,5.9002683136582876e-10,6.9813761094284097e-08,3.9156267767731431e-10,0.011228878225668315,2.1514526695225784e-15,9.3981501207778159e-16,5.9529643207964496e-06,1.6878454153784531e-06,4.6027703909408709e-07,0.00032917064265016745,0.00090499217900966589,3.4402352521722254e-10,5.5390869884184706e-10,5.6627904769079971e-11,5.2037098866381381e-11,3.0072522971929842e-12,1.2253679545847299e-09,4.0011877374244996e-15,8.7829608751231265e-08,1.4914617941813006e-14,8.3977402198414509e-13,9.4788760219762676e-10,5.80544653526949e-16,3.9267538427776033e-17,6.0506694491786324e-20,2.206928125310077e-05,3.3393772687105324e-11,1.6275300807089655e-06,4.102508557631357e-07,1.1321408094034961e-11,1.6236306632594936e-09,2.3564613546524791e-11,6.2524850577663199e-11,5.2910364869119001e-12,2.8748886482301312e-11,2.889583987080255e-19,8.9331255120379683e-11,8.000894652333134e-08,3.8925895687995421e-07,3.7227941508877441e-09,3.005052118995007e-09,3.1881629682610065e-07,2.6078879721520586e-06,7.0565550066789958e-09,1.351345932377693e-10,7.0566145199439246e-09,3.4238327062468817e-06,2.4749131730913171e-20,1.4682177394328739e-20,2.1943626439210588e-18,3.3145805353052274e-13,3.1975571146526313e-11,1.5277452792217098e-20,2.3340289440097863e-14,5.1428384576919301e-08,4.2613640563083656e-11
8.06419296568327e-11,0.437368095320254,76.950000000000003,0.0,0.0,0.0,2.7431498234173189e-05,9.4999943915084426,0.00029348516546714635,0.0013497945420911561,0.00078167803615899676,2.6141401796467747e-06,5.9947348749170622e-11,5.2921977238090475e-05,0.17958175441640692,3.1056447367576005e-07,9.255370812741183e-15,2.6413731538033549e-10,5.9355745300581525e-07,0.80414375810977956,1.3743605449515968e-06,9.0178563689362136e-16,4.2453125733329475e-15,7.9462209876745212e-10,8.1385596478917498e-15,0.00063491879454392246,3.6911989888072559e-05,0.00055835288979989633,0.00055840362709364151,3.0645302186667537e-08,1.4640523781214567e-08,1.1323454027605245e-06,3.0267836812385566e-05,3.3069026792192525e-09,7.8889459981978792e-10,1.0112568005586897e-10,5.943181830028528e-10,7.0525603517873967e-08,3.9998756038313814e-10,0.011231536273326813,2.1671008639294983e-15,9.4665046794643022e-16,5.9434210593198523e-06,1.6875836971156842e-06,4.597777868780204e-07,0.00032912307510503386,0.00090508805545844423,3.5105449318192237e-10,5.5967295779479723e-10,5.7193507478752364e-11,5.2526249195491366e-11,3.0565711131027626e-12,1.2343720289417286e-09,4.0690503654910928e-15,8.7951389510651944e-08,1.5169999661130274e-14,8.5750197861836291e-13,9.4920266043799343e-10,5.937042218857926e-16,4.0156342140060815e-17,6.1955247221886282e-20,2.2273935111090173e-05,3.3442496460079417e-11,1.6297876354128369e-06,4.1387538061755104e-07,1.1421454772466063e-11,1.6405472693131968e-09,2.3772926556284088e-11,6.3086314803838587e-11,5.3470606264661914e-12,2.9046957320684773e-11,2.9155320289345883e-19,9.0076369381480258e-11,8.0675014775483595e-08,3.8980572952342357e-07,3.7464522865786334e-09,3.0055099027489373e-09,3.193217562872276e-07,2.615476666190142e-06,7.058115033991632e-09,1.3597311994902594e-10,7.0581745556286833e-09,3.4651721954733003e-06,2.5011188136007844e-20,1.4837639796270846e-20,2.2406925318874554e-18,3.4001169975326824e-13,3.2256120768426345e-11,1.5411484282936525e-20,2.3545094276212206e-14,5.2099303973496253e-08,4.3317199550668142e-11
8.1225957000624e-11,0.43736811288009647,76.950000000000003,0.0,0.0,0.0,2.6801160992808047e-05,9.4999943948071621,0.00029347822554607608,0.001349567510927752,0.00077834346268159835,2.6029883729578757e-06,5.993726377224661e-11,5.28718598710255e-05,0.17945658863074745,3.1051222533330674e-07,9.2158877514158187e-15,2.6455423998619492e-10,5.979841276531227e-07,0.80426614800291774,1.3743714464162816e-06,9.0163395675335745e-16,4.2770380954223618e-15,8.0250923401051761e-10,8.1541015054062281e-15,0.00063544056798669015,3.6754550924909345e-05,0.00056185273239113358,0.00056190381154355197,3.0837532065681599e-08,1.4732467526387167e-08,1.132517790999942e-06,3.0485451920488468e-05,3.3306902068566948e-09,7.9457967303297635e-10,1.02553168881048e-10,5.9860872356059796e-10,7.1238172128478799e-08,4.0851215919737318e-10,0.011234192016130965,2.1827461004791085e-15,9.5348463636074564e-16,5.9345418830585546e-06,1.6873532624674421e-06,4.5930259246427175e-07,0.0003290787629991882,0.00090518046563417109,3.5815763055655749e-10,5.6544346282509814e-10,5.7760051997721971e-11,5.3015675304269676e-11,3.1062871209679041e-12,1.243374496431317e-09,4.1374803258757376e-15,8.8073163854385914e-08,1.542793013928091e-14,8.754415464487613e-13,9.5051764378990393e-10,6.0703525007167192e-16,4.1058190661505562e-17,6.3426488866789206e-20,2.2478546706228774e-05,3.3491217376841628e-11,1.6319776801675881e-06,4.1750261873337547e-07,1.1521576342048427e-11,1.657484650550231e-09,2.3981395512280684e-11,6.3648199839886852e-11,5.4031568168422345e-12,2.9345389297671996e-11,2.9414995211787845e-19,9.0821380570550979e-11,8.134098286402562e-08,3.9033616314927473e-07,3.7700095121957091e-09,3.0059672391631333e-09,3.1981223923390018e-07,2.6230516924668431e-06,7.0596780254170698e-09,1.3681282857125728e-10,7.0597375554111276e-09,3.5065633018377141e-06,2.5273581327779393e-20,1.4993301957161863e-20,2.2875755219713625e-18,3.4869836504705676e-13,3.2536870834827129e-11,1.5545611569168327e-20,2.3750045441655505e-14,5.2771535535991555e-08,4.4026776788634657e-11
8.175158161003617e-11,0.4373681286199072,76.950000000000003,0.0,0.0,0.0,2.6277197423528246e-05,9.4999943977479937,0.00029347196670213583,0.001349363215637398,0.00077535451066224385,2.5929924280785501e-06,5.9928190694447575e-11,5.2827938700737869e-05,0.17934400712131707,3.1046520940981581e-07,9.1804967164409946e-15,2.6492432708500209e-10,6.0196749402770353e-07,0.80437619932537818,1.3743811663271301e-06,9.0149764280476654e-16,4.3062781534947593e-15,8.0961136385857207e-10,8.1679388401355533e-15,0.00063589908984664303,3.6613428273723421e-05,0.00056498982520491081,0.00056504121120843991,3.1009837794576761e-08,1.4814881530965458e-08,1.132672799250977e-06,3.0681270391834045e-05,3.3520951408066457e-09,7.9969532084873578e-10,1.0384136423484035e-10,6.0246951710724447e-10,7.1880089579845547e-08,4.1626958446753207e-10,0.011236580292665334,2.1968242859794829e-15,9.5963428565130643e-16,5.9270783467788912e-06,1.6871706557988794e-06,4.5889398264025081e-07,0.0003290415158548582,0.00090526083231187336,3.6461197675490121e-10,5.7064212826812966e-10,5.8270736855850403e-11,5.3456384064308894e-11,3.1513708471725495e-12,1.2514753427305483e-09,4.1995519902163489e-15,8.8182756288538575e-08,1.5662250544185164e-14,8.9176837274336033e-13,9.5170107603376345e-10,6.1918008254751558e-16,4.1881070005401682e-17,6.4770131895034461e-20,2.2662660394557935e-05,3.3535064144227381e-11,1.6338926772244302e-06,4.20769450966626e-07,1.1611749733888087e-11,1.6727456396011528e-09,2.4169150796819713e-11,6.4154255856908101e-11,5.4537035519491099e-12,2.961427959129239e-11,2.9648868786467431e-19,9.1491802890740491e-11,8.1940268988406184e-08,3.9079998919653313e-07,3.7911250916897176e-09,3.0063784697400086e-09,3.2024123629275904e-07,2.6298575809035778e-06,7.0610870260928565e-09,1.3756957191212572e-10,7.0611465635958697e-09,3.5438581001551727e-06,2.5510016542296691e-20,1.5133564793255406e-20,2.3302438676207514e-18,3.5663047511601121e-13,3.2789717184169885e-11,1.5666407945954906e-20,2.3934626536063166e-14,5.3377635763235014e-08,4.4670545609630448e-11
8.227720621944833e-11,0.43736814429928217,76.950000000000003,0.0,0.0,0.0,2.5791146562659159e-05,9.499994400662386,0.00029346569655242329,0.0013491589513772591,0.00077237703664674118,2.5830348697493394e-06,5.9919120747514765e-11,5.2785055127270367e-05,0.17923149033885552,3.1041820067110905e-07,9.1452413075447438e-15,2.6528957306261225e-10,6.059502535456516e-07,0.80448615860723993,1.3743908060378508e-06,9.0136150913211026e-16,4.3359589170522719e-15,8.1671688866827928e-10,8.1816347636529044e-15,0.00063634741835395098,3.647284590531943e-05,0.00056811487237571701,0.00056816656445567496,3.118148190136138e-08,1.4896979081468861e-08,1.1328276770774943e-06,3.0877055608978559e-05,3.3734964385141465e-09,8.0481009951609403e-10,1.0513275466393956e-10,6.0632965463154659e-10,7.2522567242892215e-08,4.2410782871592529e-10,0.011238966843467159,2.210900078769895e-15,9.6578289092751717e-16,5.9200806262304464e-06,1.6870098629909276e-06,4.5850215798188025e-07,0.00032900663401918309,0.00090533868357601935,3.7112443659694162e-10,5.7584561433182598e-10,5.8782165176277881e-11,5.3897296677685584e-11,3.1967757731624878e-12,1.2595748864132296e-09,4.2620825001921093e-15,8.8292345340943376e-08,1.5898642448669034e-14,9.0826713216374588e-13,9.5288446784203362e-10,6.314643656353974e-16,4.2714631454051556e-17,6.6132388126249266e-20,2.2846738740922829e-05,3.3578909287508056e-11,1.6357560752802814e-06,4.2403847742521595e-07,1.1701983690478906e-11,1.6880226883115111e-09,2.4357032195452807e-11,6.4660652163673945e-11,5.5043059948718555e-12,2.9883449028600382e-11,2.9882899633902028e-19,9.2162142426819616e-11,8.2539474882476307e-08,3.9125132630605614e-07,3.8121595930102751e-09,3.006789356335071e-09,3.2065877784369847e-07,2.63665249233441e-06,7.0624980218948229e-09,1.3832726338713454e-10,7.0625575668955765e-09,3.5811922666397591e-06,2.5746712263136054e-20,1.5273982161273383e-20,2.3733616068490976e-18,3.6467102813080237e-13,3.3042725726181413e-11,1.5787281795517245e-20,2.4119326035018297e-14,5.3984743437416295e-08,4.5319196105666003e-11
8.280283082886049e-11,0.4373681599184526,76.950000000000003,0.0,0.0,0.0,2.5340205407449579e-05,9.4999944035504402,0.00029345941592503425,0.0013489547181447746,0.00076941099655848677,2.5731155505575656e-06,5.9910040124553652e-11,5.2743133846186338e-05,0.17911903880757721,3.1037119911642913e-07,9.1101232291504994e-15,2.6565000963039745e-10,6.0993240642394158e-07,0.80459602788700801,1.3744003712464668e-06,9.0122429580412487e-16,4.362100227747083e-15,8.238256975446525e-10,8.1951900366393e-15,0.000636785832792261,3.6332801880666059e-05,0.00057122792002484981,0.00057127991741015517,3.1352466919351202e-08,1.497876138954641e-08,1.132982427413993e-06,3.107280759360024e-05,3.3948941023601458e-09,8.0992400960764157e-10,1.0642726530625373e-10,6.1018913656827024e-10,7.316559225150229e-08,4.3202690776385152e-10,0.011241351728249705,2.2249734790759241e-15,9.7193044202944498e-16,5.9135180143626281e-06,1.6868693900241178e-06,4.5812597410973306e-07,0.00032897399860283636,0.00090541414701175889,3.7769484147612822e-10,5.8105381133093897e-10,5.929432786238107e-11,5.4338404006084708e-11,3.2425016437450364e-12,1.267673126990672e-09,4.3250715184497917e-15,8.840193178128764e-08,1.6137109107943546e-14,9.2493806404841303e-13,9.5406782779125865e-10,6.4388835833311837e-16,4.3558929417480358e-17,6.751336836824245e-20,2.3030781263502559e-05,3.3622753108012057e-11,1.6375692786707378e-06,4.2730969649694522e-07,1.1792278167313875e-11,1.7033154439955295e-09,2.454503961541584e-11,6.5167388501510685e-11,5.5549629274629077e-12,3.015289146770438e-11,3.0117087571285856e-19,9.2832399516102011e-11,8.3138600973049684e-08,3.9169051405028352e-07,3.8331133265704541e-09,3.0071999065937351e-09,3.2106517181804595e-07,2.6434364704445275e-06,7.0639108408661345e-09,1.3908589864692731e-10,7.063970393353852e-09,3.6185646937886098e-06,2.5983663347551209e-20,1.5414551096258205e-20,2.416929365531524e-18,3.728203401442804e-13,3.3295896382990162e-11,1.5908232888353167e-20,2.4304143881632497e-14,5.4592833166949983e-08,4.5972731537891005e-11
8.332845543827266e-11,0.43736817547764945,76.950000000000003,0.0,0.0,0.0,2.4921777928940443e-05,9.4999944064122523,0.0002934531255869305,0.0013487505159371584,0.0007664563464900722,2.563234323656398e-06,5.9900979458818058e-11,5.2702105112563305e-05,0.17900665300958096,3.1032420474497277e-07,9.0751370210517669e-15,2.6600566827200335e-10,6.1391395286363782e-07,0.80470580904306777,1.3744098672297567e-06,9.0108879867003675e-16,4.3934288496819063e-15,8.3093768233523771e-10,8.208605787191173e-15,0.00063721460478457104,3.6193294257028429e-05,0.00057432901410762278,0.00057438131603076536,3.1522795372748218e-08,1.5060229662491101e-08,1.1331370529646407e-06,3.1268526366903385e-05,3.4162881346735627e-09,8.1503705168337179e-10,1.0772482207751961e-10,6.1404796334251317e-10,7.3809151986378775e-08,4.4002683281219971e-10,0.011243735002595821,2.2390444914403841e-15,9.780769634986607e-16,5.9073618047497439e-06,1.6867478446428953e-06,4.5776436481782941e-07,0.00032894349653955871,0.00090548734375009584,3.8432301914031665e-10,5.8626661168442405e-10,5.9807215877232548e-11,5.4779696981489252e-11,3.2885481997906768e-12,1.275770063981592e-09,4.3885187019995715e-15,8.8511516327292058e-08,1.6377653737778276e-14,9.4178140095173537e-13,9.5525116387849871e-10,6.5645231327973184e-16,4.4414018023146429e-17,6.8913183052538105e-20,2.3214787506279664e-05,3.3666595856117049e-11,1.6393336566047557e-06,4.305831066005881e-07,1.1882633120742804e-11,1.7186235609409324e-09,2.4733172965734729e-11,6.5674464617268083e-11,5.6056731556372873e-12,3.0422600888149709e-11,3.0351432622002473e-19,9.3502574497671496e-11,8.3737647686106291e-08,3.9211788352619957e-07,3.8539866016682727e-09,3.0076101275608372e-09,3.214607186552742e-07,2.6502095584550458e-06,7.0653253227622827e-09,1.3984547335422413e-10,7.0653848827265888e-09,3.6559743043673851e-06,2.6220862978101198e-20,1.5555267363157171e-20,2.4609477518073172e-18,3.8107871814378303e-13,3.3549229077471317e-11,1.6029261614405705e-20,2.448908001966859e-14,5.5201880091856198e-08,4.6631155165217139e-11
