Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520)
2.5782436469232387e-09,0.5145430007174935,76.950000000000003,0.0,0.0,0.0,1.273936115010597e-05,9.4999993789248176,0.0005122020574339156,0.0015741588025224935,2.5422002762188905e-07,9.9804044137394068e-10,6.7432078688623289e-11,9.8922532088079125e-06,0.060141135339149075,3.6222581690471663e-07,3.8594089561600373e-18,1.7516707598168451e-09,1.3160325867489526e-07,0.93443791506039131,4.3097476453242929e-06,1.1284072709493586e-15,6.0599172602337682e-16,1.6213264942029343e-10,0.0,0.00060086380139341092,7.946633838009552e-09,0.0021397111208607046,0.0021401469493524251,1.1185974627844105e-07,5.4845127654732199e-08,2.4866189946915213e-07,0.00056426771246459125,5.8710097425673161e-08,1.4387334824785199e-08,2.8620426211706416e-09,1.62299167291257e-08,1.2719510258168953e-06,1.3169976627423715e-07
2.5897431787661376e-09,0.5145430007794931,76.950000000000003,0.0,0.0,0.0,1.2683453358700931e-05,9.4999993791198083,0.0005120147935426194,0.0015719966223911252,2.4413420017922989e-07,9.584445572456543e-10,6.7339457594028125e-11,9.8477100733288074e-06,0.059806590479600678,3.6172828283277004e-07,3.7062922050778485e-18,1.7516747970781492e-09,1.3202251713304475e-07,0.93477252937051813,4.309836663952527e-06,1.1268573508770481e-15,6.0791893821193358e-16,1.6265628044625542e-10,0.0,0.00060108225626630783,7.6321365092523814e-09,0.0021397213396233449,0.0021401574148064199,1.1186028056986531e-07,5.4845389693778205e-08,2.4875095083440496e-07,0.00056642429347112354,5.8934486783264224e-08,1.4442328541935359e-08,2.862071526245982e-09,1.6291962729139297e-08,1.2768923255039622e-06,1.3182268488017165e-07
2.6012427106090364e-09,0.5145430008390568,76.950000000000003,0.0,0.0,0.0,1.2627876958173923e-05,9.4999993793130439,0.00051182758433047741,0.0015698374307798705,2.3444853845751783e-07,9.2041968116738825e-10,6.724696451868609e-11,9.8034316206097663e-06,0.059474033580346086,3.6123143644370226e-07,3.5592505209840301e-18,1.7516786698860083e-09,1.3244063830842052e-07,0.93510515636670077,4.3099254328879632e-06,1.1253095730771111e-15,6.0984092209588707e-16,1.6317849089349645e-10,0.0,0.00060129941370057956,7.3301169425901758e-09,0.0021397311481604672,0.00214016746603438,1.1186079341259178e-07,5.4845641213496337e-08,2.4883947331305072e-07,0.00056857789483415601,5.9158566113166806e-08,1.4497246276983762e-08,2.8620992776106329e-09,1.6353923003260409e-08,1.281826798036794e-06,1.3194362036661858e-07
2.6127422424519353e-09,0.5145430008962816,76.950000000000003,0.0,0.0,0.0,1.2572629979621154e-05,9.4999993795045903,0.00051164042986627696,0.0015676812235564592,2.2514716532292103e-07,8.8390348120040017e-10,6.7154599285570052e-11,9.7594162778246016e-06,0.059143452828299754,3.6073527678657428e-07,3.4180428671102653e-18,1.7516823849406391e-09,1.3285762534544865e-07,0.93543580785778635,4.3100139533751665e-06,1.1237639345871789e-15,6.1175769213103834e-16,1.6369928469093411e-10,0.0,0.00060151528140575878,7.0400800668787953e-09,0.0021397405628422487,0.0021401771194708209,1.1186128566253709e-07,5.4845882633663054e-08,2.4892747004779434e-07,0.00057072852067052086,5.9382335843724158e-08,1.455208813490948e-08,2.8621259211856864e-09,1.6415797669930416e-08,1.2867544528480973e-06,1.3206260421826602e-07
2.624241774294834e-09,0.5145430009512605,76.950000000000003,0.0,0.0,0.0,1.2517710465839198e-05,9.4999993796945024,0.00051145333021825111,0.0015655279965943374,2.1621483359034709e-07,8.4883609851771668e-10,6.70623617178982e-11,9.7156624814933753e-06,0.058814836480573174,3.6023980291176471e-07,3.2824377701781695e-18,1.7516859486691949e-09,1.3327348137946695e-07,0.93576449558245134,4.3101022266504458e-06,1.122220432448987e-15,6.1366926273141166e-16,1.6421866575610041e-10,0.0,0.00060172986704556594,6.7615504536445051e-09,0.00213974959938782,0.0021401863908981997,1.1186175814157761e-07,5.4846114357360127e-08,2.4901494416266592e-07,0.0005728761750913681,5.9605796402688488e-08,1.4606854220546736e-08,2.8621515010685186e-09,1.6477586847427248e-08,1.291675299357559e-06,1.3217966744043071e-07
2.635741306137733e-09,0.5145430010040826,76.950000000000003,0.0,0.0,0.0,1.2463116471255391e-05,9.4999993798828335,0.0005112662854540801,0.0015633777457726584,2.076369010292795e-07,8.1516004927970469e-10,6.6970251639133894e-11,9.6721686774268336e-06,0.058488172864057823,3.5974501387096877e-07,3.1522129409534418e-18,1.7516893672368975e-09,1.3368820953676051e-07,0.9360912312096169,4.310190253941915e-06,1.1206790637083729e-15,6.1557564826941837e-16,1.6473663799518765e-10,0.0,0.00060194317823818188,6.494071537731539e-09,0.0021397582728911227,0.0021401952954727813,1.1186221163890169e-07,5.4846336771637792e-08,2.4910189876313156e-07,0.0005750208622021752,5.9828948217222085e-08,1.4661544638585169e-08,2.8621760596051238e-09,1.6539290653865737e-08,1.296589346971869e-06,1.3229484056552232e-07
2.6472408379806318e-09,0.514543001054834,76.950000000000003,0.0,0.0,0.0,1.2408846061858728e-05,9.4999993800696405,0.00051107929564089642,0.0015612304669762754,1.9939930636129613e-07,7.8282013040287827e-10,6.6878268872985068e-11,9.628933320671216e-06,0.058163450375010514,3.5925090871719593e-07,3.0271549098551098e-18,1.751692646557717e-09,1.3410181293459641e-07,0.93641602633886378,4.3102780364695455e-06,1.1191398254152679e-15,6.1747686307601588e-16,1.652532053030932e-10,0.0,0.00060215522255651689,6.2372048688716275e-09,0.0021397665978457356,0.0021402038477494872,1.1186264691230769e-07,5.4846550248151322e-08,2.4918833693620389e-07,0.00057716258610275334,6.0051791713897947e-08,1.4716159493569986e-08,2.8621996374595827e-09,1.660090920719774e-08,1.3014966050847357e-06,1.3240815365945557e-07
2.6587403698235306e-09,0.514543001103597,76.950000000000003,0.0,0.0,0.0,1.2354897315131104e-05,9.4999993802549785,0.00051089236084528647,0.0015590861560957332,1.9148854620992168e-07,7.5176332906746816e-10,6.6786413243404022e-11,9.5859548754533694e-06,0.05784065747864111,3.5875748650476817e-07,2.9070586770225195e-18,1.7516957923046157e-09,1.3451429468125861e-07,0.93673889250084474,4.3103655754452323e-06,1.1176027146236922e-15,6.1937292144086944e-16,1.6576837156346376e-10,0.0,0.00060236600752848143,5.9905293929486676e-09,0.0021397745881687217,0.0021402120617057567,1.1186306468945083e-07,5.4846755143772599e-08,2.4927426175055135e-07,0.00057930135088725561,6.0274327318700483e-08,1.4770698889902167e-08,2.8622222736807854e-09,1.6662442625212405e-08,1.306397083076903e-06,1.3251963632800906e-07
2.6702399016664294e-09,0.5145430011504506,76.950000000000003,0.0,0.0,0.0,1.2301268319979008e-05,9.4999993804388918,0.00051070548113329572,0.0015569448090272603,1.8389165296503041e-07,7.2193873581541825e-10,6.6694684574586906e-11,9.5432318151261972e-06,0.057519782708702921,3.5826474628931728e-07,2.7917273762664563e-18,1.751698809919375e-09,1.3492565787608205e-07,0.93705984115769392,4.3104528720728582e-06,1.1160677283917463e-15,6.2126383761250582e-16,1.6628214064873903e-10,0.0,0.00060257554063725236,5.7536407617803029e-09,0.0021397822572235279,0.0021402199507644529,1.1186346566904024e-07,5.4846951801177167e-08,2.4935967625660751e-07,0.0005814371606441851,6.0496555457026556e-08,1.4825162931838664e-08,2.8622440057664997e-09,1.6723891025536372e-08,1.3112907903161695e-06,1.3262931772313087e-07
2.6817394335093283e-09,0.5145430011954707,76.950000000000003,0.0,0.0,0.0,1.2247957176665614e-05,9.4999993806214338,0.00051051865657042992,0.0015548064216727609,1.765961735255116e-07,6.932974610963507e-10,6.6603082690973592e-11,9.5007626221144273e-06,0.057200814667085299,3.5777268712778441e-07,2.6809719523535159e-18,1.7517017046220187e-09,1.3533590560948617e-07,0.9373788837034337,4.3105399275483388e-06,1.1145348637816098e-15,6.2314962579847076e-16,1.6679451642019482e-10,0.0,0.00060278382932153957,5.5261506702849512e-09,0.0021397896178419668,0.0021402275278158745,1.1186385052198884e-07,5.4847140549408181e-08,2.4944458348667945e-07,0.00058357001945640214,6.0718476553686122e-08,1.487955172349261e-08,2.8622648697249066e-09,1.6785254525634031e-08,1.3161777361574068e-06,1.3273722654918777e-07
2.693238965352227e-09,0.5145430012387304,76.950000000000003,0.0,0.0,0.0,1.219496199674326e-05,9.4999993808026488,0.00051033188722166001,0.0015526709899398076,1.6959014888535272e-07,6.6579255512469669e-10,6.651160741724708e-11,9.4585457878607002e-06,0.056883742023408762,3.5728130807841668e-07,2.5746108510947078e-18,1.751704481419854e-09,1.3574504096300848e-07,0.93769603146438041,4.3106267430596972e-06,1.1130041178595302e-15,6.250303001654805e-16,1.6730550272798609e-10,0.0,0.00060299088097584975,5.3076862199477545e-09,0.0021397966823453458,0.0021402348052388782,1.1186421989251749e-07,5.4847321704417865e-08,2.4952898645505528e-07,0.00058569993140113283,6.0940091032903036e-08,1.4933865368833492e-08,2.8622849001336998e-09,1.6846533242807687e-08,1.3210579299425739e-06,1.3284339106915908e-07
2.704738497195126e-09,0.5145430012802997,76.950000000000003,0.0,0.0,0.0,1.2142280902986342e-05,9.4999993809825813,0.00051014517315142488,0.0015505385097416315,1.6286209452967505e-07,6.3937893091661529e-10,6.6420258578333208e-11,9.4165798127719856e-06,0.05656855351462256,3.5679060820076554e-07,2.4724697217302538e-18,1.7517071451161446e-09,1.3615306700933716e-07,0.93801129569954544,4.3107133197871043e-06,1.1114754876958182e-15,6.2690587483957332e-16,1.6781510341118832e-10,0.0,0.00060319670295074955,5.097889307541968e-09,0.00213980346256473,0.0021402417949211773,1.1186457439921469e-07,5.4847495569587369e-08,2.4961288815811132e-07,0.00058782690054997558,6.1161399318315887e-08,1.498810397168735e-08,2.8623041301968379e-09,1.6907727294197823e-08,1.32593138100074e-06,1.3294783911077283e-07
2.7162380290380248e-09,0.5145430013202458,76.950000000000003,0.0,0.0,0.0,1.2089912029324627e-05,9.499999381161274,0.00050995851442363382,0.0015484089769971171,1.5640098160858683e-07,6.1401329038054269e-10,6.6329035999400415e-11,9.3748632061663195e-06,0.056255237944604561,3.5630058655568563e-07,2.3743811311227397e-18,1.7517097003184253e-09,1.3655998681234409e-07,0.93832468760103516,4.3107996589029538e-06,1.1099489703648454e-15,6.2877636390625993e-16,1.6832332229783942e-10,0.0,0.00060340130255312561,4.8964160381037613e-09,0.0021398099698604271,0.0021402485082788253,1.1186491463605546e-07,5.4847662436226356e-08,2.4969629157441826e-07,0.00058995093096890971,6.138240183297879e-08,1.5042267635736984e-08,2.8623225917990507e-09,1.6968836796783312e-08,1.330798098648097e-06,1.3305059807258444e-07
2.7277375608809236e-09,0.5145430013586335,76.950000000000003,0.0,0.0,0.0,1.2037853520776908e-05,9.4999993813387675,0.00050977191110167079,0.0015462823876307918,1.5019621885799152e-07,5.8965405334020802e-10,6.6237939505859164e-11,9.3333944862198321e-06,0.055943784183763508,3.5581124220533197e-07,2.2801842892900702e-18,1.751712151446485e-09,1.3696580342711635e-07,0.93863621829445043,4.3108857615719099e-06,1.1084245629450329e-15,6.3064178141066868e-16,1.6883016320498076e-10,0.0,0.00060360468704644533,4.7029361611981324e-09,0.0021398162151406827,0.0021402549562749276,1.1186524117337857e-07,5.4847822584052324e-08,2.4977919966484771e-07,0.00059207202671830261,6.160309899936204e-08,1.5096356464522132e-08,2.8623403155581808e-09,1.7029861867381597e-08,1.3356580921879812e-06,1.3315169492999615e-07
2.7392370927238224e-09,0.5145430013955243,76.950000000000003,0.0,0.0,0.0,1.1986103533385128e-05,9.4999993815151047,0.00050958536324839708,0.0015441587375728204,1.4423763523771643e-07,5.6626128937377012e-10,6.6146968923361962e-11,9.2921721799141338e-06,0.055634181168643722,3.553225742131596e-07,2.1897247858283288e-18,1.7517145027400146e-09,1.3737051989998875e-07,0.93894589883927904,4.3109716289509578e-06,1.1069022625188523e-15,6.325021413576966e-16,1.6933562993869773e-10,0.0,0.00060380686365101401,4.5171325295518207e-09,0.0021398222088796371,0.0021402611494376177,1.1186555455882579e-07,5.4847976281651208e-08,2.4986161537267647e-07,0.00059419019185291808,6.1823491239353252e-08,1.5150370561439691e-08,2.8623573308754606e-09,1.7090802622648983e-08,1.3405113709108881e-06,1.3325115624121761e-07
2.7507366245667213e-09,0.5145430014309783,76.950000000000003,0.0,0.0,0.0,1.1934660234148828e-05,9.4999993816903174,0.00050939887092615454,0.001542038022758994,1.385154632584989e-07,5.4379665235733838e-10,6.6056124077802399e-11,9.2511948229839784e-06,0.055326417901532095,3.5483458164391831e-07,2.1028543367924557e-18,1.7517167582659532e-09,1.3777413926857467e-07,0.93925374022929076,4.3110572621894756e-06,1.1053820661728086e-15,6.3435745771214785e-16,1.6983972629415976e-10,0.0,0.00060400783954423236,4.3387005791657884e-09,0.0021398279611345734,0.0021402670978773138,1.1186585531824314e-07,5.4848123786919421e-08,2.4994354162369165e-07,0.00059630543042192335,6.2043578974257747e-08,1.5204310029743861e-08,2.8623736659837833e-09,1.7151659179080772e-08,1.3453579440944903e-06,1.3334900815316671e-07
2.76223615640962e-09,0.5145430014650524,76.950000000000003,0.0,0.0,0.0,1.1883521800960025e-05,9.4999993818644484,0.00050921243419676891,0.0015399202391307262,1.3302032297050006e-07,5.2222331760558105e-10,6.5965404795315524e-11,9.2104609598652438e-06,0.055020483450067388,3.5434726356365518e-07,2.0194305416198229e-18,1.7517189219255255e-09,1.3817666456179749e-07,0.93955975339292674,4.3111426624292781e-06,1.1038639709974478e-15,6.3620774439888094e-16,1.7034245605566005e-10,0.0,0.00060420762186084997,4.1673478300550081e-09,0.0021398334815624781,0.0021402728113032892,1.1186614395654739e-07,5.4848265347488885e-08,2.5002498132629438e-07,0.00059841774646889718,6.2263362624799609e-08,1.5258174972546424e-08,2.8623893479940687e-09,1.7212431653011591e-08,1.3501978210036584e-06,1.3344527640730922e-07
2.773735688252519e-09,0.5145430014978019,76.950000000000003,0.0,0.0,0.0,1.1832686422538479e-05,9.4999993820375259,0.00050902605312155261,0.0015378053826350423,1.2774320658709838e-07,5.0150592150637156e-10,6.5874810902276824e-11,9.1699691436432375e-06,0.05471636694685194,3.5386061903970932e-07,1.939316649698223e-18,1.751720997460999e-09,1.3857809879992153e-07,0.93986394919368865,4.311227830804671e-06,1.1023479740873412e-15,6.3805301530294875e-16,1.7084382299665472e-10,0.0,0.00060440621769322037,4.0027934067971845e-09,0.0021398387794359392,0.0021402782990395932,1.1186642095855666e-07,5.4848401201134255e-08,2.501059373716034e-07,0.00060052714403183735,6.2482842611122347e-08,1.5311965492816819e-08,2.8624044029397922e-09,1.7273120160615463e-08,1.3550310108904734e-06,1.3353998634543869e-07
2.7852352200954178e-09,0.5145430015292788,76.950000000000003,0.0,0.0,0.0,1.1782152298367319e-05,9.4999993822095909,0.00050883972776130757,0.0015356934492245715,1.226754637187575e-07,4.8161050355052607e-10,6.578434222530247e-11,9.1297179360012882e-06,0.054414057589065555,3.5337464714071162e-07,1.8623813361956511e-18,1.7517229884621615e-09,1.3897844499458215e-07,0.94016633843052266,4.3113127684425149e-06,1.1008340725410845e-15,6.3989328426974054e-16,1.7134383087980173e-10,0.0,0.00060460363409155162,3.8447675781043913e-09,0.0021398438636584232,0.0021402835700403289,1.1186668678978996e-07,5.4848531576165135e-08,2.5018641263355719e-07,0.00060263362714316801,6.2702019352789835e-08,1.5365681693382472e-08,2.8624188558197386e-09,1.7333724817906184e-08,1.3598575229942483e-06,1.3363316291539401e-07
2.7967347519383166e-09,0.5145430015595343,76.950000000000003,0.0,0.0,0.0,1.1731917638629069e-05,9.4999993823806665,0.00050865345817632953,0.0015335844348575421,1.1780878719276253e-07,4.6250445066159382e-10,6.5693998591248477e-11,9.0897059071696716e-06,0.054113544638081906,3.5288934693658269e-07,1.7884984867843447e-18,1.7517248983725366e-09,1.3937770614881639e-07,0.94046693183820573,4.3113974764622687e-06,1.0993222634612902e-15,6.4172856510511723e-16,1.7184248345699916e-10,0.0,0.00060479987806415746,3.6930113146629363e-09,0.0021398487427789388,0.0021402886329043394,1.1186694189723306e-07,5.4848656691801699e-08,2.5026640996901689e-07,0.00060473719982974817,6.2920893268786908e-08,1.541932367692887e-08,2.8624327306390731e-09,1.7394245740737425e-08,1.3646773665415436e-06,1.3372483067671676e-07
2.8082342837812154e-09,0.5145430015886171,76.950000000000003,0.0,0.0,0.0,1.168198066414206e-05,9.49999938255079,0.00050846724442640953,0.0015314783354977689,1.1313519943558007e-07,4.4415644373445107e-10,6.5603779827210574e-11,9.0499316358747953e-06,0.053814817419086905,3.5240471749852962e-07,1.7175469909062529e-18,1.7517267304953441e-09,1.3977588525709245e-07,0.94076574008772451,4.3114819559760522e-06,1.0978125439545792e-15,6.4355887157555043e-16,1.7233978446942314e-10,0.0,0.00060499495657770634,3.5472758645165715e-09,0.0021398534250061181,0.0021402934958892963,1.118671867100752e-07,5.4848776758535916e-08,2.503459322178668e-07,0.00060683786611287808,6.3139464777520205e-08,1.5472891545999807e-08,2.8624460504487746e-09,1.7454683044802969e-08,1.3694905507461841e-06,1.3381501380624535e-07
2.8197338156241143e-09,0.5145430016165735,76.950000000000003,0.0,0.0,0.0,1.1632339606297217e-05,9.499999382719988,0.00050828108657083868,0.0015293751471146505,1.0864703939551816e-07,4.2653640629505622e-10,6.5513685760524011e-11,9.0103937092887392e-06,0.053517865320699666,3.5192075789904679e-07,1.6494105432409954e-18,1.7517284879992188e-09,1.4017298530533954e-07,0.94106277378665593,4.3115662080886951e-06,1.0963049111315827e-15,6.4538421740826038e-16,1.7283573764756572e-10,0.0,0.00060518887655746853,3.4073223452970325e-09,0.0021398579182217445,0.0021402981669252424,1.1186742164041649e-07,5.4848891978478629e-08,2.5042498220311602e-07,0.00060893563000830823,6.3357734296819143e-08,1.5526385402997616e-08,2.8624588373835118e-09,1.7515036845637014e-08,1.3742970848092806e-06,1.3390373610364846e-07
2.831233347467013e-09,0.5145430016434485,76.950000000000003,0.0,0.0,0.0,1.1582992706995205e-05,9.4999993828882943,0.00050809498466840926,0.0015272748656831579,1.0433694998424999e-07,4.0961545519720585e-10,6.5423716218763001e-11,8.9710907229790468e-06,0.053222677794595406,3.5143746721191203e-07,1.5839774530508843e-18,1.7517301739236961e-09,1.4056900927097738e-07,0.94135804347954333,4.3116502338977896e-06,1.0947993621069296e-15,6.4720461629134923e-16,1.7333034671127182e-10,0.0,0.00060538164488756143,3.2729213526334369e-09,0.0021398622299937369,0.0021403026536275828,1.1186764708394641e-07,5.4849002545692206e-08,2.5050356273099852e-07,0.00061103049552624583,6.3575702243936467e-08,1.5579805350183288e-08,2.8624711126980102e-09,1.7575307258614295e-08,1.3790969779192414e-06,1.3399102099689554e-07
2.842732879309912e-09,0.5145430016692852,76.950000000000003,0.0,0.0,0.0,1.1533938218583969e-05,9.4999993830557337,0.00050790893877741957,0.0015251774871838277,1.0019786601661368e-07,3.9336585327547132e-10,6.5333871029740323e-11,8.9320212808588485e-06,0.052929244355130897,3.5095484451218478e-07,1.5211404610904655e-18,1.751731791184472e-09,1.4096396012294469e-07,0.94165155964827119,4.311734034493745e-06,1.0932958939992412e-15,6.490200818739323e-16,1.7382361536977636e-10,0.0,0.00060557326841119657,3.1438525840986365e-09,0.002139866367588623,0.0021403069633095764,1.1186786342059617e-07,5.4849108646510508e-08,2.5058167659107278e-07,0.00061312246667136292,6.3793369035549109e-08,1.5633151489676689e-08,2.8624828968019861e-09,1.7635494398950312e-08,1.3838902392517933e-06,1.3407689154766558e-07
2.8542324111528108e-09,0.5145430016941251,76.950000000000003,0.0,0.0,0.0,1.1485174403796651e-05,9.4999993832223293,0.00050772294895567538,0.0015230830076027554,9.6223002628918967e-08,3.7776096387670285e-10,6.52441500215071e-11,8.8931839951372662e-06,0.052637554578971894,3.5047288887620485e-07,1.4607965637804588e-18,1.7517333425784513e-09,1.4135784082172875e-07,0.94194333271243746,4.3118176109598358e-06,1.0917945039311281e-15,6.5083062776627384e-16,1.7431554732174068e-10,0.0,0.00060576375393091991,3.0199044780760618e-09,0.0021398703379835152,0.002140311102994319,1.1186807101516495e-07,5.4849210459845992e-08,2.5065932655632069e-07,0.00061521154744280414,6.4010735087758987e-08,1.5686423923456771e-08,2.8624942092936858e-09,1.7695598381701586e-08,1.3886768779699986e-06,1.3416137045669311e-07
2.8657319429957096e-09,0.5145430017180077,76.950000000000003,0.0,0.0,0.0,1.1436699535689852e-05,9.4999993833881113,0.00050753701526049411,0.0015209914229315862,9.2405844156774897e-08,3.6277520719556457e-10,6.5154553022352566e-11,8.8545774862701143e-06,0.052347598104722913,3.4999159938159083e-07,1.4028468443578581e-18,1.7517348307885888e-09,1.4175065431939328e-07,0.94223337302972399,4.3119009643722573e-06,1.0902951890291841e-15,6.5263626753991742e-16,1.7480614625528869e-10,0.0,0.00060595310820885453,2.9008738669550739e-09,0.0021398741478776107,0.0021403150794262597,1.1186827021792108e-07,5.4849308157484683e-08,2.5073651538324656e-07,0.00061729774183419352,6.4227800816093838e-08,1.573962275336175e-08,2.8625050689921016e-09,1.7755619321765861e-08,1.393456903224271e-06,1.3424448006905258e-07
2.8772314748386084e-09,0.514543001740971,76.950000000000003,0.0,0.0,0.0,1.1388511897582279e-05,9.4999993835530994,0.00050735113774870672,0.0015189027291675091,8.874013345420664e-08,3.4838401834252228e-10,6.5065079860803563e-11,8.8162003829108987e-06,0.052059364632559162,3.4951097510723802e-07,1.3471963107254037e-18,1.7517362583885319e-09,1.4214240355960728e-07,0.94252169089626359,4.3119840958001768e-06,1.0887979464239798e-15,6.5443701472781526e-16,1.7529541584804299e-10,0.0,0.0006061413379669418,2.7865656440863072e-09,0.0021398778037032395,0.0021403188990822522,1.1186846136517972e-07,5.4849401904369364e-08,2.5081324581197433e-07,0.00061938105383364318,6.4444566635507876e-08,1.5792748081089313e-08,2.8625154939679086e-09,1.7815557333882312e-08,1.3982303241523957e-06,1.3432624237937969e-07
2.8887310066815073e-09,0.5145430017630519,76.950000000000003,0.0,0.0,0.0,1.1340609782993752e-05,9.4999993837173218,0.00050716531647666244,0.0015168169223132464,8.5219861636552225e-08,3.3456380707554719e-10,6.4975730365624192e-11,8.7780513218620989e-06,0.051772843923860688,3.4903101513331576e-07,1.2937537397346249e-18,1.7517376278470751e-09,1.4253309147767273e-07,0.94280829654700637,4.3120670063057812e-06,1.0873027732500555e-15,6.562328828244572e-16,1.7578335976716012e-10,0.0,0.00060632844988717835,2.6767924439510662e-09,0.0021398813116364642,0.0021403225681821776,1.1186864477985701e-07,5.4849491858871369e-08,2.5088952056634555e-07,0.00062146148742375968,6.4661032960382747e-08,1.5845800008196782e-08,2.8625255015731733e-09,1.7875412532631769e-08,1.4029971498795439e-06,1.3440667903703127e-07
2.900230538524406e-09,0.5145430017842852,76.950000000000003,0.0,0.0,0.0,1.129299149558458e-05,9.4999993838807963,0.00050697955150022891,0.00151473399837705,8.1839258230325429e-08,3.2129191912952595e-10,6.4886504365815591e-11,8.7401289480267501e-06,0.05148802580084863,3.4855171854126736e-07,1.2424315276471868e-18,1.7517389415324344e-09,1.4292272100055254e-07,0.94309320015608411,4.3121496969443338e-06,1.0858096666459203e-15,6.5802388528599933e-16,1.7626998166936601e-10,0.0,0.00060651445061185485,2.5713743350204867e-09,0.0021398846776072718,0.0021403260926991332,1.1186882077200308e-07,5.4849578173052037e-08,2.5096534235401585e-07,0.0006235390465816527,6.4877200204528139e-08,1.589877863610133e-08,2.8625351084698787e-09,1.7935185032436929e-08,1.4077573895182916e-06,1.3448581135118265e-07
2.911730070367305e-09,0.5145430018047051,76.950000000000003,0.0,0.0,0.0,1.1245655349095285e-05,9.4999993840435497,0.00050679384287479769,0.0015126539533726886,7.8592781713897864e-08,3.0854659907998339e-10,6.4797401690615514e-11,8.702431914360301e-06,0.051204900146223753,3.4807308441380644e-07,1.1931455465294062e-18,1.7517402017163444e-09,1.4331129504689838e-07,0.94337641183717025,4.3122321687642132e-06,1.0843186237540394e-15,6.5981003553039049e-16,1.7675528520099088e-10,0.0,0.00060669934674379149,2.4701385248009595e-09,0.0021398879073093492,0.0021403294783692308,1.1186898963931308e-07,5.4849660992913311e-08,2.5104071386655123e-07,0.00062561373527894148,6.5093068781182628e-08,1.5951684066080152e-08,2.8625443306573339e-09,1.7994874947562572e-08,1.4125110521686353e-06,1.3456366029586305e-07
2.9232296022102038e-09,0.5145430018243435,76.950000000000003,0.0,0.0,0.0,1.1198599667286695e-05,9.4999993842055979,0.00050660819065528569,0.0015105767833194456,7.5475110433493259e-08,2.9630695468024389e-10,6.4708422169498015e-11,8.6649588818227649e-06,0.050923456902806981,3.4759511183491647e-07,1.1458150063445362e-18,1.7517414105779905e-09,1.4369881652707778e-07,0.9436579416438392,4.3123144228069727e-06,1.0828296417208345e-15,6.6159134693749881e-16,1.7723927399800394e-10,0.0,0.00060688314484657235,2.3729190765823331e-09,0.0021398910062094757,0.0021403327307009954,1.1186915166761817e-07,5.484974045863857e-08,2.5111563777952335e-07,0.00062768555748176323,6.5308639103014539e-08,1.6004516399270676e-08,2.8625531834984734e-09,1.8054482392115767e-08,1.4172581469180124e-06,1.3464024651492937e-07
2.9347291340531026e-09,0.5145430018432322,76.950000000000003,0.0,0.0,0.0,1.1151822783880392e-05,9.4999993843669639,0.00050642259489613872,0.0015085024842421068,7.2481133879604016e-08,2.8455292261356927e-10,6.4619565632173074e-11,8.6277085193311574e-06,0.050643686073182197,3.4711779988984793e-07,1.1003623225167414e-18,1.7517425702077794e-09,1.4408528834320155e-07,0.94393779956992474,4.3123964601073867e-06,1.0813427176966749e-15,6.63367832849235e-16,1.7772195168604776e-10,0.0,0.00060706585144477878,2.2795566374245556e-09,0.0021398939795565452,0.0021403358549843959,1.1186930713135743e-07,5.4849816704824042e-08,2.5119011675260488e-07,0.00062975451715078048,6.5523911582122513e-08,1.6057275736670736e-08,2.8625616817451362e-09,1.8114007480046111e-08,1.4219986828413142e-06,1.3471559032697843e-07
2.9462286658960014e-09,0.5145430018614003,76.950000000000003,0.0,0.0,0.0,1.1105323042499517e-05,9.499999384527662,0.00050623705565133379,0.0015064310521709561,6.9605944309528395e-08,2.7326523560413245e-10,6.4530831908586407e-11,8.5906795037122112e-06,0.050365577719341095,3.4664114766511782e-07,1.0567129887496794e-18,1.7517436826109586e-09,1.4447071338915051e-07,0.94421599554987434,4.3124782816934973e-06,1.0798578488358748e-15,6.6513950656967857e-16,1.7820332188047238e-10,0.0,0.00060724747302422113,2.1898981769368512e-09,0.002139896832390225,0.0021403388562995155,1.1186945629403053e-07,5.4849889860700802e-08,2.5126415342966431e-07,0.00063182061824118801,6.573888663003662e-08,1.6109962179138787e-08,2.8625698395623252e-09,1.8173450325145936e-08,1.4267326690009072e-06,1.3478971173019766e-07
