Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978)
7.143593104055703e-14,0.351389192217965,76.950000000000003,0.0,0.0,0.0,0.99781458217542784,9.4999999969913276,1.4164077253394405e-06,1.5864425832816914e-05,1.5861544358862785e-05,2.1511493429564009e-09,1.0308975569421375e-12,0.0018232751201831753,7.2039592314527781e-05,8.5649270055933926e-10,8.5341147749681148e-18,3.5015238420483932e-17,7.7600827300571238e-15,0.00025342444470851646,9.5131935285087007e-11,2.7237697725217899e-18,1.3955469512268755e-18,5.6377643555642396e-21,0.0,1.2309362622877414e-10,1.6395998070005755e-09,4.1736387029457465e-12,4.1737540528634602e-12,9.5410837828032255e-17,1.9939079886553916e-17,5.8215344579798803e-12,5.590627835307252e-11,3.1713541916702723e-15,3.2867165593769383e-16,1.265164517836512e-29,1.769485602677694e-17,1.0857406391035862e-16,1.1343798939603241e-29,3.0847775454006905e-06,7.4177563146632103e-23,3.3368070715922218e-23,1.0935665475865424e-08,3.1501273140233378e-09,4.2153787793516739e-07,1.0955821655552995e-08
7.601226907801397e-14,0.3513891922164074,76.950000000000003,0.0,0.0,0.0,0.99767496105619458,9.499999996602833,1.5070402087661878e-06,1.687831679438856e-05,1.6875050204141046e-05,2.4330712227256679e-09,1.0967975376545789e-12,0.001919869009065357,8.0997221096796047e-05,9.6299667845873833e-10,9.652580523970215e-18,4.3889569678125738e-17,9.2760369648386532e-15,0.00028493626315700374,1.0769166538371808e-10,3.0624696704446714e-18,1.572985874872482e-18,7.1816356360652923e-21,0.0,1.4751269040231408e-10,1.8560031036208756e-09,5.0274465300215998e-12,5.027592280545971e-12,1.2035790494899712e-16,2.5392619422536883e-17,6.9289403348717943e-12,6.3395434514005725e-11,3.7524393131767216e-15,3.9231224146182207e-16,1.9532081293349641e-29,2.2464002910575313e-17,1.3253514397107959e-16,1.7513614129359317e-29,3.4683587064541151e-06,9.4907457547080344e-23,4.2505334173451882e-23,1.306771893742467e-08,3.7636161199680207e-09,4.7217600865026344e-07,1.3093491173772008e-08
8.058860711547091e-14,0.35138919221475984,76.950000000000003,0.0,0.0,0.0,0.99753538255421004,9.4999999961918711,1.5976599989815995e-06,1.7891918157626556e-05,1.7888241866542842e-05,2.7320282754147608e-09,1.162678695265932e-12,0.0020143330992354064,9.0411990884430428e-05,1.0749362540234674e-09,1.0838630629134878e-17,5.4296032964208184e-17,1.0968299896486913e-14,0.00031805628879645153,1.2102741141056415e-10,3.4184557553394254e-18,1.7596748577052066e-18,9.0165403930137766e-21,0.0,1.7486363488608153e-10,2.0857617168227292e-09,5.9902986271786455e-12,5.9904801664183205e-12,1.4966689644763144e-16,3.1872343228728939e-17,8.1579142447063934e-12,7.1363587685651259e-11,4.3929068211139359e-15,4.6322594841280404e-16,2.9398102582464538e-29,2.8108285430737101e-17,1.5992515875891839e-16,2.6361025592735043e-29,3.8715176008159286e-06,1.1958118674073747e-22,5.33454706844527e-23,1.5446502386355225e-08,4.4479317577184844e-09,5.2508054177989086e-07,1.5478965679036593e-08
8.516494515292786e-14,0.3513891922130233,76.950000000000003,0.0,0.0,0.0,0.99739584616198851,9.4999999957586088,1.6882670998355126e-06,1.8905230168320509e-05,1.8901119529453129e-05,3.047967091534448e-09,1.2285410457522833e-12,0.0021067139371547029,0.00010027381961158878,1.1921914492201197e-09,1.2092053196766524e-17,6.6387628300877279e-17,1.284457815249534e-14,0.00035274905848558071,1.3513874930299895e-10,3.7913464752999774e-18,1.9554047148936359e-18,1.1175163780276351e-20,0.0,2.0529047696466869e-10,2.3288658482226308e-09,7.0687205830486153e-12,7.0689438344545045e-12,1.8375826016708332e-16,3.9493145722254559e-17,9.5125579636173215e-12,7.9811612268004289e-11,5.0942540127563766e-15,5.417115990068463e-16,4.3259013702772948e-29,3.4720488657573597e-17,1.9099519850633995e-16,3.8791392701248804e-29,4.2938227780508174e-06,1.48633012734442e-22,6.6071918983281339e-23,1.8082531501533068e-08,5.2060627024110575e-09,5.8016461267927842e-07,1.8122883035536101e-08
8.97412831903848e-14,0.3513891922111983,76.950000000000003,0.0,0.0,0.0,0.99725635138307245,9.4999999953032237,1.7788615151321675e-06,1.9918253068605349e-05,1.9913683375044612e-05,3.3808344149331809e-09,1.2943846048521641e-12,0.0021970570520753628,0.00011057284555505124,1.3146448873089434e-09,1.3412636941512562e-17,8.0322087014160608e-17,1.4912306699697908e-14,0.00038897988412620938,1.5002525483139286e-10,4.1807685510058557e-18,2.1599712539275338e-18,1.3691560824152047e-20,0.0,2.3893402645666269e-10,2.5853056120040222e-09,8.2692331612836007e-12,8.2695045972674227e-12,2.2306128346592126e-16,4.8374700358332827e-17,1.0996692763459821e-11,8.8740285510788201e-11,5.8578502369176541e-15,6.2805586529855767e-16,6.238022897337728e-29,4.2396419014764597e-17,2.259975703690396e-16,5.5939874421755568e-29,4.7348522267570674e-06,1.8251214559757759e-22,8.087422943924732e-23,2.0985906689471766e-08,6.0408755171461448e-09,6.3734366537677531e-07,2.1035470931963955e-08
9.431762122784174e-14,0.3513891922092856,76.950000000000003,0.0,0.0,0.0,0.99711689773179313,9.4999999948258775,1.8694432486311977e-06,2.0930987097040412e-05,2.0925933584300873e-05,3.7305771423452289e-09,1.3602093880716858e-12,0.0022854069782698543,0.00012129942251895333,1.4421817364571219e-09,1.4800171184570713e-17,9.6261588090638743e-17,1.7178657081429868e-14,0.00042671483572581128,1.6568650361113766e-10,4.5863567964021979e-18,2.3731746626516975e-18,1.6601107602833026e-20,0.0,2.7593195582223885e-10,2.8550710402617305e-09,9.5983522601637425e-12,9.598678914687811e-12,2.6801323452291739e-16,5.8641289545295069e-17,1.2613870889742517e-11,9.8150292886844458e-11,6.6849474748708512e-15,7.2253375490046197e-16,8.8329124097586861e-29,5.1234707140945065e-17,2.651853749629525e-16,7.9212590405728646e-29,5.1941931681723508e-06,2.2168177815193577e-22,9.7947667146718622e-23,2.4166324203194072e-08,6.9551181472384663e-09,6.9653539760945047e-07,2.4226557798421369e-08
9.889395926529868e-14,0.3513891922072859,76.950000000000003,0.0,0.0,0.0,0.99697748473303338,9.4999999943267373,1.9600123040486011e-06,2.194343248868676e-05,2.1937870337039136e-05,4.0971423229404887e-09,1.4260154106895688e-12,0.0023718072767753917,0.00013244411512462471,1.5746896545728767e-09,1.6254445851902925e-17,1.1437248624700942e-16,1.965054542361191e-14,0.00046592072482977778,1.8212207111431504e-10,5.0077539432621914e-18,2.5948192398820732e-18,1.9940453907015587e-20,0.0,3.164188687404721e-10,3.1381520880878165e-09,1.1062588874663072e-11,1.1062978354886407e-11,3.1905858301854155e-16,7.0421640321878059e-17,1.436738663945535e-11,1.0804223320848234e-10,7.5766900117252771e-15,8.2540907844444094e-16,1.23026036572079e-28,6.1336619460977722e-17,3.0881211441607436e-16,1.1033240851271548e-28,5.6714418542858753e-06,2.6661816421581704e-22,1.174928326681408e-22,2.7633086995970358e-08,7.9514231356370505e-09,7.5765970710796009e-07,2.7705583463593136e-08
1.0347029730275562e-13,0.3513891922051997,76.950000000000003,0.0,0.0,0.0,0.99683811192199812,9.4999999938059663,2.050568685057686e-06,2.2955589475182831e-05,2.2949493811932497e-05,4.4804771578759524e-09,1.49180268776206e-12,0.0024563005566628879,0.00014399769420341555,1.7120587353359894e-09,1.7775251472455886e-17,1.3482505131362692e-16,2.2334640215398624e-14,0.00050656508831593285,1.9933153268101752e-10,5.4446104695543461e-18,2.8247136105191579e-18,2.374747734278019e-20,0.0,3.6052636718720397e-10,3.4345386384100585e-09,1.2668449060863558e-11,1.266890955792242e-11,3.7664829324760854e-16,8.3848765614173547e-17,1.6260287050957196e-11,1.1841662349787328e-10,8.5341232749365134e-15,9.369348993790814e-16,1.688006843234776e-28,7.2805878142749379e-17,3.5713133020589457e-16,1.5138960168356228e-28,6.1662033703661203e-06,3.1780973883872333e-22,1.3971529960876e-22,3.1395115315510275e-08,9.032310761178724e-09,8.2063863910496317e-07,3.1481609557661751e-08
1.0804663534021256e-13,0.351389192203028,76.950000000000003,0.0,0.0,0.0,0.99669877884398828,9.4999999932637262,2.1411123952900028e-06,2.3967458284818466e-05,2.3960804186531641e-05,4.8805289998488083e-09,1.5575712341277421e-12,0.0025389284958407098,0.00015595113229029153,1.8541814553991836e-09,1.9362379176388069e-17,1.5779321853060256e-16,2.5237369871027548e-14,0.00054861617254349775,2.1731446353033113e-10,5.8965844315333127e-18,3.0626707207817818e-18,2.8061238836751704e-20,0.0,4.0838311704576759e-10,3.7442205065942097e-09,1.4422433902608412e-11,1.4422974201602304e-11,4.4123918300607216e-16,9.9059810886821811e-17,1.8295382218308632e-11,1.2927390362247698e-10,9.5582019135494964e-15,1.057353966706868e-15,2.2845427095359555e-28,8.5748489112889823e-17,4.10396269087347e-16,2.048976161107148e-28,6.6780914418089836e-06,3.7575627728893459e-22,1.6482526832349256e-22,3.5460957044433593e-08,1.0200192101409867e-08,8.8539633504021688e-07,3.5563329666661855e-08
1.126229733776695e-13,0.35138919220077125,76.950000000000003,0.0,0.0,0.0,0.99655948505418057,9.4999999927001699,2.2316434383362452e-06,2.4979039142607256e-05,2.4971801637286129e-05,5.2972453526511609e-09,1.6233210644122368e-12,0.0026197318614037566,0.00016829559921591956,2.0009526227341006e-09,2.1015620693303096e-17,1.8345434935390173e-16,2.8364930078952422e-14,0.00059204291784848968,2.3607043877099018e-10,6.3633412994707186e-18,3.3085075600764787e-18,3.2921939502942063e-20,0.0,4.6011491228374753e-10,4.0671874448210275e-09,1.6331039480285674e-11,1.6331668969533633e-11,5.132933419518595e-16,1.1619590600194973e-16,2.0475255242545936e-11,1.4061444070636581e-10,1.0649797187941121e-14,1.1868991312698883e-15,3.0532754444215426e-28,1.0027257780473851e-16,4.6885957545189085e-16,2.7385419134945437e-28,7.2067282452086562e-06,4.4096809101982154e-22,1.9303723520047353e-22,3.9838797792998831e-08,1.1457372021756643e-08,9.5185898243475069e-07,3.9959079244125916e-08
1.1719931141512643e-13,0.35138919219843,76.950000000000003,0.0,0.0,0.0,0.99642023011741065,9.499999992115459,2.3221618177471384e-06,2.5990332270357435e-05,2.5982486339565218e-05,5.7305738707263685e-09,1.6890521930328191e-12,0.002698750529538023,0.00018102245779504206,2.1522693260964877e-09,2.2734768350489622e-17,2.1198900238401778e-16,3.1723290943670065e-14,0.00063681494337781237,2.5559903341171248e-10,6.8445537969452939e-18,3.5620450278811905e-18,3.8370878832136472e-20,0.0,5.158447377278192e-10,4.4034291462485623e-09,1.8400756841638424e-11,1.8401485521264326e-11,5.9327760380161831e-16,1.3540202210706325e-16,2.2802271831908112e-11,1.5243853332779094e-10,1.1809703732623078e-14,1.3257937461699453e-15,4.0337507516083144e-28,1.164882323259052e-16,5.3277300854977904e-16,3.6180807219149809e-28,7.7517442235568105e-06,5.1396526008393589e-22,2.2456967689936806e-22,4.4536470749868653e-08,1.2806052092764525e-08,1.0199547659074633e-06,4.4676845285677112e-08
