Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978)
4.1139018551563783e-10,0.35139906365847184,76.950000000000003,0.0,0.0,0.0,4.2807292422032496e-05,9.4999910022199376,0.00065174238461955514,0.0035472883858165237,0.0011788639893465147,7.4127302298498888e-06,2.3055660838069683e-10,2.1654658052389801e-05,0.18649814039520599,1.2505533864024959e-06,2.9408800264398274e-14,1.0095994362753901e-08,1.2233171482502145e-07,0.79367620109544013,1.3683138995868757e-05,3.9769795487471945e-15,7.7546501474154123e-16,1.2738489161373523e-10,0.0,0.00047812651237081689,3.2796460806078512e-05,0.0024653396329016833,0.002465756970105518,1.9476214560589988e-07,9.6158487468660021e-08,1.3372842731013257e-07,0.00013578269944924804,2.1347001347606975e-08,5.2653513842849331e-09,6.389749171064165e-09,6.6367975408697939e-09,2.503058971981305e-07,5.6818536208739264e-08,0.01052345103505911,3.1659352794741596e-14,1.3222904798448312e-14,3.1015298281855634e-06,9.535336591444264e-07,1.1869791476215395e-07,0.00072031786808690384
4.1290442921618813e-10,0.35139908505245826,76.950000000000003,0.0,0.0,0.0,4.2587801071230655e-05,9.4999910338231128,0.00065171437215713862,0.0035467758119806336,0.0011737452003158847,7.380542731111589e-06,2.3052320326882095e-10,2.1641090910881072e-05,0.18638443942544197,1.2503726126722937e-06,2.9281117382887786e-14,1.0111424405356023e-08,1.2277696914869762e-07,0.79378779310545899,1.3683209715724954e-05,3.9764045733343246e-15,7.4093394390068059e-16,1.2788395605023544e-10,0.0,0.00047819542104384497,3.2654054190364045e-05,0.0024706311929939915,0.0024710501940310358,1.9518025240678198e-07,9.6364991273191773e-08,1.3374723137579239e-07,0.0001362932640119654,2.1427277886489115e-08,5.2851647445857069e-09,6.4191136745489042e-09,6.6617984940182523e-09,2.5135102017058241e-07,5.7308783007275511e-08,0.010525579059865882,3.1778613304871656e-14,1.3272715226333584e-14,3.1015973138594691e-06,9.536602862137474e-07,1.1866606096922943e-07,0.00072049143142668428
4.1441867291673843e-10,0.35139910635353455,76.950000000000003,0.0,0.0,0.0,4.2377086777587683e-05,9.499991065289306,0.00065168635448971781,0.0035462633131952076,0.0011686486377824996,7.3484949985315825e-06,2.3048985009974958e-10,2.1627586394194183e-05,0.18627080724034478,1.2501918657338307e-06,2.9153991662673719e-14,1.0126770091436996e-08,1.2322214823051419e-07,0.79389930853211488,1.3683280225431099e-05,3.9758293039814716e-15,7.9604284937437561e-16,1.2838293137526767e-10,0.0,0.00047826425634179713,3.2512265925372492e-05,0.0024758997686773099,0.0024763204340678235,1.9559654300535696e-07,9.6570598084715281e-08,1.3376602253127368e-07,0.00013680375437360643,2.1507542749477237e-08,5.3049752243743348e-09,6.4484178548051775e-09,6.6867958124758151e-09,2.523959922679994e-07,5.7800706856288312e-08,0.010527706173272495,3.1897856193536556e-14,1.3322518107607124e-14,3.1016672927113516e-06,9.5378710934088991e-07,1.1863441033097836e-07,0.00072066493981860584
4.1593291661728874e-10,0.35139912756210395,76.950000000000003,0.0,0.0,0.0,4.2174761527676889e-05,9.499991096619123,0.00065165833187545328,0.0035457508894468364,0.0011635742052359052,7.3165864251957652e-06,2.3045664059014469e-10,2.1614142064247451e-05,0.18615724388252539,1.2500111455809339e-06,2.9027365765082269e-14,1.014203193157165e-08,1.2366725243746081e-07,0.7940107477169609,1.368335053282358e-05,3.9752550966925625e-15,7.8979237193547263e-16,1.2888181786536622e-10,0.0,0.00047833301958525361,3.237109332608615e-05,0.0024811454597567571,0.0024815677900153384,1.9601102541124167e-07,9.67753117984515e-08,1.3378480083436998e-07,0.00013731417054516673,2.1587795947857402e-08,5.3247828240971791e-09,6.4776613910355904e-09,6.7117894967893819e-09,2.5344081346941265e-07,5.8294299294819841e-08,0.010529832379795349,3.2017081854954096e-14,1.3372314019390512e-14,3.1017396562248679e-06,9.5391411809565761e-07,1.186029547240452e-07,0.00072083839357866208
4.1744716031783904e-10,0.35139914867856853,76.950000000000003,0.0,0.0,0.0,4.1980454494272737e-05,9.4999911278131446,0.00065163030456108701,0.0035452385407225458,0.0011585218065846966,7.2848164068253715e-06,2.3042321533635469e-10,2.1600755590738357e-05,0.18604374939078588,1.2498304522075576e-06,2.8901324606837098e-14,1.0157210432885934e-08,1.2411228208562924e-07,0.79412211098831598,1.3683420645392763e-05,3.9746810974751204e-15,6.2096421250941985e-16,1.29380615795188e-10,0.0,0.00047840171204050223,3.2230533719148082e-05,0.0024863683656042258,0.0024867923612396873,1.964237075217119e-07,9.6979136292705961e-08,1.3380356634063484e-07,0.00013782451253764475,2.1668037486770043e-08,5.3445875442000222e-09,6.5068439688865168e-09,6.7367795475060002e-09,2.5448548375568502e-07,5.8789551854342178e-08,0.010531957683772958,3.2136290738311628e-14,1.3422103186371282e-14,3.1018143006890925e-06,9.5404130251092688e-07,1.1857168638435897e-07,0.00072101179301025894
4.1896140401838934e-10,0.3513991697033281,76.950000000000003,0.0,0.0,0.0,4.1793811253965824e-05,9.4999911588719677,0.00065160227278246278,0.003544726267008678,0.0011534913461546936,7.2531843417657509e-06,2.303898929072402e-10,2.1587424746253552e-05,0.18593032380029428,1.2496497856073359e-06,2.8775861308330543e-14,1.0172306099083115e-08,1.2455723690573718e-07,0.79423339866186604,1.368349057029876e-05,3.9741055219741144e-15,7.7260759143350511e-16,1.2987932543758031e-10,0.0,0.00047847033492185299,3.2090584442811183e-05,0.0024915685851605515,0.0024919942466755073,1.9683459684711407e-07,9.7182075428941849e-08,1.3382231910348168e-07,0.00013833478036206251,2.1748267344282421e-08,5.3643893850894161e-09,6.5359652803761924e-09,6.7617659651891638e-09,2.5553000310943218e-07,5.9286456059272208e-08,0.010534082089374053,3.2255481329005294e-14,1.3471884001444016e-14,3.101891126979772e-06,9.5416865306156829e-07,1.1854059789073339e-07,0.00072118513840478367
4.2047564771893964e-10,0.35139919063678066,76.950000000000003,0.0,0.0,0.0,4.161449306828367e-05,9.4999911897961749,0.00065157423676500304,0.0035442140682918075,0.0011484827286871331,7.2216896309749744e-06,2.3035674786301972e-10,2.1574147401741282e-05,0.18581696714274495,1.2494691457740808e-06,2.8650882866190973e-14,1.0187319430469466e-08,1.2500211747927241e-07,0.7943446110412169,1.3683560314385946e-05,3.9735310750598338e-15,8.759055984228702e-16,1.3037794706352347e-10,0.0,0.00047853888939377784,3.1951242846887889e-05,0.0024967462169364881,0.002497173544827844,1.9724370140086807e-07,9.7384133051864515e-08,1.3384105917427919e-07,0.00013884497402939712,2.182848553988509e-08,5.3841883472168707e-09,6.5650250238236761e-09,6.7867487503817314e-09,2.5657437151494966e-07,5.9785003427473745e-08,0.010536205600604996,3.2374654646297887e-14,1.3521657818472746e-14,3.101970040358299e-06,9.5429616064507018e-07,1.1850968214989085e-07,0.00072135843004213402
4.218384670494349e-10,0.3513992093991484,76.950000000000003,0.0,0.0,0.0,4.1459101758945167e-05,9.4999912175133492,0.00065154900090335472,0.0035437531535584027,0.0011439935703011887,7.1934613361512413e-06,2.3032668660303597e-10,2.1562241850397132e-05,0.18571500511213188,1.2493065928049452e-06,2.8538902443330065e-14,1.020076144323971e-08,1.2540244682783651e-07,0.79444463804769982,1.36836229348776e-05,3.973014314643641e-15,7.8923315670528242e-16,1.3082663149534633e-10,0.0,0.00047860053085232882,3.1826352796205949e-05,0.0025013868540571501,0.0025018156821072749,1.9761037602977392e-07,9.7565234382804578e-08,1.3385791442717318e-07,0.00013930408493476908,2.1900671954363298e-08,5.4020049521658749e-09,6.5911259079329645e-09,6.8092301517241741e-09,2.5751417400749823e-07,6.0235093948076132e-08,0.010538115999212314,3.248189643003515e-14,1.3566448617023902e-14,3.1020427719418557e-06,9.5441104453620951e-07,1.1848200007720232e-07,0.00072151434677583236
4.2320128637993013e-10,0.35139922808816665,76.950000000000003,0.0,0.0,0.0,4.1309155290284464e-05,9.499991245122386,0.00065152376193333954,0.0035432922995520576,0.0011395219590281339,7.1653433821238971e-06,2.3029672174722498e-10,2.1550376563531193e-05,0.18561309895870426,1.249144061507624e-06,2.8427348977198376e-14,1.0214137527320289e-08,1.25802716233353e-07,0.7945446045078155,1.3683685418778056e-05,3.9724974365804176e-15,7.9162025729957942e-16,1.3127524504698983e-10,0.0,0.0004786621185865795,3.1701950913523996e-05,0.0025060093457364616,0.0025064396743385265,1.9797561682541967e-07,9.7745627567962661e-08,1.3387475947427791e-07,0.00013976313578982326,2.1972848919706404e-08,5.4198192259861992e-09,6.6171764714200171e-09,6.8317086115971559e-09,2.5845385421134107e-07,6.0686502363794496e-08,0.010540025679205355,3.2589123884272297e-14,1.3611233269465538e-14,3.1021170574532061e-06,9.5452604250072517e-07,1.1845444770475628e-07,0.00072167022037290134
4.245641057104254e-10,0.35139924670412187,76.950000000000003,0.0,0.0,0.0,4.1164436640771819e-05,9.4999912726237046,0.00065149851999941227,0.0035428315062631206,0.0011350678262802671,7.1373353375744383e-06,2.3026676090939095e-10,2.1538550176704307e-05,0.18551124869894584,1.2489815518775597e-06,2.831623155895598e-14,1.0227448040477698e-08,1.2620292593699235e-07,0.79464451061984587,1.3683747770474739e-05,3.971980627424012e-15,7.9469437875943902e-16,1.3172378791236171e-10,0.0,0.00047872365334987021,3.157803529067235e-05,0.0025106137629038495,0.0025110455924466334,1.9833942943398144e-07,9.7925315375582141e-08,1.3389159434913904e-07,0.00014022212660256495,2.2045016440403099e-08,5.4376311689960815e-09,6.6431765071719582e-09,6.8541841304005432e-09,2.5939341211824737e-07,6.1139222479496921e-08,0.010541934643194991,3.269633729973615e-14,1.3656012059319499e-14,3.1021928361934936e-06,9.5464114870902683e-07,1.1842702048699452e-07,0.00072182605101546405
4.259269250409206e-10,0.3513992652473,76.950000000000003,0.0,0.0,0.0,4.1024737451876494e-05,9.4999913000177276,0.00065147327524027227,0.0035423707736818464,0.0011306311037379731,7.1094367728704179e-06,2.3023680404824134e-10,2.1526761379803877e-05,0.18540945434742453,1.2488190639103025e-06,2.8205548484587179e-14,1.0240693338312558e-08,1.2660307609253713e-07,0.7947443565753971,1.3683809994180779e-05,3.9714638871590872e-15,7.9677534542846689e-16,1.3217226028425905e-10,0.0,0.00047878513586772198,3.1454604026940919e-05,0.0025152001762115462,0.0025156335070793978,1.9870181946896027e-07,9.8104300563085169e-08,1.3390841908417239e-07,0.00014068105738099818,2.2117174520069006e-08,5.4554407815187219e-09,6.6691258120367977e-09,6.8766567085328973e-09,2.6033284772092177e-07,6.1593248096969868e-08,0.010543842893702398,3.280353668856206e-14,1.370078499044204e-14,3.1022700498861185e-06,9.5475635756494295e-07,1.1839971405946843e-07,0.00072198183887929384
4.2728974437141587e-10,0.3513992837179852,76.950000000000003,0.0,0.0,0.0,4.0889857685581554e-05,9.4999913273048708,0.00065144802778909004,0.0035419101017984869,0.0011262117233486765,7.0816472600588519e-06,2.3020685118769428e-10,2.1515008914901169e-05,0.18530771591686876,1.2486565976013775e-06,2.8095298056022856e-14,1.0253873774274178e-08,1.2700316684985082e-07,0.79484414255966596,1.3683872093941903e-05,3.9709472157712938e-15,7.9941187694898624e-16,1.3262066235437897e-10,0.0,0.00047884656683887196,3.1331655229050063e-05,0.0025197686560357192,0.00252020348860847,1.9906279246959673e-07,9.8282585877116114e-08,1.3392523371070821e-07,0.00014113992813312876,2.2189323158312848e-08,5.4732480638688883e-09,6.6950241867833694e-09,6.8991263463954083e-09,2.6127216101296978e-07,6.2048573015197334e-08,0.010545750433162568,3.2910722044176057e-14,1.3745552060527999e-14,3.1023486425809765e-06,9.5487166369649039e-07,1.1837252423166569e-07,0.00072213758413406694
4.286525637019111e-10,0.35139930211646114,76.950000000000003,0.0,0.0,0.0,4.0759605294464264e-05,9.499991354485557,0.00065142277777372848,0.0035414494906032944,0.0011218096173258002,7.0539663728596547e-06,2.3017690231730003e-10,2.1503291574182774e-05,0.18520603341824138,1.2484941529462715e-06,2.7985478582142492e-14,1.0266989699675021e-08,1.2740319836036979e-07,0.79494386875168954,1.3683934073643105e-05,3.9704306132465184e-15,8.0189471102750517e-16,1.3306899431333422e-10,0.0,0.00047890794693627352,3.1209187011121533e-05,0.0025243192724774656,0.0025247556071304315,1.9942235397865126e-07,9.8460174053584554e-08,1.3394203825903411e-07,0.00014159873886695852,2.2261462356684318e-08,5.4910530163628597e-09,6.7208714360616351e-09,6.9215930443885581e-09,2.6221135198886305e-07,6.2505191030636713e-08,0.010547657263927736,3.3017893372251251e-14,1.3790313271879191e-14,3.1024285605622096e-06,9.5498706194698573e-07,1.1834544698011196e-07,0.00072229328694360228
4.3001538303240636e-10,0.3513993204430099,76.950000000000003,0.0,0.0,0.0,4.0633795901800814e-05,9.4999913815601964,0.00065139752531695255,0.0035409889400865161,0.0011174247181477241,7.026393686659108e-06,2.3014695743843723e-10,2.1491608197941789e-05,0.18510440686081089,1.2483317299404988e-06,2.7876088378343611e-14,1.0280041463705085e-08,1.2780317077397639e-07,0.79504353532459415,1.3683995937015079e-05,3.9699140795704139e-15,8.0438869286404341e-16,1.3351725635066834e-10,0.0,0.00047896927680806739,3.1087197494649482e-05,0.0025288520953639171,0.0025292899324678656,1.9978050951839234e-07,9.8637067817706288e-08,1.3395883275843676e-07,0.00014205748959048711,2.2333592116812311e-08,5.508855639318942e-09,6.7466673683633176e-09,6.9440568029119586e-09,2.6315042064390678e-07,6.2963095937492248e-08,0.01054956338827069,3.3125050673938426e-14,1.383506862494519e-14,3.1025097522587658e-06,9.5510254736642454e-07,1.183184784416913e-07,0.00072244894746609537
4.327410216933969e-10,0.35139935688144935,76.950000000000003,0.0,0.0,0.0,4.0394805156558443e-05,9.4999914353930066,0.00065134701354593622,0.0035400680210492031,0.0011087062715580841,6.9715712270919143e-06,2.3008707965132225e-10,2.1468338929301229e-05,0.18490132159854519,1.2480069488590561e-06,2.7658589075548361e-14,1.0305953893885562e-08,1.2860293890730473e-07,0.79524269027737693,1.3684119328959033e-05,3.968881218707332e-15,8.0937595162741392e-16,1.3441357141338853e-10,0.0,0.00047909178834883013,3.0844647088740818e-05,0.002537864638416063,0.0025383054815159207,2.0049262464570278e-07,9.8988782956555939e-08,1.3399239172284936e-07,0.00014297481103863106,2.2477823326909396e-08,5.5444538978836533e-09,6.7981045349794888e-09,6.9889755031493523e-09,2.6502819097664639e-07,6.3882741592613265e-08,0.010553373526402407,3.3339323206018449e-14,1.392456175956821e-14,3.1026757607338144e-06,9.5533376089696326e-07,1.1826485281589696e-07,0.0007227601422559424
4.3546666035438745e-10,0.35139939303553985,76.950000000000003,0.0,0.0,0.0,4.0171552496979548e-05,9.4999914888065913,0.00065129649336377984,0.0035391473446085369,0.0011000558486667074,6.9171765175279165e-06,2.3002721781952627e-10,2.1445192722273177e-05,0.18469846017286679,1.2476822543213164e-06,2.7442786802185944e-14,1.0331613816424874e-08,1.2940247243679618e-07,0.7954416086935121,1.3684242296762477e-05,3.9678486330684214e-15,8.1437680921293318e-16,1.3530960903805542e-10,0.0,0.00047921410618468008,3.0603989129632203e-05,0.0025468068383704872,0.0025472506888939875,2.0119918155804486e-07,9.933775288310583e-08,1.3402591081969909e-07,0.00014389189254151969,2.2622016798449054e-08,5.5800428420967158e-09,6.8493342299260757e-09,7.0338824503049055e-09,2.6690547198912006e-07,6.4807460299314676e-08,0.01055718086426816,3.3553539655883411e-14,1.401403147090796e-14,3.1028462951593033e-06,9.5556526851575329e-07,1.1821161941914193e-07,0.00072307116966501797
4.38192299015378e-10,0.3513994289075,76.950000000000003,0.0,0.0,0.0,3.9962809273909477e-05,9.4999915418042296,0.00065124596558892257,0.0035382269106865182,0.0010914729187340092,6.8632062203852872e-06,2.2996737193646125e-10,2.1422161844310698e-05,0.18449582260357444,1.2473576462915077e-06,2.7228668316936532e-14,1.0357023949873951e-08,1.3020177253886649e-07,0.79564029176807172,1.3684364865316991e-05,3.9668163225399198e-15,8.1936583956347849e-16,1.3620537070398074e-10,0.0,0.00047933623469850571,3.0365208851755373e-05,0.0025556792440901361,0.0025561261034276104,2.0190022363014944e-07,9.9683999018360648e-08,1.3405939025112182e-07,0.00014480873416307881,2.2766172541980909e-08,5.6156224744889741e-09,6.9003550555012776e-09,7.0787776475738424e-09,2.6878226367067778e-07,6.5737202357266407e-08,0.010560985417497469,3.3767700039296502e-14,1.4103477765493654e-14,3.1030210118527744e-06,9.5579703726078172e-07,1.1815875249674736e-07,0.00072338203077824254
4.4091793767636853e-10,0.35139946449953097,76.950000000000003,0.0,0.0,0.0,3.976744300017442e-05,9.4999915943891597,0.000651195430975912,0.0035373067192051634,0.0010829569551613206,6.8096570241249816e-06,2.2990754199555776e-10,2.1399239165960239e-05,0.18429340888928714,1.2470331247339809e-06,2.7016220481800872e-14,1.0382186980165833e-08,1.3100084037946433e-07,0.79583874062195914,1.3684487057581117e-05,3.9657842870084568e-15,8.2435512612050093e-16,1.3710085787468435e-10,0.0,0.000479458177957682,3.0128291604758952e-05,0.0025644824001562418,0.0025649322696602072,2.0259579389439629e-07,1.0002754261620108e-07,1.3409283020669642e-07,0.00014572533596720244,2.2910290567736678e-08,5.6511927975910961e-09,6.9511656718070232e-09,7.1236610981484366e-09,2.7065856602123512e-07,6.6671918055240706e-08,0.010564787200723092,3.3981804371688168e-14,1.4192900649795001e-14,3.1031995940196188e-06,9.5602903676099252e-07,1.1810622830431693e-07,0.00072369272660999945
4.436435763373591e-10,0.351399499813817,76.950000000000003,0.0,0.0,0.0,3.9584409853377141e-05,9.4999916465646006,0.00065114489022038589,0.0035363867700865187,0.0010745074354585936,6.7565256430476189e-06,2.2984772799025839e-10,2.1376418113845162e-05,0.18409121900911748,1.2467086896131895e-06,2.6805430261294417e-14,1.0407105561049359e-08,1.3179967711426019e-07,0.79603695630767235,1.3684608894731397e-05,3.9647525263609893e-15,8.2934295048084972e-16,1.3799607199828277e-10,0.0,0.00047957993973732544,2.9893222852608915e-05,0.0025732168469017008,0.0025736697278864627,2.0328593504666354e-07,1.0036840476468795e-07,1.3412623086442026e-07,0.00014664169801775236,2.3054370885884652e-08,5.6867538139310326e-09,7.0017647955698224e-09,7.1685328052188896e-09,2.7253437905048461e-07,6.7611557679101258e-08,0.010568586227658451,3.4195852668588721e-14,1.428230013029542e-14,3.1033817496568003e-06,9.5626123903427112e-07,1.180540249510098e-07,0.00072400325810962013
4.463692149983496e-10,0.3513995348525252,76.950000000000003,0.0,0.0,0.0,3.941274773663185e-05,9.499991698333746,0.00065109434396368236,0.0035354670632526705,0.0010661238412123556,6.7038088170918982e-06,2.2978792991402067e-10,2.1353692627149333e-05,0.18388925292422012,1.2463843408936337e-06,2.6596284721647569e-14,1.0431782314516521e-08,1.3259828388876441e-07,0.79623493981463611,1.3684730396302154e-05,3.9637210404846204e-15,8.3432932919693646e-16,1.3889101450785672e-10,0.0,0.00047970152354192527,2.9659988172695918e-05,0.0025818831204442103,0.0025823390141854869,2.0397068945101371e-07,1.0070660638735587e-07,1.3415959239161187e-07,0.00014755782037855918,2.3198413506684984e-08,5.7223055260348047e-09,7.0521511989813728e-09,7.2133927719731076e-09,2.7440970277716238e-07,6.855607151960871e-08,0.010572382511169357,3.4409844945501151e-14,1.4371676213469605e-14,3.1035672096125774e-06,9.564936183004661e-07,1.180021222544738e-07,0.00072431362616645764
4.4909485365934016e-10,0.3513995696178059,76.950000000000003,0.0,0.0,0.0,3.9251569864039625e-05,9.4999917496997686,0.00065104379279710078,0.0035345475986257521,0.0010578056580538985,6.651503311634501e-06,2.2972814776031701e-10,2.1331057117388147e-05,0.18368751057922353,1.2460600785398959e-06,2.6388771030011881e-14,1.0456219831223635e-08,1.3339666183845592e-07,0.79643269207413192,1.3684851580314665e-05,3.9626898292667172e-15,8.3931431388682678e-16,1.3978568682179887e-10,0.0,0.00047982293262543914,2.9428573254949444e-05,0.0025904817527191469,0.0025909406604537099,2.0465009914066526e-07,1.0104216824449654e-07,1.3419291494574571e-07,0.00014847370311342183,2.3342418440364855e-08,5.7578479364268799e-09,7.1023237085588009e-09,7.2582410015965929e-09,2.7628453722836705e-07,6.9505409880043675e-08,0.010576176063340263,3.462378121791215e-14,1.4461028905785957e-14,3.103755725792947e-06,9.5672615080854618e-07,1.1795050160675833e-07,0.0007246238316145785
4.518204923203307e-10,0.35139960411179194,76.950000000000003,0.0,0.0,0.0,3.9100058855844943e-05,9.4999918006658106,0.0006509932372658271,0.0035336283761279448,0.0010495523756277271,6.5996059172916212e-06,2.2966838152263505e-10,2.1308506431376754e-05,0.18348599190354714,1.2457359025166535e-06,2.6182876453672558e-14,1.0480420670906151e-08,1.341948120889064e-07,0.79663021396383693,1.3684972463396039e-05,3.9616588925949461e-15,8.4429789514235007e-16,1.4068009034414197e-10,0.0,0.00047994417000989104,2.9198963900959007e-05,0.0025990132715121945,0.0025994751944375251,2.053242058208357e-07,1.0137511093443283e-07,1.3422619867522081e-07,0.00014938934628610818,2.3486385697139535e-08,5.7933810476298215e-09,7.1522812040250026e-09,7.3030774972725961e-09,2.7815888243893085e-07,7.0459523083644597e-08,0.01057996689553529,3.4837661501294932e-14,1.4550358213706948e-14,3.1039470695106021e-06,9.5695881467749316e-07,1.1789914585087871e-07,0.00072493387523708179
4.5454613098132125e-10,0.3513996383366008,76.950000000000003,0.0,0.0,0.0,3.8957461309196124e-05,9.4999918512349915,0.00065094267787253756,0.0035327093956814964,0.0010413634875602489,6.5481134497220194e-06,2.2960863119447798e-10,2.1286035817182102e-05,0.18328469681261353,1.245411812788661e-06,2.5978588359267226e-14,1.0504387362787246e-08,1.3499273575589875e-07,0.79682750631199617,1.3685093060888497e-05,3.9606282303572232e-15,8.4928008078102106e-16,1.4157422646486915e-10,0.0,0.00048006523850256503,2.8971146023102316e-05,0.0026074782004917078,0.0026079431397656705,2.0599305087145821e-07,1.0170545489478165e-07,1.34259443720067e-07,0.00015030474996035557,2.3630315287224295e-08,5.8289048621643674e-09,7.2020226172089305e-09,7.3479022621821016e-09,2.8003273845083724e-07,7.1418361480862375e-08,0.010583755018454322,3.5051485811107966e-14,1.4639664143688984e-14,3.1041410299668666e-06,9.5719158975000787e-07,1.1784803916731949e-07,0.00072524375777006944
4.572717696423118e-10,0.3513996722943324,76.950000000000003,0.0,0.0,0.0,3.8823082796092991e-05,9.4999919014104108,0.00065089211508072503,0.0035317906572087201,0.0010332384914287145,6.4970227494316489e-06,2.2954889676936537e-10,2.1263640892753153e-05,0.18308362520896415,1.2450878093207594e-06,2.5775894212010722e-14,1.0528122405980312e-08,1.3579043394554186e-07,0.79702456990126658,1.3685213386950037e-05,3.9595978424417323e-15,8.5426087616393344e-16,1.4246809656020702e-10,0.0,0.00048018614071192574,2.8745105643680368e-05,0.0026158770592408253,0.0026163450159813546,2.0665667534959123e-07,1.0203322040370832e-07,1.3429265021259571e-07,0.0001512199141998705,2.3774207220824608e-08,5.8644193825495283e-09,7.2515469309651544e-09,7.3927152995038445e-09,2.8190610531268292e-07,7.2381875456436862e-08,0.010587540442184672,3.5265254162795578e-14,1.4728946702182536e-14,3.1043374128530844e-06,9.5742445745772922e-07,1.1779716696947083e-07,0.00072555347990630522
4.5999740830330233e-10,0.3513997059870706,76.950000000000003,0.0,0.0,0.0,3.8696283247201373e-05,9.4999919511951383,0.00065084154931776476,0.0035308721606319977,0.0010251768887303929,6.446330681579779e-06,2.2948917824083248e-10,2.1241317616970971e-05,0.1828827769832897,1.2447638920778809e-06,2.5574781574925954e-14,1.05516282698856e-08,1.3658790775438198e-07,0.79722140547226406,1.368533345464728e-05,3.9585677287369552e-15,8.5924028670972613e-16,1.4336170199290411e-10,0.0,0.00048030687906238262,2.8520828894059206e-05,0.0026242103632893306,0.0026246813385741334,2.0731511999196696e-07,1.0235842758116993e-07,1.3432581827800064e-07,0.0001521348390683292,2.3918061508138542e-08,5.8999246113025254e-09,7.3008531781121714e-09,7.437516612414329e-09,2.8377898307917919e-07,7.335001543630104e-08,0.0105913231762488,3.5478966571787886e-14,1.4818205895632157e-14,3.1045360390598921e-06,9.5765740069685041e-07,1.1774651580713082e-07,0.00072586304229858986
4.627230469642929e-10,0.35139973941688313,76.950000000000003,0.0,0.0,0.0,3.8576472693656594e-05,9.4999920005922185,0.00065079098097774201,0.0035299539058737919,0.0010171781848519914,6.3960341357866252e-06,2.2942947560243118e-10,2.1219062262944181e-05,0.18268215201537993,1.244440061025043e-06,2.5375238108080722e-14,1.0574907394581073e-08,1.3738515826951061e-07,0.79741801372683696,1.3685453276041118e-05,3.9575378891316405e-15,8.6421831797280682e-16,1.4425504411249419e-10,0.0,0.00048042745580797542,2.8298302013818484e-05,0.0026324786241452682,0.0026329526190115456,2.0796842521750142e-07,1.0268109639014954e-07,1.3435894803491209e-07,0.00015304952462937766,2.4061878159357693e-08,5.9354205509388317e-09,7.3499404403891933e-09,7.4823062040878493e-09,2.8565137181068964e-07,7.4322731894315504e-08,0.010595103229648297,3.5692623053500955e-14,1.490744173047652e-14,3.1047367434865904e-06,9.5789040371337834e-07,1.1769607327749035e-07,0.00072617244556287682
4.654486856252834e-10,0.35139977258582117,76.950000000000003,0.0,0.0,0.0,3.8463107343773729e-05,9.4999920496046784,0.0006507404104240614,0.0035290358928566443,0.0010092418890393111,6.3461300259424767e-06,2.2936978884773051e-10,2.1196871393404684e-05,0.18248175017499946,1.2441163161273571e-06,2.5177251567830434e-14,1.0597962191207548e-08,1.3818218656866841e-07,0.79761439533108003,1.368557286226561e-05,3.9565083235148356e-15,8.6919497552441168e-16,1.4514812425554715e-10,0.0,0.00048054787304504533,2.8077511349906675e-05,0.0026406823493263128,0.002641159364770493,2.0861663112976355e-07,1.0300124663788115e-07,1.3439203959590696e-07,0.0001539639709466319,2.4205657184666429e-08,5.970907203972192e-09,7.3988078474312937e-09,7.527084077696508e-09,2.8752327157280273e-07,7.5299975358835153e-08,0.010598880610904422,3.5906223623337068e-14,1.4996654213148549e-14,3.1049393739441632e-06,9.5812345199742347e-07,1.1764582794311935e-07,0.00072648169028114069
4.681743242862739e-10,0.3513998054959208,76.950000000000003,0.0,0.0,0.0,3.835568596926782e-05,9.4999920982355164,0.0006506898379918457,0.003528118121503181,0.0010013675143671387,6.2966152900183266e-06,2.2931011797031508e-10,2.1174741838044282e-05,0.18228157132269379,1.2437926573500211e-06,2.498080980606683e-14,1.0620795042348217e-08,1.3897899372034728e-07,0.79781055091811304,1.3685692223600618e-05,3.9554790317758643e-15,8.7417026497265602e-16,1.4604094374590668e-10,0.0,0.00048066813272396405,2.7858443355802856e-05,0.0026488220423908897,0.0026493020793683774,2.0925977751943686e-07,1.0331889797706427e-07,1.3442509306797946e-07,0.00015487817808367812,2.4349398594242062e-08,6.0063845729146131e-09,7.4474545757626136e-09,7.5718502364102275e-09,2.8939468243593595e-07,7.6281696419111244e-08,0.010602655328095453,3.6119768296684552e-14,1.5085843350075331e-14,3.105143790144829e-06,9.5835653218581942e-07,1.1759576925642366e-07,0.00072679077700402031
