Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22)
0.0,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,1.0,9.5,0.0,0.0,0.0
1.4402433229669103e-22,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999999999999978,9.5,1.1627805360219308e-17,1.0574685371798263e-16,1.0574685371798263e-16
4.0326813043073487e-22,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999999999999933,9.5,3.2557855008614032e-17,2.9609119041035117e-16,2.9609119041035117e-16
9.217557266988225e-22,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999999999999856,9.5,7.441795430540342e-17,6.7677986379508779e-16,6.7677986379508779e-16
1.9587309192349978e-21,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.999999999999997,9.5,1.5813815289898189e-16,1.4381572105645584e-15,1.4381572105645584e-15
4.032681304307349e-21,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999999999999378,9.5,3.2557855008613772e-16,2.9609119041034894e-15,2.9609119041034894e-15
8.18058207445205e-21,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999999999998734,9.5,6.6045934446044459e-16,6.0064212911813129e-15,6.0064212911813129e-15
1.6476383614741452e-20,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999999999997446,9.5,1.3302209332090396e-15,1.2097440065336804e-14,1.2097440065336804e-14
3.306798669532026e-20,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999999999994871,9.5,2.6697441107061539e-15,2.4279477613647159e-14,2.4279477613647159e-14
6.625119285647788e-20,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.9999999999998973,9.5,5.3487904657000823e-15,4.8643552710265361e-14,4.8643552710265361e-14
1.326176051787931e-19,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.9999999999997945,9.5,1.0706883175686733e-14,9.737170290349175e-14,9.737170290349175e-14
2.653504298234236e-19,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999999999958888,9.5,2.1423068595655218e-14,1.9482800328990444e-13,1.9482800328990444e-13
5.3081607911268445e-19,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999999999917766,9.5,4.2855439435572907e-14,3.8974060406256955e-13,3.8974060406256955e-13
1.0617473776912064e-18,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999999999835509,9.5,8.5720181115331185e-14,7.7956580560725843e-13,7.7956580560725843e-13
2.12360997484825e-18,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999999999671008,9.5,1.7144966447453934e-13,1.559216208694071e-12,1.559216208694071e-12
4.2473351691623376e-18,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999999999342004,9.5,3.42908631191722e-13,3.1185170148574359e-12,3.1185170148574359e-12
8.494785557790513e-18,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999999998683997,9.5,6.8582656462115267e-13,6.2371186271431248e-12,6.2371186271431248e-12
1.698968633504686e-17,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999999997367972,9.5,1.3716624314602756e-12,1.2474321851550336e-11,1.2474321851550336e-11
3.397948788955956e-17,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999999994735922,9.5,2.7433341650595688e-12,2.494872829970809e-11,2.494872829970809e-11
6.795909099858497e-17,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999999989471822,9.5,5.4866776319423427e-12,4.9897541193396946e-11,4.9897541193396946e-11
1.3591829721663575e-16,0.27578019813714666,76.950000000000003,0.0,0.0,0.0,0.99999999978943632,9.5,1.097336456444464e-11,9.9795166970268016e-11,9.9795166970268016e-11
2.718367096527373e-16,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999999957887242,9.5,2.1946738424396229e-11,1.9959041848198362e-10,1.9959041848198362e-10
5.436735345249404e-16,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999999915774462,9.5,4.3893486124087386e-11,3.9918092133730856e-10,3.9918092133730856e-10
1.0873471842693467e-15,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999999831548914,9.5,8.7786981442621654e-11,7.9836192637553375e-10,7.9836192637553375e-10
2.1746944837581592e-15,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999999663097816,9.5,1.7557397175629795e-10,1.5967239337622848e-09,1.5967239337622848e-09
4.349389082735785e-15,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.9999999932619561,9.5,3.511479510900815e-10,3.1934479377769896e-09,3.1934479377769896e-09
8.698778280691035e-15,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999998652391231,9.5,7.0229590458337291e-10,6.38689590277121e-09,6.38689590277121e-09
1.7397556676601535e-14,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999997304782484,9.5,1.4045917908728529e-09,1.277379166061888e-08,1.277379166061888e-08
2.609633507251204e-14,0.27578019813714677,76.950000000000003,0.0,0.0,0.0,0.99999995957173793,9.5,2.1068876564652309e-09,1.9160687246325772e-08,1.9160687246325772e-08
3.479511346842254e-14,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999994609565124,9.5,2.8091835013605077e-09,2.5547582659891864e-08,2.5547582659891864e-08
5.219267026024355e-14,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999991914347874,9.5,4.2137751425762335e-09,3.8321373083020081e-08,3.8321373083020081e-08
6.959022705206455e-14,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999989219130758,9.5,5.6183667076813403e-09,5.109516287312503e-08,5.109516287312503e-08
1.0438534063570656e-13,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999983828696959,9.5,8.427549587970911e-09,7.6642740374707262e-08,7.6642740374707262e-08
1.3918045421934857e-13,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999978438263759,9.5,1.1236732138814372e-08,1.0219031513623572e-07,1.0219031513623572e-07
2.087706813866326e-13,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999967657399103,9.5,1.685509624761e-08,1.5328545640125721e-07,1.5328545640125721e-07
3.479511357212006e-13,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999946095676773,9.5,2.8091820492625505e-08,2.55475705890713e-07,2.55475705890713e-07
6.263120443903367e-13,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999902972260157,9.5,5.0565253088091487e-08,4.598560726714998e-07,4.598560726714998e-07
1e-12,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999845080923644,9.5,8.0734869384080541e-08,7.3422794710387456e-07,7.3422794710387456e-07
1.1830338617286087e-12,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999816725539048,9.5,9.5512054698994854e-08,8.6861627742324892e-07,8.6861627742324892e-07
2.296477496405153e-12,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999644232545315,9.5,1.8540540359712166e-07,1.6861345716368606e-06,1.6861345716368606e-06
4.523364765758241e-12,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99999299248351847,9.5,3.6519108410121881e-07,3.3211626987583957e-06,3.3211626987583957e-06
8.977139304464417e-12,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99998609287141049,9.5,7.2475837597760426e-07,6.5911851067452997e-06,6.5911851067452997e-06
1e-11,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99998450830941665,9.5,8.0733638595646933e-07,7.3421770986639649e-06,7.3421770986639649e-06
