Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837)
3.331961618011222e-09,0.20632008133363464,76.950000000000003,0.0,0.0,0.0,0.99959123006132455,9.4999004906594315,2.0815050034386647e-05,0.00018901456044255545,9.2118535174440599e-05,9.8174740561360999e-05,1.9693052007300559e-10,1.4345992906744766e-09,3.0497401008491217e-06,1.3197786053229737e-06,2.6566625112154305e-12,1.4584313729371705e-08,1.1116161958006268e-08,2.9794726956125388e-06,1.2052588561507805e-06,2.255081324609504e-14,1.7927196613983021e-17,4.3406430005217356e-14,6.7560698025889246e-17,2.486679893770616e-11,9.4937175276552665e-09,2.5418310776253808e-08,2.5451779236896078e-08,1.9712175386295273e-11,1.3756008196341891e-11,1.7039086322393577e-22,6.2032764087714666e-10,9.591107906899681e-13,3.3099106338714837e-13,4.7244932312627401e-17,2.6196047729637291e-12,4.6010400730456325e-16,4.5644035006149597e-17,2.9858534281931833e-08,4.5340412941287675e-17,1.1539618478672835e-17,2.4908324956965396e-12,2.0716312172899521e-13,5.4077035959514326e-15,3.6676231179963432e-12,7.7684850227484739e-12,4.5640848984255656e-17,4.9403706698301615e-15,1.0752464667437518e-13,9.3235468508159391e-14,1.2765313675403058e-14,2.3118748004937845e-17,4.6652508211714124e-15,8.2893785281393041e-14,3.2746878858483544e-15,5.6192518009394293e-17,4.1250146136218027e-15,9.5483394543739248e-18
3.392594110611424e-09,0.20632007689923115,76.950000000000003,0.0,0.0,0.0,0.99958377287626743,9.499898610075709,2.1193405678481346e-05,0.00019245213826184069,9.3722807918113698e-05,0.00010003048684990829,2.0051192722026395e-10,1.4345889607993427e-09,3.1052377871735417e-06,1.3437974411882657e-06,2.7068800281659711e-12,1.5397716403376236e-08,1.1744555042408995e-08,3.0336921902871684e-06,1.2495085881674041e-06,2.2961217422553084e-14,1.8413197420978377e-17,4.6147850531862865e-14,7.1333152392464865e-17,2.5682520959623095e-11,9.6903512074026566e-09,2.6454350010187158e-08,2.6489182979476744e-08,2.051569805154499e-11,1.4316965314540993e-11,1.7349216866583415e-22,6.4304568897440554e-10,9.9423849781093189e-13,3.4311943655514758e-13,5.2164360381260097e-17,2.7643312507376711e-12,4.7806466836965828e-16,5.0400488685903759e-17,3.040193753871214e-08,4.7845352900787601e-17,1.2177151206845345e-17,2.4950863931225481e-12,2.0774009213971687e-13,5.4079177101670793e-15,3.7072802957072651e-12,7.9381156692042872e-12,5.0396902972517316e-17,5.2206366678178807e-15,1.1553926829499027e-13,9.9943654794667691e-14,1.3897704237440102e-14,2.3966955874041349e-17,5.1375080376128175e-15,8.5952055772546686e-14,3.5837801991127902e-15,6.2100337984475253e-17,4.2779558969384945e-15,1.074793400553334e-17
3.4532266032116257e-09,0.20632007246495424,76.950000000000003,0.0,0.0,0.0,0.99957631502881472,9.4998967295243872,2.1571746288111607e-05,0.00019588963674329723,9.5327028573989993e-05,0.00010188617161186263,2.040936016967197e-10,1.4345786750217278e-09,3.1607350439150283e-06,1.3678157143674322e-06,2.7570958876565424e-12,1.6240769728872502e-08,1.2396183126443801e-08,3.0879112867474475e-06,1.2945554932797321e-06,2.3371616272177442e-14,1.8929381728608324e-17,4.9004169455307379e-14,7.5243399548432643e-17,2.650826944013101e-11,9.887011395556637e-09,2.7511629230992733e-08,2.7547854691437749e-08,2.1335695035878019e-11,1.4889428246677701e-11,1.7659345147034428e-22,6.6616997337331735e-10,1.0299943845669487e-12,3.5546484645264039e-13,5.7488278345795438e-17,2.9142569352379672e-12,4.9639265570298766e-16,5.5548488517404336e-17,3.0945337067365836e-08,5.0440280847066482e-17,1.2837586752873586e-17,2.4991917789502586e-12,2.0831675529204908e-13,5.4081109286056474e-15,3.7468962709721329e-12,8.1077969345609999e-12,5.5544461903584113e-17,5.5112712174029878e-15,1.2399095051946852e-13,1.0699678012827722e-13,1.5106958991229555e-14,2.4830358365685587e-17,5.647099894860373e-15,8.9066244142610792e-14,3.9157035414538346e-15,6.8500236395070187e-17,4.4337071343550373e-15,1.2071410611724157e-17
3.5138590958118276e-09,0.20632006803080366,76.950000000000003,0.0,0.0,0.0,0.99956885651928995,9.4998948490053383,2.1950071863511373e-05,0.00019932705537789596,9.6931196803949775e-05,0.00010374179445619878,2.0767463434633498e-10,1.4345683199458101e-09,3.2162318710927021e-06,1.3918334212983224e-06,2.8073100597471729e-12,1.7114002896881304e-08,1.3071467251428719e-08,3.1421299851727852e-06,1.3403995413578901e-06,2.3781998642606902e-14,1.9421090771200813e-17,5.197779919443585e-14,7.9293910879608125e-17,2.734391644360664e-11,1.0083694715351456e-08,2.859015109537036e-08,2.8627797033114923e-08,2.2172168392246646e-11,1.547339843066469e-11,1.7969471129309815e-22,6.8970037308875651e-10,1.0663782635908727e-12,3.6802723075996149e-13,6.3241376247977316e-17,3.0694710819834469e-12,5.1508923061215862e-16,6.1111980914577227e-17,3.1488732857590636e-08,5.3126741589906668e-17,1.3521318281657481e-17,2.5031606806516619e-12,2.0889313134261444e-13,5.4083186370802204e-15,3.7864752700537846e-12,8.277524315013598e-12,6.1107468825389017e-17,5.8124597377460712e-15,1.3289508074520807e-13,1.1440561248955975e-13,1.6396748110279946e-14,2.5708950954812903e-17,6.1961689691177199e-15,9.2236377126904088e-14,4.2716943978689465e-15,7.5422765342315807e-17,4.592269670178352e-15,1.3528897897674071e-17
3.5744915884120295e-09,0.2063200635967791,76.950000000000003,0.0,0.0,0.0,0.99956139734801586,9.4998929685184201,2.2328382404914731e-05,0.00020276439365474842,9.853531226995099e-05,0.00010559735499190759,2.1125603273015932e-10,1.4345580158575396e-09,3.2717282686107861e-06,1.4158505584183566e-06,2.8575225553347959e-12,1.8017945036175972e-08,1.3770828413112166e-08,3.1963482856284281e-06,1.387040702132691e-06,2.4192376778781601e-14,1.9949282584684883e-17,5.5071152137356139e-14,8.3487157833064823e-17,2.8189335934872516e-11,1.0280398186644212e-08,2.9689917859917642e-08,2.9729012264221262e-08,2.3025119863467414e-11,1.6068877087106536e-11,1.8279594851724668e-22,7.1363676719328758e-10,1.1033899474938015e-12,3.8080652718476271e-13,6.9449497089705854e-17,3.2300627984287099e-12,5.3415565309875734e-16,6.7116034923615479e-17,3.2032124899100127e-08,5.5906277371039716e-17,1.4228738311792409e-17,2.5070040200387403e-12,2.0946924761911816e-13,5.4085042159868487e-15,3.8260210519256701e-12,8.4472938296246099e-12,6.7110989180250262e-17,6.1243874620050049e-15,1.4226733862188159e-13,1.221810516825628e-13,1.7770861461653499e-14,2.6602729118542619e-17,6.7869468013535159e-15,9.5462481405616821e-14,4.6530396554798984e-15,8.2899935793175211e-17,4.7536448459440681e-15,1.5131238165461626e-17
3.6290608317522114e-09,0.20632005960626443,76.950000000000003,0.0,0.0,0.0,0.99955468352834076,9.4998912761075598,2.2668849038304347e-05,0.00020585792897711484,9.9978970796768966e-05,0.00010726730587705459,2.144791434020366e-10,1.434548734459904e-09,3.3216746590130849e-06,1.4374654916943215e-06,2.9027123494064599e-12,1.8858186425147325e-08,1.4421187254863602e-08,3.2451444158998263e-06,1.4296992530979759e-06,2.4561707813754232e-14,2.0428246596225531e-17,5.7959526924686392e-14,8.7385161709252395e-17,2.8958465723926838e-11,1.045744624328239e-08,3.0697874034800852e-08,3.0738295992181153e-08,2.3806866285658162e-11,1.6614648539470238e-11,1.8558704254033027e-22,7.3552654717265467e-10,1.1372370814201678e-12,3.9249330235625029e-13,7.5447810668036132e-17,3.3792667381707632e-12,5.5163269374756692e-16,7.2917668624253006e-17,3.2521174524030644e-08,5.8488712107365328e-17,1.4885994091660219e-17,2.5103641803048718e-12,2.0998754557282253e-13,5.4086687159662874e-15,3.8615867329835612e-12,8.6001193468306712e-12,7.2912098293160693e-17,6.4144574347739568e-15,1.5111572565269705e-13,1.295014691088167e-13,1.9082854123823151e-14,2.7420109395093538e-17,7.3561979704164328e-15,9.8413852736623806e-14,5.0190180717397542e-15,9.0130822756768207e-17,4.9012884186686725e-15,1.6706536914578115e-17
3.6836300750923932e-09,0.20632005561585134,76.950000000000003,0.0,0.0,0.0,0.99954796917314626,9.4998895837225223,2.3009303494517325e-05,0.00020895139842547566,0.00010142258606453481,0.0001089372056905919,2.1770215970017607e-10,1.4345394477350198e-09,3.3716207013577131e-06,1.4590799579420658e-06,2.947900760925593e-12,1.9724116315202197e-08,1.5091696339652631e-08,3.2939402240247432e-06,1.4730034185539704e-06,2.4931030567014057e-14,2.0913499516910181e-17,6.0948590055031754e-14,9.1402585037387786e-17,2.9735320054939176e-11,1.0634506530635812e-08,3.1723041551612421e-08,3.1764813737514668e-08,2.4601962274644852e-11,1.7169743461402765e-11,1.883781181233906e-22,7.5774499658672032e-10,1.1715924491534544e-12,4.043556805150848e-13,8.185626149443863e-17,3.5329634236964452e-12,5.6941124811138484e-16,7.9116488104437325e-17,3.3010221099273873e-08,6.1148907293097764e-17,1.5563040658628094e-17,2.5136379363133737e-12,2.1050566269388075e-13,5.4088304259439572e-15,3.8971306409378143e-12,8.7529735199545073e-12,7.9110348233201374e-17,6.7135109573744953e-15,1.6036786407823898e-13,1.3713580540076265e-13,2.0469164317261345e-14,2.82497830295676e-17,7.9628041448499326e-15,1.0141060179420113e-13,5.407591862143356e-15,9.7862497300834274e-17,5.051212290211559e-15,1.8416995170191638e-17
3.738199318432575e-09,0.2063200516255396,76.950000000000003,0.0,0.0,0.0,0.99954125428266849,9.4998878913632048,2.3349745773724517e-05,0.0002120448016282746,0.0001028661578268517,0.00011060705414759492,2.209250288302524e-10,1.4345301533911279e-09,3.4215663956191321e-06,1.4806939545654167e-06,2.9930877810653766e-12,2.0616120336940117e-08,1.5782662497272153e-08,3.342735710090934e-06,1.5169531762049079e-06,2.5300344354357822e-14,2.140201782004286e-17,6.4040100020883778e-14,9.5541229551794522e-17,3.051981010108365e-11,1.0811577403616302e-08,3.2765421521689532e-08,3.2808566613137643e-08,2.5410408686640726e-11,1.7734162452844451e-11,1.9116917526206445e-22,7.8029202737464614e-10,1.2064559142794046e-12,4.1639361629442537e-13,8.8695671766466292e-17,3.6912175709087662e-12,5.8749223257658686e-16,8.5732699980396138e-17,3.3499264619359027e-08,6.3887983008572741e-17,1.6260163083286e-17,2.51683165559633e-12,2.1102361196266161e-13,5.4089905038888289e-15,3.9326548409067718e-12,8.9058541447093811e-12,8.5725942565838349e-17,7.0216827586717653e-15,1.7003566319905491e-13,1.4509221654029623e-13,2.1932755284516163e-14,2.9091746728328998e-17,8.6085424879902045e-15,1.0445274793750796e-13,5.8197849212566901e-15,1.0612079241850919e-16,5.203417433992777e-15,2.0271785538694293e-17
3.792768561772757e-09,0.20632004763532905,76.950000000000003,0.0,0.0,0.0,0.99953453885714272,9.4998861990295147,2.3690175876096871e-05,0.00021513813821378601,0.00010430968583735285,0.00011227685096316645,2.2414790191745837e-10,1.43452086390793e-09,3.4715117417645538e-06,1.5023074789684342e-06,3.0382734053444346e-12,2.1534584082811139e-08,1.6494392529639827e-08,3.3915308741779799e-06,1.5615485036719333e-06,2.5669650981099835e-14,2.1903027582087679e-17,6.7235815245541781e-14,9.9802897000667759e-17,3.1311848119609354e-11,1.098865738000098e-08,3.3825014891103414e-08,3.386955556648631e-08,2.6232206249645141e-11,1.8307906023974963e-11,1.9396021400322539e-22,8.0316755150980921e-10,1.2418273404266715e-12,4.2860706434338966e-13,9.5987600656712192e-17,3.8540938077316075e-12,6.0587656275112206e-16,9.2787229016230356e-17,3.3988305079255332e-08,6.6707057810187211e-17,1.6977646049141641e-17,2.5199512025512454e-12,2.1154140596710133e-13,5.4091451792597266e-15,3.9681611950701928e-12,9.0587592328849433e-12,9.2779802842061416e-17,7.3391074568169099e-15,1.8013120491975292e-13,1.5337893262687004e-13,2.3476663680810049e-14,2.9945997199016357e-17,9.295245606818459e-15,1.0754031049290635e-13,6.2566529283292201e-15,1.1493247042898781e-16,5.3579048217836844e-15,2.2280566153929765e-17
3.84733780511294e-09,0.20632004364521933,76.950000000000003,0.0,0.0,0.0,0.99952782289680486,9.4998845067213527,2.4030593801805414e-05,0.00021823140781061109,0.00010575316984969829,0.00011394659585243621,2.2737063541796547e-10,1.4345115694537928e-09,3.5214567397721717e-06,1.523920528555433e-06,3.0834576230039156e-12,2.247989310966558e-08,1.7227193212688141e-08,3.4403257163751967e-06,1.6067893784993168e-06,2.6038948655159681e-14,2.2408051231351004e-17,7.0537494075529461e-14,1.0418938913793377e-16,3.2111347355978425e-11,1.1165745109472952e-08,3.4901822471715196e-08,3.4947781410613769e-08,2.706735558746597e-11,1.8890974612081289e-11,1.9675123431727366e-22,8.2637148099722557e-10,1.2777065912876383e-12,4.4099597932581537e-13,1.0375430375819678e-16,4.0216566807903638e-12,6.2456515352241846e-16,1.0030167878241935e-16,3.4477342474467492e-08,6.9607248847053077e-17,1.7715773880416834e-17,2.5230020166474933e-12,2.1205905546079333e-13,5.4092979962689578e-15,4.0036513962200974e-12,9.2116869717380942e-12,1.0029352926255789e-16,7.6659195675953814e-15,1.9066673032151313e-13,1.620042509946739e-13,2.5103994684640486e-14,3.0812531150447364e-17,1.0024798113397302e-14,1.1067330875643944e-13,6.7192814949745611e-15,1.2432517142130171e-16,5.5146754238315163e-15,2.4453463216771887e-17
3.901907048453122e-09,0.2063200396552103,76.950000000000003,0.0,0.0,0.0,0.9995211064018914,9.4998828144386209,2.4370999551021229e-05,0.00022132461004707669,0.00010719660961757247,0.00011561628853056295,2.3059339232778404e-10,1.4345022803728523e-09,3.57140138961027e-06,1.5455331007309374e-06,3.1286404298169196e-12,2.3452432938804202e-08,1.7981371296364506e-08,3.4891202367612441e-06,1.6526757781551088e-06,2.6408239326884789e-14,2.2927008802732412e-17,7.3946894772394583e-14,1.087025077220457e-16,3.2918222023629334e-11,1.1342839359282567e-08,3.5995844955475687e-08,3.6043244838508903e-08,2.791585723090831e-11,1.9483368589325221e-11,1.9954223624583461e-22,8.4990372787310203e-10,1.3140935305883156e-12,4.5356031592009019e-13,1.1201873938840013e-16,4.1939706561855598e-12,6.4355891906443586e-16,1.0829833794347605e-16,3.4966376800794958e-08,7.258967187325124e-17,1.8474830547448579e-17,2.5259891552476525e-12,2.1257657129993179e-13,5.4094457034151299e-15,4.0391269917298723e-12,9.3646357052568309e-12,1.0828940696131015e-16,8.0022535053532752e-15,2.0165463788674766e-13,1.709765345739943e-13,2.681792189267408e-14,3.1691345292603629e-17,1.0799136745653158e-14,1.1385176199411009e-13,7.2087863362232614e-15,1.3432742027312177e-16,5.6737302088733993e-15,2.6801082654215206e-17
3.956476291793304e-09,0.20632003566530174,76.950000000000003,0.0,0.0,0.0,0.99951438937263781,9.4998811221812165,2.4711393123915488e-05,0.00022441774455191023,0.00010864000489468461,0.00011728592871273573,2.3381596791985274e-10,1.4344929839230055e-09,3.621345691258499e-06,1.5671451928997191e-06,3.1738218137225977e-12,2.4452589055109904e-08,1.875723350403509e-08,3.5379144354249031e-06,1.6992076800297498e-06,2.6777520457184974e-14,2.3447760743220541e-17,7.74657755047493e-14,1.1334405450982522e-16,3.3732387311568833e-11,1.1519939006678215e-08,3.7107082921909041e-08,3.7155946430589782e-08,2.8777711623481994e-11,2.0085088266808092e-11,2.0233321974825351e-22,8.7376420420551815e-10,1.3509880221214286e-12,4.6630002881942414e-13,1.2080459189662038e-16,4.3711001180955084e-12,6.6285877282387948e-16,1.1680020310957511e-16,3.5455408054522545e-08,7.5655441224947676e-17,1.925509965830601e-17,2.5289173056970879e-12,2.1309396255809641e-13,5.4095928290030872e-15,4.0745893867468346e-12,9.517603924331737e-12,1.1679042884951115e-16,8.3482435811956917e-15,2.1310748600543511e-13,1.8030421218514631e-13,2.862168897077343e-14,3.2582436336653723e-17,1.1620251793704482e-14,1.1707568944135082e-13,7.7263141865922786e-15,1.449686552147494e-16,5.8350701441097085e-15,2.9334532678552723e-17
4.0110455351334865e-09,0.20632003167549334,76.950000000000003,0.0,0.0,0.0,0.99950767180928024,9.499879429949047,2.5051774520659435e-05,0.00022751081095343108,0.00011008335543476923,0.00011895551611417404,2.3703859917291225e-10,1.4344836938252302e-09,3.6712896446835035e-06,1.5887568024667674e-06,3.2190017720720106e-12,2.548074690640726e-08,1.9555086531968686e-08,3.5867083124412707e-06,1.7463850614351753e-06,2.714679489971694e-14,2.3984653273116598e-17,8.109589434115365e-14,1.1811583125646826e-16,3.4553759385350113e-11,1.1697043030988633e-08,3.8235536845961421e-08,3.8285886662563081e-08,2.9652919127610039e-11,2.0696133898834048e-11,2.0512418487883099e-22,8.9795282209455266e-10,1.3883899297087942e-12,4.7921507273196561e-13,1.3013629069421449e-16,4.5531093679031731e-12,6.8246562751330446e-16,1.2583099753081568e-16,3.5944436232162209e-08,7.8805669803711447e-17,2.0056864457615936e-17,2.5317908127280831e-12,2.1361123878210944e-13,5.4097348981374871e-15,4.1100398612625548e-12,9.6705902564251226e-12,1.2582031430286354e-16,8.7040240018435283e-15,2.2503799444709166e-13,1.8999577837933086e-13,3.0518610874805385e-14,3.3485800994962632e-17,1.249018820377731e-14,1.2034511030268949e-13,8.2730435372924308e-15,1.5627925117062778e-16,5.9986961951872457e-15,3.2065444043482132e-17
4.065614778473669e-09,0.20632002768578492,76.950000000000003,0.0,0.0,0.0,0.99950095371205505,9.4998777377420129,2.5392143741424386e-05,0.00023060380888050944,0.00011152666099158678,0.00012062505045012791,2.4026100594077255e-10,1.4344743948942422e-09,3.7212332498661592e-06,1.6103679268373255e-06,3.2641802911990197e-12,2.6537291903184106e-08,2.0375237049187959e-08,3.6355018678983681e-06,1.7942078996047333e-06,2.7516059194514143e-14,2.4521042688406675e-17,8.4839009243867239e-14,1.2301963970809375e-16,3.5382255377111959e-11,1.1874150504402905e-08,3.9381207107177213e-08,3.9433065914612185e-08,3.0541480031612193e-11,2.1316505687893801e-11,2.0791513158658973e-22,9.2246949367242304e-10,1.4262991172454768e-12,4.9230540238078829e-13,1.4003902241785015e-16,4.7400626241877977e-12,7.0238039510946935e-16,1.3541518311035058e-16,3.6433461330695365e-08,8.204146907821812e-17,2.0880407823358982e-17,2.5346136950908074e-12,2.1412840754967872e-13,5.4098773301398129e-15,4.1454795735466659e-12,9.8235934535113426e-12,1.3540352116906469e-16,9.0697288695769348e-15,2.3745904412735944e-13,2.0005979252742725e-13,3.2512074363640862e-14,3.440143598109073e-17,1.3411046152499743e-14,1.2366004375173615e-13,8.8501850766582997e-15,1.6829053445562427e-16,6.164609326198596e-15,3.5005986286187789e-17
4.120184021813851e-09,0.20632002369617627,76.950000000000003,0.0,0.0,0.0,0.99949423508119806,9.4998760455600166,2.5732500786381734e-05,0.00023369673796143784,0.00011296992131892379,0.00012229453143587765,2.434835195327208e-10,1.434465104146868e-09,3.7711765067715167e-06,1.6319785634168546e-06,3.3093573704662053e-12,2.7622609418446637e-08,2.1217991697296814e-08,3.6842951018677992e-06,1.8426761716933882e-06,2.7885317347036477e-14,2.507690873766075e-17,8.8696878063272208e-14,1.2805728160243803e-16,3.6217793371868891e-11,1.2051260582849153e-08,4.0544093998787366e-08,4.0597484480497827e-08,3.1443394556915469e-11,2.194620378960124e-11,2.1070605993904405e-22,9.4731413110310274e-10,1.4647154486485438e-12,5.0557097250379812e-13,1.5053874070422622e-16,4.9320240230204071e-12,7.2260398685706162e-16,1.4557797009596139e-16,3.6922483347254104e-08,8.5363949087189398e-17,2.1726012271898195e-17,2.5373896796678769e-12,2.1464547729670972e-13,5.4100144054031779e-15,4.1809095805702467e-12,9.9766123801064097e-12,1.4556525545415325e-16,9.4454921825606354e-15,2.5038367627603847e-13,2.1050487765510931e-13,3.4605538258261687e-14,3.532933800978715e-17,1.4384981429143504e-14,1.2702050893128396e-13,9.4589820251082626e-15,1.8103479436255494e-16,6.3328104996871902e-15,3.8168882667271198e-17
4.174753265154033e-09,0.20632001970666713,76.950000000000003,0.0,0.0,0.0,0.99948751591694562,9.4998743534029551,2.6072845655702958e-05,0.00023678959782526621,0.00011441313617059309,0.00012396395878673424,2.4670574808015553e-10,1.4344558027042848e-09,3.8211194153822884e-06,1.6535887096110745e-06,3.3545329938286312e-12,2.8737084787535641e-08,2.2083657090422416e-08,3.7330880144374792e-06,1.8917898547778539e-06,2.8254564533151676e-14,2.5628938892359374e-17,9.2671258532808872e-14,1.3323055866031588e-16,3.7060292394914248e-11,1.2228372497886924e-08,4.1724197735786224e-08,4.1779142575645429e-08,3.2358662864138572e-11,2.2585228317080169e-11,2.1349696987003109e-22,9.7248664658243339e-10,1.5036387879159739e-12,5.1901173785367567e-13,1.6166217657737521e-16,5.1290576181829402e-12,7.4313731326857009e-16,1.5634532737223692e-16,3.7411502279426612e-08,8.8774218445760203e-17,2.2593959954538614e-17,2.5401222141150467e-12,2.1516245424696419e-13,5.4101528866278421e-15,4.2163308380350976e-12,1.0129646002632421e-11,1.5633148160925527e-16,9.8314478350734647e-15,2.6382509175666243e-13,2.2133971936106817e-13,3.680253375531374e-14,3.6269503796984912e-17,1.541420585535053e-14,1.3042652495338104e-13,1.0100710494802636e-14,1.9454529541011713e-16,6.503300676650923e-15,4.1567425662229691e-17
4.2293225084942156e-09,0.20632001571725714,76.950000000000003,0.0,0.0,0.0,0.99948079621953401,9.4998726612707358,2.6413178349559594e-05,0.00023988238810022469,0.00011585630530043371,0.0001256333322180395,2.4992815358882298e-10,1.4344465115485089e-09,3.8710619756615995e-06,1.6751983628259262e-06,3.3997071634352729e-12,2.9881103307899624e-08,2.2972539814956771e-08,3.7818806056752483e-06,1.9415489258566136e-06,2.8623806354207285e-14,2.6204909289114088e-17,9.6763908264347377e-14,1.3854127258772089e-16,3.7909672400887616e-11,1.2405485549642513e-08,4.2921518461965348e-08,4.2978040344188472e-08,3.3287285058762431e-11,2.3233579344785053e-11,2.1628786146346731e-22,9.979869523377661e-10,1.5430689990580671e-12,5.3262765319783398e-13,1.734368497803732e-16,5.33122738126729e-12,7.6398128412669953e-16,1.6774399367678906e-16,3.7900518124872696e-08,9.2273384344157166e-17,2.3484532663169822e-17,2.5428144984464485e-12,2.1567934594894459e-13,5.41028553700944e-15,4.251744220566569e-12,1.0282693380117772e-11,1.6772893374108988e-16,1.0227729617587049e-14,2.7779665062372596e-13,2.32573064856202e-13,3.9106664831023285e-14,3.7221930059798234e-17,1.6500987769252768e-14,1.3387811089935813e-13,1.0776679889258994e-14,2.0885629069406532e-16,6.6760808165435374e-15,4.521549322522083e-17
4.283891751834398e-09,0.20632001172794634,76.950000000000003,0.0,0.0,0.0,0.99947407598919935,9.4998709691632595,2.6753498868123273e-05,0.00024297510841558669,0.00011729942846231122,0.00012730265144516621,2.5315018927252005e-10,1.4344372073348644e-09,3.9210041875943819e-06,1.6968075204676102e-06,3.4448798599420462e-12,3.1055050238841717e-08,2.3884946429478594e-08,3.8306728756693284e-06,1.9919533618499e-06,2.8993036094418554e-14,2.6772270717806709e-17,1.0097658474395672e-13,1.4399122506597793e-16,3.8765854263480655e-11,1.2582599100502868e-08,4.4136056256191193e-08,4.4194177865254272e-08,3.4229261195755789e-11,2.3891256911910379e-11,2.1907873463433656e-22,1.0238149606282073e-09,1.5830059461765846e-12,5.4641867331837761e-13,1.8589108041643985e-16,5.5385972017338803e-12,7.8513680848232831e-16,1.798014891223941e-16,3.8389530881710897e-08,9.5862552552298029e-17,2.4398011824376346e-17,2.5454694907804276e-12,2.1619615739828823e-13,5.4104207854247865e-15,4.2871505169033109e-12,1.0435753655905916e-11,1.7978512712824925e-16,1.0634471216793739e-14,2.9231187176031842e-13,2.442137220525138e-13,4.1521608671269465e-14,3.8186613516519486e-17,1.7647652526330851e-14,1.373752858198407e-13,1.1488233315860799e-14,2.2400303555843526e-16,6.8511518772752379e-15,4.9127565440779406e-17
4.33846099517458e-09,0.2063200077387343,76.950000000000003,0.0,0.0,0.0,0.99946735522617802,9.4998692770804265,2.709380721156569e-05,0.00024606775839946854,0.00011874250541011783,0.00012897191618351848,2.5637250021785615e-10,1.434427916017857e-09,3.9709460511413391e-06,1.7184161799425529e-06,3.4900510894005156e-12,3.2259310801282895e-08,2.4821183464451696e-08,3.8794648244833578e-06,2.0430031395996911e-06,2.936226159072642e-14,2.7369709318375834e-17,1.0531104532803725e-13,1.4958221775554824e-16,3.9628759765112402e-11,1.2759712569368849e-08,4.5367811138125744e-08,4.5427555158692538e-08,3.5184591284299277e-11,2.4558261025498306e-11,2.2186958948755992e-22,1.0499705837441947e-09,1.6234494933728802e-12,5.6038475301208217e-13,1.9905400048818795e-16,5.7512308869819883e-12,8.0660479465727914e-16,1.9254612662464893e-16,3.8878540548051029e-08,9.9542827416778042e-17,2.5334678507010225e-17,2.5480899387660224e-12,2.1671289546228424e-13,5.4105494777247757e-15,4.3225504513502228e-12,1.0588826050061366e-11,1.9252836964292647e-16,1.1051806215649299e-14,3.073844324932373e-13,2.5627055865517985e-13,4.4051116085664223e-14,3.9163550886617442e-17,1.8856582985691355e-14,1.4091806873476579e-13,1.2236747993431288e-14,2.4002180107020852e-16,7.028514815213537e-15,5.3318741307540564e-17
4.393030238514762e-09,0.20632000374962084,76.950000000000003,0.0,0.0,0.0,0.99946063393070694,9.4998675850221392,2.7434103380058612e-05,0.00024916033768142932,0.00012018553589777265,0.00013064112614853178,2.595943234946286e-10,1.4344186087396699e-09,4.0208875662901409e-06,1.7400243386574416e-06,3.5352208278628931e-12,3.3494270177518791e-08,2.5781557422196548e-08,3.9282564522064068e-06,2.094698235869714e-06,2.9731473487997967e-14,2.7951802551452096e-17,1.0976904723977875e-13,1.5531605228439497e-16,4.0498311586508416e-11,1.2936825426401809e-08,4.6616783073457219e-08,4.6678172190312737e-08,3.6153275291514367e-11,2.5234591663279208e-11,2.2466042591432765e-22,1.0764537340078098e-09,1.6643995048540137e-12,5.7452584709032485e-13,2.1295556529692384e-16,5.9691921624368216e-12,8.2838615024186075e-16,2.0600702319798505e-16,3.9367547122479532e-08,1.0331531186737417e-16,2.6294813413996031e-17,2.5506783796479558e-12,2.1722956399318364e-13,5.4106821419729492e-15,4.3579446743988031e-12,1.0741909852444413e-11,2.0598777304094527e-16,1.1479868093436804e-14,3.2302816817560373e-13,2.6875250125323863e-13,4.6699011901559304e-14,4.0152738890733066e-17,2.0130219978736507e-14,1.4450647863340515e-13,1.3023635653085022e-14,2.5694988724491442e-16,7.2081705851844156e-15,5.7804755625161634e-17
