Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954)
1.4390059998975741e-15,0.16772762601507865,76.950000000000003,0.0,0.0,0.0,0.99999999946605889,9.5,2.0278361921227882e-11,2.496206577287219e-10,2.4962049486310951e-10,1.0043436379199257e-15,2.1529116710657831e-16,1.4404373316050795e-11,7.1613729520659369e-15,6.9188443135617398e-16,1.8439800028918942e-23,2.8381129129479817e-27,4.6724573278222137e-20,7.9128647813389585e-15,1.2919693821485076e-18,9.1078906588441779e-24,1.2658480872477858e-27,7.0629674913254166e-31,3.8921039870371325e-38,5.9814176585076365e-26,1.0471073886127283e-19,1.4931074419822575e-25,1.4931102241710449e-25,2.4752087438438682e-31,3.0697821812736869e-32,3.9196886941177833e-33,6.4783690739798128e-20,2.5946677522533862e-25,1.6092796931546702e-26,1.1435112976116747e-57,9.5567277540219867e-32,1.8451811333070288e-30,1.0926342013264311e-57,8.1036926459372737e-17,9.7287125934524955e-38,8.5822409740782329e-38,4.1510768606340913e-23,1.2694388122628913e-23,1.153715584326019e-19,4.1510162558233801e-23,3.8879386785164268e-29,1.0926342011963148e-57,1.4701615928249369e-35,3.8983247715595847e-38,4.483177859146014e-41,5.3980348934390861e-48,4.8966349732802561e-31,2.3504903782513084e-54,2.4267892977076361e-25,9.3141473563551364e-46,3.4351457931818943e-56,5.0995541200844735e-31,4.9294138408790443e-63,8.5489637530397999e-61,4.1612859615456721e-66,1.5450385985671236e-39,1.24380483076364e-32,1.0210629124184764e-41,2.7456514335641112e-31,3.3059233519967742e-37,9.4197689111122984e-29,4.5560617829241585e-37,2.9784749283514207e-38,2.7428802505044905e-34,9.8607444873298308e-36,1.6665130513758603e-44,1.1918087760307523e-35,1.1734205460446994e-36,2.4985918396023758e-45,1.8257748622857609e-37,3.6882856149711923e-27,2.3366150999104749e-46,6.5751086035164602e-17,2.3739347236760468e-25,1.5623168090344078e-28,2.3739347233701597e-25,3.2481231266415678e-44,7.3130006098323699e-42,4.0890843297830434e-42,3.0975722487635839e-64,1.2669566062038252e-68,1.6560841258905004e-33,9.5892389392985879e-43,8.5933846002862129e-39,3.7563753876285367e-52,1.4744276005511982e-34,8.7422375560954299e-56,4.8364033500427536e-43,1.3887864916578663e-49,6.8771676612885594e-55,1.8926429246494939e-55,8.8331319986250031e-50,1.7678274227809638e-43,8.1753462476499328e-57,1.8873934075225286e-43,1.7272785801261161e-54
1.918675208690934e-15,0.16772762601507865,76.950000000000003,0.0,0.0,0.0,0.9999999992880787,9.4999999999999964,2.7037823527714517e-11,3.3282733466224535e-10,3.3282699624748786e-10,1.763287123768867e-15,2.9790614268802125e-16,1.9199300175076326e-11,1.2570078244126492e-14,1.2146067863283065e-15,3.3581734164547349e-23,6.4554807551187711e-27,8.2032620353812875e-20,1.3889142501387865e-14,2.2682632302304789e-18,1.6182686806767255e-23,2.8251520595929301e-27,1.606497687623875e-30,1.1282900162449372e-37,1.3602556088963505e-25,1.838366819398542e-19,3.3961249998981725e-25,3.3961330640147917e-25,7.174033715604164e-31,8.9007761056555779e-32,8.9119355431719304e-33,1.1371257142008157e-19,5.8972104095004788e-25,3.6593307855182268e-26,6.6523230680317648e-57,2.7705539409931246e-31,4.195700413814057e-30,6.3563479663240974e-57,1.4224095201279381e-16,3.4984800193809489e-37,3.0055431629883654e-37,9.4383202190353075e-23,2.8863258860849559e-23,2.0245729820593932e-19,9.4381824570325585e-23,1.1270604665411471e-28,6.3563479654251537e-57,4.2616471586059382e-35,1.1303159728464307e-37,1.6305817673065356e-40,2.4234287977324981e-47,1.1135367094015572e-30,1.2811155275309377e-53,4.2606219925121445e-25,3.3881602355928698e-45,1.8722982363512949e-55,1.1598991858058653e-30,3.208167005800766e-62,4.6601370098923991e-60,2.7082788548604977e-65,5.6193838455088151e-39,2.8269647938023062e-32,3.7134177873643472e-41,6.2450778863101197e-31,9.5841966090072466e-37,1.6537934850193847e-28,1.3208354438397369e-36,8.6367330232742667e-38,6.238783305451684e-34,2.2540095858202596e-35,5.0325858782296169e-44,2.6983738156504223e-35,3.3985933205959409e-36,1.121644752257335e-44,5.2928253836171096e-37,8.342008449055267e-27,1.048940162063914e-45,8.7734487107419208e-17,5.3954524860568185e-25,2.744364716160658e-28,5.39545248517064e-25,1.1813596973529866e-43,1.7218245460959401e-41,9.6518214722471746e-42,2.0058681241034767e-63,8.739301668435231e-68,3.7668173176946747e-33,2.1816275923162126e-42,2.4764741292804341e-38,1.6862925844795864e-51,3.353638729500941e-34,4.7645641686895745e-55,1.4024282025468008e-42,5.0526764919683339e-49,3.0882710801916464e-54,8.4962017074815199e-55,3.2134751400307425e-49,4.9632138548675611e-43,4.4556217378298604e-56,5.3800381744968114e-43,7.7544467440954775e-54
2.8780136262776542e-15,0.16772762601507862,76.950000000000003,0.0,0.0,0.0,0.99999999893211811,9.4999999999999911,4.0556746729438058e-11,4.9924024165121521e-10,4.992393491676395e-10,3.930835925823935e-15,4.6278864124383261e-16,2.87791584560544e-11,2.8008116816806764e-14,2.7071572976463618e-15,7.778519821780188e-23,2.1554166533042483e-26,1.828730270950278e-19,3.0947200018239047e-14,5.0565756046804602e-18,3.6520840813846301e-23,9.0234655838798194e-27,5.3637573860430636e-30,5.7289073037065872e-37,4.5396711703415994e-25,4.0982135850956496e-19,1.1338927155771393e-24,1.1338968084545962e-24,3.6406977147599272e-30,4.5217705477822557e-31,2.9726499149134125e-32,2.5337095135687169e-19,1.9653607013025026e-24,1.2209379292571147e-25,1.3141260476353968e-55,1.4069408226698703e-30,1.3998616254356642e-29,1.2556579690979348e-55,3.1693527471743149e-16,2.6664286194358068e-36,2.1302070678210826e-36,3.1484661290187755e-22,9.6282832123323888e-23,4.5086442072053467e-19,3.1484202024992287e-22,5.7223678771750639e-28,1.255657968798829e-55,2.1635364255974171e-34,5.7430885016888741e-37,1.2859964746898089e-39,3.0354298049920983e-46,3.7160812628944575e-30,2.6062256566040194e-52,9.4980709282723213e-25,2.6738373242820066e-44,3.8088941103892546e-54,3.8725542122886446e-30,1.0830423398438129e-60,9.4851612106626365e-59,9.1432744226086126e-64,4.4316357563238585e-38,9.4215940154682814e-32,2.9279407524521437e-40,2.0850948690499513e-30,4.8672096458204285e-36,3.686751675013868e-28,6.7075302147409868e-36,4.3886021052784164e-37,2.0829997997258886e-33,7.6156340066784651e-35,2.6971422549128737e-43,8.9103881559263073e-35,1.7215172329718249e-35,1.4045056351924442e-43,2.687511663626112e-36,2.7478539986488809e-26,1.3135038348199234e-44,1.3180284497234046e-16,1.7980811822300781e-24,6.1250423544712585e-28,1.7980811817808989e-24,9.3166216538874946e-43,5.9837663153944236e-41,3.3644332968289369e-41,6.6180285755970215e-62,2.8952766735261086e-66,1.2576559429796851e-32,7.2880232163214882e-42,1.2376179332856889e-37,2.1116163055950368e-50,1.1197088854384221e-33,9.6901127392991704e-54,7.1263042436071391e-42,3.988595420982015e-48,3.8716806582608111e-53,1.0638477891968262e-53,2.536259456801478e-48,2.3230181341611456e-42,9.0619233015697172e-55,2.6136016889487761e-42,9.7122438328408359e-53
4.796690461451094e-15,0.16772762601507862,76.950000000000003,0.0,0.0,0.0,0.99999999822019781,9.4999999999999822,6.7594593087874839e-11,8.3206426786631451e-10,8.3206145499152521e-10,1.0865202662172565e-14,7.9231197787991629e-16,4.7898959784407462e-11,7.7335957913552315e-14,7.4797837880370848e-15,2.21875725873003e-22,1.013592527912481e-25,5.0548130842943921e-19,8.5451348758280177e-14,1.3976934179351641e-17,1.0193895475380045e-22,3.8703203001987837e-26,2.5221625380811459e-29,4.7327527492927521e-36,2.132643588744311e-24,1.1327879807940168e-18,5.3318053300649192e-24,5.3318391102665258e-24,3.0040107609935216e-29,3.7400717934243753e-30,1.3948375390115126e-31,6.9961560339455937e-19,9.2043094582708905e-24,5.7324395109582244e-25,5.583974593635361e-54,1.1626613417661109e-29,6.5721303699658593e-29,5.3355325348616689e-54,8.7512106744714564e-16,3.7147976753274799e-35,2.5877834094298589e-35,1.4775799667960552e-21,4.518548989306469e-22,1.2435159040781659e-18,1.4775584431417211e-21,4.7268036269376354e-27,5.3355325323844605e-54,1.7867359236272616e-33,4.7527069398555711e-36,1.9331820086526892e-38,8.5420160510574625e-45,1.7455314333230538e-29,1.4034594042232932e-50,2.6253635656275246e-24,4.026307628630627e-43,2.0511012323491082e-52,1.8208551580084767e-29,1.1338455090439858e-58,5.1122888120944363e-57,9.5728844696815693e-62,6.6611193635073378e-37,4.4125894447749579e-31,4.3988681384432989e-39,9.8045445433515915e-30,4.0224654665529885e-35,1.0190567424120015e-27,5.5430779911507377e-35,3.6317727863110079e-36,9.7947541546114363e-33,3.674514819261126e-34,2.3360050779752369e-42,4.0903025507775163e-34,1.4145966520151362e-34,3.9498078059652989e-42,2.2203491461774057e-35,1.2547266701900804e-25,3.694141052731975e-43,2.2034557033800787e-16,8.4202602001972107e-24,1.6971709393039859e-27,8.4202601965012184e-24,1.4003736497541773e-41,2.9104394461573742e-40,1.6407205127069882e-40,6.576687679337379e-60,2.3598902586209952e-64,5.913738769949862e-32,3.4310886972597435e-41,9.8674128697461529e-37,5.9388255307802945e-49,5.2651250695655661e-33,5.2148039202824935e-52,5.897567627721345e-41,6.0089458001313628e-47,1.0918859946719554e-51,2.9915846899239921e-52,3.8193096596299462e-47,1.6277995169807758e-41,4.8769104767754294e-53,1.9644020817826978e-41,2.7328209828232848e-51
8.634044131797974e-15,0.16772762601507854,76.950000000000003,0.0,0.0,0.0,0.99999999679636076,9.4999999999999378,1.2167028562465886e-10,1.4977051774795995e-09,1.4976952641029202e-09,3.513348258912457e-14,1.4511623825701193e-15,8.5979476493204571e-11,2.4953289468023362e-13,2.4166133310526934e-14,7.3284099393616347e-22,6.0620400209182236e-25,1.6345330933131629e-18,2.7571808749352444e-13,4.5196048918418287e-17,3.3161775861847497e-22,1.9529012437062049e-25,1.508245184149418e-28,5.3626254284852792e-35,1.2728050495627748e-23,3.6629781516954757e-18,3.1883776073176205e-23,3.1884158089367806e-23,3.395296909356312e-28,4.2486249044629518e-29,8.3041542253846558e-31,2.2574409083498096e-18,5.4580579375029328e-23,3.4171621888182009e-24,3.9453483512227466e-52,1.318256595880522e-28,3.9172484153028126e-28,3.769812102430669e-52,2.823673481553457e-15,7.0924422540416697e-34,4.0681806169977409e-34,8.7998021675285583e-21,2.691021001026442e-21,4.0029915294110146e-18,8.7996743522234453e-21,5.3545959546518502e-26,3.7698120989520085e-52,2.0231239785855312e-32,5.4055240454246587e-35,4.2525353721160728e-37,3.6960630255542001e-43,1.0415112288346235e-28,1.2037202460245191e-48,8.4893644795000021e-24,8.8896862733832842e-42,1.7591931949127058e-50,1.0887292119461974e-28,1.9358871827391004e-56,4.3922917769071476e-55,1.6346822001290556e-59,1.4649396210701476e-35,2.6169163769841924e-30,9.6647207912600544e-38,5.8630207091177434e-29,4.5615501127609803e-34,3.2952243799757841e-27,6.2852323676190207e-34,4.1299873325749054e-35,5.8572283016225075e-32,2.3133409119409322e-33,2.7347836102986749e-41,2.330056723829738e-33,1.5858514519486916e-33,1.7067279246028331e-40,2.516212536279606e-34,7.0733680392029047e-25,1.5964774883773977e-41,3.9905294452325517e-16,4.9922789713482369e-23,5.515566546237968e-27,4.9922789671950596e-23,3.079793368295655e-40,1.7798633561291608e-39,1.0051447874712292e-39,1.018098326815086e-57,3.289980613216166e-62,3.5363403442453714e-31,2.0568206791763579e-40,1.0423297292626449e-35,2.5665925251352564e-47,3.1485223453469503e-32,4.4667998610040926e-50,6.7071279870124908e-40,1.3277955196075623e-45,4.7454854325030229e-50,1.2925051234628968e-50,8.4320356323967116e-46,1.4004585631760597e-40,4.1776725519115291e-51,1.8732930447078399e-40,1.1822011034317308e-49
1.2087662435110167e-14,0.16772762601507843,76.950000000000003,0.0,0.0,0.0,0.99999999551491137,9.499999999999881,1.70338408702461e-10,2.0967738638483828e-09,2.0967538336428374e-09,6.8830186349805235e-14,2.0441180229943031e-15,1.2007119184962311e-10,4.8806596720601403e-13,4.7313955798943548e-14,1.4466784002970534e-21,1.5994773789715466e-24,3.2022514511850099e-18,5.392820662910073e-13,8.8544610388127751e-17,6.5086053294152059e-22,4.6689381598107774e-25,3.9791689708326612e-28,1.8157476064431168e-34,3.3540330786721553e-23,7.1761883391325743e-18,8.4117843768199514e-23,8.4119136052879567e-23,1.1482561432519436e-27,1.4402768477959248e-28,2.1850166698394909e-30,4.4154515987802234e-18,1.4327124331726296e-22,8.9982705180062991e-24,2.9756710553564883e-51,4.4648666248880594e-28,1.0314400315562663e-27,2.843277652060225e-51,5.5228747796928417e-15,2.8063434651584819e-33,1.5088100637746703e-33,2.3159155691614304e-20,7.0821413823909591e-21,7.8157363730201391e-18,2.3158819897569963e-20,1.8128068223152278e-25,2.8432776492493518e-51,6.8478569918493354e-32,1.8335574996402263e-34,1.7711273144957311e-36,1.8204076539696382e-42,2.7441301410879091e-28,6.7810128175509196e-48,1.663162591253267e-23,3.7075555471129214e-41,9.910206440333006e-50,2.8721527986267748e-28,1.2129809694915255e-55,2.4776747939441601e-54,1.024381231120422e-58,6.1007181135596152e-35,6.8697924631239285e-30,4.0233985137772858e-37,1.546816987345099e-28,1.5450978613686743e-33,6.4557276587506348e-27,2.1288317378250962e-33,1.4007635113178012e-34,1.5452974343367171e-31,6.2867559471305786e-33,9.3426854653145358e-41,5.9718019052428747e-33,5.3430659197628801e-33,8.4027298161208514e-40,8.5202391475070038e-34,1.8016165791079525e-24,7.8602545837626157e-41,5.6173607042088988e-16,1.3103068290860652e-22,1.0846411192650589e-26,1.3103068276853913e-22,1.2825809765837571e-39,4.7278929464158722e-39,2.6714303553215164e-39,6.2724768578100704e-57,2.7361639677625398e-61,9.3297617807383517e-31,5.4344334594580302e-40,3.4155933742631266e-35,1.2636673854184492e-46,8.3066658103299343e-32,2.5155687809000943e-49,2.2749329486667119e-39,5.5393092260764459e-45,2.3402650271774568e-49,6.3631562425584271e-50,3.5165329053636819e-45,4.1967730719678846e-40,2.3527789138188462e-50,5.8632178819931451e-40,5.8222415232843926e-49
1.554128073842236e-14,0.16772762601507826,76.950000000000003,0.0,0.0,0.0,0.99999999423346564,9.4999999999998046,2.1900653158575952e-10,2.6958348619574e-09,2.6958011688157497e-09,1.1375802793942186e-13,2.6370779005750353e-15,1.539925805434125e-10,8.0533658124452288e-13,7.8147963787971595e-14,2.4011144356976191e-21,3.322263271051821e-24,5.2925199412162667e-18,8.8984605520848836e-13,1.4634205511512511e-16,1.0764906626792948e-21,8.8348721490851334e-25,8.2643309843705195e-28,4.6217237913330485e-34,6.9575275818180283e-23,1.1860382298846525e-17,1.7470339796805567e-22,1.7470668399557553e-22,2.9189479211726232e-27,3.6707742985457926e-28,4.5256423019789687e-30,7.2858807315772063e-18,2.9602170071198225e-22,1.8652057320326893e-23,1.3467339863787743e-50,1.1368345782839606e-27,2.1378667163424115e-27,1.2868151785902974e-50,9.1130572483539348e-15,8.1226232156417149e-33,4.1091525048975525e-33,4.7977852835427383e-20,1.4671695638432949e-20,1.2873773017557224e-17,4.797715843497278e-20,4.6136066440595819e-25,1.2868151771047357e-50,1.7423839650774015e-31,4.6761866928481517e-34,5.4257840946247294e-36,6.5974709841959961e-42,5.6914895407261387e-28,2.8664151036123686e-47,2.7487775704152539e-23,1.1376601879009252e-40,4.1891650344655122e-49,5.9647088626035172e-28,5.9118461234444646e-55,1.0478671286476584e-53,4.9927552662759526e-58,1.8687202649946517e-34,1.4195320842636162e-29,1.2318839130574155e-36,3.212560054369533e-28,3.9344417990667647e-33,1.0669664701360225e-26,5.4205445737547032e-33,3.5720226088728791e-34,3.2094202181522773e-31,1.3446024900896074e-32,2.3937212217242593e-40,1.2047859931306703e-32,1.3528858864738329e-32,3.0436812691067149e-39,2.1688425560861289e-33,3.6124392829575092e-24,2.8473366371483578e-40,7.2616477509169865e-16,2.7069929272344919e-22,1.7993478555358739e-26,2.7069929236846292e-22,3.9287154013342291e-39,9.8590400476229791e-39,5.5725019724144232e-39,2.9707062623014878e-56,1.4324273536048207e-60,1.9376801877222185e-30,1.1303678539440841e-39,8.4005573807191886e-35,4.5775982249204736e-46,1.7252084239929631e-31,1.0628796153887945e-48,5.8014330195936014e-39,1.7002878438300233e-44,8.4958479027195683e-49,2.3047916493914476e-49,1.0789808564030405e-44,9.5127544889044877e-40,9.9412189379222206e-50,1.3797888120957616e-39,2.1098805979735245e-48
1.8994899041734552e-14,0.1677276260150781,76.950000000000003,0.0,0.0,0.0,0.99999999295202358,9.4999999999997087,2.6767465427455322e-10,3.294888186151811e-09,3.294837269972496e-09,1.6991665652894019e-13,3.2300324022938353e-15,1.8774444929796609e-10,1.2009718096632684e-12,1.1665382172541453e-13,3.5961416125847081e-21,5.9688960773644366e-24,7.9053361074345568e-18,1.3269979933233999e-12,2.185883095221661e-16,1.6083097241232208e-21,1.4565334285274633e-24,1.4846602584913255e-27,9.7905379407333311e-34,1.2484151312675843e-22,1.7715537129955996e-17,3.1384750901076064e-22,3.1385446335990428e-22,6.1757714591995482e-27,7.7857308978938943e-28,8.108443769259629e-30,1.0865393189674691e-17,5.2911075959193296e-22,3.3444001055145999e-23,4.9673548079717755e-50,2.4089799243998567e-27,3.8330282619901317e-27,4.7463475827555144e-50,1.3590000909428914e-14,1.899684755987616e-32,9.1402466673659605e-33,8.5978230357090487e-20,2.62921248386621e-20,1.9164777101433703e-17,8.597698815509811e-20,9.7720289301517763e-25,4.746347576766337e-50,3.689715460693993e-31,9.9245205704051956e-34,1.3361392862623357e-35,1.8620353388383495e-41,1.0210927184561213e-27,9.1618487847799114e-47,4.1057761403058442e-23,2.8059138043485688e-40,1.3389727382645446e-48,1.0714595790717107e-27,2.1186386181282329e-54,3.3531010572544121e-53,1.7894337888325292e-57,4.6013571149798257e-34,2.5375074729392291e-29,3.0320424218941601e-36,5.771221075921836e-28,8.3378884748652953e-33,1.593701998070992e-26,1.1486597164224776e-32,7.580258186014917e-34,5.7656059156416145e-31,2.483543798639756e-32,5.0960201710928995e-40,2.1047535705137352e-32,2.851804926825356e-32,8.5860855305308544e-39,4.5946919661909164e-33,6.2740857019362903e-24,8.0326088936455557e-40,8.9233573435743138e-16,4.8379210317656746e-22,2.6975905889508303e-26,4.8379210242768747e-22,9.6737438639919728e-39,1.7758516918389595e-38,1.0039551031645385e-38,1.0380843885658286e-55,5.8615415072040068e-60,3.4809516308823036e-30,2.033628305587058e-39,1.7231707498338079e-34,1.291391650610297e-45,3.0992775607184762e-31,3.3958453855596463e-48,1.2311803822233095e-38,4.1948451976171407e-44,2.40157496890172e-48,6.5014503374774837e-49,2.6610282115937022e-44,1.8194245807808165e-39,3.1762391015826645e-49,2.7217343265892073e-39,5.9542815523655525e-48
2.2448517345046744e-14,0.16772762601507787,76.950000000000003,0.0,0.0,0.0,0.99999999167058518,9.4999999999995932,3.1634277676884165e-10,3.8939338514072472e-09,3.8938621375254313e-09,2.3730565978676327e-13,3.8229778628893348e-15,2.2132763720600654e-10,1.6745837618352102e-12,1.628165576506195e-13,5.0317510989679296e-21,9.7423473141450596e-24,1.1040695260428303e-17,1.8503092859969979e-12,3.0528323789007186e-16,2.2461104847864502e-21,2.1929250948305625e-24,2.4230140649243632e-27,1.8387732768686335e-33,2.0350500698332275e-22,2.4741624122449108e-17,5.122069944101573e-22,5.1222004308033071e-22,1.1584620035529639e-26,1.4640415079519305e-27,1.3198047749611828e-29,1.5150520267150801e-17,8.5919436973700584e-22,5.44782319154957e-23,1.501855325337966e-49,4.5256999032609564e-27,6.2433413965141691e-27,1.4350348852844295e-49,1.8949316460883184e-14,3.8680833666885796e-32,1.7824365599273297e-32,1.3997504851711032e-19,4.2804112833895031e-20,2.6675968678555507e-17,1.3997302973294801e-19,1.8350487775607663e-24,1.4350348833072844e-49,6.9272718251417404e-31,1.8674015144833741e-33,2.8568028701306181e-35,4.4804481907819345e-41,1.664242722428208e-27,2.456496695341932e-46,5.7341517132017247e-23,6.0084731007999924e-40,3.5900874008878872e-48,1.7485253887930473e-27,6.2763756149934306e-54,9.0019362309245513e-53,5.3017066150133935e-57,9.8370968772604279e-34,4.1209172653644369e-29,6.4795232358470299e-36,9.4187583516791531e-28,1.5665546907433175e-32,2.2257772997789493e-26,2.1580260276746865e-32,1.4261449515790893e-33,9.4096317110122659e-31,4.163288527219704e-32,9.6101043621528698e-40,3.3423344752956051e-32,5.3304095385714675e-32,2.0649938302699857e-38,8.6298463273822201e-33,9.9067972205716881e-24,1.9319747100405383e-39,1.0602454863614008e-15,7.8550744131070691e-22,3.7813642776435527e-26,7.8550743990999706e-22,2.0681307273991256e-38,2.9037322084451933e-38,1.6418362250347072e-38,3.0027945380287317e-55,1.9575447237156831e-59,5.6809837545474765e-30,3.3237427117646399e-39,3.1371379635528147e-34,3.1060269916051606e-45,5.058116697192932e-31,9.1013474823669785e-48,2.3164225680656798e-38,8.9853219549237657e-44,5.7875073472834835e-48,1.5635706838424329e-48,5.6978716262267542e-44,3.113576425796783e-39,8.5129563241107843e-49,4.7813075472878434e-39,1.4325979386339535e-47
2.935575395167113e-14,0.16772762601507732,76.950000000000003,0.0,0.0,0.0,0.99999998910771926,9.499999999999309,4.1367902117390297e-10,5.0920022588034906e-09,5.0918781734116972e-09,4.0577319859391991e-13,5.0088457039571891e-15,2.8799096509908131e-10,2.8543535045119187e-12,2.7805895715877512e-13,8.624682893151858e-21,2.1399186218290246e-23,1.887902061086807e-17,3.1538803345884374e-12,5.2201848839505857e-16,3.8389137347995711e-21,4.1658880648720501e-24,5.3211874309078424e-27,5.0723316671061352e-33,4.4588312686342732e-22,4.2306479931049091e-17,1.1248487976677478e-21,1.1248847257016618e-21,3.1879600601042074e-26,4.048409504171485e-27,2.8833079494086476e-29,2.5825240224704868e-17,1.8683673198689115e-21,1.1919476717715339e-22,9.3422382425901535e-49,1.2491706719944031e-26,1.3658205656519998e-26,8.9265841721667379e-49,3.2299398369187711e-14,1.2078891692976236e-31,5.1878394591337501e-32,3.0592036745708475e-19,9.3548907319486549e-20,4.5313496854861647e-17,3.0591597063296851e-19,5.06066866985075e-24,8.9265841574737612e-49,1.9095865183026055e-30,5.1702803362224672e-33,9.7816390670645266e-35,1.8780048817806545e-40,3.6453199453684422e-27,1.2454232461709508e-45,9.8050075370374221e-23,2.0635936477537496e-39,1.8201461681681221e-47,3.8393729138524105e-27,3.8079103627874464e-53,4.5790718462862295e-52,3.2175568046745516e-56,3.3674462317350666e-33,8.963037953552706e-29,2.2162995073480737e-35,2.0684288021207932e-27,4.3246952519884802e-32,3.805938840200219e-26,5.9568795267444441e-32,3.9476787592829645e-33,2.0664386571939856e-30,9.615006403650793e-32,2.6686103573998398e-39,6.9657955324069382e-32,1.4569374243247215e-31,8.6469615329352924e-38,2.3808435252437785e-32,2.0427289887629705e-23,8.0907663116685766e-39,1.4012690031631717e-15,1.7076938636281111e-21,6.5126562759407273e-26,1.7076938597955887e-21,7.0797306649829389e-38,6.3927472357520802e-38,3.6153244058399202e-38,1.7358180776144622e-54,1.4818910641885746e-58,1.2475851418086698e-29,7.3198842059420987e-39,8.1559842402724254e-34,1.3007637075903997e-44,1.1108118950937418e-30,4.6104372741162462e-47,6.4125162856001264e-38,3.0877847649370726e-43,2.4334065909569756e-47,6.5468383305601724e-48,1.9566679761458744e-43,7.3025099415242983e-39,4.3125720572677064e-48,1.1683400447458097e-38,6.0037037643848944e-47
3.626299055829552e-14,0.16772762601507665,76.950000000000003,0.0,0.0,0.0,0.99999998654486777,9.4999999999989484,5.110152648009438e-10,6.2900402036003896e-09,6.289849280011137e-09,6.1915710802626253e-13,6.1946835655547247e-15,3.5398921180574891e-10,4.3415728054078221e-12,4.2375570598958417e-13,1.3179834062957516e-20,3.991793090070571e-23,2.8807447661772005e-17,4.7971637258404436e-12,7.965464208442523e-16,5.8532469732807949e-21,6.8193344371423676e-24,9.9242775054578381e-27,1.1351747061126939e-32,8.2969576695722533e-22,6.4554695266404492e-17,2.0978797309047628e-21,2.097959994820744e-21,7.118282520527718e-26,9.0810374876853221e-27,5.3498383471037541e-29,3.9282564698563091e-17,3.4509117802090962e-21,2.2148836180117083e-22,3.7230855261723887e-48,2.7971643750543851e-26,2.5376477175316987e-26,3.5574383608728938e-48,4.9128529408803348e-14,2.958590171217534e-31,1.2042442950221618e-31,5.6784784582648978e-19,1.7364321171841006e-19,6.8685725050193746e-17,5.6783971257050941e-19,1.1322627006920093e-23,3.5574383542708392e-48,4.2707742892959617e-30,1.161139035092814e-32,2.5939669026461374e-34,5.8043104741325722e-40,6.7812242217692183e-27,4.418402593965673e-45,1.4961286614931875e-22,5.4875045458433132e-39,6.4573593416416125e-47,7.1595745605319249e-27,1.5299426612721268e-52,1.6283174140197588e-51,1.2929966872863414e-55,8.9281935945468371e-33,1.6558689807758474e-28,5.87187410881252e-35,3.8576721201380728e-27,9.6855162073054663e-32,5.8074325180721542e-26,1.33395376574079e-31,8.8637448969035571e-33,3.8539830017798842e-30,1.879478357688319e-31,6.0042515177992906e-39,1.2353472552705869e-31,3.2330201350051531e-31,2.6702311789116961e-37,5.328817204120106e-32,3.5860573425421618e-23,2.4986883803762107e-38,1.7492078767019282e-15,3.153293706922796e-21,1.0009139277456163e-25,3.1532936984121281e-21,1.8770869704669121e-37,1.1941725412445939e-37,6.7543297854905529e-38,6.7265517547592503e-54,6.7142366553336862e-58,2.3267790775139435e-29,1.3689679795227345e-38,1.7284442745108935e-33,4.0172150540153278e-44,2.0717146090468217e-30,1.6345409492389133e-46,1.4399082948223721e-37,8.2152972716878266e-43,7.5407558173047537e-47,2.0215890180071708e-47,5.2025520367770211e-43,1.4236140869217052e-38,1.5289940989952345e-47,2.3496770544738489e-38,1.855254620512864e-46
