Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954)
1.679640987256185e-08,0.16772503441164321,76.950000000000003,0.0,0.0,0.0,0.99365852681870526,9.4986318057806844,0.00023439476705318805,0.0028521292038182055,0.0015367212734078907,0.0013205687421526822,2.8227211188684678e-09,6.8648914815131088e-09,7.7548142982813723e-05,1.8784945243987444e-05,2.8289799258126586e-11,1.889884906158785e-05,2.0720106092261117e-05,8.5704978718019923e-05,0.00016759257692731985,2.6000388808303705e-13,1.3802067667036174e-14,1.9389278975946579e-10,2.0302233741246644e-13,2.8550869463857557e-09,3.1917304449424753e-07,7.0474547093322146e-06,7.0568864437689884e-06,5.5480856680116414e-09,3.7432148079731102e-09,4.3726505564530446e-20,1.34616958637008e-07,2.1114617904143902e-10,7.0398144159063703e-11,2.3317765823049294e-11,4.1789273755006487e-09,3.3887271739806876e-13,2.3459405496755663e-11,8.7858565548238388e-07,8.1318664047937779e-14,2.1802943423478368e-14,2.100387712833084e-11,2.6024478838267733e-12,4.9796396630333745e-14,1.1837657174880279e-10,4.4050886330404397e-10,2.3435339366552991e-11,1.2016143106151118e-11,2.0272283800836425e-09,1.0998486372959993e-09,8.4912736417174394e-10,9.6111491359053821e-15,4.7345337365628562e-10,2.1007174692148286e-12,4.4032482674654825e-10,1.9374134164472317e-11,9.1318338576539111e-14,1.6779475286359039e-11,5.6224728832940011e-12,3.0706612699097988e-12,3.6352055884750623e-13,3.2986123529344964e-17,8.2024999427825373e-18,3.6913956380677411e-11,4.5804184325600479e-14,2.0709438990443724e-12,6.0688687900267308e-14,1.5730219471515357e-13,1.7352225958008021e-12,2.5637057216443204e-16,1.0758961831258739e-19,3.1412965060911594e-16,1.4680222072326178e-12,4.5101192226607074e-17,7.1717892720381885e-15,1.6718496155198126e-15,4.0364310020520921e-17,9.816686813910346e-06,3.7474513193356913e-14,1.0541745000374897e-07,3.7428015623260437e-14,9.53000587649386e-16,5.4154287246453223e-20,3.064773909440377e-20,5.9741981892721415e-18,8.8381397142752509e-16,4.2035644427993475e-13,2.7709947421495275e-22,7.9897648013788602e-17,5.4670185421322279e-21,1.1062398619486945e-13,4.3191057948035918e-20,3.9587752806891558e-16,1.7574614276579532e-16,6.2953155120358792e-17,1.4030446186182197e-19,3.8840841609199551e-17,9.4353760299779374e-22,1.1811040620777994e-20,1.8857261144137004e-21,6.1494582615487775e-19
1.7391926964535625e-08,0.16772494265860735,76.950000000000003,0.0,0.0,0.0,0.99343008350281181,9.4985827437628156,0.00024262090792316463,0.0029510178315589547,0.0015893348559099132,0.0013662102687148855,2.9205766270204065e-09,6.8633649133205399e-09,8.0288265763104097e-05,1.9436235173457021e-05,2.9267551943318549e-11,2.0957205483344942e-05,2.2756508475008613e-05,8.8734185820986454e-05,0.00017958366591266548,2.6901844267026117e-13,1.5130653822685888e-14,2.1332811797528538e-10,2.2518351033966785e-13,2.976268101895536e-09,3.3035952584744294e-07,7.5609446476624286e-06,7.5710803198147556e-06,5.9523067636378718e-09,4.0159529937820288e-09,4.5272051814923925e-20,1.440669789539111e-07,2.259676478255577e-10,7.5348702836833452e-11,2.776374665461801e-11,4.5955403192412543e-09,3.6820522044648889e-13,2.798364955789693e-11,9.0965919249756149e-07,8.9425217543617745e-14,2.397645017906374e-14,2.1210671086002627e-11,2.6534100063768049e-12,4.9810342161199731e-14,1.2223451272623653e-10,4.5658630713426748e-10,2.7953882460802072e-11,1.3268085726262805e-11,2.31296199702868e-09,1.2372742937540172e-09,9.8874450197453288e-10,1.0286205189678577e-14,5.5375652754590402e-10,2.1908715086453654e-12,5.2140930208908304e-10,2.2972261302761674e-11,9.523974769776039e-14,2.0428420252780298e-11,7.0255884622012606e-12,3.856488669917261e-12,3.9041868274079339e-13,3.44267205908146e-17,8.5402167905200323e-18,4.0030429676504977e-11,4.9671085797253664e-14,2.3562280773726368e-12,6.581217065148902e-14,1.7080673569079007e-13,1.9765962844802715e-12,2.9133801445879017e-16,1.1682628578696902e-19,3.6657159333795124e-16,1.7149493175107745e-12,4.6958881525406843e-17,7.6943504818526233e-15,1.7309325341845466e-15,4.2032815994644924e-17,1.0510315280631288e-05,3.8800332905113424e-14,1.2096862231491418e-07,3.8749647894300874e-14,1.0271400579282256e-15,6.168728052034312e-20,3.4910914261129625e-20,7.0837157043448676e-18,1.071605906984947e-15,4.6188623588374615e-13,3.0450635538478803e-22,8.7791272850550556e-17,5.8777287086353402e-21,1.2585803565935487e-13,4.6438198819032294e-20,4.4136659799812605e-16,1.9704556274090503e-16,7.0595051626801329e-17,1.5730805523340516e-19,4.3361485501047606e-17,1.0734338041384735e-21,1.2700286775160741e-20,2.1453999680178994e-21,6.8550776306948724e-19
1.79874440565094e-08,0.1677248509157552,76.950000000000003,0.0,0.0,0.0,0.99320143117547544,9.4985336454034428,0.00025084128087547627,0.0030497077156021843,0.001641801627879333,0.0014117235825000108,3.0182345268329371e-09,6.8618368896754408e-09,8.3027734084667988e-05,2.0086209986802734e-05,3.0242557998502784e-11,2.3157406476344183e-05,2.4918764684701428e-05,9.1762735397891949e-05,0.00019198020847077828,2.7801479463291876e-13,1.6540323679207731e-14,2.3398832491243065e-10,2.4887645758803645e-13,3.0974795846661591e-09,3.4151515543406225e-07,8.0920941266308702e-06,8.1029609871720419e-06,6.3704267534363884e-09,4.2980696636736162e-09,4.6817262585933721e-20,1.5382122814427064e-07,2.4126616863390035e-10,8.0459361042935959e-11,3.2857089718938985e-11,5.0362219857798794e-09,3.9900465788615086e-13,3.31780574590717e-11,9.4072875643037487e-07,9.8000050465970787e-14,2.6275510676351603e-14,2.1417443178387085e-11,2.7043659792631106e-12,4.9824303821455001e-14,1.2609389061667856e-10,4.7266975214302221e-10,3.3141507123884209e-11,1.4599049818913327e-11,2.6265932339500478e-09,1.3858307980139276e-09,1.1450043698865914e-09,1.0983020192007722e-14,6.439405642982669e-10,2.2819046591358198e-12,6.1380682898771448e-10,2.7069907034823019e-11,9.9199407589106212e-14,2.4687783096795564e-11,8.7099217240722546e-12,4.8038194112623582e-12,4.1827989979989823e-13,3.5885243425135957e-17,8.8818187727277696e-18,4.3303417744979103e-11,5.3732167673784416e-14,2.6691987255229575e-12,7.1192934113281221e-14,1.8500139478502278e-13,2.241613769456626e-12,3.2967550014936069e-16,1.2653497152840059e-19,4.2554373823149901e-16,1.9928643145226534e-12,4.8837933086001889e-17,8.2348836188762057e-15,1.7900020738256061e-15,4.3720440703809151e-17,1.122622947656589e-05,4.0126193033654333e-14,1.3816113512377428e-07,4.0071098810886196e-14,1.1043197161963563e-15,6.9958169297195787e-20,3.9591689400512055e-20,8.347264755525165e-18,1.2902892190965737e-15,5.0582640491023885e-13,3.335030213478542e-22,9.6143041944405402e-17,6.3033657906811669e-21,1.4268910703102186e-13,4.9803439063078368e-20,4.9034985755982573e-16,2.20068501319333e-16,7.8856221383602509e-17,1.7568746044440748e-19,4.8233538339438316e-17,1.2169435495967798e-21,1.3621920936791006e-20,2.4322944402189419e-21,7.6127869181676546e-19
1.8582961148483174e-08,0.16772475918016128,76.950000000000003,0.0,0.0,0.0,0.99297257355671809,9.498484509290817,0.00025905588687190659,0.0031481945671658794,0.0016941183078729855,0.0014571058411275756,3.1156905749824048e-09,6.8603074362747065e-09,8.5766547381989594e-05,2.0734841441456746e-05,3.1214756532964941e-11,2.5503797152814904e-05,2.7210315844308185e-05,9.4790627310491332e-05,0.00020478118735522288,2.8699255306343157e-13,1.8033290212382555e-14,2.5590763150168745e-10,2.7414833509750985e-13,3.218710687166721e-09,3.5263923312721216e-07,8.6408533920921987e-06,8.6524790442268765e-06,6.8024062699353645e-09,4.5895382549289328e-09,4.836213780702265e-20,1.6387815500585195e-07,2.5703930155645701e-10,8.5729334363044828e-11,3.866465954905679e-11,5.501339104253589e-09,4.3129319167616026e-13,3.9113889503291081e-11,9.7179453327800079e-07,1.0705029238328697e-13,2.8702036473637925e-14,2.1624194678042042e-11,2.7553161083529968e-12,4.9838281801977143e-14,1.2995471388761929e-10,4.887592345257488e-10,3.906931563444433e-11,1.6010833814590647e-11,2.969673718706183e-09,1.5459432725097227e-09,1.3191699904846082e-09,1.1701485111366453e-14,7.4478087032311126e-10,2.3738104236909744e-12,7.1861844935354798e-10,3.1714195677600125e-11,1.0319703553952107e-13,2.9630422345030692e-11,1.0718832861583499e-11,5.9381922563879752e-12,4.4710448763271826e-13,3.7361946606604097e-17,9.2274704953629009e-18,4.6736497415940325e-11,5.7991865661730113e-14,3.0115116303473936e-12,7.6836855403978101e-14,1.9990143630644715e-13,2.5317006730402498e-12,3.7158381925670283e-16,1.3672611583055725e-19,4.9159459624641199e-16,2.304390557906973e-12,5.0739252321978251e-17,8.7933380496399053e-15,1.8490582309918005e-15,4.5427997044433138e-17,1.1964254950416513e-05,4.1452105210795747e-14,1.57102881673057e-07,4.1392376266371294e-14,1.1845781030049181e-15,7.9011445598657003e-20,4.4715244049430006e-20,9.7793766067047593e-18,1.543551746388785e-15,5.5221757955686313e-13,3.6411595292343333e-22,1.0496067757390745e-16,6.7439341886255157e-21,1.6123648069636181e-13,5.3286813520859995e-20,5.4297705348728224e-16,2.4489233889194615e-16,8.7764498537122728e-17,1.9550443510740846e-19,5.3472212593120967e-17,1.3750833700645029e-21,1.4575952739490756e-20,2.7484424086562046e-21,8.4244475483217571e-19
1.917847824045695e-08,0.16772466744892428,76.950000000000003,0.0,0.0,0.0,0.99274351435525465,9.4984353340282563,0.00026726472690495324,0.0032464741362581741,0.0017462816498695064,0.0015023542330614809,3.2129405665714353e-09,6.8587765787371589e-09,8.8504705099809653e-05,2.1382101550584856e-05,3.2184087316752582e-11,2.800067781268062e-05,2.9634572149373653e-05,9.7817861426046287e-05,0.00021798556803371077,2.9595133059385037e-13,1.9611746434172078e-14,2.7911995661640725e-10,3.0104581505561431e-13,3.3399527218250735e-09,3.6373106626436713e-07,9.2071715613389404e-06,9.2195839867689593e-06,7.2482050573743332e-09,4.8903316054365504e-09,4.9906677410463093e-20,1.7423620960101579e-07,2.7328460869281245e-10,9.1157837675388366e-11,4.5257528485179501e-11,5.9912388334594042e-09,4.6509233202266548e-13,4.5867173616366294e-11,1.0028567144315604e-06,1.1658269189872285e-13,3.1257836985983073e-14,2.1830926889583592e-11,2.8062607083760444e-12,4.9852276295924651e-14,1.3381699137590451e-10,5.0485479210983366e-10,4.5813161308298819e-11,1.7505187467744923e-11,3.3437724696346674e-09,1.7180333873529951e-09,1.5125456841051997e-09,1.2441491056801066e-14,8.5707926095893478e-10,2.4665823802055873e-12,8.370074416320667e-10,3.6954658683642558e-11,1.072323520966908e-13,3.5334466148687921e-11,1.310045813457546e-11,7.288032768842045e-12,4.7689272604499514e-13,3.8857102190456302e-17,9.5773389370418124e-18,5.0333271052353428e-11,6.2454647064693427e-14,3.3848694132662382e-12,8.2749853506535459e-14,2.1552216089600451e-13,2.8483230316118508e-12,4.1726944301696873e-16,1.4741018383798265e-19,5.6529763038546541e-16,2.6522716172688001e-12,5.2663757700926265e-17,9.3696619921437766e-15,1.9081010023114573e-15,4.7156309657906503e-17,1.2724212944561937e-05,4.2778081182079769e-14,1.779046067566629e-07,4.2713488382782472e-14,1.2679554315020048e-15,8.8892862722715488e-20,5.0307471543619353e-20,1.1395324787229848e-17,1.8353632641028475e-15,6.0109861803603958e-13,3.9637044815016111e-22,1.1425156559327561e-16,7.1994383362839425e-21,1.8162502132021625e-13,5.6888357297560253e-20,5.9940014962788061e-16,2.7159563063396867e-16,9.7348139691112351e-17,2.1682167354210522e-19,5.9092947144585574e-17,1.5489173728659186e-21,1.5562391889510521e-20,3.0959719019390985e-21,9.2919214674774251e-19
1.9773995332430723e-08,0.16772457571916766,76.950000000000003,0.0,0.0,0.0,0.99251425726777487,9.4983861182344178,0.00027546780199771541,0.0033445422124683158,0.0017982884439411266,0.0015474659781908498,3.3099803359120553e-09,6.8572443425985499e-09,9.1242206693093025e-05,2.2027962588299238e-05,3.3150490793118118e-11,3.0652303076500403e-05,3.2194912210680897e-05,0.00010084443761762829,0.00023159229887266785,3.048907434680029e-13,2.1277864970220818e-14,3.03658910486056e-10,3.2961507634443926e-13,3.4611986415675376e-09,3.747899697881879e-07,9.7909966342767521e-06,9.8042242199159509e-06,7.7077819805093619e-09,5.2004219596337556e-09,5.1450881331491339e-20,1.8489384276541362e-07,2.8999965338105482e-10,9.6744084944611488e-11,5.2711071492670352e-11,6.5062494724467567e-09,5.0042294886832916e-13,5.3518842046773151e-11,1.0339154965922423e-06,1.2660363048578607e-13,3.3944623194740619e-14,2.2037641117056808e-11,2.8572001027104831e-12,4.9866287495964695e-14,1.3768073229782673e-10,5.2095646438764305e-10,5.3453784101846019e-11,1.9083812762299897e-11,3.7504741910834821e-09,1.9025192236380578e-09,1.7264762417164835e-09,1.320292924378219e-14,9.8166346120253905e-10,2.5602141808184592e-12,9.7020019227027809e-10,4.2843246438331398e-11,1.1130508103897063e-13,4.1883430266503303e-11,1.5908030505985922e-11,8.8848526512929261e-12,5.076448971383456e-13,4.0370999892841808e-17,9.9315934423901164e-18,5.4097364296557196e-11,6.7125007985435649e-14,3.7910224287867338e-12,8.8937885561430646e-14,2.3187889898511163e-13,3.1929880578684455e-12,4.6694463284914028e-16,1.5859766107163069e-19,6.4725154863018981e-16,3.039372672750514e-12,5.4612380708153555e-17,9.9638025272298087e-15,1.9671303844988256e-15,4.8906214900484408e-17,1.350592048101224e-05,4.4104132805339418e-14,2.0067983944213687e-07,4.4034443507251987e-14,1.354493614556277e-15,9.9649459032517513e-20,5.6394992480566071e-20,1.321112872971451e-17,2.169985185321229e-15,6.5250667070584433e-13,4.302906639959781e-22,1.2402276724168869e-16,7.6698827024387877e-21,2.0398529288041697e-13,6.0608105774778269e-20,6.5977332034567773e-16,3.0025810564073444e-16,1.0763582360920112e-16,2.3970280606007496e-19,6.5111406714303923e-17,1.7395582211963171e-21,1.6581248168795532e-20,3.4771080582081539e-21,1.0217071148176512e-18
2.0369512424404498e-08,0.16772448398803996,76.950000000000003,0.0,0.0,0.0,0.99228480597823077,9.4983368605435512,0.00028366511320377589,0.0034423946257397843,0.0018501355169077143,0.0015924383283955812,3.4068057572911153e-09,6.8557107533068546e-09,9.3979051626994525e-05,2.2672397094753644e-05,3.4113908090634199e-11,3.3462881040823467e-05,3.4894682411435379e-05,0.00010387035576434891,0.00024560031132482134,3.138104116120215e-13,2.3033797646725764e-14,3.2955778825197378e-10,3.5990179525216785e-13,3.5824427311373732e-09,3.8581526637917915e-07,1.039227550484391e-05,1.0406347070267643e-05,8.1810950336104819e-09,5.5197809745774886e-09,5.2994749508425413e-20,1.9584950564795506e-07,3.0718199947581594e-10,1.0248728903001482e-10,6.1105057782097969e-11,7.0466811435269232e-09,5.3730528312991432e-13,6.2154866019240742e-11,1.0649710816867065e-06,1.3711913578635423e-13,3.6764011212982684e-14,2.2244338691218165e-11,2.9081346233130107e-12,4.9880315596459603e-14,1.4154594627349687e-10,5.3706429253326501e-10,6.2076944138219645e-11,2.07483647952839e-11,4.1913776153085825e-09,2.0998151466690876e-09,1.9623460818614213e-09,1.3985690962368389e-14,1.1193865757056377e-09,2.6546995511803016e-12,1.1194870050476216e-09,4.9434337498556425e-11,1.1541494934334599e-13,4.9366328104979721e-11,1.9200207224443771e-11,1.0763453615570118e-11,5.3936128541099623e-13,4.1903947278841149e-17,1.0290405710534704e-17,5.8032423897331728e-11,7.2007470628379399e-14,4.2317697301016042e-12,9.5406943292600319e-14,2.489870044814078e-13,3.5672449622107761e-12,5.2082755746064202e-16,1.7029904911009207e-19,7.3808061149956575e-16,3.4686819848529389e-12,5.6586065783456954e-17,1.0575705610203229e-14,2.0261463743590973e-15,5.0678560786843596e-17,1.4309190448880895e-05,4.543027204918839e-14,2.2554482461536604e-07,4.5355250208427122e-14,1.4442362918580669e-15,1.1132958359091713e-19,6.300516922696364e-20,1.5243556618898405e-17,2.5519801373664538e-15,7.0647723977044928e-13,4.658996564383093e-22,1.3428103049066125e-16,8.1552717924079862e-21,2.2845367232252652e-13,6.444609462294412e-20,7.2425294128629455e-16,3.3096066452948656e-16,1.1865665036363217e-16,2.6421239702442166e-19,7.1543481009854262e-17,1.9481681015446977e-21,1.7632531438392233e-20,3.8941750600648245e-21,1.1201759593625417e-18
2.0965029516378273e-08,0.16772439225271557,76.950000000000003,0.0,0.0,0.0,0.99205516415714168,9.4982875596057337,0.00029185666160707691,0.0035400272471253196,0.0019018197329729427,0.0016372685680963262,3.5034127457178544e-09,6.8541758362172713e-09,9.6715239376822615e-05,2.3315377881118482e-05,3.5074281034975663e-11,3.6436572456248571e-05,3.773719627920469e-05,0.00010689561575153205,0.00026000852011972425,3.2270995870320052e-13,2.488167508681157e-14,3.5684956366767419e-10,3.9195113644820523e-13,3.7036803550677124e-09,3.9680628659291157e-07,1.1010953972656366e-05,1.1025898798271204e-05,8.6681013496375496e-09,5.8483797261356424e-09,5.4538281882753073e-20,2.0710164928079229e-07,3.2482921067342619e-10,1.0838666150758069e-10,7.0523739229034317e-11,7.6128264488451981e-09,5.7575895769235678e-13,7.1866388304454644e-11,1.0960236767818456e-06,1.4813489439391325e-13,3.9717525712903298e-14,2.2451020996366243e-11,2.9590646106421838e-12,4.9894360795616357e-14,1.454126433374094e-10,5.5317831943259019e-10,7.1773553119070339e-11,2.2500452639328592e-11,4.6680938899254953e-09,2.3103316876413033e-09,2.2215783930877339e-09,1.4789667547547009e-14,1.2711265490438002e-09,2.7500322898262511e-12,1.2862228495077777e-09,5.678474534741288e-11,1.1956168715793841e-13,5.7877772910524848e-11,2.3041403926853703e-11,1.2962135515102348e-11,5.720421778599912e-13,4.3456269962350462e-17,1.0653949781404687e-17,6.2142115614738741e-11,7.710658069870267e-14,4.7089600975259478e-12,1.02163049561357e-13,2.6686184867383373e-13,3.9726858295212647e-12,5.791424175776915e-16,1.8252486142083535e-19,8.3843495546962743e-16,3.9433124396564222e-12,5.8585770245912588e-17,1.1205316082683382e-14,2.0851489687922328e-15,5.2474206923437224e-17,1.5133831693304117e-05,4.6756510991439122e-14,2.5261845340563248e-07,4.6675917272852415e-14,1.5372288569493695e-15,1.2398292352370043e-19,7.0166121404485208e-20,1.7510127474542517e-17,2.9862214102166658e-15,7.6304423665216973e-13,5.032194189826947e-22,1.4503280094885518e-16,8.6556101496205188e-21,2.5517246170860608e-13,6.8402359813780406e-20,7.9299757764918041e-16,3.6378537558910563e-16,1.3044013995975247e-16,2.9041594174964823e-19,7.8405283615036401e-17,2.1759596782637502e-21,1.8716251641864089e-20,4.349598043794825e-21,1.2247850342333643e-18
2.1560546608352047e-08,0.1677243005103952,76.950000000000003,0.0,0.0,0.0,0.99182533546090512,9.4982382140871486,0.00030004244832179,0.0036374359895235721,0.0019533379943423913,0.0016819540147886495,3.5997972576532809e-09,6.8526396165874167e-09,9.9450769428001271e-05,2.3956878034435664e-05,3.6031552160362767e-11,3.9577489928469915e-05,4.0725733872840055e-05,0.000109920217470838,0.00027481582345713395,3.3158901223719177e-13,2.6823606316553e-14,3.855668829460462e-10,4.2580774422206425e-13,3.8249077527769238e-09,4.0776236899777565e-07,1.1646976754876555e-05,1.1662824610795516e-05,9.1687572095923069e-09,6.186188715297318e-09,5.6081478399194628e-20,2.1864872417815564e-07,3.4293884988231598e-10,1.1444141250524176e-10,8.1055935590863721e-11,8.2049611015774968e-09,6.1580298816693322e-13,8.2749853667849107e-11,1.127073493998953e-06,1.5965626414313977e-13,4.2806603220864477e-14,2.2657689461641851e-11,3.0099904134992063e-12,4.9908423294701621e-14,1.4928083393743744e-10,5.6929858972537729e-10,8.2639803585432097e-11,2.4341640184730485e-11,5.1822450101607078e-09,2.5344754327513502e-09,2.5056342630180066e-09,1.5614750351724085e-14,1.4377856170646662e-09,2.8462062677824902e-12,1.4718280496621774e-09,6.4953722730755195e-11,1.237450277848234e-13,6.7518072216976223e-11,2.7502134839197504e-11,1.5522908473155185e-11,6.0568786408486805e-13,4.5028311820542784e-17,1.102240202052313e-17,6.6430122199970489e-11,8.2426904894496749e-14,5.2244931258631992e-12,1.092122550436124e-13,2.8551881434963406e-13,4.4109465480157184e-12,6.4211957782590107e-16,1.9528561933640023e-19,9.4899093327302797e-16,4.4665031745295396e-12,6.061246421048084e-17,1.1852577684682331e-14,2.1441381647958792e-15,5.4294024435816331e-17,1.5979649105738449e-05,4.8082861817449052e-14,2.8202219254846955e-07,4.799645370132412e-14,1.633518484150272e-15,1.3766053300797201e-19,7.7906742295289826e-20,2.0029112488664872e-17,3.477902273968188e-15,8.2224003713315556e-13,5.4227091968520697e-22,1.5628423234296358e-16,9.1709023571993901e-21,2.8428999874082082e-13,7.2476937632817405e-20,8.661679701012789e-16,3.9881546955453293e-16,1.4301623046418239e-16,3.1837986230417426e-19,8.571315063287498e-17,2.4241970342707541e-21,1.983241880871884e-20,4.8459049808502425e-21,1.335720747295183e-18
2.2156063700325822e-08,0.1677242087583064,76.950000000000003,0.0,0.0,0.0,0.9915953235311229,9.4981888226702722,0.00030822247449218125,0.0037346168083971371,0.0020046872418232613,0.0017264920195613005,3.6959552917210279e-09,6.851102119572913e-09,0.00010218564127602998,2.4596870922351069e-05,3.6985664720663341e-11,4.2889697142575766e-05,4.3863541184597038e-05,0.00011294416082034636,0.00029002110320316455,3.4044720359351025e-13,2.886167838080301e-14,4.1574205875570884e-10,4.615157339865036e-13,3.9461218729888226e-09,4.1868286030478039e-07,1.230028749830851e-05,1.231706867391703e-05,9.6830180520483934e-09,6.5331778746031185e-09,5.7624339005745769e-20,2.3048917996292456e-07,3.6150847863700712e-10,1.2065075055091376e-10,9.2795116518623597e-11,8.8233445327595514e-09,6.5745579342103981e-13,9.4907137161486368e-11,1.1581207504273013e-06,1.7168828592456429e-13,4.6032595285108947e-14,2.2864345541776583e-11,3.0609123888394699e-12,4.992250329638745e-14,1.5315052893918273e-10,5.8542514984167941e-10,9.4777295992152626e-11,2.6273446961737681e-11,5.7354622951755467e-09,2.7726489188987464e-09,2.8160117951068634e-09,1.646083071927195e-14,1.6202897500409997e-09,2.943215428332366e-12,1.6777889141096067e-09,7.4002963637813639e-11,1.2796470766982256e-13,7.8393314656262506e-11,3.2659358654665903e-11,1.8491708740772934e-11,6.402986363934737e-13,4.6620435222326686e-17,1.1395941101023938e-17,7.0900141447790857e-11,8.7973028489125644e-14,5.7803203671158491e-12,1.1656063502661193e-13,3.0497329011730229e-13,4.8837077869510836e-12,7.0999570532526854e-16,2.0859184817145049e-19,1.0704514719438298e-15,5.0416212886533665e-12,6.2667130489325972e-17,1.2517433066913788e-14,2.2031139594675588e-15,5.6138895882043436e-17,1.6846443715567474e-05,4.9409336818394299e-14,3.1388001274376983e-07,4.9316868705217713e-14,1.7331541553634878e-15,1.524148637852818e-19,8.6256716110431188e-20,2.2819535636297937e-17,4.0325451624624046e-15,8.8409553435753135e-13,5.8307413673936228e-22,1.680411965919289e-16,9.7011530395844597e-21,3.1596076554679138e-13,7.6669864692226015e-20,9.4392701845952375e-16,4.3613533307904607e-16,1.5641527566293447e-16,3.4817150227294699e-19,9.3483639095700163e-17,2.6941965968704927e-21,2.0981043057924294e-20,5.3857285295764315e-21,1.4531695609310273e-18
2.2751580792299597e-08,0.16772411699370393,76.950000000000003,0.0,0.0,0.0,0.9913651319939375,9.4981393840541166,0.00031639674129246934,0.0038315657024717321,0.0020558644554055441,0.0017708799675984061,3.7918828893996218e-09,6.8495633702226402e-09,0.00010491985442644178,2.5235330197721472e-05,3.7936562700151332e-11,4.6377208110843757e-05,4.7153829557657993e-05,0.00011596744570460627,0.00030562322508912701,3.4928416809929697e-13,3.0997955968942971e-14,4.4740706436857056e-10,4.9911868404534444e-13,4.0673202400577527e-09,4.2956711548999513e-07,1.2970828791712708e-05,1.2988574125910404e-05,1.0210838482855349e-08,6.8893165746928257e-09,5.9166863653703109e-20,2.4262146501984345e-07,3.8053565655393456e-10,1.2701388243277378e-10,1.0583948036399743e-10,9.4682204747327772e-09,7.0073520588694401e-13,1.0844567022456532e-10,1.189165668037115e-06,1.8423569504381513e-13,4.9396771521366046e-14,2.3070990715608169e-11,3.1118309016213009e-12,4.9936601004565693e-14,1.5702173963812682e-10,6.0155804802940219e-10,1.0829316356193077e-10,2.8297348943712068e-11,6.3293849077303348e-09,3.0252505351964344e-09,3.1542452141091056e-09,1.7327799962989166e-14,1.8195880883355471e-09,3.0410537868394636e-12,1.905658308731992e-09,8.3996602988067653e-11,1.3222046639472438e-13,9.0615449244718951e-11,3.8596829662994624e-11,2.1918618014879768e-11,6.7587478991004773e-13,4.8233021269713722e-17,1.1774747982372727e-17,7.5555884319241864e-11,9.3749553000874957e-14,6.3784465250582077e-12,1.2421428632132476e-13,3.252406649294732e-13,5.3926960200465048e-12,7.8301391457823459e-16,2.2245407347658172e-19,1.203546449357589e-15,5.6721636421245322e-12,6.4750764474916927e-17,1.3199823803325612e-14,2.2620763500061114e-15,5.8009715148732964e-17,1.773401278294743e-05,5.0735948389479105e-14,3.4831831606750669e-07,5.0637171702791994e-14,1.8361866867342063e-15,1.6829979710141105e-19,9.5246536065660587e-20,2.5901173578945645e-17,4.6560107202740065e-15,9.4864018977941108e-13,6.2564809268493138e-22,1.8030929349072582e-16,1.0246366864201075e-20,3.5034549561868596e-13,8.0981177944017849e-20,1.0264397632670556e-15,4.758305009751713e-16,1.7066804227491427e-16,3.7985912053632655e-19,1.0173352515526213e-16,2.9873280478253381e-21,2.2162134601526987e-20,5.9718078554327696e-21,1.5773179925661166e-18
