Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656)
0.0,0.4444764571935102,76.950000000000003,0.0,0.0,0.0,1.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.533307055547996e-27,0.4444764571935102,76.950000000000003,0.0,0.0,0.0,0.99999999999999967,9.5,2.0586383146100445e-19,1.84344141227742e-18,1.84344141227742e-18,4.8411327695473852e-35,4.8411327669686708e-35,3.8404838375859527e-16,3.4683519133858881e-30,2.0952362319700707e-35,1.8826916107315149e-51,6.444019856994848e-56,5.0877403733729142e-53,1.2614538512415539e-29,2.3534702849875922e-36,1.6296531432731656e-51,1.8369842823631039e-55,2.0947634534827774e-71,8.8057137341235208e-73,2.5968772302782625e-48,5.7559736680446669e-35,5.826495676582051e-50,5.826495676582051e-50,6.6223340572066623e-67,1.1794357663813361e-67,1.9867244890024419e-49,1.9546287155247076e-36,4.4432211162668265e-53,3.9566819320771454e-54,1.6293841093797334e-117,1.1804680756809279e-67,1.2704961910284167e-54,1.4576039832721376e-117,1.5411949171051388e-31,1.5500364281995789e-84,1.5500364281921033e-84,2.2986282573443406e-46,6.624707636141847e-47,2.5449050145163059e-32,2.2983442262706077e-46,1.1434291047292878e-61,1.4576039832721376e-117,6.6968960437785912e-71,8.8057137341305824e-73,7.0605894685550001e-85,1.1815530554667614e-101,4.0240868122661383e-55,5.7448595679383146e-119,3.6602266826349572e-38,5.5295171683783762e-91,1.1347991892038953e-117,1.2122571079335758e-53,1.5605675740681436e-135,3.2773015111236973e-123,7.6469683633366818e-140
2.3893259755534388e-26,0.4444764571935102,76.950000000000003,0.0,0.0,0.0,0.999999999999999,9.5,5.7641872809081226e-19,5.1616359543767701e-18,5.1616359543767701e-18,2.9240441928066013e-34,2.9240441897451529e-34,1.075335474524013e-15,2.0948845556849895e-29,1.2655226841098692e-34,2.2351314603013669e-50,7.6503403742330736e-55,7.6885932522408662e-52,7.6191812614986684e-29,1.4214960521325037e-35,1.9347241688373635e-50,2.1808677400103908e-54,5.907568100973784e-70,1.9698029394693231e-71,3.0830126477862345e-47,3.4766080954989744e-34,6.9172156672382045e-49,6.9172156672382045e-49,1.4813896392606641e-65,2.6383506319642394e-66,2.3586393133434949e-48,1.1805957441769422e-35,5.2749921092311713e-52,4.6973727897616473e-53,1.7362352087509971e-115,2.6406598665749662e-66,1.5083330779892135e-53,1.5531901542455681e-115,9.3088172993146542e-31,6.3962687219663857e-83,6.3962687219101097e-83,2.7289314671190449e-45,7.8648529056271441e-46,1.5371226287677542e-31,2.7285942654283114e-45,2.5578051701150903e-60,1.5531901542455679e-115,1.4980688574093471e-69,1.9698029394722371e-71,2.9135720138509279e-83,8.8944364859147369e-100,4.7773958635225363e-54,7.8417049995709839e-117,2.2107769163115102e-37,2.281770742181851e-89,1.5489953009735347e-115,1.4391916385387038e-52,3.8499063623690386e-133,4.4735004121716913e-121,1.8865003120714633e-137
5.461316515550717e-26,0.4444764571935102,76.950000000000003,0.0,0.0,0.0,0.99999999999999756,9.5,1.3175285213504267e-18,1.1798025038575452e-17,1.1798025038575451e-17,1.4078014093843505e-33,1.4078014063786029e-33,2.4579096560546339e-15,1.0085967364124854e-28,6.0929469625681617e-34,2.1944652795954818e-49,7.5111495453394591e-54,8.2710377701839832e-51,3.6683077994099617e-28,6.8438915887438928e-35,1.8995235709439373e-49,2.141188879488067e-53,1.2850250993904423e-68,3.8919986682095568e-70,3.0269200996119753e-46,1.6738371426673824e-33,6.791363360624015e-48,6.791363360624015e-48,2.9269762916734235e-64,5.2129362486541677e-65,2.3157260643806125e-47,5.6840603047461253e-35,5.1790185331181043e-51,4.6119084600280564e-52,3.9512651059349484e-113,5.2174989071052629e-65,1.4808903602635494e-52,3.5346973891671558e-113,4.4817948189411629e-30,2.5303002978582386e-81,2.5303002978137435e-81,2.6792810967600791e-44,7.721759220685511e-45,7.4005837822119971e-31,2.6789500301405405e-44,5.0537919891114961e-59,3.5346973891671552e-113,2.9599316160486279e-68,3.8919986682210821e-70,1.1525801142805417e-81,7.0325634810086718e-98,4.69047558837795e-53,1.2387971994709161e-114,1.0643939193102413e-36,9.026458142401535e-88,2.4470329360064084e-113,1.4130068850072614e-51,1.2153009754307658e-130,7.0670342518660357e-119,5.9551206019615328e-135
1.1605297595545274e-25,0.4444764571935102,76.950000000000003,0.0,0.0,0.0,0.99999999999999478,9.5,2.7997481078696517e-18,2.5070803206972737e-17,2.5070803206972731e-17,6.1482386173248815e-33,6.1482385907393821e-33,5.2230580191150145e-15,4.4048069299987249e-28,2.6609500146011591e-33,1.9409796130661063e-48,6.6435267118217708e-53,7.6025086851217659e-50,1.6020463910762811e-27,2.9889072619342142e-34,1.6801069255928724e-48,1.8938573156728942e-52,2.382219965893051e-67,6.9256036813987311e-69,2.6772765493269057e-45,7.3100865584166588e-33,6.0068839827289797e-47,6.0068839827289807e-47,5.2083979232859504e-63,9.2761415283625735e-64,2.048233479180626e-46,2.4823784687166595e-34,4.5807832420211725e-50,4.0791808046920122e-51,6.6774633497099265e-111,9.2842605352930128e-64,1.3098307531043675e-51,5.9734823241869522e-111,1.9573175447229248e-29,9.0304620341040733e-80,9.0304620337860369e-80,2.3697937881907025e-43,6.8298085845537998e-44,3.2320293684342388e-30,2.3695009635149357e-43,8.9929528215518128e-58,5.9734823241869515e-111,5.2670401622227121e-67,6.9256036814398652e-69,4.1134765593784415e-80,5.0265823179929662e-96,4.148672539975023e-52,1.7720590050270143e-112,4.6484878869463502e-36,3.2214787955339126e-86,3.5004008337279821e-111,1.2497885879949579e-50,3.4780355238722539e-128,1.0109162089255359e-116,1.7042791391925352e-132
2.389325975553439e-25,0.4444764571935102,76.950000000000003,0.0,0.0,0.0,0.99999999999998923,9.5,5.764187280908085e-18,5.1616359543767001e-17,5.1616359543766989e-17,2.5667685944137572e-32,2.5667685720670426e-32,1.0753354745232341e-14,1.8389201844759797e-27,1.1108942501897837e-32,1.6315101910574007e-47,5.5842845038520263e-52,6.5041062404319654e-49,6.6882283192782867e-27,1.2478099451003965e-33,1.4122308333318154e-47,1.5919011872164076e-51,4.0944274615373768e-66,1.1681042876229903e-67,2.2504122577220573e-44,3.0518172387972215e-32,5.0491479293950861e-46,5.0491479293950869e-46,8.7847243730538641e-62,1.5645568516924301e-62,1.7216636545752767e-45,1.036344144971452e-33,3.8504243278093952e-49,3.4287972554230707e-50,9.777277236970842e-109,1.5659262408806822e-62,1.1009916712092533e-50,8.7464939446291678e-109,8.171415450486033e-29,3.0511890226040573e-78,3.0511890223889681e-78,1.9919544697606386e-42,5.7408656421529024e-43,1.3493086386952225e-29,1.991708332976654e-42,1.516792937115725e-56,8.7464939446291621e-109,8.8836330803751996e-66,1.1681042876368887e-67,1.3898507602033305e-78,3.3994800556905548e-94,3.4872092461228761e-51,2.3978533335077037e-110,1.9406521871330145e-35,1.0884648759623691e-84,4.7365509748587454e-109,1.0505226136210722e-49,9.4144657003067422e-126,1.367916528012836e-114,4.6132011561441349e-130
4.846918407551262e-25,0.44447645719351025,76.950000000000003,0.0,0.0,0.0,0.99999999999997802,9.5,1.1693065626984885e-17,1.0470747221735426e-16,1.047074722173542e-16,1.0486087224148161e-31,1.0486087040936295e-31,2.1813948197453232e-14,7.5125889784600529e-27,4.5383654878901192e-32,1.337610418841547e-46,4.5783338246025013e-51,5.3777208166684953e-48,2.7323594999395038e-26,5.0977107760943073e-33,1.1578317150511905e-46,1.3051367717834313e-50,6.7862132463922723e-65,1.918614800030236e-66,1.8450239330610801e-43,1.2467669203930954e-31,4.1395965291868482e-45,4.1395965291868494e-45,1.4428936161575901e-60,2.5697893269722215e-61,1.4115238825554117e-44,4.2338039829772643e-33,3.1568104967690469e-48,2.8111351491968264e-49,1.3369599599430702e-106,2.5720385528244072e-61,9.0265949117501802e-50,1.1960090637131948e-106,3.3382898382418322e-28,1.0031641945126939e-76,1.0031641943712017e-76,1.6331246231280867e-41,4.7067085019249207e-42,5.5123660576316994e-29,1.6329228253216319e-41,2.4913369538542096e-55,1.1960090637131936e-106,1.4591394010436398e-64,1.9186148000759317e-66,4.5695252182213229e-77,2.2362915269254372e-92,2.8590248282817331e-50,3.1554401686175592e-108,7.9281974036542843e-35,3.5786343702030723e-83,6.2330347723606571e-107,8.6128190854911807e-49,2.4780421747625226e-123,1.8001012405231534e-112,1.2142703993755023e-127
9.762103271546908e-25,0.4444764571935102,76.950000000000003,0.0,0.0,0.0,0.9999999999999557,9.5,2.3550822319138219e-17,2.1088969756452383e-16,2.1088969756452354e-16,4.2386441141098171e-31,4.238643965740101e-31,4.3935135101839992e-14,3.0367085810527007e-26,1.8344798924237222e-31,1.0832312610146894e-45,3.7076534326222701e-50,4.3730732571826848e-47,1.1044633965437538e-25,2.0605762010801386e-32,9.3764142007949187e-46,1.0569335955594371e-49,1.1049589060766433e-63,3.1101572696119595e-65,1.4941482164666489e-42,5.0396312331087483e-31,3.3523525956231112e-44,3.3523525956231142e-44,2.3389927302851087e-59,4.1657392387529119e-60,1.1430886363179184e-43,1.7113712626219734e-32,2.5564669861090701e-47,2.2765301274143334e-48,1.7682575340411467e-104,4.1693853307800493e-60,7.3099705898560834e-49,1.581836480564795e-104,1.3493901272778003e-27,3.2537390184738797e-75,3.2537390175558301e-75,1.3225466614216605e-40,3.8116145745095839e-41,2.2281864956405092e-28,1.3223832403260536e-40,4.0385645611872698e-54,1.5818364805647925e-104,2.3653278476900386e-63,3.110157269760171e-65,1.4821145512887198e-75,1.4509822437678197e-90,2.3153124311697737e-49,4.0951527072984984e-106,3.2047041515273926e-34,1.1607214799459719e-81,8.0892768864963239e-105,6.974884197838862e-48,6.4323856405831586e-121,2.3361842012823718e-110,3.151946145465027e-125
1.95924729995382e-24,0.4444764571935102,76.950000000000003,0.0,0.0,0.0,0.99999999999991096,9.5,4.7266335703443831e-17,4.2325414825884299e-16,4.2325414825884181e-16,1.7043401560487293e-30,1.7043400366278776e-30,8.81775089103934e-14,1.2210471645082711e-25,7.376362964057657e-31,8.7187821687905076e-45,2.9842420413566323e-49,3.5270420073681473e-46,4.4409987414249046e-25,8.2854862771087748e-32,7.5469422625009974e-45,8.5071210855041748e-49,1.7834081292626949e-62,5.0088124020277538e-64,1.2026204725661818e-41,2.0264135537294527e-30,2.6982650170416822e-43,2.698265017041687e-43,3.7668756849531251e-58,6.7087946213979179e-59,9.2005718096693531e-43,6.881348578167515e-32,2.057667037999853e-46,1.8323495001786713e-47,2.3005515303530376e-102,6.7146665401888436e-59,5.8837002838549562e-48,2.0580126288589944e-102,5.4258383534347454e-27,1.0482353661897737e-73,1.0482353655981863e-73,1.0645006120670575e-39,3.0679190125263998e-40,8.9594398997305002e-28,1.0643690765520343e-39,6.5039837237582708e-53,2.0580126288589868e-102,3.8092875797518694e-62,5.0088124025052354e-64,4.7748294529861509e-74,9.350073158181846e-89,1.8635648722392367e-48,5.2780854211819503e-104,1.2885974445281409e-33,3.7394188624628015e-80,1.0425959043342165e-102,5.6139936036218557e-47,1.6581357582622097e-118,3.0110183087793332e-108,8.1250641742604758e-123
3.925321245552078e-24,0.4444764571935102,76.950000000000003,0.0,0.0,0.0,0.99999999999982159,9.5,9.4697362472050803e-17,8.4798304964740182e-16,8.4798304964739709e-16,6.8351663105152072e-30,6.8351653522381478e-30,1.7666225652661994e-13,4.8969452563426024e-25,2.9582514644671155e-30,6.9962649187629351e-44,2.3946662975484383e-48,2.8331119490778149e-45,1.7810391238246767e-24,3.3228505745511118e-31,6.0559272338404002e-44,6.8264289065225079e-48,2.8658889868299356e-61,8.0402531902705499e-63,9.6502719083734411e-41,8.1268246860674803e-30,2.165187745380423e-42,2.1651877453804303e-42,6.0466697113365818e-57,1.0769101141140755e-57,7.3828794453973792e-42,2.7597285556884438e-31,1.6511482106159556e-45,1.4703450765376206e-46,2.9687398802010252e-100,1.0778526871182583e-57,4.7212989354054631e-47,2.6557562761108597e-100,2.1760038562666091e-26,3.3656639245249108e-72,3.3656639207257795e-72,8.5419470127012176e-39,2.4618117967417286e-39,3.5931361205052871e-27,8.5408915230318864e-39,1.0440334291666898e-51,2.6557562761108409e-100,6.1147501955778201e-61,8.0402531918036469e-63,1.5330976001806546e-72,6.0045495427236725e-87,1.4953934467632496e-47,6.7792800798415427e-102,5.1678520918503813e-33,1.2006489741878487e-78,1.3391313481236505e-100,4.5048763099228203e-46,4.2595440526861664e-116,3.8674130538279698e-106,2.0872276961813878e-120
