Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656)
7.857469136748595e-24,0.4444764571935102,76.950000000000003,0.0,0.0,0.0,0.99999999999964284,9.5,1.8955941600924779e-16,1.6974408524242004e-15,1.6974408524241809e-15,2.7376317280180036e-29,2.7376309602303351e-29,3.5363175175555148e-13,1.9613323355978013e-24,1.1848436015438102e-29,5.6055117341192123e-43,1.9186470931645198e-47,2.2710898960814896e-44,7.1334463459595725e-24,1.3308734194766535e-30,4.8520813350219348e-43,5.4694501564464738e-47,4.59539392488123e-60,1.2885369670214741e-61,7.7319608825900245e-40,3.2549688036739682e-29,1.7347849998290887e-41,1.7347849998290999e-41,9.6904379313930405e-56,1.7258641726774991e-56,5.9152877363376379e-41,1.1053308890512294e-30,1.3229278404429542e-44,1.1780653150013981e-45,3.8154451498872844e-98,1.7273747471804186e-56,3.7827844678687029e-46,3.4131964442386016e-98,8.7153654008147517e-26,1.0788260586376478e-70,1.0788260562020435e-70,6.8439522523409296e-38,1.9724452008531418e-38,1.4391286180267595e-26,6.8431065761875367e-38,1.6731757524266956e-50,3.413196444238551e-98,9.7995442235611252e-60,1.2885369675128911e-61,4.9141734890029818e-71,3.8494871273875582e-85,1.1981344924241634e-46,8.692443824889713e-100,2.0698363740775789e-32,3.8485464715124322e-77,1.7170442702806571e-98,3.6093830039265228e-45,1.0923312697797216e-113,4.958826066482776e-104,5.3525542927194131e-118
1.5721764919141628e-23,0.4444764571935102,76.950000000000003,0.0,0.0,0.0,0.99999999999928535,9.5,3.7928352308357393e-16,3.3963564579765222e-15,3.3963564579764437e-15,1.0957661386218071e-28,1.0957655239249856e-28,7.0757074219932898e-13,7.8504407217943324e-24,4.7424621976053569e-29,4.4877955020685724e-42,1.5360842950237492e-46,1.8187138517855368e-43,2.8552375680885071e-23,5.3269620341312666e-30,3.8845675100274347e-42,4.3788857726301736e-46,7.3606166235652323e-59,2.0633379882047435e-60,6.1902700691676937e-39,1.3028357908200985e-28,1.3888828234097964e-40,1.3888828234098144e-40,1.5517326403620798e-54,2.7636313123190482e-55,4.7358269370237288e-40,4.4242041316722854e-30,1.0591466690263898e-43,9.4316856610803429e-45,4.8936874862632305e-96,2.7660501996051538e-55,3.0285276694850675e-45,4.3777635560629737e-96,3.4884174500197654e-25,3.4551482539232633e-69,3.4551482383220684e-69,5.479323217662376e-37,1.579155491755129e-37,5.7602649493310698e-26,5.4786461625337917e-37,2.6792611919497529e-49,4.3777635560628456e-96,1.5692038628950461e-58,2.0633379897786013e-60,1.5738587185847411e-69,2.4657782239576499e-83,9.5923611102300605e-46,1.1135916670544887e-97,8.2847396455711872e-32,1.23257114017151e-75,2.1997107256249028e-96,2.8897010624867832e-44,2.7987874193566012e-111,6.3527674322044626e-102,1.3714394195227728e-115
3.1450356483927695e-23,0.4444764571935102,76.950000000000003,0.0,0.0,0.0,0.99999999999857025,9.5,7.5873173723195452e-16,6.7941876690760645e-15,6.7941876690757505e-15,4.3844918559481452e-28,4.3844869365079595e-28,1.4154487230305402e-12,3.1411988558327162e-23,1.8976026132622117e-28,3.5915646791574009e-41,1.2293342848685709e-45,1.455708215430746e-42,1.1424669390994767e-22,2.1314786825866968e-29,3.1087580511906937e-41,3.5044394310786386e-45,1.1783379315691704e-57,3.302684525031853e-59,4.9540974045687127e-38,5.2130401854778333e-28,1.1115283685700305e-39,1.1115283685700597e-39,2.4837827852948509e-53,4.4236099059066275e-54,3.7901008637401776e-39,1.7702579319732357e-29,8.4763923137102098e-43,7.5482150100649676e-44,6.2702751594911311e-94,4.4274817006882932e-54,2.4237425674368045e-44,5.6092225252995539e-94,1.3958213673594284e-24,1.1061124655259942e-67,1.1061124555369627e-67,4.3851238520345227e-36,1.2638043309136419e-36,2.304856288832877e-25,4.3845820021630775e-36,4.288562767562395e-48,5.609222525299225e-94,2.5117481203200735e-57,3.3026845300703143e-59,5.0384661562214437e-68,1.578772504182733e-81,7.6768042028575723e-45,1.4260113475387815e-95,3.314974995536173e-31,3.9458865692430806e-74,2.8168426083390596e-94,2.3126390890683958e-43,7.1679943399593229e-109,8.1350451630242034e-100,3.5124032434219188e-113
6.290753961349983e-23,0.4444764571935102,76.950000000000003,0.0,0.0,0.0,0.99999999999714018,9.5,1.5176281655276295e-15,1.3589850091254744e-14,1.3589850091253489e-14,1.7540822433181987e-27,1.754078307022738e-27,2.8312046844675908e-12,1.2566840848044782e-22,7.5916460969624454e-28,2.8737403701161181e-40,9.8365420911283343e-45,1.1648614978996081e-41,4.5706116857763023e-22,8.527302665888722e-29,2.4873562655686789e-40,2.8040839600453673e-44,1.885852253590036e-56,5.2853705063787883e-58,3.9640306239242833e-37,2.0855555269765024e-27,8.8939157487582649e-39,8.8939157487587347e-39,3.9748611055557348e-52,7.0792160527318278e-53,3.0326565392438452e-38,7.0821844508666889e-29,6.7824017090053347e-42,6.0397188448373311e-43,8.030022031896686e-92,7.0854121843898659e-53,1.9393623059298116e-43,7.1834455927892587e-92,5.584194373220152e-24,3.5403041092191864e-66,3.5403040452757267e-66,3.5087653348121543e-35,1.0112354806639992e-35,9.22092598637341e-25,3.5083317725927359e-35,6.8630966638921389e-47,7.1834455927884153e-92,4.0196147491852828e-56,5.2853705225052562e-58,1.6126481825680029e-66,1.0106302839220233e-79,6.1426097377439205e-44,1.825687604919306e-93,1.3262058564190993e-30,1.2629492025469172e-72,3.6063350014364027e-92,1.850462641884288e-42,1.8354032781783055e-106,1.0415100367602964e-97,8.9936963369618132e-111
1.258219058726441e-22,0.4444764571935102,76.950000000000003,0.0,0.0,0.0,0.99999999999427991,9.5,3.0354210221146361e-15,2.7181174935530476e-14,2.7181174935525455e-14,7.0169000156661257e-27,7.0168685223783489e-27,5.6627166064402029e-12,5.0271454526087631e-22,3.036905584746575e-27,2.299119293438275e-39,7.8699809058971731e-44,9.3200718284352665e-41,1.8283934705329103e-21,3.4111986732186647e-28,1.9898779572839911e-39,2.2434801188220828e-43,3.0177729141833131e-55,8.4574531405700697e-57,3.1715256110060874e-36,8.3429010617925454e-27,7.1158081912271986e-38,7.1158081912279472e-38,6.3604247653406839e-51,1.1327897988345155e-51,2.42635559460227e-37,2.8331043415013332e-28,5.4264365626703622e-41,4.8322338584086231e-42,1.0281033695383631e-89,1.1337812805830425e-51,1.5516371621632014e-42,9.1971411653973746e-90,2.2338595426857974e-23,1.133016394403212e-64,1.1330163534750284e-64,2.8072787970576249e-34,8.0906519895183861e-35,3.6886705813901311e-24,2.8069319143540818e-34,1.098207178806474e-45,9.1971411653952102e-90,6.4320378889798993e-55,8.4574531921801959e-57,5.1610166828351457e-65,6.4687247399465957e-78,4.9145543908119678e-43,2.3371317435117134e-91,5.3052551728090492e-30,4.0418623193456636e-71,4.6166058130394581e-90,1.4805106766474638e-41,4.6991402800813858e-104,1.3332764181225426e-95,2.3026351453124666e-108
2.5165063839093264e-22,0.4444764571935102,76.950000000000003,0.0,0.0,0.0,0.99999999998855948,9.5,6.0710067352712709e-15,5.4363824623755449e-14,5.4363824623735374e-14,2.8068742186916178e-26,2.8068490229708607e-26,1.1325740446779469e-11,2.0109400060862187e-21,1.214811664514063e-26,1.8392366903823414e-38,6.2962836791666215e-43,7.4565294280189695e-40,7.3138714831766195e-21,1.3645349926255281e-27,1.5916644179193424e-38,1.794869219057523e-42,4.8287641317322249e-54,1.3532613364349902e-55,2.5373409393336512e-35,3.3372962203018375e-26,5.6929168042595294e-37,5.6929168042607271e-37,1.0177197242916518e-49,1.8125558674736361e-50,1.9411766247635304e-36,1.1332878505861759e-27,4.3413553348752527e-40,3.8659706076493698e-41,1.3161390903994565e-87,1.8141423184071617e-50,1.2413686612702874e-41,1.1773832638246166e-87,8.9358017680464055e-23,3.6258429278525043e-63,3.6258426658981626e-63,2.2459296541635217e-33,6.4728288631773678e-34,1.4755282714660737e-23,2.2456521348358429e-33,1.7572208610787673e-44,1.1773832638240627e-87,1.0291784098096615e-53,1.3532613529510989e-55,1.6516121479556046e-63,4.1402049537631639e-76,3.9318301638089256e-42,2.9916896797744711e-89,2.1221884216067318e-29,1.2934639349786745e-69,5.9095735638480731e-88,1.1844647693734869e-40,1.2030449287259031e-101,1.7066857766830648e-93,5.8950646239633962e-106
5.033081034275097e-22,0.4444764571935102,76.950000000000003,0.0,0.0,0.0,0.99999999997711864,9.5,1.2142178161515031e-14,1.0872912399889941e-13,1.087291239988191e-13,1.1227725302722948e-25,1.1227523733861245e-25,2.2651788113034165e-11,8.0439236729527417e-21,4.8593455183520398e-26,1.4711906258749955e-37,5.0371466007656045e-42,5.9654123316728556e-39,2.9256081129424535e-20,5.458251019063244e-27,1.272860399034428e-37,1.4359293283718633e-41,7.7262845920276738e-53,2.1652732174891878e-54,2.0299209319234007e-34,1.3349456476991964e-25,4.5544415467346962e-36,4.5544415467366139e-36,1.6283929660924691e-48,2.9001631394095944e-49,1.5529781586313445e-35,4.5332436328604626e-27,3.473166696869973e-39,3.0928498934171825e-40,1.6847647814299865e-85,2.9027015236835905e-49,9.9311850454099776e-41,1.507146069610678e-85,3.5743934260231716e-22,1.160300165038068e-61,1.1602999973828423e-61,1.7967863697005658e-32,5.1783859983994954e-33,5.9022331610552375e-23,1.796564348983645e-32,2.8116248778718848e-43,1.5071460696092601e-85,1.6467273385415654e-52,2.1652732703421244e-54,5.285297798007207e-62,2.6498019436425163e-74,3.1455387950148474e-41,3.8294658821407229e-87,8.488926394323673e-29,4.1391934407162098e-68,7.5644578027279416e-86,9.4759430699588326e-40,3.0798782564757208e-99,2.1846168296444982e-91,1.5091773629112761e-103
1.0066230335006637e-21,0.4444764571935102,76.950000000000003,0.0,0.0,0.0,0.99999999995423694,9.5,2.4284521013724512e-14,2.1745972274396334e-13,2.1745972274364219e-13,4.4911358063188056e-25,4.4909745520176949e-25,4.5303883387848207e-11,3.2176021956812303e-20,1.9437579774199172e-25,1.1765927936784393e-36,4.0297652601600256e-41,4.7724053780140605e-38,1.1702551479398554e-19,2.183322617461689e-26,1.0174991357710438e-36,1.1487568883151275e-40,1.2362264925410834e-51,3.464481245055959e-53,1.6239560163119798e-33,5.3398369102611776e-25,3.6435964791826779e-35,3.6435964791857473e-35,2.6054618607357147e-47,4.6403200177223485e-48,1.2423972677557598e-34,1.8133159001335923e-26,2.7785663181206121e-38,2.4743092731942454e-39,2.1565672399874679e-83,4.6443814785286745e-48,7.9450423761564936e-40,1.9292080861899956e-83,1.4297719127391399e-21,3.7130089104838377e-60,3.7130078374764508e-60,1.4374461523343926e-31,4.1427579560395742e-32,2.3609172758605991e-22,1.4372685336769981e-31,4.4986569989707551e-42,1.9292080861863666e-83,2.6347972596112352e-51,3.4644814141875806e-53,1.6913175395303531e-60,1.69589590753948e-72,2.5164609044140625e-40,4.9017823543689417e-85,3.3956050995010195e-28,1.3245593534085119e-66,9.682636409734064e-84,7.5808444179450071e-39,7.8845949570309689e-97,2.7963477811983225e-89,3.8635464535787672e-101
2.013252893646972e-21,0.4444764571935102,76.950000000000003,0.0,0.0,0.0,0.99999999990847355,9.5,4.856920671703132e-14,4.3492092021319567e-13,4.3492092021191087e-13,1.7964634589994577e-24,1.7963344591161414e-24,9.0608073706694974e-11,1.2870474207914284e-19,7.7750714327655109e-25,9.4068248740882292e-36,3.2238315855724755e-40,3.8179545010246278e-37,4.6810443871715401e-19,8.7333348891290239e-26,8.1272502604000924e-36,9.1901063163215808e-40,1.9779791510860567e-50,5.543205375726574e-52,1.2991725187436981e-32,2.1359456279048721e-24,2.9148944799983667e-34,2.9148944800032773e-34,4.1687654331851026e-46,7.4245592007336956e-47,9.9392370598523181e-34,7.2533005004539088e-26,2.2228662205887131e-37,1.9794591542569809e-38,2.7604497923116626e-81,7.4310575611755801e-47,6.3560716954611851e-39,2.4694254657655669e-81,5.7191167232616858e-21,1.1881703983882706e-58,1.1881697116594477e-58,1.1499637410198742e-30,3.3142260175237277e-31,9.4437170960255291e-22,1.1498216452893399e-30,7.1978969329878315e-41,2.4694254657562756e-81,4.2157024656096141e-50,5.5432059169513346e-52,5.4122518190260451e-59,1.0853806534444638e-70,2.0131806748380398e-39,6.2743237857541099e-83,1.3582489480932587e-27,4.2386180871599537e-65,1.2393858305101719e-81,6.0647115110487671e-38,2.0184699937769758e-94,3.5793508003203824e-87,9.8907467934408951e-99
4.0265126139395885e-21,0.4444764571935102,76.950000000000003,0.0,0.0,0.0,0.99999999981694676,9.5,9.7138578119196334e-14,8.6984331506807789e-13,8.698433150629386e-13,7.1858721040651912e-24,7.1848401710994608e-24,1.8121645342126309e-10,5.1482027457509237e-19,3.1100364639424176e-24,7.5159424574492163e-35,2.5790733162576902e-39,3.0543756696113026e-36,1.8724225057859634e-18,3.493342839057267e-25,6.4814467274331409e-35,7.3521015482009672e-39,3.1647800413904428e-49,8.8691572464345869e-51,1.0393410930162512e-31,8.543804238142026e-24,2.3319225023927339e-33,2.3319225024005919e-33,6.6700457421813364e-45,1.1879332383308748e-45,7.9514131414987352e-33,2.9013275848031241e-25,1.7782982137323759e-36,1.5835720052842563e-37,3.5334037175864963e-79,1.1889729734944027e-45,5.0848725675981845e-38,3.1608896296662931e-79,2.2876524937913803e-20,3.8021561072074421e-57,3.8021517121345703e-57,9.1997371484952233e-30,2.6513886585345279e-30,3.7774964125420975e-21,9.1986003798953442e-30,1.1516671612719158e-39,3.1608896296425087e-79,6.7451455393789285e-49,8.8691589783595882e-51,1.7319263579172287e-57,6.9464597131124814e-69,1.6105493265949648e-38,8.0311618601197259e-81,5.4330096082518442e-27,1.3563624415268101e-63,1.5864192787146424e-79,4.8517835862223161e-37,5.1673008913225322e-92,4.5815884219817981e-85,2.5320402732851721e-96
