Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234)
1.755656748517779e-09,0.46879659109204497,76.950000000000003,0.0,0.0,0.0,0.00025783671834050725,9.4999876275566582,0.0015994030347683567,0.0062523992764219388,0.0012521033598797736,9.5311929636680467e-06,3.7020257969359006e-10,8.3712294545893315e-06,0.2016475745592673,2.1060263575076968e-06,4.376351179302291e-14,5.6859386607215193e-08,1.173197497216308e-06,0.77279652344028538,6.5046036027608184e-05,7.5485655653086753e-15,3.7341253062237243e-15,7.3303217334703337e-10,4.1333857783061298e-13,0.00033455926564828539,1.9135759112091423e-05,0.0052805526962110211,0.0052841988794057925,3.7057891738354315e-07,1.9003296585140948e-07,1.1793843788428782e-08,0.00030738023380922399,4.291348049567119e-08,1.0994952098667069e-08,5.9638682900263853e-08,2.5177197477871052e-08,3.3487201378924707e-07,8.9549497812403986e-07,0.0097664236216911445,9.583733428163898e-14,3.8021353615192276e-14,1.6261413623420237e-06,5.2055519406572068e-07,2.5452480808278926e-08,9.0926928675806777e-05,0.00027539178590172585,5.8765199474738241e-07,1.2874349273300592e-08,2.5274197833589378e-08,1.194358072119301e-08,9.848116176597946e-09,3.4774462305511614e-09,3.5825409440199589e-11,4.6307133016572039e-07,1.0149822219640038e-10,3.5279767061171866e-09,6.6233744296572789e-09,1.0709471077205168e-11,9.0410334154427793e-12,3.3199366955945179e-14,2.6748168959749676e-05
1.76602533794581e-09,0.46879666230664885,76.950000000000003,0.0,0.0,0.0,0.0002492837262192862,9.4999877243591353,0.0015991125458019908,0.0062505001862063524,0.0012391923308108981,9.4329110761915513e-06,3.7009008271473409e-10,8.3515183161628509e-06,0.20140475905207281,2.1053863790367867e-06,4.3312239789821032e-14,5.6808133859899908e-08,1.1804505150920963e-06,0.77304372865460425,6.5047451438251258e-05,7.546271710138804e-15,3.7571253799418085e-15,7.3767742378571735e-10,4.1327427656639994e-13,0.00033466807731948284,1.8938441285230309e-05,0.0052937227561256558,0.0052974039577091585,3.7150317729432049e-07,1.9050699379666623e-07,1.1797616643187753e-08,0.00030925981913855602,4.3175892965143156e-08,1.1062206111599216e-08,5.9952364447903826e-08,2.533134002539193e-08,3.369977982707504e-07,9.0636818938939961e-07,0.009770481795431744,9.6424067265765725e-14,3.8254126774934799e-14,1.626289693045953e-06,5.2071365767269592e-07,2.542965126370749e-08,9.0961238682274112e-05,0.00027549821415257723,5.9327515237237926e-07,1.295643506550859e-08,2.5478782577324021e-08,1.1989204478315735e-08,9.9630844421680117e-09,3.4987284453409642e-09,3.6246232468015889e-11,4.6472498017767136e-07,1.029232578261625e-10,3.5726759004637647e-09,6.6470313815347802e-09,1.0847701297215454e-11,9.2000186483074243e-12,3.3787512567806561e-14,2.692212001206248e-05
1.776393927373841e-09,0.4687967327859078,76.950000000000003,0.0,0.0,0.0,0.00024115223225680793,9.4999878201644954,0.0015988214025738688,0.0062486016885240246,0.001226414431330213,9.3356426290119376e-06,3.6997762139296837e-10,8.3323293020304318e-06,0.20116213965010749,2.1047466034134301e-06,4.2865621108249839e-14,5.6755177555357795e-08,1.1877012254588547e-06,0.77329032422951816,6.5048826017565157e-05,7.543978582029184e-15,3.780118759787289e-15,7.4232116256777663e-10,4.1319622871505962e-13,0.00033477657642839997,1.8743158072239197e-05,0.0053067566276805943,0.0053104728721434522,3.7241787940226598e-07,1.9097611980389812e-07,1.1801380189519133e-08,0.00031113882770624591,4.3438224899188386e-08,1.112943948403797e-08,6.0263614990143232e-08,2.5485435266220248e-08,3.391229237883964e-07,9.1727335714910407e-07,0.0097745326617538625,9.7010620151769767e-14,3.8486828484783796e-14,1.6264493549196013e-06,5.2087307471757371e-07,2.540756671910736e-08,9.0995533152448072e-05,0.00027560454167267811,5.9888825968981767e-07,1.303849540086672e-08,2.5683167565983643e-08,1.2034221199358425e-08,1.0078329545579535e-08,3.5200041297305135e-09,3.6668087839349688e-11,4.6637812127800705e-07,1.0435917210660386e-10,3.6175134133950226e-09,6.6706810528589511e-09,1.0986380538623587e-11,9.3605337680144347e-12,3.4381382563364439e-14,2.7095979087123751e-05
1.786762516801872e-09,0.4687968025374081,76.950000000000003,0.0,0.0,0.0,0.00023342123848739315,9.4999879149830111,0.0015985296402379267,0.0062467037833003275,0.0012137682888893554,9.2393771731980212e-06,3.6986519571777981e-10,8.3136369615052145e-06,0.20091972126173516,2.1041070305779964e-06,4.2423607770902428e-14,5.6700549052618313e-08,1.1949496424110755e-06,0.77353632602931321,6.5050161775261626e-05,7.5416861807660892e-15,3.803105459092677e-15,7.4696339912745217e-10,4.1310464744823388e-13,0.00033488477221650474,1.8549888496274402e-05,0.0053196557168619834,0.0053234070267433814,3.7332312238586232e-07,1.9144039448261828e-07,1.1805134669753092e-08,0.00031301725966899682,4.3700476320210079e-08,1.1196652221723317e-08,6.0572442897115964e-08,2.5639483213500065e-08,3.4124739079456389e-07,9.2820982544103579e-07,0.0097785764180830029,9.7596992990861609e-14,3.8719458765055905e-14,1.6266197711190287e-06,5.2103339054805813e-07,2.5386190636387385e-08,9.1029813267542081e-05,0.00027571077468278578,6.0449091392903745e-07,1.3120530297268892e-08,2.588734668997226e-08,1.2078634764584159e-08,1.0193844505616272e-08,3.5412732854861748e-09,3.7090949820468271e-11,4.6803075377592434e-07,1.0580595661507573e-10,3.662486262784537e-09,6.6943234480640367e-09,1.1125499396970459e-11,9.5225787600109425e-12,3.4980977474512261e-14,2.7269746203550176e-05
1.797131106229903e-09,0.46879687156865885,76.950000000000003,0.0,0.0,0.0,0.00022607079331615388,9.4999880088248521,0.0015982372921963342,0.0062448064704407709,0.0012012525450735691,9.1441043674223913e-06,3.6975280567754351e-10,8.2954171114683501e-06,0.20067750853262462,2.1034676604645089e-06,4.1986152294446364e-14,5.6644279223431681e-08,1.2021957798793934e-06,0.77378174914564091,6.5051460620426646e-05,7.5393945061130366e-15,3.8260854922453054e-15,7.5160414278826207e-10,4.1299974314996232e-13,0.0003349926734725588,1.8358611796490346e-05,0.0053324214151568737,0.0053362078110679835,3.7421900390586977e-07,1.9189986792037789e-07,1.1808880314417412e-08,0.00031489511518451529,4.3962647250741722e-08,1.1263844330428735e-08,6.0878856796656952e-08,2.5793483880452784e-08,3.4337119973202302e-07,9.3917694272075288e-07,0.0097826132522109074,9.8183185834524092e-14,3.895201763617582e-14,1.6268003935607719e-06,5.2119455324405817e-07,2.5365488297512441e-08,9.1064080149803618e-05,0.0002758169190933964,6.1008272012757617e-07,1.3202539772226226e-08,2.6091313952861689e-08,1.2122449089964322e-08,1.0309622397268873e-08,3.5625359143860517e-09,3.7514792883157949e-11,4.6968287796595311e-07,1.0726360254482345e-10,3.7075914871769829e-09,6.7179585713734903e-09,1.1265048530782179e-11,9.6861535416759849e-12,3.5586297573140164e-14,2.7443421384342917e-05
1.807499695657934e-09,0.4687969398870906,76.950000000000003,0.0,0.0,0.0,0.00021908193937410228,9.4999881017000796,0.0015979443901867904,0.0062429097498328664,0.0011888658554577471,9.0498139768655152e-06,3.6964045125963381e-10,8.2776467732017754e-06,0.2004355058588628,2.1028284930012861e-06,4.1553207684591713e-14,5.6586398460221391e-08,1.2094396516328134e-06,0.77402660793599753,6.5052724366563314e-05,7.5371035578130988e-15,3.8490588746154537e-15,7.5624340276455839e-10,4.1288172345361835e-13,0.00033510028855516735,1.8169307425841767e-05,0.0053450550997023293,0.0053488766003496847,3.7510562061579732e-07,1.9235458968813621e-07,1.1812617342825273e-08,0.00031677239441146328,4.4224737713440803e-08,1.1331015815959547e-08,6.1182865564569442e-08,2.5947437280373303e-08,3.4549435103426562e-07,9.501740618953286e-07,0.0097866433427754047,9.8769198734498857e-14,3.9184505118670864e-14,1.626990701488563e-06,5.2135651348152045e-07,2.5345426713803456e-08,9.109833486545248e-05,0.0002759229805202054,6.1566329107038962e-07,1.328452384288007e-08,2.6295063469629713e-08,1.2165668125030035e-08,1.0425656351938338e-08,3.5837920182194193e-09,3.7939591705524274e-11,4.7133449412925323e-07,1.0873210071495955e-10,3.7528261459787092e-09,6.7415864268186105e-09,1.1405018662239826e-11,9.8512579635022204e-12,3.6197342875552502e-14,2.7617004656663788e-05
1.8178682850859651e-09,0.46879700750005876,76.950000000000003,0.0,0.0,0.0,0.00021243666397214697,9.499988193618659,0.0015976509643654642,0.0062410136213478361,0.0011766068894637914,8.9564958721298332e-06,3.6952813245052242e-10,8.2603041123692395e-06,0.20019371739941397,2.1021895281114976e-06,4.1124727431105082e-14,5.6526936683894752e-08,1.2166812712809033e-06,0.77427091606028708,6.5053954736381833e-05,7.5348133355909003e-15,3.8720256224882763e-15,7.6088118816305126e-10,4.127507932783118e-13,0.00033520762541420568,1.7981955048905817e-05,0.005357558133433046,0.0053614147556418522,3.7598306817226386e-07,1.9280460884557496e-07,1.1816345963633763e-08,0.00031864909750941244,4.4486747731082285e-08,1.1398166684151273e-08,6.1484478315138022e-08,2.6101343426626256e-08,3.4761684512582709e-07,9.6120054035510232e-07,0.0097906668597163033,9.9355031742771408e-14,3.9416921233165161e-14,1.6271902001114825e-06,5.2151922440304503e-07,2.5325974539757945e-08,9.113257842747258e-05,0.00027602896429879754,6.2123224722796564e-07,1.3366482526014711e-08,2.6498589464927163e-08,1.2208295850785312e-08,1.05419395576182e-08,3.6050415987861913e-09,3.8365321172712403e-11,4.729856025348016e-07,1.1021144158018929e-10,3.7981873196366354e-09,6.7652070182556035e-09,1.1545400577810687e-11,1.0017891810259102e-11,3.6814113146817384e-14,2.7790496051622518e-05
1.8282368745139962e-09,0.4687970744148418,76.950000000000003,0.0,0.0,0.0,0.00020611785202428272,9.4999882845904438,0.001597357043385808,0.0062391180848421351,0.001164474330219292,8.8641400281638724e-06,3.6941584923587037e-10,8.2433683819884579e-06,0.19995214708795839,2.1015507657136866e-06,4.0700665502869456e-14,5.6465923351513958e-08,1.2239206522759292e-06,0.77451468651556188,6.5055153366349439e-05,7.5325238391544709e-15,3.8949857529993633e-15,7.6551750798429871e-10,4.1260715486476658e-13,0.0003353146916111778,1.7796534539723998e-05,0.0053699318652274666,0.0053738236239648266,3.7685144124525794e-07,1.9324997394636e-07,1.1820066375374591e-08,0.00032052522463879915,4.4748677326552674e-08,1.1465296940868083e-08,6.1783704391882259e-08,2.6255202332642412e-08,3.4973868242259913e-07,9.7225574000340015e-07,0.0097946839647086101,9.994068491155853e-14,3.9649266000374564e-14,1.6273984193099854e-06,5.2168264149495496e-07,2.5307101991165399e-08,9.1166811798264476e-05,0.00027613487549860491,6.2678921669339232e-07,1.3448415838069702e-08,2.6701886271373196e-08,1.2250336277680379e-08,1.0658465259056005e-08,3.6262846578964008e-09,3.8791956377550151e-11,4.7463620344047525e-07,1.1170161524029313e-10,3.8436721098058077e-09,6.7888203493811426e-09,1.1686185128842066e-11,1.0186054802137635e-11,3.743660790504937e-14,2.7963895604074707e-05
1.8386054639420272e-09,0.4687971406386432,76.950000000000003,0.0,0.0,0.0,0.0002001092413168399,9.4999883746251914,0.0015970626544734375,0.0062372231401588577,0.0011524668744175273,8.7727365231964527e-06,3.693036016006097e-10,8.2268198682452366e-06,0.19971079864414104,2.1009122057222372e-06,4.0280976342990576e-14,5.640338746383053e-08,1.2311578079149566e-06,0.77475793166903095,6.5056321811012404e-05,7.5302350681969487e-15,3.9179392840737275e-15,7.7015237112416553e-10,4.1245100781068438e-13,0.00033542149433856002,1.7613025979664016e-05,0.005382177630052401,0.0053861045384504865,3.7771083352829097e-07,1.9369073304334886e-07,1.182377876695827e-08,0.00032240077596088309,4.5010526522844361e-08,1.1532406592001356e-08,6.2080553358545557e-08,2.6409014011915351e-08,3.5185986333213338e-07,9.8333902728428033e-07,0.0097986948115740928,1.0052615829329569e-13,3.9881539441101676e-14,1.6276149124064125e-06,5.218467224704854e-07,2.5288780767303375e-08,9.1201035892165836e-05,0.00027624071893616925,6.3233383511844653e-07,1.3530323795151871e-08,2.6904948327878455e-08,1.2291793443643749e-08,1.0775226757894763e-08,3.6475211973697073e-09,3.9219472621116015e-11,4.7628629709404374e-07,1.1320261144937127e-10,3.8892776395059642e-09,6.8124264237466294e-09,1.1827363232118776e-11,1.0355746595877017e-11,3.8064826425625685e-14,2.8137203352429807e-05
1.8489740533700582e-09,0.4687972061785928,76.950000000000003,0.0,0.0,0.0,0.00019439538000691665,9.4999884637325636,0.001596767823497286,0.0062353287871290035,0.0011405832321787805,8.6822755376808277e-06,3.6919138952901709e-10,8.2106398390079613e-06,0.19946967558425951,2.1002738480477977e-06,3.9865614863948813e-14,5.6339357572685875e-08,1.2383927513419052e-06,0.77500066328942585,6.5057461547101303e-05,7.5279470223980671e-15,3.9408862343680411e-15,7.7478578637525189e-10,4.1228254910560071e-13,0.00033552804043818197,1.743140965530162e-05,0.005394296749106191,0.0053982588184853207,3.7856133774844774e-07,1.9412693369374515e-07,1.182748331815327e-08,0.00032427575163770694,4.5272295343049999e-08,1.1599495643468236e-08,6.2375034990313618e-08,2.6562778477998198e-08,3.5398038825393585e-07,9.944497732083612e-07,0.0098026995466724172,1.011114519406247e-13,4.0113741576230965e-14,1.6278392549967748e-06,5.2201142715879929e-07,2.527098397701102e-08,9.12352515778463e-05,0.00027634649918774378,6.3786574564876435e-07,1.361220641304699e-08,2.7107770177995424e-08,1.2332671412171556e-08,1.0892217412794988e-08,3.6687512190349294e-09,3.9647845413234467e-11,4.77935883734073e-07,1.1471441962485522e-10,3.9350010532673962e-09,6.8360252447711851e-09,1.1968925870385329e-11,1.0526966785873243e-11,3.8698767745336896e-14,2.8310419338468641e-05
1.8593426427980893e-09,0.46879727104174607,76.950000000000003,0.0,0.0,0.0,0.0001889615862389424,9.4999885519221099,0.0015964725750372069,0.0062334350255726324,0.0011288221269129789,8.5927473532488956e-06,3.6907921300478272e-10,8.194810494907999e-06,0.1992287812314196,2.0996356925976674e-06,3.9454536442797328e-14,5.6273861788280549e-08,1.2456254955495612e-06,0.77524289257680046,6.5058573977430553e-05,7.5256597014255641e-15,3.9638266232159707e-15,7.7941776242829026e-10,4.1210197316524394e-13,0.00033563433641868942,1.7251666056322344e-05,0.00540629052996041,0.0054102877698520447,3.7940304567633458e-07,1.9455862296420065e-07,1.1831180200041216e-08,0.00032615015183205728,4.5533983810357301e-08,1.1666564101210297e-08,6.2667159265257283e-08,2.6716495744500424e-08,3.5610025757975334e-07,1.0055873533767833e-06,0.0098066983092727159,1.0169656590638215e-13,4.0345872426724201e-14,1.6280710438407562e-06,5.2217671739953145e-07,2.5253686068446795e-08,9.1269459680583077e-05,0.00027645222060126604,6.4338459885815278e-07,1.3694063707231048e-08,2.7310346468295756e-08,1.2372974270472825e-08,1.1009430639537939e-08,3.6899747247295906e-09,4.0077050472900761e-11,4.7958496359075298e-07,1.1623702885629098e-10,3.9808395172664493e-09,6.8596168157535416e-09,1.2110864092833855e-11,1.069971490526999e-11,3.9338430666472441e-14,2.8483543607170141e-05
1.86971123222612e-09,0.46879733523508654,76.950000000000003,0.0,0.0,0.0,0.00018379390977380064,9.4999886392032948,0.0015961769324482132,0.0062315418552999075,0.0011171822951836475,8.5041423516754186e-06,3.689670720110703e-10,8.1793149228579896e-06,0.19898811872518432,2.0989977392761439e-06,3.9047696916406145e-14,5.6206927786314749e-08,1.2528560533815545e-06,0.77548463019084846,6.505966043460257e-05,7.5233731049364163e-15,3.9867604705764515e-15,7.8404830787351698e-10,4.1190947186540337e-13,0.00033574038847213918,1.7073775873443178e-05,0.005418160266700116,0.0054221926848697609,3.8023604813592595e-07,1.9498584743586558e-07,1.1834869575449456e-08,0.00032802397670742863,4.5795591948044102e-08,1.173361197119226e-08,6.2956936355995274e-08,2.6870165825084995e-08,3.5821947169385088e-07,1.0167511480033553e-06,0.009810691231906702,1.0228150024358864e-13,4.0577932013616108e-14,1.6283098958070377e-06,5.2234255694258934e-07,2.523686276234687e-08,9.1303660984422866e-05,0.00027655788730773524,6.4889005268210056e-07,1.3775895692881257e-08,2.7512671946773774e-08,1.2412706127669247e-08,1.1126859911110615e-08,3.7111917162994902e-09,4.0507063728637476e-11,4.8123353688665338e-07,1.1777042791389894e-10,4.0267902194509589e-09,6.8832011398828994e-09,1.2253169015558776e-11,1.0873990427031894e-11,3.9983813760842067e-14,2.8656576206546565e-05
1.880079821654151e-09,0.46879739876552495,76.950000000000003,0.0,0.0,0.0,0.00017887909553017462,9.4999887255854745,0.0015958809179215103,0.0062296492761120511,0.0011056624865731718,8.4164510138521997e-06,3.6885496653057428e-10,8.1641370518866531e-06,0.19874769103074236,2.0983599879848451e-06,3.864505257675199e-14,5.6138582815002618e-08,1.2600844375342944e-06,0.77572588627780792,6.5060722184526038e-05,7.5210872325779965e-15,4.0096877969847475e-15,7.8867743120201196e-10,4.1170523457531528e-13,0.00033584620248976557,1.6897719996354147e-05,0.0054299072400626775,0.0054339748425327071,3.8106043501431098e-07,1.9540865320938724e-07,1.1838551599362041e-08,0.00032989722642798758,4.6057119779473535e-08,1.1800639259400775e-08,6.324437662157081e-08,2.7023788733465519e-08,3.6033803097328073e-07,1.0279405419349454e-06,0.0098146784407041436,1.0286625500543836e-13,4.0809920358010304e-14,1.6285554468711824e-06,5.2250891135294836e-07,2.5220490988609545e-08,9.1337856234236409e-05,0.0002766635032320221,6.5438177235054542e-07,1.3857702384886678e-08,2.7714741461275942e-08,1.2451871113048137e-08,1.1244498757773113e-08,3.7324021955982973e-09,4.0937861318785097e-11,4.828816038374126e-07,1.1931460525691554e-10,4.0728503696558964e-09,6.9067782202488361e-09,1.2395831821979147e-11,1.1049792765000479e-11,4.0634915373733524e-14,2.8829517187487062e-05
1.890448411082182e-09,0.4687974616399015,76.950000000000003,0.0,0.0,0.0,0.00017420454894280076,9.4999888110779143,0.0015955845525424915,0.0062277572878022052,0.0010942614635493664,8.3296639187721754e-06,3.687428965455684e-10,8.1492616111744869e-06,0.19850750094761979,2.0977224386229937e-06,3.8246560166253649e-14,5.606885370196272e-08,1.2673106605588686e-06,0.77596667049602686,6.5061760429758217e-05,7.5188020839890884e-15,4.0326086235061382e-15,7.9330514080701455e-10,4.1148944819057637e-13,0.0003359517840769612,1.672347951167968e-05,0.0054415327175751935,0.0054456355086475476,3.8187629527134021e-07,1.9582708590985742e-07,1.1842226419310251e-08,0.00033176990115853938,4.6318567328089381e-08,1.1867645971843211e-08,6.3529490599538261e-08,2.7177364483403456e-08,3.6245593578814261e-07,1.0391549246701525e-06,0.0098186600557116331,1.0345083024528859e-13,4.1041837481075109e-14,1.6288073511634605e-06,5.2267574792018885e-07,2.5204548826040087e-08,9.1372046137670458e-05,0.00027676907210313998,6.5985943031994904e-07,1.3939483797858549e-08,2.7916549957955716e-08,1.2490473374367289e-08,1.1362340767108881e-08,3.7536061644871513e-09,4.1369419591728248e-11,4.8452916465236815e-07,1.2086954904172109e-10,4.1190171997095612e-09,6.9303480598503595e-09,1.2538843763229677e-11,1.1227121274932936e-11,4.129173362780771e-14,2.9002366603608982e-05
1.900817000510213e-09,0.4687975238649853,76.950000000000003,0.0,0.0,0.0,0.00016975830304708807,9.4999888956897891,0.0015952878563458431,0.0062258658901562253,0.0010829780013333484,8.243771742523418e-06,3.6863086203795414e-10,8.1346740901807848e-06,0.19826755111795707,2.0970850910876815e-06,3.7852176873152817e-14,5.5997766860987353e-08,1.2745347348629066e-06,0.77620699204025156,6.5062776312679364e-05,7.5165176588008475e-15,4.0555229716921433e-15,7.9793144498521226e-10,4.1126229716558967e-13,0.00033605713856751213,1.6551035700959778e-05,0.0054530379536904903,0.0054571759359692829,3.8268371694917439e-07,1.9624119069170994e-07,1.1845894175743613e-08,0.00033364200106449565,4.6579934617411854e-08,1.1934632114546576e-08,6.3812288998254562e-08,2.7330893088705615e-08,3.6457318650183627e-07,1.0503936903763212e-06,0.0098226361911954944,1.0403522601665076e-13,4.1273683404039993e-14,1.6290652800641236e-06,5.228430355725436e-07,2.5189015445098188e-08,9.1406231367002446e-05,0.0002768745974640043,6.6532270620473591e-07,1.4021239946140263e-08,2.8118092479753383e-08,1.2528517076210444e-08,1.1480379584058444e-08,3.774803624834284e-09,4.1801715106060169e-11,4.8617621953513067e-07,1.2243524712975912e-10,4.1652879635305618e-09,6.9539106616041564e-09,1.2682196158521332e-11,1.1405975255523977e-11,4.1954266426931632e-14,2.9175124511116584e-05
1.9111855899382442e-09,0.46879758544747596,76.950000000000003,0.0,0.0,0.0,0.00016552898720407323,9.4999889794301673,0.0015949908483678978,0.0062239750829533929,0.0010718108877686996,8.1587652572929965e-06,3.6851886298930099e-10,8.1203607007577129e-06,0.19802784403437398,2.0964479452741085e-06,3.7461860326940188e-14,5.5925348298692621e-08,1.2817566727124088e-06,0.77644685966470917,6.5063770918508335e-05,7.5142339566376341e-15,4.0784308635391031e-15,8.0255635193800243e-10,4.1102396354555262e-13,0.00033616227103712296,1.6380370038650813e-05,0.0054644241899217448,0.0054685973643357677,3.8348278718173408e-07,1.9665101224356699e-07,1.1849555002382503e-08,0.00033551352631184378,4.6841221671033229e-08,1.2001597693556407e-08,6.4092782689370424e-08,2.7484374563221634e-08,3.6668978347130614e-07,1.0616562379049379e-06,0.0098266069559295524,1.0461944237318076e-13,4.1505458148191738e-14,1.629328921343773e-06,5.2301074479522896e-07,2.5173871053498796e-08,9.1440412560902872e-05,0.00027698008268070519,6.7077128670814392e-07,1.4102970843817072e-08,2.8319364164900398e-08,1.2566006398392108e-08,1.1598608910937101e-08,3.7959945785146665e-09,4.223472463068703e-11,4.8782276868410946e-07,1.240116870952518e-10,4.2116599372158706e-09,6.9774660283521464e-09,1.2825880395472431e-11,1.1586353949410922e-11,4.262251145994994e-14,2.9347790968666838e-05
1.9215541793662753e-09,0.46879764639400384,76.950000000000003,0.0,0.0,0.0,0.00016150579738395776,9.4999890623080319,0.0015946935466963879,0.0062220848659670664,0.0010607589231919204,8.0746353303805929e-06,3.6840689938088418e-10,8.1063083411524273e-06,0.19778838204744259,2.0958110010757975e-06,3.7075568593826407e-14,5.5851623621051907e-08,1.2889764862335396e-06,0.77668628170503662,6.5064745278166871e-05,7.5119509771178114e-15,4.101332321449025e-15,8.0717986977273196e-10,4.1077462699799375e-13,0.00033626718631626766,1.6211464190145921e-05,0.0054756926549757263,0.0054799010208008338,3.8427359220405505e-07,1.9705659479303703e-07,1.1853209026553114e-08,0.00033738447706711675,4.7102428512614021e-08,1.2068542714935772e-08,6.4370982700517875e-08,2.7637808920841649e-08,3.6880572704727713e-07,1.0729419708054613e-06,0.0098305724534686056,1.0520347936867062e-13,4.1737161734871133e-14,1.6295979783465607e-06,5.2317884755284512e-07,2.5159096844523819e-08,9.1474590326109717e-05,0.00027708553095131888,6.7620486555253722e-07,1.4184676504725427e-08,2.8520360245447823e-08,1.2602945534410529e-08,1.171702250743712e-08,3.8171790274096631e-09,4.2668425144874256e-11,4.8946881229299026e-07,1.2559885623271633e-10,4.2581304191202453e-09,7.001014162868355e-09,1.2969887930411056e-11,1.1768256544162335e-11,4.3296466204396291e-14,2.952036603724186e-05
1.9319227687943063e-09,0.468797706711131,76.950000000000003,0.0,0.0,0.0,0.00015767846793054548,9.4999891443322717,0.0015943959685177139,0.0062201952389652751,0.0010498209203041624,7.9913729232219019e-06,3.6829497119372036e-10,8.0925045618031015e-06,0.19754916737278774,2.0951742583847925e-06,3.6693260172257894e-14,5.5776618039814963e-08,1.2961941874143903e-06,0.77692526609911761,6.5065700371000373e-05,7.5096687198544337e-15,4.1242273681925895e-15,8.1180200650391224e-10,4.1051446484386487e-13,0.00033637188900240091,1.6044300009814915e-05,0.0054868445648846714,0.0054910881197660485,3.8505621736154571e-07,1.9745798211146314e-07,1.1856856369505756e-08,0.00033925485349736592,4.7363555165879088e-08,1.2135467184764277e-08,6.4646900208188169e-08,2.779119617549398e-08,3.7092101757448403e-07,1.0842502973376264e-06,0.0098345327824082441,1.0578733705703988e-13,4.1968794185469566e-14,1.6298721692140988e-06,5.2334731721564278e-07,2.5144674947909654e-08,9.1508765239019618e-05,0.00027719094531427951,6.8162314340922836e-07,1.4266356942462072e-08,2.8721076045818438e-08,1.2639338689947617e-08,1.1835614190614951e-08,3.838356973406694e-09,4.3102793838236516e-11,4.9111435055117102e-07,1.2719674156428709e-10,4.3046967299272478e-09,7.0245550678651678e-09,1.3114210288649778e-11,1.1951682173250344e-11,4.3976127930144495e-14,2.9692849780027758e-05
1.9422913582223374e-09,0.468797766405352,76.950000000000003,0.0,0.0,0.0,0.00015403724473277386,9.4999892255116887,0.0015940981301618567,0.0062183062017112595,0.001038995704044232,7.908969090421694e-06,3.6818307840859801e-10,8.0789375328394952e-06,0.19731020209783329,2.0945377170918365e-06,3.6314893988477022e-14,5.5700356378814657e-08,1.3034097881067084e-06,0.77716382040688181,6.5066637127362387e-05,7.5073871844558946e-15,4.1471160268741617e-15,8.1642277005441049e-10,4.1024365208819803e-13,0.00033647638347156017,1.58788595390635e-05,0.0054978811231368233,0.0055021598631111376,3.858307471191513e-07,1.978552175186227e-07,1.1860497146717314e-08,0.0003411246557701335,4.7624601654614034e-08,1.2202371109137138e-08,6.4920546530796992e-08,2.794453634114304e-08,3.7303565539189215e-07,1.0955806304822739e-06,0.0098384880366317248,1.0637101549232793e-13,4.220035552142595e-14,1.6301512261480497e-06,5.235161284894671e-07,2.5130588383182266e-08,9.1542937847199503e-05,0.00027729632865633328,6.8702582782785605e-07,1.4348012170392806e-08,2.8921506981382107e-08,1.2675190081414678e-08,1.1954377834863936e-08,3.8595284183989367e-09,4.3537808110673412e-11,4.92759383644162e-07,1.2880532984684777e-10,4.3513562127121338e-09,7.0480887459990728e-09,1.3258839064733366e-11,1.2136629917006875e-11,4.4661493703001011e-14,2.9865242262299529e-05
1.9526599476503684e-09,0.4687978254830938,76.950000000000003,0.0,0.0,0.0,0.0001505728597332152,9.4999893058549834,0.0015938000471450555,0.0062164177539639556,0.001028282111462858,7.8274149787964665e-06,3.6807122100610609e-10,8.065596013203106e-06,0.19707148818821299,2.0939013770865331e-06,3.5940429392126368e-14,5.5622863080163675e-08,1.3106233000275981e-06,0.77740195182911764,6.5067556431069426e-05,7.5051063705265048e-15,4.1699983208987672e-15,8.2104216825661898e-10,4.0996236145033123e-13,0.00033658067388938988,1.5715125004411795e-05,0.0055088035208056187,0.0055131174403230468,3.8659726507042371e-07,1.9824834388737915e-07,1.1864131468178585e-08,0.00034299388405342632,4.7885568002661633e-08,1.226925449416427e-08,6.5191933121932061e-08,2.8097829431787214e-08,3.7514964083291152e-07,1.1069323879507415e-06,0.0098424383055445586,1.0695451472868624e-13,4.2431845764223673e-14,1.6304348947094515e-06,5.2368525734918939e-07,2.5116821015317749e-08,9.1577108670823121e-05,0.00027740168372009756,6.9241263316536096e-07,1.4429642201660966e-08,2.9121648557053972e-08,1.2710503934542769e-08,1.2073307371872997e-08,3.8806933642850055e-09,4.3973445572252546e-11,4.9440391175394602e-07,1.3042460757897905e-10,4.3981062329968673e-09,7.0716151998758668e-09,1.3403765922660425e-11,1.2323098803564049e-11,4.5352560388239091e-14,3.0037543551311624e-05
