Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234)
6.176333740664869e-13,0.4687683398301981,76.950000000000003,0.0,0.0,0.0,0.99686603108766669,9.4999999596482532,5.0700961552013199e-06,4.0545308649801822e-05,4.0509459911810873e-05,3.1967603967633996e-08,2.4007391050738665e-12,0.0011194592852745225,0.00047366286506936555,8.3816834829289727e-09,1.4678200182638428e-16,2.3148674020926608e-15,1.0170782100409711e-13,0.0014361085760400255,9.3218657250343016e-10,3.0042165604439519e-17,5.8131151281609279e-18,2.9434537699808471e-19,1.2948658761143599e-20,2.8394883409814247e-09,1.2465194848539879e-08,1.723888253316529e-10,1.7240138024016906e-10,9.3948145720722627e-15,3.1600939433903314e-15,1.3740153358767414e-11,3.6853863041993432e-10,4.3145909283938999e-14,6.9841187362954128e-15,1.4001263019464817e-25,1.7902323236424977e-15,1.9056121676293348e-15,1.2668516776806055e-25,1.7178768366651589e-05,6.7124976025884574e-21,2.6874595748554098e-21,2.305733139195245e-07,6.5987260978386976e-08,8.475541563113713e-07,2.31788400021707e-07,1.5027368996098646e-09,1.2667503587946778e-25,1.6567663660780128e-18,1.1637272301787527e-19,1.0340747719659162e-19,1.7317113317471392e-23,6.078425171072637e-16,8.5060364183494717e-28,3.5707071851245383e-12,7.3776930991119718e-25,6.8649255372608773e-27,1.5529321864544423e-14,8.5190083590316083e-32,5.180935591467122e-31,2.5486242911847956e-35,1.4576810607429643e-14
6.316558281226833e-13,0.46876833982119237,76.950000000000003,0.0,0.0,0.0,0.99679523538568693,9.4999999579562342,5.1850201728609948e-06,4.1462783986925526e-05,4.142524196848809e-05,3.3379056054251006e-08,2.455065885118297e-12,0.0011248326022186351,0.00048925334207573963,8.6621908892966681e-09,1.5326282315285439e-16,2.4888376793387398e-15,1.0734660661655957e-13,0.0014833790153883535,9.7490192829448978e-10,3.1047579439102349e-17,6.0079732324275805e-18,3.1833395567934436e-19,1.3951737084604626e-20,3.0070040700218754e-09,1.3032687049511332e-08,1.8434665648478822e-10,1.8436017606213188e-10,1.0099924773222884e-14,3.419652569516903e-15,1.4353118204915893e-11,3.8542139830647522e-10,4.5298280087707727e-14,7.369659509552835e-15,1.6375021189813919e-25,1.9313216862238693e-15,2.0340812568339962e-15,1.4816950620312975e-25,1.7744413697872893e-05,7.2442090762735142e-21,2.8996895650735931e-21,2.4226334829443344e-07,6.92993926981673e-08,8.6579135318331488e-07,2.4357397660653756e-07,1.6203692272473319e-09,1.4815738637757893e-25,1.8094270430241091e-18,1.281434177244662e-19,1.141729199108269e-19,1.9583433297319389e-23,6.4904444607342007e-16,9.8467587200539289e-28,3.7340842761045271e-12,8.3163863835620908e-25,7.9489949684015376e-27,1.6514732131806282e-14,1.0097324302688048e-31,6.0386475049302065e-31,3.0367535609745361e-35,1.6110228712387786e-14
6.456782821788798e-13,0.4687683398120313,76.950000000000003,0.0,0.0,0.0,0.99672444847447561,9.4999999562347206,5.299935998608108e-06,4.2380127129870681e-05,4.2340852712487112e-05,3.4818531232167636e-08,2.5093848374865433e-12,0.0011299021753709026,0.00050491631159721591,8.9441712864983731e-09,1.598723156369793e-16,2.6712255209230184e-15,1.1314573917963306e-13,0.0015308693366077051,1.0185699289289763e-09,3.2058272882489022e-17,6.2038380154051777e-18,3.4363233783206905e-19,1.5004941951388795e-20,3.1799371857224772e-09,1.3612587908579774e-08,1.9684262386789481e-10,1.9685715703276593e-10,1.0839578595434051e-14,3.6935862746388855e-15,1.49739883420674e-11,4.0267856849521944e-10,4.7503045553995456e-14,7.7662636077046564e-15,1.9085251321179392e-25,2.0796808452287256e-15,2.1679390163686406e-15,1.7270036428828749e-25,1.8312704921553889e-05,7.8034629842375717e-21,3.1228779829299706e-21,2.5419358398956551e-07,7.2676826166407299e-08,8.8366740737625811e-07,2.5560455008043819e-07,1.7438888618676565e-09,1.7268592354244088e-25,1.9721616025309409e-18,1.4078748544719231e-19,1.2576138543187289e-19,2.2082631744402403e-23,6.9199276309898043e-16,1.1360213705239034e-27,3.9010923618457357e-12,9.3487775056681473e-25,9.173094911248334e-27,1.7537117812005925e-14,1.1921511814069383e-31,7.0123877955614995e-31,3.6034060715535123e-35,1.7762076771437186e-14
6.597007362350762e-13,0.46876833980271626,76.950000000000003,0.0,0.0,0.0,0.99665367015096362,9.4999999544839362,5.4148436334464944e-06,4.3297338182292373e-05,4.3256292319814765e-05,3.6285881180292031e-08,2.5636959681433337e-12,0.0011346849058956911,0.0005206476717743697,9.2275463112951472e-09,1.6660979824589337e-16,2.8622120734768915e-15,1.19105254860013e-13,0.0015785671040671415,1.0631903007881098e-09,3.3073965058981381e-17,6.4006542964437619e-18,3.7027702219172339e-19,1.6109393149324124e-20,3.3583108713024651e-09,1.4204883206938781e-08,2.0988836012287581e-10,2.0990395702840861e-10,1.1614596151200583e-14,3.9823093803626977e-15,1.560243032451511e-11,4.2030995088334034e-10,4.9760175610695655e-14,8.1739503513345461e-15,2.217071282704509e-25,2.2354841122815043e-15,2.3072797773599937e-15,2.0062887412467838e-25,1.8883493613357656e-05,8.3909238335201214e-21,3.3572882305174566e-21,2.6635878395813004e-07,7.6117945737769793e-08,9.0118193796522344e-07,2.6787497995425068e-07,1.8734150834470497e-09,2.0061173282392859e-25,2.1453795904168959e-18,1.5434663403659651e-19,1.3821344492201911e-19,2.4832278910671546e-23,7.3671684342706889e-16,1.3063851799161506e-27,4.0717301003706639e-12,1.0481724217438673e-24,1.0551427396595779e-26,1.8596880317844681e-14,1.4022898418690545e-31,8.1144518412097983e-31,4.2588928873655657e-35,1.9538196527517321e-14
6.737231902912726e-13,0.46876833979324867,76.950000000000003,0.0,0.0,0.0,0.99658290022335994,9.4999999527041084,5.5297430783572408e-06,4.4214417243431456e-05,4.4171560965351429e-05,3.7780958334505513e-08,2.6179992832595264e-12,0.001139196754548055,0.00053644354898710063,9.5122416488567615e-09,1.7347459342245649e-16,3.0619771538310267e-15,1.2522517864881786e-13,0.0016264605740897629,1.108762770383054e-09,3.4094389603584337e-17,6.5983697538498877e-18,3.9830450134366273e-19,1.7266202004398218e-20,3.5421469105607481e-09,1.4809558748961001e-08,2.2349548456449784e-10,2.2351219659764752e-10,1.242579661322023e-14,4.286236535095407e-15,1.6238121403164087e-11,4.3831536160546632e-10,5.2069641085445003e-14,8.5927381896337055e-15,2.5673644976083309e-25,2.3989045374788609e-15,2.4521975844192894e-15,2.3233771888278685e-25,1.9456639616630996e-05,9.007251334533579e-21,3.603181805574931e-21,2.7875371530288332e-07,7.9621139386447794e-08,9.183352300024247e-07,2.8038012770993893e-07,2.0090646029389718e-09,2.3231744542736763e-25,2.3294971598266781e-18,1.6886345603789682e-19,1.5157056187689219e-19,2.7850799296444987e-23,7.8324565192888457e-16,1.4976414062250355e-27,4.245996161536035e-12,1.1722406834253776e-24,1.2099251774911916e-26,1.9694409777406712e-14,1.6435944456109143e-31,9.3580874195017393e-31,5.0145843094433819e-35,2.1444545622775159e-14
6.87745644347469e-13,0.46876833978362953,76.950000000000003,0.0,0.0,0.0,0.99651213851052267,9.4999999508954449,5.644634334299933e-06,4.5131364408343845e-05,4.508665882287521e-05,3.9303615883790854e-08,2.6722947883865575e-12,0.0011434527939998629,0.00055230028515497204,9.7981868236282796e-09,1.8046602706748012e-16,3.2706992927157592e-15,1.3150552660530536e-13,0.0016745386564510981,1.1552870643544634e-09,3.5119293912329697e-17,6.796934773075696e-18,4.2775125941183442e-19,1.8476471644197738e-20,3.731465765773034e-09,1.5426600361890815e-08,2.3767560320205394e-10,2.37693482982921e-10,1.3273998215574089e-14,4.6057826498844208e-15,1.6880749494197551e-11,4.5669462283155955e-10,5.4431413695782171e-14,9.0226447934932427e-15,2.9639994479696431e-25,2.570113903356893e-15,2.6027862323724358e-15,2.6824319917245838e-25,2.0032010582022831e-05,9.6531003764619359e-21,3.8608182921263274e-21,2.9137315811924256e-07,8.3184801275283557e-08,9.3512817714622561e-07,2.9311486564708254e-07,2.1509515658982376e-09,2.6821930421155164e-25,2.5249370365282423e-18,1.8438142227854631e-19,1.6587508543170723e-19,3.1157490131653196e-23,8.3160774812847605e-16,1.7117993208138518e-27,4.4238892267074732e-12,1.3078334928393515e-24,1.3832935393962783e-26,2.0830085341457189e-14,1.919847280640951e-31,1.0757541970062742e-30,5.8829893062023176e-35,2.3487195076284834e-14
7.017680984036655e-13,0.46876833977386,76.950000000000003,0.0,0.0,0.0,0.99644138484136757,9.4999999490581644,5.7595174022138664e-06,4.6048179768117977e-05,4.6001586065084946e-05,4.0853707766380997e-08,2.7265824886344286e-12,0.0011474672582540615,0.00056821442574426573,1.0085315001001218e-08,1.8758342852204129e-16,3.4885557784304023e-15,1.3794630788521742e-13,0.0017227908780200515,1.2027629094718731e-09,3.6148438431413146e-17,6.996302302823779e-18,4.5865377024054925e-19,1.9741297263577891e-20,3.9262866512541045e-09,1.6055993895537584e-08,2.5244030876073372e-10,2.5245941014182992e-10,1.4160018254982242e-14,4.9413628394269925e-15,1.7530013109006544e-11,4.7544756256080428e-10,5.6845466035066875e-14,9.4636871386392168e-15,3.4119652618574035e-25,2.7492827208592374e-15,2.7591393001821056e-15,3.0879738627140054e-25,2.0609481532733157e-05,1.0329121010460913e-20,4.1304553541670803e-21,3.0421191356033029e-07,8.6807334094491884e-08,9.5156222812288448e-07,3.0607408495483968e-07,2.2991875602988902e-09,3.0876931641467421e-25,2.7321284870726034e-18,2.0094487567000163e-19,1.8117024387963119e-19,3.477253971842634e-23,8.8183129130009734e-16,1.9510095855448414e-27,4.6054079884434608e-12,1.4557353972134196e-24,1.5770005352813514e-26,2.2004275482370721e-14,2.2351909429042301e-31,1.2328110930086891e-30,6.8778387603427253e-35,2.5672326767411298e-14
7.157905524598619e-13,0.46876833976394156,76.950000000000003,0.0,0.0,0.0,0.99637063905430767,9.4999999471924799,5.87439228301916e-06,4.6964863410080959e-05,4.6916342863622181e-05,4.2431088665928171e-08,2.780862389545585e-12,0.0011512535893094399,0.00058418270844234367,1.0373562799230024e-08,1.9482613054989059e-16,3.7157227002363213e-15,1.4454752657080355e-13,0.0017712073484229239,1.2511900326329567e-09,3.7181595983052875e-17,7.1964277282168414e-18,4.9104849602134751e-19,2.1061766390753422e-20,4.1266276028269533e-09,1.6697725221971277e-08,2.6780118070270087e-10,2.6782155876816303e-10,1.5084673092110067e-14,5.2933923678359015e-15,1.8185621250461975e-11,4.9457401441336028e-10,5.9311771555068816e-14,9.9158815798214132e-15,3.9166702089685968e-25,2.9365802270773339e-15,2.9213501822132455e-15,3.544903638800035e-25,2.1188934453963289e-05,1.1035958439769937e-20,4.4123487320475209e-21,3.172648111763664e-07,9.0487151185595824e-08,9.6763933678714923e-07,3.1925270306148497e-07,2.4538816281731723e-09,3.5445749487474642e-25,2.951507289594609e-18,2.1859902522298841e-19,1.9750013840334875e-19,3.8717045639466223e-23,9.3394404562389688e-16,2.217570600077187e-27,4.7905511501883204e-12,1.6167651932074727e-24,1.7929201323988654e-26,2.3217338284918589e-14,2.5941534936204221e-31,1.4086187144193362e-30,8.0141726167065285e-35,2.8006230928763417e-14
7.298130065160583e-13,0.46876833975387516,76.950000000000003,0.0,0.0,0.0,0.99629990099672538,9.499999945298585,5.9892589776178243e-06,4.7881415417993893e-05,4.7830929389092102e-05,4.4035614007693217e-08,2.835134496062006e-12,0.0011548244812290681,0.00060020205246214724,1.066287011106403e-08,2.0219346931996019e-16,3.9523749912630245e-15,1.513091833183528e-13,0.0018197787276178208,1.3005681608626541e-09,3.8218551126163442e-17,7.3972687449830875e-18,5.2497188632085547e-19,2.2438959152236607e-20,4.3325055434267789e-09,1.735178023522161e-08,2.8376978524788382e-10,2.8379149631263802e-10,1.6048778152909381e-14,5.6622865987812791e-15,1.8847293280105679e-11,5.1407381742155749e-10,6.1830304545936966e-14,1.037924391696573e-14,4.4839673754330675e-25,3.13217438455816e-15,3.0895121169911997e-15,4.0585256006363748e-25,2.1770257905218713e-05,1.1774253015939927e-20,4.7067522412535815e-21,3.3052671557756596e-07,9.4222678465211226e-08,9.8336191556166776e-07,3.3264567031038783e-07,2.6151402807244445e-09,4.0581418940436384e-25,3.1835157070450624e-18,2.3738994027440467e-19,2.1490973701954344e-19,4.3013032836657524e-23,9.8797338538696008e-16,2.5139349700647778e-27,4.9793174259739361e-12,1.7917765816345749e-24,2.0330529435845505e-26,2.4469621729136834e-14,3.0016747421066962e-31,1.6049311350023469e-30,9.3084310160168721e-35,3.0495303652322754e-14
7.438354605722548e-13,0.4687683397436619,76.950000000000003,0.0,0.0,0.0,0.99622917052447313,9.4999999433766931,6.1041174868947699e-06,4.8797835872237142e-05,4.8745345811083363e-05,4.5667139954754901e-08,2.8893988125074781e-12,0.0011581919217567955,0.00061626954844178322,1.0953179934593229e-08,2.0968478438895605e-16,4.1986864707481149e-15,1.5823127683788269e-13,0.0018684961952731959,1.3508970213122016e-09,3.9259099550062814e-17,7.598785234667103e-18,5.604603774691488e-19,2.3873948535263005e-20,4.5439363450548434e-09,1.801814485098194e-08,3.0035767539448049e-10,3.0038077700336298e-10,1.7053147929983664e-14,6.0484609496597267e-15,1.9514758760375389e-11,5.3394681582185572e-10,6.4401040114120087e-14,1.0853789454108273e-14,5.120181346708632e-25,3.3362318819965472e-15,3.2637182135985938e-15,4.6345717103716786e-25,2.2353346654193375e-05,1.2544640240465306e-20,5.0139177732995357e-21,3.4399253246661406e-07,9.8012356162393698e-08,9.9873279204839228e-07,3.4624797600822372e-07,2.7830675165910775e-09,4.6341250997324207e-25,3.4286024626567464e-18,2.5736454492301152e-19,2.3344486873479841e-19,4.7683471564356946e-23,1.0439463002178702e-15,2.8427160950716491e-27,5.1717055401299451e-12,1.9816588176335963e-24,2.299531720749638e-26,2.5761463965490996e-14,3.4631336759377579e-31,1.8236223741505359e-30,1.0778549499535541e-34,3.3146044411997484e-14
7.578579146284512e-13,0.46876833973330295,76.950000000000003,0.0,0.0,0.0,0.99615844750140214,9.4999999414269904,6.2189678117187544e-06,4.9714124849985932e-05,4.9659592298187188e-05,4.7325523404239182e-08,2.9436553438996974e-12,0.0011613672316181159,0.00063238244890612149,1.1244438212832281e-08,2.1729941868403987e-16,4.4548298854600533e-15,1.6531380521854786e-13,0.0019173514218502404,1.4021763412580694e-09,4.0303047499500919e-17,7.800939154400766e-18,5.9755039227143829e-19,2.5367800646545978e-20,4.7609348872850415e-09,1.8696805006318743e-08,3.1757639093918511e-10,3.1760094186602187e-10,1.809859598396845e-14,6.4523308494698905e-15,2.0187757275567532e-11,5.5419285884868003e-10,6.7023954158729526e-14,1.1339533051848502e-14,5.8321359164703054e-25,3.5489181361482451e-15,3.4440614758531309e-15,5.2792267843966296e-25,2.2938101331035332e-05,1.3347750771182633e-20,5.3340952984757329e-21,3.5765721408392894e-07,1.0185464038240996e-07,1.0137551686173624e-06,3.6005465388838286e-07,2.9577648429605299e-09,5.2787084334515791e-25,3.6872227174587373e-18,2.7857061267024267e-19,2.5315221791040177e-19,5.2752295221756188e-23,1.1018894003440212e-15,3.2066948750587891e-27,5.367714227002191e-12,2.1873373564543575e-24,2.5946269528884141e-26,2.7093193582547213e-14,3.984377060120772e-31,2.0666916612122765e-30,1.2444058369781349e-34,3.5965053605542806e-14
7.718803686846476e-13,0.46876833972279947,76.950000000000003,0.0,0.0,0.0,0.99608773179891708,9.4999999394496779,6.3338099529432728e-06,5.0630282425376808e-05,5.05736690180156e-05,4.9010621983568381e-08,2.9979040947214171e-12,0.0011643611016341929,0.00064853815925914411,1.1536593681591582e-08,2.2503671848561421e-16,4.7209769501773172e-15,1.7255676711236672e-13,0.0019663365412943487,1.4544058481008167e-09,4.1350211229379825e-17,8.0036944326770561e-18,6.3627834000888018e-19,2.6921574966380323e-20,4.9835151125149634e-09,1.9387746659387372e-08,3.3543745849714227e-10,3.3546351874379106e-10,1.9185934944918767e-14,6.8743117000988277e-15,2.0866038234874544e-11,5.7481180053105787e-10,6.969902334677543e-14,1.1836489173987688e-14,6.6271828393129176e-25,3.7703972948165626e-15,3.6306348244038163e-15,5.9991546174018525e-25,2.3524428101859806e-05,1.4184210432863331e-20,5.6675328702393245e-21,3.715157641063007e-07,1.0574800450901082e-07,1.0284325847895215e-06,3.7406078702991921e-07,3.1393312992533361e-09,5.998554648088174e-25,3.9598380496648555e-18,3.0105676126180145e-19,2.7407931883270171e-19,5.8244418068650525e-23,1.1618289218618444e-15,3.6088265343298999e-27,5.5673422306791495e-12,2.4097744950128865e-24,2.9207525678868534e-26,2.8465129867353901e-14,4.5717492267916764e-31,2.3362688080869981e-30,1.4326186292559705e-34,3.8959030118507024e-14
7.859028227408441e-13,0.4687683397121526,76.950000000000003,0.0,0.0,0.0,0.99601702329555619,9.4999999374449402,6.4486439114074128e-06,5.1546308669665447e-05,5.1487576137218578e-05,5.0722294046729739e-08,3.0521450685545663e-12,0.0011671836277707692,0.00066473422927749905,1.1829597725207093e-08,2.3289603341018729e-16,4.9972983871193139e-15,1.7996016278794682e-13,0.0020154441252461025,1.5075852693638869e-09,4.2400416487651905e-17,8.2070168630621429e-18,6.7668061669709371e-19,2.8536324597271668e-20,5.2116900781426426e-09,2.0090955789154759e-08,3.5395239152163327e-10,3.5398002231699182e-10,2.0315976513697153e-14,7.3148188407467162e-15,2.1549360660497795e-11,5.9580349949281889e-10,7.2426225087642931e-14,1.2344671928954265e-14,7.5132316450019171e-25,4.0008322407806082e-15,3.8235311168779984e-15,6.8015250740846047e-25,2.4112238360438167e-05,1.505464023148685e-20,6.0144766310456077e-21,3.8556324203700901e-07,1.0969094045654251e-07,1.0427688822408623e-06,3.8826151226992779e-07,3.3278634831159012e-09,6.8008324663505666e-25,4.2469164357731242e-18,3.2487244772515956e-19,2.9627455048494551e-19,6.4185752828866223e-23,1.2237907320109855e-15,4.0522475618566758e-27,5.7705883047261063e-12,2.6499700093706871e-24,3.2804717374428273e-26,2.987758305873262e-14,5.2321230767729303e-31,2.6346196903869554e-30,1.6447968225663798e-34,4.2134768912599436e-14
7.999252767970405e-13,0.4687683397013631,76.950000000000003,0.0,0.0,0.0,0.99594632187659493,9.4999999354129692,6.5634696879366522e-06,5.246220365137628e-05,5.2401313821500689e-05,5.2460398670563813e-08,3.1063782699667523e-12,0.0011698443442369115,0.00068096834507736675,1.2123404239722851e-08,2.4087671639332279e-16,5.2839639642440023e-15,1.8752399506501086e-13,0.0020646671586871859,1.5617143326923441e-09,4.3453498024934487e-17,8.4108740073840008e-18,7.187936055735624e-19,3.0213096506405498e-20,5.4454720058401168e-09,2.0806418395129397e-08,3.731326903235039e-10,3.7316195412248716e-10,2.1489531463357639e-14,7.7742675152391673e-15,2.2237492963526688e-11,6.1716781875699079e-10,7.52055375071063e-14,1.2864095106558264e-14,8.4987805319245458e-25,4.2403845965469622e-15,4.0228431662062393e-15,7.694042164773062e-25,2.4701448437050551e-05,1.5959656371734268e-20,6.3751708194286385e-21,3.9979476712316557e-07,1.1368195978252995e-07,1.0567681722653273e-06,4.0265202414488727e-07,3.5234555784792668e-09,7.6932446488584574e-25,4.5489322332236601e-18,3.5006796359761326e-19,3.197871315159384e-19,7.0603228185508642e-23,1.2878003344442898e-15,4.5402827669371828e-27,5.9774512119268826e-12,2.9089617882879639e-24,3.6765027844330103e-26,3.1330854593671374e-14,5.9729323141724675e-31,2.9641518374883623e-30,1.8834357759723416e-34,4.5499158640628591e-14
8.139477308532369e-13,0.46876833969043236,76.950000000000003,0.0,0.0,0.0,0.99587562743366942,9.499999933353946,6.6782872833436089e-06,5.3377967436444229e-05,5.3314882235636988e-05,5.4224795651072035e-08,3.1606037031399334e-12,0.0011723522547421139,0.00069723832152829388,1.2417969503141117e-08,2.4897812367269646e-16,5.5811425323447377e-15,1.9524827013973054e-13,0.0021139990169413794,1.6167927658515642e-09,4.4509299129440922e-17,8.6152351083533303e-18,7.6265367778752236e-19,3.195293176139418e-20,5.6848723280853576e-09,2.1534120497098962e-08,3.929898420903394e-10,3.9302080257282737e-10,2.2707409640523013e-14,8.2530728419965676e-15,2.2930212709988796e-11,6.389046255548845e-10,7.8036939421121634e-14,1.3394772210562468e-14,9.5929483573125686e-25,4.4892147298193187e-15,4.2286637572464712e-15,8.6849731211691736e-25,2.5291979323546969e-05,1.6899870277291702e-20,6.7498577781798347e-21,4.1420552183378827e-07,1.1771959467069773e-07,1.0704348055435316e-06,4.1722757839428588e-07,3.7261993854582075e-09,8.6840570619375108e-25,4.8663661644726179e-18,3.7669443033916858e-19,3.4466711540035314e-19,7.752480617209094e-23,1.3538828744862037e-15,5.0764524491735635e-27,6.1879297240328406e-12,3.1878264629963983e-24,4.1117251920862628e-26,3.2825237347008511e-14,6.8022049350496804e-31,3.3274201318166321e-30,2.1512343956795802e-34,4.9059179289928462e-14
8.419926389656297e-13,0.46876833966815085,76.950000000000003,0.0,0.0,0.0,0.99573425907222546,9.4999999291554698,6.9078979339810069e-06,5.5209101668226456e-05,5.5141511908012662e-05,5.7831909439950037e-08,3.2690312777225351e-12,0.0011769431915791878,0.00072987771803663729,1.3009212582419849e-08,2.6554055248051964e-16,6.2077096684134273e-15,2.1117819433869555e-13,0.0022129645348009587,1.7297966533171125e-09,4.6628473314397895e-17,9.025354035556641e-18,8.5576050212484637e-19,3.5625928424091426e-20,6.1805701952753788e-09,2.302618736806846e-08,4.3478058776569181e-10,4.3481513754927976e-10,2.5279370439874496e-14,9.270413141284754e-15,2.4328569102616436e-11,6.8349519061988744e-10,8.385593029068277e-14,1.4489940943906103e-14,1.2146922128475224e-24,5.0153435641104482e-15,4.6602016484369447e-15,1.0998145824889801e-24,2.6476709294145342e-05,1.888831331790802e-20,7.5421699569130118e-21,4.435457832162063e-07,1.2592894778771211e-07,1.0967885401744024e-06,4.4691516025730881e-07,4.1534976097928439e-09,1.0996945681940957e-24,5.5494430594301672e-18,4.3444882603325678e-19,3.987336524649286e-19,9.2997388329566593e-23,1.4923655884041534e-15,6.3082979901143373e-27,6.619728693364348e-12,3.8096784815972805e-24,5.1121048400974091e-26,3.5938466574161588e-14,8.7614369252003191e-31,4.1661566940630586e-30,2.7861984912139869e-34,5.6794476128121309e-14
8.672330562667832e-13,0.4687683396476241,76.950000000000003,0.0,0.0,0.0,0.9956070504360317,9.4999999252861134,7.1145195480297584e-06,5.6856674397355105e-05,5.6784901343762726e-05,6.1166839778190747e-08,3.3665895625662644e-12,0.0011806329097522861,0.00075935628863195458,1.3543532213418132e-08,2.808532242913437e-16,6.8092508884317175e-15,2.2606399534941097e-13,0.0023023464734247025,1.8347442682145809e-09,4.854361857451967e-17,9.3959074339316447e-18,9.4589633083918996e-19,3.9157633164392413e-20,6.6460132178173534e-09,2.4410766785135526e-08,4.7482206745276507e-10,4.7486007765896699e-10,2.7753826058674819e-14,1.0256380134825915e-14,2.5600726244266118e-11,7.2489935431705546e-10,8.9270968834863534e-14,1.5514211793563274e-14,1.4922359554355285e-24,5.5221728581907828e-15,5.0717757054137218e-15,1.3512132662289255e-24,2.75467774059128e-05,2.0804325174557666e-20,8.3054989012773088e-21,4.7051804911254429e-07,1.3346251608994505e-07,1.1194168141697658e-06,4.7422058888214769e-07,4.563398141943411e-09,1.3510613839719623e-24,6.2218947169131266e-18,4.9185132470396463e-19,4.5258912202515922e-19,1.0894902489698701e-22,1.6243345835567564e-15,7.6211571467626551e-27,7.0207009878824175e-12,4.4489266579988686e-24,6.1788859423448611e-26,3.8883744164321382e-14,1.0921253913738301e-30,5.0652526518606469e-30,3.4890751680062426e-34,6.4497112757924878e-14
8.924734735679367e-13,0.4687683396266548,76.950000000000003,0.0,0.0,0.0,0.99547986297230007,9.49999992133184,7.3211146673638134e-06,5.8503822969920054e-05,5.8427744865865298e-05,6.458480938283196e-08,3.464122732580004e-12,0.0011839462666868204,0.00078892223307867545,1.4079726744314626e-08,2.9654718018128701e-16,7.4474418928065989e-15,2.4146994899290276e-13,0.0023919936468127304,1.9427636129247706e-09,5.0465483997942159e-17,9.7676833056933535e-18,1.0422579081148316e-18,4.2909607506522322e-20,7.1298059593834659e-09,2.5834785649790364e-08,5.1723460165775804e-10,5.1727629760942089e-10,3.0384441469586217e-14,1.1311510183253108e-14,2.6884679805240963e-11,7.6750848608515523e-10,9.4854476685512273e-14,1.6575145016159384e-14,1.8223530361557047e-24,6.0614995349586815e-15,5.5058805830974049e-15,1.6502589386976409e-24,2.8620083309695816e-05,2.2843670743911704e-20,9.1178477363753963e-21,4.9799927236328612e-07,1.4112531392778789e-07,1.1410431239245543e-06,5.020548583638472e-07,4.9977924155766343e-09,1.6500680250964247e-24,6.9520668078667999e-18,5.547226291914167e-19,5.1169109154422926e-19,1.2701786760932542e-22,1.7633951300257635e-15,9.1544368940134304e-27,7.4333691253775556e-12,5.1711433708954607e-24,7.4254516222377575e-26,4.196640953484989e-14,1.3523523771164918e-30,6.120748237795413e-30,4.3390408648377749e-34,7.2946078383949603e-14
9.177138908690902e-13,0.4687683396052488,76.950000000000003,0.0,0.0,0.0,0.99535269623675415,9.4999999172936267,7.5276832963427285e-06,6.015054769300284e-05,6.0070043403525002e-05,6.8085026108186256e-08,3.5616308029278216e-12,0.0011869201198276944,0.00081856660651529378,1.4617612500509768e-08,3.1261878292492516e-16,8.1232386729215133e-15,2.573962897362608e-13,0.0024818789367492306,2.0538531039435691e-09,5.2393411243867243e-17,1.0140552507733719e-17,1.1450570592402577e-18,4.6887737945356571e-20,7.6319918129826502e-09,2.7298163131045519e-08,5.6208471158419261e-10,5.6213032570715009e-10,3.3175906377390031e-14,1.2438216567799049e-14,2.817943079751715e-11,8.113219405979455e-10,1.0060635186349604e-13,1.7672812126793425e-14,2.2130690555782733e-24,6.6342143980790142e-15,5.9630580518429115e-15,2.0042307812989122e-24,2.9696303739081028e-05,2.5009746396708878e-20,9.9805626269048479e-21,5.2596396632821295e-07,1.4890961654726678e-07,1.1616982402263948e-06,5.303928401684341e-07,5.4571340598904664e-09,2.0039923372458661e-24,7.7429913665006991e-18,6.2339034609328603e-19,5.7636108592704662e-19,1.4740661277200974e-22,1.9096816023699721e-15,1.0936722258990058e-26,7.8577262363694014e-12,5.9840901403238795e-24,8.8752510854523866e-26,4.5187890429050638e-14,1.6641445196188058e-30,7.3536630459823178e-30,5.3609075368825964e-34,8.2185083915108257e-14
