Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692)
9.999999999999999e-09,0.316452686006593,76.950000000000003,0.0,0.0,0.0,0.474165266467241,9.4980217793859563,0.0064540897233899509,0.047905770205372337,0.03004414338976065,0.001137062988677019,7.1925545618678156e-09,1.0648368834811838e-05,0.12727731502541428,4.4570287556374439e-05,8.0879997448028825e-12,0.00015628676973637596,0.00073828639122080954,0.28424514197128908,0.0062696435439486484,2.3182619986190003e-13,1.3929093129371239e-12,1.1658932682952774e-07,1.2743024726408195e-10,5.429810866989688e-05,0.00010724027922513915,0.017370556546926003,0.01759890468522203,2.8041281621444605e-06,1.57911091644317e-06,1.2659155988796485e-11,0.00046234476610012827,1.4840212392533006e-07,4.1734684238818525e-08,9.51081013806782e-06,4.2382739882096068e-07,1.1338031688152056e-07,5.4793322846230722e-05,0.0032845052874219418,2.8553909518453012e-12,9.9617662194392203e-13,2.8005681645756722e-07,6.3209206061602244e-08,2.7626581247216056e-09,7.2826924879875372e-06,2.4206349648898622e-05,4.7660004855399334e-05,5.466241903720282e-08,7.3826267921672501e-06,2.3676577887540376e-06,4.621417835174044e-06,9.4738942620244185e-10,9.7007125594626995e-08,3.9633341911055371e-08,9.8116028870203972e-07,9.8473199430209587e-07,8.2090068475829315e-10,2.8570252501283913e-08,2.3115835615057695e-07,4.9284998103300673e-09,9.566397385477991e-07,3.4005540731996366e-12,1.8658348874072521e-10,2.2994997262444565e-06,3.1337293009518408e-10,5.8087546408653813e-09,5.3339421357511079e-10,1.4896239265540071e-09,2.1932600853308671e-10,9.9602059858891887e-12,6.534131218621771e-17,2.6453679740951225e-11,5.1326752070471514e-08,2.0664216621691767e-10,1.8420883479931137e-09,6.7104214952751136e-11,1.781216058721053e-10,0.00057864364973083358,4.5148381991223111e-10,4.8113196708103296e-05,4.5116901279850803e-10,2.5888360053634926e-08,2.1527493058317977e-18,1.2479253483367811e-18,8.8785365098894166e-13,1.7390724852903641e-08,8.8455024196153169e-10,4.3894464207619045e-19,3.237622219959118e-13,1.2621167181663353e-11,9.9879502396768038e-09,1.9511957680650631e-11,5.3202923997221231e-09,4.291920859326588e-09,3.6113457808265083e-11
1.0200504290815667e-08,0.316452686006593,76.950000000000003,0.0,0.0,0.0,0.46751058823261138,9.4979995865601108,0.0065361355691859252,0.048274958667981045,0.029981838961896316,0.0011347170322475615,7.2479293274697595e-09,1.0509318894823065e-05,0.12890389113804374,4.4913465219740229e-05,8.071312810617685e-12,0.00016151324405760354,0.00076605829631042283,0.28817061043197434,0.0064187927284655071,2.3361119112594751e-13,1.445043558449399e-12,1.2102068302824039e-07,1.3176828662810389e-10,5.5069097621788539e-05,0.00010702683177600852,0.017825333589672178,0.018070756404056327,2.8775218685167423e-06,1.6204431426818594e-06,1.2833987299072608e-11,0.00047680045718983985,1.5304095599818314e-07,4.3039796375972258e-08,1.0048542971142382e-05,4.3713295783132999e-07,1.1708255632095385e-07,5.9125255326066002e-05,0.0033302004136932894,2.9450102387099697e-12,1.0274426073769793e-12,2.8110844077515782e-07,6.3814957767320671e-08,2.7362403649303414e-09,7.3880100156417882e-06,2.456778730475435e-05,5.126888447245186e-05,5.6461680632245493e-08,7.808191421615135e-06,2.4645495607057348e-06,4.9258169467140833e-06,9.7702737219257079e-10,1.0342113279390165e-07,4.0574593704043493e-08,1.0592137774930829e-06,1.0529894344220184e-06,8.4039905889492637e-10,3.0587780181400475e-08,2.5394911029830464e-07,5.4179663307954686e-09,9.9130404943110537e-07,3.4823086388437924e-12,1.8962701950070068e-10,2.3977719962071027e-06,3.2676297323300892e-10,6.0960412550563338e-09,5.5618560406203455e-10,1.553165569857853e-09,2.3018091320146537e-10,1.04450188846663e-11,6.8128522016411765e-17,2.7705529876209964e-11,5.3754284730345904e-08,2.1001407178493116e-10,1.8903177515157004e-09,6.8030420280438843e-11,1.810379388941325e-10,0.00059416534351951927,4.5773893264619245e-10,5.0913278852342948e-05,4.5741835899941037e-10,2.6872202367863926e-08,2.2592933890299878e-18,1.309687794045387e-18,9.4939598050640813e-13,1.8796757942194165e-08,9.2001039777125121e-10,4.5650732090726462e-19,3.36741327537478e-13,1.3082659318626515e-11,1.0680116228238703e-08,2.0225553969526905e-11,5.6431454939324479e-09,4.5564048785485395e-09,3.8338856287671418e-11
1.0447876298893513e-08,0.3164547341963134,76.950000000000003,0.0,0.0,0.0,0.45944511336405075,9.4979726754319387,0.006635477125883334,0.048713046102508144,0.029890425925601913,0.0011312711250053471,7.3136350546254588e-09,1.0340786211484546e-05,0.1308738825243754,4.5320667808468043e-05,8.0468018583661688e-12,0.00016795952838462576,0.00080079441541303065,0.29294313627078822,0.0066014503729307254,2.3572919919517597e-13,1.5102480330450545e-12,1.2656455744703856e-07,1.3712307162403215e-10,5.6006415182851795e-05,0.00010671101328106237,0.018383873145109836,0.018651472942734875,2.9676597373951793e-06,1.6712049991035282e-06,1.3046544579420107e-11,0.0004947660708489941,1.5880604637189927e-07,4.4661785283104121e-08,1.0730014179388379e-05,4.5366997400505861e-07,1.2168943133836655e-07,6.4775566205746015e-05,0.0033857813287777772,3.0563934461366607e-12,1.0663014942100619e-12,2.823935200129139e-07,6.4552329345668266e-08,2.7042423478886356e-09,7.5164956482800836e-06,2.5008697791789298e-05,5.5953277869023456e-05,5.8700893845873835e-08,8.3505588451293739e-06,2.58504710525044e-06,5.3167711236787004e-06,1.0138626009235478e-09,1.1166051988572092e-07,4.1740726574240205e-08,1.1610883860116543e-06,1.1409024726495229e-06,8.6455594381777423e-10,3.3188932670067871e-08,2.8423896660814998e-07,6.0690067962014784e-09,1.0347162579795428e-06,3.5836680817923273e-12,1.9335397071714118e-10,2.521952753357241e-06,3.4368297826902751e-10,6.4633615009807524e-09,5.8498539819305967e-10,1.6334516005873897e-09,2.440600634494225e-10,1.1064413509673175e-11,7.1650212717469281e-17,2.9301835048231956e-11,5.6849660874897943e-08,2.1414317005645095e-10,1.9495512709435192e-09,6.9156463000983289e-11,1.8460948496265319e-10,0.00061327592490840728,4.653470926404006e-10,5.4484724686724152e-05,4.650195940800389e-10,2.8108025090774775e-08,2.3955213324317901e-18,1.3886576505216304e-18,1.0286602124643086e-12,2.0633414478949099e-08,9.6468684662203605e-10,4.7863255335920146e-19,3.5309377564504913e-13,1.3660710237780643e-11,1.1578916367538702e-08,2.1119386114489766e-11,6.0589443723146937e-09,4.8972647578224551e-09,4.1206873341744071e-11
1.0695248306971358e-08,0.316456775551441,76.950000000000003,0.0,0.0,0.0,0.45153608663840267,9.4979462640140842,0.0067327772778222727,0.04913257462724159,0.0297838392033648,0.0011272497976096444,7.3765537508254416e-09,1.0175517747285395e-05,0.13280397013066791,4.5710598340325069e-05,8.0181979070304749e-12,0.00017439727026342825,0.00083603593539419185,0.297639180974554,0.0067825493112197736,2.3775736903669365e-13,1.5763978851831275e-12,1.3219046768003756e-07,1.4247542489622481e-10,5.6928669584661813e-05,0.00010634044034400237,0.018939299067684597,0.019230323106857166,3.0572935469159018e-06,1.721683019169359e-06,1.3255695554119805e-11,0.00051286968075542187,1.6461533548267701e-07,4.6296219522457638e-08,1.1430745088559087e-05,4.7033483881083772e-07,1.2633785844960635e-07,7.0771090026352926e-05,0.0034404999172915019,3.1686361302219758e-12,1.1054602313337944e-12,2.8366509817970673e-07,6.5278878182769758e-08,2.6728869920798909e-09,7.6434103290585063e-06,2.5444176717582512e-05,6.0897106641466406e-05,6.0960627305114221e-08,8.9119103754445917e-06,2.7064641876267295e-06,5.7247432838992635e-06,1.0509819178656268e-09,1.2026028351185586e-07,4.2912112243047796e-08,1.2692664206937816e-06,1.2329135542220598e-06,8.8882166070479168e-10,3.5914246878837948e-08,3.170287186702139e-07,6.7743911528147184e-09,1.0788299002866334e-06,3.6855658368072544e-12,1.9705052677335764e-10,2.649379636623677e-06,3.6104506856064759e-10,6.8451939168732677e-09,6.1453767582061643e-10,1.7158278024419358e-09,2.584878219465297e-10,1.1707749001470561e-11,7.5263587320800172e-17,3.0956607152410317e-11,6.005829285261342e-08,2.1823863337933166e-10,2.0084546225428557e-09,7.0264434823647994e-11,1.8815229476290564e-10,0.00063233463014163529,4.7283699338701915e-10,5.8184432129243444e-05,4.7250278022146587e-10,2.9367987526082655e-08,2.5371340272221563e-18,1.4707489887872518e-18,1.1116193323263723e-12,2.2585319551252221e-08,1.0103853568227379e-09,5.0126164066767057e-19,3.6982031845326876e-13,1.4248204195360607e-11,1.252863798392339e-08,2.2027823411837366e-11,6.4944613496139986e-09,5.2545482608855303e-09,4.4213060418676993e-11
1.0942620315049203e-08,0.3164588088896849,76.950000000000003,0.0,0.0,0.0,0.44377994687353201,9.4979203332065936,0.0068280757377565124,0.049534223329568465,0.029662991019832417,0.0011226876498242673,7.4367874754085473e-09,1.0013438791744935e-05,0.13469492921301848,4.6083889305032418e-05,7.9857470658656783e-12,0.00018081989387215829,0.00087176548815544243,0.30226022282595333,0.0069620295957510056,2.3969899048228358e-13,1.6434606728416302e-12,1.3789560737016688e-07,1.4781979950823402e-10,5.7836152863259722e-05,0.00010591839584371058,0.019491303377975812,0.019807018365510975,3.1463736194051657e-06,1.7718492249637386e-06,1.3461506062523181e-11,0.00053110449299693203,1.7046664302044607e-07,4.7942485247969119e-08,1.21499907650268e-05,4.871212537484223e-07,1.310259896185054e-07,7.7119339977272115e-05,0.0034943732054872612,3.2816958653082617e-12,1.1449040174758494e-12,2.849233388130373e-07,6.5994808113173933e-08,2.6421592758063626e-09,7.7687859385060171e-06,2.5874334655743567e-05,6.6103362977927202e-05,6.3239971492623552e-08,9.4920603912608245e-06,2.828658334537652e-06,6.1497156768654986e-06,1.0883714237325193e-09,1.2922009908875143e-07,4.4088627701859939e-08,1.3838948323705713e-06,1.3290279129447961e-06,9.1319366062431984e-10,3.8763979405020185e-08,3.5242489531054022e-07,7.5364986745209931e-09,1.1236332268813392e-06,3.7879935538593953e-12,2.0071723800336714e-10,2.7800536771989027e-06,3.7884937692638748e-10,7.2418362511667353e-09,6.4484266303329155e-10,1.8002946338379122e-09,2.7347545668693879e-10,1.2375507631459601e-11,7.8968665934346613e-17,3.2671145191600095e-11,6.3382699666774039e-08,2.2230107114135175e-10,2.0669951429059863e-09,7.1354685605402505e-11,1.9166689232378278e-10,0.00065133301741710599,4.8021096810576241e-10,6.2011414144861566e-05,4.7987025106714901e-10,3.0651910414712234e-08,2.6842420720730824e-18,1.5560259216837075e-18,1.1982780592183109e-12,2.4655127602822809e-08,1.0571032597398877e-09,5.2439321240384307e-19,3.8691997919254223e-13,1.4844982852204976e-11,1.353076094884222e-08,2.2950620959553471e-11,6.9501324675172281e-09,5.6286254345708846e-09,4.7360529049592425e-11
1.1189992323127049e-08,0.31646083309926654,76.950000000000003,0.0,0.0,0.0,0.43617323028161825,9.4978948647104477,0.0069214113269090525,0.049918645363728281,0.029528751981644064,0.0011176177017639839,7.4944343867943613e-09,9.8544766925670953e-06,0.13654751760772701,4.6441149026642451e-05,7.9496842101148931e-12,0.00018722116705150753,0.0009079660838051094,0.30680770634882593,0.0071398372680734727,2.4155722762414542e-13,1.711404656034575e-12,1.4367723045494355e-07,1.5315092883109127e-10,5.872915035887242e-05,0.00010544801294935266,0.020039597383536261,0.020381287616593302,3.2348533924236898e-06,1.8216773929774455e-06,1.3664040441138227e-11,0.00054946398793723542,1.7635787682515784e-07,4.9599993431899832e-08,1.2886981143804177e-05,5.0402317499925902e-07,1.3575204479504533e-07,8.3827392934502314e-05,0.0035474178185382109,3.3955319436698151e-12,1.1846186507109564e-12,2.8616840460235568e-07,6.6700318456942548e-08,2.6120445986737882e-09,7.8926536206248466e-06,2.6299279612246063e-05,7.157456913929017e-05,6.5538050283193485e-08,1.009080517824255e-05,2.9514923008229798e-06,6.5916482907232011e-06,1.1260177807324631e-09,1.3853916801114102e-07,4.5270155516813825e-08,1.5051136806301833e-06,1.4292449629270766e-06,9.3766951015970647e-10,4.173820572413271e-08,3.9053263601716647e-07,8.357683581004121e-09,1.1691147207436981e-06,3.890943370761377e-12,2.0435463122622843e-10,2.9139755318453654e-06,3.9709598541809374e-10,7.6535803811372617e-09,6.7590049951000971e-10,1.8868523203442465e-09,2.8903401424897029e-10,1.306816229202696e-11,8.276545845289688e-17,3.4446757111643705e-11,6.6825418534944543e-08,2.2633106668576325e-10,2.1251422141247284e-09,7.2427557197875711e-11,1.9515377923043676e-10,0.00067026324103718667,4.8747129508028569e-10,6.5964567167584037e-05,4.8712428522283804e-10,3.1959618165600269e-08,2.8369538924078244e-18,1.6445513022532778e-18,1.2886358650873059e-12,2.6845347119487452e-08,1.1048378960186259e-09,5.4802590504322521e-19,4.0439178448341011e-13,1.5450891004890191e-11,1.4586762730291798e-08,2.3887538705752701e-11,7.4263922102645553e-09,6.0198650369324202e-09,5.065237988330212e-11
1.1437364331204894e-08,0.3164628471365144,76.950000000000003,0.0,0.0,0.0,0.42871256731988522,9.4978698409854427,0.0070128219990068796,0.050286468999238172,0.029381952871235788,0.0011120714620506977,7.5495889026282947e-09,9.6985607863071541e-06,0.1383624762014464,4.6782962641129326e-05,7.9102334627269127e-12,0.00019359519472827443,0.0009446211160782504,0.31128304323541661,0.0073159239649735579,2.4333512395813857e-13,1.7801988073460561e-12,1.4953265213341182e-07,1.5846382192847931e-10,5.960794090062041e-05,0.00010493228157419069,0.020583910884846065,0.02095287639038397,3.3226892902827755e-06,1.8711429817819983e-06,1.3863361564237103e-11,0.00056794190888408949,1.8228702924114032e-07,5.1268178838221095e-08,1.3640924643807633e-05,5.2103480289343818e-07,1.4051430940266344e-07,9.0901882676760557e-05,0.0035996499918439498,3.5101053044748613e-12,1.2245905036737093e-12,2.8740045732104334e-07,6.7395604138062515e-08,2.5825287686982157e-09,8.0150438030953235e-06,2.6719117096293473e-05,7.7312779540873931e-05,6.7854019713959356e-08,1.0707924322590897e-05,3.0748341429832665e-06,7.0504800062424363e-06,1.1639081893022487e-09,1.4821624211397224e-07,4.6456583576322911e-08,1.6330560583669863e-06,1.5335585755348308e-06,9.6224688618386455e-10,4.4836828569914854e-08,4.3145548294961372e-07,9.2402704496137543e-09,1.2152630920181807e-06,3.9944078865536385e-12,2.0796321085166348e-10,3.0511455032591047e-06,4.1578492809851441e-10,8.0807117580514845e-09,7.0771124324470454e-10,1.9755008674988916e-09,3.0517429875511925e-10,1.3786175575634113e-11,8.665396511955112e-17,3.6284756915804448e-11,7.0388999281194112e-08,2.3032917853635931e-10,2.1828671795577394e-09,7.3483383681520953e-11,1.9861343567992977e-10,0.00068911802062693458,4.9462019966869571e-10,7.0042680349743371e-05,4.9426710788405425e-10,3.3290938688157284e-08,2.9953755338689112e-18,1.7363866040033007e-18,1.3826872244084635e-12,2.9158337891282597e-08,1.153586616666653e-09,5.721583624033051e-19,4.2223476474109257e-13,1.6065776514311721e-11,1.5698118041635591e-08,2.483834133820862e-11,7.9236734818893591e-09,6.4286345163581825e-09,5.4091702513772642e-11
1.168473633928274e-08,0.31646485002255115,76.950000000000003,0.0,0.0,0.0,0.42139467965907712,9.4978452452109199,0.007102344863532963,0.050638298623562748,0.029223386361253184,0.0011060789929507092,7.6023418515501313e-09,9.5456223283521161e-06,0.14014052938600846,4.7109893035575271e-05,7.8676086569997706e-12,0.00019993641153279352,0.00098171436605485208,0.31568761324296385,0.0074902465494995664,2.4503560729685419e-13,1.8498128192151849e-12,1.5545924955123945e-07,1.637537581878061e-10,6.0472796985095073e-05,0.00010437405454371827,0.021123991409897565,0.021521546088134762,3.4098406002235949e-06,1.9202230623055509e-06,1.4059530882886462e-11,0.00058653225124390162,1.8825217362801164e-07,5.2946499040076451e-08,1.4411011630768139e-05,5.3815057182869589e-07,1.4531113191877462e-07,9.8348994814242716e-05,0.0036510855819728411,3.625378465753906e-12,1.2648064998226818e-12,2.8861965776521001e-07,6.8080855799682233e-08,2.5535979883551876e-09,8.1359862168242474e-06,2.7133950188864987e-05,8.3319584461818101e-05,7.0187066799783325e-08,1.1343182049969514e-05,3.1985572579956432e-06,7.5261297419888746e-06,1.202030365844275e-09,1.5824964795936764e-07,4.7647804848046404e-08,1.767848044690528e-06,1.6419573569656896e-06,9.8692357081950595e-10,4.8059586363029853e-08,4.752951887992057e-07,1.0186549955509342e-08,1.2620672728724183e-06,4.0983801359936094e-12,2.1154345993821641e-10,3.1915635593902091e-06,4.3491619367512998e-10,8.5235088941616696e-09,7.4027487502820331e-10,2.0662400729646217e-09,3.2190685241049391e-10,1.4529998923028703e-11,9.063417705862656e-17,3.8186461787846189e-11,7.4075998740957384e-08,2.3429594157100511e-10,2.2401432626329144e-09,7.4522491586580567e-11,2.0204632149141206e-10,0.00070789061164728433,5.0165985601802584e-10,7.4244444458966731e-05,5.0130089239493101e-10,3.4645703232783467e-08,3.1596104712926071e-18,1.8315918101632586e-18,1.4804218644528072e-12,3.159630887714242e-08,1.203346784039601e-09,5.9678923603626394e-19,4.4044795453981079e-13,1.6689490236230936e-11,1.6866298525948525e-08,2.5802798176925778e-11,8.4424075830974539e-09,6.8552999904595185e-09,5.7681575305588441e-11
1.1932108347360585e-08,0.31646684084057913,76.950000000000003,0.0,0.0,0.0,0.41421637726276778,9.4978210612492298,0.007190016208238296,0.050974715701997395,0.02905380865466848,0.001099668972681494,7.6527806134502102e-09,9.3955944397339906e-06,0.14188238549875806,4.7422481736783759e-05,7.8220137841568396e-12,0.00020623957378170909,0.0010192300044044719,0.32002276506130828,0.0076627667647891215,2.4666149429394172e-13,1.9202171087706013e-12,1.6145446223949713e-07,1.6901628135033034e-10,6.1323984949143793e-05,0.00010377605349617823,0.021659603475774971,0.022087073253483917,3.4962693531419449e-06,1.9688962506117794e-06,1.4252608465285869e-11,0.00060522925213308339,1.9425146101949713e-07,5.4634433479498198e-08,1.5196417724668297e-05,5.5536514061399351e-07,1.5014092154289648e-07,0.00010617446330890519,0.0037017400772580895,3.7413154590744474e-12,1.3052540906558591e-12,2.8982616569709039e-07,6.8756259915786622e-08,2.5252388408727091e-09,8.255509914870905e-06,2.7543879609067892e-05,8.9596115229646152e-05,7.2536408392393776e-08,1.1996328509339179e-05,3.3225403927047449e-06,8.0184975847623611e-06,1.2403725214039312e-09,1.6863731082029973e-07,4.8843717144895854e-08,1.9096086836059252e-06,1.7544249245562561e-06,1.0116974465875418e-09,5.1406061626000256e-08,5.2215154023496146e-07,1.119877493600894e-08,1.3095164124941247e-06,4.202853566196173e-12,2.1509584120229463e-10,3.3352293517835827e-06,4.5448972799142425e-10,8.9822428901941977e-09,7.7359130269373953e-10,2.1590695380630045e-09,3.3924193755670422e-10,1.530007183801685e-11,9.4706076782750205e-17,4.0153189241596093e-11,7.7888975214243344e-08,2.3823186813703951e-10,2.296945488579819e-09,7.5545200070560027e-11,2.0545287706856174e-10,0.00072657477715525488,5.0859238763429777e-10,7.8568460415368005e-05,5.0822776153434917e-10,3.6023746238963827e-08,3.3297594325890491e-18,1.9302253116110327e-18,1.5818250144122555e-12,3.4161316631186134e-08,1.2541157727336607e-09,6.219171855767764e-19,4.5903039292656305e-13,1.732188595369053e-11,1.8092772472902573e-08,2.6780683069605032e-11,8.9830241878349835e-09,7.3002262247687159e-09,6.1425065217654796e-11
1.217948035543843e-08,0.31646881873308114,76.950000000000003,0.0,0.0,0.0,0.4071745555728688,9.4977972736115781,0.0072758715209426611,0.051296279696751018,0.028873941054083228,0.0010928687550267253,7.7009892603874707e-09,9.2484120460562888e-06,0.14358873724896545,4.7721249767189982e-05,7.7736434139086711e-12,0.00021249975094824952,0.0010571525923187685,0.32428981715267319,0.007833450909219818,2.4821549495797708e-13,1.9913828198769857e-12,1.6751579233392574e-07,1.7424719304413838e-10,6.2161765137090761e-05,0.00010314087452826127,0.022190527876138264,0.022649248875175495,3.5819402083012804e-06,2.0171426430104328e-06,1.4442653033604043e-11,0.00062402738042553285,2.0028311692147422e-07,5.6331482565732999e-08,1.5996306948058185e-05,5.7267338321857097e-07,1.5500214594964151e-07,0.00011438356849471154,0.0037516286080595024,3.8578817671648179e-12,1.3459212339449983e-12,2.9102013979314931e-07,6.9421998899558695e-08,2.4974382792023946e-09,8.3736432907751756e-06,2.7949003778381551e-05,9.6143050760628113e-05,7.4901290080276922e-08,1.2667101001059115e-05,3.4466676277114793e-06,8.5274659006000869e-06,1.2789233412406437e-09,1.7937677826059868e-07,5.0044222899818809e-08,2.0584499864905247e-06,1.8709401803454641e-06,1.0365664917483152e-09,5.4875689335792459e-08,5.7212219674727464e-07,1.227915677636906e-08,1.3575998722215661e-06,4.3078220124112793e-12,2.1862079798172667e-10,3.4821422329834937e-06,4.7450543639966258e-10,9.4571770025651169e-09,8.0766036515234894e-10,2.2539886787137349e-09,3.5718952025436524e-10,1.6096821168127424e-11,9.8869638671927024e-17,4.2186254311986407e-11,8.1830482994873165e-08,2.4213744911860273e-10,2.353250608845963e-09,7.655182113226854e-11,2.0883352431933451e-10,0.00074516476077774211,5.1541986928108875e-10,8.3013247463833428e-05,5.1504978899952938e-10,3.7424905190610754e-08,3.5059202375791929e-18,2.0323438134368696e-18,1.6868776520505814e-12,3.6855264260056134e-08,1.3058909703896679e-09,6.4754087905384699e-19,4.7798112372371928e-13,1.796282031123956e-11,1.9379004566147292e-08,2.7771774289901137e-11,9.5459513195725368e-09,7.7637766112659079e-09,6.5325227625413709e-11
1.2426852363516276e-08,0.31647078289922326,76.950000000000003,0.0,0.0,0.0,0.4002661927967171,9.4977738674260621,0.0073599455106522224,0.051603528947224406,0.028684471463646988,0.0010857044263910313,7.7470486911978822e-09,9.1040118109146946e-06,0.14526026213086629,4.8006698472504723e-05,7.7226830983647364e-12,0.00021871231673244371,0.0010954670812860104,0.32849005856472674,0.0080022695314464123,2.4970021701556312e-13,2.0632818228614517e-12,1.7364080460139463e-07,1.7944254592160384e-10,6.2986392062615646e-05,0.00010247099359842902,0.022716560993578581,0.023207877719619359,3.6668203420607387e-06,2.0649437534143365e-06,1.4629721998681888e-11,0.0006429213272162391,2.0634543824374944e-07,5.8037166811052899e-08,1.6809834713194551e-05,5.9007037990776509e-07,1.5989332912289875e-07,0.00012298113650288149,0.0038007659567026019,3.9750442641370183e-12,1.3867963728778038e-12,2.922017375980684e-07,7.0078251209011122e-08,2.4701836136205563e-09,8.4904140963127105e-06,2.8349418882876247e-05,0.00010296062533718433,7.7280985127253559e-08,1.3355225149506786e-05,3.570828339173855e-06,9.0529004228083992e-06,1.317671965257558e-09,1.9046524323489069e-07,5.1249228949146942e-08,2.2144769563699548e-06,1.9914775807493039e-06,1.0615287758086083e-09,5.8467765176229717e-08,6.2530254455423969e-07,1.3429862111060587e-08,1.4063072208029793e-06,4.4132796746105253e-12,2.2211875515960702e-10,3.6323012730454224e-06,4.9496318601259008e-10,9.9485662501762657e-09,8.4248183622279822e-10,2.3509967358090946e-09,3.7575925536574741e-10,1.6920660450694221e-11,1.0312482942795526e-16,4.4286966799346776e-11,8.590306700007711e-08,2.4601315496219971e-10,2.4090370281313779e-09,7.754265982196029e-11,2.1218866753780601e-10,0.0007636552608631564,5.2214432882919323e-10,8.7577250979502364e-05,5.2176900088242763e-10,3.8849020478321781e-08,3.6881876515644559e-18,2.1380022500450215e-18,1.7955567468483563e-12,3.967990087904711e-08,1.3586697784130623e-09,6.7365899316494619e-19,4.9729919580019083e-13,1.8612152750901635e-11,2.0726455659078721e-08,2.8775854438379876e-11,1.0131615327339084e-08,8.246313146762997e-09,6.9385106141747826e-11
1.2674224371594122e-08,0.3164727325923191,76.950000000000003,0.0,0.0,0.0,0.39348834729223431,9.4977508284078116,0.007442272128015113,0.051896981513032209,0.028486055826226195,0.0010782008603874339,7.7910367526665617e-09,8.9623320912693956e-06,0.14689762282373503,4.8279310300543957e-05,7.669309766484855e-12,0.00022487293981468334,0.0011341588118244368,0.33262474971774564,0.0081691971442228572,2.5111816982886985e-13,2.1358867127532928e-12,1.7982712629272849e-07,1.8459863647859316e-10,6.3798114565458982e-05,0.00010176877169708344,0.023237514136086965,0.023762777692166927,3.7508793407700469e-06,2.1122824529527388e-06,1.4813871497267713e-11,0.00066190599668557604,2.1243679036220356e-07,5.9751026004153656e-08,1.7636150646988345e-05,6.0755140875130513e-07,1.6481304926808688e-07,0.00013197154001124431,0.0038491665671037678,4.092771157978653e-12,1.4278684160028307e-12,2.9337111548215906e-07,7.0725191449290744e-08,2.443462498864598e-09,8.6058494586926344e-06,2.8745218933469207e-05,0.00011004863752098079,7.9674793449764563e-08,1.4060416020603486e-05,3.6949171411626314e-06,9.5946513144074601e-06,1.3566079692575076e-09,2.0189956665136245e-07,5.2458646324304378e-08,2.3777876323200861e-06,2.1160074014873906e-06,1.0865824551998814e-09,6.218145366176398e-08,6.8178556522816105e-07,1.4653009834247973e-08,1.4556282297815081e-06,4.5192210969228772e-12,2.255901200484403e-10,3.7857052751890923e-06,5.1586280782501835e-10,1.0456657059708063e-08,8.780554282497316e-10,2.4500927850437943e-09,3.9496047307094072e-10,1.7771989322033825e-11,1.0747160850720442e-16,4.6456628576602769e-11,9.0109257520641515e-08,2.498594366533967e-10,2.4642847340770341e-09,7.8518014390349744e-11,2.1551869424752269e-10,0.00078204140578107403,5.2876774739731398e-10,9.2258849907004756e-05,5.283873767710652e-10,4.0295935268308626e-08,3.8766532530160491e-18,2.2472537084829572e-18,1.9078354988669567e-12,4.2636821539247789e-08,1.4124496126131249e-09,7.0027021350903029e-19,5.1698366328770412e-13,1.9269745449839212e-11,2.2136582577353735e-08,2.979271034610388e-11,1.0740440861532113e-08,8.7481964111636657e-09,7.3607732436668517e-11
