Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H11(22),C7H9(5),C7H9O2(68),S(66),C7H10(18),C7H10(153),C7H10(19),C7H9O2(67),C7H10(146),S(105),C7H10(65),C7H8(58),S(109),C7H11(46),C2H4(115),C5H7(210),S(340),S(339),S(204)
2.1297202690442433e-11,0.5724075735194128,76.950000000000003,0.0,0.0,0.0,0.99997615314249289,9.4999998737870701,1.6853363246132244e-06,7.2495729849631292e-06,7.360572791241409e-06,1.2506517712043343e-12,1.1844221460146333e-07,1.9153661321395232e-07,2.9640604491679829e-06,3.8561958785798359e-10,7.7694591579097259e-09,4.2684640399734268e-06,1.5716625443332764e-15,3.8744472054925345e-10,6.479341165108555e-15,4.9422702451989299e-15,3.1416403078894759e-10,1.4139028195140117e-11,1.4135633843584087e-11,2.1439922863555316e-15,1.2503592696745077e-15,7.0006733554818752e-17
2.249942024903927e-11,0.5724075734331605,76.950000000000003,0.0,0.0,0.0,0.99997480723312426,9.499999860607323,1.7804696588565239e-06,7.6527453465312552e-06,7.7760412080571723e-06,1.3212452822347449e-12,1.3116116508221207e-07,1.9153638165816356e-07,3.1357243403385782e-06,3.8561907096198867e-10,8.2301855717574825e-09,4.5156733797741508e-06,1.74043626583497e-15,4.3205003215441884e-10,7.6800736296799129e-15,5.8973320722985974e-15,3.4957219494431319e-10,1.6632965003971631e-11,1.6628962003738181e-11,2.5248601342821915e-15,1.4781400991701335e-15,7.4158112583947521e-17
2.370163780763611e-11,0.5724075733433596,76.950000000000003,0.0,0.0,0.0,0.99997346132446829,9.4999998468851334,1.8756026568107744e-06,8.0553720987517555e-06,8.1915085062263285e-06,1.391838602947037e-12,1.4442255590333784e-07,1.9153615019817762e-07,3.3073879654161983e-06,3.8561854992829648e-10,8.6909107578985247e-09,4.7628824206689984e-06,1.9164078967933915e-15,4.7908320192466281e-10,9.0254222392451353e-15,6.9746605774287326e-15,3.8675663593669893e-10,1.9399795223356802e-11,1.9395115878905706e-11,2.94769020904487e-15,1.7316542420524414e-15,7.8309480550816585e-17
2.4903855366232948e-11,0.5724075732500987,76.950000000000003,0.0,0.0,0.0,0.99997211541652509,9.4999998326340975,1.9707353184767792e-06,8.4574668342044133e-06,8.6069746857447803e-06,1.4624317333316019e-12,1.5821279723820845e-07,1.9153591885672853e-07,3.479051324391881e-06,3.8561802970298273e-10,9.1516347066909788e-09,5.0100911626449356e-06,2.0993971070702427e-15,5.2854421683089343e-10,1.0524489986199476e-14,8.1828212392094585e-15,4.257012941922566e-10,2.2452812789733004e-11,2.2447386051393785e-11,3.4145408904646528e-15,2.0121974487555071e-15,8.2460837368546817e-17
2.6106072924829786e-11,0.572407573153465,76.950000000000003,0.0,0.0,0.0,0.99997076950929464,9.4999998178674598,2.0658676438553428e-06,8.8590428050935586e-06,9.0224397466094006e-06,1.5330246733793041e-12,1.7251863956682873e-07,1.9153568746070607e-07,3.6507144173353939e-06,3.8561751186704909e-10,9.6123574072888625e-09,5.2572996058022984e-06,2.2892280822244898e-15,5.8043306384623683e-10,1.2186491023446516e-14,9.5305322481162162e-15,4.6639029866823443e-10,2.580519161114228e-11,2.5798943105422206e-11,3.9274519675809454e-15,2.3210537524913626e-15,8.661218293940931e-17
2.7308290483426625e-11,0.5724075730535431,76.950000000000003,0.0,0.0,0.0,0.99996942360277719,9.4999998025981398,2.1609996329472688e-06,9.2601129317709949e-06,9.4379036888034215e-06,1.6036174230789929e-12,1.8732716515463532e-07,1.9153545599038873e-07,3.8223772442548384e-06,3.856169938337133e-10,1.0073078862283013e-08,5.5045077501526293e-06,2.4857294104402692e-15,6.3474972994665548e-10,1.4020746776828405e-14,1.1026658220628199e-14,5.0880796373505541e-10,2.9469986972828534e-11,2.946283903236521e-11,4.4884448564852467e-15,2.6594956068422221e-15,9.0763517286749095e-17
2.97127256006203e-11,0.5724075728441623,76.950000000000003,0.0,0.0,0.0,0.99996673179188078,9.499999770601514,2.3512626022744238e-06,1.0060785723735715e-05,1.0268828217122395e-05,1.7448023513928406e-12,2.1840220500626945e-07,1.9153499288763812e-07,4.1657020999978148e-06,3.8561595723894251e-10,1.0994518034890791e-08,5.9989231423975165e-06,2.8980788405134228e-15,7.5066646729920985e-10,1.8243822374093703e-14,1.4500310142715725e-14,5.9876744211207362e-10,3.7788463555855443e-11,3.7779270716026166e-11,5.7626711419026907e-15,3.4301686873622488e-15,9.9066152305730568e-17
3.1876717206094604e-11,0.5724075726452804,76.950000000000003,0.0,0.0,0.0,0.99996430916451196,9.4999997402084659,2.5224981245766265e-06,1.0779784360942329e-05,1.1016656466575499e-05,1.8718681357769678e-12,2.4796583091770226e-07,1.9153457646230349e-07,4.4746935601162367e-06,3.8561502085966643e-10,1.1823809064159792e-08,6.4438959731394944e-06,3.2903726366643255e-15,8.6329454151359782e-10,2.2729280123718487e-14,1.8225894724954229e-14,6.8548932339371055e-10,4.6472147310474334e-11,4.6460815995765843e-11,7.0938247624972194e-15,4.2374899459847644e-15,1.0653848574370674e-16
3.404070881156891e-11,0.5724075724369667,76.950000000000003,0.0,0.0,0.0,0.99996188653945317,9.4999997083733128,2.6937325573226272e-06,1.149733068923251e-05,1.1764481091284855e-05,1.9989333032745448e-12,2.7897156206941283e-07,1.9153416014983727e-07,4.7836841581773009e-06,3.8561408506967097e-10,1.2653096078593461e-08,6.8888678355439448e-06,3.7018024412841858e-15,9.8378854698321453e-10,2.7922327941005943e-14,2.257628187457247e-14,7.7757628065516602e-10,5.6365818479396024e-11,5.6352047153944784e-11,8.6113830477073787e-15,5.1599424035327088e-15,1.1401078300597838e-16
3.620470041704322e-11,0.5724075722196437,76.950000000000003,0.0,0.0,0.0,0.99995946391670443,9.4999996751604439,2.8649659005171128e-06,1.221348910878531e-05,1.2512302091187843e-05,2.1259978538361854e-12,3.1135501133203947e-07,1.915337434983721e-07,5.0926738943636896e-06,3.8561315207113555e-10,1.3482379050910119e-08,7.3338387298731853e-06,4.1315138696735805e-15,1.1121484077379804e-09,3.3880738616406536e-14,2.7607716101836758e-14,8.749431519764834e-10,6.7541503299411221e-11,6.7524972255782602e-11,1.0326497993518341e-14,6.2045456351036652e-15,1.2148304384672051e-16
3.8368692022517524e-11,0.5724075719937143,76.950000000000003,0.0,0.0,0.0,0.99995704129626584,9.4999996406313763,3.0361981541647734e-06,1.2928321145840603e-05,1.3260119466187358e-05,2.2530617874091211e-12,3.4505466493438392e-07,1.915333268238884e-07,5.4016627685494118e-06,3.8561221881951539e-10,1.4311657986471206e-08,7.7788086559450225e-06,4.5786906651452444e-15,1.2483740478109041e-09,4.0663141507203177e-14,3.3377551449727013e-14,9.775064948877285e-10,8.0070087191883949e-11,8.005045883909592e-11,1.2250144908985036e-14,7.378207879041351e-15,1.2895526831424348e-16
4.053268362799183e-11,0.5724075717595636,76.950000000000003,0.0,0.0,0.0,0.99995461867813773,9.49999960484487,3.2074293182702952e-06,1.364188558107912e-05,1.4007933216172339e-05,2.3801251039405364e-12,3.8001175410931403e-07,1.9153291037980056e-07,5.7106507806336323e-06,3.8561128383438228e-10,1.514093290284073e-08,8.223777613613489e-06,5.0425529958299922e-15,1.3924653912333552e-09,4.8328967779322293e-14,3.9944166474444102e-14,1.0851845376205998e-09,9.4021337715252612e-11,9.3998256860996751e-11,1.4393125973021835e-14,8.6877282828530283e-15,1.3642745656680989e-16
4.2696675233466136e-11,0.5724075715175596,76.950000000000003,0.0,0.0,0.0,0.99995219606232,9.4999995678570865,3.3786593928383691e-06,1.4354238572195975e-05,1.4755743341049577e-05,2.5071878033828128e-12,4.1617013254501959e-07,1.9153249387430512e-07,6.019637930734686e-06,3.8561034907893897e-10,1.5970203798078799e-08,8.6687456030482377e-06,5.5223558285167554e-15,1.5444223620336199e-09,5.6938398874981399e-14,4.7366884910370706e-14,1.1978971321824861e-09,1.0946392686109867e-10,1.0943702098832452e-10,1.6766073689410969e-14,1.0139799084717762e-14,1.4389960858693947e-16
4.486066683894044e-11,0.5724075712680539,76.950000000000003,0.0,0.0,0.0,0.99994977344881286,9.4999995297216522,3.5498883778736816e-06,1.506543377104235e-05,1.5503549840733311e-05,2.6342498856916712e-12,4.5347615926703343e-07,1.9153207721778235e-07,6.3286242188896305e-06,3.8560941538249566e-10,1.6799470661232357e-08,9.1137126243018865e-06,6.0173873745561358e-15,1.7042448842400283e-09,6.6552317948467949e-14,5.5705901511472871e-14,1.3155657091402489e-09,1.2646545273128891e-10,1.2643433226930875e-10,1.9379454245845831e-14,1.1741007734264496e-14,1.5137172427593898e-16
4.702465844441475e-11,0.5724075710113822,76.950000000000003,0.0,0.0,0.0,0.99994735083761643,9.4999994904898184,3.7211162733809216e-06,1.5775522435422147e-05,1.625135271512513e-05,2.7613113508226316e-12,4.9187858686414295e-07,1.9153166065321951e-07,6.6376096450018219e-06,3.8560848145918664e-10,1.7628733492523592e-08,9.5586786772344919e-06,6.5269676066746981e-15,1.871932881881705e-09,7.7232264205293527e-14,6.502221293179536e-14,1.4381132340907239e-09,1.450924606017471e-10,1.4505671919201598e-10,2.2243570777871709e-14,1.3497838953171791e-14,1.5884380363581087e-16
4.9188650049889056e-11,0.5724075707478654,76.950000000000003,0.0,0.0,0.0,0.99994492822873104,9.4999994502105505,3.8923430793647791e-06,1.6484553535893056e-05,1.6999151964119125e-05,2.888372198731738e-12,5.3132845470893956e-07,1.9153124417259618e-07,6.946594209075514e-06,3.8560754687152204e-10,1.8457992298245694e-08,1.0003643761851439e-05,7.0504468420655224e-15,2.0474862789865242e-09,8.9040389921038921e-14,7.5377553213376369e-14,1.5654641657133979e-09,1.6541046340726136e-10,1.6536967816397933e-10,2.5368566543060414e-14,1.5416676738971777e-14,1.6631584672325974e-16
5.135264165536336e-11,0.5724075704778105,76.950000000000003,0.0,0.0,0.0,0.99994250562215659,9.4999994089306163,4.0635687958299414e-06,1.7192573857812961e-05,1.7746947587614595e-05,3.015432429377645e-12,5.7177898693199562e-07,1.9153082759982842e-07,7.2555779111825285e-06,3.8560661247195054e-10,1.928724707817891e-08,1.0448607878255391e-05,7.5872043885571031e-15,2.2309049995807321e-09,1.0203941998352283e-13,8.6834333578362968e-14,1.6975444153341405e-09,1.8748396167005084e-10,1.8743769343572758e-10,2.8764428008942382e-14,1.7503806314288073e-14,1.7378785353630596e-16
5.351663326083767e-11,0.5724075702015101,76.950000000000003,0.0,0.0,0.0,0.99994008301789328,9.4999993666947073,4.2347934227810971e-06,1.7899628098861251e-05,1.849473958551364e-05,3.1424920427211223e-12,6.1318549492029919e-07,1.9153041099398297e-07,7.5645607513001495e-06,3.856056784870951e-10,2.011649782802062e-08,1.0893571026412878e-05,8.1366472508167802e-15,2.4221889676902417e-09,1.162926138067473e-13,9.9455586232833015e-14,1.8342813079319859e-09,2.1137646289403476e-10,2.1132425649015303e-10,3.244098785810019e-14,1.976541602366275e-14,1.8125982403618108e-16
5.5680624866311975e-11,0.572407569919244,76.950000000000003,0.0,0.0,0.0,0.99993766041594145,9.4999993235455271,4.4060169602229369e-06,1.8605758962209237e-05,1.9242527957713416e-05,3.2695510387235889e-12,6.5550528416564811e-07,1.9152999446630275e-07,7.8735427293846906e-06,3.8560474435813781e-10,2.0945744547243243e-08,1.1338533206260246e-05,8.6982088942759077e-15,2.6213381073407711e-09,1.3186372949930814e-13,1.1330491195811477e-13,1.9756035445377856e-09,2.3715050044097511e-10,2.3709188491388256e-10,3.6407927912931712e-14,2.2207599179563666e-14,1.8873175821812998e-16
5.784461647178628e-11,0.5724075696312798,76.950000000000003,0.0,0.0,0.0,0.999935237816301,9.4999992795238537,4.5772394081601466e-06,1.9311007245523126e-05,1.999031270410721e-05,3.3966094173472312e-12,6.9869756527965326e-07,1.9152957793983737e-07,8.1825238454681229e-06,3.8560380997499387e-10,2.1774987238056996e-08,1.1783494417842771e-05,9.2713480643439665e-15,2.8283523425569825e-09,1.4881699016783682e-13,1.2844643126350377e-13,2.1214411659705966e-09,2.6486765190582037e-10,2.6480214076797839e-10,4.0674781982769829e-14,2.4836355859275442e-14,1.9620365610206834e-16
6.000860807726059e-11,0.5724075693378727,76.950000000000003,0.0,0.0,0.0,0.99993281521897215,9.4999992346686604,4.7484607665974154e-06,2.0015411925986608e-05,2.0738093824589357e-05,3.5236671785557995e-12,7.4272336898835051e-07,1.9152916135632952e-07,8.4915040995748919e-06,3.8560287570124829e-10,2.2604225900530732e-08,1.2228454661194907e-05,9.8555476584299382e-15,3.0432315973624392e-09,1.6721705223695675e-13,1.4494473887763646e-13,2.2717255178564097e-09,2.9458855700907565e-10,2.9451564847578504e-10,4.52509386361237e-14,2.765759465442388e-14,2.036755176886181e-16
6.21725996827349e-11,0.5724075690392672,76.950000000000003,0.0,0.0,0.0,0.99993039262395522,9.4999991890171778,4.9196810355394317e-06,2.0719010241530185e-05,2.1485871319054998e-05,3.6507243223144052e-12,7.8754546491924583e-07,1.9152874478983654e-07,8.8004834916762662e-06,3.8560194158446312e-10,2.3433460532943535e-08,1.2673413936274516e-05,1.0450313648287326e-14,3.2659757957801239e-09,1.8712897566806057e-13,1.6286486135975001e-13,2.4263892168736326e-09,3.2637293502420928e-10,3.2629211224593356e-10,5.0145643900835358e-14,3.0677134374903413e-14,2.1114734296227081e-16
6.43365912882092e-11,0.572407568735696,76.950000000000003,0.0,0.0,0.0,0.99992797003125033,9.4999991426049721,5.0909002149908862e-06,2.1421837768440409e-05,2.2233645187397088e-05,3.7777808485889629e-12,8.3312828400780786e-07,1.9152832826065318e-07,9.1094620217651155e-06,3.856010073895206e-10,2.4262691134794402e-08,1.311837224307059e-05,1.1055174050387618e-14,3.4965848618324231e-09,2.0861819596801584e-13,1.8227221763037982e-13,2.5853661181739333e-09,3.6027960175675233e-10,3.6019033304714865e-10,5.5368003894733897e-14,3.3900705708845038e-14,2.1861913191851258e-16
6.650058289368351e-11,0.5724075684273825,76.950000000000003,0.0,0.0,0.0,0.99992554744085738,9.4999990954660269,5.2621183049564648e-06,2.2123928495508487e-05,2.2981415429506509e-05,3.9048367573462002e-12,8.794378443637663e-07,1.9152791170833457e-07,9.4184396898667711e-06,3.8560007310075021e-10,2.5091917706760331e-08,1.3563329581618848e-05,1.1669677942203434e-14,3.7350587195407768e-09,2.3175049788814038e-13,2.0323258223871803e-13,2.7485912839309788e-09,3.9636648609047644e-10,3.9626822515024704e-10,6.0926987389174107e-14,3.7333952840136301e-14,2.2609088456344524e-16
6.866457449915781e-11,0.572407568114539,76.950000000000003,0.0,0.0,0.0,0.99992312485277668,9.4999990476328051,5.4333353054408567e-06,2.2825314894869555e-05,2.3729182045273939e-05,4.0318920485538311e-12,9.2644168044625299e-07,1.9152749513629728e-07,9.7274164959808875e-06,3.8559913886926373e-10,2.5921140248848638e-08,1.4008285951918045e-05,1.2293394522398311e-14,3.9813972929256961e-09,2.5659199072024614e-13,2.2581205119704409e-13,2.9160009529721916e-09,4.3469064611524192e-10,4.3458283225190916e-10,6.6831428307722951e-14,4.0982435024926038e-14,2.3356260089713277e-16
7.082856610463212e-11,0.5724075677973692,76.950000000000003,0.0,0.0,0.0,0.99992070226700835,9.4999989991363307,5.6045512164487527e-06,2.3526027989678956e-05,2.4476945034590019e-05,4.1589467221805059e-12,9.741087754010812e-07,1.9152707858782613e-07,1.003639244009111e-05,3.8559820469562717e-10,2.6750358760315183e-08,1.4453241353943869e-05,1.2925912212976734e-14,4.2356005060069723e-09,2.8320908510001733e-13,2.50077010220979e-13,3.0875325114497773e-09,4.7530828485076865e-10,4.751903431944779e-10,7.3090028162203575e-14,4.4851628128514513e-14,2.410342809128698e-16
7.299255771010643e-11,0.5724075674760674,76.950000000000003,0.0,0.0,0.0,0.99991827968355274,9.4999989500062281,5.7757660379848386e-06,2.4226097418768153e-05,2.5224704397344233e-05,4.2860007781956731e-12,1.0224094964179653e-06,1.9152666204731352e-07,1.034536752220473e-05,3.8559727048331649e-10,2.7579573240791451e-08,1.4898195787706077e-05,1.3566837801507015e-14,4.4976682828036257e-09,3.1166847123182032e-13,2.7609410522221485e-13,3.2631244645086023e-09,5.1827476558022433e-10,5.1814610729567191e-10,7.9711358428251776e-14,4.8946926123994129e-14,2.4850592460733868e-16
7.515654931558073e-11,0.5724075671508191,76.950000000000003,0.0,0.0,0.0,0.99991585710240993,9.4999989002708176,5.9469797700538036e-06,2.4925551498415958e-05,2.5972460133424846e-05,4.4130542165694177e-12,1.0713155329717414e-06,1.9152624548774701e-07,1.065434174233365e-05,3.8559633623800049e-10,2.8408783690399466e-08,1.5343149253221051e-05,1.4215795621613307e-14,4.7676005473337803e-09,3.4203709845386102e-13,3.0393021490947319e-13,3.4427164089102563e-09,5.6364462680696535e-10,5.6350464930154896e-10,8.6703862862454734e-14,5.3273642553950923e-14,2.5597753198163612e-16
7.732054092105504e-11,0.5724075668218018,76.950000000000003,0.0,0.0,0.0,0.99991343452357984,9.4999988499571373,6.1181924126603386e-06,2.5624417281364075e-05,2.6720212242719651e-05,4.540107037272487e-12,1.1207998378187451e-06,1.9152582892874717e-07,1.0963315100471011e-05,3.8559540202095787e-10,2.9237990109067013e-08,1.5788101750478159e-05,1.4872426770027601e-14,5.0453972236146713e-09,3.7438215606735267e-13,3.3365242536315035e-13,3.6262490065747542e-09,6.1147159684713032e-10,6.1131968397541083e-10,9.4075859763038821e-14,5.7837011956473272e-14,2.6344910303511101e-16
7.948453252652935e-11,0.5724075664891849,76.950000000000003,0.0,0.0,0.0,0.99991101194706278,9.4999987990910313,6.2894039658091292e-06,2.6322720613199374e-05,2.7467960725116082e-05,4.6671592402764265e-12,1.1708365706259336e-06,1.9152541238418061e-07,1.1272287596612278e-05,3.8559446782474078e-10,3.00671924964172e-08,1.6233053279470122e-05,1.5536388358576522e-14,5.3310582356627293e-09,4.087710553576318e-13,3.6532800645798006e-13,3.8136639590031643e-09,6.6180860807019231e-10,6.6164413033475958e-10,1.0183554417598642e-13,6.2642191256658093e-14,2.7092063776437086e-16
8.164852413200365e-11,0.5724075661531308,76.950000000000003,0.0,0.0,0.0,0.99990858937285909,9.4999987476971857,6.4606144295048674e-06,2.7020486186219961e-05,2.8215705580500873e-05,4.7942108255533553e-12,1.2214010441156569e-06,1.915249958354638e-07,1.1581259230765941e-05,3.8559353361068646e-10,3.0896390852181233e-08,1.6678003840208416e-05,1.6207352799549429e-14,5.6245835074935461e-09,4.4527141273923103e-13,3.9902439001568612e-13,4.0049039825460094e-09,7.1470781079911621e-10,7.145301255479431e-10,1.0999099004838694e-13,6.7694261124758008e-14,2.7839213616699106e-16
8.597650734295226e-11,0.5724075654713214,76.950000000000003,0.0,0.0,0.0,0.99990374423139183,9.4999986434195574,6.8030320885559334e-06,2.8414497359305293e-05,2.971118440977904e-05,5.0483121428171371e-12,1.3240199286303507e-06,1.915241627432772e-07,1.2199199913107501e-05,3.8559166516123666e-10,3.2554775468321837e-08,1.7567902056916735e-05,1.7569052400385107e-14,6.235226526561362e-09,5.2487790199061295e-13,4.7274998584178305e-13,4.3986350418363499e-09,8.2839756214396833e-10,8.2819148225324432e-10,1.2752086890643487e-13,7.8559021817502389e-14,2.9333502398664438e-16
8.987169223280602e-11,0.572407564847418,76.950000000000003,0.0,0.0,0.0,0.99989938361198405,9.4999985479906464,7.1112042558194845e-06,2.9667494149358709e-05,3.1057102950600021e-05,5.2770012154589726e-12,1.4179559743499929e-06,1.9152341294024193e-07,1.2755343579230041e-05,3.8558998358245143e-10,3.4047307833818832e-08,1.8368807140537493e-05,1.8815535232888158e-14,6.8117002498857263e-09,6.0442692055915489e-13,5.4669327700361758e-13,4.7655200186781943e-09,9.3998866622543905e-10,9.3975470524332754e-10,1.4472985572455366e-13,8.9231126387167052e-14,3.0678349877817253e-16
9.376687712265977e-11,0.5724075642145847,76.950000000000003,0.0,0.0,0.0,0.99989502300007382,9.4999984511882989,7.4193728933280553e-06,3.0919085105509276e-05,3.2403009738114904e-05,5.5056882862548993e-12,1.5132654636878642e-06,1.9152266313289712e-07,1.3311484452525152e-05,3.8558830201949129e-10,3.553982713478161e-08,1.9169709087022561e-05,2.0080242968818375e-14,7.4136529931563606e-09,6.9187644328484595e-13,6.2823808823720984e-13,5.1439512874316786e-09,1.0606579700999524e-09,1.0603938499194465e-09,1.6334135789061789e-13,1.0077882261479188e-13,3.2023185585160965e-16
9.766206201251353e-11,0.5724075635735325,76.950000000000003,0.0,0.0,0.0,0.99989066239566182,9.4999983531210592,7.7275380011089956e-06,3.216937880442203e-05,3.3748904771644808e-05,5.7343733550592736e-12,1.6098398420874491e-06,1.9152191335932701e-07,1.3867622532983552e-05,3.8558662044676841e-10,3.7032333369716932e-08,1.9970607896354189e-05,2.1361735144017236e-14,8.0410843132002353e-09,7.8762636313035653e-13,7.1778120071184646e-13,5.5336284868724046e-09,1.1906830538008409e-09,1.1903864262995172e-09,1.8339834988585674e-13,1.1322915143803819e-13,3.3368009519350281e-16
9.999999999999999e-11,0.5724075629249187,76.950000000000003,0.0,0.0,0.0,0.99988804511074103,9.4999982936944107,7.912500802519627e-06,3.2919239470638267e-05,3.4556721916900112e-05,5.8716319909121382e-12,1.6683704632051788e-06,1.9152146334233085e-07,1.42014221232744e-05,3.8558561114260091e-10,3.7928147735223603e-08,2.0451315727969818e-05,2.2138406294485276e-14,8.4299118096721138e-09,8.4924965525591403e-13,7.7553246209296275e-13,5.7727965578975419e-09,1.2733315037286205e-09,1.2730142088253809e-09,1.9614844491773205e-13,1.211464583218692e-13,3.4175183768358573e-16
1.0155724690236728e-10,0.5724075629249187,76.950000000000003,0.0,0.0,0.0,0.99988630179874893,9.4999982538889256,8.0356995791896492e-06,3.3418475255192064e-05,3.5094788050505853e-05,5.9630564217305959e-12,1.7075791208272107e-06,1.9152116358113781e-07,1.4423757820626693e-05,3.855849388744386e-10,3.8524826537998436e-08,2.0771503568558917e-05,2.2658684958631198e-14,8.6939937668348663e-09,8.9207770638890441e-13,8.1571984127632384e-13,5.934260195103012e-09,1.3303342900775556e-09,1.3300027389361375e-09,2.0494269021032818e-13,1.2660845120764698e-13,3.4712821679820953e-16
1.0545243179222104e-10,0.5724075622693471,76.950000000000003,0.0,0.0,0.0,0.99988194120933649,9.4999981535839915,8.3438576275973585e-06,3.4666466576598059e-05,3.6440659574010321e-05,6.1917374861306415e-12,1.8063911999037479e-06,1.9152041377890961e-07,1.4979890315468408e-05,3.8558325731232012e-10,4.001730663903267e-08,2.1572396103652282e-05,2.3969870292113381e-14,9.3723809108682418e-09,1.0056324567866347e-12,9.2245148167652169e-13,6.3455635796408336e-09,1.4798750580531771e-09,1.4795061005201485e-09,2.2801515447760676e-13,1.4094237855075718e-13,3.6057622066037812e-16
1.0934761668207479e-10,0.5724075616073756,76.950000000000003,0.0,0.0,0.0,0.99987758062742504,9.4999980522910921,8.6520121463594708e-06,3.5913437620292671e-05,3.7786519341467672e-05,6.4204165481236751e-12,1.9061912449672727e-06,1.9151966399475629e-07,1.5536020017497789e-05,3.8558157574848824e-10,4.1509773671643602e-08,2.2373285501614216e-05,2.5294165435473103e-14,1.0076245302098781e-08,1.1286934004306784e-12,1.0383736674623551e-12,6.7672640667636325e-09,1.6395619484846128e-09,1.639153037088993e-09,2.5265546720799874e-13,1.5625592841194731e-13,3.7402410676941364e-16
1.1324280157192854e-10,0.5724075609395168,76.950000000000003,0.0,0.0,0.0,0.99987322005301593,9.4999979500883729,8.9601631355033264e-06,3.7159466545122726e-05,3.9132367352184131e-05,6.6490936075771501e-12,2.0069011131173123e-06,1.9151891422293273e-07,1.6092146926723169e-05,3.8557989418176728e-10,4.3002227634823573e-08,2.3174171762452357e-05,2.663053347187308e-14,1.0805586497315248e-08,1.2616639889179972e-12,1.1638838722588627e-12,7.1990950284570051e-09,1.8096449612390234e-09,1.8091934854532759e-09,2.7890233241541003e-13,1.7257345333218538e-13,3.8747187511624055e-16
1.171379864617823e-10,0.5724075602662434,76.950000000000003,0.0,0.0,0.0,0.99986885948611004,9.4999978470478084,9.2683105950562763e-06,3.8404625344854519e-05,4.0478203605462779e-05,6.8777686643607708e-12,2.1084488252839847e-06,1.9151816443024244e-07,1.6648271043163917e-05,3.8557821262328421e-10,4.4494668527965075e-08,2.3975054886190235e-05,2.7978019275395562e-14,1.1560404053296688e-08,1.4049482194468903e-12,1.2993793755719735e-12,7.6407974863174884e-09,1.9903676951756677e-09,1.9898709830306662e-09,3.0679346301721318e-13,1.8991868198429653e-13,4.0091952569537882e-16
1.2103317135163605e-10,0.5724075595879912,76.950000000000003,0.0,0.0,0.0,0.99986449892670837,9.499997743235701,9.5764545250456642e-06,3.9648980334155397e-05,4.1824028100604381e-05,7.1064417183454155e-12,2.2107680803444501e-06,1.9151741464074983e-07,1.7204392366816389e-05,3.8557653107024022e-10,4.5987096350256274e-08,2.4775934872818234e-05,2.9335743063614703e-14,1.2340697526812407e-08,1.5589505296957741e-12,1.4452571606577604e-12,8.0921198308774503e-09,2.181967530992869e-09,2.1814228506466954e-09,3.3636560915390069e-13,2.0831473701986137e-13,4.1436705849951473e-16
1.249283562414898e-10,0.5724075589051612,76.950000000000003,0.0,0.0,0.0,0.99986013837481191,9.4999976387131237,9.8845949254988324e-06,4.0892592596400378e-05,4.3169840836907696e-05,7.3351127694044538e-12,2.3137978074067698e-06,1.9151666487061284e-07,1.7760510897680104e-05,3.8557484951509405e-10,4.7479511100679155e-08,2.5576811722331319e-05,3.0702894456627421e-14,1.3146466474621904e-08,1.7240757057695383e-12,1.6019138298253827e-12,8.5528175552431665e-09,2.3846758074321268e-09,2.3840803686943811e-09,3.6765458547931295e-13,2.2778415226602184e-13,4.2781447351948141e-16
1.2882354113134356e-10,0.572407558218123,76.950000000000003,0.0,0.0,0.0,0.99985577783042145,9.4999975335363249,1.019273179644313e-05,4.213551839647769e-05,4.4515641813669244e-05,7.5637818174129772e-12,2.41748175308765e-06,1.9151591508938865e-07,1.8316626635773336e-05,3.8557316796279612e-10,4.8971912778442319e-08,2.6377685434751433e-05,3.2078727000437227e-14,1.3977710453474829e-08,1.9007288017162926e-12,1.7697455348692777e-12,9.0226530020471109e-09,2.5987179912009453e-09,2.59806894701416e-09,4.0069529747749441e-13,2.4834888930766814e-13,4.4126177074814086e-16
1.3271872602119731e-10,0.5724075575272175,76.950000000000003,0.0,0.0,0.0,0.99985141729353832,9.4999974277571209,1.0500865137905901e-05,4.3377809561041239e-05,4.5861431030183632e-05,7.7924488622461373e-12,2.5217681013367438e-06,1.9151516529959976e-07,1.8872739581101088e-05,3.8557148641727435e-10,5.046430138286021e-08,2.7178556010081427e-05,3.3462553122217309e-14,1.483442902011095e-08,2.0893150694557571e-12,1.9491479208677284e-12,9.5013951229498237e-09,2.8243138408873968e-09,2.8236082887670662e-09,4.3552176684851721e-13,2.7003035348179748e-13,4.5470895017931532e-16
1.3661391091105107e-10,0.5724075568327583,76.950000000000003,0.0,0.0,0.0,0.99984705676416341,9.499997321423244,1.080899494991449e-05,4.4619513828643263e-05,4.7207208485744006e-05,8.0211139037810541e-12,2.6266091233746979e-06,1.9151441552687787e-07,1.9428849733659088e-05,3.8556980487320221e-10,5.195667691307229e-08,2.7979423448310807e-05,3.4853739485162798e-14,1.5716621731260133e-08,2.2902398980373707e-12,2.1405160817335919e-12,9.9888192499234449e-09,3.061677565145824e-09,3.0609125485805067e-09,4.7216715600660319e-13,2.9284940931146251e-13,4.6815601180526009e-16
