Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H11(22),C7H9(5),C7H9O2(68),S(66),C7H10(18),C7H10(153),C7H10(19),C7H9O2(67),C7H10(146),S(105),C7H10(65),C7H8(58),S(109),C7H11(46),C2H4(115),C5H7(210),S(340),S(339),S(204)
6.367346463817255e-13,0.5724075743442473,76.950000000000003,0.0,0.0,0.0,0.99999928441150732,9.4999999998158877,5.0388994355664986e-08,2.2017861841184335e-07,2.2023832956323439e-07,3.7378986917211011e-14,1.2176055336726853e-10,1.3273312202991579e-07,3.7563744421155835e-08,2.064936027965108e-10,6.2308704460012488e-11,5.4094386149368707e-08,1.6155262782017697e-18,4.0116482304075379e-13,2.0066915609488672e-19,1.0071499187592723e-19,2.9628718818942377e-13,3.9342869449526619e-16,3.9338696159904509e-16,3.4187121525432315e-20,7.5457746959120611e-21,5.6141446786591666e-19
6.515687721124093e-13,0.5724075743441923,76.950000000000003,0.0,0.0,0.0,0.99999926777055081,9.4999999998075069,5.1562915022792253e-08,2.2530526040329931e-07,2.2536805663240391e-07,3.8238186144792278e-14,1.2748672436621893e-10,1.3432886503750974e-07,3.9040480617006068e-08,2.0966503609243729e-10,6.4962920571126822e-11,5.6220988348501172e-08,1.6915056158373233e-18,4.1974402082187901e-13,2.1457834567649309e-19,1.0794685637596609e-19,3.1024104386472794e-13,4.2155911452224523e-16,4.2151384168078591e-16,3.7031224279500382e-20,8.2416171799345483e-21,5.8532999289350086e-19
6.664028978430932e-13,0.5724075743441362,76.950000000000003,0.0,0.0,0.0,0.99999925113047816,9.4999999997989537,5.2736835638678229e-08,2.3043177094914221e-07,2.3049773984393017e-07,3.9197368294479441e-14,1.3334384836038106e-10,1.3588130748697205e-07,4.0534623257909371e-08,2.1278032163896403e-10,6.7660723530387329e-11,5.8372657037968201e-08,1.7692226671759743e-18,4.3873107738194554e-13,2.2910045166496348e-19,1.1551817860536443e-19,3.2451539520523519e-13,4.5099885767681818e-16,4.5094984066558324e-16,4.00339345439136e-20,8.9830766910814668e-21,6.0963826202000055e-19
6.81237023573777e-13,0.5724075743440791,76.950000000000003,0.0,0.0,0.0,0.99999923449126582,9.4999999997902211,5.3910756203323933e-08,2.3555815009037274e-07,2.356273801477456e-07,3.9933426521479722e-14,1.3933188436628509e-10,1.3739162438881555e-07,4.2045699998833459e-08,2.1584045350017394e-10,7.0401486521199979e-11,6.0548712008451466e-08,1.8486766677168023e-18,4.5812531744576762e-13,2.4424765537211472e-19,1.2343686061644353e-19,3.391102041787588e-13,4.81777653611778e-16,4.8172468184642609e-16,4.3199809753848821e-20,9.771955598097525e-21,6.3433362728243279e-19
6.960711493044608e-13,0.5724075743440208,76.950000000000003,0.0,0.0,0.0,0.99999921785289103,9.4999999997813198,5.5084676716730391e-08,2.4068439786797851e-07,2.4075697775399579e-07,4.0854002250456442e-14,1.4545079141328386e-10,1.3886095865645085e-07,4.3573251397530005e-08,2.1884640807830608e-10,7.3184591765190334e-11,6.2748491631528517e-08,1.9298674869700444e-18,4.7792607772544624e-13,2.6003210150457135e-19,1.3171081213447006e-19,3.5402543275910737e-13,5.1392522845089325e-16,5.1386808495913538e-16,4.653341185601664e-20,1.0610079901913355e-20,6.5941052206114638e-19
7.109052750351446e-13,0.5724075743439616,76.950000000000003,0.0,0.0,0.0,0.99999920121533148,9.4999999997722426,5.6258597178898535e-08,2.4581051432293408e-07,2.4588653337393721e-07,4.1856754162208415e-14,1.5170052854354906e-10,1.402904222956291e-07,4.5116830436387971e-08,2.2179914452058102e-10,7.6009430355916726e-11,6.4971352171108741e-08,2.0127943766474617e-18,4.9813270664387809e-13,2.7646590079271978e-19,1.4034795055718847e-19,3.6926104292608659e-13,5.4747130479122023e-16,5.4740976618657736e-16,5.0039306100412086e-20,1.1499298542554423e-20,6.848634597620836e-19
7.2425598819276e-13,0.572407574343907,76.950000000000003,0.0,0.0,0.0,0.99999918624220707,9.4999999997639293,5.7315125551041907e-08,2.5042390688538318e-07,2.5050309836505801e-07,4.2494246303937526e-14,1.5743711784066209e-10,1.4154374503954677e-07,4.6519395478592817e-08,2.2441188489202884e-10,7.8586970883441682e-11,6.6991142811459701e-08,2.0889121997149667e-18,5.1666516109624208e-13,2.9182150064886839e-19,1.4843844985059106e-19,3.8324698691408091e-13,5.7888305516615461e-16,5.7881736464281481e-16,5.3345696143268638e-20,1.2344827196549106e-20,7.0808814922830071e-19
7.376067013503754e-13,0.5724075743438518,76.950000000000003,0.0,0.0,0.0,0.99999917126971027,9.4999999997554756,5.8371653881683702e-08,2.5503719313951672e-07,2.5511963017170724e-07,4.3291653706326967e-14,1.6327961649955222e-10,1.4276641769601873e-07,4.7934281583315722e-08,2.2698295726784162e-10,8.1197397643004692e-11,6.9028676639256405e-08,2.1664355967026503e-18,5.3552539177537014e-13,3.0772164418355069e-19,1.5683533242396695e-19,3.9749238148748017e-13,6.1147332701037676e-16,6.1140329369806074e-16,5.6798675045881629e-20,1.3234637270123942e-20,7.3160916369029217e-19
7.509574145079908e-13,0.5724075743437955,76.950000000000003,0.0,0.0,0.0,0.99999915629782588,9.4999999997468851,5.9428182170824575e-08,2.5965037311517806e-07,2.5973612922866926e-07,4.424013510755843e-14,1.6922799468857959e-10,1.4395918975817905e-07,4.9361187460181179e-08,2.2951302615142412e-10,8.3840284697459228e-11,7.1083519775645545e-08,2.2453640488460268e-18,5.5471294724324699e-13,3.2417509539419177e-19,1.6554438598391234e-19,4.1199719894203389e-13,6.452637807708143e-16,6.4518920907165131e-16,6.0401576730538086e-20,1.4170122432452312e-20,7.5542266520750711e-19
7.629730563498447e-13,0.5724075743437441,76.950000000000003,0.0,0.0,0.0,0.99999914282364144,9.4999999997390319,6.0379057595568581e-08,2.638021442498381e-07,2.6389095111357153e-07,4.4835914758146983e-14,1.7467203740789078e-10,1.4500772430430106e-07,5.0655436570551208e-08,2.3175557083613634e-10,8.6246289005997637e-11,7.2947327999584474e-08,2.3176003356896362e-18,5.7226124253919099e-13,3.3946350808164627e-19,1.7365422796948153e-19,4.2527331832013246e-13,6.7671924518925603e-16,6.7664041778609205e-16,6.3775128854428295e-20,1.5052274309428169e-20,7.7710176103330416e-19
7.749886981916985e-13,0.572407574343692,76.950000000000003,0.0,0.0,0.0,0.99999912934993096,9.4999999997310667,6.1329932986697853e-08,2.6795382934484573e-07,2.6804574713439835e-07,4.5534233971102514e-14,1.8020179665435556e-10,1.460331525409583e-07,5.1958974209951867e-08,2.3396590198273193e-10,8.8677942821014717e-11,7.4824512352297401e-08,2.3909741489182125e-18,5.9007399201991268e-13,3.5521354740114923e-19,1.8202584688050381e-19,4.3875952760387003e-13,7.0918018725666785e-16,7.0909693840596995e-16,6.7275252303599551e-20,1.5973598394567985e-20,7.9901197455228461e-19
7.870043400335524e-13,0.5724075743436391,76.950000000000003,0.0,0.0,0.0,0.99999911587668411,9.4999999997229967,6.2280808344212755e-08,2.7210542842193909e-07,2.7220051767785785e-07,4.6247577467021496e-14,1.8581725069815674e-10,1.4703598367568619e-07,5.3271595680938206e-08,2.3614448233481176e-10,9.1134946953604621e-11,7.67147780553914e-08,2.4654850933239581e-18,6.0815088130178622e-13,3.7143156556346049e-19,1.9066347238932516e-19,4.5245580660503888e-13,7.4266239263448716e-16,7.4257455311547887e-16,7.0904380095943937e-20,1.6935138912295428e-20,8.2115060990619808e-19
7.990199818754063e-13,0.5724075743435855,76.950000000000003,0.0,0.0,0.0,0.99999910240389089,9.4999999997148112,6.3231683668113802e-08,2.7625694150285057e-07,2.7635526306586697e-07,4.694973223914393e-14,1.9151837781498429e-10,1.4801671569502261e-07,5.4593100796818501e-08,2.3829176799094568e-10,9.3617005703522002e-11,7.8617836826268329e-08,2.5411328715900484e-18,6.264916005115792e-13,3.8812390412276436e-19,1.9957133746009402e-19,4.6636213513801965e-13,7.7718164546717057e-16,7.7708904257251677e-16,7.466494597358136e-20,1.7937948680150938e-20,8.4351500265592872e-19
8.110356237172601e-13,0.5724075743435314,76.950000000000003,0.0,0.0,0.0,0.99999908893154177,9.4999999997065192,6.4182558958401366e-08,2.8040836860930729e-07,2.8050998357579167e-07,4.7655581079350966e-14,1.9730515628603392e-10,1.4897583557201351e-07,5.5923293798238616e-08,2.4040820848330059e-10,9.6123826825864502e-11,8.0533406758000574e-08,2.6179171996623529e-18,6.4509584423311162e-13,4.0529689436587569e-19,2.0875367834787515e-19,4.8047849301978231e-13,8.1275372838244403e-16,8.1265618590915369e-16,7.8559384309554633e-20,1.8983088980612775e-20,8.6610251949643919e-19
8.350669074009678e-13,0.5724075743434206,76.950000000000003,0.0,0.0,0.0,0.99999906198813726,9.4999999996896012,6.6084309438137792e-08,2.8871096498573576e-07,2.8881935112379089e-07,4.9068047737309922e-14,2.0913558044309951e-10,1.5083113397895204e-07,5.8608981650369237e-08,2.4455032014630579e-10,1.0121060411232798e-10,8.4400983049105763e-08,2.7748943628213839e-18,6.830937052396947e-13,4.4111010794953369e-19,2.2795874903809908e-19,5.0934121611048164e-13,8.8711950739013346e-16,8.8701154312466484e-16,8.6759618245079437e-20,2.1204647223487793e-20,9.1193654454389502e-19
8.566950627163048e-13,0.5724075743433185,76.950000000000003,0.0,0.0,0.0,0.99999903774049759,9.4999999996739994,6.7795884754946605e-08,2.9618300790973609e-07,2.9629769970973509e-07,5.0338818785206076e-14,2.2007567204552876e-10,1.5243165858661913e-07,6.1053936155936097e-08,2.4817710923739476e-10,1.0587052830854146e-10,8.7921886685128669e-08,2.9200579186155686e-18,7.1819005872435189e-13,4.7504915229443476e-19,2.4622458539372034e-19,5.3603576484181444e-13,9.5780768765549937e-16,9.5768970591736067e-16,9.4622104088181411e-20,2.3359634050517545e-20,9.5392445702490974e-19
8.783232180316417e-13,0.572407574343214,76.950000000000003,0.0,0.0,0.0,0.9999990134941541,9.4999999996580442,6.9507459962854074e-08,3.0365477261414478e-07,3.0377597209342751e-07,5.1610501651016271e-14,2.3129293651628705e-10,1.5396925718850467e-07,6.3524186337347369e-08,2.5171066166680957e-10,1.1060629096095588e-10,9.1479217860626438e-08,3.0688994155627717e-18,7.5413567827134108e-13,5.1064355330574759e-19,2.6544575590459037e-19,5.6341049489510756e-13,1.0321524195158618e-15,1.0320237946524404e-15,1.0295621682648736e-19,2.5668646595188101e-20,9.965957202887218e-19
8.999513733469786e-13,0.5724075743431073,76.950000000000003,0.0,0.0,0.0,0.99999898924905684,9.4999999996417408,7.1219035061862329e-08,3.1112625922547169e-07,3.1125416986201338e-07,5.2880803140668205e-14,2.4278724739020334e-10,1.5544640357813075e-07,6.6018737748963462e-08,2.5515337426017791e-10,1.15416307236426e-10,9.5071544505513782e-08,3.2214171842028392e-18,7.9092893531673678e-13,5.4792992204878022e-19,2.8564708523022131e-19,5.9146528865661752e-13,1.1102456924413559e-15,1.1101057781134109e-15,1.1177616780572605e-19,2.8138160139386838e-20,1.0399360540195249e-18
9.215795286623156e-13,0.5724075743429982,76.950000000000003,0.0,0.0,0.0,0.99999896500515839,9.4999999996250857,7.2930610051973473e-08,3.1859746787016804e-07,3.1873229456628346e-07,5.4150685687891535e-14,2.5455847825979149e-10,1.5686547442065411e-07,6.8536634989987713e-08,2.5850758227637467e-10,1.2029902540001274e-10,9.8697490776963422e-08,3.3776095393309207e-18,8.2856824308935589e-13,5.8694479491005389e-19,3.0685343247135073e-19,6.2020002853982274e-13,1.192179479996305e-15,1.1920276090987057e-15,1.2109617052697169e-19,3.07747270722041e-20,1.0839314761398913e-18
9.432076839776526e-13,0.572407574342887,76.950000000000003,0.0,0.0,0.0,0.99999894076241247,9.4999999996080824,7.4642184933189559e-08,3.2606839867462698e-07,3.2621034772390781e-07,5.5421809411684918e-14,2.6660650277522466e-10,1.582287529770037e-07,7.1076960207392095e-08,2.6177556095342685e-10,1.2525292613906631e-10,1.0235573490351621e-07,3.5374748027447087e-18,8.6705205556213965e-13,6.2772463994154598e-19,3.2908969114592513e-19,6.4961459698543106e-13,1.2780457398428127e-15,1.2778812244283184e-15,1.3093044002861275e-19,3.3584974465651157e-20,1.1285682967158532e-18
9.648358392929895e-13,0.5724075743427735,76.950000000000003,0.0,0.0,0.0,0.99999891652077499,9.4999999995907327,7.6353759705512478e-08,3.335390517651831e-07,3.3368833082413515e-07,5.6692512158991563e-14,2.7893119464430834e-10,1.5953843278014518e-07,7.363883161808784e-08,2.6495952705454137e-10,1.3027652188415094e-10,1.0604500705690519e-07,3.7010113059933772e-18,9.0637886640343246e-13,6.7030586303739895e-19,3.5238078916456172e-19,6.797088764613857e-13,1.3679364137444616e-15,1.3677585449504684e-15,1.4129319232935222e-19,3.6575601663757193e-20,1.1738331118372744e-18
1e-12,0.5724075743425395,76.950000000000003,0.0,0.0,0.0,0.99999887710973923,9.4999999995617905,7.91365252465978e-08,3.4568462902794766e-07,3.4584627228118653e-07,5.8755334999241603e-14,2.9955956324613611e-10,1.6155876660886935e-07,7.78478743466253e-08,2.6996239625922277e-10,1.3858916792665707e-10,1.1210631995592101e-07,3.9747297006482792e-18,9.7211411758431848e-13,7.4347561050102082e-19,3.9256474494087984e-19,7.3008831732166498e-13,1.5229130248716379e-15,1.5227118781469832e-15,1.5930627355529519e-19,4.1840451099834145e-20,1.2487337464601264e-18
1.0080921499236633e-12,0.5724075743425395,76.950000000000003,0.0,0.0,0.0,0.99999886804065796,9.4999999995550013,7.9776908923486271e-08,3.4847952530963467e-07,3.486440926496686e-07,5.923075015472639e-14,3.0441007556266403e-10,1.620053413233787e-07,7.882385831562763e-08,2.7108400466217314e-10,1.4052700309092006e-10,1.1351180444020367e-07,4.0390913253449829e-18,9.8755565060688601e-13,7.6101778829611492e-19,4.0222738670073714e-19,7.4193609851232328e-13,1.5601586912959073e-15,1.5599519051430298e-15,1.6366101173787966e-19,4.3125141139523057e-20,1.2661945065138526e-18
1.04702282949127e-12,0.5724075743423213,76.950000000000003,0.0,0.0,0.0,0.99999882441193477,9.4999999995216733,8.2857742847266097e-08,3.6192500298429097e-07,3.6210405298472072e-07,6.1521681131569169e-14,3.2828600495445538e-10,1.6406253952932619e-07,8.3555914605506654e-08,2.7632980433750989e-10,1.4997649692732644e-10,1.2032629314097097e-07,4.3559021549533613e-18,1.0634834770914365e-12,8.4918338032497742e-19,4.5094765515843619e-19,8.0026403155820108e-13,1.7478442715487127e-15,1.7476088242350714e-15,1.857420800702963e-19,4.9705233570972454e-20,1.3513386858539284e-18
1.0859535090588766e-12,0.5724075743420961,76.950000000000003,0.0,0.0,0.0,0.99999878078619098,9.4999999994872475,8.5938576418259056e-08,3.7536958282799929e-07,3.755638080988272e-07,6.3798840667132218e-14,3.5305637510723446e-10,1.6597644876020115e-07,8.8345571663189549e-08,2.8133536036143041e-10,1.596300502040937e-10,1.272237309955907e-07,4.6845817862021695e-18,1.1421209012358425e-12,9.4374936145165407e-19,5.0347485132159517e-19,8.6079240172926992e-13,1.9499981053844716e-15,1.9497313718547086e-15,2.0975652018423395e-19,5.6977009578444722e-20,1.4383215653040876e-18
1.1248841886264832e-12,0.5724075743418637,76.950000000000003,0.0,0.0,0.0,0.99999873716322474,9.4999999994517328,8.9019409636474082e-08,3.888132655754415e-07,3.8902336554513733e-07,6.612108986363785e-14,3.7872045156536874e-10,1.6775705098149589e-07,9.3188816816652862e-08,2.8611167578084596e-10,1.6948005098794183e-10,1.3419833948049345e-07,5.0251203851999216e-18,1.2234604450637207e-12,1.0449264980305559e-18,5.5995559513676871e-19,9.2352052456402229e-13,2.1671558227887068e-15,2.1668550537009027e-15,2.3578722527009158e-19,6.4981862534625152e-20,1.5270745567198676e-18
1.1638148681940898e-12,0.5724075743416239,76.950000000000003,0.0,0.0,0.0,0.99999869354284832,9.4999999994151327,9.2100242501919394e-08,4.0225605196069119e-07,4.0248273282613749e-07,6.8313411799599712e-14,4.0527750047615535e-10,1.6941362895819685e-07,9.8081918467005605e-08,2.9066924828726734e-10,1.7951917188190764e-10,1.4124474483674339e-07,5.3775084933810454e-18,1.3074949737079232e-12,1.1529252800187825e-18,6.2053686566664217e-19,9.8844771588714465e-13,2.3998528871418966e-15,2.3995152082868971e-15,2.6391707529133581e-19,7.3761779708489483e-20,1.6175316357168025e-18
1.2027455477616965e-12,0.5724075743413773,76.950000000000003,0.0,0.0,0.0,0.99999864992488618,9.4999999993774598,9.5181075014602786e-08,4.1569794271721445e-07,4.159419167409071e-07,7.063088896994153e-14,4.3272678858930399e-10,1.7095481870988443e-07,1.0302140500194948e-07,2.9501809481182228e-10,1.8974035879091174e-10,1.4835794770397104e-07,5.7417359490320823e-18,1.3942176787251551e-12,1.2679559958756245e-18,6.8536600061140896e-19,1.0555732918095427e-12,2.6486245952922812e-15,2.6482470070537403e-15,2.9422893285589094e-19,8.3359305685619628e-20,1.7096292406924165e-18
1.2416762273293031e-12,0.5724075743411239,76.950000000000003,0.0,0.0,0.0,0.9999986063091757,9.499999999338721,9.8261907174531394e-08,4.2913893857787087e-07,4.294009241459778e-07,7.3008523123090742e-14,4.6106758325643193e-10,1.723886581187158e-07,1.0800404525575021e-07,2.991677747555131e-10,2.0013682024431066e-10,1.5553329498138924e-07,6.1177931499134542e-18,1.4836220623354755e-12,1.3902288025671174e-18,7.5459069584246574e-19,1.1248965687283548e-12,2.9140060776267961e-15,2.9135854544783528e-15,3.2680564035158866e-19,9.3817508091947459e-20,1.803306176323333e-18
1.2806069068969097e-12,0.5724075743408633,76.950000000000003,0.0,0.0,0.0,0.99999856269556398,9.4999999992989199,1.0134273898171202e-07,4.4257904027491428e-07,4.4285976181713312e-07,7.5208900533412407e-14,4.9029915243058275e-10,1.7372262664115902e-07,1.1302683254543121e-07,3.0312741017715857e-10,2.1070201793057051e-10,1.6276645683881374e-07,6.5056707771559589e-18,1.5757019237252916e-12,1.5199537777276701e-18,8.2835900495727381e-19,1.1964168633269305e-12,3.196532298138963e-15,3.196065388171149e-15,3.6173001925381161e-19,1.0517994855974674e-19,1.8985035283394072e-18
1.3195375864645164e-12,0.5724075743405959,76.950000000000003,0.0,0.0,0.0,0.99999851908391058,9.4999999992580708,1.0442357043615087e-07,4.5601824853999322e-07,4.5631843564729658e-07,7.7633380574926589e-14,5.2042076466574349e-10,1.7496368166459567e-07,1.1808697005570364e-07,3.0690570492624054e-10,2.2142965762139264e-10,1.700534056699586e-07,6.905358448029569e-18,1.6704513460660116e-12,1.6573409633487141e-18,9.068193388331958e-19,1.2701334925747908e-12,3.4967380544971663e-15,3.4962214789718421e-15,3.9908486971274397e-19,1.1749065561112976e-19,1.9951645820603951e-18
1.358468266032123e-12,0.5724075743403219,76.950000000000003,0.0,0.0,0.0,0.99999847547408272,9.4999999992161772,1.0750440153785386e-07,4.6945656410415218e-07,4.6977695207651616e-07,7.9901084165689214e-14,5.5143168911634302e-10,1.7611829339669186e-07,1.231818568137124e-07,3.1051096339017377e-10,2.3231368019842988e-10,1.7739039589510557e-07,7.3168471010092675e-18,1.7678646837928497e-12,1.8026004041939413e-18,9.9012046516588598e-19,1.3460457737275633e-12,3.8151579781152455e-15,3.8145882310474423e-15,4.3895296945290552e-19,1.3079409835059318e-19,2.0932347409808964e-18
1.393505877642969e-12,0.5724075743400692,76.950000000000003,0.0,0.0,0.0,0.9999984362266966,9.4999999991775788,1.1027714922780186e-07,4.8155028545633079e-07,4.8188948708744914e-07,8.1831203627011621e-14,5.8010127950568235e-10,1.7708851897887003e-07,1.2779496195870286e-07,3.1361430687078695e-10,2.422381822521252e-10,1.8403358724846796e-07,7.6972686890935957e-18,1.8578098776162144e-12,1.9402383188660996e-18,1.0693536000895591e-18,1.4162435450860575e-12,4.1177507613239178e-15,4.1171300567669371e-15,4.7705148394628349e-19,1.4365307303294262e-19,2.1826591870610426e-18
1.4285434892538148e-12,0.5724075743398109,76.950000000000003,0.0,0.0,0.0,0.999998396980606,9.4999999991381454,1.1304989663204196e-07,4.936432848445032e-07,4.940019032607814e-07,8.3806515659714215e-14,6.0949008934898282e-10,1.7799770546313762e-07,1.3243260411745803e-07,3.1658943956912961e-10,2.5228052516920361e-10,1.9071211366006864e-07,8.087233876575325e-18,1.9499047192919718e-12,2.0845761514776968e-18,1.1527375207522309e-18,1.4882187443786066e-12,4.4359194490874881e-15,4.4352447505134433e-15,5.1731307189911457e-19,1.5738550214485074e-19,2.2731454512685405e-18
1.4635811008646608e-12,0.5724075743395474,76.950000000000003,0.0,0.0,0.0,0.99999835773573187,9.499999999097879,1.1582264375057762e-07,5.0573556280034843e-07,5.0611420439072208e-07,8.5996548505099613e-14,6.3959758710536123e-10,1.7884969409235657e-07,1.3709323914040356e-07,3.1944165871180437e-10,2.6243674524235089e-10,1.9742375144836639e-07,8.486735342396361e-18,2.0441456070795398e-12,2.2357671941833407e-18,1.2403814183312139e-18,1.5619708744787847e-12,4.7700534425664868e-15,4.7693216199223545e-15,5.5979802794110632e-19,1.7202461618992784e-19,2.3646578182473129e-18
1.4986187124755067e-12,0.5724075743392785,76.950000000000003,0.0,0.0,0.0,0.99999831849200038,9.4999999990567812,1.1859539058341216e-07,5.1782711985515086e-07,5.1822639472316803e-07,8.7985609089432266e-14,6.7042324162665699e-10,1.7964808289892973e-07,1.4177542064666659e-07,3.2217604214064148e-10,2.7270301229592547e-10,2.0416641772547107e-07,8.8957666943101307e-18,2.1405290882384322e-12,2.3939648248170019e-18,1.3323947169835272e-18,1.6374994384477045e-12,5.1205420340151985e-15,5.119749863508554e-15,6.0456663082635106e-19,1.8760387581612459e-19,2.4571617756139062e-18
1.5336563240863526e-12,0.5724075743390042,76.950000000000003,0.0,0.0,0.0,0.99999827924934259,9.4999999990148645,1.2136813713054863e-07,5.2991795653980025e-07,5.3033847766672521e-07,9.0066375412696032e-14,7.019665221571394e-10,1.8039624273005227e-07,1.4647779358205014e-07,3.2479745765568563e-10,2.8307562507337053e-10,2.1093816112018459e-07,9.3143204530864587e-18,2.2390518526887079e-12,2.5593225215267423e-18,1.4288870735729744e-18,1.7148039395339628e-12,5.4877744068234911e-15,5.486918570721429e-15,6.516791428857901e-19,2.0415695917494402e-19,2.5506239729021922e-18
1.5651901745361139e-12,0.5724075743387524,76.950000000000003,0.0,0.0,0.0,0.99999824393181447,9.4999999989764365,1.2386360877870204e-07,5.4079909407796734e-07,5.4123926350098846e-07,9.1973756275973967e-14,7.3096860651882013e-10,1.810292565463988e-07,1.5072614138783725e-07,3.2706400539860248e-10,2.9249894334258708e-10,2.170560768672383e-07,9.6991547305269394e-18,2.3295488020876383e-12,2.714393249633062e-18,1.5196506077500205e-18,1.7858960063329267e-12,5.8329210477906222e-15,5.8320049981974789e-15,6.9613423941252016e-19,2.1991535372961252e-19,2.6355325847628068e-18
1.5967240249858751e-12,0.5724075743384966,76.950000000000003,0.0,0.0,0.0,0.99999820861505806,9.499999998937346,1.2635908019544441e-07,5.5167964893247699e-07,5.5213996783577641e-07,9.3892999528334973e-14,7.6055115198473166e-10,1.8162631316026476e-07,1.5498894352461977e-07,3.2924610069705975e-10,3.0200297858010972e-10,2.2319480790259478e-07,1.0091691417941122e-17,2.4217737755879063e-12,2.8755001046752919e-18,1.6142114563197178e-18,1.858425818112352e-12,6.1922288634733856e-15,6.1912497680407872e-15,7.4258060904603846e-19,2.3651482355045378e-19,2.7211685057836525e-18
1.6282578754356364e-12,0.5724075743382365,76.950000000000003,0.0,0.0,0.0,0.99999817329903196,9.4999999988976018,1.2885455138077756e-07,5.6255962148952986e-07,5.6304059331592828e-07,9.562690389101573e-14,7.9071377244812436e-10,1.8218945541037989e-07,1.5926537878721282e-07,3.3134689038409356e-10,3.1158528316416568e-10,2.2935317163433298e-07,1.0491925681504403e-17,2.5157246330584771e-12,3.0427552382643328e-18,1.71265004156182e-18,1.9323930131297661e-12,6.5659813425438098e-15,6.5649363000695543e-15,7.9106214856107946e-19,2.5398032569326395e-19,2.8075096813164526e-18
1.6597917258853976e-12,0.5724075743379721,76.950000000000003,0.0,0.0,0.0,0.99999813798369586,9.4999999988571986,1.3135002233470334e-07,5.7343901213507046e-07,5.7394114189862527e-07,9.7591596619975574e-14,8.2145608205900101e-10,1.8272060926977729e-07,1.6355467294952699e-07,3.333694037574601e-10,3.21243483801664e-10,2.3553005312365937e-07,1.0899851789869671e-17,2.6113993142093606e-12,3.2162708952111612e-18,1.8150469377745784e-18,2.0077972297655438e-12,6.9544619023501116e-15,6.9533479426728884e-15,8.416227438795719e-19,2.7233693334222161e-19,2.8945347267157387e-18
1.6913255763351589e-12,0.5724075743377034,76.950000000000003,0.0,0.0,0.0,0.99999810266901223,9.4999999988161434,1.3384549305722338e-07,5.8431782125478414e-07,5.8484161628604184e-07,9.9386267205219328e-14,8.5277769522394115e-10,1.8322159142724911e-07,1.6785609571688275e-07,3.3531655728883594e-10,3.3097527914297522e-10,2.4172440069603032e-07,1.131546521444272e-17,2.7087958353949715e-12,3.3961594201037641e-18,1.9214828711150016e-18,2.0846381065228684e-12,7.3579538889411519e-15,7.3567679728416689e-15,8.9430626986041816e-19,2.9160982962132647e-19,2.9822229052432462e-18
1.7197060417399441e-12,0.5724075743374578,76.950000000000003,0.0,0.0,0.0,0.9999980708863252,9.4999999987786374,1.360914165096409e-07,5.9410825257650728e-07,5.9465198147136132e-07,1.0102836463336518e-13,8.8146213312477821e-10,1.8364809725537129e-07,1.7173717586191359e-07,3.3700688579085956e-10,3.3979497256136315e-10,2.4731342573678541e-07,1.1696085466361539e-17,2.7979232976344417e-12,3.5636008323589044e-18,2.0207954302850033e-18,2.1550229413301955e-12,7.7341655748467646e-15,7.732912242283074e-15,9.4357280262815112e-19,3.0975976106132873e-19,3.0616926124913026e-18
1.7452484606042509e-12,0.5724075743372341,76.950000000000003,0.0,0.0,0.0,0.99999804228231381,9.4999999987444355,1.3811274745655864e-07,6.0291923852936276e-07,6.0348126146085773e-07,1.0253485740701708e-13,9.0767882501446816e-10,1.8401322340889879e-07,1.7523767681401837e-07,3.3847957008556703e-10,3.4778081166331086e-10,2.5235439033427435e-07,1.2043960714129071e-17,2.8793280394722669e-12,3.7188573230876254e-18,2.1130787941051465e-18,2.2193637836870574e-12,8.0835190769803661e-15,8.0822028751832072e-15,9.8943971840841372e-19,3.2676207874941727e-19,3.1336488947726844e-18
1.7707908794685576e-12,0.5724075743370074,76.950000000000003,0.0,0.0,0.0,0.99999801367867036,9.4999999987098072,1.401340782516538e-07,6.1172984362804205e-07,6.1231049654067448e-07,1.0402697005125758e-13,9.3427491320949684e-10,1.8436145710067935e-07,1.7874496828346899e-07,3.399076476599306e-10,3.5581106925836645e-10,2.574051337816104e-07,1.2396870377794068e-17,2.9618591904681248e-12,3.8784951559174935e-18,2.2081562010144469e-18,2.2846465763996445e-12,8.4432251405867877e-15,8.4418439524397062e-15,1.0367774638183027e-18,3.4441068326294926e-19,3.2060054147848608e-18
1.7963332983328643e-12,0.5724075743367779,76.950000000000003,0.0,0.0,0.0,0.99999798507537807,9.4999999986747543,1.4215540889492714e-07,6.2054006807702092e-07,6.2113968777685144e-07,1.0553282801063019e-13,9.6125019328189159e-10,1.8469357975093384e-07,1.8225873614545092e-07,3.4129246958013802e-10,3.6388465118791198e-10,2.6246520371746572e-07,1.2754811704248507e-17,3.0455158315353704e-12,4.0425742448010332e-18,2.3060708432609763e-18,2.350871127589465e-12,8.8134342105025322e-15,8.8119858820212539e-15,1.085609334665219e-18,3.627191466108382e-19,3.2787523135028719e-18
