Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361)
1.6493547121141147e-12,0.23532924159865345,76.950000000000003,0.0,0.0,0.0,0.99993384469531821,9.4999999378754474,1.0044087999053346e-06,1.3142320443024938e-05,1.3105386045659264e-05,4.9284453186472227e-08,3.001511877529251e-12,9.1048293860931018e-06,9.8891692333096284e-06,1.2837086401150162e-08,3.8932105647935765e-16,1.1363249430602151e-15,5.4725089719360229e-15,1.9621578346196404e-05,3.7469531008057701e-10,7.3152589689208012e-17,2.9256561151842409e-18,2.9260365824002758e-21,4.8730030630397515e-22,8.180202783062049e-12,4.9471031890935442e-10,4.7623307466142435e-12,4.7636701153920836e-12,9.6823306483694205e-16,3.711357130014901e-16,2.0099489621565755e-16,9.4084804455892579e-12,4.0036226258330052e-15,8.0305493800809515e-16,5.6885629036254261e-28,8.7080221298802583e-17,6.0096412235623624e-18,5.2586296603053672e-28,2.2131057184991802e-07,8.1556226310876392e-22,2.7834108185267874e-22,9.1540268636396896e-10,2.6816716425982721e-10,1.178796317416357e-09,9.1762729859471923e-10,5.5302412357793504e-12,5.2585825376663296e-28,2.6324853449727156e-20,3.6719961032822462e-21,3.1839990005189653e-21,7.7759358945700342e-25,2.6914979344721562e-18,1.9793104459939322e-28,2.0151813106514498e-14,8.0995061194932285e-26
1.6929635402295324e-12,0.23532924159042617,76.950000000000003,0.0,0.0,0.0,0.99993209921178916,9.4999999348177564,1.0309642880684009e-06,1.3489644538731505e-05,1.3450573477320146e-05,5.1868519570764167e-08,3.0808378893708172e-12,9.1187395725929201e-06,1.022486803249927e-05,1.3310629117921409e-08,4.0973392032566598e-16,1.2346166094215288e-15,5.8783912542306431e-15,2.0287656171667441e-05,3.9476608437848658e-10,7.5851095806522714e-17,3.0338298706119414e-18,3.2260406794660407e-21,5.3088700524583434e-22,8.7087757860823009e-12,5.2104926923811261e-10,5.1489019037239864e-12,5.1503591507209002e-12,1.0510785341849948e-15,4.0616846272664248e-16,2.0948072602502843e-16,9.9124523378095889e-12,4.2301119149575491e-15,8.5402976316975419e-16,6.8257253488055217e-28,9.5245368646102387e-17,6.4961200763593643e-18,6.3098931457236878e-28,2.2882389090828694e-07,8.9224045012433895e-22,3.0446390956604952e-22,9.5842380352239463e-10,2.8060562351828179e-10,1.1905522768002123e-09,9.6082929550256696e-10,5.9766620267715628e-12,6.3098351050504378e-28,2.9207486949090075e-20,4.0931801408803122e-21,3.5614924330376077e-21,8.9311143649232459e-25,2.8986048106569499e-18,2.3340574257288021e-28,2.1231103811275515e-14,9.2642245364616031e-26
1.73657236834495e-12,0.23532924158202423,76.950000000000003,0.0,0.0,0.0,0.99993035375543871,9.4999999316951289,1.0575197240715864e-06,1.3836965572037459e-05,1.3795695896592202e-05,5.4515689437652481e-08,3.160163201683277e-12,9.1311673194484333e-06,1.0561051419634134e-05,1.3786006812569437e-08,4.3064527361133415e-16,1.3386647628923706e-15,6.3030875916302608e-15,2.0954695602947292e-05,4.1536033172507325e-10,7.8560058695422156e-17,3.1424252479343488e-18,3.5479630496519925e-21,5.7711175197643347e-22,9.2549640027623566e-12,5.4806259451085868e-10,5.555779204805439e-12,5.5573611281943881e-12,1.1385196826249969e-15,4.4340370632169517e-16,2.1800615652040199e-16,1.04295671099399e-11,4.4628511394934915e-15,9.0665361026686572e-16,8.1522476125826954e-28,1.0391914569781013e-16,7.0080363450314182e-18,7.5362228395797057e-28,2.3634810679122254e-07,9.7370815181410772e-22,3.3221550644518655e-22,1.0018342238702795e-09,2.9314222853048132e-10,1.2015127406936297e-09,1.0044290022145506e-09,6.4436872191599562e-12,7.5361517298083773e-28,3.2319897704584122e-20,4.5503171123004507e-21,3.9722885605657754e-21,1.0221330436837057e-24,3.1154633584563855e-18,2.740682031237764e-28,2.2338531959711061e-14,1.0560735364519985e-25
1.7801811964603676e-12,0.2353292415734486,76.950000000000003,0.0,0.0,0.0,0.99992860832377151,9.4999999285079149,1.0840751079155917e-06,1.4184283682321523e-05,1.4140753514011078e-05,5.7225752402584595e-08,3.2394878463011827e-12,9.1422704374200571e-06,1.0897667740641513e-05,1.4263080125750327e-08,4.5205345439199235e-16,1.4486578726219156e-15,6.7470011521700546e-15,2.1622594151124422e-05,4.3647804577400402e-10,8.127868420528703e-17,3.2514102252810577e-18,3.8928037503116232e-21,6.2606359304297275e-22,9.8187887256728122e-12,5.7574965002935415e-10,5.9834757228215332e-12,5.9851893140990886e-12,1.230679460331163e-15,4.8291181722163954e-16,2.2656738972110033e-16,1.0959824567393698e-11,4.7018401933644175e-15,9.6092779576157856e-16,9.6936721353853923e-28,1.1311757517176509e-16,7.5460281769773033e-18,8.9612350802088206e-28,2.4388206396200068e-07,1.06011668046693e-21,3.6164723158430599e-22,1.0456052806969759e-09,3.0576830063258327e-10,1.211725883325035e-09,1.0483978253814977e-09,6.9314964689884779e-12,8.9611483970870383e-28,3.5673902823006814e-20,5.0454864289450792e-21,4.4183766831987886e-21,1.1658336198997272e-24,3.3422425522977739e-18,3.2051529700459578e-28,2.3474096605997076e-14,1.200014318764392e-25
1.823790024575785e-12,0.23532924156470003,76.950000000000003,0.0,0.0,0.0,0.99992686291455879,9.4999999252564482,1.1106304396010531e-06,1.4531598998386918e-05,1.448574653941023e-05,5.9998498781136761e-08,3.3188118526437621e-12,9.1521899367455797e-06,1.1234670840537854e-05,1.4741720271996559e-08,4.7395680625396166e-16,1.5647863131838886e-15,7.2105362861298797e-15,2.2291260238250034e-05,4.5811922038186556e-10,8.4006238441601221e-17,3.3607552101470261e-18,4.2615838357471031e-21,6.7783249115220327e-22,1.0400268669752009e-11,6.0410979202595494e-10,6.4325040402869684e-12,6.4343564841620052e-12,1.3276806998192333e-15,5.2476317521123929e-16,2.3516097435636482e-16,1.1503224526546626e-11,4.9470789766885695e-15,1.0168534824782737e-15,1.1478219763160138e-27,1.228566807381544e-16,8.110733244986637e-18,1.0611022944985244e-27,2.5142472990963267e-07,1.1516173586999746e-21,3.9281044728272296e-22,1.089710061119072e-09,3.1847569688132405e-10,1.2212377192597616e-09,1.0927089199548152e-09,7.4402562128927067e-12,1.0610917784076401e-27,3.9281609243613977e-20,5.5808348241009167e-21,4.9018124437562591e-21,1.3254576677133919e-24,3.5791082258534221e-18,3.7339498378937077e-28,2.4637796815205217e-14,1.3594187024119525e-25
1.8673988526912027e-12,0.23532924155577958,76.950000000000003,0.0,0.0,0.0,0.99992511752580893,9.4999999219410576,1.1371857191285513e-06,1.4878911639264094e-05,1.4830675181923416e-05,6.283371958668381e-08,3.3981352478970948e-12,9.1610518172519316e-06,1.1572019477495514e-05,1.5221808237131361e-08,4.9635367829589596e-16,1.6872423586079145e-15,7.6940985348197638e-15,2.2960612034764571e-05,4.8028384959279616e-10,8.6742043192336015e-17,3.4704328554742793e-18,4.6553454108946821e-21,7.3250932265860582e-22,1.0999420247005647e-11,6.331423776598345e-10,6.9033762499835661e-12,6.9053749242577784e-12,1.4296461161196896e-15,5.69028158085507e-16,2.4378377688154937e-16,1.2059766813902787e-11,5.1985673953268464e-15,1.0744316986220713e-15,1.3536994075533004e-27,1.3315248558749349e-16,8.7027887549619183e-18,1.2514345233222914e-27,2.5897518203910026e-07,1.2483615057690709e-21,4.2575651443567424e-22,1.1341233251594337e-09,3.3125678513347257e-10,1.2300920915279342e-09,1.137337108605223e-09,7.970120483011999e-12,1.2514218238047318e-27,4.3155413390361438e-20,6.15857702894968e-21,5.4247185042214886e-21,1.5023212667669497e-24,3.8262231330636377e-18,4.3340926809727504e-28,2.5829631662477874e-14,1.5355260644838054e-25
1.9110076808066203e-12,0.23532924154668794,76.950000000000003,0.0,0.0,0.0,0.99992337215574167,9.4999999185620645,1.1637409464986172e-06,1.5226221714952368e-05,1.517553964998718e-05,6.5731206528076723e-08,3.4774580571850779e-12,9.1689686665613078e-06,1.1909676799723491e-05,1.5703234036817002e-08,5.1924242511038638e-16,1.8162201759633878e-15,8.1980946352524361e-15,2.363057642155577e-05,5.0297192762428226e-10,8.9485471702746788e-17,3.5804178894515005e-18,5.0751516853629899e-21,7.9018587480838864e-22,1.161625781175778e-11,6.628467650133781e-10,7.3966039556718249e-12,7.3987564311130556e-12,1.5366983069500561e-15,6.157771342720748e-16,2.5243295447722011e-16,1.2629451265317374e-11,5.4563053604552577e-15,1.1336633544306846e-15,1.5904195734624641e-27,1.4402101117830537e-16,9.3228314525465239e-18,1.4702824721101389e-27,2.6653259596710393e-07,1.3505004255967798e-21,4.6053678850350706e-22,1.1788214247664947e-09,3.4410441914435416e-10,1.2383306809745639e-09,1.1822588010659056e-09,8.521231683539127e-12,1.4702672026047944e-27,4.7308000827645968e-20,6.7809964463753114e-21,5.9892852202003983e-21,1.6978143802217988e-24,4.0837470078596718e-18,5.0131725076044616e-28,2.7049600232265927e-14,1.7296433094637589e-25
1.954616508922038e-12,0.23532924153742613,76.950000000000003,0.0,0.0,0.0,0.99992162680276708,9.4999999151197763,1.1902961217117369e-06,1.5573529327105044e-05,1.5520340151343321e-05,6.8690752007327923e-08,3.5567803037258189e-12,9.1760410871503293e-06,1.22476098783673e-05,1.6185896031558181e-08,5.4262140676566346e-16,1.9519158185469241e-15,8.7229325214572362e-15,2.4301088063166714e-05,5.2618344885403287e-10,9.2235944771863422e-17,3.6906869574571344e-18,5.5220870276211654e-21,8.5095484276217624e-22,1.2250793879638574e-11,6.9322231308873745e-10,7.9126982727989413e-12,7.9150123130081437e-12,1.6489597528862252e-15,6.6508045630460896e-16,2.611059299794102e-16,1.3212277725273077e-11,5.7202927881644114e-15,1.1945492567570332e-15,1.8617347082528122e-27,1.5547827614185785e-16,9.9714976287756927e-18,1.7211155899882079e-27,2.7409623507127846e-07,1.4581853963017136e-21,4.9720261598636068e-22,1.2237822235084459e-09,3.570119139045144e-10,1.2459930328730822e-09,1.2274519141347328e-09,9.0937213289722276e-12,1.7210973067506335e-27,5.1752345919058289e-20,7.4504458224200092e-21,6.5977713132294957e-21,1.9134031842230032e-24,4.351836622612022e-18,5.7793827582216989e-28,2.829770161762463e-14,1.9431469416022861e-25
1.9982253370374556e-12,0.23532924152799473,76.950000000000003,0.0,0.0,0.0,0.99991988146546384,9.4999999116144931,1.2168512447683562e-06,1.5920834569662561e-05,1.5865076893041296e-05,7.171214911730436e-08,3.6361020089744316e-12,9.1823589716524838e-06,1.2585789290081392e-05,1.6669700293657618e-08,5.6648898878744658e-16,2.0945272187149478e-15,9.269021323091799e-15,2.4972088579561032e-05,5.4991840780784446e-10,9.4992927145011194e-17,3.8012184768974639e-18,5.9972570191560709e-21,9.149098264179143e-22,1.2903039323284462e-11,7.242683818045265e-10,8.4521698292035205e-12,8.4546533904761058e-12,1.7665528175328247e-15,7.170084550443736e-16,2.6980036867487973e-16,1.3808246046207315e-11,5.9905295990863539e-15,1.2570901218563136e-15,2.171752720809723e-27,1.6754029532312598e-16,1.064942312486313e-17,2.0077322401883942e-27,2.8166544115085698e-07,1.5715676610300016e-21,5.3580533133730851e-22,1.2689850175758481e-09,3.6997302140314681e-10,1.2531165972248891e-09,1.2728957929691926e-09,9.6877107444252479e-12,2.0077104354190336e-27,5.6501711488696678e-20,8.1693479152521138e-21,7.2525045407744907e-21,2.1506324202780817e-24,4.6306458453317052e-18,6.641551741614135e-28,2.9573934919562844e-14,2.1774851574336094e-25
2.0418341651528732e-12,0.2353292415183948,76.950000000000003,0.0,0.0,0.0,0.9999181361425622,9.4999999080465116,1.2434063156688862e-06,1.626813752943778e-05,1.6209750081440671e-05,7.4795191639428302e-08,3.7154231927586264e-12,9.1880026429869179e-06,1.2924188743846112e-05,1.7154560022096888e-08,5.9084354214072494e-16,2.2442541804022833e-15,9.8367713619048274e-15,2.5643525805675565e-05,5.7417679914838157e-10,9.7755924179484958e-17,3.9119925031977373e-18,6.5017885084624704e-21,9.8214532705605448e-22,1.3573003547295297e-11,7.559843319926458e-10,9.0155287658171495e-12,9.0181899969994205e-12,1.8895997476927071e-15,7.7163143456291211e-16,2.7851415687511838e-16,1.4417356087887658e-11,6.267015718046934e-15,1.3212865866051117e-15,2.5249617707147795e-27,1.8022307894066348e-16,1.1357243336221737e-17,2.3342824321895498e-27,2.8923962607731943e-07,1.6907984199234126e-21,5.7639625425821027e-22,1.3144104585629184e-09,3.829819069578734e-10,1.2597367798488203e-09,1.3185711341445576e-09,1.0303311728702934e-11,2.3342565265183195e-27,6.1569648484653516e-20,8.9401961615267847e-21,7.9558823637785011e-21,2.4111277704590118e-24,4.9203256956522122e-18,7.6091760458518062e-28,3.0878299246441561e-14,2.4341799583540737e-25
2.085442993268291e-12,0.23532924150862694,76.950000000000003,0.0,0.0,0.0,0.99991639083292772,9.4999999044161179,1.2699613344137047e-06,1.6615438286656797e-05,1.6554359922213464e-05,7.7939674041385623e-08,3.7947438734026067e-12,9.1930438734008602e-06,1.3262784747418285e-05,1.7640395001754911e-08,6.1568344321162013e-16,2.4012983713636061e-15,1.0426594146492043e-14,2.6315353129611532e-05,5.9895861766480618e-10,1.0052447876286745e-16,4.0229906048932523e-18,7.0368296647688817e-21,1.0527567438267818e-21,1.4260694644610391e-11,7.8836952539522441e-10,9.6032847373630396e-12,9.6061319797042055e-12,2.0182226735356689e-15,8.2901966761278332e-16,2.87245382170233e-16,1.5039607716832654e-11,6.549751073741498e-15,1.3871392183401809e-15,2.9262559362553627e-27,1.9354263185111515e-16,1.2095593215805024e-17,2.705291564391207e-27,2.9681826433185209e-07,1.8160288230877131e-21,6.1902668733235029e-22,1.3600404783596535e-09,3.960331262090141e-10,1.2658870019540528e-09,1.3644599108078348e-09,1.0940627181117672e-11,2.7052608986744805e-27,6.6969995644346311e-20,9.7655553400343608e-21,8.7103726116350629e-21,2.6965982553435731e-24,5.2210243996195311e-18,8.6924549326453796e-28,3.2210793713418027e-14,2.7148292831850166e-25
2.1290518213837085e-12,0.23532924149869194,76.950000000000003,0.0,0.0,0.0,0.99991464553554621,9.4999999007235818,1.2965163010031617e-06,1.6962736915458811e-05,1.6898906620346576e-05,8.1145391474842004e-08,3.8740640678385349e-12,9.1975467948888338e-06,1.360155630933589e-05,1.8127131103679592e-08,6.4100707378944716e-16,2.5658633151745051e-15,1.1038902365710473e-14,2.6987528901370204e-05,6.2426385826319038e-10,1.0329816846525136e-16,4.134195748819925e-18,7.6035500314261594e-21,1.1268403700976753e-21,1.4966119536215848e-11,8.2142332466166562e-10,1.0215946913051824e-11,1.0218988700052231e-11,2.1525436087664221e-15,8.8924339162221022e-16,2.9599231526287102e-16,1.5675000805775447e-11,6.8387355984327554e-15,1.4546485234797962e-15,3.3809619971102119e-27,2.0751495290598491e-16,1.2865107276846249e-17,3.1256851983454405e-27,3.0440088633833046e-07,1.9474099644428814e-21,6.6374791395402128e-22,1.4058582164049232e-09,4.0912160285189042e-10,1.2715987662557617e-09,1.4105453001780885e-09,1.1599751693158256e-11,3.1256490247295372e-27,7.2716879161404655e-20,1.0648062232545532e-20,9.5185141444767353e-21,3.0088386546127566e-24,5.5328874433173672e-18,9.9023257240172516e-28,3.3571417441932008e-14,3.0211091606445101e-25
2.172660649499126e-12,0.2353292414885904,76.950000000000003,0.0,0.0,0.0,0.99991290024951229,9.4999998969691823,1.3230712154375823e-06,1.7310033484357951e-05,1.7243390380144108e-05,8.4412139773166622e-08,3.9533837917142554e-12,9.2015687124646358e-06,1.3940484672720701e-05,1.8614699823317482e-08,6.6681282104867399e-16,2.7381543830261995e-15,1.1674109881061989e-14,2.7660015904680001e-05,6.5009251595765482e-10,1.0607660290783076e-16,4.2455921946504438e-18,8.203140578897933e-21,1.2044933896790958e-21,1.5689284095944301e-11,8.5514509334579217e-10,1.0854023977274704e-11,1.0857269034530671e-11,2.2926844507918538e-15,9.5237280515480687e-16,3.0475339328597599e-16,1.6323535233167387e-11,7.133969227670259e-15,1.523814955076347e-15,3.8948673541633163e-27,2.2215603438935877e-16,1.3666419595066488e-17,3.6008148853572643e-27,3.1198707250777655e-07,2.0850928763471864e-21,7.1061119651866382e-22,1.4518479495039213e-09,4.222426071666971e-10,1.2769017279080892e-09,1.4568116135969817e-09,1.2280772106183826e-11,3.6007723575605785e-27,7.8824712353853438e-20,1.1590426281773992e-20,1.0382917512682829e-20,3.3497319502120307e-24,5.8560576253547656e-18,1.1250500189925859e-27,3.4960169559231155e-14,3.3547758816450028e-25
2.2162694776145437e-12,0.23532924147832338,76.950000000000003,0.0,0.0,0.0,0.99991115497401628,9.4999998931531877,1.3496260777172681e-06,1.7657328056670053e-05,1.7587811405229718e-05,8.7739715449163283e-08,4.0327030594918702e-12,9.2051608307929185e-06,1.4279553077439765e-05,1.9103037853793949e-08,6.9309907753093077e-16,2.918378785344773e-15,1.2332631718311955e-14,2.8332780885091607e-05,6.7644458586218095e-10,1.0885942133121865e-16,4.3571653963358717e-18,8.8368137573030777e-21,1.2858138729439853e-21,1.643019326197929e-11,8.8953419590307485e-10,1.1518024130294019e-11,1.1521481375339713e-11,2.4387669808875838e-15,1.0184780647807924e-15,3.1352720451039027e-16,1.6985210882719172e-11,7.4354519000305914e-15,1.5946389194346703e-15,4.4742491086984063e-27,2.3748186152636216e-16,1.4500163810417192e-17,4.1364850660801505e-27,3.1957644791733518e-07,2.2292285248974166e-21,7.5966777484065785e-22,1.49799502436763e-09,4.3539173539178537e-10,1.2818237687398919e-09,1.5032442292877203e-09,1.2983768036377123e-11,4.1364352288440491e-27,8.5308195333357627e-20,1.2595430246388711e-20,1.1306265613521688e-20,3.7212517919766561e-24,6.1906751082433253e-18,1.2749501945282612e-27,3.6377049197932326e-14,3.7176681913277009e-25
2.2598783057299614e-12,0.23532924146789128,76.950000000000003,0.0,0.0,0.0,0.99990940970833486,9.499999889275859,1.376180887842501e-06,1.8004620690907121e-05,1.7932169898548931e-05,9.1127915692809427e-08,4.1120218845340473e-12,9.2083689035500676e-06,1.4618746547558791e-05,1.9592086691556574e-08,7.198642411272882e-16,3.1067455632619835e-15,1.3014884058559004e-14,2.9005794128255729e-05,7.0332006318303945e-10,1.1164629034812526e-16,4.4689019111984525e-18,9.5058035484729299e-21,1.3709007728574228e-21,1.7188851136502224e-11,9.2458999768794252e-10,1.2208455088931405e-11,1.2212133631078111e-11,2.590912864363861e-15,1.0876292823122967e-15,3.2231247434848407e-16,1.766002764297686e-11,7.7431835568768727e-15,1.6671207819135914e-15,5.1259043231365329e-27,2.5350841205342633e-16,1.536697312841668e-17,4.7389810636515026e-27,3.2716867755514534e-07,2.3799678058199301e-21,8.1096886477006709e-22,1.5442857929782579e-09,4.485648899701053e-10,1.2863910735263439e-09,1.5498295279268649e-09,1.3708812368263461e-11,4.7389228413080632e-27,9.2182314675323604e-20,1.3665930853018167e-20,1.2291314344854717e-20,4.1254649856179724e-24,6.536877468691061e-18,1.4412704864727088e-27,3.7822055495616264e-14,4.1117095007421002e-25
2.303487133845379e-12,0.23532924145729492,76.950000000000003,0.0,0.0,0.0,0.99990766445182155,9.4999998853374521,1.4027356458135431e-06,1.8351911441141806e-05,1.8276466062371485e-05,9.4576538369002524e-08,4.1913402791896467e-12,9.2112338137407453e-06,1.4958051701394981e-05,2.0081792271924589e-08,7.4710671506040034e-16,3.3034655799621323e-15,1.3721284228931783e-14,2.9679029083041292e-05,7.307189432117935e-10,1.1443690186653496e-16,4.580789316917867e-18,1.0211365517499238e-20,1.4598539209295881e-21,1.7965261074744142e-11,9.6031186495116067e-10,1.2925824087253584e-11,1.292973322742671e-11,2.7492436507308542e-15,1.1598965223615472e-15,3.3110805256092395e-16,1.8347985406930449e-11,8.0571641421361614e-15,1.7412608720112489e-15,5.8571814854638479e-27,2.7025165584272734e-16,1.626748032113336e-17,5.4150981908999061e-27,3.3476346207085523e-07,2.5374615408795623e-21,8.6456565698374619e-22,1.5907075508334633e-09,4.6175826068325529e-10,1.2906282072718891e-09,1.5965548310824091e-09,1.4455971718157859e-11,5.415030375002487e-27,9.9462343089681204e-20,1.4804859445198247e-20,1.3340893255840245e-20,4.5645340029674828e-24,6.8947997468393959e-18,1.6254372523546786e-27,3.9295187594452909e-14,4.5389101180794464e-25
2.3470959619607966e-12,0.23532924144653494,76.950000000000003,0.0,0.0,0.0,0.99990591920389926,9.4999998813382138,1.4292903516306424e-06,1.8699200357344253e-05,1.8620700098293582e-05,9.8085382015313751e-08,4.2706582548729546e-12,9.2137920922445591e-06,1.5297456581788104e-05,2.0572104632287825e-08,7.7482490786664405e-16,3.5087515119276615e-15,1.4452250693058134e-14,3.0352462024769521e-05,7.586412213188323e-10,1.1723097117044962e-16,4.6928161338901475e-18,1.0954776863758272e-20,1.5527740231042604e-21,1.8759425764558668e-11,9.966991648372797e-10,1.3670637877255904e-11,1.367478710782999e-11,2.9138807738633423e-15,1.2353498001858224e-15,3.3991290157698818e-16,1.9049084071652752e-11,8.377393602093481e-15,1.8170594878211935e-15,6.6760131994594726e-27,2.8772755457419215e-16,1.7202317727862706e-17,6.172171992122773e-27,3.4236053397850541e-07,2.7018604747432477e-21,9.205093159295256e-22,1.6372484780840819e-09,4.74968306676194e-10,1.294558192671649e-09,1.6434083425333956e-09,1.5225306868924751e-11,6.1720932280832794e-27,1.0716383909219532e-19,1.60152226292239e-20,1.4457906194585334e-20,5.0407195143751212e-24,7.2645744944692977e-18,1.8289698673125233e-27,4.0796444640855242e-14,5.0013694993689434e-25
2.3907047900762143e-12,0.23532924143561199,76.950000000000003,0.0,0.0,0.0,0.99990417396405151,9.4999998772783982,1.4558450052940316e-06,1.904648748569339e-05,1.8964872207240233e-05,1.0165424583974961e-07,4.349975822129649e-12,9.2160763811225974e-06,1.5636950504452602e-05,2.1062977600866605e-08,8.0301723337861532e-16,3.7228178401043675e-15,1.5208203041423554e-14,3.1026071754323285e-05,7.870868929473923e-10,1.2002823514619532e-16,4.8049717531402363e-18,1.1737336471403371e-20,1.6497626555940522e-21,1.9571347297518189e-11,1.0337512653821345e-09,1.4443402729543703e-11,1.4447801734175697e-11,3.0849455521648435e-15,1.3140590797869609e-15,3.4872608584374483e-16,1.9763323537966444e-11,8.7038718852015205e-15,1.8945168999361441e-15,7.5909501227508748e-27,3.0595206144924205e-16,1.8172117255539998e-17,7.018109639858027e-27,3.49959654263953e-07,2.8733152722425931e-21,9.7885097890474958e-22,1.6838975835543772e-09,4.881917393680142e-10,1.2982025870589023e-09,1.6903790924606659e-09,1.6016873177428517e-11,7.018018412532547e-27,1.1530264667617613e-19,1.7300102916872414e-20,1.5645331952702178e-20,5.5563829431563263e-24,7.6463318222020091e-18,2.0534848759244436e-27,4.2325825785159294e-14,5.5012785185443088e-25
2.434313618191632e-12,0.23532924142452671,76.950000000000003,0.0,0.0,0.0,0.99990242873181756,9.4999998731582416,1.4823996068039296e-06,1.9393772868864612e-05,1.9308982589467462e-05,1.052829297185206e-07,4.4292929907047397e-12,9.2181158475764477e-06,1.5976523922481944e-05,2.1554368509091488e-08,8.3168211070747161e-16,3.9458808410048731e-15,1.5989561981711897e-14,3.1699839329304751e-05,8.1605595360803519e-10,1.228284506434214e-16,4.9172463709089024e-18,1.2560364959322696e-20,1.7509222606727921e-21,2.0401027232437387e-11,1.0714675355104067e-09,1.5244624434011584e-11,1.52492830874726e-11,3.2625591887311942e-15,1.396094272236523e-15,3.5754676212437032e-16,2.0490703710137199e-11,9.0365989419050158e-15,1.9736333548677694e-15,8.611196174622619e-27,3.2494112094108183e-16,1.9177510378926984e-17,7.9614225069807275e-27,3.575606093536827e-07,3.051976515985822e-21,1.0396417552524521e-21,1.7306446516140277e-09,5.0142550623828796e-10,1.301581558261497e-09,1.7374568844785195e-09,1.6830720956035881e-11,7.9613171251430704e-27,1.2389489498447432e-19,1.866265936497288e-20,1.6906224906733533e-20,6.1139890419803588e-24,8.0401994457192261e-18,2.3007002491483205e-27,4.3883330181328525e-14,6.0409217567866261e-25
2.4779224463070495e-12,0.2353292414132798,76.950000000000003,0.0,0.0,0.0,0.99990068350678529,9.4999998689779908,1.5089541561605452e-06,1.9741056546295579e-05,1.9653031444564624e-05,1.0897123419381763e-07,4.5086097696073604e-12,9.2199365538440424e-06,1.6316168305275601e-05,2.2046237925805632e-08,8.6081796422517631e-16,4.1781585777666538e-15,1.6796749329204912e-14,3.2373747823809554e-05,8.4554839887353877e-10,1.2563139296048508e-16,5.0296309276549662e-18,1.3425204730563096e-20,1.856356142434452e-21,2.1248466652135163e-11,1.1098473450332282e-09,1.6074808300520616e-11,1.6079736668526386e-11,3.4468427715135923e-15,1.4815252342008822e-15,3.663741706702863e-16,2.1231224495591085e-11,9.3755747244788069e-15,2.0544090780427572e-15,9.7466450354155917e-27,3.4471066857696865e-16,2.0219128140606394e-17,9.0112599343747251e-27,3.6516320840630128e-07,3.2379947042754284e-21,1.1029327256604314e-21,1.7774801918527179e-09,5.1466677547303724e-10,1.3047139588987984e-09,1.7846322454587021e-09,1.7666895829511242e-11,9.0111385140150652e-27,1.329569979816638e-19,2.0106128211803123e-20,1.8243715656418935e-20,6.7161084910907251e-24,8.4463027310271334e-18,2.5724397471881869e-27,4.5468956986680664e-14,6.6226798110484433e-25
2.521531274422467e-12,0.23532924140187186,76.950000000000003,0.0,0.0,0.0,0.99989893828858656,9.4999998647378696,1.5355086533640752e-06,2.0088338554431913e-05,1.9997018971456627e-05,1.127189604715955e-07,4.5879261671601652e-12,9.2215617877351758e-06,1.6655876030349301e-05,2.2538549411631257e-08,8.9042322354721521e-16,4.4198708911788876e-15,1.7630187997298527e-14,3.3047782113763196e-05,8.7556422437418154e-10,1.2843685444460331e-16,5.1421170508552556e-18,1.4333220021224868e-20,1.9661684625268302e-21,2.2113666214156532e-11,1.1488900646458316e-09,1.6934459159573585e-11,1.6939667498613775e-11,3.6379172734811401e-15,1.5704217666435304e-15,3.7520762719594655e-16,2.198488580465433e-11,9.7207991868784899e-15,2.1368442764276578e-15,1.1007917959282094e-26,3.6527663074848021e-16,2.1297601150814894e-17,1.0177444214364298e-26,3.7276728089227398e-07,3.4315202492934753e-21,1.1687749415504629e-21,1.8243953914915574e-09,5.2791292144944322e-10,1.3076173987526471e-09,1.831896378081501e-09,1.85254390686224e-11,1.0177304660747923e-26,1.4250565412633013e-19,2.1633823510300408e-20,1.9661011659780103e-20,7.3654205182478908e-24,8.8647647387879807e-18,2.8706373890992898e-27,4.7082705361635093e-14,7.2490316216636075e-25
