Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134)
4.289963339951123e-11,0.17876983264054247,76.950000000000003,0.0,0.0,0.0,0.9999856204029306,9.4999993332815738,5.8276351429129415e-07,6.6630368754433773e-06,6.0761544758339756e-06,6.2676424677859563e-07,6.2599355762695053e-12,6.4352360950421112e-09,1.8174668388905789e-07,3.9947800415783225e-08,1.3567805618087115e-14,9.3218999037760162e-14,5.8036892849130285e-14,1.9970202094022295e-07,9.2001594029335671e-10,5.5814677375807083e-16,8.1464524472569712e-19,1.5450928630999428e-20,9.2477648814827136e-22,5.6990543170255143e-14,7.0230087052993628e-11,2.6868953430350325e-12,2.6901201599560435e-12,1.9733919453698306e-15,1.2514249756088074e-15,9.1094705941481415e-23,7.8862664283752308e-13,1.1593330987467174e-15,3.6937672138632798e-16,6.307405412651596e-27,6.695988708312361e-17,1.9254208295682548e-19,6.0293337229297333e-27,2.0432674161679868e-09,1.226943210675284e-21,3.2831907027022866e-22,1.1650215607876698e-12,3.139748768435112e-13,4.3809210249890311e-14,1.1659077564320643e-12,5.0671896717656483e-14,6.029321635938558e-27,2.700169879431622e-20,2.6890674388720288e-20,2.5910357157557436e-20,6.7280817382583661e-23,4.3374197167390649e-20,5.2934096354359018e-25,1.6534491395805826e-16,1.2277506631671485e-23,8.0694401114146127e-27,4.4360091597176487e-18,1.8919619382751529e-29,2.9065089350310866e-30,3.3899316415184934e-32,6.8846102979346896e-20,2.5970665885332796e-21,3.5963335313973541e-22,4.9444350104738206e-18,5.6565044353106653e-21,7.0017186318272268e-20,7.4875015098082276e-21,7.547088912917175e-21
4.361466999722023e-11,0.17876983259930873,76.950000000000003,0.0,0.0,0.0,0.9999853807189657,9.4999993131108678,5.9247658507554022e-07,6.774063822260186e-06,6.1683975535463769e-06,6.4624035685395428e-07,6.364171830909181e-12,6.4352346078726929e-09,1.8482568055600425e-07,4.064228896768387e-08,1.3989413686549382e-14,9.8579766014013021e-14,6.1326699670089878e-14,2.0308520245469024e-07,9.5093287181318622e-10,5.6785010911625759e-16,8.2881457664897635e-19,1.6577958932708871e-20,9.7838034704141161e-22,5.8932540091936934e-14,7.247070573249433e-11,2.8199397180545586e-12,2.8233264125600528e-12,2.0716070127213196e-15,1.315087492736078e-15,9.2658532617189917e-23,8.1512689416510674e-13,1.1984837579540167e-15,3.8212042741074059e-16,7.0654671268299326e-27,7.0451761541787293e-17,2.0185479526147746e-19,6.7539864793652728e-27,2.0778844605091047e-09,1.2909379684068914e-21,3.4544130105953053e-22,1.1842200364714936e-12,3.1848306672994843e-13,4.3811220468981392e-14,1.1851422731887685e-12,5.2398972761345277e-14,6.753972710716093e-27,2.8791432053791714e-20,2.8896747579603865e-20,2.7857667012722598e-20,7.3511030169827833e-23,4.5001446914816489e-20,5.8774898013458186e-25,1.7078876741428658e-16,1.3407544932744993e-23,8.9609521593825745e-27,4.6152986659635667e-18,2.1355670894576531e-29,3.2762220990326924e-30,3.8601538530855455e-32,7.2425594872901317e-20,2.6829218437541616e-21,3.7701492306386521e-22,5.1928339508709432e-18,5.9437926804238018e-21,7.2411403617973017e-20,7.8676087996844507e-21,8.0097473182942872e-21
4.4329706594929224e-11,0.17876983255756546,76.950000000000003,0.0,0.0,0.0,0.99998514103460634,9.4999992926908838,6.0218964816719961e-07,6.8850907151984308e-06,6.2603912684567552e-06,6.6596574015461028e-07,6.4684963111758757e-12,6.4352331207000683e-09,1.8790467645429045e-07,4.1336777180141534e-08,1.4416417902666417e-14,1.04157008775438e-13,6.4748500839851442e-14,2.064683831548754e-07,9.8236071147378911e-10,5.7755343973509258e-16,8.4298409430976545e-19,1.7767847647573088e-20,1.0341659718253413e-21,6.0906918311731743e-14,7.474282328583553e-11,2.9571915617412604e-12,2.9607453263045555e-12,2.1729441773585164e-15,1.3808203858943154e-15,9.4222358916505916e-23,8.4206501377444977e-13,1.2382844870230082e-15,3.950803900617422e-16,7.8997718841591972e-27,7.4063024430473734e-17,2.1144821998849077e-19,7.5515236758969953e-27,2.1125015504211801e-09,1.3571211068050477e-21,3.6314897396332418e-22,1.2033906888166581e-12,3.2296455197918322e-13,4.3813225670352248e-14,1.2043498331809676e-12,5.4153969054876326e-14,7.5515080252901358e-27,3.0666896202267574e-20,3.1017217626276742e-20,2.991680683291542e-20,8.020453958618008e-23,4.6659191676494418e-20,6.5150599016434371e-25,1.7631780268704752e-16,1.4621186077554431e-23,9.9342489541216474e-27,4.7983264864734732e-18,2.405849311092605e-29,3.6858963293313268e-30,4.3866621898098671e-32,7.6126019359913411e-20,2.770126047594516e-21,3.9490135622689829e-22,5.4493374601757101e-18,6.240557126006993e-21,7.4847272921412393e-20,8.2602480785568725e-21,8.4919101870058559e-21
4.504474319263822e-11,0.17876983251531658,76.950000000000003,0.0,0.0,0.0,0.99998490134985252,9.4999992720236168,6.1190270356627231e-07,6.996117554335811e-06,6.3521376079073233e-06,6.8593840942741522e-07,6.5728279135641662e-12,6.4352316335242426e-09,1.9098367158391504e-07,4.2031265052992938e-08,1.4848775247323334e-14,1.0995586246520711e-13,6.8305482063237293e-14,2.0985156304078519e-07,1.0142994587874562e-09,5.8725676560924023e-16,8.5715379970060091e-19,1.9023060045641258e-20,1.0921855417345857e-21,6.2913669862836225e-14,7.704628456032095e-11,3.0987094690670991e-12,3.1024355696318783e-12,2.2774471641717533e-15,1.4486534005602113e-15,9.5786184839432538e-23,8.6944099966486952e-13,1.2787352829795833e-15,4.0825660848861076e-16,8.8165303612485727e-27,7.7795682119805272e-17,2.2132565179083852e-19,8.4278825810147435e-27,2.1471186857055724e-09,1.4255294087258812e-21,3.8145192801550296e-22,1.2225335576312138e-12,3.2741949378582468e-13,4.3815225873932559e-14,1.223530483910722e-12,5.5936835698084581e-14,8.4278648282047585e-27,3.2630646968013026e-20,3.3256663420121847e-20,3.2092281376241314e-20,8.7387626752471802e-23,4.8347432117086313e-20,7.2100467990705887e-25,1.8193189464759356e-16,1.5923155877067612e-23,1.0995349458421697e-26,4.9850919468530054e-18,2.7052322548629801e-29,4.1391098848546055e-30,4.9751578400305867e-32,7.9949314099419534e-20,2.8586772173142956e-21,4.1329717948912221e-22,5.714071132404102e-18,6.5469462615675838e-21,7.7324865109711655e-20,8.6656156250827148e-21,8.9940233998517028e-21
4.575977979034722e-11,0.17876983247256634,76.950000000000003,0.0,0.0,0.0,0.99998466166470423,9.4999992511110314,6.216157512727593e-07,7.107144339712703e-06,6.4436385431858985e-06,7.0615639347277854e-07,6.6771228604573342e-12,6.4352301463452149e-09,1.9406266594487646e-07,4.2725752586038216e-08,1.5286443048929183e-14,1.1598149870103451e-13,7.2000855914915387e-14,2.1323474211242635e-07,1.0467491132664567e-09,5.9696008673427197e-16,8.7132369481232751e-19,2.0346119238599575e-20,1.1524916109121004e-21,6.4952786780430665e-14,7.938093547465091e-11,3.2445517427882482e-12,3.2484555184015777e-12,2.3851594798694222e-15,1.5186161334071341e-15,9.7350010385972933e-23,8.9725484983010366e-13,1.3198361428412641e-15,4.2164908183780494e-16,9.8223482585254263e-27,8.1651740886419814e-17,2.3149035140384732e-19,9.3893781149060417e-27,2.1817358661646666e-09,1.4961996553023976e-21,4.0036000178913942e-22,1.2416486826716695e-12,3.318480523569592e-13,4.3817221099546381e-14,1.242684272800395e-12,5.7747522880144618e-14,9.3893580180757824e-27,3.4685269939087509e-20,3.5619772886185548e-20,3.4388703170820913e-20,9.5087628848454737e-23,5.0066168802495386e-20,7.9665994074955128e-25,1.8763091865542789e-16,1.7318370010172751e-23,1.2150614311009093e-26,5.1755940744670099e-18,3.036318159172933e-29,4.6397002936022774e-30,5.6318236532515382e-32,8.389741324175664e-20,2.9485733779835403e-21,4.3220682482917951e-22,5.9871603733098446e-18,6.8631083536197335e-21,7.9844251248093862e-20,9.0839074231831529e-21,9.5165337393647563e-21
4.6474816388056214e-11,0.17876983242931854,76.950000000000003,0.0,0.0,0.0,0.99998442197916149,9.4999992299550922,6.3132879128666055e-07,7.2181710712769471e-06,6.5348960297957178e-06,7.2661773687487759e-07,6.7814298481549329e-12,6.435228659162991e-09,1.9714165953717314e-07,4.3420239779109092e-08,1.5729378977581814e-14,1.2223912467351906e-13,7.5837861301711044e-14,2.1661792036980571e-07,1.079709674423042e-09,6.0666340310966717e-16,8.8549378152485585e-19,2.173960611497004e-20,1.2151370992124106e-21,6.7024261101661828e-14,8.1746623001274257e-11,3.3947763979999021e-12,3.3988632604509676e-12,2.4961244163791837e-15,1.5907380346260092e-15,9.8913835556130206e-23,9.2550656225840631e-13,1.3615870636173539e-15,4.3525780925301296e-16,1.0924241375667556e-26,8.5633206913739727e-17,2.4194554630097102e-19,1.0442717263429004e-26,2.2163530916018663e-09,1.5691686259605192e-21,4.1988303340065817e-22,1.2607361036434575e-12,3.3625038692675144e-13,4.3819211366913204e-14,1.2618112471934283e-12,5.9585980878659965e-14,1.0442694557471031e-26,3.6833379984666001e-20,3.8111342855447755e-20,3.6810792381811213e-20,1.0333295588496044e-22,5.1815402209225595e-20,8.7890959235685765e-25,1.9341475053337546e-16,1.8811937084594206e-23,1.340675705264209e-26,5.3698316210248119e-18,3.4018967784049384e-29,5.1917769214752087e-30,6.3633536432222698e-32,8.7972247464655556e-20,3.0398125620818127e-21,4.5163463175501821e-22,6.2687304027718543e-18,7.1891914485366489e-21,8.2405502586237508e-20,9.5153191658117063e-21,1.0059888814014497e-20
4.7904889583474213e-11,0.17876983234134639,76.950000000000003,0.0,0.0,0.0,0.99998394260689261,9.4999991869208795,6.50754848236708e-07,7.4402243729425929e-06,6.7166884059787065e-06,7.6826275312552394e-07,6.9900906343656569e-12,6.4352256847889784e-09,2.0329964441576639e-07,4.48092131448444e-08,1.6630887477524541e-14,1.3547133712533842e-13,8.3949843499133229e-14,2.2338427444180624e-07,1.1471635148178727e-09,6.2607002160518732e-16,9.1383453755019838e-19,2.4748459769317706e-20,1.347659684554503e-21,7.1264250112827023e-14,8.6570500659771389e-11,3.7086035797859582e-12,3.7130731405738523e-12,2.7279843239041742e-15,1.7415764639145909e-15,1.0204148476730801e-22,9.8332356583185658e-13,1.4470390759118961e-15,4.6312402284340307e-16,1.3446368211729513e-26,9.3980385047499465e-17,2.6374017847794181e-19,1.2853715878208121e-26,2.2855876766289004e-09,1.7221498492127378e-21,4.6081332045964775e-22,1.298827991963751e-12,3.4497701648374646e-13,4.3823177105296231e-14,1.2999849414944325e-12,6.3346010848551878e-14,1.2853687056717962e-26,4.1420655776049566e-20,4.3499566745012357e-20,4.2051362783675673e-20,1.215784195502768e-22,5.5405360737070529e-20,1.0650569036294381e-24,2.0523634323327833e-16,2.2115498986021419e-23,1.6250278880700755e-26,5.7695068096219533e-18,4.2486418089498381e-29,6.4682053437567181e-30,8.0804190769588631e-32,9.6509827643489462e-20,3.2263121631341611e-21,4.92061665747194e-22,6.8578128414468617e-18,7.8717118076298825e-21,8.7653886737251092e-20,1.0418283901909428e-20,1.1210927044797849e-20
4.919145630651234e-11,0.17876983226054122,76.950000000000003,0.0,0.0,0.0,0.99998351133782271,9.4999991473925895,6.6823149272600666e-07,7.6399946550953661e-06,6.879425265695277e-06,8.065412535853353e-07,7.1777314447483179e-12,6.4352230088796757e-09,2.0883967879572489e-07,4.6058803203582082e-08,1.7459519544436731e-14,1.4822155929718849e-13,9.1764888344606069e-14,2.2947162859484009e-07,1.2095947245213943e-09,6.4352918831041187e-16,9.3933200069334678e-19,2.7723150158208285e-20,1.4754176753013904e-21,7.5189279586665546e-14,9.101487806364987e-11,4.006493612119639e-12,4.0113266876896608e-12,2.9481246835587375e-15,1.8849508863727882e-15,1.0485527609602762e-22,1.036835301510372e-12,1.5261379685162007e-15,4.8893304627308176e-16,1.6123014669544888e-26,1.0193869067108756e-16,2.8437236820003335e-19,1.5412435184031292e-26,2.3478747892956918e-09,1.8680053941192112e-21,4.9983686902502718e-22,1.3330030991284538e-12,3.5273987939702556e-13,4.3826728133737429e-14,1.334236762104591e-12,6.68231506160001e-14,1.5412399682749705e-26,4.5893937893822875e-20,4.8836472117644117e-20,4.7245090057270913e-20,1.4016412189064115e-22,5.8739312862750524e-20,1.2599452111965286e-24,2.1616029135114303e-16,2.5478969708517275e-23,1.9228135038525857e-26,6.1418253722808801e-18,5.1604161079585816e-29,7.8397125640929055e-30,9.959665994933067e-32,1.0464314264691303e-19,3.3986676367640081e-21,5.3024468855581866e-22,7.4180208299655592e-18,8.5211321935347999e-21,9.2519415815058053e-20,1.1277437680195848e-20,1.2322209884476896e-20
5.0478023029550464e-11,0.17876983217818612,76.950000000000003,0.0,0.0,0.0,0.99998308006747572,9.4999991071061007,6.8570811231066294e-07,7.8397647628795689e-06,7.0414036428816083e-06,8.4557794875055404e-07,7.3655054610472309e-12,6.4352203329601077e-09,2.1437971068711762e-07,4.7308392160282538e-08,1.8304564647980183e-14,1.6180531265783997e-13,1.0008995519790351e-13,2.3555898011181735e-07,1.2736799805761747e-09,6.6098833962308494e-16,9.6483011484975234e-19,3.0968614591895876e-20,1.6115877949580421e-21,7.9218942112075138e-14,9.5557405481612766e-11,4.3194600963419209e-12,4.3246753213706201e-12,3.1794584067335227e-15,2.0357666218577321e-15,1.0766906620626055e-22,1.0917645792454043e-12,1.6073413783039315e-15,5.1544217608769991e-16,1.9240239854283436e-26,1.1033416791843024e-16,3.0599370359178448e-19,1.8392332702596781e-26,2.4101620445693642e-09,2.0218744184778689e-21,5.41004176549643e-22,1.3670891293322889e-12,3.6042027295396658e-13,4.3830263411601826e-14,1.3684025031511077e-12,7.0389429483914668e-14,1.8392289212117379e-26,5.0711811988943274e-20,5.4668819979742247e-20,5.2923966824706615e-20,1.6100796645376315e-22,6.2172002003798556e-20,1.4841184599259212e-24,2.2735689372372051e-16,2.924945112587248e-23,2.2654343930363575e-26,6.5262071026240704e-18,6.2368083487659797e-29,9.4556488726770484e-30,1.2212107360627741e-31,1.1321660196938982e-19,3.5753408691136935e-21,5.7016862682126278e-22,8.0076225168722351e-18,9.204962082585696e-21,9.7521598565625869e-20,1.2182094621908754e-20,1.3507963598099782e-20
5.176458975258859e-11,0.17876983209430328,76.950000000000003,0.0,0.0,0.0,0.99998264879585197,9.499999066072256,7.0318470699067925e-07,8.0395346967486818e-06,7.2026343753587711e-06,8.853620012806876e-07,7.5529372710602526e-12,6.4352176570303033e-09,2.1991974008993596e-07,4.8557980014558495e-08,1.9165788186538912e-14,1.7625414301687473e-13,1.0894482410316074e-13,2.4164632899277769e-07,1.339419280140227e-09,6.7844747551990319e-16,9.9032889241085409e-19,3.4502021890670396e-20,1.7564907833124159e-21,8.3353191374602383e-14,1.0019722848266771e-10,4.6478308545621076e-12,4.6534472747449733e-12,3.4222301160179737e-15,2.1941900667197139e-15,1.1048285509802511e-22,1.1481113871258662e-12,1.6906492875654339e-15,5.426514072019502e-16,2.2856160146366056e-26,1.1917849987741027e-16,3.2862182933874376e-19,2.1848967678910176e-26,2.4724494413405472e-09,2.1839711086818683e-21,5.8437253568022098e-22,1.4010863120285229e-12,3.6801909037920973e-13,4.3833783050048512e-14,1.4024824375847586e-12,7.4044560980194831e-14,2.1848914677386414e-26,5.5890527771801422e-20,6.1028575997156477e-20,5.9119464350008128e-20,1.8431736873617273e-22,6.5703428850691276e-20,1.741073260533054e-24,2.3882544151180904e-16,3.3464247275635216e-23,2.6582591476294538e-26,6.9226368981969487e-18,7.5022617200415897e-29,1.1351780963905101e-29,1.4899933546049781e-31,1.2224132771631464e-19,3.7563206309555911e-21,6.1185561212205525e-22,8.6273407172139933e-18,9.9240560416732021e-21,1.0266085691658342e-19,1.3133384324559489e-20,1.4770817894668641e-20
5.3051156475626715e-11,0.17876983200891455,76.950000000000003,0.0,0.0,0.0,0.99998221752295113,9.4999990243017454,7.2066127676605773e-07,8.2393044559854337e-06,7.3631281511686036e-06,9.2588272360674411e-07,7.7407219172933291e-12,6.4352149810902906e-09,2.2545976700417114e-07,4.9807566765999157e-08,2.0042958800798327e-14,1.9159991106607394e-13,1.1834951795502808e-13,2.4773367523776072e-07,1.4068126203713507e-09,6.95906596021291e-16,1.0158283445615509e-18,3.8341161363169723e-20,1.9104506198358341e-21,8.7591981079756954e-14,1.0493350266351583e-10,4.9919309506750338e-12,4.9979680192627016e-12,3.6766823746242253e-15,2.3603862128909957e-15,1.1329664277133967e-22,1.2058757131886651e-12,1.776061678513084e-15,5.7056073450424974e-16,2.7034794808071088e-26,1.2848336868572293e-16,3.5227408113747588e-19,2.5843542842633231e-26,2.5347369785096861e-09,2.3545096337231218e-21,6.2999923440961165e-22,1.4349948761532834e-12,3.7553721550805097e-13,4.38372871592218e-14,1.4364768375621203e-12,7.7788259519326439e-14,2.5843478567527347e-26,6.1446606852833369e-20,6.7948875195038866e-20,6.5864208947702213e-20,2.103128540657576e-22,6.9333593833508788e-20,2.0346231046999184e-24,2.5056522925367326e-16,3.8163024712138902e-23,3.1071451886239333e-26,7.3310981356136102e-18,8.9841591904456567e-29,1.3568095856629946e-29,1.8094035287119346e-31,1.3172840720308354e-19,3.9415957469558531e-21,6.5532696031200922e-22,9.2778964117057416e-18,1.0679266466759653e-20,1.0793761482228829e-19,1.413243351617848e-20,1.6113406164661141e-20
5.433772319866484e-11,0.1787698319220414,76.950000000000003,0.0,0.0,0.0,0.99998178624877343,9.4999989818050938,7.3813782163680133e-07,8.4390740408789797e-06,7.5228955044895387e-06,9.6712958201520824e-07,7.9285476459825393e-12,6.4352123051400963e-09,2.3099979142981451e-07,5.1057152414237791e-08,2.0935848461930813e-14,2.0787480030501992e-13,1.283243088445521e-13,2.5382101884680628e-07,1.4758599984271216e-09,7.1336570111038461e-16,1.0413284837853026e-18,4.2504461880265028e-20,2.0737946035897955e-21,9.193526495360026e-14,1.0976539392290705e-10,5.3520826142336892e-12,5.3585601884725465e-12,3.9430556295489142e-15,2.5345186091272949e-15,1.1611042922622251e-22,1.2650575454172882e-12,1.8635785332791935e-15,5.991701528560293e-16,3.18463587387987e-26,1.3826045550273462e-16,3.7696747742279316e-19,3.0443184315943252e-26,2.5970246549873172e-09,2.5337041446306101e-21,6.7794155592503868e-22,1.4688150501103926e-12,3.8297552252607196e-13,4.3840775848222643e-14,1.4703859744224525e-12,8.162024042808315e-14,3.0443106734021664e-26,6.73968500186941e-20,7.5464057956871033e-20,7.3192017487552786e-20,2.3922854559574694e-22,7.3062497071417848e-20,2.3689129380990134e-24,2.6257555499081937e-16,4.3387900916620455e-23,3.6184613540198654e-26,7.7515725993838862e-18,1.0712992894060227e-28,1.61490396344623e-29,2.1874580755195118e-31,1.4168889194740714e-19,4.1311550976849331e-21,7.0060315038085535e-22,9.9600086927710157e-18,1.1471443518987158e-20,1.1335229832796767e-19,1.5180365970866331e-20,1.7538365597775282e-20
5.549563324939915e-11,0.17876983184260398,76.950000000000003,0.0,0.0,0.0,0.99998139810092168,9.4999989429458473,7.5386669072700951e-07,8.6188665184565631e-06,7.6660736143749912e-06,1.0048640181865605e-06,8.0973701538145195e-12,6.4352098967762407e-09,2.3598581128514031e-07,5.2181778554139336e-08,2.1752703146801355e-14,2.2334345482170191e-13,1.3780600739732504e-13,2.5929962584125344e-07,1.5394168386679435e-09,7.2907888249957491e-16,1.0642792069675927e-18,4.6544344739962258e-20,2.2291007791735762e-21,9.5933524725549148e-14,1.1419516753861995e-10,5.6902072474614516e-12,5.69709858577524e-12,4.1931810402949652e-15,2.6981572732851443e-15,1.1864283599387323e-22,1.3195331522203482e-12,1.944143004301649e-15,6.2551720295127554e-16,3.6781272957531048e-26,1.4747323371953515e-16,4.0009552487588545e-19,3.5160758899494711e-26,2.6530836820336173e-09,2.7025570536240625e-21,7.2311684342940034e-22,1.4991778214226271e-12,3.8960246911202671e-13,4.3843902573408285e-14,1.5008315212316063e-12,8.5144270128019357e-14,3.5160667352948117e-26,7.3103188042128074e-20,8.2765716372210764e-20,8.0314488409638693e-20,2.6795431002203983e-22,7.6502931082761918e-20,2.7083149819986971e-24,2.7361558068498203e-16,4.8576963007017632e-23,4.1377238850793435e-26,8.1402547014859432e-18,1.2507984793724364e-28,1.8824262514535644e-29,2.5852946438129032e-31,1.5106719481928829e-19,4.3054123871110565e-21,7.4291112436999889e-22,1.0601483431370988e-17,1.2216710184769783e-20,1.1834379371352617e-19,1.616622678268157e-20,1.8893438633023419e-20
5.665354330013346e-11,0.17876983176199673,76.950000000000003,0.0,0.0,0.0,0.99998100995203587,9.4999989035143013,7.6959553964446674e-07,8.7986588546336376e-06,7.8086791971097519e-06,1.0431707502175003e-06,8.2663729447827369e-12,6.4352074884041828e-09,2.4097182912469335e-07,5.3306403799934144e-08,2.2581946618940702e-14,2.3961492320776921e-13,1.4778122545853577e-13,2.6477823070065232e-07,1.6043134451717398e-09,7.447920514031851e-16,1.0872305055180857e-18,5.0876602810573416e-20,2.3925189774163419e-21,1.0001635360433316e-13,1.1870112988941726e-10,6.041823336268604e-12,6.0491451369586199e-12,4.4533278579601064e-15,2.8684728318133926e-15,1.2117524177462251e-22,1.3751569204073137e-12,2.0264120633433642e-15,6.5243131882924965e-16,4.2351893870777818e-26,1.5708648364574742e-16,4.2409239946334949e-19,4.0486059721914401e-26,2.7091428202653163e-09,2.8787508496007314e-21,7.7025593351597379e-22,1.5294693470274594e-12,3.9616608717248891e-13,4.3847016973863534e-14,1.5312084206901984e-12,8.8739372461432078e-14,4.0485952072398994e-26,7.915526360750967e-20,9.0604799487159455e-20,8.7963970573020574e-20,2.9943738147889616e-22,8.0023342752312845e-20,3.0878890861758373e-24,2.8487366912232594e-16,5.4262687413737014e-23,4.7185816554844279e-26,8.53863643764512e-18,1.4557593978012221e-28,2.1874221248605073e-29,3.0453083384398964e-31,1.6084588474419485e-19,4.4831229099924499e-21,7.8671073757932786e-22,1.1269621505542247e-17,1.2993223266774267e-20,1.2344766925747351e-19,1.719340598341592e-20,2.0319297310861748e-20
5.781145335086777e-11,0.17876983168023458,76.950000000000003,0.0,0.0,0.0,0.99998062180211567,9.4999988635178294,7.8532436838917533e-07,8.9784510499094663e-06,7.9507196219634812e-06,1.0820424091613263e-06,8.4350396471770618e-12,6.4352050800239408e-09,2.4595784494846739e-07,5.4431028151365213e-08,2.3423419358859846e-14,2.5671329912586857e-13,1.5826523776460734e-13,2.7025683342503185e-07,1.6705498158659132e-09,7.6050520779814572e-16,1.110182389118951e-18,5.5516025817931394e-20,2.564294298445552e-21,1.0418371789889412e-13,1.2328269370812527e-10,6.4071600463106129e-12,6.4149292949832344e-12,4.723667082987508e-15,3.0455815893553182e-15,1.2370764656848375e-22,1.431928841110496e-12,2.1103856972174852e-15,6.79912496689566e-16,4.8624120519050935e-26,1.6710871881312968e-16,4.4896987391567857e-19,4.648208780903617e-26,2.7652020689086967e-09,3.0624416113638368e-21,8.1940057565131385e-22,1.5596897923281798e-12,4.026669943960303e-13,4.3850119127002152e-14,1.5615168689151415e-12,9.2405341784360694e-14,4.6481961645880101e-26,8.5565882020827198e-20,9.9008895485844337e-20,9.6167638386200193e-20,3.3387875339239527e-22,8.3623731803391786e-20,3.5114322226115958e-24,2.9634931502454491e-16,6.0481247782682305e-23,5.3668749587723943e-26,8.9467020093991384e-18,1.6891687749340484e-28,2.5342239652963415e-29,3.5757005591666295e-31,1.7103294442081936e-19,4.6642786630837704e-21,8.32015284643288e-22,1.1964943253791046e-17,1.3801597941584445e-20,1.2866424001233108e-19,1.8262716736207215e-20,2.1817868734179286e-20
5.896936340160209e-11,0.17876983159733253,76.950000000000003,0.0,0.0,0.0,0.99998023365116118,9.4999988229637093,8.0105317696113646e-07,9.1582431035472172e-06,8.0922021643379619e-06,1.1214717199344016e-06,8.6040897808089157e-12,6.4352026716355337e-09,2.5094385875645623e-07,5.5555651608175145e-08,2.4276963879098697e-14,2.7466286070365568e-13,1.692734670706018e-13,2.7573543401442101e-07,1.7381259486777173e-09,7.7621835170801059e-16,1.1331348662439913e-18,6.0477836969435843e-20,2.7446737403157067e-21,1.0843558393151655e-13,1.2793927803006619e-10,6.7864447966587932e-12,6.794678764032201e-12,5.0043684117801632e-15,3.2295989613076534e-15,1.2624005037547043e-22,1.4898489054296405e-12,2.1960638926883568e-15,7.0796073271538815e-16,5.5669162346075523e-26,1.7754845211598712e-16,4.7473953117977758e-19,5.3216921385388045e-26,2.8212614271963116e-09,3.2537854060491452e-21,8.7059251618239869e-22,1.5898393223834561e-12,4.0910580249155813e-13,4.3853209109590103e-14,1.5917570614970748e-12,9.6141973038357256e-14,5.321677399701704e-26,9.2348015521380842e-20,1.0800640971816215e-19,1.0495347284662822e-19,3.7148966946308409e-22,8.7304097905634372e-20,3.9830172015833448e-24,3.0804201489716513e-16,6.7270669276159709e-23,6.0888705529650734e-26,9.3644350528307689e-18,1.9542994352497614e-28,2.9275713824676997e-29,4.1855855753815195e-31,1.8163633358797373e-19,4.8488716715459763e-21,8.7883758333457003e-22,1.2687967812807835e-17,1.4642447964012267e-20,1.3399382247199196e-19,1.9374970324895351e-20,2.3391080426866124e-20
6.001148244726297e-11,0.1787698315217582,76.950000000000003,0.0,0.0,0.0,0.99997988431441809,9.4999987859941459,8.1520908742820425e-07,9.3200558311042497e-06,8.2190654001925641e-06,1.1574289549659034e-06,8.7561646669258327e-12,6.4352005040790034e-09,2.5543126946014451e-07,5.6567811954196184e-08,2.5055346798578161e-14,2.91565444563038e-13,1.7964194542923798e-13,2.8066617271947844e-07,1.8000899631056674e-09,7.9036017053421282e-16,1.1537926112198146e-18,6.5232042625367967e-20,2.914577436083602e-21,1.123344845231014e-13,1.3219387137825075e-10,7.1399131957907693e-12,7.1485804103300694e-12,5.26599840588115e-15,3.4012161330578047e-15,1.2851921295799165e-22,1.54295861872613e-12,2.2746316577986546e-15,7.3368897670222446e-16,6.2733694082731038e-26,1.8730820838480353e-16,4.9870445900111709e-19,5.9970407015352413e-26,2.8717149427717564e-09,3.4326671444071076e-21,9.1845020360354779e-22,1.6169134030400743e-12,4.1484813576387293e-13,4.3855979751021494e-14,1.6189150374753468e-12,9.956518811149685e-14,5.9970237933362583e-26,9.8780437490295514e-20,1.1663568532929888e-19,1.1338225720926221e-19,4.0823241817351828e-22,9.0684807447850389e-20,4.4521126850750207e-24,3.1875061124412865e-16,7.3902175067357785e-23,6.8072126285383409e-26,9.7486464875843696e-18,2.2229815444587487e-28,3.3256359917701971e-29,4.8107455622711547e-31,1.9154190567911157e-19,5.0179376644725987e-21,9.2228553887266623e-22,1.3362803911770175e-17,1.5427485522685975e-20,1.3888733444601341e-19,2.0413383682686249e-20,2.4872381820507285e-20
