Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150)
1.520810721652312e-08,0.2567452345314893,76.950000000000003,0.0,0.0,0.0,0.99860069487523595,9.4996819362660627,8.809662821320817e-05,0.0006396367839452161,0.00032924703780082368,0.00031380325951362492,5.4801103228294786e-10,1.2525668375289581e-09,1.2107457633773444e-05,3.6770041779090856e-06,8.6709754403613055e-12,5.8291356849452425e-07,4.5089849412769729e-07,1.1701332168484061e-05
1.553682457080328e-08,0.2567452141610264,76.950000000000003,0.0,0.0,0.0,0.9985705134779731,9.4996749979076203,8.9991843813208637e-05,0.00065341785170344323,0.0003362695658622461,0.00032062380416482048,5.5981766930268519e-10,1.2525306671582416e-09,1.2368973660255541e-05,3.7562355409144283e-06,8.8594399850966567e-12,6.2148400316595757e-07,4.8084991540567238e-07,1.1954092156028476e-05
1.586554192508344e-08,0.256745193790332,76.950000000000003,0.0,0.0,0.0,0.99854033511248341,9.4996680594698937,9.188668143510197e-05,0.00066719650220769069,0.00034329049856516783,0.00032744278093679792,5.7162214485289573e-10,1.2524944797629406e-09,1.2630481428159666e-05,3.8354529519125171e-06,9.0478610809012268e-12,6.6171555028185151e-07,5.120964343212414e-07,1.2206844843029302e-05
1.61942592793636e-08,0.25674517341937214,76.950000000000003,0.0,0.0,0.0,0.99851015979859303,9.4996611209423669,9.3781141148576309e-05,0.00068097270242495898,0.00035030981137445112,0.00033426016600860868,5.8342462046823318e-10,1.25245832738753e-09,1.2891980938267791e-05,3.9146561053237609e-06,9.2362383867042124e-12,7.0364286269697119e-07,5.4466519489456717e-07,1.2459590230220736e-05
1.6522976633643762e-08,0.25674515304811846,76.950000000000003,0.0,0.0,0.0,0.99847998755611134,9.4996541823142788,9.5675223023345947e-05,0.00069474641911273431,0.00035732747977512382,0.0003410759355794591,5.9522485772606465e-10,1.2524221533195959e-09,1.3153472191421088e-05,3.9938449307566731e-06,9.4245708940959954e-12,7.4730056536560278e-07,5.7858332076816328e-07,1.27123283183942e-05
1.6818822252495905e-08,0.2567451347137119,76.950000000000003,0.0,0.0,0.0,0.99845283518028893,9.4996479374542915,9.7379573716187639e-05,0.0007071406134107098,0.00036364195512282376,0.00034720872728587568,6.0584322894564464e-10,1.2523896032745567e-09,1.338880726022664e-05,4.0651024153393521e-06,9.5940314635300528e-12,7.8810057445308183e-07,6.1028574117941032e-07,1.2939786357713849e-05
1.7114667871348048e-08,0.25674511637901826,76.950000000000003,0.0,0.0,0.0,0.99842568532275489,9.499641692496553,9.9083618467026046e-05,0.00071953274517923542,0.00036995506081681376,0.00035334017385108018,6.1645983001241187e-10,1.2523570591146553e-09,1.3624135642149726e-05,4.1363479521180459e-06,9.7634548798312618e-12,8.3035542530419876e-07,6.4312284538683825e-07,1.316723848600478e-05
1.741051349020019e-08,0.2567450980440146,76.950000000000003,0.0,0.0,0.0,0.99839853799791356,9.4996354474333291,0.00010078735732673639,0.00073192279032533217,0.0003762667790287818,0.00035947025796606629,6.2707464863525851e-10,1.2523245224750418e-09,1.3859457337792856e-05,4.2075814019684025e-06,9.9328406786663899e-12,8.7409030076341872e-07,6.7711436363323522e-07,1.3394684703833598e-05
1.7706359109052334e-08,0.25674507970867866,76.950000000000003,0.0,0.0,0.0,0.998371393220156,9.4996292022568767,0.00010249079034621228,0.00074431072476013123,0.00038257709194557316,0.00036559896233671191,6.3768762787626949e-10,1.2522919846214074e-09,1.4094772347767335e-05,4.2788026404991225e-06,1.0102188321517069e-11,9.1933036287700505e-07,7.1228001098458586e-07,1.3622125011775404e-05
1.8002204727904477e-08,0.2567450613729876,76.950000000000003,0.0,0.0,0.0,0.99834425100386193,9.499622956959481,0.00010419391757636427,0.00075669652443879866,0.00038888598176833162,0.00037172626968287538,6.4829878648364696e-10,1.2522594546005507e-09,1.4330080672679032e-05,4.350011516896828e-06,1.0271497396635377e-11,9.6610075411092821e-07,7.48639488222156e-07,1.3849559410400053e-05
1.829805034675662e-08,0.256745043036919,76.950000000000003,0.0,0.0,0.0,0.9983171113633984,9.4996167115334149,0.00010589673906811971,0.00076908016530844575,0.00039519343071251612,0.00037785216273839142,6.5890806082723572e-10,1.2522269226723673e-09,1.4565382313146482e-05,4.4212079061708269e-06,1.0440767355043112e-11,1.0144265973400333e-06,7.8621248183881392e-07,1.4076987900289636e-05
1.8593895965608763e-08,0.25674502470044963,76.950000000000003,0.0,0.0,0.0,0.99828997431312028,9.4996104659709761,0.00010759925487242247,0.0007814616233593508,0.00040149942100780087,0.00038397662425099726,6.6951547079469699e-10,1.2521943980061053e-09,1.4800677269782112e-05,4.4923916576530388e-06,1.0609997787616088e-11,1.0643329959660229e-06,8.2501866412670277e-07,1.4304410482020347e-05
1.8889741584460905e-08,0.2567450063635578,76.950000000000003,0.0,0.0,0.0,0.99826283986737052,9.4996042202644428,0.00010930146504023298,0.00079384087457275252,0.00040780393489854696,0.00039009963698279207,6.8012094526897742e-10,1.2521618694265089e-09,1.5035965543211788e-05,4.5635626479507101e-06,1.0779188133599883e-11,1.1158450332715846e-06,8.6507769271100777e-07,1.4531827156181363e-05
1.9185587203313048e-08,0.2567449880262197,76.950000000000003,0.0,0.0,0.0,0.99823570804047912,9.4995979744061358,0.000111003369622529,0.00080621789498574201,0.00041410695464430449,0.00039622118371071807,6.9072454430023627e-10,1.252129354661459e-09,1.5271247134050444e-05,4.6347207164443755e-06,1.0948338051709183e-11,1.1689877717357268e-06,9.0640921005075037e-07,1.4759237923351307e-05
1.948143282216519e-08,0.2567449696884141,76.950000000000003,0.0,0.0,0.0,0.99820857884676262,9.4995917283883298,0.0001127049686703053,0.00081859266060171519,0.00042040846251998991,0.00040234124722673812,7.0132613757252027e-10,1.2520968298745643e-09,1.550652204293706e-05,4.7058657553668479e-06,1.1117446883080172e-11,1.2237862527882988e-06,9.4903284326606031e-07,1.4986642784132033e-05
1.9777278441017334e-08,0.25674495135011666,76.950000000000003,0.0,0.0,0.0,0.99818145230052502,9.4995854822033738,0.00011440626223457349,0.0008309651475114111,0.00042670844081592129,0.00040845981033786643,7.1192585203651367e-10,1.2520643266900252e-09,1.5741790270486458e-05,4.7769975883577735e-06,1.1286514398951597e-11,1.2802654967598112e-06,9.9296820410049805e-07,1.521404173910205e-05
2.0073124059869477e-08,0.2567449330113068,76.950000000000003,0.0,0.0,0.0,0.99815432841605567,9.4995792358435409,0.00011610725036636394,0.00084333533174758227,0.00043300687183973685,0.00041457685586804435,7.2252350720029113e-10,1.2520318111441646e-09,1.5977051817349771e-05,4.8481161187081818e-06,1.1455539857472623e-11,1.3384505002527565e-06,1.0382348870144416e-06,1.5441434788874968e-05
2.036896967872162e-08,0.25674491467196053,76.950000000000003,0.0,0.0,0.0,0.99812720720763348,9.4995729893011891,0.00011780793311671967,0.00085570318942895936,0.00043930373791086782,0.00042069236665274421,7.3311920844601398e-10,1.2519993096575862e-09,1.6212306684150657e-05,4.9192211779918115e-06,1.16245229945942e-11,1.3983662437064973e-06,1.0848524746942788e-06,1.5668821934037836e-05
2.0664815297573763e-08,0.2567448963320563,76.950000000000003,0.0,0.0,0.0,0.9981000886895236,9.4995667425686108,0.00011950831053670161,0.00086806869663032607,0.0004455990213658174,0.00042680632554412226,7.4371278995155186e-10,1.2519667922145237e-09,1.6447554871544409e-05,4.9903126630394855e-06,1.1793463093693242e-11,1.4600376841689811e-06,1.1328405327927746e-06,1.5896203175208284e-05
2.0960660916425905e-08,0.2567448779915705,76.950000000000003,0.0,0.0,0.0,0.99807297287597607,9.4995604956381907,0.00012120838267738918,0.00088043182953601788,0.00045189270455869629,0.00043291871541152941,7.5430446705339337e-10,1.251934307173206e-09,1.6682796380151078e-05,5.0613903824438279e-06,1.1962360075262668e-11,1.5234897545675942e-06,1.1822186093962161e-06,1.6123578512969891e-05
2.1256506535278048e-08,0.25674485965048216,76.950000000000003,0.0,0.0,0.0,0.99804585978122706,9.4995542485022018,0.00012290814958987878,0.00089279256422368709,0.00045818476986015429,0.00043902951914047915,7.6489388900146964e-10,1.2519017876193776e-09,1.69180312106514e-05,5.1324542724126792e-06,1.2131212914639297e-11,1.5887473651651561e-06,1.233006236094091e-06,1.6350947947964866e-05
2.155235215413019e-08,0.2567448413087666,76.950000000000003,0.0,0.0,0.0,0.99801874941949886,9.4995480011530908,0.00012460761132528303,0.00090515087696129727,0.00046447519965688163,0.00044513871963214921,7.7548149423828446e-10,1.2518693254045705e-09,1.7153259363650484e-05,5.203504097806096e-06,1.2300021905817602e-11,1.6558354042449952e-06,1.2852229284726547e-06,1.6578311480762338e-05
2.1848197772982334e-08,0.256744822966404,76.950000000000003,0.0,0.0,0.0,0.99799164180499922,9.4995417535831024,0.00012630676793473308,0.00091750674383681929,0.00047076397635402683,0.00045124629980574673,7.8606675688032916e-10,1.2518368202501986e-09,1.7388480839852578e-05,5.2745398271478231e-06,1.2468785732455877e-11,1.7247787347986404e-06,1.3388881837164251e-06,1.6805669112027269e-05
2.2114458829949265e-08,0.2567448064577044,76.950000000000003,0.0,0.0,0.0,0.99796724731256248,9.4995361305750023,0.00012783574804281776,0.00092862491319860394,0.00047642244744988487,0.000456741722483233,7.9559172017234344e-10,1.2518075772820555e-09,1.7600174460292036e-05,5.3384597687492815e-06,1.2620634583002437e-11,1.7884345410770638e-06,1.3884415384166532e-06,1.7010285934844007e-05
2.2380719886916195e-08,0.25674478994844524,76.950000000000003,0.0,0.0,0.0,0.9979428550672188,9.4995305073762797,0.00012936448107760153,0.00093974106485285617,0.00048207955248824087,0.00046223580644666679,8.0511495127332621e-10,1.251778338735876e-09,1.7811862673519919e-05,5.4023680406973921e-06,1.2772446453263531e-11,1.8536313542160804e-06,1.4391982036408002e-06,1.7214897978355897e-05
2.2646980943883126e-08,0.2567447734386098,76.950000000000003,0.0,0.0,0.0,0.9979184650792966,9.4995248839813762,0.00013089296707639208,0.0009508551814901375,0.0004877352786762419,0.0004677285392771622,8.1463646907893013e-10,1.2517491105263571e-09,1.8023545480017025e-05,5.4662645387853761e-06,1.2924221056423952e-11,1.9203872530163876e-06,1.4911723591330352e-06,1.7419505243016187e-05
2.2913242000850056e-08,0.25674475692818227,76.950000000000003,0.0,0.0,0.0,0.99789407735911462,9.49951926038473,0.00013242120607650845,0.00096196724579755797,0.000493389613232869,0.00047321990856738928,8.2415617989896859e-10,1.2517198780678064e-09,1.8235222880276623e-05,5.5301491769158149e-06,1.3075957917895642e-11,1.9887203000597201e-06,1.5443781728409839e-06,1.7624107729290169e-05
2.3179503057816987e-08,0.256744740417146,76.950000000000003,0.0,0.0,0.0,0.99786969191698194,9.4995136365807991,0.00013394919811528024,0.00097307724050031512,0.00049904254338833292,0.00047870990192098491,8.3367414100230293e-10,1.2516906543420694e-09,1.844689487478042e-05,5.5940218445547551e-06,1.3227656815546194e-11,2.0586485425347016e-06,1.5988298015166772e-06,1.7828705437631971e-05
2.3445764114783917e-08,0.25674472390548514,76.950000000000003,0.0,0.0,0.0,0.99784530876319832,9.4995080125640214,0.00013547694323004785,0.00098418514831529825,0.00050469405638417216,0.00048419850695265013,8.4319026190219165e-10,1.2516614259709118e-09,1.8658561464025361e-05,5.6578824535402116e-06,1.337931728070536e-11,2.1301900121009999e-06,1.654541390620609e-06,1.8033298368510452e-05
2.3712025171750848e-08,0.2567447073931828,76.950000000000003,0.0,0.0,0.0,0.99782092790805377,9.4995023883288692,0.00013700444145816219,0.00099529095199730653,0.00051034413947353974,0.00048968571128842585,8.5270461587161401e-10,1.2516322084528187e-09,1.8870222648496225e-05,5.721730891905807e-06,1.3530939118555648e-11,2.2033627244970392e-06,1.7115270740354871e-06,1.823788652238268e-05
2.397828622871778e-08,0.25674469088022334,76.950000000000003,0.0,0.0,0.0,0.99779654936182838,9.4994967638697911,0.00013853169283698533,0.0010063946342897762,0.00051599277992139705,0.00049517150256588385,8.6221709284634742e-10,1.2516029852857407e-09,1.908187842869584e-05,5.7855670737292153e-06,1.3682521828312428e-11,2.2781846792736629e-06,1.7698009738759225e-06,1.8442469899723228e-05
2.424454728568471e-08,0.25674467436658993,76.950000000000003,0.0,0.0,0.0,0.99777217313479227,9.4994911391812682,0.00014005869740388991,0.0010174961779775915,0.0005216399650046225,0.00050065586843422939,8.717277823577468e-10,1.2515737743198727e-09,1.9293528805112203e-05,5.8493908860747138e-06,1.3834065242918337e-11,2.3546738596444335e-06,1.8293772003787299e-06,1.8647048500992278e-05
2.451080834265164e-08,0.25674465785226697,76.950000000000003,0.0,0.0,0.0,0.99774779923720525,9.4994855142577581,0.00014158545519625949,0.0010285955658318091,0.00052728568201209107,0.00050613879655438197,8.8123655461150595e-10,1.2515445561254832e-09,1.9505173778253971e-05,5.913202244776313e-06,1.3985568829230934e-11,2.4328482323761875e-06,1.8902698518271102e-06,1.8851622326670014e-05
2.477706939961857e-08,0.2567446413372376,76.950000000000003,0.0,0.0,0.0,0.99772342767931754,9.4994798890937471,0.00014311196625148837,0.0010396927806684219,0.00053292991824476941,0.00051162027459906306,8.9074352115420764e-10,1.2515153517845694e-09,1.9716813348611866e-05,5.9770010353301152e-06,1.4137032457579303e-11,2.5127257476582098e-06,1.9524930144542458e-06,1.9056191377219277e-05
2.50433304565855e-08,0.2567446248214862,76.950000000000003,0.0,0.0,0.0,0.99769905847136853,9.4994742636837053,0.00014463823060698172,0.001050787805286401,0.00053857266101581497,0.00051710029025289718,9.0024852858528069e-10,1.2514861384646566e-09,1.9928447516700587e-05,6.0407871754731437e-06,1.4288455555996594e-11,2.594324338965232e-06,2.0160607623476975e-06,1.9260755653126086e-05
2.530959151355243e-08,0.25674460830499596,76.950000000000003,0.0,0.0,0.0,0.99767469162358791,9.4994686380221349,0.00014616424830015515,0.0010618806225334515,0.00054421389765068522,0.00052257883121251277,9.0975171460097456e-10,1.2514569409707142e-09,2.0140076283013354e-05,6.1045605490077291e-06,1.4439838039115808e-11,2.6776619229077596e-06,2.0809871573388805e-06,1.9465315154855694e-05
2.5575852570519362e-08,0.2567445917877515,76.950000000000003,0.0,0.0,0.0,0.99765032714619473,9.4994630121035026,0.00014769001936843531,0.0010729712152367107,0.00054985361548723713,0.00052805588518664418,9.1925289708127056e-10,1.2514277324227426e-09,2.0351699648071221e-05,6.1683210758271465e-06,1.4591179287613795e-11,2.7627563990939804e-06,2.1472862489070722e-06,1.9669869882900261e-05
2.5842113627486292e-08,0.25674457526973565,76.950000000000003,0.0,0.0,0.0,0.99762596504939749,9.4994573859223284,0.0001492155438492594,0.0010840595662763035,0.0005554918018758348,0.00053353143989623062,9.2875224527411721e-10,1.2513985420057657e-09,2.0563317612369561e-05,6.2320686378213209e-06,1.474247926946293e-11,2.8496256499835115e-06,2.2149720740709234e-06,1.9874419837727131e-05
2.6108374684453223e-08,0.2567445587509333,76.950000000000003,0.0,0.0,0.0,0.99760160534339426,9.4994517594730929,0.00015074082178007531,0.0010951456585077987,0.00056112844417944511,0.00053900548307451448,9.3824954243708167e-10,1.2513693380855026e-09,2.0774930176436121e-05,6.2958031572707527e-06,1.4893737308132099e-11,2.9382875407529352e-06,2.2840586572955397e-06,2.0078965019834926e-05
2.6374635741420154e-08,0.25674454223132753,76.950000000000003,0.0,0.0,0.0,0.99757724803837244,9.4994461327503181,0.00015226585319834157,0.0011062294748444739,0.00056676352977374621,0.00054447800246713992,9.4774499591598579e-10,1.2513401550055019e-09,2.0986537340768027e-05,6.359524513902252e-06,1.5044953435879845e-11,3.028759919149653e-06,2.3545600103835643e-06,2.0283505429692703e-05
2.6640896798387084e-08,0.25674452571090284,76.950000000000003,0.0,0.0,0.0,0.99755289314450912,9.4994405057484936,0.00015379063814152747,0.0011173109981705545,0.00057239704604722201,0.00054994898583225315,9.5723834717443187e-10,1.2513109555364975e-09,2.1198139105900145e-05,6.4232326326506513e-06,1.5196126906995932e-11,3.1210606153584254e-06,2.426490132383477e-06,2.0488041067805943e-05
2.6907157855354015e-08,0.2567445091896424,76.950000000000003,0.0,0.0,0.0,0.99752854067196994,9.4994348784621572,0.00015531517664711282,0.0011283902114332246,0.00057802898040127109,0.00055541842094059869,9.6672984953122701e-10,1.2512817800916639e-09,2.1409735472330896e-05,6.4869273908037006e-06,1.5347257831192126e-11,3.2152074418546676e-06,2.4998630094796955e-06,2.0692571934644963e-05
2.7173418912320945e-08,0.25674449266753097,76.950000000000003,0.0,0.0,0.0,0.99750419063091034,9.4994292508858056,0.00015683946875258816,0.0011394670975455612,0.00058365932025030017,0.00056088629557561934,9.7621919399898903e-10,1.2512525848571854e-09,2.1621326440602721e-05,6.5506087162494693e-06,1.5498345379126064e-11,3.3112181932724951e-06,2.5746926149025379e-06,2.0897098030722581e-05
2.7439679969287876e-08,0.2567444761445516,76.950000000000003,0.0,0.0,0.0,0.99747984303147408,9.4994236230139908,0.00015836351449545447,0.0011505416394894401,0.000589288053021833,0.00056635259753355215,9.8570668937952297e-10,1.2512234173890247e-09,2.1832912011214816e-05,6.6142764835264037e-06,1.5649389753861183e-11,3.4091106462576856e-06,2.6509929088174179e-06,2.1101619356509842e-05
2.7705941026254806e-08,0.25674445962068915,76.950000000000003,0.0,0.0,0.0,0.99745549788379484,9.4994179948412079,0.00015988731391322337,0.0011616138202069485,0.00059491516615660346,0.00057181731462352891,9.9519196578803069e-10,1.2511942261247621e-09,2.2044492184717747e-05,6.6779306238096236e-06,1.5800390024980365e-11,3.5089025593374415e-06,2.7287778382367181e-06,2.1306135912527444e-05
2.7972202083221737e-08,0.2567444430959266,76.950000000000003,0.0,0.0,0.0,0.99743115519799408,9.4994123663620336,0.00016141086704341711,0.0011726836227154717,0.00060054064710866352,0.000577280434667671,1.0046753989874698e-09,1.2511650670260401e-09,2.2256066961610856e-05,6.7415710085406322e-06,1.5951346508085341e-11,3.6106116727728369e-06,2.8080613369078569e-06,2.1510647699246558e-05
2.8238463140188668e-08,0.25674442657024893,76.950000000000003,0.0,0.0,0.0,0.99740681498418304,9.4994067375709701,0.00016293417392356841,0.0011837510299862292,0.0006061644833454758,0.00058274194550118896,1.0141565455864733e-09,1.251135879411871e-09,2.2467636342453537e-05,6.8051975725550799e-06,1.6102258150628222e-11,3.7142557084304173e-06,2.8888573252272442e-06,2.1715154717196416e-05
2.8504724197155598e-08,0.256744410043639,76.950000000000003,0.0,0.0,0.0,0.99738247725246165,9.4994011084625942,0.00016445723459122051,0.0011948160250729693,0.00061178666234802225,0.00058820183497247745,1.0236358621626262e-09,1.2511067291357062e-09,2.2679200327744476e-05,6.8688101838080114e-06,1.6253125403904166e-11,3.8198523696339779e-06,2.9711797101270146e-06,2.1919656966847569e-05
2.877098525412253e-08,0.2567443935160822,76.950000000000003,0.0,0.0,0.0,0.9973581420129175,9.4993954790314277,0.00016598004908392717,0.0012058785909761195,0.00061740717161089405,0.00059366009094321398,1.0331128165990539e-09,1.2510775447858153e-09,2.2890758918052712e-05,6.9324087812133764e-06,1.6403947067818193e-11,3.9274193410381762e-06,3.0550423849912983e-06,2.2124154448738562e-05
2.9010620205392766e-08,0.256744378640457,76.950000000000003,0.0,0.0,0.0,0.99733624243646835,9.4993904122629171,0.00016735037167883181,0.0012158328093594907,0.00062246419199588098,0.00059857111465283529,1.041640476834156e-09,1.251051308743048e-09,2.3081157037033369e-05,6.9896354271607997e-06,1.6539648032699844e-11,4.0259288310585807e-06,3.13184721167684e-06,2.2308198106395675e-05
2.9250255156663004e-08,0.25674436376404003,76.950000000000003,0.0,0.0,0.0,0.99731434489418325,9.4993853452245833,0.00016872049492984922,0.0012257850340438791,0.00062751984067657154,0.00060348079657603906,1.0501663291221367e-09,1.2510250631836541e-09,2.3271550786894935e-05,7.0468505624027424e-06,1.6675311768204117e-11,4.1260614469637129e-06,3.2099210246195339e-06,2.2492237902939022e-05
2.9489890107933242e-08,0.25674434888681885,76.950000000000003,0.0,0.0,0.0,0.99729244939339312,9.4993802779124668,0.00017009041886437777,0.0012357352527055589,0.00063257410856507219,0.00060838912789183599,1.0586905032949565e-09,1.250998826329213e-09,2.3461940168021747e-05,7.1040541078527614e-06,1.6810938265141646e-11,4.2278300417033851e-06,3.2892739236693097e-06,2.267627383873171e-05
2.972952505920348e-08,0.2567443340087827,76.950000000000003,0.0,0.0,0.0,0.99727055594142044,9.4993752103226097,0.00017146014350982264,0.0012456834530187165,0.00063762698658277291,0.00061329609978829258,1.0672128915897443e-09,1.2509725857790655e-09,2.365232518081474e-05,7.1612459980981215e-06,1.6946527117619931e-11,4.3312474554931443e-06,3.3699159994366843e-06,2.2860305914152921e-05
2.9969160010473715e-08,0.2567443191299192,76.950000000000003,0.0,0.0,0.0,0.99724866454558081,9.4993701424510562,0.000172829668893596,0.001255629622678358,0.00064267846566033195,0.00061820170346251477,1.0757335616892009e-09,1.2509463514859394e-09,2.3842705825665167e-05,7.2184261580638371e-06,1.7082078213088413e-11,4.4363265158331983e-06,3.4518573333041607e-06,2.3044334129572475e-05
3.020879496174395e-08,0.25674430425021727,76.950000000000003,0.0,0.0,0.0,0.99722677521318148,9.4993650742938627,0.0001741989950431167,0.0012655737493840768,0.00064772853673770818,0.00062310593012068055,1.084252453419758e-09,1.2509201173070543e-09,2.4033082102973659e-05,7.2755945195864039e-06,1.7217591225627376e-11,4.5430800374642902e-06,3.5351079973960975e-06,2.3228358485369257e-05
3.0448429913014184e-08,0.25674428936966504,76.950000000000003,0.0,0.0,0.0,0.99720488795152218,9.4993600058470768,0.0001755681219858105,0.0012755158208509478,0.000652777190764214,0.00062800877097809039,1.092769590605899e-09,1.2508938874363106e-09,2.4223454013137115e-05,7.3327510103710507e-06,1.7353065969885161e-11,4.6515208222945945e-06,3.6196780545251846e-06,2.3412378981918532e-05
3.068806486428442e-08,0.256744274488251,76.950000000000003,0.0,0.0,0.0,0.99718300276789484,9.4993549371067569,0.00017693704974910995,0.0012854558248027444,0.00065782441869857212,0.00063291021725922307,1.1012849384773624e-09,1.2508676589680847e-09,2.4413821556557351e-05,7.3898955609835503e-06,1.7488502162855129e-11,4.7616616593210471e-06,3.7055775581365864e-06,2.3596395619600338e-05
3.092769981555465e-08,0.25674425960596353,76.950000000000003,0.0,0.0,0.0,0.9971611196695831,9.4993498680689648,0.00017830577836045424,0.0012953937489765706,0.0006628702115089747,0.00063781026019779283,1.1097985031678352e-09,1.2508414338751589e-09,2.4604184733635138e-05,7.4470281001916301e-06,1.7623899590106337e-11,4.8735153245478339e-06,3.7928165522488293e-06,2.3780408398793702e-05
3.140696971809513e-08,0.2567442298387226,76.950000000000003,0.0,0.0,0.0,0.9971173597579891,9.4993397290852304,0.00018104263823708072,0.0013152633090134315,0.00067295745569547827,0.00064760610104524238,1.1268202141040367e-09,1.2507889907132545e-09,2.4984897990381412e-05,7.5612568639965807e-06,1.7894577135258801e-11,5.102412154750325e-06,3.9713531235782661e-06,2.4148422383245618e-05
3.1886239620635604e-08,0.25674420006784965,76.950000000000003,0.0,0.0,0.0,0.99707360827485669,9.499329588864434,0.00018377870183533638,0.0013351244030802153,0.00068303885125659003,0.00065739622357282061,1.1438346406476764e-09,1.2507365581458415e-09,2.5365593786617056e-05,7.675436739067183e-06,1.8165096674361179e-11,5.3383132639160015e-06,4.1553679342082202e-06,2.4516420938340215e-05
3.236550952317608e-08,0.2567441702932526,76.950000000000003,0.0,0.0,0.0,0.99702986527817583,9.4993194473751927,0.00018651396937497308,0.0013549769334800213,0.00069311432627707479,0.00066718055798107082,1.1608416979701807e-09,1.2506841361084743e-09,2.5746272125604986e-05,7.7895671638425525e-06,1.843545627681723e-11,5.5813203946014335e-06,4.3449409986216362e-06,2.4884404067164532e-05
3.2844779425716555e-08,0.25674414051483957,76.950000000000003,0.0,0.0,0.0,0.99698613082580334,9.4993093045861876,0.00018924844107585278,0.0013748208027109406,0.00070318380900223447,0.00067695903462707517,1.1778413025507747e-09,1.2506317246753306e-09,2.6126933010630703e-05,7.9036475778280807e-06,1.8705654018261894e-11,5.8315350690700691e-06,4.5401521715163627e-06,2.525237177282744e-05
3.332404932825703e-08,0.2567441107325189,76.950000000000003,0.0,0.0,0.0,0.99694240497546238,9.4992991604661636,0.00019198211715794631,0.0013946559134673342,0.00071324722783904762,0.0006867315840255406,1.1948333710369598e-09,1.2505793239192393e-09,2.6507576445002204e-05,8.0176774216597079e-06,1.8975687978685527e-11,6.0890585877272105e-06,4.741081146683034e-06,2.5620324058459532e-05
3.4282589133337976e-08,0.25674405115578824,76.950000000000003,0.0,0.0,0.0,0.99685497931112532,9.4992788681083429,0.00019744708334616646,0.001434299471270752,0.0007333555882473833,0.000706258623891261,1.2287945671193058e-09,1.2504745547268632e-09,2.7268810975119365e-05,8.2455831667969822e-06,1.9515256897226415e-11,6.6264362998951752e-06,5.16041051078791e-06,2.6356182382255131e-05
3.524112893841892e-08,0.2567439915623295,76.950000000000003,0.0,0.0,0.0,0.99676758874424376,9.4992585700529482,0.00020290886970153764,0.0014739068324036201,0.00075343883801978144,0.00072576112487591517,1.2627246227911389e-09,1.2503698291072363e-09,2.8029975742862067e-05,8.4732799471203965e-06,2.0054147760233061e-11,7.1942594576959609e-06,5.6035633949368151e-06,2.7091979064023304e-05
3.610381476299177e-08,0.25674393791331374,76.950000000000003,0.0,0.0,0.0,0.99668896762002079,9.4992402967269101,0.00020782176012187204,0.0015095218717695149,0.00077149182469790991,0.00074329194030980884,1.2932345017633264e-09,1.250275613778085e-09,2.8714964409522287e-05,8.6780247198393149e-06,2.0538557234990944e-11,7.7319942979026565e-06,6.0232922091127295e-06,2.7754143395008882e-05
3.696650058756462e-08,0.25674388424963124,76.950000000000003,0.0,0.0,0.0,0.99661037562633792,9.4992220184053018,0.00021273207759291471,0.0015451064071089512,0.00078952360127304815,0.0007608020344364682,1.3237181421732939e-09,1.2501814346231167e-09,2.9399896610844222e-05,8.8825934207153267e-06,2.1022394140974713e-11,8.2956221095370497e-06,6.4632883515882053e-06,2.8416257835905252e-05
3.782918641213747e-08,0.2567438305707561,76.950000000000003,0.0,0.0,0.0,0.99653181309321359,9.4992037349089742,0.00021763982340256794,0.0015806598806378136,0.00080753375821344074,0.00077829100981462759,1.3541750662277732e-09,1.2500872920563854e-09,3.0084772367164544e-05,9.0869828433606871e-06,2.1505647496133027e-11,8.8857226973931088e-06,6.9240086361311543e-06,2.907832240598013e-05
3.8691872236710324e-08,0.2567437768761645,76.950000000000003,0.0,0.0,0.0,0.99645328034914216,9.4991854460594869,0.00022254499883981433,0.0016161817368059348,0.0008255218878303642,0.00079575847079914786,1.3846047980487509e-09,1.2499931864900413e-09,3.0769591699045883e-05,9.2911897942398282e-06,2.1988306368044919e-11,9.5028733358865611e-06,7.4059080423096692e-06,2.9740337124719728e-05
3.9554558061283175e-08,0.25674372316533484,76.950000000000003,0.0,0.0,0.0,0.99637477772106797,9.4991671516791438,0.0002274476051947106,0.0016516714223396222,0.00084348758431363954,0.00081320402357543727,1.4150068637098986e-09,1.2498991183342861e-09,3.1454354627276167e-05,9.4952110929138699e-06,2.2470359874870908e-11,1.0147648720110216e-05,7.9094396801289192e-06,3.0402302011828142e-05
4.0417243885856026e-08,0.25674366943774757,76.950000000000003,0.0,0.0,0.0,0.99629630553435722,9.4991488515909914,0.00023234764375837887,0.0016871283862805685,0.00086143044376412196,0.00083062727619097614,1.4453807912699202e-09,1.2498050879973427e-09,3.2139061172867605e-05,9.6990435722644114e-06,2.2951797186224049e-11,1.0820620920994169e-05,8.4350547576300028e-06,3.1064217087226307e-05
