Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150)
1e-12,0.2567461683406883,76.950000000000003,0.0,0.0,0.0,0.99999990780020931,9.4999999998829541,5.8194935181252817e-09,4.2350849431391942e-08,4.2324715520647537e-08,7.1591344466835336e-11,3.6276144451196181e-14,9.0508430203501761e-10,3.471321551360525e-10,4.5421159620259515e-11,1.9773497507551427e-18,5.2942775127333775e-20,2.047414886708175e-20,3.3546725842543438e-10
1.0082641345083637e-12,0.2567461683406883,76.950000000000003,0.0,0.0,0.0,0.99999990703834618,9.499999999881064,5.8675865806299279e-09,4.270051494573408e-08,4.2673897476266925e-08,7.2778138851920542e-11,3.6575730656641632e-14,9.087547365214213e-10,3.5189321335728849e-10,4.6124095730812944e-11,2.0101360816094787e-18,5.4270278640372522e-20,2.0988112630585369e-20,3.4006832786888604e-10
1.0614180923244855e-12,0.25674616834065156,76.950000000000003,0.0,0.0,0.0,0.99999990213815171,9.4999999998685656,6.1769155932976087e-09,4.4949413468938348e-08,4.4919562823605175e-08,8.064407582082674e-11,3.8502540547229033e-14,9.314577071296644e-10,3.8296527795023123e-10,5.075493025224873e-11,2.2274415078444505e-18,6.3344192143176613e-20,2.4501723892131848e-20,3.7009625870396021e-10
1.1145720501406073e-12,0.25674616834061326,76.950000000000003,0.0,0.0,0.0,0.99999989723799176,9.4999999998554792,6.4862445959967208e-09,4.7198125300710381e-08,4.7164825627684428e-08,8.8912533951209665e-11,4.0429190467075857e-14,9.5266880804869381e-10,4.1477844425727581e-10,5.5572434280654496e-11,2.4558693690081476e-18,7.3380365749621921e-20,2.8388895477803981e-20,4.0084038756452552e-10
1.167726007956729e-12,0.25674616834057307,76.950000000000003,0.0,0.0,0.0,0.99999989233786413,9.4999999998418048,6.7955735887272776e-09,4.9446654663692396e-08,4.9409686035468707e-08,9.7583366279128742e-11,4.2355684034447375e-14,9.7248607375550326e-10,4.4728401262273625e-10,6.0572385170338826e-11,2.6954156042038445e-18,8.4427942510175663e-20,3.266885305178466e-20,4.3225365128001729e-10
1.2208799657728509e-12,0.2567461683405312,76.950000000000003,0.0,0.0,0.0,0.9999998874377668,9.4999999998275513,7.1049025714892856e-09,5.1695005685006191e-08,5.1654144193868398e-08,1.0665642589429323e-10,4.4282024785760067e-14,9.9100109664157095e-10,4.8043648356454044e-10,6.5750655796135169e-11,2.9460761540172677e-18,9.6536156036498144e-20,3.7360872516867882e-20,4.6429207931604071e-10
1.2740339235889727e-12,0.25674616834048763,76.950000000000003,0.0,0.0,0.0,0.99999988253769767,9.4999999998127205,7.414231544282758e-09,5.3943182398413706e-08,5.3898200249740228e-08,1.1613156594004852e-10,4.6208216177432891e-14,1.0082994503670345e-09,5.1419334746859891e-10,7.1103212392791326e-11,3.2078469605162111e-18,1.0975433042392683e-19,4.2484280096982765e-20,4.9691459053577095e-10
1.3271878814050945e-12,0.2567461683404424,76.950000000000003,0.0,0.0,0.0,0.99999987763765485,9.4999999997973212,7.7235605071077023e-09,5.6191188746429266e-08,5.6141854349887348e-08,1.2600863961335984e-10,4.8134261587697306e-14,1.0244610853426151e-09,5.4851488812900583e-10,7.662611244271623e-11,3.4807239672500876e-18,1.2413188018339561e-19,4.8058452420153439e-20,5.300828033419183e-10
1.3803418392212162e-12,0.25674616834039554,76.950000000000003,0.0,0.0,0.0,0.99999987273763691,9.4999999997813518,8.0328894599641236e-09,5.8439028582383969e-08,5.8385106641059201e-08,1.362875001647915e-10,5.006016431836606e-14,1.0395606982228807e-09,5.8336399919838327e-10,8.2315502611640552e-11,3.7647031192493572e-18,1.3971831017471599e-19,5.4102816598838685e-20,5.6376085829500388e-10
1.433495797037338e-12,0.256746168340347,76.950000000000003,0.0,0.0,0.0,0.99999986783764183,9.4999999997648175,8.342218402852034e-09,6.0686705672442961e-08,6.0627957269951751e-08,1.4696800089848474e-10,5.1985927596561831e-14,1.0536680771458835e-09,6.1870601268646584e-10,8.8167616731292024e-11,4.0597803630249134e-18,1.5656321553600112e-19,6.0636850305679291e-20,5.9791525237501646e-10
1.4866497548534598e-12,0.25674616834029684,76.950000000000003,0.0,0.0,0.0,0.99999986293766852,9.4999999997477218,8.6515473357714404e-09,6.2934223697577122e-08,6.2870406383207298e-08,1.5804999517213803e-10,5.3911554576406709e-14,1.0668484242976099e-09,6.5450853872282327e-10,9.4178773827770173e-11,4.3659516465675377e-18,1.7471628161108615e-19,6.7680081845449183e-20,6.3251468412868848e-10
