Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466)
1.2116308309112968e-12,0.25243208635350434,76.950000000000003,0.0,0.0,0.0,0.99996519464726974,9.4999999749859132,6.1273910498047796e-07,7.3463915225492323e-06,7.3332670379769038e-06,1.8942297636626801e-08,1.647068380883535e-12,6.1847453794472764e-06,4.5121165062544046e-06,6.0048058928929436e-09,1.5642399585257228e-16,2.4073556529574558e-16,4.5702069146120866e-12,8.691926650845607e-06,1.2979163815608598e-10,3.5572483905481724e-17,1.1259846002403874e-18,1.8616712090873859e-18,8.1604817343257514e-23,2.1225033379477057e-12,1.6391593713823572e-10,1.0538485605023394e-12,1.054110056867382e-12,1.9501163583621345e-16,6.6453636041953083e-17,4.7497587832470567e-17,3.1952711625588953e-11,1.310845721694868e-14,2.5361126372506908e-15,1.9064875260279015e-29,1.9507606625981417e-16,3.698522652892584e-17,1.7651021535898737e-29,9.7595282477921504e-08,1.7292905486208172e-21,5.8438064675658622e-22,3.0008192250055746e-10,8.8624733917694979e-11,5.9816659134818593e-10,3.0051180602038871e-10,1.1479291988441977e-12,1.7650931953793261e-29,1.3809465119407716e-19,4.3950271604148502e-22,3.5782304890374766e-22,6.1093286109808309e-26,6.7427149604200095e-18,1.0560836928391411e-29,5.7406746599408538e-15,6.5011022506355331e-27,4.2447494105472501e-30,2.3513755120442785e-17,1.9752367377946176e-34,1.2566261807165282e-34,5.5744700592758473e-38,1.2576622454244856e-18,3.6640072927133397e-19,4.2590978646412533e-20,2.3346738766470724e-17,3.9751339078118689e-21,2.9263268986882251e-18,5.8892374575091883e-21,1.2522071248774131e-21,5.0677647089223283e-21,4.8375333632415583e-21,8.19104160012882e-29,2.3921841294199376e-22,2.9385292728001403e-19,7.3649135074882428e-21,3.1093165164959832e-20,1.5415642727839461e-15,7.2432740825819401e-22,6.4784052151233891e-11,2.6547045844461759e-13,7.1084133290818874e-19,2.6547045968784077e-13,6.5593259899481773e-22,5.8190872681279114e-29,3.3615555585807971e-29,3.0732291645471524e-36,3.6206155714846877e-36,2.3237639925678842e-20,1.3352155818215291e-29,7.4575881323556015e-24,3.8147027513590227e-26,1.7526692968757241e-21,5.7033356100091226e-27,4.5933262063312156e-24,5.1658597325509601e-27,9.2945932581486564e-30,8.5311649020714092e-31,3.8712761478253607e-28,3.1467472827289128e-29,5.3578129292731736e-28
1.2494928545312596e-12,0.25243208634926073,76.950000000000003,0.0,0.0,0.0,0.99996410969984895,9.499999973513038,6.3188607604612003e-07,7.5758518128220792e-06,7.5618158965971204e-06,2.0127553688257289e-08,1.6985157908898477e-12,6.2130522671035756e-06,4.7081615073901903e-06,6.2896833949814419e-09,1.6621182686250835e-16,2.6512788379590566e-16,4.8602664687542696e-12,9.0695788816440012e-06,1.3802821220221065e-10,3.7260104788691472e-17,1.1797077773454073e-18,2.0415101878984532e-18,9.0287270253605654e-23,2.2922704710794274e-12,1.7427583354687336e-10,1.1555378513628333e-12,1.1558272672902397e-12,2.1522946620226025e-16,7.4151867338484825e-17,5.0219208663213461e-17,3.3401208544176943e-11,1.3761341772904924e-14,2.6901115327625644e-15,2.363891381124606e-29,2.145898939741601e-16,3.9576645656664359e-17,2.1885961303099511e-29,1.0183588533830688e-07,1.9029906870786011e-21,6.4291870439496115e-22,3.1903016318811696e-10,9.4180084143013261e-11,6.103212012619367e-10,3.1950469485190294e-10,1.2658004717474998e-12,2.1885846752818567e-29,1.5279475967412111e-19,4.9894997093995395e-22,4.0857574557858943e-22,7.1993041115039552e-26,7.2604396696259489e-18,1.2841831294949728e-29,6.103582699796858e-15,7.608723351143364e-27,5.1621147453989956e-30,2.5670234902253685e-17,2.4788622696873926e-34,1.5520385539180705e-34,7.0322856571989469e-38,1.435507686924422e-18,3.8992116364627247e-19,4.8361782219294331e-20,2.5599641987825182e-17,4.387845913410918e-21,3.1120971249617925e-18,6.5177910447830971e-21,1.4140782031420517e-21,5.5544836245112078e-21,5.2199692081342963e-21,9.2498455885695216e-29,2.5901934922133085e-22,3.2264750208281951e-19,8.6235216889216699e-21,3.4593866505425581e-20,1.61004306149508e-15,8.5078328300743673e-22,6.7456745604750266e-11,2.7381778699134549e-13,7.6866331006595071e-19,2.7381778825261397e-13,7.4966560819310211e-22,6.3779689894821761e-29,3.6844086562942086e-29,3.7431956635175327e-36,4.6121655198443258e-36,2.5486186636584544e-20,1.4649836915897398e-29,8.1858402080981149e-24,4.4816017959732362e-26,1.9219449728195176e-21,6.9130491383696327e-27,5.1942532135017553e-24,6.0271489148677536e-27,1.1152280552833394e-29,1.0049699428524405e-30,4.51351004177785e-28,3.4521272785834591e-29,6.5049654106162796e-28
1.2873548781512224e-12,0.2524320863449092,76.950000000000003,0.0,0.0,0.0,0.99996302479506038,9.499999972002751,6.5103302302724347e-07,7.8053091151834205e-06,7.7903290124309504e-06,2.1347724018389421e-08,1.7499625260674065e-12,6.2387992716968098e-06,4.9050605603566948e-06,6.5770354634309031e-09,1.7628798194670538e-16,2.9116910888154114e-16,5.1592490820928332e-12,9.4488763581138237e-06,1.465180842607383e-10,3.8962385159038529e-17,1.2339118525839521e-18,2.232560995137876e-18,9.9586143274518099e-23,2.4692630677058197e-12,1.8495040745228838e-10,1.2635526711861785e-12,1.2638719637018975e-12,2.3680384041855059e-16,8.2450319147703565e-17,5.2975166287326816e-17,3.4861058978480089e-11,1.4420259659009576e-14,2.8467999253990611e-15,2.9122489347719747e-29,2.3526024225368243e-16,4.2246733903910952e-17,2.6963038888517243e-29,1.0609498214968566e-07,2.0870320896788511e-21,7.0493138921013954e-22,3.3834289055569336e-10,9.9837829689878668e-11,6.2185833517191686e-10,3.3886486389102234e-10,1.3909592969033356e-12,2.6962893483477915e-29,1.684856218048722e-19,5.6432590216324092e-22,4.64639140420059e-22,8.4412655859333123e-26,7.7978680108066049e-18,1.5522422281630996e-29,6.4775264938726184e-15,8.8637447392231921e-27,6.240324414602959e-30,2.7947715224638954e-17,3.0894108086085507e-34,1.9047928799827212e-34,8.8094743665898929e-38,1.6312669808061399e-18,4.1416777765737877e-19,5.4673680739157397e-20,2.7992712902444951e-17,4.8282985346061304e-21,3.3035928059534082e-18,7.190028190110816e-21,1.5910198157468778e-21,6.0712063417690611e-21,5.6179212694241182e-21,1.0407222122774271e-28,2.7984812351389054e-22,3.5326091220008174e-19,1.0043241360716e-20,3.8356153508947598e-20,1.6788380508868209e-15,9.9397874204741024e-22,7.0152813507597638e-11,2.8185167743433838e-13,8.2932031938203033e-19,2.8185167870791875e-13,8.5303807247900547e-22,6.9713032424063668e-29,4.0271641713572983e-29,4.5316291557794129e-36,5.8327719381257906e-36,2.7875328724968014e-20,1.6028091188666293e-29,8.9600378784665688e-24,5.2369527844359126e-26,2.1017703636418654e-21,8.3266537275478203e-27,5.8522539294759136e-24,6.9994545648650028e-27,1.3307144858370465e-29,1.1777831898360007e-30,5.2381754064970095e-28,3.7766407922105994e-29,7.8480827087105453e-28
1.3252169017711852e-12,0.25243208634045056,76.950000000000003,0.0,0.0,0.0,0.99996193992917937,9.4999999704552973,6.7017994592463275e-07,8.0347635850710424e-06,8.0188064755847239e-06,2.2602718588853219e-08,1.8014086239651653e-12,6.2622178364055355e-06,5.1027364271443814e-06,6.8667066794974636e-09,1.8665171756486017e-16,3.189193905987917e-16,5.4671547809029674e-12,9.8296702930207597e-06,1.552612505646363e-10,4.0678404306087398e-17,1.2885675139124119e-18,2.4351612316045314e-18,1.095249993952161e-22,2.6535102760589061e-12,1.9593941903896711e-10,1.378082198282107e-12,1.3784333930643062e-12,2.5977875146765731e-16,9.1373640771428636e-17,5.5762906937293757e-17,3.6331767563989162e-11,1.5084910551612001e-14,3.0060455129897797e-15,3.5661436538141507e-29,2.57106247439806e-16,4.4994384657024557e-17,3.301728892087889e-29,1.1037090253880685e-07,2.2815871627945814e-21,7.7047633927885544e-22,3.5800073763037471e-10,1.0559207040496493e-10,6.3280012290286209e-10,3.5857299890469873e-10,1.5235409917438979e-12,3.3017105623495199e-29,1.8519550650071353e-19,6.360253117369389e-22,5.2638432147268269e-22,9.8508576350363254e-26,8.3549087427419482e-18,1.8657333064707812e-29,6.8624989668043079e-15,1.0280639710238993e-26,7.5014328025007865e-30,3.0348747341630608e-17,3.8253098979654936e-34,2.3238331145845802e-34,1.0963355753701545e-37,1.8460246306960666e-18,4.3914010411552469e-19,6.1554623066852599e-20,3.0530148052662482e-17,5.297393935098953e-21,3.5008149820238131e-18,7.9074312069513866e-21,1.7839191729760518e-21,6.6188069235476608e-21,6.0313767362628551e-21,1.1668973924176602e-28,3.0172937213717243e-22,3.8574843861613793e-19,1.1637876360623166e-20,4.2389960751699882e-20,1.7479206458636381e-15,1.1554406050082101e-21,7.2871761495710385e-11,2.8957420048627537e-13,8.9286791215202098e-19,2.8957420176634039e-13,9.6666585730562263e-22,7.6000936962647251e-29,4.3904018994805515e-29,5.4549084045084882e-36,7.3261628080978394e-36,3.0409324406666977e-20,1.7489217287457742e-29,9.78158509173781e-24,6.0888485026999305e-26,2.2924629221196669e-21,9.9699519983204113e-27,6.5708254536831843e-24,8.0931258464080476e-27,1.5795513467354902e-29,1.3736566169499861e-30,6.0529441260641136e-28,4.1208670679343989e-29,9.4124959618862953e-28
1.363078925391148e-12,0.2524320863358853,76.950000000000003,0.0,0.0,0.0,0.99996085509881816,9.4999999688709167,6.8932684473900372e-07,8.2642153681625425e-06,8.2472483759311698e-06,2.3892447593329242e-08,1.85285412738769e-12,6.283518478532131e-06,5.3011188531987483e-06,7.1585513829870999e-09,1.9730229209126178e-16,3.4843943197900135e-16,5.7839835973782856e-12,1.0211825351690442e-05,1.6425770751315559e-10,4.2407299329663302e-17,1.3436481956756593e-18,2.6496483772357503e-18,1.2012762131822021e-22,2.8450385226867362e-12,2.0724262877739271e-10,1.4993154667287518e-12,1.4997006581455631e-12,2.8419815877274833e-16,1.0094655281046094e-16,5.858004331455567e-17,3.7812883722795899e-11,1.575502126783167e-14,3.167723460637674e-15,4.3419695548781881e-29,2.8014607236107054e-16,4.7818528671022549e-17,4.0200511944900751e-29,1.1466212715849483e-07,2.4868195368415528e-21,8.3960825990096607e-22,3.7798505375625056e-10,1.1143712703039928e-10,6.4316906567295045e-10,3.7861049914290849e-10,1.6636736423200107e-12,4.0200282385001768e-29,2.0295227239278569e-19,7.1445721041425991e-22,5.9419635580262651e-22,1.1444800972688573e-25,8.9314630225489882e-18,2.2306817913014931e-29,7.2584930986016466e-15,1.1874831293115996e-26,8.9697279165332095e-30,3.2875830950877493e-17,4.7074720686254156e-34,2.8191818604732019e-34,1.3559420214237648e-37,2.080884554097095e-18,4.6483767949950397e-19,6.903266185077495e-20,3.3216141277222276e-17,5.796033686799791e-21,3.7037646953586421e-18,8.671481483836648e-21,1.9936865611600719e-21,7.1981574985145659e-21,6.460316248136114e-21,1.3041054631287883e-28,3.2468771562371291e-22,4.2016532672756164e-19,1.342180157272384e-20,4.6705228324777717e-20,1.8172648367322626e-15,1.3367711558752691e-21,7.561314002069385e-11,2.9698891500352766e-13,9.5936164238290897e-19,2.969889162841893e-13,1.0911799831585888e-21,8.2653417994351261e-29,4.7747003533639673e-29,6.5310844084423006e-36,9.142770220765347e-36,3.3092430197381922e-20,1.9035504334655315e-29,1.0651885245441698e-23,7.0457844411651554e-26,2.4943399895797567e-21,1.1870942576377542e-26,7.353567988413697e-24,9.3191267762673357e-27,1.8656847559325268e-29,1.5948254533453463e-30,6.9659469428858046e-28,4.4853851245034654e-29,1.1225779786864246e-27
1.4009409490111109e-12,0.2524320863312143,76.950000000000003,0.0,0.0,0.0,0.99995977030089422,9.4999999672498294,7.084737194710107e-07,8.4936646009883782e-06,8.4756548031101436e-06,2.5216821456751316e-08,1.9042990537419358e-12,6.3028926825616097e-06,5.5001439356622551e-06,7.4524330593793408e-09,2.0823896581010044e-16,3.79790489360625e-16,6.1097355693068782e-12,1.0595218435022961e-05,1.7350745166143126e-10,4.4148261509144633e-17,1.3991277832941151e-18,2.8763597913713591e-18,1.3141801165724927e-22,3.0438717586812692e-12,2.1885979742227132e-10,1.6274413665526601e-12,1.6278627176914409e-12,3.1010598823115692e-16,1.1119383864930387e-16,6.1424347085487443e-17,3.9303997611896534e-11,1.6430343314865532e-14,3.3317161815137664e-15,5.2580942487025488e-29,3.04396961983922e-16,5.0718136223769319e-17,4.8682784421089177e-29,1.1896727402488092e-07,2.7028845663509874e-21,9.1237909103315712e-22,3.9827791277646299e-10,1.1736754338462096e-10,6.5298783525742058e-10,3.9895948562663591e-10,1.8114783772591184e-12,4.8682498692144296e-29,2.2178338470031553e-19,8.0004494772090276e-22,6.6847441897831987e-22,1.3240932375113246e-25,9.527425335696773e-18,2.6537035301823738e-29,7.6655019237431695e-15,1.3662725984689167e-26,1.0671882638618418e-29,3.5531415197082703e-17,5.7595424642906904e-34,3.4020353065450447e-34,1.6672213277946434e-37,2.3369690364903467e-18,4.9126004390187836e-19,7.7135920621242341e-20,3.6054883732324724e-17,6.3251187742789444e-21,3.9124429882155627e-18,9.483659478708365e-21,2.2212551624693178e-21,7.8101282659732038e-21,6.9047146018503529e-21,1.4529567621149923e-28,3.4874775877144253e-22,4.5656678661853755e-19,1.5409953046894282e-20,5.1311900144562781e-20,1.8868469653187365e-15,1.539648215829682e-21,7.8376540295485767e-11,3.041006446638806e-13,1.0288571017606923e-18,3.0410064593922104e-13,1.2272263058122887e-21,8.9680467848442107e-29,5.1806367658944939e-29,7.7799945221038206e-36,1.1340521699195173e-35,3.592890081565682e-20,2.0669232371737e-29,1.1572341153708025e-23,8.1166593927637272e-26,2.7077187974268451e-21,1.4059911952722391e-26,8.204184756413392e-24,1.0689052900396694e-26,2.1933903348803042e-29,1.8436637550262399e-30,7.9857864306608575e-28,4.8707737819501673e-29,1.3317857544634384e-27
1.4388029726310737e-12,0.252432086326438,76.950000000000003,0.0,0.0,0.0,0.99995868553260558,9.4999999655922611,7.2762057012125203e-07,8.723111411506261e-06,8.7040258465293778e-06,2.6575750834710794e-08,1.9557434322792575e-12,6.3205146211796755e-06,5.6997535490302941e-06,7.7482237655496806e-09,2.1946100091020584e-16,4.1303437257248067e-16,6.4444107397613192e-12,1.0979737573106809e-05,1.8301047971073346e-10,4.5900532901397876e-17,1.4549817544703089e-18,3.1156327130054654e-18,1.434203930916725e-22,3.2500316835291193e-12,2.3079068601086174e-10,1.7626486439069577e-12,1.7631083865958787e-12,3.3754613225199548e-16,1.2214033674680203e-16,6.4293741160060425e-17,4.0804736439726962e-11,1.7110650659591448e-14,3.4979130907000789e-15,6.3350314187448924e-29,3.2987529731610642e-16,5.3692218680466014e-17,5.8654056121238223e-29,1.2328508609632861e-07,2.9299298147535529e-21,9.8883816958923625e-22,4.1886211528367989e-10,1.233780867693022e-10,6.6227910329215158e-10,4.1960280350535299e-10,1.9670696438659907e-12,5.8653702552420968e-29,2.4171593243440202e-19,8.9322634205736238e-22,7.496319246484781e-22,1.5258244997510878e-25,1.0142684337848143e-17,3.1420434552337407e-29,8.0835185302673997e-15,1.5661747791989204e-26,1.2637111513603321e-29,3.8317899655958107e-17,7.0081629779708465e-34,4.0848637179042827e-34,2.0386287689376917e-37,2.615417725898637e-18,5.1840674096957993e-19,8.5892563427350911e-20,3.9050563912321577e-17,6.8855495992590382e-21,4.1268509013524284e-18,1.034544471645603e-20,2.4675808760745244e-21,8.4555875003945423e-21,7.3645413932766128e-21,1.6140764839725431e-28,3.7393409069808803e-22,4.950079933317817e-19,1.7617817344780241e-20,5.6219922483893417e-20,1.9566455123538919e-15,1.7658251265402173e-21,8.1161590608460405e-11,3.1091527606041641e-13,1.10140995131125e-18,3.1091527732451535e-13,1.3754652137980295e-21,9.7092056751708877e-29,5.6087870931519778e-29,9.2233807836325895e-36,1.3985698735963527e-35,3.8922989092716676e-20,2.2392672794762954e-29,1.2544355016898772e-23,9.3107755729876039e-26,2.932916468645228e-21,1.6569525012492624e-26,9.1264819181742693e-24,1.2215147904930106e-26,2.5672895843145879e-29,2.1226883705791154e-30,9.1215499369674693e-28,5.2776116673485299e-29,1.5721106321242133e-27
1.4766649962510365e-12,0.25243208632155706,76.950000000000003,0.0,0.0,0.0,0.99995760079140161,9.4999999638984107,7.4676739669027413e-07,8.9525559196393696e-06,8.9323615953651821e-06,2.7969146612862441e-08,2.007187305449609e-12,6.33654271998685e-06,5.8998948229694285e-06,8.0458035916513769e-09,2.3096766148018208e-16,4.4823344497500776e-16,6.7880091568052329e-12,1.136528091931544e-05,1.9276678849932743e-10,4.7663403152927252e-17,1.511188372611017e-18,3.3678042610266108e-18,1.5615920847139548e-22,3.4635379486320351e-12,2.4303505586140362e-10,1.9051259012478012e-12,1.9056263360704939e-12,3.665624497952219e-16,1.3381093365608313e-16,6.7186291881882013e-17,4.2314761117244376e-11,1.779573769978692e-14,3.6662103394242522e-15,7.5956229904032896e-29,3.5659664737803e-16,5.6739829550606223e-17,7.0325837296117571e-29,1.2761441998046968e-07,3.1680955218872384e-21,1.0690323859088732e-21,4.3972118585343725e-10,1.2946374687754652e-10,6.7106539710811684e-10,4.4052401939757895e-10,2.1305554842319087e-12,7.0325402198126288e-29,2.6277664576074972e-19,9.9445381082692226e-22,8.3809665419189007e-22,1.7516929058305867e-25,1.0777123616644034e-17,3.7036156112792604e-29,8.5125360588625044e-15,1.7890372582576867e-26,1.4897333125514284e-29,4.1237635299064971e-17,8.4832534963025099e-34,4.8815176555734387e-34,2.4797226530217838e-37,2.9173866681252967e-18,5.4627731784094716e-19,9.5330766920076413e-20,4.2207367670063089e-17,7.4782259850860662e-21,4.346989472620063e-18,1.1258315788775766e-20,2.7336421406648894e-21,9.1354015556904144e-21,7.8397615996465427e-21,1.7881045641168486e-28,4.0027128489972677e-22,5.3554408713494309e-19,2.0061420207408374e-20,6.1439242694938109e-20,2.0266409041496864e-15,2.0171306511377897e-21,8.3967952972274763e-11,3.1743957712151856e-13,1.1770759500450362e-18,3.1743957836847768e-13,1.5365713429225016e-21,1.0489813287753245e-28,6.0597260172438552e-29,1.08850124888557e-35,1.7153866172682739e-35,4.2078945888906121e-20,2.4208088775942625e-29,1.3569328393439123e-23,1.0637838300155267e-25,3.1702500192741595e-21,1.9434914108241701e-26,1.0124368488977037e-23,1.391032016552968e-26,2.9923665129386193e-29,2.4345628900361706e-30,1.0382822495478987e-27,5.7064771896196731e-29,1.8470461494488939e-27
1.5145270198709993e-12,0.2524320863165721,76.950000000000003,0.0,0.0,0.0,0.99995651607496339,9.4999999621684896,7.6591419917857751e-07,9.1819982377808684e-06,9.1606621385631531e-06,2.9396919906331777e-08,2.0586306825336941e-12,6.3511210808338272e-06,6.1005196673170476e-06,8.3450601567757637e-09,2.4275821350389172e-16,4.8545062335592307e-16,7.1405308732191587e-12,1.1751755835291656e-05,2.0277637499390262e-10,4.9436206512149135e-17,1.5677264361642313e-18,3.6332114344469644e-18,1.6965912086787178e-22,3.6844083424384132e-12,2.5559266857163418e-10,2.0550615975092595e-12,2.0556050938131789e-12,3.9719876641061282e-16,1.4623055770138321e-16,7.0100201240775919e-17,4.3833763211607535e-11,1.8485417418633355e-14,3.836510536214021e-15,9.0652312409869544e-29,3.8457581909779338e-16,5.9860065113422964e-17,8.3932977934542314e-29,1.3195423566162704e-07,3.4175150529226111e-21,1.1530063339202219e-21,4.6083936610256299e-10,1.3561973345676897e-10,6.7936897873123192e-10,4.6170741455596e-10,2.3020378094588463e-12,8.3932445316982015e-29,2.8499191336741733e-19,1.1041945005562033e-21,9.3431088641017097e-22,2.0038412890779261e-25,1.1430622381126703e-17,4.3470445584679743e-29,8.9525477019569347e-15,2.0368162742642018e-26,1.7487338107306266e-29,4.4292925439929519e-17,1.0218310844614226e-33,5.8073401028988852e-34,3.0012740699370898e-37,3.2440473826070389e-18,5.7487132508549176e-19,1.0547869477695033e-19,4.5529478236897373e-17,8.1040471811398064e-21,4.5728597357040914e-18,1.2223750355623135e-20,3.0204397583129348e-21,9.8504348692569098e-21,8.330336107930943e-21,1.9756955635904024e-28,4.2778389931451386e-22,5.7823017378226452e-19,2.2757314636939775e-20,6.697980809713014e-20,2.096815336732283e-15,2.295468800019555e-21,8.6795320075493349e-11,3.2368103466127803e-13,1.2559109808600181e-18,3.2368103588524271e-13,1.7112333075633291e-21,1.1310862239231937e-28,6.5340269489873997e-29,1.2790813046413805e-35,2.0930876112589399e-35,4.5401020016451732e-20,2.6117735669856166e-29,1.4648662173759696e-23,1.2107955273848404e-25,3.4200363598568387e-21,2.2693766565442268e-26,1.1201856255742255e-23,1.5788159238706961e-26,3.4739845108090482e-29,2.7821015777841772e-30,1.1779699707854282e-27,6.1579485601068657e-29,2.1603520765809801e-27
1.552389043490962e-12,0.2524320863114836,76.950000000000003,0.0,0.0,0.0,0.9999554313811817,9.4999999604026861,7.8506097758661999e-07,9.4114384712666838e-06,9.3889275648388723e-06,3.0858982059124097e-08,2.1100735837571816e-12,6.3643807768611235e-06,6.3015843398963015e-06,8.6458881362266818e-09,2.5483192485515246e-16,5.2474937768031084e-16,7.5019759462391409e-12,1.2139078058409021e-05,2.130392362815359e-10,5.1218319028926866e-17,1.6245754170708758e-18,3.9121911126211582e-18,1.8394501356954729e-22,3.9126589588875429e-12,2.6846328601738927e-10,2.2126440482767357e-12,2.2132330441758261e-12,4.2949887427667744e-16,1.5942417324859668e-16,7.3033799189662597e-17,4.5361462174452756e-11,1.9179519705509611e-14,4.0087224601010702e-15,1.077194110351144e-28,4.1382690504529272e-16,6.305206467619812e-17,9.9735541460329725e-29,1.3630358715419492e-07,3.6783153281510941e-21,1.2408024549210252e-21,4.822016042810063e-10,1.4184147293929563e-10,6.8721174416607907e-10,4.8313797456458425e-10,2.4816126704949097e-12,9.9734892718340894e-29,3.0838779971639618e-19,1.2229304169745481e-21,1.0387315272314483e-21,2.2845404362013909e-25,1.2103056085548178e-17,5.0817081604741002e-29,9.4035467028130166e-15,2.311580214270251e-26,2.0444962832742436e-29,4.7486026661800384e-17,1.2250726035656431e-33,6.8792846792715889e-34,3.6153844161621632e-37,3.596585978511944e-18,6.0418831664606211e-19,1.1636447435857498e-19,4.9021076242323209e-17,8.763911867181448e-21,4.8044627190020668e-18,1.324322514783872e-20,3.3289967196761611e-21,1.0601549965811732e-20,8.8362221942161705e-21,2.1775185547447269e-28,4.5649647639060712e-22,6.2312132477154285e-19,2.5722568478227343e-20,7.2851565008252576e-20,2.1671526158370142e-15,2.6028185881985591e-21,8.964341250897424e-11,3.2964770970658795e-13,1.3379710739506237e-18,3.2964771090176675e-13,1.9001534483475044e-21,1.2173342949956351e-28,7.0322620304550817e-29,1.4968991150986997e-35,2.5413950160183265e-35,4.8893458168255865e-20,2.8123861403415234e-29,1.5783756556257028e-23,1.3731635487253321e-25,3.6825922968630584e-21,2.6386410523071816e-26,1.2363059693742504e-23,1.7862952298522684e-26,4.0179034598060972e-29,3.1682732903926105e-30,1.3322800595337762e-27,6.6326038103694588e-29,2.5160647549529227e-27
1.5902510671109249e-12,0.25243208630629216,76.950000000000003,0.0,0.0,0.0,0.99995434670813743,9.4999999586011885,8.0420773191482062e-07,9.6408767188186344e-06,9.6171579626785816e-06,3.2355244643534843e-08,2.161516054002256e-12,6.3764410306530561e-06,6.5030490533385254e-06,8.948188818446939e-09,2.6718806529282207e-16,5.6619373069740901e-16,7.8723444373079771e-12,1.2527170944375346e-05,2.2355536956215506e-10,5.300915592976625e-17,1.6817173663556756e-18,4.2050800554553329e-18,1.9904199002121907e-22,4.1483043506506681e-12,2.8164667035127952e-10,2.3780614259590284e-12,2.3786984283312416e-12,4.6350653224001279e-16,1.7341677551476626e-16,7.5985536123057988e-17,4.6897602820343641e-11,1.987788982794472e-14,4.1827607698057414e-15,1.2746772919322351e-28,4.4436332896987119e-16,6.6315010519407304e-17,1.1802077523160612e-28,1.406616139996255e-07,3.9506172331024264e-21,1.3324611747511487e-21,5.0379354198625227e-10,1.4812460421779663e-10,6.9461514051594955e-10,5.0480137615723475e-10,2.6693705244184697e-12,1.1801998879930485e-28,3.3299006208594622e-19,1.3511585550176826e-21,1.1518302393909635e-21,2.5961932659178342e-25,1.2794296993447279e-17,5.9177817698995492e-29,9.8655263546252436e-15,2.6155131410813989e-26,2.3811268841329809e-29,5.0819149727393982e-17,1.4622120432805785e-33,8.1160401247244403e-34,4.3356110464590818e-37,3.9762023104601369e-18,6.342278497797473e-19,1.2801617548453636e-19,5.2686339733297929e-17,9.458718157648076e-21,5.0417994446237824e-18,1.4318215970722784e-20,3.6603580305263025e-21,1.1389607461047083e-20,9.3573739584120967e-21,2.3942570077906753e-28,4.8643354315673143e-22,6.7027257759654855e-19,2.8974751578850845e-20,7.906445790082503e-20,2.2376380113528757e-15,2.9412337304638603e-21,9.2511976242580811e-11,3.3534810918209001e-13,1.4233124279441421e-18,3.3534811034277102e-13,2.1040475957237751e-21,1.3078243648179004e-28,7.5550021373976651e-29,1.7450176313409881e-35,3.0712843876416339e-35,5.2560504852422734e-20,3.0228706849111369e-29,1.6976011025171738e-23,1.5519787806832004e-25,3.9582345340856306e-21,3.0555899026775236e-26,1.3612195883224552e-23,2.0149700521845129e-26,4.6302970741120341e-29,3.5962053801921266e-30,1.5023280420095975e-27,7.1310207641729751e-29,2.9185073624298167e-27
