Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466)
0.0,0.25243208642551956,76.950000000000003,0.0,0.0,0.0,1.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.690654271111837e-23,0.25243208642551956,76.950000000000003,0.0,0.0,0.0,0.99999999999999933,9.5,1.3607299660566609e-17,1.632796916662336e-16,1.6327909916815843e-16,1.9200694952438503e-29,1.9200754555579538e-29,4.3760086772537642e-16,9.8346548188369008e-27,1.0620740237042517e-29,4.4177837228900231e-43,1.2645077757237968e-47,4.5092495441767317e-33,1.8944983625332496e-26,1.2809773175458268e-31,4.8873126437987181e-43,1.6786014366301168e-47,1.2271741958374094e-49,2.1131338920289738e-63,2.5779006925440412e-43,1.6300581095700265e-31,6.9692484047864748e-44,6.9692484047869945e-44,4.5332384071761908e-57,6.5587507452390648e-58,1.3334236889824257e-47,6.6080746797761694e-32,8.5966165060861599e-45,6.2188506153059405e-46,1.2942710535207791e-101,3.3169633698964953e-57,6.4796002355543578e-48,1.1980908011950207e-101,2.1270906623785697e-28,1.9502802789064636e-70,1.9502802535627058e-70,6.3379651287259986e-41,1.8938609032940188e-41,2.8199997173387213e-30,6.3376842398458421e-41,1.7145380981398233e-53,1.1980908011950196e-101,1.9490888403257205e-60,5.1639197930638895e-58,8.8750359625453461e-73,1.7965083543350679e-86,8.9918532155633252e-49,4.403501436175833e-100,5.7086558941077723e-36,8.6707771855500536e-73,1.7639260335048021e-100,1.8004589998749518e-48,1.346755202839722e-114,1.5170580605772431e-105,2.9000372106765319e-118,1.7963976544360691e-69,5.5025216371219357e-49,7.2826924415614112e-71,1.5443666249702143e-48,9.0804373010556064e-62,2.8923849661668226e-39,1.0045533884166761e-61,7.6802398303012886e-63,3.40128048849161e-52,5.5758872761160863e-52,8.5911589304609458e-75,1.6568796160640835e-52,7.6142145217072947e-56,1.636714461550075e-81,3.5963891615334167e-61,4.3029879575072752e-45,1.4610878531461484e-82,5.9249808570134781e-22,1.8700517649384767e-43,2.3262919806753701e-40,1.8700517649384767e-43,9.1681875116735431e-73,1.2000704771591435e-65,7.8258163895013636e-66,3.6752748993068243e-115,4.4271964534716681e-118,1.5274886810137334e-51,8.0606975721374933e-63,1.2434868129858301e-63,7.6304000341289984e-87,1.1561143911796372e-52,1.7148583560750016e-97,2.6947243122062492e-65,3.1292682956374776e-78,8.2932198786881747e-91,2.0354733251388391e-91,2.5400911394501252e-79,2.2740171044018218e-68,1.5308464475242007e-98
7.533831959113144e-23,0.25243208642551956,76.950000000000003,0.0,0.0,0.0,0.99999999999999778,9.5,3.8100439049586464e-17,4.5718313666535656e-16,4.571814776707799e-16,1.1597219751252052e-28,1.1597249878489394e-28,1.2252824295355714e-15,5.9401315101912308e-26,6.4149271028872208e-29,5.2447799145883036e-42,1.50123247252965e-46,2.7235867246829455e-32,1.1442770108956757e-25,7.7371029979754108e-31,5.8021777179701564e-42,1.9928356106450867e-46,1.4569012052979392e-48,4.7270225837480252e-62,3.0604837020057987e-42,9.8455509817977033e-31,8.2738917061579129e-43,8.2738917061590727e-43,1.0140672984910858e-55,1.4671663066194173e-56,1.5830406033419982e-46,3.9912771063364082e-31,1.0205903112899995e-43,7.38301944957537e-45,1.3791462429592671e-99,7.4199143790599369e-56,7.692581398932866e-47,1.2766587205186862e-99,1.2847627599931149e-27,8.0478861343036341e-69,8.0478859435221554e-69,7.5244322000279903e-40,2.2483916641512927e-40,1.7032798290765631e-29,7.5240987287501987e-40,3.8353531436275835e-52,1.2766587205186841e-99,4.3600337718029899e-59,6.1306277622723929e-57,3.6623285437906583e-71,1.3523739733113407e-84,1.0675128136805144e-47,6.010790078333675e-98,3.4480281600385239e-35,1.93962487816108e-71,2.4077632890061176e-98,2.1375049246243263e-47,3.3224509306670018e-112,2.070787911088309e-103,7.1544958849021237e-116,7.4128852194343856e-68,6.5325936791227272e-48,3.0052234271904338e-69,1.8334720571631774e-47,2.0312575020253057e-60,1.7470005195638712e-38,2.2471457474004689e-60,1.7180389290684252e-61,4.0380001959292204e-51,6.6196933739446808e-51,3.5451157053955326e-73,1.9670474777234949e-51,9.0427223239226809e-55,1.2320777941009255e-79,8.0449786981148794e-60,5.1085072972058539e-44,1.0998704669646039e-80,1.6589946401974655e-21,2.2201254548477619e-42,1.4050803565398183e-39,2.2201254548477619e-42,3.7832782472445287e-71,2.6845026869564264e-64,1.7505986939049816e-64,9.0669191082799484e-113,8.1468723292030406e-116,1.8134345620884866e-50,1.7871972113428909e-61,2.7816302553584605e-62,5.7439746902309378e-85,1.3725390052077765e-51,2.340773204925402e-95,6.0279904974276439e-64,1.2913013241697858e-76,6.2429289259416083e-89,1.5322535134347498e-89,1.0481757209474718e-77,5.0868852538344492e-67,2.0895978566104878e-96
1.722018733511576e-22,0.25243208642551956,76.950000000000003,0.0,0.0,0.0,0.999999999999995,9.5,8.7086717827626014e-17,1.0449900266632125e-15,1.0449862346757684e-15,5.5835620921379119e-28,5.5835706151504305e-28,2.8006455527740336e-15,2.8599176207383853e-25,3.0885112605022745e-28,5.1493286518051082e-41,1.473922817921088e-45,1.3112897674468915e-31,5.5092012371305904e-25,3.7250820394211922e-30,5.6965280758770496e-41,1.9565777882772831e-45,1.4303942426673603e-47,9.3398256884828996e-61,3.004801046663627e-41,4.7402089826217457e-30,8.1233559406048758e-42,8.1233559406071685e-42,2.0036260958230362e-54,2.8988733828331733e-55,1.5542386512023081e-45,1.9216281165063125e-30,1.0020216189804997e-42,7.2486922743614944e-44,3.138614168350918e-97,1.4660500446773571e-54,7.5526220323385998e-46,2.9053765464140541e-97,6.1855796449437675e-27,3.1836636825997418e-67,3.183663531754569e-67,7.3875321515769281e-39,2.2074842681374714e-39,8.2005591750806342e-29,7.3872047475004826e-39,7.5780114978520558e-51,2.9053765464140443e-97,8.6146920025987865e-58,6.0191336809775698e-56,1.4487848198049718e-69,1.0692844776310486e-82,1.0480904105854544e-46,9.4956023684896255e-96,1.6600771340026861e-34,3.8324008974218132e-70,3.8036867852503545e-96,2.0986150101698743e-46,1.0488019968152271e-109,3.2713467521512777e-101,2.2584800660074784e-113,2.9324636737583347e-66,6.4137391939771856e-47,1.188836501643553e-67,1.8001137380607554e-46,4.0134225257981855e-59,8.411055481599776e-38,4.4399813188955582e-59,3.3945554094725625e-60,3.9645325373609623e-50,6.4992542082338669e-50,1.4023687308822744e-71,1.9312588728341628e-50,8.8848216621061382e-54,9.7416686394365607e-78,1.5895522209724277e-58,5.0155627448354528e-43,8.6963450579564731e-79,3.7919877501244673e-21,2.1797323357019751e-41,6.7648570829690425e-39,2.1797323357019751e-41,1.4966272509764135e-69,5.3040948030755443e-63,3.4588658388947765e-63,2.8621650153169938e-110,3.7054426175366388e-113,1.7804408065559453e-49,3.4641243392589303e-60,5.4960326146423158e-61,4.5415880697678578e-83,1.3475669343568496e-50,3.6978479682644329e-93,1.1910293419617613e-62,5.108259623466172e-75,4.9360961820485253e-87,1.2115067789113205e-87,4.1464789148402787e-76,1.0050827840415043e-65,3.301052478052274e-94
3.659289808712099e-22,0.25243208642551956,76.950000000000003,0.0,0.0,0.0,0.99999999999998945,9.5,1.8505927538370448e-16,2.2206038066573644e-15,2.2205957486847289e-15,2.4384882589274444e-27,2.4384867253110993e-27,5.9513717977232401e-15,1.2490011613935874e-24,1.3488340096603872e-27,4.5544741910710579e-40,1.3036695795053195e-44,5.7267469211075156e-31,2.4060129192639247e-24,1.6268411932810599e-29,5.0383644130963883e-40,1.7305708399647486e-44,1.2651675089390127e-46,1.6619741571110855e-59,2.6577124967972195e-40,2.0701737991457805e-29,7.1850163353687656e-41,7.185016335372846e-41,3.5653455804659972e-53,5.1583902971871026e-54,1.374706484974547e-44,8.3922548394655528e-30,8.8627677327676185e-42,6.4113862243936772e-43,5.3041191912130718e-95,2.6087577224124472e-53,6.6802086541776199e-45,4.909957921216449e-95,2.7014051399258989e-26,1.1362269267165071e-65,1.1362268188986951e-65,6.5341885239325555e-38,1.9524948353017242e-38,3.5813996379817951e-28,6.533898938737426e-38,1.3484666562839842e-49,4.9099579212164171e-95,1.5329384130408348e-56,5.3239391671867691e-55,5.1706167646088465e-68,7.6428083053737528e-81,9.2702409864844159e-46,1.3583167438237232e-93,7.2499929854770434e-34,6.8196562861509502e-69,5.4410570790347231e-94,1.8562012103339041e-45,3.0015407565800871e-107,4.6795610212251968e-99,6.4635055007627954e-111,1.0465754552318469e-64,5.6728796518777309e-46,4.2428730283101022e-66,1.5921802156697874e-45,7.141670941023954e-58,3.6733289070180753e-37,7.9007095242397315e-58,6.0404299805926402e-59,3.5065841323631049e-49,5.7485167444898524e-49,5.0046408636453047e-70,1.7081765929121487e-49,7.870306355957079e-53,6.9629374031752456e-76,2.8285232467370225e-57,4.4362084259581438e-42,6.2157838168463976e-77,8.0579739737175369e-21,1.9279485644093136e-40,2.9543908187220561e-38,1.9279485644093136e-40,5.3413563500204418e-68,9.4382455920934811e-62,6.1547876618642178e-62,8.1911599013546511e-108,1.2569875053894211e-110,1.5747797305091792e-48,5.9374252205002539e-59,9.779896295926915e-60,3.2461372494856452e-81,1.1919076927260721e-49,5.2896509537445174e-91,2.1193730775592678e-61,1.8231015754723578e-73,3.5281151540479208e-85,8.6593438706180318e-86,1.4798488719929305e-74,1.7884910385855432e-64,4.7220479422876488e-92
7.533831959113144e-22,0.25243208642551956,76.950000000000003,0.0,0.0,0.0,0.99999999999997824,9.5,3.8100439049585886e-16,4.5718313666394326e-15,4.5718147766985804e-15,1.0180208463492686e-26,1.0180158136470773e-26,1.225282428151079e-14,5.2143339795590349e-24,5.6311164696838343e-27,3.8282280826382339e-39,1.0958134437676941e-43,2.390804108325262e-30,1.004463030777157e-23,6.7917417376087147e-29,4.2347962868614267e-39,1.4546489711147354e-43,1.0634495233228022e-45,2.8031639914698185e-58,2.2339674915922414e-39,8.6425680968669015e-29,6.0394391595592372e-40,6.0394391595661206e-40,6.0134764307687349e-52,8.7003791978129779e-53,1.1555236315190833e-43,3.5036011917521599e-29,7.4496902813949498e-41,5.3891564307972658e-42,7.7663988724501119e-93,4.4000511983703791e-52,5.6151178820558107e-44,7.1892599484363898e-93,1.1277834680277219e-25,3.8390537970835299e-64,3.8390530679112856e-64,5.4923791637160707e-37,1.6411895541929846e-37,1.4951638473984482e-27,5.4921357499153819e-37,2.2743861098324144e-48,7.189259948436297e-93,2.5855246902236753e-55,4.4752322842034084e-54,1.7470356075335497e-66,5.1688381550785898e-79,7.7921961185505948e-45,1.8380010781681296e-91,3.0267293550200984e-33,1.1502696915054453e-67,7.3625454616188436e-92,1.5602489616261879e-44,8.1246784230449814e-105,6.3321300090673692e-97,1.7495671574304352e-108,3.5361419222666639e-63,4.7683971103630157e-45,1.4335709010263418e-64,1.3383234073159446e-44,1.2045471866000301e-56,1.5335425090492391e-36,1.3325701386241495e-56,1.0188068049524151e-57,2.947495250744299e-48,4.8319746962109547e-48,1.6907432120395233e-68,1.4358253360602727e-48,6.635287627927164e-52,4.7090379319393186e-74,4.7707178777811769e-56,3.7289004459310342e-41,4.2037376007343433e-75,1.6589946435859937e-20,1.6205569329131518e-39,1.2334000110893128e-37,1.6205569329131518e-39,1.8047235884101413e-66,1.5918617219194002e-60,1.0380681412807864e-60,2.2172125649509885e-105,3.688794097790416e-108,1.3236972510292565e-47,9.326585836276189e-58,1.6495224259330235e-58,2.1953641913968838e-79,1.0018702335578732e-48,7.1576663769080016e-89,3.5746324693576387e-60,6.1598481829852949e-72,2.386065987215203e-83,5.8563184420507883e-84,5.0000748758328958e-73,3.0165512973466339e-63,6.3896170247011517e-90
1.5282916259915235e-21,0.2524320864255196,76.950000000000003,0.0,0.0,0.0,0.99999999999995581,9.5,7.7289462072015751e-16,9.2742864865786133e-15,9.2742528327100077e-15,4.15894732923228e-26,4.1588908738490124e-26,2.4855729224642415e-14,2.1302255678172619e-23,2.3004948149209866e-26,3.1384783691585969e-38,8.984143105090398e-43,9.7672148826919148e-30,4.1035592243933559e-23,2.7746481088806577e-28,3.4715277033913986e-38,1.1926089575879205e-42,8.7188017013153664e-45,4.6042065762328333e-57,1.8315415183411646e-38,3.5307710675909329e-28,4.9514971105037949e-39,4.9514971105151013e-39,9.8771530536386842e-51,1.4290398942999622e-51,9.4736808465105289e-43,1.4313354050043967e-28,6.1077061515258841e-40,4.4183560315643491e-41,1.0619893528215055e-90,7.2270972909441291e-51,4.6036128833860483e-43,9.8307048675960152e-91,4.6073634484714598e-25,1.262196771204365e-62,1.2621962915306902e-62,4.5029842657168826e-36,1.3455463505354835e-36,6.1082321645919046e-27,4.5027847003842337e-36,3.7356860083158398e-47,9.8307048675957601e-91,4.2467320597888388e-54,3.6692964178099874e-53,5.7438725282211454e-65,3.4002353932995086e-77,6.3885131552500086e-44,2.4187068022418147e-89,1.2365177012569731e-32,1.8894363417127842e-66,9.6886987725400581e-90,1.2791863647299757e-43,2.1385495981987069e-102,8.33272959080155e-95,4.6051527877144187e-106,1.1626060958004294e-61,3.9094199574622708e-44,4.7132674658336076e-63,1.097238387396944e-43,1.9784723629357113e-55,6.2650215320109112e-36,2.1887504481128957e-55,1.6733932362393336e-56,2.4165346866390891e-47,3.9615447888622183e-47,5.5574019474849454e-67,1.1771763337617014e-47,5.4725142508895177e-51,3.0977624313212526e-72,7.8359184283594239e-55,3.0571778144311533e-40,2.7653589972282116e-73,3.3653891419969793e-20,1.3286304784635184e-38,5.0388415066626665e-37,1.3286304784635184e-38,5.9335362981618499e-65,2.614518250072552e-59,1.7049421392489058e-59,5.8360695720781747e-103,1.0099299726649994e-105,1.0852469807267498e-46,1.3464025336532664e-56,2.7093454381432772e-57,1.4441838895832444e-77,8.213937479135331e-48,9.4190864939664659e-87,5.8713445647792646e-59,2.0252233137222186e-70,1.5696339037018904e-81,3.8524818643368471e-82,1.6439152239575659e-71,4.9546937408372478e-62,8.4083767330468568e-88
3.0781084861519417e-21,0.25243208642551956,76.950000000000003,0.0,0.0,0.0,0.99999999999991096,9.5,1.5566750811687142e-15,1.8679196726357176e-14,1.8679128944667761e-14,1.6811130062196476e-25,1.6810611668290303e-25,5.0061539013131812e-14,8.6107123197961678e-23,9.2989678452311592e-26,2.5414036486856233e-37,7.2755929892792824e-42,3.9480644199240501e-29,1.6587242450902881e-22,1.1215571284092025e-27,2.8106625798729066e-37,9.6580540308203254e-42,7.060711667884998e-44,7.4636182436253779e-56,1.4832298044006912e-37,1.4271941176667139e-27,4.0098507362404485e-38,4.0098507362587773e-38,1.6011290601668164e-49,2.3165352453028912e-50,7.6720323345722834e-42,5.7856865455954554e-28,4.9461787418565374e-39,3.578099252556456e-40,1.404582583174842e-88,1.1715436096856584e-49,3.7281250576130829e-42,1.30020482791883e-88,1.8623699671478138e-24,4.0939041694185184e-61,4.0939010571344287e-61,3.6466333927343193e-35,1.0896583162783227e-35,2.4690450934717185e-26,3.6464717795661649e-35,6.0557079795976692e-46,1.3002048279187625e-88,6.8841356479049902e-53,2.9718648874719953e-52,1.8630115387161062e-63,2.2061890416298735e-75,5.1735835745282078e-43,3.1390153378483064e-87,4.9982022505246507e-32,3.0632303147043186e-65,1.2574063968023798e-87,1.0359182828462342e-42,5.5511475102922708e-100,1.081427733439871e-92,1.1953845114721569e-103,3.7708849905988372e-60,3.1659494975252322e-43,1.5287369982528474e-61,8.8857209391573263e-43,3.2071889322726212e-54,2.5324218722709994e-35,3.5480587764848513e-54,2.7126425467736855e-55,1.9569724419980011e-46,3.2081616756219273e-46,1.8016282996893304e-65,9.5330787388708709e-47,4.4844312686359643e-50,2.0099339500780369e-70,1.2702361407847364e-53,2.475781756686509e-39,1.7942592623567782e-71,6.7781781627489707e-20,1.0759594003280577e-37,2.0367803115252588e-36,1.0759594003280577e-37,1.9245282687549135e-63,4.2378596658551605e-58,2.7634997391144928e-58,1.5148996565280649e-100,2.6729442145381645e-103,8.7886114180834747e-46,1.7554437830768234e-55,4.3919653858816003e-56,9.3703577841113449e-76,6.6518595311980483e-47,1.2224157429798331e-84,9.5177025526286861e-58,6.5687632772676041e-69,1.0184320319922434e-79,2.4996216598462406e-80,5.3319996235443722e-70,8.0317693972543427e-61,1.0912451117776573e-85
6.177742206472778e-21,0.25243208642551956,76.950000000000003,0.0,0.0,0.0,0.99999999999982137,9.5,3.1242360020656638e-15,3.7489017205515091e-14,3.748888116832286e-14,6.7596814591464101e-25,6.7592396543593408e-25,1.0047315819901514e-13,3.462329537152367e-22,3.7390740608377942e-25,2.0451927044276852e-36,5.856030594521504e-41,1.5874993390411669e-28,6.6696572065978005e-22,4.5097318854040088e-27,2.2611870580049272e-36,7.7736380711721555e-41,5.6830750182827369e-43,1.2019927656116903e-54,1.1938323797121788e-36,5.7386847766511553e-27,3.2274767215317116e-37,3.2274767215612302e-37,2.5785689482759719e-48,3.7307085820817603e-49,6.1751190155216855e-41,2.3263991037392044e-27,3.981114874557263e-38,2.8799655412338968e-39,1.8274004486433859e-86,1.8867348510241974e-48,3.0007193664753155e-41,1.6916021274452967e-86,7.4885076946970791e-24,1.3189052439256567e-59,1.3189032383849489e-59,2.9351277828458995e-34,8.7705180458396512e-35,9.9279216504054529e-26,2.9349977025279519e-34,9.7525309447496094e-45,1.6916021274451206e-86,1.1086688153961805e-51,2.3926166864887147e-51,6.001940134023048e-62,1.4216597123854274e-73,4.1641501330905963e-42,4.0457568087236505e-85,2.0097551419417489e-31,4.934438059571075e-64,1.6206230119430056e-85,8.3379715615076732e-42,1.4309708994203439e-97,1.3938108603468239e-90,3.0814542826298302e-101,1.2148408215070978e-58,2.548231357459123e-42,4.9250298343986166e-60,7.1520012516887147e-42,5.1650788188843075e-53,1.0182756968087912e-34,5.7140392159504244e-53,4.3686271936151722e-54,1.5751416738572966e-45,2.5822076132422103e-45,5.7983876094897767e-64,7.6730504592749187e-46,3.694211197580249e-49,1.295193609797726e-68,2.0456761335627278e-52,1.9927243847431181e-38,1.1562136819246372e-69,1.3603756299973038e-19,8.6602571853115826e-37,8.1898041353298468e-36,8.660257185311586e-37,6.2001241323032762e-62,6.8236959022432278e-57,4.4496136397477504e-57,3.9050970593048938e-98,6.9570930667413032e-101,7.0738390598354397e-45,2.028220642801671e-54,7.073123817385862e-55,6.0382220690418312e-74,5.3539952492216541e-46,1.5755248007603609e-82,1.5327966545647407e-56,2.1162145921117292e-67,6.5627364153220826e-78,1.610746454242558e-78,1.7177747037114267e-68,1.2934908412274738e-59,1.4064640021593323e-83
1.2377009647114452e-20,0.25243208642551956,76.950000000000003,0.0,0.0,0.0,0.99999999999964218,9.5,6.2593578438589147e-15,7.510865816223424e-14,7.5108385614591436e-14,2.7109345985972913e-24,2.7105702565005472e-24,2.0129639500640008e-13,1.3885489885601686e-21,1.4995359234403106e-24,1.6405768370522761e-35,4.6990959190692328e-40,6.3665823760512751e-28,2.6748308238393311e-21,1.8086041886914304e-26,1.8127314105262719e-35,6.2378484945094711e-40,4.5603097945069555e-42,1.929464566565223e-53,9.5797529184395837e-36,2.3014692642193742e-26,2.589846809445244e-36,2.5898468094926271e-36,4.1391740906081909e-47,5.9886134512334852e-48,4.95514401974374e-40,9.3299008342512545e-27,3.1945938290191389e-37,2.3109909331074712e-38,2.3581634737213359e-84,3.0286272340774467e-47,2.4078882816905319e-40,2.1829229340430779e-84,3.0032264906389325e-23,4.2347248164508752e-58,4.2347119370523764e-58,2.3552551632386438e-33,7.0377882797309486e-34,3.9815405564814394e-25,2.3551507820074558e-33,1.5654971803585672e-43,2.182922934042623e-84,1.779658955839875e-50,1.9208891869251684e-50,1.927097085189363e-60,9.1297960472329339e-72,3.3414682018345786e-41,5.1964521426278689e-83,8.0600170033245052e-31,7.9247186637567154e-63,2.0815610827582391e-83,6.6906970591640657e-41,3.6759858178316707e-95,1.7902389959437219e-88,7.9158724957333896e-99,3.9005990480837655e-57,2.0447948139875652e-41,1.5813237657894991e-58,5.7390305865391763e-41,8.2910951257086324e-52,4.0837409788564588e-34,9.172298208073201e-52,7.012614144820119e-53,1.2639519939640199e-44,2.072058976547353e-44,1.8580301043306166e-62,6.1571386882685061e-45,3.1003862941777378e-48,8.3176397878488588e-67,3.2837632048540951e-51,1.5990355626792589e-37,7.4251207442460122e-68,2.7254912957301501e-19,6.9493107753395876e-36,3.2844778232160045e-35,6.9493107753395903e-36,1.99072980265952e-60,1.0949543661575974e-55,7.1396715535856255e-56,1.0031704265121956e-95,1.7958038185449224e-98,5.6763103490658056e-44,2.0752437582673765e-53,1.1353926850285832e-53,3.8777025953432392e-72,4.2962440043573301e-45,2.0236360065121599e-80,2.4604780935275762e-55,6.7947212625985682e-66,4.2145419937463671e-76,1.0344097245868333e-76,5.5154143222621039e-67,2.076336505374537e-58,1.8064908899598783e-81
